English Word	Emotion	Emotion-Intensity-Score	Vietnamese Word
examination	surprise	0.320	kiểm tra
angel	surprise	0.320	Thiên thần
present	surprise	0.320	hiện nay
catch	surprise	0.320	chụp lấy
hap	surprise	0.320	hap
saint	surprise	0.312	thánh
embrace	surprise	0.312	ôm
flirt	surprise	0.312	thả thính
puma	surprise	0.312	puma
kiss	surprise	0.312	hôn
liberty	surprise	0.312	sự tự do
scrimmage	surprise	0.312	kịch bản
treat	surprise	0.312	điều trị
inaffable	surprise	0.312	không thể sử dụng được
occasional	surprise	0.312	thỉnh thoảng
dismissal	surprise	0.312	sa thải
perfection	surprise	0.305	sự hoàn hảo
saintly	surprise	0.305	thánh thiện
gratify	surprise	0.305	hài lòng
generosity	surprise	0.305	độ lượng
sally	surprise	0.305	sally
palpable	surprise	0.297	sờ thấy
finally	surprise	0.297	cuối cùng
differently	surprise	0.297	khác biệt
polarity	surprise	0.297	phân cực
ceremony	surprise	0.297	Lễ
favorable	surprise	0.297	thuận lợi
larger	surprise	0.297	lớn hơn
warn	surprise	0.297	cảnh báo
medal	surprise	0.289	huy chương
romance	surprise	0.289	lãng mạn
inviting	surprise	0.289	mời
greeting	surprise	0.289	Lời chào
resignation	surprise	0.281	sự từ chức
accolade	surprise	0.281	tuyên dương
labor	surprise	0.281	nhân công
candid	surprise	0.281	thật thà
trip	surprise	0.281	chuyến đi
stare	surprise	0.273	nhìn chằm chằm
admire	surprise	0.266	ngưỡng mộ
glimmer	surprise	0.266	ánh sáng lấp lánh
playful	surprise	0.266	vui tươi
somatic	surprise	0.266	dạng cơ thể
festival	surprise	0.266	ngày hội
mimicry	surprise	0.266	sự bắt chước
insolvency	surprise	0.266	vỡ nợ
immerse	surprise	0.266	đắm
invite	surprise	0.266	mời
compensate	surprise	0.266	đền bù
receiving	surprise	0.258	nhận
complement	surprise	0.258	bổ sung
chuckle	surprise	0.258	cười thầm
laugh	surprise	0.258	cười
hypothesis	surprise	0.258	giả thuyết
honeymoon	surprise	0.250	tuần trăng mật
opera	surprise	0.242	opera
pleasant	surprise	0.242	hài lòng
marry	surprise	0.242	kết hôn
independence	surprise	0.242	Sự độc lập
chant	surprise	0.234	tụng kinh
holiness	surprise	0.234	sự thánh thiện
assessment	surprise	0.234	thẩm định, lượng định, đánh giá
rhythmical	surprise	0.234	nhịp nhàng
hopeful	surprise	0.234	hy vọng
leave	surprise	0.234	rời bỏ
trophy	surprise	0.234	chiếc cúp
deal	surprise	0.227	thỏa thuận
procession	surprise	0.227	quá trình
placard	surprise	0.227	tấm biển
shopping	surprise	0.219	mua đồ
musical	surprise	0.219	âm nhạc
cherish	surprise	0.219	trân trọng
good	surprise	0.219	tốt
dawn	surprise	0.211	bình minh
simplify	surprise	0.211	đơn giản hóa
shell	surprise	0.211	vỏ bọc
morals	surprise	0.203	luân lý
money	surprise	0.203	tiền bạc
nullify	surprise	0.203	vô hiệu hóa
purity	surprise	0.203	sự tinh khiết
sweet	surprise	0.203	ngọt
synchronize	surprise	0.195	làm cho đồng bộ
precious	surprise	0.195	quí
humanitarian	surprise	0.195	nhân đạo
preservative	surprise	0.195	chất bảo quản
unfulfilled	surprise	0.195	chưa hoàn thành
obliging	surprise	0.188	nghĩa vụ
singularly	surprise	0.188	đặc biệt
graduation	surprise	0.180	tốt nghiệp
foresee	surprise	0.180	thấy trước
pray	surprise	0.180	cầu nguyện
lovely	surprise	0.180	đáng yêu
thirst	surprise	0.172	khát nước
mouth	surprise	0.172	miệng
youth	surprise	0.172	thiếu niên
sun	surprise	0.172	mặt trời
art	surprise	0.172	Mỹ thuật
goodness	surprise	0.164	lòng tốt
latent	surprise	0.156	ngầm
visor	surprise	0.156	tấm che mặt
overdue	surprise	0.156	quá hạn
practiced	surprise	0.156	đã luyện tập
loyal	surprise	0.148	trung thành
expect	surprise	0.148	chờ đợi
wireless	surprise	0.148	không dây
destination	surprise	0.148	điểm đến
infant	surprise	0.141	trẻ sơ sinh
cream	surprise	0.141	kem
slush	surprise	0.141	trầm mặc
quote	surprise	0.141	Trích dẫn
playground	surprise	0.133	sân chơi
vote	surprise	0.125	bỏ phiếu
teach	surprise	0.125	dạy
organization	surprise	0.125	cơ quan
dolphin	surprise	0.117	cá heo
weight	surprise	0.117	trọng lượng
smile	surprise	0.117	nụ cười
sisterhood	surprise	0.109	tình chị em
cable	surprise	0.109	cáp
sunny	surprise	0.102	nhiều nắng
steady	surprise	0.094	vững chắc
peaceful	surprise	0.086	bình yên
spa	surprise	0.086	spa
leisure	surprise	0.086	thời gian rảnh rỗi
picnic	surprise	0.078	đi chơi picnic
tree	surprise	0.078	cây
worm	surprise	0.055	sâu
truthfulness	trust	0.906	sự trung thực
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	đáng tin cậy
honor	trust	0.844	tôn kính
honesty	trust	0.844	trung thực
honest	trust	0.844	thật thà
truth	trust	0.844	sự thật
truthful	trust	0.836	trung thực
trusting	trust	0.836	tin tưởng
brotherhood	trust	0.820	tình anh em
entrust	trust	0.812	giao phó
committed	trust	0.805	cam kết
loyalty	trust	0.805	lòng trung thành
integrity	trust	0.805	sự toàn vẹn
honorable	trust	0.805	danh giá
trust	trust	0.805	Lòng tin
credibility	trust	0.805	sự uy tín
faithful	trust	0.797	Trung thành
sincere	trust	0.797	chân thành
partnership	trust	0.789	quan hệ đối tác
responsible	trust	0.789	có tinh thần trách nhiệm
true	trust	0.789	thật
wisdom	trust	0.789	sự khôn ngoan
verification	trust	0.781	xác minh
cooperative	trust	0.781	hợp tác xã
vow	trust	0.781	lời thề
oath	trust	0.781	tuyên thệ
respectable	trust	0.773	đáng kính
sisterhood	trust	0.773	tình chị em
hero	trust	0.773	anh hùng
credible	trust	0.773	đáng tin cậy
promise	trust	0.773	hứa
verified	trust	0.773	xác minh
qualified	trust	0.766	đạt tiêu chuẩn
authentication	trust	0.766	xác thực
respected	trust	0.766	tôn trọng
compassion	trust	0.759	thương hại
approval	trust	0.758	phê duyệt
moral	trust	0.758	có đạo đức
reliability	trust	0.758	độ tin cậy
trusts	trust	0.758	đáng tin cậy
safekeeping	trust	0.758	bảo quản an toàn
reputable	trust	0.758	có uy tín
love	trust	0.758	yêu và quý
friend	trust	0.750	bạn bè
stable	trust	0.750	ổn định
authentic	trust	0.750	thật
competence	trust	0.750	năng lực
safeguard	trust	0.750	sự bảo vệ
companion	trust	0.750	đồng hành
advised	trust	0.750	khuyên
respect	trust	0.750	kính trọng
loyal	trust	0.750	trung thành
genuine	trust	0.750	thành thật
friendships	trust	0.750	sự tin tưởng
ally	trust	0.750	đồng minh
proven	trust	0.742	chứng minh
freedom	trust	0.742	sự tự do
respects	trust	0.742	tôn trọng
accepting	trust	0.742	tình bạn
faith	trust	0.742	sự tin tưởng
wholesome	trust	0.742	lành mạnh
heartfelt	trust	0.734	chân thành
unification	trust	0.734	thống nhất
confirmation	trust	0.734	xác nhận
protecting	trust	0.734	bảo vệ
reassurance	trust	0.734	sự trấn an
trustee	trust	0.734	người được ủy thác
supporter	trust	0.734	người ủng hộ
respectful	trust	0.734	tôn trọng
admirable	trust	0.734	đáng ngưỡng mộ
fact	trust	0.727	thực tế
friendship	trust	0.727	hữu nghị
partners	trust	0.727	chấp nhận
confidentially	trust	0.727	bí mật
confident	trust	0.727	tin chắc
equality	trust	0.727	bình đẳng
alliance	trust	0.727	liên minh
credential	trust	0.727	chứng chỉ
believing	trust	0.727	tin tưởng
excellence	trust	0.727	xuất sắc
agreement	trust	0.727	hiệp định
closeness	trust	0.719	sự gần gũi
authenticate	trust	0.719	xác thực
virtuous	trust	0.719	đức hạnh
intelligence	trust	0.719	Sự thông minh
kindred	trust	0.719	tốt bụng
virtue	trust	0.719	Đức hạnh
honored	trust	0.719	vinh dự
justice	trust	0.711	Sự công bằng
charitable	trust	0.711	từ thiện
determination	trust	0.711	sự quyết tâm
creditable	trust	0.711	đáng tin cậy
consistency	trust	0.711	Tính nhất quán
allegiance	trust	0.711	lòng trung thành
cooperation	trust	0.711	sự hợp tác
guarantee	trust	0.711	Bảo hành
dedication	trust	0.711	cống hiến
straightforward	trust	0.711	thẳng thắn
cooperating	trust	0.711	hợp tác
reliable	trust	0.703	đáng tin cậy
nurture	trust	0.703	dưỡng dục
mother	trust	0.703	mẹ
fulfilled	trust	0.703	hoàn thành
admiration	trust	0.703	sự khâm phục
mentor	trust	0.703	người hướng dẫn
guardianship	trust	0.703	quyền giám hộ
assurance	trust	0.703	đảm bảo
morality	trust	0.703	đạo đức
motherhood	trust	0.703	tình mẫu tử
innocent	trust	0.703	vô tội
reverence	trust	0.703	sự tôn kính
sanctuary	trust	0.703	Thánh địa
friendliness	trust	0.703	thân thiện
prepared	trust	0.703	chuẩn bị
admire	trust	0.703	ngưỡng mộ
protected	trust	0.703	được bảo vệ
proof	trust	0.703	bằng chứng
bodyguard	trust	0.695	vệ sĩ
skillful	trust	0.695	khéo léo
marriage	trust	0.695	hôn nhân
allied	trust	0.695	liên minh
morals	trust	0.695	luân lý
humanitarian	trust	0.695	nhân đạo
pact	trust	0.695	hiệp ước
courage	trust	0.695	lòng can đảm
accountable	trust	0.695	có trách nhiệm
agreeable	trust	0.695	hợp ý
united	trust	0.695	thống nhất
indestructible	trust	0.695	không thể phá hủy
approving	trust	0.695	chấp thuận
guardian	trust	0.695	người giám hộ
compassionate	trust	0.695	thương xót
scientist	trust	0.695	nhà khoa học
certified	trust	0.695	chứng nhận
pledge	trust	0.688	lời hứa
adviser	trust	0.688	cố vấn
authenticity	trust	0.688	tính xác thực
understanding	trust	0.688	hiểu biết
secure	trust	0.688	chắc chắn
guidance	trust	0.688	hướng dẫn
monogamy	trust	0.688	một vợ một chồng
valor	trust	0.688	dũng cảm
solidity	trust	0.688	sự vững chắc
perfection	trust	0.688	sự hoàn hảo
believed	trust	0.688	tin
humanity	trust	0.688	nhân loại
justifiable	trust	0.688	chính đáng
competent	trust	0.688	có thẩm quyền
esteem	trust	0.688	kính trọng
protector	trust	0.680	người bảo vệ
inspire	trust	0.680	truyền cảm hứng
hope	trust	0.680	mong
strongest	trust	0.680	đối tác
expertise	trust	0.680	chuyên môn
humble	trust	0.680	khiêm tốn
indivisible	trust	0.680	không thể chia cắt
official	trust	0.680	chính thức
affirm	trust	0.680	Xác nhận
familiarity	trust	0.680	sự quen thuộc
confirmed	trust	0.680	đã xác nhận
diligence	trust	0.680	siêng năng
grandfather	trust	0.680	ông nội
advocacy	trust	0.680	vận động
goodness	trust	0.680	lòng tốt
commendable	trust	0.680	đáng khen ngợi
acceptance	trust	0.680	chấp thuận
diplomatic	trust	0.680	ngoại giao
leader	trust	0.680	lãnh đạo
confide	trust	0.680	tâm sự
agreeing	trust	0.680	đồng ý
approve	trust	0.680	chấp thuận
professional	trust	0.680	chuyên nghiệp
elders	trust	0.680	người lớn tuổi
confidential	trust	0.680	bảo mật
faultless	trust	0.672	không có lỗi
believes	trust	0.672	Đã được chấp nhận
sanctify	trust	0.672	thánh hóa
intelligent	trust	0.672	thông minh
safe	trust	0.672	an toàn
accepted	trust	0.672	mạnh nhất
dignity	trust	0.672	phẩm giá
unwavering	trust	0.672	không lay chuyển
encyclopedia	trust	0.672	bách khoa toàn thư
mastery	trust	0.672	làm chủ
cohesive	trust	0.672	kết dính
harmoniously	trust	0.672	hài hòa
benevolence	trust	0.672	lòng nhân từ
healing	trust	0.672	đang lành lại
accredited	trust	0.672	được công nhận
covenant	trust	0.672	khế ước
accountability	trust	0.664	trách nhiệm giải trình
team	trust	0.664	đội
authority	trust	0.664	thẩm quyền
heroic	trust	0.664	anh hùng
reliance	trust	0.664	dựa dẫm
expert	trust	0.664	chuyên gia
communicate	trust	0.664	giao tiếp
spiritual	trust	0.664	thuộc linh
impeccable	trust	0.664	hoàn hảo
specialist	trust	0.664	chuyên gia
affirmatively	trust	0.664	khẳng định
proficient	trust	0.664	thành thạo
fulfillment	trust	0.664	sự hoàn thành
advocate	trust	0.664	biện hộ
disciple	trust	0.664	đệ tử
attestation	trust	0.664	chứng thực
merit	trust	0.664	công lao
supporting	trust	0.664	hỗ trợ
ambassador	trust	0.664	đại sứ
guidebook	trust	0.664	sách hướng dẫn
accept	trust	0.664	Chấp nhận
strengthening	trust	0.661	củng cố
holiness	trust	0.656	sự thánh thiện
facts	trust	0.656	sự thật
warranty	trust	0.656	sự bảo đảm
strength	trust	0.656	sức mạnh
relationship	trust	0.656	mối quan hệ
defended	trust	0.656	bảo vệ
constancy	trust	0.656	Sự kiên định
favorable	trust	0.656	thuận lợi
gentleman	trust	0.656	quý ông
counsel	trust	0.656	cố vấn
scientific	trust	0.656	thuộc về khoa học
structure	trust	0.656	kết cấu
elder	trust	0.656	đàn anh
excellent	trust	0.656	Xuất sắc
achieve	trust	0.656	Hoàn thành
steadfast	trust	0.656	kiên định
familiar	trust	0.656	Quen biết
proficiency	trust	0.656	khả năng
supports	trust	0.656	tin tưởng
counselor	trust	0.648	cố vấn
lovable	trust	0.648	đáng yêu
advisable	trust	0.648	có thể khuyên bảo
agreed	trust	0.648	đã đồng ý
heroism	trust	0.648	chủ nghĩa anh hùng
rely	trust	0.648	phụ thuộc
uphold	trust	0.648	đề cao
brother	trust	0.648	Anh trai
matrimony	trust	0.648	hôn nhân
assuredly	trust	0.648	chắc chắn
peaceful	trust	0.648	bình yên
saint	trust	0.648	thánh
unconditionally	trust	0.648	chấp nhận
solidarity	trust	0.648	tinh thần đoàn kết
accepts	trust	0.648	ủng hộ
inspiration	trust	0.648	nguồn cảm hứng
noble	trust	0.648	cao quý
successful	trust	0.648	thành công
harmony	trust	0.648	hòa hợp
protective	trust	0.648	bảo vệ
competency	trust	0.648	năng lực
comrade	trust	0.648	đồng chí
academic	trust	0.648	thuộc về lý thuyết
assist	trust	0.648	hỗ trợ
worthy	trust	0.643	xứng đáng
benefactor	trust	0.641	ân nhân
credence	trust	0.641	sự tín nhiệm
confidence	trust	0.641	lòng tin
relationships	trust	0.641	vô điều kiện
ordained	trust	0.641	phong chức
legal	trust	0.641	hợp pháp
champion	trust	0.641	quán quân
lawful	trust	0.641	hợp pháp
durability	trust	0.641	Độ bền
judiciary	trust	0.641	cơ quan tư pháp
doctor	trust	0.641	Bác sĩ
loving	trust	0.641	thương
assure	trust	0.641	cam đoan
establish	trust	0.641	thành lập
mamma	trust	0.641	mẹ
kind	trust	0.641	tốt bụng
unity	trust	0.641	đoàn kết
conscientious	trust	0.641	tận tâm
real	trust	0.641	có thật
coexist	trust	0.641	cùng tồn tại
leading	trust	0.641	dẫn đầu
teacher	trust	0.641	giáo viên
intimate	trust	0.634	thân mật
brotherly	trust	0.633	như anh em
physician	trust	0.633	bác sĩ
judicial	trust	0.633	tư pháp
saintly	trust	0.633	thánh thiện
aspiration	trust	0.633	khát vọng
conscience	trust	0.633	lương tâm
therapeutic	trust	0.633	trị liệu
fidelity	trust	0.633	sự chung thủy
soundness	trust	0.633	âm thanh
important	trust	0.633	quan trọng
homage	trust	0.633	sự kính trọng
legitimacy	trust	0.633	tính hợp pháp
fortitude	trust	0.633	sự cường tráng
deepest	trust	0.633	các mối quan hệ
approved	trust	0.633	đã được phê duyệt
courageous	trust	0.633	can đảm
devotional	trust	0.633	tận tâm
endorse	trust	0.633	chứng thực
backbone	trust	0.633	xương sống
authorize	trust	0.633	ủy quyền
practiced	trust	0.633	đã luyện tập
sanctification	trust	0.633	sự thánh hóa
hopeful	trust	0.633	hy vọng
convincing	trust	0.633	thuyết phục
bless	trust	0.633	ban phước
angel	trust	0.625	Thiên thần
authorization	trust	0.625	ủy quyền
assured	trust	0.625	yên tâm
purify	trust	0.625	thanh lọc
caretaker	trust	0.625	giữ nhà
regard	trust	0.625	về
profound	trust	0.625	thâm thúy
achievement	trust	0.625	thành tích
evident	trust	0.625	hiển nhiên
positivity	trust	0.625	sự tích cực
communication	trust	0.625	liên lạc
professorship	trust	0.625	chức danh giáo sư
blessing	trust	0.625	phước lành
beliefs	trust	0.625	sâu nhất
encourage	trust	0.625	khuyến khích
fireman	trust	0.625	lính cứu hỏa
majestic	trust	0.625	Hùng vĩ
civilized	trust	0.625	văn minh
certify	trust	0.625	chứng thực
wonderful	trust	0.625	Tuyệt vời
engaged	trust	0.625	đính hôn
accurate	trust	0.625	chính xác
approvement	trust	0.617	sự chấp thuận
optimism	trust	0.617	lạc quan
planning	trust	0.617	lập kế hoạch
believer	trust	0.617	Tín đồ
advice	trust	0.617	lời khuyên
commend	trust	0.617	khen ngợi
gospel	trust	0.617	sách Phúc Âm
objective	trust	0.617	khách quan
rational	trust	0.617	hợp lý
cherish	trust	0.617	trân trọng
constantly	trust	0.617	liên tục
haven	trust	0.617	trú ẩn
fundamental	trust	0.617	cơ bản
bedrock	trust	0.617	nền tảng
accord	trust	0.617	phù hợp
triumphant	trust	0.617	đắc thắng
surety	trust	0.617	sự bảo đảm
testament	trust	0.617	di chúc
absolution	trust	0.617	sự giải tội
truce	trust	0.617	đình chiến
reassure	trust	0.617	trấn an
appreciation	trust	0.617	sự đánh giá
qualities	trust	0.617	phẩm chất
passionate	trust	0.617	say đắm
good	trust	0.617	tốt
unimpeachable	trust	0.617	không thể hiểu được
corroborate	trust	0.617	chứng thực
thoughtful	trust	0.617	chu đáo
heroine	trust	0.617	nữ anh hùng
teach	trust	0.617	dạy
god	trust	0.617	Chúa Trời
attentive	trust	0.617	chú ý
scripture	trust	0.609	thánh thư
civilization	trust	0.609	nền văn minh
magnificence	trust	0.609	sự tráng lệ
recommend	trust	0.609	giới thiệu
progression	trust	0.609	sự tiến triển
steward	trust	0.609	người quản lý
purification	trust	0.609	thanh lọc
patron	trust	0.609	người bảo trợ
praiseworthy	trust	0.609	đáng khen ngợi
heal	trust	0.609	chữa trị
considerate	trust	0.609	thận trọng
blessings	trust	0.609	phúc lành
mediator	trust	0.609	người hòa giải
babysitter	trust	0.609	người trông trẻ
notary	trust	0.609	công chứng viên
awareness	trust	0.609	nhận thức
vetted	trust	0.609	niềm tin
excel	trust	0.609	vượt trội
happy	trust	0.609	vui mừng
praise	trust	0.609	khen
brilliant	trust	0.609	rực rỡ
liking	trust	0.609	thích
definitive	trust	0.609	dứt khoát
comfort	trust	0.609	an ủi
officer	trust	0.609	nhân viên văn phòng
peace	trust	0.602	hòa bình
serenity	trust	0.602	sự thanh thản
unquestionable	trust	0.602	không thể nghi ngờ
embrace	trust	0.602	ôm
identify	trust	0.602	nhận định
inspired	trust	0.602	lấy cảm hứng
steady	trust	0.602	vững chắc
nun	trust	0.602	ni cô
guarded	trust	0.602	canh gác
symmetry	trust	0.602	đối diện
mainstay	trust	0.602	trụ cột
fulfill	trust	0.602	hoàn thành
humility	trust	0.602	khiêm tốn
helpful	trust	0.602	Hữu ích
transcendence	trust	0.602	siêu việt
unconditional	trust	0.602	vô điều kiện
brave	trust	0.602	Dũng cảm
brighten	trust	0.602	làm sáng lên
experienced	trust	0.602	có kinh nghiệm
enlightenment	trust	0.602	giác ngộ
sympathetic	trust	0.602	thông cảm
witness	trust	0.602	nhân chứng
vigilant	trust	0.594	cảnh giác
ministry	trust	0.594	Bộ
admiral	trust	0.594	đô đốc
vigilance	trust	0.594	cảnh giác
depend	trust	0.594	tùy theo
generosity	trust	0.594	độ lượng
befriend	trust	0.594	kết bạn
complimentary	trust	0.594	ca ngợi
assessment	trust	0.594	thẩm định, lượng định, đánh giá
fairly	trust	0.594	công bằng
enlighten	trust	0.594	khai sáng
strengthen	trust	0.594	củng cố
nurse	trust	0.594	y tá
endowment	trust	0.594	sự ban cho
visionary	trust	0.594	nhìn xa trông rộng
praised	trust	0.594	khen ngợi
eminence	trust	0.594	xuất chúng
marry	trust	0.594	kết hôn
generous	trust	0.594	rộng lượng
gratitude	trust	0.594	lòng biết ơn
sage	trust	0.594	Hiền nhân
tranquility	trust	0.594	Yên bình
openly	trust	0.594	công khai
grant	trust	0.594	ban cho
spouse	trust	0.594	vợ chồng
philanthropic	trust	0.594	nhân ái
regent	trust	0.594	nhiếp chính
substantiate	trust	0.594	chứng minh
commendation	trust	0.594	khen thưởng
council	trust	0.594	hội đồng
efficient	trust	0.594	Có hiệu quả
sweetheart	trust	0.589	người yêu
bylaw	trust	0.586	bylaw
magnificent	trust	0.586	tráng lệ
designation	trust	0.586	sự chỉ định
godly	trust	0.586	tin kính
seniority	trust	0.586	thâm niên
conservation	trust	0.586	sự bảo tồn
educational	trust	0.586	giáo dục
rooted	trust	0.586	bắt nguồn từ
inheritance	trust	0.586	di sản
diplomacy	trust	0.586	ngoại giao
mate	trust	0.586	giao phối
convince	trust	0.586	thuyết phục
unfailing	trust	0.586	không thành công
share	trust	0.586	đăng lại
monk	trust	0.586	tu sĩ
constitutional	trust	0.586	hợp hiến
lovely	trust	0.586	đáng yêu
compliance	trust	0.586	sự tuân thủ
attest	trust	0.586	chứng thực
victory	trust	0.586	chiến thắng
serene	trust	0.586	thanh thản
checklist	trust	0.586	danh mục
husbandry	trust	0.586	chăn nuôi
enjoying	trust	0.586	thưởng thức
revere	trust	0.586	tôn kính
tribe	trust	0.586	bộ lạc
meritorious	trust	0.586	có công
joyful	trust	0.586	hân hoan
delegate	trust	0.586	ủy nhiệm
helper	trust	0.586	người giúp đỡ
angelic	trust	0.586	thiên thần
ambition	trust	0.586	tham vọng
father	trust	0.586	cha
acclaim	trust	0.586	hoan hô
testimony	trust	0.586	lời khai
collectively	trust	0.586	tập thể
sobriety	trust	0.586	tỉnh táo
prestige	trust	0.586	uy tín
firmness	trust	0.586	sự vững chắc
structural	trust	0.578	cấu trúc
impartiality	trust	0.578	vô tư
navigator	trust	0.578	hoa tiêu
judge	trust	0.578	thẩm phán
shelter	trust	0.578	ẩn núp
coexisting	trust	0.578	cùng tồn tại
unquestioned	trust	0.578	không nghi ngờ
careful	trust	0.578	cẩn thận
obey	trust	0.578	tuân theo
professor	trust	0.578	giáo sư
convinced	trust	0.578	bị thuyết phục
communion	trust	0.578	sự hiệp thông
cheerfulness	trust	0.578	vui vẻ
inviting	trust	0.578	mời
irrefutable	trust	0.578	không thể chối cãi
commandant	trust	0.578	người chỉ huy
smile	trust	0.578	nụ cười
authoritative	trust	0.578	có thẩm quyền
philanthropist	trust	0.578	nhà từ thiện
legalized	trust	0.578	hợp pháp hóa
adore	trust	0.578	yêu thích
upright	trust	0.578	thẳng đứng
revival	trust	0.578	hồi sinh
dutiful	trust	0.578	ngoan ngoãn
watchdog	trust	0.578	chó canh gác
apostle	trust	0.570	tông đồ
volunteers	trust	0.570	tình nguyện viên
immaculate	trust	0.570	vô nhiễm
adhering	trust	0.570	tôn trọng
unquestionably	trust	0.570	không nghi ngờ gì nữa
advise	trust	0.570	khuyên nhủ
punctual	trust	0.570	đúng giờ
consult	trust	0.570	tham khảo ý kiến
ordinance	trust	0.570	sắc lệnh
complement	trust	0.570	bổ sung
modest	trust	0.570	khiêm tốn
everlasting	trust	0.570	bất diệt
compass	trust	0.570	compa
heavenly	trust	0.570	trên trời
determinate	trust	0.570	xác định
counsellor	trust	0.570	cố vấn
abundance	trust	0.570	dồi dào
guide	trust	0.570	hướng dẫn
earned	trust	0.570	đã hiệu đính
pedigree	trust	0.570	phả hệ
relative	trust	0.570	quan hệ
principal	trust	0.570	hiệu trưởng
plausible	trust	0.570	có vẻ hợp lý
collaborator	trust	0.570	cộng tác viên
connective	trust	0.570	liên kết
corroboration	trust	0.570	chứng thực
insure	trust	0.570	bảo hiểm
pilot	trust	0.570	Phi công
unequivocal	trust	0.570	rõ ràng
matron	trust	0.570	matron
cuddle	trust	0.570	ôm
measured	trust	0.570	đo lường
fort	trust	0.562	pháo đài
treasurer	trust	0.562	thủ quỹ
apostolic	trust	0.562	tông đồ
save	trust	0.562	tiết kiệm
frankness	trust	0.562	sự thẳng thắn
insight	trust	0.562	cái nhìn thấu suốt
admit	trust	0.562	thừa nhận
earn	trust	0.562	kiếm
remarkable	trust	0.562	đáng chú ý
strong	trust	0.562	mạnh
content	trust	0.562	Nội dung
vitality	trust	0.562	sức sống
prize	trust	0.562	phần thưởng
vigorous	trust	0.562	mạnh mẽ
congregation	trust	0.562	hội chúng
uplift	trust	0.562	nâng cao
spotless	trust	0.562	không tì vết
devout	trust	0.562	sùng đạo
soothing	trust	0.562	êm dịu
miracle	trust	0.562	phép màu
cohesion	trust	0.562	sự gắn kết
lovemaking	trust	0.562	làm tình
curable	trust	0.562	có thể chữa khỏi
pleasant	trust	0.562	hài lòng
jury	trust	0.562	bồi thẩm đoàn
pertinent	trust	0.562	thích hợp
succeeding	trust	0.562	thành công
concordance	trust	0.562	sự hòa hợp
jurist	trust	0.562	luật gia
applaud	trust	0.562	tán thưởng
ordination	trust	0.562	phong chức
compensate	trust	0.562	đền bù
patience	trust	0.555	tính kiên nhẫn
mediate	trust	0.555	trung gian
coach	trust	0.555	huấn luyện viên
illumination	trust	0.555	sự chiếu sáng
cultivate	trust	0.555	cày cấy
providing	trust	0.555	cung cấp
precedence	trust	0.555	quyền ưu tiên
exalt	trust	0.555	nâng cao
succeed	trust	0.555	thành công
inclusion	trust	0.555	bao gồm
meditate	trust	0.555	suy nghĩ
coalesce	trust	0.555	liên kết lại
betrothed	trust	0.555	hứa hôn
midwife	trust	0.555	nữ hộ sinh
veteran	trust	0.555	cựu chiến binh
destined	trust	0.555	định mệnh
auditor	trust	0.555	kiểm toán viên
privacy	trust	0.555	sự riêng tư
restorative	trust	0.555	phục hồi
influential	trust	0.555	có ảnh hưởng
impartial	trust	0.555	vô tư
discretion	trust	0.555	sự tùy ý
foresight	trust	0.555	tầm nhìn xa
congruence	trust	0.555	sự tương đồng
worship	trust	0.555	thờ cúng
constant	trust	0.555	không thay đổi
reunion	trust	0.555	đoàn tụ
intuition	trust	0.555	trực giác
reconciliation	trust	0.555	sự hòa giải
ambulance	trust	0.555	xe cứu thương
defender	trust	0.555	hậu vệ
greatness	trust	0.555	sự vĩ đại
buddy	trust	0.555	Bạn bè
vote	trust	0.555	bỏ phiếu
physicist	trust	0.555	nhà vật lý
prophet	trust	0.555	tiên tri
prevalent	trust	0.547	thịnh hành
eyewitness	trust	0.547	nhân chứng
durable	trust	0.547	bền chặt
prudent	trust	0.547	khôn ngoan
securities	trust	0.547	chứng khoán
salvation	trust	0.547	sự cứu rỗi
govern	trust	0.547	quản lý
law	trust	0.547	pháp luật
proud	trust	0.547	hãnh diện
cheer	trust	0.547	nâng cốc
reinforcement	trust	0.547	gia cố
promises	trust	0.547	kiếm được
invocation	trust	0.547	sự cầu khẩn
provide	trust	0.547	cung cấp
friendly	trust	0.547	thân thiện
commanding	trust	0.547	chỉ huy
temperate	trust	0.547	khí hậu ôn hòa
conciliation	trust	0.547	hòa giải
convent	trust	0.547	tu viện
heritage	trust	0.547	gia tài
independence	trust	0.547	Sự độc lập
rejoice	trust	0.547	hân hoan
engaging	trust	0.547	hấp dẫn
readiness	trust	0.547	sẵn sàng
registry	trust	0.547	đăng ký
statement	trust	0.547	bản tường trình
liberty	trust	0.547	sự tự do
forgive	trust	0.547	tha lỗi
ancestral	trust	0.547	tổ tiên
impenetrable	trust	0.547	không thể xuyên thủng
choices	trust	0.539	lời hứa
psalms	trust	0.539	thánh vịnh
majority	trust	0.539	số đông
antidote	trust	0.539	thuốc giải độc
tantamount	trust	0.539	tương đương
perfect	trust	0.539	hoàn hảo
regularity	trust	0.539	đều đặn
chronicle	trust	0.539	ghi chép lại
ensemble	trust	0.539	tập hợp
applause	trust	0.539	tiếng vỗ tay
obedience	trust	0.539	sự vâng lời
aspiring	trust	0.539	khao khát
watchman	trust	0.539	người canh gác
inimitable	trust	0.539	không thể bắt chước
chastity	trust	0.539	trinh tiết
architecture	trust	0.539	ngành kiến trúc
stamina	trust	0.539	sự bền bỉ
delightful	trust	0.539	thú vị
