English Word	Emotion	Emotion-Intensity-Score	Basque Word
blemish	sadness	0.310	akatsa
resisting	sadness	0.309	erresistentzia
sympathetic	sadness	0.307	jatorra
bugaboo	sadness	0.304	bugaboo
opium	sadness	0.303	opioa
confess	sadness	0.303	aitortu
alas	sadness	0.302	ai
mislead	sadness	0.297	engainatu
suppress	sadness	0.297	zapaldu
inappropriate	sadness	0.297	desegokia
discontinuity	sadness	0.297	etena
wrinkled	sadness	0.297	zimurtua
dull	sadness	0.297	tristea
weak	sadness	0.297	ahula
halting	sadness	0.297	geldituz
incompatible	sadness	0.297	bateraezina
migraine	sadness	0.297	migraña
subsidence	sadness	0.297	hondoratzea
setback	sadness	0.297	atzerakada
toocold	sadness	0.297	hotzegia
incase	sadness	0.297	kasuan
hermit	sadness	0.296	ermitau
moving	sadness	0.295	mugitzen
shrink	sadness	0.295	txikitu
shiver	sadness	0.291	dardarka
constraint	sadness	0.288	murrizketa
unimportant	sadness	0.288	garrantzirik gabekoa
tramp	sadness	0.288	tranpa
rubble	sadness	0.282	hondakinak
down	sadness	0.281	behera
taint	sadness	0.281	zikindu
flop	sadness	0.281	flop
wearily	sadness	0.281	nekatuta
overdue	sadness	0.281	atzeratuta
excluding	sadness	0.281	baztertuz
confession	sadness	0.281	aitortza
grey	sadness	0.281	grisa
senseless	sadness	0.281	zentzugabea
unseat	sadness	0.281	esertzea
remove	sadness	0.281	kendu
revoke	sadness	0.281	indargabetu
shortage	sadness	0.281	eskasia
apathy	sadness	0.281	apatia
adverse	sadness	0.281	kontrakoa
negro	sadness	0.281	beltza
timid	sadness	0.281	lotsatia
flinch	sadness	0.281	kikildu
scrapie	sadness	0.281	scrapie
grumpy	sadness	0.281	maltzurra
knell	sadness	0.275	belarrindu
throb	sadness	0.273	taupada
confusion	sadness	0.273	nahasmena
soldier	sadness	0.273	soldadu
jurisprudence	sadness	0.273	jurisprudentzia
humbled	sadness	0.273	apaldu
gray	sadness	0.269	grisa
lax	sadness	0.266	laxo
mixedemotions	sadness	0.266	emozio mistoak
obstacle	sadness	0.266	oztopoa
slur	sadness	0.266	irinkeria
unrealistic	sadness	0.266	irrealistak
drifted	sadness	0.266	noraezean
leaving	sadness	0.266	irteten
shack	sadness	0.266	txabola
eternity	sadness	0.266	betikotasuna
remiss	sadness	0.266	nahasia
inconvenient	sadness	0.263	deserosoa
restrict	sadness	0.259	mugatu
misrepresentation	sadness	0.259	faltsukeria
stagnant	sadness	0.259	geldirik
disservice	sadness	0.258	desegokia
wilderness	sadness	0.255	basamortua
nosun	sadness	0.255	nosun
backwater	sadness	0.255	atzerakada
tempest	sadness	0.250	ekaitza
pine	sadness	0.250	pinua
humbug	sadness	0.250	izurria
bang	sadness	0.250	kolpea
speculation	sadness	0.250	espekulazioa
labored	sadness	0.250	lan egin
incomplete	sadness	0.250	osatugabea
gullible	sadness	0.250	sinesgarri
undying	sadness	0.250	hilezin
anchorage	sadness	0.250	ainguraketa
unexplained	sadness	0.250	azaldu gabe
error	sadness	0.250	akatsa
wasteful	sadness	0.250	xahutzailea
communism	sadness	0.250	komunismoa
uneducated	sadness	0.250	hezigabea
melodrama	sadness	0.242	melodrama
demonstrative	sadness	0.242	erakusgarri
rainyday	sadness	0.242	egun euritsua
necessity	sadness	0.236	beharra
boredom	sadness	0.235	asperdura
foggy	sadness	0.234	lainotsu
sentence	sadness	0.234	perpausa
misty	sadness	0.234	lainotsu
cancel	sadness	0.234	bertan behera utzi
void	sadness	0.234	hutsunea
cloudy	sadness	0.234	hodeitsu
blockade	sadness	0.234	blokeoa
pale	sadness	0.234	zurbil
trash	sadness	0.234	zabor
uninteresting	sadness	0.234	interesik gabekoa
hollow	sadness	0.234	hutsa
healing	sadness	0.234	sendatzea
depart	sadness	0.234	alde egin
burke	sadness	0.234	burke
warp	sadness	0.234	deformatu
case	sadness	0.228	kasua
rainy	sadness	0.227	euritsua
uninterested	sadness	0.223	interesik gabe
onerous	sadness	0.223	aspergarria
bottom	sadness	0.223	behean
fasting	sadness	0.220	baraualdia
boooo	sadness	0.219	boooo
dole	sadness	0.219	dole
pious	sadness	0.219	jainkozalea
indifference	sadness	0.219	axolagabekeria
coping	sadness	0.219	aurre egitea
discolored	sadness	0.219	koloreztatua
thirst	sadness	0.219	egarria
blunder	sadness	0.219	trakets
cocaine	sadness	0.218	kokaina
tough	sadness	0.212	gogorra
revolution	sadness	0.203	iraultza
hoary	sadness	0.203	iluna
chilly	sadness	0.203	hotza
sluggish	sadness	0.203	geldoa
yucky	sadness	0.203	txarto
fat	sadness	0.203	potolo
lower	sadness	0.203	baxuagoa
sprain	sadness	0.203	bihurridura
chargeable	sadness	0.203	kobragarria
arid	sadness	0.203	lehorra
wanting	sadness	0.202	nahia
progression	sadness	0.201	progresioa
closure	sadness	0.195	itxiera
unbeaten	sadness	0.193	garaitu gabe
rack	sadness	0.188	rack
halter	sadness	0.188	halter
rumor	sadness	0.188	zurrumurrua
tease	sadness	0.188	zirikatu
invalid	sadness	0.188	baliogabea
cataract	sadness	0.188	kataratak
meh	sadness	0.188	meh
heartfelt	sadness	0.188	bihotz-bihotzez
retirement	sadness	0.188	erretiroa
splitting	sadness	0.188	zatitzea
interrupted	sadness	0.188	eten zuen
oddity	sadness	0.188	bitxikeria
cold	sadness	0.188	hotza
veal	sadness	0.188	txahal
concerned	sadness	0.184	kezkatuta
sarcasm	sadness	0.181	sarkasmoa
strip	sadness	0.179	zerrenda
divided	sadness	0.172	banatuta
feeling	sadness	0.172	sentimendua
overload	sadness	0.172	gainkarga
sap	sadness	0.172	izerdia
memories	sadness	0.172	oroitzapenak
esteem	sadness	0.172	estimua
cupping	sadness	0.172	kopetan
eschew	sadness	0.172	ihes egin
destination	sadness	0.170	helmuga
nosnow	sadness	0.169	gure orain
limited	sadness	0.167	mugatua
rain	sadness	0.163	euria
willful	sadness	0.160	borondatez
untitled	sadness	0.157	izenbururik gabe
stint	sadness	0.156	aldia
cross	sadness	0.156	gurutzea
weeds	sadness	0.156	belar txarrak
pare	sadness	0.155	pare
snort	sadness	0.154	zurrupa egin
procession	sadness	0.152	prozesioa
inconsequential	sadness	0.152	ondoriorik gabekoa
tax	sadness	0.142	zerga
emo	sadness	0.141	emo
tolerate	sadness	0.141	jasan
mug	sadness	0.141	katilu
overpriced	sadness	0.141	garestiegi
weight	sadness	0.141	pisua
touchy	sadness	0.140	hunkigarria
kennel	sadness	0.130	txakurtegia
grounded	sadness	0.130	lurreratua
unpaid	sadness	0.125	ordaindu gabe
socialist	sadness	0.125	sozialista
meek	sadness	0.125	otzana
clouds	sadness	0.125	hodeiak
margin	sadness	0.125	marjina
theocratic	sadness	0.125	teokratikoa
stillness	sadness	0.125	isiltasuna
sisterhood	sadness	0.125	ahizpatasuna
terrific	sadness	0.125	ikaragarria
commemorate	sadness	0.125	gogoratu
late	sadness	0.125	berandu
default	sadness	0.121	lehenetsia
lace	sadness	0.118	parpailak
unpublished	sadness	0.116	argitaratu gabea
interested	sadness	0.114	interesatuta
fortress	sadness	0.110	gotorlekua
lush	sadness	0.109	oparoa
harry	sadness	0.109	harry
ultimate	sadness	0.109	azkena
priesthood	sadness	0.109	apaizgoa
orchestra	sadness	0.109	orkestra
rating	sadness	0.109	balorazioa
fleece	sadness	0.109	polarra
sanctify	sadness	0.108	saindu
income	sadness	0.100	errenta
winning	sadness	0.094	irabaziz
boo	sadness	0.094	boo
quiet	sadness	0.094	isilik
sonnet	sadness	0.094	sonetoa
vainly	sadness	0.091	alferrik
hug	sadness	0.078	besarkada
opera	sadness	0.078	opera
humble	sadness	0.078	apala
hut	sadness	0.078	txabola
ovation	sadness	0.078	txalo zaparrada
wet	sadness	0.078	bustia
motivating	sadness	0.078	motibagarria
treat	sadness	0.076	tratatu
hymn	sadness	0.064	ereserkia
honest	sadness	0.062	zintzoa
relics	sadness	0.061	erlikiak
couch	sadness	0.060	sofa
waffle	sadness	0.047	gofrea
shell	sadness	0.045	oskola
musical	sadness	0.045	musikala
savor	sadness	0.034	dastatu
napkin	sadness	0.031	ezpainzapia
vote	sadness	0.031	bozkatu
sing	sadness	0.017	abestu
mother	sadness	0.016	ama
music	sadness	0.016	musika
nutritious	sadness	0.015	elikagarria
lovely	sadness	0.009	ederra
sweetheart	sadness	0.000	maitea
romance	sadness	0.000	erromantzea
liquor	sadness	0.000	likoreak
art	sadness	0.000	art
surprise	surprise	0.930	sorpresa
explode	surprise	0.906	lehertu
flabbergast	surprise	0.906	txundituta
explosion	surprise	0.898	leherketa
ambush	surprise	0.883	segada
explosive	surprise	0.883	lehergailua
eruption	surprise	0.883	erupzioa
surprisingly	surprise	0.875	harrigarriro
startle	surprise	0.875	ikaratu
shockingly	surprise	0.875	harrigarriki
frighten	surprise	0.875	ikaratu
surprised	surprise	0.867	harrituta
frightened	surprise	0.867	ikaratuta
surprising	surprise	0.867	harrigarria
outburst	surprise	0.859	leherketa
thrilling	surprise	0.859	zirraragarria
miracle	surprise	0.859	miraria
blast	surprise	0.852	eztanda
astonishingly	surprise	0.852	harrigarriki
alarm	surprise	0.852	alarma
shock	surprise	0.844	shock
thunderstruck	surprise	0.844	trumoia jota
jolt	surprise	0.844	astindu
dazzle	surprise	0.836	liluratu
bang	surprise	0.836	kolpea
catastrophe	surprise	0.836	hondamendia
fright	surprise	0.836	sustoa
unexpectedly	surprise	0.836	ustekabean
startling	surprise	0.828	harrigarria
suddenly	surprise	0.828	bat-batean
emergency	surprise	0.828	larrialdia
bewilderment	surprise	0.828	harridura
stunned	surprise	0.820	txundituta
astound	surprise	0.820	harritu
jackpot	surprise	0.812	jackpot
earthquake	surprise	0.812	lurrikara
disaster	surprise	0.812	hondamendia
astonishment	surprise	0.805	harridura
climax	surprise	0.805	gorena
aghast	surprise	0.805	ikaratuta
astonish	surprise	0.805	harritu
scare	surprise	0.797	ikaratu
awestruck	surprise	0.797	txundituta
erupt	surprise	0.789	lehertu
bomb	surprise	0.789	bonba
exclaim	surprise	0.789	oihu egin
amazement	surprise	0.781	harridura
abduction	surprise	0.773	bahiketa
alarming	surprise	0.773	kezkagarria
detonate	surprise	0.773	eztanda egin
raid	surprise	0.773	raid
miraculous	surprise	0.773	miragarria
invade	surprise	0.773	inbaditu
kidnap	surprise	0.766	bahitu
unpredictable	surprise	0.758	ezustekoa
stupefy	surprise	0.758	txundigarri
dumfound	surprise	0.758	lur jota
overwhelming	surprise	0.758	ikaragarria
erratic	surprise	0.750	irregularra
unimaginable	surprise	0.750	imajinaezina
accident	surprise	0.750	istripua
outrageous	surprise	0.750	ikaragarria
horror	surprise	0.742	izua
amaze	surprise	0.742	harritu
blitz	surprise	0.742	blitz
bewilder	surprise	0.742	harrigarri
flinch	surprise	0.742	kikildu
petrify	surprise	0.742	petraldu
wreck	surprise	0.742	hondamendia
slaughter	surprise	0.742	sarraskia
frenetic	surprise	0.734	frenetikoa
crash	surprise	0.734	istripua
frantic	surprise	0.734	amorratua
stupefaction	surprise	0.734	txundidura
excitement	surprise	0.734	ilusioa
riotous	surprise	0.727	matxinada
outcry	surprise	0.727	oihu
vanished	surprise	0.727	desagertu zen
moonstruck	surprise	0.727	ilargia
sudden	surprise	0.727	bat-batean
awe	surprise	0.719	ikaragarria
scream	surprise	0.719	garrasi egin
breathless	surprise	0.719	arnasarik gabe
sabotage	surprise	0.719	sabotajea
shriek	surprise	0.719	oihu egin
unanticipated	surprise	0.719	ustekabean
bewildered	surprise	0.719	txundituta
manslaughter	surprise	0.719	hilketa
amazedness	surprise	0.719	harridura
rupture	surprise	0.719	haustura
unexpected	surprise	0.711	ustekabekoa
electrify	surprise	0.711	elektrizatu
uncontrollable	surprise	0.711	kontrolaezina
shot	surprise	0.711	jaurtiketa
avalanche	surprise	0.711	elur-jausi
gasp	surprise	0.711	astindu
stun	surprise	0.711	harritu
slam	surprise	0.703	slam
abrupt	surprise	0.703	bat-batekoa
intruder	surprise	0.703	intrusoa
unforeseen	surprise	0.703	ezustekoa
suspense	surprise	0.703	suspense
devastation	surprise	0.703	hondamendia
surge	surprise	0.703	gorakada
excite	surprise	0.695	kitzikatu
dumfounder	surprise	0.695	zuloa
yell	surprise	0.695	garrasi
unprecedented	surprise	0.695	aurrekaririk gabekoa
strike	surprise	0.695	greba
volatility	surprise	0.695	hegazkortasuna
urgent	surprise	0.695	premiazkoa
stab	surprise	0.695	labankada
disturbance	surprise	0.688	asaldura
carnage	surprise	0.688	sarraskia
incredible	surprise	0.688	sinestezina
spectacular	surprise	0.688	ikusgarria
thrill	surprise	0.680	zirrara
recklessness	surprise	0.680	arduragabekeria
clamor	surprise	0.680	zalaparta
monstrous	surprise	0.680	munstroa
slap	surprise	0.680	zaplazteko
inexplicable	surprise	0.672	ulergaitza
terrorist	surprise	0.672	terrorista
exciting	surprise	0.672	zirraragarria
accidental	surprise	0.672	ustekabekoa
accidentally	surprise	0.672	ustekabean
striking	surprise	0.672	deigarria
captivate	surprise	0.672	liluratu
exhilaration	surprise	0.672	poz-pozik
topple	surprise	0.664	irauli
dire	surprise	0.664	dire
revolution	surprise	0.664	iraultza
volcano	surprise	0.664	sumendi
freakish	surprise	0.664	friki
revolt	surprise	0.656	matxinada
bloodshed	surprise	0.656	odol isurketa
sneak	surprise	0.656	makurtu
unspeakable	surprise	0.656	esan ezina
incendiary	surprise	0.656	suzkor
epidemic	surprise	0.648	epidemikoa
violent	surprise	0.648	bortitza
disruption	surprise	0.648	etenaldia
amazingly	surprise	0.648	harrigarria
mutiny	surprise	0.648	matxinada
spellbound	surprise	0.648	sorginduta
cyclone	surprise	0.648	zikloia
unsuspecting	surprise	0.648	ustekabea
attacking	surprise	0.648	erasotzen
unintended	surprise	0.648	nahigabe
shout	surprise	0.641	oihu egin
indescribable	surprise	0.641	deskribaezina
tumult	surprise	0.641	zalaparta
improvisation	surprise	0.641	inprobisazioa
wildfire	surprise	0.641	baso-sutea
excitation	surprise	0.641	kitzikapena
screech	surprise	0.641	garrasi
enthusiasm	surprise	0.641	ilusioa
uncertain	surprise	0.633	ziurgabe
plunder	surprise	0.633	arpilatu
gape	surprise	0.633	gape
treachery	surprise	0.633	traizioa
agape	surprise	0.633	agape
anomaly	surprise	0.633	anomalia
presto	surprise	0.633	presto
apparition	surprise	0.633	agerpena
wonderment	surprise	0.625	harridura
slaughtering	surprise	0.625	sarraskia
trick	surprise	0.625	trikimailua
mystery	surprise	0.625	misterioa
murderous	surprise	0.625	hiltzailea
distress	surprise	0.625	atsekabea
sorcery	surprise	0.625	sorginkeria
excited	surprise	0.625	hunkituta
tempest	surprise	0.625	ekaitza
urgency	surprise	0.625	urgentzia
inimaginable	surprise	0.617	imajinaezina
intrusive	surprise	0.617	intrusiboa
quickness	surprise	0.617	bizkortasuna
intense	surprise	0.617	bizia
trickery	surprise	0.617	trikimailu
vanish	surprise	0.617	desagertu
prank	surprise	0.617	txantxa
murder	surprise	0.617	hilketa
thief	surprise	0.609	lapurra
blindfold	surprise	0.609	begiak estali
unstable	surprise	0.609	ezegonkorra
strangle	surprise	0.609	itotzea
coup	surprise	0.609	kolpea
magical	surprise	0.609	magikoa
shatter	surprise	0.609	apurtu
splash	surprise	0.609	zipriztinduta
stupor	surprise	0.602	estupora
inconceivable	surprise	0.602	pentsaezina
betray	surprise	0.602	saldu
defy	surprise	0.602	desafiatu
jubilee	surprise	0.602	jubileua
assail	surprise	0.602	eraso
deluge	surprise	0.602	diluvio
tackle	surprise	0.602	aurre egin
monstrosity	surprise	0.594	munstrokeria
lightning	surprise	0.594	tximista
stupendous	surprise	0.594	ikaragarria
shrill	surprise	0.594	garratza
mishap	surprise	0.594	ezbeharra
alerts	surprise	0.594	alertak
mysterious	surprise	0.586	misteriotsua
randomly	surprise	0.586	ausaz
wild	surprise	0.586	basatia
deceit	surprise	0.586	iruzurra
bonus	surprise	0.586	bonus
pitfall	surprise	0.586	tranpa
uncanny	surprise	0.586	bitxia
wondrous	surprise	0.586	zoragarria
premature	surprise	0.578	goiztiarra
stagger	surprise	0.578	kolokan jarri
rejoicing	surprise	0.578	bozkarioz
godsend	surprise	0.578	jainko-opari
jubilant	surprise	0.578	poz-pozik
electric	surprise	0.578	elektrikoa
raving	surprise	0.578	txundituta
bizarre	surprise	0.578	bitxia
death	surprise	0.578	heriotza
fluke	surprise	0.578	zorigaiztoa
oddity	surprise	0.578	bitxikeria
dynamic	surprise	0.570	dinamikoa
dismay	surprise	0.570	atsekabea
revenge	surprise	0.570	mendekua
nefarious	surprise	0.562	gaiztoa
fascinate	surprise	0.562	liluratu
jerk	surprise	0.562	txorrota
ecstatic	surprise	0.562	hunkituta
reward	surprise	0.562	Saria
uncover	surprise	0.562	agerian
reappear	surprise	0.562	berriro agertu
zany	surprise	0.555	zoroa
whim	surprise	0.555	kapritxoa
thaumaturgy	surprise	0.555	taumaturgia
conjure	surprise	0.555	konjuratu
crescendo	surprise	0.555	crescendo
rescue	surprise	0.547	erreskatea
daze	surprise	0.547	zoratuta
heroism	surprise	0.547	heroismoa
illuminate	surprise	0.547	argitu
winner	surprise	0.547	irabazlea
ejaculation	surprise	0.547	eiakulazioa
thwart	surprise	0.547	zapuztu
rarity	surprise	0.547	arraroa
unbridled	surprise	0.547	neurrigabea
tantalizing	surprise	0.547	erakargarri
punch	surprise	0.539	zulatu
cheer	surprise	0.539	animatu
treason	surprise	0.539	traizioa
violation	surprise	0.539	urraketa
celebration	surprise	0.539	ospakizuna
illusion	surprise	0.539	ilusioa
marvel	surprise	0.539	harritu
lucky	surprise	0.539	zortea
lunge	surprise	0.539	sarraskia
interrupt	surprise	0.539	eten
insult	surprise	0.539	iraina
concealed	surprise	0.531	ezkutatuta
snag	surprise	0.531	lotu
sensation	surprise	0.531	sentsazioa
banger	surprise	0.531	banger
fearfully	surprise	0.531	beldurrez
affront	surprise	0.531	afronta
jest	surprise	0.531	broma
undiscovered	surprise	0.523	aurkitu gabe
liberate	surprise	0.523	askatu
veer	surprise	0.523	biratu
abandonment	surprise	0.523	abandonatzea
immediacy	surprise	0.523	berehalakotasuna
improvise	surprise	0.523	inprobisatu
victimized	surprise	0.523	biktimizatuta
scorpion	surprise	0.523	eskorpioia
majestic	surprise	0.523	dotorea
wonder	surprise	0.523	harritzen
rejoice	surprise	0.523	poztu
tickle	surprise	0.516	kilikida
chance	surprise	0.516	aukera
yelp	surprise	0.516	oihu egin
howl	surprise	0.516	ulua
stealthily	surprise	0.516	ezkutuan
unintentionally	surprise	0.508	nahi gabe
magnificent	surprise	0.508	zoragarria
reflex	surprise	0.508	erreflexua
garish	surprise	0.508	xelebrea
transcendence	surprise	0.508	transzendentzia
rave	surprise	0.508	arrapatu
luck	surprise	0.508	zortea
swerve	surprise	0.508	makurtu
pop	surprise	0.508	pop
enliven	surprise	0.500	biziarazi
slayer	surprise	0.500	hiltzailea
remarkable	surprise	0.500	nabarmena
infrequent	surprise	0.500	gutxitan
pang	surprise	0.500	pang
erotic	surprise	0.500	erotikoa
misbehavior	surprise	0.500	portaera okerra
diversion	surprise	0.500	desbideratzea
heroic	surprise	0.500	heroikoa
alertness	surprise	0.500	aditasuna
marvelous	surprise	0.500	zoragarria
fainting	surprise	0.500	zorabiatuta
embarrassment	surprise	0.500	lotsa
nab	surprise	0.492	nab
birthday	surprise	0.492	urtebetetzea
camouflage	surprise	0.492	kamuflajea
unutterable	surprise	0.492	esan ezina
chimera	surprise	0.492	kimera
trump	surprise	0.492	trump
decoy	surprise	0.492	engainatu
infarct	surprise	0.492	infartua
greatness	surprise	0.492	handitasuna
exigent	surprise	0.492	exijente
prick	surprise	0.484	pikatu
variable	surprise	0.484	aldagaia
curiosity	surprise	0.484	jakin-mina
daemon	surprise	0.484	deabru
inexpressible	surprise	0.484	adierazezina
magician	surprise	0.484	magoa
underestimate	surprise	0.484	gutxietsi
fanfare	surprise	0.484	fanfarrea
horde	surprise	0.484	horda
zeal	surprise	0.484	gogoa
incident	surprise	0.477	gertakaria
illumination	surprise	0.477	argiztapena
chicane	surprise	0.477	chicane
sneeze	surprise	0.477	doministiku egin
subversive	surprise	0.477	subertsiboa
gawk	surprise	0.477	zorroztu
fortune	surprise	0.477	fortuna
strange	surprise	0.477	arraro
dreadfully	surprise	0.477	ikaragarri
unguarded	surprise	0.477	zaindu gabe
prowl	surprise	0.469	arakatu
reversal	surprise	0.469	atzerakada
wizard	surprise	0.469	morroia
rapid	surprise	0.469	azkarra
leery	surprise	0.469	izurria
break	surprise	0.461	hautsi
slip	surprise	0.461	irristatu
divergent	surprise	0.461	dibergenteak
hilarious	surprise	0.461	barregarri
coincidence	surprise	0.461	kasualitatea
subito	surprise	0.461	berehala
overestimate	surprise	0.453	gainbaloratu
ordeal	surprise	0.453	kalbarioa
evanescence	surprise	0.453	ebaneszentzia
merriment	surprise	0.453	alaitasuna
raffle	surprise	0.453	zozketa
winning	surprise	0.453	irabaziz
wonderful	surprise	0.453	zoragarria
hoax	surprise	0.453	iruzurra
confession	surprise	0.453	aitortza
splendid	surprise	0.445	zoragarria
stound	surprise	0.445	zutik
perchance	surprise	0.445	beharbada
excel	surprise	0.445	excel
enthusiast	surprise	0.445	zaletu
gambling	surprise	0.445	jokoa
feat	surprise	0.445	balentria
laughter	surprise	0.445	barreak
brighten	surprise	0.438	alaitu
unique	surprise	0.438	bakarra
senseless	surprise	0.438	zentzugabea
changeable	surprise	0.438	aldakorra
splendor	surprise	0.438	distira
rapt	surprise	0.438	harrotuta
unintentional	surprise	0.438	nahi gabe
fascination	surprise	0.430	lilura
trepidation	surprise	0.430	ikara
lawsuit	surprise	0.430	auzia
gift	surprise	0.430	opari
stealthy	surprise	0.430	ezkutuan
fiesta	surprise	0.430	festa
intrigue	surprise	0.430	intriga
delighted	surprise	0.430	pozik
judgment	surprise	0.422	epaia
stealth	surprise	0.422	ezkutuan
enchant	surprise	0.422	sorgindu
originality	surprise	0.422	originaltasuna
riddle	surprise	0.422	igarkizuna
quicksilver	surprise	0.422	zilar bizia
illegitimate	surprise	0.414	legez kanpokoa
experiment	surprise	0.414	esperimentua
elusive	surprise	0.414	iheskorra
syncope	surprise	0.414	sinkopea
liberation	surprise	0.414	askapena
spirits	surprise	0.414	izpirituak
perjury	surprise	0.414	perjurioa
veracity	surprise	0.414	egiazkotasuna
parade	surprise	0.406	kalejira
applause	surprise	0.406	txaloak
inspired	surprise	0.406	inspiratua
allure	surprise	0.406	erakargarritasuna
eager	surprise	0.406	irrikaz
gambler	surprise	0.406	apustularia
fete	surprise	0.406	festa
divorce	surprise	0.398	dibortzioa
guess	surprise	0.398	asmatu
princely	surprise	0.398	printzezkoa
burlesque	surprise	0.398	burleskoa
secrecy	surprise	0.398	sekretua
incontinence	surprise	0.391	inkontinentzia
peri	surprise	0.391	peri
cheerful	surprise	0.391	alaia
hermaphrodite	surprise	0.391	hermafrodita
supremacy	surprise	0.391	nagusitasuna
aspiration	surprise	0.391	aspirazioa
buck	surprise	0.383	dirua
lose	surprise	0.383	galdu
cadaver	surprise	0.383	hilotza
crowning	surprise	0.383	koroatzea
praiseworthy	surprise	0.383	laudagarria
inheritance	surprise	0.383	herentzia
score	surprise	0.383	puntuazioa
gulp	surprise	0.375	trago
camouflaged	surprise	0.375	kamuflatuta
advance	surprise	0.375	aldez aurretik
succeed	surprise	0.375	arrakasta
frisky	surprise	0.375	birringarri
mystic	surprise	0.375	mistikoa
compliment	surprise	0.375	piropoa
hope	surprise	0.367	itxaropena
joker	surprise	0.367	txantxalari
sparkle	surprise	0.367	txinparta
excavation	surprise	0.367	indusketa
sensual	surprise	0.367	sentsuala
entertainment	surprise	0.359	entretenimendua
feeling	surprise	0.359	sentimendua
modify	surprise	0.352	aldatu
blessings	surprise	0.352	bedeinkazioak
newcomer	surprise	0.352	etorri berria
obit	surprise	0.352	obit
postponement	surprise	0.352	atzerapena
award	surprise	0.352	saria
clown	surprise	0.352	pailazoa
highest	surprise	0.344	altuena
hero	surprise	0.344	heroia
glorify	surprise	0.344	goraipatu
proficiency	surprise	0.344	trebetasuna
start	surprise	0.344	hasi
wonderfully	surprise	0.344	zoragarria
celebrity	surprise	0.344	ospetsu
rekindle	surprise	0.336	berpiztu
optimism	surprise	0.336	baikortasuna
sanctify	surprise	0.336	saindu
unbeaten	surprise	0.336	garaitu gabe
prodigious	surprise	0.336	ikaragarria
grin	surprise	0.336	irribarre
memorable	surprise	0.336	gogoangarria
warned	surprise	0.336	ohartarazi zuen
dissolution	surprise	0.336	disoluzioa
hypertrophy	surprise	0.328	hipertrofia
admiration	surprise	0.328	miresmena
examination	surprise	0.320	azterketa
angel	surprise	0.320	aingerua
present	surprise	0.320	presente
catch	surprise	0.320	harrapatu
hap	surprise	0.320	zorionak
saint	surprise	0.312	santua
embrace	surprise	0.312	besarkatu
flirt	surprise	0.312	flirtatu
puma	surprise	0.312	puma
kiss	surprise	0.312	musu
liberty	surprise	0.312	askatasuna
scrimmage	surprise	0.312	sarraskia
treat	surprise	0.312	tratatu
inaffable	surprise	0.312	ezina
occasional	surprise	0.312	noizean behin
dismissal	surprise	0.312	kaleratzea
perfection	surprise	0.305	perfekzioa
saintly	surprise	0.305	santu
gratify	surprise	0.305	poztu
generosity	surprise	0.305	eskuzabaltasuna
sally	surprise	0.305	sally
palpable	surprise	0.297	nabaria
finally	surprise	0.297	azkenik
differently	surprise	0.297	bestela
polarity	surprise	0.297	polaritatea
ceremony	surprise	0.297	zeremonia
favorable	surprise	0.297	aldekoa
larger	surprise	0.297	handiagoak
warn	surprise	0.297	ohartarazi
medal	surprise	0.289	domina
romance	surprise	0.289	erromantzea
inviting	surprise	0.289	gonbidatzen
greeting	surprise	0.289	agurra
resignation	surprise	0.281	dimisioa
accolade	surprise	0.281	laudorioa
labor	surprise	0.281	eskulana
candid	surprise	0.281	lañoa
trip	surprise	0.281	bidaia
stare	surprise	0.273	begira
admire	surprise	0.266	miretsi
glimmer	surprise	0.266	distira
playful	surprise	0.266	jostari
somatic	surprise	0.266	somatiko
festival	surprise	0.266	jaialdia
mimicry	surprise	0.266	mimetismoa
insolvency	surprise	0.266	kaudimengabezia
immerse	surprise	0.266	murgildu
invite	surprise	0.266	gonbidatu
compensate	surprise	0.266	konpentsatu
receiving	surprise	0.258	jasotzen
complement	surprise	0.258	osagarri
chuckle	surprise	0.258	barre egin
laugh	surprise	0.258	barre egin
hypothesis	surprise	0.258	hipotesia
honeymoon	surprise	0.250	eztei-bidaia
opera	surprise	0.242	opera
pleasant	surprise	0.242	atsegina
marry	surprise	0.242	ezkondu
independence	surprise	0.242	independentzia
chant	surprise	0.234	kantatu
holiness	surprise	0.234	santutasuna
assessment	surprise	0.234	balorazioa
rhythmical	surprise	0.234	erritmikoa
hopeful	surprise	0.234	itxaropentsu
leave	surprise	0.234	utzi
trophy	surprise	0.234	garaikurra
deal	surprise	0.227	tratua
procession	surprise	0.227	prozesioa
placard	surprise	0.227	kartela
shopping	surprise	0.219	erosketak
musical	surprise	0.219	musikala
cherish	surprise	0.219	estimatu
good	surprise	0.219	ona
dawn	surprise	0.211	egunsentia
simplify	surprise	0.211	sinplifikatu
shell	surprise	0.211	oskola
morals	surprise	0.203	morala
money	surprise	0.203	dirua
nullify	surprise	0.203	baliogabetu
purity	surprise	0.203	garbitasuna
sweet	surprise	0.203	gozoa
synchronize	surprise	0.195	sinkronizatu
precious	surprise	0.195	preziatua
humanitarian	surprise	0.195	humanitarioa
preservative	surprise	0.195	kontserbatzailea
unfulfilled	surprise	0.195	bete gabe
obliging	surprise	0.188	behartsu
singularly	surprise	0.188	bakarrean
graduation	surprise	0.180	graduazioa
foresee	surprise	0.180	aurreikusten
pray	surprise	0.180	otoitz egin
lovely	surprise	0.180	ederra
thirst	surprise	0.172	egarria
mouth	surprise	0.172	ahoa
