English Word	Emotion	Emotion-Intensity-Score	Corsican Word
opera	sadness	0.078	opera
humble	sadness	0.078	umili
hut	sadness	0.078	capanna
ovation	sadness	0.078	ovazione
wet	sadness	0.078	bagnatu
motivating	sadness	0.078	motivanti
treat	sadness	0.076	tratta
hymn	sadness	0.064	innu
honest	sadness	0.062	onestu
relics	sadness	0.061	reliquie
couch	sadness	0.060	divano
waffle	sadness	0.047	waffle
shell	sadness	0.045	cunchiglia
musical	sadness	0.045	musicali
savor	sadness	0.034	sapori
napkin	sadness	0.031	tovagliolo
vote	sadness	0.031	votu
sing	sadness	0.017	cantà
mother	sadness	0.016	mamma
music	sadness	0.016	musica
nutritious	sadness	0.015	nutritiva
lovely	sadness	0.009	bella
sweetheart	sadness	0.000	amore
romance	sadness	0.000	romanzu
liquor	sadness	0.000	licore
art	sadness	0.000	art
surprise	surprise	0.930	sorpresa
explode	surprise	0.906	splode
flabbergast	surprise	0.906	sbagghiatu
explosion	surprise	0.898	splusione
ambush	surprise	0.883	imboscata
explosive	surprise	0.883	splusivi
eruption	surprise	0.883	eruzzione
surprisingly	surprise	0.875	sorprendentemente
startle	surprise	0.875	spassà
shockingly	surprise	0.875	sconvolgente
frighten	surprise	0.875	spaventà
surprised	surprise	0.867	sorpresu
frightened	surprise	0.867	spavintatu
surprising	surprise	0.867	surprisante
outburst	surprise	0.859	scoppiu
thrilling	surprise	0.859	eccitante
miracle	surprise	0.859	miraculu
blast	surprise	0.852	scoppiu
astonishingly	surprise	0.852	maravigghiusu
alarm	surprise	0.852	alarme
shock	surprise	0.844	scossa
thunderstruck	surprise	0.844	fulminatu
jolt	surprise	0.844	scossa
dazzle	surprise	0.836	abbagliare
bang	surprise	0.836	bang
catastrophe	surprise	0.836	catastrophe
fright	surprise	0.836	spaventu
unexpectedly	surprise	0.836	inesperu
startling	surprise	0.828	stupente
suddenly	surprise	0.828	di colpu
emergency	surprise	0.828	emergenza
bewilderment	surprise	0.828	smarrimentu
stunned	surprise	0.820	stunatu
astound	surprise	0.820	stupisce
jackpot	surprise	0.812	jackpot
earthquake	surprise	0.812	terrimotu
disaster	surprise	0.812	disastru
astonishment	surprise	0.805	stupente
climax	surprise	0.805	culmine
aghast	surprise	0.805	spaventatu
astonish	surprise	0.805	stupisce
scare	surprise	0.797	paura
awestruck	surprise	0.797	stunatu
erupt	surprise	0.789	erutta
bomb	surprise	0.789	bomba
exclaim	surprise	0.789	esclamà
amazement	surprise	0.781	maravigghiusu
abduction	surprise	0.773	rapimentu
alarming	surprise	0.773	allarmante
detonate	surprise	0.773	detonà
raid	surprise	0.773	raid
miraculous	surprise	0.773	miraculosa
invade	surprise	0.773	invadiu
kidnap	surprise	0.766	rapisce
unpredictable	surprise	0.758	imprevisible
stupefy	surprise	0.758	stupitu
dumfound	surprise	0.758	stupitu
overwhelming	surprise	0.758	travolgente
erratic	surprise	0.750	erraticu
unimaginable	surprise	0.750	inimaginable
accident	surprise	0.750	accidente
outrageous	surprise	0.750	scandaloso
horror	surprise	0.742	orrore
amaze	surprise	0.742	maravigliate
blitz	surprise	0.742	blitz
bewilder	surprise	0.742	scunnisciutu
flinch	surprise	0.742	sbulicà
petrify	surprise	0.742	petrificà
wreck	surprise	0.742	naufragiu
slaughter	surprise	0.742	macellazione
frenetic	surprise	0.734	freneticu
crash	surprise	0.734	crash
frantic	surprise	0.734	frenetica
stupefaction	surprise	0.734	stupefazione
excitement	surprise	0.734	eccitazione
riotous	surprise	0.727	rivuluzione
outcry	surprise	0.727	grida
vanished	surprise	0.727	svanìu
moonstruck	surprise	0.727	lunare
sudden	surprise	0.727	subitu
awe	surprise	0.719	timore
scream	surprise	0.719	urla
breathless	surprise	0.719	senza fiatu
sabotage	surprise	0.719	sabotage
shriek	surprise	0.719	gridà
unanticipated	surprise	0.719	imprevisu
bewildered	surprise	0.719	sbagghiatu
manslaughter	surprise	0.719	omicidiu colpu
amazedness	surprise	0.719	stupore
rupture	surprise	0.719	ruttura
unexpected	surprise	0.711	imprevisu
electrify	surprise	0.711	elettrificà
uncontrollable	surprise	0.711	incontrollabile
shot	surprise	0.711	sparatu
avalanche	surprise	0.711	valanga
gasp	surprise	0.711	spira
stun	surprise	0.711	stunt
slam	surprise	0.703	slam
abrupt	surprise	0.703	bruscu
intruder	surprise	0.703	intrus
unforeseen	surprise	0.703	imprevisu
suspense	surprise	0.703	suspense
devastation	surprise	0.703	devastazione
surge	surprise	0.703	surge
excite	surprise	0.695	eccitare
dumfounder	surprise	0.695	dumfounder
yell	surprise	0.695	urla
unprecedented	surprise	0.695	senza precedente
strike	surprise	0.695	greva
volatility	surprise	0.695	volatilità
urgent	surprise	0.695	urgente
stab	surprise	0.695	pugnala
disturbance	surprise	0.688	disturbazione
carnage	surprise	0.688	carnage
incredible	surprise	0.688	incredibile
spectacular	surprise	0.688	spettaculari
thrill	surprise	0.680	eccitazione
recklessness	surprise	0.680	imprudenza
clamor	surprise	0.680	clamore
monstrous	surprise	0.680	monstruosu
slap	surprise	0.680	schiaffi
inexplicable	surprise	0.672	inspiegabile
terrorist	surprise	0.672	terrorista
exciting	surprise	0.672	eccitante
accidental	surprise	0.672	accidintali
accidentally	surprise	0.672	accidentalmente
striking	surprise	0.672	colpisce
captivate	surprise	0.672	captivare
exhilaration	surprise	0.672	euforia
topple	surprise	0.664	caccià
dire	surprise	0.664	dire
revolution	surprise	0.664	rivuluzione
volcano	surprise	0.664	vulcanu
freakish	surprise	0.664	freakish
revolt	surprise	0.656	rivolta
bloodshed	surprise	0.656	spargimentu di sangue
sneak	surprise	0.656	sneak
unspeakable	surprise	0.656	indicibile
incendiary	surprise	0.656	incendiaria
epidemic	surprise	0.648	epidemia
violent	surprise	0.648	viulente
disruption	surprise	0.648	disruption
amazingly	surprise	0.648	maravigghiusu
mutiny	surprise	0.648	ammutinamentu
spellbound	surprise	0.648	incantatu
cyclone	surprise	0.648	ciclone
unsuspecting	surprise	0.648	senza sospetti
attacking	surprise	0.648	attaccà
unintended	surprise	0.648	senza vuluntà
shout	surprise	0.641	gridà
indescribable	surprise	0.641	indescrivibile
tumult	surprise	0.641	tumultu
improvisation	surprise	0.641	l'improvisazione
wildfire	surprise	0.641	u focu salvaticu
excitation	surprise	0.641	eccitazione
screech	surprise	0.641	stridulu
enthusiasm	surprise	0.641	entusiasmu
uncertain	surprise	0.633	incertu
plunder	surprise	0.633	saccheghju
gape	surprise	0.633	a bocca aperta
treachery	surprise	0.633	tradimentu
agape	surprise	0.633	agape
anomaly	surprise	0.633	anomalia
presto	surprise	0.633	prestu
apparition	surprise	0.633	apparizione
wonderment	surprise	0.625	maravigghia
slaughtering	surprise	0.625	macellazione
trick	surprise	0.625	truccu
mystery	surprise	0.625	misteru
murderous	surprise	0.625	assassinu
distress	surprise	0.625	distress
sorcery	surprise	0.625	stregoneria
excited	surprise	0.625	eccitati
tempest	surprise	0.625	tempesta
urgency	surprise	0.625	urgenza
inimaginable	surprise	0.617	inimaginabile
intrusive	surprise	0.617	intrusiva
quickness	surprise	0.617	rapidità
intense	surprise	0.617	intensu
trickery	surprise	0.617	inganni
vanish	surprise	0.617	svanisce
prank	surprise	0.617	scherzu
murder	surprise	0.617	assassiniu
thief	surprise	0.609	latru
blindfold	surprise	0.609	benda
unstable	surprise	0.609	instabile
strangle	surprise	0.609	strangulà
coup	surprise	0.609	colpu
magical	surprise	0.609	magicu
shatter	surprise	0.609	scuzzulate
splash	surprise	0.609	splash
stupor	surprise	0.602	stupore
inconceivable	surprise	0.602	inconcepibile
betray	surprise	0.602	tradisce
defy	surprise	0.602	sfida
jubilee	surprise	0.602	jubileu
assail	surprise	0.602	assaltà
deluge	surprise	0.602	diluviu
tackle	surprise	0.602	affruntà
monstrosity	surprise	0.594	mostruosità
lightning	surprise	0.594	lampu
stupendous	surprise	0.594	stupendu
shrill	surprise	0.594	stridulu
mishap	surprise	0.594	disgrazia
alerts	surprise	0.594	avvisi
mysterious	surprise	0.586	misteriu
randomly	surprise	0.586	aleatoriu
wild	surprise	0.586	salvaticu
deceit	surprise	0.586	ingannu
bonus	surprise	0.586	bonus
pitfall	surprise	0.586	trappula
uncanny	surprise	0.586	inquietante
wondrous	surprise	0.586	maravigghiusu
premature	surprise	0.578	prematuru
stagger	surprise	0.578	scuzzulate
rejoicing	surprise	0.578	aligria
godsend	surprise	0.578	manna divina
jubilant	surprise	0.578	giubilanti
electric	surprise	0.578	elettricu
raving	surprise	0.578	raving
bizarre	surprise	0.578	stranu
death	surprise	0.578	morte
fluke	surprise	0.578	lucca
oddity	surprise	0.578	stranezza
dynamic	surprise	0.570	dinamica
dismay	surprise	0.570	disgrazia
revenge	surprise	0.570	vindetta
nefarious	surprise	0.562	nefaste
fascinate	surprise	0.562	fascinate
jerk	surprise	0.562	schernu
ecstatic	surprise	0.562	estatica
reward	surprise	0.562	ricumpensa
uncover	surprise	0.562	scopre
reappear	surprise	0.562	riapparisce
zany	surprise	0.555	scemu
whim	surprise	0.555	capriccio
thaumaturgy	surprise	0.555	taumaturgia
conjure	surprise	0.555	cungiura
crescendo	surprise	0.555	crescendo
rescue	surprise	0.547	salvezza
daze	surprise	0.547	sbagghiatu
heroism	surprise	0.547	eroisimu
illuminate	surprise	0.547	illuminate
winner	surprise	0.547	vincitore
ejaculation	surprise	0.547	eiaculazione
thwart	surprise	0.547	annunzià
rarity	surprise	0.547	rarità
unbridled	surprise	0.547	senza frenu
tantalizing	surprise	0.547	allettante
punch	surprise	0.539	punch
cheer	surprise	0.539	allegria
treason	surprise	0.539	tradimentu
violation	surprise	0.539	violazione
celebration	surprise	0.539	celebrazione
illusion	surprise	0.539	illusione
marvel	surprise	0.539	maraviglia
lucky	surprise	0.539	furtunatu
lunge	surprise	0.539	affundate
interrupt	surprise	0.539	interrompe
insult	surprise	0.539	insultu
concealed	surprise	0.531	dissimulatu
snag	surprise	0.531	chjappà
sensation	surprise	0.531	sensazione
banger	surprise	0.531	banger
fearfully	surprise	0.531	a paura
affront	surprise	0.531	affront
jest	surprise	0.531	scherzu
undiscovered	surprise	0.523	scupertu
liberate	surprise	0.523	liberà
veer	surprise	0.523	vira
abandonment	surprise	0.523	abbandunamentu
immediacy	surprise	0.523	immediatezza
improvise	surprise	0.523	improvisà
victimized	surprise	0.523	vittime
scorpion	surprise	0.523	scorpione
majestic	surprise	0.523	maestosu
wonder	surprise	0.523	meraviglia
rejoice	surprise	0.523	rallegra
tickle	surprise	0.516	solletica
chance	surprise	0.516	chance
yelp	surprise	0.516	ghjalà
howl	surprise	0.516	urla
stealthily	surprise	0.516	furtivamente
unintentionally	surprise	0.508	involontariamente
magnificent	surprise	0.508	magnificu
reflex	surprise	0.508	riflessu
garish	surprise	0.508	stridulu
transcendence	surprise	0.508	trascendenza
rave	surprise	0.508	rave
luck	surprise	0.508	furtuna
swerve	surprise	0.508	sviate
pop	surprise	0.508	pop
enliven	surprise	0.500	animate
slayer	surprise	0.500	uccisore
remarkable	surprise	0.500	rimarchevuli
infrequent	surprise	0.500	pocu frequente
pang	surprise	0.500	pang
erotic	surprise	0.500	eròticu
misbehavior	surprise	0.500	mala cumpurtamentu
diversion	surprise	0.500	diversione
heroic	surprise	0.500	eroicu
alertness	surprise	0.500	vigilanza
marvelous	surprise	0.500	maravigghiusu
fainting	surprise	0.500	svenimentu
embarrassment	surprise	0.500	vargogna
nab	surprise	0.492	nab
birthday	surprise	0.492	anniversariu
camouflage	surprise	0.492	camuffamentu
unutterable	surprise	0.492	indicibile
chimera	surprise	0.492	chimera
trump	surprise	0.492	trump
decoy	surprise	0.492	attrazzu
infarct	surprise	0.492	infartu
greatness	surprise	0.492	grandezza
exigent	surprise	0.492	esigente
prick	surprise	0.484	picca
variable	surprise	0.484	variabile
curiosity	surprise	0.484	curiosità
daemon	surprise	0.484	demone
inexpressible	surprise	0.484	inesprimibile
magician	surprise	0.484	magu
underestimate	surprise	0.484	sottovalutà
fanfare	surprise	0.484	fanfara
horde	surprise	0.484	orda
zeal	surprise	0.484	zelu
incident	surprise	0.477	incidente
illumination	surprise	0.477	illuminazione
chicane	surprise	0.477	chicana
sneeze	surprise	0.477	starnutu
subversive	surprise	0.477	suvversivu
gawk	surprise	0.477	gawk
fortune	surprise	0.477	furtuna
strange	surprise	0.477	stranu
dreadfully	surprise	0.477	terribilmente
unguarded	surprise	0.477	senza custodia
prowl	surprise	0.469	prugna
reversal	surprise	0.469	inversione
wizard	surprise	0.469	mago
rapid	surprise	0.469	rapidu
leery	surprise	0.469	sguardu
break	surprise	0.461	ruttura
slip	surprise	0.461	scivolare
divergent	surprise	0.461	divergenti
hilarious	surprise	0.461	divertenti
coincidence	surprise	0.461	cuincidenza
subito	surprise	0.461	subitu
overestimate	surprise	0.453	sopravvalutà
ordeal	surprise	0.453	prova
evanescence	surprise	0.453	evanescenza
merriment	surprise	0.453	allegria
raffle	surprise	0.453	tombola
winning	surprise	0.453	vincendu
wonderful	surprise	0.453	maravigliosu
hoax	surprise	0.453	ingannu
confession	surprise	0.453	cunfessioni
splendid	surprise	0.445	splendidu
stound	surprise	0.445	ferma
perchance	surprise	0.445	forse
excel	surprise	0.445	excel
enthusiast	surprise	0.445	entusiasta
gambling	surprise	0.445	ghjoculi
feat	surprise	0.445	feat
laughter	surprise	0.445	risata
brighten	surprise	0.438	illuminate
unique	surprise	0.438	unicu
senseless	surprise	0.438	senza sensu
changeable	surprise	0.438	cambiabile
splendor	surprise	0.438	splendore
rapt	surprise	0.438	rapitu
unintentional	surprise	0.438	senza vuluntà
fascination	surprise	0.430	fascinazione
trepidation	surprise	0.430	trepidazione
lawsuit	surprise	0.430	prucessu
gift	surprise	0.430	rigalu
stealthy	surprise	0.430	furtiva
fiesta	surprise	0.430	festa
intrigue	surprise	0.430	intriga
delighted	surprise	0.430	piacè
judgment	surprise	0.422	ghjudiziu
stealth	surprise	0.422	furtività
enchant	surprise	0.422	incanta
originality	surprise	0.422	uriginale
riddle	surprise	0.422	enigma
quicksilver	surprise	0.422	quicksilver
illegitimate	surprise	0.414	illegittimu
experiment	surprise	0.414	esperimentu
elusive	surprise	0.414	sfuggente
syncope	surprise	0.414	sincope
liberation	surprise	0.414	liberazione
spirits	surprise	0.414	spiriti
perjury	surprise	0.414	spergiuriu
veracity	surprise	0.414	veracità
parade	surprise	0.406	parata
applause	surprise	0.406	applausi
inspired	surprise	0.406	ispiratu
allure	surprise	0.406	allure
eager	surprise	0.406	ansiosi
gambler	surprise	0.406	ghjucadore
fete	surprise	0.406	festa
divorce	surprise	0.398	divorziu
guess	surprise	0.398	indovinà
princely	surprise	0.398	principesca
burlesque	surprise	0.398	burlesque
secrecy	surprise	0.398	sicretu
incontinence	surprise	0.391	incontinenza
peri	surprise	0.391	peri
cheerful	surprise	0.391	allegru
hermaphrodite	surprise	0.391	ermafrodita
supremacy	surprise	0.391	supremazia
aspiration	surprise	0.391	aspirazione
buck	surprise	0.383	buck
lose	surprise	0.383	perde
cadaver	surprise	0.383	cadaveru
crowning	surprise	0.383	curonazione
praiseworthy	surprise	0.383	lodabile
inheritance	surprise	0.383	eredi
score	surprise	0.383	puntuazione
gulp	surprise	0.375	gulp
camouflaged	surprise	0.375	camuffatu
advance	surprise	0.375	avanzu
succeed	surprise	0.375	riesce
frisky	surprise	0.375	frizzante
mystic	surprise	0.375	misticu
compliment	surprise	0.375	cumplimentu
hope	surprise	0.367	speranza
joker	surprise	0.367	burlone
sparkle	surprise	0.367	scintilla
excavation	surprise	0.367	scavi
sensual	surprise	0.367	sensuale
entertainment	surprise	0.359	divertimentu
feeling	surprise	0.359	sintimentu
modify	surprise	0.352	mudificà
blessings	surprise	0.352	benedizioni
newcomer	surprise	0.352	novu vinutu
obit	surprise	0.352	obit
postponement	surprise	0.352	rinviu
award	surprise	0.352	premiu
clown	surprise	0.352	clown
highest	surprise	0.344	più altu
hero	surprise	0.344	eroe
glorify	surprise	0.344	glurificà
proficiency	surprise	0.344	cumpetenza
start	surprise	0.344	principià
wonderfully	surprise	0.344	meravigliosamente
celebrity	surprise	0.344	celebrità
rekindle	surprise	0.336	rinasce
optimism	surprise	0.336	ottimisimu
sanctify	surprise	0.336	santificà
unbeaten	surprise	0.336	invaincu
prodigious	surprise	0.336	prodigiosa
grin	surprise	0.336	grin
memorable	surprise	0.336	memorable
warned	surprise	0.336	avvistatu
dissolution	surprise	0.336	dissoluzione
hypertrophy	surprise	0.328	ipertrofia
admiration	surprise	0.328	ammirazione
examination	surprise	0.320	esame
angel	surprise	0.320	anghjulu
present	surprise	0.320	presente
catch	surprise	0.320	catturà
hap	surprise	0.320	hap
saint	surprise	0.312	santu
embrace	surprise	0.312	abbraccia
flirt	surprise	0.312	flirt
puma	surprise	0.312	puma
kiss	surprise	0.312	basgiò
liberty	surprise	0.312	libertà
scrimmage	surprise	0.312	scrimmage
treat	surprise	0.312	tratta
inaffable	surprise	0.312	inaffable
occasional	surprise	0.312	occasionale
dismissal	surprise	0.312	licenziamentu
perfection	surprise	0.305	perfezione
saintly	surprise	0.305	santu
gratify	surprise	0.305	gratificà
generosity	surprise	0.305	generosità
sally	surprise	0.305	sally
palpable	surprise	0.297	palpabile
finally	surprise	0.297	infine
differently	surprise	0.297	diversamente
polarity	surprise	0.297	polarità
ceremony	surprise	0.297	cerimonia
favorable	surprise	0.297	favurèvule
larger	surprise	0.297	più grande
warn	surprise	0.297	avvistà
medal	surprise	0.289	medaglia
romance	surprise	0.289	romanzu
inviting	surprise	0.289	invitante
greeting	surprise	0.289	salutu
resignation	surprise	0.281	dimissioni
accolade	surprise	0.281	accoltu
labor	surprise	0.281	travagliu
candid	surprise	0.281	candid
trip	surprise	0.281	viaghju
stare	surprise	0.273	fighjulà
admire	surprise	0.266	ammirate
glimmer	surprise	0.266	splendore
playful	surprise	0.266	ghjucatu
somatic	surprise	0.266	somaticu
festival	surprise	0.266	festival
mimicry	surprise	0.266	mimica
insolvency	surprise	0.266	insolvenza
immerse	surprise	0.266	immerse
invite	surprise	0.266	invità
compensate	surprise	0.266	cumpensà
receiving	surprise	0.258	riceve
complement	surprise	0.258	cumplementu
chuckle	surprise	0.258	risa
laugh	surprise	0.258	ride
hypothesis	surprise	0.258	ipotesi
honeymoon	surprise	0.250	luna di miele
opera	surprise	0.242	opera
pleasant	surprise	0.242	piacevule
marry	surprise	0.242	marità
independence	surprise	0.242	indipendenza
chant	surprise	0.234	cantu
holiness	surprise	0.234	santità
assessment	surprise	0.234	valutazione
rhythmical	surprise	0.234	ritmicu
hopeful	surprise	0.234	speranza
leave	surprise	0.234	lascià
trophy	surprise	0.234	trofeu
deal	surprise	0.227	affare
procession	surprise	0.227	prucissioni
placard	surprise	0.227	cartellu
shopping	surprise	0.219	shopping
musical	surprise	0.219	musicali
cherish	surprise	0.219	cura
good	surprise	0.219	bene
dawn	surprise	0.211	alba
simplify	surprise	0.211	simplificà
shell	surprise	0.211	cunchiglia
morals	surprise	0.203	morale
money	surprise	0.203	soldi
nullify	surprise	0.203	annullà
purity	surprise	0.203	purezza
sweet	surprise	0.203	dolce
synchronize	surprise	0.195	sincronizà
precious	surprise	0.195	preziosa
humanitarian	surprise	0.195	umanitarii
preservative	surprise	0.195	cunservatore
unfulfilled	surprise	0.195	incumplitu
obliging	surprise	0.188	ubligatoriu
singularly	surprise	0.188	singularmente
graduation	surprise	0.180	graduazione
foresee	surprise	0.180	prevede
pray	surprise	0.180	pricà
lovely	surprise	0.180	bella
thirst	surprise	0.172	sete
mouth	surprise	0.172	bocca
youth	surprise	0.172	ghjuventù
sun	surprise	0.172	sole
art	surprise	0.172	art
goodness	surprise	0.164	bè
latent	surprise	0.156	latente
visor	surprise	0.156	visiera
overdue	surprise	0.156	ritardata
practiced	surprise	0.156	praticatu
loyal	surprise	0.148	fideli
expect	surprise	0.148	aspetta
wireless	surprise	0.148	wireless
destination	surprise	0.148	destinazione
infant	surprise	0.141	zitellu
cream	surprise	0.141	crema
slush	surprise	0.141	slush
quote	surprise	0.141	citazione
playground	surprise	0.133	parcorsu di ghjocu
vote	surprise	0.125	votu
teach	surprise	0.125	insignà
organization	surprise	0.125	urganizazione
dolphin	surprise	0.117	delfinu
weight	surprise	0.117	pesu
smile	surprise	0.117	surrisu
sisterhood	surprise	0.109	fratellanza
cable	surprise	0.109	cable
sunny	surprise	0.102	sole
steady	surprise	0.094	fermu
peaceful	surprise	0.086	pacificu
spa	surprise	0.086	spa
leisure	surprise	0.086	divertimentu
picnic	surprise	0.078	picnic
tree	surprise	0.078	arbre
worm	surprise	0.055	verme
truthfulness	trust	0.906	a verità
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	affidabile
honor	trust	0.844	onore
honesty	trust	0.844	onestà
honest	trust	0.844	onestu
truth	trust	0.844	verità
truthful	trust	0.836	veru
trusting	trust	0.836	fiducia
brotherhood	trust	0.820	fratellanza
entrust	trust	0.812	affidate
committed	trust	0.805	impegnatu
loyalty	trust	0.805	fideltà
integrity	trust	0.805	integrità
honorable	trust	0.805	onorevoli
trust	trust	0.805	fiducia
credibility	trust	0.805	credibilità
faithful	trust	0.797	fideli
sincere	trust	0.797	sinceru
partnership	trust	0.789	partenariatu
responsible	trust	0.789	rispunsevuli
true	trust	0.789	veru
wisdom	trust	0.789	saviezza
verification	trust	0.781	verificazione
cooperative	trust	0.781	cooperativa
vow	trust	0.781	votu
oath	trust	0.781	ghjuramentu
respectable	trust	0.773	rispettabile
sisterhood	trust	0.773	fratellanza
hero	trust	0.773	eroe
credible	trust	0.773	credibile
promise	trust	0.773	prumessa
verified	trust	0.773	verificatu
qualified	trust	0.766	qualificatu
authentication	trust	0.766	autentificazione
respected	trust	0.766	rispettatu
compassion	trust	0.759	cumpassione
approval	trust	0.758	appruvazioni
moral	trust	0.758	morale
reliability	trust	0.758	affidabilità
trusts	trust	0.758	fidatu
safekeeping	trust	0.758	custodia
reputable	trust	0.758	reputable
love	trust	0.758	amore
friend	trust	0.750	amicu
stable	trust	0.750	stabile
authentic	trust	0.750	autenticu
competence	trust	0.750	cumpetenza
safeguard	trust	0.750	salvaguarda
companion	trust	0.750	cumpagnu
advised	trust	0.750	cunsigliatu
respect	trust	0.750	rispettu
loyal	trust	0.750	fideli
genuine	trust	0.750	genuine
friendships	trust	0.750	fiducia
ally	trust	0.750	alleatu
proven	trust	0.742	pruvata
freedom	trust	0.742	libertà
respects	trust	0.742	rispetti
accepting	trust	0.742	amicizie
faith	trust	0.742	fede
wholesome	trust	0.742	sana
heartfelt	trust	0.734	sinceru
unification	trust	0.734	unificazione
confirmation	trust	0.734	cunferma
protecting	trust	0.734	prutezzione
reassurance	trust	0.734	rassicurazione
trustee	trust	0.734	trustee
supporter	trust	0.734	sustegnu
respectful	trust	0.734	rispettuosu
admirable	trust	0.734	admirable
fact	trust	0.727	fattu
friendship	trust	0.727	amicizia
partners	trust	0.727	accettà
confidentially	trust	0.727	cunfidenziale
confident	trust	0.727	cunfidendu
equality	trust	0.727	ugualità
alliance	trust	0.727	allianza
credential	trust	0.727	credenziale
believing	trust	0.727	credendu
excellence	trust	0.727	eccellenza
agreement	trust	0.727	accordu
closeness	trust	0.719	vicinanza
authenticate	trust	0.719	autenticà
virtuous	trust	0.719	virtuosu
intelligence	trust	0.719	intelligenza
kindred	trust	0.719	parenti
virtue	trust	0.719	virtù
honored	trust	0.719	onoratu
justice	trust	0.711	ghjustizia
charitable	trust	0.711	carità
determination	trust	0.711	determinazione
creditable	trust	0.711	creditable
consistency	trust	0.711	cuerenza
allegiance	trust	0.711	lealtà
cooperation	trust	0.711	cuuperazione
guarantee	trust	0.711	guaranzia
dedication	trust	0.711	dedicazione
straightforward	trust	0.711	drittu
cooperating	trust	0.711	cooperante
reliable	trust	0.703	affidabile
nurture	trust	0.703	nutriscia
mother	trust	0.703	mamma
fulfilled	trust	0.703	cumpletu
admiration	trust	0.703	ammirazione
mentor	trust	0.703	mentore
guardianship	trust	0.703	tutela
assurance	trust	0.703	assicurazione
morality	trust	0.703	a moralità
motherhood	trust	0.703	a maternità
innocent	trust	0.703	innocenti
reverence	trust	0.703	riverenza
sanctuary	trust	0.703	santuariu
friendliness	trust	0.703	cordialità
prepared	trust	0.703	preparatu
admire	trust	0.703	ammirate
protected	trust	0.703	prutettu
proof	trust	0.703	prova
bodyguard	trust	0.695	guardia di corpu
skillful	trust	0.695	abili
marriage	trust	0.695	matrimoniu
allied	trust	0.695	alleati
morals	trust	0.695	morale
humanitarian	trust	0.695	umanitarii
pact	trust	0.695	pattu
courage	trust	0.695	curaggiu
accountable	trust	0.695	rispunsevuli
agreeable	trust	0.695	piacevule
united	trust	0.695	unitu
indestructible	trust	0.695	indestructible
approving	trust	0.695	appruvazioni
guardian	trust	0.695	guardianu
compassionate	trust	0.695	cumpassione
scientist	trust	0.695	scientist
certified	trust	0.695	certificatu
pledge	trust	0.688	impegnu
adviser	trust	0.688	cunsiglieru
authenticity	trust	0.688	autenticità
understanding	trust	0.688	capiscitura
secure	trust	0.688	sicuru
guidance	trust	0.688	guida
monogamy	trust	0.688	monogamia
valor	trust	0.688	valore
solidity	trust	0.688	solidità
perfection	trust	0.688	perfezione
believed	trust	0.688	cridutu
humanity	trust	0.688	umanità
justifiable	trust	0.688	ghjustificabile
competent	trust	0.688	cumpetente
esteem	trust	0.688	stima
protector	trust	0.680	prutettore
inspire	trust	0.680	inspirà
hope	trust	0.680	speranza
strongest	trust	0.680	partenarii
expertise	trust	0.680	sapè fà
humble	trust	0.680	umili
indivisible	trust	0.680	indivisibule
official	trust	0.680	ufficiale
affirm	trust	0.680	affirmà
familiarity	trust	0.680	familiarità
confirmed	trust	0.680	cunfirmatu
diligence	trust	0.680	diligenza
grandfather	trust	0.680	babbone
advocacy	trust	0.680	advocacy
goodness	trust	0.680	bè
commendable	trust	0.680	lodabile
acceptance	trust	0.680	accettazione
diplomatic	trust	0.680	diplomaticu
leader	trust	0.680	capu
confide	trust	0.680	cunfidenza
agreeing	trust	0.680	accunsentendu
approve	trust	0.680	appruvà
professional	trust	0.680	prufessiunale
elders	trust	0.680	anziani
confidential	trust	0.680	cunfidenziale
faultless	trust	0.672	senza difettu
believes	trust	0.672	accettatu
sanctify	trust	0.672	santificà
intelligent	trust	0.672	intelligente
safe	trust	0.672	sicuru
accepted	trust	0.672	u più forte
dignity	trust	0.672	dignità
unwavering	trust	0.672	incrollabile
encyclopedia	trust	0.672	enciclopedia
mastery	trust	0.672	maestria
cohesive	trust	0.672	cohesionatu
harmoniously	trust	0.672	in armunia
benevolence	trust	0.672	benevolenza
healing	trust	0.672	guariscenza
accredited	trust	0.672	accreditatu
covenant	trust	0.672	allianza
accountability	trust	0.664	accountability
team	trust	0.664	squadra
authority	trust	0.664	autorità
heroic	trust	0.664	eroicu
reliance	trust	0.664	fiducia
expert	trust	0.664	espertu
communicate	trust	0.664	cumunicà
spiritual	trust	0.664	spirituali
impeccable	trust	0.664	impeccable
specialist	trust	0.664	specialista
affirmatively	trust	0.664	affirmativamente
proficient	trust	0.664	prufessore
fulfillment	trust	0.664	cumpiimentu
advocate	trust	0.664	avvucatu
disciple	trust	0.664	discìpuli
attestation	trust	0.664	attestazione
merit	trust	0.664	meritu
supporting	trust	0.664	sustegnu
ambassador	trust	0.664	ambasciatore
guidebook	trust	0.664	guida
accept	trust	0.664	accettà
strengthening	trust	0.661	rinfurzà
holiness	trust	0.656	santità
facts	trust	0.656	fatti
warranty	trust	0.656	guaranzia
strength	trust	0.656	forza
relationship	trust	0.656	relazione
defended	trust	0.656	difesu
constancy	trust	0.656	custanza
favorable	trust	0.656	favurèvule
gentleman	trust	0.656	signore
counsel	trust	0.656	cunsigliu
scientific	trust	0.656	scientificu
structure	trust	0.656	struttura
elder	trust	0.656	anzianu
