English Word	Emotion	Emotion-Intensity-Score	Luxembourgish Word
avalanche	surprise	0.711	lawine
gasp	surprise	0.711	gasp
stun	surprise	0.711	stoen
slam	surprise	0.703	schloe
abrupt	surprise	0.703	abrupt
intruder	surprise	0.703	Andréngen
unforeseen	surprise	0.703	onerwaart
suspense	surprise	0.703	Spannung
devastation	surprise	0.703	Zerstéierung
surge	surprise	0.703	Iwwerschwemmung
excite	surprise	0.695	begeeschteren
dumfounder	surprise	0.695	dumpfounder
yell	surprise	0.695	rifft
unprecedented	surprise	0.695	eemolegen
strike	surprise	0.695	streiken
volatility	surprise	0.695	volatility
urgent	surprise	0.695	dréngend
stab	surprise	0.695	stieche
disturbance	surprise	0.688	Stéierung
carnage	surprise	0.688	bluddeg
incredible	surprise	0.688	onheemlech
spectacular	surprise	0.688	spektakulär
thrill	surprise	0.680	begeeschteren
recklessness	surprise	0.680	Recklosegkeet
clamor	surprise	0.680	klamm
monstrous	surprise	0.680	monstréis
slap	surprise	0.680	schlapp
inexplicable	surprise	0.672	onerklärlech
terrorist	surprise	0.672	terroristesch
exciting	surprise	0.672	spannend
accidental	surprise	0.672	zoufälleg
accidentally	surprise	0.672	zoufälleg
striking	surprise	0.672	opfälleg
captivate	surprise	0.672	begeeschteren
exhilaration	surprise	0.672	Erhuelung
topple	surprise	0.664	klappen
dire	surprise	0.664	dire
revolution	surprise	0.664	Revolutioun
volcano	surprise	0.664	Vulkan
freakish	surprise	0.664	freakish
revolt	surprise	0.656	revolt
bloodshed	surprise	0.656	bluddeg
sneak	surprise	0.656	schlecken
unspeakable	surprise	0.656	onerklärlech
incendiary	surprise	0.656	brennend
epidemic	surprise	0.648	ustiechend
violent	surprise	0.648	gewaltsam
disruption	surprise	0.648	Stéierungen
amazingly	surprise	0.648	erstaunlecherweis
mutiny	surprise	0.648	Mutin
spellbound	surprise	0.648	verzaubert
cyclone	surprise	0.648	Zyklon
unsuspecting	surprise	0.648	unsuspecting
attacking	surprise	0.648	attackéieren
unintended	surprise	0.648	ongewollt
shout	surprise	0.641	ruffen
indescribable	surprise	0.641	onbeschreiflech
tumult	surprise	0.641	tumult
improvisation	surprise	0.641	Improvisatioun
wildfire	surprise	0.641	Bëschbrand
excitation	surprise	0.641	Opreegung
screech	surprise	0.641	kräischen
enthusiasm	surprise	0.641	Begeeschterung
uncertain	surprise	0.633	onsécher
plunder	surprise	0.633	plunderen
gape	surprise	0.633	gapen
treachery	surprise	0.633	Verrot
agape	surprise	0.633	agape
anomaly	surprise	0.633	Anomalie
presto	surprise	0.633	presto
apparition	surprise	0.633	Erscheinung
wonderment	surprise	0.625	wonneren
slaughtering	surprise	0.625	Schluechten
trick	surprise	0.625	trick
mystery	surprise	0.625	Geheimnis
murderous	surprise	0.625	mäerderesch
distress	surprise	0.625	Nout
sorcery	surprise	0.625	Zauberer
excited	surprise	0.625	opgereegt
tempest	surprise	0.625	Stuerm
urgency	surprise	0.625	dréngend
inimaginable	surprise	0.617	onvirstellbar
intrusive	surprise	0.617	opdrénglech
quickness	surprise	0.617	séier
intense	surprise	0.617	intensiv
trickery	surprise	0.617	trickery
vanish	surprise	0.617	verschwannen
prank	surprise	0.617	prank
murder	surprise	0.617	Mord
thief	surprise	0.609	déif
blindfold	surprise	0.609	blindfold
unstable	surprise	0.609	onbestänneg
strangle	surprise	0.609	erstécken
coup	surprise	0.609	Coup
magical	surprise	0.609	magesch
shatter	surprise	0.609	zerbriechen
splash	surprise	0.609	sprutzen
stupor	surprise	0.602	stupor
inconceivable	surprise	0.602	ondenkbar
betray	surprise	0.602	verréid
defy	surprise	0.602	verteidegen
jubilee	surprise	0.602	jubileum
assail	surprise	0.602	iwwerfalen
deluge	surprise	0.602	Iwwerschwemmung
tackle	surprise	0.602	unzepaken
monstrosity	surprise	0.594	Monstrositéit
lightning	surprise	0.594	Blëtz
stupendous	surprise	0.594	wonnerbar
shrill	surprise	0.594	schrecklech
mishap	surprise	0.594	ongléck
alerts	surprise	0.594	Alarmer
mysterious	surprise	0.586	mysteriéis
randomly	surprise	0.586	zoufälleg
wild	surprise	0.586	wëll
deceit	surprise	0.586	Bedruch
bonus	surprise	0.586	Bonus
pitfall	surprise	0.586	Fal
uncanny	surprise	0.586	onheemlech
wondrous	surprise	0.586	wonnerbar
premature	surprise	0.578	virzäiteg
stagger	surprise	0.578	stackelen
rejoicing	surprise	0.578	gefreet
godsend	surprise	0.578	Gottesdéngscht
jubilant	surprise	0.578	jubel
electric	surprise	0.578	elektresch
raving	surprise	0.578	rabbelen
bizarre	surprise	0.578	komesch
death	surprise	0.578	Doud
fluke	surprise	0.578	fléck
oddity	surprise	0.578	komesch
dynamic	surprise	0.570	dynamesch
dismay	surprise	0.570	enttäuscht
revenge	surprise	0.570	Revanche
nefarious	surprise	0.562	nefaresch
fascinate	surprise	0.562	faszinéieren
jerk	surprise	0.562	jeck
ecstatic	surprise	0.562	ekstatesch
reward	surprise	0.562	Belounung
uncover	surprise	0.562	entdecken
reappear	surprise	0.562	erëm optrieden
zany	surprise	0.555	zany
whim	surprise	0.555	geckeg
thaumaturgy	surprise	0.555	thaumaturgy
conjure	surprise	0.555	zauberen
crescendo	surprise	0.555	crescendo
rescue	surprise	0.547	Rettung
daze	surprise	0.547	daat
heroism	surprise	0.547	heroism
illuminate	surprise	0.547	beliichten
winner	surprise	0.547	Gewënner
ejaculation	surprise	0.547	Ejakulatioun
thwart	surprise	0.547	verstoppen
rarity	surprise	0.547	Raritéit
unbridled	surprise	0.547	ongebremst
tantalizing	surprise	0.547	beandrockend
punch	surprise	0.539	Schloo
cheer	surprise	0.539	jubelen
treason	surprise	0.539	Verrot
violation	surprise	0.539	Violatioun
celebration	surprise	0.539	Feier
illusion	surprise	0.539	Illusioun
marvel	surprise	0.539	Staunen
lucky	surprise	0.539	glécklech
lunge	surprise	0.539	lungen
interrupt	surprise	0.539	ënnerbrach
insult	surprise	0.539	beleidegt
concealed	surprise	0.531	verstoppt
snag	surprise	0.531	knacken
sensation	surprise	0.531	Sensatioun
banger	surprise	0.531	banger
fearfully	surprise	0.531	ängschtlech
affront	surprise	0.531	Affront
jest	surprise	0.531	geck
undiscovered	surprise	0.523	onentdeckt
liberate	surprise	0.523	befreien
veer	surprise	0.523	vir
abandonment	surprise	0.523	opginn
immediacy	surprise	0.523	direkt
improvise	surprise	0.523	improviséieren
victimized	surprise	0.523	Affer
scorpion	surprise	0.523	scorpion
majestic	surprise	0.523	majestéitesch
wonder	surprise	0.523	wonneren
rejoice	surprise	0.523	freeën
tickle	surprise	0.516	tickelen
chance	surprise	0.516	Chance
yelp	surprise	0.516	jop
howl	surprise	0.516	huel
stealthily	surprise	0.516	stealthily
unintentionally	surprise	0.508	ongewollt
magnificent	surprise	0.508	herrlech
reflex	surprise	0.508	reflex
garish	surprise	0.508	schaarf
transcendence	surprise	0.508	Transzendenz
rave	surprise	0.508	rave
luck	surprise	0.508	Gléck
swerve	surprise	0.508	verschwannen
pop	surprise	0.508	pop
enliven	surprise	0.500	beliewen
slayer	surprise	0.500	slayer
remarkable	surprise	0.500	bemierkenswäert
infrequent	surprise	0.500	selten
pang	surprise	0.500	pang
erotic	surprise	0.500	erotesche
misbehavior	surprise	0.500	falsch Verhalen
diversion	surprise	0.500	Diversioun
heroic	surprise	0.500	heroesch
alertness	surprise	0.500	alertheet
marvelous	surprise	0.500	wonnerbar
fainting	surprise	0.500	schwaach
embarrassment	surprise	0.500	genéiert
nab	surprise	0.492	nab
birthday	surprise	0.492	Gebuertsdag
camouflage	surprise	0.492	Tarnung
unutterable	surprise	0.492	onauszesoen
chimera	surprise	0.492	chimera
trump	surprise	0.492	tromp
decoy	surprise	0.492	decoy
infarct	surprise	0.492	infarkt
greatness	surprise	0.492	Gréisst
exigent	surprise	0.492	ustrengend
prick	surprise	0.484	prick
variable	surprise	0.484	variabel
curiosity	surprise	0.484	Virwëtz
daemon	surprise	0.484	Daemon
inexpressible	surprise	0.484	onausdrécklech
magician	surprise	0.484	magescher
underestimate	surprise	0.484	ënnerschätzen
fanfare	surprise	0.484	fanfare
horde	surprise	0.484	horde
zeal	surprise	0.484	Äifer
incident	surprise	0.477	Tëschefall
illumination	surprise	0.477	Beliichtung
chicane	surprise	0.477	chicane
sneeze	surprise	0.477	néien
subversive	surprise	0.477	subversiv
gawk	surprise	0.477	guck
fortune	surprise	0.477	Räichtum
strange	surprise	0.477	komesch
dreadfully	surprise	0.477	schrecklech
unguarded	surprise	0.477	onbewaacht
prowl	surprise	0.469	schlofen
reversal	surprise	0.469	ëmgedréint
wizard	surprise	0.469	Zauberer
rapid	surprise	0.469	séier
leery	surprise	0.469	leiw
break	surprise	0.461	briechen
slip	surprise	0.461	rutschen
divergent	surprise	0.461	divergent
hilarious	surprise	0.461	witzeg
coincidence	surprise	0.461	Zoufall
subito	surprise	0.461	subito
overestimate	surprise	0.453	iwwerschätzen
ordeal	surprise	0.453	uerg
evanescence	surprise	0.453	evanescence
merriment	surprise	0.453	Freed
raffle	surprise	0.453	Tombola
winning	surprise	0.453	gewannen
wonderful	surprise	0.453	wonnerbar
hoax	surprise	0.453	Geck
confession	surprise	0.453	Beicht
splendid	surprise	0.445	herrlech
stound	surprise	0.445	stoungen
perchance	surprise	0.445	méiglecherweis
excel	surprise	0.445	excel
enthusiast	surprise	0.445	begeeschterten
gambling	surprise	0.445	Spillerinne
feat	surprise	0.445	feat
laughter	surprise	0.445	laachen
brighten	surprise	0.438	hellen
unique	surprise	0.438	eenzegaarteg
senseless	surprise	0.438	sënnlos
changeable	surprise	0.438	verännerbar
splendor	surprise	0.438	pracht
rapt	surprise	0.438	rapt
unintentional	surprise	0.438	ongewollt
fascination	surprise	0.430	Faszinatioun
trepidation	surprise	0.430	Angscht
lawsuit	surprise	0.430	Prozess
gift	surprise	0.430	Cadeau
stealthy	surprise	0.430	stealthy
fiesta	surprise	0.430	fiesta
intrigue	surprise	0.430	Intrig
delighted	surprise	0.430	begeeschtert
judgment	surprise	0.422	Uerteel
stealth	surprise	0.422	stealth
enchant	surprise	0.422	verzauberen
originality	surprise	0.422	Originalitéit
riddle	surprise	0.422	Rätsel
quicksilver	surprise	0.422	Quecksëlwer
illegitimate	surprise	0.414	illegitim
experiment	surprise	0.414	experimentéieren
elusive	surprise	0.414	elusive
syncope	surprise	0.414	synkopéieren
liberation	surprise	0.414	Befreiung
spirits	surprise	0.414	Séilen
perjury	surprise	0.414	Perjury
veracity	surprise	0.414	Richtegkeet
parade	surprise	0.406	parade
applause	surprise	0.406	applaus
inspired	surprise	0.406	inspiréiert
allure	surprise	0.406	allure
eager	surprise	0.406	gäeren
gambler	surprise	0.406	gambler
fete	surprise	0.406	fest
divorce	surprise	0.398	Scheedung
guess	surprise	0.398	roden
princely	surprise	0.398	fürstlech
burlesque	surprise	0.398	burlesque
secrecy	surprise	0.398	Geheimnis
incontinence	surprise	0.391	Inkontinenz
peri	surprise	0.391	peri
cheerful	surprise	0.391	lëschteg
hermaphrodite	surprise	0.391	hermaphrodite
supremacy	surprise	0.391	Iwwerhand
aspiration	surprise	0.391	Aspiratioun
buck	surprise	0.383	buck
lose	surprise	0.383	verléieren
cadaver	surprise	0.383	Kadaver
crowning	surprise	0.383	kréinen
praiseworthy	surprise	0.383	luewen
inheritance	surprise	0.383	Ierfschaft
score	surprise	0.383	Punktzuel
gulp	surprise	0.375	schlofen
camouflaged	surprise	0.375	getarnt
advance	surprise	0.375	viraus
succeed	surprise	0.375	gelengt
frisky	surprise	0.375	fresch
mystic	surprise	0.375	mystiker
compliment	surprise	0.375	kompliment
hope	surprise	0.367	hoffen
joker	surprise	0.367	joker
sparkle	surprise	0.367	fonkelen
excavation	surprise	0.367	Ausgruewung
sensual	surprise	0.367	sensuell
entertainment	surprise	0.359	Ënnerhalung
feeling	surprise	0.359	Gefill
modify	surprise	0.352	änneren
blessings	surprise	0.352	Segen
newcomer	surprise	0.352	Newcomer
obit	surprise	0.352	obit
postponement	surprise	0.352	astellen
award	surprise	0.352	Auszeechnung
clown	surprise	0.352	clown
highest	surprise	0.344	héchste
hero	surprise	0.344	Held
glorify	surprise	0.344	verherrlechen
proficiency	surprise	0.344	Fäegkeet
start	surprise	0.344	ufänken
wonderfully	surprise	0.344	wonnerbar
celebrity	surprise	0.344	Promi
rekindle	surprise	0.336	erëmfannen
optimism	surprise	0.336	optimistesch
sanctify	surprise	0.336	hellege
unbeaten	surprise	0.336	ongeschloen
prodigious	surprise	0.336	wonnerbar
grin	surprise	0.336	grinsen
memorable	surprise	0.336	onvergiesslech
warned	surprise	0.336	gewarnt
dissolution	surprise	0.336	Opléisung
hypertrophy	surprise	0.328	Hypertrophie
admiration	surprise	0.328	Bewonnerung
examination	surprise	0.320	Examen
angel	surprise	0.320	engel
present	surprise	0.320	presentéieren
catch	surprise	0.320	fangen
hap	surprise	0.320	hap
saint	surprise	0.312	Saint
embrace	surprise	0.312	ëmfaassen
flirt	surprise	0.312	flirten
puma	surprise	0.312	puma
kiss	surprise	0.312	kuss
liberty	surprise	0.312	Fräiheet
scrimmage	surprise	0.312	Schrummen
treat	surprise	0.312	behandelen
inaffable	surprise	0.312	onheemlech
occasional	surprise	0.312	heiansdo
dismissal	surprise	0.312	Entloossung
perfection	surprise	0.305	Perfektioun
saintly	surprise	0.305	helleg
gratify	surprise	0.305	zefridden
generosity	surprise	0.305	Generositéit
sally	surprise	0.305	sally
palpable	surprise	0.297	palpabel
finally	surprise	0.297	endlech
differently	surprise	0.297	anescht
polarity	surprise	0.297	Polaritéit
ceremony	surprise	0.297	Zeremonie
favorable	surprise	0.297	gënschteg
larger	surprise	0.297	méi grouss
warn	surprise	0.297	warnen
medal	surprise	0.289	Medaille
romance	surprise	0.289	Romance
inviting	surprise	0.289	invitéieren
greeting	surprise	0.289	Begréissung
resignation	surprise	0.281	Demissioun
accolade	surprise	0.281	unerkannt
labor	surprise	0.281	Aarbecht
candid	surprise	0.281	éierlech
trip	surprise	0.281	Rees
stare	surprise	0.273	stierzen
admire	surprise	0.266	bewonneren
glimmer	surprise	0.266	glimmer
playful	surprise	0.266	spilleresch
somatic	surprise	0.266	somatesch
festival	surprise	0.266	Festival
mimicry	surprise	0.266	Mimik
insolvency	surprise	0.266	Insolvenz
immerse	surprise	0.266	ënnerzegoen
invite	surprise	0.266	invitéieren
compensate	surprise	0.266	kompenséieren
receiving	surprise	0.258	kréien
complement	surprise	0.258	ergänzen
chuckle	surprise	0.258	lachen
laugh	surprise	0.258	laachen
hypothesis	surprise	0.258	Hypothes
honeymoon	surprise	0.250	Hochzäitsrees
opera	surprise	0.242	oper
pleasant	surprise	0.242	agreabel
marry	surprise	0.242	bestueden
independence	surprise	0.242	Onofhängegkeet
chant	surprise	0.234	gesongen
holiness	surprise	0.234	Hellegkeet
assessment	surprise	0.234	Bewäertung
rhythmical	surprise	0.234	rhythmesch
hopeful	surprise	0.234	hoffnungsvoll
leave	surprise	0.234	verloossen
trophy	surprise	0.234	trophy
deal	surprise	0.227	deal
procession	surprise	0.227	Cortège
placard	surprise	0.227	plakat
shopping	surprise	0.219	Shopping
musical	surprise	0.219	musikalesch
cherish	surprise	0.219	schätzen
good	surprise	0.219	gutt
dawn	surprise	0.211	Sonnenopgang
simplify	surprise	0.211	vereinfachen
shell	surprise	0.211	Schuel
morals	surprise	0.203	Moral
money	surprise	0.203	Suen
nullify	surprise	0.203	nulléieren
purity	surprise	0.203	Rengheet
sweet	surprise	0.203	séiss
synchronize	surprise	0.195	synchroniséieren
precious	surprise	0.195	wäertvollt
humanitarian	surprise	0.195	humanitär
preservative	surprise	0.195	Konservéierungsmëttel
unfulfilled	surprise	0.195	net erfëllt
obliging	surprise	0.188	verflichtend
singularly	surprise	0.188	eenzegarteg
graduation	surprise	0.180	Ofschloss
foresee	surprise	0.180	virausgesinn
pray	surprise	0.180	biet
lovely	surprise	0.180	léif
thirst	surprise	0.172	Duuscht
mouth	surprise	0.172	Mond
youth	surprise	0.172	Jugend
sun	surprise	0.172	Sonn
art	surprise	0.172	Konscht
goodness	surprise	0.164	Guttheet
latent	surprise	0.156	latent
visor	surprise	0.156	vizier
overdue	surprise	0.156	iwwerzeegt
practiced	surprise	0.156	praktizéiert
loyal	surprise	0.148	trei
expect	surprise	0.148	erwaarden
wireless	surprise	0.148	drahtlos
destination	surprise	0.148	Destinatioun
infant	surprise	0.141	Puppelchen
cream	surprise	0.141	Crème
slush	surprise	0.141	schlemm
quote	surprise	0.141	Zitat
playground	surprise	0.133	Spillplaz
vote	surprise	0.125	stëmmen
teach	surprise	0.125	léieren
organization	surprise	0.125	Organisatioun
dolphin	surprise	0.117	Delfin
weight	surprise	0.117	Gewiicht
smile	surprise	0.117	laachen
sisterhood	surprise	0.109	Schwësterschaft
cable	surprise	0.109	kabel
sunny	surprise	0.102	sonneg
steady	surprise	0.094	stänneg
peaceful	surprise	0.086	friddlech
spa	surprise	0.086	spa
leisure	surprise	0.086	Fräizäit
picnic	surprise	0.078	picknick
tree	surprise	0.078	Bam
worm	surprise	0.055	Wuerm
truthfulness	trust	0.906	Wourecht
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	vertrauenswierdeg
honor	trust	0.844	Éier
honesty	trust	0.844	Éierlechkeet
honest	trust	0.844	éierlech
truth	trust	0.844	Wourecht
truthful	trust	0.836	zouverlässeg
trusting	trust	0.836	vertrauen
brotherhood	trust	0.820	Brudderschaft
entrust	trust	0.812	uvertraut
committed	trust	0.805	engagéiert
loyalty	trust	0.805	Loyalitéit
integrity	trust	0.805	Integritéit
honorable	trust	0.805	éierbar
trust	trust	0.805	vertrauen
credibility	trust	0.805	Kredibilitéit
faithful	trust	0.797	trei
sincere	trust	0.797	oprecht
partnership	trust	0.789	Partnerschaft
responsible	trust	0.789	responsabel
true	trust	0.789	richteg
wisdom	trust	0.789	Wäisheet
verification	trust	0.781	Verifikatioun
cooperative	trust	0.781	kooperativ
vow	trust	0.781	vous
oath	trust	0.781	eed
respectable	trust	0.773	respektabel
sisterhood	trust	0.773	Schwësterschaft
hero	trust	0.773	Held
credible	trust	0.773	glafwierdeg
promise	trust	0.773	verspriechen
verified	trust	0.773	verifizéiert
qualified	trust	0.766	qualifizéiert
authentication	trust	0.766	Authentifikatioun
respected	trust	0.766	respektéiert
compassion	trust	0.759	Matgefill
approval	trust	0.758	Genehmegung
moral	trust	0.758	moralesch
reliability	trust	0.758	Zouverlässegkeet
trusts	trust	0.758	vertraut
safekeeping	trust	0.758	Sécherheet
reputable	trust	0.758	unerkannten
love	trust	0.758	Léift
friend	trust	0.750	Frënd
stable	trust	0.750	stabil
authentic	trust	0.750	authentesch
competence	trust	0.750	Kompetenz
safeguard	trust	0.750	schützen
companion	trust	0.750	Begleeder
advised	trust	0.750	beroden
respect	trust	0.750	respektéieren
loyal	trust	0.750	trei
genuine	trust	0.750	echt
friendships	trust	0.750	vertraut
ally	trust	0.750	Alliéierten
proven	trust	0.742	bewisen
freedom	trust	0.742	Fräiheet
respects	trust	0.742	respektéiert
accepting	trust	0.742	Frëndschaften
faith	trust	0.742	Glawen
wholesome	trust	0.742	gesond
heartfelt	trust	0.734	häerzlech
unification	trust	0.734	Unifikatioun
confirmation	trust	0.734	Confirmatioun
protecting	trust	0.734	schützen
reassurance	trust	0.734	Berouegung
trustee	trust	0.734	Vertrauen
supporter	trust	0.734	Supporter
respectful	trust	0.734	respektvoll
admirable	trust	0.734	bewonneren
fact	trust	0.727	Tatsaach
friendship	trust	0.727	Frëndschaft
partners	trust	0.727	akzeptéieren
confidentially	trust	0.727	vertraulech
confident	trust	0.727	zouversiichtlech
equality	trust	0.727	Gläichheet
alliance	trust	0.727	Allianz
credential	trust	0.727	Umeldungsinformatioun
believing	trust	0.727	gleewen
excellence	trust	0.727	excellence
agreement	trust	0.727	Accord
closeness	trust	0.719	Proximitéit
authenticate	trust	0.719	authentifizéieren
virtuous	trust	0.719	deugend
intelligence	trust	0.719	Intelligenz
kindred	trust	0.719	Famill
virtue	trust	0.719	dugend
honored	trust	0.719	geéiert
justice	trust	0.711	Gerechtegkeet
charitable	trust	0.711	karitativ
determination	trust	0.711	Determinatioun
creditable	trust	0.711	kreditable
consistency	trust	0.711	Konsequenz
allegiance	trust	0.711	trei
cooperation	trust	0.711	Zesummenaarbecht
guarantee	trust	0.711	garantéieren
dedication	trust	0.711	Engagement
straightforward	trust	0.711	riichtaus
cooperating	trust	0.711	kooperéieren
reliable	trust	0.703	zouverlässeg
nurture	trust	0.703	ernären
mother	trust	0.703	Mamm
fulfilled	trust	0.703	erfëllt
admiration	trust	0.703	Bewonnerung
mentor	trust	0.703	mentor
guardianship	trust	0.703	Erzéiungsberechtegten
assurance	trust	0.703	Assurance
morality	trust	0.703	Moral
motherhood	trust	0.703	Mammesprooch
innocent	trust	0.703	onschëlleg
reverence	trust	0.703	Respekt
sanctuary	trust	0.703	Hellegtum
friendliness	trust	0.703	Frëndlechkeet
prepared	trust	0.703	virbereet
admire	trust	0.703	bewonneren
protected	trust	0.703	geschützt
proof	trust	0.703	Beweis
bodyguard	trust	0.695	Leifwiechter
skillful	trust	0.695	kompetent
marriage	trust	0.695	Hochzäit
allied	trust	0.695	alliéierten
morals	trust	0.695	Moral
humanitarian	trust	0.695	humanitär
pact	trust	0.695	Pakt
courage	trust	0.695	Courage
accountable	trust	0.695	verantwortlech
agreeable	trust	0.695	agreabel
united	trust	0.695	vereenegt
indestructible	trust	0.695	onverstéierbar
approving	trust	0.695	approuvéieren
guardian	trust	0.695	Erzéiungsberechtegten
compassionate	trust	0.695	matleedeg
scientist	trust	0.695	Wëssenschaftler
certified	trust	0.695	zertifizéiert
pledge	trust	0.688	verspriechen
adviser	trust	0.688	Beroder
authenticity	trust	0.688	Authentizitéit
understanding	trust	0.688	Verständnis
secure	trust	0.688	sécher
guidance	trust	0.688	Féierung
monogamy	trust	0.688	monogamie
valor	trust	0.688	valor
solidity	trust	0.688	Soliditéit
perfection	trust	0.688	Perfektioun
believed	trust	0.688	gegleeft
humanity	trust	0.688	Mënschheet
justifiable	trust	0.688	gerechtfäerdegt
competent	trust	0.688	kompetent
esteem	trust	0.688	schätzen
protector	trust	0.680	Protecteur
inspire	trust	0.680	inspiréieren
hope	trust	0.680	hoffen
strongest	trust	0.680	Partner
expertise	trust	0.680	Expertise
humble	trust	0.680	bescheiden
indivisible	trust	0.680	ondeelbar
official	trust	0.680	offiziell
affirm	trust	0.680	affirméieren
familiarity	trust	0.680	Bekanntheet
confirmed	trust	0.680	confirméiert
diligence	trust	0.680	Diligence
grandfather	trust	0.680	Grousspapp
advocacy	trust	0.680	Plädoyer
goodness	trust	0.680	Guttheet
commendable	trust	0.680	luewenswäert
acceptance	trust	0.680	Akzeptanz
diplomatic	trust	0.680	diplomatesch
leader	trust	0.680	Leader
confide	trust	0.680	vertrauen
agreeing	trust	0.680	averstanen
approve	trust	0.680	stëmmen
professional	trust	0.680	berufflech
elders	trust	0.680	eelst
confidential	trust	0.680	vertraulech
faultless	trust	0.672	fehlerlos
believes	trust	0.672	ugeholl
sanctify	trust	0.672	hellege
intelligent	trust	0.672	intelligent
safe	trust	0.672	sécher
accepted	trust	0.672	stäerkste
dignity	trust	0.672	Dignitéit
unwavering	trust	0.672	onwahrscheinlech
encyclopedia	trust	0.672	Enzyklopedie
mastery	trust	0.672	Meeschterleeschtung
cohesive	trust	0.672	zesummenhänkt
harmoniously	trust	0.672	harmonesch
benevolence	trust	0.672	Wuelfillen
healing	trust	0.672	heelen
accredited	trust	0.672	akkreditéiert
covenant	trust	0.672	Bund
accountability	trust	0.664	Rechenschaftspflicht
team	trust	0.664	Equipe
authority	trust	0.664	Autoritéit
heroic	trust	0.664	heroesch
reliance	trust	0.664	Vertrauen
expert	trust	0.664	expert
communicate	trust	0.664	kommunizéieren
spiritual	trust	0.664	spirituell
impeccable	trust	0.664	impeccable
specialist	trust	0.664	Spezialist
affirmatively	trust	0.664	affirméierend
proficient	trust	0.664	beherrscht
fulfillment	trust	0.664	Erfëllung
advocate	trust	0.664	Affekot
disciple	trust	0.664	Jünger
attestation	trust	0.664	Attestatioun
merit	trust	0.664	Verdéngschter
supporting	trust	0.664	ënnerstëtzen
ambassador	trust	0.664	Ambassadeur
guidebook	trust	0.664	guidebuch
accept	trust	0.664	akzeptéieren
strengthening	trust	0.661	Stäerkung
holiness	trust	0.656	Hellegkeet
facts	trust	0.656	Fakten
warranty	trust	0.656	Garantie
strength	trust	0.656	Kraaft
relationship	trust	0.656	Relatioun
defended	trust	0.656	verdeedegt
constancy	trust	0.656	Stabilitéit
favorable	trust	0.656	gënschteg
gentleman	trust	0.656	Här
counsel	trust	0.656	beroden
scientific	trust	0.656	wëssenschaftlech
structure	trust	0.656	Struktur
elder	trust	0.656	eeler
excellent	trust	0.656	excellent
achieve	trust	0.656	erreechen
steadfast	trust	0.656	stänneg
familiar	trust	0.656	kennt
proficiency	trust	0.656	Fäegkeet
supports	trust	0.656	gleeft
counselor	trust	0.648	conseiller
lovable	trust	0.648	léif
advisable	trust	0.648	beroden
agreed	trust	0.648	ausgemaach
heroism	trust	0.648	heroism
rely	trust	0.648	vertrauen
uphold	trust	0.648	ophalen
brother	trust	0.648	Brudder
matrimony	trust	0.648	Hochzäit
assuredly	trust	0.648	sécherlech
peaceful	trust	0.648	friddlech
saint	trust	0.648	Saint
unconditionally	trust	0.648	acceptéiert
solidarity	trust	0.648	Solidaritéit
accepts	trust	0.648	ënnerstëtzt
inspiration	trust	0.648	Inspiratioun
noble	trust	0.648	nobel
successful	trust	0.648	erfollegräich
harmony	trust	0.648	Harmonie
protective	trust	0.648	Schutzmoossnamen
competency	trust	0.648	Kompetenz
comrade	trust	0.648	Komeroden
academic	trust	0.648	akademesch
assist	trust	0.648	hëllefen
worthy	trust	0.643	wiirdeg
benefactor	trust	0.641	benefactor
credence	trust	0.641	Glawen
confidence	trust	0.641	Vertrauen
relationships	trust	0.641	bedingungslos
ordained	trust	0.641	geweit
legal	trust	0.641	legal
champion	trust	0.641	Champion
lawful	trust	0.641	gesetzlech
durability	trust	0.641	Haltbarkeet
judiciary	trust	0.641	Justiz
doctor	trust	0.641	Dokter
loving	trust	0.641	gnädeg
assure	trust	0.641	versécheren
establish	trust	0.641	etabléieren
mamma	trust	0.641	mamm
kind	trust	0.641	Aart
unity	trust	0.641	Eenheet
conscientious	trust	0.641	gewëssenhaft
real	trust	0.641	real
coexist	trust	0.641	coexistéieren
leading	trust	0.641	féieren
teacher	trust	0.641	Enseignant
intimate	trust	0.634	intim
brotherly	trust	0.633	bridderlech
physician	trust	0.633	Dokter
judicial	trust	0.633	geriichtlech
saintly	trust	0.633	helleg
aspiration	trust	0.633	Aspiratioun
conscience	trust	0.633	Gewësse
therapeutic	trust	0.633	therapeutesch
fidelity	trust	0.633	Vertrauen
soundness	trust	0.633	gesondheet
important	trust	0.633	wichteg
homage	trust	0.633	Hommage
legitimacy	trust	0.633	Legitimitéit
fortitude	trust	0.633	Stäerkt
deepest	trust	0.633	Relatiounen
approved	trust	0.633	guttgeheescht
courageous	trust	0.633	couragéiert
devotional	trust	0.633	devotional
endorse	trust	0.633	ënnerstëtzen
backbone	trust	0.633	Réckemuerch
authorize	trust	0.633	autoriséieren
practiced	trust	0.633	praktizéiert
sanctification	trust	0.633	Helleg
hopeful	trust	0.633	hoffnungsvoll
convincing	trust	0.633	iwwerzeegt
bless	trust	0.633	bless
angel	trust	0.625	engel
authorization	trust	0.625	Autorisatioun
assured	trust	0.625	verséchert
purify	trust	0.625	purifizéiert
caretaker	trust	0.625	Betreier
regard	trust	0.625	betruecht
profound	trust	0.625	déifgräifend
achievement	trust	0.625	Leeschtung
evident	trust	0.625	evident
positivity	trust	0.625	Positivitéit
