English Word	Emotion	Emotion-Intensity-Score	Icelandic Word
senseless	surprise	0.438	vitlaus
changeable	surprise	0.438	breytilegt
splendor	surprise	0.438	prýði
rapt	surprise	0.438	hrífandi
unintentional	surprise	0.438	óviljandi
fascination	surprise	0.430	hrifning
trepidation	surprise	0.430	hrollur
lawsuit	surprise	0.430	málsókn
gift	surprise	0.430	gjöf
stealthy	surprise	0.430	laumuspil
fiesta	surprise	0.430	hátíð
intrigue	surprise	0.430	forvitni
delighted	surprise	0.430	ánægður
judgment	surprise	0.422	dómgreind
stealth	surprise	0.422	laumuspil
enchant	surprise	0.422	töfra
originality	surprise	0.422	frumleika
riddle	surprise	0.422	gáta
quicksilver	surprise	0.422	kviksilfur
illegitimate	surprise	0.414	ólögmætt
experiment	surprise	0.414	tilraun
elusive	surprise	0.414	fáránlegt
syncope	surprise	0.414	yfirlið
liberation	surprise	0.414	frelsun
spirits	surprise	0.414	andar
perjury	surprise	0.414	meinsæri
veracity	surprise	0.414	sannleiksgildi
parade	surprise	0.406	skrúðganga
applause	surprise	0.406	klapp
inspired	surprise	0.406	innblástur
allure	surprise	0.406	aðdráttarafl
eager	surprise	0.406	ákafur
gambler	surprise	0.406	fjárhættuspilari
fete	surprise	0.406	hátíð
divorce	surprise	0.398	skilnað
guess	surprise	0.398	giska á
princely	surprise	0.398	höfðinglega
burlesque	surprise	0.398	burlesque
secrecy	surprise	0.398	leynd
incontinence	surprise	0.391	þvagleka
peri	surprise	0.391	peri
cheerful	surprise	0.391	hress
hermaphrodite	surprise	0.391	hermafrodíta
supremacy	surprise	0.391	yfirburði
aspiration	surprise	0.391	von
buck	surprise	0.383	krónur
lose	surprise	0.383	tapa
cadaver	surprise	0.383	lík
crowning	surprise	0.383	kóróna
praiseworthy	surprise	0.383	lofsvert
inheritance	surprise	0.383	arfleifð
score	surprise	0.383	mark
gulp	surprise	0.375	gúffa
camouflaged	surprise	0.375	felulitur
advance	surprise	0.375	fyrirfram
succeed	surprise	0.375	takast
frisky	surprise	0.375	frísklegur
mystic	surprise	0.375	dulspeki
compliment	surprise	0.375	hrós
hope	surprise	0.367	von
joker	surprise	0.367	brandara
sparkle	surprise	0.367	glitra
excavation	surprise	0.367	uppgröftur
sensual	surprise	0.367	munúðarfullur
entertainment	surprise	0.359	skemmtun
feeling	surprise	0.359	tilfinningu
modify	surprise	0.352	breyta
blessings	surprise	0.352	blessanir
newcomer	surprise	0.352	nýliði
obit	surprise	0.352	obit
postponement	surprise	0.352	frestun
award	surprise	0.352	verðlaun
clown	surprise	0.352	trúður
highest	surprise	0.344	hæsta
hero	surprise	0.344	hetja
glorify	surprise	0.344	vegsama
proficiency	surprise	0.344	kunnáttu
start	surprise	0.344	byrja
wonderfully	surprise	0.344	dásamlega
celebrity	surprise	0.344	fræg manneskja
rekindle	surprise	0.336	kveikja aftur
optimism	surprise	0.336	bjartsýni
sanctify	surprise	0.336	helga
unbeaten	surprise	0.336	ósigraður
prodigious	surprise	0.336	stórkostlegt
grin	surprise	0.336	glott
memorable	surprise	0.336	eftirminnilegt
warned	surprise	0.336	varaði við
dissolution	surprise	0.336	upplausn
hypertrophy	surprise	0.328	ofstækkun
admiration	surprise	0.328	aðdáun
examination	surprise	0.320	próf
angel	surprise	0.320	engill
present	surprise	0.320	til staðar
catch	surprise	0.320	veiða
hap	surprise	0.320	happ
saint	surprise	0.312	dýrlingur
embrace	surprise	0.312	faðma
flirt	surprise	0.312	daðra
puma	surprise	0.312	puma
kiss	surprise	0.312	kyssa
liberty	surprise	0.312	frelsi
scrimmage	surprise	0.312	skrípaleikur
treat	surprise	0.312	skemmtun
inaffable	surprise	0.312	óviðeigandi
occasional	surprise	0.312	einstaka sinnum
dismissal	surprise	0.312	uppsögn
perfection	surprise	0.305	fullkomnun
saintly	surprise	0.305	heilagur
gratify	surprise	0.305	fullnægja
generosity	surprise	0.305	gjafmildi
sally	surprise	0.305	sally
palpable	surprise	0.297	áþreifanlegt
finally	surprise	0.297	loksins
differently	surprise	0.297	öðruvísi
polarity	surprise	0.297	pólun
ceremony	surprise	0.297	athöfn
favorable	surprise	0.297	hagstæð
larger	surprise	0.297	stærra
warn	surprise	0.297	vara við
medal	surprise	0.289	medalíu
romance	surprise	0.289	rómantík
inviting	surprise	0.289	bjóðandi
greeting	surprise	0.289	kveðja
resignation	surprise	0.281	afsögn
accolade	surprise	0.281	viðurkenningu
labor	surprise	0.281	vinnuafl
candid	surprise	0.281	hreinskilinn
trip	surprise	0.281	ferð
stare	surprise	0.273	stara
admire	surprise	0.266	dáist að
glimmer	surprise	0.266	glimmer
playful	surprise	0.266	fjörugur
somatic	surprise	0.266	sómatísk
festival	surprise	0.266	hátíð
mimicry	surprise	0.266	eftirlíking
insolvency	surprise	0.266	gjaldþrot
immerse	surprise	0.266	sökkva niður
invite	surprise	0.266	bjóða
compensate	surprise	0.266	bæta
receiving	surprise	0.258	fá
complement	surprise	0.258	viðbót
chuckle	surprise	0.258	hlæja
laugh	surprise	0.258	hlátur
hypothesis	surprise	0.258	tilgátu
honeymoon	surprise	0.250	brúðkaupsferð
opera	surprise	0.242	óperu
pleasant	surprise	0.242	notalegt
marry	surprise	0.242	giftast
independence	surprise	0.242	sjálfstæði
chant	surprise	0.234	söng
holiness	surprise	0.234	heilagleika
assessment	surprise	0.234	mat
rhythmical	surprise	0.234	taktfastur
hopeful	surprise	0.234	vongóð
leave	surprise	0.234	fara
trophy	surprise	0.234	bikar
deal	surprise	0.227	samningur
procession	surprise	0.227	göngu
placard	surprise	0.227	plakat
shopping	surprise	0.219	versla
musical	surprise	0.219	söngleikur
cherish	surprise	0.219	þykja vænt um
good	surprise	0.219	góður
dawn	surprise	0.211	dögun
simplify	surprise	0.211	einfalda
shell	surprise	0.211	skel
morals	surprise	0.203	siðferði
money	surprise	0.203	peningar
nullify	surprise	0.203	ógilda
purity	surprise	0.203	hreinleiki
sweet	surprise	0.203	sætt
synchronize	surprise	0.195	samstilla
precious	surprise	0.195	dýrmætur
humanitarian	surprise	0.195	mannúðar
preservative	surprise	0.195	rotvarnarefni
unfulfilled	surprise	0.195	óuppfyllt
obliging	surprise	0.188	skyldug
singularly	surprise	0.188	einstaklega
graduation	surprise	0.180	útskrift
foresee	surprise	0.180	sjá fyrir
pray	surprise	0.180	biðja
lovely	surprise	0.180	yndisleg
thirst	surprise	0.172	þorsta
mouth	surprise	0.172	munni
youth	surprise	0.172	æsku
sun	surprise	0.172	sól
art	surprise	0.172	list
goodness	surprise	0.164	góðvild
latent	surprise	0.156	duld
visor	surprise	0.156	hjálmgríma
overdue	surprise	0.156	tímabært
practiced	surprise	0.156	æft
loyal	surprise	0.148	trygg
expect	surprise	0.148	búast
wireless	surprise	0.148	þráðlaust
destination	surprise	0.148	áfangastað
infant	surprise	0.141	ungabarn
cream	surprise	0.141	rjóma
slush	surprise	0.141	krapi
quote	surprise	0.141	tilvitnun
playground	surprise	0.133	leikvöllur
vote	surprise	0.125	kjósa
teach	surprise	0.125	kenna
organization	surprise	0.125	skipulag
dolphin	surprise	0.117	höfrungur
weight	surprise	0.117	þyngd
smile	surprise	0.117	brosa
sisterhood	surprise	0.109	systralag
cable	surprise	0.109	snúru
sunny	surprise	0.102	sólríkt
steady	surprise	0.094	stöðugt
peaceful	surprise	0.086	friðsælt
spa	surprise	0.086	spa
leisure	surprise	0.086	tómstundir
picnic	surprise	0.078	lautarferð
tree	surprise	0.078	tré
worm	surprise	0.055	ormur
truthfulness	trust	0.906	sannleiksgildi
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	áreiðanlegur
honor	trust	0.844	heiður
honesty	trust	0.844	heiðarleika
honest	trust	0.844	heiðarlegur
truth	trust	0.844	sannleika
truthful	trust	0.836	sannleikur
trusting	trust	0.836	treystandi
brotherhood	trust	0.820	bræðralag
entrust	trust	0.812	fela
committed	trust	0.805	framið
loyalty	trust	0.805	hollusta
integrity	trust	0.805	heilindi
honorable	trust	0.805	virðulegur
trust	trust	0.805	treysta
credibility	trust	0.805	trúverðugleika
faithful	trust	0.797	trúr
sincere	trust	0.797	einlægur
partnership	trust	0.789	Samstarf
responsible	trust	0.789	ábyrgur
true	trust	0.789	satt
wisdom	trust	0.789	visku
verification	trust	0.781	sannprófun
cooperative	trust	0.781	samvinnufélag
vow	trust	0.781	heit
oath	trust	0.781	eið
respectable	trust	0.773	virðulegur
sisterhood	trust	0.773	systralag
hero	trust	0.773	hetja
credible	trust	0.773	trúverðug
promise	trust	0.773	lofa
verified	trust	0.773	staðfest
qualified	trust	0.766	hæfur
authentication	trust	0.766	auðkenning
respected	trust	0.766	virt
compassion	trust	0.759	samúð
approval	trust	0.758	samþykki
moral	trust	0.758	siðferðilegt
reliability	trust	0.758	áreiðanleika
trusts	trust	0.758	treyst
safekeeping	trust	0.758	varðveislu
reputable	trust	0.758	virtur
love	trust	0.758	ást
friend	trust	0.750	vinur
stable	trust	0.750	stöðugt
authentic	trust	0.750	ekta
competence	trust	0.750	hæfni
safeguard	trust	0.750	verndar
companion	trust	0.750	félagi
advised	trust	0.750	ráðh
respect	trust	0.750	virðingu
loyal	trust	0.750	trygg
genuine	trust	0.750	ósvikinn
friendships	trust	0.750	treystir
ally	trust	0.750	bandamann
proven	trust	0.742	sannað
freedom	trust	0.742	frelsi
respects	trust	0.742	virðir
accepting	trust	0.742	vináttu
faith	trust	0.742	trú
wholesome	trust	0.742	heilnæmt
heartfelt	trust	0.734	hjartnæm
unification	trust	0.734	sameiningu
confirmation	trust	0.734	staðfestingu
protecting	trust	0.734	vernda
reassurance	trust	0.734	fullvissu
trustee	trust	0.734	trúnaðarmaður
supporter	trust	0.734	stuðningsmaður
respectful	trust	0.734	virðingarvert
admirable	trust	0.734	aðdáunarvert
fact	trust	0.727	staðreynd
friendship	trust	0.727	vináttu
partners	trust	0.727	samþykkja
confidentially	trust	0.727	trúnaðarmál
confident	trust	0.727	sjálfsöruggur
equality	trust	0.727	jafnrétti
alliance	trust	0.727	bandalag
credential	trust	0.727	persónuskilríki
believing	trust	0.727	trúandi
excellence	trust	0.727	ágæti
agreement	trust	0.727	samningur
closeness	trust	0.719	nálægð
authenticate	trust	0.719	sannvotta
virtuous	trust	0.719	dyggðugur
intelligence	trust	0.719	upplýsingaöflun
kindred	trust	0.719	ættingja
virtue	trust	0.719	dyggð
honored	trust	0.719	heiðraður
justice	trust	0.711	réttlæti
charitable	trust	0.711	góðgerðarstarfsemi
determination	trust	0.711	ákveðni
creditable	trust	0.711	lánsöm
consistency	trust	0.711	samræmi
allegiance	trust	0.711	tryggð
cooperation	trust	0.711	samvinnu
guarantee	trust	0.711	ábyrgð
dedication	trust	0.711	vígslu
straightforward	trust	0.711	beinlínis
cooperating	trust	0.711	í samvinnu
reliable	trust	0.703	áreiðanlegur
nurture	trust	0.703	hlúa að
mother	trust	0.703	móður
fulfilled	trust	0.703	uppfyllt
admiration	trust	0.703	aðdáun
mentor	trust	0.703	leiðbeinanda
guardianship	trust	0.703	forsjárhyggju
assurance	trust	0.703	fullvissu
morality	trust	0.703	siðferði
motherhood	trust	0.703	móðurhlutverkið
innocent	trust	0.703	saklaus
reverence	trust	0.703	lotning
sanctuary	trust	0.703	helgidómur
friendliness	trust	0.703	vinsemd
prepared	trust	0.703	undirbúinn
admire	trust	0.703	dáist að
protected	trust	0.703	varið
proof	trust	0.703	sönnun
bodyguard	trust	0.695	lífvörður
skillful	trust	0.695	færir
marriage	trust	0.695	hjónaband
allied	trust	0.695	bandamanna
morals	trust	0.695	siðferði
humanitarian	trust	0.695	mannúðar
pact	trust	0.695	sáttmála
courage	trust	0.695	hugrekki
accountable	trust	0.695	ábyrgur
agreeable	trust	0.695	viðunandi
united	trust	0.695	sameinuð
indestructible	trust	0.695	óslítandi
approving	trust	0.695	samþykki
guardian	trust	0.695	forráðamaður
compassionate	trust	0.695	samúðarfullur
scientist	trust	0.695	vísindamaður
certified	trust	0.695	vottað
pledge	trust	0.688	loforð
adviser	trust	0.688	ráðgjafi
authenticity	trust	0.688	Sanngildi
understanding	trust	0.688	skilning
secure	trust	0.688	öruggur
guidance	trust	0.688	leiðsögn
monogamy	trust	0.688	einkvæni
valor	trust	0.688	hreysti
solidity	trust	0.688	traustleika
perfection	trust	0.688	fullkomnun
believed	trust	0.688	trúði
humanity	trust	0.688	mannkynið
justifiable	trust	0.688	réttlætanlegt
competent	trust	0.688	hæfur
esteem	trust	0.688	virðingu
protector	trust	0.680	verndari
inspire	trust	0.680	hvetja
hope	trust	0.680	von
strongest	trust	0.680	samstarfsaðila
expertise	trust	0.680	sérfræðiþekkingu
humble	trust	0.680	auðmjúkur
indivisible	trust	0.680	óskiptanlegt
official	trust	0.680	embættismaður
affirm	trust	0.680	staðfesta
familiarity	trust	0.680	kunnugleika
confirmed	trust	0.680	staðfest
diligence	trust	0.680	dugnaður
grandfather	trust	0.680	afi
advocacy	trust	0.680	málsvörn
goodness	trust	0.680	góðvild
commendable	trust	0.680	lofsvert
acceptance	trust	0.680	samþykki
diplomatic	trust	0.680	diplómatísk
leader	trust	0.680	leiðtogi
confide	trust	0.680	trúa
agreeing	trust	0.680	sammála
approve	trust	0.680	samþykkja
professional	trust	0.680	faglegur
elders	trust	0.680	öldungar
confidential	trust	0.680	trúnaðarmál
faultless	trust	0.672	gallalaus
believes	trust	0.672	samþykkt
sanctify	trust	0.672	helga
intelligent	trust	0.672	greindur
safe	trust	0.672	öruggt
accepted	trust	0.672	sterkust
dignity	trust	0.672	reisn
unwavering	trust	0.672	staðfastur
encyclopedia	trust	0.672	alfræðiorðabók
mastery	trust	0.672	leikni
cohesive	trust	0.672	samheldinn
harmoniously	trust	0.672	samhljóða
benevolence	trust	0.672	velvild
healing	trust	0.672	lækningu
accredited	trust	0.672	viðurkenndur
covenant	trust	0.672	sáttmála
accountability	trust	0.664	ábyrgð
team	trust	0.664	lið
authority	trust	0.664	heimild
heroic	trust	0.664	hetjulegur
reliance	trust	0.664	traust
expert	trust	0.664	sérfræðingur
communicate	trust	0.664	samskipti
spiritual	trust	0.664	andlegt
impeccable	trust	0.664	óaðfinnanlegur
specialist	trust	0.664	sérfræðing
affirmatively	trust	0.664	játandi
proficient	trust	0.664	vandvirkur
fulfillment	trust	0.664	uppfyllingu
advocate	trust	0.664	málsvari
disciple	trust	0.664	lærisveinn
attestation	trust	0.664	vottun
merit	trust	0.664	verðleika
supporting	trust	0.664	styðja
ambassador	trust	0.664	sendiherra
guidebook	trust	0.664	leiðarbók
accept	trust	0.664	taka
strengthening	trust	0.661	styrking
holiness	trust	0.656	heilagleika
facts	trust	0.656	staðreyndir
warranty	trust	0.656	ábyrgð
strength	trust	0.656	styrkur
relationship	trust	0.656	samband
defended	trust	0.656	varði
constancy	trust	0.656	stöðugleika
favorable	trust	0.656	hagstæð
gentleman	trust	0.656	herramaður
counsel	trust	0.656	ráðh
scientific	trust	0.656	vísindaleg
structure	trust	0.656	uppbyggingu
elder	trust	0.656	eldri
excellent	trust	0.656	Æðislegt
achieve	trust	0.656	afreka
steadfast	trust	0.656	staðfastur
familiar	trust	0.656	kunnuglegt
proficiency	trust	0.656	kunnáttu
supports	trust	0.656	trúir
counselor	trust	0.648	ráðgjafi
lovable	trust	0.648	elskulegur
advisable	trust	0.648	ráðlegt
agreed	trust	0.648	samþykkt
heroism	trust	0.648	hetjudáð
rely	trust	0.648	treysta
uphold	trust	0.648	halda uppi
brother	trust	0.648	bróðir
matrimony	trust	0.648	hjónaband
assuredly	trust	0.648	örugglega
peaceful	trust	0.648	friðsælt
saint	trust	0.648	dýrlingur
unconditionally	trust	0.648	samþykkir
solidarity	trust	0.648	samstöðu
accepts	trust	0.648	styður
inspiration	trust	0.648	innblástur
noble	trust	0.648	göfugt
successful	trust	0.648	farsælt
harmony	trust	0.648	sátt
protective	trust	0.648	verndandi
competency	trust	0.648	hæfni
comrade	trust	0.648	félagi
academic	trust	0.648	fræðileg
assist	trust	0.648	aðstoða
worthy	trust	0.643	verðugt
benefactor	trust	0.641	velgjörðarmaður
credence	trust	0.641	trúverðugleika
confidence	trust	0.641	sjálfstraust
relationships	trust	0.641	skilyrðislaust
ordained	trust	0.641	vígður
legal	trust	0.641	löglegt
champion	trust	0.641	meistari
lawful	trust	0.641	lögmæt
durability	trust	0.641	endingu
judiciary	trust	0.641	dómsvald
doctor	trust	0.641	lækni
loving	trust	0.641	elskandi
assure	trust	0.641	tryggja
establish	trust	0.641	koma á fót
mamma	trust	0.641	mamma
kind	trust	0.641	góður
unity	trust	0.641	einingu
conscientious	trust	0.641	samviskusamur
real	trust	0.641	alvöru
coexist	trust	0.641	búa saman
leading	trust	0.641	leiðandi
teacher	trust	0.641	kennari
intimate	trust	0.634	náinn
brotherly	trust	0.633	bróðurlega
physician	trust	0.633	læknir
judicial	trust	0.633	dómstóla
saintly	trust	0.633	heilagur
aspiration	trust	0.633	von
conscience	trust	0.633	samviska
therapeutic	trust	0.633	meðferðarlegt
fidelity	trust	0.633	trúmennsku
soundness	trust	0.633	hollustu
important	trust	0.633	mikilvægt
homage	trust	0.633	virðing
legitimacy	trust	0.633	lögmæti
fortitude	trust	0.633	æðruleysi
deepest	trust	0.633	samböndum
approved	trust	0.633	samþykkt
courageous	trust	0.633	hugrökk
devotional	trust	0.633	guðrækni
endorse	trust	0.633	samþykkja
backbone	trust	0.633	burðarás
authorize	trust	0.633	heimila
practiced	trust	0.633	æft
sanctification	trust	0.633	helgun
hopeful	trust	0.633	vongóð
convincing	trust	0.633	sannfærandi
bless	trust	0.633	blessi
angel	trust	0.625	engill
authorization	trust	0.625	heimild
assured	trust	0.625	tryggt
purify	trust	0.625	hreinsa
caretaker	trust	0.625	húsvörður
regard	trust	0.625	tillitssemi
profound	trust	0.625	djúpstæð
achievement	trust	0.625	afrek
evident	trust	0.625	augljóst
positivity	trust	0.625	jákvæðni
communication	trust	0.625	samskipti
professorship	trust	0.625	prófessorsstöðu
blessing	trust	0.625	blessun
beliefs	trust	0.625	dýpsta
encourage	trust	0.625	hvetja til
fireman	trust	0.625	slökkviliðsmaður
majestic	trust	0.625	tignarlegur
civilized	trust	0.625	siðmenntaður
certify	trust	0.625	votta
wonderful	trust	0.625	dásamlegt
engaged	trust	0.625	trúlofaður
accurate	trust	0.625	nákvæm
approvement	trust	0.617	samþykki
optimism	trust	0.617	bjartsýni
planning	trust	0.617	skipulagningu
believer	trust	0.617	trúaður
advice	trust	0.617	ráðh
commend	trust	0.617	hrósa
gospel	trust	0.617	fagnaðarerindi
objective	trust	0.617	hlutlæg
rational	trust	0.617	skynsamlegt
cherish	trust	0.617	þykja vænt um
constantly	trust	0.617	stöðugt
haven	trust	0.617	griðastaður
fundamental	trust	0.617	grundvallaratriði
bedrock	trust	0.617	berggrunnur
accord	trust	0.617	samkomulagi
triumphant	trust	0.617	sigursæll
surety	trust	0.617	sjálfskuldarábyrgð
testament	trust	0.617	testamenti
absolution	trust	0.617	aflausn
truce	trust	0.617	vopnahlé
reassure	trust	0.617	fullvissa
appreciation	trust	0.617	þakklæti
qualities	trust	0.617	eiginleika
passionate	trust	0.617	ástríðufullur
good	trust	0.617	góður
unimpeachable	trust	0.617	óviðeigandi
corroborate	trust	0.617	staðfesta
thoughtful	trust	0.617	hugsi
heroine	trust	0.617	kvenhetja
teach	trust	0.617	kenna
god	trust	0.617	guð
attentive	trust	0.617	gaumgæfilega
scripture	trust	0.609	ritning
civilization	trust	0.609	siðmenningu
magnificence	trust	0.609	mikilfengleika
recommend	trust	0.609	Mælt með
progression	trust	0.609	framvindu
steward	trust	0.609	ráðsmaður
purification	trust	0.609	hreinsun
patron	trust	0.609	verndari
praiseworthy	trust	0.609	lofsvert
heal	trust	0.609	lækna
considerate	trust	0.609	tillitssamur
blessings	trust	0.609	blessanir
mediator	trust	0.609	sáttasemjari
babysitter	trust	0.609	barnapía
notary	trust	0.609	lögbókanda
awareness	trust	0.609	meðvitund
vetted	trust	0.609	viðhorf
excel	trust	0.609	excel
happy	trust	0.609	ánægður
praise	trust	0.609	lof
brilliant	trust	0.609	ljómandi
liking	trust	0.609	líkar við
definitive	trust	0.609	endanlegt
comfort	trust	0.609	þægindi
officer	trust	0.609	liðsforingi
peace	trust	0.602	friður
serenity	trust	0.602	æðruleysi
unquestionable	trust	0.602	ótvíræða
embrace	trust	0.602	faðma
identify	trust	0.602	auðkenna
inspired	trust	0.602	innblástur
steady	trust	0.602	stöðugt
nun	trust	0.602	nunna
guarded	trust	0.602	vörður
symmetry	trust	0.602	samhverfu
mainstay	trust	0.602	grunnstoð
fulfill	trust	0.602	uppfylla
humility	trust	0.602	auðmýkt
helpful	trust	0.602	hjálpsamur
transcendence	trust	0.602	yfirgengi
unconditional	trust	0.602	skilyrðislaus
brave	trust	0.602	hugrakkur
brighten	trust	0.602	bjartari
experienced	trust	0.602	reyndur
enlightenment	trust	0.602	uppljómun
sympathetic	trust	0.602	samúðarfullur
witness	trust	0.602	vitni
vigilant	trust	0.594	vakandi
ministry	trust	0.594	ráðuneyti
admiral	trust	0.594	aðmíráls
vigilance	trust	0.594	árvekni
depend	trust	0.594	háð
generosity	trust	0.594	gjafmildi
befriend	trust	0.594	vingast við
complimentary	trust	0.594	ókeypis
assessment	trust	0.594	mat
fairly	trust	0.594	sæmilega
enlighten	trust	0.594	upplýsa
strengthen	trust	0.594	styrkja
nurse	trust	0.594	hjúkrunarfræðingi
endowment	trust	0.594	styrki
visionary	trust	0.594	hugsjónamaður
praised	trust	0.594	lofað
eminence	trust	0.594	tign
marry	trust	0.594	giftast
generous	trust	0.594	gjafmildur
gratitude	trust	0.594	þakklæti
sage	trust	0.594	spekingur
tranquility	trust	0.594	ró
openly	trust	0.594	opinskátt
grant	trust	0.594	styrk
spouse	trust	0.594	maka
philanthropic	trust	0.594	góðgerðarstarfsemi
regent	trust	0.594	ríkisstjóri
substantiate	trust	0.594	rökstyðja
commendation	trust	0.594	hrós
council	trust	0.594	ráði
efficient	trust	0.594	skilvirkur
sweetheart	trust	0.589	elskan
bylaw	trust	0.586	samþykkt
magnificent	trust	0.586	stórkostlegt
designation	trust	0.586	tilnefningu
godly	trust	0.586	guðlega
seniority	trust	0.586	starfsaldur
conservation	trust	0.586	náttúruvernd
educational	trust	0.586	Lærdómsríkt
rooted	trust	0.586	rætur
inheritance	trust	0.586	arfleifð
diplomacy	trust	0.586	erindrekstri
mate	trust	0.586	félagi
convince	trust	0.586	sannfæra
unfailing	trust	0.586	óbilandi
share	trust	0.586	deila
monk	trust	0.586	munkur
constitutional	trust	0.586	stjórnarskrárbundið
lovely	trust	0.586	yndisleg
compliance	trust	0.586	samræmi
attest	trust	0.586	votta
victory	trust	0.586	sigur
serene	trust	0.586	kyrrlátur
checklist	trust	0.586	tékklisti
husbandry	trust	0.586	búskap
enjoying	trust	0.586	njóta
revere	trust	0.586	virða
tribe	trust	0.586	ættbálkur
meritorious	trust	0.586	verðugur
joyful	trust	0.586	glaður
delegate	trust	0.586	fulltrúa
helper	trust	0.586	aðstoðarmaður
angelic	trust	0.586	engla
ambition	trust	0.586	metnað
father	trust	0.586	föður
acclaim	trust	0.586	lof
testimony	trust	0.586	vitnisburður
collectively	trust	0.586	sameiginlega
sobriety	trust	0.586	edrú
prestige	trust	0.586	virðingu
firmness	trust	0.586	festu
structural	trust	0.578	burðarvirki
impartiality	trust	0.578	óhlutdrægni
navigator	trust	0.578	stýrimaður
judge	trust	0.578	dómara
shelter	trust	0.578	skjól
coexisting	trust	0.578	sambúð
unquestioned	trust	0.578	óumdeilt
careful	trust	0.578	varkár
obey	trust	0.578	hlýða
professor	trust	0.578	prófessor
convinced	trust	0.578	sannfærður
communion	trust	0.578	samfélag
cheerfulness	trust	0.578	glaðværð
inviting	trust	0.578	bjóðandi
irrefutable	trust	0.578	óhrekjanlegt
commandant	trust	0.578	yfirmaður
smile	trust	0.578	brosa
authoritative	trust	0.578	opinber
philanthropist	trust	0.578	mannvinur
legalized	trust	0.578	lögfest
adore	trust	0.578	dýrka
upright	trust	0.578	upprétt
revival	trust	0.578	vakning
dutiful	trust	0.578	skyldurækinn
watchdog	trust	0.578	varðhundur
apostle	trust	0.570	postuli
volunteers	trust	0.570	sjálfboðaliðar
immaculate	trust	0.570	flekklaus
adhering	trust	0.570	viðloðandi
unquestionably	trust	0.570	tvímælalaust
advise	trust	0.570	ráðleggja
punctual	trust	0.570	stundvís
consult	trust	0.570	samráð
ordinance	trust	0.570	reglugerð
complement	trust	0.570	viðbót
modest	trust	0.570	hóflega
everlasting	trust	0.570	ævarandi
compass	trust	0.570	áttavita
heavenly	trust	0.570	himneskt
determinate	trust	0.570	ákveðinn
counsellor	trust	0.570	ráðgjafi
abundance	trust	0.570	gnægð
guide	trust	0.570	leiðarvísir
earned	trust	0.570	athugað
pedigree	trust	0.570	ættbók
relative	trust	0.570	ættingi
principal	trust	0.570	skólastjóri
plausible	trust	0.570	mögulegt
collaborator	trust	0.570	samstarfsmaður
connective	trust	0.570	tengi
corroboration	trust	0.570	staðfestingu
insure	trust	0.570	tryggja
pilot	trust	0.570	flugmaður
unequivocal	trust	0.570	ótvírætt
matron	trust	0.570	húsfreyja
cuddle	trust	0.570	kúra
measured	trust	0.570	mælt
fort	trust	0.562	virki
treasurer	trust	0.562	gjaldkeri
apostolic	trust	0.562	postullegur
save	trust	0.562	vista
frankness	trust	0.562	hreinskilni
insight	trust	0.562	innsýn
admit	trust	0.562	viðurkenna
earn	trust	0.562	vinna sér inn
remarkable	trust	0.562	merkilegt
strong	trust	0.562	sterkur
content	trust	0.562	efni
vitality	trust	0.562	lífsþrótt
prize	trust	0.562	Verð
vigorous	trust	0.562	kraftmikill
congregation	trust	0.562	söfnuði
uplift	trust	0.562	upplyfting
spotless	trust	0.562	flekklaus
devout	trust	0.562	trúrækinn
soothing	trust	0.562	róandi
miracle	trust	0.562	kraftaverk
cohesion	trust	0.562	samheldni
lovemaking	trust	0.562	njóta ásta
curable	trust	0.562	læknanlegur
pleasant	trust	0.562	notalegt
jury	trust	0.562	kviðdómur
pertinent	trust	0.562	viðeigandi
succeeding	trust	0.562	heppnast
concordance	trust	0.562	samræmi
jurist	trust	0.562	lögfræðingur
applaud	trust	0.562	klappa
ordination	trust	0.562	vígslu
compensate	trust	0.562	bæta
patience	trust	0.555	þolinmæði
mediate	trust	0.555	miðla málum
coach	trust	0.555	þjálfara
illumination	trust	0.555	lýsingu
cultivate	trust	0.555	rækta
providing	trust	0.555	veita
precedence	trust	0.555	forgang
exalt	trust	0.555	upphefja
succeed	trust	0.555	takast
inclusion	trust	0.555	þátttöku
meditate	trust	0.555	hugleiða
coalesce	trust	0.555	renna saman
betrothed	trust	0.555	unnusti
midwife	trust	0.555	ljósmóður
veteran	trust	0.555	öldungur
destined	trust	0.555	örlög
auditor	trust	0.555	endurskoðanda
privacy	trust	0.555	næði
restorative	trust	0.555	endurnærandi
influential	trust	0.555	áhrifamikill
impartial	trust	0.555	hlutlaus
discretion	trust	0.555	geðþótta
foresight	trust	0.555	framsýni
congruence	trust	0.555	samsvörun
worship	trust	0.555	tilbeiðslu
constant	trust	0.555	fastur
reunion	trust	0.555	endurfundi
intuition	trust	0.555	innsæi
reconciliation	trust	0.555	sátt
ambulance	trust	0.555	sjúkrabíll
defender	trust	0.555	varnarmaður
greatness	trust	0.555	mikilmennsku
buddy	trust	0.555	félagi
vote	trust	0.555	kjósa
physicist	trust	0.555	eðlisfræðingur
prophet	trust	0.555	spámaður
prevalent	trust	0.547	ríkjandi
eyewitness	trust	0.547	sjónarvottur
durable	trust	0.547	varanlegur
prudent	trust	0.547	skynsamur
securities	trust	0.547	verðbréf
salvation	trust	0.547	hjálpræði
govern	trust	0.547	stjórna
law	trust	0.547	lögum
