English Word	Emotion	Emotion-Intensity-Score	Serbian Word
resign	sadness	0.484	поднети оставку
frailty	sadness	0.484	крхкост
weariness	sadness	0.484	умор
coward	sadness	0.484	кукавица
worn	sadness	0.484	ношен
wrongful	sadness	0.484	неправедно
moan	sadness	0.484	стењати
beg	sadness	0.484	молити
infectious	sadness	0.483	заразна
dishonest	sadness	0.482	непоштен
decay	sadness	0.482	пропадање
dissolution	sadness	0.480	распуштање
lowest	sadness	0.478	најниже
unhealthy	sadness	0.474	нездраво
irritation	sadness	0.470	иритација
sedition	sadness	0.469	побуна
penalty	sadness	0.469	казна
expulsion	sadness	0.469	протеривање
ail	sadness	0.469	аил
disapproval	sadness	0.469	неодобравање
collusion	sadness	0.469	дослух
dashed	sadness	0.469	испрекидана
criticize	sadness	0.469	критиковати
vulnerability	sadness	0.469	рањивост
pernicious	sadness	0.469	погубан
fallout	sadness	0.469	испасти
conflict	sadness	0.469	сукоба
illegal	sadness	0.469	незаконито
unfavorable	sadness	0.469	неповољан
collapse	sadness	0.469	колапс
moody	sadness	0.469	ћудљив
segregate	sadness	0.469	сегрегирати
frustrate	sadness	0.469	фрустрирати
recidivism	sadness	0.469	рецидивизам
penal	sadness	0.469	пенал
leftout	sadness	0.469	изостављен
perversion	sadness	0.469	изопаченост
measles	sadness	0.469	морбила
uncaring	sadness	0.469	безбрижан
domination	sadness	0.469	доминација
unfortunate	sadness	0.469	несрећни
convict	sadness	0.469	осуђеник
uneasiness	sadness	0.469	нелагодност
frayed	sadness	0.467	похабан
infamy	sadness	0.464	срамота
plunder	sadness	0.461	пљачкати
depreciated	sadness	0.460	амортизовано
wane	sadness	0.456	ване
badly	sadness	0.455	лоше
unlawful	sadness	0.455	незаконито
tribulation	sadness	0.453	невоља
gone	sadness	0.453	отишла
surrender	sadness	0.453	предаја
discriminate	sadness	0.453	дискриминисати
refugee	sadness	0.453	избеглица
memorials	sadness	0.453	спомен обележја
inhospitable	sadness	0.453	негостољубив
criticise	sadness	0.453	критиковати
frown	sadness	0.453	намрштити се
perplexity	sadness	0.453	збуњеност
disapprove	sadness	0.453	не одобравам
upheaval	sadness	0.453	преокрет
wreck	sadness	0.453	олупина
confiscate	sadness	0.453	конфискују
secluded	sadness	0.453	повучено
invade	sadness	0.453	упадати
inability	sadness	0.453	неспособност
avalanche	sadness	0.453	лавина
fell	sadness	0.453	пао
scarcity	sadness	0.453	оскудица
doldrums	sadness	0.453	застоја
vulgarity	sadness	0.453	вулгарност
bittersweet	sadness	0.453	горко-слатко
foreclose	sadness	0.453	одузети
revolver	sadness	0.453	револвер
worse	sadness	0.453	горе
wrongly	sadness	0.453	погрешно
despotism	sadness	0.453	деспотизам
lowly	sadness	0.448	ниско
guillotine	sadness	0.446	гиљотина
lone	sadness	0.446	усамљен
encumbrance	sadness	0.441	оптерећење
annulment	sadness	0.440	поништење
delirious	sadness	0.439	делириоус
badday	sadness	0.439	лош дан
confinement	sadness	0.439	затварање
bummer	sadness	0.439	буммер
disagreement	sadness	0.438	неслагање
emotional	sadness	0.438	емоционалне
lethargy	sadness	0.438	летаргија
paucity	sadness	0.438	оскудност
sympathize	sadness	0.438	саосећати
apathetic	sadness	0.438	апатичан
forbid	sadness	0.438	забранити
stigma	sadness	0.438	предрасуда
departure	sadness	0.438	одлазак
underpaid	sadness	0.438	недовољно плаћен
appendicitis	sadness	0.438	упала слепог црева
futile	sadness	0.438	узалудан
imprudent	sadness	0.438	неразборит
unattainable	sadness	0.438	недостижна
pensive	sadness	0.438	замишљен
ghetto	sadness	0.438	гето
farewell	sadness	0.438	збогом
cancellation	sadness	0.438	отказивање
problem	sadness	0.438	проблем
disapproving	sadness	0.438	неодобравајући
absent	sadness	0.438	одсутан
animosity	sadness	0.438	анимозитет
disconnected	sadness	0.438	искључен
detainee	sadness	0.438	притвореник
bum	sadness	0.438	скитница
diminish	sadness	0.438	умањити
insolvency	sadness	0.438	неликвидност
lunacy	sadness	0.438	лудило
rejects	sadness	0.438	одбија
indigent	sadness	0.438	сиромашан
disapproved	sadness	0.438	неодобрено
darkened	sadness	0.438	потамнело
insignificant	sadness	0.438	безначајан
dislocated	sadness	0.438	дислоциран
fugitive	sadness	0.438	бегунац
abscess	sadness	0.438	апсцес
blues	sadness	0.438	блуес
coercion	sadness	0.438	принуда
restriction	sadness	0.438	ограничење
deflate	sadness	0.438	испухати
bothering	sadness	0.435	сметајући
disqualified	sadness	0.435	дисквалификован
tripping	sadness	0.429	саплитање
sunk	sadness	0.426	потонуо
draining	sadness	0.424	одводњавање
retribution	sadness	0.424	одмазда
varicella	sadness	0.424	варичела
lastday	sadness	0.424	Последњи дан
haunted	sadness	0.422	уклет
cutting	sadness	0.422	сечење
cyst	sadness	0.422	циста
neuralgia	sadness	0.422	неуралгија
wrongdoing	sadness	0.422	неправде
thief	sadness	0.422	лопов
dispassionate	sadness	0.422	непристрасан
beggar	sadness	0.422	просјак
unwelcome	sadness	0.422	непожељан
rip	sadness	0.422	Почивај у миру
deviation	sadness	0.422	одступање
jarring	sadness	0.422	јарринг
unequal	sadness	0.422	неједнаки
cardiomyopathy	sadness	0.422	кардиомиопатија
bad	sadness	0.422	лоше
scarce	sadness	0.422	оскудна
insolvent	sadness	0.422	несолвентан
falling	sadness	0.422	падајући
handicap	sadness	0.422	хендикеп
difficulties	sadness	0.421	тешкоће
invader	sadness	0.420	освајач
drab	sadness	0.420	сива
fall	sadness	0.418	пасти
illegitimate	sadness	0.416	нелегитимни
expel	sadness	0.414	избацити
meaningless	sadness	0.409	бесмислено
darkness	sadness	0.409	мрак
syncope	sadness	0.407	синкопа
wildfire	sadness	0.406	Пожар
enmity	sadness	0.406	непријатељство
feudalism	sadness	0.406	феудализам
obnoxious	sadness	0.406	одвратан
subjected	sadness	0.406	подвргнути
confine	sadness	0.406	ограничити
fury	sadness	0.406	бес
bitch	sadness	0.406	кучко
darken	sadness	0.406	потамнити
precarious	sadness	0.406	несигуран
hoax	sadness	0.406	обмана
fault	sadness	0.406	грешка
fatigued	sadness	0.406	уморан
stroke	sadness	0.406	удар
unsatisfied	sadness	0.405	незадовољан
spank	sadness	0.403	спанк
sigh	sadness	0.402	уздахнути
deluge	sadness	0.402	потоп
spinster	sadness	0.400	усидјелица
blue	sadness	0.400	Плави
owing	sadness	0.398	дугујући
needalife	sadness	0.398	неедалифе
pointless	sadness	0.394	бесмислен
embarrass	sadness	0.394	осрамотити
pitfall	sadness	0.394	замка
seriousness	sadness	0.394	озбиљност
refused	sadness	0.391	одбила
cage	sadness	0.391	кавез
noose	sadness	0.391	омча
punch	sadness	0.391	пунцх
stretcher	sadness	0.391	носила
monsoon	sadness	0.391	монсунски
condescension	sadness	0.391	снисходљивост
reproach	sadness	0.391	прекор
trickery	sadness	0.391	лукавство
rue	sadness	0.391	руе
inefficient	sadness	0.391	неефикасна
dwarfed	sadness	0.391	патуљасти
ravenous	sadness	0.391	халапљив
feeble	sadness	0.391	слабашан
ineptitude	sadness	0.391	неспособност
ifonly	sadness	0.391	само ако
brute	sadness	0.391	бруте
exhausted	sadness	0.391	исцрпљен
daemon	sadness	0.391	демон
debt	sadness	0.391	дуг
banshee	sadness	0.391	бансхее
coldness	sadness	0.391	хладноћа
insulting	sadness	0.391	увреда
subvert	sadness	0.384	подмећу
jealousy	sadness	0.382	љубомора
struggle	sadness	0.379	борити се
miss	sadness	0.379	Госпођица
geriatric	sadness	0.379	геријатријски
inexcusable	sadness	0.379	неопростиво
ashes	sadness	0.377	пепео
entangled	sadness	0.377	уплетен
descent	sadness	0.377	силазак
funk	sadness	0.375	функ
wasting	sadness	0.375	трошење
overcast	sadness	0.375	облачно
exhaustion	sadness	0.375	исцрпљеност
inferior	sadness	0.375	инфериоран
disqualify	sadness	0.375	дисквалификовати
sympathy	sadness	0.375	симпатија
prostitution	sadness	0.375	проституција
dispel	sadness	0.375	распршити
slump	sadness	0.375	падати
scar	sadness	0.375	ожиљак
goodbye	sadness	0.375	збогом
landslide	sadness	0.375	клизиште
inconsiderate	sadness	0.375	безобзиран
parting	sadness	0.375	растанак
blackness	sadness	0.375	црнило
murky	sadness	0.375	мутно
noncompliance	sadness	0.375	неусаглашеност
sucks	sadness	0.375	срање
withdraw	sadness	0.375	повући
rabid	sadness	0.375	бесни
oust	sadness	0.375	избацити
unattractive	sadness	0.373	непривлачан
delay	sadness	0.373	кашњење
apologize	sadness	0.370	извинити се
crazy	sadness	0.368	луда
bastard	sadness	0.366	копиле
deteriorated	sadness	0.365	погоршала
inter	sadness	0.364	између
empty	sadness	0.364	празан
mocking	sadness	0.363	подругљив
adder	sadness	0.361	гуја
misunderstanding	sadness	0.359	неспоразума
fuss	sadness	0.359	фусс
plaintive	sadness	0.359	жалосни
servile	sadness	0.359	слугански
obesity	sadness	0.359	гојазност
disconnect	sadness	0.359	прекинути везу
tremor	sadness	0.359	тремор
flounder	sadness	0.359	иверак
defendant	sadness	0.359	окривљени
unable	sadness	0.359	неспособан
fainting	sadness	0.359	несвестица
unemployed	sadness	0.359	незапослени
hunter	sadness	0.359	ловац
idiocy	sadness	0.359	идиотизам
corse	sadness	0.359	цорсе
inefficiency	sadness	0.359	неефикасност
lockup	sadness	0.359	закључати
consecration	sadness	0.359	освећење
unsuccessful	sadness	0.359	неуспешно
arraignment	sadness	0.359	арраигнмент
fruitless	sadness	0.359	бесплодно
numbness	sadness	0.359	утрнулост
affront	sadness	0.359	увреде
hindering	sadness	0.359	ометајући
austere	sadness	0.359	строг
unpopular	sadness	0.359	непопуларно
perpetrator	sadness	0.359	извршилац
wrangling	sadness	0.359	свађање
taunt	sadness	0.359	ругати се
doubt	sadness	0.359	сумња
unrest	sadness	0.351	немири
intervention	sadness	0.348	интервенција
wimpy	sadness	0.348	вимпи
spoiler	sadness	0.348	спојлер
waste	sadness	0.348	губљење
absentee	sadness	0.348	одсутан
flaw	sadness	0.347	мана
litigate	sadness	0.344	парничити се
blindly	sadness	0.344	слепо
militia	sadness	0.344	милиција
lawsuit	sadness	0.344	тужба
uninvited	sadness	0.344	непозван
uninspired	sadness	0.344	ненадахнуто
furrow	sadness	0.344	бразда
cumbersome	sadness	0.344	гломазан
specter	sadness	0.344	авет
desert	sadness	0.344	пустиња
lagging	sadness	0.344	заостајање
attenuation	sadness	0.344	слабљење
forfeit	sadness	0.344	губити
plea	sadness	0.344	изјашњавање о кривици
thrash	sadness	0.344	тхрасх
resigned	sadness	0.344	поднео оставку
detention	sadness	0.344	притвора
surgery	sadness	0.344	хирургија
intercede	sadness	0.344	посредовати
stained	sadness	0.344	умрљано
unaccountable	sadness	0.339	неурачунљив
myopia	sadness	0.339	миопија
mishap	sadness	0.338	незгода
probation	sadness	0.336	условно
severance	sadness	0.333	отпремнина
disagreeing	sadness	0.333	неслагање
unacknowledged	sadness	0.328	непризнати
dependence	sadness	0.328	зависност
unacceptable	sadness	0.328	неприхватљиво
leave	sadness	0.328	оставити
bondage	sadness	0.328	ропство
bacteria	sadness	0.328	бактерије
sterile	sadness	0.328	стерилна
adrift	sadness	0.328	лебдећи
endless	sadness	0.328	бескрајна
incompetent	sadness	0.328	неспособан
soreness	sadness	0.328	болност
nether	sadness	0.328	нетхер
nepotism	sadness	0.328	непотизам
squall	sadness	0.328	скуалл
disallowed	sadness	0.328	недозвољено
scold	sadness	0.327	грдити
flaccid	sadness	0.324	млитав
hobo	sadness	0.323	скитница
fragile	sadness	0.319	крхак
stingy	sadness	0.319	шкрт
sue	sadness	0.318	тужити
scarcely	sadness	0.318	једва
mistake	sadness	0.312	грешка
committal	sadness	0.312	приврженост
nonsensical	sadness	0.312	бесмислено
inhibit	sadness	0.312	инхибирати
skid	sadness	0.312	клизати
wan	sadness	0.312	ван
defy	sadness	0.312	пркосити
fatty	sadness	0.312	масна
clouded	sadness	0.312	замагљено
ulcer	sadness	0.312	чир
nostalgia	sadness	0.312	носталгија
evanescence	sadness	0.312	еванесценција
hamstring	sadness	0.312	тетиве кољена
thresh	sadness	0.312	млатити
conceal	sadness	0.311	сакрити
blemish	sadness	0.310	мана
resisting	sadness	0.309	опирући се
sympathetic	sadness	0.307	симпатичан
bugaboo	sadness	0.304	бугабоо
opium	sadness	0.303	опијум
confess	sadness	0.303	исповедати се
alas	sadness	0.302	авај
mislead	sadness	0.297	завести
suppress	sadness	0.297	потиснути
inappropriate	sadness	0.297	неприкладан
discontinuity	sadness	0.297	дисконтинуитет
wrinkled	sadness	0.297	наборана
dull	sadness	0.297	досадан
weak	sadness	0.297	слаб
halting	sadness	0.297	заустављање
incompatible	sadness	0.297	неспојиво
migraine	sadness	0.297	мигрена
subsidence	sadness	0.297	слегање
setback	sadness	0.297	препрека
toocold	sadness	0.297	сувише хладно
incase	sadness	0.297	у случају
hermit	sadness	0.296	Пустиња
moving	sadness	0.295	креће се
shrink	sadness	0.295	скупља
shiver	sadness	0.291	дрхтати
constraint	sadness	0.288	ограничење
unimportant	sadness	0.288	неважно
tramp	sadness	0.288	скитница
rubble	sadness	0.282	крш
down	sadness	0.281	доле
taint	sadness	0.281	мрљати
flop	sadness	0.281	флоп
wearily	sadness	0.281	уморно
overdue	sadness	0.281	истекао
excluding	sadness	0.281	искључујући
confession	sadness	0.281	исповест
grey	sadness	0.281	сива
senseless	sadness	0.281	бесмислено
unseat	sadness	0.281	унсеат
remove	sadness	0.281	уклонити
revoke	sadness	0.281	опозвати
shortage	sadness	0.281	несташица
apathy	sadness	0.281	апатија
adverse	sadness	0.281	штетан
negro	sadness	0.281	црнац
timid	sadness	0.281	плашљив
flinch	sadness	0.281	лецнути се
scrapie	sadness	0.281	сцрапие
grumpy	sadness	0.281	мрзовољан
knell	sadness	0.275	клецати
throb	sadness	0.273	лупати
confusion	sadness	0.273	забуна
soldier	sadness	0.273	војник
jurisprudence	sadness	0.273	право
humbled	sadness	0.273	понизио
gray	sadness	0.269	сива
lax	sadness	0.266	опуштен
mixedemotions	sadness	0.266	помешане емоције
obstacle	sadness	0.266	препрека
slur	sadness	0.266	увреда
unrealistic	sadness	0.266	нереално
drifted	sadness	0.266	залутао
leaving	sadness	0.266	одлазећи
shack	sadness	0.266	схацк
eternity	sadness	0.266	вечност
remiss	sadness	0.266	ремисс
inconvenient	sadness	0.263	незгодно
restrict	sadness	0.259	ограничити
misrepresentation	sadness	0.259	лажно представљање
stagnant	sadness	0.259	стагнирајући
disservice	sadness	0.258	медвеђу услугу
wilderness	sadness	0.255	дивљина
nosun	sadness	0.255	носун
backwater	sadness	0.255	рукавац
tempest	sadness	0.250	олуја
pine	sadness	0.250	Бор
humbug	sadness	0.250	хумбуг
bang	sadness	0.250	банг
speculation	sadness	0.250	спекулација
labored	sadness	0.250	трудио се
incomplete	sadness	0.250	непотпун
gullible	sadness	0.250	лаковеран
undying	sadness	0.250	бесконачан
anchorage	sadness	0.250	сидриште
unexplained	sadness	0.250	необјашњиво
error	sadness	0.250	грешка
wasteful	sadness	0.250	расипнички
communism	sadness	0.250	комунизам
uneducated	sadness	0.250	необразован
melodrama	sadness	0.242	мелодрама
demonstrative	sadness	0.242	демонстративна
rainyday	sadness	0.242	Кишни дан
necessity	sadness	0.236	нужност
boredom	sadness	0.235	досада
foggy	sadness	0.234	магловито
sentence	sadness	0.234	реченица
misty	sadness	0.234	магловит
cancel	sadness	0.234	поништити, отказати
void	sadness	0.234	празнина
cloudy	sadness	0.234	облачно
blockade	sadness	0.234	блокада
pale	sadness	0.234	Блед
trash	sadness	0.234	смеће
uninteresting	sadness	0.234	незанимљиво
hollow	sadness	0.234	шупље
healing	sadness	0.234	исцељење
depart	sadness	0.234	отпутовати
burke	sadness	0.234	бурке
warp	sadness	0.234	варп
case	sadness	0.228	случај
rainy	sadness	0.227	кишовито
uninterested	sadness	0.223	незаинтересовано
onerous	sadness	0.223	оптерећујући
bottom	sadness	0.223	дно
fasting	sadness	0.220	пост
boooo	sadness	0.219	боооо
dole	sadness	0.219	доле
pious	sadness	0.219	побожан
indifference	sadness	0.219	равнодушност
coping	sadness	0.219	сналажење
discolored	sadness	0.219	обезбојен
thirst	sadness	0.219	жеђ
blunder	sadness	0.219	грешка
cocaine	sadness	0.218	кокаин
tough	sadness	0.212	тврд
revolution	sadness	0.203	револуција
hoary	sadness	0.203	сивкаст
chilly	sadness	0.203	цхилли
sluggish	sadness	0.203	тром
yucky	sadness	0.203	иуцки
fat	sadness	0.203	дебео
lower	sadness	0.203	ниже
sprain	sadness	0.203	угануће
chargeable	sadness	0.203	наплативо
arid	sadness	0.203	арид
wanting	sadness	0.202	желећи
progression	sadness	0.201	напредовање
closure	sadness	0.195	затварање
unbeaten	sadness	0.193	непоражен
rack	sadness	0.188	рацк
halter	sadness	0.188	улар
rumor	sadness	0.188	гласина
tease	sadness	0.188	задиркивати
invalid	sadness	0.188	неважећим
cataract	sadness	0.188	катаракта
meh	sadness	0.188	мех
heartfelt	sadness	0.188	од срца
retirement	sadness	0.188	одлазак у пензију
splitting	sadness	0.188	цепање
interrupted	sadness	0.188	прекинут
oddity	sadness	0.188	необичност
cold	sadness	0.188	хладно
veal	sadness	0.188	телетина
concerned	sadness	0.184	забринути
sarcasm	sadness	0.181	сарказам
strip	sadness	0.179	трака
divided	sadness	0.172	подељено
feeling	sadness	0.172	Осећај
overload	sadness	0.172	преоптерећење
sap	sadness	0.172	биљни сок
memories	sadness	0.172	успомене
esteem	sadness	0.172	поштовање
cupping	sadness	0.172	цуппинг
eschew	sadness	0.172	есцхев
destination	sadness	0.170	одредиште
nosnow	sadness	0.169	носнов
limited	sadness	0.167	ограничен
rain	sadness	0.163	киша
willful	sadness	0.160	својевољно
untitled	sadness	0.157	без наслова
stint	sadness	0.156	стинт
cross	sadness	0.156	крст
weeds	sadness	0.156	коров
pare	sadness	0.155	паре
snort	sadness	0.154	фркнути
procession	sadness	0.152	поворка
inconsequential	sadness	0.152	безначајан
tax	sadness	0.142	порез
emo	sadness	0.141	емо
tolerate	sadness	0.141	толерисати
mug	sadness	0.141	шоља
overpriced	sadness	0.141	прескупо
weight	sadness	0.141	тежина
touchy	sadness	0.140	додирљив
kennel	sadness	0.130	одгајивачница
grounded	sadness	0.130	утемељено
unpaid	sadness	0.125	неплаћени
socialist	sadness	0.125	социјалистички
meek	sadness	0.125	кротак
clouds	sadness	0.125	облаци
margin	sadness	0.125	маргина
theocratic	sadness	0.125	теократски
stillness	sadness	0.125	мировање
sisterhood	sadness	0.125	сестринство
terrific	sadness	0.125	сјајан
commemorate	sadness	0.125	одати поцаст
late	sadness	0.125	касно
default	sadness	0.121	Уобичајено
lace	sadness	0.118	чипка
unpublished	sadness	0.116	необјављено
interested	sadness	0.114	заинтересовани
fortress	sadness	0.110	тврђава
lush	sadness	0.109	бујна
harry	sadness	0.109	харри
ultimate	sadness	0.109	крајњи
priesthood	sadness	0.109	свештенство
orchestra	sadness	0.109	оркестар
rating	sadness	0.109	рејтинг
fleece	sadness	0.109	руно
sanctify	sadness	0.108	осветити
income	sadness	0.100	прихода
winning	sadness	0.094	Побеђивати
boo	sadness	0.094	боо
quiet	sadness	0.094	тихо
sonnet	sadness	0.094	сонет
vainly	sadness	0.091	узалудно
hug	sadness	0.078	загрлити
opera	sadness	0.078	опера
humble	sadness	0.078	скроман
hut	sadness	0.078	колиба
ovation	sadness	0.078	овације
wet	sadness	0.078	мокар
motivating	sadness	0.078	мотивишући
treat	sadness	0.076	лечити
hymn	sadness	0.064	химна
honest	sadness	0.062	поштени
relics	sadness	0.061	моштију
couch	sadness	0.060	кауч
waffle	sadness	0.047	вафла
shell	sadness	0.045	шкољка
musical	sadness	0.045	музички
savor	sadness	0.034	савор
napkin	sadness	0.031	салвета
vote	sadness	0.031	воте
sing	sadness	0.017	синг
mother	sadness	0.016	мајка
music	sadness	0.016	музика
nutritious	sadness	0.015	хранљива
lovely	sadness	0.009	љупки
sweetheart	sadness	0.000	Душица
romance	sadness	0.000	романса
liquor	sadness	0.000	алкохолно пиће
art	sadness	0.000	уметност
surprise	surprise	0.930	изненађење
explode	surprise	0.906	експлодирати
flabbergast	surprise	0.906	флаббергаст
explosion	surprise	0.898	експлозија
ambush	surprise	0.883	заседа
explosive	surprise	0.883	експлозивно
eruption	surprise	0.883	ерупција
surprisingly	surprise	0.875	изненађујуће
startle	surprise	0.875	запрепастити
shockingly	surprise	0.875	шокантно
frighten	surprise	0.875	уплашити
surprised	surprise	0.867	изненађени
frightened	surprise	0.867	уплашен
surprising	surprise	0.867	изненађујуће
outburst	surprise	0.859	испад
thrilling	surprise	0.859	узбудљиво
miracle	surprise	0.859	чудо
blast	surprise	0.852	бласт
astonishingly	surprise	0.852	запањујуће
alarm	surprise	0.852	алармни
shock	surprise	0.844	шок
thunderstruck	surprise	0.844	тхундерструцк
jolt	surprise	0.844	трзај
dazzle	surprise	0.836	заслепљивати
bang	surprise	0.836	банг
catastrophe	surprise	0.836	катастрофа
fright	surprise	0.836	уплашеност
unexpectedly	surprise	0.836	неочекивано
startling	surprise	0.828	запањујуће
suddenly	surprise	0.828	изненада
emergency	surprise	0.828	хитан
bewilderment	surprise	0.828	збуњеност
stunned	surprise	0.820	изненађен
astound	surprise	0.820	запрепастити
jackpot	surprise	0.812	џекпот
earthquake	surprise	0.812	земљотрес
disaster	surprise	0.812	катастрофа
astonishment	surprise	0.805	чуђење
climax	surprise	0.805	врхунац
aghast	surprise	0.805	згрожен
astonish	surprise	0.805	зачудити
scare	surprise	0.797	плашити
awestruck	surprise	0.797	са страхопоштовањем
erupt	surprise	0.789	избијати
bomb	surprise	0.789	бомба
exclaim	surprise	0.789	узвикнути
amazement	surprise	0.781	чуђење
abduction	surprise	0.773	отмица
alarming	surprise	0.773	алармантно
detonate	surprise	0.773	детонирати
raid	surprise	0.773	раид
miraculous	surprise	0.773	чудесно
invade	surprise	0.773	упадати
kidnap	surprise	0.766	киднаповати
unpredictable	surprise	0.758	непредвидив
stupefy	surprise	0.758	глуп
dumfound	surprise	0.758	думфоунд
overwhelming	surprise	0.758	неодољив
erratic	surprise	0.750	несталан
unimaginable	surprise	0.750	незамислив
accident	surprise	0.750	незгода
outrageous	surprise	0.750	претерано
horror	surprise	0.742	хорор
amaze	surprise	0.742	задивити
blitz	surprise	0.742	блитз
bewilder	surprise	0.742	збунити
flinch	surprise	0.742	лецнути се
petrify	surprise	0.742	окаменити се
wreck	surprise	0.742	олупина
slaughter	surprise	0.742	клање
frenetic	surprise	0.734	френетичан
crash	surprise	0.734	црасх
frantic	surprise	0.734	махнит
stupefaction	surprise	0.734	запањеност
excitement	surprise	0.734	узбуђење
riotous	surprise	0.727	бунован
outcry	surprise	0.727	негодовање
vanished	surprise	0.727	нестали
moonstruck	surprise	0.727	моонструцк
sudden	surprise	0.727	изненадан
awe	surprise	0.719	страхопоштовање
scream	surprise	0.719	вриштати
breathless	surprise	0.719	без даха
sabotage	surprise	0.719	саботаже
shriek	surprise	0.719	врисак
unanticipated	surprise	0.719	непредвиђено
bewildered	surprise	0.719	збуњен
manslaughter	surprise	0.719	убиство из нехата
amazedness	surprise	0.719	чуђење
rupture	surprise	0.719	руптуре
unexpected	surprise	0.711	неочекивано
electrify	surprise	0.711	наелектрисати
uncontrollable	surprise	0.711	неконтролисано
shot	surprise	0.711	пуцањ
avalanche	surprise	0.711	лавина
gasp	surprise	0.711	дахтати
stun	surprise	0.711	омамити
slam	surprise	0.703	слам
abrupt	surprise	0.703	нагло
intruder	surprise	0.703	уљез
unforeseen	surprise	0.703	непредвиђено
suspense	surprise	0.703	неизвесност
devastation	surprise	0.703	пустош
surge	surprise	0.703	напредак
excite	surprise	0.695	узбудити
dumfounder	surprise	0.695	думфоундер
yell	surprise	0.695	викати
unprecedented	surprise	0.695	без преседана
strike	surprise	0.695	ударац
volatility	surprise	0.695	волатилност
urgent	surprise	0.695	хитно
stab	surprise	0.695	убости
disturbance	surprise	0.688	поремећај
carnage	surprise	0.688	царнаге
incredible	surprise	0.688	невероватан
spectacular	surprise	0.688	спектакуларно
thrill	surprise	0.680	узбуђење
recklessness	surprise	0.680	безобзирност
clamor	surprise	0.680	галама
monstrous	surprise	0.680	монструозан
slap	surprise	0.680	шамар
inexplicable	surprise	0.672	необјашњиво
terrorist	surprise	0.672	терориста
exciting	surprise	0.672	узбудљиво
accidental	surprise	0.672	случајно
accidentally	surprise	0.672	случајно
striking	surprise	0.672	упечатљив
captivate	surprise	0.672	заробити
exhilaration	surprise	0.672	усхићење
topple	surprise	0.664	преврнути
dire	surprise	0.664	страшно
revolution	surprise	0.664	револуција
volcano	surprise	0.664	вулкан
freakish	surprise	0.664	фреакисх
revolt	surprise	0.656	побуна
bloodshed	surprise	0.656	крвопролиће
sneak	surprise	0.656	шуњати се
unspeakable	surprise	0.656	неизрециво
incendiary	surprise	0.656	запаљива
epidemic	surprise	0.648	епидемија
violent	surprise	0.648	насилан
disruption	surprise	0.648	прекид
amazingly	surprise	0.648	невероватно
mutiny	surprise	0.648	побуна
spellbound	surprise	0.648	зачарани
cyclone	surprise	0.648	циклон
unsuspecting	surprise	0.648	несумњиво
attacking	surprise	0.648	нападајући
unintended	surprise	0.648	ненамерно
shout	surprise	0.641	узвик
indescribable	surprise	0.641	неописиво
tumult	surprise	0.641	метеж
improvisation	surprise	0.641	импровизација
wildfire	surprise	0.641	Пожар
excitation	surprise	0.641	узбуђење
screech	surprise	0.641	сцреецх
enthusiasm	surprise	0.641	ентузијазам
uncertain	surprise	0.633	неизвесно
plunder	surprise	0.633	пљачкати
gape	surprise	0.633	зјапити
treachery	surprise	0.633	издаја
agape	surprise	0.633	агапе
anomaly	surprise	0.633	аномалија
presto	surprise	0.633	престо
apparition	surprise	0.633	привиђење
wonderment	surprise	0.625	чуђење
slaughtering	surprise	0.625	клање
trick	surprise	0.625	трик
mystery	surprise	0.625	Мистерија
murderous	surprise	0.625	убилачки
distress	surprise	0.625	невоља
sorcery	surprise	0.625	враџбине
excited	surprise	0.625	узбуђено
tempest	surprise	0.625	олуја
urgency	surprise	0.625	хитност
inimaginable	surprise	0.617	незамислив
intrusive	surprise	0.617	наметљив
quickness	surprise	0.617	брзином
intense	surprise	0.617	интензиван
trickery	surprise	0.617	лукавство
vanish	surprise	0.617	нестати
prank	surprise	0.617	подвала
murder	surprise	0.617	убиство
thief	surprise	0.609	лопов
blindfold	surprise	0.609	повез преко очију
unstable	surprise	0.609	нестабилан
strangle	surprise	0.609	задавити
coup	surprise	0.609	дрзавни удар
magical	surprise	0.609	магичан
shatter	surprise	0.609	разбити
splash	surprise	0.609	прскање
stupor	surprise	0.602	ступор
inconceivable	surprise	0.602	незамислив
betray	surprise	0.602	издати
defy	surprise	0.602	пркосити
jubilee	surprise	0.602	јубилеј
assail	surprise	0.602	ассаил
deluge	surprise	0.602	потоп
tackle	surprise	0.602	тацкле
monstrosity	surprise	0.594	монструозност
lightning	surprise	0.594	муња
stupendous	surprise	0.594	запањујући
shrill	surprise	0.594	рески
mishap	surprise	0.594	незгода
alerts	surprise	0.594	упозорења
mysterious	surprise	0.586	мистериозан
randomly	surprise	0.586	насумично
wild	surprise	0.586	дивљи
deceit	surprise	0.586	превара
bonus	surprise	0.586	бонус
pitfall	surprise	0.586	замка
uncanny	surprise	0.586	унцанни
wondrous	surprise	0.586	чудесно
premature	surprise	0.578	прерано
stagger	surprise	0.578	тетурати се
rejoicing	surprise	0.578	радујући се
godsend	surprise	0.578	божји дар
jubilant	surprise	0.578	ликујући
electric	surprise	0.578	електрични
raving	surprise	0.578	бунцање
bizarre	surprise	0.578	бизарно
death	surprise	0.578	смрти
fluke	surprise	0.578	флуке
oddity	surprise	0.578	необичност
dynamic	surprise	0.570	динамичан
dismay	surprise	0.570	ужаснутост
revenge	surprise	0.570	освета
nefarious	surprise	0.562	подло
