English Word	Emotion	Emotion-Intensity-Score	Tatar Word
eager	surprise	0.406	ашкынып
gambler	surprise	0.406	комарлы уенчы
fete	surprise	0.406	фете
divorce	surprise	0.398	аерылышу
guess	surprise	0.398	фаразлау
princely	surprise	0.398	принц
burlesque	surprise	0.398	бурлеск
secrecy	surprise	0.398	сер
incontinence	surprise	0.391	результат
peri	surprise	0.391	пери
cheerful	surprise	0.391	шат
hermaphrodite	surprise	0.391	гермафродит
supremacy	surprise	0.391	өстенлек
aspiration	surprise	0.391	омтылыш
buck	surprise	0.383	бак
lose	surprise	0.383	югалту
cadaver	surprise	0.383	кадавер
crowning	surprise	0.383	таҗ
praiseworthy	surprise	0.383	мактауга лаек
inheritance	surprise	0.383	мирас
score	surprise	0.383	Хисап
gulp	surprise	0.375	гөл
camouflaged	surprise	0.375	камуфляжланган
advance	surprise	0.375	алга
succeed	surprise	0.375	уңышка ирешү
frisky	surprise	0.375	фриски
mystic	surprise	0.375	мистик
compliment	surprise	0.375	мактау
hope	surprise	0.367	өмет
joker	surprise	0.367	Джокер
sparkle	surprise	0.367	ялтыравык
excavation	surprise	0.367	казу
sensual	surprise	0.367	сенсуаль
entertainment	surprise	0.359	күңел ачу
feeling	surprise	0.359	хис
modify	surprise	0.352	үзгәртү
blessings	surprise	0.352	фатихалар
newcomer	surprise	0.352	яңа килгән
obit	surprise	0.352	обит
postponement	surprise	0.352	кичектерү
award	surprise	0.352	премия
clown	surprise	0.352	клоун
highest	surprise	0.344	иң югары
hero	surprise	0.344	герой
glorify	surprise	0.344	данлагыз
proficiency	surprise	0.344	осталык
start	surprise	0.344	башлау
wonderfully	surprise	0.344	искиткеч
celebrity	surprise	0.344	танылган шәхес
rekindle	surprise	0.336	яңарту
optimism	surprise	0.336	оптимизм
sanctify	surprise	0.336	изгеләндер
unbeaten	surprise	0.336	җиңелмәгән
prodigious	surprise	0.336	абруйлы
grin	surprise	0.336	елмаю
memorable	surprise	0.336	истә калырлык
warned	surprise	0.336	кисәтте
dissolution	surprise	0.336	таркату
hypertrophy	surprise	0.328	гипертрофия
admiration	surprise	0.328	соклану
examination	surprise	0.320	экспертиза
angel	surprise	0.320	фәрештә
present	surprise	0.320	хәзерге
catch	surprise	0.320	тоту
hap	surprise	0.320	hap
saint	surprise	0.312	изгеләр
embrace	surprise	0.312	кочаклау
flirt	surprise	0.312	флирт
puma	surprise	0.312	пума
kiss	surprise	0.312	үбү
liberty	surprise	0.312	азатлык
scrimmage	surprise	0.312	мыскыллау
treat	surprise	0.312	дәвалау
inaffable	surprise	0.312	үтеп булмый
occasional	surprise	0.312	вакыт-вакыт
dismissal	surprise	0.312	эштән алу
perfection	surprise	0.305	камиллек
saintly	surprise	0.305	изге
gratify	surprise	0.305	канәгать
generosity	surprise	0.305	юмартлык
sally	surprise	0.305	салли
palpable	surprise	0.297	ачык
finally	surprise	0.297	ниһаять
differently	surprise	0.297	төрлечә
polarity	surprise	0.297	полярлык
ceremony	surprise	0.297	тантана
favorable	surprise	0.297	уңайлы
larger	surprise	0.297	зуррак
warn	surprise	0.297	кисәт
medal	surprise	0.289	медаль
romance	surprise	0.289	романтика
inviting	surprise	0.289	чакыру
greeting	surprise	0.289	сәлам
resignation	surprise	0.281	отставкага китү
accolade	surprise	0.281	мактау
labor	surprise	0.281	хезмәт
candid	surprise	0.281	намуслы
trip	surprise	0.281	сәяхәт
stare	surprise	0.273	кара
admire	surprise	0.266	соклану
glimmer	surprise	0.266	ялтыравык
playful	surprise	0.266	уйный
somatic	surprise	0.266	соматик
festival	surprise	0.266	фестиваль
mimicry	surprise	0.266	охшату
insolvency	surprise	0.266	куәте
immerse	surprise	0.266	чуму
invite	surprise	0.266	чакыр
compensate	surprise	0.266	компенсация
receiving	surprise	0.258	алу
complement	surprise	0.258	тулыландыру
chuckle	surprise	0.258	чылбыр
laugh	surprise	0.258	көлү
hypothesis	surprise	0.258	гипотеза
honeymoon	surprise	0.250	бал кортлары
opera	surprise	0.242	опера
pleasant	surprise	0.242	рәхәт
marry	surprise	0.242	өйләнеш
independence	surprise	0.242	бәйсезлек
chant	surprise	0.234	җырла
holiness	surprise	0.234	изгелек
assessment	surprise	0.234	бәяләү
rhythmical	surprise	0.234	ритмик
hopeful	surprise	0.234	өметле
leave	surprise	0.234	китү
trophy	surprise	0.234	кубок
deal	surprise	0.227	килешү
procession	surprise	0.227	йөреш
placard	surprise	0.227	плакат
shopping	surprise	0.219	кибет
musical	surprise	0.219	музыкаль
cherish	surprise	0.219	кадерләгез
good	surprise	0.219	яхшы
dawn	surprise	0.211	таң
simplify	surprise	0.211	гадиләштерү
shell	surprise	0.211	кабыгы
morals	surprise	0.203	әхлак
money	surprise	0.203	акча
nullify	surprise	0.203	юкка чыгару
purity	surprise	0.203	чисталык
sweet	surprise	0.203	татлы
synchronize	surprise	0.195	синхронлаштыру
precious	surprise	0.195	кадерле
humanitarian	surprise	0.195	гуманитар
preservative	surprise	0.195	консервант
unfulfilled	surprise	0.195	үтәлмәгән
obliging	surprise	0.188	бурычлы
singularly	surprise	0.188	бердәнбер
graduation	surprise	0.180	чыгарылыш
foresee	surprise	0.180	алдан күрү
pray	surprise	0.180	дога кыл
lovely	surprise	0.180	матур
thirst	surprise	0.172	сусау
mouth	surprise	0.172	авыз
youth	surprise	0.172	яшьлек
sun	surprise	0.172	кояш
art	surprise	0.172	сәнгать
goodness	surprise	0.164	яхшылык
latent	surprise	0.156	яшерен
visor	surprise	0.156	визор
overdue	surprise	0.156	узган
practiced	surprise	0.156	практика
loyal	surprise	0.148	тугры
expect	surprise	0.148	көтегез
wireless	surprise	0.148	чыбыксыз
destination	surprise	0.148	бара торган урын
infant	surprise	0.141	сабый
cream	surprise	0.141	каймак
slush	surprise	0.141	слуш
quote	surprise	0.141	цитата
playground	surprise	0.133	уен мәйданчыгы
vote	surprise	0.125	тавыш бирү
teach	surprise	0.125	өйрәт
organization	surprise	0.125	оештыру
dolphin	surprise	0.117	дельфин
weight	surprise	0.117	авырлык
smile	surprise	0.117	елма
sisterhood	surprise	0.109	кардәшлек
cable	surprise	0.109	кабель
sunny	surprise	0.102	кояшлы
steady	surprise	0.094	тотрыклы
peaceful	surprise	0.086	тыныч
spa	surprise	0.086	спа
leisure	surprise	0.086	ял
picnic	surprise	0.078	пикник
tree	surprise	0.078	агач
worm	surprise	0.055	корт
truthfulness	trust	0.906	дөреслек
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	ышанычлы
honor	trust	0.844	хөрмәт
honesty	trust	0.844	намус
honest	trust	0.844	намуслы
truth	trust	0.844	хакыйкать
truthful	trust	0.836	дөрес
trusting	trust	0.836	ышану
brotherhood	trust	0.820	кардәшлек
entrust	trust	0.812	ышанып тапшыр
committed	trust	0.805	.әр сүзнең
loyalty	trust	0.805	тугрылык
integrity	trust	0.805	сафлык
honorable	trust	0.805	хөрмәтле
trust	trust	0.805	ышаныч
credibility	trust	0.805	ышаныч
faithful	trust	0.797	тугры
sincere	trust	0.797	ихлас
partnership	trust	0.789	партнерлык
responsible	trust	0.789	җаваплы
true	trust	0.789	дөрес
wisdom	trust	0.789	зирәклек
verification	trust	0.781	тикшерү
cooperative	trust	0.781	кооператив
vow	trust	0.781	ант
oath	trust	0.781	ант
respectable	trust	0.773	хөрмәтле
sisterhood	trust	0.773	кардәшлек
hero	trust	0.773	герой
credible	trust	0.773	ышанычлы
promise	trust	0.773	вәгъдә
verified	trust	0.773	расланган
qualified	trust	0.766	квалификацияле
authentication	trust	0.766	аутентификация
respected	trust	0.766	хөрмәтле
compassion	trust	0.759	кызгану
approval	trust	0.758	раслау
moral	trust	0.758	әхлакый
reliability	trust	0.758	ышанычлылык
trusts	trust	0.758	ышанычлы
safekeeping	trust	0.758	саклау
reputable	trust	0.758	абруйлы
love	trust	0.758	мәхәббәт
friend	trust	0.750	дус
stable	trust	0.750	тотрыклы
authentic	trust	0.750	оригиналь
competence	trust	0.750	компетенция
safeguard	trust	0.750	саклагыз
companion	trust	0.750	юлдаш
advised	trust	0.750	киңәш бирде
respect	trust	0.750	хөрмәт
loyal	trust	0.750	тугры
genuine	trust	0.750	чын
friendships	trust	0.750	трестлар
ally	trust	0.750	союздаш
proven	trust	0.742	исбатланган
freedom	trust	0.742	ирек
respects	trust	0.742	хөрмәт итә
accepting	trust	0.742	дуслык
faith	trust	0.742	иман
wholesome	trust	0.742	файдалы
heartfelt	trust	0.734	чын күңелдән
unification	trust	0.734	берләштерү
confirmation	trust	0.734	раслау
protecting	trust	0.734	саклау
reassurance	trust	0.734	ышандыру
trustee	trust	0.734	попечитель
supporter	trust	0.734	ярдәмче
respectful	trust	0.734	хөрмәт белән
admirable	trust	0.734	сокланырлык
fact	trust	0.727	факт
friendship	trust	0.727	дуслык
partners	trust	0.727	кабул итү
confidentially	trust	0.727	яшерен рәвештә
confident	trust	0.727	ышанычлы
equality	trust	0.727	тигезлек
alliance	trust	0.727	союз
credential	trust	0.727	таныклык
believing	trust	0.727	ышану
excellence	trust	0.727	өстенлек
agreement	trust	0.727	килешү
closeness	trust	0.719	якынлык
authenticate	trust	0.719	раслау
virtuous	trust	0.719	изгелекле
intelligence	trust	0.719	интеллект
kindred	trust	0.719	туганнар
virtue	trust	0.719	изгелек
honored	trust	0.719	хөрмәтле
justice	trust	0.711	гаделлек
charitable	trust	0.711	хәйрия
determination	trust	0.711	тәвәккәллек
creditable	trust	0.711	ышанычлы
consistency	trust	0.711	эзлеклелек
allegiance	trust	0.711	тугрылык
cooperation	trust	0.711	хезмәттәшлек
guarantee	trust	0.711	гарантия
dedication	trust	0.711	багышлау
straightforward	trust	0.711	туры
cooperating	trust	0.711	хезмәттәшлек итү
reliable	trust	0.703	ышанычлы
nurture	trust	0.703	тәрбияләү
mother	trust	0.703	әни
fulfilled	trust	0.703	үтәлде
admiration	trust	0.703	соклану
mentor	trust	0.703	остаз
guardianship	trust	0.703	опека
assurance	trust	0.703	ышандыру
morality	trust	0.703	әхлак
motherhood	trust	0.703	ана булу
innocent	trust	0.703	гаепсез
reverence	trust	0.703	хөрмәт
sanctuary	trust	0.703	изге урын
friendliness	trust	0.703	дуслык
prepared	trust	0.703	әзерләнгән
admire	trust	0.703	соклану
protected	trust	0.703	сакланган
proof	trust	0.703	дәлил
bodyguard	trust	0.695	тән сакчысы
skillful	trust	0.695	оста
marriage	trust	0.695	никах
allied	trust	0.695	союздаш
morals	trust	0.695	әхлак
humanitarian	trust	0.695	гуманитар
pact	trust	0.695	килешү
courage	trust	0.695	батырлык
accountable	trust	0.695	җаваплы
agreeable	trust	0.695	яраклы
united	trust	0.695	берләшкән
indestructible	trust	0.695	җимерелмәс
approving	trust	0.695	раслау
guardian	trust	0.695	опекун
compassionate	trust	0.695	шәфкатьле
scientist	trust	0.695	галим
certified	trust	0.695	сертификатланган
pledge	trust	0.688	залог
adviser	trust	0.688	киңәшчесе
authenticity	trust	0.688	чынлык
understanding	trust	0.688	аңлау
secure	trust	0.688	куркынычсыз
guidance	trust	0.688	җитәкчелек
monogamy	trust	0.688	бер хатынлы
valor	trust	0.688	батырлык
solidity	trust	0.688	ныклык
perfection	trust	0.688	камиллек
believed	trust	0.688	ышандылар
humanity	trust	0.688	кешелек
justifiable	trust	0.688	нигезле
competent	trust	0.688	компетентлы
esteem	trust	0.688	хөрмәт
protector	trust	0.680	саклаучы
inspire	trust	0.680	илһам бирү
hope	trust	0.680	өмет
strongest	trust	0.680	партнерлар
expertise	trust	0.680	экспертиза
humble	trust	0.680	басынкы
indivisible	trust	0.680	бүленми
official	trust	0.680	рәсми
affirm	trust	0.680	расла
familiarity	trust	0.680	танышлык
confirmed	trust	0.680	расланды
diligence	trust	0.680	тырышлык
grandfather	trust	0.680	бабай
advocacy	trust	0.680	яклау
goodness	trust	0.680	яхшылык
commendable	trust	0.680	мактауга лаек
acceptance	trust	0.680	кабул итү
diplomatic	trust	0.680	дипломатик
leader	trust	0.680	лидер
confide	trust	0.680	ышандыр
agreeing	trust	0.680	ризалашу
approve	trust	0.680	раслау
professional	trust	0.680	профессиональ
elders	trust	0.680	өлкәннәр
confidential	trust	0.680	яшерен
faultless	trust	0.672	кимчелексез
believes	trust	0.672	кабул ителде
sanctify	trust	0.672	изгеләндер
intelligent	trust	0.672	акыллы
safe	trust	0.672	куркынычсыз
accepted	trust	0.672	иң көчле
dignity	trust	0.672	хөрмәт
unwavering	trust	0.672	какшамас
encyclopedia	trust	0.672	энциклопедиясе
mastery	trust	0.672	осталык
cohesive	trust	0.672	бердәм
harmoniously	trust	0.672	гармонияле
benevolence	trust	0.672	игелек
healing	trust	0.672	дәвалау
accredited	trust	0.672	аккредитацияләнгән
covenant	trust	0.672	килешү
accountability	trust	0.664	җаваплылык
team	trust	0.664	команда
authority	trust	0.664	хакимият
heroic	trust	0.664	герой
reliance	trust	0.664	таяну
expert	trust	0.664	белгеч
communicate	trust	0.664	аралашу
spiritual	trust	0.664	рухи
impeccable	trust	0.664	.әр сүзнең
specialist	trust	0.664	белгеч
affirmatively	trust	0.664	.әр сүзнең
proficient	trust	0.664	оста
fulfillment	trust	0.664	үтәлеше
advocate	trust	0.664	яклаучы
disciple	trust	0.664	шәкерт
attestation	trust	0.664	аттестация
merit	trust	0.664	мактау
supporting	trust	0.664	булышу
ambassador	trust	0.664	илче
guidebook	trust	0.664	кулланма
accept	trust	0.664	кабул итү
strengthening	trust	0.661	ныгыту
holiness	trust	0.656	изгелек
facts	trust	0.656	фактлар
warranty	trust	0.656	гарантия
strength	trust	0.656	көч
relationship	trust	0.656	мөнәсәбәтләр
defended	trust	0.656	яклады
constancy	trust	0.656	даими
favorable	trust	0.656	уңайлы
gentleman	trust	0.656	әфәнде
counsel	trust	0.656	киңәш
scientific	trust	0.656	фәнни
structure	trust	0.656	структурасы
elder	trust	0.656	өлкән
excellent	trust	0.656	бик яхшы
achieve	trust	0.656	ирешү
steadfast	trust	0.656	нык
familiar	trust	0.656	таныш
proficiency	trust	0.656	осталык
supports	trust	0.656	ышана
counselor	trust	0.648	киңәшче
lovable	trust	0.648	сөйкемле
advisable	trust	0.648	киңәш
agreed	trust	0.648	ризалаштылар
heroism	trust	0.648	батырлык
rely	trust	0.648	таян
uphold	trust	0.648	яклау
brother	trust	0.648	абый
matrimony	trust	0.648	никах
assuredly	trust	0.648	.әр сүзнең
peaceful	trust	0.648	тыныч
saint	trust	0.648	изгеләр
unconditionally	trust	0.648	кабул итә
solidarity	trust	0.648	бердәмлек
accepts	trust	0.648	ярдәм итә
inspiration	trust	0.648	илһам
noble	trust	0.648	затлы
successful	trust	0.648	уңышлы
harmony	trust	0.648	гармония
protective	trust	0.648	саклаучы
competency	trust	0.648	компетенция
comrade	trust	0.648	иптәш
academic	trust	0.648	академик
assist	trust	0.648	булыш
worthy	trust	0.643	лаек
benefactor	trust	0.641	хәйрияче
credence	trust	0.641	ышаныч
confidence	trust	0.641	ышаныч
relationships	trust	0.641	шартсыз
ordained	trust	0.641	билгеләнгән
legal	trust	0.641	юридик
champion	trust	0.641	чемпион
lawful	trust	0.641	хәләл
durability	trust	0.641	ныклык
judiciary	trust	0.641	суд
doctor	trust	0.641	табиб
loving	trust	0.641	ярату
assure	trust	0.641	ышандыр
establish	trust	0.641	булдыру
mamma	trust	0.641	әни
kind	trust	0.641	игелекле
unity	trust	0.641	бердәмлек
conscientious	trust	0.641	вөҗданлы
real	trust	0.641	реаль
coexist	trust	0.641	бергә яшиләр
leading	trust	0.641	әйдәп баручы
teacher	trust	0.641	укытучы
intimate	trust	0.634	интим
brotherly	trust	0.633	кардәш
physician	trust	0.633	табиб
judicial	trust	0.633	суд
saintly	trust	0.633	изге
aspiration	trust	0.633	омтылыш
conscience	trust	0.633	вөҗдан
therapeutic	trust	0.633	терапевтик
fidelity	trust	0.633	тугрылык
soundness	trust	0.633	сафлык
important	trust	0.633	мөһим
homage	trust	0.633	хөрмәт
legitimacy	trust	0.633	легитимлык
fortitude	trust	0.633	ныклык
deepest	trust	0.633	мөнәсәбәтләр
approved	trust	0.633	расланган
courageous	trust	0.633	кыю
devotional	trust	0.633	тугры
endorse	trust	0.633	хуплау
backbone	trust	0.633	арка
authorize	trust	0.633	рөхсәт
practiced	trust	0.633	практика
sanctification	trust	0.633	изгеләндерү
hopeful	trust	0.633	өметле
convincing	trust	0.633	ышандырырлык
bless	trust	0.633	фатихала
angel	trust	0.625	фәрештә
authorization	trust	0.625	авторизация
assured	trust	0.625	ышандырды
purify	trust	0.625	чистарту
caretaker	trust	0.625	тәрбияче
regard	trust	0.625	хөрмәт
profound	trust	0.625	тирән
achievement	trust	0.625	казаныш
evident	trust	0.625	.әр сүзнең
positivity	trust	0.625	уңайлык
communication	trust	0.625	аралашу
professorship	trust	0.625	профессор
blessing	trust	0.625	фатиха
beliefs	trust	0.625	иң тирән
encourage	trust	0.625	дәртләндер
fireman	trust	0.625	янгын сүндерүче
majestic	trust	0.625	мәһабәт
civilized	trust	0.625	цивилизацияле
certify	trust	0.625	сертификатлау
wonderful	trust	0.625	искиткеч
engaged	trust	0.625	мәшгуль
accurate	trust	0.625	төгәл
approvement	trust	0.617	раслау
optimism	trust	0.617	оптимизм
planning	trust	0.617	планлаштыру
believer	trust	0.617	ышанучы
advice	trust	0.617	киңәш
commend	trust	0.617	мактау
gospel	trust	0.617	Инҗил
objective	trust	0.617	объектив
rational	trust	0.617	рациональ
cherish	trust	0.617	кадерләгез
constantly	trust	0.617	гел
haven	trust	0.617	сыену урыны
fundamental	trust	0.617	фундаменталь
bedrock	trust	0.617	йокы
accord	trust	0.617	килешү
triumphant	trust	0.617	җиңү
surety	trust	0.617	гарантия
testament	trust	0.617	васыять
absolution	trust	0.617	абсолюция
truce	trust	0.617	килешү
reassure	trust	0.617	ышандыру
appreciation	trust	0.617	рәхмәт
qualities	trust	0.617	сыйфатлар
passionate	trust	0.617	дәртле
good	trust	0.617	яхшы
unimpeachable	trust	0.617	үтеп булмый
corroborate	trust	0.617	раслагыз
thoughtful	trust	0.617	уйлы
heroine	trust	0.617	герой
teach	trust	0.617	өйрәт
god	trust	0.617	алла
attentive	trust	0.617	игътибарлы
scripture	trust	0.609	Изге Язма
civilization	trust	0.609	цивилизация
magnificence	trust	0.609	мәһабәтлек
recommend	trust	0.609	тәкъдим итегез
progression	trust	0.609	алгарыш
steward	trust	0.609	идарәче
purification	trust	0.609	чистарту
patron	trust	0.609	меценат
praiseworthy	trust	0.609	мактауга лаек
heal	trust	0.609	савыктыр
considerate	trust	0.609	игътибарлы
blessings	trust	0.609	фатихалар
mediator	trust	0.609	арадашчы
babysitter	trust	0.609	балалар бакчасы
notary	trust	0.609	нотариус
awareness	trust	0.609	хәбәрдарлык
vetted	trust	0.609	ышанулар
excel	trust	0.609	Excel
happy	trust	0.609	бәхетле
praise	trust	0.609	мактау
brilliant	trust	0.609	якты
liking	trust	0.609	ошый
definitive	trust	0.609	төгәл
comfort	trust	0.609	уңайлык
officer	trust	0.609	офицер
peace	trust	0.602	тынычлык
serenity	trust	0.602	тынычлык
unquestionable	trust	0.602	бәхәссез
embrace	trust	0.602	кочаклау
identify	trust	0.602	ачыклау
inspired	trust	0.602	рухландырылган
steady	trust	0.602	тотрыклы
nun	trust	0.602	монахинә
guarded	trust	0.602	сакланган
symmetry	trust	0.602	симметрия
mainstay	trust	0.602	төп юл
fulfill	trust	0.602	үтәү
humility	trust	0.602	басынкылык
helpful	trust	0.602	ярдәмчел
transcendence	trust	0.602	трансценденция
unconditional	trust	0.602	шартсыз
brave	trust	0.602	кыю
brighten	trust	0.602	яктырту
experienced	trust	0.602	тәҗрибәле
enlightenment	trust	0.602	мәгърифәт
sympathetic	trust	0.602	кызганучан
witness	trust	0.602	шаһит
vigilant	trust	0.594	уяу
ministry	trust	0.594	Министрлык
admiral	trust	0.594	адмирал
vigilance	trust	0.594	уяулык
depend	trust	0.594	бәйле
generosity	trust	0.594	юмартлык
befriend	trust	0.594	дуслаш
complimentary	trust	0.594	мактаулы
assessment	trust	0.594	бәяләү
fairly	trust	0.594	гадел
enlighten	trust	0.594	мәгърифәт
strengthen	trust	0.594	ныгыту
nurse	trust	0.594	шәфкать туташы
endowment	trust	0.594	бүләк
visionary	trust	0.594	күрүчән
praised	trust	0.594	мактады
eminence	trust	0.594	дәрәҗә
marry	trust	0.594	өйләнеш
generous	trust	0.594	юмарт
gratitude	trust	0.594	рәхмәт
sage	trust	0.594	акыл иясе
tranquility	trust	0.594	тынычлык
openly	trust	0.594	ачык
grant	trust	0.594	грант
spouse	trust	0.594	тормыш иптәше
philanthropic	trust	0.594	хәйрия
regent	trust	0.594	регент
substantiate	trust	0.594	нигезләү
commendation	trust	0.594	мактау
council	trust	0.594	совет
efficient	trust	0.594	эффектив
sweetheart	trust	0.589	сөеклем
bylaw	trust	0.586	кагыйдә
magnificent	trust	0.586	искиткеч
designation	trust	0.586	билгеләү
godly	trust	0.586	Аллага яраклы
seniority	trust	0.586	олылык
conservation	trust	0.586	саклау
educational	trust	0.586	тәрбияви
rooted	trust	0.586	тамырлы
inheritance	trust	0.586	мирас
diplomacy	trust	0.586	дипломатия
mate	trust	0.586	тормыш иптәше
convince	trust	0.586	ышандыру
unfailing	trust	0.586	бетми
share	trust	0.586	бүлешү
monk	trust	0.586	монах
constitutional	trust	0.586	конституцион
lovely	trust	0.586	матур
compliance	trust	0.586	туры килү
attest	trust	0.586	аттестацияләү
victory	trust	0.586	җиңү
serene	trust	0.586	тыныч
checklist	trust	0.586	тикшерү исемлеге
husbandry	trust	0.586	терлекчелек
enjoying	trust	0.586	ләззәтләнү
revere	trust	0.586	хөрмәт
tribe	trust	0.586	кабилә
meritorious	trust	0.586	мактаулы
joyful	trust	0.586	шат
delegate	trust	0.586	делегат
helper	trust	0.586	ярдәмче
angelic	trust	0.586	фәрештә
ambition	trust	0.586	амбиция
father	trust	0.586	әтисе
acclaim	trust	0.586	мактау
testimony	trust	0.586	шаһитлек
collectively	trust	0.586	коллектив
sobriety	trust	0.586	саклык
prestige	trust	0.586	абруй
firmness	trust	0.586	ныклык
structural	trust	0.578	структур
impartiality	trust	0.578	кешеләрне аермау
navigator	trust	0.578	навигатор
judge	trust	0.578	судья
shelter	trust	0.578	приют
coexisting	trust	0.578	бергә яшәү
unquestioned	trust	0.578	сораусыз
careful	trust	0.578	сак
obey	trust	0.578	буйсын
professor	trust	0.578	профессор
convinced	trust	0.578	инанган
communion	trust	0.578	аралашу
cheerfulness	trust	0.578	шатлык
inviting	trust	0.578	чакыру
irrefutable	trust	0.578	бәхәссез
commandant	trust	0.578	командир
smile	trust	0.578	елма
authoritative	trust	0.578	абруйлы
philanthropist	trust	0.578	хәйрияче
legalized	trust	0.578	легальләштерелгән
adore	trust	0.578	табыну
upright	trust	0.578	туры
revival	trust	0.578	яңарыш
dutiful	trust	0.578	.әр сүзнең
watchdog	trust	0.578	күзәтүче
apostle	trust	0.570	рәсүл
volunteers	trust	0.570	волонтерлар
immaculate	trust	0.570	саф
adhering	trust	0.570	ябышу
unquestionably	trust	0.570	.ичшиксез
advise	trust	0.570	киңәш итегез
punctual	trust	0.570	пунктуаль
consult	trust	0.570	консультация
ordinance	trust	0.570	кагыйдә
complement	trust	0.570	тулыландыру
modest	trust	0.570	тыйнак
everlasting	trust	0.570	мәңгелек
compass	trust	0.570	компас
heavenly	trust	0.570	күктә
determinate	trust	0.570	билгеләү
counsellor	trust	0.570	киңәшче
abundance	trust	0.570	муллык
guide	trust	0.570	кулланма
earned	trust	0.570	ветеринар
pedigree	trust	0.570	нәсел
relative	trust	0.570	туган
principal	trust	0.570	принципиаль
plausible	trust	0.570	нигезле
collaborator	trust	0.570	хезмәттәш
connective	trust	0.570	тоташтыручы
corroboration	trust	0.570	раслау
insure	trust	0.570	страховкалау
pilot	trust	0.570	пилот
unequivocal	trust	0.570	бер сүз
matron	trust	0.570	матрон
cuddle	trust	0.570	тыгылу
measured	trust	0.570	үлчәнгән
fort	trust	0.562	ныгытма
treasurer	trust	0.562	казначы
apostolic	trust	0.562	рәсүл
save	trust	0.562	саклагыз
frankness	trust	0.562	эчкерсезлек
insight	trust	0.562	зирәклек
admit	trust	0.562	танырга
earn	trust	0.562	табу
remarkable	trust	0.562	искиткеч
strong	trust	0.562	көчле
content	trust	0.562	эчтәлеге
vitality	trust	0.562	тормышчанлык
prize	trust	0.562	приз
vigorous	trust	0.562	көчле
congregation	trust	0.562	җыелыш
uplift	trust	0.562	күтәрү
spotless	trust	0.562	тапсыз
devout	trust	0.562	диндар
soothing	trust	0.562	тынычландыручы
miracle	trust	0.562	могҗиза
cohesion	trust	0.562	бердәмлек
lovemaking	trust	0.562	ярату
curable	trust	0.562	дәвалау
pleasant	trust	0.562	рәхәт
jury	trust	0.562	жюри
pertinent	trust	0.562	актуаль
succeeding	trust	0.562	уңышка ирешү
concordance	trust	0.562	аккорд
jurist	trust	0.562	юрист
applaud	trust	0.562	алкышлар
ordination	trust	0.562	ординация
compensate	trust	0.562	компенсация
patience	trust	0.555	сабырлык
mediate	trust	0.555	арадашчы
coach	trust	0.555	тренер
illumination	trust	0.555	яктырту
cultivate	trust	0.555	үстерү
providing	trust	0.555	тәэмин итү
precedence	trust	0.555	өстенлек
exalt	trust	0.555	күтәрү
succeed	trust	0.555	уңышка ирешү
inclusion	trust	0.555	кертү
meditate	trust	0.555	уйлану
coalesce	trust	0.555	берләшү
betrothed	trust	0.555	кияүгә чыккан
midwife	trust	0.555	акушер
veteran	trust	0.555	ветеран
destined	trust	0.555	билгеләнгән
auditor	trust	0.555	аудитор
privacy	trust	0.555	хосусыйлык
restorative	trust	0.555	реставратор
influential	trust	0.555	тәэсирле
impartial	trust	0.555	гадел
discretion	trust	0.555	зирәклек
foresight	trust	0.555	алдан күрү
congruence	trust	0.555	конгруенция
worship	trust	0.555	гыйбадәт
constant	trust	0.555	даими
reunion	trust	0.555	очрашу
intuition	trust	0.555	интуиция
reconciliation	trust	0.555	татулашу
ambulance	trust	0.555	ашыгыч ярдәм
defender	trust	0.555	саклаучы
greatness	trust	0.555	бөеклек
buddy	trust	0.555	дус
vote	trust	0.555	тавыш бирү
physicist	trust	0.555	физик
prophet	trust	0.555	пәйгамбәр
prevalent	trust	0.547	киң таралган
eyewitness	trust	0.547	Шаһит
durable	trust	0.547	чыдам
prudent	trust	0.547	акыллы
securities	trust	0.547	кыйммәтле кәгазьләр
salvation	trust	0.547	котылу
govern	trust	0.547	идарә итү
law	trust	0.547	закон
proud	trust	0.547	горур
cheer	trust	0.547	шатлан
reinforcement	trust	0.547	ныгыту
promises	trust	0.547	эшләнгән
invocation	trust	0.547	чакыру
provide	trust	0.547	тәэмин итү
friendly	trust	0.547	дус
commanding	trust	0.547	боеру
temperate	trust	0.547	уртача
conciliation	trust	0.547	татулашу
convent	trust	0.547	монастырь
heritage	trust	0.547	мирас
independence	trust	0.547	бәйсезлек
rejoice	trust	0.547	шатланыгыз
engaging	trust	0.547	җәлеп итү
readiness	trust	0.547	әзерлек
registry	trust	0.547	реестр
statement	trust	0.547	белдерү
liberty	trust	0.547	азатлык
forgive	trust	0.547	кичер
ancestral	trust	0.547	ата-бабалар
impenetrable	trust	0.547	үтеп булмый
choices	trust	0.539	вәгъдә итә
psalms	trust	0.539	Мәдхия
majority	trust	0.539	күпчелек
antidote	trust	0.539	антидиот
tantamount	trust	0.539	тантана
perfect	trust	0.539	камил
regularity	trust	0.539	регулярлык
chronicle	trust	0.539	елъязма
ensemble	trust	0.539	ансамбль
applause	trust	0.539	алкышлар
obedience	trust	0.539	тыңлаучанлык
aspiring	trust	0.539	омтылышлы
watchman	trust	0.539	сакчы
inimitable	trust	0.539	чиксез
chastity	trust	0.539	сафлык
architecture	trust	0.539	архитектура
