English Word	Emotion	Emotion-Intensity-Score	Telugu Word
volatility	surprise	0.695	అస్థిరత
urgent	surprise	0.695	అత్యవసరము
stab	surprise	0.695	కత్తిపోటు
disturbance	surprise	0.688	భంగం
carnage	surprise	0.688	మారణహోమం
incredible	surprise	0.688	అపురూపమైన
spectacular	surprise	0.688	అద్భుతమైన
thrill	surprise	0.680	థ్రిల్
recklessness	surprise	0.680	అజాగ్రత్త
clamor	surprise	0.680	కోలాహలం
monstrous	surprise	0.680	భయంకరమైన
slap	surprise	0.680	చప్పుడు
inexplicable	surprise	0.672	వివరించలేని
terrorist	surprise	0.672	తీవ్రవాది
exciting	surprise	0.672	ఉత్తేజకరమైన
accidental	surprise	0.672	ప్రమాదవశాత్తు
accidentally	surprise	0.672	అనుకోకుండా
striking	surprise	0.672	కొట్టడం
captivate	surprise	0.672	అమితాకర్షితమైన
exhilaration	surprise	0.672	ఉల్లాసం
topple	surprise	0.664	పడగొట్టు
dire	surprise	0.664	భయంకరమైన
revolution	surprise	0.664	విప్లవం
volcano	surprise	0.664	అగ్నిపర్వతం
freakish	surprise	0.664	విచిత్రమైన
revolt	surprise	0.656	తిరుగుబాటు
bloodshed	surprise	0.656	రక్తపాతం
sneak	surprise	0.656	చాటుగా
unspeakable	surprise	0.656	చెప్పలేనిది
incendiary	surprise	0.656	దాహక
epidemic	surprise	0.648	అంటువ్యాధి
violent	surprise	0.648	హింసాత్మకమైన
disruption	surprise	0.648	అంతరాయం
amazingly	surprise	0.648	అద్భుతంగా
mutiny	surprise	0.648	తిరుగుబాటు
spellbound	surprise	0.648	మంత్రముగ్ధులయ్యారు
cyclone	surprise	0.648	తుఫాను
unsuspecting	surprise	0.648	అనుమానించని
attacking	surprise	0.648	దాడి చేస్తోంది
unintended	surprise	0.648	అనుకోని
shout	surprise	0.641	అరవడం
indescribable	surprise	0.641	వర్ణించలేనిది
tumult	surprise	0.641	కోలాహలం
improvisation	surprise	0.641	మెరుగుదల
wildfire	surprise	0.641	దావానలం
excitation	surprise	0.641	ఉత్తేజం
screech	surprise	0.641	అరుపు
enthusiasm	surprise	0.641	అత్యుత్సాహం
uncertain	surprise	0.633	అనిశ్చిత
plunder	surprise	0.633	దోపిడీ
gape	surprise	0.633	ఖాళీ
treachery	surprise	0.633	ద్రోహం
agape	surprise	0.633	అగాపే
anomaly	surprise	0.633	అసాధారణత
presto	surprise	0.633	ప్రెస్టో
apparition	surprise	0.633	ప్రత్యక్షత
wonderment	surprise	0.625	ఆశ్చర్యం
slaughtering	surprise	0.625	వధించడం
trick	surprise	0.625	ఉపాయం
mystery	surprise	0.625	రహస్యం
murderous	surprise	0.625	హంతకుడు
distress	surprise	0.625	బాధ
sorcery	surprise	0.625	చేతబడి
excited	surprise	0.625	ఉత్సాహంగా
tempest	surprise	0.625	తుఫాను
urgency	surprise	0.625	అత్యవసరము
inimaginable	surprise	0.617	ఊహించలేనిది
intrusive	surprise	0.617	చొరబాటు
quickness	surprise	0.617	త్వరితత్వం
intense	surprise	0.617	తీవ్రమైన
trickery	surprise	0.617	ఉపాయం
vanish	surprise	0.617	అదృశ్యం
prank	surprise	0.617	చిలిపి
murder	surprise	0.617	హత్య
thief	surprise	0.609	దొంగ
blindfold	surprise	0.609	కళ్లజోడు
unstable	surprise	0.609	అస్థిరమైన
strangle	surprise	0.609	గొంతు పిసికి
coup	surprise	0.609	తిరుగుబాటు
magical	surprise	0.609	మాయా
shatter	surprise	0.609	పగిలిపోతాయి
splash	surprise	0.609	స్ప్లాష్
stupor	surprise	0.602	మూర్ఖత్వం
inconceivable	surprise	0.602	ఊహించలేనిది
betray	surprise	0.602	ద్రోహం
defy	surprise	0.602	ధిక్కరించు
jubilee	surprise	0.602	జయంతి
assail	surprise	0.602	దాడి
deluge	surprise	0.602	ప్రళయం
tackle	surprise	0.602	అధిగమించేందుకు
monstrosity	surprise	0.594	రాక్షసత్వం
lightning	surprise	0.594	మెరుపు
stupendous	surprise	0.594	అద్భుతమైన
shrill	surprise	0.594	ఉత్కంఠ
mishap	surprise	0.594	ఆపద
alerts	surprise	0.594	హెచ్చరికలు
mysterious	surprise	0.586	రహస్యమైన
randomly	surprise	0.586	యాదృచ్ఛికంగా
wild	surprise	0.586	అడవి
deceit	surprise	0.586	మోసం
bonus	surprise	0.586	ఉపరి లాభ బహుమానము
pitfall	surprise	0.586	ఆపద
uncanny	surprise	0.586	మాయమైన
wondrous	surprise	0.586	అద్భుతమైన
premature	surprise	0.578	అకాల
stagger	surprise	0.578	తడబడు
rejoicing	surprise	0.578	సంతోషిస్తున్నారు
godsend	surprise	0.578	వరప్రసాదం
jubilant	surprise	0.578	ఉల్లాసంగా
electric	surprise	0.578	విద్యుత్
raving	surprise	0.578	ఆవేశం
bizarre	surprise	0.578	విచిత్రమైన
death	surprise	0.578	మరణం
fluke	surprise	0.578	ఫ్లూక్
oddity	surprise	0.578	విచిత్రం
dynamic	surprise	0.570	డైనమిక్
dismay	surprise	0.570	నిస్పృహ
revenge	surprise	0.570	పగ
nefarious	surprise	0.562	నీచమైన
fascinate	surprise	0.562	మనోహరమైన
jerk	surprise	0.562	కుదుపు
ecstatic	surprise	0.562	పారవశ్యం
reward	surprise	0.562	బహుమతి
uncover	surprise	0.562	బయటపెట్టు
reappear	surprise	0.562	మళ్లీ కనిపిస్తుంది
zany	surprise	0.555	తెలివితక్కువ
whim	surprise	0.555	ఇష్టానుసారం
thaumaturgy	surprise	0.555	థౌమతుర్జి
conjure	surprise	0.555	మాయాజాలం
crescendo	surprise	0.555	క్రెసెండో
rescue	surprise	0.547	రక్షించు
daze	surprise	0.547	మతిమరుపు
heroism	surprise	0.547	వీరత్వం
illuminate	surprise	0.547	ప్రకాశించు
winner	surprise	0.547	విజేత
ejaculation	surprise	0.547	స్కలనం
thwart	surprise	0.547	అడ్డుకుంటుంది
rarity	surprise	0.547	అరుదైన
unbridled	surprise	0.547	హద్దులేని
tantalizing	surprise	0.547	ప్రలోభపెట్టడం
punch	surprise	0.539	పంచ్
cheer	surprise	0.539	ఉల్లాసమైన
treason	surprise	0.539	రాజద్రోహం
violation	surprise	0.539	ఉల్లంఘన
celebration	surprise	0.539	వేడుక
illusion	surprise	0.539	భ్రాంతి
marvel	surprise	0.539	అద్భుతం
lucky	surprise	0.539	అదృష్ట
lunge	surprise	0.539	ఊపిరితిత్తులు
interrupt	surprise	0.539	అంతరాయం కలిగించు
insult	surprise	0.539	అవమానించడం
concealed	surprise	0.531	దాచిపెట్టాడు
snag	surprise	0.531	చిక్కు
sensation	surprise	0.531	సంచలనం
banger	surprise	0.531	బంగర్
fearfully	surprise	0.531	భయంగా
affront	surprise	0.531	అవమానపరచు
jest	surprise	0.531	ఎగతాళి
undiscovered	surprise	0.523	కనుగొనబడలేదు
liberate	surprise	0.523	విముక్తి
veer	surprise	0.523	వీర్
abandonment	surprise	0.523	విడిచిపెట్టడం
immediacy	surprise	0.523	తక్షణం
improvise	surprise	0.523	మెరుగుపరుస్తాయి
victimized	surprise	0.523	బలిపశువును
scorpion	surprise	0.523	తేలు
majestic	surprise	0.523	గంభీరమైన
wonder	surprise	0.523	ఆశ్చర్యం
rejoice	surprise	0.523	సంతోషించు
tickle	surprise	0.516	చక్కిలిగింత
chance	surprise	0.516	అవకాశం
yelp	surprise	0.516	కేకలు వేయు
howl	surprise	0.516	కేకలు
stealthily	surprise	0.516	దొంగతనంగా
unintentionally	surprise	0.508	అనుకోకుండా
magnificent	surprise	0.508	అద్భుతమైన
reflex	surprise	0.508	రిఫ్లెక్స్
garish	surprise	0.508	గంభీరమైన
transcendence	surprise	0.508	పరమార్థం
rave	surprise	0.508	రేవ్
luck	surprise	0.508	అదృష్టం
swerve	surprise	0.508	తిరుగుట
pop	surprise	0.508	పాప్
enliven	surprise	0.500	జీవం పోస్తుంది
slayer	surprise	0.500	సంహారకుడు
remarkable	surprise	0.500	విశేషమైనది
infrequent	surprise	0.500	అరుదుగా
pang	surprise	0.500	బాధ
erotic	surprise	0.500	శృంగారభరిత
misbehavior	surprise	0.500	తప్పుడు ప్రవర్తన
diversion	surprise	0.500	మళ్లింపు
heroic	surprise	0.500	వీరోచితమైన
alertness	surprise	0.500	అప్రమత్తత
marvelous	surprise	0.500	అద్భుతమైన
fainting	surprise	0.500	మూర్ఛపోతున్నది
embarrassment	surprise	0.500	ఇబ్బంది
nab	surprise	0.492	నాబ్
birthday	surprise	0.492	పుట్టినరోజు
camouflage	surprise	0.492	మభ్యపెట్టడం
unutterable	surprise	0.492	చెప్పలేని
chimera	surprise	0.492	చిమెరా
trump	surprise	0.492	ట్రంప్
decoy	surprise	0.492	మోసగించు
infarct	surprise	0.492	ఇన్ఫార్క్ట్
greatness	surprise	0.492	గొప్పతనం
exigent	surprise	0.492	అత్యవసరమైన
prick	surprise	0.484	గుచ్చు
variable	surprise	0.484	వేరియబుల్
curiosity	surprise	0.484	ఉత్సుకత
daemon	surprise	0.484	డెమన్
inexpressible	surprise	0.484	వర్ణించలేనిది
magician	surprise	0.484	మాంత్రికుడు
underestimate	surprise	0.484	చిన్నచూపు
fanfare	surprise	0.484	కోలాహలం
horde	surprise	0.484	గుంపు
zeal	surprise	0.484	ఉత్సాహం
incident	surprise	0.477	సంఘటన
illumination	surprise	0.477	ప్రకాశం
chicane	surprise	0.477	చికేన్
sneeze	surprise	0.477	తుమ్ము
subversive	surprise	0.477	విధ్వంసకర
gawk	surprise	0.477	గాక్
fortune	surprise	0.477	అదృష్టం
strange	surprise	0.477	వింత
dreadfully	surprise	0.477	భయంకరంగా
unguarded	surprise	0.477	కాపలా లేని
prowl	surprise	0.469	విహరించు
reversal	surprise	0.469	తిరోగమనం
wizard	surprise	0.469	తాంత్రికుడు
rapid	surprise	0.469	వేగవంతమైన
leery	surprise	0.469	అల్లరి
break	surprise	0.461	బ్రేక్
slip	surprise	0.461	స్లిప్
divergent	surprise	0.461	భిన్న
hilarious	surprise	0.461	ఉల్లాసంగా
coincidence	surprise	0.461	యాదృచ్చికం
subito	surprise	0.461	సుబిటో
overestimate	surprise	0.453	అతిగా అంచనా వేయండి
ordeal	surprise	0.453	అగ్ని పరీక్ష
evanescence	surprise	0.453	అవాస్తవికత
merriment	surprise	0.453	ఉల్లాసము
raffle	surprise	0.453	లాటరీ
winning	surprise	0.453	గెలుస్తోంది
wonderful	surprise	0.453	అద్భుతమైన
hoax	surprise	0.453	గాలివార్త
confession	surprise	0.453	ఒప్పుకోలు
splendid	surprise	0.445	అద్భుతమైన
stound	surprise	0.445	నిలుచును
perchance	surprise	0.445	అవకాశం
excel	surprise	0.445	ఎక్సెల్
enthusiast	surprise	0.445	ఉత్సాహవంతుడు
gambling	surprise	0.445	జూదం
feat	surprise	0.445	ఫీట్
laughter	surprise	0.445	నవ్వు
brighten	surprise	0.438	ప్రకాశవంతం చేస్తాయి
unique	surprise	0.438	ఏకైక
senseless	surprise	0.438	తెలివిలేని
changeable	surprise	0.438	మార్చదగిన
splendor	surprise	0.438	శోభ
rapt	surprise	0.438	ర్యాప్ట్
unintentional	surprise	0.438	అనుకోకుండా
fascination	surprise	0.430	ఆకర్షణ
trepidation	surprise	0.430	వణుకు
lawsuit	surprise	0.430	దావా
gift	surprise	0.430	బహుమతి
stealthy	surprise	0.430	దొంగతనంగా
fiesta	surprise	0.430	ఫియస్టా
intrigue	surprise	0.430	కుట్ర
delighted	surprise	0.430	సంతోషించారు
judgment	surprise	0.422	తీర్పు
stealth	surprise	0.422	దొంగతనం
enchant	surprise	0.422	మంత్రముగ్ధులను చేయండి
originality	surprise	0.422	వాస్తవికత
riddle	surprise	0.422	చిక్కు
quicksilver	surprise	0.422	త్వరగా వెండి
illegitimate	surprise	0.414	చట్టవిరుద్ధమైన
experiment	surprise	0.414	ప్రయోగం
elusive	surprise	0.414	అంతుచిక్కని
syncope	surprise	0.414	సింకోప్
liberation	surprise	0.414	విముక్తి
spirits	surprise	0.414	ఆత్మలు
perjury	surprise	0.414	అబద్ధ సాక్ష్యం
veracity	surprise	0.414	యథార్థత
parade	surprise	0.406	కవాతు
applause	surprise	0.406	చప్పట్లు
inspired	surprise	0.406	ప్రేరణ పొందింది
allure	surprise	0.406	ఆకర్షణ
eager	surprise	0.406	ఆత్రుత
gambler	surprise	0.406	జూదగాడు
fete	surprise	0.406	పండు
divorce	surprise	0.398	విడాకులు
guess	surprise	0.398	అంచనా
princely	surprise	0.398	రాచరికం
burlesque	surprise	0.398	బుర్రగల
secrecy	surprise	0.398	గోప్యత
incontinence	surprise	0.391	ఆపుకొనలేనిది
peri	surprise	0.391	పెరి
cheerful	surprise	0.391	ఉల్లాసంగా
hermaphrodite	surprise	0.391	హెర్మాఫ్రొడైట్
supremacy	surprise	0.391	ఆధిపత్యం
aspiration	surprise	0.391	ఆకాంక్ష
buck	surprise	0.383	బక్
lose	surprise	0.383	కోల్పోతారు
cadaver	surprise	0.383	శవం
crowning	surprise	0.383	కిరీటం
praiseworthy	surprise	0.383	ప్రశంసనీయమైనది
inheritance	surprise	0.383	వారసత్వం
score	surprise	0.383	స్కోర్
gulp	surprise	0.375	గల్ప్
camouflaged	surprise	0.375	మభ్యపెట్టారు
advance	surprise	0.375	ముందుకు
succeed	surprise	0.375	విజయం సాధిస్తారు
frisky	surprise	0.375	చురుకైన
mystic	surprise	0.375	మార్మిక
compliment	surprise	0.375	పొగడ్త
hope	surprise	0.367	ఆశిస్తున్నాము
joker	surprise	0.367	జోకర్
sparkle	surprise	0.367	మెరుపు
excavation	surprise	0.367	తవ్వకం
sensual	surprise	0.367	ఇంద్రియ సంబంధమైన
entertainment	surprise	0.359	వినోదం
feeling	surprise	0.359	భావన
modify	surprise	0.352	సవరించు
blessings	surprise	0.352	దీవెనలు
newcomer	surprise	0.352	కొత్తవాడు
obit	surprise	0.352	తొలగించు
postponement	surprise	0.352	వాయిదా
award	surprise	0.352	అవార్డు
clown	surprise	0.352	విదూషకుడు
highest	surprise	0.344	అత్యధిక
hero	surprise	0.344	హీరో
glorify	surprise	0.344	కీర్తించండి
proficiency	surprise	0.344	ప్రావీణ్యం
start	surprise	0.344	ప్రారంభించండి
wonderfully	surprise	0.344	అద్భుతంగా
celebrity	surprise	0.344	ప్రముఖ
rekindle	surprise	0.336	పునరుజ్జీవింపజేయు
optimism	surprise	0.336	ఆశావాదం
sanctify	surprise	0.336	పవిత్రం
unbeaten	surprise	0.336	అజేయంగా
prodigious	surprise	0.336	అద్భుతమైన
grin	surprise	0.336	నవ్వు
memorable	surprise	0.336	చిరస్మరణీయం
warned	surprise	0.336	హెచ్చరించారు
dissolution	surprise	0.336	రద్దు
hypertrophy	surprise	0.328	హైపర్ట్రోఫీ
admiration	surprise	0.328	మెచ్చుకోవడం
examination	surprise	0.320	పరీక్ష
angel	surprise	0.320	దేవదూత
present	surprise	0.320	ప్రస్తుతం
catch	surprise	0.320	క్యాచ్
hap	surprise	0.320	సంతోషం
saint	surprise	0.312	సాధువు
embrace	surprise	0.312	కౌగిలించుకుంటారు
flirt	surprise	0.312	పరిహసముచేయు
puma	surprise	0.312	ప్యూమా
kiss	surprise	0.312	ముద్దు
liberty	surprise	0.312	స్వేచ్ఛ
scrimmage	surprise	0.312	పెనుగులాట
treat	surprise	0.312	చికిత్స
inaffable	surprise	0.312	చెప్పలేని
occasional	surprise	0.312	అప్పుడప్పుడు
dismissal	surprise	0.312	తొలగింపు
perfection	surprise	0.305	పరిపూర్ణత
saintly	surprise	0.305	సాధువు
gratify	surprise	0.305	సంతోషించు
generosity	surprise	0.305	దాతృత్వం
sally	surprise	0.305	సాలీ
palpable	surprise	0.297	స్పృశించదగినది
finally	surprise	0.297	చివరకు
differently	surprise	0.297	భిన్నంగా
polarity	surprise	0.297	ధ్రువణత
ceremony	surprise	0.297	వేడుక
favorable	surprise	0.297	అనుకూలమైన
larger	surprise	0.297	పెద్దది
warn	surprise	0.297	హెచ్చరిస్తారు
medal	surprise	0.289	పతకం
romance	surprise	0.289	శృంగారం
inviting	surprise	0.289	ఆహ్వానిస్తున్నాను
greeting	surprise	0.289	పలకరింపు
resignation	surprise	0.281	రాజీనామా
accolade	surprise	0.281	ప్రశంసలు
labor	surprise	0.281	శ్రమ
candid	surprise	0.281	దాపరికం
trip	surprise	0.281	యాత్ర
stare	surprise	0.273	తదేకంగా చూడు
admire	surprise	0.266	మెచ్చుకుంటారు
glimmer	surprise	0.266	మెరుపు
playful	surprise	0.266	సరదా
somatic	surprise	0.266	సోమాటిక్
festival	surprise	0.266	పండుగ
mimicry	surprise	0.266	మిమిక్రీ
insolvency	surprise	0.266	దివాలా
immerse	surprise	0.266	ముంచుతారు
invite	surprise	0.266	ఆహ్వానించండి
compensate	surprise	0.266	పరిహారం
receiving	surprise	0.258	అందుకుంటున్నారు
complement	surprise	0.258	పూరకంగా
chuckle	surprise	0.258	నవ్వు
laugh	surprise	0.258	నవ్వు
hypothesis	surprise	0.258	పరికల్పన
honeymoon	surprise	0.250	హనీమూన్
opera	surprise	0.242	ఒపేరా
pleasant	surprise	0.242	ఆహ్లాదకరమైన
marry	surprise	0.242	పెళ్లి చేసుకుంటారు
independence	surprise	0.242	స్వాతంత్ర్యం
chant	surprise	0.234	జపం
holiness	surprise	0.234	పవిత్రత
assessment	surprise	0.234	అంచనా
rhythmical	surprise	0.234	లయబద్ధమైన
hopeful	surprise	0.234	ఆశాజనకంగా
leave	surprise	0.234	వదిలివేయండి
trophy	surprise	0.234	ట్రోఫీ
deal	surprise	0.227	ఒప్పందం
procession	surprise	0.227	ఊరేగింపు
placard	surprise	0.227	ప్లకార్డు
shopping	surprise	0.219	షాపింగ్
musical	surprise	0.219	సంగీతపరమైన
cherish	surprise	0.219	ఆదరించు
good	surprise	0.219	మంచిది
dawn	surprise	0.211	తెల్లవారుజాము
simplify	surprise	0.211	సరళీకృతం
shell	surprise	0.211	షెల్
morals	surprise	0.203	నీతులు
money	surprise	0.203	డబ్బు
nullify	surprise	0.203	రద్దు
purity	surprise	0.203	స్వచ్ఛత
sweet	surprise	0.203	తీపి
synchronize	surprise	0.195	సమకాలీకరించు
precious	surprise	0.195	విలువైన
humanitarian	surprise	0.195	మానవతావాది
preservative	surprise	0.195	సంరక్షక
unfulfilled	surprise	0.195	నెరవేరలేదు
obliging	surprise	0.188	విధిగా
singularly	surprise	0.188	ఏకవచనం
graduation	surprise	0.180	గ్రాడ్యుయేషన్
foresee	surprise	0.180	ముందుచూపు
pray	surprise	0.180	ప్రార్థించండి
lovely	surprise	0.180	సుందరమైన
thirst	surprise	0.172	దాహం
mouth	surprise	0.172	నోరు
youth	surprise	0.172	యువత
sun	surprise	0.172	సూర్యుడు
art	surprise	0.172	కళ
goodness	surprise	0.164	మంచితనం
latent	surprise	0.156	గుప్తమైన
visor	surprise	0.156	visor
overdue	surprise	0.156	మీరిన
practiced	surprise	0.156	ఆచరించాడు
loyal	surprise	0.148	నమ్మకమైన
expect	surprise	0.148	ఆశించవచ్చు
wireless	surprise	0.148	వైర్లెస్
destination	surprise	0.148	గమ్యం
infant	surprise	0.141	శిశువు
cream	surprise	0.141	క్రీమ్
slush	surprise	0.141	స్లష్
quote	surprise	0.141	కోట్
playground	surprise	0.133	ఆటస్థలం
vote	surprise	0.125	ఓటు
teach	surprise	0.125	బోధిస్తారు
organization	surprise	0.125	సంస్థ
dolphin	surprise	0.117	డాల్ఫిన్
weight	surprise	0.117	బరువు
smile	surprise	0.117	చిరునవ్వు
sisterhood	surprise	0.109	సోదరి
cable	surprise	0.109	కేబుల్
sunny	surprise	0.102	ఎండ
steady	surprise	0.094	స్థిరమైన
peaceful	surprise	0.086	శాంతియుతమైనది
spa	surprise	0.086	స్పా
leisure	surprise	0.086	విశ్రాంతి
picnic	surprise	0.078	విహారయాత్ర
tree	surprise	0.078	చెట్టు
worm	surprise	0.055	పురుగు
truthfulness	trust	0.906	సత్యసంధత
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	నమ్మదగిన
honor	trust	0.844	గౌరవం
honesty	trust	0.844	నిజాయితీ
honest	trust	0.844	నిజాయితీ
truth	trust	0.844	నిజం
truthful	trust	0.836	సత్యవంతుడు
trusting	trust	0.836	విశ్వసించడం
brotherhood	trust	0.820	సోదరభావం
entrust	trust	0.812	అప్పగిస్తారు
committed	trust	0.805	కట్టుబడి
loyalty	trust	0.805	విధేయత
integrity	trust	0.805	సమగ్రత
honorable	trust	0.805	గౌరవప్రదమైన
trust	trust	0.805	నమ్మకం
credibility	trust	0.805	విశ్వసనీయత
faithful	trust	0.797	నమ్మకమైన
sincere	trust	0.797	నిష్కపటమైన
partnership	trust	0.789	భాగస్వామ్యం
responsible	trust	0.789	బాధ్యత
true	trust	0.789	నిజం
wisdom	trust	0.789	జ్ఞానం
verification	trust	0.781	ధృవీకరణ
cooperative	trust	0.781	సహకార
vow	trust	0.781	ప్రతిజ్ఞ
oath	trust	0.781	ప్రమాణస్వీకారం
respectable	trust	0.773	గౌరవనీయమైనది
sisterhood	trust	0.773	సోదరి
hero	trust	0.773	హీరో
credible	trust	0.773	విశ్వసనీయమైనది
promise	trust	0.773	వాగ్దానం
verified	trust	0.773	ధృవీకరించబడింది
qualified	trust	0.766	అర్హత సాధించారు
authentication	trust	0.766	ప్రమాణీకరణ
respected	trust	0.766	గౌరవించారు
compassion	trust	0.759	కరుణ
approval	trust	0.758	ఆమోదం
moral	trust	0.758	నైతిక
reliability	trust	0.758	విశ్వసనీయత
trusts	trust	0.758	విశ్వసించారు
safekeeping	trust	0.758	భద్రపరచడం
reputable	trust	0.758	పలుకుబడి కలిగిన
love	trust	0.758	ప్రేమ
friend	trust	0.750	స్నేహితుడు
stable	trust	0.750	స్థిరమైన
authentic	trust	0.750	ప్రామాణికమైన
competence	trust	0.750	సమర్థత
safeguard	trust	0.750	రక్షణ
companion	trust	0.750	తోడుగా
advised	trust	0.750	సలహా ఇచ్చాడు
respect	trust	0.750	గౌరవం
loyal	trust	0.750	నమ్మకమైన
genuine	trust	0.750	నిజమైన
friendships	trust	0.750	విశ్వసిస్తాడు
ally	trust	0.750	మిత్ర
proven	trust	0.742	నిరూపించబడింది
freedom	trust	0.742	స్వేచ్ఛ
respects	trust	0.742	గౌరవిస్తుంది
accepting	trust	0.742	స్నేహాలు
faith	trust	0.742	విశ్వాసం
wholesome	trust	0.742	ఆరోగ్యకరమైన
heartfelt	trust	0.734	హృదయపూర్వక
unification	trust	0.734	ఏకీకరణ
confirmation	trust	0.734	నిర్ధారణ
protecting	trust	0.734	రక్షించడం
reassurance	trust	0.734	భరోసా
trustee	trust	0.734	ధర్మకర్త
supporter	trust	0.734	మద్దతుదారు
respectful	trust	0.734	గౌరవప్రదమైనది
admirable	trust	0.734	ప్రశంసనీయమైనది
fact	trust	0.727	వాస్తవం
friendship	trust	0.727	స్నేహం
partners	trust	0.727	అంగీకరించడం
confidentially	trust	0.727	గోప్యంగా
confident	trust	0.727	నమ్మకంగా
equality	trust	0.727	సమానత్వం
alliance	trust	0.727	కూటమి
credential	trust	0.727	ఆధారాలు
believing	trust	0.727	నమ్ముతున్నారు
excellence	trust	0.727	సమర్థత
agreement	trust	0.727	ఒప్పందం
closeness	trust	0.719	సాన్నిహిత్యం
authenticate	trust	0.719	ప్రమాణీకరించండి
virtuous	trust	0.719	సద్గుణవంతుడు
intelligence	trust	0.719	తెలివితేటలు
kindred	trust	0.719	బంధువులు
virtue	trust	0.719	ధర్మం
honored	trust	0.719	సత్కరించారు
justice	trust	0.711	న్యాయం
charitable	trust	0.711	ధార్మికమైనది
determination	trust	0.711	సంకల్పం
creditable	trust	0.711	శ్రేయస్కరం
consistency	trust	0.711	స్థిరత్వం
allegiance	trust	0.711	విధేయత
cooperation	trust	0.711	సహకారం
guarantee	trust	0.711	హామీ
dedication	trust	0.711	అంకితం
straightforward	trust	0.711	సూటిగా
cooperating	trust	0.711	సహకరిస్తున్నారు
reliable	trust	0.703	నమ్మదగిన
nurture	trust	0.703	పోషణ
mother	trust	0.703	తల్లి
fulfilled	trust	0.703	నెరవేరింది
admiration	trust	0.703	మెచ్చుకోవడం
mentor	trust	0.703	గురువు
guardianship	trust	0.703	సంరక్షకత్వం
assurance	trust	0.703	భరోసా
morality	trust	0.703	నైతికత
motherhood	trust	0.703	మాతృత్వం
innocent	trust	0.703	అమాయక
reverence	trust	0.703	గౌరవం
sanctuary	trust	0.703	అభయారణ్యం
friendliness	trust	0.703	స్నేహశీలత
prepared	trust	0.703	సిద్ధం
admire	trust	0.703	మెచ్చుకుంటారు
protected	trust	0.703	రక్షించబడింది
proof	trust	0.703	రుజువు
bodyguard	trust	0.695	అంగరక్షకుడు
skillful	trust	0.695	నైపుణ్యం కలవాడు
marriage	trust	0.695	వివాహం
allied	trust	0.695	పొత్తు పెట్టుకుంది
morals	trust	0.695	నీతులు
humanitarian	trust	0.695	మానవతావాది
pact	trust	0.695	ఒప్పందం
courage	trust	0.695	ధైర్యం
accountable	trust	0.695	జవాబుదారీ
agreeable	trust	0.695	అంగీకారయోగ్యమైనది
united	trust	0.695	ఏకమయ్యారు
indestructible	trust	0.695	నాశనం చేయలేని
approving	trust	0.695	ఆమోదించడం
guardian	trust	0.695	సంరక్షకుడు
compassionate	trust	0.695	కరుణామయుడు
scientist	trust	0.695	శాస్త్రవేత్త
certified	trust	0.695	సర్టిఫికేట్
pledge	trust	0.688	ప్రతిజ్ఞ
adviser	trust	0.688	సలహాదారు
authenticity	trust	0.688	ప్రామాణికత
understanding	trust	0.688	అవగాహన
secure	trust	0.688	సురక్షితమైన
guidance	trust	0.688	మార్గదర్శకత్వం
monogamy	trust	0.688	ఏకభార్యత్వం
valor	trust	0.688	శౌర్యం
solidity	trust	0.688	దృఢత్వం
perfection	trust	0.688	పరిపూర్ణత
believed	trust	0.688	నమ్మాడు
humanity	trust	0.688	మానవత్వం
justifiable	trust	0.688	సమర్థించదగినది
competent	trust	0.688	సమర్థుడు
esteem	trust	0.688	గౌరవం
protector	trust	0.680	రక్షకుడు
inspire	trust	0.680	స్ఫూర్తినిస్తాయి
hope	trust	0.680	ఆశిస్తున్నాము
strongest	trust	0.680	భాగస్వాములు
expertise	trust	0.680	నైపుణ్యం
humble	trust	0.680	వినయపూర్వకమైన
indivisible	trust	0.680	విడదీయరాని
official	trust	0.680	అధికారిక
affirm	trust	0.680	ధృవీకరిస్తాయి
familiarity	trust	0.680	పరిచయము
confirmed	trust	0.680	ధ్రువీకరించారు
diligence	trust	0.680	శ్రద్ధ
grandfather	trust	0.680	తాతయ్య
advocacy	trust	0.680	న్యాయవాదం
goodness	trust	0.680	మంచితనం
commendable	trust	0.680	ప్రశంసనీయమైనది
acceptance	trust	0.680	అంగీకారం
diplomatic	trust	0.680	దౌత్యపరమైన
leader	trust	0.680	నాయకుడు
confide	trust	0.680	విశ్వసించండి
agreeing	trust	0.680	అంగీకరిస్తున్నారు
approve	trust	0.680	ఆమోదించడానికి
professional	trust	0.680	వృత్తిపరమైన
elders	trust	0.680	పెద్దలు
confidential	trust	0.680	గోప్యమైన
faultless	trust	0.672	దోషరహితమైనది
believes	trust	0.672	ఆమోదించబడిన
sanctify	trust	0.672	పవిత్రం
intelligent	trust	0.672	తెలివైన
safe	trust	0.672	సురక్షితం
accepted	trust	0.672	బలమైన
dignity	trust	0.672	గౌరవం
unwavering	trust	0.672	తిరుగులేని
encyclopedia	trust	0.672	ఎన్సైక్లోపీడియా
mastery	trust	0.672	పాండిత్యం
cohesive	trust	0.672	పొందికైన
harmoniously	trust	0.672	సామరస్యపూర్వకంగా
benevolence	trust	0.672	పరోపకారం
healing	trust	0.672	వైద్యం
accredited	trust	0.672	గుర్తింపు పొందింది
covenant	trust	0.672	ఒడంబడిక
accountability	trust	0.664	జవాబుదారీతనం
