English Word	Emotion	Emotion-Intensity-Score	Yoruba Word
waffle	sadness	0.047	waffle
shell	sadness	0.045	ikarahun
musical	sadness	0.045	orin
savor	sadness	0.034	adun
napkin	sadness	0.031	napkin
vote	sadness	0.031	idibo
sing	sadness	0.017	kọrin
mother	sadness	0.016	iya
music	sadness	0.016	orin
nutritious	sadness	0.015	onjẹ
lovely	sadness	0.009	ẹlẹwà
sweetheart	sadness	0.000	ololufe
romance	sadness	0.000	fifehan
liquor	sadness	0.000	oti alagbara
art	sadness	0.000	aworan
surprise	surprise	0.930	iyalenu
explode	surprise	0.906	gbamu
flabbergast	surprise	0.906	flabbergast
explosion	surprise	0.898	bugbamu
ambush	surprise	0.883	ibùba
explosive	surprise	0.883	bugbamu
eruption	surprise	0.883	eruption
surprisingly	surprise	0.875	iyalenu
startle	surprise	0.875	iyalenu
shockingly	surprise	0.875	iyalenu
frighten	surprise	0.875	dẹruba
surprised	surprise	0.867	yà
frightened	surprise	0.867	bẹru
surprising	surprise	0.867	iyalẹnu
outburst	surprise	0.859	ijade
thrilling	surprise	0.859	ojlofọndotenamẹ tọn
miracle	surprise	0.859	iyanu
blast	surprise	0.852	fifún
astonishingly	surprise	0.852	iyalẹnu
alarm	surprise	0.852	itaniji
shock	surprise	0.844	mọnamọna
thunderstruck	surprise	0.844	ãra kọlu
jolt	surprise	0.844	jolt
dazzle	surprise	0.836	dazzle
bang	surprise	0.836	bang
catastrophe	surprise	0.836	ajalu
fright	surprise	0.836	ẹru
unexpectedly	surprise	0.836	lairotele
startling	surprise	0.828	iyalenu
suddenly	surprise	0.828	lojiji
emergency	surprise	0.828	pajawiri
bewilderment	surprise	0.828	idamu
stunned	surprise	0.820	yà
astound	surprise	0.820	iyalẹnu
jackpot	surprise	0.812	jackpot
earthquake	surprise	0.812	ìṣẹlẹ
disaster	surprise	0.812	ajalu
astonishment	surprise	0.805	iyalẹnu
climax	surprise	0.805	ipari
aghast	surprise	0.805	ijafafa
astonish	surprise	0.805	iyalẹnu
scare	surprise	0.797	dẹruba
awestruck	surprise	0.797	ẹru
erupt	surprise	0.789	nwaye
bomb	surprise	0.789	bombu
exclaim	surprise	0.789	kigbe
amazement	surprise	0.781	iyalẹnu
abduction	surprise	0.773	ifasilẹ awọn
alarming	surprise	0.773	itaniji
detonate	surprise	0.773	túbú
raid	surprise	0.773	igbogun ti
miraculous	surprise	0.773	iyanu
invade	surprise	0.773	gbogun ti
kidnap	surprise	0.766	ajínigbé
unpredictable	surprise	0.758	aisọtẹlẹ
stupefy	surprise	0.758	stupefy
dumfound	surprise	0.758	ahoro
overwhelming	surprise	0.758	lagbara
erratic	surprise	0.750	alaibamu
unimaginable	surprise	0.750	airotẹlẹ
accident	surprise	0.750	ijamba
outrageous	surprise	0.750	outrageous
horror	surprise	0.742	ẹru
amaze	surprise	0.742	iyalẹnu
blitz	surprise	0.742	blitz
bewilder	surprise	0.742	rudurudu
flinch	surprise	0.742	fọnka
petrify	surprise	0.742	petrify
wreck	surprise	0.742	iparun
slaughter	surprise	0.742	ipaniyan
frenetic	surprise	0.734	frenetic
crash	surprise	0.734	jamba
frantic	surprise	0.734	ijakadi
stupefaction	surprise	0.734	stupefaction
excitement	surprise	0.734	simi
riotous	surprise	0.727	rudurudu
outcry	surprise	0.727	igbe
vanished	surprise	0.727	sọnu
moonstruck	surprise	0.727	oṣupa
sudden	surprise	0.727	lojiji
awe	surprise	0.719	ẹru
scream	surprise	0.719	pariwo
breathless	surprise	0.719	mimi
sabotage	surprise	0.719	sabotage
shriek	surprise	0.719	igbe
unanticipated	surprise	0.719	airotẹlẹ
bewildered	surprise	0.719	dãmu
manslaughter	surprise	0.719	ipaniyan
amazedness	surprise	0.719	iyalẹnu
rupture	surprise	0.719	rupture
unexpected	surprise	0.711	airotẹlẹ
electrify	surprise	0.711	itanna
uncontrollable	surprise	0.711	aiṣakoso
shot	surprise	0.711	shot
avalanche	surprise	0.711	owusuwusu
gasp	surprise	0.711	mimi gulegule
stun	surprise	0.711	gbon
slam	surprise	0.703	slam
abrupt	surprise	0.703	lojiji
intruder	surprise	0.703	onijagidijagan
unforeseen	surprise	0.703	airotẹlẹ
suspense	surprise	0.703	ifura
devastation	surprise	0.703	iparun
surge	surprise	0.703	gbaradi
excite	surprise	0.695	ṣojulọyin
dumfounder	surprise	0.695	dumfounder
yell	surprise	0.695	pariwo
unprecedented	surprise	0.695	airotẹlẹ
strike	surprise	0.695	idasesile
volatility	surprise	0.695	iyipada
urgent	surprise	0.695	amojuto
stab	surprise	0.695	gun
disturbance	surprise	0.688	idamu
carnage	surprise	0.688	ipaniyan
incredible	surprise	0.688	alaragbayida
spectacular	surprise	0.688	iyanu
thrill	surprise	0.680	iwunilori
recklessness	surprise	0.680	aibikita
clamor	surprise	0.680	ariwo
monstrous	surprise	0.680	ibanilẹru
slap	surprise	0.680	labara
inexplicable	surprise	0.672	aiṣe alaye
terrorist	surprise	0.672	onijagidijagan
exciting	surprise	0.672	moriwu
accidental	surprise	0.672	lairotẹlẹ
accidentally	surprise	0.672	lairotẹlẹ
striking	surprise	0.672	idaṣẹ
captivate	surprise	0.672	captivate
exhilaration	surprise	0.672	exhilaration
topple	surprise	0.664	topple
dire	surprise	0.664	dire
revolution	surprise	0.664	rogbodiyan
volcano	surprise	0.664	onina
freakish	surprise	0.664	onijagidijagan
revolt	surprise	0.656	iṣọtẹ
bloodshed	surprise	0.656	itajesile
sneak	surprise	0.656	ajiwo
unspeakable	surprise	0.656	aisọ ọrọ
incendiary	surprise	0.656	incendiary
epidemic	surprise	0.648	àjàkálẹ̀ àrùn
violent	surprise	0.648	iwa-ipa
disruption	surprise	0.648	idalọwọduro
amazingly	surprise	0.648	iyalẹnu
mutiny	surprise	0.648	ipanilara
spellbound	surprise	0.648	sipeli
cyclone	surprise	0.648	ìjì líle
unsuspecting	surprise	0.648	aibikita
attacking	surprise	0.648	ikọlu
unintended	surprise	0.648	airotẹlẹ
shout	surprise	0.641	kígbe
indescribable	surprise	0.641	aláìlèsọ
tumult	surprise	0.641	rudurudu
improvisation	surprise	0.641	imudara
wildfire	surprise	0.641	iná igbó
excitation	surprise	0.641	simi
screech	surprise	0.641	ariwo
enthusiasm	surprise	0.641	itara
uncertain	surprise	0.633	aidaniloju
plunder	surprise	0.633	ikogun
gape	surprise	0.633	gape
treachery	surprise	0.633	arekereke
agape	surprise	0.633	agape
anomaly	surprise	0.633	anomaly
presto	surprise	0.633	presto
apparition	surprise	0.633	ifarahan
wonderment	surprise	0.625	iyalẹnu
slaughtering	surprise	0.625	pipa
trick	surprise	0.625	omoluabi
mystery	surprise	0.625	ohun ijinlẹ
murderous	surprise	0.625	apaniyan
distress	surprise	0.625	wahala
sorcery	surprise	0.625	oṣó
excited	surprise	0.625	yiya
tempest	surprise	0.625	iji
urgency	surprise	0.625	amojuto
inimaginable	surprise	0.617	airotẹlẹ
intrusive	surprise	0.617	intrusive
quickness	surprise	0.617	iyara
intense	surprise	0.617	intense
trickery	surprise	0.617	arekereke
vanish	surprise	0.617	parun
prank	surprise	0.617	elere
murder	surprise	0.617	ipaniyan
thief	surprise	0.609	ole
blindfold	surprise	0.609	afọju
unstable	surprise	0.609	riru
strangle	surprise	0.609	strangle
coup	surprise	0.609	gbajoba
magical	surprise	0.609	idan
shatter	surprise	0.609	shatter
splash	surprise	0.609	asesejade
stupor	surprise	0.602	omugo
inconceivable	surprise	0.602	inconceivable
betray	surprise	0.602	danu
defy	surprise	0.602	koju
jubilee	surprise	0.602	jubeli
assail	surprise	0.602	ikọlu
deluge	surprise	0.602	ikun omi
tackle	surprise	0.602	koju
monstrosity	surprise	0.594	ibanilẹru
lightning	surprise	0.594	manamana
stupendous	surprise	0.594	stupendous
shrill	surprise	0.594	ariwo
mishap	surprise	0.594	aburu
alerts	surprise	0.594	titaniji
mysterious	surprise	0.586	ohun ijinlẹ
randomly	surprise	0.586	laileto
wild	surprise	0.586	egan
deceit	surprise	0.586	etan
bonus	surprise	0.586	ajeseku
pitfall	surprise	0.586	ọfin
uncanny	surprise	0.586	aibikita
wondrous	surprise	0.586	iyanu
premature	surprise	0.578	tọjọ
stagger	surprise	0.578	tako
rejoicing	surprise	0.578	ayo
godsend	surprise	0.578	ọlọrun
jubilant	surprise	0.578	jubilant
electric	surprise	0.578	itanna
raving	surprise	0.578	raving
bizarre	surprise	0.578	burujai
death	surprise	0.578	iku
fluke	surprise	0.578	fluke
oddity	surprise	0.578	ajeji
dynamic	surprise	0.570	ìmúdàgba
dismay	surprise	0.570	ibanuje
revenge	surprise	0.570	ẹsan
nefarious	surprise	0.562	aburu
fascinate	surprise	0.562	fanimọra
jerk	surprise	0.562	oloriburuku
ecstatic	surprise	0.562	igbadun
reward	surprise	0.562	ère
uncover	surprise	0.562	ṣii
reappear	surprise	0.562	tun farahan
zany	surprise	0.555	zany
whim	surprise	0.555	wère
thaumaturgy	surprise	0.555	thaumaturgy
conjure	surprise	0.555	conjure
crescendo	surprise	0.555	crescendo
rescue	surprise	0.547	igbala
daze	surprise	0.547	daju
heroism	surprise	0.547	akọni
illuminate	surprise	0.547	tan imọlẹ
winner	surprise	0.547	olubori
ejaculation	surprise	0.547	ejaculation
thwart	surprise	0.547	dena
rarity	surprise	0.547	aibikita
unbridled	surprise	0.547	ti ko ni idaabobo
tantalizing	surprise	0.547	tantalizing
punch	surprise	0.539	Pupọ
cheer	surprise	0.539	idunnu
treason	surprise	0.539	iṣọtẹ
violation	surprise	0.539	ṣẹ
celebration	surprise	0.539	ajoyo
illusion	surprise	0.539	iruju
marvel	surprise	0.539	iyanu
lucky	surprise	0.539	orire
lunge	surprise	0.539	ẹdọfóró
interrupt	surprise	0.539	da gbigbi
insult	surprise	0.539	ẹgan
concealed	surprise	0.531	pamọ
snag	surprise	0.531	imolara
sensation	surprise	0.531	aibale okan
banger	surprise	0.531	banger
fearfully	surprise	0.531	ẹru
affront	surprise	0.531	ikọlu
jest	surprise	0.531	awada
undiscovered	surprise	0.523	aimọ
liberate	surprise	0.523	gba ominira
veer	surprise	0.523	igboro
abandonment	surprise	0.523	kọ silẹ
immediacy	surprise	0.523	lẹsẹkẹsẹ
improvise	surprise	0.523	imudara
victimized	surprise	0.523	olufaragba
scorpion	surprise	0.523	àkekèé
majestic	surprise	0.523	alalanla
wonder	surprise	0.523	iyalẹnu
rejoice	surprise	0.523	yọ
tickle	surprise	0.516	tickle
chance	surprise	0.516	anfani
yelp	surprise	0.516	yelp
howl	surprise	0.516	hu
stealthily	surprise	0.516	stealthily
unintentionally	surprise	0.508	aimọọmọ
magnificent	surprise	0.508	nkanigbega
reflex	surprise	0.508	reflex
garish	surprise	0.508	garish
transcendence	surprise	0.508	irekọja
rave	surprise	0.508	igbogun ti
luck	surprise	0.508	orire
swerve	surprise	0.508	swerve
pop	surprise	0.508	agbejade
enliven	surprise	0.500	enliven
slayer	surprise	0.500	apaniyan
remarkable	surprise	0.500	o lapẹẹrẹ
infrequent	surprise	0.500	loorekoore
pang	surprise	0.500	pang
erotic	surprise	0.500	itagiri
misbehavior	surprise	0.500	iwa ibaje
diversion	surprise	0.500	diversion
heroic	surprise	0.500	akọni
alertness	surprise	0.500	gbigbọn
marvelous	surprise	0.500	iyanu
fainting	surprise	0.500	daku
embarrassment	surprise	0.500	itiju
nab	surprise	0.492	nab
birthday	surprise	0.492	ojo ibi
camouflage	surprise	0.492	camouflage
unutterable	surprise	0.492	unutterable
chimera	surprise	0.492	chimera
trump	surprise	0.492	ipè
decoy	surprise	0.492	ẹtan
infarct	surprise	0.492	infarct
greatness	surprise	0.492	titobi
exigent	surprise	0.492	exigent
prick	surprise	0.484	kọlu
variable	surprise	0.484	oniyipada
curiosity	surprise	0.484	iwariiri
daemon	surprise	0.484	daemon
inexpressible	surprise	0.484	aisọye
magician	surprise	0.484	alalupayida
underestimate	surprise	0.484	aibikita
fanfare	surprise	0.484	fanfare
horde	surprise	0.484	ogun
zeal	surprise	0.484	itara
incident	surprise	0.477	iṣẹlẹ
illumination	surprise	0.477	itanna
chicane	surprise	0.477	chicane
sneeze	surprise	0.477	rọ
subversive	surprise	0.477	ipanilara
gawk	surprise	0.477	gboogi
fortune	surprise	0.477	orire
strange	surprise	0.477	ajeji
dreadfully	surprise	0.477	ẹru
unguarded	surprise	0.477	ti ko ni aabo
prowl	surprise	0.469	prowl
reversal	surprise	0.469	ipadasẹhin
wizard	surprise	0.469	oluṣeto
rapid	surprise	0.469	yiyara
leery	surprise	0.469	leery
break	surprise	0.461	fọ
slip	surprise	0.461	isokuso
divergent	surprise	0.461	oniruuru
hilarious	surprise	0.461	panilerin
coincidence	surprise	0.461	ijamba
subito	surprise	0.461	subito
overestimate	surprise	0.453	overestimate
ordeal	surprise	0.453	inira
evanescence	surprise	0.453	evanescence
merriment	surprise	0.453	igbadun
raffle	surprise	0.453	raffle
winning	surprise	0.453	bori
wonderful	surprise	0.453	iyanu
hoax	surprise	0.453	hoax
confession	surprise	0.453	ijewo
splendid	surprise	0.445	ẹlẹwà
stound	surprise	0.445	okuta nla
perchance	surprise	0.445	boya
excel	surprise	0.445	tayọ
enthusiast	surprise	0.445	iyaragaga
gambling	surprise	0.445	ayo
feat	surprise	0.445	feat
laughter	surprise	0.445	ẹrín
brighten	surprise	0.438	tan imọlẹ
unique	surprise	0.438	oto
senseless	surprise	0.438	aimọgbọnwa
changeable	surprise	0.438	iyipada
splendor	surprise	0.438	ogo
rapt	surprise	0.438	rapt
unintentional	surprise	0.438	aimọọmọ
fascination	surprise	0.430	ifanimora
trepidation	surprise	0.430	iwariri
lawsuit	surprise	0.430	ejo
gift	surprise	0.430	ebun
stealthy	surprise	0.430	stealthy
fiesta	surprise	0.430	fiista
intrigue	surprise	0.430	intrigue
delighted	surprise	0.430	Inudidun
judgment	surprise	0.422	idajọ
stealth	surprise	0.422	lilọ ni ifura
enchant	surprise	0.422	enchant
originality	surprise	0.422	atilẹba
riddle	surprise	0.422	àlọ́
quicksilver	surprise	0.422	fadaka
illegitimate	surprise	0.414	aitọ
experiment	surprise	0.414	ṣàdánwò
elusive	surprise	0.414	elusive
syncope	surprise	0.414	syncope
liberation	surprise	0.414	ominira
spirits	surprise	0.414	awọn ẹmi
perjury	surprise	0.414	ijẹri
veracity	surprise	0.414	otitọ
parade	surprise	0.406	Itolẹsẹẹsẹ
applause	surprise	0.406	ìyìn
inspired	surprise	0.406	atilẹyin
allure	surprise	0.406	allure
eager	surprise	0.406	itara
gambler	surprise	0.406	olutayo
fete	surprise	0.406	fete
divorce	surprise	0.398	ikọsilẹ
guess	surprise	0.398	gboju le won
princely	surprise	0.398	alade
burlesque	surprise	0.398	burlesque
secrecy	surprise	0.398	asiri
incontinence	surprise	0.391	incontinence
peri	surprise	0.391	peri
cheerful	surprise	0.391	onidunnu
hermaphrodite	surprise	0.391	hermaphrodite
supremacy	surprise	0.391	aseju
aspiration	surprise	0.391	ifẹkufẹ
buck	surprise	0.383	owo
lose	surprise	0.383	padanu
cadaver	surprise	0.383	ologbo
crowning	surprise	0.383	ade ade
praiseworthy	surprise	0.383	iyin
inheritance	surprise	0.383	ogún
score	surprise	0.383	O wole
gulp	surprise	0.375	gulp
camouflaged	surprise	0.375	camouflaged
advance	surprise	0.375	ilosiwaju
succeed	surprise	0.375	se aseyori
frisky	surprise	0.375	frisky
mystic	surprise	0.375	mystic
compliment	surprise	0.375	iyin
hope	surprise	0.367	ireti
joker	surprise	0.367	awada
sparkle	surprise	0.367	sparkle
excavation	surprise	0.367	iwakusa
sensual	surprise	0.367	ti ifẹkufẹ
entertainment	surprise	0.359	Idanilaraya
feeling	surprise	0.359	rilara
modify	surprise	0.352	yipada
blessings	surprise	0.352	ibukun
newcomer	surprise	0.352	tuntun
obit	surprise	0.352	obit
postponement	surprise	0.352	idaduro
award	surprise	0.352	eye
clown	surprise	0.352	apanilerin
highest	surprise	0.344	ti o ga julọ
hero	surprise	0.344	akoni
glorify	surprise	0.344	logo
proficiency	surprise	0.344	pipe
start	surprise	0.344	bẹrẹ
wonderfully	surprise	0.344	iyanu
celebrity	surprise	0.344	olokiki
rekindle	surprise	0.336	rekindle
optimism	surprise	0.336	ireti
sanctify	surprise	0.336	sọ di mímọ́
unbeaten	surprise	0.336	unbeaten
prodigious	surprise	0.336	olókìkí
grin	surprise	0.336	ẹrin
memorable	surprise	0.336	manigbagbe
warned	surprise	0.336	kilo
dissolution	surprise	0.336	itusilẹ
hypertrophy	surprise	0.328	hypertrophy
admiration	surprise	0.328	ifojuri
examination	surprise	0.320	ayewo
angel	surprise	0.320	angẹli
present	surprise	0.320	lọwọlọwọ
catch	surprise	0.320	mu
hap	surprise	0.320	hap
saint	surprise	0.312	mimọ
embrace	surprise	0.312	gba esin
flirt	surprise	0.312	flirt
puma	surprise	0.312	puma
kiss	surprise	0.312	fẹnuko
liberty	surprise	0.312	ominira
scrimmage	surprise	0.312	scrimmage
treat	surprise	0.312	toju
inaffable	surprise	0.312	ailagbara
occasional	surprise	0.312	lẹẹkọọkan
dismissal	surprise	0.312	yiyọ kuro
perfection	surprise	0.305	pipé
saintly	surprise	0.305	mimọ
gratify	surprise	0.305	inudidun
generosity	surprise	0.305	oninurere
sally	surprise	0.305	sally
palpable	surprise	0.297	palpable
finally	surprise	0.297	nipari
differently	surprise	0.297	otooto
polarity	surprise	0.297	polarity
ceremony	surprise	0.297	ayeye
favorable	surprise	0.297	ọjo
larger	surprise	0.297	tobi
warn	surprise	0.297	kilo
medal	surprise	0.289	medal
romance	surprise	0.289	fifehan
inviting	surprise	0.289	pípe
greeting	surprise	0.289	ikini
resignation	surprise	0.281	ifisilẹ
accolade	surprise	0.281	iyin
labor	surprise	0.281	laala
candid	surprise	0.281	olooto
trip	surprise	0.281	irin ajo
stare	surprise	0.273	woju
admire	surprise	0.266	ṣe ẹwà
glimmer	surprise	0.266	didan
playful	surprise	0.266	elere
somatic	surprise	0.266	somatic
festival	surprise	0.266	ajọdun
mimicry	surprise	0.266	afarawe
insolvency	surprise	0.266	insolvency
immerse	surprise	0.266	ibọmi
invite	surprise	0.266	pè
compensate	surprise	0.266	sanpada
receiving	surprise	0.258	gba
complement	surprise	0.258	iranlowo
chuckle	surprise	0.258	ẹrin
laugh	surprise	0.258	rerin
hypothesis	surprise	0.258	arosọ
honeymoon	surprise	0.250	ijẹfaaji
opera	surprise	0.242	opera
pleasant	surprise	0.242	dídùn
marry	surprise	0.242	fẹ
independence	surprise	0.242	ominira
chant	surprise	0.234	kọrin
holiness	surprise	0.234	mimọ
assessment	surprise	0.234	igbelewọn
rhythmical	surprise	0.234	rhythmical
hopeful	surprise	0.234	ireti
leave	surprise	0.234	fi silẹ
trophy	surprise	0.234	ife eye
deal	surprise	0.227	idunadura
procession	surprise	0.227	ilana
placard	surprise	0.227	kaadi iranti
shopping	surprise	0.219	ohun tio wa
musical	surprise	0.219	orin
cherish	surprise	0.219	ṣe akiyesi
good	surprise	0.219	dara
dawn	surprise	0.211	owurọ
simplify	surprise	0.211	rọrun
shell	surprise	0.211	ikarahun
morals	surprise	0.203	iwa
money	surprise	0.203	owo
nullify	surprise	0.203	asan
purity	surprise	0.203	mimọ
sweet	surprise	0.203	dun
synchronize	surprise	0.195	muṣiṣẹpọ
precious	surprise	0.195	iyebiye
humanitarian	surprise	0.195	omoniyan
preservative	surprise	0.195	olutọju
unfulfilled	surprise	0.195	ti ko ṣẹ
obliging	surprise	0.188	ọranyan
singularly	surprise	0.188	ẹyọkan
graduation	surprise	0.180	ayẹyẹ ipari ẹkọ
foresee	surprise	0.180	foresee
pray	surprise	0.180	gbadura
lovely	surprise	0.180	ẹlẹwà
thirst	surprise	0.172	oungbe
mouth	surprise	0.172	ẹnu
youth	surprise	0.172	odo
sun	surprise	0.172	oorun
art	surprise	0.172	aworan
goodness	surprise	0.164	oore
latent	surprise	0.156	wiwaba
visor	surprise	0.156	visor
overdue	surprise	0.156	ti pẹ
practiced	surprise	0.156	ti nṣe
loyal	surprise	0.148	olóòótọ́
expect	surprise	0.148	reti
wireless	surprise	0.148	alailowaya
destination	surprise	0.148	nlo
infant	surprise	0.141	ìkókó
cream	surprise	0.141	ipara
slush	surprise	0.141	slush
quote	surprise	0.141	agbasọ
playground	surprise	0.133	ibi isereile
vote	surprise	0.125	idibo
teach	surprise	0.125	kọni
organization	surprise	0.125	ajo
dolphin	surprise	0.117	ẹja nla
weight	surprise	0.117	iwuwo
smile	surprise	0.117	ẹrin
sisterhood	surprise	0.109	arabinrin
cable	surprise	0.109	okun
sunny	surprise	0.102	oorun
steady	surprise	0.094	duro
peaceful	surprise	0.086	alaafia
spa	surprise	0.086	spa
leisure	surprise	0.086	fàájì
picnic	surprise	0.078	pikiniki
tree	surprise	0.078	igi
worm	surprise	0.055	kòkoro
truthfulness	trust	0.906	ooto
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	gbẹkẹle
honor	trust	0.844	ọlá
honesty	trust	0.844	ooto
honest	trust	0.844	ooto
truth	trust	0.844	otitọ
truthful	trust	0.836	ooto
trusting	trust	0.836	gbigbekele
brotherhood	trust	0.820	ará
entrust	trust	0.812	gbekele
committed	trust	0.805	olufaraji
loyalty	trust	0.805	iṣootọ
integrity	trust	0.805	iyege
honorable	trust	0.805	ọlọlá
trust	trust	0.805	igbekele
credibility	trust	0.805	igbekele
faithful	trust	0.797	olododo
sincere	trust	0.797	lododo
partnership	trust	0.789	ajọṣepọ
responsible	trust	0.789	lodidi
true	trust	0.789	otitọ
wisdom	trust	0.789	ogbon
verification	trust	0.781	ijerisi
cooperative	trust	0.781	ifowosowopo
vow	trust	0.781	ẹjẹ
oath	trust	0.781	bura
respectable	trust	0.773	kasi
sisterhood	trust	0.773	arabinrin
hero	trust	0.773	akoni
credible	trust	0.773	gbagbọ
promise	trust	0.773	ileri
verified	trust	0.773	wadi
qualified	trust	0.766	tóótun
authentication	trust	0.766	ìfàṣẹsí
respected	trust	0.766	bọwọ
compassion	trust	0.759	aanu
approval	trust	0.758	ifọwọsi
moral	trust	0.758	iwa
reliability	trust	0.758	igbẹkẹle
trusts	trust	0.758	gbẹkẹle
safekeeping	trust	0.758	fifipamọ
reputable	trust	0.758	olokiki
love	trust	0.758	ife
friend	trust	0.750	ọrẹ
stable	trust	0.750	idurosinsin
authentic	trust	0.750	ojulowo
competence	trust	0.750	ijafafa
safeguard	trust	0.750	aabo
companion	trust	0.750	ẹlẹgbẹ
advised	trust	0.750	niyanju
respect	trust	0.750	ọwọ
loyal	trust	0.750	olóòótọ́
genuine	trust	0.750	lododo
friendships	trust	0.750	gbekele
ally	trust	0.750	ore
proven	trust	0.742	Fihan
freedom	trust	0.742	ominira
respects	trust	0.742	ibowo
accepting	trust	0.742	awọn ọrẹ
faith	trust	0.742	igbagbọ
wholesome	trust	0.742	ni ilera
heartfelt	trust	0.734	t’okan
unification	trust	0.734	isokan
confirmation	trust	0.734	ìmúdájú
protecting	trust	0.734	aabo
reassurance	trust	0.734	ifọkanbalẹ
trustee	trust	0.734	alafojusi
supporter	trust	0.734	alatilẹyin
respectful	trust	0.734	towotowo
admirable	trust	0.734	admirable
fact	trust	0.727	otito
friendship	trust	0.727	ore
partners	trust	0.727	gbigba
confidentially	trust	0.727	ni ipamọ
confident	trust	0.727	igboya
equality	trust	0.727	dọgbadọgba
alliance	trust	0.727	Alliance
credential	trust	0.727	iwe eri
believing	trust	0.727	onigbagbo
excellence	trust	0.727	didara julọ
agreement	trust	0.727	adehun
closeness	trust	0.719	isunmọtosi
authenticate	trust	0.719	jẹrisi
virtuous	trust	0.719	oniwa rere
intelligence	trust	0.719	oye
kindred	trust	0.719	ebi
virtue	trust	0.719	iwa rere
honored	trust	0.719	ola
justice	trust	0.711	idajo
charitable	trust	0.711	alanu
determination	trust	0.711	ipinnu
creditable	trust	0.711	gbese
consistency	trust	0.711	aitasera
allegiance	trust	0.711	ifaramo
cooperation	trust	0.711	ifowosowopo
guarantee	trust	0.711	ẹri
dedication	trust	0.711	ìyàsímímọ
straightforward	trust	0.711	taara
cooperating	trust	0.711	ifowosowopo
reliable	trust	0.703	gbẹkẹle
nurture	trust	0.703	tọ́jú
mother	trust	0.703	iya
fulfilled	trust	0.703	ṣẹ
admiration	trust	0.703	ifojuri
mentor	trust	0.703	olutojueni
guardianship	trust	0.703	alagbato
assurance	trust	0.703	idaniloju
morality	trust	0.703	iwa
motherhood	trust	0.703	abiyamọ
innocent	trust	0.703	alaiṣẹ
reverence	trust	0.703	ibowo
sanctuary	trust	0.703	ibi mimọ
friendliness	trust	0.703	ore
prepared	trust	0.703	pese sile
admire	trust	0.703	ṣe ẹwà
protected	trust	0.703	ni idaabobo
proof	trust	0.703	ẹri
bodyguard	trust	0.695	olusona
skillful	trust	0.695	ogbon
marriage	trust	0.695	igbeyawo
allied	trust	0.695	ajumọṣe
morals	trust	0.695	iwa
humanitarian	trust	0.695	omoniyan
pact	trust	0.695	adehun
courage	trust	0.695	ìgboyà
accountable	trust	0.695	jiyin
agreeable	trust	0.695	itẹlọrun
united	trust	0.695	apapọ
indestructible	trust	0.695	aidibajẹ
approving	trust	0.695	fọwọsi
guardian	trust	0.695	alagbato
compassionate	trust	0.695	aanu
scientist	trust	0.695	onimọ ijinle sayensi
certified	trust	0.695	ifọwọsi
pledge	trust	0.688	ògo
adviser	trust	0.688	oludamoran
authenticity	trust	0.688	otito
understanding	trust	0.688	Oye
secure	trust	0.688	ni aabo
guidance	trust	0.688	itọnisọna
monogamy	trust	0.688	ilobirin kan
valor	trust	0.688	alagbara
solidity	trust	0.688	iduroṣinṣin
perfection	trust	0.688	pipé
believed	trust	0.688	gbagbọ
humanity	trust	0.688	eda eniyan
justifiable	trust	0.688	idalare
competent	trust	0.688	oye
esteem	trust	0.688	iyin
protector	trust	0.680	olugbeja
inspire	trust	0.680	iwuri
hope	trust	0.680	ireti
strongest	trust	0.680	awọn alabaṣepọ
expertise	trust	0.680	ĭrìrĭ
humble	trust	0.680	onirẹlẹ
indivisible	trust	0.680	indivisible
official	trust	0.680	osise
affirm	trust	0.680	jẹrisi
familiarity	trust	0.680	faramọ
confirmed	trust	0.680	timo
diligence	trust	0.680	aisimi
grandfather	trust	0.680	baba agba
advocacy	trust	0.680	agbawi
goodness	trust	0.680	oore
commendable	trust	0.680	iyìn
acceptance	trust	0.680	gbigba
diplomatic	trust	0.680	oselu
leader	trust	0.680	olori
confide	trust	0.680	igbekele
agreeing	trust	0.680	gbigba
approve	trust	0.680	fi ọwọ si
professional	trust	0.680	ọjọgbọn
elders	trust	0.680	àgba
confidential	trust	0.680	asiri
faultless	trust	0.672	ailabawọn
believes	trust	0.672	gba
sanctify	trust	0.672	sọ di mímọ́
intelligent	trust	0.672	oye
safe	trust	0.672	ailewu
accepted	trust	0.672	alagbara julọ
dignity	trust	0.672	iyì
unwavering	trust	0.672	ailopin
encyclopedia	trust	0.672	encyclopedia
mastery	trust	0.672	oga
cohesive	trust	0.672	iṣọkan
harmoniously	trust	0.672	isokan
benevolence	trust	0.672	oore
healing	trust	0.672	iwosan
accredited	trust	0.672	ti gbẹtọ
covenant	trust	0.672	majẹmu
accountability	trust	0.664	iṣiro
team	trust	0.664	egbe
authority	trust	0.664	aṣẹ
heroic	trust	0.664	akọni
reliance	trust	0.664	igbẹkẹle
expert	trust	0.664	amoye
communicate	trust	0.664	ibasọrọ
spiritual	trust	0.664	ti ẹmí
impeccable	trust	0.664	impeccable
specialist	trust	0.664	ojogbon
affirmatively	trust	0.664	affirmatively
proficient	trust	0.664	ologbon
fulfillment	trust	0.664	imuse
advocate	trust	0.664	alagbawi
disciple	trust	0.664	ọmọ-ẹhin
attestation	trust	0.664	ijẹrisi
merit	trust	0.664	anfani
