English Word	Emotion	Emotion-Intensity-Score	Swedish Word
wither	sadness	0.516	vissna
displeased	sadness	0.516	missnöjd
weakness	sadness	0.516	svaghet
unfriendly	sadness	0.516	ovänlig
decayed	sadness	0.516	förfallen
accident	sadness	0.516	olycka
retard	sadness	0.516	hämma
sin	sadness	0.516	synd
elimination	sadness	0.516	eliminering
blindness	sadness	0.516	blindhet
dumps	sadness	0.516	soptippar
unlucky	sadness	0.516	olycklig
sore	sadness	0.516	öm
insecure	sadness	0.509	osäker
dictatorship	sadness	0.509	diktatur
unrequited	sadness	0.509	obesvarad
regrettable	sadness	0.509	beklaglig
complain	sadness	0.509	klaga
lose	sadness	0.509	tappa bort
witchcraft	sadness	0.508	trolldom
howl	sadness	0.500	tjut
anxiety	sadness	0.500	ångest
mortality	sadness	0.500	dödlighet
messedup	sadness	0.500	trasslat
aggravating	sadness	0.500	försvårande
chronic	sadness	0.500	kronisk
discomfort	sadness	0.500	obehag
atherosclerosis	sadness	0.500	åderförkalkning
injurious	sadness	0.500	skadlig
prosecute	sadness	0.500	åtala
nauseous	sadness	0.500	äcklig
ungodly	sadness	0.500	ogudaktig
rot	sadness	0.500	ruttna
cringe	sadness	0.500	pinsamt
gonorrhea	sadness	0.500	gonorré
frowning	sadness	0.500	rynkar pannan
mad	sadness	0.500	galen
dolor	sadness	0.500	dolor
intolerant	sadness	0.500	intolerant
deport	sadness	0.500	deportera
evict	sadness	0.500	vräka
explode	sadness	0.500	explodera
difficulty	sadness	0.500	svårighet
exclusion	sadness	0.500	uteslutning
negative	sadness	0.500	negativ
disrespectful	sadness	0.500	respektlös
bankruptcy	sadness	0.500	konkurs
senile	sadness	0.500	senil
unfair	sadness	0.500	orättvis
disturbed	sadness	0.500	störd
battled	sadness	0.500	kämpade
cytomegalovirus	sadness	0.500	cytomegalovirus
bier	sadness	0.500	bår
impossible	sadness	0.500	omöjlig
drugged	sadness	0.500	drogad
weary	sadness	0.500	trötta
aftermath	sadness	0.500	verkningarna
offended	sadness	0.500	stött
crash	sadness	0.500	krascha
coma	sadness	0.500	koma
endemic	sadness	0.500	endemisk
damper	sadness	0.500	spjäll
rob	sadness	0.491	råna
derogation	sadness	0.491	undantag
recession	sadness	0.485	lågkonjunktur
shriek	sadness	0.485	skrika
repress	sadness	0.484	förtränga
offense	sadness	0.484	anfall
nasty	sadness	0.484	otäck
evasion	sadness	0.484	undvikande
hospital	sadness	0.484	sjukhus
disturbance	sadness	0.484	störning
reprisal	sadness	0.484	vedergällning
inadequate	sadness	0.484	otillräcklig
arsenic	sadness	0.484	arsenik
sabotage	sadness	0.484	sabotage
wince	sadness	0.484	rygga tillbaka
broke	sadness	0.484	pank
criticism	sadness	0.484	kritik
insult	sadness	0.484	förolämpning
adversity	sadness	0.484	motgång
resign	sadness	0.484	avgå
frailty	sadness	0.484	svaghet
weariness	sadness	0.484	trötthet
coward	sadness	0.484	feg
worn	sadness	0.484	bärs
wrongful	sadness	0.484	felaktigt
moan	sadness	0.484	stöna
beg	sadness	0.484	tigga
infectious	sadness	0.483	infektiös
dishonest	sadness	0.482	oärlig
decay	sadness	0.482	förfall
dissolution	sadness	0.480	upplösning
lowest	sadness	0.478	lägst
unhealthy	sadness	0.474	ohälsosam
irritation	sadness	0.470	irritation
sedition	sadness	0.469	upproriskhet
penalty	sadness	0.469	straff
expulsion	sadness	0.469	uteslutning
ail	sadness	0.469	ail
disapproval	sadness	0.469	ogillande
collusion	sadness	0.469	maskopi
dashed	sadness	0.469	streckade
criticize	sadness	0.469	klandra
vulnerability	sadness	0.469	sårbarhet
pernicious	sadness	0.469	fördärvlig
fallout	sadness	0.469	Ramla ut
conflict	sadness	0.469	konflikt
illegal	sadness	0.469	olaglig
unfavorable	sadness	0.469	ogynnsam
collapse	sadness	0.469	kollaps
moody	sadness	0.469	lynnig
segregate	sadness	0.469	segregera
frustrate	sadness	0.469	omintetgöra
recidivism	sadness	0.469	återfall i brott
penal	sadness	0.469	straff-
leftout	sadness	0.469	utesluten
perversion	sadness	0.469	förvrängning
measles	sadness	0.469	mässling
uncaring	sadness	0.469	vårdslös
domination	sadness	0.469	herravälde
unfortunate	sadness	0.469	olyckligt
convict	sadness	0.469	fånge
uneasiness	sadness	0.469	oro
frayed	sadness	0.467	fransig
infamy	sadness	0.464	vanära
plunder	sadness	0.461	plundra
depreciated	sadness	0.460	avskrivna
wane	sadness	0.456	avta
badly	sadness	0.455	dåligt
unlawful	sadness	0.455	olaglig
tribulation	sadness	0.453	vedermöda
gone	sadness	0.453	borta
surrender	sadness	0.453	överlämna
discriminate	sadness	0.453	diskriminera
refugee	sadness	0.453	flykting
memorials	sadness	0.453	minnesmärken
inhospitable	sadness	0.453	ogästvänlig
criticise	sadness	0.453	klandra
frown	sadness	0.453	rynka pannan
perplexity	sadness	0.453	bryderi
disapprove	sadness	0.453	ogilla
upheaval	sadness	0.453	omvälvning
wreck	sadness	0.453	förstöra
confiscate	sadness	0.453	konfiskera
secluded	sadness	0.453	avskild
invade	sadness	0.453	invadera
inability	sadness	0.453	oförmåga
avalanche	sadness	0.453	lavin
fell	sadness	0.453	föll
scarcity	sadness	0.453	brist
doldrums	sadness	0.453	stiltje
vulgarity	sadness	0.453	vulgaritet
bittersweet	sadness	0.453	bittersöt
foreclose	sadness	0.453	utestänga
revolver	sadness	0.453	revolver
worse	sadness	0.453	värre
wrongly	sadness	0.453	felaktigt
despotism	sadness	0.453	despotism
lowly	sadness	0.448	lågmäld
guillotine	sadness	0.446	giljotin
lone	sadness	0.446	ensam
encumbrance	sadness	0.441	belastning
annulment	sadness	0.440	ogiltigförklaring
delirious	sadness	0.439	yrande
badday	sadness	0.439	dålig dag
confinement	sadness	0.439	förlossning
bummer	sadness	0.439	besvikelse
disagreement	sadness	0.438	oenighet
emotional	sadness	0.438	emotionell
lethargy	sadness	0.438	letargi
paucity	sadness	0.438	brist
sympathize	sadness	0.438	sympatisera
apathetic	sadness	0.438	apatisk
forbid	sadness	0.438	förbjuda
stigma	sadness	0.438	stigma
departure	sadness	0.438	avresa
underpaid	sadness	0.438	underbetalt
appendicitis	sadness	0.438	appendicit
futile	sadness	0.438	meningslös
imprudent	sadness	0.438	oförsiktig
unattainable	sadness	0.438	ouppnåelig
pensive	sadness	0.438	fundersam
ghetto	sadness	0.438	getto
farewell	sadness	0.438	farväl
cancellation	sadness	0.438	annullering
problem	sadness	0.438	problem
disapproving	sadness	0.438	ogillar
absent	sadness	0.438	frånvarande
animosity	sadness	0.438	fientlighet
disconnected	sadness	0.438	osammanhängande
detainee	sadness	0.438	fången
bum	sadness	0.438	luffare
diminish	sadness	0.438	minska
insolvency	sadness	0.438	insolvens
lunacy	sadness	0.438	vansinne
rejects	sadness	0.438	avvisar
indigent	sadness	0.438	utfattig
disapproved	sadness	0.438	ogillades
darkened	sadness	0.438	mörknade
insignificant	sadness	0.438	obetydlig
dislocated	sadness	0.438	ur led
fugitive	sadness	0.438	flykting
abscess	sadness	0.438	böld
blues	sadness	0.438	blues
coercion	sadness	0.438	tvång
restriction	sadness	0.438	restriktion
deflate	sadness	0.438	tömma luften
bothering	sadness	0.435	stör
disqualified	sadness	0.435	diskvalificerad
tripping	sadness	0.429	tripping
sunk	sadness	0.426	sänkt
draining	sadness	0.424	dränering
retribution	sadness	0.424	vedergällning
varicella	sadness	0.424	vattkoppor
lastday	sadness	0.424	sista dagen
haunted	sadness	0.422	besatt
cutting	sadness	0.422	skärande
cyst	sadness	0.422	cysta
neuralgia	sadness	0.422	neuralgi
wrongdoing	sadness	0.422	förseelse
thief	sadness	0.422	tjuv
dispassionate	sadness	0.422	opartisk
beggar	sadness	0.422	tiggare
unwelcome	sadness	0.422	ovälkommen
rip	sadness	0.422	vila i frid
deviation	sadness	0.422	avvikelse
jarring	sadness	0.422	skärande
unequal	sadness	0.422	olika
cardiomyopathy	sadness	0.422	kardiomyopati
bad	sadness	0.422	dålig
scarce	sadness	0.422	knapp
insolvent	sadness	0.422	insolvent
falling	sadness	0.422	faller
handicap	sadness	0.422	handikapp
difficulties	sadness	0.421	svårigheter
invader	sadness	0.420	inkräktare
drab	sadness	0.420	trist
fall	sadness	0.418	falla
illegitimate	sadness	0.416	illegitim
expel	sadness	0.414	utvisa
meaningless	sadness	0.409	meningslös
darkness	sadness	0.409	mörker
syncope	sadness	0.407	synkope
wildfire	sadness	0.406	löpeld
enmity	sadness	0.406	fiendskap
feudalism	sadness	0.406	feodalism
obnoxious	sadness	0.406	motbjudande
subjected	sadness	0.406	utsätts
confine	sadness	0.406	begränsa
fury	sadness	0.406	raseri
bitch	sadness	0.406	tik
darken	sadness	0.406	mörkna
precarious	sadness	0.406	osäker
hoax	sadness	0.406	bluff
fault	sadness	0.406	fel
fatigued	sadness	0.406	trött
stroke	sadness	0.406	stroke
unsatisfied	sadness	0.405	otillfredsställd
spank	sadness	0.403	daska
sigh	sadness	0.402	suck
deluge	sadness	0.402	syndaflod
spinster	sadness	0.400	ogift kvinna
blue	sadness	0.400	blå
owing	sadness	0.398	på grund av
needalife	sadness	0.398	needalife
pointless	sadness	0.394	meningslöst
embarrass	sadness	0.394	besvära
pitfall	sadness	0.394	fälla
seriousness	sadness	0.394	allvar
refused	sadness	0.391	vägrade
cage	sadness	0.391	bur
noose	sadness	0.391	snara
punch	sadness	0.391	stansa
stretcher	sadness	0.391	bår
monsoon	sadness	0.391	monsun
condescension	sadness	0.391	nedlåtenhet
reproach	sadness	0.391	förebrå
trickery	sadness	0.391	knep
rue	sadness	0.391	ångra
inefficient	sadness	0.391	ineffektiv
dwarfed	sadness	0.391	dvärgväxt
ravenous	sadness	0.391	glupande
feeble	sadness	0.391	svag
ineptitude	sadness	0.391	inkompetens
ifonly	sadness	0.391	om bara
brute	sadness	0.391	djurisk
exhausted	sadness	0.391	utmattad
daemon	sadness	0.391	demon
debt	sadness	0.391	skuld
banshee	sadness	0.391	banshee
coldness	sadness	0.391	kyla
insulting	sadness	0.391	förolämpande
subvert	sadness	0.384	omstörta
jealousy	sadness	0.382	svartsjuka
struggle	sadness	0.379	kamp
miss	sadness	0.379	Fröken
geriatric	sadness	0.379	geriatrisk
inexcusable	sadness	0.379	oursäktlig
ashes	sadness	0.377	aska
entangled	sadness	0.377	intrasslad
descent	sadness	0.377	härkomst
funk	sadness	0.375	funk
wasting	sadness	0.375	slöseri
overcast	sadness	0.375	mulen
exhaustion	sadness	0.375	utmattning
inferior	sadness	0.375	sämre
disqualify	sadness	0.375	diskvalificera
sympathy	sadness	0.375	sympati
prostitution	sadness	0.375	prostitution
dispel	sadness	0.375	skingra
slump	sadness	0.375	svacka
scar	sadness	0.375	ärr
goodbye	sadness	0.375	adjö
landslide	sadness	0.375	jordskred
inconsiderate	sadness	0.375	hänsynslöst
parting	sadness	0.375	avsked
blackness	sadness	0.375	svärta
murky	sadness	0.375	mulen
noncompliance	sadness	0.375	bristande efterlevnad
sucks	sadness	0.375	suger
withdraw	sadness	0.375	dra tillbaka
rabid	sadness	0.375	fanatisk
oust	sadness	0.375	kasta ut
unattractive	sadness	0.373	oattraktiv
delay	sadness	0.373	dröjsmål
apologize	sadness	0.370	be om ursäkt
crazy	sadness	0.368	galen
bastard	sadness	0.366	bastard
deteriorated	sadness	0.365	försämrats
inter	sadness	0.364	inter
empty	sadness	0.364	tömma
mocking	sadness	0.363	hånfull
adder	sadness	0.361	huggorm
misunderstanding	sadness	0.359	missförstånd
fuss	sadness	0.359	väsen
plaintive	sadness	0.359	klagande
servile	sadness	0.359	underdånig
obesity	sadness	0.359	fetma
disconnect	sadness	0.359	koppla ifrån
tremor	sadness	0.359	darrning
flounder	sadness	0.359	flundra
defendant	sadness	0.359	svarande
unable	sadness	0.359	oförmögen
fainting	sadness	0.359	svimning
unemployed	sadness	0.359	arbetslös
hunter	sadness	0.359	jägare
idiocy	sadness	0.359	idioti
corse	sadness	0.359	corse
inefficiency	sadness	0.359	ineffektivitet
lockup	sadness	0.359	Låsa in
consecration	sadness	0.359	invigning
unsuccessful	sadness	0.359	misslyckad
arraignment	sadness	0.359	åtal
fruitless	sadness	0.359	fruktlös
numbness	sadness	0.359	domningar
affront	sadness	0.359	skymf
hindering	sadness	0.359	hindrar
austere	sadness	0.359	stram
unpopular	sadness	0.359	impopulär
perpetrator	sadness	0.359	förövare
wrangling	sadness	0.359	gräl
taunt	sadness	0.359	håna
doubt	sadness	0.359	tvivel
unrest	sadness	0.351	oro
intervention	sadness	0.348	intervention
wimpy	sadness	0.348	pigg
spoiler	sadness	0.348	spoiler
waste	sadness	0.348	avfall
absentee	sadness	0.348	frånvarande
flaw	sadness	0.347	fel
litigate	sadness	0.344	processa
blindly	sadness	0.344	blint
militia	sadness	0.344	milis
lawsuit	sadness	0.344	rättegång
uninvited	sadness	0.344	objuden
uninspired	sadness	0.344	oinspirerad
furrow	sadness	0.344	fåra
cumbersome	sadness	0.344	besvärlig
specter	sadness	0.344	spöke
desert	sadness	0.344	öken-
lagging	sadness	0.344	släpar efter
attenuation	sadness	0.344	försvagning
forfeit	sadness	0.344	förverka
plea	sadness	0.344	vädjan
thrash	sadness	0.344	tröska
resigned	sadness	0.344	sade upp sig
detention	sadness	0.344	kvarsittning
surgery	sadness	0.344	kirurgi
intercede	sadness	0.344	medla
stained	sadness	0.344	färgade
unaccountable	sadness	0.339	oansvarig
myopia	sadness	0.339	myopi
mishap	sadness	0.338	missöde
probation	sadness	0.336	villkorlig dom
severance	sadness	0.333	avgångsvederlag
disagreeing	sadness	0.333	håller inte med
unacknowledged	sadness	0.328	inte erkänd
dependence	sadness	0.328	beroende
unacceptable	sadness	0.328	oacceptabel
leave	sadness	0.328	lämna
bondage	sadness	0.328	träldom
bacteria	sadness	0.328	bakterie
sterile	sadness	0.328	steril
adrift	sadness	0.328	på drift
endless	sadness	0.328	ändlös
incompetent	sadness	0.328	inkompetent
soreness	sadness	0.328	ömhet
nether	sadness	0.328	nedre
nepotism	sadness	0.328	nepotism
squall	sadness	0.328	skråla
disallowed	sadness	0.328	otillåten
scold	sadness	0.327	skälla
flaccid	sadness	0.324	slapp
hobo	sadness	0.323	luffare
fragile	sadness	0.319	ömtålig
stingy	sadness	0.319	snål
sue	sadness	0.318	stämma
scarcely	sadness	0.318	knappt
mistake	sadness	0.312	misstag
committal	sadness	0.312	engagerad
nonsensical	sadness	0.312	meningslös
inhibit	sadness	0.312	hämma
skid	sadness	0.312	glid
wan	sadness	0.312	glåmig
defy	sadness	0.312	trotsa
fatty	sadness	0.312	fet
clouded	sadness	0.312	molnigt
ulcer	sadness	0.312	ulcus
nostalgia	sadness	0.312	nostalgi
evanescence	sadness	0.312	förbleknande
hamstring	sadness	0.312	knäsena
thresh	sadness	0.312	tröska
conceal	sadness	0.311	dölja
blemish	sadness	0.310	fläck
resisting	sadness	0.309	göra motstånd
sympathetic	sadness	0.307	sympatisk
bugaboo	sadness	0.304	bugaboo
opium	sadness	0.303	opium
confess	sadness	0.303	bekänna
alas	sadness	0.302	ack
mislead	sadness	0.297	vilseleda
suppress	sadness	0.297	dämpa
inappropriate	sadness	0.297	olämplig
discontinuity	sadness	0.297	avbrott
wrinkled	sadness	0.297	rynkig
dull	sadness	0.297	tråkig
weak	sadness	0.297	svag
halting	sadness	0.297	stanna
incompatible	sadness	0.297	oförenlig
migraine	sadness	0.297	migrän
subsidence	sadness	0.297	sättningar
setback	sadness	0.297	motgång
toocold	sadness	0.297	för kallt
incase	sadness	0.297	om
hermit	sadness	0.296	eremit
moving	sadness	0.295	rör på sig
shrink	sadness	0.295	krympa
shiver	sadness	0.291	darrning
constraint	sadness	0.288	begränsning
unimportant	sadness	0.288	oviktig
tramp	sadness	0.288	luffare
rubble	sadness	0.282	spillror
down	sadness	0.281	ner
taint	sadness	0.281	bismak
flop	sadness	0.281	flop
wearily	sadness	0.281	trött
overdue	sadness	0.281	försenad
excluding	sadness	0.281	exklusive
confession	sadness	0.281	bekännelse
grey	sadness	0.281	grå
senseless	sadness	0.281	meningslös
unseat	sadness	0.281	avsätta
remove	sadness	0.281	ta bort
revoke	sadness	0.281	återkalla
shortage	sadness	0.281	brist
apathy	sadness	0.281	apati
adverse	sadness	0.281	ogynnsam
negro	sadness	0.281	neger
timid	sadness	0.281	skygg
flinch	sadness	0.281	rygga tillbaka
scrapie	sadness	0.281	skrapie
grumpy	sadness	0.281	vresig
knell	sadness	0.275	knäböja
throb	sadness	0.273	bulta
confusion	sadness	0.273	förvirring
soldier	sadness	0.273	soldat
jurisprudence	sadness	0.273	juridik
humbled	sadness	0.273	ödmjukad
gray	sadness	0.269	grå
lax	sadness	0.266	slapp
mixedemotions	sadness	0.266	blandade känslor
obstacle	sadness	0.266	hinder
slur	sadness	0.266	slurring
unrealistic	sadness	0.266	orealistisk
drifted	sadness	0.266	drev
leaving	sadness	0.266	lämnar
shack	sadness	0.266	hydda
eternity	sadness	0.266	evighet
remiss	sadness	0.266	försumlig
inconvenient	sadness	0.263	obekväm
restrict	sadness	0.259	begränsa
misrepresentation	sadness	0.259	förvrängning
stagnant	sadness	0.259	stillastående
disservice	sadness	0.258	otjänst
wilderness	sadness	0.255	vildmark
nosun	sadness	0.255	nosun
backwater	sadness	0.255	bakvatten
tempest	sadness	0.250	storm
pine	sadness	0.250	tall
humbug	sadness	0.250	humbug
bang	sadness	0.250	smäll
speculation	sadness	0.250	spekulation
labored	sadness	0.250	arbetade
incomplete	sadness	0.250	Ofullständig
gullible	sadness	0.250	godtrogen
undying	sadness	0.250	odödlig
anchorage	sadness	0.250	ankring
unexplained	sadness	0.250	oförklarad
error	sadness	0.250	fel
wasteful	sadness	0.250	slösaktig
communism	sadness	0.250	kommunism
uneducated	sadness	0.250	obildad
melodrama	sadness	0.242	melodrama
demonstrative	sadness	0.242	demonstrativ
rainyday	sadness	0.242	regnig dag
necessity	sadness	0.236	nödvändighet
boredom	sadness	0.235	leda
foggy	sadness	0.234	dimmig
sentence	sadness	0.234	mening
misty	sadness	0.234	dimmig
cancel	sadness	0.234	Avbryt
void	sadness	0.234	tomhet
cloudy	sadness	0.234	molnig
blockade	sadness	0.234	blockad
pale	sadness	0.234	blek
trash	sadness	0.234	skräp
uninteresting	sadness	0.234	ointressant
hollow	sadness	0.234	ihålig
healing	sadness	0.234	helande
depart	sadness	0.234	avvika
burke	sadness	0.234	burke
warp	sadness	0.234	varp
case	sadness	0.228	fall
rainy	sadness	0.227	regnig
uninterested	sadness	0.223	ointresserad
onerous	sadness	0.223	betungande
bottom	sadness	0.223	botten
fasting	sadness	0.220	fasta
boooo	sadness	0.219	boooo
dole	sadness	0.219	dole
pious	sadness	0.219	from
indifference	sadness	0.219	likgiltighet
coping	sadness	0.219	hantera
discolored	sadness	0.219	missfärgad
thirst	sadness	0.219	törst
blunder	sadness	0.219	blunder
cocaine	sadness	0.218	kokain
tough	sadness	0.212	tuff
revolution	sadness	0.203	rotation
hoary	sadness	0.203	grymt
chilly	sadness	0.203	kyligt
sluggish	sadness	0.203	trög
yucky	sadness	0.203	yucky
fat	sadness	0.203	fett
lower	sadness	0.203	lägre
sprain	sadness	0.203	vrickning
chargeable	sadness	0.203	avgiftsbelagd
arid	sadness	0.203	torr
wanting	sadness	0.202	önskar
progression	sadness	0.201	progression
closure	sadness	0.195	stängning
unbeaten	sadness	0.193	obesegrad
rack	sadness	0.188	kuggstång
halter	sadness	0.188	grimma
rumor	sadness	0.188	rykte
tease	sadness	0.188	reta
invalid	sadness	0.188	ogiltig
cataract	sadness	0.188	grå starr
meh	sadness	0.188	meh
heartfelt	sadness	0.188	innerlig
retirement	sadness	0.188	pensionering
splitting	sadness	0.188	splittring
interrupted	sadness	0.188	avbröts
oddity	sadness	0.188	underlighet
cold	sadness	0.188	kall
veal	sadness	0.188	kalvkött
concerned	sadness	0.184	bekymrad
sarcasm	sadness	0.181	sarkasm
strip	sadness	0.179	remsa
divided	sadness	0.172	dividerat
feeling	sadness	0.172	känsla
overload	sadness	0.172	överbelastning
sap	sadness	0.172	sav
memories	sadness	0.172	minnen
esteem	sadness	0.172	aktning
cupping	sadness	0.172	koppning
eschew	sadness	0.172	undvika
destination	sadness	0.170	destination
nosnow	sadness	0.169	ingen snö
limited	sadness	0.167	begränsad
rain	sadness	0.163	regn
willful	sadness	0.160	avsiktlig
untitled	sadness	0.157	ofrälse
stint	sadness	0.156	stint
cross	sadness	0.156	korsa
weeds	sadness	0.156	ogräs
pare	sadness	0.155	pare
snort	sadness	0.154	fnysa
procession	sadness	0.152	procession
inconsequential	sadness	0.152	obetydlig
tax	sadness	0.142	beskatta
emo	sadness	0.141	emo
tolerate	sadness	0.141	tolerera
mug	sadness	0.141	mugg
overpriced	sadness	0.141	för dyrt
weight	sadness	0.141	vikt
touchy	sadness	0.140	känslig
kennel	sadness	0.130	kennel
grounded	sadness	0.130	grundad
unpaid	sadness	0.125	obetald
socialist	sadness	0.125	socialistisk
meek	sadness	0.125	ödmjuk
clouds	sadness	0.125	moln
margin	sadness	0.125	marginal
theocratic	sadness	0.125	teokratisk
stillness	sadness	0.125	stillhet
sisterhood	sadness	0.125	systerskap
terrific	sadness	0.125	fantastiskt
commemorate	sadness	0.125	fira
late	sadness	0.125	sent
default	sadness	0.121	standard
lace	sadness	0.118	spets
unpublished	sadness	0.116	opublicerad
interested	sadness	0.114	intresserad
fortress	sadness	0.110	fästning
lush	sadness	0.109	frodig
harry	sadness	0.109	harry
ultimate	sadness	0.109	slutlig
priesthood	sadness	0.109	prästadömet
orchestra	sadness	0.109	orkester
rating	sadness	0.109	betyg
fleece	sadness	0.109	skinna
sanctify	sadness	0.108	helga
income	sadness	0.100	inkomst
winning	sadness	0.094	vinnande
boo	sadness	0.094	bua
quiet	sadness	0.094	tyst
sonnet	sadness	0.094	sonett
vainly	sadness	0.091	förgäves
hug	sadness	0.078	kram
opera	sadness	0.078	opera
humble	sadness	0.078	ödmjuk
hut	sadness	0.078	hydda
ovation	sadness	0.078	ovation
wet	sadness	0.078	våt
motivating	sadness	0.078	motiverande
treat	sadness	0.076	behandla
hymn	sadness	0.064	psalm
honest	sadness	0.062	ärliga
relics	sadness	0.061	reliker
couch	sadness	0.060	soffa
waffle	sadness	0.047	våffla
shell	sadness	0.045	skal
musical	sadness	0.045	musikalisk
savor	sadness	0.034	njuta av
napkin	sadness	0.031	servett
vote	sadness	0.031	rösta
sing	sadness	0.017	sjunga
mother	sadness	0.016	mor
music	sadness	0.016	musik
nutritious	sadness	0.015	näringsrik
lovely	sadness	0.009	härlig
sweetheart	sadness	0.000	sötnos
romance	sadness	0.000	romantik
liquor	sadness	0.000	sprit
art	sadness	0.000	konst
surprise	surprise	0.930	överraskning
explode	surprise	0.906	explodera
flabbergast	surprise	0.906	förbluffa
explosion	surprise	0.898	explosion
ambush	surprise	0.883	bakhåll
explosive	surprise	0.883	explosiv
eruption	surprise	0.883	utbrott
surprisingly	surprise	0.875	förvånande
startle	surprise	0.875	skrämma
shockingly	surprise	0.875	chockerande
frighten	surprise	0.875	skrämma
surprised	surprise	0.867	överraskad
frightened	surprise	0.867	skrämd
surprising	surprise	0.867	förvånande
outburst	surprise	0.859	utbrott
thrilling	surprise	0.859	spännande
miracle	surprise	0.859	mirakel
blast	surprise	0.852	kul
astonishingly	surprise	0.852	häpnadsväckande
alarm	surprise	0.852	larm
shock	surprise	0.844	chock
thunderstruck	surprise	0.844	åska
jolt	surprise	0.844	ryck
dazzle	surprise	0.836	blända
bang	surprise	0.836	smäll
catastrophe	surprise	0.836	katastrof
fright	surprise	0.836	skrämsel
unexpectedly	surprise	0.836	oväntat
startling	surprise	0.828	uppseendeväckande
suddenly	surprise	0.828	plötsligt
emergency	surprise	0.828	nödsituation
bewilderment	surprise	0.828	förvirring
stunned	surprise	0.820	bedövad
astound	surprise	0.820	slå med häpnad
jackpot	surprise	0.812	jackpott
earthquake	surprise	0.812	jordbävning
disaster	surprise	0.812	katastrof
astonishment	surprise	0.805	förvåning
climax	surprise	0.805	klimax
aghast	surprise	0.805	bestört
astonish	surprise	0.805	förvåna
scare	surprise	0.797	skrämma
awestruck	surprise	0.797	häpnadsväckande
erupt	surprise	0.789	få ett utbrott
bomb	surprise	0.789	bomba
exclaim	surprise	0.789	utropa
amazement	surprise	0.781	häpnad
abduction	surprise	0.773	bortförande
alarming	surprise	0.773	oroväckande
detonate	surprise	0.773	detonera
raid	surprise	0.773	räd
miraculous	surprise	0.773	mirakulös
invade	surprise	0.773	invadera
kidnap	surprise	0.766	kidnappa
unpredictable	surprise	0.758	oförutsägbar
stupefy	surprise	0.758	fördummande
dumfound	surprise	0.758	dumfound
overwhelming	surprise	0.758	överväldigande
erratic	surprise	0.750	oregelbunden
unimaginable	surprise	0.750	ofattbar
accident	surprise	0.750	olycka
outrageous	surprise	0.750	skandalös
horror	surprise	0.742	Skräck
amaze	surprise	0.742	förvåna
blitz	surprise	0.742	blixt
bewilder	surprise	0.742	förvilla
flinch	surprise	0.742	rygga tillbaka
petrify	surprise	0.742	förstena
wreck	surprise	0.742	förstöra
slaughter	surprise	0.742	slakt
frenetic	surprise	0.734	frenetisk
crash	surprise	0.734	krascha
frantic	surprise	0.734	utom sig
stupefaction	surprise	0.734	häpnad
excitement	surprise	0.734	spänning
riotous	surprise	0.727	utsvävande
outcry	surprise	0.727	skrik
vanished	surprise	0.727	försvann
moonstruck	surprise	0.727	moonstruck
sudden	surprise	0.727	plötslig
awe	surprise	0.719	vördnad
scream	surprise	0.719	skrika
breathless	surprise	0.719	andfådd
sabotage	surprise	0.719	sabotage
shriek	surprise	0.719	skrika
unanticipated	surprise	0.719	oväntat
bewildered	surprise	0.719	förvirrad
manslaughter	surprise	0.719	dråp
amazedness	surprise	0.719	förundran
rupture	surprise	0.719	brista
unexpected	surprise	0.711	oväntat
electrify	surprise	0.711	elektrifiera
uncontrollable	surprise	0.711	okontrollerbar
shot	surprise	0.711	skott
avalanche	surprise	0.711	lavin
gasp	surprise	0.711	flämtning
stun	surprise	0.711	bedöva
slam	surprise	0.703	slam
abrupt	surprise	0.703	abrupt
intruder	surprise	0.703	inkräktare
unforeseen	surprise	0.703	oförutsedd
suspense	surprise	0.703	spänning
devastation	surprise	0.703	förödelse
surge	surprise	0.703	svalla
excite	surprise	0.695	excitera
dumfounder	surprise	0.695	dumfounder
yell	surprise	0.695	skrik
unprecedented	surprise	0.695	utan motstycke
strike	surprise	0.695	strejk
volatility	surprise	0.695	flyktighet
urgent	surprise	0.695	brådskande
stab	surprise	0.695	hugg
disturbance	surprise	0.688	störning
carnage	surprise	0.688	blodbad
incredible	surprise	0.688	otrolig
spectacular	surprise	0.688	spektakulär
thrill	surprise	0.680	spänning
recklessness	surprise	0.680	övermod
clamor	surprise	0.680	larm
monstrous	surprise	0.680	monstruös
slap	surprise	0.680	slag
inexplicable	surprise	0.672	oförklarlig
terrorist	surprise	0.672	terrorist
exciting	surprise	0.672	spännande
accidental	surprise	0.672	olycklig
accidentally	surprise	0.672	av misstag
striking	surprise	0.672	slående
captivate	surprise	0.672	fängsla
exhilaration	surprise	0.672	upprymdhet
topple	surprise	0.664	störta
dire	surprise	0.664	förfärligt
revolution	surprise	0.664	rotation
volcano	surprise	0.664	vulkan
freakish	surprise	0.664	underlig
revolt	surprise	0.656	revolt
bloodshed	surprise	0.656	blodsutgjutelse
sneak	surprise	0.656	smyg
unspeakable	surprise	0.656	outsäglig
incendiary	surprise	0.656	upphetsande
epidemic	surprise	0.648	epidemi
violent	surprise	0.648	våldsam
disruption	surprise	0.648	störning
amazingly	surprise	0.648	otroligt
mutiny	surprise	0.648	myteri
spellbound	surprise	0.648	förtrollad
cyclone	surprise	0.648	cyklon
unsuspecting	surprise	0.648	intet ont anande
attacking	surprise	0.648	attackera
unintended	surprise	0.648	oavsiktlig
