English Word	Emotion	Emotion-Intensity-Score	Hmong Word
undiscovered	surprise	0.523	nrhiav tsis pom
liberate	surprise	0.523	tso tawm
veer	surprise	0.523	ua veer
abandonment	surprise	0.523	kev tso tseg
immediacy	surprise	0.523	tam sim no
improvise	surprise	0.523	improvise
victimized	surprise	0.523	raug tsim txom
scorpion	surprise	0.523	kab laug sab
majestic	surprise	0.523	majestic
wonder	surprise	0.523	xav tsis thoob
rejoice	surprise	0.523	zoo siab
tickle	surprise	0.516	nyem
chance	surprise	0.516	caij nyoog
yelp	surprise	0.516	yws
howl	surprise	0.516	quaj
stealthily	surprise	0.516	luag ntxhi
unintentionally	surprise	0.508	tsis txhob txwm
magnificent	surprise	0.508	zoo kawg li
reflex	surprise	0.508	reflex
garish	surprise	0.508	garish
transcendence	surprise	0.508	kev hla dhau
rave	surprise	0.508	rave
luck	surprise	0.508	hmoov zoo
swerve	surprise	0.508	swb
pop	surprise	0.508	pop
enliven	surprise	0.500	enliven
slayer	surprise	0.500	tus tua neeg
remarkable	surprise	0.500	zoo kawg li
infrequent	surprise	0.500	tsis tshua muaj
pang	surprise	0.500	paj
erotic	surprise	0.500	erotic
misbehavior	surprise	0.500	kev coj tsis ncaj
diversion	surprise	0.500	kev hloov
heroic	surprise	0.500	heroic
alertness	surprise	0.500	kev ceeb toom
marvelous	surprise	0.500	zoo kawg li
fainting	surprise	0.500	ua tsis taus pa
embarrassment	surprise	0.500	txaj muag
nab	surprise	0.492	nab
birthday	surprise	0.492	hnub yug
camouflage	surprise	0.492	camouflage
unutterable	surprise	0.492	tsis hais lus
chimera	surprise	0.492	chimera
trump	surprise	0.492	Trump tus thawj tswj hwm
decoy	surprise	0.492	dag
infarct	surprise	0.492	infarct
greatness	surprise	0.492	kev zoo
exigent	surprise	0.492	exigent
prick	surprise	0.484	prick
variable	surprise	0.484	sib txawv
curiosity	surprise	0.484	xav paub
daemon	surprise	0.484	dab
inexpressible	surprise	0.484	qhia tsis tau
magician	surprise	0.484	tus kws yees duab
underestimate	surprise	0.484	saib tsis taus
fanfare	surprise	0.484	kiv cua
horde	surprise	0.484	horde
zeal	surprise	0.484	mob siab
incident	surprise	0.477	xwm txheej
illumination	surprise	0.477	teeb pom kev zoo
chicane	surprise	0.477	chicane
sneeze	surprise	0.477	txham
subversive	surprise	0.477	subversive
gawk	surprise	0.477	ua gawk
fortune	surprise	0.477	hmoov zoo
strange	surprise	0.477	coj txawv txawv
dreadfully	surprise	0.477	txaus ntshai
unguarded	surprise	0.477	tsis saib xyuas
prowl	surprise	0.469	prowl ua
reversal	surprise	0.469	thim rov qab
wizard	surprise	0.469	wizard
rapid	surprise	0.469	ceev
leery	surprise	0.469	leery
break	surprise	0.461	tawg
slip	surprise	0.461	plam
divergent	surprise	0.461	sib txawv
hilarious	surprise	0.461	lom zem
coincidence	surprise	0.461	coincidence
subito	surprise	0.461	subito
overestimate	surprise	0.453	overestimate
ordeal	surprise	0.453	kev nyuaj siab
evanescence	surprise	0.453	kev tshaj tawm
merriment	surprise	0.453	kev zoo siab
raffle	surprise	0.453	raffle
winning	surprise	0.453	yeej
wonderful	surprise	0.453	zoo kawg
hoax	surprise	0.453	dag
confession	surprise	0.453	lees txim
splendid	surprise	0.445	zoo nkauj
stound	surprise	0.445	stound
perchance	surprise	0.445	qhov muaj feem
excel	surprise	0.445	excel
enthusiast	surprise	0.445	tus nyiam
gambling	surprise	0.445	kev twv txiaj
feat	surprise	0.445	feat
laughter	surprise	0.445	luag
brighten	surprise	0.438	ci ntsa iab
unique	surprise	0.438	tshwj xeeb
senseless	surprise	0.438	tsis nkag siab
changeable	surprise	0.438	hloov tau
splendor	surprise	0.438	kev zoo nkauj
rapt	surprise	0.438	rapt
unintentional	surprise	0.438	tsis txhob txwm
fascination	surprise	0.430	kev txaus siab
trepidation	surprise	0.430	ntxhov siab
lawsuit	surprise	0.430	foob
gift	surprise	0.430	khoom plig
stealthy	surprise	0.430	neeg vwm
fiesta	surprise	0.430	fiesta
intrigue	surprise	0.430	intrigue
delighted	surprise	0.430	zoo siab
judgment	surprise	0.422	kev txiav txim
stealth	surprise	0.422	nyiag
enchant	surprise	0.422	nyiam
originality	surprise	0.422	originality
riddle	surprise	0.422	lus dag
quicksilver	surprise	0.422	nyiaj ceev
illegitimate	surprise	0.414	txhaum cai
experiment	surprise	0.414	kev sim
elusive	surprise	0.414	paub tsis meej
syncope	surprise	0.414	syncope
liberation	surprise	0.414	kev ywj pheej
spirits	surprise	0.414	ntsuj plig
perjury	surprise	0.414	lus dag
veracity	surprise	0.414	kev tseeb
parade	surprise	0.406	kev ua yeeb yam
applause	surprise	0.406	npuaj teg
inspired	surprise	0.406	tshoov siab
allure	surprise	0.406	ntxias
eager	surprise	0.406	siab xav
gambler	surprise	0.406	neeg twv txiaj
fete	surprise	0.406	fete
divorce	surprise	0.398	kev sib nrauj
guess	surprise	0.398	twv
princely	surprise	0.398	nom tswv
burlesque	surprise	0.398	burlesque
secrecy	surprise	0.398	zais cia
incontinence	surprise	0.391	incontinence
peri	surprise	0.391	peri
cheerful	surprise	0.391	zoo siab
hermaphrodite	surprise	0.391	hermaphrodite
supremacy	surprise	0.391	siab tshaj
aspiration	surprise	0.391	kev ntshaw
buck	surprise	0.383	nyiaj
lose	surprise	0.383	poob
cadaver	surprise	0.383	cadaver
crowning	surprise	0.383	crowning
praiseworthy	surprise	0.383	qhuas
inheritance	surprise	0.383	qub txeeg qub teg
score	surprise	0.383	qhab nias
gulp	surprise	0.375	gulp
camouflaged	surprise	0.375	camouflaged
advance	surprise	0.375	ua ntej
succeed	surprise	0.375	ua tiav
frisky	surprise	0.375	frisky
mystic	surprise	0.375	paub tsis meej
compliment	surprise	0.375	qhuas
hope	surprise	0.367	vam
joker	surprise	0.367	tus neeg tso dag
sparkle	surprise	0.367	sparkle
excavation	surprise	0.367	khawb av
sensual	surprise	0.367	kev xav
entertainment	surprise	0.359	kev lom zem
feeling	surprise	0.359	kev xav
modify	surprise	0.352	hloov kho
blessings	surprise	0.352	koob hmoov
newcomer	surprise	0.352	tus tshiab
obit	surprise	0.352	obit
postponement	surprise	0.352	ncua sij hawm
award	surprise	0.352	khoom plig
clown	surprise	0.352	neeg dag
highest	surprise	0.344	siab tshaj
hero	surprise	0.344	hero
glorify	surprise	0.344	qhuas
proficiency	surprise	0.344	kev txawj ntse
start	surprise	0.344	pib
wonderfully	surprise	0.344	zoo kawg nkaus
celebrity	surprise	0.344	neeg nto moo
rekindle	surprise	0.336	rov ua dua
optimism	surprise	0.336	kev cia siab
sanctify	surprise	0.336	ua kom dawb huv
unbeaten	surprise	0.336	tsis raug ntaus
prodigious	surprise	0.336	txaus ntshai
grin	surprise	0.336	luag ntxhi
memorable	surprise	0.336	nco tau
warned	surprise	0.336	ceeb toom
dissolution	surprise	0.336	kev tawg
hypertrophy	surprise	0.328	hypertrophy
admiration	surprise	0.328	kev qhuas
examination	surprise	0.320	kev tshuaj xyuas
angel	surprise	0.320	tus tim tswv
present	surprise	0.320	tam sim no
catch	surprise	0.320	ntes
hap	surprise	0.320	hap
saint	surprise	0.312	neeg dawb huv
embrace	surprise	0.312	puag
flirt	surprise	0.312	flirt
puma	surprise	0.312	puv
kiss	surprise	0.312	hnia
liberty	surprise	0.312	kev ywj pheej
scrimmage	surprise	0.312	kev sib ntaus sib tua
treat	surprise	0.312	kho
inaffable	surprise	0.312	tsis muaj peev xwm
occasional	surprise	0.312	qee zaus
dismissal	surprise	0.312	tshem tawm
perfection	surprise	0.305	zoo tag nrho
saintly	surprise	0.305	neeg dawb huv
gratify	surprise	0.305	ua tsaug
generosity	surprise	0.305	kev ua siab dawb
sally	surprise	0.305	sally
palpable	surprise	0.297	palpable
finally	surprise	0.297	thaum kawg
differently	surprise	0.297	txawv
polarity	surprise	0.297	polarity
ceremony	surprise	0.297	kev ua koob tsheej
favorable	surprise	0.297	haum
larger	surprise	0.297	loj dua
warn	surprise	0.297	ceeb toom
medal	surprise	0.289	khoom plig
romance	surprise	0.289	kev sib hlub
inviting	surprise	0.289	caw
greeting	surprise	0.289	tos txais
resignation	surprise	0.281	tawm haujlwm
accolade	surprise	0.281	qhuas
labor	surprise	0.281	kev ua haujlwm
candid	surprise	0.281	ncaj ncees
trip	surprise	0.281	taug kev
stare	surprise	0.273	ntsia
admire	surprise	0.266	qhuas
glimmer	surprise	0.266	glimmer
playful	surprise	0.266	ua si
somatic	surprise	0.266	somatic
festival	surprise	0.266	kev ua koob tsheej
mimicry	surprise	0.266	kev ua yeeb yam
insolvency	surprise	0.266	kev poob nyiaj
immerse	surprise	0.266	raus dej
invite	surprise	0.266	caw
compensate	surprise	0.266	nyiaj pab
receiving	surprise	0.258	txais
complement	surprise	0.258	ntxiv
chuckle	surprise	0.258	luag nyav
laugh	surprise	0.258	luag
hypothesis	surprise	0.258	kev xav
honeymoon	surprise	0.250	zib mu
opera	surprise	0.242	ua yeeb yam
pleasant	surprise	0.242	zoo siab
marry	surprise	0.242	yuav
independence	surprise	0.242	kev ywj pheej
chant	surprise	0.234	suab nkauj
holiness	surprise	0.234	kev dawb huv
assessment	surprise	0.234	kev soj ntsuam
rhythmical	surprise	0.234	suab paj nruag
hopeful	surprise	0.234	kev cia siab
leave	surprise	0.234	tawm
trophy	surprise	0.234	khoom plig
deal	surprise	0.227	deal
procession	surprise	0.227	txheej txheem
placard	surprise	0.227	daim ntawv
shopping	surprise	0.219	khw
musical	surprise	0.219	suab paj nruag
cherish	surprise	0.219	hlub
good	surprise	0.219	zoo
dawn	surprise	0.211	kaj ntug
simplify	surprise	0.211	ua kom yooj yim
shell	surprise	0.211	plhaub
morals	surprise	0.203	kev ncaj ncees
money	surprise	0.203	nyiaj
nullify	surprise	0.203	nullify
purity	surprise	0.203	kev huv
sweet	surprise	0.203	qab zib
synchronize	surprise	0.195	synchronize
precious	surprise	0.195	muaj nuj nqis
humanitarian	surprise	0.195	humanitarian
preservative	surprise	0.195	khaws cia
unfulfilled	surprise	0.195	ua tsis tiav
obliging	surprise	0.188	obliging
singularly	surprise	0.188	ib leeg
graduation	surprise	0.180	kawm tiav
foresee	surprise	0.180	ua ntej
pray	surprise	0.180	thov Vajtswv
lovely	surprise	0.180	zoo nkauj
thirst	surprise	0.172	nqhis dej
mouth	surprise	0.172	qhov ncauj
youth	surprise	0.172	hluas
sun	surprise	0.172	hnub
art	surprise	0.172	kos duab
goodness	surprise	0.164	kev zoo
latent	surprise	0.156	latent
visor	surprise	0.156	visor
overdue	surprise	0.156	dhau sijhawm
practiced	surprise	0.156	xyaum
loyal	surprise	0.148	loyal
expect	surprise	0.148	cia siab
wireless	surprise	0.148	wireless
destination	surprise	0.148	qhov chaw
infant	surprise	0.141	menyuam mos
cream	surprise	0.141	cream
slush	surprise	0.141	slush
quote	surprise	0.141	nqe lus
playground	surprise	0.133	chaw ua si
vote	surprise	0.125	pov npav
teach	surprise	0.125	qhia
organization	surprise	0.125	koom haum
dolphin	surprise	0.117	dolphin
weight	surprise	0.117	hnyav
smile	surprise	0.117	luag ntxhi
sisterhood	surprise	0.109	kev sib hlub
cable	surprise	0.109	kab
sunny	surprise	0.102	hnub ci
steady	surprise	0.094	khov kho
peaceful	surprise	0.086	kev thaj yeeb
spa	surprise	0.086	spa
leisure	surprise	0.086	kev lom zem
picnic	surprise	0.078	noj mov
tree	surprise	0.078	tsob ntoo
worm	surprise	0.055	cua nab
truthfulness	trust	0.906	kev tseeb
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	ntseeg
honor	trust	0.844	hwm
honesty	trust	0.844	kev ncaj ncees
honest	trust	0.844	ncaj ncees
truth	trust	0.844	qhov tseeb
truthful	trust	0.836	tseeb
trusting	trust	0.836	tso siab rau
brotherhood	trust	0.820	kwv tij
entrust	trust	0.812	tso siab rau
committed	trust	0.805	cog lus
loyalty	trust	0.805	kev ncaj ncees
integrity	trust	0.805	kev ncaj ncees
honorable	trust	0.805	hwm
trust	trust	0.805	ntseeg
credibility	trust	0.805	kev ntseeg siab
faithful	trust	0.797	ncaj ncees
sincere	trust	0.797	siab ncaj
partnership	trust	0.789	kev sib koom tes
responsible	trust	0.789	lub luag haujlwm
true	trust	0.789	muaj tseeb
wisdom	trust	0.789	kev txawj ntse
verification	trust	0.781	pov thawj
cooperative	trust	0.781	kev koom tes
vow	trust	0.781	cog lus
oath	trust	0.781	lus cog tseg
respectable	trust	0.773	hwm
sisterhood	trust	0.773	kev sib hlub
hero	trust	0.773	hero
credible	trust	0.773	ntseeg tau
promise	trust	0.773	cog lus
verified	trust	0.773	txheeb xyuas
qualified	trust	0.766	tsim nyog
authentication	trust	0.766	kev lees paub
respected	trust	0.766	hwm
compassion	trust	0.759	kev khuv leej
approval	trust	0.758	kev pom zoo
moral	trust	0.758	kev ncaj ncees
reliability	trust	0.758	kev ntseeg tau
trusts	trust	0.758	ntseeg
safekeeping	trust	0.758	kev ruaj ntseg
reputable	trust	0.758	muaj koob npe
love	trust	0.758	kev hlub
friend	trust	0.750	phooj ywg
stable	trust	0.750	ruaj khov
authentic	trust	0.750	qhov tseeb
competence	trust	0.750	kev txawj ntse
safeguard	trust	0.750	tiv thaiv
companion	trust	0.750	tus khub
advised	trust	0.750	qhia
respect	trust	0.750	hwm
loyal	trust	0.750	loyal
genuine	trust	0.750	tiag tiag
friendships	trust	0.750	ntseeg
ally	trust	0.750	phooj ywg
proven	trust	0.742	ua pov thawj
freedom	trust	0.742	kev ywj pheej
respects	trust	0.742	hwm
accepting	trust	0.742	kev phooj ywg
faith	trust	0.742	kev ntseeg
wholesome	trust	0.742	zoo
heartfelt	trust	0.734	mob siab
unification	trust	0.734	kev sib koom ua ke
confirmation	trust	0.734	kev lees paub
protecting	trust	0.734	tiv thaiv
reassurance	trust	0.734	kev lees paub
trustee	trust	0.734	tus ntseeg
supporter	trust	0.734	tus neeg txhawb nqa
respectful	trust	0.734	hwm
admirable	trust	0.734	qhuas
fact	trust	0.727	qhov tseeb
friendship	trust	0.727	kev phooj ywg
partners	trust	0.727	txais
confidentially	trust	0.727	zais cia
confident	trust	0.727	ntseeg siab
equality	trust	0.727	kev sib npaug
alliance	trust	0.727	kev sib koom tes
credential	trust	0.727	daim ntawv pov thawj
believing	trust	0.727	kev ntseeg
excellence	trust	0.727	kev ua tau zoo
agreement	trust	0.727	kev pom zoo
closeness	trust	0.719	nyob ze
authenticate	trust	0.719	pov thawj
virtuous	trust	0.719	tsim txiaj
intelligence	trust	0.719	txawj ntse
kindred	trust	0.719	kwv tij
virtue	trust	0.719	kev tsim txiaj
honored	trust	0.719	hwm
justice	trust	0.711	kev ncaj ncees
charitable	trust	0.711	kev siab hlub
determination	trust	0.711	kev txiav txim siab
creditable	trust	0.711	creditable
consistency	trust	0.711	sib xws
allegiance	trust	0.711	kev ntseeg siab
cooperation	trust	0.711	kev koom tes
guarantee	trust	0.711	lav
dedication	trust	0.711	kev mob siab rau
straightforward	trust	0.711	ncaj nraim
cooperating	trust	0.711	kev koom tes
reliable	trust	0.703	ntseeg tau
nurture	trust	0.703	txhawb nqa
mother	trust	0.703	niam
fulfilled	trust	0.703	ua tiav
admiration	trust	0.703	kev qhuas
mentor	trust	0.703	tus cob qhia
guardianship	trust	0.703	kev saib xyuas
assurance	trust	0.703	kev lees paub
morality	trust	0.703	kev ncaj ncees
motherhood	trust	0.703	niam txiv
innocent	trust	0.703	dawb huv
reverence	trust	0.703	kev hwm
sanctuary	trust	0.703	lub chaw dawb huv
friendliness	trust	0.703	kev phooj ywg
prepared	trust	0.703	npaj
admire	trust	0.703	qhuas
protected	trust	0.703	tiv thaiv
proof	trust	0.703	pov thawj
bodyguard	trust	0.695	bodyguard
skillful	trust	0.695	txawj
marriage	trust	0.695	kev sib yuav
allied	trust	0.695	phooj ywg
morals	trust	0.695	kev ncaj ncees
humanitarian	trust	0.695	humanitarian
pact	trust	0.695	pact
courage	trust	0.695	ua siab loj
accountable	trust	0.695	lav
agreeable	trust	0.695	pom zoo
united	trust	0.695	koom siab
indestructible	trust	0.695	indestructible
approving	trust	0.695	pom zoo
guardian	trust	0.695	tus neeg saib xyuas
compassionate	trust	0.695	kev khuv leej
scientist	trust	0.695	tus kws tshawb fawb
certified	trust	0.695	tau ntawv pov thawj
pledge	trust	0.688	cog lus
adviser	trust	0.688	tus kws pab tswv yim
authenticity	trust	0.688	kev tseeb
understanding	trust	0.688	kev nkag siab
secure	trust	0.688	ruaj ntseg
guidance	trust	0.688	kev taw qhia
monogamy	trust	0.688	monogamy
valor	trust	0.688	kev ua siab loj
solidity	trust	0.688	khov kho
perfection	trust	0.688	zoo tag nrho
believed	trust	0.688	ntseeg
humanity	trust	0.688	tib neeg
justifiable	trust	0.688	tsim nyog
competent	trust	0.688	muaj peev xwm
esteem	trust	0.688	hwm
protector	trust	0.680	tus tiv thaiv
inspire	trust	0.680	txhawb nqa
hope	trust	0.680	vam
strongest	trust	0.680	cov neeg koom tes
expertise	trust	0.680	kev txawj ntse
humble	trust	0.680	txo hwj chim
indivisible	trust	0.680	sib cais
official	trust	0.680	official
affirm	trust	0.680	lees paub
familiarity	trust	0.680	kev paub
confirmed	trust	0.680	paub tseeb
diligence	trust	0.680	kev rau siab
grandfather	trust	0.680	yawg
advocacy	trust	0.680	kev tawm tswv yim
goodness	trust	0.680	kev zoo
commendable	trust	0.680	qhuas
acceptance	trust	0.680	txais
diplomatic	trust	0.680	diplomatic
leader	trust	0.680	tus thawj coj
confide	trust	0.680	ntseeg
agreeing	trust	0.680	pom zoo
approve	trust	0.680	pom zoo
professional	trust	0.680	kev tshaj lij
elders	trust	0.680	cov laus
confidential	trust	0.680	tsis pub leej twg paub
faultless	trust	0.672	tsis txhaum
believes	trust	0.672	txais
sanctify	trust	0.672	ua kom dawb huv
intelligent	trust	0.672	txawj ntse
safe	trust	0.672	nyab xeeb
accepted	trust	0.672	muaj zog tshaj
dignity	trust	0.672	meej mom
unwavering	trust	0.672	tsis hloov
encyclopedia	trust	0.672	phau ntawv keeb kwm
mastery	trust	0.672	kev txawj ntse
cohesive	trust	0.672	sib koom ua ke
harmoniously	trust	0.672	sib haum xeeb
benevolence	trust	0.672	kev siab zoo
healing	trust	0.672	kho
accredited	trust	0.672	kev lees paub
covenant	trust	0.672	kev khi lus
accountability	trust	0.664	kev lav ris
team	trust	0.664	pab neeg
authority	trust	0.664	txoj cai
heroic	trust	0.664	heroic
reliance	trust	0.664	kev cia siab
expert	trust	0.664	tus kws tshaj lij
communicate	trust	0.664	sib txuas lus
spiritual	trust	0.664	sab ntsuj plig
impeccable	trust	0.664	impeccable
specialist	trust	0.664	tus kws tshaj lij
affirmatively	trust	0.664	lees paub
proficient	trust	0.664	txawj
fulfillment	trust	0.664	ua kom tiav
advocate	trust	0.664	tus neeg tawm suab
disciple	trust	0.664	cov thwjtim
attestation	trust	0.664	ntawv pov thawj
merit	trust	0.664	ua tsaug
supporting	trust	0.664	txhawb nqa
ambassador	trust	0.664	Ambassador
guidebook	trust	0.664	phau ntawv qhia
accept	trust	0.664	txais
strengthening	trust	0.661	ntxiv dag zog
holiness	trust	0.656	kev dawb huv
facts	trust	0.656	qhov tseeb
warranty	trust	0.656	lav
strength	trust	0.656	zog
relationship	trust	0.656	kev sib raug zoo
defended	trust	0.656	tiv thaiv
constancy	trust	0.656	tsis tu ncua
favorable	trust	0.656	haum
gentleman	trust	0.656	txiv neej yawg
counsel	trust	0.656	lus ntuas
scientific	trust	0.656	kev tshawb fawb
structure	trust	0.656	qauv
elder	trust	0.656	laus
excellent	trust	0.656	zoo heev
achieve	trust	0.656	ua tiav
steadfast	trust	0.656	khov kho
familiar	trust	0.656	paub
proficiency	trust	0.656	kev txawj ntse
supports	trust	0.656	ntseeg
counselor	trust	0.648	tus kws pab tswv yim
lovable	trust	0.648	ntxim hlub
advisable	trust	0.648	pom zoo
agreed	trust	0.648	pom zoo
heroism	trust	0.648	heroism
rely	trust	0.648	vam
uphold	trust	0.648	txhawb nqa
brother	trust	0.648	kwv tij
matrimony	trust	0.648	kev sib yuav
assuredly	trust	0.648	paub tseeb
peaceful	trust	0.648	kev thaj yeeb
saint	trust	0.648	neeg dawb huv
unconditionally	trust	0.648	txais
solidarity	trust	0.648	kev sib koom siab
accepts	trust	0.648	txhawb nqa
inspiration	trust	0.648	kev tshoov siab
noble	trust	0.648	ua nom
successful	trust	0.648	ua tiav
harmony	trust	0.648	kev sib raug zoo
protective	trust	0.648	tiv thaiv
competency	trust	0.648	kev txawj ntse
comrade	trust	0.648	phooj ywg
academic	trust	0.648	kev kawm
assist	trust	0.648	pab
worthy	trust	0.643	tsim nyog
benefactor	trust	0.641	tus muaj txiaj ntsig
credence	trust	0.641	kev ntseeg
confidence	trust	0.641	kev ntseeg siab
relationships	trust	0.641	unconditionally
ordained	trust	0.641	tsa
legal	trust	0.641	raug cai
champion	trust	0.641	yeej
lawful	trust	0.641	raug cai
durability	trust	0.641	durability
judiciary	trust	0.641	kev txiav txim
doctor	trust	0.641	kws kho mob
loving	trust	0.641	kev hlub
assure	trust	0.641	paub tseeb
establish	trust	0.641	tsim
mamma	trust	0.641	mamm
kind	trust	0.641	zoo
unity	trust	0.641	kev sib koom siab
conscientious	trust	0.641	lub siab xav
real	trust	0.641	tiag
coexist	trust	0.641	nyob ua ke
leading	trust	0.641	coj
teacher	trust	0.641	xib fwb
intimate	trust	0.634	sib raug zoo
brotherly	trust	0.633	kwv tij
physician	trust	0.633	tus kws kho mob
judicial	trust	0.633	kev txiav txim
saintly	trust	0.633	neeg dawb huv
aspiration	trust	0.633	kev ntshaw
conscience	trust	0.633	lub siab
therapeutic	trust	0.633	kho mob
fidelity	trust	0.633	kev ncaj ncees
soundness	trust	0.633	suab nrov
important	trust	0.633	tseem ceeb
homage	trust	0.633	kev pe hawm
legitimacy	trust	0.633	kev raug cai
fortitude	trust	0.633	kev tiv thaiv
deepest	trust	0.633	kev sib raug zoo
approved	trust	0.633	pom zoo
courageous	trust	0.633	ua siab loj
devotional	trust	0.633	kev ntseeg
endorse	trust	0.633	pom zoo
backbone	trust	0.633	qaum
authorize	trust	0.633	tso cai
practiced	trust	0.633	xyaum
sanctification	trust	0.633	kev dawb huv
hopeful	trust	0.633	kev cia siab
convincing	trust	0.633	ntseeg
bless	trust	0.633	foom koob hmoov
angel	trust	0.625	tus tim tswv
authorization	trust	0.625	kev tso cai
assured	trust	0.625	paub tseeb
purify	trust	0.625	ua kom huv
caretaker	trust	0.625	tus neeg saib xyuas
regard	trust	0.625	saib
profound	trust	0.625	tob
achievement	trust	0.625	kev ua tiav
evident	trust	0.625	pov thawj
positivity	trust	0.625	kev zoo
communication	trust	0.625	kev sib txuas lus
professorship	trust	0.625	xib fwb
blessing	trust	0.625	koob hmoov
beliefs	trust	0.625	tob tshaj plaws
encourage	trust	0.625	txhawb
fireman	trust	0.625	tus neeg tua hluav taws
majestic	trust	0.625	majestic
civilized	trust	0.625	civilized
certify	trust	0.625	lees paub
wonderful	trust	0.625	zoo kawg
engaged	trust	0.625	koom nrog
accurate	trust	0.625	raug
approvement	trust	0.617	kev pom zoo
optimism	trust	0.617	kev cia siab
planning	trust	0.617	kev npaj
believer	trust	0.617	neeg ntseeg
advice	trust	0.617	lus qhia
commend	trust	0.617	qhuas
gospel	trust	0.617	txoj moo zoo
objective	trust	0.617	Lub hom phiaj
rational	trust	0.617	kev xav
cherish	trust	0.617	hlub
constantly	trust	0.617	tas li
haven	trust	0.617	qhov chaw nkaum
fundamental	trust	0.617	tsim nyog
bedrock	trust	0.617	pob zeb
accord	trust	0.617	ua raws
triumphant	trust	0.617	yeej
surety	trust	0.617	paub tseeb
testament	trust	0.617	ntawv pov thawj
absolution	trust	0.617	kev tshem tawm
truce	trust	0.617	kev tsis sib haum xeeb
reassure	trust	0.617	tso siab rau
appreciation	trust	0.617	kev txaus siab
qualities	trust	0.617	zoo
passionate	trust	0.617	mob siab rau
good	trust	0.617	zoo
unimpeachable	trust	0.617	tsis tsim nyog
corroborate	trust	0.617	ua pov thawj
thoughtful	trust	0.617	xav paub
heroine	trust	0.617	heroine
teach	trust	0.617	qhia
god	trust	0.617	vajtswv
attentive	trust	0.617	saib xyuas
scripture	trust	0.609	vaj lug kub
civilization	trust	0.609	kev vam meej
magnificence	trust	0.609	zoo kawg nkaus
recommend	trust	0.609	pom zoo
progression	trust	0.609	kev vam meej
steward	trust	0.609	tus saib xyuas
purification	trust	0.609	ua kom huv
patron	trust	0.609	tus neeg saib xyuas
praiseworthy	trust	0.609	qhuas
heal	trust	0.609	kho
considerate	trust	0.609	xav txog
blessings	trust	0.609	koob hmoov
mediator	trust	0.609	tus neeg nruab nrab
babysitter	trust	0.609	tus zov menyuam
notary	trust	0.609	neeg sau ntawv
awareness	trust	0.609	kev paub
vetted	trust	0.609	kev ntseeg
excel	trust	0.609	excel
happy	trust	0.609	zoo siab
praise	trust	0.609	qhuas
brilliant	trust	0.609	ci ntsa iab
liking	trust	0.609	nyiam
definitive	trust	0.609	meej
comfort	trust	0.609	kev nplij siab
officer	trust	0.609	tub ceev xwm
peace	trust	0.602	kev thaj yeeb
serenity	trust	0.602	kev kaj siab lug
unquestionable	trust	0.602	unquestionable
embrace	trust	0.602	puag
identify	trust	0.602	txheeb xyuas
inspired	trust	0.602	tshoov siab
steady	trust	0.602	khov kho
nun	trust	0.602	niam
guarded	trust	0.602	tiv thaiv
symmetry	trust	0.602	symmetry
mainstay	trust	0.602	lub hauv paus
fulfill	trust	0.602	ua kom tiav
humility	trust	0.602	kev txo hwj chim
helpful	trust	0.602	pab tau
transcendence	trust	0.602	kev hla dhau
unconditional	trust	0.602	tsis xwm yeem
brave	trust	0.602	siab tawv
brighten	trust	0.602	ci ntsa iab
experienced	trust	0.602	muaj kev paub
enlightenment	trust	0.602	kev paub
sympathetic	trust	0.602	txaus siab
witness	trust	0.602	ua tim khawv
vigilant	trust	0.594	ceev faj
ministry	trust	0.594	txoj hauj lwm qhuab qhia
admiral	trust	0.594	tus hlob
vigilance	trust	0.594	ceev faj
depend	trust	0.594	nyob ntawm
generosity	trust	0.594	kev ua siab dawb
befriend	trust	0.594	phooj ywg
complimentary	trust	0.594	ua tsaug
assessment	trust	0.594	kev soj ntsuam
fairly	trust	0.594	ncaj ncees
enlighten	trust	0.594	paub meej
strengthen	trust	0.594	ntxiv dag zog
nurse	trust	0.594	tus nais maum
endowment	trust	0.594	vaj txiaj ntsim
visionary	trust	0.594	pom kev
praised	trust	0.594	qhuas
eminence	trust	0.594	muaj koob meej
marry	trust	0.594	yuav
generous	trust	0.594	siab dav
gratitude	trust	0.594	ua tsaug
sage	trust	0.594	neeg txawj ntse
tranquility	trust	0.594	kev thaj yeeb
openly	trust	0.594	qhib siab
grant	trust	0.594	pub
spouse	trust	0.594	tus txij nkawm
philanthropic	trust	0.594	kev pab
regent	trust	0.594	regent
substantiate	trust	0.594	pom tseeb
commendation	trust	0.594	kev qhuas
council	trust	0.594	pawg sab laj
efficient	trust	0.594	muaj txiaj ntsig
sweetheart	trust	0.589	tus hlub
bylaw	trust	0.586	bylaw
magnificent	trust	0.586	zoo kawg li
designation	trust	0.586	npe
godly	trust	0.586	ua Vajtswv tsaug
seniority	trust	0.586	laus
conservation	trust	0.586	kev txuag
educational	trust	0.586	kev kawm
rooted	trust	0.586	hauv paus
inheritance	trust	0.586	qub txeeg qub teg
diplomacy	trust	0.586	diplomacy
mate	trust	0.586	phooj ywg
convince	trust	0.586	ntseeg
unfailing	trust	0.586	ua tsis tiav
share	trust	0.586	qhia
monk	trust	0.586	hauj sam
constitutional	trust	0.586	kev cai lij choj
lovely	trust	0.586	zoo nkauj
compliance	trust	0.586	kev ua raws cai
attest	trust	0.586	ntawv pov thawj
