English Word	Emotion	Emotion-Intensity-Score	Greek Word
squall	sadness	0.328	καταιγίδα
disallowed	sadness	0.328	δεν επιτρέπεται
scold	sadness	0.327	μαλώνω
flaccid	sadness	0.324	χαλαρός
hobo	sadness	0.323	αλήτης
fragile	sadness	0.319	εύθραυστο
stingy	sadness	0.319	τσιγκούνης
sue	sadness	0.318	μηνύω
scarcely	sadness	0.318	μόλις
mistake	sadness	0.312	λάθος
committal	sadness	0.312	ανάθεση
nonsensical	sadness	0.312	ανόητος
inhibit	sadness	0.312	αναστέλλω
skid	sadness	0.312	ολισθαίνω
wan	sadness	0.312	ωχρός
defy	sadness	0.312	προκαλώ
fatty	sadness	0.312	λιπαρός
clouded	sadness	0.312	θολός
ulcer	sadness	0.312	έλκος
nostalgia	sadness	0.312	νοσταλγία
evanescence	sadness	0.312	εξαφάνιση
hamstring	sadness	0.312	σακατεύω
thresh	sadness	0.312	αλωνίζω
conceal	sadness	0.311	κρύβουν
blemish	sadness	0.310	ψεγάδι
resisting	sadness	0.309	αντιστέκονται
sympathetic	sadness	0.307	συμπονετικός
bugaboo	sadness	0.304	φόβητρο
opium	sadness	0.303	όπιο
confess	sadness	0.303	ομολογώ
alas	sadness	0.302	Αλίμονο
mislead	sadness	0.297	παρασύρω
suppress	sadness	0.297	καταστέλλω
inappropriate	sadness	0.297	ακατάλληλος
discontinuity	sadness	0.297	ασυνέχεια
wrinkled	sadness	0.297	ζαρωμένος
dull	sadness	0.297	αμβλύς
weak	sadness	0.297	αδύναμος
halting	sadness	0.297	σταματώντας
incompatible	sadness	0.297	ασύμβατες
migraine	sadness	0.297	ημικρανία
subsidence	sadness	0.297	υποχώρηση
setback	sadness	0.297	οπισθοδρόμηση
toocold	sadness	0.297	πολύ κρύο
incase	sadness	0.297	σε περίπτωση
hermit	sadness	0.296	ερημίτης
moving	sadness	0.295	κίνηση
shrink	sadness	0.295	μαζεύω
shiver	sadness	0.291	ρίγος
constraint	sadness	0.288	περιορισμός
unimportant	sadness	0.288	ανευ σημασιας
tramp	sadness	0.288	αλήτης
rubble	sadness	0.282	χαλίκια
down	sadness	0.281	κάτω
taint	sadness	0.281	κηλίδα
flop	sadness	0.281	πτώση
wearily	sadness	0.281	κουρασμένα
overdue	sadness	0.281	εκπρόθεσμος
excluding	sadness	0.281	αποκλείοντας
confession	sadness	0.281	ομολογία
grey	sadness	0.281	γκρί
senseless	sadness	0.281	αναίσθητος
unseat	sadness	0.281	εκτοπίζω από αξίωμα
remove	sadness	0.281	αφαιρώ
revoke	sadness	0.281	ανακαλώ
shortage	sadness	0.281	έλλειψη
apathy	sadness	0.281	απάθεια
adverse	sadness	0.281	δυσμενής
negro	sadness	0.281	Νέγρος
timid	sadness	0.281	συνεσταλμένος
flinch	sadness	0.281	δειλιάζω
scrapie	sadness	0.281	τρομώδης νόσος
grumpy	sadness	0.281	γκρινιάρης
knell	sadness	0.275	πένθιμη κωδωνοκρουσία
throb	sadness	0.273	παλμός
confusion	sadness	0.273	σύγχυση
soldier	sadness	0.273	στρατιώτης
jurisprudence	sadness	0.273	νομολογία
humbled	sadness	0.273	ταπεινωμένος
gray	sadness	0.269	γκρί
lax	sadness	0.266	αμελής
mixedemotions	sadness	0.266	ανάμεικτα συναισθήματα
obstacle	sadness	0.266	εμπόδιο
slur	sadness	0.266	μομφή
unrealistic	sadness	0.266	απραγματοποίητος
drifted	sadness	0.266	παρασύρθηκε
leaving	sadness	0.266	φεύγοντας
shack	sadness	0.266	καλύβα
eternity	sadness	0.266	αιωνιότητα
remiss	sadness	0.266	αμελής
inconvenient	sadness	0.263	άβολος
restrict	sadness	0.259	περιορίζω
misrepresentation	sadness	0.259	διαστρέβλωση
stagnant	sadness	0.259	στάσιμος
disservice	sadness	0.258	κακή υπηρεσία
wilderness	sadness	0.255	ερημιά
nosun	sadness	0.255	nosun
backwater	sadness	0.255	ύδατα πίσω από διάφραγμα
tempest	sadness	0.250	θύελλα
pine	sadness	0.250	πεύκο
humbug	sadness	0.250	απάτη
bang	sadness	0.250	πάταγος
speculation	sadness	0.250	κερδοσκοπία
labored	sadness	0.250	βαρύς
incomplete	sadness	0.250	ατελής
gullible	sadness	0.250	εύπιστος
undying	sadness	0.250	αθάνατος
anchorage	sadness	0.250	αγκυροβόλιο
unexplained	sadness	0.250	ανεξήγητο
error	sadness	0.250	λάθος
wasteful	sadness	0.250	σπάταλος
communism	sadness	0.250	κομμουνισμός
uneducated	sadness	0.250	αμόρφωτος
melodrama	sadness	0.242	μελόδραμα
demonstrative	sadness	0.242	εκδηλωτικός
rainyday	sadness	0.242	βροχερή μέρα
necessity	sadness	0.236	ανάγκη
boredom	sadness	0.235	ανία
foggy	sadness	0.234	ομιχλώδης
sentence	sadness	0.234	πρόταση
misty	sadness	0.234	ομιχλώδης
cancel	sadness	0.234	Ματαίωση
void	sadness	0.234	κενός
cloudy	sadness	0.234	συννεφιασμένος
blockade	sadness	0.234	αποκλεισμός
pale	sadness	0.234	χλωμός
trash	sadness	0.234	Σκουπίδια
uninteresting	sadness	0.234	πληκτικός
hollow	sadness	0.234	κοίλος
healing	sadness	0.234	φαρμακευτικός
depart	sadness	0.234	παρεκκλίνω
burke	sadness	0.234	burke
warp	sadness	0.234	στημόνι
case	sadness	0.228	υπόθεση
rainy	sadness	0.227	βροχερός
uninterested	sadness	0.223	αδιάφορος
onerous	sadness	0.223	βαρύς
bottom	sadness	0.223	κάτω μέρος
fasting	sadness	0.220	νηστεία
boooo	sadness	0.219	μπουοο
dole	sadness	0.219	βοήθημα ανεργίας
pious	sadness	0.219	ευσεβής
indifference	sadness	0.219	αδιαφορία
coping	sadness	0.219	μαρκίζα
discolored	sadness	0.219	ξεθωριασμένος
thirst	sadness	0.219	δίψα
blunder	sadness	0.219	γκάφα
cocaine	sadness	0.218	κοκαΐνη
tough	sadness	0.212	σκληρός
revolution	sadness	0.203	επανάσταση
hoary	sadness	0.203	σεβάσμιος
chilly	sadness	0.203	ψυχρός
sluggish	sadness	0.203	βραδύς
yucky	sadness	0.203	χαριτωμένος
fat	sadness	0.203	Λίπος
lower	sadness	0.203	πιο χαμηλα
sprain	sadness	0.203	εξάρθρωση
chargeable	sadness	0.203	επιβαρυνόμενος
arid	sadness	0.203	ξερός
wanting	sadness	0.202	στερούμενος
progression	sadness	0.201	προχώρηση
closure	sadness	0.195	κλείσιμο
unbeaten	sadness	0.193	ανίκητος
rack	sadness	0.188	ράφι
halter	sadness	0.188	καπίστρι
rumor	sadness	0.188	φήμη
tease	sadness	0.188	πειράζω
invalid	sadness	0.188	Μη έγκυρο
cataract	sadness	0.188	καταρράκτης
meh	sadness	0.188	meh
heartfelt	sadness	0.188	εγκάρδιος
retirement	sadness	0.188	συνταξιοδότηση
splitting	sadness	0.188	δυνατός
interrupted	sadness	0.188	διακόπηκε
oddity	sadness	0.188	μοναδικότητα
cold	sadness	0.188	κρύο
veal	sadness	0.188	μοσχαρίσιο
concerned	sadness	0.184	ενδιαφερόμενος
sarcasm	sadness	0.181	σαρκασμός
strip	sadness	0.179	λωρίδα
divided	sadness	0.172	διαιρεμένος
feeling	sadness	0.172	συναισθημα
overload	sadness	0.172	παραφορτώνω
sap	sadness	0.172	χυμός δέντρου
memories	sadness	0.172	αναμνήσεις
esteem	sadness	0.172	εκτίμηση
cupping	sadness	0.172	βεντούζα
eschew	sadness	0.172	αποφεύγω
destination	sadness	0.170	προορισμός
nosnow	sadness	0.169	καθόλου χιόνι
limited	sadness	0.167	περιορισμένος
rain	sadness	0.163	βροχή
willful	sadness	0.160	σκόπιμος
untitled	sadness	0.157	Χωρίς τίτλο
stint	sadness	0.156	όριο
cross	sadness	0.156	σταυρός
weeds	sadness	0.156	πένθιμα ενδύματα χήρας
pare	sadness	0.155	ξεφλουδίζω
snort	sadness	0.154	φύσημα
procession	sadness	0.152	πομπή
inconsequential	sadness	0.152	ασήμαντος
tax	sadness	0.142	φόρος
emo	sadness	0.141	emo
tolerate	sadness	0.141	ανέχομαι
mug	sadness	0.141	κούπα
overpriced	sadness	0.141	υπερτιμημένο
weight	sadness	0.141	βάρος
touchy	sadness	0.140	ευαίσθητος
kennel	sadness	0.130	κυνοτροφείο
grounded	sadness	0.130	γειωμένος
unpaid	sadness	0.125	απλήρωτος
socialist	sadness	0.125	σοσιαλιστής
meek	sadness	0.125	πράος
clouds	sadness	0.125	σύννεφα
margin	sadness	0.125	περιθώριο
theocratic	sadness	0.125	θεοκρατικός
stillness	sadness	0.125	ηρεμία
sisterhood	sadness	0.125	αδελφότητα
terrific	sadness	0.125	υπέροχος
commemorate	sadness	0.125	εορτάζω την μνήμη
late	sadness	0.125	αργά
default	sadness	0.121	Προκαθορισμένο
lace	sadness	0.118	δαντέλα
unpublished	sadness	0.116	αδημοσίευτος
interested	sadness	0.114	ενδιαφερόμενος
fortress	sadness	0.110	φρούριο
lush	sadness	0.109	πλούσια βλάστηση
harry	sadness	0.109	βασανίζω
ultimate	sadness	0.109	τελικός
priesthood	sadness	0.109	ιερατείο
orchestra	sadness	0.109	ορχήστρα
rating	sadness	0.109	εκτίμηση
fleece	sadness	0.109	μαλλί
sanctify	sadness	0.108	αγιάζω
income	sadness	0.100	εισόδημα
winning	sadness	0.094	επιτυχής
boo	sadness	0.094	γιούχα
quiet	sadness	0.094	ησυχια
sonnet	sadness	0.094	σονέττο
vainly	sadness	0.091	μάταια
hug	sadness	0.078	αγκαλιάζω
opera	sadness	0.078	ΛΥΡΙΚΗ ΣΚΗΝΗ
humble	sadness	0.078	ταπεινός
hut	sadness	0.078	καλύβα
ovation	sadness	0.078	πανηγυρική υποδοχή
wet	sadness	0.078	βρεγμένος
motivating	sadness	0.078	παρακινώντας
treat	sadness	0.076	θεραπεύω
hymn	sadness	0.064	ύμνος
honest	sadness	0.062	τίμιος
relics	sadness	0.061	υπόλειμμα
couch	sadness	0.060	καναπές
waffle	sadness	0.047	φλυαρώ
shell	sadness	0.045	κέλυφος
musical	sadness	0.045	μιούζικαλ
savor	sadness	0.034	γεύση
napkin	sadness	0.031	χαρτοπετσέτα
vote	sadness	0.031	ψήφος
sing	sadness	0.017	τραγουδώ
mother	sadness	0.016	μητέρα
music	sadness	0.016	ΜΟΥΣΙΚΗ
nutritious	sadness	0.015	θρεπτικός
lovely	sadness	0.009	ωραίος
sweetheart	sadness	0.000	Αγαπημένος
romance	sadness	0.000	ειδύλλιο
liquor	sadness	0.000	υγρό
art	sadness	0.000	τέχνη
surprise	surprise	0.930	έκπληξη
explode	surprise	0.906	εκραγεί
flabbergast	surprise	0.906	εκπλήσσω
explosion	surprise	0.898	έκρηξη
ambush	surprise	0.883	ενέδρα
explosive	surprise	0.883	εκρηκτικός
eruption	surprise	0.883	έκρηξη
surprisingly	surprise	0.875	παραδόξως
startle	surprise	0.875	ξάφνιασμα
shockingly	surprise	0.875	συγκλονιστικά
frighten	surprise	0.875	τρομάζω
surprised	surprise	0.867	έκπληκτος
frightened	surprise	0.867	τρομαγμένα
surprising	surprise	0.867	εκπληκτικός
outburst	surprise	0.859	ξέσπασμα
thrilling	surprise	0.859	συγκινητικός
miracle	surprise	0.859	θαύμα
blast	surprise	0.852	έκρηξη
astonishingly	surprise	0.852	καταπληκτικώς
alarm	surprise	0.852	τρομάζω
shock	surprise	0.844	αποπληξία
thunderstruck	surprise	0.844	κεραυνόπληκτος
jolt	surprise	0.844	τράνταγμα
dazzle	surprise	0.836	θάμβος
bang	surprise	0.836	πάταγος
catastrophe	surprise	0.836	καταστροφή
fright	surprise	0.836	τρομάρα
unexpectedly	surprise	0.836	απρόσμενα
startling	surprise	0.828	καταπληκτικός
suddenly	surprise	0.828	ξαφνικά
emergency	surprise	0.828	επείγον
bewilderment	surprise	0.828	αμηχανία
stunned	surprise	0.820	εμβρόντητος
astound	surprise	0.820	καταπλήσσω
jackpot	surprise	0.812	σύνολο στοιχημάτων
earthquake	surprise	0.812	σεισμός
disaster	surprise	0.812	καταστροφή
astonishment	surprise	0.805	κατάπληξη
climax	surprise	0.805	κορύφωση
aghast	surprise	0.805	εμβρόντητος
astonish	surprise	0.805	εκπλήσσω
scare	surprise	0.797	φόβος
awestruck	surprise	0.797	έκπληκτος
erupt	surprise	0.789	εκρήγνυμαι
bomb	surprise	0.789	βόμβα
exclaim	surprise	0.789	αναφωνώ
amazement	surprise	0.781	έκπληξη
abduction	surprise	0.773	απαγωγή
alarming	surprise	0.773	ανησυχητικός
detonate	surprise	0.773	εκπυρσοκροτώ
raid	surprise	0.773	επιδρομή
miraculous	surprise	0.773	θαυματουργός
invade	surprise	0.773	εισβαλλει
kidnap	surprise	0.766	απαγωγή
unpredictable	surprise	0.758	απρόβλεπτος
stupefy	surprise	0.758	αποβλακώνω
dumfound	surprise	0.758	χαζός
overwhelming	surprise	0.758	υπερβολικός
erratic	surprise	0.750	ασταθής
unimaginable	surprise	0.750	αφάνταστος
accident	surprise	0.750	ατύχημα
outrageous	surprise	0.750	αποτρόπαιος
horror	surprise	0.742	φρίκη
amaze	surprise	0.742	καταπλήσσω
blitz	surprise	0.742	αιφνιδιαστική επίθεση
bewilder	surprise	0.742	ζαλίζω
flinch	surprise	0.742	δειλιάζω
petrify	surprise	0.742	απολιθώ
wreck	surprise	0.742	ναυάγιο
slaughter	surprise	0.742	σφαγή
frenetic	surprise	0.734	ξέφρενος
crash	surprise	0.734	σύγκρουση
frantic	surprise	0.734	μανιώδης
stupefaction	surprise	0.734	αποβλάκωση
excitement	surprise	0.734	ενθουσιασμός
riotous	surprise	0.727	ταραχώδης
outcry	surprise	0.727	κατακραυγή
vanished	surprise	0.727	εξαφανίστηκε
moonstruck	surprise	0.727	αλαφροΐσκιωτος
sudden	surprise	0.727	αιφνίδιος
awe	surprise	0.719	δέος
scream	surprise	0.719	κραυγή
breathless	surprise	0.719	με κομμενη την ανασα
sabotage	surprise	0.719	σαμποτάζ
shriek	surprise	0.719	σκούζω
unanticipated	surprise	0.719	απρόβλεπτο
bewildered	surprise	0.719	σαστισμένος
manslaughter	surprise	0.719	ανθρωποκτονία
amazedness	surprise	0.719	κατάπληξη
rupture	surprise	0.719	ρήξη
unexpected	surprise	0.711	απροσδόκητος
electrify	surprise	0.711	ηλεκτρίζω
uncontrollable	surprise	0.711	αχαλίνωτος
shot	surprise	0.711	βολή
avalanche	surprise	0.711	χιονοστιβάδα
gasp	surprise	0.711	ασθμαίνω
stun	surprise	0.711	ζάλισμα
slam	surprise	0.703	χτύπημα
abrupt	surprise	0.703	απότομος
intruder	surprise	0.703	παρείσακτος
unforeseen	surprise	0.703	απρόοπτος
suspense	surprise	0.703	αγωνία
devastation	surprise	0.703	καταστροφή
surge	surprise	0.703	μέγα κύμα
excite	surprise	0.695	διεγείρω
dumfounder	surprise	0.695	χωματερής
yell	surprise	0.695	κραυγή
unprecedented	surprise	0.695	πρωτοφανής
strike	surprise	0.695	απεργία
volatility	surprise	0.695	αστάθεια
urgent	surprise	0.695	επείγων
stab	surprise	0.695	μαχαιριά
disturbance	surprise	0.688	διατάραξη
carnage	surprise	0.688	σφαγή
incredible	surprise	0.688	απίστευτος
spectacular	surprise	0.688	θεαματικός
thrill	surprise	0.680	συγκίνηση
recklessness	surprise	0.680	απερισκεψία
clamor	surprise	0.680	κραυγή
monstrous	surprise	0.680	τερατώδης
slap	surprise	0.680	σφαλιάρα
inexplicable	surprise	0.672	ανεξήγητος
terrorist	surprise	0.672	τρομοκράτης
exciting	surprise	0.672	συναρπαστικός
accidental	surprise	0.672	τυχαίος
accidentally	surprise	0.672	κατά λάθος
striking	surprise	0.672	εκπληκτικός
captivate	surprise	0.672	σαγηνεύω
exhilaration	surprise	0.672	χαρά
topple	surprise	0.664	ανατρέπω
dire	surprise	0.664	τρομερός
revolution	surprise	0.664	επανάσταση
volcano	surprise	0.664	ηφαίστειο
freakish	surprise	0.664	παράξενος
revolt	surprise	0.656	επανάσταση
bloodshed	surprise	0.656	αιματοχυσία
sneak	surprise	0.656	έρπω
unspeakable	surprise	0.656	ανείπωτος
incendiary	surprise	0.656	εμπρηστικός
epidemic	surprise	0.648	επιδημία
violent	surprise	0.648	βίαιος
disruption	surprise	0.648	αναστάτωση
amazingly	surprise	0.648	καταπληκτικά
mutiny	surprise	0.648	ανταρσία
spellbound	surprise	0.648	μαγεμένος
cyclone	surprise	0.648	κυκλώνας
unsuspecting	surprise	0.648	ανύποπτος
attacking	surprise	0.648	επιτίθεται
unintended	surprise	0.648	ακούσιος
shout	surprise	0.641	κραυγή
indescribable	surprise	0.641	απερίγραπτος
tumult	surprise	0.641	θόρυβος
improvisation	surprise	0.641	αυτοσχεδίαση
wildfire	surprise	0.641	υγρό πύρ
excitation	surprise	0.641	διέγερση
screech	surprise	0.641	στριγκλιά
enthusiasm	surprise	0.641	ενθουσιασμός
uncertain	surprise	0.633	αβέβαιος
plunder	surprise	0.633	λεηλασία
gape	surprise	0.633	χασμουριέμαι
treachery	surprise	0.633	προδοσία
agape	surprise	0.633	με ανοικτό στόμα
anomaly	surprise	0.633	ανωμαλία
presto	surprise	0.633	γρήγορα
apparition	surprise	0.633	εμφάνιση
wonderment	surprise	0.625	έκπληξη
slaughtering	surprise	0.625	σφαγή
trick	surprise	0.625	τέχνασμα
mystery	surprise	0.625	μυστήριο
murderous	surprise	0.625	φονικό
distress	surprise	0.625	δυσφορία
sorcery	surprise	0.625	μαγεία
excited	surprise	0.625	ενθουσιασμένος
tempest	surprise	0.625	θύελλα
urgency	surprise	0.625	επείγον
inimaginable	surprise	0.617	αδιανόητο
intrusive	surprise	0.617	παρεμβαίνων με αυθάδεια
quickness	surprise	0.617	ταχύτητα
intense	surprise	0.617	έντονος
trickery	surprise	0.617	απάτη
vanish	surprise	0.617	εξαφανίζομαι
prank	surprise	0.617	φάρσα
murder	surprise	0.617	δολοφονία
thief	surprise	0.609	κλέφτης
blindfold	surprise	0.609	με δεμένα μάτια
unstable	surprise	0.609	ασταθής
strangle	surprise	0.609	στραγγαλίζω
coup	surprise	0.609	πραξικόπημα
magical	surprise	0.609	μαγικός
shatter	surprise	0.609	θρυμματίζω
splash	surprise	0.609	βουτιά
stupor	surprise	0.602	νάρκη
inconceivable	surprise	0.602	αδιανόητος
betray	surprise	0.602	προδίδω
defy	surprise	0.602	προκαλώ
jubilee	surprise	0.602	εορτή
assail	surprise	0.602	προσβάλλω
deluge	surprise	0.602	κατακλυσμός
tackle	surprise	0.602	ανυψωτήρ
monstrosity	surprise	0.594	τερατούργημα
lightning	surprise	0.594	αστραπή
stupendous	surprise	0.594	καταπληκτικός
shrill	surprise	0.594	διαπεραστικός
mishap	surprise	0.594	ατύχημα
alerts	surprise	0.594	ειδοποιήσεις
mysterious	surprise	0.586	μυστηριώδης
randomly	surprise	0.586	τυχαία
wild	surprise	0.586	άγριος
deceit	surprise	0.586	απάτη
bonus	surprise	0.586	δώρο
pitfall	surprise	0.586	παγίδα
uncanny	surprise	0.586	μυστηριώδης
wondrous	surprise	0.586	θαυμαστός
premature	surprise	0.578	πρόωρος
stagger	surprise	0.578	εναλλαγή
rejoicing	surprise	0.578	χαρά
godsend	surprise	0.578	απροσδόκητο καλό
jubilant	surprise	0.578	περιχαρής
electric	surprise	0.578	ηλεκτρικός
raving	surprise	0.578	έξαλλος
bizarre	surprise	0.578	παράξενος
death	surprise	0.578	θάνατος
fluke	surprise	0.578	απροσδόκητη επιτυχία
oddity	surprise	0.578	μοναδικότητα
dynamic	surprise	0.570	δυναμικός
dismay	surprise	0.570	φόβος
revenge	surprise	0.570	εκδίκηση
nefarious	surprise	0.562	άνομος
fascinate	surprise	0.562	θέλγω
jerk	surprise	0.562	κόπανος
ecstatic	surprise	0.562	εκστατικός
reward	surprise	0.562	ανταμοιβή
uncover	surprise	0.562	αποκαλύπτω
reappear	surprise	0.562	επαναφαίνομαι
zany	surprise	0.555	γελωτοποιός
whim	surprise	0.555	ιδιοτροπία
thaumaturgy	surprise	0.555	θαυματουργία
conjure	surprise	0.555	εξορκίζω
crescendo	surprise	0.555	αυξάνων τόνος
rescue	surprise	0.547	διάσωση
daze	surprise	0.547	σάστισμα
heroism	surprise	0.547	ηρωϊσμός
illuminate	surprise	0.547	διαφωτίζω
winner	surprise	0.547	νικητής
ejaculation	surprise	0.547	εκσπερμάτωση
thwart	surprise	0.547	εγκάρσιος
rarity	surprise	0.547	σπανιότητα
unbridled	surprise	0.547	αχαλίνωτος
tantalizing	surprise	0.547	δελεαστικός
punch	surprise	0.539	γροθιά
cheer	surprise	0.539	κέφι
treason	surprise	0.539	προδοσία
violation	surprise	0.539	παράβαση
celebration	surprise	0.539	εορτασμός
illusion	surprise	0.539	ψευδαίσθηση
marvel	surprise	0.539	θαύμα
lucky	surprise	0.539	τυχερός
lunge	surprise	0.539	ξιφίζω
interrupt	surprise	0.539	διακοπή
insult	surprise	0.539	προσβολή
concealed	surprise	0.531	κρυμμένο
snag	surprise	0.531	απροσδόκητο εμπόδιο
sensation	surprise	0.531	αίσθηση
banger	surprise	0.531	μπαντέρ
fearfully	surprise	0.531	φοβισμένα
affront	surprise	0.531	προσβολή
jest	surprise	0.531	αστείο
undiscovered	surprise	0.523	ανεύρετος
liberate	surprise	0.523	απελευθερώνω
veer	surprise	0.523	γυρίζω
abandonment	surprise	0.523	εγκατάλειψη
immediacy	surprise	0.523	αμεσότητα
improvise	surprise	0.523	αυτοσχεδιάζω
victimized	surprise	0.523	θυματοποιημένος
scorpion	surprise	0.523	σκορπιός
majestic	surprise	0.523	μεγαλοπρεπής
wonder	surprise	0.523	θαύμα
rejoice	surprise	0.523	χαίρομαι
tickle	surprise	0.516	γαργαλάω
chance	surprise	0.516	ευκαιρία
yelp	surprise	0.516	ούρλιασμα
howl	surprise	0.516	ουρλιάζω
stealthily	surprise	0.516	λάθρα
unintentionally	surprise	0.508	ΧΩΡΙΣ να το θελω
magnificent	surprise	0.508	μεγαλοπρεπής
reflex	surprise	0.508	αντανάκλαση
garish	surprise	0.508	φανταχτερός
transcendence	surprise	0.508	υπέρβαση
rave	surprise	0.508	ουρλιάζω
luck	surprise	0.508	τυχη
swerve	surprise	0.508	στραβοτιμονιά
pop	surprise	0.508	κρότος
enliven	surprise	0.500	ζωντανεύω
slayer	surprise	0.500	φονιάς
remarkable	surprise	0.500	αξιοσημείωτος
infrequent	surprise	0.500	σπάνιος
pang	surprise	0.500	οξύς
erotic	surprise	0.500	ερωτικός
misbehavior	surprise	0.500	κακή διαγωγή
diversion	surprise	0.500	εκτροπή
heroic	surprise	0.500	ηρωϊκός
alertness	surprise	0.500	ετοιμότητα
marvelous	surprise	0.500	θαυμάσιος
fainting	surprise	0.500	λιποθυμία
embarrassment	surprise	0.500	αμηχανία
nab	surprise	0.492	συλλαμβάνω
birthday	surprise	0.492	γενέθλια
camouflage	surprise	0.492	καμουφλάζ
unutterable	surprise	0.492	ανέκφραστος
chimera	surprise	0.492	χίμαιρα
trump	surprise	0.492	ατού
decoy	surprise	0.492	δόλωμα
infarct	surprise	0.492	στρατιώτης
greatness	surprise	0.492	μεγαλείο
exigent	surprise	0.492	απαιτητικός
prick	surprise	0.484	πούτσος
variable	surprise	0.484	μεταβλητός
curiosity	surprise	0.484	περιέργεια
daemon	surprise	0.484	δαίμονας
inexpressible	surprise	0.484	ανέκφραστος
magician	surprise	0.484	μάγος
underestimate	surprise	0.484	υποτιμώ
fanfare	surprise	0.484	σαλπίσματα
horde	surprise	0.484	ορδή
zeal	surprise	0.484	ζήλος
incident	surprise	0.477	περιστατικό
illumination	surprise	0.477	φωτισμός
chicane	surprise	0.477	σικάν
sneeze	surprise	0.477	φτάρνισμα
subversive	surprise	0.477	ανατρεπτικός
gawk	surprise	0.477	μπούφος
fortune	surprise	0.477	τύχη
strange	surprise	0.477	παράξενος
dreadfully	surprise	0.477	τρομερά
unguarded	surprise	0.477	αφύλακτος
prowl	surprise	0.469	αναζήτηση λείας
reversal	surprise	0.469	αντιστροφή
wizard	surprise	0.469	μάγος
rapid	surprise	0.469	ταχύς
leery	surprise	0.469	φιλύποπτος
break	surprise	0.461	Διακοπή
slip	surprise	0.461	γλιστράω
divergent	surprise	0.461	αποκλίνων
hilarious	surprise	0.461	εύθυμος
coincidence	surprise	0.461	σύμπτωση
subito	surprise	0.461	subito
overestimate	surprise	0.453	υπερτιμώ
ordeal	surprise	0.453	δοκιμασία
evanescence	surprise	0.453	εξαφάνιση
merriment	surprise	0.453	ευθυμία
raffle	surprise	0.453	λοταρία
winning	surprise	0.453	επιτυχής
wonderful	surprise	0.453	εκπληκτικός
hoax	surprise	0.453	απάτη
confession	surprise	0.453	ομολογία
splendid	surprise	0.445	λαμπρός
stound	surprise	0.445	σταθεί
perchance	surprise	0.445	κατά τύχη
excel	surprise	0.445	προέχω
enthusiast	surprise	0.445	θιασώτης
gambling	surprise	0.445	ΤΥΧΕΡΑ ΠΑΙΧΝΙΔΙΑ
feat	surprise	0.445	κατόρθωμα
laughter	surprise	0.445	γέλιο
brighten	surprise	0.438	λαμπρύνω
unique	surprise	0.438	μοναδικός
senseless	surprise	0.438	αναίσθητος
changeable	surprise	0.438	μεταβλητός
splendor	surprise	0.438	μεγαλείο
rapt	surprise	0.438	βυθισμένος
unintentional	surprise	0.438	ακούσιος
fascination	surprise	0.430	γοητεία
trepidation	surprise	0.430	τρόμος
lawsuit	surprise	0.430	αγωγή
gift	surprise	0.430	δώρο
stealthy	surprise	0.430	κρύφιος
fiesta	surprise	0.430	γιορτή
intrigue	surprise	0.430	ραδιουργία
delighted	surprise	0.430	ευχαριστημένος
judgment	surprise	0.422	κρίση
stealth	surprise	0.422	λαθραία
enchant	surprise	0.422	θέλγω
originality	surprise	0.422	πρωτοτυπία
riddle	surprise	0.422	αίνιγμα
quicksilver	surprise	0.422	υδράργυρος
illegitimate	surprise	0.414	νόθος
experiment	surprise	0.414	πείραμα
elusive	surprise	0.414	άπιαστος
syncope	surprise	0.414	συγκοπή
liberation	surprise	0.414	απελευθέρωση
spirits	surprise	0.414	οινοπνευματώδη
perjury	surprise	0.414	ψευδορκία
veracity	surprise	0.414	φιλαλήθεια
parade	surprise	0.406	παρέλαση
applause	surprise	0.406	χειροκροτήματα
inspired	surprise	0.406	εμπνευσμένος
allure	surprise	0.406	δελεάζω
eager	surprise	0.406	πρόθυμος
gambler	surprise	0.406	χαρτοπαίχτης
fete	surprise	0.406	πανηγύρι
divorce	surprise	0.398	διαζύγιο
guess	surprise	0.398	εικασία
princely	surprise	0.398	ηγεμονικός
burlesque	surprise	0.398	γελοιοποιώ
secrecy	surprise	0.398	μυστικότητα
incontinence	surprise	0.391	ακράτεια
peri	surprise	0.391	δαιμόνιο των πέρσω
cheerful	surprise	0.391	χαρούμενος
hermaphrodite	surprise	0.391	ερμαφόδιτος
supremacy	surprise	0.391	υπεροχή
aspiration	surprise	0.391	φιλοδοξία
buck	surprise	0.383	αίξ
lose	surprise	0.383	χάνω
cadaver	surprise	0.383	πτώμα
crowning	surprise	0.383	στέψη
praiseworthy	surprise	0.383	αξιέπαινος
inheritance	surprise	0.383	κληρονομία
score	surprise	0.383	σκορ
gulp	surprise	0.375	χαψιά
camouflaged	surprise	0.375	καμουφλαρισμένος
advance	surprise	0.375	προκαταβολή
succeed	surprise	0.375	πετυχαίνω
frisky	surprise	0.375	ζωηρός
mystic	surprise	0.375	μυστικιστής
compliment	surprise	0.375	φιλοφρόνηση
hope	surprise	0.367	Ελπίζω
joker	surprise	0.367	τζόκερ
sparkle	surprise	0.367	λάμπω
excavation	surprise	0.367	ανασκαφή
sensual	surprise	0.367	αισθησιακός
entertainment	surprise	0.359	ψυχαγωγία
feeling	surprise	0.359	συναισθημα
modify	surprise	0.352	τροποποιώ
blessings	surprise	0.352	ευλογίες
