English Word	Emotion	Emotion-Intensity-Score	Odia Word
invite	surprise	0.266	ନିମନ୍ତ୍ରଣ
compensate	surprise	0.266	କ୍ଷତିପୂରଣ
receiving	surprise	0.258	ଗ୍ରହଣ
complement	surprise	0.258	ସଂପନ୍ନ
chuckle	surprise	0.258	ଠାକୁର
laugh	surprise	0.258	ହସିବା
hypothesis	surprise	0.258	ଅନୁମାନ
honeymoon	surprise	0.250	ହନିମୁନ୍
opera	surprise	0.242	ଅପେରା
pleasant	surprise	0.242	ସୁଖଦ
marry	surprise	0.242	ବିବାହ କର
independence	surprise	0.242	ସ୍ୱାଧୀନତା
chant	surprise	0.234	ଜପ କର |
holiness	surprise	0.234	ପବିତ୍ରତା
assessment	surprise	0.234	ମୂଲ୍ୟାଙ୍କନ
rhythmical	surprise	0.234	ଲୀଳାମୟ
hopeful	surprise	0.234	ଆଶାକର୍ମୀ
leave	surprise	0.234	ଛାଡ
trophy	surprise	0.234	ଟ୍ରଫି
deal	surprise	0.227	କାରବାର
procession	surprise	0.227	ଶୋଭାଯାତ୍ରା
placard	surprise	0.227	ପ୍ଲାକାର୍ଡ |
shopping	surprise	0.219	ସପିଂ
musical	surprise	0.219	ବାଦ୍ୟଯନ୍ତ୍ର
cherish	surprise	0.219	ସମ୍ମାନ
good	surprise	0.219	ଭଲ
dawn	surprise	0.211	ଭୋର
simplify	surprise	0.211	ସରଳୀକରଣ କରନ୍ତୁ |
shell	surprise	0.211	ଶେଲ୍ |
morals	surprise	0.203	ନ als ତିକତା
money	surprise	0.203	ଟଙ୍କା
nullify	surprise	0.203	nullify
purity	surprise	0.203	ଶୁଦ୍ଧତା
sweet	surprise	0.203	ମିଠା
synchronize	surprise	0.195	ସିଙ୍କ୍ରୋନାଇଜ୍ କରନ୍ତୁ |
precious	surprise	0.195	ମୂଲ୍ୟବାନ
humanitarian	surprise	0.195	ମାନବିକତା
preservative	surprise	0.195	ସଂରକ୍ଷଣକାରୀ |
unfulfilled	surprise	0.195	ଅସଂପୂର୍ଣ୍ଣ
obliging	surprise	0.188	ବାଧ୍ୟତାମୂଳକ
singularly	surprise	0.188	ଏକକ ଭାବରେ
graduation	surprise	0.180	ସ୍ନାତକ
foresee	surprise	0.180	ପୂର୍ବାବଲୋକନ
pray	surprise	0.180	ପ୍ରାର୍ଥନା କର
lovely	surprise	0.180	ସୁନ୍ଦର
thirst	surprise	0.172	ତୃଷା
mouth	surprise	0.172	ପାଟି
youth	surprise	0.172	ଯୁବକ
sun	surprise	0.172	ସୂର୍ଯ୍ୟ
art	surprise	0.172	କଳା
goodness	surprise	0.164	ଉତ୍ତମତା
latent	surprise	0.156	ଲୁକ୍କାୟିତ |
visor	surprise	0.156	ଭିଜର୍ |
overdue	surprise	0.156	ସମୟସୀମା
practiced	surprise	0.156	ଅଭ୍ୟାସ
loyal	surprise	0.148	ବିଶ୍ୱସ୍ତ
expect	surprise	0.148	ଆଶା କରିବା
wireless	surprise	0.148	ବେତାର
destination	surprise	0.148	ଗନ୍ତବ୍ୟସ୍ଥଳ
infant	surprise	0.141	ଶିଶୁ
cream	surprise	0.141	କ୍ରିମ୍
slush	surprise	0.141	ସ୍ଲାସ୍ |
quote	surprise	0.141	ଉଦ୍ଧୃତ
playground	surprise	0.133	ଖେଳ ପଡିଆ
vote	surprise	0.125	ଭୋଟ୍
teach	surprise	0.125	ଶିକ୍ଷା ଦିଅ
organization	surprise	0.125	ସଂଗଠନ
dolphin	surprise	0.117	ଡଲଫିନ୍
weight	surprise	0.117	ଓଜନ
smile	surprise	0.117	ହସ
sisterhood	surprise	0.109	ଭଉଣୀତା
cable	surprise	0.109	କେବୁଲ୍ |
sunny	surprise	0.102	ଖରାଦିନେ |
steady	surprise	0.094	ସ୍ଥିର
peaceful	surprise	0.086	ଶାନ୍ତିପୁର୍ଣ
spa	surprise	0.086	ସ୍ପା
leisure	surprise	0.086	ଅବକାଶ
picnic	surprise	0.078	ପିକନିକ୍
tree	surprise	0.078	ଗଛ
worm	surprise	0.055	ପୋକ
truthfulness	trust	0.906	ସତ୍ୟତା
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	ବିଶ୍ୱାସଯୋଗ୍ୟ
honor	trust	0.844	ସମ୍ମାନ
honesty	trust	0.844	ସଚ୍ଚୋଟତା
honest	trust	0.844	ସଚ୍ଚୋଟ
truth	trust	0.844	ସତ୍ୟ
truthful	trust	0.836	ସତ୍ୟବାଦୀ
trusting	trust	0.836	ବିଶ୍ ing ାସ
brotherhood	trust	0.820	ଭାଇଚାରା |
entrust	trust	0.812	ଦାୟିତ୍ୱ
committed	trust	0.805	ପ୍ରତିବଦ୍ଧ
loyalty	trust	0.805	ନିଷ୍ଠା
integrity	trust	0.805	ଅଖଣ୍ଡତା
honorable	trust	0.805	ସମ୍ମାନଜନକ
trust	trust	0.805	ବିଶ୍ୱାସ
credibility	trust	0.805	ବିଶ୍ୱସନୀୟତା
faithful	trust	0.797	ବିଶ୍ୱସ୍ତ
sincere	trust	0.797	ଆନ୍ତରିକ
partnership	trust	0.789	ସହଭାଗୀତା
responsible	trust	0.789	ଦାୟୀ
true	trust	0.789	ସତ
wisdom	trust	0.789	ଜ୍ଞାନ
verification	trust	0.781	ଯା ification ୍ଚ
cooperative	trust	0.781	ସହଯୋଗୀ
vow	trust	0.781	ଶପଥ
oath	trust	0.781	ଶପଥ
respectable	trust	0.773	ସମ୍ମାନନୀୟ
sisterhood	trust	0.773	ଭଉଣୀତା
hero	trust	0.773	ହିରୋ
credible	trust	0.773	ବିଶ୍ୱସନୀୟ
promise	trust	0.773	ପ୍ରତିଜ୍ଞା
verified	trust	0.773	ଯାଞ୍ଚ ହୋଇଛି |
qualified	trust	0.766	ଯୋଗ୍ୟ
authentication	trust	0.766	ପ୍ରାମାଣିକିକରଣ
respected	trust	0.766	ସମ୍ମାନିତ
compassion	trust	0.759	ଦୟା
approval	trust	0.758	ଅନୁମୋଦନ
moral	trust	0.758	ନ moral ତିକ
reliability	trust	0.758	ନିର୍ଭରଯୋଗ୍ୟତା
trusts	trust	0.758	ବିଶ୍ୱସ୍ତ
safekeeping	trust	0.758	ସଂରକ୍ଷଣ
reputable	trust	0.758	ପ୍ରତିଷ୍ଠିତ
love	trust	0.758	ପ୍ରେମ
friend	trust	0.750	ସାଙ୍ଗ
stable	trust	0.750	ସ୍ଥିର
authentic	trust	0.750	ପ୍ରାମାଣିକ |
competence	trust	0.750	ଦକ୍ଷତା
safeguard	trust	0.750	ସୁରକ୍ଷା
companion	trust	0.750	ସାଥୀ
advised	trust	0.750	ପରାମର୍ଶ ଦେଇଛନ୍ତି |
respect	trust	0.750	ସମ୍ମାନ
loyal	trust	0.750	ବିଶ୍ୱସ୍ତ
genuine	trust	0.750	ଅସଲି
friendships	trust	0.750	ବିଶ୍ୱାସ
ally	trust	0.750	ସହଯୋଗୀ
proven	trust	0.742	ପ୍ରମାଣିତ |
freedom	trust	0.742	ସ୍ୱାଧୀନତା
respects	trust	0.742	ସମ୍ମାନ
accepting	trust	0.742	ବନ୍ଧୁତା
faith	trust	0.742	ବିଶ୍ୱାସ
wholesome	trust	0.742	ଉତ୍ତମ
heartfelt	trust	0.734	ହୃଦୟରୁ
unification	trust	0.734	ଏକୀକରଣ
confirmation	trust	0.734	ନିଶ୍ଚିତକରଣ
protecting	trust	0.734	ସୁରକ୍ଷା
reassurance	trust	0.734	ଆଶ୍ୱାସନା
trustee	trust	0.734	ଟ୍ରଷ୍ଟି
supporter	trust	0.734	ସମର୍ଥକ
respectful	trust	0.734	ସମ୍ମାନଜନକ
admirable	trust	0.734	ପ୍ରଶଂସନୀୟ
fact	trust	0.727	ସତ୍ୟ
friendship	trust	0.727	ବନ୍ଧୁତା
partners	trust	0.727	ଗ୍ରହଣ କରୁଛି
confidentially	trust	0.727	ଗୋପନୀୟ ଭାବରେ
confident	trust	0.727	ଆତ୍ମବିଶ୍ୱାସୀ |
equality	trust	0.727	ସମାନତା
alliance	trust	0.727	ମିଳିତତା
credential	trust	0.727	ପରିଚୟପତ୍ର
believing	trust	0.727	ବିଶ୍ ving ାସ
excellence	trust	0.727	ଉତ୍କର୍ଷ
agreement	trust	0.727	ଚୁକ୍ତିନାମା
closeness	trust	0.719	ଘନିଷ୍ଠତା
authenticate	trust	0.719	ପ୍ରାମାଣିକରଣ
virtuous	trust	0.719	ଗୁଣବତ୍ତା
intelligence	trust	0.719	ବୁଦ୍ଧି
kindred	trust	0.719	ସମ୍ପର୍କୀୟ
virtue	trust	0.719	ଗୁଣ
honored	trust	0.719	ସମ୍ମାନିତ
justice	trust	0.711	ନ୍ୟାୟ
charitable	trust	0.711	ପରୋପକାରୀ
determination	trust	0.711	ନିଷ୍ଠା
creditable	trust	0.711	ବିଶ୍ୱସନୀୟ
consistency	trust	0.711	ସ୍ଥିରତା |
allegiance	trust	0.711	ଆସ୍ଥା
cooperation	trust	0.711	ସହଯୋଗ
guarantee	trust	0.711	ଗ୍ୟାରେଣ୍ଟି
dedication	trust	0.711	ସମର୍ପଣ
straightforward	trust	0.711	ସରଳ
cooperating	trust	0.711	ସହଯୋଗ
reliable	trust	0.703	ନିର୍ଭରଯୋଗ୍ୟ
nurture	trust	0.703	ପୋଷଣ
mother	trust	0.703	ମା
fulfilled	trust	0.703	ପୂର୍ଣ୍ଣ ହେଲା
admiration	trust	0.703	ପ୍ରଶଂସା
mentor	trust	0.703	ପରାମର୍ଶଦାତା |
guardianship	trust	0.703	ଅଭିଭାବକ
assurance	trust	0.703	ନିଶ୍ଚିତତା
morality	trust	0.703	ନ ality ତିକତା
motherhood	trust	0.703	ମାତୃତ୍ୱ
innocent	trust	0.703	ନିରୀହ
reverence	trust	0.703	ସମ୍ମାନ
sanctuary	trust	0.703	ଅଭୟାରଣ୍ୟ
friendliness	trust	0.703	ବନ୍ଧୁତା
prepared	trust	0.703	ପ୍ରସ୍ତୁତ
admire	trust	0.703	ପ୍ରଶଂସା କର |
protected	trust	0.703	ସୁରକ୍ଷିତ |
proof	trust	0.703	ପ୍ରମାଣ
bodyguard	trust	0.695	ଅଙ୍ଗରକ୍ଷୀ
skillful	trust	0.695	ଦକ୍ଷ
marriage	trust	0.695	ବିବାହ
allied	trust	0.695	ସହଯୋଗୀ
morals	trust	0.695	ନ als ତିକତା
humanitarian	trust	0.695	ମାନବିକତା
pact	trust	0.695	ଚୁକ୍ତି
courage	trust	0.695	ସାହସ
accountable	trust	0.695	ଉତ୍ତରଦାୟୀ |
agreeable	trust	0.695	ସମ୍ମତ
united	trust	0.695	ମିଳିତ
indestructible	trust	0.695	ଅବିସ୍ମରଣୀୟ |
approving	trust	0.695	ଅନୁମୋଦନ
guardian	trust	0.695	ଅଭିଭାବକ
compassionate	trust	0.695	ଦୟାଳୁ
scientist	trust	0.695	ବୈଜ୍ଞାନିକ
certified	trust	0.695	ପ୍ରମାଣିତ
pledge	trust	0.688	ପ୍ରତିଶ୍ରୁତି
adviser	trust	0.688	ପରାମର୍ଶଦାତା |
authenticity	trust	0.688	ସତ୍ୟତା
understanding	trust	0.688	ବୁ understanding ିବା
secure	trust	0.688	ସୁରକ୍ଷିତ
guidance	trust	0.688	ମାର୍ଗଦର୍ଶନ
monogamy	trust	0.688	ଏକମାତ୍ର ବିବାହ
valor	trust	0.688	ବୀରତ୍ୱ
solidity	trust	0.688	ଦୃ solid ତା
perfection	trust	0.688	ସିଦ୍ଧତା
believed	trust	0.688	ବିଶ୍ୱାସ କଲେ
humanity	trust	0.688	ମାନବିକତା |
justifiable	trust	0.688	ଯଥାର୍ଥ ଅଟେ |
competent	trust	0.688	ଦକ୍ଷ
esteem	trust	0.688	ସମ୍ମାନ
protector	trust	0.680	ରକ୍ଷକ
inspire	trust	0.680	ପ୍ରେରଣା ଦିଅ |
hope	trust	0.680	ଆଶା
strongest	trust	0.680	ସହଭାଗୀଗଣ |
expertise	trust	0.680	ପାରଦର୍ଶୀତା |
humble	trust	0.680	ନମ୍ର
indivisible	trust	0.680	ଅବିଚ୍ଛେଦ୍ୟ |
official	trust	0.680	ସରକାରୀ
affirm	trust	0.680	ନିଶ୍ଚିତ କର
familiarity	trust	0.680	ପରିଚୟ
confirmed	trust	0.680	ନିଶ୍ଚିତ ହୋଇଛି
diligence	trust	0.680	ପରିଶ୍ରମ
grandfather	trust	0.680	ଦାଦା
advocacy	trust	0.680	ଓକିଲାତି
goodness	trust	0.680	ଉତ୍ତମତା
commendable	trust	0.680	ପ୍ରଶଂସନୀୟ
acceptance	trust	0.680	ଗ୍ରହଣ
diplomatic	trust	0.680	କୂଟନ diplomatic ତିକ
leader	trust	0.680	ନେତା
confide	trust	0.680	ଭରସା କର |
agreeing	trust	0.680	ରାଜି
approve	trust	0.680	ଅନୁମୋଦନ
professional	trust	0.680	ବୃତ୍ତିଗତ
elders	trust	0.680	ପ୍ରାଚୀନମାନେ
confidential	trust	0.680	ଗୋପନୀୟ
faultless	trust	0.672	ନିଖୁଣ |
believes	trust	0.672	ଗ୍ରହଣ କରାଯାଇଛି
sanctify	trust	0.672	ପବିତ୍ର କର
intelligent	trust	0.672	ବୁଦ୍ଧିମାନ
safe	trust	0.672	ସୁରକ୍ଷିତ
accepted	trust	0.672	ଶକ୍ତିଶାଳୀ
dignity	trust	0.672	ସମ୍ମାନ
unwavering	trust	0.672	ଅବିସ୍ମରଣୀୟ |
encyclopedia	trust	0.672	ଏନସାଇକ୍ଲୋପିଡ଼ିଆ
mastery	trust	0.672	ଦକ୍ଷତା
cohesive	trust	0.672	ଏକତ୍ର
harmoniously	trust	0.672	ସୁସଂଗତ ଭାବରେ |
benevolence	trust	0.672	ଦୟା
healing	trust	0.672	ଆରୋଗ୍ୟ
accredited	trust	0.672	ମାନ୍ୟତା
covenant	trust	0.672	ଚୁକ୍ତି
accountability	trust	0.664	ଉତ୍ତରଦାୟିତ୍ୱ
team	trust	0.664	ଦଳ
authority	trust	0.664	ପ୍ରାଧିକରଣ
heroic	trust	0.664	ବୀର
reliance	trust	0.664	ନିର୍ଭରଶୀଳତା |
expert	trust	0.664	ବିଶେଷଜ୍ଞ
communicate	trust	0.664	ଯୋଗାଯୋଗ କରନ୍ତୁ |
spiritual	trust	0.664	ଆଧ୍ୟାତ୍ମିକ
impeccable	trust	0.664	ଅପରାଜିତା |
specialist	trust	0.664	ବିଶେଷଜ୍ଞ |
affirmatively	trust	0.664	ନିଶ୍ଚିତ ଭାବରେ
proficient	trust	0.664	ନିପୁଣ
fulfillment	trust	0.664	ପୂର୍ଣ୍ଣତା
advocate	trust	0.664	ଓକିଲ
disciple	trust	0.664	ଶିଷ୍ୟ
attestation	trust	0.664	ପ୍ରମାଣପତ୍ର
merit	trust	0.664	ଯୋଗ୍ୟତା
supporting	trust	0.664	ସମର୍ଥନ
ambassador	trust	0.664	ରାଷ୍ଟ୍ରଦୂତ
guidebook	trust	0.664	ଗାଇଡ୍ ବୁକ୍ |
accept	trust	0.664	ଗ୍ରହଣ କର
strengthening	trust	0.661	ଶକ୍ତିଶାଳୀ
holiness	trust	0.656	ପବିତ୍ରତା
facts	trust	0.656	ତଥ୍ୟଗୁଡିକ
warranty	trust	0.656	ୱାରେଣ୍ଟି
strength	trust	0.656	ଶକ୍ତି
relationship	trust	0.656	ସମ୍ପର୍କ
defended	trust	0.656	ରକ୍ଷା କରିଥିଲେ
constancy	trust	0.656	ସ୍ଥିରତା |
favorable	trust	0.656	ଅନୁକୂଳ
gentleman	trust	0.656	ଭଦ୍ରଲୋକ
counsel	trust	0.656	ପରାମର୍ଶ
scientific	trust	0.656	ବ scientific ଜ୍ଞାନିକ |
structure	trust	0.656	ଗଠନ
elder	trust	0.656	ପ୍ରାଚୀନ
excellent	trust	0.656	ଉତ୍କୃଷ୍ଟ
achieve	trust	0.656	ହାସଲ କର |
steadfast	trust	0.656	ସ୍ଥିର
familiar	trust	0.656	ପରିଚିତ
proficiency	trust	0.656	ଦକ୍ଷତା
supports	trust	0.656	ବିଶ୍ୱାସ କରେ
counselor	trust	0.648	ପରାମର୍ଶଦାତା |
lovable	trust	0.648	ସ୍ନେହୀ
advisable	trust	0.648	ପରାମର୍ଶଦାୟକ |
agreed	trust	0.648	ରାଜି ହେଲା
heroism	trust	0.648	ବୀରତ୍ୱ
rely	trust	0.648	ନିର୍ଭର କର |
uphold	trust	0.648	ସମର୍ଥନ କର
brother	trust	0.648	ଭାଇ
matrimony	trust	0.648	ବିବାହ
assuredly	trust	0.648	ନିଶ୍ଚିତ ଭାବରେ
peaceful	trust	0.648	ଶାନ୍ତିପୁର୍ଣ
saint	trust	0.648	ସାଧୁ
unconditionally	trust	0.648	ଗ୍ରହଣ କରେ
solidarity	trust	0.648	ଏକତା
accepts	trust	0.648	ସମର୍ଥନ କରେ |
inspiration	trust	0.648	ପ୍ରେରଣା
noble	trust	0.648	ସମ୍ଭ୍ରାନ୍ତ
successful	trust	0.648	ସଫଳ
harmony	trust	0.648	ସମନ୍ୱୟ
protective	trust	0.648	ପ୍ରତିରକ୍ଷା
competency	trust	0.648	ଦକ୍ଷତା
comrade	trust	0.648	ସାଥୀ
academic	trust	0.648	ଏକାଡେମିକ୍ |
assist	trust	0.648	ସାହାଯ୍ୟ କରନ୍ତୁ |
worthy	trust	0.643	ଯୋଗ୍ୟ
benefactor	trust	0.641	ଉପକାରକାରୀ
credence	trust	0.641	ବିଶ୍ୱାସ
confidence	trust	0.641	ଆତ୍ମବିଶ୍ୱାସ
relationships	trust	0.641	ବିନା ସର୍ତ୍ତରେ |
ordained	trust	0.641	ନିଯୁକ୍ତ
legal	trust	0.641	ଆଇନଗତ |
champion	trust	0.641	ଚାମ୍ପିଅନ୍ |
lawful	trust	0.641	ଆଇନଗତ
durability	trust	0.641	ସ୍ଥାୟୀତ୍ୱ
judiciary	trust	0.641	ନ୍ୟାୟପାଳିକା
doctor	trust	0.641	ଡାକ୍ତର
loving	trust	0.641	ସ୍ନେହୀ
assure	trust	0.641	ନିଶ୍ଚିତ କର
establish	trust	0.641	ପ୍ରତିଷ୍ଠା କର |
mamma	trust	0.641	ମାମା
kind	trust	0.641	ପ୍ରକାର
unity	trust	0.641	ଏକତା
conscientious	trust	0.641	ବିବେକ
real	trust	0.641	ବାସ୍ତବ
coexist	trust	0.641	ସହଭାଗୀ
leading	trust	0.641	ଅଗ୍ରଣୀ
teacher	trust	0.641	ଶିକ୍ଷକ
intimate	trust	0.634	ଅନ୍ତରଙ୍ଗ
brotherly	trust	0.633	ଭାଇଚାରା |
physician	trust	0.633	ଚିକିତ୍ସକ
judicial	trust	0.633	ନ୍ୟାୟିକ
saintly	trust	0.633	ସାଧୁ
aspiration	trust	0.633	ଆକାଂକ୍ଷା
conscience	trust	0.633	ବିବେକ
therapeutic	trust	0.633	ଚିକିତ୍ସା
fidelity	trust	0.633	ବିଶ୍ୱସ୍ତତା
soundness	trust	0.633	ସୁସ୍ଥତା
important	trust	0.633	ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ |
homage	trust	0.633	ସମ୍ମାନ
legitimacy	trust	0.633	ବ im ଧତା |
fortitude	trust	0.633	ଦୃ itude ତା
deepest	trust	0.633	ସମ୍ପର୍କ
approved	trust	0.633	ଅନୁମୋଦିତ |
courageous	trust	0.633	ସାହସୀ
devotional	trust	0.633	ଭକ୍ତି
endorse	trust	0.633	ସମର୍ଥନ କରନ୍ତୁ
backbone	trust	0.633	ମେରୁଦଣ୍ଡ
authorize	trust	0.633	ପ୍ରାଧିକରଣ
practiced	trust	0.633	ଅଭ୍ୟାସ
sanctification	trust	0.633	ପବିତ୍ରତା
hopeful	trust	0.633	ଆଶାକର୍ମୀ
convincing	trust	0.633	ବିଶ୍ୱାସଯୋଗ୍ୟ
bless	trust	0.633	ଆଶୀର୍ବାଦ କରନ୍ତୁ
angel	trust	0.625	ଦୂତ
authorization	trust	0.625	ପ୍ରାଧିକରଣ
assured	trust	0.625	ନିଶ୍ଚିତ
purify	trust	0.625	ଶୁଦ୍ଧ କର
caretaker	trust	0.625	ତଦାରଖକାରୀ
regard	trust	0.625	ସମ୍ମାନ
profound	trust	0.625	ଗଭୀର
achievement	trust	0.625	ସଫଳତା
evident	trust	0.625	ସ୍ପଷ୍ଟ
positivity	trust	0.625	ସକରାତ୍ମକତା
communication	trust	0.625	ଯୋଗାଯୋଗ |
professorship	trust	0.625	ପ୍ରଫେସରସିପ୍
blessing	trust	0.625	ଆଶୀର୍ବାଦ
beliefs	trust	0.625	ଗଭୀରତମ
encourage	trust	0.625	ଉତ୍ସାହିତ କର |
fireman	trust	0.625	ଅଗ୍ନିଶମ କର୍ମଚାରୀ
majestic	trust	0.625	ମହାନ୍
civilized	trust	0.625	ସଭ୍ୟ
certify	trust	0.625	ପ୍ରମାଣପତ୍ର
wonderful	trust	0.625	ଅଦ୍ଭୁତ
engaged	trust	0.625	ବ୍ୟସ୍ତ
accurate	trust	0.625	ସଠିକ୍
approvement	trust	0.617	ଅନୁମୋଦନ
optimism	trust	0.617	ଆଶାବାଦୀ |
planning	trust	0.617	ଯୋଜନା
believer	trust	0.617	ବିଶ୍ ver ାସୀ
advice	trust	0.617	ପରାମର୍ଶ
commend	trust	0.617	ପ୍ରଶଂସା କର
gospel	trust	0.617	ସୁସମାଚାର
objective	trust	0.617	ଉଦ୍ଦେଶ୍ୟ
rational	trust	0.617	ଯୁକ୍ତିଯୁକ୍ତ |
cherish	trust	0.617	ସମ୍ମାନ
constantly	trust	0.617	ନିରନ୍ତର
haven	trust	0.617	ଆଶ୍ରୟସ୍ଥଳ
fundamental	trust	0.617	ମୌଳିକ
bedrock	trust	0.617	ଶଯ୍ୟା
accord	trust	0.617	ଚୁକ୍ତି
triumphant	trust	0.617	ଜୟ
surety	trust	0.617	ନିଶ୍ଚିତତା
testament	trust	0.617	ନିୟମ
absolution	trust	0.617	ସଂପୂର୍ଣ୍ଣ
truce	trust	0.617	ଚୁକ୍ତି
reassure	trust	0.617	ଆଶ୍ୱାସନା
appreciation	trust	0.617	ପ୍ରଶଂସା
qualities	trust	0.617	ଗୁଣ
passionate	trust	0.617	ଉତ୍ସାହୀ
good	trust	0.617	ଭଲ
unimpeachable	trust	0.617	ଅବିସ୍ମରଣୀୟ |
corroborate	trust	0.617	ସଂଶୋଧନ
thoughtful	trust	0.617	ଭାବପ୍ରବଣ
heroine	trust	0.617	ହିରୋଇନ୍
teach	trust	0.617	ଶିକ୍ଷା ଦିଅ
god	trust	0.617	ଭଗବାନ
attentive	trust	0.617	ଧ୍ୟାନ
scripture	trust	0.609	ଶାସ୍ତ୍ର
civilization	trust	0.609	ସଭ୍ୟତା
magnificence	trust	0.609	ମହିମା
recommend	trust	0.609	ସୁପାରିଶ କରନ୍ତୁ |
progression	trust	0.609	ପ୍ରଗତି
steward	trust	0.609	ଷ୍ଟିୱାର୍ଡ
purification	trust	0.609	ଶୁଦ୍ଧତା
patron	trust	0.609	ପୃଷ୍ଠପୋଷକ
praiseworthy	trust	0.609	ପ୍ରଶଂସନୀୟ
heal	trust	0.609	ସୁସ୍ଥ କର
considerate	trust	0.609	ଧ୍ୟାନ
blessings	trust	0.609	ଆଶୀର୍ବାଦ
mediator	trust	0.609	ମଧ୍ୟସ୍ଥି
babysitter	trust	0.609	ଶିଶୁ
notary	trust	0.609	ନୋଟାରୀ
awareness	trust	0.609	ସଚେତନତା
vetted	trust	0.609	ବିଶ୍ୱାସ
excel	trust	0.609	ଉତ୍କର୍ଷ
happy	trust	0.609	ଖୁସି
praise	trust	0.609	ପ୍ରଶଂସା
brilliant	trust	0.609	ଉଜ୍ଜ୍ୱଳ
liking	trust	0.609	ପସନ୍ଦ
definitive	trust	0.609	ନିର୍ଦ୍ଦିଷ୍ଟ
comfort	trust	0.609	ଆରାମ
officer	trust	0.609	ଅଧିକାରୀ
peace	trust	0.602	ଶାନ୍ତି
serenity	trust	0.602	ଶାନ୍ତି
unquestionable	trust	0.602	ପ୍ରଶ୍ନ
embrace	trust	0.602	ଆଲିଙ୍ଗନ କର
identify	trust	0.602	ଚିହ୍ନଟ କର
inspired	trust	0.602	ଅନୁପ୍ରାଣିତ
steady	trust	0.602	ସ୍ଥିର
nun	trust	0.602	ନନ୍
guarded	trust	0.602	ପ୍ରହରୀ
symmetry	trust	0.602	ସମୃଦ୍ଧତା |
mainstay	trust	0.602	ମୂଖ୍ୟସ୍ଥାନ |
fulfill	trust	0.602	ପୂରଣ କର |
humility	trust	0.602	ନମ୍ରତା
helpful	trust	0.602	ସାହାଯ୍ୟକାରୀ
transcendence	trust	0.602	ଟ୍ରାନ୍ସେଣ୍ଡେନ୍ସ
unconditional	trust	0.602	ସର୍ତ୍ତମୂଳକ |
brave	trust	0.602	ସାହାସୀ
brighten	trust	0.602	ଉଜ୍ଜ୍ୱଳ କର |
experienced	trust	0.602	ଅଭିଜ୍ଞ
enlightenment	trust	0.602	ଜ୍ଞାନ
sympathetic	trust	0.602	ସହାନୁଭୂତି
witness	trust	0.602	ସାକ୍ଷୀ
vigilant	trust	0.594	ସଜାଗ
ministry	trust	0.594	ମନ୍ତ୍ରଣାଳୟ
admiral	trust	0.594	ଆଡମିରାଲ୍ |
vigilance	trust	0.594	ସଜାଗତା
depend	trust	0.594	ନିର୍ଭର କରେ |
generosity	trust	0.594	ଉଦାରତା
befriend	trust	0.594	ବନ୍ଧୁ
complimentary	trust	0.594	ପ୍ରଶଂସା
assessment	trust	0.594	ମୂଲ୍ୟାଙ୍କନ
fairly	trust	0.594	ପ୍ରାୟତଃ
enlighten	trust	0.594	ଆଲୋକିତ କର |
strengthen	trust	0.594	ଶକ୍ତିଶାଳୀ କର |
nurse	trust	0.594	ସେବିକା
endowment	trust	0.594	ଅନୁଦାନ
visionary	trust	0.594	ଦୂରଦୃଷ୍ଟିସମ୍ପନ୍ନ
praised	trust	0.594	ପ୍ରଶଂସା
eminence	trust	0.594	ପ୍ରତିଷ୍ଠା
marry	trust	0.594	ବିବାହ କର
generous	trust	0.594	ଉଦାର
gratitude	trust	0.594	କୃତଜ୍ଞତା
sage	trust	0.594	age ଷି
tranquility	trust	0.594	ଶାନ୍ତି
openly	trust	0.594	ଖୋଲାଖୋଲି ଭାବରେ |
grant	trust	0.594	ଅନୁଦାନ
spouse	trust	0.594	ପତି
philanthropic	trust	0.594	ଚାଣକ୍ୟ
regent	trust	0.594	ରେଜିଣ୍ଟ୍ |
substantiate	trust	0.594	ପ୍ରମାଣ
commendation	trust	0.594	ପ୍ରଶଂସା
council	trust	0.594	ପରିଷଦ
efficient	trust	0.594	ଦକ୍ଷ
sweetheart	trust	0.589	ପ୍ରିୟା
bylaw	trust	0.586	ନିୟମ
magnificent	trust	0.586	ଚମତ୍କାର
designation	trust	0.586	ପଦବୀ
godly	trust	0.586	ଧାର୍ମିକ
seniority	trust	0.586	ବରିଷ୍ଠତା
conservation	trust	0.586	ସଂରକ୍ଷଣ
educational	trust	0.586	ଶିକ୍ଷଣୀୟ |
rooted	trust	0.586	ମୂଳ
inheritance	trust	0.586	ଉତ୍ତରାଧିକାରୀ
diplomacy	trust	0.586	କୂଟନୀତି
mate	trust	0.586	ସାଥୀ
convince	trust	0.586	ବିଶ୍ୱାସ କର
unfailing	trust	0.586	ଅସଫଳ
share	trust	0.586	ଅଂଶୀଦାର
monk	trust	0.586	ମାଙ୍କଡ
constitutional	trust	0.586	ସାମ୍ବିଧାନିକ
lovely	trust	0.586	ସୁନ୍ଦର
compliance	trust	0.586	ଅନୁପାଳନ
attest	trust	0.586	ପ୍ରମାଣ କର |
victory	trust	0.586	ବିଜୟ
serene	trust	0.586	ଶାନ୍ତ
checklist	trust	0.586	ଯାଞ୍ଚ ତାଲିକା |
husbandry	trust	0.586	କୃଷି
enjoying	trust	0.586	ଉପଭୋଗ କରିବା
