English Word	Emotion	Emotion-Intensity-Score	Xhosa Word
fury	sadness	0.406	ngumsindo
bitch	sadness	0.406	mazenja
darken	sadness	0.406	yenza mnyama
precarious	sadness	0.406	yingozi
hoax	sadness	0.406	ubuxoki obenziwe ngamasibomu
fault	sadness	0.406	impazamo
fatigued	sadness	0.406	ndidiniwe
stroke	sadness	0.406	istroke
unsatisfied	sadness	0.405	angonelisekanga
spank	sadness	0.403	i-span
sigh	sadness	0.402	ncwina
deluge	sadness	0.402	unogumbe
spinster	sadness	0.400	spinster
blue	sadness	0.400	luhlaza
owing	sadness	0.398	ityala
needalife	sadness	0.398	ubomi obuyimfuneko
pointless	sadness	0.394	ayinanjongo
embarrass	sadness	0.394	iintloni
pitfall	sadness	0.394	umgibe
seriousness	sadness	0.394	ukunyaniseka
refused	sadness	0.391	wala
cage	sadness	0.391	ikheji
noose	sadness	0.391	intambo
punch	sadness	0.391	inqindi
stretcher	sadness	0.391	istretcher
monsoon	sadness	0.391	imvula
condescension	sadness	0.391	ukuzithoba
reproach	sadness	0.391	ungcikivo
trickery	sadness	0.391	ubuqhophololo
rue	sadness	0.391	iruwe
inefficient	sadness	0.391	engasebenziyo
dwarfed	sadness	0.391	mncinci
ravenous	sadness	0.391	edlamkileyo
feeble	sadness	0.391	buthathaka
ineptitude	sadness	0.391	ukungabi nabuchule
ifonly	sadness	0.391	ukuba kuphela
brute	sadness	0.391	sisilumko
exhausted	sadness	0.391	udiniwe
daemon	sadness	0.391	idaemon
debt	sadness	0.391	ityala
banshee	sadness	0.391	banshee
coldness	sadness	0.391	ukubanda
insulting	sadness	0.391	ukuthuka
subvert	sadness	0.384	bhukuqa
jealousy	sadness	0.382	umona
struggle	sadness	0.379	umzabalazo
miss	sadness	0.379	khumbula
geriatric	sadness	0.379	geriatric
inexcusable	sadness	0.379	engenakuxolelwa
ashes	sadness	0.377	uthuthu
entangled	sadness	0.377	bambekile
descent	sadness	0.377	ukwehla
funk	sadness	0.375	funk
wasting	sadness	0.375	ukumosha
overcast	sadness	0.375	isisithe
exhaustion	sadness	0.375	ukudinwa
inferior	sadness	0.375	ngaphantsi
disqualify	sadness	0.375	ukungafaneleki
sympathy	sadness	0.375	uvelwano
prostitution	sadness	0.375	ubuhenyu
dispel	sadness	0.375	gxotha
slump	sadness	0.375	ukudilika
scar	sadness	0.375	isiva
goodbye	sadness	0.375	Sala kakuhle
landslide	sadness	0.375	ukudilika komhlaba
inconsiderate	sadness	0.375	ngokungakhathali
parting	sadness	0.375	ukwahlukana
blackness	sadness	0.375	ubumnyama
murky	sadness	0.375	buthuntu
noncompliance	sadness	0.375	ukungathotyelwa
sucks	sadness	0.375	iyafunxa
withdraw	sadness	0.375	ukurhoxisa
rabid	sadness	0.375	nomsindo
oust	sadness	0.375	khupha
unattractive	sadness	0.373	engathandekiyo
delay	sadness	0.373	ukulibazisa
apologize	sadness	0.370	cela uxolo
crazy	sadness	0.368	uphambene
bastard	sadness	0.366	Inja
deteriorated	sadness	0.365	iye yaba mandundu
inter	sadness	0.364	phakathi
empty	sadness	0.364	engenanto
mocking	sadness	0.363	ukuphoxisa
adder	sadness	0.361	inyoka
misunderstanding	sadness	0.359	ukungaqondi
fuss	sadness	0.359	ingxabano
plaintive	sadness	0.359	ekhalazayo
servile	sadness	0.359	luncedo
obesity	sadness	0.359	ukutyeba
disconnect	sadness	0.359	qhawula unxibelelwano
tremor	sadness	0.359	ukungcangcazela
flounder	sadness	0.359	iintlazi ezisibaca
defendant	sadness	0.359	ummangalelwa
unable	sadness	0.359	ayikwazi
fainting	sadness	0.359	isiqaqa
unemployed	sadness	0.359	abangasebenziyo
hunter	sadness	0.359	umzingeli
idiocy	sadness	0.359	isidenge
corse	sadness	0.359	i-corse
inefficiency	sadness	0.359	ukungasebenzi kakuhle
lockup	sadness	0.359	tshixela
consecration	sadness	0.359	ukungcwaliswa
unsuccessful	sadness	0.359	ayiphumelelanga
arraignment	sadness	0.359	ukubekwa ityala
fruitless	sadness	0.359	engenasiqhamo
numbness	sadness	0.359	ukuba ndindisholo
affront	sadness	0.359	ukucaphukisa
hindering	sadness	0.359	ukuthintela
austere	sadness	0.359	ngqongqo
unpopular	sadness	0.359	engathandwayo
perpetrator	sadness	0.359	umenzi wobubi
wrangling	sadness	0.359	ukuxabana
taunt	sadness	0.359	intlekisa
doubt	sadness	0.359	ukuthandabuza
unrest	sadness	0.351	isiphithiphithi
intervention	sadness	0.348	ungenelelo
wimpy	sadness	0.348	wimpy
spoiler	sadness	0.348	umonakalisi
waste	sadness	0.348	inkcitho
absentee	sadness	0.348	ungekhoyo
flaw	sadness	0.347	isiphene
litigate	sadness	0.344	mangalelana
blindly	sadness	0.344	ngobumfama
militia	sadness	0.344	amajoni
lawsuit	sadness	0.344	ityala
uninvited	sadness	0.344	engamenywanga
uninspired	sadness	0.344	engaphefumlelwanga
furrow	sadness	0.344	ifolo
cumbersome	sadness	0.344	inzima
specter	sadness	0.344	i-specter
desert	sadness	0.344	entlango
lagging	sadness	0.344	ukushiyeka
attenuation	sadness	0.344	ukuthomalalisa
forfeit	sadness	0.344	kulahlekelwa
plea	sadness	0.344	isibongozo
thrash	sadness	0.344	thrasha
resigned	sadness	0.344	uyekile
detention	sadness	0.344	ukubanjwa
surgery	sadness	0.344	utyando
intercede	sadness	0.344	thethelela
stained	sadness	0.344	ibala
unaccountable	sadness	0.339	ayinakuphendula
myopia	sadness	0.339	myopia
mishap	sadness	0.338	intlekele
probation	sadness	0.336	ukulingwa
severance	sadness	0.333	ukuqhawula umtshato
disagreeing	sadness	0.333	ukungavumelani
unacknowledged	sadness	0.328	engathathelwa ngqalelo
dependence	sadness	0.328	ukuxhomekeka
unacceptable	sadness	0.328	engamkelekanga
leave	sadness	0.328	hamba
bondage	sadness	0.328	ubukhoboka
bacteria	sadness	0.328	iintsholongwane
sterile	sadness	0.328	linyumba
adrift	sadness	0.328	adrift
endless	sadness	0.328	engenasiphelo
incompetent	sadness	0.328	ukungakwazi
soreness	sadness	0.328	intlungu
nether	sadness	0.328	nangaphantsi
nepotism	sadness	0.328	ukuthandana
squall	sadness	0.328	qhekeza
disallowed	sadness	0.328	Akuvunyelwanga
scold	sadness	0.327	ngxolisa
flaccid	sadness	0.324	engacacanga
hobo	sadness	0.323	hobo
fragile	sadness	0.319	eethe-ethe
stingy	sadness	0.319	bukhali
sue	sadness	0.318	mangala
scarcely	sadness	0.318	kancinci
mistake	sadness	0.312	impazamo
committal	sadness	0.312	ukuzibophelela
nonsensical	sadness	0.312	ayinangqiqo
inhibit	sadness	0.312	thintela
skid	sadness	0.312	tyibilika
wan	sadness	0.312	wan
defy	sadness	0.312	defy
fatty	sadness	0.312	amafutha
clouded	sadness	0.312	igutyungelwe lilifu
ulcer	sadness	0.312	isilonda
nostalgia	sadness	0.312	nostalgia
evanescence	sadness	0.312	ukungahambi kakuhle
hamstring	sadness	0.312	umsipha womsipha
thresh	sadness	0.312	bhula
conceal	sadness	0.311	fihla
blemish	sadness	0.310	isiphako
resisting	sadness	0.309	ukuxhathisa
sympathetic	sadness	0.307	novelwano
bugaboo	sadness	0.304	bugaboo
opium	sadness	0.303	i-opium
confess	sadness	0.303	zivume
alas	sadness	0.302	maye
mislead	sadness	0.297	Lahlekisa
suppress	sadness	0.297	cinezela
inappropriate	sadness	0.297	engafanelekanga
discontinuity	sadness	0.297	ukungaqhubeki
wrinkled	sadness	0.297	ishwabene
dull	sadness	0.297	buthuntu
weak	sadness	0.297	buthathaka
halting	sadness	0.297	ukumisa
incompatible	sadness	0.297	engahambelaniyo
migraine	sadness	0.297	intloko ebuhlungu
subsidence	sadness	0.297	ukuthoba
setback	sadness	0.297	ukubuyisela umva
toocold	sadness	0.297	kubanda kakhulu
incase	sadness	0.297	mhlawumbi
hermit	sadness	0.296	umhlali
moving	sadness	0.295	eshukumayo
shrink	sadness	0.295	shwabana
shiver	sadness	0.291	ukungcangcazela
constraint	sadness	0.288	isithintelo
unimportant	sadness	0.288	ingabalulekanga
tramp	sadness	0.288	unyathela
rubble	sadness	0.282	ingqushu
down	sadness	0.281	phantsi
taint	sadness	0.281	ukungcola
flop	sadness	0.281	iflophu
wearily	sadness	0.281	ngokudinwa
overdue	sadness	0.281	lidlulelwe lixesha
excluding	sadness	0.281	ngaphandle
confession	sadness	0.281	ukuvuma izono
grey	sadness	0.281	ngwevu
senseless	sadness	0.281	abangenangqondo
unseat	sadness	0.281	ukungahlali
remove	sadness	0.281	susa
revoke	sadness	0.281	rhoxisa
shortage	sadness	0.281	ukunqongophala
apathy	sadness	0.281	ukungakhathali
adverse	sadness	0.281	embi
negro	sadness	0.281	negro
timid	sadness	0.281	neentloni
flinch	sadness	0.281	qhwanyaza
scrapie	sadness	0.281	i-scrapie
grumpy	sadness	0.281	nomsindo
knell	sadness	0.275	guqa
throb	sadness	0.273	ukuqaqanjelwa
confusion	sadness	0.273	ukudideka
soldier	sadness	0.273	ijoni
jurisprudence	sadness	0.273	umthetho
humbled	sadness	0.273	ethobekile
gray	sadness	0.269	ngwevu
lax	sadness	0.266	ukuyekelela
mixedemotions	sadness	0.266	iimvakalelo ezixubeneyo
obstacle	sadness	0.266	umqobo
slur	sadness	0.266	intlebendwane
unrealistic	sadness	0.266	ngokungekho ngqiqweni
drifted	sadness	0.266	wakhukuliseka
leaving	sadness	0.266	ukuhamba
shack	sadness	0.266	ityotyombe
eternity	sadness	0.266	ngonaphakade
remiss	sadness	0.266	lahla
inconvenient	sadness	0.263	engalunganga
restrict	sadness	0.259	ukunqanda
misrepresentation	sadness	0.259	ubuxoki
stagnant	sadness	0.259	imile
disservice	sadness	0.258	ukungakhathali
wilderness	sadness	0.255	entlango
nosun	sadness	0.255	nosun
backwater	sadness	0.255	amanzi angasemva
tempest	sadness	0.250	isaqhwithi
pine	sadness	0.250	ipayina
humbug	sadness	0.250	humbug
bang	sadness	0.250	bhanga
speculation	sadness	0.250	intelekelelo
labored	sadness	0.250	usebenzile
incomplete	sadness	0.250	engaphelelanga
gullible	sadness	0.250	bhetyebhetye
undying	sadness	0.250	engafiyo
anchorage	sadness	0.250	iiankile
unexplained	sadness	0.250	engachazwanga
error	sadness	0.250	impazamo
wasteful	sadness	0.250	yinkcitho
communism	sadness	0.250	ubukomanisi
uneducated	sadness	0.250	abangafundanga
melodrama	sadness	0.242	melodrama
demonstrative	sadness	0.242	bonisa
rainyday	sadness	0.242	Usuku olunethayo
necessity	sadness	0.236	imfuneko
boredom	sadness	0.235	ukukruquka
foggy	sadness	0.234	inkungu
sentence	sadness	0.234	isivakalisi
misty	sadness	0.234	inkungu
cancel	sadness	0.234	rhoxisa
void	sadness	0.234	akukho nto
cloudy	sadness	0.234	sinamafu
blockade	sadness	0.234	ibhlokhi
pale	sadness	0.234	luhlaza
trash	sadness	0.234	inkunkuma
uninteresting	sadness	0.234	ayinamdla
hollow	sadness	0.234	umngxuma
healing	sadness	0.234	ukuphilisa
depart	sadness	0.234	mka
burke	sadness	0.234	burke
warp	sadness	0.234	i-wap
case	sadness	0.228	ityala
rainy	sadness	0.227	iyanetha
uninterested	sadness	0.223	abangenamdla
onerous	sadness	0.223	inzima
bottom	sadness	0.223	emazantsi
fasting	sadness	0.220	ukuzila ukutya
boooo	sadness	0.219	boooo
dole	sadness	0.219	dole
pious	sadness	0.219	ungcwele
indifference	sadness	0.219	ukungakhathali
coping	sadness	0.219	ukumelana nayo
discolored	sadness	0.219	iguqulwe umbala
thirst	sadness	0.219	unxano
blunder	sadness	0.219	impazamo
cocaine	sadness	0.218	icocaine
tough	sadness	0.212	lukhuni
revolution	sadness	0.203	revolution
hoary	sadness	0.203	ngwevu
chilly	sadness	0.203	kubanda
sluggish	sadness	0.203	buvila
yucky	sadness	0.203	yhuk
fat	sadness	0.203	amafutha
lower	sadness	0.203	ngaphantsi
sprain	sadness	0.203	i-sprain
chargeable	sadness	0.203	iyahlawuliswa
arid	sadness	0.203	eyomileyo
wanting	sadness	0.202	ukufuna
progression	sadness	0.201	ukuqhubela phambili
closure	sadness	0.195	ukuvalwa
unbeaten	sadness	0.193	engabethwa
rack	sadness	0.188	indawo yokubeka
halter	sadness	0.188	halter
rumor	sadness	0.188	amarhe
tease	sadness	0.188	qhula
invalid	sadness	0.188	ayisebenzi
cataract	sadness	0.188	urhatyazo
meh	sadness	0.188	meh
heartfelt	sadness	0.188	ngokusuka entliziyweni
retirement	sadness	0.188	umhlalaphantsi
splitting	sadness	0.188	ukwahlula
interrupted	sadness	0.188	iphazamisekile
oddity	sadness	0.188	umnqa
cold	sadness	0.188	kubanda
veal	sadness	0.188	isagqumatheolo
concerned	sadness	0.184	ixhalabile
sarcasm	sadness	0.181	impoxo
strip	sadness	0.179	strip
divided	sadness	0.172	yahlulwe
feeling	sadness	0.172	imvakalelo
overload	sadness	0.172	umthwalo omninzi
sap	sadness	0.172	incindi
memories	sadness	0.172	iinkumbulo
esteem	sadness	0.172	uzuko
cupping	sadness	0.172	ikomityi
eschew	sadness	0.172	eschew
destination	sadness	0.170	indawo ekuyiwa kuyo
nosnow	sadness	0.169	ikhephu
limited	sadness	0.167	umda
rain	sadness	0.163	imvula
willful	sadness	0.160	ngabom
untitled	sadness	0.157	engenasihloko
stint	sadness	0.156	isigxina
cross	sadness	0.156	umnqamlezo
weeds	sadness	0.156	ukhula
pare	sadness	0.155	pare
snort	sadness	0.154	rhona
procession	sadness	0.152	umngcelele
inconsequential	sadness	0.152	kungenamsebenzi
tax	sadness	0.142	irhafu
emo	sadness	0.141	emo
tolerate	sadness	0.141	nyamezela
mug	sadness	0.141	ikomityi
overpriced	sadness	0.141	ixabisa ngaphezulu
weight	sadness	0.141	ubunzima
touchy	sadness	0.140	echukumisayo
kennel	sadness	0.130	indlu yokulala
grounded	sadness	0.130	isekelwe
unpaid	sadness	0.125	engahlawulwanga
socialist	sadness	0.125	usoshiyali
meek	sadness	0.125	ululamile
clouds	sadness	0.125	amafu
margin	sadness	0.125	umda
theocratic	sadness	0.125	yobuthixo
stillness	sadness	0.125	ukuthula
sisterhood	sadness	0.125	ubudade
terrific	sadness	0.125	yoyikeka
commemorate	sadness	0.125	khumbula
late	sadness	0.125	kade
default	sadness	0.121	ukungagqibeki
lace	sadness	0.118	ileyisi
unpublished	sadness	0.116	engapapashwanga
interested	sadness	0.114	unomdla
fortress	sadness	0.110	inqaba
lush	sadness	0.109	lush
harry	sadness	0.109	uHarry
ultimate	sadness	0.109	ekugqibeleni
priesthood	sadness	0.109	ububingeleli
orchestra	sadness	0.109	okhestra
rating	sadness	0.109	ukukala
fleece	sadness	0.109	uboya begusha
sanctify	sadness	0.108	ngcwalisa
income	sadness	0.100	umvuzo
winning	sadness	0.094	okuphumelela
boo	sadness	0.094	bhuti
quiet	sadness	0.094	cwaka
sonnet	sadness	0.094	isonnet
vainly	sadness	0.091	ngelize
hug	sadness	0.078	hug
opera	sadness	0.078	iopera
humble	sadness	0.078	uthobekile
hut	sadness	0.078	indlu
ovation	sadness	0.078	ovation
wet	sadness	0.078	imanzi
motivating	sadness	0.078	ukukhuthaza
treat	sadness	0.076	phatha
hymn	sadness	0.064	iculo
honest	sadness	0.062	unyanisekile
relics	sadness	0.061	iintsalela
couch	sadness	0.060	esofeni
waffle	sadness	0.047	waffle
shell	sadness	0.045	iqokobhe
musical	sadness	0.045	zomculo
savor	sadness	0.034	ubumnandi
napkin	sadness	0.031	iqhiya
vote	sadness	0.031	ivoti
sing	sadness	0.017	cula
mother	sadness	0.016	umama
music	sadness	0.016	umculo
nutritious	sadness	0.015	okunesondlo
lovely	sadness	0.009	ithandekayo
sweetheart	sadness	0.000	sithandwa
romance	sadness	0.000	uthando
liquor	sadness	0.000	utywala
art	sadness	0.000	ubugcisa
surprise	surprise	0.930	ukothuka
explode	surprise	0.906	gqabhuka
flabbergast	surprise	0.906	i-flabbergast
explosion	surprise	0.898	ugqabhuko-dubulo
ambush	surprise	0.883	lalela
explosive	surprise	0.883	qhuma
eruption	surprise	0.883	ugqabhuko-dubulo
surprisingly	surprise	0.875	ngokumangalisayo
startle	surprise	0.875	ukothuka
shockingly	surprise	0.875	ngokukhwankqisayo
frighten	surprise	0.875	yoyikisa
surprised	surprise	0.867	mangaliswe
frightened	surprise	0.867	esoyika
surprising	surprise	0.867	iyamangalisa
outburst	surprise	0.859	ukugqabhuka
thrilling	surprise	0.859	echwayitisayo
miracle	surprise	0.859	ummangaliso
blast	surprise	0.852	uqhushumbo
astonishingly	surprise	0.852	ngokumangalisayo
alarm	surprise	0.852	ialam
shock	surprise	0.844	umothuko
thunderstruck	surprise	0.844	kwatsho iindudumo
jolt	surprise	0.844	qhuqha
dazzle	surprise	0.836	dazzle
bang	surprise	0.836	bhanga
catastrophe	surprise	0.836	intlekele
fright	surprise	0.836	uloyiko
unexpectedly	surprise	0.836	ngokungalindelekanga
startling	surprise	0.828	eyothusayo
suddenly	surprise	0.828	ngequbuliso
emergency	surprise	0.828	likaxakeka
bewilderment	surprise	0.828	ukudideka
stunned	surprise	0.820	Ndothukile
astound	surprise	0.820	mangalisa
jackpot	surprise	0.812	jackpot
earthquake	surprise	0.812	inyikima
disaster	surprise	0.812	intlekele
astonishment	surprise	0.805	ukukhwankqiswa
climax	surprise	0.805	uvuthondaba
aghast	surprise	0.805	lusizi
astonish	surprise	0.805	mangalisa
scare	surprise	0.797	uloyiko
awestruck	surprise	0.797	yoyikeka
erupt	surprise	0.789	gqabhuka
bomb	surprise	0.789	ibhombu
exclaim	surprise	0.789	khwaza
amazement	surprise	0.781	ukumangaliswa
abduction	surprise	0.773	ukuxhwila
alarming	surprise	0.773	eyothusayo
detonate	surprise	0.773	ukuqhushumba
raid	surprise	0.773	ugqogqo
miraculous	surprise	0.773	ngummangaliso
invade	surprise	0.773	hlasela
kidnap	surprise	0.766	qweqwedisa
unpredictable	surprise	0.758	engalindelekanga
stupefy	surprise	0.758	stupefy
dumfound	surprise	0.758	udidekile
overwhelming	surprise	0.758	kakhulu
erratic	surprise	0.750	gwenxa
unimaginable	surprise	0.750	engenakucingelwa
accident	surprise	0.750	ingozi
outrageous	surprise	0.750	ngokugqithisileyo
horror	surprise	0.742	uloyiko
amaze	surprise	0.742	mangalisa
blitz	surprise	0.742	qhwanyaza
bewilder	surprise	0.742	bhidekile
flinch	surprise	0.742	qhwanyaza
petrify	surprise	0.742	petrify
wreck	surprise	0.742	ukuphuka
slaughter	surprise	0.742	ukuxhela
frenetic	surprise	0.734	unomsindo
crash	surprise	0.734	ukuntlitheka
frantic	surprise	0.734	nomsindo
stupefaction	surprise	0.734	ukutyhafa
excitement	surprise	0.734	uvuyo
riotous	surprise	0.727	isidubedube
outcry	surprise	0.727	isikhalo
vanished	surprise	0.727	yanyamalala
moonstruck	surprise	0.727	moonstruck
sudden	surprise	0.727	ngequbuliso
awe	surprise	0.719	uloyiko
scream	surprise	0.719	khala
breathless	surprise	0.719	ndiphefumla
sabotage	surprise	0.719	ukonakaliswa
shriek	surprise	0.719	khwaza
unanticipated	surprise	0.719	ebengacingelwanga
bewildered	surprise	0.719	bhidekile
manslaughter	surprise	0.719	ukubulala umntu
amazedness	surprise	0.719	ukumangaliswa
rupture	surprise	0.719	ukugqabhuka
unexpected	surprise	0.711	engalindelekanga
electrify	surprise	0.711	fakela umbane
uncontrollable	surprise	0.711	engalawulekiyo
shot	surprise	0.711	wadutyulwa
avalanche	surprise	0.711	i-avalanche
gasp	surprise	0.711	ukuphefumla
stun	surprise	0.711	ukothuka
slam	surprise	0.703	slam
abrupt	surprise	0.703	ngequbuliso
intruder	surprise	0.703	umhlaseli
unforeseen	surprise	0.703	engalindelekanga
suspense	surprise	0.703	ukukrokra
devastation	surprise	0.703	intshabalalo
surge	surprise	0.703	ukunyuka
excite	surprise	0.695	vuyisa
dumfounder	surprise	0.695	idumfounder
yell	surprise	0.695	khala
unprecedented	surprise	0.695	engazange ibonwe ngaphambili
strike	surprise	0.695	ugwayimbo
volatility	surprise	0.695	ukuguquguquka
urgent	surprise	0.695	ngokungxamisekileyo
stab	surprise	0.695	hlaba
disturbance	surprise	0.688	ukuphazamiseka
carnage	surprise	0.688	imbubhiso
incredible	surprise	0.688	engakholelekiyo
spectacular	surprise	0.688	inomtsalane
thrill	surprise	0.680	uchulumanco
recklessness	surprise	0.680	ukungakhathali
clamor	surprise	0.680	ingxokozelo
monstrous	surprise	0.680	eyoyikekayo
slap	surprise	0.680	impama
inexplicable	surprise	0.672	ayichazeki
terrorist	surprise	0.672	umnqolobi
exciting	surprise	0.672	inika umdla
accidental	surprise	0.672	ngengozi
accidentally	surprise	0.672	ngempazamo
striking	surprise	0.672	ukubetha
captivate	surprise	0.672	thimba
exhilaration	surprise	0.672	ulonwabo
topple	surprise	0.664	wisa
dire	surprise	0.664	inzima
revolution	surprise	0.664	revolution
volcano	surprise	0.664	intaba-mlilo
freakish	surprise	0.664	ukothuka
revolt	surprise	0.656	imvukelo
bloodshed	surprise	0.656	ukuphalala kwegazi
sneak	surprise	0.656	chwechwa
unspeakable	surprise	0.656	ayithetheki
incendiary	surprise	0.656	incendiary
epidemic	surprise	0.648	indyikitya yesifo esisulelayo
violent	surprise	0.648	ezinobundlobongela
disruption	surprise	0.648	ukuphazamiseka
amazingly	surprise	0.648	ngokumangalisayo
mutiny	surprise	0.648	imvukelo
spellbound	surprise	0.648	i-spellbound
cyclone	surprise	0.648	inkanyamba
unsuspecting	surprise	0.648	ngokungarhaleliyo
attacking	surprise	0.648	ukuhlasela
unintended	surprise	0.648	engalindelekanga
shout	surprise	0.641	khwaza
indescribable	surprise	0.641	ayichazeki
tumult	surprise	0.641	isiphithiphithi
improvisation	surprise	0.641	ukuphucula
wildfire	surprise	0.641	umlilo wasendle
excitation	surprise	0.641	uchulumanco
screech	surprise	0.641	ukuncwina
enthusiasm	surprise	0.641	umdlandla
uncertain	surprise	0.633	ukungaqiniseki
plunder	surprise	0.633	phangwa
gape	surprise	0.633	kwakhona
treachery	surprise	0.633	ubuqhophololo
agape	surprise	0.633	agape
anomaly	surprise	0.633	ngokungaqhelekanga
presto	surprise	0.633	presto
apparition	surprise	0.633	imbonakalo
wonderment	surprise	0.625	ukumangaliswa
slaughtering	surprise	0.625	ukuxhela
trick	surprise	0.625	iqhinga
mystery	surprise	0.625	imfihlelo
murderous	surprise	0.625	umbulali
distress	surprise	0.625	imbandezelo
sorcery	surprise	0.625	ubugqwirha
excited	surprise	0.625	yimincili
tempest	surprise	0.625	isaqhwithi
urgency	surprise	0.625	ukungxamiseka
inimaginable	surprise	0.617	akunakucingeleka
intrusive	surprise	0.617	engenelelayo
quickness	surprise	0.617	ukukhawuleza
intense	surprise	0.617	nzulu
trickery	surprise	0.617	ubuqhophololo
vanish	surprise	0.617	nyamalala
prank	surprise	0.617	qhuqha
murder	surprise	0.617	ukubulala
thief	surprise	0.609	isela
blindfold	surprise	0.609	ukuvala amehlo
unstable	surprise	0.609	engazinzanga
strangle	surprise	0.609	krwitsha
coup	surprise	0.609	ubhukuqo-mbuso
magical	surprise	0.609	zomlingo
shatter	surprise	0.609	qhekeza
splash	surprise	0.609	ukutshiza
stupor	surprise	0.602	isithukuthezi
inconceivable	surprise	0.602	ayinakucingeleka
betray	surprise	0.602	ukungcatsha
defy	surprise	0.602	defy
jubilee	surprise	0.602	Intlokoma
assail	surprise	0.602	ukuhlasela
deluge	surprise	0.602	unogumbe
tackle	surprise	0.602	ukuwisa
monstrosity	surprise	0.594	ubugebenga
lightning	surprise	0.594	umbane
stupendous	surprise	0.594	engaqhelekanga
shrill	surprise	0.594	shwabula
mishap	surprise	0.594	intlekele
alerts	surprise	0.594	izilumkiso
mysterious	surprise	0.586	engaqondakaliyo
randomly	surprise	0.586	ngokungenamkhethe
wild	surprise	0.586	zasendle
deceit	surprise	0.586	inkohliso
bonus	surprise	0.586	ibhonasi
pitfall	surprise	0.586	umgibe
uncanny	surprise	0.586	engaqhelekanga
wondrous	surprise	0.586	emangalisayo
premature	surprise	0.578	ngaphambi kwexesha
stagger	surprise	0.578	gxadazela
rejoicing	surprise	0.578	bevuya
godsend	surprise	0.578	godsend
jubilant	surprise	0.578	uvuyo
electric	surprise	0.578	yombane
raving	surprise	0.578	raving
bizarre	surprise	0.578	engaqhelekanga
death	surprise	0.578	ukufa
fluke	surprise	0.578	umkhuhlane
oddity	surprise	0.578	umnqa
dynamic	surprise	0.570	ngamandla
dismay	surprise	0.570	ukudana
revenge	surprise	0.570	ukuziphindezela
nefarious	surprise	0.562	ekhohlakeleyo
fascinate	surprise	0.562	nomtsalane
jerk	surprise	0.562	xhuzula
ecstatic	surprise	0.562	imincili
reward	surprise	0.562	ibuyiselo
uncover	surprise	0.562	tyhila
reappear	surprise	0.562	vela kwakhona
zany	surprise	0.555	zany
whim	surprise	0.555	umnqweno
thaumaturgy	surprise	0.555	ithaumaturgy
conjure	surprise	0.555	dibanisa
crescendo	surprise	0.555	icrescendo
rescue	surprise	0.547	ukuhlangula
daze	surprise	0.547	daze
heroism	surprise	0.547	ubugorha
illuminate	surprise	0.547	khanyisa
winner	surprise	0.547	ophumeleleyo
ejaculation	surprise	0.547	ukukhupha ubudoda
thwart	surprise	0.547	thintela
rarity	surprise	0.547	ukunqaba
unbridled	surprise	0.547	engalawulekiyo
tantalizing	surprise	0.547	enomtsalane
punch	surprise	0.539	inqindi
cheer	surprise	0.539	vuya
treason	surprise	0.539	ukungcatsha umbuso
violation	surprise	0.539	ukwaphulwa
celebration	surprise	0.539	umbhiyozo
illusion	surprise	0.539	inkohliso
marvel	surprise	0.539	mangalisa
lucky	surprise	0.539	unethamsanqa
lunge	surprise	0.539	lunge
interrupt	surprise	0.539	phazamisa
insult	surprise	0.539	isithuko
concealed	surprise	0.531	ifihliwe
snag	surprise	0.531	i-snag
sensation	surprise	0.531	imvakalelo
banger	surprise	0.531	banger
fearfully	surprise	0.531	ngokoyikeka
affront	surprise	0.531	ukucaphukisa
jest	surprise	0.531	isiqhulo
undiscovered	surprise	0.523	akafunyaniswanga
liberate	surprise	0.523	khulula
veer	surprise	0.523	ujike
abandonment	surprise	0.523	ukulahlwa
immediacy	surprise	0.523	ngokukhawuleza
improvise	surprise	0.523	phucula
victimized	surprise	0.523	ixhoba
scorpion	surprise	0.523	unomadudwane
majestic	surprise	0.523	ngobungangamsha
wonder	surprise	0.523	mangalisa
rejoice	surprise	0.523	vuyani
tickle	surprise	0.516	khala
chance	surprise	0.516	ithuba
yelp	surprise	0.516	yelp
howl	surprise	0.516	bhomboloza
stealthily	surprise	0.516	ngokufihlakeleyo
unintentionally	surprise	0.508	ngempazamo
magnificent	surprise	0.508	buhle
reflex	surprise	0.508	reflex
garish	surprise	0.508	gquma
transcendence	surprise	0.508	ukugqithisela
rave	surprise	0.508	qhwaba
luck	surprise	0.508	amathamsanqa
swerve	surprise	0.508	jika
pop	surprise	0.508	pop
enliven	surprise	0.500	philisa
slayer	surprise	0.500	umbulali
remarkable	surprise	0.500	ephawulekayo
infrequent	surprise	0.500	qho
pang	surprise	0.500	intlungu
erotic	surprise	0.500	inkanuko
misbehavior	surprise	0.500	ukuziphatha kakubi
diversion	surprise	0.500	ukuphambukisa
heroic	surprise	0.500	ubuqhawe
alertness	surprise	0.500	ukuphaphama
marvelous	surprise	0.500	emangalisayo
fainting	surprise	0.500	isiqaqa
embarrassment	surprise	0.500	iintloni
nab	surprise	0.492	nab
birthday	surprise	0.492	usuku lokuzalwa
camouflage	surprise	0.492	ukuzifihla
unutterable	surprise	0.492	engenakuthetheka
chimera	surprise	0.492	itshimera
trump	surprise	0.492	ixilongo
decoy	surprise	0.492	khohlisa
infarct	surprise	0.492	infarct
greatness	surprise	0.492	ubukhulu
exigent	surprise	0.492	exigent
