English Word	Emotion	Emotion-Intensity-Score	Igbo Word
liberty	surprise	0.312	nnwere onwe
scrimmage	surprise	0.312	nkatọ
treat	surprise	0.312	na-emeso
inaffable	surprise	0.312	enweghị atụ
occasional	surprise	0.312	oge ụfọdụ
dismissal	surprise	0.312	nchụpụ
perfection	surprise	0.305	izu oke
saintly	surprise	0.305	dị nsọ
gratify	surprise	0.305	nwee afọ ojuju
generosity	surprise	0.305	mmesapụ aka
sally	surprise	0.305	sally
palpable	surprise	0.297	palpable
finally	surprise	0.297	n'ikpeazụ
differently	surprise	0.297	dị iche
polarity	surprise	0.297	polarity
ceremony	surprise	0.297	emume
favorable	surprise	0.297	mma
larger	surprise	0.297	ibu
warn	surprise	0.297	dọọ aka ná ntị
medal	surprise	0.289	nrite
romance	surprise	0.289	ihunanya
inviting	surprise	0.289	na-akpọ òkù
greeting	surprise	0.289	ekele
resignation	surprise	0.281	arụkwaghịm
accolade	surprise	0.281	otuto
labor	surprise	0.281	arụ ọrụ
candid	surprise	0.281	eziokwu
trip	surprise	0.281	njem
stare	surprise	0.273	ile anya
admire	surprise	0.266	nwee mmasị
glimmer	surprise	0.266	ntule
playful	surprise	0.266	egwu egwu
somatic	surprise	0.266	somatic
festival	surprise	0.266	ememe
mimicry	surprise	0.266	nṅomi
insolvency	surprise	0.266	insolvency
immerse	surprise	0.266	imikpu
invite	surprise	0.266	kpọrọ òkù
compensate	surprise	0.266	kwụọ ụgwọ
receiving	surprise	0.258	ịnata
complement	surprise	0.258	imeju
chuckle	surprise	0.258	chịrị ọchị
laugh	surprise	0.258	ochi
hypothesis	surprise	0.258	echiche
honeymoon	surprise	0.250	ezumike ezumike
opera	surprise	0.242	opera
pleasant	surprise	0.242	obi ụtọ
marry	surprise	0.242	lụọ nwunye
independence	surprise	0.242	nnwere onwe
chant	surprise	0.234	gwuo egwu
holiness	surprise	0.234	ịdị nsọ
assessment	surprise	0.234	ntule
rhythmical	surprise	0.234	rhythmical
hopeful	surprise	0.234	olile anya
leave	surprise	0.234	pụọ
trophy	surprise	0.234	iko
deal	surprise	0.227	nkwekọrịta
procession	surprise	0.227	ngagharị
placard	surprise	0.227	akara ngosi
shopping	surprise	0.219	ịzụ ahịa
musical	surprise	0.219	egwu
cherish	surprise	0.219	hụrụ n'anya
good	surprise	0.219	nke ọma
dawn	surprise	0.211	chi ọbụbọ
simplify	surprise	0.211	mee ka ọ dị mfe
shell	surprise	0.211	shei
morals	surprise	0.203	omume ọma
money	surprise	0.203	ego
nullify	surprise	0.203	imebi
purity	surprise	0.203	ịdị ọcha
sweet	surprise	0.203	ụtọ
synchronize	surprise	0.195	mekọrịta
precious	surprise	0.195	dị oké ọnụ ahịa
humanitarian	surprise	0.195	ndi mmadu
preservative	surprise	0.195	ihe nchekwa
unfulfilled	surprise	0.195	emezughi
obliging	surprise	0.188	na-amanye
singularly	surprise	0.188	otu
graduation	surprise	0.180	ngụsị akwụkwọ
foresee	surprise	0.180	buru ụzọ hụ
pray	surprise	0.180	kpee ekpere
lovely	surprise	0.180	mara mma
thirst	surprise	0.172	akpịrị ịkpọ nkụ
mouth	surprise	0.172	ọnụ
youth	surprise	0.172	ntorobịa
sun	surprise	0.172	anyanwụ
art	surprise	0.172	nka
goodness	surprise	0.164	ịdị mma
latent	surprise	0.156	latent
visor	surprise	0.156	visor
overdue	surprise	0.156	agafeela
practiced	surprise	0.156	eme
loyal	surprise	0.148	iguzosi ike n'ihe
expect	surprise	0.148	na-atụ anya
wireless	surprise	0.148	ikuku
destination	surprise	0.148	ebe aga
infant	surprise	0.141	nwa ọhụrụ
cream	surprise	0.141	ude
slush	surprise	0.141	slush
quote	surprise	0.141	see okwu
playground	surprise	0.133	ogige egwuregwu
vote	surprise	0.125	votu
teach	surprise	0.125	nkuzi
organization	surprise	0.125	nhazi
dolphin	surprise	0.117	dolphin
weight	surprise	0.117	ibu
smile	surprise	0.117	ịmụmụ ọnụ ọchị
sisterhood	surprise	0.109	nwanne nwanyị
cable	surprise	0.109	eriri
sunny	surprise	0.102	anwụ na-acha
steady	surprise	0.094	guzoro ọtọ
peaceful	surprise	0.086	udo
spa	surprise	0.086	spa
leisure	surprise	0.086	ntụrụndụ
picnic	surprise	0.078	picnic
tree	surprise	0.078	osisi
worm	surprise	0.055	ikpuru
truthfulness	trust	0.906	eziokwu
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	kwesịrị ntụkwasị obi
honor	trust	0.844	nsọpụrụ
honesty	trust	0.844	eziokwu
honest	trust	0.844	eziokwu
truth	trust	0.844	eziokwu
truthful	trust	0.836	eziokwu
trusting	trust	0.836	ịtụkwasị obi
brotherhood	trust	0.820	òtù ụmụnna
entrust	trust	0.812	nyefee
committed	trust	0.805	kwadoro
loyalty	trust	0.805	iguzosi ike n'ihe
integrity	trust	0.805	iguzosi ike n'ezi ihe
honorable	trust	0.805	onye kwesiri nsọpụrụ
trust	trust	0.805	ntụkwasị obi
credibility	trust	0.805	ntụkwasị obi
faithful	trust	0.797	kwesịrị ntụkwasị obi
sincere	trust	0.797	ezi obi
partnership	trust	0.789	mmekorita
responsible	trust	0.789	aka
true	trust	0.789	eziokwu
wisdom	trust	0.789	amamihe
verification	trust	0.781	nkwenye
cooperative	trust	0.781	nkwado
vow	trust	0.781	nkwa
oath	trust	0.781	iyi
respectable	trust	0.773	nkwanye ùgwù
sisterhood	trust	0.773	nwanne nwanyị
hero	trust	0.773	dike
credible	trust	0.773	kwesiri ntukwasi obi
promise	trust	0.773	nkwa
verified	trust	0.773	kwadoro
qualified	trust	0.766	tozuru oke
authentication	trust	0.766	nyocha
respected	trust	0.766	kwanyere ùgwù
compassion	trust	0.759	ọmịiko
approval	trust	0.758	nkwado
moral	trust	0.758	omume
reliability	trust	0.758	ntụkwasị obi
trusts	trust	0.758	tụkwasịrị obi
safekeeping	trust	0.758	nchekwa
reputable	trust	0.758	aha ọma
love	trust	0.758	ihunanya
friend	trust	0.750	enyi
stable	trust	0.750	kwụsie ike
authentic	trust	0.750	ezigbo
competence	trust	0.750	ikike
safeguard	trust	0.750	ichebe
companion	trust	0.750	enyi
advised	trust	0.750	dụrụ ọdụ
respect	trust	0.750	nkwanye ùgwù
loyal	trust	0.750	iguzosi ike n'ihe
genuine	trust	0.750	ezigbo
friendships	trust	0.750	na-atụkwasị obi
ally	trust	0.750	mmekorita
proven	trust	0.742	gosiputara
freedom	trust	0.742	nnwere onwe
respects	trust	0.742	nkwanye ùgwù
accepting	trust	0.742	enyi
faith	trust	0.742	okwukwe
wholesome	trust	0.742	dị mma
heartfelt	trust	0.734	sitere n'obi
unification	trust	0.734	ịdị n'otu
confirmation	trust	0.734	nkwenye
protecting	trust	0.734	ichebe
reassurance	trust	0.734	mmesi obi ike
trustee	trust	0.734	onye nlekọta
supporter	trust	0.734	onye nkwado
respectful	trust	0.734	nkwanye ùgwù
admirable	trust	0.734	kemmasi
fact	trust	0.727	eziokwu
friendship	trust	0.727	enyi
partners	trust	0.727	na-anabata
confidentially	trust	0.727	na nzuzo
confident	trust	0.727	obi ike
equality	trust	0.727	nha anya
alliance	trust	0.727	njikọ aka
credential	trust	0.727	nzere
believing	trust	0.727	ikwere
excellence	trust	0.727	kacha mma
agreement	trust	0.727	nkwekọrịta
closeness	trust	0.719	nso
authenticate	trust	0.719	kwenye
virtuous	trust	0.719	nke ọma
intelligence	trust	0.719	ọgụgụ isi
kindred	trust	0.719	ndị ikwu
virtue	trust	0.719	omume ọma
honored	trust	0.719	kwanyere ugwu
justice	trust	0.711	ikpe ziri ezi
charitable	trust	0.711	ọrụ ebere
determination	trust	0.711	mkpebi siri ike
creditable	trust	0.711	kwesiri ekwesi
consistency	trust	0.711	agbanwe agbanwe
allegiance	trust	0.711	nkwado
cooperation	trust	0.711	imekọ ihe ọnụ
guarantee	trust	0.711	nkwa
dedication	trust	0.711	nraranye
straightforward	trust	0.711	kwụ ọtọ
cooperating	trust	0.711	na-akwado
reliable	trust	0.703	a pụrụ ịdabere na ya
nurture	trust	0.703	zụlite
mother	trust	0.703	nne
fulfilled	trust	0.703	mezuru
admiration	trust	0.703	mmasi
mentor	trust	0.703	onye ndu
guardianship	trust	0.703	nlekọta
assurance	trust	0.703	mmesi obi ike
morality	trust	0.703	omume ọma
motherhood	trust	0.703	nne
innocent	trust	0.703	aka ya dị ọcha
reverence	trust	0.703	nsọpụrụ
sanctuary	trust	0.703	ebe nsọ
friendliness	trust	0.703	enyi enyi
prepared	trust	0.703	kwadebere
admire	trust	0.703	nwee mmasị
protected	trust	0.703	echedoro
proof	trust	0.703	ihe akaebe
bodyguard	trust	0.695	onye nche
skillful	trust	0.695	nka
marriage	trust	0.695	alụmdi na nwunye
allied	trust	0.695	jikọrọ aka
morals	trust	0.695	omume ọma
humanitarian	trust	0.695	ndi mmadu
pact	trust	0.695	nkwekọrịta
courage	trust	0.695	obi ike
accountable	trust	0.695	aza ajụjụ
agreeable	trust	0.695	mma
united	trust	0.695	jikọrọ ọnụ
indestructible	trust	0.695	apụghị ibibi ebibi
approving	trust	0.695	na-akwado
guardian	trust	0.695	onye nche
compassionate	trust	0.695	ọmịiko
scientist	trust	0.695	ọkà mmụta sayensị
certified	trust	0.695	kwadoro
pledge	trust	0.688	nkwa
adviser	trust	0.688	onye ndụmọdụ
authenticity	trust	0.688	eziokwu
understanding	trust	0.688	nghọta
secure	trust	0.688	nchekwa
guidance	trust	0.688	nduzi
monogamy	trust	0.688	otu nwanyị
valor	trust	0.688	dike
solidity	trust	0.688	siri ike
perfection	trust	0.688	izu oke
believed	trust	0.688	kwere
humanity	trust	0.688	mmadu
justifiable	trust	0.688	ziri ezi
competent	trust	0.688	tozuru oke
esteem	trust	0.688	nkwanye ugwu
protector	trust	0.680	onye nche
inspire	trust	0.680	kpalie
hope	trust	0.680	olile anya
strongest	trust	0.680	mmekọ
expertise	trust	0.680	nka
humble	trust	0.680	dị umeala n'obi
indivisible	trust	0.680	adịghị ahụ anya
official	trust	0.680	onye ọchịchị
affirm	trust	0.680	kwuputa
familiarity	trust	0.680	amara
confirmed	trust	0.680	kwadoro
diligence	trust	0.680	ịdị uchu
grandfather	trust	0.680	nna nna
advocacy	trust	0.680	nkwado
goodness	trust	0.680	ịdị mma
commendable	trust	0.680	kwesịrị ịja mma
acceptance	trust	0.680	nnabata
diplomatic	trust	0.680	diplomatic
leader	trust	0.680	onye ndu
confide	trust	0.680	kọwaa nzuzo
agreeing	trust	0.680	ikweta
approve	trust	0.680	kwadoro
professional	trust	0.680	ọkachamara
elders	trust	0.680	ndị okenye
confidential	trust	0.680	nzuzo
faultless	trust	0.672	enweghị ntụpọ
believes	trust	0.672	nabatara
sanctify	trust	0.672	do nsọ
intelligent	trust	0.672	nwere ọgụgụ isi
safe	trust	0.672	mma
accepted	trust	0.672	ike kachasi ike
dignity	trust	0.672	ugwu
unwavering	trust	0.672	na-adịghị ada ada
encyclopedia	trust	0.672	akwụkwọ nkà ihe ọmụma
mastery	trust	0.672	ikike
cohesive	trust	0.672	na-ejikọta ọnụ
harmoniously	trust	0.672	n'otu n'otu
benevolence	trust	0.672	ịdị mma
healing	trust	0.672	ọgwụgwọ
accredited	trust	0.672	kwadoro
covenant	trust	0.672	ọgbụgba ndụ
accountability	trust	0.664	aza ajụjụ
team	trust	0.664	otu
authority	trust	0.664	ikike
heroic	trust	0.664	dike
reliance	trust	0.664	ịdabere
expert	trust	0.664	ọkachamara
communicate	trust	0.664	nkwurịta okwu
spiritual	trust	0.664	ime mmụọ
impeccable	trust	0.664	enweghị ntụpọ
specialist	trust	0.664	ọkachamara
affirmatively	trust	0.664	n'ezie
proficient	trust	0.664	maara nke ọma
fulfillment	trust	0.664	mmezu
advocate	trust	0.664	na-akwado
disciple	trust	0.664	onye na-eso ụzọ
attestation	trust	0.664	akaebe
merit	trust	0.664	uru
supporting	trust	0.664	na-akwado
ambassador	trust	0.664	onye nnọchianya
guidebook	trust	0.664	akwụkwọ ntuziaka
accept	trust	0.664	nabata
strengthening	trust	0.661	na-ewusi ike
holiness	trust	0.656	ịdị nsọ
facts	trust	0.656	eziokwu
warranty	trust	0.656	akwụkwọ ikike
strength	trust	0.656	ike
relationship	trust	0.656	mmekọrịta
defended	trust	0.656	gbachitere
constancy	trust	0.656	na-adịgide adịgide
favorable	trust	0.656	mma
gentleman	trust	0.656	nwa amadi
counsel	trust	0.656	ndụmọdụ
scientific	trust	0.656	sayensi
structure	trust	0.656	nhazi
elder	trust	0.656	okenye
excellent	trust	0.656	magburu onwe ya
achieve	trust	0.656	nweta
steadfast	trust	0.656	guzosie ike
familiar	trust	0.656	maara nke ọma
proficiency	trust	0.656	nka
supports	trust	0.656	kwere
counselor	trust	0.648	onye ndụmọdụ
lovable	trust	0.648	hụrụ n'anya
advisable	trust	0.648	dị mma
agreed	trust	0.648	kwetara
heroism	trust	0.648	dike
rely	trust	0.648	dabere
uphold	trust	0.648	kwadoo
brother	trust	0.648	nwanne
matrimony	trust	0.648	alụmdi na nwunye
assuredly	trust	0.648	n'ezie
peaceful	trust	0.648	udo
saint	trust	0.648	senti
unconditionally	trust	0.648	na-anabata
solidarity	trust	0.648	ịdị n'otu
accepts	trust	0.648	na-akwado
inspiration	trust	0.648	mkpali
noble	trust	0.648	mara mma
successful	trust	0.648	aga nke ọma
harmony	trust	0.648	nkwekọ
protective	trust	0.648	nchebe
competency	trust	0.648	ikike
comrade	trust	0.648	ibe
academic	trust	0.648	agụmakwụkwọ
assist	trust	0.648	nyere aka
worthy	trust	0.643	kwesiri ekwesi
benefactor	trust	0.641	onye na-eme ebere
credence	trust	0.641	nkwenye
confidence	trust	0.641	obi ike
relationships	trust	0.641	na-enweghị atụ
ordained	trust	0.641	echichi
legal	trust	0.641	iwu
champion	trust	0.641	onye mmeri
lawful	trust	0.641	ziri ezi
durability	trust	0.641	inogide
judiciary	trust	0.641	ikpe
doctor	trust	0.641	dibia
loving	trust	0.641	ihunanya
assure	trust	0.641	mesie ike
establish	trust	0.641	guzosie ike
mamma	trust	0.641	nne
kind	trust	0.641	ụdị
unity	trust	0.641	ịdị n'otu
conscientious	trust	0.641	akọnuche
real	trust	0.641	ezigbo
coexist	trust	0.641	ibikọ ọnụ
leading	trust	0.641	na-edu
teacher	trust	0.641	onye nkuzi
intimate	trust	0.634	nke chiri anya
brotherly	trust	0.633	ụmụnna
physician	trust	0.633	dibia bekee
judicial	trust	0.633	ikpe
saintly	trust	0.633	dị nsọ
aspiration	trust	0.633	ọchịchọ
conscience	trust	0.633	akọnuche
therapeutic	trust	0.633	ọgwụgwọ
fidelity	trust	0.633	ikwesị ntụkwasị obi
soundness	trust	0.633	ịdị mma
important	trust	0.633	mkpa
homage	trust	0.633	nsọpụrụ
legitimacy	trust	0.633	ziri ezi
fortitude	trust	0.633	obi ike
deepest	trust	0.633	mmekọrịta
approved	trust	0.633	kwadoro
courageous	trust	0.633	obi ike
devotional	trust	0.633	ofufe
endorse	trust	0.633	kwadoro
backbone	trust	0.633	ọkpụkpụ azụ
authorize	trust	0.633	nye ikike
practiced	trust	0.633	eme
sanctification	trust	0.633	ido nsọ
hopeful	trust	0.633	olile anya
convincing	trust	0.633	kwenye
bless	trust	0.633	gọzie
angel	trust	0.625	mmụọ ozi
authorization	trust	0.625	ikike
assured	trust	0.625	kwenyesiri ike
purify	trust	0.625	sachaa
caretaker	trust	0.625	onye nlekọta
regard	trust	0.625	nkwanye ugwu
profound	trust	0.625	miri emi
achievement	trust	0.625	mmezu
evident	trust	0.625	pụtara ìhè
positivity	trust	0.625	positivity
communication	trust	0.625	nzikọrịta ozi
professorship	trust	0.625	prọfesọ
blessing	trust	0.625	ngozi
beliefs	trust	0.625	kacha omimi
encourage	trust	0.625	agba ume
fireman	trust	0.625	onye mgbanyụ ọkụ
majestic	trust	0.625	ịdị ebube
civilized	trust	0.625	mepere anya
certify	trust	0.625	gosi
wonderful	trust	0.625	magburu onwe ya
engaged	trust	0.625	agbadoro aka
accurate	trust	0.625	ziri ezi
approvement	trust	0.617	nkwenye
optimism	trust	0.617	nchekwube
planning	trust	0.617	atụmatụ
believer	trust	0.617	onye kwere ekwe
advice	trust	0.617	ndụmọdụ
commend	trust	0.617	jaa mma
gospel	trust	0.617	ozioma
objective	trust	0.617	ebumnobi
rational	trust	0.617	ezi uche
cherish	trust	0.617	hụrụ n'anya
constantly	trust	0.617	mgbe niile
haven	trust	0.617	ebe obibi
fundamental	trust	0.617	isi
bedrock	trust	0.617	akwa akwa
accord	trust	0.617	kwadoro
triumphant	trust	0.617	imeri
surety	trust	0.617	ịgba n'aka
testament	trust	0.617	ọgbụgba ndụ
absolution	trust	0.617	mgbaghara
truce	trust	0.617	udo
reassure	trust	0.617	mesie ike
appreciation	trust	0.617	ekele
qualities	trust	0.617	àgwà
passionate	trust	0.617	kemmasi
good	trust	0.617	nke ọma
unimpeachable	trust	0.617	enweghị ike ikpe
corroborate	trust	0.617	kwadoro
thoughtful	trust	0.617	na-eche echiche
heroine	trust	0.617	heroine
teach	trust	0.617	nkuzi
god	trust	0.617	chi
attentive	trust	0.617	ṅaa ntị
scripture	trust	0.609	akwụkwọ nsọ
civilization	trust	0.609	mmepeanya
magnificence	trust	0.609	ịdị ebube
recommend	trust	0.609	kwadoro
progression	trust	0.609	ọganihu
steward	trust	0.609	onye nlekọta
purification	trust	0.609	ime ka ọ dị ọcha
patron	trust	0.609	onye nkwado
praiseworthy	trust	0.609	kwesịrị otuto
heal	trust	0.609	gwọọ
considerate	trust	0.609	na-echebara echiche
blessings	trust	0.609	ngozi
mediator	trust	0.609	onye ogbugbo
babysitter	trust	0.609	onye na-elekọta nwa
notary	trust	0.609	notary
awareness	trust	0.609	mmata
vetted	trust	0.609	nkwenkwe
excel	trust	0.609	excel
happy	trust	0.609	obi ụtọ
praise	trust	0.609	otuto
brilliant	trust	0.609	amamiihe
liking	trust	0.609	mmasị
definitive	trust	0.609	doro anya
comfort	trust	0.609	nkasi obi
officer	trust	0.609	onye isi
peace	trust	0.602	udo
serenity	trust	0.602	obi iru ala
unquestionable	trust	0.602	enweghị mgbagha
embrace	trust	0.602	nabata
identify	trust	0.602	mata
inspired	trust	0.602	sitere n'ike mmụọ nsọ
steady	trust	0.602	guzoro ọtọ
nun	trust	0.602	nọn
guarded	trust	0.602	echedoro
symmetry	trust	0.602	symmetry
mainstay	trust	0.602	isi
fulfill	trust	0.602	mezuo
humility	trust	0.602	ịdị umeala n'obi
helpful	trust	0.602	na-enyere aka
transcendence	trust	0.602	transcendence
unconditional	trust	0.602	na-enweghị atụ
brave	trust	0.602	obi ike
brighten	trust	0.602	mee ka ìhè
experienced	trust	0.602	ahụmahụ
enlightenment	trust	0.602	nghọta
sympathetic	trust	0.602	ọmịiko
witness	trust	0.602	akaebe
vigilant	trust	0.594	mụrụ anya
ministry	trust	0.594	ozi
admiral	trust	0.594	admiral
vigilance	trust	0.594	ịmụrụ anya
depend	trust	0.594	dabere
generosity	trust	0.594	mmesapụ aka
befriend	trust	0.594	ime enyi
complimentary	trust	0.594	ekele
assessment	trust	0.594	ntule
fairly	trust	0.594	ziri ezi
enlighten	trust	0.594	mee ka ọ ghọta
strengthen	trust	0.594	ike
nurse	trust	0.594	nọọsụ
endowment	trust	0.594	onyinye
visionary	trust	0.594	ọhụụ
praised	trust	0.594	otuto
eminence	trust	0.594	amara
marry	trust	0.594	lụọ nwunye
generous	trust	0.594	mmesapụ aka
gratitude	trust	0.594	ekele
sage	trust	0.594	onye amamihe
tranquility	trust	0.594	udo
openly	trust	0.594	n'ihu ọha
grant	trust	0.594	inye
spouse	trust	0.594	nwunye
philanthropic	trust	0.594	philanthropic
regent	trust	0.594	onye ọchịchị
substantiate	trust	0.594	gbara akaebe
commendation	trust	0.594	ịja mma
council	trust	0.594	kansul
efficient	trust	0.594	oru oma
sweetheart	trust	0.589	obi ụtọ
bylaw	trust	0.586	iwu
magnificent	trust	0.586	magburu onwe ya
designation	trust	0.586	nhọpụta
godly	trust	0.586	nsọpụrụ Chineke
seniority	trust	0.586	agadi
conservation	trust	0.586	nchekwa
educational	trust	0.586	nkuzi
rooted	trust	0.586	gbanyere mkpọrọgwụ
inheritance	trust	0.586	ihe nketa
diplomacy	trust	0.586	diplomacy
mate	trust	0.586	nwunye
convince	trust	0.586	kwenye
unfailing	trust	0.586	adịghị ada ada
share	trust	0.586	òkè
monk	trust	0.586	mọnk
constitutional	trust	0.586	usoro iwu
lovely	trust	0.586	mara mma
compliance	trust	0.586	nnabata
attest	trust	0.586	akaebe
victory	trust	0.586	mmeri
serene	trust	0.586	dị jụụ
checklist	trust	0.586	ndetu
husbandry	trust	0.586	ọrụ ugbo
enjoying	trust	0.586	na-ekpori ndụ
revere	trust	0.586	nkwanye ugwu
tribe	trust	0.586	ebo
meritorious	trust	0.586	nke bara uru
joyful	trust	0.586	ọṅụ
delegate	trust	0.586	onye nnọchi anya
helper	trust	0.586	onye inyeaka
angelic	trust	0.586	mmụọ ozi
ambition	trust	0.586	oké ọchịchọ
father	trust	0.586	nna
acclaim	trust	0.586	otuto
testimony	trust	0.586	akaebe
collectively	trust	0.586	mkpokọta
sobriety	trust	0.586	iche echiche
prestige	trust	0.586	ugwu
firmness	trust	0.586	iguzosi ike
structural	trust	0.578	ihe owuwu
impartiality	trust	0.578	eleghị mmadụ anya n'ihu
navigator	trust	0.578	onye navigator
judge	trust	0.578	ikpe
shelter	trust	0.578	ndo
coexisting	trust	0.578	ibikọ ọnụ
unquestioned	trust	0.578	enweghị mgbagha
careful	trust	0.578	kpachara anya
obey	trust	0.578	rube isi
professor	trust	0.578	prọfesọ
convinced	trust	0.578	kwenyesiri ike
communion	trust	0.578	udo
cheerfulness	trust	0.578	obi ụtọ
inviting	trust	0.578	na-akpọ òkù
irrefutable	trust	0.578	enweghị mgbagha
commandant	trust	0.578	onye isi
smile	trust	0.578	ịmụmụ ọnụ ọchị
authoritative	trust	0.578	ikike
philanthropist	trust	0.578	onye na-eme ebere
legalized	trust	0.578	kwadoro iwu
adore	trust	0.578	hụrụ n'anya
upright	trust	0.578	ziri ezi
revival	trust	0.578	revival
dutiful	trust	0.578	na-arụ ọrụ
watchdog	trust	0.578	onye nche
apostle	trust	0.570	onyeozi
volunteers	trust	0.570	ndị ọrụ afọ ofufo
immaculate	trust	0.570	adịghị ọcha
adhering	trust	0.570	na-erube isi
unquestionably	trust	0.570	enweghị mgbagha
advise	trust	0.570	ndụmọdụ
punctual	trust	0.570	n'oge
consult	trust	0.570	ndụmọdụ
ordinance	trust	0.570	iwu
complement	trust	0.570	imeju
modest	trust	0.570	obi umeala
everlasting	trust	0.570	ebighị ebi
compass	trust	0.570	kompas
heavenly	trust	0.570	eluigwe
determinate	trust	0.570	kpebisie ike
counsellor	trust	0.570	onye ndụmọdụ
abundance	trust	0.570	ụbara
guide	trust	0.570	ndu
earned	trust	0.570	nyochara
pedigree	trust	0.570	pedigree
relative	trust	0.570	ikwu
principal	trust	0.570	onye isi
plausible	trust	0.570	ezi uche
collaborator	trust	0.570	onye mmekota
connective	trust	0.570	njikọ
corroboration	trust	0.570	nkwenye
insure	trust	0.570	mkpuchi
pilot	trust	0.570	pilot
unequivocal	trust	0.570	enweghị mgbagha
matron	trust	0.570	matron
cuddle	trust	0.570	mmuo
measured	trust	0.570	tụrụ
fort	trust	0.562	ebe ewusiri ike
treasurer	trust	0.562	onye na-echekwa ego
apostolic	trust	0.562	ozi
save	trust	0.562	chekwaa
frankness	trust	0.562	ikwu eziokwu
insight	trust	0.562	nghọta
admit	trust	0.562	kweta
earn	trust	0.562	irite
remarkable	trust	0.562	dị ịrịba ama
strong	trust	0.562	ike
content	trust	0.562	ọdịnaya
vitality	trust	0.562	ike ume
prize	trust	0.562	ihe nrite
vigorous	trust	0.562	ike
congregation	trust	0.562	ọgbakọ
uplift	trust	0.562	ebuli elu
spotless	trust	0.562	enweghị ntụpọ
devout	trust	0.562	di nsọ
soothing	trust	0.562	na-eme ka obi dị jụụ
miracle	trust	0.562	ọrụ ebube
cohesion	trust	0.562	njikọta
lovemaking	trust	0.562	ime ịhụnanya
curable	trust	0.562	ọgwụgwọ
pleasant	trust	0.562	obi ụtọ
jury	trust	0.562	juri
pertinent	trust	0.562	bara uru
succeeding	trust	0.562	na-aga nke ọma
concordance	trust	0.562	nkwekọrịta
jurist	trust	0.562	ọkàiwu
applaud	trust	0.562	ito
ordination	trust	0.562	echichi
compensate	trust	0.562	kwụọ ụgwọ
patience	trust	0.555	ndidi
mediate	trust	0.555	ogbugbo
coach	trust	0.555	onye nchịkwa
illumination	trust	0.555	ìhè
cultivate	trust	0.555	ịzụlite
providing	trust	0.555	inye
precedence	trust	0.555	ụzọ
exalt	trust	0.555	bulie elu
succeed	trust	0.555	ịga nke ọma
inclusion	trust	0.555	nsonye
meditate	trust	0.555	tụgharịa uche
coalesce	trust	0.555	jikọrọ ọnụ
betrothed	trust	0.555	kwere nkwa
midwife	trust	0.555	midwife
veteran	trust	0.555	onye agha agha
destined	trust	0.555	kara aka
auditor	trust	0.555	onye nyocha
privacy	trust	0.555	nzuzo
restorative	trust	0.555	mweghachi
influential	trust	0.555	mmetụta
impartial	trust	0.555	adịghị ele mmadụ anya n'ihu
discretion	trust	0.555	ezi uche
foresight	trust	0.555	anya n'ihu
congruence	trust	0.555	nkwekọ
worship	trust	0.555	ife ofufe
constant	trust	0.555	na-adịgide adịgide
reunion	trust	0.555	nchikota
intuition	trust	0.555	echiche
reconciliation	trust	0.555	ime udo
ambulance	trust	0.555	ụgbọ ihe mberede
defender	trust	0.555	onye na-agbachitere
greatness	trust	0.555	ịdị ukwuu
buddy	trust	0.555	enyi
vote	trust	0.555	votu
physicist	trust	0.555	ọkà mmụta physics
prophet	trust	0.555	onye amụma
prevalent	trust	0.547	juru ebe niile
eyewitness	trust	0.547	onye hụrụ anya
durable	trust	0.547	inogide
prudent	trust	0.547	amamihe
securities	trust	0.547	nchekwa
salvation	trust	0.547	nzọpụta
govern	trust	0.547	achị
law	trust	0.547	iwu
proud	trust	0.547	mpako
cheer	trust	0.547	nwee obi ụtọ
reinforcement	trust	0.547	nkwado
promises	trust	0.547	nwetara
invocation	trust	0.547	okuku
provide	trust	0.547	nye
friendly	trust	0.547	enyi na enyi
commanding	trust	0.547	na-enye iwu
temperate	trust	0.547	ịdị nro
conciliation	trust	0.547	nkwekorita
convent	trust	0.547	ebe obibi ndị nọn
heritage	trust	0.547	ihe nketa
independence	trust	0.547	nnwere onwe
rejoice	trust	0.547	ṅụrịa ọṅụ
engaging	trust	0.547	na-etinye aka
readiness	trust	0.547	njikere
registry	trust	0.547	ndekọ
statement	trust	0.547	nkwupụta
liberty	trust	0.547	nnwere onwe
forgive	trust	0.547	gbaghara
ancestral	trust	0.547	nna nna
impenetrable	trust	0.547	enweghị ike ịbanye
choices	trust	0.539	nkwa
psalms	trust	0.539	Abụ Ọma
majority	trust	0.539	ọtụtụ
antidote	trust	0.539	ọgwụ mgbochi
tantamount	trust	0.539	nhata
perfect	trust	0.539	zuru oke
regularity	trust	0.539	oge niile
chronicle	trust	0.539	akụkọ ihe mere eme
ensemble	trust	0.539	kpọkọta
applause	trust	0.539	ịkụ aka
obedience	trust	0.539	nrubeisi
aspiring	trust	0.539	na-achọsi ike
watchman	trust	0.539	onye nche
inimitable	trust	0.539	enweghi ike ime
chastity	trust	0.539	ịdị ọcha n'anya
architecture	trust	0.539	ije
stamina	trust	0.539	ume
delightful	trust	0.539	na-atọ ụtọ
exalted	trust	0.539	elu
relevant	trust	0.539	mkpa
reinforcements	trust	0.539	nkwado
proctor	trust	0.539	proctor
immovable	trust	0.539	nke na-enweghị ike imegharị
instructions	trust	0.539	ntuziaka
define	trust	0.539	kọwaa
