English Word	Emotion	Emotion-Intensity-Score	Punjabi Word
blunder	sadness	0.219	ਗਲਤੀ
cocaine	sadness	0.218	ਕੋਕੀਨ
tough	sadness	0.212	ਸਖ਼ਤ
revolution	sadness	0.203	ਇਨਕਲਾਬ
hoary	sadness	0.203	hoary
chilly	sadness	0.203	ਮਿਰਚ
sluggish	sadness	0.203	ਸੁਸਤ
yucky	sadness	0.203	ਯੂਕੀ
fat	sadness	0.203	ਚਰਬੀ
lower	sadness	0.203	ਘੱਟ
sprain	sadness	0.203	ਮੋਚ
chargeable	sadness	0.203	ਚਾਰਜਯੋਗ
arid	sadness	0.203	ਸੁੱਕਾ
wanting	sadness	0.202	ਚਾਹਵਾਨ
progression	sadness	0.201	ਤਰੱਕੀ
closure	sadness	0.195	ਬੰਦ
unbeaten	sadness	0.193	ਅਜੇਤੂ
rack	sadness	0.188	ਰੈਕ
halter	sadness	0.188	ਰੁਕਣਾ
rumor	sadness	0.188	ਅਫਵਾਹ
tease	sadness	0.188	ਛੇੜਛਾੜ
invalid	sadness	0.188	ਅਵੈਧ
cataract	sadness	0.188	ਮੋਤੀਆ
meh	sadness	0.188	meh
heartfelt	sadness	0.188	ਦਿਲੋਂ
retirement	sadness	0.188	ਸੇਵਾਮੁਕਤੀ
splitting	sadness	0.188	ਵੰਡਣਾ
interrupted	sadness	0.188	ਰੁਕਾਵਟ
oddity	sadness	0.188	ਅਜੀਬਤਾ
cold	sadness	0.188	ਠੰਡਾ
veal	sadness	0.188	ਵੀਲ
concerned	sadness	0.184	ਸਬੰਧਤ
sarcasm	sadness	0.181	ਵਿਅੰਗ
strip	sadness	0.179	ਪੱਟੀ
divided	sadness	0.172	ਵੰਡਿਆ
feeling	sadness	0.172	ਭਾਵਨਾ
overload	sadness	0.172	ਓਵਰਲੋਡ
sap	sadness	0.172	ਰਸ
memories	sadness	0.172	ਯਾਦਾਂ
esteem	sadness	0.172	ਸਨਮਾਨ
cupping	sadness	0.172	ਕਪਿੰਗ
eschew	sadness	0.172	ਬਚਣਾ
destination	sadness	0.170	ਮੰਜ਼ਿਲ
nosnow	sadness	0.169	ਬਰਫ਼
limited	sadness	0.167	ਸੀਮਿਤ
rain	sadness	0.163	ਮੀਂਹ
willful	sadness	0.160	ਜਾਣ-ਬੁੱਝ ਕੇ
untitled	sadness	0.157	ਬਿਨਾਂ ਸਿਰਲੇਖ
stint	sadness	0.156	ਕਾਰਜਕਾਲ
cross	sadness	0.156	ਪਾਰ
weeds	sadness	0.156	ਜੰਗਲੀ ਬੂਟੀ
pare	sadness	0.155	pare
snort	sadness	0.154	ਸੁੰਘਣਾ
procession	sadness	0.152	ਜਲੂਸ
inconsequential	sadness	0.152	ਬੇਲੋੜੀ
tax	sadness	0.142	ਟੈਕਸ
emo	sadness	0.141	emo
tolerate	sadness	0.141	ਬਰਦਾਸ਼ਤ
mug	sadness	0.141	ਮੱਗ
overpriced	sadness	0.141	ਵੱਧ ਕੀਮਤ ਵਾਲਾ
weight	sadness	0.141	ਭਾਰ
touchy	sadness	0.140	ਛੂਹਣ ਵਾਲਾ
kennel	sadness	0.130	kennel
grounded	sadness	0.130	ਆਧਾਰਿਤ
unpaid	sadness	0.125	ਅਦਾਇਗੀਸ਼ੁਦਾ
socialist	sadness	0.125	ਸਮਾਜਵਾਦੀ
meek	sadness	0.125	ਨਿਮਰ
clouds	sadness	0.125	ਬੱਦਲ
margin	sadness	0.125	ਹਾਸ਼ੀਏ
theocratic	sadness	0.125	ਧਰਮ ਸ਼ਾਸਤਰੀ
stillness	sadness	0.125	ਚੁੱਪ
sisterhood	sadness	0.125	ਭੈਣ-ਭਰਾ
terrific	sadness	0.125	ਸ਼ਾਨਦਾਰ
commemorate	sadness	0.125	ਯਾਦ ਕਰਨਾ
late	sadness	0.125	ਦੇਰ ਨਾਲ
default	sadness	0.121	ਡਿਫਾਲਟ
lace	sadness	0.118	ਕਿਨਾਰੀ
unpublished	sadness	0.116	ਅਣਪ੍ਰਕਾਸ਼ਿਤ
interested	sadness	0.114	ਦਿਲਚਸਪੀ
fortress	sadness	0.110	ਕਿਲ੍ਹਾ
lush	sadness	0.109	ਹਰੇ ਭਰੇ
harry	sadness	0.109	ਹੈਰੀ
ultimate	sadness	0.109	ਅੰਤਮ
priesthood	sadness	0.109	ਪੁਜਾਰੀ
orchestra	sadness	0.109	ਆਰਕੈਸਟਰਾ
rating	sadness	0.109	ਰੇਟਿੰਗ
fleece	sadness	0.109	ਉੱਨ
sanctify	sadness	0.108	ਪਵਿੱਤਰ ਕਰਨਾ
income	sadness	0.100	ਆਮਦਨ
winning	sadness	0.094	ਜਿੱਤ
boo	sadness	0.094	ਬੂ
quiet	sadness	0.094	ਸ਼ਾਂਤ
sonnet	sadness	0.094	ਸੋਨੇਟ
vainly	sadness	0.091	ਵਿਅਰਥ
hug	sadness	0.078	ਜੱਫੀ
opera	sadness	0.078	ਓਪੇਰਾ
humble	sadness	0.078	ਨਿਮਰ
hut	sadness	0.078	ਝੌਂਪੜੀ
ovation	sadness	0.078	ਤਾੜੀਆਂ
wet	sadness	0.078	ਗਿੱਲਾ
motivating	sadness	0.078	ਪ੍ਰੇਰਣਾ
treat	sadness	0.076	ਇਲਾਜ
hymn	sadness	0.064	ਭਜਨ
honest	sadness	0.062	ਇਮਾਨਦਾਰ
relics	sadness	0.061	ਅਵਸ਼ੇਸ਼
couch	sadness	0.060	ਸੋਫਾ
waffle	sadness	0.047	ਵਫ਼ਲ
shell	sadness	0.045	ਸ਼ੈੱਲ
musical	sadness	0.045	ਸੰਗੀਤਕ
savor	sadness	0.034	ਸੁਆਦ
napkin	sadness	0.031	ਰੁਮਾਲ
vote	sadness	0.031	ਵੋਟ
sing	sadness	0.017	ਗਾਓ
mother	sadness	0.016	ਮਾਂ
music	sadness	0.016	ਸੰਗੀਤ
nutritious	sadness	0.015	ਪੌਸ਼ਟਿਕ
lovely	sadness	0.009	ਪਿਆਰਾ
sweetheart	sadness	0.000	ਪਿਆਰੇ
romance	sadness	0.000	ਰੋਮਾਂਸ
liquor	sadness	0.000	ਸ਼ਰਾਬ
art	sadness	0.000	ਕਲਾ
surprise	surprise	0.930	ਹੈਰਾਨੀ
explode	surprise	0.906	ਵਿਸਫੋਟ
flabbergast	surprise	0.906	ਹੈਰਾਨਕੁੰਨ
explosion	surprise	0.898	ਧਮਾਕਾ
ambush	surprise	0.883	ਹਮਲਾ
explosive	surprise	0.883	ਵਿਸਫੋਟਕ
eruption	surprise	0.883	ਫਟਣਾ
surprisingly	surprise	0.875	ਹੈਰਾਨੀ ਦੀ ਗੱਲ ਹੈ
startle	surprise	0.875	ਹੈਰਾਨ
shockingly	surprise	0.875	ਹੈਰਾਨ ਕਰਨ ਨਾਲ
frighten	surprise	0.875	ਡਰਾਉਣਾ
surprised	surprise	0.867	ਹੈਰਾਨ
frightened	surprise	0.867	ਡਰੇ ਹੋਏ
surprising	surprise	0.867	ਹੈਰਾਨੀਜਨਕ
outburst	surprise	0.859	ਵਿਸਫੋਟ
thrilling	surprise	0.859	ਰੋਮਾਂਚਕ
miracle	surprise	0.859	ਚਮਤਕਾਰ
blast	surprise	0.852	ਧਮਾਕਾ
astonishingly	surprise	0.852	ਹੈਰਾਨੀਜਨਕ ਤੌਰ 'ਤੇ
alarm	surprise	0.852	ਅਲਾਰਮ
shock	surprise	0.844	ਸਦਮਾ
thunderstruck	surprise	0.844	ਗਰਜਿਆ
jolt	surprise	0.844	ਝਟਕਾ
dazzle	surprise	0.836	ਚਕਾਚੌਂਧ
bang	surprise	0.836	ਧਮਾਕਾ
catastrophe	surprise	0.836	ਤਬਾਹੀ
fright	surprise	0.836	ਡਰ
unexpectedly	surprise	0.836	ਅਚਾਨਕ
startling	surprise	0.828	ਹੈਰਾਨ ਕਰਨ ਵਾਲਾ
suddenly	surprise	0.828	ਅਚਾਨਕ
emergency	surprise	0.828	ਸੰਕਟਕਾਲੀਨ
bewilderment	surprise	0.828	ਬੇਚੈਨੀ
stunned	surprise	0.820	ਹੈਰਾਨ
astound	surprise	0.820	ਹੈਰਾਨ
jackpot	surprise	0.812	ਜੈਕਪਾਟ
earthquake	surprise	0.812	ਭੂਚਾਲ
disaster	surprise	0.812	ਆਫ਼ਤ
astonishment	surprise	0.805	ਹੈਰਾਨੀ
climax	surprise	0.805	ਕਲਾਈਮੈਕਸ
aghast	surprise	0.805	ਪਰੇਸ਼ਾਨ
astonish	surprise	0.805	ਹੈਰਾਨ
scare	surprise	0.797	ਡਰਾਉਣਾ
awestruck	surprise	0.797	ਹੈਰਾਨ
erupt	surprise	0.789	ਫਟਣਾ
bomb	surprise	0.789	ਬੰਬ
exclaim	surprise	0.789	ਚੀਕਣਾ
amazement	surprise	0.781	ਹੈਰਾਨੀ
abduction	surprise	0.773	ਅਗਵਾ
alarming	surprise	0.773	ਚਿੰਤਾਜਨਕ
detonate	surprise	0.773	ਧਮਾਕਾ
raid	surprise	0.773	ਛਾਪਾ
miraculous	surprise	0.773	ਚਮਤਕਾਰੀ
invade	surprise	0.773	ਹਮਲਾ
kidnap	surprise	0.766	ਅਗਵਾ
unpredictable	surprise	0.758	ਅਨੁਮਾਨਿਤ
stupefy	surprise	0.758	ਮੂਰਖ
dumfound	surprise	0.758	ਗੁੰਝਲਦਾਰ
overwhelming	surprise	0.758	ਬਹੁਤ ਜ਼ਿਆਦਾ
erratic	surprise	0.750	ਅਨਿਯਮਿਤ
unimaginable	surprise	0.750	ਕਲਪਨਾਯੋਗ
accident	surprise	0.750	ਦੁਰਘਟਨਾ
outrageous	surprise	0.750	ਅਪਮਾਨਜਨਕ
horror	surprise	0.742	ਡਰ
amaze	surprise	0.742	ਹੈਰਾਨ
blitz	surprise	0.742	ਬਲਿਟਜ਼
bewilder	surprise	0.742	ਹੈਰਾਨ
flinch	surprise	0.742	ਝਪਕਣਾ
petrify	surprise	0.742	petriify
wreck	surprise	0.742	ਤਬਾਹੀ
slaughter	surprise	0.742	ਕਤਲ
frenetic	surprise	0.734	ਜਨੂੰਨ
crash	surprise	0.734	ਕਰੈਸ਼
frantic	surprise	0.734	ਪਾਗਲ
stupefaction	surprise	0.734	ਮੂਰਖਤਾ
excitement	surprise	0.734	ਉਤੇਜਨਾ
riotous	surprise	0.727	ਦੰਗਾਕਾਰੀ
outcry	surprise	0.727	ਰੌਲਾ
vanished	surprise	0.727	ਗਾਇਬ
moonstruck	surprise	0.727	ਚੰਦਰਮਾ
sudden	surprise	0.727	ਅਚਾਨਕ
awe	surprise	0.719	ਹੈਰਾਨੀ
scream	surprise	0.719	ਚੀਕਣਾ
breathless	surprise	0.719	ਸਾਹ ਰਹਿਤ
sabotage	surprise	0.719	ਭੰਨਤੋੜ
shriek	surprise	0.719	ਚੀਕਣਾ
unanticipated	surprise	0.719	ਅਣਪਛਾਤੇ
bewildered	surprise	0.719	ਹੈਰਾਨ
manslaughter	surprise	0.719	ਕਤਲ
amazedness	surprise	0.719	ਹੈਰਾਨੀ
rupture	surprise	0.719	ਫਟਣਾ
unexpected	surprise	0.711	ਅਚਾਨਕ
electrify	surprise	0.711	ਬਿਜਲੀਕਰਨ
uncontrollable	surprise	0.711	ਬੇਕਾਬੂ
shot	surprise	0.711	ਗੋਲੀ
avalanche	surprise	0.711	ਬਰਫ਼ਬਾਰੀ
gasp	surprise	0.711	ਹਾਫ
stun	surprise	0.711	ਹੈਰਾਨ
slam	surprise	0.703	ਸਲੈਮ
abrupt	surprise	0.703	ਅਚਾਨਕ
intruder	surprise	0.703	ਘੁਸਪੈਠੀਏ
unforeseen	surprise	0.703	ਅਣਪਛਾਤੇ
suspense	surprise	0.703	ਸਸਪੈਂਸ
devastation	surprise	0.703	ਤਬਾਹੀ
surge	surprise	0.703	ਵਾਧਾ
excite	surprise	0.695	ਉਤੇਜਿਤ
dumfounder	surprise	0.695	dumfounder
yell	surprise	0.695	ਚੀਕਣਾ
unprecedented	surprise	0.695	ਬੇਮਿਸਾਲ
strike	surprise	0.695	ਹੜਤਾਲ
volatility	surprise	0.695	ਅਸਥਿਰਤਾ
urgent	surprise	0.695	ਜ਼ਰੂਰੀ
stab	surprise	0.695	ਛੁਰਾ
disturbance	surprise	0.688	ਗੜਬੜ
carnage	surprise	0.688	ਕਤਲੇਆਮ
incredible	surprise	0.688	ਸ਼ਾਨਦਾਰ
spectacular	surprise	0.688	ਸ਼ਾਨਦਾਰ
thrill	surprise	0.680	ਰੋਮਾਂਚ
recklessness	surprise	0.680	ਲਾਪਰਵਾਹੀ
clamor	surprise	0.680	ਰੌਲਾ
monstrous	surprise	0.680	ਰਾਖਸ਼
slap	surprise	0.680	ਥੱਪੜ
inexplicable	surprise	0.672	ਸਮਝ ਤੋਂ ਬਾਹਰ
terrorist	surprise	0.672	ਅੱਤਵਾਦੀ
exciting	surprise	0.672	ਰੋਮਾਂਚਕ
accidental	surprise	0.672	ਦੁਰਘਟਨਾ
accidentally	surprise	0.672	ਅਚਾਨਕ
striking	surprise	0.672	ਮਾਰੂ
captivate	surprise	0.672	ਮਨਮੋਹਕ
exhilaration	surprise	0.672	ਉਤਸ਼ਾਹ
topple	surprise	0.664	ਡਿੱਗਣਾ
dire	surprise	0.664	ਗੰਭੀਰ
revolution	surprise	0.664	ਇਨਕਲਾਬ
volcano	surprise	0.664	ਜੁਆਲਾਮੁਖੀ
freakish	surprise	0.664	ਅਜੀਬ
revolt	surprise	0.656	ਬਗਾਵਤ
bloodshed	surprise	0.656	ਖੂਨ-ਖਰਾਬਾ
sneak	surprise	0.656	ਛਿਪੇ
unspeakable	surprise	0.656	ਬੋਲਣਯੋਗ
incendiary	surprise	0.656	ਅੱਗ ਲਗਾਉਣ ਵਾਲਾ
epidemic	surprise	0.648	ਮਹਾਂਮਾਰੀ
violent	surprise	0.648	ਹਿੰਸਕ
disruption	surprise	0.648	ਵਿਘਨ
amazingly	surprise	0.648	ਹੈਰਾਨੀਜਨਕ
mutiny	surprise	0.648	ਬਗਾਵਤ
spellbound	surprise	0.648	ਜਾਦੂਗਰ
cyclone	surprise	0.648	ਚੱਕਰਵਾਤ
unsuspecting	surprise	0.648	ਸ਼ੱਕੀ
attacking	surprise	0.648	ਹਮਲਾ ਕਰਨਾ
unintended	surprise	0.648	ਅਣਇੱਛਤ
shout	surprise	0.641	ਚੀਕਣਾ
indescribable	surprise	0.641	ਵਰਣਨਯੋਗ
tumult	surprise	0.641	ਹੰਗਾਮਾ
improvisation	surprise	0.641	ਸੁਧਾਰ
wildfire	surprise	0.641	ਜੰਗਲ ਦੀ ਅੱਗ
excitation	surprise	0.641	ਉਤੇਜਨਾ
screech	surprise	0.641	ਚੀਕਣਾ
enthusiasm	surprise	0.641	ਉਤਸ਼ਾਹ
uncertain	surprise	0.633	ਅਨਿਸ਼ਚਿਤ
plunder	surprise	0.633	ਲੁੱਟ
gape	surprise	0.633	ਗੈਪ
treachery	surprise	0.633	ਧੋਖੇਬਾਜ਼ੀ
agape	surprise	0.633	agape
anomaly	surprise	0.633	ਅਸੰਗਤਤਾ
presto	surprise	0.633	presto
apparition	surprise	0.633	ਪ੍ਰਗਟ
wonderment	surprise	0.625	ਹੈਰਾਨੀ
slaughtering	surprise	0.625	ਕਤਲ
trick	surprise	0.625	ਚਾਲ
mystery	surprise	0.625	ਰਹੱਸ
murderous	surprise	0.625	ਕਾਤਲਾਨਾ
distress	surprise	0.625	ਤਕਲੀਫ਼
sorcery	surprise	0.625	ਜਾਦੂ
excited	surprise	0.625	ਉਤਸ਼ਾਹਿਤ
tempest	surprise	0.625	ਤੂਫਾਨ
urgency	surprise	0.625	ਜ਼ਰੂਰੀ
inimaginable	surprise	0.617	ਕਲਪਨਾਯੋਗ
intrusive	surprise	0.617	ਦਖਲਅੰਦਾਜ਼ੀ
quickness	surprise	0.617	ਤੇਜ਼ਤਾ
intense	surprise	0.617	ਤੀਬਰ
trickery	surprise	0.617	ਚਲਾਕੀ
vanish	surprise	0.617	ਗਾਇਬ
prank	surprise	0.617	ਮਜ਼ਾਕ
murder	surprise	0.617	ਕਤਲ
thief	surprise	0.609	ਚੋਰ
blindfold	surprise	0.609	ਅੱਖਾਂ 'ਤੇ ਪੱਟੀ ਬੰਨ੍ਹੀ
unstable	surprise	0.609	ਅਸਥਿਰ
strangle	surprise	0.609	ਗਲਾ ਘੁੱਟਣਾ
coup	surprise	0.609	ਤਖਤਾਪਲਟ
magical	surprise	0.609	ਜਾਦੂਈ
shatter	surprise	0.609	ਚਕਨਾਚੂਰ
splash	surprise	0.609	ਸਪਲੈਸ਼
stupor	surprise	0.602	ਮੂਰਖ
inconceivable	surprise	0.602	ਸਮਝ ਤੋਂ ਬਾਹਰ
betray	surprise	0.602	ਧੋਖਾ
defy	surprise	0.602	ਦਾ ਵਿਰੋਧ
jubilee	surprise	0.602	ਜੁਬਲੀ
assail	surprise	0.602	ਹਮਲਾ
deluge	surprise	0.602	ਹੜ੍ਹ
tackle	surprise	0.602	ਨਜਿੱਠਣਾ
monstrosity	surprise	0.594	ਭਿਆਨਕਤਾ
lightning	surprise	0.594	ਬਿਜਲੀ
stupendous	surprise	0.594	ਸ਼ਾਨਦਾਰ
shrill	surprise	0.594	ਤਿੱਖਾ
mishap	surprise	0.594	ਦੁਰਘਟਨਾ
alerts	surprise	0.594	ਚੇਤਾਵਨੀਆਂ
mysterious	surprise	0.586	ਰਹੱਸਮਈ
randomly	surprise	0.586	ਬੇਤਰਤੀਬੇ
wild	surprise	0.586	ਜੰਗਲੀ
deceit	surprise	0.586	ਧੋਖਾ
bonus	surprise	0.586	ਬੋਨਸ
pitfall	surprise	0.586	ਖਤਰਾ
uncanny	surprise	0.586	ਅਨੋਖਾ
wondrous	surprise	0.586	ਸ਼ਾਨਦਾਰ
premature	surprise	0.578	ਅਚਨਚੇਤੀ
stagger	surprise	0.578	ਹੈਰਾਨ
rejoicing	surprise	0.578	ਖੁਸ਼ੀ
godsend	surprise	0.578	ਦੇਵਤੇ
jubilant	surprise	0.578	ਖੁਸ਼ੀ
electric	surprise	0.578	ਬਿਜਲੀ
raving	surprise	0.578	raving
bizarre	surprise	0.578	ਅਜੀਬ
death	surprise	0.578	ਮੌਤ
fluke	surprise	0.578	ਫਲੂਕ
oddity	surprise	0.578	ਅਜੀਬਤਾ
dynamic	surprise	0.570	ਗਤੀਸ਼ੀਲ
dismay	surprise	0.570	ਨਿਰਾਸ਼ਾ
revenge	surprise	0.570	ਬਦਲਾ
nefarious	surprise	0.562	ਨਾਪਾਕ
fascinate	surprise	0.562	ਆਕਰਸ਼ਤ
jerk	surprise	0.562	ਝਟਕਾ
ecstatic	surprise	0.562	ਖੁਸ਼ਹਾਲ
reward	surprise	0.562	ਇਨਾਮ
uncover	surprise	0.562	ਬੇਨਕਾਬ
reappear	surprise	0.562	ਮੁੜ ਪ੍ਰਗਟ
zany	surprise	0.555	zany
whim	surprise	0.555	whim
thaumaturgy	surprise	0.555	thaumaturgy
conjure	surprise	0.555	ਜਾਦੂ ਕਰਨਾ
crescendo	surprise	0.555	ਕ੍ਰੇਸੈਂਡੋ
rescue	surprise	0.547	ਬਚਾਅ
daze	surprise	0.547	ਘਬਰਾਹਟ
heroism	surprise	0.547	ਬਹਾਦਰੀ
illuminate	surprise	0.547	ਰੋਸ਼ਨੀ
winner	surprise	0.547	ਜੇਤੂ
ejaculation	surprise	0.547	ejaculation
thwart	surprise	0.547	ਅਸਫਲ
rarity	surprise	0.547	ਦੁਰਲੱਭਤਾ
unbridled	surprise	0.547	ਬੇਲਗਾਮ
tantalizing	surprise	0.547	ਟੈਂਟਲਾਈਜ਼ਿੰਗ
punch	surprise	0.539	ਪੰਚ
cheer	surprise	0.539	ਖੁਸ਼ੀ
treason	surprise	0.539	ਦੇਸ਼ਧ੍ਰੋਹ
violation	surprise	0.539	ਉਲੰਘਣਾ
celebration	surprise	0.539	ਜਸ਼ਨ
illusion	surprise	0.539	ਭਰਮ
marvel	surprise	0.539	ਹੈਰਾਨੀ
lucky	surprise	0.539	ਖੁਸ਼ਕਿਸਮਤ
lunge	surprise	0.539	ਲੰਗ
interrupt	surprise	0.539	ਵਿਘਨ
insult	surprise	0.539	ਅਪਮਾਨ
concealed	surprise	0.531	ਛੁਪਿਆ
snag	surprise	0.531	snag
sensation	surprise	0.531	ਸਨਸਨੀ
banger	surprise	0.531	ਬੈਂਗਰ
fearfully	surprise	0.531	ਡਰਦੇ ਹੋਏ
affront	surprise	0.531	ਅਪਮਾਨ
jest	surprise	0.531	ਮਜ਼ਾਕ
undiscovered	surprise	0.523	ਅਣਡਿੱਠਾ
liberate	surprise	0.523	ਆਜ਼ਾਦ ਕਰਨਾ
veer	surprise	0.523	ਵੀਰ
abandonment	surprise	0.523	ਤਿਆਗ
immediacy	surprise	0.523	ਤਤਕਾਲਤਾ
improvise	surprise	0.523	ਸੁਧਾਰ
victimized	surprise	0.523	ਪੀੜਤ
scorpion	surprise	0.523	ਬਿੱਛੂ
majestic	surprise	0.523	ਸ਼ਾਨਦਾਰ
wonder	surprise	0.523	ਹੈਰਾਨ
rejoice	surprise	0.523	ਖੁਸ਼ੀ
tickle	surprise	0.516	ਗੁੰਦ
chance	surprise	0.516	ਮੌਕਾ
yelp	surprise	0.516	yelp
howl	surprise	0.516	ਚੀਕਣਾ
stealthily	surprise	0.516	ਚੋਰੀ-ਛਿਪੇ
unintentionally	surprise	0.508	ਅਣਜਾਣੇ ਵਿੱਚ
magnificent	surprise	0.508	ਸ਼ਾਨਦਾਰ
reflex	surprise	0.508	ਪ੍ਰਤੀਬਿੰਬ
garish	surprise	0.508	ਆਲੀਸ਼ਾਨ
transcendence	surprise	0.508	ਅੰਤਰ
rave	surprise	0.508	ਰੌਲਾ
luck	surprise	0.508	ਕਿਸਮਤ
swerve	surprise	0.508	ਘੁੰਮਣਾ
pop	surprise	0.508	ਪੌਪ
enliven	surprise	0.500	ਜੀਵਿਤ
slayer	surprise	0.500	ਕਾਤਲ
remarkable	surprise	0.500	ਕਮਾਲ ਦੇ
infrequent	surprise	0.500	ਬਹੁਤ ਘੱਟ
pang	surprise	0.500	ਦਰਦ
erotic	surprise	0.500	ਕਾਮੁਕ
misbehavior	surprise	0.500	ਦੁਰਵਿਹਾਰ
diversion	surprise	0.500	ਡਾਇਵਰਸ਼ਨ
heroic	surprise	0.500	ਬਹਾਦਰੀ
alertness	surprise	0.500	ਚੌਕਸੀ
marvelous	surprise	0.500	ਸ਼ਾਨਦਾਰ
fainting	surprise	0.500	ਬੇਹੋਸ਼ੀ
embarrassment	surprise	0.500	ਸ਼ਰਮਿੰਦਗੀ
nab	surprise	0.492	ਫੜੋ
birthday	surprise	0.492	ਜਨਮਦਿਨ
camouflage	surprise	0.492	ਛਲਾਵੇ
unutterable	surprise	0.492	ਨਾ ਬੋਲਣਯੋਗ
chimera	surprise	0.492	ਚਿਮੇਰਾ
trump	surprise	0.492	ਟਰੰਪ
decoy	surprise	0.492	ਵਿਗਾੜ
infarct	surprise	0.492	infarct
greatness	surprise	0.492	ਮਹਾਨਤਾ
exigent	surprise	0.492	ਲੋੜੀਂਦਾ
prick	surprise	0.484	ਚੁਭਣਾ
variable	surprise	0.484	ਵੇਰੀਏਬਲ
curiosity	surprise	0.484	ਉਤਸੁਕਤਾ
daemon	surprise	0.484	ਡੈਮਨ
inexpressible	surprise	0.484	ਵਰਣਨਯੋਗ
magician	surprise	0.484	ਜਾਦੂਗਰ
underestimate	surprise	0.484	ਘੱਟ ਅਨੁਮਾਨ
fanfare	surprise	0.484	ਧੂਮਧਾਮ
horde	surprise	0.484	ਭੀੜ
zeal	surprise	0.484	ਜੋਸ਼
incident	surprise	0.477	ਘਟਨਾ
illumination	surprise	0.477	ਪ੍ਰਕਾਸ਼
chicane	surprise	0.477	ਚਿਕਨ
sneeze	surprise	0.477	ਛਿੱਕ
subversive	surprise	0.477	ਵਿਨਾਸ਼ਕਾਰੀ
gawk	surprise	0.477	gawk
fortune	surprise	0.477	ਕਿਸਮਤ
strange	surprise	0.477	ਅਜੀਬ
dreadfully	surprise	0.477	ਡਰਾਉਣਾ
unguarded	surprise	0.477	ਬੇਪਰਵਾਹ
prowl	surprise	0.469	ਘੁੰਮਣਾ
reversal	surprise	0.469	ਉਲਟਾ
wizard	surprise	0.469	ਜਾਦੂਗਰ
rapid	surprise	0.469	ਤੇਜ਼
leery	surprise	0.469	ਲੀਰੀ
break	surprise	0.461	ਤੋੜ
slip	surprise	0.461	ਸਲਿੱਪ
divergent	surprise	0.461	ਵੱਖਰੇ
hilarious	surprise	0.461	ਪ੍ਰਸੰਨ
coincidence	surprise	0.461	ਇਤਫ਼ਾਕ
subito	surprise	0.461	subito
overestimate	surprise	0.453	ਬਹੁਤ ਜ਼ਿਆਦਾ ਅੰਦਾਜ਼ਾ ਲਗਾਉਣਾ
ordeal	surprise	0.453	ਅਜ਼ਮਾਇਸ਼
evanescence	surprise	0.453	ਅਲੋਪ ਹੋਣਾ
merriment	surprise	0.453	ਖੁਸ਼ੀ
raffle	surprise	0.453	ਰੈਫਲ
winning	surprise	0.453	ਜਿੱਤ
wonderful	surprise	0.453	ਸ਼ਾਨਦਾਰ
hoax	surprise	0.453	ਧੋਖਾ
confession	surprise	0.453	ਇਕਬਾਲ
splendid	surprise	0.445	ਸ਼ਾਨਦਾਰ
stound	surprise	0.445	ਖੜਾ
perchance	surprise	0.445	ਸੰਭਾਵਨਾ
excel	surprise	0.445	ਐਕਸਲ
enthusiast	surprise	0.445	ਉਤਸ਼ਾਹੀ
gambling	surprise	0.445	ਜੂਆ
feat	surprise	0.445	ਕਾਰਨਾਮਾ
laughter	surprise	0.445	ਹਾਸਾ
brighten	surprise	0.438	ਚਮਕਾਉਣਾ
unique	surprise	0.438	ਵਿਲੱਖਣ
senseless	surprise	0.438	ਬੇਸਮਝ
changeable	surprise	0.438	ਬਦਲਣਯੋਗ
splendor	surprise	0.438	ਸ਼ਾਨ
rapt	surprise	0.438	ਰੌਲਾ
unintentional	surprise	0.438	ਅਣਜਾਣੇ
fascination	surprise	0.430	ਮੋਹ
trepidation	surprise	0.430	ਘਬਰਾਹਟ
lawsuit	surprise	0.430	ਮੁਕੱਦਮੇ
gift	surprise	0.430	ਤੋਹਫ਼ਾ
stealthy	surprise	0.430	ਚੋਰੀ
fiesta	surprise	0.430	ਤਿਉਹਾਰ
intrigue	surprise	0.430	ਸਾਜ਼ਿਸ਼
delighted	surprise	0.430	ਖੁਸ਼ ਹੋਇਆ
judgment	surprise	0.422	ਨਿਰਣਾ
stealth	surprise	0.422	ਬਣਾਉਟੀ
enchant	surprise	0.422	ਮੋਹਿਤ
originality	surprise	0.422	ਮੌਲਿਕਤਾ
riddle	surprise	0.422	ਬੁਝਾਰਤ
quicksilver	surprise	0.422	ਤੇਜ਼ ਚਾਂਦੀ
illegitimate	surprise	0.414	ਨਾਜਾਇਜ਼
experiment	surprise	0.414	ਪ੍ਰਯੋਗ
elusive	surprise	0.414	ਧੋਖੇਬਾਜ਼
syncope	surprise	0.414	ਸਿੰਕੋਪ
liberation	surprise	0.414	ਮੁਕਤੀ
spirits	surprise	0.414	ਆਤਮਾਵਾਂ
perjury	surprise	0.414	ਝੂਠੀ ਗਵਾਹੀ
veracity	surprise	0.414	ਸੱਚਾਈ
parade	surprise	0.406	ਪਰੇਡ
applause	surprise	0.406	ਪ੍ਰਸੰਸਾ
inspired	surprise	0.406	ਪ੍ਰੇਰਿਤ
allure	surprise	0.406	ਲੁਭਾਉਣਾ
eager	surprise	0.406	ਉਤਸੁਕ
gambler	surprise	0.406	ਜੁਆਰੀ
fete	surprise	0.406	ਤਿਉਹਾਰ
divorce	surprise	0.398	ਤਲਾਕ
guess	surprise	0.398	ਅਨੁਮਾਨ
