English Word	Emotion	Emotion-Intensity-Score	Japanese Word
withdraw	sadness	0.375	撤退
rabid	sadness	0.375	猛烈な
oust	sadness	0.375	追放する
unattractive	sadness	0.373	魅力的でない
delay	sadness	0.373	遅れ
apologize	sadness	0.370	謝罪
crazy	sadness	0.368	クレイジー
bastard	sadness	0.366	子なし
deteriorated	sadness	0.365	劣化した
inter	sadness	0.364	インター
empty	sadness	0.364	空の
mocking	sadness	0.363	あざける
adder	sadness	0.361	加算器
misunderstanding	sadness	0.359	誤解
fuss	sadness	0.359	大騒ぎ
plaintive	sadness	0.359	哀れな
servile	sadness	0.359	卑屈な
obesity	sadness	0.359	肥満
disconnect	sadness	0.359	切断する
tremor	sadness	0.359	身震い
flounder	sadness	0.359	ヒラメ
defendant	sadness	0.359	被告
unable	sadness	0.359	できない
fainting	sadness	0.359	失神
unemployed	sadness	0.359	失業者
hunter	sadness	0.359	猟師
idiocy	sadness	0.359	白痴
corse	sadness	0.359	コース
inefficiency	sadness	0.359	非効率
lockup	sadness	0.359	閉じ込める
consecration	sadness	0.359	奉献
unsuccessful	sadness	0.359	不成功
arraignment	sadness	0.359	罪状認否
fruitless	sadness	0.359	無益な
numbness	sadness	0.359	しびれ
affront	sadness	0.359	侮辱
hindering	sadness	0.359	邪魔する
austere	sadness	0.359	質素な
unpopular	sadness	0.359	不人気
perpetrator	sadness	0.359	加害者
wrangling	sadness	0.359	口論
taunt	sadness	0.359	挑発する
doubt	sadness	0.359	疑問に思う
unrest	sadness	0.351	不安
intervention	sadness	0.348	介入
wimpy	sadness	0.348	弱虫
spoiler	sadness	0.348	ネタバレ
waste	sadness	0.348	廃棄物
absentee	sadness	0.348	不在者
flaw	sadness	0.347	欠陥
litigate	sadness	0.344	訴訟を起こす
blindly	sadness	0.344	やみくもに
militia	sadness	0.344	民兵
lawsuit	sadness	0.344	訴訟
uninvited	sadness	0.344	招待されていない
uninspired	sadness	0.344	刺激を受けていない
furrow	sadness	0.344	畝
cumbersome	sadness	0.344	面倒な
specter	sadness	0.344	亡霊
desert	sadness	0.344	荒野
lagging	sadness	0.344	遅れている
attenuation	sadness	0.344	減衰
forfeit	sadness	0.344	没収
plea	sadness	0.344	嘆願
thrash	sadness	0.344	スラッシュ
resigned	sadness	0.344	辞任した
detention	sadness	0.344	拘留
surgery	sadness	0.344	手術
intercede	sadness	0.344	仲裁する
stained	sadness	0.344	ステンド
unaccountable	sadness	0.339	説明のつかない
myopia	sadness	0.339	近視
mishap	sadness	0.338	事故
probation	sadness	0.336	保護観察
severance	sadness	0.333	切断
disagreeing	sadness	0.333	同意しない
unacknowledged	sadness	0.328	未承認
dependence	sadness	0.328	依存
unacceptable	sadness	0.328	容認できない
leave	sadness	0.328	離れる
bondage	sadness	0.328	ボンデージ
bacteria	sadness	0.328	バクテリア
sterile	sadness	0.328	無菌
adrift	sadness	0.328	漂流
endless	sadness	0.328	エンドレス
incompetent	sadness	0.328	無能
soreness	sadness	0.328	痛み
nether	sadness	0.328	ネザー
nepotism	sadness	0.328	縁故主義
squall	sadness	0.328	スコール
disallowed	sadness	0.328	許可されていない
scold	sadness	0.327	叱る
flaccid	sadness	0.324	弛緩
hobo	sadness	0.323	ホーボー
fragile	sadness	0.319	壊れやすい
stingy	sadness	0.319	ケチな
sue	sadness	0.318	訴える
scarcely	sadness	0.318	かろうじて
mistake	sadness	0.312	間違い
committal	sadness	0.312	コミットメント
nonsensical	sadness	0.312	無意味な
inhibit	sadness	0.312	阻害する
skid	sadness	0.312	スキッド
wan	sadness	0.312	ワン
defy	sadness	0.312	挑む
fatty	sadness	0.312	脂肪質
clouded	sadness	0.312	曇った
ulcer	sadness	0.312	潰瘍
nostalgia	sadness	0.312	懐かしさ
evanescence	sadness	0.312	エヴァネッセンス
hamstring	sadness	0.312	ハムストリングス
thresh	sadness	0.312	脱穀
conceal	sadness	0.311	隠す
blemish	sadness	0.310	傷
resisting	sadness	0.309	抵抗する
sympathetic	sadness	0.307	同情的な
bugaboo	sadness	0.304	バガブー
opium	sadness	0.303	あへん
confess	sadness	0.303	告白する
alas	sadness	0.302	悲しいかな
mislead	sadness	0.297	誤解を招く
suppress	sadness	0.297	抑える
inappropriate	sadness	0.297	不適切
discontinuity	sadness	0.297	不連続
wrinkled	sadness	0.297	しわのある
dull	sadness	0.297	鈍い
weak	sadness	0.297	弱い
halting	sadness	0.297	停止中
incompatible	sadness	0.297	非互換
migraine	sadness	0.297	片頭痛
subsidence	sadness	0.297	沈下
setback	sadness	0.297	挫折
toocold	sadness	0.297	寒すぎる
incase	sadness	0.297	万一に備えて
hermit	sadness	0.296	隠者
moving	sadness	0.295	動く
shrink	sadness	0.295	縮む
shiver	sadness	0.291	震える
constraint	sadness	0.288	制約
unimportant	sadness	0.288	重要でない
tramp	sadness	0.288	浮浪者
rubble	sadness	0.282	瓦礫
down	sadness	0.281	下
taint	sadness	0.281	汚染
flop	sadness	0.281	フロップ
wearily	sadness	0.281	疲れた
overdue	sadness	0.281	延滞
excluding	sadness	0.281	除外
confession	sadness	0.281	告白
grey	sadness	0.281	グレー
senseless	sadness	0.281	無意味
unseat	sadness	0.281	席を外す
remove	sadness	0.281	削除する
revoke	sadness	0.281	取り消す
shortage	sadness	0.281	不足
apathy	sadness	0.281	無関心
adverse	sadness	0.281	不利な
negro	sadness	0.281	黒人
timid	sadness	0.281	臆病
flinch	sadness	0.281	ひるむ
scrapie	sadness	0.281	スクレイピー
grumpy	sadness	0.281	不機嫌な
knell	sadness	0.275	ひざまずく
throb	sadness	0.273	ドキドキ
confusion	sadness	0.273	錯乱
soldier	sadness	0.273	兵隊
jurisprudence	sadness	0.273	法学
humbled	sadness	0.273	謙虚な
gray	sadness	0.269	グレー
lax	sadness	0.266	緩い
mixedemotions	sadness	0.266	複雑な心境
obstacle	sadness	0.266	障害
slur	sadness	0.266	スラー
unrealistic	sadness	0.266	非現実的な
drifted	sadness	0.266	漂流した
leaving	sadness	0.266	去る
shack	sadness	0.266	小屋
eternity	sadness	0.266	永遠
remiss	sadness	0.266	怠ける
inconvenient	sadness	0.263	不便
restrict	sadness	0.259	制限
misrepresentation	sadness	0.259	詐称
stagnant	sadness	0.259	停滞した
disservice	sadness	0.258	不利益
wilderness	sadness	0.255	荒野
nosun	sadness	0.255	ノスン
backwater	sadness	0.255	バックウォーター
tempest	sadness	0.250	嵐
pine	sadness	0.250	松
humbug	sadness	0.250	詐欺師
bang	sadness	0.250	強打
speculation	sadness	0.250	投機
labored	sadness	0.250	苦労した
incomplete	sadness	0.250	不完全な
gullible	sadness	0.250	だまされやすい
undying	sadness	0.250	不滅
anchorage	sadness	0.250	停泊地
unexplained	sadness	0.250	説明のつかない
error	sadness	0.250	エラー
wasteful	sadness	0.250	もったいない
communism	sadness	0.250	共産主義
uneducated	sadness	0.250	教育を受けていない
melodrama	sadness	0.242	メロドラマ
demonstrative	sadness	0.242	実証的な
rainyday	sadness	0.242	雨の日
necessity	sadness	0.236	必要性
boredom	sadness	0.235	退屈
foggy	sadness	0.234	霧
sentence	sadness	0.234	文
misty	sadness	0.234	霧深い
cancel	sadness	0.234	キャンセル
void	sadness	0.234	空所
cloudy	sadness	0.234	曇り
blockade	sadness	0.234	封鎖
pale	sadness	0.234	青白い
trash	sadness	0.234	ごみ
uninteresting	sadness	0.234	面白くない
hollow	sadness	0.234	中空
healing	sadness	0.234	癒し
depart	sadness	0.234	出発する
burke	sadness	0.234	バーク
warp	sadness	0.234	ワープ
case	sadness	0.228	場合
rainy	sadness	0.227	雨の
uninterested	sadness	0.223	無関心
onerous	sadness	0.223	面倒な
bottom	sadness	0.223	下
fasting	sadness	0.220	断食
boooo	sadness	0.219	ブーブー
dole	sadness	0.219	ドール
pious	sadness	0.219	敬虔な
indifference	sadness	0.219	無関心
coping	sadness	0.219	対処する
discolored	sadness	0.219	変色
thirst	sadness	0.219	渇き
blunder	sadness	0.219	大失敗
cocaine	sadness	0.218	コカイン
tough	sadness	0.212	タフ
revolution	sadness	0.203	革命
hoary	sadness	0.203	白髪
chilly	sadness	0.203	肌寒い
sluggish	sadness	0.203	鈍い
yucky	sadness	0.203	やばい
fat	sadness	0.203	太い
lower	sadness	0.203	低い
sprain	sadness	0.203	捻挫
chargeable	sadness	0.203	有料
arid	sadness	0.203	乾燥
wanting	sadness	0.202	欲しい
progression	sadness	0.201	進行
closure	sadness	0.195	閉鎖
unbeaten	sadness	0.193	無敗
rack	sadness	0.188	ラック
halter	sadness	0.188	ホルター
rumor	sadness	0.188	噂
tease	sadness	0.188	からかう
invalid	sadness	0.188	無効
cataract	sadness	0.188	白内障
meh	sadness	0.188	うーん
heartfelt	sadness	0.188	心から
retirement	sadness	0.188	退職
splitting	sadness	0.188	分割
interrupted	sadness	0.188	中断された
oddity	sadness	0.188	奇妙さ
cold	sadness	0.188	寒い
veal	sadness	0.188	子牛の肉
concerned	sadness	0.184	心配している
sarcasm	sadness	0.181	皮肉
strip	sadness	0.179	ストリップ
divided	sadness	0.172	分割された
feeling	sadness	0.172	フィーリング
overload	sadness	0.172	過負荷
sap	sadness	0.172	樹液
memories	sadness	0.172	思い出
esteem	sadness	0.172	尊敬する
cupping	sadness	0.172	カッピング
eschew	sadness	0.172	避ける
destination	sadness	0.170	行き先
nosnow	sadness	0.169	ノースノー
limited	sadness	0.167	限定
rain	sadness	0.163	雨
willful	sadness	0.160	わざと
untitled	sadness	0.157	無題
stint	sadness	0.156	スティント
cross	sadness	0.156	クロス
weeds	sadness	0.156	雑草
pare	sadness	0.155	パレ
snort	sadness	0.154	鼻を鳴らす
procession	sadness	0.152	行列
inconsequential	sadness	0.152	取るに足らない
tax	sadness	0.142	税
emo	sadness	0.141	エモ
tolerate	sadness	0.141	許容する
mug	sadness	0.141	マグ
overpriced	sadness	0.141	高値
weight	sadness	0.141	重さ
touchy	sadness	0.140	敏感
kennel	sadness	0.130	ケンネル
grounded	sadness	0.130	接地
unpaid	sadness	0.125	未払い
socialist	sadness	0.125	社会主義者
meek	sadness	0.125	おとなしい
clouds	sadness	0.125	雲
margin	sadness	0.125	マージン
theocratic	sadness	0.125	神権的な
stillness	sadness	0.125	静止
sisterhood	sadness	0.125	姉妹関係
terrific	sadness	0.125	素晴らしい
commemorate	sadness	0.125	記念する
late	sadness	0.125	遅い
default	sadness	0.121	デフォルト
lace	sadness	0.118	レース
unpublished	sadness	0.116	未発表
interested	sadness	0.114	興味がある
fortress	sadness	0.110	要塞
lush	sadness	0.109	青々とした
harry	sadness	0.109	ハリー
ultimate	sadness	0.109	究極
priesthood	sadness	0.109	神権
orchestra	sadness	0.109	オーケストラ
rating	sadness	0.109	評価
fleece	sadness	0.109	フリース
sanctify	sadness	0.108	聖別する
income	sadness	0.100	所得
winning	sadness	0.094	勝利
boo	sadness	0.094	ブー
quiet	sadness	0.094	静かな
sonnet	sadness	0.094	ソネット
vainly	sadness	0.091	無駄に
hug	sadness	0.078	抱擁
opera	sadness	0.078	オペラ
humble	sadness	0.078	謙虚
hut	sadness	0.078	小屋
ovation	sadness	0.078	拍手喝采
wet	sadness	0.078	濡れた
motivating	sadness	0.078	やる気を起こさせる
treat	sadness	0.076	扱う
hymn	sadness	0.064	賛美歌
honest	sadness	0.062	本音
relics	sadness	0.061	遺物
couch	sadness	0.060	ソファー
waffle	sadness	0.047	ワッフル
shell	sadness	0.045	シェル
musical	sadness	0.045	ミュージカル
savor	sadness	0.034	味わう
napkin	sadness	0.031	ナプキン
vote	sadness	0.031	投票
sing	sadness	0.017	歌う
mother	sadness	0.016	母親
music	sadness	0.016	音楽
nutritious	sadness	0.015	栄養価の高い
lovely	sadness	0.009	素晴らしい
sweetheart	sadness	0.000	恋人
romance	sadness	0.000	ロマンス
liquor	sadness	0.000	お酒
art	sadness	0.000	美術
surprise	surprise	0.930	サプライズ
explode	surprise	0.906	爆発する
flabbergast	surprise	0.906	フラバーガスト
explosion	surprise	0.898	爆発
ambush	surprise	0.883	待ち伏せ
explosive	surprise	0.883	爆発物
eruption	surprise	0.883	噴火
surprisingly	surprise	0.875	驚くほど
startle	surprise	0.875	驚愕
shockingly	surprise	0.875	ゾッとするほど
frighten	surprise	0.875	怖がらせる
surprised	surprise	0.867	驚いた
frightened	surprise	0.867	恐ろしかった
surprising	surprise	0.867	驚くべき
outburst	surprise	0.859	爆発
thrilling	surprise	0.859	スリリング
miracle	surprise	0.859	奇跡
blast	surprise	0.852	爆発
astonishingly	surprise	0.852	驚くほど
alarm	surprise	0.852	警報
shock	surprise	0.844	ショック
thunderstruck	surprise	0.844	落雷
jolt	surprise	0.844	衝撃
dazzle	surprise	0.836	眩惑する
bang	surprise	0.836	強打
catastrophe	surprise	0.836	大惨事
fright	surprise	0.836	怖じけ
unexpectedly	surprise	0.836	意外と
startling	surprise	0.828	驚くべき
suddenly	surprise	0.828	突然
emergency	surprise	0.828	緊急
bewilderment	surprise	0.828	当惑
stunned	surprise	0.820	唖然
astound	surprise	0.820	驚いた
jackpot	surprise	0.812	ジャックポット
earthquake	surprise	0.812	地震
disaster	surprise	0.812	災害
astonishment	surprise	0.805	驚き
climax	surprise	0.805	クライマックス
aghast	surprise	0.805	びっくり
astonish	surprise	0.805	驚かす
scare	surprise	0.797	怖がらせる
awestruck	surprise	0.797	畏敬の念
erupt	surprise	0.789	噴火する
bomb	surprise	0.789	爆弾
exclaim	surprise	0.789	叫ぶ
amazement	surprise	0.781	驚き
abduction	surprise	0.773	拉致
alarming	surprise	0.773	憂慮すべき
detonate	surprise	0.773	爆轟させる
raid	surprise	0.773	襲撃
miraculous	surprise	0.773	奇跡的な
invade	surprise	0.773	侵入する
kidnap	surprise	0.766	誘拐
unpredictable	surprise	0.758	予測不可能な
stupefy	surprise	0.758	呆れる
dumfound	surprise	0.758	唖然
overwhelming	surprise	0.758	圧倒的
erratic	surprise	0.750	不安定
unimaginable	surprise	0.750	想像を絶する
accident	surprise	0.750	事件
outrageous	surprise	0.750	とんでもない
horror	surprise	0.742	ホラー
amaze	surprise	0.742	驚く
blitz	surprise	0.742	ブリッツ
bewilder	surprise	0.742	当惑する
flinch	surprise	0.742	ひるむ
petrify	surprise	0.742	石化する
wreck	surprise	0.742	大破
slaughter	surprise	0.742	虐殺
frenetic	surprise	0.734	熱狂的な
crash	surprise	0.734	クラッシュ
frantic	surprise	0.734	必死の
stupefaction	surprise	0.734	茫然自失
excitement	surprise	0.734	興奮
riotous	surprise	0.727	騒々しい
outcry	surprise	0.727	抗議する
vanished	surprise	0.727	消えた
moonstruck	surprise	0.727	ムーンストライク
sudden	surprise	0.727	突然
awe	surprise	0.719	畏敬の念
scream	surprise	0.719	悲鳴
breathless	surprise	0.719	息ができない
sabotage	surprise	0.719	破壊工作
shriek	surprise	0.719	悲鳴
unanticipated	surprise	0.719	予期せぬ
bewildered	surprise	0.719	うろたえる
manslaughter	surprise	0.719	過失致死
amazedness	surprise	0.719	驚愕
rupture	surprise	0.719	破裂
unexpected	surprise	0.711	予期しない
electrify	surprise	0.711	電化する
uncontrollable	surprise	0.711	制御不能
shot	surprise	0.711	ショット
avalanche	surprise	0.711	雪崩
gasp	surprise	0.711	あえぎ
stun	surprise	0.711	気絶
slam	surprise	0.703	スラム
abrupt	surprise	0.703	突然
intruder	surprise	0.703	侵入者
unforeseen	surprise	0.703	予期せぬ
suspense	surprise	0.703	サスペンス
devastation	surprise	0.703	荒廃
surge	surprise	0.703	うねり
excite	surprise	0.695	エキサイト
dumfounder	surprise	0.695	愚か者
yell	surprise	0.695	エール
unprecedented	surprise	0.695	前例のない
strike	surprise	0.695	攻撃
volatility	surprise	0.695	ボラティリティ
urgent	surprise	0.695	急
stab	surprise	0.695	刺す
disturbance	surprise	0.688	妨害
carnage	surprise	0.688	大虐殺
incredible	surprise	0.688	信じられない
spectacular	surprise	0.688	壮大な
thrill	surprise	0.680	スリル
recklessness	surprise	0.680	無謀
clamor	surprise	0.680	喧騒
monstrous	surprise	0.680	巨大な
slap	surprise	0.680	平手打ち
inexplicable	surprise	0.672	不可解
terrorist	surprise	0.672	テロリスト
exciting	surprise	0.672	エキサイティング
accidental	surprise	0.672	偶発的な
accidentally	surprise	0.672	うっかり
striking	surprise	0.672	印象的な
captivate	surprise	0.672	魅了する
exhilaration	surprise	0.672	爽快感
topple	surprise	0.664	倒れる
dire	surprise	0.664	悲惨な
revolution	surprise	0.664	革命
volcano	surprise	0.664	火山
freakish	surprise	0.664	気紛れな
revolt	surprise	0.656	反乱
bloodshed	surprise	0.656	流血
sneak	surprise	0.656	こっそり
unspeakable	surprise	0.656	言葉にできない
incendiary	surprise	0.656	焼夷弾
epidemic	surprise	0.648	伝染病
violent	surprise	0.648	暴力的な
disruption	surprise	0.648	混乱
amazingly	surprise	0.648	驚くほど
mutiny	surprise	0.648	反乱
spellbound	surprise	0.648	魔法にかけられた
cyclone	surprise	0.648	サイクロン
unsuspecting	surprise	0.648	疑いを持たない
attacking	surprise	0.648	攻撃
unintended	surprise	0.648	意図しない
shout	surprise	0.641	叫ぶ
indescribable	surprise	0.641	筆舌に尽くしがたい
tumult	surprise	0.641	騒動
improvisation	surprise	0.641	即興
wildfire	surprise	0.641	山火事
excitation	surprise	0.641	励起
screech	surprise	0.641	金切り声
enthusiasm	surprise	0.641	熱意
uncertain	surprise	0.633	不確実
plunder	surprise	0.633	略奪
gape	surprise	0.633	ギャップ
treachery	surprise	0.633	裏切り
agape	surprise	0.633	アガペー
anomaly	surprise	0.633	異常
presto	surprise	0.633	プレスト
apparition	surprise	0.633	幻影
wonderment	surprise	0.625	不思議
slaughtering	surprise	0.625	屠殺
trick	surprise	0.625	騙す
mystery	surprise	0.625	神秘
murderous	surprise	0.625	殺人的な
distress	surprise	0.625	苦痛
sorcery	surprise	0.625	魔術
excited	surprise	0.625	興奮した
tempest	surprise	0.625	嵐
urgency	surprise	0.625	緊急
inimaginable	surprise	0.617	想像を絶する
intrusive	surprise	0.617	押し付けがましい
quickness	surprise	0.617	素早さ
intense	surprise	0.617	集中
trickery	surprise	0.617	策略
vanish	surprise	0.617	消える
prank	surprise	0.617	いたずら
murder	surprise	0.617	殺人
thief	surprise	0.609	泥棒
blindfold	surprise	0.609	目隠し
unstable	surprise	0.609	不安定
strangle	surprise	0.609	絞め殺す
coup	surprise	0.609	クーデター
magical	surprise	0.609	魔法の
shatter	surprise	0.609	粉々になる
splash	surprise	0.609	しぶき
stupor	surprise	0.602	昏迷
inconceivable	surprise	0.602	想像を絶する
betray	surprise	0.602	裏切る
defy	surprise	0.602	挑む
jubilee	surprise	0.602	ジュビリー
assail	surprise	0.602	襲う
deluge	surprise	0.602	大洪水
tackle	surprise	0.602	タックル
monstrosity	surprise	0.594	怪物
lightning	surprise	0.594	雷
stupendous	surprise	0.594	途方もない
shrill	surprise	0.594	甲高い
mishap	surprise	0.594	事故
alerts	surprise	0.594	アラート
mysterious	surprise	0.586	神秘的な
randomly	surprise	0.586	無作為に
wild	surprise	0.586	野生
deceit	surprise	0.586	欺瞞
bonus	surprise	0.586	ボーナス
pitfall	surprise	0.586	落とし穴
uncanny	surprise	0.586	不気味な
wondrous	surprise	0.586	素晴らしき
premature	surprise	0.578	時期尚早
stagger	surprise	0.578	よろめく
rejoicing	surprise	0.578	喜び
godsend	surprise	0.578	天の恵み
jubilant	surprise	0.578	歓喜
electric	surprise	0.578	電気の
raving	surprise	0.578	絶賛
bizarre	surprise	0.578	奇妙な
death	surprise	0.578	死
fluke	surprise	0.578	まぐれ
oddity	surprise	0.578	奇妙さ
dynamic	surprise	0.570	動的
dismay	surprise	0.570	落胆
revenge	surprise	0.570	復讐
nefarious	surprise	0.562	邪悪な
fascinate	surprise	0.562	魅了する
jerk	surprise	0.562	ぴくぴく動く
ecstatic	surprise	0.562	夢中の
reward	surprise	0.562	褒美
uncover	surprise	0.562	明らかにする
reappear	surprise	0.562	再び現れる
zany	surprise	0.555	おどけた
whim	surprise	0.555	気まぐれ
thaumaturgy	surprise	0.555	奇跡論
conjure	surprise	0.555	想起させる
crescendo	surprise	0.555	クレッシェンド
rescue	surprise	0.547	救援
daze	surprise	0.547	ぼんやりする
heroism	surprise	0.547	ヒロイズム
illuminate	surprise	0.547	を明らかにする
winner	surprise	0.547	勝者
ejaculation	surprise	0.547	射精
thwart	surprise	0.547	阻止する
rarity	surprise	0.547	希少性
unbridled	surprise	0.547	束縛されない
tantalizing	surprise	0.547	食欲をそそる
punch	surprise	0.539	パンチ
cheer	surprise	0.539	元気づける
treason	surprise	0.539	反逆
violation	surprise	0.539	違反
celebration	surprise	0.539	お祝い
illusion	surprise	0.539	錯覚
marvel	surprise	0.539	マーベル
lucky	surprise	0.539	ラッキー
lunge	surprise	0.539	ランジ
interrupt	surprise	0.539	割り込み
insult	surprise	0.539	侮辱
concealed	surprise	0.531	隠した
snag	surprise	0.531	ひっかかり
sensation	surprise	0.531	感覚
banger	surprise	0.531	バンガー
fearfully	surprise	0.531	恐る恐る
affront	surprise	0.531	侮辱
jest	surprise	0.531	冗談
undiscovered	surprise	0.523	未発見
liberate	surprise	0.523	解放する
veer	surprise	0.523	向きを変える
abandonment	surprise	0.523	放棄
immediacy	surprise	0.523	即時性
improvise	surprise	0.523	即興
victimized	surprise	0.523	犠牲になった
scorpion	surprise	0.523	サソリ
majestic	surprise	0.523	雄大な
wonder	surprise	0.523	不思議
rejoice	surprise	0.523	喜ぶ
tickle	surprise	0.516	くすぐる
chance	surprise	0.516	機会
yelp	surprise	0.516	怒鳴る
howl	surprise	0.516	遠吠え
stealthily	surprise	0.516	こっそり
unintentionally	surprise	0.508	意図せず
magnificent	surprise	0.508	壮大
reflex	surprise	0.508	反射
garish	surprise	0.508	派手な
transcendence	surprise	0.508	超越
rave	surprise	0.508	絶賛
luck	surprise	0.508	幸運
swerve	surprise	0.508	それる
pop	surprise	0.508	ポップ
enliven	surprise	0.500	活気づける
slayer	surprise	0.500	スレイヤー
remarkable	surprise	0.500	顕著
infrequent	surprise	0.500	まれな
pang	surprise	0.500	パンパン
erotic	surprise	0.500	エロチック
misbehavior	surprise	0.500	不正行為
diversion	surprise	0.500	転用
heroic	surprise	0.500	ヒロイック
alertness	surprise	0.500	覚醒
marvelous	surprise	0.500	素晴らしい
fainting	surprise	0.500	失神
embarrassment	surprise	0.500	恥ずかしさ
nab	surprise	0.492	ナブ
birthday	surprise	0.492	誕生日
camouflage	surprise	0.492	迷彩
unutterable	surprise	0.492	言葉にできない
chimera	surprise	0.492	キメラ
trump	surprise	0.492	トランプ
decoy	surprise	0.492	デコイ
infarct	surprise	0.492	梗塞
greatness	surprise	0.492	偉大
exigent	surprise	0.492	緊急
prick	surprise	0.484	刺します
variable	surprise	0.484	変数
curiosity	surprise	0.484	好奇心
daemon	surprise	0.484	デーモン
inexpressible	surprise	0.484	言い表せない
magician	surprise	0.484	マジシャン
underestimate	surprise	0.484	過小評価する
fanfare	surprise	0.484	ファンファーレ
horde	surprise	0.484	大群
zeal	surprise	0.484	熱意
incident	surprise	0.477	インシデント
illumination	surprise	0.477	イルミネーション
chicane	surprise	0.477	シケイン
sneeze	surprise	0.477	くしゃみ
subversive	surprise	0.477	破壊的な
gawk	surprise	0.477	ガウク
fortune	surprise	0.477	運
strange	surprise	0.477	変
dreadfully	surprise	0.477	ひどく
unguarded	surprise	0.477	無防備な
prowl	surprise	0.469	徘徊
reversal	surprise	0.469	反転
wizard	surprise	0.469	ウィザード
rapid	surprise	0.469	急速
leery	surprise	0.469	不機嫌
break	surprise	0.461	壊す
slip	surprise	0.461	スリップ
divergent	surprise	0.461	発散
hilarious	surprise	0.461	陽気な
coincidence	surprise	0.461	一致
subito	surprise	0.461	すびと
overestimate	surprise	0.453	過大評価する
ordeal	surprise	0.453	試練
evanescence	surprise	0.453	エヴァネッセンス
merriment	surprise	0.453	楽しい
raffle	surprise	0.453	抽選
winning	surprise	0.453	勝利
wonderful	surprise	0.453	素晴らしい
hoax	surprise	0.453	でっち上げ
confession	surprise	0.453	告白
splendid	surprise	0.445	素晴らしい
stound	surprise	0.445	立った
perchance	surprise	0.445	ひょっとしたら
excel	surprise	0.445	エクセル
enthusiast	surprise	0.445	愛好家
gambling	surprise	0.445	ギャンブル
feat	surprise	0.445	偉業
laughter	surprise	0.445	笑い
brighten	surprise	0.438	明るくする
unique	surprise	0.438	個性的
senseless	surprise	0.438	無意味
changeable	surprise	0.438	変更可能
splendor	surprise	0.438	素晴らしさ
rapt	surprise	0.438	激怒
unintentional	surprise	0.438	意図しない
fascination	surprise	0.430	魅力
trepidation	surprise	0.430	おびえ
lawsuit	surprise	0.430	訴訟
gift	surprise	0.430	贈り物
stealthy	surprise	0.430	ステルス
fiesta	surprise	0.430	フィエスタ
intrigue	surprise	0.430	陰謀
delighted	surprise	0.430	喜んで
judgment	surprise	0.422	判定
stealth	surprise	0.422	ステルス
enchant	surprise	0.422	エンチャント
originality	surprise	0.422	独創
riddle	surprise	0.422	謎
quicksilver	surprise	0.422	水銀
illegitimate	surprise	0.414	違法な
experiment	surprise	0.414	実験
elusive	surprise	0.414	とらえどころのない
syncope	surprise	0.414	失神
liberation	surprise	0.414	解放
spirits	surprise	0.414	精霊
perjury	surprise	0.414	偽証
veracity	surprise	0.414	真実
parade	surprise	0.406	パレード
applause	surprise	0.406	拍手
inspired	surprise	0.406	インスパイヤされた
allure	surprise	0.406	魅力
eager	surprise	0.406	熱心
gambler	surprise	0.406	ギャンブラー
fete	surprise	0.406	フェテ
divorce	surprise	0.398	離婚
guess	surprise	0.398	推測してみて
princely	surprise	0.398	王子様
burlesque	surprise	0.398	バーレスク
secrecy	surprise	0.398	秘密
incontinence	surprise	0.391	失禁
peri	surprise	0.391	ペリ
cheerful	surprise	0.391	陽気な
hermaphrodite	surprise	0.391	雌雄同体
supremacy	surprise	0.391	覇権
aspiration	surprise	0.391	願望
buck	surprise	0.383	バック
lose	surprise	0.383	失う
cadaver	surprise	0.383	死体
crowning	surprise	0.383	クラウニング
praiseworthy	surprise	0.383	称賛に値する
inheritance	surprise	0.383	継承
score	surprise	0.383	スコア
gulp	surprise	0.375	ゴクゴク
camouflaged	surprise	0.375	カモフラージュ
advance	surprise	0.375	前進
succeed	surprise	0.375	成功した
frisky	surprise	0.375	陽気な
mystic	surprise	0.375	神秘的な
compliment	surprise	0.375	褒め言葉
hope	surprise	0.367	望み
joker	surprise	0.367	ジョーカー
sparkle	surprise	0.367	輝く
excavation	surprise	0.367	発掘
sensual	surprise	0.367	官能的な
entertainment	surprise	0.359	エンターテイメント
feeling	surprise	0.359	フィーリング
modify	surprise	0.352	変更
blessings	surprise	0.352	祝福
newcomer	surprise	0.352	新人
obit	surprise	0.352	オビット
postponement	surprise	0.352	延期
award	surprise	0.352	アワード
clown	surprise	0.352	ピエロ
highest	surprise	0.344	最高
hero	surprise	0.344	ヒーロー
glorify	surprise	0.344	賛美する
proficiency	surprise	0.344	習熟度
start	surprise	0.344	始める
wonderfully	surprise	0.344	見事に
celebrity	surprise	0.344	有名人
rekindle	surprise	0.336	再燃させる
optimism	surprise	0.336	楽観
sanctify	surprise	0.336	聖別する
unbeaten	surprise	0.336	無敗
prodigious	surprise	0.336	驚異的な
grin	surprise	0.336	ニヤニヤ
memorable	surprise	0.336	記憶に残る
warned	surprise	0.336	警告した
dissolution	surprise	0.336	解散
hypertrophy	surprise	0.328	肥大
admiration	surprise	0.328	感嘆
examination	surprise	0.320	検査
angel	surprise	0.320	天使
present	surprise	0.320	現在
catch	surprise	0.320	キャッチ
hap	surprise	0.320	ハプ
saint	surprise	0.312	聖人
embrace	surprise	0.312	擁する
flirt	surprise	0.312	浮気する
puma	surprise	0.312	プーマ
kiss	surprise	0.312	接吻
liberty	surprise	0.312	自由
scrimmage	surprise	0.312	スクリメージ
