English Word	Emotion	Emotion-Intensity-Score	Haitian-Creole Word
descent	sadness	0.377	desandans
funk	sadness	0.375	funk
wasting	sadness	0.375	gaspiye
overcast	sadness	0.375	nwaj
exhaustion	sadness	0.375	fatig
inferior	sadness	0.375	enferyè
disqualify	sadness	0.375	diskalifye
sympathy	sadness	0.375	senpati
prostitution	sadness	0.375	pwostitisyon
dispel	sadness	0.375	disparèt
slump	sadness	0.375	glisman
scar	sadness	0.375	mak
goodbye	sadness	0.375	orevwa
landslide	sadness	0.375	glisman teren
inconsiderate	sadness	0.375	enkonsidere
parting	sadness	0.375	separe
blackness	sadness	0.375	nwar
murky	sadness	0.375	twoub
noncompliance	sadness	0.375	non-konpliyans
sucks	sadness	0.375	souse
withdraw	sadness	0.375	retire
rabid	sadness	0.375	anraje
oust	sadness	0.375	chase
unattractive	sadness	0.373	dezagreyab
delay	sadness	0.373	reta
apologize	sadness	0.370	mande padon
crazy	sadness	0.368	fou
bastard	sadness	0.366	bastard
deteriorated	sadness	0.365	deteryore
inter	sadness	0.364	entèr
empty	sadness	0.364	vid
mocking	sadness	0.363	betiz
adder	sadness	0.361	vipère
misunderstanding	sadness	0.359	enkonpreyansyon
fuss	sadness	0.359	meli melo
plaintive	sadness	0.359	plenyen
servile	sadness	0.359	sèvil
obesity	sadness	0.359	obezite
disconnect	sadness	0.359	dekonekte
tremor	sadness	0.359	tranbleman
flounder	sadness	0.359	flet
defendant	sadness	0.359	akize
unable	sadness	0.359	pa kapab
fainting	sadness	0.359	endispoze
unemployed	sadness	0.359	pap travay
hunter	sadness	0.359	chasè
idiocy	sadness	0.359	moun sòt
corse	sadness	0.359	kors
inefficiency	sadness	0.359	inefikasite
lockup	sadness	0.359	fèmen
consecration	sadness	0.359	konsekrasyon
unsuccessful	sadness	0.359	san siksè
arraignment	sadness	0.359	akizasyon
fruitless	sadness	0.359	san rezilta
numbness	sadness	0.359	pèt sansasyon
affront	sadness	0.359	afwont
hindering	sadness	0.359	anpeche
austere	sadness	0.359	sevè
unpopular	sadness	0.359	enpopilè
perpetrator	sadness	0.359	otè krim
wrangling	sadness	0.359	diskisyon
taunt	sadness	0.359	fawouche
doubt	sadness	0.359	dout
unrest	sadness	0.351	ajitasyon
intervention	sadness	0.348	entèvansyon
wimpy	sadness	0.348	wimpy
spoiler	sadness	0.348	spoiler
waste	sadness	0.348	fatra
absentee	sadness	0.348	absan
flaw	sadness	0.347	defo
litigate	sadness	0.344	litige
blindly	sadness	0.344	avèg
militia	sadness	0.344	milisyen
lawsuit	sadness	0.344	pwosè
uninvited	sadness	0.344	san envite
uninspired	sadness	0.344	san enspire
furrow	sadness	0.344	siyon
cumbersome	sadness	0.344	ankonbran
specter	sadness	0.344	spectre
desert	sadness	0.344	dezè
lagging	sadness	0.344	lagging
attenuation	sadness	0.344	atténuation
forfeit	sadness	0.344	pèdi
plea	sadness	0.344	lapriyè
thrash	sadness	0.344	thrash
resigned	sadness	0.344	demisyone
detention	sadness	0.344	detansyon
surgery	sadness	0.344	operasyon
intercede	sadness	0.344	lapriyè
stained	sadness	0.344	tache
unaccountable	sadness	0.339	san kont
myopia	sadness	0.339	myopya
mishap	sadness	0.338	malè
probation	sadness	0.336	pwobasyon
severance	sadness	0.333	separasyon
disagreeing	sadness	0.333	pa dakò
unacknowledged	sadness	0.328	pa rekonèt
dependence	sadness	0.328	depandans
unacceptable	sadness	0.328	inakseptab
leave	sadness	0.328	kite
bondage	sadness	0.328	esklavaj
bacteria	sadness	0.328	bakteri
sterile	sadness	0.328	esteril
adrift	sadness	0.328	derive
endless	sadness	0.328	kontinuèl
incompetent	sadness	0.328	enkonpetan
soreness	sadness	0.328	fè mal
nether	sadness	0.328	nether
nepotism	sadness	0.328	nepotism
squall	sadness	0.328	gwo lapenn
disallowed	sadness	0.328	anile
scold	sadness	0.327	reprimande
flaccid	sadness	0.324	flask
hobo	sadness	0.323	vagabon
fragile	sadness	0.319	frajil
stingy	sadness	0.319	chich
sue	sadness	0.318	lajistis
scarcely	sadness	0.318	apenn
mistake	sadness	0.312	erè
committal	sadness	0.312	angajman
nonsensical	sadness	0.312	san sans
inhibit	sadness	0.312	anpeche
skid	sadness	0.312	glise
wan	sadness	0.312	wan
defy	sadness	0.312	defye
fatty	sadness	0.312	gra
clouded	sadness	0.312	nwaj
ulcer	sadness	0.312	ilsè
nostalgia	sadness	0.312	nostalji
evanescence	sadness	0.312	evanesans
hamstring	sadness	0.312	andikape
thresh	sadness	0.312	bat
conceal	sadness	0.311	kache
blemish	sadness	0.310	defo
resisting	sadness	0.309	reziste
sympathetic	sadness	0.307	senpatik
bugaboo	sadness	0.304	bugaboo
opium	sadness	0.303	opyòm
confess	sadness	0.303	konfese
alas	sadness	0.302	Ay
mislead	sadness	0.297	twonpe
suppress	sadness	0.297	siprime
inappropriate	sadness	0.297	pa apwopriye
discontinuity	sadness	0.297	diskontinuite
wrinkled	sadness	0.297	rid
dull	sadness	0.297	mat
weak	sadness	0.297	fèb
halting	sadness	0.297	kanpe
incompatible	sadness	0.297	enkonpatib
migraine	sadness	0.297	migrèn
subsidence	sadness	0.297	sibsidasyon
setback	sadness	0.297	revers
toocold	sadness	0.297	twò frèt
incase	sadness	0.297	incase
hermit	sadness	0.296	èrmit
moving	sadness	0.295	k ap deplase
shrink	sadness	0.295	retresi
shiver	sadness	0.291	tranble
constraint	sadness	0.288	kontrent
unimportant	sadness	0.288	san enpòtans
tramp	sadness	0.288	vagabon
rubble	sadness	0.282	dekonb
down	sadness	0.281	desann
taint	sadness	0.281	tach
flop	sadness	0.281	flop
wearily	sadness	0.281	bouke
overdue	sadness	0.281	anreta
excluding	sadness	0.281	eksepte
confession	sadness	0.281	konfesyon
grey	sadness	0.281	gri
senseless	sadness	0.281	san sans
unseat	sadness	0.281	dechouke
remove	sadness	0.281	retire
revoke	sadness	0.281	revoke
shortage	sadness	0.281	mank
apathy	sadness	0.281	apati
adverse	sadness	0.281	negatif
negro	sadness	0.281	nègès
timid	sadness	0.281	timid
flinch	sadness	0.281	tranble
scrapie	sadness	0.281	scrapie
grumpy	sadness	0.281	mosad
knell	sadness	0.275	sonnen
throb	sadness	0.273	bat
confusion	sadness	0.273	konfizyon
soldier	sadness	0.273	sòlda
jurisprudence	sadness	0.273	jurisprudence
humbled	sadness	0.273	imilye
gray	sadness	0.269	gri
lax	sadness	0.266	laks
mixedemotions	sadness	0.266	emosyon melanje
obstacle	sadness	0.266	obstak
slur	sadness	0.266	sal
unrealistic	sadness	0.266	ireyèl
drifted	sadness	0.266	derive
leaving	sadness	0.266	kite
shack	sadness	0.266	ti kay
eternity	sadness	0.266	letènite
remiss	sadness	0.266	neglijans
inconvenient	sadness	0.263	enkonvenyan
restrict	sadness	0.259	mete restriksyon sou
misrepresentation	sadness	0.259	defòmasyon
stagnant	sadness	0.259	kowonpi
disservice	sadness	0.258	move sèvis
wilderness	sadness	0.255	dezè
nosun	sadness	0.255	nosun
backwater	sadness	0.255	backwater
tempest	sadness	0.250	tanpèt
pine	sadness	0.250	pine
humbug	sadness	0.250	enbesil
bang	sadness	0.250	bang
speculation	sadness	0.250	espekilasyon
labored	sadness	0.250	travay
incomplete	sadness	0.250	enkonplè
gullible	sadness	0.250	krèy
undying	sadness	0.250	p'ap mouri
anchorage	sadness	0.250	anchorage
unexplained	sadness	0.250	san esplike
error	sadness	0.250	erè
wasteful	sadness	0.250	gaspiyaj
communism	sadness	0.250	kominis
uneducated	sadness	0.250	san edikasyon
melodrama	sadness	0.242	melodram
demonstrative	sadness	0.242	demonstrasyon
rainyday	sadness	0.242	jou lapli
necessity	sadness	0.236	nesesite
boredom	sadness	0.235	annwi
foggy	sadness	0.234	bwouya
sentence	sadness	0.234	fraz
misty	sadness	0.234	misty
cancel	sadness	0.234	anile
void	sadness	0.234	anile
cloudy	sadness	0.234	twoub
blockade	sadness	0.234	blokaj
pale	sadness	0.234	pal
trash	sadness	0.234	fatra
uninteresting	sadness	0.234	san enterè
hollow	sadness	0.234	kre
healing	sadness	0.234	gerizon
depart	sadness	0.234	pati
burke	sadness	0.234	burke
warp	sadness	0.234	chèn
case	sadness	0.228	ka
rainy	sadness	0.227	lapli
uninterested	sadness	0.223	pa enterese
onerous	sadness	0.223	onèr
bottom	sadness	0.223	anba
fasting	sadness	0.220	jèn
boooo	sadness	0.219	boooo
dole	sadness	0.219	dole
pious	sadness	0.219	relijyeu
indifference	sadness	0.219	endiferans
coping	sadness	0.219	siviv
discolored	sadness	0.219	dekolore
thirst	sadness	0.219	swaf dlo
blunder	sadness	0.219	malè
cocaine	sadness	0.218	kokayin
tough	sadness	0.212	difisil
revolution	sadness	0.203	revolisyon
hoary	sadness	0.203	chè
chilly	sadness	0.203	frwa
sluggish	sadness	0.203	paresseux
yucky	sadness	0.203	mechan
fat	sadness	0.203	grès
lower	sadness	0.203	pi ba
sprain	sadness	0.203	lukse
chargeable	sadness	0.203	chaje
arid	sadness	0.203	arid
wanting	sadness	0.202	vle
progression	sadness	0.201	pwogresyon
closure	sadness	0.195	fèmti
unbeaten	sadness	0.193	envenku
rack	sadness	0.188	etajè
halter	sadness	0.188	halter
rumor	sadness	0.188	rimè
tease	sadness	0.188	toumante
invalid	sadness	0.188	envalid
cataract	sadness	0.188	katarak
meh	sadness	0.188	meh
heartfelt	sadness	0.188	sensè
retirement	sadness	0.188	retrèt
splitting	sadness	0.188	fann
interrupted	sadness	0.188	entèwonp
oddity	sadness	0.188	etranj
cold	sadness	0.188	frèt
veal	sadness	0.188	ti bèf
concerned	sadness	0.184	konsène
sarcasm	sadness	0.181	sarkasm
strip	sadness	0.179	retire rad sou ou
divided	sadness	0.172	divize
feeling	sadness	0.172	santi
overload	sadness	0.172	surcharge
sap	sadness	0.172	sèv
memories	sadness	0.172	memwa
esteem	sadness	0.172	estim
cupping	sadness	0.172	ventouse
eschew	sadness	0.172	evite
destination	sadness	0.170	destinasyon
nosnow	sadness	0.169	nosnow
limited	sadness	0.167	limite
rain	sadness	0.163	lapli
willful	sadness	0.160	volontè
untitled	sadness	0.157	san tit
stint	sadness	0.156	ti tan
cross	sadness	0.156	kwa
weeds	sadness	0.156	move zèb
pare	sadness	0.155	pare
snort	sadness	0.154	ronfle
procession	sadness	0.152	pwosesyon
inconsequential	sadness	0.152	enkonsekan
tax	sadness	0.142	taks
emo	sadness	0.141	emo
tolerate	sadness	0.141	tolere
mug	sadness	0.141	tas
overpriced	sadness	0.141	chè
weight	sadness	0.141	pwa
touchy	sadness	0.140	touche
kennel	sadness	0.130	nich
grounded	sadness	0.130	chita
unpaid	sadness	0.125	ki poko peye
socialist	sadness	0.125	sosyalis
meek	sadness	0.125	dou
clouds	sadness	0.125	nwaj
margin	sadness	0.125	maj
theocratic	sadness	0.125	teyokratik
stillness	sadness	0.125	silans
sisterhood	sadness	0.125	sè
terrific	sadness	0.125	formidable
commemorate	sadness	0.125	komemore
late	sadness	0.125	an reta
default	sadness	0.121	default
lace	sadness	0.118	dantèl
unpublished	sadness	0.116	ki pa pibliye
interested	sadness	0.114	enterese
fortress	sadness	0.110	fò
lush	sadness	0.109	Fertile
harry	sadness	0.109	Harry
ultimate	sadness	0.109	ultim
priesthood	sadness	0.109	prètriz
orchestra	sadness	0.109	òkès
rating	sadness	0.109	evalyasyon
fleece	sadness	0.109	polaire
sanctify	sadness	0.108	sanktifye
income	sadness	0.100	revni
winning	sadness	0.094	genyen
boo	sadness	0.094	boo
quiet	sadness	0.094	trankil
sonnet	sadness	0.094	sonèt
vainly	sadness	0.091	anven
hug	sadness	0.078	akolad
opera	sadness	0.078	opera
humble	sadness	0.078	enb
hut	sadness	0.078	joupa
ovation	sadness	0.078	ovasyon
wet	sadness	0.078	mouye
motivating	sadness	0.078	motivasyon
treat	sadness	0.076	trete
hymn	sadness	0.064	kantik
honest	sadness	0.062	onèt
relics	sadness	0.061	rlik
couch	sadness	0.060	kanape
waffle	sadness	0.047	gofr
shell	sadness	0.045	kokiy
musical	sadness	0.045	mizikal
savor	sadness	0.034	gou
napkin	sadness	0.031	sèvyèt
vote	sadness	0.031	vote
sing	sadness	0.017	chante
mother	sadness	0.016	manman
music	sadness	0.016	Mizik
nutritious	sadness	0.015	nourisan
lovely	sadness	0.009	bèl
sweetheart	sadness	0.000	cheri
romance	sadness	0.000	romans
liquor	sadness	0.000	likè
art	sadness	0.000	atizay
surprise	surprise	0.930	sipriz
explode	surprise	0.906	eksploze
flabbergast	surprise	0.906	flabbergast
explosion	surprise	0.898	eksplozyon
ambush	surprise	0.883	anbiskad
explosive	surprise	0.883	eksplozif
eruption	surprise	0.883	eripsyon
surprisingly	surprise	0.875	etonan
startle	surprise	0.875	sezi
shockingly	surprise	0.875	chokan
frighten	surprise	0.875	fè pè
surprised	surprise	0.867	sezi
frightened	surprise	0.867	pè
surprising	surprise	0.867	etone
outburst	surprise	0.859	eklate
thrilling	surprise	0.859	sezisman
miracle	surprise	0.859	mirak
blast	surprise	0.852	eksplozyon
astonishingly	surprise	0.852	etonan
alarm	surprise	0.852	alam
shock	surprise	0.844	chòk
thunderstruck	surprise	0.844	loraj
jolt	surprise	0.844	sekou
dazzle	surprise	0.836	avegle
bang	surprise	0.836	bang
catastrophe	surprise	0.836	katastwòf
fright	surprise	0.836	laperèz
unexpectedly	surprise	0.836	san atann
startling	surprise	0.828	sezisman
suddenly	surprise	0.828	toudenkou
emergency	surprise	0.828	ijans
bewilderment	surprise	0.828	dezòd
stunned	surprise	0.820	etoudi
astound	surprise	0.820	etone
jackpot	surprise	0.812	jackpot
earthquake	surprise	0.812	tranbleman tè
disaster	surprise	0.812	dezas
astonishment	surprise	0.805	sezi
climax	surprise	0.805	pi gwo pwen
aghast	surprise	0.805	sezi
astonish	surprise	0.805	etone
scare	surprise	0.797	fè pè
awestruck	surprise	0.797	sezi
erupt	surprise	0.789	eklate
bomb	surprise	0.789	bonm
exclaim	surprise	0.789	kriye
amazement	surprise	0.781	sezi
abduction	surprise	0.773	anlèvman
alarming	surprise	0.773	alarmant
detonate	surprise	0.773	eklate
raid	surprise	0.773	atak
miraculous	surprise	0.773	mirak
invade	surprise	0.773	anvayi
kidnap	surprise	0.766	kidnape
unpredictable	surprise	0.758	enprevizib
stupefy	surprise	0.758	enbesil
dumfound	surprise	0.758	enbesil
overwhelming	surprise	0.758	akablan
erratic	surprise	0.750	iregilye
unimaginable	surprise	0.750	inimajinabl
accident	surprise	0.750	aksidan
outrageous	surprise	0.750	ekzòbitan
horror	surprise	0.742	laterè
amaze	surprise	0.742	sezi
blitz	surprise	0.742	blitz
bewilder	surprise	0.742	dezòd
flinch	surprise	0.742	tranble
petrify	surprise	0.742	petrifye
wreck	surprise	0.742	epav
slaughter	surprise	0.742	labatwa
frenetic	surprise	0.734	frenetik
crash	surprise	0.734	aksidan
frantic	surprise	0.734	éfréné
stupefaction	surprise	0.734	stupefaction
excitement	surprise	0.734	eksitasyon
riotous	surprise	0.727	dezòd
outcry	surprise	0.727	kriye
vanished	surprise	0.727	disparèt
moonstruck	surprise	0.727	lalin
sudden	surprise	0.727	toudenkou
awe	surprise	0.719	tranble
scream	surprise	0.719	rèl
breathless	surprise	0.719	san souf
sabotage	surprise	0.719	sabotaj
shriek	surprise	0.719	rèl
unanticipated	surprise	0.719	san prevwa
bewildered	surprise	0.719	sezi
manslaughter	surprise	0.719	touye moun
amazedness	surprise	0.719	sezi
rupture	surprise	0.719	rupture
unexpected	surprise	0.711	inatandi
electrify	surprise	0.711	elektrisite
uncontrollable	surprise	0.711	enkontwolab
shot	surprise	0.711	tire
avalanche	surprise	0.711	lavalas
gasp	surprise	0.711	soufle
stun	surprise	0.711	toudi
slam	surprise	0.703	slam
abrupt	surprise	0.703	brid sou kou
intruder	surprise	0.703	entrigan
unforeseen	surprise	0.703	enprevi
suspense	surprise	0.703	sispens
devastation	surprise	0.703	devastasyon
surge	surprise	0.703	vag
excite	surprise	0.695	eksite
dumfounder	surprise	0.695	dumfounder
yell	surprise	0.695	rele
unprecedented	surprise	0.695	san parèy
strike	surprise	0.695	grèv
volatility	surprise	0.695	volatilité
urgent	surprise	0.695	ijan
stab	surprise	0.695	kout kouto
disturbance	surprise	0.688	twoub
carnage	surprise	0.688	masnay
incredible	surprise	0.688	enkwayab
spectacular	surprise	0.688	espektakilè
thrill	surprise	0.680	frison
recklessness	surprise	0.680	ensousyan
clamor	surprise	0.680	clameur
monstrous	surprise	0.680	kolosal
slap	surprise	0.680	kalòt
inexplicable	surprise	0.672	ineksplikab
terrorist	surprise	0.672	teworis
exciting	surprise	0.672	eksitan
accidental	surprise	0.672	aksidan
accidentally	surprise	0.672	aksidantèlman
striking	surprise	0.672	frape
captivate	surprise	0.672	kaptive
exhilaration	surprise	0.672	eksitasyon
topple	surprise	0.664	ranvèse
dire	surprise	0.664	tèt chaje
revolution	surprise	0.664	revolisyon
volcano	surprise	0.664	vòlkan
freakish	surprise	0.664	freakish
revolt	surprise	0.656	revòlt
bloodshed	surprise	0.656	san koule
sneak	surprise	0.656	fofile
unspeakable	surprise	0.656	enkondibl
incendiary	surprise	0.656	ensandyè
epidemic	surprise	0.648	trapan
violent	surprise	0.648	vyolan
disruption	surprise	0.648	dezòd
amazingly	surprise	0.648	etonan
mutiny	surprise	0.648	revòlt
spellbound	surprise	0.648	eple
cyclone	surprise	0.648	siklòn
unsuspecting	surprise	0.648	san mefyans
attacking	surprise	0.648	atake
unintended	surprise	0.648	san entansyonèl
shout	surprise	0.641	rele byen fò
indescribable	surprise	0.641	endèskriptibl
tumult	surprise	0.641	tumult
improvisation	surprise	0.641	enpwovizasyon
wildfire	surprise	0.641	dife sovaj
excitation	surprise	0.641	eksitasyon
screech	surprise	0.641	kriye
enthusiasm	surprise	0.641	antouzyasm
uncertain	surprise	0.633	ensèten
plunder	surprise	0.633	piye
gape	surprise	0.633	gape
treachery	surprise	0.633	trayizon
agape	surprise	0.633	agape
anomaly	surprise	0.633	anomali
presto	surprise	0.633	presto
apparition	surprise	0.633	aparisyon
wonderment	surprise	0.625	sezi
slaughtering	surprise	0.625	abataj
trick	surprise	0.625	jwe fent
mystery	surprise	0.625	mistè
murderous	surprise	0.625	ansasen
distress	surprise	0.625	detrès
sorcery	surprise	0.625	maji
excited	surprise	0.625	eksite
tempest	surprise	0.625	tanpèt
urgency	surprise	0.625	ijans
inimaginable	surprise	0.617	inimaginab
intrusive	surprise	0.617	pèsistan
quickness	surprise	0.617	rapidite
intense	surprise	0.617	entans
trickery	surprise	0.617	riz
vanish	surprise	0.617	disparèt
prank	surprise	0.617	prank
murder	surprise	0.617	touye moun
thief	surprise	0.609	vòlè
blindfold	surprise	0.609	je
unstable	surprise	0.609	enstab
strangle	surprise	0.609	trangle
coup	surprise	0.609	koudeta
magical	surprise	0.609	majik
shatter	surprise	0.609	kraze brize
splash	surprise	0.609	pwojeksyon
stupor	surprise	0.602	stupèr
inconceivable	surprise	0.602	enkonseyab
betray	surprise	0.602	trayi
defy	surprise	0.602	defye
jubilee	surprise	0.602	rejwisans
assail	surprise	0.602	atake
deluge	surprise	0.602	delij
tackle	surprise	0.602	atake
monstrosity	surprise	0.594	monstruozite
lightning	surprise	0.594	zèklè
stupendous	surprise	0.594	estrawòdinè
shrill	surprise	0.594	strid
mishap	surprise	0.594	malè
alerts	surprise	0.594	alèt
mysterious	surprise	0.586	misterye
randomly	surprise	0.586	owaza
wild	surprise	0.586	sovaj
deceit	surprise	0.586	twonpe
bonus	surprise	0.586	bonis
pitfall	surprise	0.586	pyèj
uncanny	surprise	0.586	etranj
wondrous	surprise	0.586	mèveye
premature	surprise	0.578	twò bonè
stagger	surprise	0.578	echeye
rejoicing	surprise	0.578	rejwi
godsend	surprise	0.578	obèn
jubilant	surprise	0.578	rejwisans
electric	surprise	0.578	elektrik
raving	surprise	0.578	divagasyon
bizarre	surprise	0.578	ra
death	surprise	0.578	lanmò
fluke	surprise	0.578	fluke
oddity	surprise	0.578	etranj
dynamic	surprise	0.570	dinamik
dismay	surprise	0.570	dekouraje
revenge	surprise	0.570	revanj
nefarious	surprise	0.562	malfezan
fascinate	surprise	0.562	kaptive
jerk	surprise	0.562	embesil
ecstatic	surprise	0.562	ekstaz
reward	surprise	0.562	rekonpans
uncover	surprise	0.562	dekouvwi
reappear	surprise	0.562	reparèt
zany	surprise	0.555	zany
whim	surprise	0.555	kapris
thaumaturgy	surprise	0.555	taumaturji
conjure	surprise	0.555	evoke
crescendo	surprise	0.555	crescendo
rescue	surprise	0.547	sekou
daze	surprise	0.547	etourdi
heroism	surprise	0.547	ewoyis
illuminate	surprise	0.547	eklere
winner	surprise	0.547	gayan
ejaculation	surprise	0.547	ejakulasyon
thwart	surprise	0.547	antrave
rarity	surprise	0.547	rar
unbridled	surprise	0.547	san fren
tantalizing	surprise	0.547	tantalizing
punch	surprise	0.539	kout pyen
cheer	surprise	0.539	aplodi
treason	surprise	0.539	trayizon
violation	surprise	0.539	vyolasyon
celebration	surprise	0.539	selebrasyon
illusion	surprise	0.539	ilizyon
marvel	surprise	0.539	sezi
lucky	surprise	0.539	chans
lunge	surprise	0.539	lonje
interrupt	surprise	0.539	entèwonp
insult	surprise	0.539	joure
concealed	surprise	0.531	kache
snag	surprise	0.531	dechire
sensation	surprise	0.531	sansasyon
banger	surprise	0.531	banger
fearfully	surprise	0.531	laperèz
affront	surprise	0.531	afwont
jest	surprise	0.531	plezant
undiscovered	surprise	0.523	dekouvwi
liberate	surprise	0.523	libere
veer	surprise	0.523	vire
abandonment	surprise	0.523	abandon
immediacy	surprise	0.523	imedyat
improvise	surprise	0.523	enpwovize
victimized	surprise	0.523	viktimize
scorpion	surprise	0.523	eskòpyon
majestic	surprise	0.523	majeste
wonder	surprise	0.523	sezi
rejoice	surprise	0.523	fè kè nou kontan
tickle	surprise	0.516	chatouye
chance	surprise	0.516	chans
yelp	surprise	0.516	yelp
howl	surprise	0.516	kriye
stealthily	surprise	0.516	enfiltrasyon
unintentionally	surprise	0.508	san entansyonèl
magnificent	surprise	0.508	manyifik
reflex	surprise	0.508	reflèks
garish	surprise	0.508	griyan
transcendence	surprise	0.508	transandans
rave	surprise	0.508	rave
luck	surprise	0.508	chans
swerve	surprise	0.508	vire
pop	surprise	0.508	pòp
enliven	surprise	0.500	anime
slayer	surprise	0.500	tuye
remarkable	surprise	0.500	remakab
infrequent	surprise	0.500	raman
pang	surprise	0.500	pang
erotic	surprise	0.500	erotik
misbehavior	surprise	0.500	move konpòtman
diversion	surprise	0.500	reyabilitasyon
heroic	surprise	0.500	ewoyik
alertness	surprise	0.500	vijilans
marvelous	surprise	0.500	mèveye
fainting	surprise	0.500	endispoze
embarrassment	surprise	0.500	anbarasman
nab	surprise	0.492	nab
birthday	surprise	0.492	anivèsè nesans
camouflage	surprise	0.492	kamouflaj
unutterable	surprise	0.492	endispansab
chimera	surprise	0.492	chimè
trump	surprise	0.492	trump
decoy	surprise	0.492	dekourajman
infarct	surprise	0.492	enfaktis
greatness	surprise	0.492	grandè
exigent	surprise	0.492	egzijan
prick	surprise	0.484	pike
variable	surprise	0.484	varyab
curiosity	surprise	0.484	kiryozite
daemon	surprise	0.484	demon
inexpressible	surprise	0.484	inexprimable
magician	surprise	0.484	majisyen
underestimate	surprise	0.484	souzestime
fanfare	surprise	0.484	fanfare
horde	surprise	0.484	ord
zeal	surprise	0.484	zèl
incident	surprise	0.477	ensidan
illumination	surprise	0.477	ekleraj
chicane	surprise	0.477	chicane
sneeze	surprise	0.477	etènye
subversive	surprise	0.477	sibvèsif
gawk	surprise	0.477	gawk
fortune	surprise	0.477	fòtin
strange	surprise	0.477	etranj
dreadfully	surprise	0.477	terib
unguarded	surprise	0.477	san veye
prowl	surprise	0.469	prowl
reversal	surprise	0.469	ranvèse
wizard	surprise	0.469	sòsye
rapid	surprise	0.469	rapid
leery	surprise	0.469	mechan
break	surprise	0.461	kraze
slip	surprise	0.461	glise
divergent	surprise	0.461	divèjan
hilarious	surprise	0.461	komik
coincidence	surprise	0.461	konyensidans
subito	surprise	0.461	imedyatman
overestimate	surprise	0.453	overestimate
ordeal	surprise	0.453	apwè move moman
evanescence	surprise	0.453	evanesans
merriment	surprise	0.453	kontantman
raffle	surprise	0.453	raf
winning	surprise	0.453	genyen
wonderful	surprise	0.453	bèl bagay
hoax	surprise	0.453	fo
confession	surprise	0.453	konfesyon
splendid	surprise	0.445	sipè
stound	surprise	0.445	kanpe
perchance	surprise	0.445	petèt
excel	surprise	0.445	briye
enthusiast	surprise	0.445	antouzyast
gambling	surprise	0.445	jwèt aza
feat	surprise	0.445	feat
laughter	surprise	0.445	ri
brighten	surprise	0.438	eklere
unique	surprise	0.438	inik
senseless	surprise	0.438	san sans
changeable	surprise	0.438	chanjan
splendor	surprise	0.438	bèl
rapt	surprise	0.438	rapte
unintentional	surprise	0.438	envolontè
fascination	surprise	0.430	fasinasyon
trepidation	surprise	0.430	laperèz
lawsuit	surprise	0.430	pwosè
gift	surprise	0.430	kado
stealthy	surprise	0.430	furtif
fiesta	surprise	0.430	fiesta
intrigue	surprise	0.430	entrige
delighted	surprise	0.430	kontan
judgment	surprise	0.422	jijman
stealth	surprise	0.422	enfiltrasyon
enchant	surprise	0.422	anchante
originality	surprise	0.422	orijinalite
riddle	surprise	0.422	devinèt
quicksilver	surprise	0.422	quicksilver
illegitimate	surprise	0.414	ilejitim
experiment	surprise	0.414	eksperyans
elusive	surprise	0.414	flotant
syncope	surprise	0.414	senkop
liberation	surprise	0.414	liberasyon
spirits	surprise	0.414	lespri
perjury	surprise	0.414	fo temwayaj
veracity	surprise	0.414	verasite
parade	surprise	0.406	parad
applause	surprise	0.406	aplodisman
inspired	surprise	0.406	enspire
allure	surprise	0.406	atiran
eager	surprise	0.406	anvi
gambler	surprise	0.406	jwè aza
fete	surprise	0.406	fete
divorce	surprise	0.398	divòs
guess	surprise	0.398	devine
princely	surprise	0.398	chèf
burlesque	surprise	0.398	burlesque
secrecy	surprise	0.398	sekrè
incontinence	surprise	0.391	enkonvenyans
peri	surprise	0.391	peri
cheerful	surprise	0.391	kè kontan
hermaphrodite	surprise	0.391	èmafrodit
supremacy	surprise	0.391	sipremasi
aspiration	surprise	0.391	aspirasyon
buck	surprise	0.383	bouk
lose	surprise	0.383	pèdi
cadaver	surprise	0.383	kadav
crowning	surprise	0.383	kouwone
praiseworthy	surprise	0.383	louanj
inheritance	surprise	0.383	eritaj
score	surprise	0.383	nòt
gulp	surprise	0.375	gòje
camouflaged	surprise	0.375	kamouflay
advance	surprise	0.375	avanse
succeed	surprise	0.375	reyisi
frisky	surprise	0.375	friyan
mystic	surprise	0.375	mistik
compliment	surprise	0.375	konpliman
hope	surprise	0.367	espwa
joker	surprise	0.367	djokè
sparkle	surprise	0.367	klere
excavation	surprise	0.367	fouyman
sensual	surprise	0.367	sansyèl
entertainment	surprise	0.359	amizman
feeling	surprise	0.359	santi
modify	surprise	0.352	modifye
blessings	surprise	0.352	benediksyon
newcomer	surprise	0.352	fèk vini
obit	surprise	0.352	obit
postponement	surprise	0.352	ranvwa
award	surprise	0.352	prim
clown	surprise	0.352	kloun
highest	surprise	0.344	pi wo
hero	surprise	0.344	ewo
glorify	surprise	0.344	fè lwanj
proficiency	surprise	0.344	konpetans
start	surprise	0.344	kòmanse
wonderfully	surprise	0.344	bèl bagay
celebrity	surprise	0.344	selebrite
rekindle	surprise	0.336	reviv
optimism	surprise	0.336	optimis
sanctify	surprise	0.336	sanktifye
unbeaten	surprise	0.336	envenku
prodigious	surprise	0.336	prodijye
grin	surprise	0.336	griyen
memorable	surprise	0.336	memorab
warned	surprise	0.336	te avèti
dissolution	surprise	0.336	yap divòse
hypertrophy	surprise	0.328	ipètrofi
admiration	surprise	0.328	admirasyon
