English Word	Emotion	Emotion-Intensity-Score	Urdu Word
improvisation	surprise	0.641	اصلاح
wildfire	surprise	0.641	جنگل کی آگ
excitation	surprise	0.641	جوش
screech	surprise	0.641	چیخ
enthusiasm	surprise	0.641	جوش
uncertain	surprise	0.633	غیر یقینی
plunder	surprise	0.633	لوٹ مار
gape	surprise	0.633	گیپ
treachery	surprise	0.633	غداری
agape	surprise	0.633	agape
anomaly	surprise	0.633	بے ضابطگی
presto	surprise	0.633	presto
apparition	surprise	0.633	ظاہری شکل
wonderment	surprise	0.625	حیرت
slaughtering	surprise	0.625	ذبح
trick	surprise	0.625	چال
mystery	surprise	0.625	اسرار
murderous	surprise	0.625	قاتل
distress	surprise	0.625	تکلیف
sorcery	surprise	0.625	جادو
excited	surprise	0.625	بہت پرجوش
tempest	surprise	0.625	طوفان
urgency	surprise	0.625	عجلت
inimaginable	surprise	0.617	ناقابل تصور
intrusive	surprise	0.617	دخل اندازی کرنے والا
quickness	surprise	0.617	جلدی
intense	surprise	0.617	شدید
trickery	surprise	0.617	فریب کاری
vanish	surprise	0.617	غائب
prank	surprise	0.617	مذاق
murder	surprise	0.617	قتل
thief	surprise	0.609	چور
blindfold	surprise	0.609	آنکھوں پر پٹی
unstable	surprise	0.609	غیر مستحکم
strangle	surprise	0.609	گلا گھونٹنا
coup	surprise	0.609	بغاوت
magical	surprise	0.609	جادوئی
shatter	surprise	0.609	بکھرنا
splash	surprise	0.609	چھڑکاؤ
stupor	surprise	0.602	بیوقوف
inconceivable	surprise	0.602	ناقابل فہم
betray	surprise	0.602	دھوکہ دینا
defy	surprise	0.602	انکار
jubilee	surprise	0.602	جوبلی
assail	surprise	0.602	حملہ
deluge	surprise	0.602	سیلاب
tackle	surprise	0.602	نمٹنا
monstrosity	surprise	0.594	شیطانیت
lightning	surprise	0.594	بجلی
stupendous	surprise	0.594	شاندار
shrill	surprise	0.594	تیز
mishap	surprise	0.594	حادثہ
alerts	surprise	0.594	انتباہات
mysterious	surprise	0.586	پراسرار
randomly	surprise	0.586	بے ترتیب طور پر
wild	surprise	0.586	جنگلی
deceit	surprise	0.586	دھوکہ
bonus	surprise	0.586	اضافی انعام
pitfall	surprise	0.586	نقصان
uncanny	surprise	0.586	غیر معمولی
wondrous	surprise	0.586	حیرت انگیز
premature	surprise	0.578	قبل از وقت
stagger	surprise	0.578	لڑکھڑانا
rejoicing	surprise	0.578	خوشی
godsend	surprise	0.578	دیوتا
jubilant	surprise	0.578	خوشی
electric	surprise	0.578	بجلی
raving	surprise	0.578	بڑبڑانا
bizarre	surprise	0.578	عجیب
death	surprise	0.578	موت
fluke	surprise	0.578	فلک
oddity	surprise	0.578	عجیب
dynamic	surprise	0.570	متحرک
dismay	surprise	0.570	مایوسی
revenge	surprise	0.570	بدلہ
nefarious	surprise	0.562	ناپاک
fascinate	surprise	0.562	گرویدہ کرنا
jerk	surprise	0.562	جھٹکا
ecstatic	surprise	0.562	پرجوش
reward	surprise	0.562	انعام
uncover	surprise	0.562	ننگا
reappear	surprise	0.562	دوبارہ ظاہر ہونا
zany	surprise	0.555	زانی
whim	surprise	0.555	وہم
thaumaturgy	surprise	0.555	thaumaturgy
conjure	surprise	0.555	جادو کرنا
crescendo	surprise	0.555	عروج
rescue	surprise	0.547	بچاؤ
daze	surprise	0.547	چکرانا
heroism	surprise	0.547	بہادری
illuminate	surprise	0.547	روشن کرنا
winner	surprise	0.547	فاتح
ejaculation	surprise	0.547	انزال
thwart	surprise	0.547	ناکام
rarity	surprise	0.547	نایاب
unbridled	surprise	0.547	بے لگام
tantalizing	surprise	0.547	طنزیہ
punch	surprise	0.539	گھونسہ مارنا
cheer	surprise	0.539	خوشی
treason	surprise	0.539	غداری
violation	surprise	0.539	خلاف ورزی
celebration	surprise	0.539	جشن
illusion	surprise	0.539	برم
marvel	surprise	0.539	حیرت
lucky	surprise	0.539	خوش قسمت
lunge	surprise	0.539	جھاڑو
interrupt	surprise	0.539	رکاوٹ
insult	surprise	0.539	توہین
concealed	surprise	0.531	چھپا ہوا
snag	surprise	0.531	snag
sensation	surprise	0.531	احساس
banger	surprise	0.531	بینجر
fearfully	surprise	0.531	خوف سے
affront	surprise	0.531	توہین
jest	surprise	0.531	مذاق
undiscovered	surprise	0.523	غیر دریافت
liberate	surprise	0.523	آزاد کرنا
veer	surprise	0.523	ویر
abandonment	surprise	0.523	دستبرداری
immediacy	surprise	0.523	فوری طور پر
improvise	surprise	0.523	بہتر بنانا
victimized	surprise	0.523	شکار
scorpion	surprise	0.523	بچھو
majestic	surprise	0.523	شاندار
wonder	surprise	0.523	تعجب
rejoice	surprise	0.523	خوش ہونا
tickle	surprise	0.516	گدگدی
chance	surprise	0.516	موقع
yelp	surprise	0.516	چیخنا
howl	surprise	0.516	چیخنا
stealthily	surprise	0.516	چپکے سے
unintentionally	surprise	0.508	غیر ارادی طور پر
magnificent	surprise	0.508	شاندار
reflex	surprise	0.508	اضطراری
garish	surprise	0.508	دلکش
transcendence	surprise	0.508	ماورائی
rave	surprise	0.508	بڑبڑانا
luck	surprise	0.508	قسمت
swerve	surprise	0.508	گھومنا
pop	surprise	0.508	پاپ
enliven	surprise	0.500	زندہ کرنا
slayer	surprise	0.500	قاتل
remarkable	surprise	0.500	قابل ذکر
infrequent	surprise	0.500	کبھی کبھار
pang	surprise	0.500	درد
erotic	surprise	0.500	شہوانی، شہوت انگیز
misbehavior	surprise	0.500	بد سلوکی
diversion	surprise	0.500	موڑ
heroic	surprise	0.500	بہادر
alertness	surprise	0.500	چوکسی
marvelous	surprise	0.500	شاندار
fainting	surprise	0.500	بے ہوشی
embarrassment	surprise	0.500	شرمندگی
nab	surprise	0.492	پکڑنا
birthday	surprise	0.492	سالگرہ
camouflage	surprise	0.492	چھلاورن
unutterable	surprise	0.492	ناقابل بیان
chimera	surprise	0.492	chimera
trump	surprise	0.492	ٹرمپ
decoy	surprise	0.492	خرابی
infarct	surprise	0.492	infarct
greatness	surprise	0.492	عظمت
exigent	surprise	0.492	ضرورت مند
prick	surprise	0.484	چبھنا
variable	surprise	0.484	متغیر
curiosity	surprise	0.484	تجسس
daemon	surprise	0.484	ڈیمون
inexpressible	surprise	0.484	ناقابل بیان
magician	surprise	0.484	جادوگر
underestimate	surprise	0.484	کم سمجھنا
fanfare	surprise	0.484	دھوم دھام
horde	surprise	0.484	بھیڑ
zeal	surprise	0.484	جوش
incident	surprise	0.477	واقعہ
illumination	surprise	0.477	روشنی
chicane	surprise	0.477	چکنی
sneeze	surprise	0.477	چھینک
subversive	surprise	0.477	تخریبی
gawk	surprise	0.477	گاک
fortune	surprise	0.477	خوش قسمتی
strange	surprise	0.477	عجیب
dreadfully	surprise	0.477	خوفناک طور پر
unguarded	surprise	0.477	غیر محفوظ
prowl	surprise	0.469	چلنا
reversal	surprise	0.469	الٹ
wizard	surprise	0.469	جادوگر
rapid	surprise	0.469	تیز
leery	surprise	0.469	لیری
break	surprise	0.461	توڑنا
slip	surprise	0.461	کهسکنا
divergent	surprise	0.461	مختلف
hilarious	surprise	0.461	مزاحیہ
coincidence	surprise	0.461	اتفاق
subito	surprise	0.461	subito
overestimate	surprise	0.453	زیادہ اندازہ لگانا
ordeal	surprise	0.453	آزمائش
evanescence	surprise	0.453	بیہودگی
merriment	surprise	0.453	خوشی
raffle	surprise	0.453	ریفل
winning	surprise	0.453	جیتنا
wonderful	surprise	0.453	شاندار
hoax	surprise	0.453	چکما
confession	surprise	0.453	اعتراف
splendid	surprise	0.445	شاندار
stound	surprise	0.445	کھڑا ہونا
perchance	surprise	0.445	امکان
excel	surprise	0.445	ایکسل
enthusiast	surprise	0.445	پرجوش
gambling	surprise	0.445	جوا
feat	surprise	0.445	کارنامہ
laughter	surprise	0.445	ہنسی
brighten	surprise	0.438	روشن
unique	surprise	0.438	منفرد
senseless	surprise	0.438	بے حس
changeable	surprise	0.438	بدلنے والا
splendor	surprise	0.438	شان
rapt	surprise	0.438	غصہ
unintentional	surprise	0.438	غیر ارادی
fascination	surprise	0.430	سحر
trepidation	surprise	0.430	گھبراہٹ
lawsuit	surprise	0.430	مقدمہ
gift	surprise	0.430	تحفہ
stealthy	surprise	0.430	چپکے سے
fiesta	surprise	0.430	تہوار
intrigue	surprise	0.430	سازش
delighted	surprise	0.430	خوش
judgment	surprise	0.422	فیصلہ
stealth	surprise	0.422	چپکے
enchant	surprise	0.422	جادو
originality	surprise	0.422	اصلیت
riddle	surprise	0.422	پہیلی
quicksilver	surprise	0.422	چاندی
illegitimate	surprise	0.414	ناجائز
experiment	surprise	0.414	تجربہ
elusive	surprise	0.414	مبہم
syncope	surprise	0.414	ہم آہنگی
liberation	surprise	0.414	آزادی
spirits	surprise	0.414	روحیں
perjury	surprise	0.414	جھوٹی گواہی
veracity	surprise	0.414	سچائی
parade	surprise	0.406	پریڈ
applause	surprise	0.406	تالیاں
inspired	surprise	0.406	حوصلہ افزائی
allure	surprise	0.406	رغبت
eager	surprise	0.406	شوقین
gambler	surprise	0.406	جواری
fete	surprise	0.406	تہوار
divorce	surprise	0.398	طلاق
guess	surprise	0.398	اندازہ لگانا
princely	surprise	0.398	شاہی
burlesque	surprise	0.398	burlesque
secrecy	surprise	0.398	رازداری
incontinence	surprise	0.391	بے ضابطگی
peri	surprise	0.391	پیری
cheerful	surprise	0.391	خوشگوار
hermaphrodite	surprise	0.391	hermaphrodite
supremacy	surprise	0.391	بالادستی
aspiration	surprise	0.391	خواہش
buck	surprise	0.383	ہرن
lose	surprise	0.383	کھو جانا
cadaver	surprise	0.383	لاش
crowning	surprise	0.383	تاج
praiseworthy	surprise	0.383	قابل تعریف
inheritance	surprise	0.383	وراثت
score	surprise	0.383	سکور
gulp	surprise	0.375	گلپ
camouflaged	surprise	0.375	چھپی ہوئی
advance	surprise	0.375	پیشگی
succeed	surprise	0.375	کامیاب
frisky	surprise	0.375	تیز
mystic	surprise	0.375	صوفیانہ
compliment	surprise	0.375	تعریف
hope	surprise	0.367	امید
joker	surprise	0.367	جوکر
sparkle	surprise	0.367	چمک
excavation	surprise	0.367	کھدائی
sensual	surprise	0.367	جنسی
entertainment	surprise	0.359	تفریح
feeling	surprise	0.359	احساس
modify	surprise	0.352	ترمیم کریں
blessings	surprise	0.352	برکتیں
newcomer	surprise	0.352	نئے آنے والے
obit	surprise	0.352	obit
postponement	surprise	0.352	ملتوی
award	surprise	0.352	ایوارڈ
clown	surprise	0.352	مسخرہ
highest	surprise	0.344	سب سے زیادہ
hero	surprise	0.344	ہیرو
glorify	surprise	0.344	تسبیح
proficiency	surprise	0.344	مہارت
start	surprise	0.344	شروع
wonderfully	surprise	0.344	حیرت انگیز طور پر
celebrity	surprise	0.344	مشہور شخصیت
rekindle	surprise	0.336	دوبارہ جلانا
optimism	surprise	0.336	رجائیت
sanctify	surprise	0.336	مقدس کرنا
unbeaten	surprise	0.336	ناقابل شکست
prodigious	surprise	0.336	شاندار
grin	surprise	0.336	مسکرانا
memorable	surprise	0.336	یادگار
warned	surprise	0.336	خبردار کیا
dissolution	surprise	0.336	تحلیل
hypertrophy	surprise	0.328	ہائپر ٹرافی
admiration	surprise	0.328	تعریف
examination	surprise	0.320	امتحان
angel	surprise	0.320	فرشتہ
present	surprise	0.320	موجودہ
catch	surprise	0.320	پکڑنا
hap	surprise	0.320	ہاپ
saint	surprise	0.312	سنت
embrace	surprise	0.312	گلے لگانا
flirt	surprise	0.312	اشکبازی
puma	surprise	0.312	پوما
kiss	surprise	0.312	بوسہ
liberty	surprise	0.312	آزادی
scrimmage	surprise	0.312	جھگڑا
treat	surprise	0.312	علاج
inaffable	surprise	0.312	ناقابل برداشت
occasional	surprise	0.312	کبھی کبھار
dismissal	surprise	0.312	برطرفی
perfection	surprise	0.305	کمال
saintly	surprise	0.305	مقدس
gratify	surprise	0.305	تسلی دینا
generosity	surprise	0.305	سخاوت
sally	surprise	0.305	سیلی
palpable	surprise	0.297	واضح
finally	surprise	0.297	آخر میں
differently	surprise	0.297	مختلف طریقے سے
polarity	surprise	0.297	قطبیت
ceremony	surprise	0.297	تقریب
favorable	surprise	0.297	سازگار
larger	surprise	0.297	بڑا
warn	surprise	0.297	خبردار کرنا
medal	surprise	0.289	تمغہ
romance	surprise	0.289	رومانوی
inviting	surprise	0.289	مدعو کرنا
greeting	surprise	0.289	سلام
resignation	surprise	0.281	استعفی
accolade	surprise	0.281	تعریف
labor	surprise	0.281	مزدور
candid	surprise	0.281	صاف گوئی
trip	surprise	0.281	سفر
stare	surprise	0.273	گھورنا
admire	surprise	0.266	تعریف کرنا
glimmer	surprise	0.266	چمک
playful	surprise	0.266	چنچل
somatic	surprise	0.266	سومیٹک
festival	surprise	0.266	تہوار
mimicry	surprise	0.266	نقل
insolvency	surprise	0.266	دیوالیہ پن
immerse	surprise	0.266	غرق
invite	surprise	0.266	دعوت دینا
compensate	surprise	0.266	معاوضہ
receiving	surprise	0.258	وصول کرنا
complement	surprise	0.258	تکمیل
chuckle	surprise	0.258	منہ دبا ہنسنا
laugh	surprise	0.258	ہنسنا
hypothesis	surprise	0.258	مفروضہ
honeymoon	surprise	0.250	سہاگ رات
opera	surprise	0.242	اوپیرا
pleasant	surprise	0.242	خوشگوار
marry	surprise	0.242	شادی
independence	surprise	0.242	آزادی
chant	surprise	0.234	نعرہ لگانا
holiness	surprise	0.234	تقدس
assessment	surprise	0.234	تشخیص کے
rhythmical	surprise	0.234	ردھم والا
hopeful	surprise	0.234	امید مند
leave	surprise	0.234	چھوڑ دو
trophy	surprise	0.234	ٹرافی
deal	surprise	0.227	سودا
procession	surprise	0.227	جلوس
placard	surprise	0.227	احتجاجی اشتہار
shopping	surprise	0.219	خریداری
musical	surprise	0.219	میوزیکل
cherish	surprise	0.219	پالنے
good	surprise	0.219	اچھی
dawn	surprise	0.211	ڈان کی
simplify	surprise	0.211	آسان بنانا
shell	surprise	0.211	شیل
morals	surprise	0.203	اخلاقیات
money	surprise	0.203	پیسہ
nullify	surprise	0.203	کالعدم کرنا
purity	surprise	0.203	پاکیزگی
sweet	surprise	0.203	میٹھا
synchronize	surprise	0.195	مطابقت پذیری
precious	surprise	0.195	قیمتی
humanitarian	surprise	0.195	انسانی
preservative	surprise	0.195	محافظ
unfulfilled	surprise	0.195	ادھورا
obliging	surprise	0.188	پابند
singularly	surprise	0.188	واحد طور پر
graduation	surprise	0.180	گریجویشن
foresee	surprise	0.180	پیش گوئی
pray	surprise	0.180	دعا
lovely	surprise	0.180	پیارا
thirst	surprise	0.172	پیاس
mouth	surprise	0.172	منہ
youth	surprise	0.172	نوجوان
sun	surprise	0.172	سورج
art	surprise	0.172	فن
goodness	surprise	0.164	نیکی
latent	surprise	0.156	اویکت
visor	surprise	0.156	ویزر
overdue	surprise	0.156	زائد المیعاد
practiced	surprise	0.156	مشق
loyal	surprise	0.148	وفادار
expect	surprise	0.148	توقع
wireless	surprise	0.148	وائرلیس
destination	surprise	0.148	منزل
infant	surprise	0.141	شیرخوار
cream	surprise	0.141	کریم
slush	surprise	0.141	کیچڑ
quote	surprise	0.141	اقتباس
playground	surprise	0.133	کھیل کا میدان
vote	surprise	0.125	ووٹ
teach	surprise	0.125	سکھانا
organization	surprise	0.125	تنظیم
dolphin	surprise	0.117	ڈالفن
weight	surprise	0.117	وزن
smile	surprise	0.117	مسکراہٹ
sisterhood	surprise	0.109	بہن بھائی
cable	surprise	0.109	کیبل
sunny	surprise	0.102	دھوپ
steady	surprise	0.094	مستحکم
peaceful	surprise	0.086	پرامن
spa	surprise	0.086	سپا
leisure	surprise	0.086	تفریح
picnic	surprise	0.078	پکنک
tree	surprise	0.078	درخت
worm	surprise	0.055	کیڑا
truthfulness	trust	0.906	سچائی
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	امانتدار
honor	trust	0.844	عزت
honesty	trust	0.844	ایمانداری
honest	trust	0.844	ایماندار
truth	trust	0.844	سچائی
truthful	trust	0.836	سچا
trusting	trust	0.836	بھروسہ
brotherhood	trust	0.820	بھائی چارہ
entrust	trust	0.812	سپرد کرنا
committed	trust	0.805	عزم
loyalty	trust	0.805	وفاداری
integrity	trust	0.805	سالمیت
honorable	trust	0.805	معزز
trust	trust	0.805	اعتماد
credibility	trust	0.805	ساکھ
faithful	trust	0.797	وفادار
sincere	trust	0.797	مخلص
partnership	trust	0.789	شراکت داری
responsible	trust	0.789	ذمہ دار
true	trust	0.789	سچ
wisdom	trust	0.789	حکمت
verification	trust	0.781	تصدیق
cooperative	trust	0.781	تعاون
vow	trust	0.781	منت
oath	trust	0.781	حلف
respectable	trust	0.773	قابل احترام
sisterhood	trust	0.773	بہن بھائی
hero	trust	0.773	ہیرو
credible	trust	0.773	معتبر
promise	trust	0.773	وعدہ
verified	trust	0.773	تصدیق شدہ
qualified	trust	0.766	اہل
authentication	trust	0.766	تصدیق
respected	trust	0.766	قابل احترام
compassion	trust	0.759	ہمدردی
approval	trust	0.758	منظوری
moral	trust	0.758	اخلاقی
reliability	trust	0.758	اعتبار
trusts	trust	0.758	قابل اعتماد
safekeeping	trust	0.758	حفاظت
reputable	trust	0.758	معروف
love	trust	0.758	محبت
friend	trust	0.750	دوست
stable	trust	0.750	مستحکم
authentic	trust	0.750	مستند
competence	trust	0.750	قابلیت
safeguard	trust	0.750	حفاظت
companion	trust	0.750	ساتھی
advised	trust	0.750	مشورہ
respect	trust	0.750	احترام
loyal	trust	0.750	وفادار
genuine	trust	0.750	حقیقی
friendships	trust	0.750	امانتیں
ally	trust	0.750	اتحادی
proven	trust	0.742	ثابت
freedom	trust	0.742	آزادی
respects	trust	0.742	احترام کرتا ہے
accepting	trust	0.742	دوستیاں
faith	trust	0.742	ایمان
wholesome	trust	0.742	صحت بخش
heartfelt	trust	0.734	دل سے
unification	trust	0.734	اتحاد
confirmation	trust	0.734	تصدیق
protecting	trust	0.734	حفاظت
reassurance	trust	0.734	یقین دہانی
trustee	trust	0.734	ٹرسٹی
supporter	trust	0.734	حامی
respectful	trust	0.734	احترام
admirable	trust	0.734	قابل تعریف
fact	trust	0.727	حقیقت
friendship	trust	0.727	دوستی
partners	trust	0.727	قبول کرنا
confidentially	trust	0.727	رازداری سے
confident	trust	0.727	پراعتماد
equality	trust	0.727	مساوات
alliance	trust	0.727	اتحاد
credential	trust	0.727	سند
believing	trust	0.727	یقین
excellence	trust	0.727	اتکرجتا
agreement	trust	0.727	معاہدہ
closeness	trust	0.719	قربت
authenticate	trust	0.719	تصدیق
virtuous	trust	0.719	نیک
intelligence	trust	0.719	ذہانت
kindred	trust	0.719	رشتہ دار
virtue	trust	0.719	فضیلت
honored	trust	0.719	عزت دی
justice	trust	0.711	انصاف
charitable	trust	0.711	خیراتی
determination	trust	0.711	عزم
creditable	trust	0.711	قابل اعتبار
consistency	trust	0.711	مستقل مزاجی
allegiance	trust	0.711	بیعت
cooperation	trust	0.711	تعاون
guarantee	trust	0.711	ضمانت
dedication	trust	0.711	سرشار. لگن
straightforward	trust	0.711	سیدھا
cooperating	trust	0.711	تعاون
reliable	trust	0.703	قابل اعتماد
nurture	trust	0.703	پرورش
mother	trust	0.703	ماں
fulfilled	trust	0.703	پوری
admiration	trust	0.703	تعریف
mentor	trust	0.703	اتالیق
guardianship	trust	0.703	سرپرستی
assurance	trust	0.703	یقین دہانی
morality	trust	0.703	اخلاقیات
motherhood	trust	0.703	زچگی
innocent	trust	0.703	معصوم
reverence	trust	0.703	تعظیم
sanctuary	trust	0.703	پناہ گاہ
friendliness	trust	0.703	دوستی
prepared	trust	0.703	تیار
admire	trust	0.703	تعریف کرنا
protected	trust	0.703	محفوظ
proof	trust	0.703	ثبوت
bodyguard	trust	0.695	محافظ
skillful	trust	0.695	ہنر مند
marriage	trust	0.695	شادی
allied	trust	0.695	اتحادی
morals	trust	0.695	اخلاقیات
humanitarian	trust	0.695	انسانی
pact	trust	0.695	معاہدہ
courage	trust	0.695	ہمت
accountable	trust	0.695	جوابدہ
agreeable	trust	0.695	قابل قبول
united	trust	0.695	متحد
indestructible	trust	0.695	ناقابل تقسیم
approving	trust	0.695	منظوری
guardian	trust	0.695	سرپرست
compassionate	trust	0.695	ہمدرد
scientist	trust	0.695	سائنسدان
certified	trust	0.695	تصدیق شدہ
pledge	trust	0.688	عہد
adviser	trust	0.688	مشیر
authenticity	trust	0.688	صداقت
understanding	trust	0.688	سمجھ
secure	trust	0.688	محفوظ
guidance	trust	0.688	رہنمائی
monogamy	trust	0.688	یک زوجگی
valor	trust	0.688	بہادری
solidity	trust	0.688	استحکام
perfection	trust	0.688	کمال
believed	trust	0.688	یقین کیا
humanity	trust	0.688	انسانیت
justifiable	trust	0.688	قابل جواز
competent	trust	0.688	قابل
esteem	trust	0.688	عزت
protector	trust	0.680	محافظ
inspire	trust	0.680	حوصلہ افزائی
hope	trust	0.680	امید
strongest	trust	0.680	شراکت دار
expertise	trust	0.680	مہارت
humble	trust	0.680	عاجز
indivisible	trust	0.680	ناقابل تقسیم
official	trust	0.680	سرکاری
affirm	trust	0.680	تصدیق
familiarity	trust	0.680	واقفیت
confirmed	trust	0.680	تصدیق شدہ
diligence	trust	0.680	تندہی
grandfather	trust	0.680	دادا
advocacy	trust	0.680	وکالت
goodness	trust	0.680	نیکی
commendable	trust	0.680	قابل تعریف
acceptance	trust	0.680	قبولیت
diplomatic	trust	0.680	سفارتی
leader	trust	0.680	رہنما
confide	trust	0.680	یقین
agreeing	trust	0.680	متفق
approve	trust	0.680	منظور کرنا
professional	trust	0.680	پیشہ ورانہ
elders	trust	0.680	بزرگ
confidential	trust	0.680	رازدارانہ
faultless	trust	0.672	بے عیب
believes	trust	0.672	قبول کر لیا
sanctify	trust	0.672	مقدس کرنا
intelligent	trust	0.672	ذہین
safe	trust	0.672	محفوظ
accepted	trust	0.672	مضبوط ترین
dignity	trust	0.672	وقار
unwavering	trust	0.672	اٹل
encyclopedia	trust	0.672	انسائیکلوپیڈیا
mastery	trust	0.672	مہارت
cohesive	trust	0.672	ہم آہنگ
harmoniously	trust	0.672	ہم آہنگی سے
benevolence	trust	0.672	احسان
healing	trust	0.672	مندمل ہونا
accredited	trust	0.672	تسلیم شدہ
covenant	trust	0.672	عہد
accountability	trust	0.664	احتساب
team	trust	0.664	ٹیم
authority	trust	0.664	اقتدار
heroic	trust	0.664	بہادر
reliance	trust	0.664	انحصار
expert	trust	0.664	ماہر
communicate	trust	0.664	بات چیت
spiritual	trust	0.664	روحانی
impeccable	trust	0.664	بے عیب
specialist	trust	0.664	ماہر
affirmatively	trust	0.664	اثبات میں
proficient	trust	0.664	ماہر
fulfillment	trust	0.664	تکمیل
advocate	trust	0.664	وکیل
disciple	trust	0.664	شاگرد
attestation	trust	0.664	تصدیق
merit	trust	0.664	میرٹ
supporting	trust	0.664	کی حمایت
ambassador	trust	0.664	سفیر
guidebook	trust	0.664	گائیڈ بک
accept	trust	0.664	قبول کریں
strengthening	trust	0.661	مضبوط کرنا
holiness	trust	0.656	تقدس
facts	trust	0.656	حقائق
warranty	trust	0.656	وارنٹی
strength	trust	0.656	طاقت
relationship	trust	0.656	رشتہ
defended	trust	0.656	دفاع کیا
constancy	trust	0.656	مستقل مزاجی
favorable	trust	0.656	سازگار
gentleman	trust	0.656	شریف آدمی
counsel	trust	0.656	مشورہ
scientific	trust	0.656	سائنسی
structure	trust	0.656	ساخت
elder	trust	0.656	بزرگ
excellent	trust	0.656	بہترین
achieve	trust	0.656	حاصل کرنا
steadfast	trust	0.656	ثابت قدم
familiar	trust	0.656	واقف
proficiency	trust	0.656	مہارت
supports	trust	0.656	یقین رکھتا ہے
counselor	trust	0.648	مشیر
lovable	trust	0.648	پیارا
advisable	trust	0.648	مشورہ دینے والا
agreed	trust	0.648	اتفاق کیا
heroism	trust	0.648	بہادری
rely	trust	0.648	بھروسہ
uphold	trust	0.648	برقرار رکھنا
brother	trust	0.648	بھائی
matrimony	trust	0.648	شادی
assuredly	trust	0.648	یقینی طور پر
peaceful	trust	0.648	پرامن
saint	trust	0.648	سنت
unconditionally	trust	0.648	قبول کرتا ہے
solidarity	trust	0.648	یکجہتی
accepts	trust	0.648	حمایت کرتا ہے
inspiration	trust	0.648	پریرتا
noble	trust	0.648	عظیم
successful	trust	0.648	کامیاب
harmony	trust	0.648	ہم آہنگی
protective	trust	0.648	حفاظتی
competency	trust	0.648	قابلیت
comrade	trust	0.648	کامریڈ
academic	trust	0.648	تعلیمی
assist	trust	0.648	مدد
worthy	trust	0.643	قابل
benefactor	trust	0.641	احسان کرنے والا
credence	trust	0.641	اعتبار
confidence	trust	0.641	اعتماد
relationships	trust	0.641	غیر مشروط طور پر
ordained	trust	0.641	مقرر
legal	trust	0.641	قانونی
champion	trust	0.641	چیمپئن
lawful	trust	0.641	جائز
durability	trust	0.641	استحکام
judiciary	trust	0.641	عدلیہ
doctor	trust	0.641	ڈاکٹر
loving	trust	0.641	محبت
assure	trust	0.641	یقین دلانا
establish	trust	0.641	قائم کریں
mamma	trust	0.641	ماں
kind	trust	0.641	قسم
unity	trust	0.641	اتحاد
conscientious	trust	0.641	باضمیر
real	trust	0.641	حقیقی
coexist	trust	0.641	ایک ساتھ رہنا
leading	trust	0.641	معروف
teacher	trust	0.641	استاد
intimate	trust	0.634	مباشرت
brotherly	trust	0.633	برادرانہ
physician	trust	0.633	طبیب
judicial	trust	0.633	عدالتی
saintly	trust	0.633	مقدس
aspiration	trust	0.633	خواہش
conscience	trust	0.633	ضمیر
therapeutic	trust	0.633	علاج
fidelity	trust	0.633	مخلص
soundness	trust	0.633	صحت مندی
important	trust	0.633	اہم
homage	trust	0.633	خراج عقیدت پیش
legitimacy	trust	0.633	قانونی حیثیت
fortitude	trust	0.633	استقامت
deepest	trust	0.633	تعلقات
approved	trust	0.633	منظورشدہ
courageous	trust	0.633	بہادر
devotional	trust	0.633	عقیدت مند
endorse	trust	0.633	توثیق
backbone	trust	0.633	ریڑھ کی ہڈی
authorize	trust	0.633	اجازت دینا
practiced	trust	0.633	مشق
sanctification	trust	0.633	تقدیس
hopeful	trust	0.633	امید مند
convincing	trust	0.633	قائل کرنے والا
bless	trust	0.633	برکت
angel	trust	0.625	فرشتہ
authorization	trust	0.625	اجازت
assured	trust	0.625	یقین دہانی کرائی
purify	trust	0.625	پاک کرنا
caretaker	trust	0.625	نگراں
regard	trust	0.625	حوالے
profound	trust	0.625	گہرا
achievement	trust	0.625	کامیابی
evident	trust	0.625	واضح
positivity	trust	0.625	مثبتیت
communication	trust	0.625	مواصلات
professorship	trust	0.625	پروفیسر شپ
blessing	trust	0.625	برکت
beliefs	trust	0.625	سب سے گہرا
encourage	trust	0.625	حوصلہ افزائی
fireman	trust	0.625	فائر مین
majestic	trust	0.625	شاندار
civilized	trust	0.625	مہذب
certify	trust	0.625	تصدیق کرنا
wonderful	trust	0.625	شاندار
engaged	trust	0.625	مصروف
accurate	trust	0.625	درست
approvement	trust	0.617	منظوری
optimism	trust	0.617	رجائیت
planning	trust	0.617	منصوبہ بندی
believer	trust	0.617	مومن
advice	trust	0.617	مشورہ
commend	trust	0.617	تعریف
gospel	trust	0.617	انجیل
objective	trust	0.617	مقصد
rational	trust	0.617	عقلی
cherish	trust	0.617	پالنے
constantly	trust	0.617	مسلسل
haven	trust	0.617	پناہ گاہ
fundamental	trust	0.617	بنیادی
bedrock	trust	0.617	بستر
accord	trust	0.617	معاہدہ
triumphant	trust	0.617	فاتح
surety	trust	0.617	ضمانت
testament	trust	0.617	وصیت نامہ
absolution	trust	0.617	معافی
truce	trust	0.617	جنگ بندی
reassure	trust	0.617	یقین دہانی
appreciation	trust	0.617	تعریف
qualities	trust	0.617	خصوصیات
passionate	trust	0.617	پرجوش
good	trust	0.617	اچھی
unimpeachable	trust	0.617	ناقابل برداشت
