English Word	Emotion	Emotion-Intensity-Score	Uzbek Word
awestruck	surprise	0.797	hayratda qoldi
erupt	surprise	0.789	otilib chiqish
bomb	surprise	0.789	bomba
exclaim	surprise	0.789	hayqirmoq
amazement	surprise	0.781	hayrat
abduction	surprise	0.773	o'g'irlab ketish
alarming	surprise	0.773	xavotirli
detonate	surprise	0.773	portlatmoq
raid	surprise	0.773	reyd
miraculous	surprise	0.773	mo''jizaviy
invade	surprise	0.773	bostirib kirish
kidnap	surprise	0.766	o'g'irlash
unpredictable	surprise	0.758	oldindan aytib bo'lmaydigan
stupefy	surprise	0.758	ahmoq
dumfound	surprise	0.758	dovdirab qolgan
overwhelming	surprise	0.758	haddan tashqari
erratic	surprise	0.750	tartibsiz
unimaginable	surprise	0.750	tasavvur qilib bo'lmaydi
accident	surprise	0.750	baxtsiz hodisa
outrageous	surprise	0.750	dahshatli
horror	surprise	0.742	dahshat
amaze	surprise	0.742	hayratga solmoq
blitz	surprise	0.742	blits
bewilder	surprise	0.742	dovdirash
flinch	surprise	0.742	irkilmoq
petrify	surprise	0.742	toshlash
wreck	surprise	0.742	halokat
slaughter	surprise	0.742	so'yish
frenetic	surprise	0.734	jasur
crash	surprise	0.734	halokat
frantic	surprise	0.734	g'azablangan
stupefaction	surprise	0.734	ahmoqlik
excitement	surprise	0.734	hayajon
riotous	surprise	0.727	g'alayonli
outcry	surprise	0.727	hayqiriq
vanished	surprise	0.727	g'oyib bo'ldi
moonstruck	surprise	0.727	oy urdi
sudden	surprise	0.727	to'satdan
awe	surprise	0.719	hayrat
scream	surprise	0.719	qichqiriq
breathless	surprise	0.719	nafassiz
sabotage	surprise	0.719	sabotaj
shriek	surprise	0.719	qichqiriq
unanticipated	surprise	0.719	kutilmagan
bewildered	surprise	0.719	dovdirab qolgan
manslaughter	surprise	0.719	qotillik
amazedness	surprise	0.719	hayrat
rupture	surprise	0.719	yorilish
unexpected	surprise	0.711	kutilmagan
electrify	surprise	0.711	elektrlashtirish
uncontrollable	surprise	0.711	nazorat qilib bo'lmaydigan
shot	surprise	0.711	otish
avalanche	surprise	0.711	qor ko'chkisi
gasp	surprise	0.711	nafas olish
stun	surprise	0.711	hayratda qoldirmoq
slam	surprise	0.703	urmoq
abrupt	surprise	0.703	keskin
intruder	surprise	0.703	bosqinchi
unforeseen	surprise	0.703	kutilmagan
suspense	surprise	0.703	shubha
devastation	surprise	0.703	vayronagarchilik
surge	surprise	0.703	to'lqin
excite	surprise	0.695	hayajonlantirish
dumfounder	surprise	0.695	dumfounder
yell	surprise	0.695	baqirmoq
unprecedented	surprise	0.695	misli ko'rilmagan
strike	surprise	0.695	zarba berish
volatility	surprise	0.695	o'zgaruvchanlik
urgent	surprise	0.695	shoshilinch
stab	surprise	0.695	pichoq
disturbance	surprise	0.688	bezovtalik
carnage	surprise	0.688	qirg'in
incredible	surprise	0.688	aql bovar qilmaydigan
spectacular	surprise	0.688	ajoyib
thrill	surprise	0.680	hayajon
recklessness	surprise	0.680	ehtiyotsizlik
clamor	surprise	0.680	shovqin
monstrous	surprise	0.680	dahshatli
slap	surprise	0.680	tarsaki
inexplicable	surprise	0.672	tushunarsiz
terrorist	surprise	0.672	terrorchi
exciting	surprise	0.672	hayajonli
accidental	surprise	0.672	tasodifiy
accidentally	surprise	0.672	tasodifan
striking	surprise	0.672	hayratlanarli
captivate	surprise	0.672	maftun qilmoq
exhilaration	surprise	0.672	hayajonlanish
topple	surprise	0.664	ag'darish
dire	surprise	0.664	dahshatli
revolution	surprise	0.664	inqilob
volcano	surprise	0.664	vulqon
freakish	surprise	0.664	g'alati
revolt	surprise	0.656	qo'zg'olon
bloodshed	surprise	0.656	qon to'kish
sneak	surprise	0.656	yashirincha
unspeakable	surprise	0.656	so'zlab bo'lmaydigan
incendiary	surprise	0.656	yondiruvchi
epidemic	surprise	0.648	epidemiya
violent	surprise	0.648	zo'ravon
disruption	surprise	0.648	buzilish
amazingly	surprise	0.648	hayratlanarli darajada
mutiny	surprise	0.648	isyon
spellbound	surprise	0.648	sehrlangan
cyclone	surprise	0.648	siklon
unsuspecting	surprise	0.648	shubhasiz
attacking	surprise	0.648	hujum qilish
unintended	surprise	0.648	ko'zda tutilmagan
shout	surprise	0.641	baqirmoq
indescribable	surprise	0.641	ta'riflab bo'lmaydigan
tumult	surprise	0.641	g'alayon
improvisation	surprise	0.641	improvizatsiya
wildfire	surprise	0.641	o'rmon yong'inlari
excitation	surprise	0.641	qo'zg'alish
screech	surprise	0.641	qichqiriq
enthusiasm	surprise	0.641	ishtiyoq
uncertain	surprise	0.633	noaniq
plunder	surprise	0.633	talon-taroj qilish
gape	surprise	0.633	ochlik
treachery	surprise	0.633	xiyonat
agape	surprise	0.633	agape
anomaly	surprise	0.633	anomaliya
presto	surprise	0.633	presto
apparition	surprise	0.633	ko'rinish
wonderment	surprise	0.625	hayrat
slaughtering	surprise	0.625	so'yish
trick	surprise	0.625	hiyla
mystery	surprise	0.625	sir
murderous	surprise	0.625	qotil
distress	surprise	0.625	qayg'u
sorcery	surprise	0.625	sehrgarlik
excited	surprise	0.625	hayajonlangan
tempest	surprise	0.625	bo'ron
urgency	surprise	0.625	shoshilinchlik
inimaginable	surprise	0.617	tasavvur qilib bo'lmaydigan
intrusive	surprise	0.617	intruziv
quickness	surprise	0.617	tezkorlik
intense	surprise	0.617	shiddatli
trickery	surprise	0.617	ayyorlik
vanish	surprise	0.617	g'oyib bo'lish
prank	surprise	0.617	hazil
murder	surprise	0.617	qotillik
thief	surprise	0.609	o'g'ri
blindfold	surprise	0.609	ko'zi bog'langan
unstable	surprise	0.609	beqaror
strangle	surprise	0.609	bo'g'moq
coup	surprise	0.609	to'ntarish
magical	surprise	0.609	sehrli
shatter	surprise	0.609	parchalash
splash	surprise	0.609	chayqalish
stupor	surprise	0.602	ahmoqlik
inconceivable	surprise	0.602	aqlga sig'maydigan
betray	surprise	0.602	xiyonat qilish
defy	surprise	0.602	qarshilik ko'rsatish
jubilee	surprise	0.602	yubiley
assail	surprise	0.602	hujum
deluge	surprise	0.602	to'fon
tackle	surprise	0.602	hal qilish
monstrosity	surprise	0.594	dahshatlilik
lightning	surprise	0.594	chaqmoq
stupendous	surprise	0.594	ajoyib
shrill	surprise	0.594	shitirlash
mishap	surprise	0.594	baxtsiz hodisa
alerts	surprise	0.594	ogohlantirishlar
mysterious	surprise	0.586	sirli
randomly	surprise	0.586	tasodifiy
wild	surprise	0.586	yovvoyi
deceit	surprise	0.586	yolg'on
bonus	surprise	0.586	bonus
pitfall	surprise	0.586	tuzoq
uncanny	surprise	0.586	g'alati
wondrous	surprise	0.586	ajoyib
premature	surprise	0.578	muddatidan oldin
stagger	surprise	0.578	gandiraklab
rejoicing	surprise	0.578	quvonish
godsend	surprise	0.578	xudo
jubilant	surprise	0.578	quvonarli
electric	surprise	0.578	elektr
raving	surprise	0.578	quvnoq
bizarre	surprise	0.578	g'alati
death	surprise	0.578	o'lim
fluke	surprise	0.578	tasodif
oddity	surprise	0.578	g'alati
dynamic	surprise	0.570	dinamik
dismay	surprise	0.570	vahima
revenge	surprise	0.570	qasos
nefarious	surprise	0.562	yomon
fascinate	surprise	0.562	maftun qilish
jerk	surprise	0.562	jirkanch
ecstatic	surprise	0.562	hayajonli
reward	surprise	0.562	sovrin
uncover	surprise	0.562	ochish
reappear	surprise	0.562	yana paydo bo'ladi
zany	surprise	0.555	aqldan ozgan
whim	surprise	0.555	injiqlik
thaumaturgy	surprise	0.555	tavmaturgiya
conjure	surprise	0.555	sehrlash
crescendo	surprise	0.555	kreşendo
rescue	surprise	0.547	qutqarish
daze	surprise	0.547	dovdirash
heroism	surprise	0.547	qahramonlik
illuminate	surprise	0.547	yoritmoq
winner	surprise	0.547	g'olib
ejaculation	surprise	0.547	eyakulyatsiya
thwart	surprise	0.547	to'sqinlik qilmoq
rarity	surprise	0.547	noyoblik
unbridled	surprise	0.547	jilovsiz
tantalizing	surprise	0.547	jozibali
punch	surprise	0.539	musht
cheer	surprise	0.539	hayqiriq
treason	surprise	0.539	xiyonat
violation	surprise	0.539	buzilishi
celebration	surprise	0.539	bayram
illusion	surprise	0.539	illyuziya
marvel	surprise	0.539	hayrat
lucky	surprise	0.539	omadli
lunge	surprise	0.539	o'tish
interrupt	surprise	0.539	xalaqit berish
insult	surprise	0.539	haqorat qilish
concealed	surprise	0.531	yashiringan
snag	surprise	0.531	tiqmoq
sensation	surprise	0.531	sensatsiya
banger	surprise	0.531	banger
fearfully	surprise	0.531	qo'rquv bilan
affront	surprise	0.531	haqorat qilish
jest	surprise	0.531	hazil
undiscovered	surprise	0.523	kashf qilinmagan
liberate	surprise	0.523	ozod qilish
veer	surprise	0.523	o'gir
abandonment	surprise	0.523	tark etish
immediacy	surprise	0.523	shoshilinchlik
improvise	surprise	0.523	improvizatsiya qilish
victimized	surprise	0.523	qurbon bo'ldi
scorpion	surprise	0.523	chayon
majestic	surprise	0.523	ulug'vor
wonder	surprise	0.523	hayrat
rejoice	surprise	0.523	quvonmoq
tickle	surprise	0.516	qitiqlash
chance	surprise	0.516	imkoniyat
yelp	surprise	0.516	qichqirmoq
howl	surprise	0.516	qichqirmoq
stealthily	surprise	0.516	yashirincha
unintentionally	surprise	0.508	beixtiyor
magnificent	surprise	0.508	ajoyib
reflex	surprise	0.508	refleks
garish	surprise	0.508	hashamatli
transcendence	surprise	0.508	transsendensiya
rave	surprise	0.508	maqtov
luck	surprise	0.508	omad
swerve	surprise	0.508	burilish
pop	surprise	0.508	pop
enliven	surprise	0.500	jonlantirish
slayer	surprise	0.500	qotil
remarkable	surprise	0.500	ajoyib
infrequent	surprise	0.500	kamdan-kam
pang	surprise	0.500	azob
erotic	surprise	0.500	erotik
misbehavior	surprise	0.500	noto'g'ri xatti-harakatlar
diversion	surprise	0.500	chalg'itish
heroic	surprise	0.500	qahramonlik
alertness	surprise	0.500	hushyorlik
marvelous	surprise	0.500	ajoyib
fainting	surprise	0.500	hushidan ketish
embarrassment	surprise	0.500	sharmandalik
nab	surprise	0.492	nab
birthday	surprise	0.492	tug'ilgan kun
camouflage	surprise	0.492	kamuflyaj
unutterable	surprise	0.492	so'zlab bo'lmaydigan
chimera	surprise	0.492	kimera
trump	surprise	0.492	Tramp
decoy	surprise	0.492	aldash
infarct	surprise	0.492	infarkt
greatness	surprise	0.492	buyuklik
exigent	surprise	0.492	talabchan
prick	surprise	0.484	sanchmoq
variable	surprise	0.484	o'zgaruvchan
curiosity	surprise	0.484	qiziquvchanlik
daemon	surprise	0.484	demon
inexpressible	surprise	0.484	ifodalab bo'lmaydigan
magician	surprise	0.484	sehrgar
underestimate	surprise	0.484	kam baho berish
fanfare	surprise	0.484	fanfar
horde	surprise	0.484	qo'shin
zeal	surprise	0.484	g'ayrat
incident	surprise	0.477	voqea
illumination	surprise	0.477	yoritish
chicane	surprise	0.477	chikan
sneeze	surprise	0.477	aksirish
subversive	surprise	0.477	buzg'unchi
gawk	surprise	0.477	gawk
fortune	surprise	0.477	boylik
strange	surprise	0.477	g'alati
dreadfully	surprise	0.477	dahshatli
unguarded	surprise	0.477	qo'riqlanmagan
prowl	surprise	0.469	ovlash
reversal	surprise	0.469	teskari
wizard	surprise	0.469	sehrgar
rapid	surprise	0.469	tez
leery	surprise	0.469	hushyor
break	surprise	0.461	tanaffus
slip	surprise	0.461	sirpanish
divergent	surprise	0.461	turlicha
hilarious	surprise	0.461	kulgili
coincidence	surprise	0.461	tasodif
subito	surprise	0.461	subito
overestimate	surprise	0.453	ortiqcha baholash
ordeal	surprise	0.453	sinov
evanescence	surprise	0.453	yo'qotish
merriment	surprise	0.453	quvnoqlik
raffle	surprise	0.453	lotereya
winning	surprise	0.453	g'alaba qozonish
wonderful	surprise	0.453	ajoyib
hoax	surprise	0.453	yolg'on
confession	surprise	0.453	tan olish
splendid	surprise	0.445	ajoyib
stound	surprise	0.445	turg'un
perchance	surprise	0.445	ehtimol
excel	surprise	0.445	excel
enthusiast	surprise	0.445	ishqiboz
gambling	surprise	0.445	qimor
feat	surprise	0.445	feat
laughter	surprise	0.445	kulgu
brighten	surprise	0.438	yorqinlashtirmoq
unique	surprise	0.438	noyob
senseless	surprise	0.438	ma'nosiz
changeable	surprise	0.438	o'zgaruvchan
splendor	surprise	0.438	ulug'vorlik
rapt	surprise	0.438	quvnoq
unintentional	surprise	0.438	beixtiyor
fascination	surprise	0.430	maftunkorlik
trepidation	surprise	0.430	vahima
lawsuit	surprise	0.430	da'vo
gift	surprise	0.430	sovg'a
stealthy	surprise	0.430	yashirin
fiesta	surprise	0.430	bayram
intrigue	surprise	0.430	intriga
delighted	surprise	0.430	Men maftunman
judgment	surprise	0.422	hukm
stealth	surprise	0.422	yashirinlik
enchant	surprise	0.422	sehrlash
originality	surprise	0.422	originallik
riddle	surprise	0.422	topishmoq
quicksilver	surprise	0.422	tez kumush
illegitimate	surprise	0.414	noqonuniy
experiment	surprise	0.414	tajriba
elusive	surprise	0.414	qiyin
syncope	surprise	0.414	hushidan ketish
liberation	surprise	0.414	ozodlik
spirits	surprise	0.414	ruhlar
perjury	surprise	0.414	yolg'on guvohlik berish
veracity	surprise	0.414	haqiqat
parade	surprise	0.406	parad
applause	surprise	0.406	qarsaklar
inspired	surprise	0.406	ilhomlantirgan
allure	surprise	0.406	jozibali
eager	surprise	0.406	ishtiyoqli
gambler	surprise	0.406	qimorboz
fete	surprise	0.406	bayram
divorce	surprise	0.398	ajralish
guess	surprise	0.398	taxmin qiling
princely	surprise	0.398	knyazlik
burlesque	surprise	0.398	burlesk
secrecy	surprise	0.398	maxfiylik
incontinence	surprise	0.391	o'zini tuta olmaslik
peri	surprise	0.391	peri
cheerful	surprise	0.391	quvnoq
hermaphrodite	surprise	0.391	germafrodit
supremacy	surprise	0.391	ustunlik
aspiration	surprise	0.391	intilish
buck	surprise	0.383	pul
lose	surprise	0.383	yo'qotish
cadaver	surprise	0.383	jasad
crowning	surprise	0.383	toj kiyish
praiseworthy	surprise	0.383	maqtovga sazovor
inheritance	surprise	0.383	meros olish
score	surprise	0.383	Hisob
gulp	surprise	0.375	yutish
camouflaged	surprise	0.375	kamuflyajlangan
advance	surprise	0.375	avans
succeed	surprise	0.375	muvaffaqiyatga erishing
frisky	surprise	0.375	jirkanch
mystic	surprise	0.375	mistik
compliment	surprise	0.375	iltifot
hope	surprise	0.367	umid
joker	surprise	0.367	hazilkash
sparkle	surprise	0.367	porlash
excavation	surprise	0.367	qazish
sensual	surprise	0.367	shahvoniy
entertainment	surprise	0.359	o'yin-kulgi
feeling	surprise	0.359	tuyg'u
modify	surprise	0.352	o'zgartirish
blessings	surprise	0.352	barakalar
newcomer	surprise	0.352	yangi kelgan
obit	surprise	0.352	obit
postponement	surprise	0.352	kechiktirish
award	surprise	0.352	mukofoti
clown	surprise	0.352	masxaraboz
highest	surprise	0.344	eng yuqori
hero	surprise	0.344	qahramon
glorify	surprise	0.344	ulug'lash
proficiency	surprise	0.344	mahorat
start	surprise	0.344	boshlash
wonderfully	surprise	0.344	ajoyib
celebrity	surprise	0.344	mashhur
rekindle	surprise	0.336	qayta yoqish
optimism	surprise	0.336	optimizm
sanctify	surprise	0.336	muqaddaslash
unbeaten	surprise	0.336	mag'lubiyatsiz
prodigious	surprise	0.336	ajoyib
grin	surprise	0.336	jilmayish
memorable	surprise	0.336	esda qolarli
warned	surprise	0.336	ogohlantirilgan
dissolution	surprise	0.336	erishi
hypertrophy	surprise	0.328	gipertrofiya
admiration	surprise	0.328	hayrat
examination	surprise	0.320	imtihon
angel	surprise	0.320	farishta
present	surprise	0.320	hozir
catch	surprise	0.320	tutmoq
hap	surprise	0.320	ha
saint	surprise	0.312	avliyo
embrace	surprise	0.312	quchoqlash
flirt	surprise	0.312	noz-karashma
puma	surprise	0.312	puma
kiss	surprise	0.312	o'pish
liberty	surprise	0.312	erkinlik
scrimmage	surprise	0.312	to'qnashuv
treat	surprise	0.312	davolash
inaffable	surprise	0.312	ta'riflab bo'lmaydigan
occasional	surprise	0.312	vaqti-vaqti bilan
dismissal	surprise	0.312	ishdan bo'shatish
perfection	surprise	0.305	mukammallik
saintly	surprise	0.305	aziz
gratify	surprise	0.305	mamnun qilish
generosity	surprise	0.305	saxiylik
sally	surprise	0.305	sally
palpable	surprise	0.297	paypaslanadigan
finally	surprise	0.297	nihoyat
differently	surprise	0.297	boshqacha
polarity	surprise	0.297	qutblanish
ceremony	surprise	0.297	marosim
favorable	surprise	0.297	qulay
larger	surprise	0.297	kattaroq
warn	surprise	0.297	ogohlantir
medal	surprise	0.289	medal
romance	surprise	0.289	romantika
inviting	surprise	0.289	taklif qiluvchi
greeting	surprise	0.289	salomlashish
resignation	surprise	0.281	iste'foga chiqish
accolade	surprise	0.281	maqtov
labor	surprise	0.281	mehnat
candid	surprise	0.281	samimiy
trip	surprise	0.281	sayohat
stare	surprise	0.273	qarash
admire	surprise	0.266	qoyil qolish
glimmer	surprise	0.266	yaltiroq
playful	surprise	0.266	o'ynoqi
somatic	surprise	0.266	somatik
festival	surprise	0.266	festival
mimicry	surprise	0.266	taqlid qilish
insolvency	surprise	0.266	to'lovga layoqatsizlik
immerse	surprise	0.266	botirmoq
invite	surprise	0.266	taklif qiling
compensate	surprise	0.266	kompensatsiya qilish
receiving	surprise	0.258	qabul qilish
complement	surprise	0.258	to'ldiruvchi
chuckle	surprise	0.258	kulmoq
laugh	surprise	0.258	kulmoq
hypothesis	surprise	0.258	gipoteza
honeymoon	surprise	0.250	asal oyi
opera	surprise	0.242	opera
pleasant	surprise	0.242	yoqimli
marry	surprise	0.242	uylanmoq
independence	surprise	0.242	mustaqillik
chant	surprise	0.234	kuylash
holiness	surprise	0.234	muqaddaslik
assessment	surprise	0.234	baholash
rhythmical	surprise	0.234	ritmik
hopeful	surprise	0.234	umidvor
leave	surprise	0.234	tark eting
trophy	surprise	0.234	kubok
deal	surprise	0.227	bitim
procession	surprise	0.227	kortej
placard	surprise	0.227	plakat
shopping	surprise	0.219	xarid qilish
musical	surprise	0.219	musiqiy
cherish	surprise	0.219	qadrlash
good	surprise	0.219	yaxshi
dawn	surprise	0.211	tong
simplify	surprise	0.211	soddalashtirish
shell	surprise	0.211	qobiq
morals	surprise	0.203	axloq
money	surprise	0.203	pul
nullify	surprise	0.203	bekor qilish
purity	surprise	0.203	tozalik
sweet	surprise	0.203	shirin
synchronize	surprise	0.195	sinxronlash
precious	surprise	0.195	qimmatli
humanitarian	surprise	0.195	gumanitar
preservative	surprise	0.195	konservant
unfulfilled	surprise	0.195	bajarilmagan
obliging	surprise	0.188	majburiyat beruvchi
singularly	surprise	0.188	alohida
graduation	surprise	0.180	Bitiruv
foresee	surprise	0.180	bashorat qilish
pray	surprise	0.180	ibodat qiling
lovely	surprise	0.180	yoqimli
thirst	surprise	0.172	tashnalik
mouth	surprise	0.172	og'iz
youth	surprise	0.172	yoshlar
sun	surprise	0.172	quyosh
art	surprise	0.172	san'at
goodness	surprise	0.164	yaxshilik
latent	surprise	0.156	yashirin
visor	surprise	0.156	visor
overdue	surprise	0.156	muddati o'tgan
practiced	surprise	0.156	mashq qilgan
loyal	surprise	0.148	sodiq
expect	surprise	0.148	kutish
wireless	surprise	0.148	simsiz
destination	surprise	0.148	maqsad
infant	surprise	0.141	chaqaloq
cream	surprise	0.141	krem
slush	surprise	0.141	shilimshiq
quote	surprise	0.141	iqtibos
playground	surprise	0.133	o'yin maydonchasi
vote	surprise	0.125	ovoz berish
teach	surprise	0.125	o'rgatish
organization	surprise	0.125	tashkilot
dolphin	surprise	0.117	delfin
weight	surprise	0.117	vazn
smile	surprise	0.117	tabassum
sisterhood	surprise	0.109	opa-singillik
cable	surprise	0.109	kabel
sunny	surprise	0.102	quyoshli
steady	surprise	0.094	barqaror
peaceful	surprise	0.086	tinch
spa	surprise	0.086	kurort
leisure	surprise	0.086	dam olish
picnic	surprise	0.078	piknik
tree	surprise	0.078	daraxt
worm	surprise	0.055	qurt
truthfulness	trust	0.906	rostgo'ylik
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	ishonchli
honor	trust	0.844	hurmat
honesty	trust	0.844	halollik
honest	trust	0.844	halol
truth	trust	0.844	haqiqat
truthful	trust	0.836	rostgo'y
trusting	trust	0.836	ishonch
brotherhood	trust	0.820	birodarlik
entrust	trust	0.812	ishonib topshirish
committed	trust	0.805	qilgan
loyalty	trust	0.805	sodiqlik
integrity	trust	0.805	yaxlitlik
honorable	trust	0.805	hurmatli
trust	trust	0.805	ishonch
credibility	trust	0.805	ishonchlilik
faithful	trust	0.797	sodiq
sincere	trust	0.797	samimiy
partnership	trust	0.789	hamkorlik
responsible	trust	0.789	mas'ul
true	trust	0.789	to'g'ri
wisdom	trust	0.789	donolik
verification	trust	0.781	tekshirish
cooperative	trust	0.781	kooperativ
vow	trust	0.781	qasam
oath	trust	0.781	qasam
respectable	trust	0.773	hurmatli
sisterhood	trust	0.773	opa-singillik
hero	trust	0.773	qahramon
credible	trust	0.773	ishonchli
promise	trust	0.773	va'da
verified	trust	0.773	tasdiqlangan
qualified	trust	0.766	malakali
authentication	trust	0.766	autentifikatsiya
respected	trust	0.766	hurmatga sazovor
compassion	trust	0.759	hamdardlik
approval	trust	0.758	tasdiqlash
moral	trust	0.758	ahloqiy
reliability	trust	0.758	ishonchlilik
trusts	trust	0.758	ishonchli
safekeeping	trust	0.758	saqlash
reputable	trust	0.758	nufuzli
love	trust	0.758	sevgi
friend	trust	0.750	do'st
stable	trust	0.750	barqaror
authentic	trust	0.750	haqiqiy
competence	trust	0.750	kompetentsiya
safeguard	trust	0.750	himoya qilish
companion	trust	0.750	hamroh
advised	trust	0.750	maslahat berdi
respect	trust	0.750	hurmat
loyal	trust	0.750	sodiq
genuine	trust	0.750	haqiqiy
friendships	trust	0.750	ishonch
ally	trust	0.750	ittifoqdosh
proven	trust	0.742	isbotlangan
freedom	trust	0.742	erkinlik
respects	trust	0.742	hurmat qiladi
accepting	trust	0.742	do'stlik
faith	trust	0.742	imon
wholesome	trust	0.742	foydali
heartfelt	trust	0.734	samimiy
unification	trust	0.734	birlashtirish
confirmation	trust	0.734	tasdiqlash
protecting	trust	0.734	himoya qilish
reassurance	trust	0.734	ishonch
trustee	trust	0.734	ishonchli vakil
supporter	trust	0.734	tarafdori
respectful	trust	0.734	hurmatli
admirable	trust	0.734	tahsinga sazovor
fact	trust	0.727	haqiqat
friendship	trust	0.727	do'stlik
partners	trust	0.727	qabul qilish
confidentially	trust	0.727	maxfiy tarzda
confident	trust	0.727	o'ziga ishongan
equality	trust	0.727	tenglik
alliance	trust	0.727	ittifoq
credential	trust	0.727	ishonchnoma
believing	trust	0.727	ishonish
excellence	trust	0.727	mukammallik
agreement	trust	0.727	kelishuv
closeness	trust	0.719	yaqinlik
authenticate	trust	0.719	autentifikatsiya qilish
virtuous	trust	0.719	fazilatli
intelligence	trust	0.719	razvedka
kindred	trust	0.719	qarindosh
virtue	trust	0.719	fazilat
honored	trust	0.719	sharaflangan
justice	trust	0.711	adolat
charitable	trust	0.711	xayriya
determination	trust	0.711	qat'iyat
creditable	trust	0.711	kreditga loyiq
consistency	trust	0.711	mustahkamlik
allegiance	trust	0.711	sadoqat
cooperation	trust	0.711	hamkorlik
guarantee	trust	0.711	kafolat
dedication	trust	0.711	bag'ishlanish
straightforward	trust	0.711	to'g'ri
cooperating	trust	0.711	hamkorlik qilish
reliable	trust	0.703	ishonchli
nurture	trust	0.703	tarbiyalash
mother	trust	0.703	Ona
fulfilled	trust	0.703	bajarilgan
admiration	trust	0.703	hayrat
mentor	trust	0.703	ustoz
guardianship	trust	0.703	vasiylik
assurance	trust	0.703	kafolat
morality	trust	0.703	axloq
motherhood	trust	0.703	onalik
innocent	trust	0.703	begunoh
reverence	trust	0.703	hurmat
sanctuary	trust	0.703	muqaddas joy
friendliness	trust	0.703	do'stlik
prepared	trust	0.703	tayyorlangan
admire	trust	0.703	qoyil qolish
protected	trust	0.703	himoyalangan
proof	trust	0.703	dalil
bodyguard	trust	0.695	tansoqchi
skillful	trust	0.695	mohir
marriage	trust	0.695	nikoh
allied	trust	0.695	ittifoqdosh
morals	trust	0.695	axloq
humanitarian	trust	0.695	gumanitar
pact	trust	0.695	pakt
courage	trust	0.695	jasorat
accountable	trust	0.695	javobgar
agreeable	trust	0.695	rozi
united	trust	0.695	birlashgan
indestructible	trust	0.695	buzilmas
approving	trust	0.695	ma'qullash
guardian	trust	0.695	qo'riqchi
compassionate	trust	0.695	shafqatli
scientist	trust	0.695	olim
certified	trust	0.695	sertifikatlangan
pledge	trust	0.688	garov
adviser	trust	0.688	maslahatchi
authenticity	trust	0.688	haqiqiylik
understanding	trust	0.688	tushunish
secure	trust	0.688	xavfsiz
guidance	trust	0.688	rahbarlik
monogamy	trust	0.688	monogamiya
valor	trust	0.688	jasorat
solidity	trust	0.688	mustahkamlik
perfection	trust	0.688	mukammallik
believed	trust	0.688	ishongan
humanity	trust	0.688	insoniyat
justifiable	trust	0.688	asosli
competent	trust	0.688	vakolatli
esteem	trust	0.688	hurmat
protector	trust	0.680	himoyachi
inspire	trust	0.680	ilhomlantirmoq
hope	trust	0.680	umid
strongest	trust	0.680	hamkorlar
expertise	trust	0.680	mutaxassislik
humble	trust	0.680	kamtarin
indivisible	trust	0.680	bo'linmas
official	trust	0.680	rasmiy
affirm	trust	0.680	tasdiqlamoq
familiarity	trust	0.680	tanishlik
confirmed	trust	0.680	tasdiqlangan
diligence	trust	0.680	mehnatsevarlik
grandfather	trust	0.680	bobo
advocacy	trust	0.680	himoya qilish
goodness	trust	0.680	yaxshilik
commendable	trust	0.680	maqtovga sazovor
acceptance	trust	0.680	qabul qilish
diplomatic	trust	0.680	diplomatik
leader	trust	0.680	yetakchi
confide	trust	0.680	ishontirish
agreeing	trust	0.680	rozi bo'lish
approve	trust	0.680	ma'qullash
professional	trust	0.680	professional
elders	trust	0.680	oqsoqollar
confidential	trust	0.680	maxfiy
faultless	trust	0.672	beg'ubor
believes	trust	0.672	qabul qilingan
sanctify	trust	0.672	muqaddaslash
intelligent	trust	0.672	aqlli
safe	trust	0.672	xavfsiz
accepted	trust	0.672	eng kuchli
dignity	trust	0.672	qadr-qimmat
unwavering	trust	0.672	qat'iy
encyclopedia	trust	0.672	ensiklopediya
mastery	trust	0.672	mahorat
cohesive	trust	0.672	uyushgan
harmoniously	trust	0.672	uyg'un holda
benevolence	trust	0.672	xayrixohlik
healing	trust	0.672	shifo
accredited	trust	0.672	akkreditatsiya qilingan
covenant	trust	0.672	ahd
accountability	trust	0.664	javobgarlik
team	trust	0.664	jamoa
authority	trust	0.664	hokimiyat
heroic	trust	0.664	qahramonlik
reliance	trust	0.664	tayanch
expert	trust	0.664	mutaxassis
communicate	trust	0.664	muloqot qilish
spiritual	trust	0.664	ruhiy
impeccable	trust	0.664	benuqson
specialist	trust	0.664	mutaxassis
affirmatively	trust	0.664	tasdiqlovchi
proficient	trust	0.664	malakali
fulfillment	trust	0.664	bajarilishi
advocate	trust	0.664	himoyachi
disciple	trust	0.664	shogird
attestation	trust	0.664	attestatsiya
merit	trust	0.664	savob
supporting	trust	0.664	qo'llab-quvvatlovchi
ambassador	trust	0.664	elchi
guidebook	trust	0.664	qo'llanma
accept	trust	0.664	qabul qilish
strengthening	trust	0.661	mustahkamlash
holiness	trust	0.656	muqaddaslik
facts	trust	0.656	faktlar
warranty	trust	0.656	kafolat
strength	trust	0.656	kuch
relationship	trust	0.656	munosabat
defended	trust	0.656	himoya qildi
constancy	trust	0.656	doimiylik
favorable	trust	0.656	qulay
gentleman	trust	0.656	janob
counsel	trust	0.656	maslahat
scientific	trust	0.656	ilmiy
structure	trust	0.656	tuzilishi
elder	trust	0.656	oqsoqol
