English Word	Emotion	Emotion-Intensity-Score	Catalan Word
banshee	sadness	0.391	banshee
coldness	sadness	0.391	fredor
insulting	sadness	0.391	insultant
subvert	sadness	0.384	subvertir
jealousy	sadness	0.382	gelosia
struggle	sadness	0.379	lluitar
miss	sadness	0.379	senyoreta
geriatric	sadness	0.379	geriàtric
inexcusable	sadness	0.379	inexcusable
ashes	sadness	0.377	cendres
entangled	sadness	0.377	enredat
descent	sadness	0.377	descens
funk	sadness	0.375	funk
wasting	sadness	0.375	malbaratament
overcast	sadness	0.375	ennuvolat
exhaustion	sadness	0.375	esgotament
inferior	sadness	0.375	inferior
disqualify	sadness	0.375	desqualificar
sympathy	sadness	0.375	comprensió
prostitution	sadness	0.375	prostitució
dispel	sadness	0.375	dissipar
slump	sadness	0.375	enfonsament
scar	sadness	0.375	cicatriu
goodbye	sadness	0.375	adéu
landslide	sadness	0.375	esllavissada
inconsiderate	sadness	0.375	desconsiderat
parting	sadness	0.375	separació
blackness	sadness	0.375	negrera
murky	sadness	0.375	tèrbol
noncompliance	sadness	0.375	incompliment
sucks	sadness	0.375	xucla
withdraw	sadness	0.375	retirar-se
rabid	sadness	0.375	rabiosa
oust	sadness	0.375	expulsar
unattractive	sadness	0.373	poc atractiu
delay	sadness	0.373	retard
apologize	sadness	0.370	disculpes
crazy	sadness	0.368	boig
bastard	sadness	0.366	bastard
deteriorated	sadness	0.365	deteriorat
inter	sadness	0.364	entre altres
empty	sadness	0.364	buit
mocking	sadness	0.363	burlant
adder	sadness	0.361	sumador
misunderstanding	sadness	0.359	malentès
fuss	sadness	0.359	enrenou
plaintive	sadness	0.359	planyós
servile	sadness	0.359	servil
obesity	sadness	0.359	l'obesitat
disconnect	sadness	0.359	desconnectar
tremor	sadness	0.359	tremolor
flounder	sadness	0.359	llisa
defendant	sadness	0.359	acusat
unable	sadness	0.359	incapaç
fainting	sadness	0.359	desmais
unemployed	sadness	0.359	a l'atur
hunter	sadness	0.359	caçador
idiocy	sadness	0.359	idiotesa
corse	sadness	0.359	corsé
inefficiency	sadness	0.359	ineficiència
lockup	sadness	0.359	tancar
consecration	sadness	0.359	consagració
unsuccessful	sadness	0.359	sense èxit
arraignment	sadness	0.359	acusació
fruitless	sadness	0.359	infructuós
numbness	sadness	0.359	entumiment
affront	sadness	0.359	afront
hindering	sadness	0.359	dificultant
austere	sadness	0.359	auster
unpopular	sadness	0.359	impopulars
perpetrator	sadness	0.359	autor
wrangling	sadness	0.359	baralla
taunt	sadness	0.359	burla
doubt	sadness	0.359	dubte
unrest	sadness	0.351	malestar
intervention	sadness	0.348	intervenció
wimpy	sadness	0.348	feble
spoiler	sadness	0.348	spoiler
waste	sadness	0.348	malbaratament
absentee	sadness	0.348	absent
flaw	sadness	0.347	defecte
litigate	sadness	0.344	litigar
blindly	sadness	0.344	a cegues
militia	sadness	0.344	milícia
lawsuit	sadness	0.344	plet
uninvited	sadness	0.344	sense convidar
uninspired	sadness	0.344	sense inspiració
furrow	sadness	0.344	solc
cumbersome	sadness	0.344	feixuc
specter	sadness	0.344	espectre
desert	sadness	0.344	desert
lagging	sadness	0.344	endarrerit
attenuation	sadness	0.344	atenuació
forfeit	sadness	0.344	perdre
plea	sadness	0.344	súplica
thrash	sadness	0.344	golejar
resigned	sadness	0.344	resignat
detention	sadness	0.344	detenció
surgery	sadness	0.344	cirurgia
intercede	sadness	0.344	intercedir
stained	sadness	0.344	tacat
unaccountable	sadness	0.339	inexplicable
myopia	sadness	0.339	miopia
mishap	sadness	0.338	contratemps
probation	sadness	0.336	llibertat condicional
severance	sadness	0.333	indemnització
disagreeing	sadness	0.333	en desacord
unacknowledged	sadness	0.328	no reconegut
dependence	sadness	0.328	dependència
unacceptable	sadness	0.328	inacceptable
leave	sadness	0.328	marxar
bondage	sadness	0.328	servitud
bacteria	sadness	0.328	bacteris
sterile	sadness	0.328	estèril
adrift	sadness	0.328	a la deriva
endless	sadness	0.328	sense fi
incompetent	sadness	0.328	incompetent
soreness	sadness	0.328	dolor
nether	sadness	0.328	més avall
nepotism	sadness	0.328	nepotisme
squall	sadness	0.328	borrasca
disallowed	sadness	0.328	desautoritzat
scold	sadness	0.327	renyar
flaccid	sadness	0.324	flàccid
hobo	sadness	0.323	vagabund
fragile	sadness	0.319	fràgil
stingy	sadness	0.319	avaro
sue	sadness	0.318	demandar
scarcely	sadness	0.318	amb prou feines
mistake	sadness	0.312	errada
committal	sadness	0.312	compromís
nonsensical	sadness	0.312	sense sentit
inhibit	sadness	0.312	inhibir
skid	sadness	0.312	patinar
wan	sadness	0.312	wan
defy	sadness	0.312	desafiar
fatty	sadness	0.312	grassa
clouded	sadness	0.312	ennuvolat
ulcer	sadness	0.312	úlcera
nostalgia	sadness	0.312	nostàlgia
evanescence	sadness	0.312	evanescència
hamstring	sadness	0.312	isquiotibial
thresh	sadness	0.312	batre
conceal	sadness	0.311	amagar
blemish	sadness	0.310	taca
resisting	sadness	0.309	resistint
sympathetic	sadness	0.307	simpàtic
bugaboo	sadness	0.304	bugaboo
opium	sadness	0.303	opi
confess	sadness	0.303	confessar
alas	sadness	0.302	ai!
mislead	sadness	0.297	enganyar
suppress	sadness	0.297	suprimir
inappropriate	sadness	0.297	inadequat
discontinuity	sadness	0.297	discontinuïtat
wrinkled	sadness	0.297	arrugada
dull	sadness	0.297	avorrit
weak	sadness	0.297	feble
halting	sadness	0.297	aturada
incompatible	sadness	0.297	incompatible
migraine	sadness	0.297	migranya
subsidence	sadness	0.297	subsidència
setback	sadness	0.297	revés
toocold	sadness	0.297	massa fred
incase	sadness	0.297	en cas de
hermit	sadness	0.296	ermità
moving	sadness	0.295	movent-se
shrink	sadness	0.295	encongir
shiver	sadness	0.291	calfred
constraint	sadness	0.288	restricció
unimportant	sadness	0.288	sense importància
tramp	sadness	0.288	vagabund
rubble	sadness	0.282	runes
down	sadness	0.281	cap avall
taint	sadness	0.281	contaminació
flop	sadness	0.281	flop
wearily	sadness	0.281	cansadament
overdue	sadness	0.281	endarrerit
excluding	sadness	0.281	Excloent
confession	sadness	0.281	confessió
grey	sadness	0.281	gris
senseless	sadness	0.281	sense sentit
unseat	sadness	0.281	desasseu
remove	sadness	0.281	eliminar
revoke	sadness	0.281	revocar
shortage	sadness	0.281	escassetat
apathy	sadness	0.281	apatia
adverse	sadness	0.281	adversos
negro	sadness	0.281	negre
timid	sadness	0.281	tímid
flinch	sadness	0.281	endollar-se
scrapie	sadness	0.281	scrapie
grumpy	sadness	0.281	malhumorat
knell	sadness	0.275	toca
throb	sadness	0.273	batec
confusion	sadness	0.273	confusió
soldier	sadness	0.273	soldat
jurisprudence	sadness	0.273	jurisprudència
humbled	sadness	0.273	humiliat
gray	sadness	0.269	gris
lax	sadness	0.266	laxa
mixedemotions	sadness	0.266	emocions barrejades
obstacle	sadness	0.266	obstacle
slur	sadness	0.266	insult
unrealistic	sadness	0.266	poc realista
drifted	sadness	0.266	derivada
leaving	sadness	0.266	marxant
shack	sadness	0.266	barraca
eternity	sadness	0.266	eternitat
remiss	sadness	0.266	negligència
inconvenient	sadness	0.263	inconvenient
restrict	sadness	0.259	restringir
misrepresentation	sadness	0.259	tergiversació
stagnant	sadness	0.259	estancat
disservice	sadness	0.258	desservei
wilderness	sadness	0.255	desert
nosun	sadness	0.255	nosun
backwater	sadness	0.255	remanent
tempest	sadness	0.250	tempesta
pine	sadness	0.250	pi
humbug	sadness	0.250	farsa
bang	sadness	0.250	cop
speculation	sadness	0.250	l'especulació
labored	sadness	0.250	treballat
incomplete	sadness	0.250	incompleta
gullible	sadness	0.250	crédulos
undying	sadness	0.250	etern
anchorage	sadness	0.250	ancoratge
unexplained	sadness	0.250	inexplicable
error	sadness	0.250	error
wasteful	sadness	0.250	malbaratador
communism	sadness	0.250	comunisme
uneducated	sadness	0.250	sense educació
melodrama	sadness	0.242	melodrama
demonstrative	sadness	0.242	demostratiu
rainyday	sadness	0.242	dia plujós
necessity	sadness	0.236	necessitat
boredom	sadness	0.235	avorriment
foggy	sadness	0.234	boira
sentence	sadness	0.234	frase
misty	sadness	0.234	boira
cancel	sadness	0.234	cancel · lar
void	sadness	0.234	buit
cloudy	sadness	0.234	ennuvolat
blockade	sadness	0.234	bloqueig
pale	sadness	0.234	pàl·lid
trash	sadness	0.234	escombraries
uninteresting	sadness	0.234	poc interessant
hollow	sadness	0.234	buit
healing	sadness	0.234	curació
depart	sadness	0.234	partir
burke	sadness	0.234	burke
warp	sadness	0.234	deformació
case	sadness	0.228	Caixa
rainy	sadness	0.227	plujós
uninterested	sadness	0.223	desinteressat
onerous	sadness	0.223	onerós
bottom	sadness	0.223	inferior
fasting	sadness	0.220	dejuni
boooo	sadness	0.219	boooo
dole	sadness	0.219	dole
pious	sadness	0.219	piadosa
indifference	sadness	0.219	indiferència
coping	sadness	0.219	fer front
discolored	sadness	0.219	descolorida
thirst	sadness	0.219	set
blunder	sadness	0.219	equivocació
cocaine	sadness	0.218	cocaïna
tough	sadness	0.212	dur
revolution	sadness	0.203	revolució
hoary	sadness	0.203	canós
chilly	sadness	0.203	fred
sluggish	sadness	0.203	lent
yucky	sadness	0.203	puta
fat	sadness	0.203	greix
lower	sadness	0.203	més baix
sprain	sadness	0.203	esquinç
chargeable	sadness	0.203	cobrable
arid	sadness	0.203	àrid
wanting	sadness	0.202	voler
progression	sadness	0.201	progressió
closure	sadness	0.195	tancament
unbeaten	sadness	0.193	invicte
rack	sadness	0.188	prestatge
halter	sadness	0.188	cabestret
rumor	sadness	0.188	rumor
tease	sadness	0.188	burlar
invalid	sadness	0.188	invàlid
cataract	sadness	0.188	cataracta
meh	sadness	0.188	meh
heartfelt	sadness	0.188	sincera
retirement	sadness	0.188	jubilació
splitting	sadness	0.188	desdoblament
interrupted	sadness	0.188	interromput
oddity	sadness	0.188	estranyesa
cold	sadness	0.188	refredat
veal	sadness	0.188	vedella
concerned	sadness	0.184	preocupat
sarcasm	sadness	0.181	sarcasme
strip	sadness	0.179	tira
divided	sadness	0.172	dividit
feeling	sadness	0.172	sentiment
overload	sadness	0.172	sobrecàrrega
sap	sadness	0.172	saba
memories	sadness	0.172	records
esteem	sadness	0.172	estima
cupping	sadness	0.172	ventosa
eschew	sadness	0.172	defugir
destination	sadness	0.170	destinació
nosnow	sadness	0.169	nosnow
limited	sadness	0.167	limitada
rain	sadness	0.163	pluja
willful	sadness	0.160	voluntària
untitled	sadness	0.157	sense títol
stint	sadness	0.156	estada
cross	sadness	0.156	creu
weeds	sadness	0.156	males herbes
pare	sadness	0.155	pare
snort	sadness	0.154	bufar
procession	sadness	0.152	processó
inconsequential	sadness	0.152	intranscendente
tax	sadness	0.142	impost
emo	sadness	0.141	emo
tolerate	sadness	0.141	tolerar
mug	sadness	0.141	tassa
overpriced	sadness	0.141	massa car
weight	sadness	0.141	pes
touchy	sadness	0.140	sensible
kennel	sadness	0.130	gossera
grounded	sadness	0.130	connectat a terra
unpaid	sadness	0.125	sense pagar
socialist	sadness	0.125	socialista
meek	sadness	0.125	mansu
clouds	sadness	0.125	núvols
margin	sadness	0.125	marge
theocratic	sadness	0.125	teocràtic
stillness	sadness	0.125	quietud
sisterhood	sadness	0.125	germanor
terrific	sadness	0.125	excel · lent
commemorate	sadness	0.125	commemorar
late	sadness	0.125	tard
default	sadness	0.121	per defecte
lace	sadness	0.118	encaix
unpublished	sadness	0.116	inèdit
interested	sadness	0.114	interessats
fortress	sadness	0.110	fortalesa
lush	sadness	0.109	exuberant
harry	sadness	0.109	Harry
ultimate	sadness	0.109	definitiva
priesthood	sadness	0.109	sacerdoci
orchestra	sadness	0.109	orquestra
rating	sadness	0.109	qualificació
fleece	sadness	0.109	polar
sanctify	sadness	0.108	santificar
income	sadness	0.100	ingressos
winning	sadness	0.094	guanyant
boo	sadness	0.094	boo
quiet	sadness	0.094	tranquil
sonnet	sadness	0.094	sonet
vainly	sadness	0.091	en va
hug	sadness	0.078	abraçada
opera	sadness	0.078	òpera
humble	sadness	0.078	humils
hut	sadness	0.078	cabana
ovation	sadness	0.078	ovació
wet	sadness	0.078	humit
motivating	sadness	0.078	motivador
treat	sadness	0.076	tractar
hymn	sadness	0.064	himne
honest	sadness	0.062	honest
relics	sadness	0.061	relíquies
couch	sadness	0.060	sofà
waffle	sadness	0.047	gofres
shell	sadness	0.045	closca
musical	sadness	0.045	musical
savor	sadness	0.034	assaborir
napkin	sadness	0.031	tovalló
vote	sadness	0.031	votar
sing	sadness	0.017	cantar
mother	sadness	0.016	mare
music	sadness	0.016	música
nutritious	sadness	0.015	nutritiu
lovely	sadness	0.009	encantador
sweetheart	sadness	0.000	amor
romance	sadness	0.000	romanç
liquor	sadness	0.000	licor
art	sadness	0.000	art
surprise	surprise	0.930	sorpresa
explode	surprise	0.906	explotar
flabbergast	surprise	0.906	estupefacte
explosion	surprise	0.898	explosió
ambush	surprise	0.883	emboscada
explosive	surprise	0.883	explosiu
eruption	surprise	0.883	erupció
surprisingly	surprise	0.875	sorprenentment
startle	surprise	0.875	sobresalt
shockingly	surprise	0.875	sorprenentment
frighten	surprise	0.875	espantar
surprised	surprise	0.867	sorprès
frightened	surprise	0.867	espantat
surprising	surprise	0.867	sorprenent
outburst	surprise	0.859	esclat
thrilling	surprise	0.859	emocionant
miracle	surprise	0.859	miracle
blast	surprise	0.852	explosió
astonishingly	surprise	0.852	sorprenentment
alarm	surprise	0.852	alarma
shock	surprise	0.844	xoc
thunderstruck	surprise	0.844	tronada
jolt	surprise	0.844	sacsejada
dazzle	surprise	0.836	enlluernar
bang	surprise	0.836	cop
catastrophe	surprise	0.836	catàstrofe
fright	surprise	0.836	ensurt
unexpectedly	surprise	0.836	inesperadament
startling	surprise	0.828	sorprenent
suddenly	surprise	0.828	de sobte
emergency	surprise	0.828	emergència
bewilderment	surprise	0.828	desconcert
stunned	surprise	0.820	atordit
astound	surprise	0.820	sorprendre
jackpot	surprise	0.812	Jackpot
earthquake	surprise	0.812	terratrèmol
disaster	surprise	0.812	desastre
astonishment	surprise	0.805	sorpresa
climax	surprise	0.805	clímax
aghast	surprise	0.805	horroritzat
astonish	surprise	0.805	sorprendre
scare	surprise	0.797	por
awestruck	surprise	0.797	meravellat
erupt	surprise	0.789	esclatar
bomb	surprise	0.789	bomba
exclaim	surprise	0.789	exclamar
amazement	surprise	0.781	sorpresa
abduction	surprise	0.773	abducció
alarming	surprise	0.773	alarmant
detonate	surprise	0.773	detonar
raid	surprise	0.773	raid
miraculous	surprise	0.773	miraculós
invade	surprise	0.773	envair
kidnap	surprise	0.766	segrestar
unpredictable	surprise	0.758	impredictible
stupefy	surprise	0.758	estupefacte
dumfound	surprise	0.758	embogit
overwhelming	surprise	0.758	aclaparador
erratic	surprise	0.750	erràtica
unimaginable	surprise	0.750	inimaginable
accident	surprise	0.750	accident
outrageous	surprise	0.750	indignant
horror	surprise	0.742	horror
amaze	surprise	0.742	sorprendre
blitz	surprise	0.742	atac per sorpresa
bewilder	surprise	0.742	desconcert
flinch	surprise	0.742	endollar-se
petrify	surprise	0.742	petrificar
wreck	surprise	0.742	naufragi
slaughter	surprise	0.742	matança
frenetic	surprise	0.734	frenètic
crash	surprise	0.734	xoc
frantic	surprise	0.734	frenètic
stupefaction	surprise	0.734	estupefacció
excitement	surprise	0.734	emoció
riotous	surprise	0.727	amotinada
outcry	surprise	0.727	crit
vanished	surprise	0.727	va desaparèixer
moonstruck	surprise	0.727	cop de lluna
sudden	surprise	0.727	de sobte
awe	surprise	0.719	por
scream	surprise	0.719	cridar
breathless	surprise	0.719	sense alè
sabotage	surprise	0.719	sabotatge
shriek	surprise	0.719	cridar
unanticipated	surprise	0.719	imprevistos
bewildered	surprise	0.719	desconcertat
manslaughter	surprise	0.719	homicidi involuntari
amazedness	surprise	0.719	meravella
rupture	surprise	0.719	ruptura
unexpected	surprise	0.711	inesperat
electrify	surprise	0.711	electrificar
uncontrollable	surprise	0.711	incontrolable
shot	surprise	0.711	tir
avalanche	surprise	0.711	allau
gasp	surprise	0.711	boquejar
stun	surprise	0.711	aturdir
slam	surprise	0.703	slam
abrupt	surprise	0.703	abrupte
intruder	surprise	0.703	intrús
unforeseen	surprise	0.703	imprevist
suspense	surprise	0.703	suspens
devastation	surprise	0.703	devastació
surge	surprise	0.703	augment
excite	surprise	0.695	emocionar
dumfounder	surprise	0.695	dumfounder
yell	surprise	0.695	cridar
unprecedented	surprise	0.695	sense precedents
strike	surprise	0.695	colpejar
volatility	surprise	0.695	volatilitat
urgent	surprise	0.695	urgent
stab	surprise	0.695	punyalada
disturbance	surprise	0.688	pertorbació
carnage	surprise	0.688	carnisseria
incredible	surprise	0.688	increïble
spectacular	surprise	0.688	espectacular
thrill	surprise	0.680	emoció
recklessness	surprise	0.680	imprudència
clamor	surprise	0.680	clamor
monstrous	surprise	0.680	monstruós
slap	surprise	0.680	bufetada
inexplicable	surprise	0.672	inexplicable
terrorist	surprise	0.672	terrorista
exciting	surprise	0.672	emocionant
accidental	surprise	0.672	accidental
accidentally	surprise	0.672	accidentalment
striking	surprise	0.672	impactant
captivate	surprise	0.672	captivar
exhilaration	surprise	0.672	il·lusió
topple	surprise	0.664	caure
dire	surprise	0.664	calamitós
revolution	surprise	0.664	revolució
volcano	surprise	0.664	volcà
freakish	surprise	0.664	estrany
revolt	surprise	0.656	revolta
bloodshed	surprise	0.656	vessament de sang
sneak	surprise	0.656	colar
unspeakable	surprise	0.656	indescriptible
incendiary	surprise	0.656	incendiari
epidemic	surprise	0.648	epidèmia
violent	surprise	0.648	violents
disruption	surprise	0.648	interrupció
amazingly	surprise	0.648	sorprenentment
mutiny	surprise	0.648	motí
spellbound	surprise	0.648	encisat
cyclone	surprise	0.648	cicló
unsuspecting	surprise	0.648	sense sospitar
attacking	surprise	0.648	atacant
unintended	surprise	0.648	no desitjat
shout	surprise	0.641	cridar
indescribable	surprise	0.641	indescriptible
tumult	surprise	0.641	tumult
improvisation	surprise	0.641	improvisació
wildfire	surprise	0.641	incendi forestal
excitation	surprise	0.641	excitació
screech	surprise	0.641	crit
enthusiasm	surprise	0.641	entusiasme
uncertain	surprise	0.633	incert
plunder	surprise	0.633	saqueig
gape	surprise	0.633	boga
treachery	surprise	0.633	traïció
agape	surprise	0.633	àgape
anomaly	surprise	0.633	anomalia
presto	surprise	0.633	presto
apparition	surprise	0.633	aparició
wonderment	surprise	0.625	meravella
slaughtering	surprise	0.625	matança
trick	surprise	0.625	truc
mystery	surprise	0.625	misteri
murderous	surprise	0.625	assassina
distress	surprise	0.625	angoixa
sorcery	surprise	0.625	bruixeria
excited	surprise	0.625	emocionat
tempest	surprise	0.625	tempesta
urgency	surprise	0.625	urgència
inimaginable	surprise	0.617	inimaginable
intrusive	surprise	0.617	intrusiu
quickness	surprise	0.617	rapidesa
intense	surprise	0.617	intens
trickery	surprise	0.617	engany
vanish	surprise	0.617	desaparèixer
prank	surprise	0.617	broma
murder	surprise	0.617	assassinat
thief	surprise	0.609	lladre
blindfold	surprise	0.609	bena els ulls
unstable	surprise	0.609	inestable
strangle	surprise	0.609	estranyar
coup	surprise	0.609	cop d'estat
magical	surprise	0.609	màgic
shatter	surprise	0.609	fer miques
splash	surprise	0.609	esquitxada
stupor	surprise	0.602	estupor
inconceivable	surprise	0.602	inconcebible
betray	surprise	0.602	trair
defy	surprise	0.602	desafiar
jubilee	surprise	0.602	jubileu
assail	surprise	0.602	assaltar
deluge	surprise	0.602	diluvi
tackle	surprise	0.602	abordar
monstrosity	surprise	0.594	monstruositat
lightning	surprise	0.594	llamp
stupendous	surprise	0.594	estupenda
shrill	surprise	0.594	agut
mishap	surprise	0.594	contratemps
alerts	surprise	0.594	alertes
mysterious	surprise	0.586	misteriós
randomly	surprise	0.586	aleatòriament
wild	surprise	0.586	salvatge
deceit	surprise	0.586	engany
bonus	surprise	0.586	bonificació
pitfall	surprise	0.586	trampa
uncanny	surprise	0.586	estrany
wondrous	surprise	0.586	meravellós
premature	surprise	0.578	prematur
stagger	surprise	0.578	escalonar
rejoicing	surprise	0.578	alegrant-se
godsend	surprise	0.578	regal del Déu
jubilant	surprise	0.578	jubilós
electric	surprise	0.578	elèctrica
raving	surprise	0.578	delirant
bizarre	surprise	0.578	estrany
death	surprise	0.578	mort
fluke	surprise	0.578	casualitat
oddity	surprise	0.578	estranyesa
dynamic	surprise	0.570	dinàmic
dismay	surprise	0.570	consternació
revenge	surprise	0.570	venjança
nefarious	surprise	0.562	nefast
fascinate	surprise	0.562	fascinar
jerk	surprise	0.562	idiota
ecstatic	surprise	0.562	extàtica
reward	surprise	0.562	recompensa
uncover	surprise	0.562	destapar
reappear	surprise	0.562	reaparèixer
zany	surprise	0.555	estranya
whim	surprise	0.555	caprici
thaumaturgy	surprise	0.555	taumatúrgia
conjure	surprise	0.555	conjurar
crescendo	surprise	0.555	crescendo
rescue	surprise	0.547	rescat
daze	surprise	0.547	embadalit
heroism	surprise	0.547	heroicitat
illuminate	surprise	0.547	il·luminar
winner	surprise	0.547	guanyador
ejaculation	surprise	0.547	ejaculació
thwart	surprise	0.547	frustrar
rarity	surprise	0.547	raresa
unbridled	surprise	0.547	desenfrenat
tantalizing	surprise	0.547	temptador
punch	surprise	0.539	punxada
cheer	surprise	0.539	animar
treason	surprise	0.539	traïció
violation	surprise	0.539	violació
celebration	surprise	0.539	celebració
illusion	surprise	0.539	il·lusió
marvel	surprise	0.539	meravella
lucky	surprise	0.539	sort
lunge	surprise	0.539	estocada
interrupt	surprise	0.539	interrompre
insult	surprise	0.539	insult
concealed	surprise	0.531	amagat
snag	surprise	0.531	enganxada
sensation	surprise	0.531	sensació
banger	surprise	0.531	banger
fearfully	surprise	0.531	amb por
affront	surprise	0.531	afront
jest	surprise	0.531	broma
undiscovered	surprise	0.523	sense descobrir
liberate	surprise	0.523	alliberar
veer	surprise	0.523	virar
abandonment	surprise	0.523	abandonament
immediacy	surprise	0.523	immediatesa
improvise	surprise	0.523	improvisar
victimized	surprise	0.523	victimitzat
scorpion	surprise	0.523	escorpí
majestic	surprise	0.523	majestuós
wonder	surprise	0.523	meravella
rejoice	surprise	0.523	alegrar-se
tickle	surprise	0.516	pessigolles
chance	surprise	0.516	oportunitat
yelp	surprise	0.516	gemec
howl	surprise	0.516	udolar
stealthily	surprise	0.516	furtivament
unintentionally	surprise	0.508	sense voler
magnificent	surprise	0.508	magnífic
reflex	surprise	0.508	reflex
garish	surprise	0.508	cridaner
transcendence	surprise	0.508	transcendència
rave	surprise	0.508	deliri
luck	surprise	0.508	sort
swerve	surprise	0.508	desviar
pop	surprise	0.508	pop
enliven	surprise	0.500	animar
slayer	surprise	0.500	assassí
remarkable	surprise	0.500	notable
infrequent	surprise	0.500	poc freqüent
pang	surprise	0.500	pang
erotic	surprise	0.500	eròtic
misbehavior	surprise	0.500	mala conducta
diversion	surprise	0.500	diversió
heroic	surprise	0.500	heroic
alertness	surprise	0.500	alerta
marvelous	surprise	0.500	meravellós
fainting	surprise	0.500	desmais
embarrassment	surprise	0.500	vergonya
nab	surprise	0.492	agafar
birthday	surprise	0.492	aniversari
camouflage	surprise	0.492	camuflatge
unutterable	surprise	0.492	indescriptible
chimera	surprise	0.492	quimera
trump	surprise	0.492	trump
decoy	surprise	0.492	engany
infarct	surprise	0.492	infart
greatness	surprise	0.492	grandesa
exigent	surprise	0.492	exigent
prick	surprise	0.484	punxada
variable	surprise	0.484	variable
curiosity	surprise	0.484	curiositat
daemon	surprise	0.484	dimoni
inexpressible	surprise	0.484	inexprimible
magician	surprise	0.484	mag
underestimate	surprise	0.484	subestimar
fanfare	surprise	0.484	fanfàrria
horde	surprise	0.484	horda
zeal	surprise	0.484	zel
incident	surprise	0.477	incident
illumination	surprise	0.477	il·luminació
chicane	surprise	0.477	xicana
sneeze	surprise	0.477	esternudar
subversive	surprise	0.477	subversiu
gawk	surprise	0.477	gap
fortune	surprise	0.477	fortuna
strange	surprise	0.477	estrany
dreadfully	surprise	0.477	terriblement
unguarded	surprise	0.477	sense guàrdia
prowl	surprise	0.469	rondar
reversal	surprise	0.469	reversió
wizard	surprise	0.469	mag
rapid	surprise	0.469	ràpid
leery	surprise	0.469	recelosos
break	surprise	0.461	trencar
slip	surprise	0.461	relliscar
divergent	surprise	0.461	divergents
hilarious	surprise	0.461	hilarant
coincidence	surprise	0.461	coincidència
subito	surprise	0.461	immediatament
overestimate	surprise	0.453	sobreestimar
ordeal	surprise	0.453	calvari
evanescence	surprise	0.453	evanescència
merriment	surprise	0.453	alegria
raffle	surprise	0.453	sorteig
winning	surprise	0.453	guanyant
wonderful	surprise	0.453	meravellós
hoax	surprise	0.453	engany
confession	surprise	0.453	confessió
splendid	surprise	0.445	esplèndid
stound	surprise	0.445	aturar-se
perchance	surprise	0.445	potser
excel	surprise	0.445	sobresortir
enthusiast	surprise	0.445	entusiasta
gambling	surprise	0.445	jocs d'atzar
feat	surprise	0.445	gesta
laughter	surprise	0.445	riure
brighten	surprise	0.438	il·luminar
unique	surprise	0.438	únic
senseless	surprise	0.438	sense sentit
changeable	surprise	0.438	canviant
splendor	surprise	0.438	esplendor
rapt	surprise	0.438	embadalit
unintentional	surprise	0.438	sense voler
fascination	surprise	0.430	fascinació
trepidation	surprise	0.430	trepidació
lawsuit	surprise	0.430	plet
gift	surprise	0.430	regal
stealthy	surprise	0.430	sigilós
fiesta	surprise	0.430	festa
intrigue	surprise	0.430	intriga
delighted	surprise	0.430	encantat
judgment	surprise	0.422	judici
stealth	surprise	0.422	sigil
enchant	surprise	0.422	encantar
originality	surprise	0.422	originalitat
riddle	surprise	0.422	endevinalla
quicksilver	surprise	0.422	merescut
illegitimate	surprise	0.414	il·legítim
experiment	surprise	0.414	experiment
elusive	surprise	0.414	esquiva
syncope	surprise	0.414	síncope
liberation	surprise	0.414	alliberament
spirits	surprise	0.414	esperits
perjury	surprise	0.414	perjuri
veracity	surprise	0.414	veracitat
parade	surprise	0.406	cercavila
applause	surprise	0.406	aplaudiments
inspired	surprise	0.406	inspirat
allure	surprise	0.406	atractiu
eager	surprise	0.406	amb ganes
gambler	surprise	0.406	jugador d'atzar
fete	surprise	0.406	festa
divorce	surprise	0.398	divorci
guess	surprise	0.398	endevina
princely	surprise	0.398	príncep
burlesque	surprise	0.398	burlesc
secrecy	surprise	0.398	secret
incontinence	surprise	0.391	incontinència
peri	surprise	0.391	peri
cheerful	surprise	0.391	alegre
hermaphrodite	surprise	0.391	hermafrodita
supremacy	surprise	0.391	supremacia
aspiration	surprise	0.391	aspiració
buck	surprise	0.383	dòlar
lose	surprise	0.383	perdre
cadaver	surprise	0.383	cadàver
crowning	surprise	0.383	coronació
praiseworthy	surprise	0.383	lloable
inheritance	surprise	0.383	herència
score	surprise	0.383	puntuació
gulp	surprise	0.375	glop
camouflaged	surprise	0.375	camuflat
advance	surprise	0.375	avançar
succeed	surprise	0.375	tenir èxit
frisky	surprise	0.375	juvenil
mystic	surprise	0.375	místic
compliment	surprise	0.375	compliment
hope	surprise	0.367	esperança
joker	surprise	0.367	bromista
sparkle	surprise	0.367	espurna
excavation	surprise	0.367	excavació
sensual	surprise	0.367	sensual
entertainment	surprise	0.359	entreteniment
feeling	surprise	0.359	sentiment
modify	surprise	0.352	modificar
blessings	surprise	0.352	benediccions
newcomer	surprise	0.352	nouvingut
obit	surprise	0.352	obit
postponement	surprise	0.352	ajornament
award	surprise	0.352	premi
clown	surprise	0.352	pallasso
highest	surprise	0.344	més alt
hero	surprise	0.344	heroi
glorify	surprise	0.344	glorificar
proficiency	surprise	0.344	competència
start	surprise	0.344	començar
wonderfully	surprise	0.344	meravellosament
celebrity	surprise	0.344	celebritat
rekindle	surprise	0.336	reavivar
optimism	surprise	0.336	optimisme
sanctify	surprise	0.336	santificar
