English Word	Emotion	Emotion-Intensity-Score	Chichewa Word
nauseous	sadness	0.500	nseru
ungodly	sadness	0.500	osapembedza
rot	sadness	0.500	kuvunda
cringe	sadness	0.500	kunjenjemera
gonorrhea	sadness	0.500	chinzonono
frowning	sadness	0.500	kukwinya tsinya
mad	sadness	0.500	wamisala
dolor	sadness	0.500	dolo
intolerant	sadness	0.500	wosalolera
deport	sadness	0.500	kuthamangitsa
evict	sadness	0.500	kuthamangitsa
explode	sadness	0.500	kuphulika
difficulty	sadness	0.500	zovuta
exclusion	sadness	0.500	kupatula
negative	sadness	0.500	zoipa
disrespectful	sadness	0.500	wopanda ulemu
bankruptcy	sadness	0.500	kusowa ndalama
senile	sadness	0.500	wokalamba
unfair	sadness	0.500	zopanda chilungamo
disturbed	sadness	0.500	kusokonezedwa
battled	sadness	0.500	nkhondo
cytomegalovirus	sadness	0.500	matenda a cytomegalovirus
bier	sadness	0.500	mbewu
impossible	sadness	0.500	zosatheka
drugged	sadness	0.500	mankhwala
weary	sadness	0.500	wotopa
aftermath	sadness	0.500	zotsatira
offended	sadness	0.500	kukhumudwa
crash	sadness	0.500	kuwonongeka
coma	sadness	0.500	koma
endemic	sadness	0.500	endemic
damper	sadness	0.500	damper
rob	sadness	0.491	kulanda
derogation	sadness	0.491	kunyoza
recession	sadness	0.485	kuchepa kwachuma
shriek	sadness	0.485	fuula
repress	sadness	0.484	kupondereza
offense	sadness	0.484	cholakwa
nasty	sadness	0.484	zoipa
evasion	sadness	0.484	kuzemba
hospital	sadness	0.484	chipatala
disturbance	sadness	0.484	chisokonezo
reprisal	sadness	0.484	kubwezera
inadequate	sadness	0.484	zosakwanira
arsenic	sadness	0.484	arsenic
sabotage	sadness	0.484	kuwononga
wince	sadness	0.484	kupambana
broke	sadness	0.484	wosweka
criticism	sadness	0.484	kutsutsa
insult	sadness	0.484	chipongwe
adversity	sadness	0.484	mavuto
resign	sadness	0.484	kusiya ntchito
frailty	sadness	0.484	zofooka
weariness	sadness	0.484	kutopa
coward	sadness	0.484	wamantha
worn	sadness	0.484	zatha
wrongful	sadness	0.484	zolakwika
moan	sadness	0.484	kubuula
beg	sadness	0.484	pemphani
infectious	sadness	0.483	opatsirana
dishonest	sadness	0.482	osaona mtima
decay	sadness	0.482	kuwonongeka
dissolution	sadness	0.480	kuwonongeka
lowest	sadness	0.478	otsikitsitsa
unhealthy	sadness	0.474	opanda thanzi
irritation	sadness	0.470	kuyabwa
sedition	sadness	0.469	chipwirikiti
penalty	sadness	0.469	chilango
expulsion	sadness	0.469	kuthamangitsidwa
ail	sadness	0.469	ayi
disapproval	sadness	0.469	kusavomereza
collusion	sadness	0.469	kugwirizana
dashed	sadness	0.469	chodutsa
criticize	sadness	0.469	tsutsa
vulnerability	sadness	0.469	kusatetezeka
pernicious	sadness	0.469	woipa
fallout	sadness	0.469	Dana
conflict	sadness	0.469	kukangana
illegal	sadness	0.469	zosaloledwa
unfavorable	sadness	0.469	zosasangalatsa
collapse	sadness	0.469	kugwa
moody	sadness	0.469	moody
segregate	sadness	0.469	kusankha
frustrate	sadness	0.469	kukhumudwitsa
recidivism	sadness	0.469	kubwerezabwereza
penal	sadness	0.469	chilango
leftout	sadness	0.469	otsalira
perversion	sadness	0.469	kupotoza
measles	sadness	0.469	chikuku
uncaring	sadness	0.469	osasamalira
domination	sadness	0.469	ulamuliro
unfortunate	sadness	0.469	watsoka
convict	sadness	0.469	wolakwa
uneasiness	sadness	0.469	kusakhazikika
frayed	sadness	0.467	wosokonekera
infamy	sadness	0.464	mbiri yoyipa
plunder	sadness	0.461	kulanda
depreciated	sadness	0.460	watsika mtengo
wane	sadness	0.456	wane
badly	sadness	0.455	moyipa
unlawful	sadness	0.455	zosaloledwa
tribulation	sadness	0.453	chisautso
gone	sadness	0.453	wapita
surrender	sadness	0.453	kudzipereka
discriminate	sadness	0.453	kusankhana
refugee	sadness	0.453	wothawa kwawo
memorials	sadness	0.453	zikumbutso
inhospitable	sadness	0.453	wosachereza
criticise	sadness	0.453	tsutsa
frown	sadness	0.453	khwinya
perplexity	sadness	0.453	kudodoma
disapprove	sadness	0.453	osavomereza
upheaval	sadness	0.453	chipwirikiti
wreck	sadness	0.453	kuwonongeka
confiscate	sadness	0.453	landa
secluded	sadness	0.453	obisika
invade	sadness	0.453	ukira
inability	sadness	0.453	kulephera
avalanche	sadness	0.453	chigumula
fell	sadness	0.453	adagwa
scarcity	sadness	0.453	kusowa
doldrums	sadness	0.453	zidole
vulgarity	sadness	0.453	zamwano
bittersweet	sadness	0.453	zowawa
foreclose	sadness	0.453	perekani
revolver	sadness	0.453	mfuti
worse	sadness	0.453	choipitsitsa
wrongly	sadness	0.453	molakwika
despotism	sadness	0.453	kupondereza
lowly	sadness	0.448	otsika
guillotine	sadness	0.446	guillotine
lone	sadness	0.446	yekha
encumbrance	sadness	0.441	zovuta
annulment	sadness	0.440	kuthetsedwa
delirious	sadness	0.439	wokhumudwa
badday	sadness	0.439	tsiku loipa
confinement	sadness	0.439	kutsekeredwa
bummer	sadness	0.439	kuluma
disagreement	sadness	0.438	kusagwirizana
emotional	sadness	0.438	maganizo
lethargy	sadness	0.438	ulesi
paucity	sadness	0.438	kuchepa
sympathize	sadness	0.438	mverani chisoni
apathetic	sadness	0.438	wopanda chidwi
forbid	sadness	0.438	letsa
stigma	sadness	0.438	kusalidwa
departure	sadness	0.438	kuchoka
underpaid	sadness	0.438	malipiro ochepa
appendicitis	sadness	0.438	appendicitis
futile	sadness	0.438	zopanda pake
imprudent	sadness	0.438	wosazindikira
unattainable	sadness	0.438	osatheka
pensive	sadness	0.438	wopenyerera
ghetto	sadness	0.438	ghetto
farewell	sadness	0.438	kutsanzikana
cancellation	sadness	0.438	kuletsa
problem	sadness	0.438	vuto
disapproving	sadness	0.438	osavomereza
absent	sadness	0.438	palibe
animosity	sadness	0.438	chidani
disconnected	sadness	0.438	kulumikizidwa
detainee	sadness	0.438	womangidwa
bum	sadness	0.438	bulu
diminish	sadness	0.438	kuchepa
insolvency	sadness	0.438	kulephera
lunacy	sadness	0.438	wamisala
rejects	sadness	0.438	amakana
indigent	sadness	0.438	osauka
disapproved	sadness	0.438	osavomerezedwa
darkened	sadness	0.438	mdima
insignificant	sadness	0.438	zosafunikira
dislocated	sadness	0.438	kusuntha
fugitive	sadness	0.438	wothawathawa
abscess	sadness	0.438	abscess
blues	sadness	0.438	blues
coercion	sadness	0.438	kukakamiza
restriction	sadness	0.438	kuletsa
deflate	sadness	0.438	deflate
bothering	sadness	0.435	kuvutitsa
disqualified	sadness	0.435	osayenerera
tripping	sadness	0.429	kupunthwa
sunk	sadness	0.426	anamira
draining	sadness	0.424	kukhetsa
retribution	sadness	0.424	kubwezera
varicella	sadness	0.424	varicella
lastday	sadness	0.424	tsiku lapitalo
haunted	sadness	0.422	wogwidwa
cutting	sadness	0.422	kudula
cyst	sadness	0.422	chotupa
neuralgia	sadness	0.422	neuralgia
wrongdoing	sadness	0.422	kulakwa
thief	sadness	0.422	wakuba
dispassionate	sadness	0.422	wopanda chifundo
beggar	sadness	0.422	wopemphapempha
unwelcome	sadness	0.422	osalandiridwa
rip	sadness	0.422	RIP
deviation	sadness	0.422	kupatuka
jarring	sadness	0.422	kugwedeza
unequal	sadness	0.422	wosafanana
cardiomyopathy	sadness	0.422	cardiomyopathy
bad	sadness	0.422	zoipa
scarce	sadness	0.422	zochepa
insolvent	sadness	0.422	wosalipirira
falling	sadness	0.422	kugwa
handicap	sadness	0.422	chilema
difficulties	sadness	0.421	zovuta
invader	sadness	0.420	wowukira
drab	sadness	0.420	drab
fall	sadness	0.418	kugwa
illegitimate	sadness	0.416	apathengo
expel	sadness	0.414	tulutsa
meaningless	sadness	0.409	zopanda tanthauzo
darkness	sadness	0.409	mdima
syncope	sadness	0.407	syncope
wildfire	sadness	0.406	moto wolusa
enmity	sadness	0.406	udani
feudalism	sadness	0.406	feudalism
obnoxious	sadness	0.406	wonyansa
subjected	sadness	0.406	kuchitiridwa
confine	sadness	0.406	chepetsa
fury	sadness	0.406	mkwiyo
bitch	sadness	0.406	kuluma
darken	sadness	0.406	mdima
precarious	sadness	0.406	woopsa
hoax	sadness	0.406	chopusitsira
fault	sadness	0.406	cholakwika
fatigued	sadness	0.406	wotopa
stroke	sadness	0.406	sitiroko
unsatisfied	sadness	0.405	osakhutira
spank	sadness	0.403	kumenya
sigh	sadness	0.402	kuusa moyo
deluge	sadness	0.402	chigumula
spinster	sadness	0.400	spinster
blue	sadness	0.400	buluu
owing	sadness	0.398	chifukwa
needalife	sadness	0.398	zofunika moyo
pointless	sadness	0.394	zopanda pake
embarrass	sadness	0.394	manyazi
pitfall	sadness	0.394	dzenje
seriousness	sadness	0.394	kutsimikiza
refused	sadness	0.391	anakana
cage	sadness	0.391	khola
noose	sadness	0.391	mphuno
punch	sadness	0.391	nkhonya
stretcher	sadness	0.391	machira
monsoon	sadness	0.391	monsoni
condescension	sadness	0.391	kudzichepetsa
reproach	sadness	0.391	chitonzo
trickery	sadness	0.391	chinyengo
rue	sadness	0.391	rue
inefficient	sadness	0.391	osathandiza
dwarfed	sadness	0.391	chaching'ono
ravenous	sadness	0.391	wolusa
feeble	sadness	0.391	wofooka
ineptitude	sadness	0.391	kusachita bwino
ifonly	sadness	0.391	if only
brute	sadness	0.391	wankhanza
exhausted	sadness	0.391	wotopa
daemon	sadness	0.391	daemon
debt	sadness	0.391	ngongole
banshee	sadness	0.391	bansi
coldness	sadness	0.391	kuzizira
insulting	sadness	0.391	mwano
subvert	sadness	0.384	sokoneza
jealousy	sadness	0.382	nsanje
struggle	sadness	0.379	kulimbana
miss	sadness	0.379	kuphonya
geriatric	sadness	0.379	geriatric
inexcusable	sadness	0.379	wosawiringula
ashes	sadness	0.377	phulusa
entangled	sadness	0.377	kukodwa
descent	sadness	0.377	kutsika
funk	sadness	0.375	zosangalatsa
wasting	sadness	0.375	kuwononga
overcast	sadness	0.375	mitambo
exhaustion	sadness	0.375	kutopa
inferior	sadness	0.375	otsika
disqualify	sadness	0.375	kusayenerera
sympathy	sadness	0.375	chifundo
prostitution	sadness	0.375	uhule
dispel	sadness	0.375	tulutsa
slump	sadness	0.375	kugwa
scar	sadness	0.375	chilonda
goodbye	sadness	0.375	Bayi
landslide	sadness	0.375	kugumuka kwa nthaka
inconsiderate	sadness	0.375	wosaganizira
parting	sadness	0.375	kulekana
blackness	sadness	0.375	mdima
murky	sadness	0.375	zakuda
noncompliance	sadness	0.375	kusamvera
sucks	sadness	0.375	kuyamwa
withdraw	sadness	0.375	kuchotsa
rabid	sadness	0.375	wachikali
oust	sadness	0.375	chotsa
unattractive	sadness	0.373	wosakongola
delay	sadness	0.373	kuchedwa
apologize	sadness	0.370	pepesani
crazy	sadness	0.368	wamisala
bastard	sadness	0.366	Chitsiru
deteriorated	sadness	0.365	zinawonongeka
inter	sadness	0.364	pakati
empty	sadness	0.364	opanda kanthu
mocking	sadness	0.363	kunyoza
adder	sadness	0.361	adder
misunderstanding	sadness	0.359	kusamvetsetsa
fuss	sadness	0.359	kukangana
plaintive	sadness	0.359	wodandaula
servile	sadness	0.359	servle
obesity	sadness	0.359	kunenepa kwambiri
disconnect	sadness	0.359	kulumikiza
tremor	sadness	0.359	kunjenjemera
flounder	sadness	0.359	fulonda
defendant	sadness	0.359	wozengedwa mlandu
unable	sadness	0.359	osatha
fainting	sadness	0.359	kukomoka
unemployed	sadness	0.359	osagwira ntchito
hunter	sadness	0.359	mlenje
idiocy	sadness	0.359	chitsiru
corse	sadness	0.359	corse
inefficiency	sadness	0.359	kusachita bwino
lockup	sadness	0.359	kutseka
consecration	sadness	0.359	kudzipereka
unsuccessful	sadness	0.359	zosapambana
arraignment	sadness	0.359	kutsutsa
fruitless	sadness	0.359	opanda zipatso
numbness	sadness	0.359	dzanzi
affront	sadness	0.359	kunyoza
hindering	sadness	0.359	kulepheretsa
austere	sadness	0.359	wovuta
unpopular	sadness	0.359	wosakondedwa
perpetrator	sadness	0.359	wolakwira
wrangling	sadness	0.359	kulimbana
taunt	sadness	0.359	kunyoza
doubt	sadness	0.359	kukaikira
unrest	sadness	0.351	chipwirikiti
intervention	sadness	0.348	kulowererapo
wimpy	sadness	0.348	wimpy
spoiler	sadness	0.348	wowononga
waste	sadness	0.348	kutaya
absentee	sadness	0.348	kulibe
flaw	sadness	0.347	cholakwika
litigate	sadness	0.344	milandu
blindly	sadness	0.344	mwakhungu
militia	sadness	0.344	militia
lawsuit	sadness	0.344	mlandu
uninvited	sadness	0.344	osaitanidwa
uninspired	sadness	0.344	osalimbikitsidwa
furrow	sadness	0.344	mzere
cumbersome	sadness	0.344	zovuta
specter	sadness	0.344	chododometsa
desert	sadness	0.344	chipululu
lagging	sadness	0.344	kuchedwa
attenuation	sadness	0.344	kuchepetsa
forfeit	sadness	0.344	kutaya
plea	sadness	0.344	pempho
thrash	sadness	0.344	thrash
resigned	sadness	0.344	adasiya ntchito
detention	sadness	0.344	kutsekeredwa
surgery	sadness	0.344	opaleshoni
intercede	sadness	0.344	yimira pakati
stained	sadness	0.344	wodetsedwa
unaccountable	sadness	0.339	wosawerengeka
myopia	sadness	0.339	myopia
mishap	sadness	0.338	vuto
probation	sadness	0.336	mayeso
severance	sadness	0.333	kusiya
disagreeing	sadness	0.333	kusagwirizana
unacknowledged	sadness	0.328	osavomerezedwa
dependence	sadness	0.328	kudalira
unacceptable	sadness	0.328	zosavomerezeka
leave	sadness	0.328	kuchoka
bondage	sadness	0.328	ukapolo
bacteria	sadness	0.328	mabakiteriya
sterile	sadness	0.328	wosabala
adrift	sadness	0.328	kuthamangitsidwa
endless	sadness	0.328	zosatha
incompetent	sadness	0.328	wosakhoza
soreness	sadness	0.328	kuwawa
nether	sadness	0.328	ayi
nepotism	sadness	0.328	kukondera
squall	sadness	0.328	squall
disallowed	sadness	0.328	osaloledwa
scold	sadness	0.327	lalatira
flaccid	sadness	0.324	wodekha
hobo	sadness	0.323	hobo
fragile	sadness	0.319	osalimba
stingy	sadness	0.319	wotopetsa
sue	sadness	0.318	sue
scarcely	sadness	0.318	mochepa
mistake	sadness	0.312	cholakwika
committal	sadness	0.312	kudzipereka
nonsensical	sadness	0.312	zopanda pake
inhibit	sadness	0.312	kuletsa
skid	sadness	0.312	skid
wan	sadness	0.312	wanu
defy	sadness	0.312	kunyoza
fatty	sadness	0.312	mafuta
clouded	sadness	0.312	wamtambo
ulcer	sadness	0.312	chilonda
nostalgia	sadness	0.312	nostalgia
evanescence	sadness	0.312	evanescence
hamstring	sadness	0.312	m'chiuno
thresh	sadness	0.312	ponda
conceal	sadness	0.311	kubisa
blemish	sadness	0.310	chilema
resisting	sadness	0.309	kutsutsa
sympathetic	sadness	0.307	wachifundo
bugaboo	sadness	0.304	bwalo
opium	sadness	0.303	opiamu
confess	sadness	0.303	vomereza
alas	sadness	0.302	tsoka
mislead	sadness	0.297	kusocheretsa
suppress	sadness	0.297	kupondereza
inappropriate	sadness	0.297	zosayenera
discontinuity	sadness	0.297	kusapitiriza
wrinkled	sadness	0.297	wokhwinyata
dull	sadness	0.297	kuzimiririka
weak	sadness	0.297	ofooka
halting	sadness	0.297	kuyimitsa
incompatible	sadness	0.297	zosagwirizana
migraine	sadness	0.297	mutu waching'alang'ala
subsidence	sadness	0.297	kuchepa
setback	sadness	0.297	kubwerera m'mbuyo
toocold	sadness	0.297	kuzizira kwambiri
incase	sadness	0.297	kuti mwina
hermit	sadness	0.296	mkazi
moving	sadness	0.295	kusuntha
shrink	sadness	0.295	kuchepa
shiver	sadness	0.291	kunjenjemera
constraint	sadness	0.288	chopinga
unimportant	sadness	0.288	zosafunika
tramp	sadness	0.288	kuponda
rubble	sadness	0.282	bwinja
down	sadness	0.281	pansi
taint	sadness	0.281	nyansi
flop	sadness	0.281	flop
wearily	sadness	0.281	motopa
overdue	sadness	0.281	mochedwa
excluding	sadness	0.281	kupatula
confession	sadness	0.281	kuvomereza
grey	sadness	0.281	imvi
senseless	sadness	0.281	opanda nzeru
unseat	sadness	0.281	osakhazikika
remove	sadness	0.281	chotsani
revoke	sadness	0.281	bweza
shortage	sadness	0.281	kuchepa
apathy	sadness	0.281	mphwayi
adverse	sadness	0.281	wotsutsa
negro	sadness	0.281	negro
timid	sadness	0.281	wamantha
flinch	sadness	0.281	njenjemera
scrapie	sadness	0.281	scrapie
grumpy	sadness	0.281	wokhumudwa
knell	sadness	0.275	kugwada
throb	sadness	0.273	kupweteka
confusion	sadness	0.273	chisokonezo
soldier	sadness	0.273	msilikali
jurisprudence	sadness	0.273	malamulo
humbled	sadness	0.273	wodzichepetsa
gray	sadness	0.269	imvi
lax	sadness	0.266	kulekerera
mixedemotions	sadness	0.266	kusokonezeka maganizo
obstacle	sadness	0.266	chopinga
slur	sadness	0.266	slur
unrealistic	sadness	0.266	zosatheka
drifted	sadness	0.266	kutengeka
leaving	sadness	0.266	kuchoka
shack	sadness	0.266	nyumba
eternity	sadness	0.266	muyaya
remiss	sadness	0.266	lekani
inconvenient	sadness	0.263	zosokoneza
restrict	sadness	0.259	letsa
misrepresentation	sadness	0.259	kunamizira
stagnant	sadness	0.259	choyimirira
disservice	sadness	0.258	kusasamala
wilderness	sadness	0.255	chipululu
nosun	sadness	0.255	nosun
backwater	sadness	0.255	madzi akumbuyo
tempest	sadness	0.250	mphepo yamkuntho
pine	sadness	0.250	paini
humbug	sadness	0.250	humbu
bang	sadness	0.250	bang
speculation	sadness	0.250	kulingalira
labored	sadness	0.250	analemedwa
incomplete	sadness	0.250	zosakwanira
gullible	sadness	0.250	ochenjera
undying	sadness	0.250	osafa
anchorage	sadness	0.250	nangula
unexplained	sadness	0.250	zosafotokozedwa
error	sadness	0.250	cholakwika
wasteful	sadness	0.250	wowononga
communism	sadness	0.250	chikominisi
uneducated	sadness	0.250	osaphunzira
melodrama	sadness	0.242	melodrama
demonstrative	sadness	0.242	zowonetsera
rainyday	sadness	0.242	tsiku lamvula
necessity	sadness	0.236	kufunika
boredom	sadness	0.235	kutopa
foggy	sadness	0.234	chifunga
sentence	sadness	0.234	chiganizo
misty	sadness	0.234	misala
cancel	sadness	0.234	kuletsa
void	sadness	0.234	opanda
cloudy	sadness	0.234	mitambo
blockade	sadness	0.234	kutsekereza
pale	sadness	0.234	wotumbululuka
trash	sadness	0.234	zinyalala
uninteresting	sadness	0.234	zosasangalatsa
hollow	sadness	0.234	dzenje
healing	sadness	0.234	machiritso
depart	sadness	0.234	kuchoka
burke	sadness	0.234	burk
warp	sadness	0.234	wapa
case	sadness	0.228	mlandu
rainy	sadness	0.227	mvula
uninterested	sadness	0.223	wosakondweretsedwa
onerous	sadness	0.223	wotopetsa
bottom	sadness	0.223	pansi
fasting	sadness	0.220	kusala kudya
boooo	sadness	0.219	buuuuu
dole	sadness	0.219	dole
pious	sadness	0.219	wopembedza
indifference	sadness	0.219	mphwayi
coping	sadness	0.219	kupirira
discolored	sadness	0.219	osintha mtundu
thirst	sadness	0.219	ludzu
blunder	sadness	0.219	kulakwitsa
cocaine	sadness	0.218	cocaine
tough	sadness	0.212	zolimba
revolution	sadness	0.203	kusintha
hoary	sadness	0.203	tsitsi
chilly	sadness	0.203	ozizira
sluggish	sadness	0.203	waulesi
yucky	sadness	0.203	yucky
fat	sadness	0.203	mafuta
lower	sadness	0.203	pansi
sprain	sadness	0.203	kupunduka
chargeable	sadness	0.203	cholipiritsa
arid	sadness	0.203	youma
wanting	sadness	0.202	kufuna
progression	sadness	0.201	kupita patsogolo
closure	sadness	0.195	kutseka
unbeaten	sadness	0.193	wosagonja
rack	sadness	0.188	choyika
halter	sadness	0.188	halter
rumor	sadness	0.188	mphekesera
tease	sadness	0.188	kuseka
invalid	sadness	0.188	zosavomerezeka
cataract	sadness	0.188	ng'ala
meh	sadness	0.188	mwa
heartfelt	sadness	0.188	kuchokera pansi pamtima
retirement	sadness	0.188	kupuma pantchito
splitting	sadness	0.188	kugawanika
interrupted	sadness	0.188	kusokonezedwa
oddity	sadness	0.188	zosamvetseka
cold	sadness	0.188	ozizira
veal	sadness	0.188	nyama yamwana wang'ombe
concerned	sadness	0.184	okhudzidwa
sarcasm	sadness	0.181	kunyoza
strip	sadness	0.179	vula
divided	sadness	0.172	kugawanika
feeling	sadness	0.172	kumva
overload	sadness	0.172	kuchuluka
sap	sadness	0.172	kuyamwa
memories	sadness	0.172	kukumbukira
esteem	sadness	0.172	ulemu
cupping	sadness	0.172	makapu
eschew	sadness	0.172	eschew
destination	sadness	0.170	kopita
nosnow	sadness	0.169	chisanu
limited	sadness	0.167	zochepa
rain	sadness	0.163	mvula
willful	sadness	0.160	mwadala
untitled	sadness	0.157	wopanda dzina
stint	sadness	0.156	stint
cross	sadness	0.156	mtanda
weeds	sadness	0.156	namsongole
pare	sadness	0.155	pare
snort	sadness	0.154	kufwenthera
procession	sadness	0.152	ulendo
inconsequential	sadness	0.152	zosafunikira
tax	sadness	0.142	msonkho
emo	sadness	0.141	emo
tolerate	sadness	0.141	kulolera
mug	sadness	0.141	makapu
overpriced	sadness	0.141	okwera mtengo
weight	sadness	0.141	kulemera
touchy	sadness	0.140	chokhudza
kennel	sadness	0.130	kennel
grounded	sadness	0.130	maziko
unpaid	sadness	0.125	osalipidwa
socialist	sadness	0.125	socialist
meek	sadness	0.125	wofatsa
clouds	sadness	0.125	mitambo
margin	sadness	0.125	malire
theocratic	sadness	0.125	zateokrase
stillness	sadness	0.125	bata
sisterhood	sadness	0.125	ulongo
terrific	sadness	0.125	zowopsa
commemorate	sadness	0.125	chikumbutso
late	sadness	0.125	mochedwa
default	sadness	0.121	kusakhulupirika
lace	sadness	0.118	lace
unpublished	sadness	0.116	zosasindikizidwa
interested	sadness	0.114	chidwi
fortress	sadness	0.110	linga
lush	sadness	0.109	zobiriwira
harry	sadness	0.109	harry
ultimate	sadness	0.109	chomaliza
priesthood	sadness	0.109	unsembe
orchestra	sadness	0.109	okhestra
rating	sadness	0.109	mlingo
fleece	sadness	0.109	ubweya
sanctify	sadness	0.108	yeretsani
income	sadness	0.100	ndalama
winning	sadness	0.094	kupambana
boo	sadness	0.094	boo
quiet	sadness	0.094	chete
sonnet	sadness	0.094	sonnet
vainly	sadness	0.091	pachabe
hug	sadness	0.078	kukumbatirana
opera	sadness	0.078	opera
humble	sadness	0.078	wodzichepetsa
hut	sadness	0.078	nyumba
ovation	sadness	0.078	kulira
wet	sadness	0.078	chonyowa
motivating	sadness	0.078	zolimbikitsa
treat	sadness	0.076	chithandizo
hymn	sadness	0.064	nyimbo
honest	sadness	0.062	woona mtima
relics	sadness	0.061	zotsalira
couch	sadness	0.060	sofa
waffle	sadness	0.047	waffle
shell	sadness	0.045	chipolopolo
musical	sadness	0.045	zanyimbo
savor	sadness	0.034	fungo
napkin	sadness	0.031	chopukutira
vote	sadness	0.031	kuvota
sing	sadness	0.017	yimba
mother	sadness	0.016	amayi
music	sadness	0.016	nyimbo
nutritious	sadness	0.015	chopatsa thanzi
lovely	sadness	0.009	okondeka
sweetheart	sadness	0.000	wokondedwa
romance	sadness	0.000	chikondi
liquor	sadness	0.000	chakumwa
art	sadness	0.000	luso
surprise	surprise	0.930	zodabwitsa
explode	surprise	0.906	kuphulika
flabbergast	surprise	0.906	flabbergast
explosion	surprise	0.898	kuphulika
ambush	surprise	0.883	kubisalira
explosive	surprise	0.883	zophulika
eruption	surprise	0.883	kuphulika
surprisingly	surprise	0.875	modabwitsa
startle	surprise	0.875	chodabwitsa
shockingly	surprise	0.875	modabwitsa
frighten	surprise	0.875	kuchititsa mantha
surprised	surprise	0.867	anadabwa
frightened	surprise	0.867	mantha
surprising	surprise	0.867	zodabwitsa
outburst	surprise	0.859	kuphulika
thrilling	surprise	0.859	osangalatsa
miracle	surprise	0.859	chozizwitsa
blast	surprise	0.852	kuphulika
astonishingly	surprise	0.852	modabwitsa
alarm	surprise	0.852	alamu
shock	surprise	0.844	mantha
thunderstruck	surprise	0.844	bingu
jolt	surprise	0.844	jolt
dazzle	surprise	0.836	penya
bang	surprise	0.836	bang
catastrophe	surprise	0.836	tsoka
fright	surprise	0.836	mantha
unexpectedly	surprise	0.836	mosayembekezera
startling	surprise	0.828	zodabwitsa
suddenly	surprise	0.828	mwadzidzidzi
emergency	surprise	0.828	mwadzidzidzi
bewilderment	surprise	0.828	kudodoma
stunned	surprise	0.820	odabwa
astound	surprise	0.820	zodabwitsa
jackpot	surprise	0.812	jackpot
earthquake	surprise	0.812	chivomezi
disaster	surprise	0.812	tsoka
astonishment	surprise	0.805	kudabwa
climax	surprise	0.805	pachimake
aghast	surprise	0.805	mantha
astonish	surprise	0.805	zodabwitsa
scare	surprise	0.797	mantha
awestruck	surprise	0.797	zodabwitsa
erupt	surprise	0.789	kuphulika
bomb	surprise	0.789	bomba
exclaim	surprise	0.789	kufuula
amazement	surprise	0.781	chozizwa
abduction	surprise	0.773	kulanda
alarming	surprise	0.773	zoopsa
detonate	surprise	0.773	phulitsa
raid	surprise	0.773	kuukira
miraculous	surprise	0.773	zodabwitsa
invade	surprise	0.773	ukira
kidnap	surprise	0.766	kulanda
unpredictable	surprise	0.758	zosayembekezereka
stupefy	surprise	0.758	stupefy
dumfound	surprise	0.758	dummond
overwhelming	surprise	0.758	chochuluka
erratic	surprise	0.750	zosalongosoka
unimaginable	surprise	0.750	zosayerekezeka
accident	surprise	0.750	ngozi
outrageous	surprise	0.750	zokwiyitsa
horror	surprise	0.742	mantha
amaze	surprise	0.742	zodabwitsa
blitz	surprise	0.742	blitz
bewilder	surprise	0.742	wodabwitsa
flinch	surprise	0.742	njenjemera
petrify	surprise	0.742	petrify
wreck	surprise	0.742	kuwonongeka
slaughter	surprise	0.742	kupha
frenetic	surprise	0.734	wopenga
crash	surprise	0.734	kuwonongeka
frantic	surprise	0.734	wopenga
stupefaction	surprise	0.734	kukhumudwa
excitement	surprise	0.734	chisangalalo
riotous	surprise	0.727	zachiwawa
outcry	surprise	0.727	kulira
vanished	surprise	0.727	zasowa
moonstruck	surprise	0.727	moonstruck
sudden	surprise	0.727	mwadzidzidzi
awe	surprise	0.719	mantha
scream	surprise	0.719	kukuwa
breathless	surprise	0.719	wopanda mpweya
sabotage	surprise	0.719	kuwononga
shriek	surprise	0.719	fuula
unanticipated	surprise	0.719	mosayembekezereka
bewildered	surprise	0.719	kudodoma
manslaughter	surprise	0.719	kupha munthu
amazedness	surprise	0.719	kudabwa
rupture	surprise	0.719	kuphulika
unexpected	surprise	0.711	mosayembekezereka
electrify	surprise	0.711	kupatsa mphamvu
uncontrollable	surprise	0.711	osalamulirika
shot	surprise	0.711	kuwomberedwa
avalanche	surprise	0.711	chigumula
gasp	surprise	0.711	kupuma
stun	surprise	0.711	kudodoma
slam	surprise	0.703	slam
abrupt	surprise	0.703	mwadzidzidzi
intruder	surprise	0.703	wolowerera
unforeseen	surprise	0.703	zosayembekezereka
suspense	surprise	0.703	kukayikira
devastation	surprise	0.703	chiwonongeko
surge	surprise	0.703	kukwera
excite	surprise	0.695	sangalatsa
dumfounder	surprise	0.695	dumfounder
yell	surprise	0.695	kulira
unprecedented	surprise	0.695	zomwe sizinachitikepo
strike	surprise	0.695	menyani
volatility	surprise	0.695	kusakhazikika
urgent	surprise	0.695	mwachangu
stab	surprise	0.695	kubaya
disturbance	surprise	0.688	chisokonezo
carnage	surprise	0.688	kupha anthu
incredible	surprise	0.688	zodabwitsa
spectacular	surprise	0.688	zochititsa chidwi
thrill	surprise	0.680	chisangalalo
recklessness	surprise	0.680	kusasamala
clamor	surprise	0.680	phokoso
monstrous	surprise	0.680	zoopsa
slap	surprise	0.680	mbama
inexplicable	surprise	0.672	zosamveka
terrorist	surprise	0.672	zigawenga
exciting	surprise	0.672	zosangalatsa
