English Word	Emotion	Emotion-Intensity-Score	Korean Word
inefficiency	sadness	0.359	비효율
lockup	sadness	0.359	잠그다
consecration	sadness	0.359	헌신
unsuccessful	sadness	0.359	실패
arraignment	sadness	0.359	죄상 인부
fruitless	sadness	0.359	보람 없는
numbness	sadness	0.359	얼어서 고움
affront	sadness	0.359	모욕
hindering	sadness	0.359	방해
austere	sadness	0.359	남풍
unpopular	sadness	0.359	인기 없는
perpetrator	sadness	0.359	가해자
wrangling	sadness	0.359	승강이
taunt	sadness	0.359	조롱
doubt	sadness	0.359	의심
unrest	sadness	0.351	불안
intervention	sadness	0.348	간섭
wimpy	sadness	0.348	윔피
spoiler	sadness	0.348	스포일러
waste	sadness	0.348	쓰레기
absentee	sadness	0.348	부재자
flaw	sadness	0.347	결함
litigate	sadness	0.344	소송하다
blindly	sadness	0.344	맹목적으로
militia	sadness	0.344	시민군
lawsuit	sadness	0.344	소송
uninvited	sadness	0.344	초대받지 않은
uninspired	sadness	0.344	영감을 받지 못한
furrow	sadness	0.344	밭고랑
cumbersome	sadness	0.344	성가신
specter	sadness	0.344	유령
desert	sadness	0.344	사막
lagging	sadness	0.344	보온재
attenuation	sadness	0.344	감쇠
forfeit	sadness	0.344	박탈
plea	sadness	0.344	항변
thrash	sadness	0.344	뒹굴다
resigned	sadness	0.344	사임
detention	sadness	0.344	구류
surgery	sadness	0.344	수술
intercede	sadness	0.344	중재하다
stained	sadness	0.344	얼룩진
unaccountable	sadness	0.339	책임질 수 없는
myopia	sadness	0.339	근시
mishap	sadness	0.338	재난
probation	sadness	0.336	집행 유예
severance	sadness	0.333	단절
disagreeing	sadness	0.333	동의하지 않는
unacknowledged	sadness	0.328	미확인
dependence	sadness	0.328	의존
unacceptable	sadness	0.328	용납할 수 없는
leave	sadness	0.328	떠나다
bondage	sadness	0.328	속박
bacteria	sadness	0.328	박테리아
sterile	sadness	0.328	멸균
adrift	sadness	0.328	떠돌아
endless	sadness	0.328	끝없는
incompetent	sadness	0.328	무능한
soreness	sadness	0.328	쓰림
nether	sadness	0.328	네더
nepotism	sadness	0.328	친척 편중
squall	sadness	0.328	돌풍
disallowed	sadness	0.328	불허
scold	sadness	0.327	꾸짖다
flaccid	sadness	0.324	나른한
hobo	sadness	0.323	뜨내기 노동자
fragile	sadness	0.319	부서지기 쉬운
stingy	sadness	0.319	적은
sue	sadness	0.318	고소하다
scarcely	sadness	0.318	거의
mistake	sadness	0.312	실수
committal	sadness	0.312	인도
nonsensical	sadness	0.312	무의미한
inhibit	sadness	0.312	억제하다
skid	sadness	0.312	활재
wan	sadness	0.312	핏기 없는
defy	sadness	0.312	무시하다
fatty	sadness	0.312	지방이 많은
clouded	sadness	0.312	흐리게
ulcer	sadness	0.312	궤양
nostalgia	sadness	0.312	노스탤지어
evanescence	sadness	0.312	소실
hamstring	sadness	0.312	햄스트링
thresh	sadness	0.312	뒹굴다
conceal	sadness	0.311	숨기다
blemish	sadness	0.310	흠
resisting	sadness	0.309	저항
sympathetic	sadness	0.307	교감 신경
bugaboo	sadness	0.304	도깨비
opium	sadness	0.303	아편
confess	sadness	0.303	불다
alas	sadness	0.302	아아
mislead	sadness	0.297	오도하다
suppress	sadness	0.297	막다
inappropriate	sadness	0.297	부적절한
discontinuity	sadness	0.297	불연속
wrinkled	sadness	0.297	주름진
dull	sadness	0.297	단조롭고 지루한
weak	sadness	0.297	약한
halting	sadness	0.297	정지
incompatible	sadness	0.297	호환되지 않는
migraine	sadness	0.297	편두통
subsidence	sadness	0.297	침하
setback	sadness	0.297	방해
toocold	sadness	0.297	너무 춥다
incase	sadness	0.297	...을 넣다
hermit	sadness	0.296	은자
moving	sadness	0.295	움직이는
shrink	sadness	0.295	수축
shiver	sadness	0.291	떨다
constraint	sadness	0.288	강제
unimportant	sadness	0.288	중요하지 않은
tramp	sadness	0.288	도보 여행가
rubble	sadness	0.282	파편
down	sadness	0.281	아래에
taint	sadness	0.281	더러움
flop	sadness	0.281	실패
wearily	sadness	0.281	지친
overdue	sadness	0.281	연체
excluding	sadness	0.281	...을 제외한
confession	sadness	0.281	고백
grey	sadness	0.281	회색
senseless	sadness	0.281	무의미한
unseat	sadness	0.281	자리에서 떼다
remove	sadness	0.281	제거하다
revoke	sadness	0.281	취소
shortage	sadness	0.281	부족
apathy	sadness	0.281	냉담
adverse	sadness	0.281	불리한
negro	sadness	0.281	흑인
timid	sadness	0.281	소심한
flinch	sadness	0.281	주춤하다
scrapie	sadness	0.281	스크래피
grumpy	sadness	0.281	성격이 나쁜
knell	sadness	0.275	종소리
throb	sadness	0.273	진동
confusion	sadness	0.273	착란
soldier	sadness	0.273	군인
jurisprudence	sadness	0.273	법률학
humbled	sadness	0.273	겸손
gray	sadness	0.269	회색
lax	sadness	0.266	느슨한
mixedemotions	sadness	0.266	복잡한 감정
obstacle	sadness	0.266	장애
slur	sadness	0.266	중상
unrealistic	sadness	0.266	비현실적인
drifted	sadness	0.266	표류
leaving	sadness	0.266	퇴거
shack	sadness	0.266	오두막집
eternity	sadness	0.266	영원
remiss	sadness	0.266	면하다
inconvenient	sadness	0.263	불편한
restrict	sadness	0.259	얽매다
misrepresentation	sadness	0.259	와전
stagnant	sadness	0.259	흐르지 않는
disservice	sadness	0.258	해
wilderness	sadness	0.255	황야
nosun	sadness	0.255	노순
backwater	sadness	0.255	지적 부진
tempest	sadness	0.250	대소동
pine	sadness	0.250	소나무
humbug	sadness	0.250	협잡
bang	sadness	0.250	쾅
speculation	sadness	0.250	추측
labored	sadness	0.250	곤란한
incomplete	sadness	0.250	불완전한
gullible	sadness	0.250	속기 쉬운
undying	sadness	0.250	죽지 않는
anchorage	sadness	0.250	앵커리지
unexplained	sadness	0.250	설명할 수 없는
error	sadness	0.250	오류
wasteful	sadness	0.250	낭비
communism	sadness	0.250	공산주의
uneducated	sadness	0.250	무학
melodrama	sadness	0.242	멜로 드라마
demonstrative	sadness	0.242	분명히 나타내는
rainyday	sadness	0.242	비오는 날
necessity	sadness	0.236	필요성
boredom	sadness	0.235	지루함
foggy	sadness	0.234	흐린
sentence	sadness	0.234	문장
misty	sadness	0.234	안개가 자욱한
cancel	sadness	0.234	취소
void	sadness	0.234	무효의
cloudy	sadness	0.234	흐림
blockade	sadness	0.234	봉쇄
pale	sadness	0.234	창백한
trash	sadness	0.234	쓰레기
uninteresting	sadness	0.234	시시한
hollow	sadness	0.234	구멍
healing	sadness	0.234	치유
depart	sadness	0.234	출발
burke	sadness	0.234	버크
warp	sadness	0.234	경사
case	sadness	0.228	사례
rainy	sadness	0.227	비오는
uninterested	sadness	0.223	무관심한
onerous	sadness	0.223	번거로운
bottom	sadness	0.223	맨 아래
fasting	sadness	0.220	단식
boooo	sadness	0.219	부우
dole	sadness	0.219	실업 수당
pious	sadness	0.219	경건한
indifference	sadness	0.219	무관심
coping	sadness	0.219	갓돌
discolored	sadness	0.219	변색
thirst	sadness	0.219	갈증
blunder	sadness	0.219	큰 실수
cocaine	sadness	0.218	코카인
tough	sadness	0.212	힘든
revolution	sadness	0.203	혁명
hoary	sadness	0.203	하얗게 된
chilly	sadness	0.203	냉담한
sluggish	sadness	0.203	부진한
yucky	sadness	0.203	불쾌한
fat	sadness	0.203	지방
lower	sadness	0.203	낮추다
sprain	sadness	0.203	삠
chargeable	sadness	0.203	청구 가능한
arid	sadness	0.203	건조한
wanting	sadness	0.202	이 없이
progression	sadness	0.201	진행
closure	sadness	0.195	폐쇄
unbeaten	sadness	0.193	매 맞지 않은
rack	sadness	0.188	고문
halter	sadness	0.188	고삐
rumor	sadness	0.188	소문
tease	sadness	0.188	놀리다
invalid	sadness	0.188	유효하지 않은
cataract	sadness	0.188	백내장
meh	sadness	0.188	헐
heartfelt	sadness	0.188	진심으로
retirement	sadness	0.188	퇴직
splitting	sadness	0.188	파편
interrupted	sadness	0.188	중단된
oddity	sadness	0.188	괴벽
cold	sadness	0.188	추운
veal	sadness	0.188	송아지 고기
concerned	sadness	0.184	관심 있는
sarcasm	sadness	0.181	풍자
strip	sadness	0.179	조각
divided	sadness	0.172	각기 다른
feeling	sadness	0.172	감정
overload	sadness	0.172	초과 적재
sap	sadness	0.172	수액
memories	sadness	0.172	추억
esteem	sadness	0.172	존중
cupping	sadness	0.172	부항
eschew	sadness	0.172	피하다
destination	sadness	0.170	목적지
nosnow	sadness	0.169	눈꽃
limited	sadness	0.167	제한된
rain	sadness	0.163	비
willful	sadness	0.160	고집 센
untitled	sadness	0.157	무제
stint	sadness	0.156	정량
cross	sadness	0.156	십자가
weeds	sadness	0.156	잡초
pare	sadness	0.155	깎아 다듬다
snort	sadness	0.154	흡입
procession	sadness	0.152	행렬
inconsequential	sadness	0.152	대수롭지 않은
tax	sadness	0.142	세
emo	sadness	0.141	이모
tolerate	sadness	0.141	참다
mug	sadness	0.141	얼굴
overpriced	sadness	0.141	비싼
weight	sadness	0.141	무게
touchy	sadness	0.140	다루기 어려운
kennel	sadness	0.130	개집
grounded	sadness	0.130	접지
unpaid	sadness	0.125	무급
socialist	sadness	0.125	사회주의자
meek	sadness	0.125	순한
clouds	sadness	0.125	구름
margin	sadness	0.125	여유
theocratic	sadness	0.125	신권
stillness	sadness	0.125	고요함
sisterhood	sadness	0.125	여성 단체
terrific	sadness	0.125	훌륭한
commemorate	sadness	0.125	기념하다
late	sadness	0.125	늦은
default	sadness	0.121	기본
lace	sadness	0.118	레이스
unpublished	sadness	0.116	널리 알려지지 않은
interested	sadness	0.114	관심 있는
fortress	sadness	0.110	요새
lush	sadness	0.109	풍부한
harry	sadness	0.109	괴롭히다
ultimate	sadness	0.109	궁극적인
priesthood	sadness	0.109	사제직
orchestra	sadness	0.109	오케스트라
rating	sadness	0.109	평가
fleece	sadness	0.109	양털
sanctify	sadness	0.108	거룩하게 하다
income	sadness	0.100	소득
winning	sadness	0.094	승리
boo	sadness	0.094	우우
quiet	sadness	0.094	조용한
sonnet	sadness	0.094	소네트
vainly	sadness	0.091	공연히
hug	sadness	0.078	껴안다
opera	sadness	0.078	오페라
humble	sadness	0.078	겸손한
hut	sadness	0.078	오두막
ovation	sadness	0.078	대인기
wet	sadness	0.078	젖은
motivating	sadness	0.078	동기 부여
treat	sadness	0.076	치료하다
hymn	sadness	0.064	찬송가
honest	sadness	0.062	솔직한
relics	sadness	0.061	유물
couch	sadness	0.060	침상
waffle	sadness	0.047	와플
shell	sadness	0.045	껍데기
musical	sadness	0.045	뮤지컬
savor	sadness	0.034	맛
napkin	sadness	0.031	냅킨
vote	sadness	0.031	투표
sing	sadness	0.017	노래
mother	sadness	0.016	어머니
music	sadness	0.016	음악
nutritious	sadness	0.015	영양가 있는
lovely	sadness	0.009	사랑스러운
sweetheart	sadness	0.000	여보
romance	sadness	0.000	로맨스
liquor	sadness	0.000	분비액
art	sadness	0.000	미술
surprise	surprise	0.930	놀라다
explode	surprise	0.906	터지다
flabbergast	surprise	0.906	깜짝 놀라게 하다
explosion	surprise	0.898	폭발
ambush	surprise	0.883	매복
explosive	surprise	0.883	폭발물
eruption	surprise	0.883	분화
surprisingly	surprise	0.875	놀랍게도
startle	surprise	0.875	펄쩍 뛸 만한 놀람
shockingly	surprise	0.875	충격적으로
frighten	surprise	0.875	놀라다
surprised	surprise	0.867	놀란
frightened	surprise	0.867	겁먹은
surprising	surprise	0.867	놀라운
outburst	surprise	0.859	폭발
thrilling	surprise	0.859	떨리는
miracle	surprise	0.859	기적
blast	surprise	0.852	폭발
astonishingly	surprise	0.852	놀랍게도
alarm	surprise	0.852	경보
shock	surprise	0.844	충격
thunderstruck	surprise	0.844	뇌우
jolt	surprise	0.844	심한 상하의 움직임
dazzle	surprise	0.836	부시다
bang	surprise	0.836	쾅
catastrophe	surprise	0.836	대단원
fright	surprise	0.836	공포
unexpectedly	surprise	0.836	뜻밖에
startling	surprise	0.828	놀라운
suddenly	surprise	0.828	갑자기
emergency	surprise	0.828	비상
bewilderment	surprise	0.828	당황
stunned	surprise	0.820	기절
astound	surprise	0.820	놀라게 하다
jackpot	surprise	0.812	공동 자금
earthquake	surprise	0.812	지진
disaster	surprise	0.812	재해
astonishment	surprise	0.805	놀람
climax	surprise	0.805	클라이맥스
aghast	surprise	0.805	깜짝 놀라
astonish	surprise	0.805	놀라게 하다
scare	surprise	0.797	공황
awestruck	surprise	0.797	깜짝 놀란
erupt	surprise	0.789	폭발하다
bomb	surprise	0.789	폭탄
exclaim	surprise	0.789	외치다
amazement	surprise	0.781	놀람
abduction	surprise	0.773	유 괴
alarming	surprise	0.773	놀라운
detonate	surprise	0.773	폭발하다
raid	surprise	0.773	습격
miraculous	surprise	0.773	기적적
invade	surprise	0.773	침략하다
kidnap	surprise	0.766	채가다
unpredictable	surprise	0.758	예측할 수 없는
stupefy	surprise	0.758	멍하니
dumfound	surprise	0.758	멍청한
overwhelming	surprise	0.758	압도적
erratic	surprise	0.750	이상한 사람
unimaginable	surprise	0.750	상상할 수 없는
accident	surprise	0.750	사고
outrageous	surprise	0.750	터무니없는
horror	surprise	0.742	공포
amaze	surprise	0.742	몹시 놀라게 하다
blitz	surprise	0.742	전격
bewilder	surprise	0.742	당황하다
flinch	surprise	0.742	주춤하다
petrify	surprise	0.742	깜짝 놀라게 하다
wreck	surprise	0.742	난파선
slaughter	surprise	0.742	학살
frenetic	surprise	0.734	열광적인
crash	surprise	0.734	크래시
frantic	surprise	0.734	굉장한
stupefaction	surprise	0.734	마취
excitement	surprise	0.734	흥분
riotous	surprise	0.727	난폭한
outcry	surprise	0.727	항의
vanished	surprise	0.727	사라졌다
moonstruck	surprise	0.727	달맞이
sudden	surprise	0.727	갑자기
awe	surprise	0.719	두려움
scream	surprise	0.719	비명
breathless	surprise	0.719	숨가쁜
sabotage	surprise	0.719	사보타주
shriek	surprise	0.719	비명
unanticipated	surprise	0.719	예상치 못한
bewildered	surprise	0.719	어리둥절
manslaughter	surprise	0.719	살인
amazedness	surprise	0.719	놀라움
rupture	surprise	0.719	파열
unexpected	surprise	0.711	예기치 않은
electrify	surprise	0.711	깜짝 놀라게 하다
uncontrollable	surprise	0.711	통제할 수 없는
shot	surprise	0.711	발사
avalanche	surprise	0.711	눈사태
gasp	surprise	0.711	헐떡거리다
stun	surprise	0.711	충격
slam	surprise	0.703	쾅
abrupt	surprise	0.703	험준한
intruder	surprise	0.703	침입자
unforeseen	surprise	0.703	뜻하지 않은
suspense	surprise	0.703	미결
devastation	surprise	0.703	황폐
surge	surprise	0.703	급등하다
excite	surprise	0.695	일으키다
dumfounder	surprise	0.695	덤파운더
yell	surprise	0.695	소리치다
unprecedented	surprise	0.695	전례 없는
strike	surprise	0.695	스트라이크
volatility	surprise	0.695	휘발성
urgent	surprise	0.695	긴급한
stab	surprise	0.695	찌르다
disturbance	surprise	0.688	방해
carnage	surprise	0.688	대학살
incredible	surprise	0.688	믿을 수 없는
spectacular	surprise	0.688	장관을 이루는
thrill	surprise	0.680	스릴
recklessness	surprise	0.680	무모
clamor	surprise	0.680	외치다
monstrous	surprise	0.680	거대한
slap	surprise	0.680	찰싹
inexplicable	surprise	0.672	설명할 수 없는
terrorist	surprise	0.672	테러리스트
exciting	surprise	0.672	신나는
accidental	surprise	0.672	우연한
accidentally	surprise	0.672	우연히
striking	surprise	0.672	치는
captivate	surprise	0.672	마음을 사로잡다
exhilaration	surprise	0.672	들뜬
topple	surprise	0.664	전복
dire	surprise	0.664	무서운
revolution	surprise	0.664	혁명
volcano	surprise	0.664	화산
freakish	surprise	0.664	이상한
revolt	surprise	0.656	반란
bloodshed	surprise	0.656	유혈
sneak	surprise	0.656	좀도둑
unspeakable	surprise	0.656	말하기 싫은
incendiary	surprise	0.656	방화범
epidemic	surprise	0.648	감염병 유행
violent	surprise	0.648	폭력적인
disruption	surprise	0.648	분열
amazingly	surprise	0.648	놀랍게도
mutiny	surprise	0.648	폭동
spellbound	surprise	0.648	홀린
cyclone	surprise	0.648	집진 장치
unsuspecting	surprise	0.648	순진한
attacking	surprise	0.648	공격
unintended	surprise	0.648	의도하지 않은
shout	surprise	0.641	외침
indescribable	surprise	0.641	형언할 수 없는
tumult	surprise	0.641	소란
improvisation	surprise	0.641	즉흥
wildfire	surprise	0.641	들불
excitation	surprise	0.641	자극
screech	surprise	0.641	진한 럼주
enthusiasm	surprise	0.641	열광
uncertain	surprise	0.633	불확실한
plunder	surprise	0.633	약탈
gape	surprise	0.633	입을 크게 벌리다
treachery	surprise	0.633	배반
agape	surprise	0.633	입을 딱 벌리고
anomaly	surprise	0.633	변칙
presto	surprise	0.633	프레스토 악장
apparition	surprise	0.633	환영
wonderment	surprise	0.625	경탄
slaughtering	surprise	0.625	도살
trick	surprise	0.625	장난
mystery	surprise	0.625	신비
murderous	surprise	0.625	살인적인
distress	surprise	0.625	고통
sorcery	surprise	0.625	마법
excited	surprise	0.625	흥분한
tempest	surprise	0.625	대소동
urgency	surprise	0.625	긴급
inimaginable	surprise	0.617	상상할 수 없는
intrusive	surprise	0.617	방해하는
quickness	surprise	0.617	민첩
intense	surprise	0.617	극심한
trickery	surprise	0.617	속임수
vanish	surprise	0.617	사라지다
prank	surprise	0.617	충돌
murder	surprise	0.617	살인
thief	surprise	0.609	도둑
blindfold	surprise	0.609	눈가리개
unstable	surprise	0.609	불안정한
strangle	surprise	0.609	교살
coup	surprise	0.609	일격
magical	surprise	0.609	마법 같은
shatter	surprise	0.609	파편
splash	surprise	0.609	튀김
stupor	surprise	0.602	무감각
inconceivable	surprise	0.602	상상할 수 없는
betray	surprise	0.602	팔다
defy	surprise	0.602	무시하다
jubilee	surprise	0.602	축제
assail	surprise	0.602	공격하다
deluge	surprise	0.602	대홍수
tackle	surprise	0.602	태클
monstrosity	surprise	0.594	기괴
lightning	surprise	0.594	번개
stupendous	surprise	0.594	깜짝 놀랄 만한
shrill	surprise	0.594	날카로운
mishap	surprise	0.594	재난
alerts	surprise	0.594	경고
mysterious	surprise	0.586	신비한
randomly	surprise	0.586	무작위로
wild	surprise	0.586	야생의
deceit	surprise	0.586	책략
bonus	surprise	0.586	보너스
pitfall	surprise	0.586	함정
uncanny	surprise	0.586	섬뜩한
wondrous	surprise	0.586	놀랄 만한
premature	surprise	0.578	시기상조
stagger	surprise	0.578	파상 배치
rejoicing	surprise	0.578	기쁨
godsend	surprise	0.578	신의 선물
jubilant	surprise	0.578	기뻐하는
electric	surprise	0.578	전기 같은
raving	surprise	0.578	미쳐 날뛰는
bizarre	surprise	0.578	기괴한
death	surprise	0.578	죽음
fluke	surprise	0.578	흡충
oddity	surprise	0.578	괴벽
dynamic	surprise	0.570	동적
dismay	surprise	0.570	당황
revenge	surprise	0.570	복수
nefarious	surprise	0.562	극악한
fascinate	surprise	0.562	홀리다
jerk	surprise	0.562	바보
ecstatic	surprise	0.562	황홀한
reward	surprise	0.562	보상
uncover	surprise	0.562	폭로하다
reappear	surprise	0.562	다시 나타나다
zany	surprise	0.555	익살스러운
whim	surprise	0.555	변덕
thaumaturgy	surprise	0.555	기적학
conjure	surprise	0.555	상상하다
crescendo	surprise	0.555	진전
rescue	surprise	0.547	구조하다
daze	surprise	0.547	현혹
heroism	surprise	0.547	영웅적 자질
illuminate	surprise	0.547	비추다
winner	surprise	0.547	우승자
ejaculation	surprise	0.547	사정
thwart	surprise	0.547	방해하다
rarity	surprise	0.547	희박
unbridled	surprise	0.547	고삐 풀린
tantalizing	surprise	0.547	감질나게 하는
punch	surprise	0.539	펀치
cheer	surprise	0.539	환호
treason	surprise	0.539	반역
violation	surprise	0.539	위반
celebration	surprise	0.539	축하
illusion	surprise	0.539	환각
marvel	surprise	0.539	마블
lucky	surprise	0.539	운이 좋은
lunge	surprise	0.539	찌르기
interrupt	surprise	0.539	방해하다
insult	surprise	0.539	모욕
concealed	surprise	0.531	숨기는
snag	surprise	0.531	가지 그루터기
sensation	surprise	0.531	감각
banger	surprise	0.531	소시지
fearfully	surprise	0.531	몹시
affront	surprise	0.531	모욕
jest	surprise	0.531	농담
undiscovered	surprise	0.523	발견되지 않은
liberate	surprise	0.523	자유롭게 하다
veer	surprise	0.523	부채
abandonment	surprise	0.523	포기
immediacy	surprise	0.523	직접
improvise	surprise	0.523	즉흥적으로
victimized	surprise	0.523	희생
scorpion	surprise	0.523	투석기
majestic	surprise	0.523	위엄 있는
wonder	surprise	0.523	궁금하다
rejoice	surprise	0.523	기쁘게 하다
tickle	surprise	0.516	간지럼
chance	surprise	0.516	가능성
yelp	surprise	0.516	개가 깽깽 우는 소리
howl	surprise	0.516	멀리서 짖는 소리
stealthily	surprise	0.516	몰래
unintentionally	surprise	0.508	본의 아니게
magnificent	surprise	0.508	웅장한
reflex	surprise	0.508	휘어진
garish	surprise	0.508	화려하다
transcendence	surprise	0.508	초월
rave	surprise	0.508	날뛰다
luck	surprise	0.508	운
swerve	surprise	0.508	곡구
pop	surprise	0.508	팝
enliven	surprise	0.500	활기 있게 만들다
slayer	surprise	0.500	살해자
remarkable	surprise	0.500	놀랄 만한
infrequent	surprise	0.500	드문
pang	surprise	0.500	격통
erotic	surprise	0.500	에로틱
misbehavior	surprise	0.500	버릇 없음
diversion	surprise	0.500	전환
heroic	surprise	0.500	과장된 어조
alertness	surprise	0.500	경보
marvelous	surprise	0.500	기이
fainting	surprise	0.500	기절
embarrassment	surprise	0.500	당황
nab	surprise	0.492	붙잡다
birthday	surprise	0.492	생신
camouflage	surprise	0.492	위장
unutterable	surprise	0.492	말로 표현할 수 없는
chimera	surprise	0.492	키메라
trump	surprise	0.492	지우다
decoy	surprise	0.492	유인 못
infarct	surprise	0.492	경색
greatness	surprise	0.492	위대
exigent	surprise	0.492	긴급
prick	surprise	0.484	찌르기
variable	surprise	0.484	변하기 쉬운
curiosity	surprise	0.484	호기심
daemon	surprise	0.484	악마
inexpressible	surprise	0.484	말로 표현할 수 없는
magician	surprise	0.484	마술사
underestimate	surprise	0.484	싼 어림
fanfare	surprise	0.484	과시
horde	surprise	0.484	큰 떼거리
zeal	surprise	0.484	열성
incident	surprise	0.477	사건
illumination	surprise	0.477	조명
chicane	surprise	0.477	발뺌
sneeze	surprise	0.477	재채기
subversive	surprise	0.477	전복
gawk	surprise	0.477	둔한 사람
fortune	surprise	0.477	행운
strange	surprise	0.477	이상한
dreadfully	surprise	0.477	끔찍하게
unguarded	surprise	0.477	지키지 않는
prowl	surprise	0.469	배회
reversal	surprise	0.469	반전
wizard	surprise	0.469	마법사
rapid	surprise	0.469	빠른
leery	surprise	0.469	의심 많은
break	surprise	0.461	부서지다
slip	surprise	0.461	슬립
divergent	surprise	0.461	다른
hilarious	surprise	0.461	아주 웃긴
coincidence	surprise	0.461	우연의 일치
subito	surprise	0.461	수비토
overestimate	surprise	0.453	과대평가
ordeal	surprise	0.453	지독한 시련
evanescence	surprise	0.453	소실
merriment	surprise	0.453	명랑한 소동
raffle	surprise	0.453	래플
winning	surprise	0.453	승리
wonderful	surprise	0.453	아주 멋진
hoax	surprise	0.453	사기
confession	surprise	0.453	고백
splendid	surprise	0.445	화려한
stound	surprise	0.445	충격
perchance	surprise	0.445	우연히
excel	surprise	0.445	뛰어나다
enthusiast	surprise	0.445	열성가
gambling	surprise	0.445	도박
feat	surprise	0.445	위업
laughter	surprise	0.445	웃음
brighten	surprise	0.438	닦다
unique	surprise	0.438	독특한
senseless	surprise	0.438	무의미한
changeable	surprise	0.438	변하기 쉬운
splendor	surprise	0.438	화려
rapt	surprise	0.438	황홀한
unintentional	surprise	0.438	의도하지 않은
fascination	surprise	0.430	매혹
trepidation	surprise	0.430	전율
lawsuit	surprise	0.430	소송
gift	surprise	0.430	선물
stealthy	surprise	0.430	은밀한
fiesta	surprise	0.430	축제
intrigue	surprise	0.430	음모
delighted	surprise	0.430	아주 기뻐하는
judgment	surprise	0.422	심판
stealth	surprise	0.422	몰래 하기
enchant	surprise	0.422	호리다
originality	surprise	0.422	독창성
riddle	surprise	0.422	수수께끼
quicksilver	surprise	0.422	수은
illegitimate	surprise	0.414	불법
experiment	surprise	0.414	실험
elusive	surprise	0.414	피하는
syncope	surprise	0.414	졸도
liberation	surprise	0.414	해방
spirits	surprise	0.414	주정
perjury	surprise	0.414	위증
veracity	surprise	0.414	정확성
parade	surprise	0.406	퍼레이드
applause	surprise	0.406	박수 갈채
inspired	surprise	0.406	탁월한
allure	surprise	0.406	매력
eager	surprise	0.406	열렬한
gambler	surprise	0.406	노름꾼
fete	surprise	0.406	축제
divorce	surprise	0.398	이혼
guess	surprise	0.398	추측
princely	surprise	0.398	왕자 다운
burlesque	surprise	0.398	익살 연극
secrecy	surprise	0.398	비밀
incontinence	surprise	0.391	실금
peri	surprise	0.391	아름다운 요정
cheerful	surprise	0.391	쾌활한
hermaphrodite	surprise	0.391	남녀 추니
supremacy	surprise	0.391	최고
aspiration	surprise	0.391	포부
buck	surprise	0.383	책임
lose	surprise	0.383	잃다
cadaver	surprise	0.383	시체
crowning	surprise	0.383	더할 나위 없는
praiseworthy	surprise	0.383	기특한
inheritance	surprise	0.383	계승
score	surprise	0.383	점수
gulp	surprise	0.375	꿀꺽 꿀꺽
camouflaged	surprise	0.375	위장
advance	surprise	0.375	전진
succeed	surprise	0.375	성공하다
frisky	surprise	0.375	상쾌한
mystic	surprise	0.375	신비주의자
compliment	surprise	0.375	칭찬
hope	surprise	0.367	희망
joker	surprise	0.367	조커
sparkle	surprise	0.367	불꽃
excavation	surprise	0.367	발굴
sensual	surprise	0.367	관능적 인
entertainment	surprise	0.359	오락
feeling	surprise	0.359	감정
modify	surprise	0.352	수정하다
blessings	surprise	0.352	축복
newcomer	surprise	0.352	새로 온 사람
obit	surprise	0.352	오빗
postponement	surprise	0.352	연기
award	surprise	0.352	상
clown	surprise	0.352	시골뜨기
highest	surprise	0.344	제일 높은
hero	surprise	0.344	영웅
glorify	surprise	0.344	영화 롭게하다
proficiency	surprise	0.344	진보
start	surprise	0.344	시작
wonderfully	surprise	0.344	훌륭하게
celebrity	surprise	0.344	유명 인사
rekindle	surprise	0.336	다시 불을 붙이다
optimism	surprise	0.336	낙천주의
sanctify	surprise	0.336	거룩하게 하다
unbeaten	surprise	0.336	매 맞지 않은
prodigious	surprise	0.336	거대한
grin	surprise	0.336	이를 드러내고 웃다
memorable	surprise	0.336	기억에 남는
warned	surprise	0.336	경고
dissolution	surprise	0.336	해산
hypertrophy	surprise	0.328	비대
admiration	surprise	0.328	감탄
examination	surprise	0.320	시험
angel	surprise	0.320	천사
present	surprise	0.320	현재
catch	surprise	0.320	잡다
hap	surprise	0.320	우연
saint	surprise	0.312	성자
embrace	surprise	0.312	포옹하다
flirt	surprise	0.312	바람둥이
puma	surprise	0.312	퓨마
kiss	surprise	0.312	키스
liberty	surprise	0.312	자유
scrimmage	surprise	0.312	스크럼
treat	surprise	0.312	치료하다
inaffable	surprise	0.312	참을 수 없는
occasional	surprise	0.312	가끔
dismissal	surprise	0.312	해임
perfection	surprise	0.305	완전
saintly	surprise	0.305	성스럽게
gratify	surprise	0.305	채우다
generosity	surprise	0.305	관대
sally	surprise	0.305	출격
palpable	surprise	0.297	만져서 알 수 있는
finally	surprise	0.297	마지막으로
differently	surprise	0.297	다르게
polarity	surprise	0.297	극성
ceremony	surprise	0.297	의식
favorable	surprise	0.297	유리한
larger	surprise	0.297	더 큰
warn	surprise	0.297	경고하다
medal	surprise	0.289	메달
romance	surprise	0.289	로맨스
inviting	surprise	0.289	초대
greeting	surprise	0.289	인사
resignation	surprise	0.281	사직
accolade	surprise	0.281	영예
labor	surprise	0.281	노동
candid	surprise	0.281	솔직한
trip	surprise	0.281	여행
stare	surprise	0.273	응시
admire	surprise	0.266	존경하다
glimmer	surprise	0.266	희미한 빛
playful	surprise	0.266	장난이 심하다
somatic	surprise	0.266	체세포
festival	surprise	0.266	제전
