English Word	Emotion	Emotion-Intensity-Score	Lithuanian Word
reliability	trust	0.758	patikimumas
trusts	trust	0.758	pasitikėjo
safekeeping	trust	0.758	saugojimas
reputable	trust	0.758	gerbiamas
love	trust	0.758	meilė
friend	trust	0.750	draugas
stable	trust	0.750	stabilus
authentic	trust	0.750	autentiškas
competence	trust	0.750	kompetencija
safeguard	trust	0.750	apsauga
companion	trust	0.750	palydovas
advised	trust	0.750	patarė
respect	trust	0.750	pagarba
loyal	trust	0.750	ištikimas
genuine	trust	0.750	tikra
friendships	trust	0.750	pasitiki
ally	trust	0.750	sąjungininkas
proven	trust	0.742	įrodyta
freedom	trust	0.742	laisvė
respects	trust	0.742	pagarba
accepting	trust	0.742	draugystes
faith	trust	0.742	tikėjimas
wholesome	trust	0.742	sveikas
heartfelt	trust	0.734	nuoširdus
unification	trust	0.734	suvienijimas
confirmation	trust	0.734	patvirtinimas
protecting	trust	0.734	saugantis
reassurance	trust	0.734	patikinimas
trustee	trust	0.734	patikėtinis
supporter	trust	0.734	rėmėjas
respectful	trust	0.734	pagarbus
admirable	trust	0.734	žavintis
fact	trust	0.727	faktas
friendship	trust	0.727	Draugystė
partners	trust	0.727	priimant
confidentially	trust	0.727	konfidencialiai
confident	trust	0.727	įsitikinęs
equality	trust	0.727	lygybė
alliance	trust	0.727	aljansą
credential	trust	0.727	kredencialas
believing	trust	0.727	tikėdamas
excellence	trust	0.727	puikybė
agreement	trust	0.727	susitarimą
closeness	trust	0.719	artumas
authenticate	trust	0.719	autentifikuoti
virtuous	trust	0.719	dorybingas
intelligence	trust	0.719	intelektas
kindred	trust	0.719	giminės
virtue	trust	0.719	dorybė
honored	trust	0.719	pagerbtas
justice	trust	0.711	teisingumo
charitable	trust	0.711	labdaringa
determination	trust	0.711	ryžtas
creditable	trust	0.711	patikimas
consistency	trust	0.711	nuoseklumas
allegiance	trust	0.711	ištikimybė
cooperation	trust	0.711	bendradarbiavimą
guarantee	trust	0.711	garantija
dedication	trust	0.711	atsidavimas
straightforward	trust	0.711	tiesmukai
cooperating	trust	0.711	bendradarbiaujantys
reliable	trust	0.703	patikimas
nurture	trust	0.703	puoselėti
mother	trust	0.703	motina
fulfilled	trust	0.703	įvykdė
admiration	trust	0.703	susižavėjimas
mentor	trust	0.703	mentorius
guardianship	trust	0.703	globa
assurance	trust	0.703	užtikrinimas
morality	trust	0.703	moralė
motherhood	trust	0.703	motinystė
innocent	trust	0.703	nekaltas
reverence	trust	0.703	pagarba
sanctuary	trust	0.703	šventovė
friendliness	trust	0.703	draugiškumas
prepared	trust	0.703	paruoštas
admire	trust	0.703	grožėtis
protected	trust	0.703	apsaugotas
proof	trust	0.703	įrodymas
bodyguard	trust	0.695	asmens sargybinis
skillful	trust	0.695	sumanus
marriage	trust	0.695	santuoka
allied	trust	0.695	sąjungininkas
morals	trust	0.695	moralės
humanitarian	trust	0.695	humanitarinis
pact	trust	0.695	paktas
courage	trust	0.695	drąsa
accountable	trust	0.695	atskaitingas
agreeable	trust	0.695	priimtinas
united	trust	0.695	vieningi
indestructible	trust	0.695	nesunaikinamas
approving	trust	0.695	pritariant
guardian	trust	0.695	globėjas
compassionate	trust	0.695	gailestingas
scientist	trust	0.695	mokslininkas
certified	trust	0.695	sertifikuota
pledge	trust	0.688	įkeitimas
adviser	trust	0.688	patarėjas
authenticity	trust	0.688	autentiškumas
understanding	trust	0.688	supratimas
secure	trust	0.688	saugus
guidance	trust	0.688	gaires
monogamy	trust	0.688	monogamija
valor	trust	0.688	narsumas
solidity	trust	0.688	tvirtumas
perfection	trust	0.688	tobulumą
believed	trust	0.688	tikėjo
humanity	trust	0.688	žmogiškumas
justifiable	trust	0.688	pateisinamas
competent	trust	0.688	kompetentingas
esteem	trust	0.688	gerbti
protector	trust	0.680	gynėjas
inspire	trust	0.680	įkvėpti
hope	trust	0.680	viltis
strongest	trust	0.680	Partneriai
expertise	trust	0.680	ekspertizė
humble	trust	0.680	nuolankus
indivisible	trust	0.680	nedalomas
official	trust	0.680	pareigūnas
affirm	trust	0.680	patvirtinti
familiarity	trust	0.680	susipažinimas
confirmed	trust	0.680	patvirtino
diligence	trust	0.680	darbštumas
grandfather	trust	0.680	senelis
advocacy	trust	0.680	advokacija
goodness	trust	0.680	gerumas
commendable	trust	0.680	pagirtinas
acceptance	trust	0.680	priėmimas
diplomatic	trust	0.680	diplomatiškas
leader	trust	0.680	lyderis
confide	trust	0.680	pasitikėti
agreeing	trust	0.680	sutikdamas
approve	trust	0.680	patvirtinti
professional	trust	0.680	profesionalus
elders	trust	0.680	vyresnieji
confidential	trust	0.680	konfidencialūs
faultless	trust	0.672	nepriekaištingas
believes	trust	0.672	priimtas
sanctify	trust	0.672	pašventinti
intelligent	trust	0.672	protingas
safe	trust	0.672	saugus
accepted	trust	0.672	stipriausias
dignity	trust	0.672	orumo
unwavering	trust	0.672	nepajudinama
encyclopedia	trust	0.672	enciklopedija
mastery	trust	0.672	meistriškumas
cohesive	trust	0.672	darni
harmoniously	trust	0.672	harmoningai
benevolence	trust	0.672	geranoriškumas
healing	trust	0.672	gijimas
accredited	trust	0.672	akredituota
covenant	trust	0.672	Sandorą
accountability	trust	0.664	atskaitomybė
team	trust	0.664	komanda
authority	trust	0.664	institucija
heroic	trust	0.664	herojiškas
reliance	trust	0.664	pasikliauti
expert	trust	0.664	ekspertas
communicate	trust	0.664	bendrauti
spiritual	trust	0.664	dvasinis
impeccable	trust	0.664	nepriekaištingos
specialist	trust	0.664	specialistas
affirmatively	trust	0.664	teigiamai
proficient	trust	0.664	įgudęs
fulfillment	trust	0.664	išpildymas
advocate	trust	0.664	advokatas
disciple	trust	0.664	mokinys
attestation	trust	0.664	atestacija
merit	trust	0.664	nuopelnus
supporting	trust	0.664	palaikantis
ambassador	trust	0.664	ambasadorius
guidebook	trust	0.664	vadovas
accept	trust	0.664	priimti
strengthening	trust	0.661	stiprinimas
holiness	trust	0.656	šventumas
facts	trust	0.656	faktus
warranty	trust	0.656	garantija
strength	trust	0.656	stiprumas
relationship	trust	0.656	santykiai
defended	trust	0.656	apgynė
constancy	trust	0.656	pastovumas
favorable	trust	0.656	palankus
gentleman	trust	0.656	džentelmenas
counsel	trust	0.656	advokatas
scientific	trust	0.656	mokslinis
structure	trust	0.656	struktūra
elder	trust	0.656	vyresnysis
excellent	trust	0.656	puikiai
achieve	trust	0.656	pasiekti
steadfast	trust	0.656	tvirtas
familiar	trust	0.656	pažįstamas
proficiency	trust	0.656	mokėjimas
supports	trust	0.656	tiki
counselor	trust	0.648	patarėjas
lovable	trust	0.648	mielas
advisable	trust	0.648	patartinas
agreed	trust	0.648	sutiko
heroism	trust	0.648	didvyriškumas
rely	trust	0.648	pasikliauti
uphold	trust	0.648	palaikyti
brother	trust	0.648	brolis
matrimony	trust	0.648	santuoka
assuredly	trust	0.648	užtikrintai
peaceful	trust	0.648	taikiai
saint	trust	0.648	šventasis
unconditionally	trust	0.648	priima
solidarity	trust	0.648	Solidarumas
accepts	trust	0.648	palaiko
inspiration	trust	0.648	įkvėpimas
noble	trust	0.648	kilnus
successful	trust	0.648	sėkmingas
harmony	trust	0.648	harmonija
protective	trust	0.648	apsauginis
competency	trust	0.648	kompetencijos
comrade	trust	0.648	bendražygis
academic	trust	0.648	akademinis
assist	trust	0.648	padėti
worthy	trust	0.643	vertas
benefactor	trust	0.641	geradaris
credence	trust	0.641	pasitikėjimą
confidence	trust	0.641	pasitikėjimą
relationships	trust	0.641	besąlygiškai
ordained	trust	0.641	įšventintas
legal	trust	0.641	legalus
champion	trust	0.641	čempionas
lawful	trust	0.641	teisėta
durability	trust	0.641	ilgaamžiškumas
judiciary	trust	0.641	teismų sistema
doctor	trust	0.641	gydytojas
loving	trust	0.641	mylintis
assure	trust	0.641	užtikrinti
establish	trust	0.641	nustatyti
mamma	trust	0.641	mama
kind	trust	0.641	malonus
unity	trust	0.641	vienybė
conscientious	trust	0.641	sąžiningas
real	trust	0.641	tikras
coexist	trust	0.641	sugyventi
leading	trust	0.641	pirmaujantis
teacher	trust	0.641	mokytojas
intimate	trust	0.634	intymus
brotherly	trust	0.633	broliškas
physician	trust	0.633	gydytojas
judicial	trust	0.633	teisminis
saintly	trust	0.633	šventasis
aspiration	trust	0.633	siekis
conscience	trust	0.633	sąžinė
therapeutic	trust	0.633	terapinis
fidelity	trust	0.633	ištikimybė
soundness	trust	0.633	tvirtumo
important	trust	0.633	svarbu
homage	trust	0.633	pagerbimas
legitimacy	trust	0.633	teisėtumo
fortitude	trust	0.633	tvirtybės
deepest	trust	0.633	santykiai
approved	trust	0.633	patvirtino
courageous	trust	0.633	drąsus
devotional	trust	0.633	atsidavimo
endorse	trust	0.633	pritarti
backbone	trust	0.633	stuburas
authorize	trust	0.633	įgalioti
practiced	trust	0.633	praktikuojamas
sanctification	trust	0.633	pašventinimas
hopeful	trust	0.633	tikintis
convincing	trust	0.633	įtikinamas
bless	trust	0.633	palaimink
angel	trust	0.625	angelas
authorization	trust	0.625	įgaliojimas
assured	trust	0.625	patikino
purify	trust	0.625	išvalyti
caretaker	trust	0.625	prižiūrėtojas
regard	trust	0.625	atžvilgiu
profound	trust	0.625	gilus
achievement	trust	0.625	pasiekimas
evident	trust	0.625	akivaizdu
positivity	trust	0.625	pozityvumas
communication	trust	0.625	bendravimas
professorship	trust	0.625	profesūra
blessing	trust	0.625	palaiminimas
beliefs	trust	0.625	giliausias
encourage	trust	0.625	paskatinti
fireman	trust	0.625	gaisrininkas
majestic	trust	0.625	didingas
civilized	trust	0.625	civilizuotas
certify	trust	0.625	patvirtinti
wonderful	trust	0.625	nuostabus
engaged	trust	0.625	susižadėjęs
accurate	trust	0.625	tikslūs
approvement	trust	0.617	pritarimo
optimism	trust	0.617	optimizmas
planning	trust	0.617	planavimas
believer	trust	0.617	tikintysis
advice	trust	0.617	patarimas
commend	trust	0.617	pagirti
gospel	trust	0.617	Evangelija
objective	trust	0.617	objektyvus
rational	trust	0.617	racionalus
cherish	trust	0.617	branginti
constantly	trust	0.617	nuolat
haven	trust	0.617	prieglobstis
fundamental	trust	0.617	esminis
bedrock	trust	0.617	pamatinė uoliena
accord	trust	0.617	susitarimas
triumphant	trust	0.617	triumfuojantis
surety	trust	0.617	laidavimas
testament	trust	0.617	testamentas
absolution	trust	0.617	atleidimas
truce	trust	0.617	paliaubos
reassure	trust	0.617	nuraminti
appreciation	trust	0.617	įvertinimas
qualities	trust	0.617	savybes
passionate	trust	0.617	aistringas
good	trust	0.617	Gerai
unimpeachable	trust	0.617	nepriekaištinga
corroborate	trust	0.617	patvirtinti
thoughtful	trust	0.617	susimąsčiusi
heroine	trust	0.617	herojė
teach	trust	0.617	mokyti
god	trust	0.617	dievas
attentive	trust	0.617	dėmesingas
scripture	trust	0.609	šventraštį
civilization	trust	0.609	civilizacija
magnificence	trust	0.609	didybė
recommend	trust	0.609	rekomenduoti
progression	trust	0.609	progresija
steward	trust	0.609	prižiūrėtojas
purification	trust	0.609	valymas
patron	trust	0.609	globėjas
praiseworthy	trust	0.609	pagirtinas
heal	trust	0.609	Išgyti
considerate	trust	0.609	dėmesingas
blessings	trust	0.609	palaiminimai
mediator	trust	0.609	tarpininkas
babysitter	trust	0.609	Auklė
notary	trust	0.609	notaras
awareness	trust	0.609	suvokimas
vetted	trust	0.609	įsitikinimai
excel	trust	0.609	Excel
happy	trust	0.609	laimingas
praise	trust	0.609	pagirti
brilliant	trust	0.609	puikus
liking	trust	0.609	patiko
definitive	trust	0.609	galutinis
comfort	trust	0.609	komfortą
officer	trust	0.609	pareigūnas
peace	trust	0.602	ramybė
serenity	trust	0.602	ramybė
unquestionable	trust	0.602	neabejotina
embrace	trust	0.602	apkabinti
identify	trust	0.602	nustatyti
inspired	trust	0.602	Įkvėptas
steady	trust	0.602	pastovus
nun	trust	0.602	vienuolė
guarded	trust	0.602	saugomas
symmetry	trust	0.602	simetrija
mainstay	trust	0.602	ramstis
fulfill	trust	0.602	įvykdyti
humility	trust	0.602	nuolankumas
helpful	trust	0.602	naudinga
transcendence	trust	0.602	transcendencija
unconditional	trust	0.602	besąlyginis
brave	trust	0.602	drąsus
brighten	trust	0.602	pašviesinti
experienced	trust	0.602	Patyręs
enlightenment	trust	0.602	nušvitimas
sympathetic	trust	0.602	užjaučiantis
witness	trust	0.602	liudytojas
vigilant	trust	0.594	budrus
ministry	trust	0.594	ministerija
admiral	trust	0.594	admirolas
vigilance	trust	0.594	budrumas
depend	trust	0.594	priklauso
generosity	trust	0.594	dosnumu
befriend	trust	0.594	draugauti
complimentary	trust	0.594	nemokami
assessment	trust	0.594	įvertinimas
fairly	trust	0.594	sąžiningai
enlighten	trust	0.594	apšviesti
strengthen	trust	0.594	sustiprinti
nurse	trust	0.594	slaugytoja
endowment	trust	0.594	dotacija
visionary	trust	0.594	vizionierius
praised	trust	0.594	gyrė
eminence	trust	0.594	iškilmė
marry	trust	0.594	susituokti
generous	trust	0.594	dosnus
gratitude	trust	0.594	dėkingumą
sage	trust	0.594	šalavijas
tranquility	trust	0.594	ramybė
openly	trust	0.594	atvirai
grant	trust	0.594	dotacija
spouse	trust	0.594	sutuoktinis
philanthropic	trust	0.594	filantropiškas
regent	trust	0.594	regentas
substantiate	trust	0.594	pagrįsti
commendation	trust	0.594	pagyrimas
council	trust	0.594	taryba
efficient	trust	0.594	efektyvus
sweetheart	trust	0.589	mieloji
bylaw	trust	0.586	įstatus
magnificent	trust	0.586	didinga
designation	trust	0.586	paskirtis
godly	trust	0.586	dievobaimingas
seniority	trust	0.586	stažas
conservation	trust	0.586	išsaugojimas
educational	trust	0.586	edukacinis
rooted	trust	0.586	įsišaknijęs
inheritance	trust	0.586	paveldėjimo
diplomacy	trust	0.586	diplomatija
mate	trust	0.586	bičiulis
convince	trust	0.586	įtikinti
unfailing	trust	0.586	nenutrūkstamas
share	trust	0.586	Dalintis
monk	trust	0.586	vienuolis
constitutional	trust	0.586	konstitucinis
lovely	trust	0.586	miela
compliance	trust	0.586	laikymasis
attest	trust	0.586	liudija
victory	trust	0.586	pergalę
serene	trust	0.586	ramus
checklist	trust	0.586	kontrolinis sąrašas
husbandry	trust	0.586	ūkininkavimas
enjoying	trust	0.586	mėgaujantis
revere	trust	0.586	gerbti
tribe	trust	0.586	gentis
meritorious	trust	0.586	nusipelnęs
joyful	trust	0.586	džiaugsmingas
delegate	trust	0.586	deleguoti
helper	trust	0.586	pagalbininkas
angelic	trust	0.586	angeliškas
ambition	trust	0.586	ambicijos
father	trust	0.586	tėvas
acclaim	trust	0.586	pripažinimas
testimony	trust	0.586	parodymus
collectively	trust	0.586	kolektyviai
sobriety	trust	0.586	blaivumas
prestige	trust	0.586	prestižas
firmness	trust	0.586	tvirtumas
structural	trust	0.578	struktūrinės
impartiality	trust	0.578	nešališkumas
navigator	trust	0.578	navigatorius
judge	trust	0.578	teisėjas
shelter	trust	0.578	prieglauda
coexisting	trust	0.578	kartu egzistuojantys
unquestioned	trust	0.578	neabejotina
careful	trust	0.578	atsargus
obey	trust	0.578	paklusti
professor	trust	0.578	profesorius
convinced	trust	0.578	įsitikinęs
communion	trust	0.578	bendrystę
cheerfulness	trust	0.578	linksmumas
inviting	trust	0.578	kviečiantis
irrefutable	trust	0.578	nepaneigiamas
commandant	trust	0.578	komendantas
smile	trust	0.578	šypsokis
authoritative	trust	0.578	autoritetingas
philanthropist	trust	0.578	filantropas
legalized	trust	0.578	legalizuotas
adore	trust	0.578	dievinu
upright	trust	0.578	stačiai
revival	trust	0.578	atgimimas
dutiful	trust	0.578	pareigingas
watchdog	trust	0.578	sarginis šuo
apostle	trust	0.570	apaštalas
volunteers	trust	0.570	savanoriai
immaculate	trust	0.570	nepriekaištinga
adhering	trust	0.570	besilaikantis
unquestionably	trust	0.570	neabejotinai
advise	trust	0.570	patarti
punctual	trust	0.570	punktualus
consult	trust	0.570	konsultuotis
ordinance	trust	0.570	potvarkis
complement	trust	0.570	papildyti
modest	trust	0.570	kuklus
everlasting	trust	0.570	amžinas
compass	trust	0.570	kompasas
heavenly	trust	0.570	dangiškas
determinate	trust	0.570	ryžtingas
counsellor	trust	0.570	patarėjas
abundance	trust	0.570	gausa
guide	trust	0.570	vadovas
earned	trust	0.570	patikrinta
pedigree	trust	0.570	kilmės dokumentas
relative	trust	0.570	giminaitis
principal	trust	0.570	pagrindinis
plausible	trust	0.570	tikėtinas
collaborator	trust	0.570	bendradarbis
connective	trust	0.570	jungiamasis
corroboration	trust	0.570	patvirtinimas
insure	trust	0.570	apdrausti
pilot	trust	0.570	pilotas
unequivocal	trust	0.570	vienareikšmiškai
matron	trust	0.570	matrona
cuddle	trust	0.570	prisiglausti
measured	trust	0.570	išmatuotas
fort	trust	0.562	fortas
treasurer	trust	0.562	iždininkas
apostolic	trust	0.562	apaštališkoji
save	trust	0.562	sutaupyti
frankness	trust	0.562	atvirumas
insight	trust	0.562	įžvalga
admit	trust	0.562	pripažinti
earn	trust	0.562	uždirbti
remarkable	trust	0.562	nepaprastas
strong	trust	0.562	stiprus
content	trust	0.562	turinys
vitality	trust	0.562	gyvybingumas
prize	trust	0.562	prizas
vigorous	trust	0.562	energingas
congregation	trust	0.562	kongregacija
uplift	trust	0.562	pakilimas
spotless	trust	0.562	be dėmės
devout	trust	0.562	pamaldus
soothing	trust	0.562	raminantis
miracle	trust	0.562	stebuklas
cohesion	trust	0.562	sanglauda
lovemaking	trust	0.562	mylėtis
curable	trust	0.562	pagydomas
pleasant	trust	0.562	malonus
jury	trust	0.562	žiuri
pertinent	trust	0.562	tinkamas
succeeding	trust	0.562	pavyksta
concordance	trust	0.562	sutapimas
jurist	trust	0.562	teisininkas
applaud	trust	0.562	ploti
ordination	trust	0.562	įšventinimas
compensate	trust	0.562	kompensuoti
patience	trust	0.555	kantrybės
mediate	trust	0.555	tarpininkauti
coach	trust	0.555	treneris
illumination	trust	0.555	apšvietimas
cultivate	trust	0.555	kultivuoti
providing	trust	0.555	teikiant
precedence	trust	0.555	pirmenybė
exalt	trust	0.555	išaukštinti
succeed	trust	0.555	pavyks
inclusion	trust	0.555	įtraukimas
meditate	trust	0.555	medituoti
coalesce	trust	0.555	susijungti
betrothed	trust	0.555	susižadėjęs
midwife	trust	0.555	akušerė
veteran	trust	0.555	veteranas
destined	trust	0.555	lemta
auditor	trust	0.555	auditorius
privacy	trust	0.555	privatumas
restorative	trust	0.555	atkuriamoji
influential	trust	0.555	įtakingas
impartial	trust	0.555	nešališkas
discretion	trust	0.555	diskrecija
foresight	trust	0.555	numatymas
congruence	trust	0.555	sutapimas
worship	trust	0.555	garbinimas
constant	trust	0.555	pastovus
reunion	trust	0.555	susijungimas
intuition	trust	0.555	intuicija
reconciliation	trust	0.555	Susitaikymas
ambulance	trust	0.555	greitoji pagalba
defender	trust	0.555	gynėjas
greatness	trust	0.555	didybė
buddy	trust	0.555	bičiulis
vote	trust	0.555	balsas
physicist	trust	0.555	fizikas
prophet	trust	0.555	pranašas
prevalent	trust	0.547	paplitęs
eyewitness	trust	0.547	liudininkas
durable	trust	0.547	patvarus
prudent	trust	0.547	apdairus
securities	trust	0.547	vertybiniai popieriai
salvation	trust	0.547	išganymas
govern	trust	0.547	valdyti
law	trust	0.547	įstatymas
proud	trust	0.547	didžiuotis
cheer	trust	0.547	nudžiuginti
reinforcement	trust	0.547	stiprinimas
promises	trust	0.547	uždirbo
invocation	trust	0.547	invokacija
provide	trust	0.547	teikti
friendly	trust	0.547	draugiškas
commanding	trust	0.547	įsakmiai
temperate	trust	0.547	vidutinio klimato
conciliation	trust	0.547	susitaikymas
convent	trust	0.547	vienuolynas
heritage	trust	0.547	paveldas
independence	trust	0.547	nepriklausomybę
rejoice	trust	0.547	džiaugtis
engaging	trust	0.547	patrauklus
readiness	trust	0.547	pasirengimas
registry	trust	0.547	registras
statement	trust	0.547	pareiškimas
liberty	trust	0.547	laisvė
forgive	trust	0.547	atleisk
ancestral	trust	0.547	protėvių
impenetrable	trust	0.547	nepereinamas
choices	trust	0.539	pažadai
psalms	trust	0.539	psalmės
majority	trust	0.539	dauguma
antidote	trust	0.539	priešnuodis
tantamount	trust	0.539	lygiavertis
perfect	trust	0.539	puikus
regularity	trust	0.539	reguliarumas
chronicle	trust	0.539	kronika
ensemble	trust	0.539	ansamblis
applause	trust	0.539	plojimai
obedience	trust	0.539	paklusnumas
aspiring	trust	0.539	siekiantis
watchman	trust	0.539	budėtojas
inimitable	trust	0.539	nepakartojamas
chastity	trust	0.539	skaistumas
architecture	trust	0.539	architektūra
stamina	trust	0.539	ištvermė
delightful	trust	0.539	žavinga
exalted	trust	0.539	išaukštintas
relevant	trust	0.539	Aktualus
reinforcements	trust	0.539	pastiprinimai
proctor	trust	0.539	proktorius
immovable	trust	0.539	nekilnojamasis
instructions	trust	0.539	nurodymus
define	trust	0.539	apibrėžti
uncensured	trust	0.539	necenzūruojamas
institute	trust	0.539	institutas
responsive	trust	0.539	reaguoja
recovery	trust	0.539	atsigavimas
obliging	trust	0.539	įpareigojantis
obvious	trust	0.539	aiškus
forefathers	trust	0.539	protėviai
eager	trust	0.539	trokštantis
inoculation	trust	0.539	skiepijimas
admitting	trust	0.539	prisipažįstant
memorable	trust	0.539	įsimintinas
hospital	trust	0.531	ligoninė
rescue	trust	0.531	gelbėti
deed	trust	0.531	aktas
princely	trust	0.531	kunigaikščio
retirement	trust	0.531	išėjimas į pensiją
cradle	trust	0.531	lopšys
immunization	trust	0.531	imunizacija
bloom	trust	0.531	žydėti
candid	trust	0.531	atviras
evergreen	trust	0.531	visžalis
ballot	trust	0.531	balsavimo biuletenį
accompaniment	trust	0.531	akompanimentas
verily	trust	0.531	tikrai
inseparable	trust	0.531	neatskiriamas
analyst	trust	0.531	analitikas
strive	trust	0.531	siekti
dependent	trust	0.531	priklausomas
heavens	trust	0.531	dangus
answerable	trust	0.531	atsakyti
school	trust	0.531	mokykla
terms	trust	0.531	terminai
center	trust	0.531	centras
firstborn	trust	0.531	pirmagimis
transcript	trust	0.531	nuorašas
fraternal	trust	0.531	broliškas
omniscient	trust	0.531	visažinis
seal	trust	0.531	antspaudas
edification	trust	0.531	ugdymas
doubtless	trust	0.531	be jokios abejonės
deliverance	trust	0.531	išlaisvinimas
sponsor	trust	0.531	rėmėjas
expedient	trust	0.531	tikslinga
bride	trust	0.531	nuotaka
refuge	trust	0.531	prieglobstį
approbation	trust	0.527	aprobacija
chaplain	trust	0.523	kapelionas
laureate	trust	0.523	laureatas
liberate	trust	0.523	išlaisvinti
coronation	trust	0.523	karūnavimas
adoration	trust	0.523	garbinimas
countenance	trust	0.523	veidas
honeymoon	trust	0.523	medaus mėnuo
connoisseur	trust	0.523	žinovas
notable	trust	0.523	pažymėtinas
benedictory	trust	0.523	palaimingas
celebration	trust	0.523	šventė
neighbor	trust	0.523	kaimynas
unbroken	trust	0.523	nesulaužytas
award	trust	0.523	apdovanojimas
improvement	trust	0.523	tobulinimas
hug	trust	0.523	apkabinti
graduation	trust	0.523	baigimo
correctness	trust	0.523	teisingumas
winning	trust	0.523	laimėti
paragon	trust	0.523	paragonas
ratify	trust	0.523	ratifikuoti
powerful	trust	0.523	galingas
elevation	trust	0.523	pakilimas
commonwealth	trust	0.523	sandrauga
account	trust	0.523	sąskaitą
unimpeached	trust	0.523	neapkaltas
taught	trust	0.523	mokė
salutary	trust	0.523	išganingas
captivate	trust	0.523	sužavėti
dictionary	trust	0.523	žodynas
nobility	trust	0.523	bajorai
ourselves	trust	0.523	pasirinkimai
feeling	trust	0.518	jausmas
amen	trust	0.516	amen
committee	trust	0.516	komitetas
reverie	trust	0.516	svajoti
deserve	trust	0.516	nusipelnė
fully	trust	0.516	pilnai
compliment	trust	0.516	komplimentas
obstetrician	trust	0.516	akušerė
enchanted	trust	0.516	užkerėtas
inform	trust	0.516	informuoti
association	trust	0.516	asociacija
credit	trust	0.516	kreditas
passwords	trust	0.516	mes patys
freely	trust	0.516	laisvai
framework	trust	0.516	sistema
nobleman	trust	0.516	bajoras
formative	trust	0.516	formuojantis
tender	trust	0.516	švelnus
measure	trust	0.516	matuoti
advent	trust	0.516	adventas
management	trust	0.516	valdymas
confession	trust	0.516	išpažintis
remedy	trust	0.516	priemonė
sentinel	trust	0.516	sargybinis
pray	trust	0.516	melstis
perpetuity	trust	0.516	amžinumas
tribunal	trust	0.516	tribunolas
minded	trust	0.516	nusiteikęs
organization	trust	0.516	organizacija
predominant	trust	0.516	vyraujantis
volunteer	trust	0.509	savanoris
accolade	trust	0.508	pagyrimas
courtship	trust	0.508	piršlybos
patronage	trust	0.508	globa
philosopher	trust	0.508	filosofas
confessional	trust	0.508	išpažintinis
diversity	trust	0.508	įvairovę
virgin	trust	0.508	mergelė
venerable	trust	0.508	gerbiamas
policy	trust	0.508	politika
intact	trust	0.508	nepažeistas
custodian	trust	0.508	saugotojas
automatic	trust	0.508	automatinis
unsurpassed	trust	0.508	nepralenkiamas
shepherd	trust	0.508	piemuo
reward	trust	0.508	atlygis
beautification	trust	0.508	pagražinimas
medical	trust	0.508	medicinos
constable	trust	0.508	konsteblis
forgiving	trust	0.508	atlaidus
tolerance	trust	0.508	tolerancija
priest	trust	0.508	kunigas
enable	trust	0.508	įjungti
vouch	trust	0.508	laiduoti
lieutenant	trust	0.508	leitenantas
instruct	trust	0.508	nurodyti
housewife	trust	0.508	namų šeimininkė
admissible	trust	0.508	priimtinas
sovereign	trust	0.508	suvereni
amour	trust	0.508	meilė
savor	trust	0.508	pasimėgauti
darling	trust	0.500	brangusis
related	trust	0.500	susijęs
infallibility	trust	0.500	neklystamumas
watchful	trust	0.500	budrus
nerds	trust	0.500	slaptažodžius
instruction	trust	0.500	nurodymas
doctrine	trust	0.500	doktrina
birth	trust	0.500	Gimdymas
timing	trust	0.500	laiko nustatymas
infinity	trust	0.500	begalybė
religions	trust	0.500	vėplai
warden	trust	0.500	prižiūrėtojas
optimist	trust	0.500	optimistas
apologetic	trust	0.500	atsiprašome
gateway	trust	0.500	vartai
pontiff	trust	0.500	pontifikas
alive	trust	0.500	gyvas
indelible	trust	0.500	neištrinama
personal	trust	0.500	Asmeninis
pious	trust	0.500	pamaldus
majesty	trust	0.500	didenybe
synchronize	trust	0.500	sinchronizuoti
guard	trust	0.500	apsauga
retain	trust	0.500	išlaikyti
romantic	trust	0.500	romantiškas
superman	trust	0.500	supermenas
info	trust	0.500	informacija
backer	trust	0.500	rėmėjas
undying	trust	0.500	nemirštantis
vindication	trust	0.500	patvirtinimas
badge	trust	0.500	ženklelis
treasure	trust	0.500	lobis
guru	trust	0.500	guru
church	trust	0.492	bažnyčia
formality	trust	0.492	formalumas
contributor	trust	0.492	pagalbininkas
radiance	trust	0.492	spindesio
psalm	trust	0.492	psalmė
laudatory	trust	0.492	pagirtinas
grandchildren	trust	0.492	anūkai
popularity	trust	0.492	populiarumą
salute	trust	0.492	sveikinimas
hosannah	trust	0.492	ozana
attraction	trust	0.492	patrauklumas
efforts	trust	0.492	nuosprendį
privy	trust	0.492	slaptas
improve	trust	0.492	pagerinti
sheriff	trust	0.492	šerifas
chairman	trust	0.492	pirmininkas
judgement	trust	0.492	patarlės
harbor	trust	0.492	uostas
elegance	trust	0.492	elegancija
hardy	trust	0.492	atsparus
umpire	trust	0.492	teisėjas
constitute	trust	0.492	sudaryti
proverbs	trust	0.492	religijos
jubilant	trust	0.492	džiūgaujantis
aspire	trust	0.492	siekti
synonymous	trust	0.492	sinonimas
inevitable	trust	0.492	neišvengiamas
musical	trust	0.492	muzikinis
spokesman	trust	0.492	atstovas spaudai
endow	trust	0.492	aprūpinti
fellow	trust	0.492	kolega
grow	trust	0.492	augti
moderator	trust	0.492	moderatorius
enjoy	trust	0.484	mėgautis
found	trust	0.484	rasta
