English Word	Emotion	Emotion-Intensity-Score	Azerbaijani Word
fat	sadness	0.203	yağ
lower	sadness	0.203	aşağı
sprain	sadness	0.203	burkulma
chargeable	sadness	0.203	ödənişlidir
arid	sadness	0.203	quraq
wanting	sadness	0.202	istəyən
progression	sadness	0.201	irəliləmə
closure	sadness	0.195	bağlanması
unbeaten	sadness	0.193	məğlubedilməz
rack	sadness	0.188	rəf
halter	sadness	0.188	yedək
rumor	sadness	0.188	şayiə
tease	sadness	0.188	sataşmaq
invalid	sadness	0.188	etibarsızdır
cataract	sadness	0.188	katarakta
meh	sadness	0.188	meh
heartfelt	sadness	0.188	ürəkdən
retirement	sadness	0.188	pensiya
splitting	sadness	0.188	parçalanma
interrupted	sadness	0.188	kəsildi
oddity	sadness	0.188	qəribəlik
cold	sadness	0.188	soyuq
veal	sadness	0.188	dana əti
concerned	sadness	0.184	narahat
sarcasm	sadness	0.181	sarkazm
strip	sadness	0.179	zolaq
divided	sadness	0.172	bölünür
feeling	sadness	0.172	hiss
overload	sadness	0.172	həddindən artıq yüklənmə
sap	sadness	0.172	şirəsi
memories	sadness	0.172	xatirələr
esteem	sadness	0.172	hörmət
cupping	sadness	0.172	kubok
eschew	sadness	0.172	qaçmaq
destination	sadness	0.170	təyinat
nosnow	sadness	0.169	qar yağışı
limited	sadness	0.167	məhduddur
rain	sadness	0.163	yağış
willful	sadness	0.160	iradəli
untitled	sadness	0.157	başlıqsız
stint	sadness	0.156	möhlət
cross	sadness	0.156	xaç
weeds	sadness	0.156	alaq otları
pare	sadness	0.155	pare
snort	sadness	0.154	xoruldamaq
procession	sadness	0.152	yürüş
inconsequential	sadness	0.152	əhəmiyyətsiz
tax	sadness	0.142	vergi
emo	sadness	0.141	emo
tolerate	sadness	0.141	dözmək
mug	sadness	0.141	kubok
overpriced	sadness	0.141	həddindən artıq qiymətə
weight	sadness	0.141	çəki
touchy	sadness	0.140	toxunan
kennel	sadness	0.130	itxana
grounded	sadness	0.130	əsaslı
unpaid	sadness	0.125	ödənilməmiş
socialist	sadness	0.125	sosialist
meek	sadness	0.125	həlim
clouds	sadness	0.125	buludlar
margin	sadness	0.125	marja
theocratic	sadness	0.125	teokratik
stillness	sadness	0.125	sükunət
sisterhood	sadness	0.125	bacılıq
terrific	sadness	0.125	möhtəşəm
commemorate	sadness	0.125	xatırlamaq
late	sadness	0.125	gec
default	sadness	0.121	default
lace	sadness	0.118	krujeva
unpublished	sadness	0.116	nəşr olunmayıb
interested	sadness	0.114	maraqlandı
fortress	sadness	0.110	qala
lush	sadness	0.109	sulu
harry	sadness	0.109	harri
ultimate	sadness	0.109	son
priesthood	sadness	0.109	kahinlik
orchestra	sadness	0.109	orkestr
rating	sadness	0.109	reytinq
fleece	sadness	0.109	yun
sanctify	sadness	0.108	müqəddəsləşdirmək
income	sadness	0.100	gəlir
winning	sadness	0.094	qalib
boo	sadness	0.094	boo
quiet	sadness	0.094	sakit
sonnet	sadness	0.094	sonet
vainly	sadness	0.091	boş yerə
hug	sadness	0.078	qucaqlamaq
opera	sadness	0.078	opera
humble	sadness	0.078	təvazökar
hut	sadness	0.078	daxma
ovation	sadness	0.078	alqışlar
wet	sadness	0.078	yaş
motivating	sadness	0.078	həvəsləndirici
treat	sadness	0.076	müalicə etmək
hymn	sadness	0.064	himn
honest	sadness	0.062	vicdanlı
relics	sadness	0.061	qalıqlar
couch	sadness	0.060	divan
waffle	sadness	0.047	vafli
shell	sadness	0.045	qabıq
musical	sadness	0.045	musiqili
savor	sadness	0.034	dadmaq
napkin	sadness	0.031	salfet
vote	sadness	0.031	səs verin
sing	sadness	0.017	oxumaq
mother	sadness	0.016	ana
music	sadness	0.016	musiqi
nutritious	sadness	0.015	qidalandırıcı
lovely	sadness	0.009	sevimli
sweetheart	sadness	0.000	sevgilim
romance	sadness	0.000	romantika
liquor	sadness	0.000	içki
art	sadness	0.000	incəsənət
surprise	surprise	0.930	sürpriz
explode	surprise	0.906	partlatmaq
flabbergast	surprise	0.906	heyrətləndirici
explosion	surprise	0.898	partlayış
ambush	surprise	0.883	pusquya düşmək
explosive	surprise	0.883	partlayıcı
eruption	surprise	0.883	püskürmə
surprisingly	surprise	0.875	təəccüblü
startle	surprise	0.875	ürkütmək
shockingly	surprise	0.875	şok edici
frighten	surprise	0.875	qorxutmaq
surprised	surprise	0.867	təəccübləndi
frightened	surprise	0.867	qorxdu
surprising	surprise	0.867	təəccüblü
outburst	surprise	0.859	partlayış
thrilling	surprise	0.859	həyəcanlandıran
miracle	surprise	0.859	möcüzə
blast	surprise	0.852	partlayış
astonishingly	surprise	0.852	heyrətamiz şəkildə
alarm	surprise	0.852	həyəcan siqnalı
shock	surprise	0.844	şok
thunderstruck	surprise	0.844	ildırım vurdu
jolt	surprise	0.844	sarsıntı
dazzle	surprise	0.836	göz qamaşdırmaq
bang	surprise	0.836	bang
catastrophe	surprise	0.836	fəlakət
fright	surprise	0.836	qorxu
unexpectedly	surprise	0.836	gözlənilmədən
startling	surprise	0.828	heyrətləndirici
suddenly	surprise	0.828	birdən
emergency	surprise	0.828	təcili
bewilderment	surprise	0.828	çaşqınlıq
stunned	surprise	0.820	heyrətə gəldi
astound	surprise	0.820	heyrətə salmaq
jackpot	surprise	0.812	cekpot
earthquake	surprise	0.812	zəlzələ
disaster	surprise	0.812	fəlakət
astonishment	surprise	0.805	heyrət
climax	surprise	0.805	kulminasiya nöqtəsi
aghast	surprise	0.805	hirsli
astonish	surprise	0.805	heyrətə salmaq
scare	surprise	0.797	qorxutmaq
awestruck	surprise	0.797	heyran
erupt	surprise	0.789	püskürmək
bomb	surprise	0.789	bomba
exclaim	surprise	0.789	hayqırmaq
amazement	surprise	0.781	heyrət
abduction	surprise	0.773	qaçırma
alarming	surprise	0.773	narahatedici
detonate	surprise	0.773	partlatmaq
raid	surprise	0.773	basqın
miraculous	surprise	0.773	möcüzəli
invade	surprise	0.773	işğal etmək
kidnap	surprise	0.766	qaçırmaq
unpredictable	surprise	0.758	gözlənilməz
stupefy	surprise	0.758	axmaq
dumfound	surprise	0.758	mat qalıb
overwhelming	surprise	0.758	Əzici
erratic	surprise	0.750	nizamsız
unimaginable	surprise	0.750	ağlasığmaz
accident	surprise	0.750	qəza
outrageous	surprise	0.750	hədsiz
horror	surprise	0.742	dəhşət
amaze	surprise	0.742	heyrətləndirmək
blitz	surprise	0.742	blits
bewilder	surprise	0.742	çaşdırmaq
flinch	surprise	0.742	çırpınmaq
petrify	surprise	0.742	daşlaşmaq
wreck	surprise	0.742	qəza
slaughter	surprise	0.742	qırğın
frenetic	surprise	0.734	çılğın
crash	surprise	0.734	qəza
frantic	surprise	0.734	qudurğan
stupefaction	surprise	0.734	sərsəmlik
excitement	surprise	0.734	həyəcan
riotous	surprise	0.727	üsyankar
outcry	surprise	0.727	qışqırmaq
vanished	surprise	0.727	itgin düşdü
moonstruck	surprise	0.727	ay vurdu
sudden	surprise	0.727	qəfil
awe	surprise	0.719	heyran
scream	surprise	0.719	qışqırmaq
breathless	surprise	0.719	nəfəssiz
sabotage	surprise	0.719	təxribat
shriek	surprise	0.719	qışqırmaq
unanticipated	surprise	0.719	gözlənilməz
bewildered	surprise	0.719	çaşıb
manslaughter	surprise	0.719	adam öldürmə
amazedness	surprise	0.719	heyranlıq
rupture	surprise	0.719	qırılma
unexpected	surprise	0.711	gözlənilməz
electrify	surprise	0.711	elektrikləşdirmək
uncontrollable	surprise	0.711	nəzarətsiz
shot	surprise	0.711	vuruldu
avalanche	surprise	0.711	uçqun
gasp	surprise	0.711	nəfəs almaq
stun	surprise	0.711	çaşdırmaq
slam	surprise	0.703	çırpmaq
abrupt	surprise	0.703	kəskin
intruder	surprise	0.703	təcavüzkar
unforeseen	surprise	0.703	gözlənilməz
suspense	surprise	0.703	şübhə
devastation	surprise	0.703	dağıntı
surge	surprise	0.703	dalğalanma
excite	surprise	0.695	həyəcanlandırmaq
dumfounder	surprise	0.695	dumfounder
yell	surprise	0.695	qışqır
unprecedented	surprise	0.695	görünməmiş
strike	surprise	0.695	zərbə
volatility	surprise	0.695	dəyişkənlik
urgent	surprise	0.695	təcili
stab	surprise	0.695	bıçaqlamaq
disturbance	surprise	0.688	narahatlıq
carnage	surprise	0.688	qırğın
incredible	surprise	0.688	inanılmaz
spectacular	surprise	0.688	möhtəşəm
thrill	surprise	0.680	həyəcan
recklessness	surprise	0.680	ehtiyatsızlıq
clamor	surprise	0.680	hay-küy
monstrous	surprise	0.680	dəhşətli
slap	surprise	0.680	sillə
inexplicable	surprise	0.672	izaholunmaz
terrorist	surprise	0.672	terrorçu
exciting	surprise	0.672	həyəcanverici
accidental	surprise	0.672	təsadüfi
accidentally	surprise	0.672	təsadüfən
striking	surprise	0.672	təəccüblü
captivate	surprise	0.672	ovsunlamaq
exhilaration	surprise	0.672	coşğunluq
topple	surprise	0.664	yıxmaq
dire	surprise	0.664	dəhşətli
revolution	surprise	0.664	inqilab
volcano	surprise	0.664	vulkan
freakish	surprise	0.664	qəribə
revolt	surprise	0.656	üsyan
bloodshed	surprise	0.656	qan tökülməsi
sneak	surprise	0.656	gizlin
unspeakable	surprise	0.656	danışılmaz
incendiary	surprise	0.656	yandırıcı
epidemic	surprise	0.648	epidemiya
violent	surprise	0.648	şiddətli
disruption	surprise	0.648	pozulması
amazingly	surprise	0.648	heyrətamiz şəkildə
mutiny	surprise	0.648	qiyam
spellbound	surprise	0.648	sehrlənmiş
cyclone	surprise	0.648	siklon
unsuspecting	surprise	0.648	şübhəsiz
attacking	surprise	0.648	hücum edir
unintended	surprise	0.648	nəzərdə tutulmayan
shout	surprise	0.641	qışqır
indescribable	surprise	0.641	təsvirolunmaz
tumult	surprise	0.641	təlatüm
improvisation	surprise	0.641	improvizasiya
wildfire	surprise	0.641	meşə yanğını
excitation	surprise	0.641	həyəcan
screech	surprise	0.641	qışqırıq
enthusiasm	surprise	0.641	həvəs
uncertain	surprise	0.633	qeyri-müəyyən
plunder	surprise	0.633	talan etmək
gape	surprise	0.633	ağzını açıb
treachery	surprise	0.633	xəyanət
agape	surprise	0.633	agape
anomaly	surprise	0.633	anomaliya
presto	surprise	0.633	presto
apparition	surprise	0.633	zühur
wonderment	surprise	0.625	heyrət
slaughtering	surprise	0.625	kəsim
trick	surprise	0.625	hiylə
mystery	surprise	0.625	sirr
murderous	surprise	0.625	qatil
distress	surprise	0.625	sıxıntı
sorcery	surprise	0.625	sehrbazlıq
excited	surprise	0.625	həyəcanlı
tempest	surprise	0.625	tufan
urgency	surprise	0.625	təcili
inimaginable	surprise	0.617	ağlasığmaz
intrusive	surprise	0.617	müdaxilə
quickness	surprise	0.617	cəldlik
intense	surprise	0.617	sıx
trickery	surprise	0.617	hiylə
vanish	surprise	0.617	yox olmaq
prank	surprise	0.617	zarafat
murder	surprise	0.617	qətl
thief	surprise	0.609	oğru
blindfold	surprise	0.609	korluq
unstable	surprise	0.609	qeyri-sabit
strangle	surprise	0.609	boğmaq
coup	surprise	0.609	çevriliş
magical	surprise	0.609	sehrli
shatter	surprise	0.609	parçalamaq
splash	surprise	0.609	sıçrayış
stupor	surprise	0.602	stupor
inconceivable	surprise	0.602	ağlasığmaz
betray	surprise	0.602	xəyanət etmək
defy	surprise	0.602	meydan oxumaq
jubilee	surprise	0.602	yubiley
assail	surprise	0.602	hücum
deluge	surprise	0.602	daşqın
tackle	surprise	0.602	həll etmək
monstrosity	surprise	0.594	vəhşilik
lightning	surprise	0.594	ildırım
stupendous	surprise	0.594	möhtəşəm
shrill	surprise	0.594	gurultu
mishap	surprise	0.594	bədbəxtlik
alerts	surprise	0.594	xəbərdarlıqlar
mysterious	surprise	0.586	sirli
randomly	surprise	0.586	təsadüfi
wild	surprise	0.586	vəhşi
deceit	surprise	0.586	hiylə
bonus	surprise	0.586	bonus
pitfall	surprise	0.586	tələ
uncanny	surprise	0.586	qeyri-adi
wondrous	surprise	0.586	ecazkar
premature	surprise	0.578	vaxtından əvvəl
stagger	surprise	0.578	səndələmək
rejoicing	surprise	0.578	sevindirici
godsend	surprise	0.578	ilahi
jubilant	surprise	0.578	şən
electric	surprise	0.578	elektrik
raving	surprise	0.578	çılğın
bizarre	surprise	0.578	qəribə
death	surprise	0.578	ölüm
fluke	surprise	0.578	təbəssüm
oddity	surprise	0.578	qəribəlik
dynamic	surprise	0.570	dinamik
dismay	surprise	0.570	qorxu
revenge	surprise	0.570	intiqam
nefarious	surprise	0.562	mənfur
fascinate	surprise	0.562	valeh etmək
jerk	surprise	0.562	qaxac
ecstatic	surprise	0.562	ecstatik
reward	surprise	0.562	mükafat
uncover	surprise	0.562	açmaq
reappear	surprise	0.562	yenidən peyda olmaq
zany	surprise	0.555	çılğın
whim	surprise	0.555	şıltaqlıq
thaumaturgy	surprise	0.555	tavmaturgiya
conjure	surprise	0.555	cazibədar etmək
crescendo	surprise	0.555	kreşendo
rescue	surprise	0.547	xilas
daze	surprise	0.547	çaşdırmaq
heroism	surprise	0.547	qəhrəmanlıq
illuminate	surprise	0.547	işıqlandırmaq
winner	surprise	0.547	qalib
ejaculation	surprise	0.547	boşalma
thwart	surprise	0.547	qarşısını almaq
rarity	surprise	0.547	nadirlik
unbridled	surprise	0.547	cilovsuz
tantalizing	surprise	0.547	cazibədar
punch	surprise	0.539	yumruq
cheer	surprise	0.539	şadlanmaq
treason	surprise	0.539	xəyanət
violation	surprise	0.539	pozulması
celebration	surprise	0.539	qeyd etmək
illusion	surprise	0.539	illüziya
marvel	surprise	0.539	heyrət
lucky	surprise	0.539	şanslı
lunge	surprise	0.539	lunge
interrupt	surprise	0.539	kəsmək
insult	surprise	0.539	təhqir etmək
concealed	surprise	0.531	gizlədilib
snag	surprise	0.531	tıxac
sensation	surprise	0.531	sensasiya
banger	surprise	0.531	banger
fearfully	surprise	0.531	qorxudan
affront	surprise	0.531	təhqir etmək
jest	surprise	0.531	zarafat
undiscovered	surprise	0.523	kəşf edilməmiş
liberate	surprise	0.523	azad etmək
veer	surprise	0.523	dönmək
abandonment	surprise	0.523	tərk etmə
immediacy	surprise	0.523	dərhallıq
improvise	surprise	0.523	improvizasiya etmək
victimized	surprise	0.523	qurban
scorpion	surprise	0.523	əqrəb
majestic	surprise	0.523	əzəmətli
wonder	surprise	0.523	heyrət
rejoice	surprise	0.523	sevinmək
tickle	surprise	0.516	qıdıq
chance	surprise	0.516	şans
yelp	surprise	0.516	qışqırmaq
howl	surprise	0.516	ulama
stealthily	surprise	0.516	gizlicə
unintentionally	surprise	0.508	istəmədən
magnificent	surprise	0.508	möhtəşəm
reflex	surprise	0.508	refleks
garish	surprise	0.508	qəşəng
transcendence	surprise	0.508	transsendensiya
rave	surprise	0.508	heyran
luck	surprise	0.508	uğurlar
swerve	surprise	0.508	yayınmaq
pop	surprise	0.508	pop
enliven	surprise	0.500	canlandırmaq
slayer	surprise	0.500	qatil
remarkable	surprise	0.500	əlamətdar
infrequent	surprise	0.500	nadir
pang	surprise	0.500	əzab
erotic	surprise	0.500	erotik
misbehavior	surprise	0.500	pis davranış
diversion	surprise	0.500	təxribat
heroic	surprise	0.500	qəhrəmanlıq
alertness	surprise	0.500	sayıqlıq
marvelous	surprise	0.500	ecazkar
fainting	surprise	0.500	huşunu itirmə
embarrassment	surprise	0.500	xəcalət
nab	surprise	0.492	nab
birthday	surprise	0.492	Ad günü
camouflage	surprise	0.492	kamuflyaj
unutterable	surprise	0.492	ifadə olunmaz
chimera	surprise	0.492	kimera
trump	surprise	0.492	Tramp
decoy	surprise	0.492	hiylə
infarct	surprise	0.492	infarkt
greatness	surprise	0.492	böyüklük
exigent	surprise	0.492	tələbkar
prick	surprise	0.484	bizləmək
variable	surprise	0.484	dəyişən
curiosity	surprise	0.484	maraq
daemon	surprise	0.484	demon
inexpressible	surprise	0.484	ifadə olunmaz
magician	surprise	0.484	sehrbaz
underestimate	surprise	0.484	az qiymətləndirmək
fanfare	surprise	0.484	fanfar
horde	surprise	0.484	qoşun
zeal	surprise	0.484	qeyrət
incident	surprise	0.477	Hadisə
illumination	surprise	0.477	işıqlandırma
chicane	surprise	0.477	şikan
sneeze	surprise	0.477	asqırmaq
subversive	surprise	0.477	təxribatçı
gawk	surprise	0.477	gawk
fortune	surprise	0.477	bəxt
strange	surprise	0.477	qəribə
dreadfully	surprise	0.477	qorxunc
unguarded	surprise	0.477	qorunmayan
prowl	surprise	0.469	ovlamaq
reversal	surprise	0.469	tərs çevrilmə
wizard	surprise	0.469	sehrbaz
rapid	surprise	0.469	sürətli
leery	surprise	0.469	təvazökar
break	surprise	0.461	fasilə
slip	surprise	0.461	sürüşmək
divergent	surprise	0.461	fərqli
hilarious	surprise	0.461	gülməli
coincidence	surprise	0.461	təsadüf
subito	surprise	0.461	subito
overestimate	surprise	0.453	həddindən artıq qiymətləndirmək
ordeal	surprise	0.453	sınaq
evanescence	surprise	0.453	aradan qalxma
merriment	surprise	0.453	şənlik
raffle	surprise	0.453	lotereya
winning	surprise	0.453	qalib
wonderful	surprise	0.453	gözəl
hoax	surprise	0.453	mistifikasiya
confession	surprise	0.453	etiraf
splendid	surprise	0.445	möhtəşəm
stound	surprise	0.445	dayandı
perchance	surprise	0.445	ehtimal
excel	surprise	0.445	excel
enthusiast	surprise	0.445	həvəskar
gambling	surprise	0.445	qumar
feat	surprise	0.445	feat
laughter	surprise	0.445	gülüş
brighten	surprise	0.438	işıqlandırmaq
unique	surprise	0.438	unikal
senseless	surprise	0.438	mənasız
changeable	surprise	0.438	dəyişkən
splendor	surprise	0.438	əzəmət
rapt	surprise	0.438	coşdu
unintentional	surprise	0.438	qəsdən
fascination	surprise	0.430	heyranlıq
trepidation	surprise	0.430	qorxu
lawsuit	surprise	0.430	iddia
gift	surprise	0.430	hədiyyə
stealthy	surprise	0.430	gizli
fiesta	surprise	0.430	bayram
intrigue	surprise	0.430	intriqa
delighted	surprise	0.430	sevindi
judgment	surprise	0.422	hökm
stealth	surprise	0.422	gizlilik
enchant	surprise	0.422	ovsunlamaq
originality	surprise	0.422	orijinallıq
riddle	surprise	0.422	tapmaca
quicksilver	surprise	0.422	tez gümüş
illegitimate	surprise	0.414	qeyri-qanuni
experiment	surprise	0.414	təcrübə
elusive	surprise	0.414	tutulmaz
syncope	surprise	0.414	senkop
liberation	surprise	0.414	qurtuluş
spirits	surprise	0.414	ruhlar
perjury	surprise	0.414	yalan şahidlik
veracity	surprise	0.414	doğruluq
parade	surprise	0.406	parad
applause	surprise	0.406	alqışlar
inspired	surprise	0.406	ilhamlanmışdır
allure	surprise	0.406	cazibədarlıq
eager	surprise	0.406	həvəsli
gambler	surprise	0.406	qumarbaz
fete	surprise	0.406	bayram
divorce	surprise	0.398	boşanma
guess	surprise	0.398	təxmin edin
princely	surprise	0.398	şahzadə
burlesque	surprise	0.398	burlesk
secrecy	surprise	0.398	məxfilik
incontinence	surprise	0.391	inkontinans
peri	surprise	0.391	peri
cheerful	surprise	0.391	şən
hermaphrodite	surprise	0.391	hermafrodit
supremacy	surprise	0.391	alilik
aspiration	surprise	0.391	istək
buck	surprise	0.383	dollar
lose	surprise	0.383	itirmək
cadaver	surprise	0.383	kadavra
crowning	surprise	0.383	tac qoyma
praiseworthy	surprise	0.383	tərifəlayiq
inheritance	surprise	0.383	miras
score	surprise	0.383	xal
gulp	surprise	0.375	udmaq
camouflaged	surprise	0.375	kamuflyaj edilmiş
advance	surprise	0.375	avans
succeed	surprise	0.375	uğur qazanmaq
frisky	surprise	0.375	şıltaq
mystic	surprise	0.375	mistik
compliment	surprise	0.375	kompliment
hope	surprise	0.367	ümid
joker	surprise	0.367	zarafatcıl
sparkle	surprise	0.367	parıldamaq
excavation	surprise	0.367	qazıntı
sensual	surprise	0.367	şəhvətli
entertainment	surprise	0.359	əyləncə
feeling	surprise	0.359	hiss
modify	surprise	0.352	dəyişdirmək
blessings	surprise	0.352	xeyir-dua
newcomer	surprise	0.352	yeni gələn
obit	surprise	0.352	obit
postponement	surprise	0.352	təxirə salınma
award	surprise	0.352	mükafat
clown	surprise	0.352	təlxək
highest	surprise	0.344	ən yüksək
hero	surprise	0.344	qəhrəman
glorify	surprise	0.344	tərifləmək
proficiency	surprise	0.344	bacarıq
start	surprise	0.344	başlamaq
wonderfully	surprise	0.344	heyrətamiz
celebrity	surprise	0.344	məşhur
rekindle	surprise	0.336	yenidən alovlanmaq
optimism	surprise	0.336	optimizm
sanctify	surprise	0.336	müqəddəsləşdirmək
unbeaten	surprise	0.336	məğlubedilməz
prodigious	surprise	0.336	möhtəşəm
grin	surprise	0.336	təbəssüm
memorable	surprise	0.336	yaddaqalan
warned	surprise	0.336	xəbərdarlıq etdi
dissolution	surprise	0.336	əriməsi
hypertrophy	surprise	0.328	hipertrofiya
admiration	surprise	0.328	heyranlıq
examination	surprise	0.320	müayinə
angel	surprise	0.320	mələk
present	surprise	0.320	indiki
catch	surprise	0.320	tutmaq
hap	surprise	0.320	hə
saint	surprise	0.312	müqəddəs
embrace	surprise	0.312	qucaqlamaq
flirt	surprise	0.312	flört etmək
puma	surprise	0.312	puma
kiss	surprise	0.312	öpmək
liberty	surprise	0.312	azadlıq
scrimmage	surprise	0.312	vuruşmaq
treat	surprise	0.312	müalicə etmək
inaffable	surprise	0.312	dözülməz
occasional	surprise	0.312	arabir
dismissal	surprise	0.312	işdən çıxarılma
perfection	surprise	0.305	mükəmməllik
saintly	surprise	0.305	müqəddəsliklə
gratify	surprise	0.305	məmnun etmək
generosity	surprise	0.305	alicənablıq
sally	surprise	0.305	sally
palpable	surprise	0.297	hiss olunur
finally	surprise	0.297	nəhayət
differently	surprise	0.297	fərqli
polarity	surprise	0.297	polarite
ceremony	surprise	0.297	mərasim
favorable	surprise	0.297	əlverişli
larger	surprise	0.297	daha böyük
warn	surprise	0.297	xəbərdar et
medal	surprise	0.289	medal
romance	surprise	0.289	romantika
inviting	surprise	0.289	dəvət edən
greeting	surprise	0.289	salam
resignation	surprise	0.281	istefa
accolade	surprise	0.281	alqış
labor	surprise	0.281	əmək
candid	surprise	0.281	səmimi
trip	surprise	0.281	səfər
stare	surprise	0.273	baxmaq
admire	surprise	0.266	heyran olmaq
glimmer	surprise	0.266	parıltı
playful	surprise	0.266	oynaq
somatic	surprise	0.266	somatik
festival	surprise	0.266	festival
mimicry	surprise	0.266	təqlid
insolvency	surprise	0.266	müflisləşmə
immerse	surprise	0.266	batırmaq
invite	surprise	0.266	dəvət et
compensate	surprise	0.266	kompensasiya etmək
receiving	surprise	0.258	qəbul
complement	surprise	0.258	tamamlayır
chuckle	surprise	0.258	gülmək
laugh	surprise	0.258	gülmək
hypothesis	surprise	0.258	fərziyyə
honeymoon	surprise	0.250	bal ayı
opera	surprise	0.242	opera
pleasant	surprise	0.242	xoş
marry	surprise	0.242	evlənmək
independence	surprise	0.242	müstəqillik
chant	surprise	0.234	tərənnüm etmək
holiness	surprise	0.234	müqəddəslik
assessment	surprise	0.234	qiymətləndirilməsi
rhythmical	surprise	0.234	ritmik
hopeful	surprise	0.234	ümidli
leave	surprise	0.234	buraxmaq
trophy	surprise	0.234	kubok
deal	surprise	0.227	sövdələşmə
procession	surprise	0.227	yürüş
placard	surprise	0.227	plakat
shopping	surprise	0.219	alış-veriş
musical	surprise	0.219	musiqili
cherish	surprise	0.219	bəsləmək
good	surprise	0.219	yaxşı
dawn	surprise	0.211	sübh
simplify	surprise	0.211	sadələşdirmək
shell	surprise	0.211	qabıq
morals	surprise	0.203	əxlaq
money	surprise	0.203	pul
nullify	surprise	0.203	ləğv etmək
purity	surprise	0.203	saflıq
sweet	surprise	0.203	şirin
synchronize	surprise	0.195	sinxronlaşdırın
precious	surprise	0.195	qiymətli
humanitarian	surprise	0.195	humanitar
preservative	surprise	0.195	konservant
unfulfilled	surprise	0.195	yerinə yetirilməmişdir
obliging	surprise	0.188	məcbur edən
singularly	surprise	0.188	tək-tək
graduation	surprise	0.180	məzuniyyət
foresee	surprise	0.180	qabaqcadan görmək
pray	surprise	0.180	dua etmək
lovely	surprise	0.180	sevimli
thirst	surprise	0.172	susuzluq
mouth	surprise	0.172	Ağız
youth	surprise	0.172	gənclik
sun	surprise	0.172	günəş
art	surprise	0.172	incəsənət
goodness	surprise	0.164	yaxşılıq
latent	surprise	0.156	gizli
visor	surprise	0.156	gözlük
overdue	surprise	0.156	vaxtı keçmiş
practiced	surprise	0.156	məşq etdi
loyal	surprise	0.148	sadiq
expect	surprise	0.148	gözləmək
wireless	surprise	0.148	simsiz
destination	surprise	0.148	təyinat
infant	surprise	0.141	körpə
cream	surprise	0.141	krem
slush	surprise	0.141	lil
quote	surprise	0.141	sitat
playground	surprise	0.133	oyun meydançası
vote	surprise	0.125	səs verin
teach	surprise	0.125	öyrətmək
organization	surprise	0.125	təşkilat
dolphin	surprise	0.117	delfin
weight	surprise	0.117	çəki
smile	surprise	0.117	gülümsəmək
sisterhood	surprise	0.109	bacılıq
cable	surprise	0.109	kabel
sunny	surprise	0.102	günəşli
steady	surprise	0.094	sabit
peaceful	surprise	0.086	dinc
spa	surprise	0.086	spa
leisure	surprise	0.086	asudə
picnic	surprise	0.078	piknik
tree	surprise	0.078	ağac
worm	surprise	0.055	qurd
truthfulness	trust	0.906	doğruluq
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	etibarlı
honor	trust	0.844	şərəf
honesty	trust	0.844	dürüstlük
honest	trust	0.844	vicdanlı
truth	trust	0.844	həqiqət
truthful	trust	0.836	dürüst
trusting	trust	0.836	güvənmək
brotherhood	trust	0.820	qardaşlıq
entrust	trust	0.812	həvalə etmək
committed	trust	0.805	törədib
loyalty	trust	0.805	sədaqət
integrity	trust	0.805	bütövlük
honorable	trust	0.805	şərəfli
trust	trust	0.805	güvən
credibility	trust	0.805	etibarlılıq
faithful	trust	0.797	sadiq
sincere	trust	0.797	səmimi
partnership	trust	0.789	tərəfdaşlıq
responsible	trust	0.789	məsul
true	trust	0.789	doğru
wisdom	trust	0.789	hikmət
verification	trust	0.781	yoxlama
cooperative	trust	0.781	kooperativ
vow	trust	0.781	and iç
oath	trust	0.781	and
respectable	trust	0.773	hörmətli
sisterhood	trust	0.773	bacılıq
hero	trust	0.773	qəhrəman
credible	trust	0.773	etibarlı
promise	trust	0.773	söz
verified	trust	0.773	yoxlanılıb
qualified	trust	0.766	ixtisaslı
authentication	trust	0.766	identifikasiyası
respected	trust	0.766	hörmətli
compassion	trust	0.759	şəfqət
approval	trust	0.758	təsdiq
moral	trust	0.758	mənəvi
reliability	trust	0.758	etibarlılıq
trusts	trust	0.758	güvənilir
safekeeping	trust	0.758	mühafizə
reputable	trust	0.758	nüfuzlu
love	trust	0.758	sevgi
friend	trust	0.750	dost
stable	trust	0.750	sabit
authentic	trust	0.750	orijinal
competence	trust	0.750	səriştə
safeguard	trust	0.750	qorumaq
companion	trust	0.750	yoldaş
advised	trust	0.750	məsləhət gördü
respect	trust	0.750	hörmət
loyal	trust	0.750	sadiq
genuine	trust	0.750	əsl
friendships	trust	0.750	etibar edir
ally	trust	0.750	müttəfiq
proven	trust	0.742	sübut edilmişdir
freedom	trust	0.742	azadlıq
respects	trust	0.742	hörmət edir
accepting	trust	0.742	dostluqlar
faith	trust	0.742	iman
wholesome	trust	0.742	sağlam
heartfelt	trust	0.734	ürəkdən
unification	trust	0.734	birləşmə
confirmation	trust	0.734	təsdiq
protecting	trust	0.734	qoruyan
reassurance	trust	0.734	arxayınçılıq
trustee	trust	0.734	qəyyum
supporter	trust	0.734	tərəfdarı
respectful	trust	0.734	hörmətli
admirable	trust	0.734	təqdirəlayiq
fact	trust	0.727	fakt
friendship	trust	0.727	dostluq
partners	trust	0.727	qəbul edir
confidentially	trust	0.727	məxfi şəkildə
confident	trust	0.727	inamlı
equality	trust	0.727	bərabərlik
