English Word	Emotion	Emotion-Intensity-Score	Hawaiian Word
lockup	sadness	0.359	paʻa paʻa
consecration	sadness	0.359	ka hoolaa ana
unsuccessful	sadness	0.359	holopono ole
arraignment	sadness	0.359	hoʻopaʻapaʻa
fruitless	sadness	0.359	hua ole
numbness	sadness	0.359	ʻūlū
affront	sadness	0.359	hoowahawaha
hindering	sadness	0.359	keakea ana
austere	sadness	0.359	ʻoʻoleʻa
unpopular	sadness	0.359	kaulana ʻole
perpetrator	sadness	0.359	mea hana hewa
wrangling	sadness	0.359	paio ana
taunt	sadness	0.359	hoʻomāʻewaʻewa
doubt	sadness	0.359	kanalua
unrest	sadness	0.351	haunaele
intervention	sadness	0.348	wawao
wimpy	sadness	0.348	wimpy
spoiler	sadness	0.348	mea hao
waste	sadness	0.348	ʻōpala
absentee	sadness	0.348	kaawale
flaw	sadness	0.347	hemahema
litigate	sadness	0.344	hoʻopiʻi
blindly	sadness	0.344	makapō
militia	sadness	0.344	militia
lawsuit	sadness	0.344	hoʻopiʻi
uninvited	sadness	0.344	me ke kono ole ia
uninspired	sadness	0.344	hoʻoulu ʻole ʻia
furrow	sadness	0.344	ʻāhuehue
cumbersome	sadness	0.344	paʻakikī
specter	sadness	0.344	hiʻohiʻona
desert	sadness	0.344	waoakua
lagging	sadness	0.344	lohi ana
attenuation	sadness	0.344	hōʻemi
forfeit	sadness	0.344	poho
plea	sadness	0.344	hoʻopiʻi
thrash	sadness	0.344	kāʻili
resigned	sadness	0.344	haʻalele
detention	sadness	0.344	hoʻopaʻa ʻia
surgery	sadness	0.344	ʻokiʻoki
intercede	sadness	0.344	e uwao
stained	sadness	0.344	ʻahuʻula
unaccountable	sadness	0.339	ʻaʻole hiki ke hoʻopaʻa ʻia
myopia	sadness	0.339	myopia
mishap	sadness	0.338	pōʻino
probation	sadness	0.336	ka hoao ana
severance	sadness	0.333	ka hemo ana
disagreeing	sadness	0.333	ʻae ʻole
unacknowledged	sadness	0.328	ʻike ʻole ʻia
dependence	sadness	0.328	hilinaʻi
unacceptable	sadness	0.328	ʻaʻole ʻae ʻia
leave	sadness	0.328	haalele
bondage	sadness	0.328	hookauwa
bacteria	sadness	0.328	bacteria
sterile	sadness	0.328	sterile
adrift	sadness	0.328	holo aku
endless	sadness	0.328	pau ole
incompetent	sadness	0.328	hemahema
soreness	sadness	0.328	ʻehaʻeha
nether	sadness	0.328	lalo
nepotism	sadness	0.328	nepotism
squall	sadness	0.328	ʻinoʻino
disallowed	sadness	0.328	ʻaʻole ʻae ʻia
scold	sadness	0.327	ʻāhewa
flaccid	sadness	0.324	paʻapū
hobo	sadness	0.323	hobo
fragile	sadness	0.319	palupalu
stingy	sadness	0.319	ʻoʻoleʻa
sue	sadness	0.318	hoʻopiʻi
scarcely	sadness	0.318	kakaikahi
mistake	sadness	0.312	kuhi hewa
committal	sadness	0.312	hoʻokauwā
nonsensical	sadness	0.312	mea ole
inhibit	sadness	0.312	kaohi
skid	sadness	0.312	hoʻokuke
wan	sadness	0.312	wan
defy	sadness	0.312	kūʻē
fatty	sadness	0.312	momona
clouded	sadness	0.312	pohu
ulcer	sadness	0.312	ʻūhā
nostalgia	sadness	0.312	nostalgia
evanescence	sadness	0.312	evanescence
hamstring	sadness	0.312	hamstring
thresh	sadness	0.312	hehi
conceal	sadness	0.311	huna
blemish	sadness	0.310	kina
resisting	sadness	0.309	kūʻē
sympathetic	sadness	0.307	aloha
bugaboo	sadness	0.304	bugaboo
opium	sadness	0.303	opiuma
confess	sadness	0.303	hai aku
alas	sadness	0.302	auwe
mislead	sadness	0.297	alakai hewa
suppress	sadness	0.297	e hoopau
inappropriate	sadness	0.297	pono ole
discontinuity	sadness	0.297	ka hoopau ana
wrinkled	sadness	0.297	nuku
dull	sadness	0.297	kūmūmū
weak	sadness	0.297	nawaliwali
halting	sadness	0.297	kupaa
incompatible	sadness	0.297	launa ole
migraine	sadness	0.297	migraine
subsidence	sadness	0.297	hāʻule iho
setback	sadness	0.297	hoʻihoʻi
toocold	sadness	0.297	ʻoluʻolu
incase	sadness	0.297	inā
hermit	sadness	0.296	hermit
moving	sadness	0.295	e neʻe ana
shrink	sadness	0.295	e emi iho
shiver	sadness	0.291	haalulu
constraint	sadness	0.288	kaohi
unimportant	sadness	0.288	mea nui ole
tramp	sadness	0.288	hehi wāwae
rubble	sadness	0.282	ʻōpala
down	sadness	0.281	iho
taint	sadness	0.281	haumia
flop	sadness	0.281	hāʻule
wearily	sadness	0.281	luhi
overdue	sadness	0.281	hoʻopaneʻe
excluding	sadness	0.281	kaawale
confession	sadness	0.281	hai aku
grey	sadness	0.281	hinahina
senseless	sadness	0.281	naaupo
unseat	sadness	0.281	wehe i ka noho
remove	sadness	0.281	wehe
revoke	sadness	0.281	hoʻopau
shortage	sadness	0.281	hemahema
apathy	sadness	0.281	manaʻo ʻole
adverse	sadness	0.281	ʻinoʻino
negro	sadness	0.281	negero
timid	sadness	0.281	makaʻu
flinch	sadness	0.281	wiliwili
scrapie	sadness	0.281	scrapie
grumpy	sadness	0.281	huhuhu
knell	sadness	0.275	kukuli
throb	sadness	0.273	ʻūhā
confusion	sadness	0.273	huikau
soldier	sadness	0.273	koa
jurisprudence	sadness	0.273	ka hooponopono kanawai
humbled	sadness	0.273	hoohaahaa
gray	sadness	0.269	hinahina
lax	sadness	0.266	lax
mixedemotions	sadness	0.266	nā manaʻo huikau
obstacle	sadness	0.266	ālaina
slur	sadness	0.266	hoʻomāʻewaʻewa
unrealistic	sadness	0.266	pono ole
drifted	sadness	0.266	heʻe
leaving	sadness	0.266	haalele ana
shack	sadness	0.266	hale hale
eternity	sadness	0.266	mau loa
remiss	sadness	0.266	hoʻolele
inconvenient	sadness	0.263	kūpono ʻole
restrict	sadness	0.259	kaohi
misrepresentation	sadness	0.259	kuhi hewa
stagnant	sadness	0.259	kūpaʻa
disservice	sadness	0.258	hana ʻino
wilderness	sadness	0.255	waonahele
nosun	sadness	0.255	nosun
backwater	sadness	0.255	wai kua
tempest	sadness	0.250	makani ino
pine	sadness	0.250	paina
humbug	sadness	0.250	humbug
bang	sadness	0.250	pāʻani
speculation	sadness	0.250	manao manao
labored	sadness	0.250	hana
incomplete	sadness	0.250	pau ole
gullible	sadness	0.250	hoʻopunipuni
undying	sadness	0.250	make ole
anchorage	sadness	0.250	pae moku
unexplained	sadness	0.250	wehewehe ʻole ʻia
error	sadness	0.250	kuhi hewa
wasteful	sadness	0.250	hoopau wale
communism	sadness	0.250	komunisme
uneducated	sadness	0.250	naauao ole
melodrama	sadness	0.242	melodrama
demonstrative	sadness	0.242	hōʻike
rainyday	sadness	0.242	lā ua
necessity	sadness	0.236	pono
boredom	sadness	0.235	luuluu
foggy	sadness	0.234	ʻohu
sentence	sadness	0.234	ʻōlelo ʻōlelo
misty	sadness	0.234	noe
cancel	sadness	0.234	kāpae
void	sadness	0.234	nele
cloudy	sadness	0.234	ʻōpua
blockade	sadness	0.234	hoʻopaʻa ʻia
pale	sadness	0.234	hākea
trash	sadness	0.234	ʻōpala
uninteresting	sadness	0.234	hoihoi ole
hollow	sadness	0.234	hakahaka
healing	sadness	0.234	hoʻōla
depart	sadness	0.234	haʻalele
burke	sadness	0.234	burke
warp	sadness	0.234	maʻuʻu
case	sadness	0.228	hihia
rainy	sadness	0.227	ua ua
uninterested	sadness	0.223	hoihoi ole
onerous	sadness	0.223	kaumaha
bottom	sadness	0.223	lalo
fasting	sadness	0.220	hookeai
boooo	sadness	0.219	boooo
dole	sadness	0.219	aloha
pious	sadness	0.219	haipule
indifference	sadness	0.219	manao ole
coping	sadness	0.219	ka hoopili ana
discolored	sadness	0.219	ʻeleʻele
thirst	sadness	0.219	makewai
blunder	sadness	0.219	kuhi hewa
cocaine	sadness	0.218	cocaine
tough	sadness	0.212	paakiki
revolution	sadness	0.203	kipi
hoary	sadness	0.203	huluhulu
chilly	sadness	0.203	ʻoluʻolu
sluggish	sadness	0.203	molowa
yucky	sadness	0.203	yucky
fat	sadness	0.203	momona
lower	sadness	0.203	haahaa
sprain	sadness	0.203	ʻāwīwī
chargeable	sadness	0.203	uku ʻia
arid	sadness	0.203	maloʻo
wanting	sadness	0.202	makemake ana
progression	sadness	0.201	ka holomua
closure	sadness	0.195	pani ana
unbeaten	sadness	0.193	lanakila ole
rack	sadness	0.188	lāʻau
halter	sadness	0.188	halter
rumor	sadness	0.188	lono
tease	sadness	0.188	hoʻohenehene
invalid	sadness	0.188	pono ole
cataract	sadness	0.188	ʻāpalapala
meh	sadness	0.188	meh
heartfelt	sadness	0.188	puuwai
retirement	sadness	0.188	hoʻomaha
splitting	sadness	0.188	ka mahele ana
interrupted	sadness	0.188	keakea
oddity	sadness	0.188	ʻano ʻokoʻa
cold	sadness	0.188	anuanu
veal	sadness	0.188	pipiʻi pipi
concerned	sadness	0.184	pili
sarcasm	sadness	0.181	hoʻomāʻewaʻewa
strip	sadness	0.179	kāʻei
divided	sadness	0.172	mahelehele
feeling	sadness	0.172	manaʻo
overload	sadness	0.172	kaumaha nui
sap	sadness	0.172	kohu
memories	sadness	0.172	hoʻomanaʻo
esteem	sadness	0.172	mahalo
cupping	sadness	0.172	kīʻaha kīʻaha
eschew	sadness	0.172	pale aku
destination	sadness	0.170	kahi e hele ai
nosnow	sadness	0.169	nosnow
limited	sadness	0.167	kaupalena
rain	sadness	0.163	ua
willful	sadness	0.160	manao wale
untitled	sadness	0.157	inoa ʻole
stint	sadness	0.156	hana
cross	sadness	0.156	kea
weeds	sadness	0.156	nahelehele
pare	sadness	0.155	pare
snort	sadness	0.154	ʻūhū
procession	sadness	0.152	huakaʻi
inconsequential	sadness	0.152	pono ole
tax	sadness	0.142	ʻauhau
emo	sadness	0.141	emo
tolerate	sadness	0.141	hoʻomanawanui
mug	sadness	0.141	mug
overpriced	sadness	0.141	ʻoi aku ke kumu kūʻai
weight	sadness	0.141	kaumaha
touchy	sadness	0.140	hoʻopāpā
kennel	sadness	0.130	hale hānai
grounded	sadness	0.130	hoʻopaʻa ʻia
unpaid	sadness	0.125	uku ole ia
socialist	sadness	0.125	pilikanaka
meek	sadness	0.125	akahai
clouds	sadness	0.125	nā ao
margin	sadness	0.125	palena palena
theocratic	sadness	0.125	hoʻokalakala
stillness	sadness	0.125	noho malie
sisterhood	sadness	0.125	kaikuahine
terrific	sadness	0.125	weliweli
commemorate	sadness	0.125	hoʻomanaʻo
late	sadness	0.125	lohi
default	sadness	0.121	paʻamau
lace	sadness	0.118	lace
unpublished	sadness	0.116	paʻi ʻole ʻia
interested	sadness	0.114	hoihoi
fortress	sadness	0.110	pā kaua
lush	sadness	0.109	lush
harry	sadness	0.109	harry
ultimate	sadness	0.109	hope loa
priesthood	sadness	0.109	kahunapule
orchestra	sadness	0.109	hoʻokani pila
rating	sadness	0.109	helu helu
fleece	sadness	0.109	huluhulu
sanctify	sadness	0.108	e hoano
income	sadness	0.100	loaʻa kālā
winning	sadness	0.094	lanakila
boo	sadness	0.094	boo
quiet	sadness	0.094	mālie
sonnet	sadness	0.094	sonnet
vainly	sadness	0.091	makehewa
hug	sadness	0.078	apo
opera	sadness	0.078	opera
humble	sadness	0.078	haahaa
hut	sadness	0.078	hale noho
ovation	sadness	0.078	ovation
wet	sadness	0.078	pulu
motivating	sadness	0.078	hooikaika ana
treat	sadness	0.076	pono
hymn	sadness	0.064	himeni
honest	sadness	0.062	pololei
relics	sadness	0.061	relics
couch	sadness	0.060	moe moe
waffle	sadness	0.047	waffle
shell	sadness	0.045	pūpū
musical	sadness	0.045	mele
savor	sadness	0.034	ʻono
napkin	sadness	0.031	napkin
vote	sadness	0.031	koho
sing	sadness	0.017	mele
mother	sadness	0.016	makuahine
music	sadness	0.016	mele
nutritious	sadness	0.015	meaʻai
lovely	sadness	0.009	nani
sweetheart	sadness	0.000	ipo
romance	sadness	0.000	aloha aloha
liquor	sadness	0.000	waiʻona
art	sadness	0.000	noʻeau
surprise	surprise	0.930	kāhāhā
explode	surprise	0.906	pahū
flabbergast	surprise	0.906	hauʻoli
explosion	surprise	0.898	pahū
ambush	surprise	0.883	hoʻohālua
explosive	surprise	0.883	pahū
eruption	surprise	0.883	pele pele
surprisingly	surprise	0.875	kāhāhā
startle	surprise	0.875	hoʻopūʻiwa
shockingly	surprise	0.875	kahaha
frighten	surprise	0.875	makaʻu
surprised	surprise	0.867	kāhāhā
frightened	surprise	0.867	makaʻu
surprising	surprise	0.867	kāhāhā
outburst	surprise	0.859	ʻāhuehue
thrilling	surprise	0.859	hauʻoli
miracle	surprise	0.859	hana mana
blast	surprise	0.852	pahū
astonishingly	surprise	0.852	kamahao
alarm	surprise	0.852	hoʻopāpā
shock	surprise	0.844	haʻalulu
thunderstruck	surprise	0.844	hekili
jolt	surprise	0.844	hauʻoli
dazzle	surprise	0.836	hoʻohihi
bang	surprise	0.836	pāʻani
catastrophe	surprise	0.836	pōʻino
fright	surprise	0.836	makaʻu
unexpectedly	surprise	0.836	me ka manaʻo ʻole
startling	surprise	0.828	kahaha
suddenly	surprise	0.828	hikiwawe
emergency	surprise	0.828	pilikia
bewilderment	surprise	0.828	ka pioloke
stunned	surprise	0.820	kahaha
astound	surprise	0.820	kahaha
jackpot	surprise	0.812	jackpot
earthquake	surprise	0.812	ōlaʻi
disaster	surprise	0.812	pōʻino
astonishment	surprise	0.805	kahaha
climax	surprise	0.805	kiʻekiʻe
aghast	surprise	0.805	weliweli
astonish	surprise	0.805	kahaha
scare	surprise	0.797	makaʻu
awestruck	surprise	0.797	kahaha
erupt	surprise	0.789	hū
bomb	surprise	0.789	pahū
exclaim	surprise	0.789	hoʻōho
amazement	surprise	0.781	kahaha
abduction	surprise	0.773	ʻaihue
alarming	surprise	0.773	weliweli
detonate	surprise	0.773	pahū
raid	surprise	0.773	hoouka kaua
miraculous	surprise	0.773	hana mana
invade	surprise	0.773	hoʻouka
kidnap	surprise	0.766	ʻaihue
unpredictable	surprise	0.758	hiki ʻole ke wānana
stupefy	surprise	0.758	stupefy
dumfound	surprise	0.758	dumfound
overwhelming	surprise	0.758	nui loa
erratic	surprise	0.750	kuhi hewa
unimaginable	surprise	0.750	hiki ole ke noonoo
accident	surprise	0.750	pōʻino
outrageous	surprise	0.750	hoowahawaha
horror	surprise	0.742	weliweli
amaze	surprise	0.742	kāhāhā
blitz	surprise	0.742	ʻōhū
bewilder	surprise	0.742	hoopoho
flinch	surprise	0.742	wiliwili
petrify	surprise	0.742	hoʻopaʻapaʻa
wreck	surprise	0.742	pōʻino
slaughter	surprise	0.742	pepehi kanaka
frenetic	surprise	0.734	paʻapū
crash	surprise	0.734	hāʻule
frantic	surprise	0.734	puiwa
stupefaction	surprise	0.734	ʻūhā
excitement	surprise	0.734	hauʻoli
riotous	surprise	0.727	haunaele
outcry	surprise	0.727	uē
vanished	surprise	0.727	nalowale
moonstruck	surprise	0.727	moonstruck
sudden	surprise	0.727	hikiwawe
awe	surprise	0.719	weliweli
scream	surprise	0.719	walaau
breathless	surprise	0.719	hanu ole
sabotage	surprise	0.719	kāʻili ʻana
shriek	surprise	0.719	hoʻōho
unanticipated	surprise	0.719	manaʻo ʻole ʻia
bewildered	surprise	0.719	hoopoho
manslaughter	surprise	0.719	pepehi kanaka
amazedness	surprise	0.719	kahaha
rupture	surprise	0.719	nahae
unexpected	surprise	0.711	manaʻo ʻole ʻia
electrify	surprise	0.711	uila uila
uncontrollable	surprise	0.711	hiki ole ke hoomaluia
shot	surprise	0.711	pana
avalanche	surprise	0.711	hāwanawana
gasp	surprise	0.711	ʻūhā
stun	surprise	0.711	hoʻohuhū
slam	surprise	0.703	slam
abrupt	surprise	0.703	hikiwawe
intruder	surprise	0.703	mea komo hewa
unforeseen	surprise	0.703	ʻike ʻole ʻia
suspense	surprise	0.703	hoʻohuoi
devastation	surprise	0.703	pōʻino
surge	surprise	0.703	piʻi ʻana
excite	surprise	0.695	hoonanea
dumfounder	surprise	0.695	dumfounder
yell	surprise	0.695	uē
unprecedented	surprise	0.695	ʻike ʻole ʻia
strike	surprise	0.695	hahau
volatility	surprise	0.695	volatility
urgent	surprise	0.695	wikiwiki
stab	surprise	0.695	houʻa
disturbance	surprise	0.688	haunaele
carnage	surprise	0.688	pepehi kanaka
incredible	surprise	0.688	kupanaha
spectacular	surprise	0.688	kupanaha
thrill	surprise	0.680	hauʻoli
recklessness	surprise	0.680	ka malama ole
clamor	surprise	0.680	walaau
monstrous	surprise	0.680	weliweli
slap	surprise	0.680	paʻi
inexplicable	surprise	0.672	hiki ole ke wehewehe
terrorist	surprise	0.672	mea hooweliweli
exciting	surprise	0.672	hoihoi
accidental	surprise	0.672	pōʻino
accidentally	surprise	0.672	pohihihi
striking	surprise	0.672	hahau ana
captivate	surprise	0.672	hoʻopio
exhilaration	surprise	0.672	hauʻoli
topple	surprise	0.664	hoʻohiolo
dire	surprise	0.664	weliweli
revolution	surprise	0.664	kipi
volcano	surprise	0.664	lua pele
freakish	surprise	0.664	puʻupuʻu
revolt	surprise	0.656	kipi
bloodshed	surprise	0.656	hookahe koko
sneak	surprise	0.656	hoʻohenehene
unspeakable	surprise	0.656	hiki ole ke haiia
incendiary	surprise	0.656	mea puhi ahi
epidemic	surprise	0.648	ahulau
violent	surprise	0.648	hana ino
disruption	surprise	0.648	haunaele
amazingly	surprise	0.648	kupanaha
mutiny	surprise	0.648	kipi
spellbound	surprise	0.648	kahaha
cyclone	surprise	0.648	makani ino
unsuspecting	surprise	0.648	manao ole
attacking	surprise	0.648	hoouka kaua
unintended	surprise	0.648	manao ole
shout	surprise	0.641	walaau aku
indescribable	surprise	0.641	hiki ole ke hoakakaia
tumult	surprise	0.641	haunaele
improvisation	surprise	0.641	hoʻopono
wildfire	surprise	0.641	ahi ahi
excitation	surprise	0.641	hauʻoli
screech	surprise	0.641	walaau
enthusiasm	surprise	0.641	ohohia
uncertain	surprise	0.633	maopopo ole
plunder	surprise	0.633	hao wale
gape	surprise	0.633	hāhā
treachery	surprise	0.633	hoopunipuni
agape	surprise	0.633	agape
anomaly	surprise	0.633	anomali
presto	surprise	0.633	presto
apparition	surprise	0.633	ʻikea
wonderment	surprise	0.625	kahaha
slaughtering	surprise	0.625	ka pepehi ana
trick	surprise	0.625	hoʻopunipuni
mystery	surprise	0.625	mea pohihihi
murderous	surprise	0.625	pepehi kanaka
distress	surprise	0.625	pilikia
sorcery	surprise	0.625	kilokilo
excited	surprise	0.625	hauʻoli
tempest	surprise	0.625	makani ino
urgency	surprise	0.625	hikiwawe
inimaginable	surprise	0.617	hiki ole ke noonoo
intrusive	surprise	0.617	hoʻopio
quickness	surprise	0.617	ka wikiwiki
intense	surprise	0.617	ikaika loa
trickery	surprise	0.617	hoopunipuni
vanish	surprise	0.617	nalo
prank	surprise	0.617	ʻakaʻaka
murder	surprise	0.617	pepehi kanaka
thief	surprise	0.609	ʻaihue
blindfold	surprise	0.609	pale maka
unstable	surprise	0.609	paʻa ʻole
strangle	surprise	0.609	ʻumi ʻumi
coup	surprise	0.609	hoʻokahuli aupuni
magical	surprise	0.609	kupua
shatter	surprise	0.609	wawahi
splash	surprise	0.609	paʻipaʻi
stupor	surprise	0.602	hoʻohuehue
inconceivable	surprise	0.602	hiki ole ke noonoo
betray	surprise	0.602	kumakaia
defy	surprise	0.602	kūʻē
jubilee	surprise	0.602	Iubile
assail	surprise	0.602	hoʻouka kaua
deluge	surprise	0.602	ka waikahe
tackle	surprise	0.602	hoʻopaʻapaʻa
monstrosity	surprise	0.594	ʻinoʻino
lightning	surprise	0.594	uila
stupendous	surprise	0.594	mea kupanaha
shrill	surprise	0.594	uwau
mishap	surprise	0.594	pōʻino
alerts	surprise	0.594	makaʻala
mysterious	surprise	0.586	pohihihi
randomly	surprise	0.586	me ke kaawale
wild	surprise	0.586	hihiu
deceit	surprise	0.586	hoopunipuni
bonus	surprise	0.586	bonus
pitfall	surprise	0.586	lua
uncanny	surprise	0.586	mea kupanaha
wondrous	surprise	0.586	kupanaha
premature	surprise	0.578	ʻōmua
stagger	surprise	0.578	haʻalulu
rejoicing	surprise	0.578	ka hauoli ana
godsend	surprise	0.578	akua
jubilant	surprise	0.578	hauʻoli
electric	surprise	0.578	uila
raving	surprise	0.578	hoʻōho
bizarre	surprise	0.578	ʻano ʻē
death	surprise	0.578	make
fluke	surprise	0.578	lele
oddity	surprise	0.578	ʻano ʻokoʻa
dynamic	surprise	0.570	hoʻoikaika kino
dismay	surprise	0.570	pilikia
revenge	surprise	0.570	hoʻopaʻi
nefarious	surprise	0.562	ʻinoʻino
fascinate	surprise	0.562	hoʻohihi
jerk	surprise	0.562	haʻalulu
ecstatic	surprise	0.562	hauʻoli
reward	surprise	0.562	uku
uncover	surprise	0.562	wehe
reappear	surprise	0.562	puka hou mai
zany	surprise	0.555	zany
whim	surprise	0.555	ʻimi
thaumaturgy	surprise	0.555	thaumaturgy
conjure	surprise	0.555	hoʻohiwahiwa
crescendo	surprise	0.555	ʻāpiki
rescue	surprise	0.547	hoʻopakele
daze	surprise	0.547	makaʻu
heroism	surprise	0.547	ka manaʻo koa
illuminate	surprise	0.547	hoʻomālamalama
winner	surprise	0.547	lanakila
ejaculation	surprise	0.547	ejaculation
thwart	surprise	0.547	keakea
rarity	surprise	0.547	kakaikahi
unbridled	surprise	0.547	kaohi ole
tantalizing	surprise	0.547	hoonanea
punch	surprise	0.539	kuʻi
cheer	surprise	0.539	ʻoliʻoli
treason	surprise	0.539	kipi
violation	surprise	0.539	uhaki
celebration	surprise	0.539	hoʻolauleʻa
illusion	surprise	0.539	hoopunipuni
marvel	surprise	0.539	kāhāhā
lucky	surprise	0.539	laki
lunge	surprise	0.539	lunge
interrupt	surprise	0.539	keakea
insult	surprise	0.539	hōʻino
concealed	surprise	0.531	hunaia
snag	surprise	0.531	paʻa
sensation	surprise	0.531	manaʻo
banger	surprise	0.531	hoʻopaʻapaʻa
fearfully	surprise	0.531	me ka makau
affront	surprise	0.531	hoowahawaha
jest	surprise	0.531	hoʻohenehene
undiscovered	surprise	0.523	ʻike ʻole ʻia
liberate	surprise	0.523	hoʻokuʻu
veer	surprise	0.523	hulili
abandonment	surprise	0.523	haʻalele
immediacy	surprise	0.523	hikiwawe
improvise	surprise	0.523	hoʻoponopono
victimized	surprise	0.523	hoʻopilikia ʻia
scorpion	surprise	0.523	moohueloawa
majestic	surprise	0.523	hanohano
wonder	surprise	0.523	kahaha
rejoice	surprise	0.523	e hauoli
tickle	surprise	0.516	ʻōniʻoniʻo
chance	surprise	0.516	manawa kūpono
yelp	surprise	0.516	uē
howl	surprise	0.516	uwo
stealthily	surprise	0.516	malū
unintentionally	surprise	0.508	me ka manao ole
magnificent	surprise	0.508	nani loa
reflex	surprise	0.508	hoʻopololei
garish	surprise	0.508	ʻāʻī
transcendence	surprise	0.508	oi aku
rave	surprise	0.508	hoʻohiwahiwa
luck	surprise	0.508	laki
swerve	surprise	0.508	hulili
pop	surprise	0.508	pop
enliven	surprise	0.500	hoʻolaʻa
slayer	surprise	0.500	pepehi kanaka
remarkable	surprise	0.500	kupaianaha
infrequent	surprise	0.500	pinepine ole
pang	surprise	0.500	pang
erotic	surprise	0.500	erotic
misbehavior	surprise	0.500	kolohe
diversion	surprise	0.500	hoʻohuli ʻana
heroic	surprise	0.500	meʻe
alertness	surprise	0.500	makaala
marvelous	surprise	0.500	kupanaha
fainting	surprise	0.500	maule
embarrassment	surprise	0.500	hilahila
nab	surprise	0.492	nab
birthday	surprise	0.492	lā hānau
camouflage	surprise	0.492	kāhili
unutterable	surprise	0.492	hiki ole ke haiia
chimera	surprise	0.492	chimera
trump	surprise	0.492	pu
decoy	surprise	0.492	hoʻopunipuni
infarct	surprise	0.492	ʻehaʻeha
greatness	surprise	0.492	nui
exigent	surprise	0.492	pono
prick	surprise	0.484	kuʻi
variable	surprise	0.484	hoʻololi
curiosity	surprise	0.484	ʻimi ʻimi
daemon	surprise	0.484	daemon
inexpressible	surprise	0.484	hiki ole ke haiia
magician	surprise	0.484	kupua
underestimate	surprise	0.484	hoowahawaha
fanfare	surprise	0.484	leʻaleʻa
horde	surprise	0.484	pūʻulu
zeal	surprise	0.484	ukiuki
incident	surprise	0.477	hanana
illumination	surprise	0.477	hoʻomālamalama
chicane	surprise	0.477	chicane
sneeze	surprise	0.477	kihe
subversive	surprise	0.477	kipi
gawk	surprise	0.477	ʻakaʻaka
fortune	surprise	0.477	waiwai
strange	surprise	0.477	ʻano ʻē
dreadfully	surprise	0.477	weliweli
unguarded	surprise	0.477	kiaʻi ʻole ʻia
prowl	surprise	0.469	hele wāwae
reversal	surprise	0.469	ka hoohuli ana
wizard	surprise	0.469	kupua
rapid	surprise	0.469	wikiwiki
leery	surprise	0.469	liuliu
break	surprise	0.461	hakihaki
slip	surprise	0.461	pahee
divergent	surprise	0.461	ʻokoʻa
hilarious	surprise	0.461	ʻakaʻaka
coincidence	surprise	0.461	huikau
subito	surprise	0.461	subito
overestimate	surprise	0.453	manao nui
ordeal	surprise	0.453	pilikia
evanescence	surprise	0.453	evanescence
merriment	surprise	0.453	hauʻoli
raffle	surprise	0.453	pāʻani pāʻani
winning	surprise	0.453	lanakila
wonderful	surprise	0.453	kupanaha
hoax	surprise	0.453	hoax
confession	surprise	0.453	hai aku
splendid	surprise	0.445	nani loa
stound	surprise	0.445	ku paa
perchance	surprise	0.445	paha
excel	surprise	0.445	ʻoi aku ka maikaʻi
enthusiast	surprise	0.445	hoihoi
gambling	surprise	0.445	piliwaiwai
feat	surprise	0.445	feat
laughter	surprise	0.445	ʻakaʻaka
brighten	surprise	0.438	e hoomalamalama
unique	surprise	0.438	kū hoʻokahi
senseless	surprise	0.438	naaupo
changeable	surprise	0.438	hiki ke loli
splendor	surprise	0.438	ka nani
rapt	surprise	0.438	rapt
unintentional	surprise	0.438	manao ole
fascination	surprise	0.430	hoihoi
trepidation	surprise	0.430	ka haʻalulu
lawsuit	surprise	0.430	hoʻopiʻi
gift	surprise	0.430	makana
stealthy	surprise	0.430	malū
fiesta	surprise	0.430	ʻahaʻaina
intrigue	surprise	0.430	hoʻopiʻi
delighted	surprise	0.430	hauʻoli
judgment	surprise	0.422	ka hookolokolo ana
stealth	surprise	0.422	malū
enchant	surprise	0.422	hoʻohiwahiwa
originality	surprise	0.422	kumu maoli
riddle	surprise	0.422	nane
quicksilver	surprise	0.422	kala kala
illegitimate	surprise	0.414	pono ole
experiment	surprise	0.414	hoʻokolohua
elusive	surprise	0.414	paʻakikī
syncope	surprise	0.414	syncope
liberation	surprise	0.414	hoʻokuʻu ʻia
spirits	surprise	0.414	ʻuhane
perjury	surprise	0.414	hoohiki wahahee
veracity	surprise	0.414	ʻoiaʻiʻo
parade	surprise	0.406	parade
applause	surprise	0.406	paʻipaʻi
inspired	surprise	0.406	hoʻoulu ʻia
allure	surprise	0.406	hoʻohihi
eager	surprise	0.406	makemake nui
gambler	surprise	0.406	mea piliwaiwai
fete	surprise	0.406	pāʻina
divorce	surprise	0.398	oki mare
guess	surprise	0.398	kuhi
princely	surprise	0.398	aliʻi
burlesque	surprise	0.398	burlesque
secrecy	surprise	0.398	malu
incontinence	surprise	0.391	hoʻomau ʻole
peri	surprise	0.391	peri
cheerful	surprise	0.391	ʻoliʻoli
hermaphrodite	surprise	0.391	hermaphrodite
supremacy	surprise	0.391	kūlana kiʻekiʻe
aspiration	surprise	0.391	ka manao
buck	surprise	0.383	kalaiwa
lose	surprise	0.383	lilo
cadaver	surprise	0.383	kino make
crowning	surprise	0.383	leialii
praiseworthy	surprise	0.383	mahaloia
inheritance	surprise	0.383	hoʻoilina
score	surprise	0.383	helu helu
gulp	surprise	0.375	ʻūlū
camouflaged	surprise	0.375	kāhili ʻia
advance	surprise	0.375	mua
succeed	surprise	0.375	holomua
