English Word	Emotion	Emotion-Intensity-Score	Hungarian Word
rejoice	surprise	0.523	örülj
tickle	surprise	0.516	viszket
chance	surprise	0.516	véletlen
yelp	surprise	0.516	nyüszít
howl	surprise	0.516	üvöltés
stealthily	surprise	0.516	lopakodva
unintentionally	surprise	0.508	akaratlanul
magnificent	surprise	0.508	Káprázatos
reflex	surprise	0.508	reflex
garish	surprise	0.508	rikító
transcendence	surprise	0.508	transzcendencia
rave	surprise	0.508	félrebeszél
luck	surprise	0.508	szerencse
swerve	surprise	0.508	félrefordul
pop	surprise	0.508	pop
enliven	surprise	0.500	lelkesít
slayer	surprise	0.500	Mészáros
remarkable	surprise	0.500	figyelemre méltó
infrequent	surprise	0.500	ritka
pang	surprise	0.500	pang
erotic	surprise	0.500	erotikus
misbehavior	surprise	0.500	neveletlenség
diversion	surprise	0.500	elterelés
heroic	surprise	0.500	hősies
alertness	surprise	0.500	éberség
marvelous	surprise	0.500	csodálatos
fainting	surprise	0.500	ájulás
embarrassment	surprise	0.500	zavar
nab	surprise	0.492	elcsíp
birthday	surprise	0.492	születésnap
camouflage	surprise	0.492	álcázás
unutterable	surprise	0.492	kimondhatatlan
chimera	surprise	0.492	kiméra
trump	surprise	0.492	adu
decoy	surprise	0.492	csali
infarct	surprise	0.492	infarktus
greatness	surprise	0.492	nagyság
exigent	surprise	0.492	igényes
prick	surprise	0.484	pöcs
variable	surprise	0.484	változó
curiosity	surprise	0.484	kíváncsiság
daemon	surprise	0.484	démon
inexpressible	surprise	0.484	kimondhatatlan
magician	surprise	0.484	bűvész
underestimate	surprise	0.484	alábecsülni
fanfare	surprise	0.484	harsonaszó
horde	surprise	0.484	horda
zeal	surprise	0.484	buzgóság
incident	surprise	0.477	incidens
illumination	surprise	0.477	megvilágítás
chicane	surprise	0.477	sikán
sneeze	surprise	0.477	tüsszent
subversive	surprise	0.477	felforgató
gawk	surprise	0.477	gawk
fortune	surprise	0.477	szerencse
strange	surprise	0.477	furcsa
dreadfully	surprise	0.477	rettenetesen
unguarded	surprise	0.477	őrizetlen
prowl	surprise	0.469	leselkedni
reversal	surprise	0.469	megfordítása
wizard	surprise	0.469	varázsló
rapid	surprise	0.469	gyors
leery	surprise	0.469	óvatos
break	surprise	0.461	szünet
slip	surprise	0.461	csúszás
divergent	surprise	0.461	divergens
hilarious	surprise	0.461	vicces
coincidence	surprise	0.461	véletlen egybeesés
subito	surprise	0.461	subito
overestimate	surprise	0.453	túlbecslés
ordeal	surprise	0.453	megpróbáltatás
evanescence	surprise	0.453	elmúlás
merriment	surprise	0.453	vidámság
raffle	surprise	0.453	tombola
winning	surprise	0.453	nyerő
wonderful	surprise	0.453	csodálatos
hoax	surprise	0.453	félrevezetés
confession	surprise	0.453	gyónás
splendid	surprise	0.445	pompás
stound	surprise	0.445	megdöbbent
perchance	surprise	0.445	véletlenül
excel	surprise	0.445	excel
enthusiast	surprise	0.445	lelkes
gambling	surprise	0.445	szerencsejáték
feat	surprise	0.445	feat
laughter	surprise	0.445	nevetés
brighten	surprise	0.438	felvilágosítani
unique	surprise	0.438	egyedi
senseless	surprise	0.438	öntudatlan
changeable	surprise	0.438	változékony
splendor	surprise	0.438	ragyogás
rapt	surprise	0.438	elbűvölt
unintentional	surprise	0.438	nem szándékos
fascination	surprise	0.430	bűvölet
trepidation	surprise	0.430	felindulás
lawsuit	surprise	0.430	per
gift	surprise	0.430	ajándék
stealthy	surprise	0.430	titkos
fiesta	surprise	0.430	fiesta
intrigue	surprise	0.430	cselszövés
delighted	surprise	0.430	elragadtatva
judgment	surprise	0.422	ítélet
stealth	surprise	0.422	lopakodás
enchant	surprise	0.422	elvarázsol
originality	surprise	0.422	eredetiség
riddle	surprise	0.422	találós kérdés
quicksilver	surprise	0.422	higany
illegitimate	surprise	0.414	törvénytelen
experiment	surprise	0.414	kísérlet
elusive	surprise	0.414	nehezen megfogható
syncope	surprise	0.414	ájulás
liberation	surprise	0.414	felszabadulás
spirits	surprise	0.414	szellemek
perjury	surprise	0.414	hamis eskü
veracity	surprise	0.414	igazságosság
parade	surprise	0.406	felvonulás
applause	surprise	0.406	taps
inspired	surprise	0.406	ihletett
allure	surprise	0.406	csábító
eager	surprise	0.406	mohó
gambler	surprise	0.406	szerencsejátékos
fete	surprise	0.406	ünnepség
divorce	surprise	0.398	válás
guess	surprise	0.398	Találd ki
princely	surprise	0.398	fejedelmi
burlesque	surprise	0.398	burleszk
secrecy	surprise	0.398	titoktartás
incontinence	surprise	0.391	inkontinencia
peri	surprise	0.391	peri
cheerful	surprise	0.391	vidám
hermaphrodite	surprise	0.391	hermafrodita
supremacy	surprise	0.391	fölény
aspiration	surprise	0.391	törekvés
buck	surprise	0.383	bak
lose	surprise	0.383	elveszít
cadaver	surprise	0.383	hulla
crowning	surprise	0.383	koronázás
praiseworthy	surprise	0.383	dicséretre méltó
inheritance	surprise	0.383	öröklés
score	surprise	0.383	pontszám
gulp	surprise	0.375	korty
camouflaged	surprise	0.375	álcázott
advance	surprise	0.375	előleg
succeed	surprise	0.375	sikerül
frisky	surprise	0.375	élénk
mystic	surprise	0.375	misztikus
compliment	surprise	0.375	bók
hope	surprise	0.367	remény
joker	surprise	0.367	dzsókerkártya
sparkle	surprise	0.367	szikra
excavation	surprise	0.367	ásatás
sensual	surprise	0.367	érzéki
entertainment	surprise	0.359	szórakozás
feeling	surprise	0.359	érzés
modify	surprise	0.352	módosít
blessings	surprise	0.352	áldás
newcomer	surprise	0.352	újonc
obit	surprise	0.352	obit
postponement	surprise	0.352	halasztás
award	surprise	0.352	díj
clown	surprise	0.352	bohóc
highest	surprise	0.344	legmagasabb
hero	surprise	0.344	hős
glorify	surprise	0.344	dicsőíteni
proficiency	surprise	0.344	jártasság
start	surprise	0.344	Rajt
wonderfully	surprise	0.344	csodálatosan
celebrity	surprise	0.344	híres ember
rekindle	surprise	0.336	újjáéleszteni
optimism	surprise	0.336	optimizmus
sanctify	surprise	0.336	megszentel
unbeaten	surprise	0.336	veretlen
prodigious	surprise	0.336	bámulatos
grin	surprise	0.336	vigyorog
memorable	surprise	0.336	emlékezetes
warned	surprise	0.336	figyelmeztetett
dissolution	surprise	0.336	pusztulás
hypertrophy	surprise	0.328	hipertrófia
admiration	surprise	0.328	csodálat
examination	surprise	0.320	vizsgálat
angel	surprise	0.320	angyal
present	surprise	0.320	jelenlegi
catch	surprise	0.320	fogás
hap	surprise	0.320	véletlen
saint	surprise	0.312	szent
embrace	surprise	0.312	ölelés
flirt	surprise	0.312	flört
puma	surprise	0.312	puma
kiss	surprise	0.312	csók
liberty	surprise	0.312	szabadság
scrimmage	surprise	0.312	összecsapás
treat	surprise	0.312	csemege
inaffable	surprise	0.312	méltatlan
occasional	surprise	0.312	alkalmi
dismissal	surprise	0.312	elbocsátás
perfection	surprise	0.305	tökéletesség
saintly	surprise	0.305	szent
gratify	surprise	0.305	kielégít
generosity	surprise	0.305	nagylelkűség
sally	surprise	0.305	kirohanás
palpable	surprise	0.297	kézzelfogható
finally	surprise	0.297	végül
differently	surprise	0.297	eltérően
polarity	surprise	0.297	polaritás
ceremony	surprise	0.297	ceremónia
favorable	surprise	0.297	kedvező
larger	surprise	0.297	nagyobb
warn	surprise	0.297	figyelmeztet
medal	surprise	0.289	érem
romance	surprise	0.289	románc
inviting	surprise	0.289	hívogató
greeting	surprise	0.289	üdvözlet
resignation	surprise	0.281	lemondás
accolade	surprise	0.281	elismerés
labor	surprise	0.281	munkaerő
candid	surprise	0.281	őszinte
trip	surprise	0.281	utazás
stare	surprise	0.273	bámul
admire	surprise	0.266	csodál
glimmer	surprise	0.266	pislákol
playful	surprise	0.266	játékos
somatic	surprise	0.266	szomatikus
festival	surprise	0.266	fesztivál
mimicry	surprise	0.266	utánzás
insolvency	surprise	0.266	fizetésképtelenség
immerse	surprise	0.266	bemerül
invite	surprise	0.266	meghívás
compensate	surprise	0.266	kompenzálni
receiving	surprise	0.258	fogadása
complement	surprise	0.258	kiegészítés
chuckle	surprise	0.258	kuncogás
laugh	surprise	0.258	nevetés
hypothesis	surprise	0.258	hipotézis
honeymoon	surprise	0.250	nászút
opera	surprise	0.242	opera
pleasant	surprise	0.242	kellemes
marry	surprise	0.242	feleségül vesz
independence	surprise	0.242	függetlenség
chant	surprise	0.234	ének
holiness	surprise	0.234	szentség
assessment	surprise	0.234	értékelés
rhythmical	surprise	0.234	ütemes
hopeful	surprise	0.234	bizakodó
leave	surprise	0.234	elhagy
trophy	surprise	0.234	trófea
deal	surprise	0.227	üzlet
procession	surprise	0.227	felvonulás
placard	surprise	0.227	plakát
shopping	surprise	0.219	bevásárlás
musical	surprise	0.219	zenei
cherish	surprise	0.219	dédelgetni
good	surprise	0.219	jó
dawn	surprise	0.211	hajnal
simplify	surprise	0.211	egyszerűsíteni
shell	surprise	0.211	héj
morals	surprise	0.203	erkölcsök
money	surprise	0.203	pénz
nullify	surprise	0.203	semmissé
purity	surprise	0.203	tisztaság
sweet	surprise	0.203	édes
synchronize	surprise	0.195	szinkronizálni
precious	surprise	0.195	értékes
humanitarian	surprise	0.195	humanitárius
preservative	surprise	0.195	konzerváló
unfulfilled	surprise	0.195	beteljesítetlen
obliging	surprise	0.188	kötelezve
singularly	surprise	0.188	egyedileg
graduation	surprise	0.180	érettségi
foresee	surprise	0.180	előre látni
pray	surprise	0.180	imádkozik
lovely	surprise	0.180	bájos
thirst	surprise	0.172	szomjúság
mouth	surprise	0.172	száj
youth	surprise	0.172	ifjúság
sun	surprise	0.172	nap
art	surprise	0.172	Művészet
goodness	surprise	0.164	jóság
latent	surprise	0.156	rejtett
visor	surprise	0.156	napellenző
overdue	surprise	0.156	lejárt
practiced	surprise	0.156	gyakorolt
loyal	surprise	0.148	hűséges
expect	surprise	0.148	elvárják
wireless	surprise	0.148	vezeték nélküli
destination	surprise	0.148	rendeltetési hely
infant	surprise	0.141	csecsemő
cream	surprise	0.141	krém
slush	surprise	0.141	latyak
quote	surprise	0.141	idézet
playground	surprise	0.133	játszótér
vote	surprise	0.125	szavazás
teach	surprise	0.125	tanít
organization	surprise	0.125	szervezet
dolphin	surprise	0.117	delfin
weight	surprise	0.117	súly
smile	surprise	0.117	mosoly
sisterhood	surprise	0.109	apácarend
cable	surprise	0.109	kábel
sunny	surprise	0.102	napos
steady	surprise	0.094	állandó
peaceful	surprise	0.086	Békés
spa	surprise	0.086	gyógyfürdő
leisure	surprise	0.086	szabadidő
picnic	surprise	0.078	piknik
tree	surprise	0.078	fa
worm	surprise	0.055	féreg
truthfulness	trust	0.906	igazmondás
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	megbízható
honor	trust	0.844	becsület
honesty	trust	0.844	őszinteség
honest	trust	0.844	becsületes
truth	trust	0.844	igazság
truthful	trust	0.836	igazmondó
trusting	trust	0.836	bizakodó
brotherhood	trust	0.820	testvériség
entrust	trust	0.812	megbíz
committed	trust	0.805	elkötelezett
loyalty	trust	0.805	hűség
integrity	trust	0.805	sértetlenség
honorable	trust	0.805	tiszteletreméltó
trust	trust	0.805	bizalom
credibility	trust	0.805	hitelesség
faithful	trust	0.797	hűséges
sincere	trust	0.797	őszinte
partnership	trust	0.789	partnerség
responsible	trust	0.789	felelős
true	trust	0.789	igaz
wisdom	trust	0.789	bölcsesség
verification	trust	0.781	igazolás
cooperative	trust	0.781	szövetkezet
vow	trust	0.781	eskü
oath	trust	0.781	eskü
respectable	trust	0.773	tiszteletreméltó
sisterhood	trust	0.773	apácarend
hero	trust	0.773	hős
credible	trust	0.773	hihető
promise	trust	0.773	ígéret
verified	trust	0.773	ellenőrizve
qualified	trust	0.766	képzett
authentication	trust	0.766	hitelesítés
respected	trust	0.766	tisztelt
compassion	trust	0.759	együttérzés
approval	trust	0.758	jóváhagyás
moral	trust	0.758	erkölcsi
reliability	trust	0.758	megbízhatóság
trusts	trust	0.758	megbízott
safekeeping	trust	0.758	őrzés
reputable	trust	0.758	jó hírű
love	trust	0.758	szeretet
friend	trust	0.750	barátja
stable	trust	0.750	stabil
authentic	trust	0.750	hiteles
competence	trust	0.750	kompetencia
safeguard	trust	0.750	biztosíték
companion	trust	0.750	társ
advised	trust	0.750	tanácsolta
respect	trust	0.750	tisztelet
loyal	trust	0.750	hűséges
genuine	trust	0.750	őszinte
friendships	trust	0.750	bízik
ally	trust	0.750	szövetséges
proven	trust	0.742	igazolt
freedom	trust	0.742	szabadság
respects	trust	0.742	tiszteletben tartja
accepting	trust	0.742	barátságok
faith	trust	0.742	hit
wholesome	trust	0.742	egészséges
heartfelt	trust	0.734	őszinte
unification	trust	0.734	egyesítés
confirmation	trust	0.734	megerősítés
protecting	trust	0.734	védelmező
reassurance	trust	0.734	megnyugtatás
trustee	trust	0.734	megbízott
supporter	trust	0.734	támogató
respectful	trust	0.734	tiszteletteljes
admirable	trust	0.734	csodálatra méltó
fact	trust	0.727	tény
friendship	trust	0.727	barátság
partners	trust	0.727	elfogadó
confidentially	trust	0.727	bizalmasan
confident	trust	0.727	magabiztos
equality	trust	0.727	egyenlőség
alliance	trust	0.727	szövetség
credential	trust	0.727	igazolvány
believing	trust	0.727	hinni
excellence	trust	0.727	kiválóság
agreement	trust	0.727	megegyezés
closeness	trust	0.719	közelség
authenticate	trust	0.719	hitelesíteni
virtuous	trust	0.719	erényes
intelligence	trust	0.719	intelligencia
kindred	trust	0.719	rokon
virtue	trust	0.719	erény
honored	trust	0.719	megbecsült
justice	trust	0.711	igazságszolgáltatás
charitable	trust	0.711	jótékony
determination	trust	0.711	meghatározás
creditable	trust	0.711	hitelképes
consistency	trust	0.711	következetesség
allegiance	trust	0.711	hűség
cooperation	trust	0.711	együttműködés
guarantee	trust	0.711	garancia
dedication	trust	0.711	elhivatottság
straightforward	trust	0.711	egyértelmű
cooperating	trust	0.711	együttműködő
reliable	trust	0.703	megbízható
nurture	trust	0.703	táplálkozás
mother	trust	0.703	anya
fulfilled	trust	0.703	teljesült
admiration	trust	0.703	csodálat
mentor	trust	0.703	mentor
guardianship	trust	0.703	gondnokság
assurance	trust	0.703	biztosíték
morality	trust	0.703	erkölcs
motherhood	trust	0.703	anyaság
innocent	trust	0.703	ártatlan
reverence	trust	0.703	tisztelet
sanctuary	trust	0.703	szentély
friendliness	trust	0.703	barátság
prepared	trust	0.703	előkészített
admire	trust	0.703	csodál
protected	trust	0.703	védett
proof	trust	0.703	bizonyíték
bodyguard	trust	0.695	testőr
skillful	trust	0.695	ügyes
marriage	trust	0.695	házasság
allied	trust	0.695	szövetséges
morals	trust	0.695	erkölcsök
humanitarian	trust	0.695	humanitárius
pact	trust	0.695	egyezmény
courage	trust	0.695	bátorság
accountable	trust	0.695	felelős
agreeable	trust	0.695	kellemes
united	trust	0.695	egyesült
indestructible	trust	0.695	elpusztíthatatlan
approving	trust	0.695	jóváhagyó
guardian	trust	0.695	gyám
compassionate	trust	0.695	könyörületes
scientist	trust	0.695	tudós
certified	trust	0.695	igazolt
pledge	trust	0.688	fogadalom
adviser	trust	0.688	tanácsadó
authenticity	trust	0.688	hitelesség
understanding	trust	0.688	megértés
secure	trust	0.688	biztonságos
guidance	trust	0.688	tanácsadás
monogamy	trust	0.688	egynejűség
valor	trust	0.688	bátorság
solidity	trust	0.688	szilárdság
perfection	trust	0.688	tökéletesség
believed	trust	0.688	hitte
humanity	trust	0.688	emberiség
justifiable	trust	0.688	indokolt
competent	trust	0.688	illetékes
esteem	trust	0.688	becsülés
protector	trust	0.680	védő
inspire	trust	0.680	inspirálni
hope	trust	0.680	remény
strongest	trust	0.680	partnerek
expertise	trust	0.680	szakvélemény
humble	trust	0.680	alázatos
indivisible	trust	0.680	oszthatatlan
official	trust	0.680	hivatalos
affirm	trust	0.680	megerősít
familiarity	trust	0.680	ismertség
confirmed	trust	0.680	megerősített
diligence	trust	0.680	szorgalom
grandfather	trust	0.680	nagyapa
advocacy	trust	0.680	pártfogás
goodness	trust	0.680	jóság
commendable	trust	0.680	dicséretes
acceptance	trust	0.680	elfogadás
diplomatic	trust	0.680	diplomáciai
leader	trust	0.680	vezető
confide	trust	0.680	bizalmasan
agreeing	trust	0.680	egyetértésben
approve	trust	0.680	jóváhagy
professional	trust	0.680	szakmai
elders	trust	0.680	idősek
confidential	trust	0.680	bizalmas
faultless	trust	0.672	hibátlan
believes	trust	0.672	elfogadott
sanctify	trust	0.672	megszentel
intelligent	trust	0.672	intelligens
safe	trust	0.672	biztonságos
accepted	trust	0.672	legerősebb
dignity	trust	0.672	méltóság
unwavering	trust	0.672	megingathatatlan
encyclopedia	trust	0.672	enciklopédia
mastery	trust	0.672	uralom
cohesive	trust	0.672	kohéziós
harmoniously	trust	0.672	harmonikusan
benevolence	trust	0.672	jóakarat
healing	trust	0.672	gyógyulás
accredited	trust	0.672	meghatalmazott
covenant	trust	0.672	szövetség
accountability	trust	0.664	elszámoltathatóság
team	trust	0.664	csapat
authority	trust	0.664	hatóság
heroic	trust	0.664	hősies
reliance	trust	0.664	bizalom
expert	trust	0.664	szakértő
communicate	trust	0.664	kommunikálni
spiritual	trust	0.664	lelki
impeccable	trust	0.664	kifogástalan
specialist	trust	0.664	szakember
affirmatively	trust	0.664	igenlően
proficient	trust	0.664	jártas
fulfillment	trust	0.664	teljesítés
advocate	trust	0.664	ügyvéd
disciple	trust	0.664	tanítvány
attestation	trust	0.664	tanúsítvány
merit	trust	0.664	érdem
supporting	trust	0.664	támogató
ambassador	trust	0.664	nagykövet
guidebook	trust	0.664	útikönyv
accept	trust	0.664	elfogad
strengthening	trust	0.661	erősítése
holiness	trust	0.656	szentség
facts	trust	0.656	tények
warranty	trust	0.656	garancia
strength	trust	0.656	erő
relationship	trust	0.656	kapcsolat
defended	trust	0.656	védekezett
constancy	trust	0.656	állandóság
favorable	trust	0.656	kedvező
gentleman	trust	0.656	úriember
counsel	trust	0.656	jogi képviselő
scientific	trust	0.656	tudományos
structure	trust	0.656	szerkezet
elder	trust	0.656	idősebb
excellent	trust	0.656	kiváló
achieve	trust	0.656	elérni
steadfast	trust	0.656	állhatatos
familiar	trust	0.656	ismerős
proficiency	trust	0.656	jártasság
supports	trust	0.656	hisz
counselor	trust	0.648	tanácsadó
lovable	trust	0.648	kedves
advisable	trust	0.648	tanácsos
agreed	trust	0.648	egyetért
heroism	trust	0.648	hősiesség
rely	trust	0.648	támaszkodni
uphold	trust	0.648	tartsa fenn
brother	trust	0.648	fiú testvér
matrimony	trust	0.648	házasság
assuredly	trust	0.648	bizonyosan
peaceful	trust	0.648	Békés
saint	trust	0.648	szent
unconditionally	trust	0.648	elfogadja
solidarity	trust	0.648	szolidaritás
accepts	trust	0.648	támogatja
inspiration	trust	0.648	ihlet
noble	trust	0.648	nemes
successful	trust	0.648	sikeres
harmony	trust	0.648	harmónia
protective	trust	0.648	védő
competency	trust	0.648	kompetencia
comrade	trust	0.648	elvtárs
academic	trust	0.648	akadémiai
assist	trust	0.648	segít
worthy	trust	0.643	méltó
benefactor	trust	0.641	jótevő
credence	trust	0.641	hitelét
confidence	trust	0.641	bizalom
relationships	trust	0.641	feltétel nélkül
ordained	trust	0.641	elrendelte
legal	trust	0.641	jogi
champion	trust	0.641	bajnok
lawful	trust	0.641	törvényes
durability	trust	0.641	tartósság
judiciary	trust	0.641	bírói
doctor	trust	0.641	orvos
loving	trust	0.641	szerető
assure	trust	0.641	biztosítsa
establish	trust	0.641	létrehozni
mamma	trust	0.641	mama
kind	trust	0.641	kedves
unity	trust	0.641	egység
conscientious	trust	0.641	lelkiismeretes
real	trust	0.641	igazi
coexist	trust	0.641	együtt élnek
leading	trust	0.641	vezető
teacher	trust	0.641	tanár
intimate	trust	0.634	meghitt
brotherly	trust	0.633	testvéri
physician	trust	0.633	orvos
judicial	trust	0.633	bírósági
saintly	trust	0.633	szent
aspiration	trust	0.633	törekvés
conscience	trust	0.633	lelkiismeret
therapeutic	trust	0.633	gyógyászati
fidelity	trust	0.633	hűség
soundness	trust	0.633	szilárdság
important	trust	0.633	fontos
homage	trust	0.633	hódolat
legitimacy	trust	0.633	legitimációját
fortitude	trust	0.633	bátorság
deepest	trust	0.633	kapcsolatok
approved	trust	0.633	jóváhagyott
courageous	trust	0.633	bátor
devotional	trust	0.633	vallásos
endorse	trust	0.633	támogatni
backbone	trust	0.633	hátgerinc
authorize	trust	0.633	engedélyezni
practiced	trust	0.633	gyakorolt
sanctification	trust	0.633	megszentelés
hopeful	trust	0.633	bizakodó
convincing	trust	0.633	meggyőző
bless	trust	0.633	áldja
angel	trust	0.625	angyal
authorization	trust	0.625	felhatalmazást
assured	trust	0.625	biztosított
purify	trust	0.625	megtisztítani
caretaker	trust	0.625	gondnok
regard	trust	0.625	tekintettel
profound	trust	0.625	mély
achievement	trust	0.625	teljesítmény
evident	trust	0.625	nyilvánvaló
positivity	trust	0.625	pozitivitás
communication	trust	0.625	kommunikáció
professorship	trust	0.625	professzor
blessing	trust	0.625	áldás
beliefs	trust	0.625	legmélyebb
encourage	trust	0.625	bátorítani
fireman	trust	0.625	tűzoltó
majestic	trust	0.625	fenséges
civilized	trust	0.625	civilizált
certify	trust	0.625	igazolni
wonderful	trust	0.625	csodálatos
engaged	trust	0.625	foglalt
accurate	trust	0.625	pontos
approvement	trust	0.617	elfogadás
optimism	trust	0.617	optimizmus
planning	trust	0.617	tervezés
believer	trust	0.617	hívő
advice	trust	0.617	tanács
commend	trust	0.617	dicsérni
gospel	trust	0.617	evangélium
objective	trust	0.617	célkitűzés
rational	trust	0.617	racionális
cherish	trust	0.617	dédelgetni
constantly	trust	0.617	állandóan
haven	trust	0.617	menedéket
fundamental	trust	0.617	alapvető
bedrock	trust	0.617	alapkőzet
accord	trust	0.617	egyetértésben
triumphant	trust	0.617	diadalmas
surety	trust	0.617	kezes
testament	trust	0.617	végrendelet
absolution	trust	0.617	feloldozás
truce	trust	0.617	fegyverszünet
reassure	trust	0.617	megnyugtatni
appreciation	trust	0.617	felértékelődés
qualities	trust	0.617	minőségeket
passionate	trust	0.617	szenvedélyes
good	trust	0.617	jó
unimpeachable	trust	0.617	elvitathatatlan
corroborate	trust	0.617	megerősíteni
thoughtful	trust	0.617	figyelmes
heroine	trust	0.617	hősnő
teach	trust	0.617	tanít
god	trust	0.617	Isten
attentive	trust	0.617	figyelmes
scripture	trust	0.609	szentírás
civilization	trust	0.609	civilizáció
magnificence	trust	0.609	pompa
recommend	trust	0.609	ajánlani
progression	trust	0.609	progresszió
steward	trust	0.609	utaskísérő
purification	trust	0.609	tisztítás
patron	trust	0.609	mecénás
praiseworthy	trust	0.609	dicséretre méltó
heal	trust	0.609	gyógyít
considerate	trust	0.609	előzékeny
blessings	trust	0.609	áldás
mediator	trust	0.609	közvetítő
babysitter	trust	0.609	bébiszitter
notary	trust	0.609	jegyző
awareness	trust	0.609	tudatosság
vetted	trust	0.609	hiedelmek
excel	trust	0.609	excel
happy	trust	0.609	boldog
praise	trust	0.609	dicséret
brilliant	trust	0.609	ragyogó
liking	trust	0.609	szeretet
definitive	trust	0.609	végleges
comfort	trust	0.609	kényelem
officer	trust	0.609	tiszt
peace	trust	0.602	béke
serenity	trust	0.602	higgadtság
unquestionable	trust	0.602	kétségtelen
embrace	trust	0.602	ölelés
identify	trust	0.602	azonosítani
inspired	trust	0.602	ihletett
steady	trust	0.602	állandó
nun	trust	0.602	apáca
guarded	trust	0.602	őrzött
symmetry	trust	0.602	szimmetria
mainstay	trust	0.602	támasza
fulfill	trust	0.602	teljesíteni
humility	trust	0.602	alázatosság
helpful	trust	0.602	hasznos
transcendence	trust	0.602	transzcendencia
unconditional	trust	0.602	feltétlen
brave	trust	0.602	bátor
brighten	trust	0.602	felvilágosítani
experienced	trust	0.602	tapasztalt
enlightenment	trust	0.602	felvilágosodás
sympathetic	trust	0.602	szimpatikus
witness	trust	0.602	tanú
vigilant	trust	0.594	éber
ministry	trust	0.594	minisztérium
admiral	trust	0.594	admirális
vigilance	trust	0.594	éberség
depend	trust	0.594	függ
generosity	trust	0.594	nagylelkűség
befriend	trust	0.594	barátkozik
complimentary	trust	0.594	ingyenes
assessment	trust	0.594	értékelés
fairly	trust	0.594	meglehetősen
enlighten	trust	0.594	felvilágosít
strengthen	trust	0.594	erősíteni
nurse	trust	0.594	ápoló
endowment	trust	0.594	alapítvány
visionary	trust	0.594	látnok
praised	trust	0.594	dicsérte
eminence	trust	0.594	magaslat
marry	trust	0.594	feleségül vesz
generous	trust	0.594	nagylelkű
gratitude	trust	0.594	hála
sage	trust	0.594	zsálya
tranquility	trust	0.594	nyugalom
openly	trust	0.594	nyíltan
grant	trust	0.594	támogatást
spouse	trust	0.594	házastárs
philanthropic	trust	0.594	filantróp
regent	trust	0.594	kormányzó
substantiate	trust	0.594	alátámasztani
commendation	trust	0.594	dicséret
council	trust	0.594	tanács
efficient	trust	0.594	hatékony
sweetheart	trust	0.589	Édesem
bylaw	trust	0.586	alapszabály
magnificent	trust	0.586	Káprázatos
designation	trust	0.586	kijelölés
godly	trust	0.586	istenes
seniority	trust	0.586	szolgálati idő
conservation	trust	0.586	Megőrzés
educational	trust	0.586	nevelési
rooted	trust	0.586	gyökeres
inheritance	trust	0.586	öröklés
diplomacy	trust	0.586	diplomácia
mate	trust	0.586	társ
convince	trust	0.586	meggyőzni
unfailing	trust	0.586	kifogyhatatlan
share	trust	0.586	részvény
monk	trust	0.586	szerzetes
constitutional	trust	0.586	alkotmányos
lovely	trust	0.586	bájos
compliance	trust	0.586	megfelelés
attest	trust	0.586	tanúsítani
victory	trust	0.586	győzelem
serene	trust	0.586	derűs
checklist	trust	0.586	ellenőrző lista
husbandry	trust	0.586	állattenyésztés
enjoying	trust	0.586	élvezve
revere	trust	0.586	tisztel
tribe	trust	0.586	törzs
meritorious	trust	0.586	érdemes
joyful	trust	0.586	vidám
delegate	trust	0.586	küldött
helper	trust	0.586	segítő
angelic	trust	0.586	angyali
ambition	trust	0.586	ambíció
father	trust	0.586	apa
acclaim	trust	0.586	elismerést
testimony	trust	0.586	bizonyság
collectively	trust	0.586	együttesen
sobriety	trust	0.586	józanság
prestige	trust	0.586	presztízs
firmness	trust	0.586	szilárdság
structural	trust	0.578	szerkezeti
impartiality	trust	0.578	pártatlanság
navigator	trust	0.578	navigátor
judge	trust	0.578	bíró
shelter	trust	0.578	menedék
coexisting	trust	0.578	együtt létező
unquestioned	trust	0.578	megkérdőjelezhetetlen
careful	trust	0.578	óvatos
obey	trust	0.578	engedelmeskedik
professor	trust	0.578	Egyetemi tanár
convinced	trust	0.578	meggyőződve
communion	trust	0.578	úrvacsora
cheerfulness	trust	0.578	vidámság
inviting	trust	0.578	hívogató
irrefutable	trust	0.578	megdönthetetlen
commandant	trust	0.578	parancsnok
smile	trust	0.578	mosoly
authoritative	trust	0.578	irányadó
philanthropist	trust	0.578	emberbarát
legalized	trust	0.578	legalizálták
adore	trust	0.578	rajong
upright	trust	0.578	függőleges
revival	trust	0.578	ébredés
dutiful	trust	0.578	kötelességtudó
watchdog	trust	0.578	őrzőkutya
apostle	trust	0.570	apostol
volunteers	trust	0.570	önkéntesek
immaculate	trust	0.570	hibátlan
adhering	trust	0.570	ragaszkodva
unquestionably	trust	0.570	megkérdőjelezhetetlenül
advise	trust	0.570	tanácsol
punctual	trust	0.570	pontos
consult	trust	0.570	konzultáljon
ordinance	trust	0.570	rendelet
complement	trust	0.570	kiegészítés
modest	trust	0.570	szerény
everlasting	trust	0.570	örökkévaló
compass	trust	0.570	iránytű
heavenly	trust	0.570	mennyei
determinate	trust	0.570	meghatározó
counsellor	trust	0.570	tanácsadó
abundance	trust	0.570	bőség
guide	trust	0.570	útmutató
earned	trust	0.570	átvizsgálták
pedigree	trust	0.570	családfa
relative	trust	0.570	relatív
principal	trust	0.570	fő
plausible	trust	0.570	valószínű
