English Word	Emotion	Emotion-Intensity-Score	Hindi Word
differently	surprise	0.297	अलग ढंग से
polarity	surprise	0.297	polarity
ceremony	surprise	0.297	समारोह
favorable	surprise	0.297	अनुकूल
larger	surprise	0.297	बड़ा
warn	surprise	0.297	चेतावनी देना
medal	surprise	0.289	पदक
romance	surprise	0.289	रोमांस
inviting	surprise	0.289	आमंत्रित
greeting	surprise	0.289	शुभकामना
resignation	surprise	0.281	इस्तीफा
accolade	surprise	0.281	सम्मान
labor	surprise	0.281	श्रम
candid	surprise	0.281	स्पष्टवादी
trip	surprise	0.281	यात्रा
stare	surprise	0.273	एकटक देखना
admire	surprise	0.266	प्रशंसा करना
glimmer	surprise	0.266	प्रभा
playful	surprise	0.266	चंचल
somatic	surprise	0.266	दैहिक
festival	surprise	0.266	त्योहार
mimicry	surprise	0.266	अनुकरण
insolvency	surprise	0.266	दिवालियापन
immerse	surprise	0.266	तल्लीन
invite	surprise	0.266	आमंत्रित करना
compensate	surprise	0.266	कमी पूर्ति
receiving	surprise	0.258	प्राप्त
complement	surprise	0.258	पूरक हैं
chuckle	surprise	0.258	कुड़ाकुड़ाना
laugh	surprise	0.258	हंसना
hypothesis	surprise	0.258	परिकल्पना
honeymoon	surprise	0.250	सुहाग रात
opera	surprise	0.242	ओपेरा
pleasant	surprise	0.242	सुखद
marry	surprise	0.242	शादी कर
independence	surprise	0.242	आजादी
chant	surprise	0.234	मंत्र
holiness	surprise	0.234	परम पूज्य
assessment	surprise	0.234	मूल्यांकन
rhythmical	surprise	0.234	तालबद्ध
hopeful	surprise	0.234	आशावान
leave	surprise	0.234	छुट्टी
trophy	surprise	0.234	ट्रॉफी
deal	surprise	0.227	सौदा
procession	surprise	0.227	जुलूस
placard	surprise	0.227	घोषणापत्र
shopping	surprise	0.219	खरीदारी
musical	surprise	0.219	संगीत
cherish	surprise	0.219	संजोकर रखना
good	surprise	0.219	अच्छा
dawn	surprise	0.211	भोर
simplify	surprise	0.211	सरल
shell	surprise	0.211	सीप
morals	surprise	0.203	नैतिकता
money	surprise	0.203	पैसे
nullify	surprise	0.203	मंसूख़
purity	surprise	0.203	पवित्रता
sweet	surprise	0.203	मीठा
synchronize	surprise	0.195	सिंक्रनाइज़
precious	surprise	0.195	कीमती
humanitarian	surprise	0.195	मानवीय
preservative	surprise	0.195	परिरक्षक
unfulfilled	surprise	0.195	अधूरी
obliging	surprise	0.188	ऋणी
singularly	surprise	0.188	अकेले
graduation	surprise	0.180	स्नातक स्तर की पढ़ाई
foresee	surprise	0.180	पूर्वानुमान
pray	surprise	0.180	प्रार्थना करना
lovely	surprise	0.180	प्यारा
thirst	surprise	0.172	प्यास
mouth	surprise	0.172	मुँह
youth	surprise	0.172	युवा
sun	surprise	0.172	रवि
art	surprise	0.172	कला
goodness	surprise	0.164	भलाई
latent	surprise	0.156	अव्यक्त
visor	surprise	0.156	टोपी का छज्जा
overdue	surprise	0.156	अतिदेय
practiced	surprise	0.156	अभ्यास
loyal	surprise	0.148	निष्ठावान
expect	surprise	0.148	अपेक्षा करना
wireless	surprise	0.148	तार रहित
destination	surprise	0.148	गंतव्य
infant	surprise	0.141	बच्चा
cream	surprise	0.141	मलाई
slush	surprise	0.141	कीचड़
quote	surprise	0.141	उद्धरण
playground	surprise	0.133	खेल का मैदान
vote	surprise	0.125	वोट
teach	surprise	0.125	सिखाना
organization	surprise	0.125	संगठन
dolphin	surprise	0.117	डॉल्फ़िन
weight	surprise	0.117	वजन
smile	surprise	0.117	मुस्कुराओ
sisterhood	surprise	0.109	महिला संघ
cable	surprise	0.109	केबल
sunny	surprise	0.102	धूप
steady	surprise	0.094	नियमित
peaceful	surprise	0.086	शांतिपूर्ण
spa	surprise	0.086	स्पा
leisure	surprise	0.086	फुर्सत
picnic	surprise	0.078	पिकनिक
tree	surprise	0.078	पेड़
worm	surprise	0.055	कीड़ा
truthfulness	trust	0.906	सत्यवादिता
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	भरोसेमंद
honor	trust	0.844	सम्मान
honesty	trust	0.844	ईमानदारी
honest	trust	0.844	ईमानदार
truth	trust	0.844	सत्य
truthful	trust	0.836	ईमानदार
trusting	trust	0.836	पर भरोसा
brotherhood	trust	0.820	भाईचारे
entrust	trust	0.812	सौंपना
committed	trust	0.805	प्रतिबद्ध
loyalty	trust	0.805	निष्ठा
integrity	trust	0.805	अखंडता
honorable	trust	0.805	माननीय
trust	trust	0.805	विश्वास
credibility	trust	0.805	साख
faithful	trust	0.797	वफ़ादार
sincere	trust	0.797	ईमानदार
partnership	trust	0.789	साझेदारी
responsible	trust	0.789	उत्तरदायी
true	trust	0.789	सच
wisdom	trust	0.789	बुद्धि
verification	trust	0.781	सत्यापन
cooperative	trust	0.781	सहयोगी
vow	trust	0.781	व्रत
oath	trust	0.781	क़सम
respectable	trust	0.773	सम्मानित
sisterhood	trust	0.773	महिला संघ
hero	trust	0.773	नायक
credible	trust	0.773	विश्वसनीय
promise	trust	0.773	पक्का वादा
verified	trust	0.773	सत्यापित
qualified	trust	0.766	योग्य
authentication	trust	0.766	प्रमाणीकरण
respected	trust	0.766	आदरणीय
compassion	trust	0.759	करुणा
approval	trust	0.758	अनुमोदन
moral	trust	0.758	नैतिक
reliability	trust	0.758	विश्वसनीयता
trusts	trust	0.758	भरोसा
safekeeping	trust	0.758	सुरक्षित रखने के
reputable	trust	0.758	सम्मानित
love	trust	0.758	प्यार
friend	trust	0.750	दोस्त
stable	trust	0.750	स्थिर
authentic	trust	0.750	विश्वसनीय
competence	trust	0.750	क्षमता
safeguard	trust	0.750	रक्षा
companion	trust	0.750	साथी
advised	trust	0.750	सलाह दी
respect	trust	0.750	आदर
loyal	trust	0.750	निष्ठावान
genuine	trust	0.750	ईमानदार
friendships	trust	0.750	ट्रस्टों
ally	trust	0.750	मित्र
proven	trust	0.742	सिद्ध किया हुआ
freedom	trust	0.742	स्वतंत्रता
respects	trust	0.742	सम्मान
accepting	trust	0.742	यारियाँ
faith	trust	0.742	आस्था
wholesome	trust	0.742	पौष्टिक
heartfelt	trust	0.734	हार्दिक
unification	trust	0.734	एकीकरण
confirmation	trust	0.734	पुष्टीकरण
protecting	trust	0.734	की रक्षा
reassurance	trust	0.734	आश्वासन
trustee	trust	0.734	ट्रस्टी
supporter	trust	0.734	समर्थक
respectful	trust	0.734	विनीत
admirable	trust	0.734	प्रशंसनीय
fact	trust	0.727	तथ्य
friendship	trust	0.727	मित्रता
partners	trust	0.727	स्वीकार करना
confidentially	trust	0.727	अत्यंत गुप्त में
confident	trust	0.727	आत्मविश्वासी
equality	trust	0.727	समानता
alliance	trust	0.727	संधि
credential	trust	0.727	क्रेडेंशियल
believing	trust	0.727	विश्वास
excellence	trust	0.727	उत्कृष्टता
agreement	trust	0.727	समझौता
closeness	trust	0.719	निकटता
authenticate	trust	0.719	प्रमाणित
virtuous	trust	0.719	धार्मिक
intelligence	trust	0.719	बुद्धि
kindred	trust	0.719	आत्मीय
virtue	trust	0.719	गुण
honored	trust	0.719	सम्मानित
justice	trust	0.711	न्याय
charitable	trust	0.711	दानशील
determination	trust	0.711	दृढ़ निश्चय
creditable	trust	0.711	श्रेयस्कर
consistency	trust	0.711	संगतता
allegiance	trust	0.711	निष्ठा
cooperation	trust	0.711	सहयोग
guarantee	trust	0.711	गारंटी
dedication	trust	0.711	निष्ठा
straightforward	trust	0.711	सीधा
cooperating	trust	0.711	सहयोग
reliable	trust	0.703	भरोसेमंद
nurture	trust	0.703	पालन - पोषण करना
mother	trust	0.703	मां
fulfilled	trust	0.703	पूरा
admiration	trust	0.703	प्रशंसा
mentor	trust	0.703	पथप्रदर्शक
guardianship	trust	0.703	संरक्षण
assurance	trust	0.703	बीमा
morality	trust	0.703	नैतिकता
motherhood	trust	0.703	मातृत्व
innocent	trust	0.703	मासूम
reverence	trust	0.703	श्रद्धा
sanctuary	trust	0.703	अभ्यारण्य
friendliness	trust	0.703	मित्रता
prepared	trust	0.703	तैयार
admire	trust	0.703	प्रशंसा करना
protected	trust	0.703	संरक्षित
proof	trust	0.703	सबूत
bodyguard	trust	0.695	अंगरक्षक
skillful	trust	0.695	निपुण
marriage	trust	0.695	विवाह
allied	trust	0.695	सम्बद्ध
morals	trust	0.695	नैतिकता
humanitarian	trust	0.695	मानवीय
pact	trust	0.695	समझौता
courage	trust	0.695	साहस
accountable	trust	0.695	उत्तरदायी
agreeable	trust	0.695	सहमत
united	trust	0.695	संयुक्त
indestructible	trust	0.695	अक्षय
approving	trust	0.695	का अनुमोदन
guardian	trust	0.695	अभिभावक
compassionate	trust	0.695	करुणामय
scientist	trust	0.695	वैज्ञानिक
certified	trust	0.695	प्रमाणित
pledge	trust	0.688	प्रतिज्ञा करना
adviser	trust	0.688	सलाहकार
authenticity	trust	0.688	सत्यता
understanding	trust	0.688	समझ
secure	trust	0.688	सुरक्षित
guidance	trust	0.688	सलाह
monogamy	trust	0.688	एक ही बार विवाह करने की प्रथा
valor	trust	0.688	वीरता
solidity	trust	0.688	दृढ़ता
perfection	trust	0.688	पूर्णता
believed	trust	0.688	माना जाता है कि
humanity	trust	0.688	इंसानियत
justifiable	trust	0.688	तर्कसंगत
competent	trust	0.688	सक्षम
esteem	trust	0.688	आदर
protector	trust	0.680	रक्षा करनेवाला
inspire	trust	0.680	प्रेरित करना
hope	trust	0.680	आशा
strongest	trust	0.680	भागीदारों
expertise	trust	0.680	विशेषज्ञता
humble	trust	0.680	विनीत
indivisible	trust	0.680	अभाज्य
official	trust	0.680	अधिकारी
affirm	trust	0.680	वाणी
familiarity	trust	0.680	सुपरिचय
confirmed	trust	0.680	की पुष्टि की
diligence	trust	0.680	लगन
grandfather	trust	0.680	दादा
advocacy	trust	0.680	वकालत
goodness	trust	0.680	भलाई
commendable	trust	0.680	सराहनीय
acceptance	trust	0.680	स्वीकार
diplomatic	trust	0.680	कूटनीतिक
leader	trust	0.680	नेता
confide	trust	0.680	विश्वास
agreeing	trust	0.680	सहमत होने से
approve	trust	0.680	मंजूर
professional	trust	0.680	पेशेवर
elders	trust	0.680	बड़ों
confidential	trust	0.680	गुप्त
faultless	trust	0.672	बेकसूर
believes	trust	0.672	को स्वीकृत
sanctify	trust	0.672	पवित्रा
intelligent	trust	0.672	बुद्धिमान
safe	trust	0.672	सुरक्षित
accepted	trust	0.672	मजबूत
dignity	trust	0.672	गौरव
unwavering	trust	0.672	अटूट
encyclopedia	trust	0.672	विश्वकोश
mastery	trust	0.672	प्रभुत्व
cohesive	trust	0.672	जोड़नेवाला
harmoniously	trust	0.672	सौहार्दपूर्वक
benevolence	trust	0.672	भलाई
healing	trust	0.672	उपचारात्मक
accredited	trust	0.672	मान्यता प्राप्त
covenant	trust	0.672	नियम
accountability	trust	0.664	जवाबदेही
team	trust	0.664	टीम
authority	trust	0.664	प्राधिकरण
heroic	trust	0.664	वीर रस
reliance	trust	0.664	भरोसा
expert	trust	0.664	विशेषज्ञ
communicate	trust	0.664	बातचीत करना
spiritual	trust	0.664	आध्यात्मिक
impeccable	trust	0.664	त्रुटिहीन
specialist	trust	0.664	SPECIALIST
affirmatively	trust	0.664	सकारात्मक
proficient	trust	0.664	प्रवीण
fulfillment	trust	0.664	पूर्ति
advocate	trust	0.664	वकील
disciple	trust	0.664	शिष्य
attestation	trust	0.664	साक्षी
merit	trust	0.664	योग्यता
supporting	trust	0.664	सहायक
ambassador	trust	0.664	दूत
guidebook	trust	0.664	गाइडबुक
accept	trust	0.664	मानना
strengthening	trust	0.661	को सुदृढ़
holiness	trust	0.656	परम पूज्य
facts	trust	0.656	तथ्य
warranty	trust	0.656	गारंटी
strength	trust	0.656	ताकत
relationship	trust	0.656	रिश्ता
defended	trust	0.656	बचाव किया
constancy	trust	0.656	भक्ति
favorable	trust	0.656	अनुकूल
gentleman	trust	0.656	सज्जन
counsel	trust	0.656	सलाह
scientific	trust	0.656	वैज्ञानिक
structure	trust	0.656	संरचना
elder	trust	0.656	बड़े
excellent	trust	0.656	अति उत्कृष्ट
achieve	trust	0.656	प्राप्त करना
steadfast	trust	0.656	दृढ़
familiar	trust	0.656	परिचित
proficiency	trust	0.656	प्रवीणता
supports	trust	0.656	का मानना है कि
counselor	trust	0.648	काउंसलर
lovable	trust	0.648	प्यारा
advisable	trust	0.648	उचित
agreed	trust	0.648	मान गया
heroism	trust	0.648	साहस
rely	trust	0.648	भरोसा करना
uphold	trust	0.648	बनाए रखने
brother	trust	0.648	भाई
matrimony	trust	0.648	विवाह
assuredly	trust	0.648	विश्वासपूर्वक
peaceful	trust	0.648	शांतिपूर्ण
saint	trust	0.648	सेंट
unconditionally	trust	0.648	स्वीकार
solidarity	trust	0.648	एकजुटता
accepts	trust	0.648	का समर्थन करता है
inspiration	trust	0.648	प्रेरणा
noble	trust	0.648	महान
successful	trust	0.648	सफल
harmony	trust	0.648	समन्वय
protective	trust	0.648	रक्षात्मक
competency	trust	0.648	क्षमता
comrade	trust	0.648	साथी
academic	trust	0.648	शैक्षिक
assist	trust	0.648	सहायता देना
worthy	trust	0.643	योग्य
benefactor	trust	0.641	दान देनेवाला
credence	trust	0.641	प्रत्यय
confidence	trust	0.641	आत्मविश्वास
relationships	trust	0.641	बिना शर्त
ordained	trust	0.641	ठहराया
legal	trust	0.641	कानूनी
champion	trust	0.641	चैंपियन
lawful	trust	0.641	क़ानूनी
durability	trust	0.641	सहनशीलता
judiciary	trust	0.641	न्यायतंत्र
doctor	trust	0.641	चिकित्सक
loving	trust	0.641	प्यारा
assure	trust	0.641	आश्वासन
establish	trust	0.641	स्थापित करना
mamma	trust	0.641	मां
kind	trust	0.641	मेहरबान
unity	trust	0.641	एकता
conscientious	trust	0.641	ईमानदार
real	trust	0.641	वास्तविक
coexist	trust	0.641	एक समय में होना
leading	trust	0.641	प्रमुख
teacher	trust	0.641	शिक्षक
intimate	trust	0.634	अन्तरंग
brotherly	trust	0.633	भाई
physician	trust	0.633	चिकित्सक
judicial	trust	0.633	अदालती
saintly	trust	0.633	पुण्य
aspiration	trust	0.633	आकांक्षा
conscience	trust	0.633	अंतरात्मा की आवाज
therapeutic	trust	0.633	चिकित्सकीय
fidelity	trust	0.633	सत्य के प्रति निष्ठा
soundness	trust	0.633	दृढ़ता
important	trust	0.633	महत्वपूर्ण
homage	trust	0.633	श्रद्धा
legitimacy	trust	0.633	वैधता
fortitude	trust	0.633	धैर्य
deepest	trust	0.633	रिश्तों
approved	trust	0.633	स्वीकृत
courageous	trust	0.633	साहसिक
devotional	trust	0.633	धार्मिक
endorse	trust	0.633	समर्थन
backbone	trust	0.633	रीड की हड्डी
authorize	trust	0.633	अधिकृत
practiced	trust	0.633	अभ्यास
sanctification	trust	0.633	पिवत्रीकरण
hopeful	trust	0.633	आशावान
convincing	trust	0.633	ठोस
bless	trust	0.633	आशीर्वाद देना
angel	trust	0.625	देवदूत
authorization	trust	0.625	प्राधिकार
assured	trust	0.625	आश्वासन दिया
purify	trust	0.625	शुद्ध
caretaker	trust	0.625	देख भाल करने वाला
regard	trust	0.625	संबद्ध
profound	trust	0.625	प्रगाढ़
achievement	trust	0.625	उपलब्धि
evident	trust	0.625	प्रत्यक्ष
positivity	trust	0.625	सकारात्मकता
communication	trust	0.625	संचार
professorship	trust	0.625	प्राध्यापक का पद
blessing	trust	0.625	दुआ
beliefs	trust	0.625	गहरे
encourage	trust	0.625	प्रोत्साहित करना
fireman	trust	0.625	अग्निशामक
majestic	trust	0.625	आलीशान
civilized	trust	0.625	सभ्य
certify	trust	0.625	प्रमाणित
wonderful	trust	0.625	प्रशंसनीय
engaged	trust	0.625	व्यस्त
accurate	trust	0.625	सटीक
approvement	trust	0.617	अनुमोदन
optimism	trust	0.617	आशावाद
planning	trust	0.617	योजना
believer	trust	0.617	विश्वास करनेवाला
advice	trust	0.617	सलाह
commend	trust	0.617	सराहना
gospel	trust	0.617	इंजील
objective	trust	0.617	उद्देश्य
rational	trust	0.617	तर्कसंगत
cherish	trust	0.617	संजोकर रखना
constantly	trust	0.617	लगातार
haven	trust	0.617	हेवन
fundamental	trust	0.617	मौलिक
bedrock	trust	0.617	आधार
accord	trust	0.617	एकॉर्ड
triumphant	trust	0.617	विजयी
surety	trust	0.617	प्रतिभू
testament	trust	0.617	नियम
absolution	trust	0.617	मुक्ति
truce	trust	0.617	युद्धविराम संधि
reassure	trust	0.617	आश्वस्त
appreciation	trust	0.617	प्रशंसा
qualities	trust	0.617	गुणों
passionate	trust	0.617	जोशीला
good	trust	0.617	अच्छा
unimpeachable	trust	0.617	ज़ाहिर
corroborate	trust	0.617	मंडित कतना
thoughtful	trust	0.617	विचारमग्न
heroine	trust	0.617	नायिका
teach	trust	0.617	सिखाना
god	trust	0.617	परमेश्वर
attentive	trust	0.617	सचेत
scripture	trust	0.609	इंजील
civilization	trust	0.609	सभ्यता
magnificence	trust	0.609	शान
recommend	trust	0.609	अनुशंसा करना
progression	trust	0.609	प्रगति
steward	trust	0.609	प्रबंधक
purification	trust	0.609	शुद्धिकरण
patron	trust	0.609	संरक्षक
praiseworthy	trust	0.609	सराहनीय
heal	trust	0.609	ठीक होना
considerate	trust	0.609	विचारशील
blessings	trust	0.609	आशीर्वाद का
mediator	trust	0.609	मध्यस्थ
babysitter	trust	0.609	दाई
notary	trust	0.609	नोटरी
awareness	trust	0.609	जागरूकता
vetted	trust	0.609	विश्वासों
excel	trust	0.609	एक्सेल
happy	trust	0.609	प्रसन्न
praise	trust	0.609	प्रशंसा
brilliant	trust	0.609	बहुत खूब
liking	trust	0.609	पसंद
definitive	trust	0.609	अंतिम
comfort	trust	0.609	आराम
officer	trust	0.609	अफ़सर
peace	trust	0.602	शांति
serenity	trust	0.602	शांति
unquestionable	trust	0.602	निर्विवाद
embrace	trust	0.602	अपनाना
identify	trust	0.602	पहचानना
inspired	trust	0.602	प्रेरित किया
steady	trust	0.602	नियमित
nun	trust	0.602	मठवासिनी
guarded	trust	0.602	संरक्षित
symmetry	trust	0.602	समरूपता
mainstay	trust	0.602	आधार
fulfill	trust	0.602	पूरा
humility	trust	0.602	विनम्रता
helpful	trust	0.602	मददगार
transcendence	trust	0.602	श्रेष्ठता
unconditional	trust	0.602	बिना शर्त
brave	trust	0.602	बहादुर
brighten	trust	0.602	रोशन
experienced	trust	0.602	अनुभव
enlightenment	trust	0.602	प्रबोधन
sympathetic	trust	0.602	सहानुभूति
witness	trust	0.602	गवाह
vigilant	trust	0.594	चौकस
ministry	trust	0.594	मंत्रालय
admiral	trust	0.594	एडमिरल
vigilance	trust	0.594	जागरूकता
depend	trust	0.594	निर्भर करना
generosity	trust	0.594	उदारता
befriend	trust	0.594	मित्रवत व्यवहार करना
complimentary	trust	0.594	मानार्थ
assessment	trust	0.594	मूल्यांकन
fairly	trust	0.594	अच्छी तरह से
enlighten	trust	0.594	सूचित करना
strengthen	trust	0.594	को मजबूत
nurse	trust	0.594	देखभाल करना
endowment	trust	0.594	अक्षय निधि
visionary	trust	0.594	काल्पनिक
praised	trust	0.594	की सराहना की
eminence	trust	0.594	श्रेष्ठता
marry	trust	0.594	शादी कर
generous	trust	0.594	उदार
gratitude	trust	0.594	कृतज्ञता
sage	trust	0.594	साधू
tranquility	trust	0.594	शांति
openly	trust	0.594	खुले तौर पर
grant	trust	0.594	देना
spouse	trust	0.594	पति या पत्नी
philanthropic	trust	0.594	परोपकारी
regent	trust	0.594	राज-प्रतिनिधि
substantiate	trust	0.594	सिद्ध करना
commendation	trust	0.594	प्रशस्ति
council	trust	0.594	परिषद
efficient	trust	0.594	दक्ष
sweetheart	trust	0.589	प्रिय
bylaw	trust	0.586	उपनियम
magnificent	trust	0.586	शानदार
designation	trust	0.586	पद
godly	trust	0.586	धार्मिक
seniority	trust	0.586	ज्येष्ठता
conservation	trust	0.586	संरक्षण
educational	trust	0.586	शिक्षात्मक
rooted	trust	0.586	जड़ें
inheritance	trust	0.586	विरासत
diplomacy	trust	0.586	कूटनीति
mate	trust	0.586	दोस्त
convince	trust	0.586	मनवाना
unfailing	trust	0.586	अमोघ
share	trust	0.586	शेयर करना
monk	trust	0.586	साधु
constitutional	trust	0.586	संवैधानिक
lovely	trust	0.586	प्यारा
compliance	trust	0.586	अनुपालन
attest	trust	0.586	यह प्रमाणित करते हैं
victory	trust	0.586	विजय
serene	trust	0.586	निर्मल
checklist	trust	0.586	जांच सूची
husbandry	trust	0.586	कृषि
enjoying	trust	0.586	मजा अ
revere	trust	0.586	सम्मान
tribe	trust	0.586	जनजाति
meritorious	trust	0.586	सराहनीय
joyful	trust	0.586	आनंदपूर्ण
delegate	trust	0.586	प्रतिनिधि
helper	trust	0.586	सहायक
angelic	trust	0.586	दिव्य
ambition	trust	0.586	महत्वाकांक्षा
father	trust	0.586	पिता
acclaim	trust	0.586	प्रशंसा
testimony	trust	0.586	गवाही
collectively	trust	0.586	समग्र रूप से
sobriety	trust	0.586	संयम
prestige	trust	0.586	प्रतिष्ठा
firmness	trust	0.586	दृढ़ता
structural	trust	0.578	संरचनात्मक
impartiality	trust	0.578	निष्पक्षता
navigator	trust	0.578	नाविक
judge	trust	0.578	न्यायाधीश
shelter	trust	0.578	आश्रय
coexisting	trust	0.578	सह-अस्तित्व
unquestioned	trust	0.578	निर्विवाद
careful	trust	0.578	सावधान
obey	trust	0.578	आज्ञा का पालन
professor	trust	0.578	प्रोफ़ेसर
convinced	trust	0.578	राज़ी
communion	trust	0.578	ऐक्य
cheerfulness	trust	0.578	उत्साह
inviting	trust	0.578	आमंत्रित
irrefutable	trust	0.578	अखंडनीय
commandant	trust	0.578	सेनानायक
smile	trust	0.578	मुस्कुराओ
authoritative	trust	0.578	आधिकारिक
philanthropist	trust	0.578	लोकोपकारक
legalized	trust	0.578	वैध
adore	trust	0.578	प्यार करते हैं
upright	trust	0.578	ईमानदार
revival	trust	0.578	पुनः प्रवर्तन
dutiful	trust	0.578	कर्त्तव्य परायण
watchdog	trust	0.578	निगरानी
apostle	trust	0.570	प्रेरित
volunteers	trust	0.570	स्वयंसेवकों
immaculate	trust	0.570	निर्मल
adhering	trust	0.570	पालन
unquestionably	trust	0.570	निश्चित रूप से
advise	trust	0.570	सलाह देना
punctual	trust	0.570	समयनिष्ठ
consult	trust	0.570	परामर्श
ordinance	trust	0.570	अध्यादेश
complement	trust	0.570	पूरक हैं
modest	trust	0.570	मामूली
everlasting	trust	0.570	चिरस्थायी
compass	trust	0.570	दिशा सूचक यंत्र
heavenly	trust	0.570	स्वर्गीय
determinate	trust	0.570	पक्का
counsellor	trust	0.570	काउंसलर
abundance	trust	0.570	प्रचुरता
guide	trust	0.570	मार्गदर्शक
earned	trust	0.570	इसका निरीक्षण किया
pedigree	trust	0.570	वंशावली
relative	trust	0.570	रिश्तेदार
principal	trust	0.570	प्रधानाचार्य
plausible	trust	0.570	प्रशंसनीय
collaborator	trust	0.570	सहयोगी
connective	trust	0.570	संयोजी
corroboration	trust	0.570	मंडन
insure	trust	0.570	ठीक कर लेना
pilot	trust	0.570	पायलट
unequivocal	trust	0.570	स्पष्ट
matron	trust	0.570	बुढ़िया
cuddle	trust	0.570	छाती से लगाना
measured	trust	0.570	मापा
fort	trust	0.562	किला
treasurer	trust	0.562	कोषाध्यक्ष
apostolic	trust	0.562	देवदूत-संबंधी
save	trust	0.562	सहेजें
frankness	trust	0.562	वाक्य की स्पष्टता
insight	trust	0.562	अंतर्दृष्टि
admit	trust	0.562	भर्ती होना
earn	trust	0.562	कमाना
remarkable	trust	0.562	उत्कृष्ट
strong	trust	0.562	बलवान
content	trust	0.562	विषय
vitality	trust	0.562	प्राण
prize	trust	0.562	इनाम
vigorous	trust	0.562	ज़ोरदार
congregation	trust	0.562	मंडली
uplift	trust	0.562	उत्थान
spotless	trust	0.562	स्वच्छ
devout	trust	0.562	धार्मिक
soothing	trust	0.562	सुखदायक
miracle	trust	0.562	चमत्कार
cohesion	trust	0.562	एकजुटता
lovemaking	trust	0.562	प्यार में रत होना
curable	trust	0.562	इलाज संभव
pleasant	trust	0.562	सुखद
jury	trust	0.562	पंचायत
pertinent	trust	0.562	उचित
succeeding	trust	0.562	सफल
concordance	trust	0.562	क़बूल
jurist	trust	0.562	विधिवेत्ता
applaud	trust	0.562	सराहना
ordination	trust	0.562	समन्वय
compensate	trust	0.562	कमी पूर्ति
patience	trust	0.555	धैर्य
mediate	trust	0.555	मीडिएट
coach	trust	0.555	प्रशिक्षक
illumination	trust	0.555	रोशनी
cultivate	trust	0.555	विकसित करना
providing	trust	0.555	उपलब्ध कराने के
precedence	trust	0.555	प्रधानता
exalt	trust	0.555	प्रशंसा करना
succeed	trust	0.555	सफल होना
inclusion	trust	0.555	समावेश
meditate	trust	0.555	ध्यान
coalesce	trust	0.555	सम्मिलित
betrothed	trust	0.555	मंगेतर
midwife	trust	0.555	दाई
veteran	trust	0.555	अनुभवी व्यक्ति
destined	trust	0.555	किस्मत
auditor	trust	0.555	लेखा परीक्षक
privacy	trust	0.555	गोपनीयता
restorative	trust	0.555	मज़बूत कर देनेवाला
influential	trust	0.555	प्रभावशाली
impartial	trust	0.555	निष्पक्ष
discretion	trust	0.555	विवेक
foresight	trust	0.555	दूरदर्शिता
congruence	trust	0.555	अनुरूपता
worship	trust	0.555	पूजा करना
constant	trust	0.555	लगातार
reunion	trust	0.555	रीयूनियन
intuition	trust	0.555	अंतर्ज्ञान
reconciliation	trust	0.555	सुलह
ambulance	trust	0.555	रोगी वाहन
defender	trust	0.555	रक्षक
greatness	trust	0.555	महानता
buddy	trust	0.555	साथी
vote	trust	0.555	वोट
physicist	trust	0.555	भौतिक विज्ञानी
prophet	trust	0.555	नबी
prevalent	trust	0.547	प्रचलित
eyewitness	trust	0.547	गवाह
durable	trust	0.547	टिकाऊ
prudent	trust	0.547	विवेकी
securities	trust	0.547	प्रतिभूतियों
salvation	trust	0.547	मोक्ष
govern	trust	0.547	को नियंत्रित करने वाले
law	trust	0.547	कानून
proud	trust	0.547	गर्व
cheer	trust	0.547	खुश करना
reinforcement	trust	0.547	सुदृढीकरण
promises	trust	0.547	अर्जित
invocation	trust	0.547	मंगलाचरण
provide	trust	0.547	प्रदान करना
friendly	trust	0.547	दोस्ताना
commanding	trust	0.547	कमांडिंग
temperate	trust	0.547	शीतोष्ण
conciliation	trust	0.547	समझौता
convent	trust	0.547	मठ
heritage	trust	0.547	विरासत
independence	trust	0.547	आजादी
rejoice	trust	0.547	आनन्द करे
engaging	trust	0.547	मनोहन
readiness	trust	0.547	तत्परता
registry	trust	0.547	रजिस्ट्री
statement	trust	0.547	बयान
liberty	trust	0.547	स्वतंत्रता
forgive	trust	0.547	माफ़ करना
ancestral	trust	0.547	पैतृक
impenetrable	trust	0.547	अभेद्य
choices	trust	0.539	वादे
psalms	trust	0.539	स्तोत्र
majority	trust	0.539	बहुलता
antidote	trust	0.539	विषहर औषध
tantamount	trust	0.539	समान
perfect	trust	0.539	उत्तम
regularity	trust	0.539	नियमितता
chronicle	trust	0.539	इतिवृत्त
ensemble	trust	0.539	कलाकारों की टुकड़ी
applause	trust	0.539	वाहवाही
obedience	trust	0.539	आज्ञाकारिता
aspiring	trust	0.539	आकांक्षी
watchman	trust	0.539	चौकीदार
inimitable	trust	0.539	अनोखी
chastity	trust	0.539	शुद्धता
architecture	trust	0.539	वास्तुकला
stamina	trust	0.539	सहनशीलता
delightful	trust	0.539	रमणीय
exalted	trust	0.539	ऊंचा
relevant	trust	0.539	से मिलता जुलता
reinforcements	trust	0.539	सुदृढीकरण
proctor	trust	0.539	प्रॉक्टर
immovable	trust	0.539	अचल
instructions	trust	0.539	निर्देश
define	trust	0.539	परिभाषित करना
uncensured	trust	0.539	बिना सेंसर किया हुआ
institute	trust	0.539	संस्था
responsive	trust	0.539	उत्तरदायी
