English Word	Emotion	Emotion-Intensity-Score	Dutch Word
inexpressible	surprise	0.484	onuitsprekelijk
magician	surprise	0.484	goochelaar
underestimate	surprise	0.484	onderschatten
fanfare	surprise	0.484	fanfare
horde	surprise	0.484	horde
zeal	surprise	0.484	ijver
incident	surprise	0.477	incident
illumination	surprise	0.477	verlichting
chicane	surprise	0.477	chicane
sneeze	surprise	0.477	niezen
subversive	surprise	0.477	subversief
gawk	surprise	0.477	gawk
fortune	surprise	0.477	fortuin
strange	surprise	0.477	vreemd
dreadfully	surprise	0.477	vreselijk
unguarded	surprise	0.477	onbewaakt
prowl	surprise	0.469	sluipen
reversal	surprise	0.469	omkering
wizard	surprise	0.469	tovenaar
rapid	surprise	0.469	snel
leery	surprise	0.469	wantrouwend
break	surprise	0.461	pauze
slip	surprise	0.461	uitglijden
divergent	surprise	0.461	uiteenlopend
hilarious	surprise	0.461	hilarisch
coincidence	surprise	0.461	toeval
subito	surprise	0.461	subito
overestimate	surprise	0.453	overschatting
ordeal	surprise	0.453	beproeving
evanescence	surprise	0.453	vergankelijkheid
merriment	surprise	0.453	vrolijkheid
raffle	surprise	0.453	verloten
winning	surprise	0.453	winnen
wonderful	surprise	0.453	prachtig
hoax	surprise	0.453	hoax
confession	surprise	0.453	bekentenis
splendid	surprise	0.445	geweldig
stound	surprise	0.445	verbijsterend
perchance	surprise	0.445	misschien
excel	surprise	0.445	excelleren
enthusiast	surprise	0.445	liefhebber
gambling	surprise	0.445	gokken
feat	surprise	0.445	prestatie
laughter	surprise	0.445	gelach
brighten	surprise	0.438	opfleuren
unique	surprise	0.438	uniek
senseless	surprise	0.438	zinloos
changeable	surprise	0.438	veranderlijk
splendor	surprise	0.438	pracht
rapt	surprise	0.438	rapt
unintentional	surprise	0.438	onbedoeld
fascination	surprise	0.430	fascinatie
trepidation	surprise	0.430	opwinding
lawsuit	surprise	0.430	rechtszaak
gift	surprise	0.430	geschenk
stealthy	surprise	0.430	heimelijk
fiesta	surprise	0.430	feest
intrigue	surprise	0.430	intrigeren
delighted	surprise	0.430	verheugd
judgment	surprise	0.422	oordeel
stealth	surprise	0.422	heimelijkheid
enchant	surprise	0.422	betoveren
originality	surprise	0.422	originaliteit
riddle	surprise	0.422	raadsel
quicksilver	surprise	0.422	kwik
illegitimate	surprise	0.414	onwettig
experiment	surprise	0.414	experiment
elusive	surprise	0.414	onaantastbaar
syncope	surprise	0.414	syncope
liberation	surprise	0.414	bevrijding
spirits	surprise	0.414	geesten
perjury	surprise	0.414	meineed
veracity	surprise	0.414	waarheidsgetrouwheid
parade	surprise	0.406	optocht
applause	surprise	0.406	applaus
inspired	surprise	0.406	geïnspireerd
allure	surprise	0.406	verleiden
eager	surprise	0.406	gretig
gambler	surprise	0.406	gokker
fete	surprise	0.406	feest
divorce	surprise	0.398	scheiding
guess	surprise	0.398	Raad eens
princely	surprise	0.398	prinselijk
burlesque	surprise	0.398	burlesque
secrecy	surprise	0.398	geheimhouding
incontinence	surprise	0.391	incontinentie
peri	surprise	0.391	peri
cheerful	surprise	0.391	vrolijk
hermaphrodite	surprise	0.391	hermafrodiet
supremacy	surprise	0.391	suprematie
aspiration	surprise	0.391	aspiratie
buck	surprise	0.383	bok
lose	surprise	0.383	verliezen
cadaver	surprise	0.383	kadaver
crowning	surprise	0.383	bekroning
praiseworthy	surprise	0.383	lofwaardig
inheritance	surprise	0.383	erfenis
score	surprise	0.383	scoren
gulp	surprise	0.375	slok
camouflaged	surprise	0.375	gecamoufleerd
advance	surprise	0.375	voorschot
succeed	surprise	0.375	slagen
frisky	surprise	0.375	dartel
mystic	surprise	0.375	mysticus
compliment	surprise	0.375	compliment
hope	surprise	0.367	hoop
joker	surprise	0.367	grappenmaker
sparkle	surprise	0.367	fonkeling
excavation	surprise	0.367	uitgraving
sensual	surprise	0.367	sensueel
entertainment	surprise	0.359	amusement
feeling	surprise	0.359	gevoel
modify	surprise	0.352	bewerken
blessings	surprise	0.352	zegeningen
newcomer	surprise	0.352	nieuwkomer
obit	surprise	0.352	overlijden
postponement	surprise	0.352	uitstel
award	surprise	0.352	prijs
clown	surprise	0.352	clown
highest	surprise	0.344	hoogste
hero	surprise	0.344	held
glorify	surprise	0.344	verheerlijken
proficiency	surprise	0.344	vaardigheid
start	surprise	0.344	begin
wonderfully	surprise	0.344	wonderbaarlijk
celebrity	surprise	0.344	beroemdheid
rekindle	surprise	0.336	nieuw leven inblazen
optimism	surprise	0.336	optimisme
sanctify	surprise	0.336	heiligen
unbeaten	surprise	0.336	ongeslagen
prodigious	surprise	0.336	wonderbaarlijk
grin	surprise	0.336	grijns
memorable	surprise	0.336	gedenkwaardig
warned	surprise	0.336	waarschuwde
dissolution	surprise	0.336	ontbinding
hypertrophy	surprise	0.328	hypertrofie
admiration	surprise	0.328	bewondering
examination	surprise	0.320	inspectie
angel	surprise	0.320	engel
present	surprise	0.320	Cadeau
catch	surprise	0.320	vangst
hap	surprise	0.320	hap
saint	surprise	0.312	heilige
embrace	surprise	0.312	omarmen
flirt	surprise	0.312	flirt
puma	surprise	0.312	poema
kiss	surprise	0.312	kus
liberty	surprise	0.312	vrijheid
scrimmage	surprise	0.312	scrimmage
treat	surprise	0.312	traktatie
inaffable	surprise	0.312	onaantastbaar
occasional	surprise	0.312	af en toe
dismissal	surprise	0.312	ontslag
perfection	surprise	0.305	perfectie
saintly	surprise	0.305	heilig
gratify	surprise	0.305	bevredigen
generosity	surprise	0.305	vrijgevigheid
sally	surprise	0.305	Sally
palpable	surprise	0.297	zichtbaar
finally	surprise	0.297	Tenslotte
differently	surprise	0.297	anders
polarity	surprise	0.297	polariteit
ceremony	surprise	0.297	ceremonie
favorable	surprise	0.297	gunstig
larger	surprise	0.297	groter
warn	surprise	0.297	waarschuwen
medal	surprise	0.289	medaille
romance	surprise	0.289	romantiek
inviting	surprise	0.289	uitnodigend
greeting	surprise	0.289	groet
resignation	surprise	0.281	ontslag
accolade	surprise	0.281	accolade
labor	surprise	0.281	arbeid
candid	surprise	0.281	helder
trip	surprise	0.281	reis
stare	surprise	0.273	staren
admire	surprise	0.266	bewonderen
glimmer	surprise	0.266	glinsteren
playful	surprise	0.266	speels
somatic	surprise	0.266	somatisch
festival	surprise	0.266	festival
mimicry	surprise	0.266	mimicry
insolvency	surprise	0.266	insolventie
immerse	surprise	0.266	onderdompelen
invite	surprise	0.266	nodig uit
compensate	surprise	0.266	compenseren
receiving	surprise	0.258	ontvangen
complement	surprise	0.258	aanvulling
chuckle	surprise	0.258	grinniken
laugh	surprise	0.258	lachen
hypothesis	surprise	0.258	hypothese
honeymoon	surprise	0.250	huwelijksreis
opera	surprise	0.242	opera
pleasant	surprise	0.242	prettig
marry	surprise	0.242	trouwen
independence	surprise	0.242	onafhankelijkheid
chant	surprise	0.234	zingen
holiness	surprise	0.234	heiligheid
assessment	surprise	0.234	beoordeling
rhythmical	surprise	0.234	ritmisch
hopeful	surprise	0.234	hoopvol
leave	surprise	0.234	vertrekken
trophy	surprise	0.234	trofee
deal	surprise	0.227	overeenkomst
procession	surprise	0.227	processie
placard	surprise	0.227	aanplakbiljet
shopping	surprise	0.219	winkelen
musical	surprise	0.219	muzikaal
cherish	surprise	0.219	koesteren
good	surprise	0.219	goed
dawn	surprise	0.211	ochtendgloren
simplify	surprise	0.211	makkelijker maken
shell	surprise	0.211	schelp
morals	surprise	0.203	moraal
money	surprise	0.203	geld
nullify	surprise	0.203	tenietdoen
purity	surprise	0.203	zuiverheid
sweet	surprise	0.203	zoet
synchronize	surprise	0.195	synchroniseren
precious	surprise	0.195	kostbaar
humanitarian	surprise	0.195	humanitair
preservative	surprise	0.195	conserveermiddel
unfulfilled	surprise	0.195	onvervuld
obliging	surprise	0.188	gedienstig
singularly	surprise	0.188	enkelvoud
graduation	surprise	0.180	diploma uitreiking
foresee	surprise	0.180	voorzien
pray	surprise	0.180	bidden
lovely	surprise	0.180	lief
thirst	surprise	0.172	dorst
mouth	surprise	0.172	mond
youth	surprise	0.172	jeugd
sun	surprise	0.172	zon
art	surprise	0.172	kunst
goodness	surprise	0.164	goedheid
latent	surprise	0.156	latent
visor	surprise	0.156	vizier
overdue	surprise	0.156	achterstallig
practiced	surprise	0.156	geoefend
loyal	surprise	0.148	loyaal
expect	surprise	0.148	verwachten
wireless	surprise	0.148	draadloze
destination	surprise	0.148	bestemming
infant	surprise	0.141	zuigeling
cream	surprise	0.141	room
slush	surprise	0.141	sneeuwbrij
quote	surprise	0.141	citaat
playground	surprise	0.133	speelplaats
vote	surprise	0.125	stemmen
teach	surprise	0.125	leren
organization	surprise	0.125	organisatie
dolphin	surprise	0.117	dolfijn
weight	surprise	0.117	gewicht
smile	surprise	0.117	glimlach
sisterhood	surprise	0.109	zusterschap
cable	surprise	0.109	kabel
sunny	surprise	0.102	zonnig
steady	surprise	0.094	stabiel
peaceful	surprise	0.086	vredevol
spa	surprise	0.086	spa
leisure	surprise	0.086	vrije tijd
picnic	surprise	0.078	picknick
tree	surprise	0.078	boom
worm	surprise	0.055	worm
truthfulness	trust	0.906	waarheidsgetrouwheid
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	betrouwbaar
honor	trust	0.844	eer
honesty	trust	0.844	eerlijkheid
honest	trust	0.844	eerlijk
truth	trust	0.844	waarheid
truthful	trust	0.836	waarheidsgetrouw
trusting	trust	0.836	vertrouwen
brotherhood	trust	0.820	broederschap
entrust	trust	0.812	toevertrouwen
committed	trust	0.805	toegewijd
loyalty	trust	0.805	loyaliteit
integrity	trust	0.805	integriteit
honorable	trust	0.805	eervol
trust	trust	0.805	vertrouwen
credibility	trust	0.805	geloofwaardigheid
faithful	trust	0.797	trouw
sincere	trust	0.797	eerlijk
partnership	trust	0.789	vennootschap
responsible	trust	0.789	aansprakelijk
true	trust	0.789	WAAR
wisdom	trust	0.789	wijsheid
verification	trust	0.781	verificatie
cooperative	trust	0.781	coöperatief
vow	trust	0.781	gelofte
oath	trust	0.781	gelofte
respectable	trust	0.773	respectabel
sisterhood	trust	0.773	zusterschap
hero	trust	0.773	held
credible	trust	0.773	geloofwaardig
promise	trust	0.773	belofte
verified	trust	0.773	geverifieerd
qualified	trust	0.766	gekwalificeerd
authentication	trust	0.766	authenticatie
respected	trust	0.766	gerespecteerd
compassion	trust	0.759	medeleven
approval	trust	0.758	goedkeuring
moral	trust	0.758	Moreel
reliability	trust	0.758	betrouwbaarheid
trusts	trust	0.758	vertrouwd
safekeeping	trust	0.758	bewaring
reputable	trust	0.758	gerenommeerd
love	trust	0.758	liefde
friend	trust	0.750	vriend
stable	trust	0.750	stal
authentic	trust	0.750	authentiek
competence	trust	0.750	bevoegdheid
safeguard	trust	0.750	beschermen
companion	trust	0.750	metgezel
advised	trust	0.750	geadviseerd
respect	trust	0.750	respect
loyal	trust	0.750	loyaal
genuine	trust	0.750	oprecht
friendships	trust	0.750	vertrouwt op
ally	trust	0.750	steeg
proven	trust	0.742	bewezen
freedom	trust	0.742	vrijheid
respects	trust	0.742	respect
accepting	trust	0.742	vriendschappen
faith	trust	0.742	vertrouwen
wholesome	trust	0.742	gezond
heartfelt	trust	0.734	oprecht
unification	trust	0.734	eenwording
confirmation	trust	0.734	bevestiging
protecting	trust	0.734	beschermen
reassurance	trust	0.734	geruststelling
trustee	trust	0.734	vertrouwenspersoon
supporter	trust	0.734	supporter
respectful	trust	0.734	respectvol
admirable	trust	0.734	bewonderenswaardig
fact	trust	0.727	feit
friendship	trust	0.727	vriendschap
partners	trust	0.727	accepteren
confidentially	trust	0.727	vertrouwelijk
confident	trust	0.727	zelfverzekerd
equality	trust	0.727	gelijkwaardigheid
alliance	trust	0.727	alliantie
credential	trust	0.727	legitimatie
believing	trust	0.727	geloven
excellence	trust	0.727	uitmuntendheid
agreement	trust	0.727	overeenkomst
closeness	trust	0.719	nabijheid
authenticate	trust	0.719	authenticeren
virtuous	trust	0.719	deugdzaam
intelligence	trust	0.719	intelligentie-
kindred	trust	0.719	verwant
virtue	trust	0.719	deugd
honored	trust	0.719	geëerd
justice	trust	0.711	gerechtigheid
charitable	trust	0.711	liefdadigheid
determination	trust	0.711	bepaling
creditable	trust	0.711	verdienstelijk
consistency	trust	0.711	samenhang
allegiance	trust	0.711	loyaliteit
cooperation	trust	0.711	medewerking
guarantee	trust	0.711	garantie
dedication	trust	0.711	toewijding
straightforward	trust	0.711	rechtdoorzee
cooperating	trust	0.711	meewerkend
reliable	trust	0.703	betrouwbaar
nurture	trust	0.703	voeden
mother	trust	0.703	moeder
fulfilled	trust	0.703	vervuld
admiration	trust	0.703	bewondering
mentor	trust	0.703	mentor
guardianship	trust	0.703	voogdij
assurance	trust	0.703	zekerheid
morality	trust	0.703	moraliteit
motherhood	trust	0.703	moederschap
innocent	trust	0.703	onschuldig
reverence	trust	0.703	eerbied
sanctuary	trust	0.703	heiligdom
friendliness	trust	0.703	vriendelijkheid
prepared	trust	0.703	voorbereid
admire	trust	0.703	bewonderen
protected	trust	0.703	beschermd
proof	trust	0.703	een bewijs
bodyguard	trust	0.695	lijfwacht
skillful	trust	0.695	vaardig
marriage	trust	0.695	huwelijk
allied	trust	0.695	bondgenoot
morals	trust	0.695	moraal
humanitarian	trust	0.695	humanitair
pact	trust	0.695	pact
courage	trust	0.695	moed
accountable	trust	0.695	verantwoordelijk
agreeable	trust	0.695	aangenaam
united	trust	0.695	Verenigde
indestructible	trust	0.695	onverwoestbaar
approving	trust	0.695	goedkeuren
guardian	trust	0.695	voogd
compassionate	trust	0.695	medelijdend
scientist	trust	0.695	wetenschapper
certified	trust	0.695	gecertificeerd
pledge	trust	0.688	belofte
adviser	trust	0.688	adviseur
authenticity	trust	0.688	authenticiteit
understanding	trust	0.688	begrip
secure	trust	0.688	zeker
guidance	trust	0.688	de begeleiding
monogamy	trust	0.688	monogamie
valor	trust	0.688	moed
solidity	trust	0.688	stevigheid
perfection	trust	0.688	perfectie
believed	trust	0.688	geloofde
humanity	trust	0.688	de mensheid
justifiable	trust	0.688	gerechtvaardigd
competent	trust	0.688	bekwaam
esteem	trust	0.688	achting
protector	trust	0.680	beschermer
inspire	trust	0.680	inspireren
hope	trust	0.680	hoop
strongest	trust	0.680	partners
expertise	trust	0.680	expertise
humble	trust	0.680	nederig
indivisible	trust	0.680	ondeelbaar
official	trust	0.680	officieel
affirm	trust	0.680	bevestigen
familiarity	trust	0.680	bekendheid
confirmed	trust	0.680	bevestigd
diligence	trust	0.680	zorgvuldigheid
grandfather	trust	0.680	opa
advocacy	trust	0.680	belangenbehartiging
goodness	trust	0.680	goedheid
commendable	trust	0.680	prijzenswaardig
acceptance	trust	0.680	aanvaarding
diplomatic	trust	0.680	diplomatiek
leader	trust	0.680	leider
confide	trust	0.680	toevertrouwen
agreeing	trust	0.680	akkoord gaan
approve	trust	0.680	goedkeuren
professional	trust	0.680	professioneel
elders	trust	0.680	ouderlingen
confidential	trust	0.680	vertrouwelijk
faultless	trust	0.672	foutloos
believes	trust	0.672	geaccepteerd
sanctify	trust	0.672	heiligen
intelligent	trust	0.672	intelligent
safe	trust	0.672	veilig
accepted	trust	0.672	sterkste
dignity	trust	0.672	waardigheid
unwavering	trust	0.672	onwankelbaar
encyclopedia	trust	0.672	encyclopedie
mastery	trust	0.672	meesterschap
cohesive	trust	0.672	samenhangend
harmoniously	trust	0.672	harmonieus
benevolence	trust	0.672	welwillendheid
healing	trust	0.672	genezing
accredited	trust	0.672	geaccrediteerd
covenant	trust	0.672	verbond
accountability	trust	0.664	verantwoordelijkheid
team	trust	0.664	team
authority	trust	0.664	Gezag
heroic	trust	0.664	heldhaftig
reliance	trust	0.664	vertrouwen
expert	trust	0.664	deskundige
communicate	trust	0.664	communiceren
spiritual	trust	0.664	spiritueel
impeccable	trust	0.664	onberispelijk
specialist	trust	0.664	specialist
affirmatively	trust	0.664	bevestigend
proficient	trust	0.664	bekwaam
fulfillment	trust	0.664	vervulling
advocate	trust	0.664	pleiten voor
disciple	trust	0.664	discipel
attestation	trust	0.664	attestatie
merit	trust	0.664	verdienste
supporting	trust	0.664	ondersteunend
ambassador	trust	0.664	ambassadeur
guidebook	trust	0.664	gids
accept	trust	0.664	aanvaarden
strengthening	trust	0.661	versterking
holiness	trust	0.656	heiligheid
facts	trust	0.656	feiten
warranty	trust	0.656	garantie
strength	trust	0.656	kracht
relationship	trust	0.656	relatie
defended	trust	0.656	verdedigd
constancy	trust	0.656	standvastigheid
favorable	trust	0.656	gunstig
gentleman	trust	0.656	heer
counsel	trust	0.656	raad
scientific	trust	0.656	wetenschappelijk
structure	trust	0.656	structuur
elder	trust	0.656	ouderling
excellent	trust	0.656	uitstekend
achieve	trust	0.656	bereiken
steadfast	trust	0.656	standvastig
familiar	trust	0.656	bekend
proficiency	trust	0.656	vaardigheid
supports	trust	0.656	gelooft
counselor	trust	0.648	raadgever
lovable	trust	0.648	lief
advisable	trust	0.648	aan te raden
agreed	trust	0.648	overeengekomen
heroism	trust	0.648	heldhaftigheid
rely	trust	0.648	bouwen op
uphold	trust	0.648	handhaven
brother	trust	0.648	broer
matrimony	trust	0.648	huwelijk
assuredly	trust	0.648	zeker
peaceful	trust	0.648	vredevol
saint	trust	0.648	heilige
unconditionally	trust	0.648	accepteert
solidarity	trust	0.648	solidariteit
accepts	trust	0.648	ondersteunt
inspiration	trust	0.648	inspiratie
noble	trust	0.648	edele
successful	trust	0.648	succesvol
harmony	trust	0.648	harmonie
protective	trust	0.648	beschermend
competency	trust	0.648	competentie
comrade	trust	0.648	kameraad
academic	trust	0.648	academisch
assist	trust	0.648	helpen
worthy	trust	0.643	waardig
benefactor	trust	0.641	weldoener
credence	trust	0.641	geloofsovertuiging
confidence	trust	0.641	vertrouwen
relationships	trust	0.641	onvoorwaardelijk
ordained	trust	0.641	gewijd
legal	trust	0.641	legaal
champion	trust	0.641	kampioen
lawful	trust	0.641	wettig
durability	trust	0.641	duurzaamheid
judiciary	trust	0.641	rechterlijke macht
doctor	trust	0.641	dokter
loving	trust	0.641	liefdevol
assure	trust	0.641	verzekeren
establish	trust	0.641	vestigen
mamma	trust	0.641	mamma
kind	trust	0.641	vriendelijk
unity	trust	0.641	eenheid
conscientious	trust	0.641	nauwgezet
real	trust	0.641	echt
coexist	trust	0.641	naast elkaar bestaan
leading	trust	0.641	leidend
teacher	trust	0.641	docent
intimate	trust	0.634	intiem
brotherly	trust	0.633	broederlijk
physician	trust	0.633	arts
judicial	trust	0.633	gerechtelijk
saintly	trust	0.633	heilig
aspiration	trust	0.633	aspiratie
conscience	trust	0.633	geweten
therapeutic	trust	0.633	therapeutisch
fidelity	trust	0.633	trouw
soundness	trust	0.633	degelijkheid
important	trust	0.633	belangrijk
homage	trust	0.633	hulde
legitimacy	trust	0.633	legitimiteit
fortitude	trust	0.633	standvastigheid
deepest	trust	0.633	verhoudingen
approved	trust	0.633	goedgekeurd
courageous	trust	0.633	moedig
devotional	trust	0.633	devotionele
endorse	trust	0.633	aanbevelen
backbone	trust	0.633	ruggengraat
authorize	trust	0.633	toestemming geven
practiced	trust	0.633	geoefend
sanctification	trust	0.633	heiliging
hopeful	trust	0.633	hoopvol
convincing	trust	0.633	overtuigend
bless	trust	0.633	zegenen
angel	trust	0.625	engel
authorization	trust	0.625	autorisatie
assured	trust	0.625	verzekerd
purify	trust	0.625	zuiveren
caretaker	trust	0.625	conciërge
regard	trust	0.625	groet
profound	trust	0.625	diepgaand
achievement	trust	0.625	prestatie
evident	trust	0.625	evident
positivity	trust	0.625	positiviteit
communication	trust	0.625	communicatie
professorship	trust	0.625	hoogleraarschap
blessing	trust	0.625	zegening
beliefs	trust	0.625	diepste
encourage	trust	0.625	aanmoedigen
fireman	trust	0.625	brandweerman
majestic	trust	0.625	majestueus
civilized	trust	0.625	beschaafd
certify	trust	0.625	certificeren
wonderful	trust	0.625	prachtig
engaged	trust	0.625	betrokken
accurate	trust	0.625	nauwkeurig
approvement	trust	0.617	goedkeuring
optimism	trust	0.617	optimisme
planning	trust	0.617	planning
believer	trust	0.617	gelovige
advice	trust	0.617	het advies
commend	trust	0.617	complimenteren
gospel	trust	0.617	Evangelie
objective	trust	0.617	doelstelling
rational	trust	0.617	rationeel
cherish	trust	0.617	koesteren
constantly	trust	0.617	constant
haven	trust	0.617	toevluchtsoord
fundamental	trust	0.617	fundamenteel
bedrock	trust	0.617	fundament
accord	trust	0.617	overeenstemming
triumphant	trust	0.617	triomfantelijk
surety	trust	0.617	borg
testament	trust	0.617	testament
absolution	trust	0.617	absolutie
truce	trust	0.617	bestand
reassure	trust	0.617	geruststellen
appreciation	trust	0.617	waardering
qualities	trust	0.617	kwaliteiten
passionate	trust	0.617	gepassioneerd
good	trust	0.617	goed
unimpeachable	trust	0.617	onbetwistbaar
corroborate	trust	0.617	bevestigen
thoughtful	trust	0.617	attent
heroine	trust	0.617	heldin
teach	trust	0.617	leren
god	trust	0.617	god
attentive	trust	0.617	aandachtig
scripture	trust	0.609	geschrift
civilization	trust	0.609	beschaving
magnificence	trust	0.609	pracht
recommend	trust	0.609	adviseren
progression	trust	0.609	progressie
steward	trust	0.609	rentmeester
purification	trust	0.609	zuivering
patron	trust	0.609	patroon
praiseworthy	trust	0.609	lofwaardig
heal	trust	0.609	genezen
considerate	trust	0.609	attent
blessings	trust	0.609	zegeningen
mediator	trust	0.609	bemiddelaar
babysitter	trust	0.609	oppas
notary	trust	0.609	notaris
awareness	trust	0.609	bewustzijn
vetted	trust	0.609	overtuigingen
excel	trust	0.609	excelleren
happy	trust	0.609	Vrolijk
praise	trust	0.609	loven
brilliant	trust	0.609	briljant
liking	trust	0.609	leuk vinden
definitive	trust	0.609	definitief
comfort	trust	0.609	comfort
officer	trust	0.609	officier
peace	trust	0.602	vrede
serenity	trust	0.602	rust
unquestionable	trust	0.602	onbetwistbaar
embrace	trust	0.602	omarmen
identify	trust	0.602	identificeren
inspired	trust	0.602	geïnspireerd
steady	trust	0.602	stabiel
nun	trust	0.602	non
guarded	trust	0.602	bewaakt
symmetry	trust	0.602	symmetrie
mainstay	trust	0.602	steunpilaar
fulfill	trust	0.602	vervullen
humility	trust	0.602	nederigheid
helpful	trust	0.602	behulpzaam
transcendence	trust	0.602	transcendentie
unconditional	trust	0.602	onvoorwaardelijk
brave	trust	0.602	moedig
brighten	trust	0.602	opfleuren
experienced	trust	0.602	ervaren
enlightenment	trust	0.602	verlichting
sympathetic	trust	0.602	sympathiek
witness	trust	0.602	getuige
vigilant	trust	0.594	voorzichtig
ministry	trust	0.594	ministerie
admiral	trust	0.594	admiraal
vigilance	trust	0.594	waakzaamheid
depend	trust	0.594	afhangen
generosity	trust	0.594	vrijgevigheid
befriend	trust	0.594	bevriend raken met
complimentary	trust	0.594	gratis
assessment	trust	0.594	beoordeling
fairly	trust	0.594	eerlijk
enlighten	trust	0.594	verlichten
strengthen	trust	0.594	versterken
nurse	trust	0.594	verpleegster
endowment	trust	0.594	schenking
visionary	trust	0.594	visionair
praised	trust	0.594	geprezen
eminence	trust	0.594	eminentie
marry	trust	0.594	trouwen
generous	trust	0.594	genereus
gratitude	trust	0.594	dankbaarheid
sage	trust	0.594	verstandig
tranquility	trust	0.594	kalmte
openly	trust	0.594	openlijk
grant	trust	0.594	studiebeurs
spouse	trust	0.594	echtgenoot
philanthropic	trust	0.594	filantropisch
regent	trust	0.594	regentes
substantiate	trust	0.594	onderbouwen
commendation	trust	0.594	lof
council	trust	0.594	raad
efficient	trust	0.594	efficiënt
sweetheart	trust	0.589	Schatje
bylaw	trust	0.586	statuten
magnificent	trust	0.586	magnifiek
designation	trust	0.586	aanduiding
godly	trust	0.586	goddelijk
seniority	trust	0.586	anciënniteit
conservation	trust	0.586	behoud
educational	trust	0.586	leerzaam
rooted	trust	0.586	geworteld
inheritance	trust	0.586	erfenis
diplomacy	trust	0.586	diplomatie
mate	trust	0.586	maat
convince	trust	0.586	overtuigen
unfailing	trust	0.586	onfeilbaar
share	trust	0.586	deel
monk	trust	0.586	monnik
constitutional	trust	0.586	grondwettelijk
lovely	trust	0.586	lief
compliance	trust	0.586	naleving
attest	trust	0.586	getuigen
victory	trust	0.586	zege
serene	trust	0.586	sereen
checklist	trust	0.586	checklist
husbandry	trust	0.586	veeteelt
enjoying	trust	0.586	genieten van
revere	trust	0.586	eerbiedigen
tribe	trust	0.586	stam
meritorious	trust	0.586	verdienstelijk
joyful	trust	0.586	blij
delegate	trust	0.586	delegeren
helper	trust	0.586	helper
angelic	trust	0.586	engelachtig
ambition	trust	0.586	ambitie
father	trust	0.586	vader
acclaim	trust	0.586	toejuiching
testimony	trust	0.586	getuigenis
collectively	trust	0.586	collectief
sobriety	trust	0.586	soberheid
prestige	trust	0.586	prestige
firmness	trust	0.586	stevigheid
structural	trust	0.578	structureel
impartiality	trust	0.578	onpartijdigheid
navigator	trust	0.578	navigator
judge	trust	0.578	rechter
shelter	trust	0.578	schuilplaats
coexisting	trust	0.578	naast elkaar bestaan
unquestioned	trust	0.578	onbetwist
careful	trust	0.578	voorzichtig
obey	trust	0.578	gehoorzamen
professor	trust	0.578	professor
convinced	trust	0.578	overtuigd
communion	trust	0.578	gemeenschap
cheerfulness	trust	0.578	opgewektheid
inviting	trust	0.578	uitnodigend
irrefutable	trust	0.578	onweerlegbaar
commandant	trust	0.578	commandant
smile	trust	0.578	glimlach
authoritative	trust	0.578	gezaghebbend
philanthropist	trust	0.578	filantroop
legalized	trust	0.578	gelegaliseerd
adore	trust	0.578	dol zijn op
upright	trust	0.578	rechtop
revival	trust	0.578	opwekking
dutiful	trust	0.578	plichtsgetrouw
watchdog	trust	0.578	waakhond
apostle	trust	0.570	apostel
volunteers	trust	0.570	vrijwilligers
immaculate	trust	0.570	vlekkeloos
adhering	trust	0.570	aanhangen
unquestionably	trust	0.570	ongetwijfeld
advise	trust	0.570	adviseren
punctual	trust	0.570	punctueel
consult	trust	0.570	raadplegen
ordinance	trust	0.570	ordonnantie
complement	trust	0.570	aanvulling
modest	trust	0.570	bescheiden
everlasting	trust	0.570	eeuwigdurend
compass	trust	0.570	kompas
heavenly	trust	0.570	hemels
determinate	trust	0.570	bepalen
counsellor	trust	0.570	raadgever
abundance	trust	0.570	overvloed
guide	trust	0.570	gids
earned	trust	0.570	doorgelicht
pedigree	trust	0.570	stamboom
relative	trust	0.570	familielid
principal	trust	0.570	voornaam
plausible	trust	0.570	aannemelijk
collaborator	trust	0.570	medewerker
connective	trust	0.570	verbindend
corroboration	trust	0.570	bevestiging
insure	trust	0.570	verzekeren
pilot	trust	0.570	piloot
unequivocal	trust	0.570	ondubbelzinnig
matron	trust	0.570	matrone
cuddle	trust	0.570	knuffel
measured	trust	0.570	gemeten
fort	trust	0.562	fort
treasurer	trust	0.562	penningmeester
apostolic	trust	0.562	apostolisch
save	trust	0.562	opslaan
frankness	trust	0.562	openhartigheid
insight	trust	0.562	in zicht
admit	trust	0.562	geef toe
earn	trust	0.562	verdienen
remarkable	trust	0.562	opmerkelijk
strong	trust	0.562	krachtig
content	trust	0.562	inhoud
vitality	trust	0.562	vitaliteit
prize	trust	0.562	prijs
vigorous	trust	0.562	krachtig
congregation	trust	0.562	gemeente
uplift	trust	0.562	verheffen
spotless	trust	0.562	vlekkeloos
devout	trust	0.562	vroom
soothing	trust	0.562	geruststelling
miracle	trust	0.562	wonder
cohesion	trust	0.562	samenhang
lovemaking	trust	0.562	vrijen
curable	trust	0.562	geneesbaar
pleasant	trust	0.562	prettig
jury	trust	0.562	jury
pertinent	trust	0.562	relevant
succeeding	trust	0.562	slagen
concordance	trust	0.562	concordantie
jurist	trust	0.562	jurist
applaud	trust	0.562	applaudisseren
ordination	trust	0.562	wijding
compensate	trust	0.562	compenseren
patience	trust	0.555	geduld
mediate	trust	0.555	bemiddelen
coach	trust	0.555	coach
