English Word	Emotion	Emotion-Intensity-Score	Afrikaans Word
cutting	sadness	0.422	sny
cyst	sadness	0.422	sist
neuralgia	sadness	0.422	neuralgie
wrongdoing	sadness	0.422	oortreding
thief	sadness	0.422	dief
dispassionate	sadness	0.422	passieloos
beggar	sadness	0.422	bedelaar
unwelcome	sadness	0.422	onwelkom
rip	sadness	0.422	skeur
deviation	sadness	0.422	afwyking
jarring	sadness	0.422	skokkend
unequal	sadness	0.422	ongelyk
cardiomyopathy	sadness	0.422	kardiomiopatie
bad	sadness	0.422	sleg
scarce	sadness	0.422	skaars
insolvent	sadness	0.422	insolvent
falling	sadness	0.422	val
handicap	sadness	0.422	voorgee
difficulties	sadness	0.421	moeilikhede
invader	sadness	0.420	indringer
drab	sadness	0.420	vaal
fall	sadness	0.418	val
illegitimate	sadness	0.416	onwettig
expel	sadness	0.414	skors
meaningless	sadness	0.409	betekenisloos
darkness	sadness	0.409	duisternis
syncope	sadness	0.407	sinkopee
wildfire	sadness	0.406	veldbrand
enmity	sadness	0.406	vyandskap
feudalism	sadness	0.406	feodalisme
obnoxious	sadness	0.406	onaangenaam
subjected	sadness	0.406	onderwerp
confine	sadness	0.406	beperk
fury	sadness	0.406	woede
bitch	sadness	0.406	teef
darken	sadness	0.406	verdonker
precarious	sadness	0.406	onseker
hoax	sadness	0.406	klug
fault	sadness	0.406	fout
fatigued	sadness	0.406	moeg
stroke	sadness	0.406	beroerte
unsatisfied	sadness	0.405	ontevrede
spank	sadness	0.403	pak slae
sigh	sadness	0.402	sug
deluge	sadness	0.402	stortvloed
spinster	sadness	0.400	spinster
blue	sadness	0.400	blou
owing	sadness	0.398	verskuldig
needalife	sadness	0.398	needalife
pointless	sadness	0.394	nutteloos
embarrass	sadness	0.394	verleentheid
pitfall	sadness	0.394	slaggat
seriousness	sadness	0.394	erns
refused	sadness	0.391	geweier
cage	sadness	0.391	hok
noose	sadness	0.391	strop
punch	sadness	0.391	slaan
stretcher	sadness	0.391	draagbaar
monsoon	sadness	0.391	moesson
condescension	sadness	0.391	neerbuigend
reproach	sadness	0.391	verwyt
trickery	sadness	0.391	bedrog
rue	sadness	0.391	rue
inefficient	sadness	0.391	ondoeltreffende
dwarfed	sadness	0.391	verdwerg
ravenous	sadness	0.391	roofsugtige
feeble	sadness	0.391	swak
ineptitude	sadness	0.391	onbekwaamheid
ifonly	sadness	0.391	as dit maar so was
brute	sadness	0.391	brute
exhausted	sadness	0.391	uitgeput
daemon	sadness	0.391	daemoon
debt	sadness	0.391	skuld
banshee	sadness	0.391	banshee
coldness	sadness	0.391	koudheid
insulting	sadness	0.391	beledigend
subvert	sadness	0.384	ondermyn
jealousy	sadness	0.382	jaloesie
struggle	sadness	0.379	stryd
miss	sadness	0.379	mis
geriatric	sadness	0.379	geriatriese
inexcusable	sadness	0.379	onverskoonbaar
ashes	sadness	0.377	as
entangled	sadness	0.377	gekoek
descent	sadness	0.377	afkoms
funk	sadness	0.375	funk
wasting	sadness	0.375	mors
overcast	sadness	0.375	bewolk
exhaustion	sadness	0.375	uitputting
inferior	sadness	0.375	minderwaardig
disqualify	sadness	0.375	diskwalifiseer
sympathy	sadness	0.375	simpatie
prostitution	sadness	0.375	prostitusie
dispel	sadness	0.375	verdryf
slump	sadness	0.375	insinking
scar	sadness	0.375	litteken
goodbye	sadness	0.375	totsiens
landslide	sadness	0.375	grondverskuiwing
inconsiderate	sadness	0.375	onbedagsaam
parting	sadness	0.375	afskeid
blackness	sadness	0.375	swartheid
murky	sadness	0.375	troebel
noncompliance	sadness	0.375	nie-nakoming
sucks	sadness	0.375	suig
withdraw	sadness	0.375	onttrek
rabid	sadness	0.375	hondsdol
oust	sadness	0.375	verdryf
unattractive	sadness	0.373	onaantreklik
delay	sadness	0.373	vertraging
apologize	sadness	0.370	vra om verskoning
crazy	sadness	0.368	gek
bastard	sadness	0.366	bliksem
deteriorated	sadness	0.365	versleg
inter	sadness	0.364	inter
empty	sadness	0.364	leeg
mocking	sadness	0.363	spottend
adder	sadness	0.361	adder
misunderstanding	sadness	0.359	misverstand
fuss	sadness	0.359	bohaai
plaintive	sadness	0.359	klaende
servile	sadness	0.359	diensbaar
obesity	sadness	0.359	vetsug
disconnect	sadness	0.359	ontkoppel
tremor	sadness	0.359	bewing
flounder	sadness	0.359	bot
defendant	sadness	0.359	verweerder
unable	sadness	0.359	nie in staat
fainting	sadness	0.359	flou word
unemployed	sadness	0.359	werkloos
hunter	sadness	0.359	jagter
idiocy	sadness	0.359	idiosie
corse	sadness	0.359	corse
inefficiency	sadness	0.359	ondoeltreffendheid
lockup	sadness	0.359	sluit toe
consecration	sadness	0.359	toewyding
unsuccessful	sadness	0.359	onsuksesvol
arraignment	sadness	0.359	aanklag
fruitless	sadness	0.359	vrugteloos
numbness	sadness	0.359	gevoelloosheid
affront	sadness	0.359	beledig
hindering	sadness	0.359	belemmer
austere	sadness	0.359	streng
unpopular	sadness	0.359	ongewild
perpetrator	sadness	0.359	oortreder
wrangling	sadness	0.359	stryery
taunt	sadness	0.359	uittart
doubt	sadness	0.359	twyfel
unrest	sadness	0.351	onrus
intervention	sadness	0.348	ingryping
wimpy	sadness	0.348	wimpie
spoiler	sadness	0.348	bederf
waste	sadness	0.348	afval
absentee	sadness	0.348	afwesig
flaw	sadness	0.347	fout
litigate	sadness	0.344	litigeer
blindly	sadness	0.344	blindelings
militia	sadness	0.344	burgermag
lawsuit	sadness	0.344	regsgeding
uninvited	sadness	0.344	ongenooid
uninspired	sadness	0.344	ongeïnspireerd
furrow	sadness	0.344	voor
cumbersome	sadness	0.344	omslagtig
specter	sadness	0.344	spook
desert	sadness	0.344	woestyn
lagging	sadness	0.344	agterbly
attenuation	sadness	0.344	verswakking
forfeit	sadness	0.344	verbeur
plea	sadness	0.344	pleidooi
thrash	sadness	0.344	slaan
resigned	sadness	0.344	bedank het
detention	sadness	0.344	aanhouding
surgery	sadness	0.344	chirurgie
intercede	sadness	0.344	intree
stained	sadness	0.344	gevlek
unaccountable	sadness	0.339	ontoerekeningsvatbaar
myopia	sadness	0.339	miopie
mishap	sadness	0.338	ongeluk
probation	sadness	0.336	proef
severance	sadness	0.333	skeiding
disagreeing	sadness	0.333	nie saamstem nie
unacknowledged	sadness	0.328	onerken
dependence	sadness	0.328	afhanklikheid
unacceptable	sadness	0.328	onaanvaarbaar
leave	sadness	0.328	verlaat
bondage	sadness	0.328	slawerny
bacteria	sadness	0.328	bakterieë
sterile	sadness	0.328	steriel
adrift	sadness	0.328	dryf
endless	sadness	0.328	eindeloos
incompetent	sadness	0.328	onbevoeg
soreness	sadness	0.328	seerheid
nether	sadness	0.328	laer
nepotism	sadness	0.328	nepotisme
squall	sadness	0.328	storm
disallowed	sadness	0.328	nie toegelaat nie
scold	sadness	0.327	skel
flaccid	sadness	0.324	slap
hobo	sadness	0.323	boemelaar
fragile	sadness	0.319	broos
stingy	sadness	0.319	suinig
sue	sadness	0.318	dagvaar
scarcely	sadness	0.318	skaars
mistake	sadness	0.312	fout
committal	sadness	0.312	verbindend
nonsensical	sadness	0.312	onsinnige
inhibit	sadness	0.312	inhibeer
skid	sadness	0.312	gly
wan	sadness	0.312	wan
defy	sadness	0.312	trotseer
fatty	sadness	0.312	vetterig
clouded	sadness	0.312	vertroebel
ulcer	sadness	0.312	ulkus
nostalgia	sadness	0.312	nostalgie
evanescence	sadness	0.312	verdwyning
hamstring	sadness	0.312	dyspier
thresh	sadness	0.312	dors
conceal	sadness	0.311	verberg
blemish	sadness	0.310	gebrek
resisting	sadness	0.309	weerstand bied
sympathetic	sadness	0.307	simpatiek
bugaboo	sadness	0.304	boegoe
opium	sadness	0.303	opium
confess	sadness	0.303	bely
alas	sadness	0.302	helaas
mislead	sadness	0.297	mislei
suppress	sadness	0.297	onderdruk
inappropriate	sadness	0.297	onvanpas
discontinuity	sadness	0.297	diskontinuïteit
wrinkled	sadness	0.297	gerimpeld
dull	sadness	0.297	Dowwe
weak	sadness	0.297	swak
halting	sadness	0.297	stop
incompatible	sadness	0.297	onversoenbaar
migraine	sadness	0.297	migraine
subsidence	sadness	0.297	insakking
setback	sadness	0.297	terugslag
toocold	sadness	0.297	té koud
incase	sadness	0.297	ingeval
hermit	sadness	0.296	kluisenaar
moving	sadness	0.295	beweeg
shrink	sadness	0.295	krimp
shiver	sadness	0.291	ril
constraint	sadness	0.288	beperking
unimportant	sadness	0.288	onbelangrik
tramp	sadness	0.288	boemelaar
rubble	sadness	0.282	rommel
down	sadness	0.281	af
taint	sadness	0.281	smet
flop	sadness	0.281	flop
wearily	sadness	0.281	moeg
overdue	sadness	0.281	agterstallig
excluding	sadness	0.281	uitgesluit
confession	sadness	0.281	belydenis
grey	sadness	0.281	grys
senseless	sadness	0.281	sinneloos
unseat	sadness	0.281	ontsit
remove	sadness	0.281	verwyder
revoke	sadness	0.281	herroep
shortage	sadness	0.281	tekort
apathy	sadness	0.281	apatie
adverse	sadness	0.281	nadelig
negro	sadness	0.281	neger
timid	sadness	0.281	bedees
flinch	sadness	0.281	terugdeins
scrapie	sadness	0.281	skrapie
grumpy	sadness	0.281	knorrig
knell	sadness	0.275	kniel
throb	sadness	0.273	klop
confusion	sadness	0.273	verwarring
soldier	sadness	0.273	soldaat
jurisprudence	sadness	0.273	regspraak
humbled	sadness	0.273	verneder
gray	sadness	0.269	grys
lax	sadness	0.266	laks
mixedemotions	sadness	0.266	gemengde gevoelens
obstacle	sadness	0.266	hindernis
slur	sadness	0.266	slenter
unrealistic	sadness	0.266	onrealisties
drifted	sadness	0.266	gedryf het
leaving	sadness	0.266	vertrek
shack	sadness	0.266	hut
eternity	sadness	0.266	ewigheid
remiss	sadness	0.266	nalaat
inconvenient	sadness	0.263	ongerieflik
restrict	sadness	0.259	beperk
misrepresentation	sadness	0.259	wanvoorstelling
stagnant	sadness	0.259	stagnant
disservice	sadness	0.258	ondiens
wilderness	sadness	0.255	wildernis
nosun	sadness	0.255	noson
backwater	sadness	0.255	agterwater
tempest	sadness	0.250	storm
pine	sadness	0.250	denne
humbug	sadness	0.250	humbug
bang	sadness	0.250	Knal
speculation	sadness	0.250	spekulasie
labored	sadness	0.250	gearbei
incomplete	sadness	0.250	onvolledig
gullible	sadness	0.250	liggelowige
undying	sadness	0.250	onsterflik
anchorage	sadness	0.250	ankerplek
unexplained	sadness	0.250	onverklaarbaar
error	sadness	0.250	fout
wasteful	sadness	0.250	verkwistend
communism	sadness	0.250	kommunisme
uneducated	sadness	0.250	onopgevoed
melodrama	sadness	0.242	melodrama
demonstrative	sadness	0.242	demonstratief
rainyday	sadness	0.242	reënerige dag
necessity	sadness	0.236	noodsaaklikheid
boredom	sadness	0.235	verveling
foggy	sadness	0.234	mistig
sentence	sadness	0.234	vonnis
misty	sadness	0.234	mistig
cancel	sadness	0.234	kanselleer
void	sadness	0.234	nietig
cloudy	sadness	0.234	bewolk
blockade	sadness	0.234	blokkade
pale	sadness	0.234	bleek
trash	sadness	0.234	asblik
uninteresting	sadness	0.234	oninteressant
hollow	sadness	0.234	hol
healing	sadness	0.234	genesing
depart	sadness	0.234	vertrek
burke	sadness	0.234	burke
warp	sadness	0.234	warp
case	sadness	0.228	geval
rainy	sadness	0.227	reënerig
uninterested	sadness	0.223	ongeïnteresseerd
onerous	sadness	0.223	beswarende
bottom	sadness	0.223	onderkant
fasting	sadness	0.220	vas
boooo	sadness	0.219	boeo
dole	sadness	0.219	dole
pious	sadness	0.219	vroom
indifference	sadness	0.219	onverskilligheid
coping	sadness	0.219	hantering
discolored	sadness	0.219	verkleur
thirst	sadness	0.219	dors
blunder	sadness	0.219	fout
cocaine	sadness	0.218	kokaïen
tough	sadness	0.212	taai
revolution	sadness	0.203	rewolusie
hoary	sadness	0.203	grys
chilly	sadness	0.203	koel
sluggish	sadness	0.203	traag
yucky	sadness	0.203	yucky
fat	sadness	0.203	vet
lower	sadness	0.203	laer
sprain	sadness	0.203	verstuiting
chargeable	sadness	0.203	betaalbaar
arid	sadness	0.203	dor
wanting	sadness	0.202	verlang
progression	sadness	0.201	progressie
closure	sadness	0.195	sluiting
unbeaten	sadness	0.193	onoorwonne
rack	sadness	0.188	rek
halter	sadness	0.188	halter
rumor	sadness	0.188	gerug
tease	sadness	0.188	terg
invalid	sadness	0.188	ongeldig
cataract	sadness	0.188	katarak
meh	sadness	0.188	meh
heartfelt	sadness	0.188	hartlik
retirement	sadness	0.188	aftrede
splitting	sadness	0.188	splitsing
interrupted	sadness	0.188	onderbreek
oddity	sadness	0.188	vreemdheid
cold	sadness	0.188	koud
veal	sadness	0.188	kalfsvleis
concerned	sadness	0.184	betrokke
sarcasm	sadness	0.181	sarkasme
strip	sadness	0.179	strook
divided	sadness	0.172	verdeel
feeling	sadness	0.172	gevoel
overload	sadness	0.172	oorlading
sap	sadness	0.172	sap
memories	sadness	0.172	herinneringe
esteem	sadness	0.172	agting
cupping	sadness	0.172	koppie
eschew	sadness	0.172	vermy
destination	sadness	0.170	bestemming
nosnow	sadness	0.169	nosnou
limited	sadness	0.167	beperk
rain	sadness	0.163	reën
willful	sadness	0.160	moedswillig
untitled	sadness	0.157	titelloos
stint	sadness	0.156	stint
cross	sadness	0.156	kwaad
weeds	sadness	0.156	onkruid
pare	sadness	0.155	pare
snort	sadness	0.154	Snork
procession	sadness	0.152	optog
inconsequential	sadness	0.152	onbelangrik
tax	sadness	0.142	belasting
emo	sadness	0.141	emo
tolerate	sadness	0.141	verdra
mug	sadness	0.141	beker
overpriced	sadness	0.141	te duur
weight	sadness	0.141	gewig
touchy	sadness	0.140	raakvat
kennel	sadness	0.130	kennel
grounded	sadness	0.130	gegrond
unpaid	sadness	0.125	onbetaald
socialist	sadness	0.125	sosialistiese
meek	sadness	0.125	sagmoedig
clouds	sadness	0.125	wolke
margin	sadness	0.125	marge
theocratic	sadness	0.125	teokraties
stillness	sadness	0.125	stilte
sisterhood	sadness	0.125	susterskap
terrific	sadness	0.125	geweldig
commemorate	sadness	0.125	herdenk
late	sadness	0.125	laat
default	sadness	0.121	verstek
lace	sadness	0.118	kant
unpublished	sadness	0.116	ongepubliseer
interested	sadness	0.114	belangstel
fortress	sadness	0.110	vesting
lush	sadness	0.109	welig
harry	sadness	0.109	harry
ultimate	sadness	0.109	uiteindelike
priesthood	sadness	0.109	priesterskap
orchestra	sadness	0.109	orkes
rating	sadness	0.109	gradering
fleece	sadness	0.109	vag
sanctify	sadness	0.108	heilig
income	sadness	0.100	inkomste
winning	sadness	0.094	wen
boo	sadness	0.094	boe
quiet	sadness	0.094	stil
sonnet	sadness	0.094	sonnet
vainly	sadness	0.091	tevergeefs
hug	sadness	0.078	drukkie
opera	sadness	0.078	opera
humble	sadness	0.078	nederig
hut	sadness	0.078	hut
ovation	sadness	0.078	ovasie
wet	sadness	0.078	nat
motivating	sadness	0.078	motiverend
treat	sadness	0.076	behandel
hymn	sadness	0.064	gesang
honest	sadness	0.062	eerlik
relics	sadness	0.061	oorblyfsels
couch	sadness	0.060	rusbank
waffle	sadness	0.047	wafel
shell	sadness	0.045	dop
musical	sadness	0.045	musiekblyspel
savor	sadness	0.034	smul
napkin	sadness	0.031	servet
vote	sadness	0.031	stem
sing	sadness	0.017	sing
mother	sadness	0.016	ma
music	sadness	0.016	musiek
nutritious	sadness	0.015	voedsaam
lovely	sadness	0.009	lieflik
sweetheart	sadness	0.000	liefie
romance	sadness	0.000	romanse
liquor	sadness	0.000	drank
art	sadness	0.000	kuns
surprise	surprise	0.930	verras
explode	surprise	0.906	ontplof
flabbergast	surprise	0.906	verbaas
explosion	surprise	0.898	ontploffing
ambush	surprise	0.883	hinderlaag
explosive	surprise	0.883	plofstof
eruption	surprise	0.883	uitbarsting
surprisingly	surprise	0.875	verbasend genoeg
startle	surprise	0.875	skrik
shockingly	surprise	0.875	skokkend
frighten	surprise	0.875	skrik
surprised	surprise	0.867	verras
frightened	surprise	0.867	bang
surprising	surprise	0.867	verrassend
outburst	surprise	0.859	uitbarsting
thrilling	surprise	0.859	opwindende
miracle	surprise	0.859	wonderwerk
blast	surprise	0.852	ontploffing
astonishingly	surprise	0.852	verstommend
alarm	surprise	0.852	alarm
shock	surprise	0.844	skok
thunderstruck	surprise	0.844	donderslag
jolt	surprise	0.844	stoot
dazzle	surprise	0.836	verblind
bang	surprise	0.836	Knal
catastrophe	surprise	0.836	katastrofe
fright	surprise	0.836	skrik
unexpectedly	surprise	0.836	onverwags
startling	surprise	0.828	verbysterend
suddenly	surprise	0.828	skielik
emergency	surprise	0.828	noodgeval
bewilderment	surprise	0.828	verbystering
stunned	surprise	0.820	verstom
astound	surprise	0.820	verstom
jackpot	surprise	0.812	boerpot
earthquake	surprise	0.812	aardbewing
disaster	surprise	0.812	ramp
astonishment	surprise	0.805	verbasing
climax	surprise	0.805	klimaks
aghast	surprise	0.805	ontsteld
astonish	surprise	0.805	verstom
scare	surprise	0.797	skrik
awestruck	surprise	0.797	verstom
erupt	surprise	0.789	uitbars
bomb	surprise	0.789	bom
exclaim	surprise	0.789	uitroep
amazement	surprise	0.781	verbasing
abduction	surprise	0.773	ontvoering
alarming	surprise	0.773	kommerwekkend
detonate	surprise	0.773	ontplof
raid	surprise	0.773	klopjag
miraculous	surprise	0.773	wonderbaarlik
invade	surprise	0.773	inval
kidnap	surprise	0.766	ontvoer
unpredictable	surprise	0.758	onvoorspelbaar
stupefy	surprise	0.758	dom
dumfound	surprise	0.758	dumfound
overwhelming	surprise	0.758	oorweldigend
erratic	surprise	0.750	wisselvallig
unimaginable	surprise	0.750	ondenkbaar
accident	surprise	0.750	ongeluk
outrageous	surprise	0.750	verregaande
horror	surprise	0.742	gruwel
amaze	surprise	0.742	verstom
blitz	surprise	0.742	blits
bewilder	surprise	0.742	verbystering
flinch	surprise	0.742	terugdeins
petrify	surprise	0.742	versteen
wreck	surprise	0.742	wrak
slaughter	surprise	0.742	slagting
frenetic	surprise	0.734	freneties
crash	surprise	0.734	neerstort
frantic	surprise	0.734	woes
stupefaction	surprise	0.734	verwondering
excitement	surprise	0.734	opgewondenheid
riotous	surprise	0.727	oproerig
outcry	surprise	0.727	uitgeroep
vanished	surprise	0.727	verdwyn het
moonstruck	surprise	0.727	maan getref
sudden	surprise	0.727	skielik
awe	surprise	0.719	ontsag
scream	surprise	0.719	gil
breathless	surprise	0.719	asemloos
sabotage	surprise	0.719	sabotasie
shriek	surprise	0.719	gil
unanticipated	surprise	0.719	onverwags
bewildered	surprise	0.719	verbysterd
manslaughter	surprise	0.719	manslag
amazedness	surprise	0.719	verwondering
rupture	surprise	0.719	skeur
unexpected	surprise	0.711	onverwags
electrify	surprise	0.711	elektrifiseer
uncontrollable	surprise	0.711	onbeheerbaar
shot	surprise	0.711	geskiet
avalanche	surprise	0.711	stortvloed
gasp	surprise	0.711	hyg
stun	surprise	0.711	verstom
slam	surprise	0.703	klap
abrupt	surprise	0.703	skielik
intruder	surprise	0.703	indringer
unforeseen	surprise	0.703	onvoorsiene
suspense	surprise	0.703	spanning
devastation	surprise	0.703	verwoesting
surge	surprise	0.703	oplewing
excite	surprise	0.695	opgewonde maak
dumfounder	surprise	0.695	domstigter
yell	surprise	0.695	skree
unprecedented	surprise	0.695	ongekend
strike	surprise	0.695	staak
volatility	surprise	0.695	wisselvalligheid
urgent	surprise	0.695	dringend
stab	surprise	0.695	steek
disturbance	surprise	0.688	versteuring
carnage	surprise	0.688	bloedbad
incredible	surprise	0.688	ongelooflik
spectacular	surprise	0.688	skouspelagtige
thrill	surprise	0.680	opwinding
recklessness	surprise	0.680	roekeloosheid
clamor	surprise	0.680	geroep
monstrous	surprise	0.680	monsteragtig
slap	surprise	0.680	klap
inexplicable	surprise	0.672	onverklaarbaar
terrorist	surprise	0.672	terroris
exciting	surprise	0.672	opwindende
accidental	surprise	0.672	toevallig
accidentally	surprise	0.672	per ongeluk
striking	surprise	0.672	treffend
captivate	surprise	0.672	boei
exhilaration	surprise	0.672	opwinding
topple	surprise	0.664	omverwerp
dire	surprise	0.664	erg
revolution	surprise	0.664	rewolusie
volcano	surprise	0.664	vulkaan
freakish	surprise	0.664	freakish
revolt	surprise	0.656	opstand
bloodshed	surprise	0.656	bloedvergieting
sneak	surprise	0.656	sluip
unspeakable	surprise	0.656	onuitspreeklik
incendiary	surprise	0.656	aansteeklik
epidemic	surprise	0.648	epidemie
violent	surprise	0.648	gewelddadig
disruption	surprise	0.648	ontwrigting
amazingly	surprise	0.648	verbasend
mutiny	surprise	0.648	muitery
spellbound	surprise	0.648	betoverd
cyclone	surprise	0.648	sikloon
unsuspecting	surprise	0.648	niksvermoedend
attacking	surprise	0.648	aanval
unintended	surprise	0.648	onbedoelde
shout	surprise	0.641	skree
indescribable	surprise	0.641	onbeskryflik
tumult	surprise	0.641	rumoer
improvisation	surprise	0.641	improvisasie
wildfire	surprise	0.641	veldbrand
excitation	surprise	0.641	opwinding
screech	surprise	0.641	skree
enthusiasm	surprise	0.641	entoesiasme
uncertain	surprise	0.633	onseker
plunder	surprise	0.633	plunder
gape	surprise	0.633	gaps
treachery	surprise	0.633	verraad
agape	surprise	0.633	agape
anomaly	surprise	0.633	anomalie
presto	surprise	0.633	presto
apparition	surprise	0.633	verskyning
wonderment	surprise	0.625	verwondering
slaughtering	surprise	0.625	slagting
trick	surprise	0.625	truuk
mystery	surprise	0.625	misterie
murderous	surprise	0.625	moorddadig
distress	surprise	0.625	nood
sorcery	surprise	0.625	toorkuns
excited	surprise	0.625	opgewonde
tempest	surprise	0.625	storm
urgency	surprise	0.625	dringendheid
inimaginable	surprise	0.617	ondenkbaar
intrusive	surprise	0.617	opdringerig
quickness	surprise	0.617	spoed
intense	surprise	0.617	intens
trickery	surprise	0.617	bedrog
vanish	surprise	0.617	verdwyn
prank	surprise	0.617	grap
murder	surprise	0.617	moord
thief	surprise	0.609	dief
blindfold	surprise	0.609	blinddoek
unstable	surprise	0.609	onstabiel
strangle	surprise	0.609	wurg
coup	surprise	0.609	staatsgreep
magical	surprise	0.609	magies
shatter	surprise	0.609	verbrysel
splash	surprise	0.609	spat
stupor	surprise	0.602	stupor
inconceivable	surprise	0.602	ondenkbaar
betray	surprise	0.602	verraai
defy	surprise	0.602	trotseer
jubilee	surprise	0.602	jubileum
assail	surprise	0.602	aanval
deluge	surprise	0.602	stortvloed
tackle	surprise	0.602	aanpak
monstrosity	surprise	0.594	monstrositeit
lightning	surprise	0.594	weerlig
stupendous	surprise	0.594	wonderlik
shrill	surprise	0.594	skril
mishap	surprise	0.594	ongeluk
alerts	surprise	0.594	waarskuwings
mysterious	surprise	0.586	geheimsinnig
randomly	surprise	0.586	lukraak
wild	surprise	0.586	wild
deceit	surprise	0.586	bedrog
bonus	surprise	0.586	bonus
pitfall	surprise	0.586	slaggat
uncanny	surprise	0.586	ongelooflike
wondrous	surprise	0.586	wonderlik
premature	surprise	0.578	voortydig
stagger	surprise	0.578	wankel
rejoicing	surprise	0.578	jubel
godsend	surprise	0.578	uitkoms
jubilant	surprise	0.578	jubelend
electric	surprise	0.578	elektriese
raving	surprise	0.578	gaande
bizarre	surprise	0.578	bisarre
death	surprise	0.578	dood
fluke	surprise	0.578	gelukskoot
oddity	surprise	0.578	vreemdheid
dynamic	surprise	0.570	dinamies
dismay	surprise	0.570	ontsteltenis
revenge	surprise	0.570	wraak
nefarious	surprise	0.562	onheilspellend
fascinate	surprise	0.562	bekoor
jerk	surprise	0.562	ruk
ecstatic	surprise	0.562	ekstaties
reward	surprise	0.562	beloning
uncover	surprise	0.562	ontbloot
reappear	surprise	0.562	weer verskyn
zany	surprise	0.555	gaaf
whim	surprise	0.555	gril
thaumaturgy	surprise	0.555	thaumaturgie
conjure	surprise	0.555	toor
crescendo	surprise	0.555	crescendo
rescue	surprise	0.547	redding
daze	surprise	0.547	verdwaas
heroism	surprise	0.547	heldhaftigheid
illuminate	surprise	0.547	verlig
winner	surprise	0.547	wenner
ejaculation	surprise	0.547	ejakulasie
thwart	surprise	0.547	stuit
rarity	surprise	0.547	rariteit
unbridled	surprise	0.547	ongebreidelde
tantalizing	surprise	0.547	prikkelend
punch	surprise	0.539	slaan
cheer	surprise	0.539	jubel
treason	surprise	0.539	verraad
violation	surprise	0.539	oortreding
celebration	surprise	0.539	viering
illusion	surprise	0.539	illusie
marvel	surprise	0.539	bewonder
lucky	surprise	0.539	gelukkig
lunge	surprise	0.539	uitval
interrupt	surprise	0.539	onderbreek
insult	surprise	0.539	belediging
concealed	surprise	0.531	versteek
snag	surprise	0.531	haakplek
sensation	surprise	0.531	sensasie
banger	surprise	0.531	banger
fearfully	surprise	0.531	vreesbevange
affront	surprise	0.531	beledig
jest	surprise	0.531	grap
undiscovered	surprise	0.523	onontdekte
liberate	surprise	0.523	bevry
veer	surprise	0.523	veer
abandonment	surprise	0.523	verlating
immediacy	surprise	0.523	onmiddellikheid
improvise	surprise	0.523	improviseer
victimized	surprise	0.523	geviktimiseer
scorpion	surprise	0.523	skerpioen
majestic	surprise	0.523	majestueus
wonder	surprise	0.523	wonder
rejoice	surprise	0.523	jubel
tickle	surprise	0.516	kielie
chance	surprise	0.516	kans
yelp	surprise	0.516	gil
howl	surprise	0.516	huil
stealthily	surprise	0.516	stiekem
unintentionally	surprise	0.508	onbedoeld
magnificent	surprise	0.508	manjifiek
reflex	surprise	0.508	refleks
garish	surprise	0.508	glansryk
transcendence	surprise	0.508	transendensie
rave	surprise	0.508	rave
luck	surprise	0.508	geluk
swerve	surprise	0.508	uitswaai
pop	surprise	0.508	pop
enliven	surprise	0.500	verlewendig
slayer	surprise	0.500	moordenaar
remarkable	surprise	0.500	merkwaardig
infrequent	surprise	0.500	selde
pang	surprise	0.500	pang
erotic	surprise	0.500	eroties
misbehavior	surprise	0.500	wangedrag
diversion	surprise	0.500	afleiding
heroic	surprise	0.500	heldhaftig
alertness	surprise	0.500	waaksaamheid
marvelous	surprise	0.500	wonderlike
fainting	surprise	0.500	flou word
embarrassment	surprise	0.500	verleentheid
nab	surprise	0.492	nab
birthday	surprise	0.492	verjaarsdag
camouflage	surprise	0.492	kamoeflering
unutterable	surprise	0.492	onuitspreeklik
chimera	surprise	0.492	chimera
trump	surprise	0.492	troef
decoy	surprise	0.492	lokmiddel
infarct	surprise	0.492	infarkt
greatness	surprise	0.492	grootheid
exigent	surprise	0.492	dringend
prick	surprise	0.484	prik
variable	surprise	0.484	veranderlike
curiosity	surprise	0.484	nuuskierigheid
daemon	surprise	0.484	daemoon
inexpressible	surprise	0.484	onuitspreeklik
magician	surprise	0.484	towenaar
underestimate	surprise	0.484	onderskat
fanfare	surprise	0.484	fanfare
horde	surprise	0.484	horde
zeal	surprise	0.484	ywer
incident	surprise	0.477	voorval
illumination	surprise	0.477	verligting
chicane	surprise	0.477	chicane
sneeze	surprise	0.477	nies
subversive	surprise	0.477	ondermynend
gawk	surprise	0.477	gaak
fortune	surprise	0.477	fortuin
strange	surprise	0.477	vreemde
dreadfully	surprise	0.477	vreeslik
unguarded	surprise	0.477	onbewaak
prowl	surprise	0.469	rondswerf
reversal	surprise	0.469	ommekeer
wizard	surprise	0.469	towenaar
rapid	surprise	0.469	vinnig
leery	surprise	0.469	wantrouig
break	surprise	0.461	breek
slip	surprise	0.461	glip
divergent	surprise	0.461	uiteenlopende
hilarious	surprise	0.461	skreeusnaakse
coincidence	surprise	0.461	toeval
subito	surprise	0.461	subito
overestimate	surprise	0.453	oorskat
ordeal	surprise	0.453	beproewing
evanescence	surprise	0.453	verdwyning
merriment	surprise	0.453	vrolikheid
raffle	surprise	0.453	tombola
winning	surprise	0.453	wen
wonderful	surprise	0.453	wonderlik
hoax	surprise	0.453	klug
confession	surprise	0.453	belydenis
splendid	surprise	0.445	pragtig
stound	surprise	0.445	staande
perchance	surprise	0.445	moontlik
