English Word	Emotion	Emotion-Intensity-Score	Spanish Word
refused	sadness	0.391	rechazado
cage	sadness	0.391	jaula
noose	sadness	0.391	nudo corredizo
punch	sadness	0.391	puñetazo
stretcher	sadness	0.391	camilla
monsoon	sadness	0.391	monzón
condescension	sadness	0.391	condescendencia
reproach	sadness	0.391	reproche
trickery	sadness	0.391	astucia
rue	sadness	0.391	ruda
inefficient	sadness	0.391	ineficiente
dwarfed	sadness	0.391	enano
ravenous	sadness	0.391	voraz
feeble	sadness	0.391	débil
ineptitude	sadness	0.391	ineptitud
ifonly	sadness	0.391	si solo
brute	sadness	0.391	bruto
exhausted	sadness	0.391	exhausto
daemon	sadness	0.391	demonio
debt	sadness	0.391	deuda
banshee	sadness	0.391	alma en pena
coldness	sadness	0.391	frialdad
insulting	sadness	0.391	insultante
subvert	sadness	0.384	subvertir
jealousy	sadness	0.382	celos
struggle	sadness	0.379	dificil
miss	sadness	0.379	señorita
geriatric	sadness	0.379	geriátrico
inexcusable	sadness	0.379	inexcusable
ashes	sadness	0.377	cenizas
entangled	sadness	0.377	enredado
descent	sadness	0.377	descendencia
funk	sadness	0.375	canguelo
wasting	sadness	0.375	debilitante
overcast	sadness	0.375	nublado
exhaustion	sadness	0.375	agotamiento
inferior	sadness	0.375	inferior
disqualify	sadness	0.375	descalificar
sympathy	sadness	0.375	compasión
prostitution	sadness	0.375	prostitución
dispel	sadness	0.375	disipar
slump	sadness	0.375	depresión
scar	sadness	0.375	cicatriz
goodbye	sadness	0.375	adiós
landslide	sadness	0.375	deslizamiento de tierra
inconsiderate	sadness	0.375	desconsiderado
parting	sadness	0.375	de despedida
blackness	sadness	0.375	negrura
murky	sadness	0.375	turbio
noncompliance	sadness	0.375	incumplimiento
sucks	sadness	0.375	apesta
withdraw	sadness	0.375	retirar
rabid	sadness	0.375	rabioso
oust	sadness	0.375	expulsar
unattractive	sadness	0.373	no atractivo
delay	sadness	0.373	demora
apologize	sadness	0.370	disculparse
crazy	sadness	0.368	loca
bastard	sadness	0.366	bastardo
deteriorated	sadness	0.365	deteriorado
inter	sadness	0.364	enterrar
empty	sadness	0.364	vacío
mocking	sadness	0.363	burlón
adder	sadness	0.361	sumador
misunderstanding	sadness	0.359	malentendido
fuss	sadness	0.359	escándalo
plaintive	sadness	0.359	lastimero
servile	sadness	0.359	servil
obesity	sadness	0.359	obesidad
disconnect	sadness	0.359	desconectar
tremor	sadness	0.359	temblor
flounder	sadness	0.359	platija
defendant	sadness	0.359	acusado
unable	sadness	0.359	incapaz
fainting	sadness	0.359	desmayo
unemployed	sadness	0.359	desempleados
hunter	sadness	0.359	cazador
idiocy	sadness	0.359	idiotez
corse	sadness	0.359	corso
inefficiency	sadness	0.359	ineficacia
lockup	sadness	0.359	cárcel
consecration	sadness	0.359	consagración
unsuccessful	sadness	0.359	fracasado
arraignment	sadness	0.359	acusación
fruitless	sadness	0.359	infructuoso
numbness	sadness	0.359	entumecimiento
affront	sadness	0.359	afrenta
hindering	sadness	0.359	estorbador
austere	sadness	0.359	austero
unpopular	sadness	0.359	impopular
perpetrator	sadness	0.359	autor
wrangling	sadness	0.359	discutiendo
taunt	sadness	0.359	pulla
doubt	sadness	0.359	duda
unrest	sadness	0.351	agitación
intervention	sadness	0.348	intervención
wimpy	sadness	0.348	debilucho
spoiler	sadness	0.348	revelación
waste	sadness	0.348	desperdicio
absentee	sadness	0.348	ausente
flaw	sadness	0.347	falla
litigate	sadness	0.344	litigar
blindly	sadness	0.344	a ciegas
militia	sadness	0.344	milicia
lawsuit	sadness	0.344	demanda judicial
uninvited	sadness	0.344	no invitado
uninspired	sadness	0.344	no inspirado
furrow	sadness	0.344	surco
cumbersome	sadness	0.344	incómodo
specter	sadness	0.344	espectro
desert	sadness	0.344	Desierto
lagging	sadness	0.344	rezagado
attenuation	sadness	0.344	atenuación
forfeit	sadness	0.344	perder
plea	sadness	0.344	petición
thrash	sadness	0.344	movimiento de piernas
resigned	sadness	0.344	renunciar
detention	sadness	0.344	detención
surgery	sadness	0.344	cirugía
intercede	sadness	0.344	interceder
stained	sadness	0.344	manchado
unaccountable	sadness	0.339	inexplicable
myopia	sadness	0.339	miopía
mishap	sadness	0.338	percance
probation	sadness	0.336	libertad condicional
severance	sadness	0.333	ruptura
disagreeing	sadness	0.333	en desacuerdo
unacknowledged	sadness	0.328	no reconocido
dependence	sadness	0.328	dependencia
unacceptable	sadness	0.328	inaceptable
leave	sadness	0.328	abandonar
bondage	sadness	0.328	esclavitud
bacteria	sadness	0.328	bacterias
sterile	sadness	0.328	estéril
adrift	sadness	0.328	a la deriva
endless	sadness	0.328	sin fin
incompetent	sadness	0.328	incompetente
soreness	sadness	0.328	dolor
nether	sadness	0.328	inferior
nepotism	sadness	0.328	nepotismo
squall	sadness	0.328	chubasco
disallowed	sadness	0.328	no permitido
scold	sadness	0.327	regañar
flaccid	sadness	0.324	flácido
hobo	sadness	0.323	obrero temporal
fragile	sadness	0.319	frágil
stingy	sadness	0.319	tacaño
sue	sadness	0.318	demandar
scarcely	sadness	0.318	apenas
mistake	sadness	0.312	error
committal	sadness	0.312	compromiso
nonsensical	sadness	0.312	absurdo
inhibit	sadness	0.312	inhibir
skid	sadness	0.312	patinar
wan	sadness	0.312	pálido
defy	sadness	0.312	desafiar
fatty	sadness	0.312	graso
clouded	sadness	0.312	nublado
ulcer	sadness	0.312	úlcera
nostalgia	sadness	0.312	nostalgia
evanescence	sadness	0.312	evanescencia
hamstring	sadness	0.312	tendón de la corva
thresh	sadness	0.312	trillar
conceal	sadness	0.311	encubrir
blemish	sadness	0.310	defecto
resisting	sadness	0.309	resistiendo
sympathetic	sadness	0.307	simpático
bugaboo	sadness	0.304	pesadilla
opium	sadness	0.303	opio
confess	sadness	0.303	confesar
alas	sadness	0.302	Pobre de mí
mislead	sadness	0.297	engañar
suppress	sadness	0.297	reprimir
inappropriate	sadness	0.297	inadecuado
discontinuity	sadness	0.297	discontinuidad
wrinkled	sadness	0.297	arrugado
dull	sadness	0.297	tedioso
weak	sadness	0.297	débil
halting	sadness	0.297	vacilante
incompatible	sadness	0.297	incompatible
migraine	sadness	0.297	migraña
subsidence	sadness	0.297	hundimiento
setback	sadness	0.297	retrasar
toocold	sadness	0.297	muy frío
incase	sadness	0.297	en caso
hermit	sadness	0.296	ermitaño
moving	sadness	0.295	Moviente
shrink	sadness	0.295	encogerse
shiver	sadness	0.291	temblar
constraint	sadness	0.288	restricción
unimportant	sadness	0.288	sin importancia
tramp	sadness	0.288	vagabundo
rubble	sadness	0.282	escombros
down	sadness	0.281	abajo
taint	sadness	0.281	mancha
flop	sadness	0.281	fracaso
wearily	sadness	0.281	con cansancio
overdue	sadness	0.281	atrasado
excluding	sadness	0.281	Excluyendo
confession	sadness	0.281	confesión
grey	sadness	0.281	gris
senseless	sadness	0.281	sin sentido
unseat	sadness	0.281	estar a pie
remove	sadness	0.281	retirar
revoke	sadness	0.281	revocar
shortage	sadness	0.281	escasez
apathy	sadness	0.281	apatía
adverse	sadness	0.281	adverso
negro	sadness	0.281	negro
timid	sadness	0.281	tímido
flinch	sadness	0.281	retroceder
scrapie	sadness	0.281	tembladera
grumpy	sadness	0.281	gruñón
knell	sadness	0.275	toque de difuntos
throb	sadness	0.273	palpitar
confusion	sadness	0.273	confusión
soldier	sadness	0.273	soldado
jurisprudence	sadness	0.273	jurisprudencia
humbled	sadness	0.273	humillado
gray	sadness	0.269	gris
lax	sadness	0.266	flojo
mixedemotions	sadness	0.266	emociones mezcladas
obstacle	sadness	0.266	obstáculo
slur	sadness	0.266	calumnia
unrealistic	sadness	0.266	poco realista
drifted	sadness	0.266	desviado
leaving	sadness	0.266	partida
shack	sadness	0.266	choza
eternity	sadness	0.266	eternidad
remiss	sadness	0.266	descuidado
inconvenient	sadness	0.263	inconveniente
restrict	sadness	0.259	restringir
misrepresentation	sadness	0.259	tergiversación
stagnant	sadness	0.259	estancado
disservice	sadness	0.258	deservicio
wilderness	sadness	0.255	desierto
nosun	sadness	0.255	nosun
backwater	sadness	0.255	remanso
tempest	sadness	0.250	tempestad
pine	sadness	0.250	pino
humbug	sadness	0.250	farsante
bang	sadness	0.250	estallido
speculation	sadness	0.250	especulación
labored	sadness	0.250	trabajado
incomplete	sadness	0.250	incompleto
gullible	sadness	0.250	crédulo
undying	sadness	0.250	eterno
anchorage	sadness	0.250	anclaje
unexplained	sadness	0.250	inexplicable
error	sadness	0.250	error
wasteful	sadness	0.250	antieconómico
communism	sadness	0.250	comunismo
uneducated	sadness	0.250	deseducado
melodrama	sadness	0.242	melodrama
demonstrative	sadness	0.242	demostrativo
rainyday	sadness	0.242	día lluvioso
necessity	sadness	0.236	necesidad
boredom	sadness	0.235	aburrimiento
foggy	sadness	0.234	nublado
sentence	sadness	0.234	frase
misty	sadness	0.234	brumoso
cancel	sadness	0.234	cancelar
void	sadness	0.234	vacío
cloudy	sadness	0.234	nuboso
blockade	sadness	0.234	bloqueo
pale	sadness	0.234	pálido
trash	sadness	0.234	basura
uninteresting	sadness	0.234	poco interesante
hollow	sadness	0.234	hueco
healing	sadness	0.234	cicatrización
depart	sadness	0.234	salir
burke	sadness	0.234	Burke
warp	sadness	0.234	deformación
case	sadness	0.228	caso
rainy	sadness	0.227	lluvioso
uninterested	sadness	0.223	desinteresado
onerous	sadness	0.223	oneroso
bottom	sadness	0.223	abajo
fasting	sadness	0.220	ayuno
boooo	sadness	0.219	boooo
dole	sadness	0.219	limosna
pious	sadness	0.219	piadoso
indifference	sadness	0.219	indiferencia
coping	sadness	0.219	albardilla
discolored	sadness	0.219	descolorado
thirst	sadness	0.219	sed
blunder	sadness	0.219	torpeza
cocaine	sadness	0.218	cocaína
tough	sadness	0.212	pese
revolution	sadness	0.203	revolución
hoary	sadness	0.203	canoso
chilly	sadness	0.203	frío
sluggish	sadness	0.203	lento
yucky	sadness	0.203	asqueroso
fat	sadness	0.203	grasa
lower	sadness	0.203	más bajo
sprain	sadness	0.203	esguince
chargeable	sadness	0.203	cobrable
arid	sadness	0.203	árido
wanting	sadness	0.202	falto
progression	sadness	0.201	progresión
closure	sadness	0.195	cierre
unbeaten	sadness	0.193	invicto
rack	sadness	0.188	estante
halter	sadness	0.188	cabestro
rumor	sadness	0.188	rumor
tease	sadness	0.188	fastidiar
invalid	sadness	0.188	inválido
cataract	sadness	0.188	catarata
meh	sadness	0.188	bueno
heartfelt	sadness	0.188	sentido
retirement	sadness	0.188	Jubilación
splitting	sadness	0.188	terrible
interrupted	sadness	0.188	interrumpido
oddity	sadness	0.188	rareza
cold	sadness	0.188	frío
veal	sadness	0.188	ternera
concerned	sadness	0.184	preocupado
sarcasm	sadness	0.181	sarcasmo
strip	sadness	0.179	banda
divided	sadness	0.172	dividido
feeling	sadness	0.172	sentimiento
overload	sadness	0.172	sobrecarga
sap	sadness	0.172	savia
memories	sadness	0.172	recuerdos
esteem	sadness	0.172	estima
cupping	sadness	0.172	utilización de tazas
eschew	sadness	0.172	evitar
destination	sadness	0.170	destino
nosnow	sadness	0.169	sin nieve
limited	sadness	0.167	limitado
rain	sadness	0.163	lluvia
willful	sadness	0.160	deliberado
untitled	sadness	0.157	intitulado
stint	sadness	0.156	escatimar
cross	sadness	0.156	cruz
weeds	sadness	0.156	malas hierbas
pare	sadness	0.155	cortar
snort	sadness	0.154	bufido
procession	sadness	0.152	procesión
inconsequential	sadness	0.152	inconsecuente
tax	sadness	0.142	impuesto
emo	sadness	0.141	emo
tolerate	sadness	0.141	tolerar
mug	sadness	0.141	tazón
overpriced	sadness	0.141	caro
weight	sadness	0.141	peso
touchy	sadness	0.140	quisquilloso
kennel	sadness	0.130	perrera
grounded	sadness	0.130	conectado a tierra
unpaid	sadness	0.125	no pagado
socialist	sadness	0.125	socialista
meek	sadness	0.125	manso
clouds	sadness	0.125	nubes
margin	sadness	0.125	margen
theocratic	sadness	0.125	teocrático
stillness	sadness	0.125	quietud
sisterhood	sadness	0.125	hermandad
terrific	sadness	0.125	fantástico
commemorate	sadness	0.125	conmemorar
late	sadness	0.125	tarde
default	sadness	0.121	defecto
lace	sadness	0.118	cordón
unpublished	sadness	0.116	inédito
interested	sadness	0.114	interesado
fortress	sadness	0.110	fortaleza
lush	sadness	0.109	lozano
harry	sadness	0.109	Harry
ultimate	sadness	0.109	último
priesthood	sadness	0.109	sacerdocio
orchestra	sadness	0.109	orquesta
rating	sadness	0.109	clasificación
fleece	sadness	0.109	lana
sanctify	sadness	0.108	santificar
income	sadness	0.100	ingreso
winning	sadness	0.094	victorioso
boo	sadness	0.094	abucheo
quiet	sadness	0.094	tranquilo
sonnet	sadness	0.094	soneto
vainly	sadness	0.091	vanamente
hug	sadness	0.078	abrazo
opera	sadness	0.078	ópera
humble	sadness	0.078	humilde
hut	sadness	0.078	cabaña
ovation	sadness	0.078	ovación
wet	sadness	0.078	mojado
motivating	sadness	0.078	motivador
treat	sadness	0.076	tratar
hymn	sadness	0.064	himno
honest	sadness	0.062	honesto
relics	sadness	0.061	reliquias
couch	sadness	0.060	sofá
waffle	sadness	0.047	gofre
shell	sadness	0.045	caparazón
musical	sadness	0.045	musical
savor	sadness	0.034	saborear
napkin	sadness	0.031	servilleta
vote	sadness	0.031	votar
sing	sadness	0.017	cantar
mother	sadness	0.016	madre
music	sadness	0.016	música
nutritious	sadness	0.015	nutritivo
lovely	sadness	0.009	hermoso
sweetheart	sadness	0.000	cariño
romance	sadness	0.000	romance
liquor	sadness	0.000	espíritu
art	sadness	0.000	Arte
surprise	surprise	0.930	sorpresa
explode	surprise	0.906	explotar
flabbergast	surprise	0.906	asombrar
explosion	surprise	0.898	explosión
ambush	surprise	0.883	emboscada
explosive	surprise	0.883	explosivo
eruption	surprise	0.883	erupción
surprisingly	surprise	0.875	asombrosamente
startle	surprise	0.875	asustar
shockingly	surprise	0.875	espantosamente
frighten	surprise	0.875	asustar
surprised	surprise	0.867	sorprendido
frightened	surprise	0.867	atemorizado
surprising	surprise	0.867	sorprendente
outburst	surprise	0.859	explosión
thrilling	surprise	0.859	emocionante
miracle	surprise	0.859	milagro
blast	surprise	0.852	explosión
astonishingly	surprise	0.852	asombrosamente
alarm	surprise	0.852	alarma
shock	surprise	0.844	choque
thunderstruck	surprise	0.844	atónito
jolt	surprise	0.844	sacudida
dazzle	surprise	0.836	deslumbrar
bang	surprise	0.836	estallido
catastrophe	surprise	0.836	catástrofe
fright	surprise	0.836	susto
unexpectedly	surprise	0.836	inesperadamente
startling	surprise	0.828	alarmante
suddenly	surprise	0.828	de repente
emergency	surprise	0.828	emergencia
bewilderment	surprise	0.828	desconcierto
stunned	surprise	0.820	aturdido
astound	surprise	0.820	asombrar
jackpot	surprise	0.812	bote
earthquake	surprise	0.812	terremoto
disaster	surprise	0.812	desastre
astonishment	surprise	0.805	asombro
climax	surprise	0.805	clímax
aghast	surprise	0.805	espantado
astonish	surprise	0.805	asombrar
scare	surprise	0.797	susto
awestruck	surprise	0.797	atemorizado
erupt	surprise	0.789	estallar
bomb	surprise	0.789	bomba
exclaim	surprise	0.789	exclamar
amazement	surprise	0.781	asombro
abduction	surprise	0.773	secuestro
alarming	surprise	0.773	alarmante
detonate	surprise	0.773	detonar
raid	surprise	0.773	Redada
miraculous	surprise	0.773	milagroso
invade	surprise	0.773	invadir
kidnap	surprise	0.766	secuestrar
unpredictable	surprise	0.758	impredecible
stupefy	surprise	0.758	dejar estupefacto
dumfound	surprise	0.758	estupefacto
overwhelming	surprise	0.758	agobiante
erratic	surprise	0.750	errático
unimaginable	surprise	0.750	no imaginable
accident	surprise	0.750	accidente
outrageous	surprise	0.750	indignante
horror	surprise	0.742	horror
amaze	surprise	0.742	asombro
blitz	surprise	0.742	bombardeo aéreo
bewilder	surprise	0.742	confundir
flinch	surprise	0.742	retroceder
petrify	surprise	0.742	petrificar
wreck	surprise	0.742	naufragio
slaughter	surprise	0.742	sacrificio
frenetic	surprise	0.734	frenético
crash	surprise	0.734	choque
frantic	surprise	0.734	frenético
stupefaction	surprise	0.734	estupefacción
excitement	surprise	0.734	excitación
riotous	surprise	0.727	desenfrenado
outcry	surprise	0.727	grito
vanished	surprise	0.727	desapareció
moonstruck	surprise	0.727	lunático
sudden	surprise	0.727	repentino
awe	surprise	0.719	temor
scream	surprise	0.719	grito
breathless	surprise	0.719	jadeante
sabotage	surprise	0.719	sabotaje
shriek	surprise	0.719	grito
unanticipated	surprise	0.719	inesperado
bewildered	surprise	0.719	desconcertado
manslaughter	surprise	0.719	homicidio involuntario
amazedness	surprise	0.719	asombro
rupture	surprise	0.719	ruptura
unexpected	surprise	0.711	inesperado
electrify	surprise	0.711	electrizar
uncontrollable	surprise	0.711	incontrolable
shot	surprise	0.711	Disparo
avalanche	surprise	0.711	avalancha
gasp	surprise	0.711	jadear
stun	surprise	0.711	aturdir
slam	surprise	0.703	golpe
abrupt	surprise	0.703	abrupto
intruder	surprise	0.703	intruso
unforeseen	surprise	0.703	imprevisto
suspense	surprise	0.703	suspenso
devastation	surprise	0.703	devastación
surge	surprise	0.703	sobretensión
excite	surprise	0.695	excitar
dumfounder	surprise	0.695	estupefacto
yell	surprise	0.695	gritar
unprecedented	surprise	0.695	sin precedentes
strike	surprise	0.695	Huelga
volatility	surprise	0.695	volatilidad
urgent	surprise	0.695	urgente
stab	surprise	0.695	puñalada
disturbance	surprise	0.688	disturbio
carnage	surprise	0.688	carnicería
incredible	surprise	0.688	increíble
spectacular	surprise	0.688	espectacular
thrill	surprise	0.680	emoción
recklessness	surprise	0.680	imprudencia
clamor	surprise	0.680	clamor
monstrous	surprise	0.680	monstruoso
slap	surprise	0.680	bofetada
inexplicable	surprise	0.672	inexplicable
terrorist	surprise	0.672	terrorista
exciting	surprise	0.672	emocionante
accidental	surprise	0.672	accidental
accidentally	surprise	0.672	accidentalmente
striking	surprise	0.672	sorprendentes
captivate	surprise	0.672	cautivar
exhilaration	surprise	0.672	regocijo
topple	surprise	0.664	derrocar
dire	surprise	0.664	terrible
revolution	surprise	0.664	revolución
volcano	surprise	0.664	volcán
freakish	surprise	0.664	monstruoso
revolt	surprise	0.656	revuelta
bloodshed	surprise	0.656	matanza
sneak	surprise	0.656	furtivo
unspeakable	surprise	0.656	indecible
incendiary	surprise	0.656	incendiario
epidemic	surprise	0.648	epidemia
violent	surprise	0.648	violento
disruption	surprise	0.648	ruptura
amazingly	surprise	0.648	Asombrosamente
mutiny	surprise	0.648	motín
spellbound	surprise	0.648	hechizado
cyclone	surprise	0.648	ciclón
unsuspecting	surprise	0.648	nada suspicaz
attacking	surprise	0.648	agresor
unintended	surprise	0.648	involuntario
shout	surprise	0.641	grito
indescribable	surprise	0.641	indescriptible
tumult	surprise	0.641	tumulto
improvisation	surprise	0.641	improvisación
wildfire	surprise	0.641	incendio forestal
excitation	surprise	0.641	excitación
screech	surprise	0.641	chillido
enthusiasm	surprise	0.641	entusiasmo
uncertain	surprise	0.633	incierto
plunder	surprise	0.633	saquear
gape	surprise	0.633	mirar boquiabierto
treachery	surprise	0.633	traición
agape	surprise	0.633	ágape
anomaly	surprise	0.633	anomalía
presto	surprise	0.633	presto
apparition	surprise	0.633	aparición
wonderment	surprise	0.625	admiración
slaughtering	surprise	0.625	matanza
trick	surprise	0.625	truco
mystery	surprise	0.625	misterio
murderous	surprise	0.625	asesino
distress	surprise	0.625	angustia
sorcery	surprise	0.625	brujería
excited	surprise	0.625	entusiasmado
tempest	surprise	0.625	tempestad
urgency	surprise	0.625	urgencia
inimaginable	surprise	0.617	inimaginable
intrusive	surprise	0.617	intruso
quickness	surprise	0.617	rapidez
intense	surprise	0.617	intenso
trickery	surprise	0.617	astucia
vanish	surprise	0.617	desaparecer
prank	surprise	0.617	broma
murder	surprise	0.617	asesinato
thief	surprise	0.609	ladrón
blindfold	surprise	0.609	venda
unstable	surprise	0.609	inestable
strangle	surprise	0.609	estrangular
coup	surprise	0.609	golpe
magical	surprise	0.609	mágico
shatter	surprise	0.609	romper
splash	surprise	0.609	chapoteo
stupor	surprise	0.602	estupor
inconceivable	surprise	0.602	inconcebible
betray	surprise	0.602	traicionar
defy	surprise	0.602	desafiar
jubilee	surprise	0.602	aniversario
assail	surprise	0.602	atacar
deluge	surprise	0.602	diluvio
tackle	surprise	0.602	abordar
monstrosity	surprise	0.594	monstruosidad
lightning	surprise	0.594	relámpago
stupendous	surprise	0.594	estupendo
shrill	surprise	0.594	estridente
mishap	surprise	0.594	percance
alerts	surprise	0.594	alertas
mysterious	surprise	0.586	misterioso
randomly	surprise	0.586	al azar
wild	surprise	0.586	salvaje
deceit	surprise	0.586	engaño
bonus	surprise	0.586	prima
pitfall	surprise	0.586	trampa
uncanny	surprise	0.586	misterioso
wondrous	surprise	0.586	maravilloso
premature	surprise	0.578	prematuro
stagger	surprise	0.578	tambalear
rejoicing	surprise	0.578	alegría
godsend	surprise	0.578	bendición
jubilant	surprise	0.578	jubiloso
electric	surprise	0.578	eléctrico
raving	surprise	0.578	delirante
bizarre	surprise	0.578	extraño
death	surprise	0.578	muerte
fluke	surprise	0.578	casualidad
oddity	surprise	0.578	rareza
dynamic	surprise	0.570	dinámica
dismay	surprise	0.570	consternación
revenge	surprise	0.570	venganza
nefarious	surprise	0.562	vil
fascinate	surprise	0.562	fascinar
jerk	surprise	0.562	imbécil
ecstatic	surprise	0.562	extático
reward	surprise	0.562	premio
uncover	surprise	0.562	descubrir
reappear	surprise	0.562	reaparecer
zany	surprise	0.555	loco
whim	surprise	0.555	capricho
thaumaturgy	surprise	0.555	taumaturgia
conjure	surprise	0.555	conjurar
crescendo	surprise	0.555	crescendo
rescue	surprise	0.547	rescate
daze	surprise	0.547	aturdimiento
heroism	surprise	0.547	heroísmo
illuminate	surprise	0.547	iluminar
winner	surprise	0.547	ganador
ejaculation	surprise	0.547	eyaculación
thwart	surprise	0.547	frustrar
rarity	surprise	0.547	rareza
unbridled	surprise	0.547	desenfrenado
tantalizing	surprise	0.547	tentador
punch	surprise	0.539	puñetazo
cheer	surprise	0.539	alegría
treason	surprise	0.539	traición
violation	surprise	0.539	violación
celebration	surprise	0.539	celebracion
illusion	surprise	0.539	espejismo
marvel	surprise	0.539	maravilla
lucky	surprise	0.539	afortunado
lunge	surprise	0.539	estocada
interrupt	surprise	0.539	interrumpir
insult	surprise	0.539	insulto
concealed	surprise	0.531	ocultado
snag	surprise	0.531	engancharse
sensation	surprise	0.531	sensación
banger	surprise	0.531	petardo
fearfully	surprise	0.531	con miedo
affront	surprise	0.531	afrenta
jest	surprise	0.531	broma
undiscovered	surprise	0.523	sin descubrir
liberate	surprise	0.523	liberar
veer	surprise	0.523	virar
abandonment	surprise	0.523	abandono
immediacy	surprise	0.523	inmediación
improvise	surprise	0.523	improvisar
victimized	surprise	0.523	victimizado
scorpion	surprise	0.523	escorpión
majestic	surprise	0.523	majestuoso
wonder	surprise	0.523	preguntarse
rejoice	surprise	0.523	alegrarse
tickle	surprise	0.516	cosquillas
chance	surprise	0.516	oportunidad
yelp	surprise	0.516	gañido
howl	surprise	0.516	aullido
stealthily	surprise	0.516	a hurtadillas
unintentionally	surprise	0.508	sin querer
magnificent	surprise	0.508	magnífico
reflex	surprise	0.508	reflejo
garish	surprise	0.508	llamativo
transcendence	surprise	0.508	trascendencia
rave	surprise	0.508	delirio
luck	surprise	0.508	suerte
swerve	surprise	0.508	viraje
pop	surprise	0.508	estallido
enliven	surprise	0.500	animar
slayer	surprise	0.500	asesino
remarkable	surprise	0.500	Notable
infrequent	surprise	0.500	infrecuente
pang	surprise	0.500	angustia
erotic	surprise	0.500	erótico
misbehavior	surprise	0.500	mal comportamiento
diversion	surprise	0.500	desviación
heroic	surprise	0.500	heroico
alertness	surprise	0.500	vigilancia
marvelous	surprise	0.500	maravilloso
fainting	surprise	0.500	desmayo
embarrassment	surprise	0.500	vergüenza
nab	surprise	0.492	coger
birthday	surprise	0.492	cumpleaños
camouflage	surprise	0.492	camuflaje
unutterable	surprise	0.492	indecible
chimera	surprise	0.492	quimera
trump	surprise	0.492	triunfo
decoy	surprise	0.492	señuelo
infarct	surprise	0.492	infarto
greatness	surprise	0.492	grandeza
exigent	surprise	0.492	exigente
prick	surprise	0.484	pinchazo
variable	surprise	0.484	variable
curiosity	surprise	0.484	curiosidad
daemon	surprise	0.484	demonio
inexpressible	surprise	0.484	inexpresable
magician	surprise	0.484	mago
underestimate	surprise	0.484	subestimar
fanfare	surprise	0.484	trompeteo
horde	surprise	0.484	horda
zeal	surprise	0.484	celo
incident	surprise	0.477	incidente
illumination	surprise	0.477	iluminación
chicane	surprise	0.477	crítica
sneeze	surprise	0.477	estornudar
subversive	surprise	0.477	subversivo
gawk	surprise	0.477	papar moscas
fortune	surprise	0.477	fortuna
strange	surprise	0.477	extraño
dreadfully	surprise	0.477	horrorosamente
unguarded	surprise	0.477	sin defensa
prowl	surprise	0.469	merodear
reversal	surprise	0.469	inversión
wizard	surprise	0.469	mago
rapid	surprise	0.469	rápido
leery	surprise	0.469	sospechoso
break	surprise	0.461	descanso
slip	surprise	0.461	deslizar
divergent	surprise	0.461	divergente
hilarious	surprise	0.461	divertidísimo
coincidence	surprise	0.461	coincidencia
subito	surprise	0.461	súbito
overestimate	surprise	0.453	sobreestimar
ordeal	surprise	0.453	prueba
evanescence	surprise	0.453	evanescencia
merriment	surprise	0.453	alegría
raffle	surprise	0.453	rifa
winning	surprise	0.453	victorioso
wonderful	surprise	0.453	maravilloso
hoax	surprise	0.453	broma
confession	surprise	0.453	confesión
splendid	surprise	0.445	espléndido
stound	surprise	0.445	piedra
perchance	surprise	0.445	tal vez
excel	surprise	0.445	sobresalir
enthusiast	surprise	0.445	entusiasta
gambling	surprise	0.445	juego
feat	surprise	0.445	Con
laughter	surprise	0.445	la risa
brighten	surprise	0.438	aclarar
unique	surprise	0.438	único
senseless	surprise	0.438	sin sentido
changeable	surprise	0.438	cambiable
splendor	surprise	0.438	esplendor
rapt	surprise	0.438	arrebatado
unintentional	surprise	0.438	involuntario
fascination	surprise	0.430	fascinación
trepidation	surprise	0.430	miedo
lawsuit	surprise	0.430	demanda judicial
gift	surprise	0.430	regalo
stealthy	surprise	0.430	cauteloso
fiesta	surprise	0.430	fiesta
intrigue	surprise	0.430	intriga
delighted	surprise	0.430	contento
judgment	surprise	0.422	juicio
stealth	surprise	0.422	sigilo
enchant	surprise	0.422	encantar
originality	surprise	0.422	originalidad
riddle	surprise	0.422	enigma
quicksilver	surprise	0.422	azogue
illegitimate	surprise	0.414	ilegítimo
experiment	surprise	0.414	experimento
elusive	surprise	0.414	elusivo
syncope	surprise	0.414	síncope
liberation	surprise	0.414	liberación
spirits	surprise	0.414	espíritu
perjury	surprise	0.414	perjurio
veracity	surprise	0.414	veracidad
parade	surprise	0.406	desfile
applause	surprise	0.406	aplausos
inspired	surprise	0.406	inspirado
allure	surprise	0.406	seducir
eager	surprise	0.406	ansioso
gambler	surprise	0.406	jugador
fete	surprise	0.406	fiesta
divorce	surprise	0.398	divorcio
guess	surprise	0.398	adivinar
princely	surprise	0.398	principesco
burlesque	surprise	0.398	burlesco
secrecy	surprise	0.398	secreto
incontinence	surprise	0.391	incontinencia
peri	surprise	0.391	peri
cheerful	surprise	0.391	alegre
hermaphrodite	surprise	0.391	hermafrodita
supremacy	surprise	0.391	supremacía
aspiration	surprise	0.391	aspiración
buck	surprise	0.383	dólar
lose	surprise	0.383	perder
cadaver	surprise	0.383	cadáver
crowning	surprise	0.383	coronamiento
praiseworthy	surprise	0.383	loable
inheritance	surprise	0.383	herencia
score	surprise	0.383	puntaje
gulp	surprise	0.375	trago
camouflaged	surprise	0.375	camuflado
advance	surprise	0.375	ventaja
succeed	surprise	0.375	triunfar
frisky	surprise	0.375	retozón
mystic	surprise	0.375	místico
