English Word	Emotion	Emotion-Intensity-Score	Frisian Word
terrorist	surprise	0.672	terrorist
exciting	surprise	0.672	spannend
accidental	surprise	0.672	tafallich
accidentally	surprise	0.672	tafallich
striking	surprise	0.672	opfallend
captivate	surprise	0.672	boeije
exhilaration	surprise	0.672	opwining
topple	surprise	0.664	omslaan
dire	surprise	0.664	dire
revolution	surprise	0.664	revolúsje
volcano	surprise	0.664	fulkaan
freakish	surprise	0.664	freakish
revolt	surprise	0.656	opstân
bloodshed	surprise	0.656	bloedferjitten
sneak	surprise	0.656	sneak
unspeakable	surprise	0.656	ûnbesprekber
incendiary	surprise	0.656	brânstof
epidemic	surprise	0.648	epidemy
violent	surprise	0.648	gewelddiedich
disruption	surprise	0.648	fersteuring
amazingly	surprise	0.648	amazingly
mutiny	surprise	0.648	muiterij
spellbound	surprise	0.648	spellbound
cyclone	surprise	0.648	sykloan
unsuspecting	surprise	0.648	ûnfermoedend
attacking	surprise	0.648	oanfallen
unintended	surprise	0.648	ûnbedoeld
shout	surprise	0.641	roppe
indescribable	surprise	0.641	net te beskriuwen
tumult	surprise	0.641	tumult
improvisation	surprise	0.641	ymprovisaasje
wildfire	surprise	0.641	wyldfjoer
excitation	surprise	0.641	excitation
screech	surprise	0.641	screech
enthusiasm	surprise	0.641	entûsjasme
uncertain	surprise	0.633	ûnwis
plunder	surprise	0.633	plonderje
gape	surprise	0.633	gapje
treachery	surprise	0.633	ferried
agape	surprise	0.633	agape
anomaly	surprise	0.633	anomaly
presto	surprise	0.633	presto
apparition	surprise	0.633	ferskynsel
wonderment	surprise	0.625	ferwûndering
slaughtering	surprise	0.625	slachting
trick	surprise	0.625	trúk
mystery	surprise	0.625	mystearje
murderous	surprise	0.625	moardlik
distress	surprise	0.625	need
sorcery	surprise	0.625	tsjoenderij
excited	surprise	0.625	oerémis
tempest	surprise	0.625	stoarm
urgency	surprise	0.625	urginsje
inimaginable	surprise	0.617	ûnfoarstelber
intrusive	surprise	0.617	opdringerig
quickness	surprise	0.617	fluggens
intense	surprise	0.617	fûleindich
trickery	surprise	0.617	trickery
vanish	surprise	0.617	ferdwine
prank	surprise	0.617	prank
murder	surprise	0.617	moard
thief	surprise	0.609	dief
blindfold	surprise	0.609	blyndoek
unstable	surprise	0.609	ynstabyl
strangle	surprise	0.609	strangje
coup	surprise	0.609	steatsgreep
magical	surprise	0.609	magysk
shatter	surprise	0.609	brekke
splash	surprise	0.609	spatte
stupor	surprise	0.602	stupor
inconceivable	surprise	0.602	ûnfoarstelber
betray	surprise	0.602	ferriede
defy	surprise	0.602	defy
jubilee	surprise	0.602	jubileum
assail	surprise	0.602	oanfalle
deluge	surprise	0.602	deluge
tackle	surprise	0.602	oanpakke
monstrosity	surprise	0.594	monstrosity
lightning	surprise	0.594	wjerljocht
stupendous	surprise	0.594	wûnderlik
shrill	surprise	0.594	skril
mishap	surprise	0.594	ûngelok
alerts	surprise	0.594	warskôgings
mysterious	surprise	0.586	mysterieuze
randomly	surprise	0.586	willekeurich
wild	surprise	0.586	wyld
deceit	surprise	0.586	bedrog
bonus	surprise	0.586	bonus
pitfall	surprise	0.586	pitfal
uncanny	surprise	0.586	ûnferjitlik
wondrous	surprise	0.586	wûnderlik
premature	surprise	0.578	te betiid
stagger	surprise	0.578	wankelje
rejoicing	surprise	0.578	blide
godsend	surprise	0.578	goadenskip
jubilant	surprise	0.578	jubeljend
electric	surprise	0.578	elektrysk
raving	surprise	0.578	raving
bizarre	surprise	0.578	bisarre
death	surprise	0.578	dea
fluke	surprise	0.578	fluke
oddity	surprise	0.578	oddity
dynamic	surprise	0.570	dynamysk
dismay	surprise	0.570	ferachting
revenge	surprise	0.570	wraak
nefarious	surprise	0.562	skealik
fascinate	surprise	0.562	fassinearje
jerk	surprise	0.562	ryk
ecstatic	surprise	0.562	ekstatysk
reward	surprise	0.562	lean
uncover	surprise	0.562	ûntdekke
reappear	surprise	0.562	wer ferskine
zany	surprise	0.555	zany
whim	surprise	0.555	whim
thaumaturgy	surprise	0.555	thaumaturgy
conjure	surprise	0.555	betoverje
crescendo	surprise	0.555	crescendo
rescue	surprise	0.547	rêde
daze	surprise	0.547	daze
heroism	surprise	0.547	heroïsme
illuminate	surprise	0.547	ferljochtsje
winner	surprise	0.547	winner
ejaculation	surprise	0.547	ejakulaasje
thwart	surprise	0.547	tsjinhâlde
rarity	surprise	0.547	seldsumheid
unbridled	surprise	0.547	ûnbeheind
tantalizing	surprise	0.547	tantalizing
punch	surprise	0.539	punch
cheer	surprise	0.539	cheer
treason	surprise	0.539	Ferrie
violation	surprise	0.539	oertrêding
celebration	surprise	0.539	feest
illusion	surprise	0.539	yllúzje
marvel	surprise	0.539	wûnder
lucky	surprise	0.539	lokkich
lunge	surprise	0.539	lunge
interrupt	surprise	0.539	ûnderbrekke
insult	surprise	0.539	belediging
concealed	surprise	0.531	ferburgen
snag	surprise	0.531	snag
sensation	surprise	0.531	sensaasje
banger	surprise	0.531	banger
fearfully	surprise	0.531	eangst
affront	surprise	0.531	affront
jest	surprise	0.531	grapke
undiscovered	surprise	0.523	ûntdutsen
liberate	surprise	0.523	befrije
veer	surprise	0.523	veer
abandonment	surprise	0.523	ferlitten
immediacy	surprise	0.523	immediacy
improvise	surprise	0.523	ymprovisearje
victimized	surprise	0.523	slachtoffer
scorpion	surprise	0.523	skorpioen
majestic	surprise	0.523	majestueuze
wonder	surprise	0.523	wûnder
rejoice	surprise	0.523	bliid
tickle	surprise	0.516	tikkelje
chance	surprise	0.516	kâns
yelp	surprise	0.516	jip
howl	surprise	0.516	hyl
stealthily	surprise	0.516	stealthily
unintentionally	surprise	0.508	ûnbedoeld
magnificent	surprise	0.508	manjefyk
reflex	surprise	0.508	refleks
garish	surprise	0.508	garish
transcendence	surprise	0.508	transcendence
rave	surprise	0.508	rave
luck	surprise	0.508	gelok
swerve	surprise	0.508	útswaaie
pop	surprise	0.508	pop
enliven	surprise	0.500	enliven
slayer	surprise	0.500	slachter
remarkable	surprise	0.500	opmerklik
infrequent	surprise	0.500	selden
pang	surprise	0.500	pang
erotic	surprise	0.500	eroatysk
misbehavior	surprise	0.500	misgedrach
diversion	surprise	0.500	omlieding
heroic	surprise	0.500	heroysk
alertness	surprise	0.500	alertness
marvelous	surprise	0.500	wûnderlik
fainting	surprise	0.500	flauwvallen
embarrassment	surprise	0.500	ferlegenens
nab	surprise	0.492	nab
birthday	surprise	0.492	jierdei
camouflage	surprise	0.492	camouflage
unutterable	surprise	0.492	ûnútsprekber
chimera	surprise	0.492	chimera
trump	surprise	0.492	troef
decoy	surprise	0.492	decoy
infarct	surprise	0.492	ynfarkt
greatness	surprise	0.492	gruttens
exigent	surprise	0.492	fereaske
prick	surprise	0.484	prik
variable	surprise	0.484	fariabele
curiosity	surprise	0.484	nijsgjirrigens
daemon	surprise	0.484	daemon
inexpressible	surprise	0.484	ûnútspreklik
magician	surprise	0.484	tsjoender
underestimate	surprise	0.484	ûnderskatte
fanfare	surprise	0.484	fanfare
horde	surprise	0.484	horde
zeal	surprise	0.484	iver
incident	surprise	0.477	foarfal
illumination	surprise	0.477	ferljochting
chicane	surprise	0.477	chicane
sneeze	surprise	0.477	sneeze
subversive	surprise	0.477	subversive
gawk	surprise	0.477	gawk
fortune	surprise	0.477	fortún
strange	surprise	0.477	frjemd
dreadfully	surprise	0.477	ferskriklik
unguarded	surprise	0.477	ûnbewarre
prowl	surprise	0.469	prowl
reversal	surprise	0.469	omkearing
wizard	surprise	0.469	wizard
rapid	surprise	0.469	fluch
leery	surprise	0.469	leary
break	surprise	0.461	brekke
slip	surprise	0.461	slip
divergent	surprise	0.461	divergent
hilarious	surprise	0.461	hilarysk
coincidence	surprise	0.461	tafal
subito	surprise	0.461	subito
overestimate	surprise	0.453	oerskatte
ordeal	surprise	0.453	beproeving
evanescence	surprise	0.453	evanescence
merriment	surprise	0.453	merriment
raffle	surprise	0.453	ferlotting
winning	surprise	0.453	winning
wonderful	surprise	0.453	prachtich
hoax	surprise	0.453	hoax
confession	surprise	0.453	belidenis
splendid	surprise	0.445	prachtich
stound	surprise	0.445	stoand
perchance	surprise	0.445	mooglik
excel	surprise	0.445	útblinke
enthusiast	surprise	0.445	entûsjast
gambling	surprise	0.445	gokken
feat	surprise	0.445	feat
laughter	surprise	0.445	laitsjen
brighten	surprise	0.438	opheldere
unique	surprise	0.438	unyk
senseless	surprise	0.438	sinleas
changeable	surprise	0.438	feroare
splendor	surprise	0.438	pracht
rapt	surprise	0.438	rapt
unintentional	surprise	0.438	ûnbedoeld
fascination	surprise	0.430	fassinaasje
trepidation	surprise	0.430	trepidation
lawsuit	surprise	0.430	rjochtsaak
gift	surprise	0.430	jefte
stealthy	surprise	0.430	stealthy
fiesta	surprise	0.430	fiesta
intrigue	surprise	0.430	intrigue
delighted	surprise	0.430	bliid
judgment	surprise	0.422	oardiel
stealth	surprise	0.422	stealth
enchant	surprise	0.422	betoverje
originality	surprise	0.422	orizjinaliteit
riddle	surprise	0.422	riedsel
quicksilver	surprise	0.422	kwiksulver
illegitimate	surprise	0.414	illegitime
experiment	surprise	0.414	eksperimint
elusive	surprise	0.414	ûndúdlik
syncope	surprise	0.414	synkope
liberation	surprise	0.414	befrijing
spirits	surprise	0.414	geasten
perjury	surprise	0.414	meineed
veracity	surprise	0.414	wierheid
parade	surprise	0.406	parade
applause	surprise	0.406	applaus
inspired	surprise	0.406	ynspirearre
allure	surprise	0.406	allure
eager	surprise	0.406	eager
gambler	surprise	0.406	gokken
fete	surprise	0.406	fete
divorce	surprise	0.398	skieding
guess	surprise	0.398	riede
princely	surprise	0.398	prinslik
burlesque	surprise	0.398	burlesk
secrecy	surprise	0.398	geheimhâlding
incontinence	surprise	0.391	ynkontininsje
peri	surprise	0.391	peri
cheerful	surprise	0.391	fleurich
hermaphrodite	surprise	0.391	hermafrodiet
supremacy	surprise	0.391	supremasy
aspiration	surprise	0.391	aspiraasje
buck	surprise	0.383	buck
lose	surprise	0.383	ferlieze
cadaver	surprise	0.383	kadaver
crowning	surprise	0.383	kroane
praiseworthy	surprise	0.383	priizge
inheritance	surprise	0.383	erfenis
score	surprise	0.383	skoare
gulp	surprise	0.375	gulp
camouflaged	surprise	0.375	kamouflearre
advance	surprise	0.375	foarút
succeed	surprise	0.375	slagje
frisky	surprise	0.375	frysk
mystic	surprise	0.375	mystikus
compliment	surprise	0.375	komplimint
hope	surprise	0.367	hope
joker	surprise	0.367	joker
sparkle	surprise	0.367	sparkle
excavation	surprise	0.367	opgraving
sensual	surprise	0.367	sensueel
entertainment	surprise	0.359	entertainment
feeling	surprise	0.359	gefoel
modify	surprise	0.352	feroarje
blessings	surprise	0.352	segeningen
newcomer	surprise	0.352	nijkommer
obit	surprise	0.352	obit
postponement	surprise	0.352	útstel
award	surprise	0.352	priis
clown	surprise	0.352	clown
highest	surprise	0.344	heechste
hero	surprise	0.344	held
glorify	surprise	0.344	ferhearlikje
proficiency	surprise	0.344	feardigens
start	surprise	0.344	start
wonderfully	surprise	0.344	prachtich
celebrity	surprise	0.344	celebrity
rekindle	surprise	0.336	opnij oanstekke
optimism	surprise	0.336	optimisme
sanctify	surprise	0.336	hilligje
unbeaten	surprise	0.336	ûnferslein
prodigious	surprise	0.336	wûnderlik
grin	surprise	0.336	gryn
memorable	surprise	0.336	memorabel
warned	surprise	0.336	warskôge
dissolution	surprise	0.336	ûntbining
hypertrophy	surprise	0.328	hypertrophy
admiration	surprise	0.328	bewûndering
examination	surprise	0.320	eksamen
angel	surprise	0.320	ingel
present	surprise	0.320	oanwêzich
catch	surprise	0.320	fange
hap	surprise	0.320	hap
saint	surprise	0.312	hillige
embrace	surprise	0.312	omearmje
flirt	surprise	0.312	flirt
puma	surprise	0.312	puma
kiss	surprise	0.312	tút
liberty	surprise	0.312	frijheid
scrimmage	surprise	0.312	scrimmage
treat	surprise	0.312	behannelje
inaffable	surprise	0.312	ûnferbidlik
occasional	surprise	0.312	ynsidintele
dismissal	surprise	0.312	ûntslach
perfection	surprise	0.305	perfeksje
saintly	surprise	0.305	hillich
gratify	surprise	0.305	gratify
generosity	surprise	0.305	grutmoedigens
sally	surprise	0.305	sally
palpable	surprise	0.297	taastber
finally	surprise	0.297	úteinlik
differently	surprise	0.297	oars
polarity	surprise	0.297	polariteit
ceremony	surprise	0.297	seremoanje
favorable	surprise	0.297	geunstich
larger	surprise	0.297	grutter
warn	surprise	0.297	warskôgje
medal	surprise	0.289	medalje
romance	surprise	0.289	romantyk
inviting	surprise	0.289	útnoegjend
greeting	surprise	0.289	groet
resignation	surprise	0.281	berêsting
accolade	surprise	0.281	lof
labor	surprise	0.281	arbeid
candid	surprise	0.281	iepen
trip	surprise	0.281	reis
stare	surprise	0.273	stoarje
admire	surprise	0.266	bewûnderje
glimmer	surprise	0.266	glimmer
playful	surprise	0.266	boartlik
somatic	surprise	0.266	somatyske
festival	surprise	0.266	festival
mimicry	surprise	0.266	mimyk
insolvency	surprise	0.266	ynsolvensje
immerse	surprise	0.266	ûnderdompelje
invite	surprise	0.266	noegje
compensate	surprise	0.266	kompensearje
receiving	surprise	0.258	ûntfange
complement	surprise	0.258	oanfolling
chuckle	surprise	0.258	tsjokke
laugh	surprise	0.258	laitsje
hypothesis	surprise	0.258	hypoteze
honeymoon	surprise	0.250	houliksreis
opera	surprise	0.242	opera
pleasant	surprise	0.242	noflik
marry	surprise	0.242	trouwe
independence	surprise	0.242	selsstannigens
chant	surprise	0.234	chant
holiness	surprise	0.234	hilligens
assessment	surprise	0.234	beoardieling
rhythmical	surprise	0.234	ritmysk
hopeful	surprise	0.234	hoopfol
leave	surprise	0.234	ferlitte
trophy	surprise	0.234	trofee
deal	surprise	0.227	oerienkomst
procession	surprise	0.227	optocht
placard	surprise	0.227	plakkaat
shopping	surprise	0.219	winkeljen
musical	surprise	0.219	muzikaal
cherish	surprise	0.219	koesterje
good	surprise	0.219	goed
dawn	surprise	0.211	dage
simplify	surprise	0.211	ferienfâldigje
shell	surprise	0.211	shell
morals	surprise	0.203	moraal
money	surprise	0.203	jild
nullify	surprise	0.203	annulearje
purity	surprise	0.203	suverens
sweet	surprise	0.203	swiet
synchronize	surprise	0.195	syngronisearje
precious	surprise	0.195	kostber
humanitarian	surprise	0.195	humanitêre
preservative	surprise	0.195	conserveermiddel
unfulfilled	surprise	0.195	ûnfoldwaande
obliging	surprise	0.188	ferplichte
singularly	surprise	0.188	ientalich
graduation	surprise	0.180	ôfstudearjen
foresee	surprise	0.180	foarsjen
pray	surprise	0.180	bidde
lovely	surprise	0.180	moai
thirst	surprise	0.172	toarst
mouth	surprise	0.172	mûle
youth	surprise	0.172	jeugd
sun	surprise	0.172	sinne
art	surprise	0.172	keunst
goodness	surprise	0.164	goedens
latent	surprise	0.156	latent
visor	surprise	0.156	vizier
overdue	surprise	0.156	efterstallich
practiced	surprise	0.156	oefene
loyal	surprise	0.148	loyaal
expect	surprise	0.148	ferwachtsje
wireless	surprise	0.148	wireless
destination	surprise	0.148	bestimming
infant	surprise	0.141	infant
cream	surprise	0.141	rjemme
slush	surprise	0.141	slûch
quote	surprise	0.141	quote
playground	surprise	0.133	boarterstún
vote	surprise	0.125	stim
teach	surprise	0.125	ûnderwize
organization	surprise	0.125	organisaasje
dolphin	surprise	0.117	dolfyn
weight	surprise	0.117	gewicht
smile	surprise	0.117	laitsje
sisterhood	surprise	0.109	susterskip
cable	surprise	0.109	kabel
sunny	surprise	0.102	sinnich
steady	surprise	0.094	steady
peaceful	surprise	0.086	freedsum
spa	surprise	0.086	spa
leisure	surprise	0.086	frije tiid
picnic	surprise	0.078	picknick
tree	surprise	0.078	beam
worm	surprise	0.055	wjirm
truthfulness	trust	0.906	wierheid
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	fertroulik
honor	trust	0.844	eare
honesty	trust	0.844	earlikens
honest	trust	0.844	earlik
truth	trust	0.844	wierheid
truthful	trust	0.836	wierheidich
trusting	trust	0.836	fertrouwend
brotherhood	trust	0.820	bruorskip
entrust	trust	0.812	fertrouwe
committed	trust	0.805	ynsette
loyalty	trust	0.805	loyaliteit
integrity	trust	0.805	yntegriteit
honorable	trust	0.805	eare
trust	trust	0.805	fertrouwe
credibility	trust	0.805	leauwensweardigens
faithful	trust	0.797	trou
sincere	trust	0.797	oprjocht
partnership	trust	0.789	partnerskip
responsible	trust	0.789	ferantwurdlik
true	trust	0.789	wier
wisdom	trust	0.789	wysheid
verification	trust	0.781	ferifikaasje
cooperative	trust	0.781	koöperaasje
vow	trust	0.781	gelofte
oath	trust	0.781	eed
respectable	trust	0.773	respektabel
sisterhood	trust	0.773	susterskip
hero	trust	0.773	held
credible	trust	0.773	credible
promise	trust	0.773	tasizzing
verified	trust	0.773	ferifiearje
qualified	trust	0.766	kwalifisearre
authentication	trust	0.766	autentikaasje
respected	trust	0.766	respektearre
compassion	trust	0.759	begrutsjen
approval	trust	0.758	ynstimming
moral	trust	0.758	moreel
reliability	trust	0.758	betrouberens
trusts	trust	0.758	fertroud
safekeeping	trust	0.758	feilichheid
reputable	trust	0.758	renommearre
love	trust	0.758	leafde
friend	trust	0.750	freon
stable	trust	0.750	stâl
authentic	trust	0.750	autentyk
competence	trust	0.750	kompetinsje
safeguard	trust	0.750	befeiliging
companion	trust	0.750	kammeraat
advised	trust	0.750	advisearre
respect	trust	0.750	respekt
loyal	trust	0.750	loyaal
genuine	trust	0.750	echt
friendships	trust	0.750	fertrout
ally	trust	0.750	bûnsgenoat
proven	trust	0.742	bewiisd
freedom	trust	0.742	frijheid
respects	trust	0.742	respekt
accepting	trust	0.742	freonskippen
faith	trust	0.742	leauwe
wholesome	trust	0.742	sûn
heartfelt	trust	0.734	hertlik
unification	trust	0.734	ienwurding
confirmation	trust	0.734	befêstiging
protecting	trust	0.734	beskermjende
reassurance	trust	0.734	gerêststelling
trustee	trust	0.734	kurator
supporter	trust	0.734	supporter
respectful	trust	0.734	respektfol
admirable	trust	0.734	bewûnderlik
fact	trust	0.727	feit
friendship	trust	0.727	freonskip
partners	trust	0.727	akseptearje
confidentially	trust	0.727	fertroulik
confident	trust	0.727	wis
equality	trust	0.727	gelikensens
alliance	trust	0.727	alliânsje
credential	trust	0.727	credential
believing	trust	0.727	leauwe
excellence	trust	0.727	treflikens
agreement	trust	0.727	oerienkomst
closeness	trust	0.719	tichtens
authenticate	trust	0.719	autentisearje
virtuous	trust	0.719	deugdsum
intelligence	trust	0.719	yntelliginsje
kindred	trust	0.719	sibben
virtue	trust	0.719	deugd
honored	trust	0.719	eare
justice	trust	0.711	rjocht
charitable	trust	0.711	goeddiedige
determination	trust	0.711	bepaling
creditable	trust	0.711	creditable
consistency	trust	0.711	gearhing
allegiance	trust	0.711	trou
cooperation	trust	0.711	gearwurking
guarantee	trust	0.711	garandearje
dedication	trust	0.711	opdracht
straightforward	trust	0.711	rjochtlinich
cooperating	trust	0.711	gearwurkjend
reliable	trust	0.703	betrouber
nurture	trust	0.703	nurture
mother	trust	0.703	mem
fulfilled	trust	0.703	folbrocht
admiration	trust	0.703	bewûndering
mentor	trust	0.703	mentor
guardianship	trust	0.703	guardianship
assurance	trust	0.703	assurance
morality	trust	0.703	moraliteit
motherhood	trust	0.703	memmetiid
innocent	trust	0.703	ûnskuldich
reverence	trust	0.703	earbied
sanctuary	trust	0.703	hillichdom
friendliness	trust	0.703	freonlikens
prepared	trust	0.703	taret
admire	trust	0.703	bewûnderje
protected	trust	0.703	beskerme
proof	trust	0.703	bewiis
bodyguard	trust	0.695	liifwacht
skillful	trust	0.695	betûft
marriage	trust	0.695	houlik
allied	trust	0.695	alliearde
morals	trust	0.695	moraal
humanitarian	trust	0.695	humanitêre
pact	trust	0.695	pakt
courage	trust	0.695	moed
accountable	trust	0.695	ferantwurding
agreeable	trust	0.695	gaadlik
united	trust	0.695	feriene
indestructible	trust	0.695	indestructible
approving	trust	0.695	goedkarring
guardian	trust	0.695	fâd
compassionate	trust	0.695	meilibjend
scientist	trust	0.695	wittenskipper
certified	trust	0.695	sertifisearre
pledge	trust	0.688	belofte
adviser	trust	0.688	adviseur
authenticity	trust	0.688	autentisiteit
understanding	trust	0.688	begryp
secure	trust	0.688	feilich
guidance	trust	0.688	begelieding
monogamy	trust	0.688	monogamy
valor	trust	0.688	moed
solidity	trust	0.688	soliditeit
perfection	trust	0.688	perfeksje
believed	trust	0.688	leaude
humanity	trust	0.688	minskdom
justifiable	trust	0.688	rjochtfeardich
competent	trust	0.688	befoege
esteem	trust	0.688	achting
protector	trust	0.680	beskermer
inspire	trust	0.680	ynspirearje
hope	trust	0.680	hope
strongest	trust	0.680	partners
expertise	trust	0.680	ekspertize
humble	trust	0.680	humble
indivisible	trust	0.680	ûndielber
official	trust	0.680	offisjeel
affirm	trust	0.680	Befêstigje
familiarity	trust	0.680	bekendheid
confirmed	trust	0.680	befêstige
diligence	trust	0.680	iver
grandfather	trust	0.680	pake
advocacy	trust	0.680	advocacy
goodness	trust	0.680	goedens
commendable	trust	0.680	lofberens
acceptance	trust	0.680	akseptaasje
diplomatic	trust	0.680	diplomatike
leader	trust	0.680	lieder
confide	trust	0.680	fertrouwe
agreeing	trust	0.680	iens
approve	trust	0.680	goedkarre
professional	trust	0.680	profesjoneel
elders	trust	0.680	âldsten
confidential	trust	0.680	fertroulik
faultless	trust	0.672	faultless
believes	trust	0.672	akseptearre
sanctify	trust	0.672	hilligje
intelligent	trust	0.672	yntelligint
safe	trust	0.672	feilich
accepted	trust	0.672	sterkste
dignity	trust	0.672	weardichheid
unwavering	trust	0.672	unwavering
encyclopedia	trust	0.672	ensyklopedy
mastery	trust	0.672	masterskip
cohesive	trust	0.672	gearhingjend
harmoniously	trust	0.672	harmoniously
benevolence	trust	0.672	woldiedichheit
healing	trust	0.672	healing
accredited	trust	0.672	akkreditearre
covenant	trust	0.672	ferbûn
accountability	trust	0.664	ferantwurding
team	trust	0.664	ploech
authority	trust	0.664	autoriteit
heroic	trust	0.664	heroysk
reliance	trust	0.664	fertrouwen
expert	trust	0.664	saakkundige
communicate	trust	0.664	kommunisearje
spiritual	trust	0.664	geastlik
impeccable	trust	0.664	ûnberikber
specialist	trust	0.664	spesjalist
affirmatively	trust	0.664	befêstigjend
proficient	trust	0.664	bekwaam
fulfillment	trust	0.664	ferfolling
advocate	trust	0.664	bepleitsje
disciple	trust	0.664	dissipel
attestation	trust	0.664	attestaasje
merit	trust	0.664	fertsjinste
supporting	trust	0.664	stypjende
ambassador	trust	0.664	ambassadeur
guidebook	trust	0.664	gidsboek
accept	trust	0.664	oannimme
strengthening	trust	0.661	fersterkjen
holiness	trust	0.656	hilligens
facts	trust	0.656	feiten
warranty	trust	0.656	garânsje
strength	trust	0.656	sterkte
relationship	trust	0.656	relaasje
defended	trust	0.656	ferdigene
constancy	trust	0.656	konstantens
favorable	trust	0.656	geunstich
gentleman	trust	0.656	hear
counsel	trust	0.656	riede
scientific	trust	0.656	wittenskiplik
structure	trust	0.656	struktuer
elder	trust	0.656	âldste
excellent	trust	0.656	treflik
achieve	trust	0.656	berikke
steadfast	trust	0.656	steadfast
familiar	trust	0.656	bekend
proficiency	trust	0.656	feardigens
supports	trust	0.656	leaut
counselor	trust	0.648	riedsman
lovable	trust	0.648	leaflik
advisable	trust	0.648	oan te rieden
agreed	trust	0.648	ôfpraat
heroism	trust	0.648	heroïsme
rely	trust	0.648	fertrouwe
uphold	trust	0.648	ophâlde
brother	trust	0.648	broer
matrimony	trust	0.648	houlik
assuredly	trust	0.648	wiswier
peaceful	trust	0.648	freedsum
saint	trust	0.648	hillige
unconditionally	trust	0.648	akseptearret
solidarity	trust	0.648	solidariteit
accepts	trust	0.648	stipet
inspiration	trust	0.648	ynspiraasje
noble	trust	0.648	aadlik
successful	trust	0.648	suksesfol
harmony	trust	0.648	harmony
protective	trust	0.648	beskermjende
competency	trust	0.648	kompetinsje
comrade	trust	0.648	kameraad
academic	trust	0.648	akademysk
assist	trust	0.648	helpe
worthy	trust	0.643	weardich
benefactor	trust	0.641	woldogger
credence	trust	0.641	credence
confidence	trust	0.641	betrouwen
relationships	trust	0.641	sûnder betingst
ordained	trust	0.641	ornearre
legal	trust	0.641	legaal
champion	trust	0.641	kampioen
lawful	trust	0.641	wetlik
durability	trust	0.641	duorsumens
judiciary	trust	0.641	rjochterlike macht
doctor	trust	0.641	dokter
loving	trust	0.641	leafdefol
assure	trust	0.641	fersekerje
establish	trust	0.641	fêstigje
mamma	trust	0.641	mamma
kind	trust	0.641	soart
unity	trust	0.641	ienheid
conscientious	trust	0.641	konsjinsjeuze
real	trust	0.641	echt
coexist	trust	0.641	tegearre bestean
leading	trust	0.641	liedend
teacher	trust	0.641	ûnderwizer
intimate	trust	0.634	yntym
brotherly	trust	0.633	broederlik
physician	trust	0.633	dokter
judicial	trust	0.633	rjochterlike
saintly	trust	0.633	hillich
aspiration	trust	0.633	aspiraasje
conscience	trust	0.633	gewisse
therapeutic	trust	0.633	terapeutyske
fidelity	trust	0.633	trou
soundness	trust	0.633	soundness
important	trust	0.633	belangryk
homage	trust	0.633	huldiging
legitimacy	trust	0.633	legitimiteit
fortitude	trust	0.633	moed
deepest	trust	0.633	relaasjes
approved	trust	0.633	goedkard
courageous	trust	0.633	moedich
devotional	trust	0.633	devotional
endorse	trust	0.633	goedkarre
backbone	trust	0.633	rêchbonke
authorize	trust	0.633	autorisearje
practiced	trust	0.633	oefene
sanctification	trust	0.633	hilliging
hopeful	trust	0.633	hoopfol
convincing	trust	0.633	oertsjûgjend
bless	trust	0.633	seinigje
angel	trust	0.625	ingel
authorization	trust	0.625	machtiging
assured	trust	0.625	fersekere
purify	trust	0.625	suverje
caretaker	trust	0.625	fersoarger
regard	trust	0.625	oansjen
profound	trust	0.625	djipsinnich
achievement	trust	0.625	prestaasje
evident	trust	0.625	evident
positivity	trust	0.625	positiviteit
communication	trust	0.625	kommunikaasje
professorship	trust	0.625	heechlearaarskip
blessing	trust	0.625	segen
beliefs	trust	0.625	djipste
encourage	trust	0.625	oanmoedigje
fireman	trust	0.625	brânwachtman
majestic	trust	0.625	majestueuze
civilized	trust	0.625	beskaafd
certify	trust	0.625	sertifisearje
wonderful	trust	0.625	prachtich
engaged	trust	0.625	ferloofd
accurate	trust	0.625	akkuraat
approvement	trust	0.617	goedkarring
optimism	trust	0.617	optimisme
planning	trust	0.617	planning
believer	trust	0.617	leauwige
advice	trust	0.617	rie
commend	trust	0.617	lof
gospel	trust	0.617	gospel
objective	trust	0.617	objektyf
rational	trust	0.617	rasjonele
cherish	trust	0.617	koesterje
constantly	trust	0.617	hieltyd
haven	trust	0.617	haven
fundamental	trust	0.617	fûnemintele
bedrock	trust	0.617	bedrock
accord	trust	0.617	oerienkomst
triumphant	trust	0.617	triomfantlik
surety	trust	0.617	boarch
testament	trust	0.617	testamint
absolution	trust	0.617	absolúsje
truce	trust	0.617	wapenstilstân
reassure	trust	0.617	gerêststelle
appreciation	trust	0.617	erkentlikens
qualities	trust	0.617	kwaliteiten
passionate	trust	0.617	hertstochtlik
good	trust	0.617	goed
unimpeachable	trust	0.617	ûnferbidlik
corroborate	trust	0.617	befêstigje
thoughtful	trust	0.617	betochtsum
heroine	trust	0.617	heldinne
teach	trust	0.617	ûnderwize
god	trust	0.617	god
attentive	trust	0.617	attent
scripture	trust	0.609	skrift
civilization	trust	0.609	beskaving
magnificence	trust	0.609	pracht
recommend	trust	0.609	oanbefelje
progression	trust	0.609	progression
steward	trust	0.609	steward
purification	trust	0.609	suvering
patron	trust	0.609	beskermhear
praiseworthy	trust	0.609	priizge
heal	trust	0.609	hielje
considerate	trust	0.609	betochtsume
blessings	trust	0.609	segeningen
mediator	trust	0.609	mediator
babysitter	trust	0.609	babysitter
notary	trust	0.609	notaris
