English Word	Emotion	Emotion-Intensity-Score	Turkmen Word
judgment	surprise	0.422	höküm
stealth	surprise	0.422	gizlinlik
enchant	surprise	0.422	jadygöý
originality	surprise	0.422	özboluşlylygy
riddle	surprise	0.422	tapmaca
quicksilver	surprise	0.422	çalt
illegitimate	surprise	0.414	bikanun
experiment	surprise	0.414	synag
elusive	surprise	0.414	düşnüksiz
syncope	surprise	0.414	sinkop
liberation	surprise	0.414	azatlyk
spirits	surprise	0.414	ruhlar
perjury	surprise	0.414	ýalan sözlemek
veracity	surprise	0.414	dogrulyk
parade	surprise	0.406	parad
applause	surprise	0.406	el çarpyşmalar
inspired	surprise	0.406	ylham aldy
allure	surprise	0.406	allure
eager	surprise	0.406	höwes bilen
gambler	surprise	0.406	humarbaz
fete	surprise	0.406	fete
divorce	surprise	0.398	aýrylyşmak
guess	surprise	0.398	çaklaň
princely	surprise	0.398	Şazada
burlesque	surprise	0.398	burlesque
secrecy	surprise	0.398	gizlinlik
incontinence	surprise	0.391	nägilelik
peri	surprise	0.391	peri
cheerful	surprise	0.391	şadyýan
hermaphrodite	surprise	0.391	germafrodit
supremacy	surprise	0.391	ýokarylyk
aspiration	surprise	0.391	isleg
buck	surprise	0.383	bag
lose	surprise	0.383	ýitirmek
cadaver	surprise	0.383	kader
crowning	surprise	0.383	täç
praiseworthy	surprise	0.383	öwgä mynasyp
inheritance	surprise	0.383	miras
score	surprise	0.383	bal
gulp	surprise	0.375	gulp
camouflaged	surprise	0.375	kamuflaj edildi
advance	surprise	0.375	öňe gitmek
succeed	surprise	0.375	üstünlik gazan
frisky	surprise	0.375	aljyraňňy
mystic	surprise	0.375	mistiki
compliment	surprise	0.375	öwgi
hope	surprise	0.367	umyt
joker	surprise	0.367	degişme
sparkle	surprise	0.367	ýalpyldawuk
excavation	surprise	0.367	gazuw-agtaryş
sensual	surprise	0.367	duýgur
entertainment	surprise	0.359	güýmenje
feeling	surprise	0.359	duýmak
modify	surprise	0.352	üýtgediň
blessings	surprise	0.352	bereket
newcomer	surprise	0.352	täze gelen
obit	surprise	0.352	obit
postponement	surprise	0.352	yza süýşürmek
award	surprise	0.352	baýrak
clown	surprise	0.352	masgarabaz
highest	surprise	0.344	iň ýokary
hero	surprise	0.344	gahryman
glorify	surprise	0.344	şöhratlandyr
proficiency	surprise	0.344	ussatlygy
start	surprise	0.344	başla
wonderfully	surprise	0.344	ajaýyp
celebrity	surprise	0.344	meşhur
rekindle	surprise	0.336	täzeden başla
optimism	surprise	0.336	optimizm
sanctify	surprise	0.336	mukaddes et
unbeaten	surprise	0.336	ýeňilmedi
prodigious	surprise	0.336	abraýly
grin	surprise	0.336	ýylgyr
memorable	surprise	0.336	ýatda galyjy
warned	surprise	0.336	duýduryş berdi
dissolution	surprise	0.336	dargatmak
hypertrophy	surprise	0.328	gipertrofiýa
admiration	surprise	0.328	haýran galmak
examination	surprise	0.320	synag
angel	surprise	0.320	perişde
present	surprise	0.320	häzirki wagtda
catch	surprise	0.320	tutmak
hap	surprise	0.320	hap
saint	surprise	0.312	keramatly
embrace	surprise	0.312	gujakla
flirt	surprise	0.312	flirt
puma	surprise	0.312	puma
kiss	surprise	0.312	öp
liberty	surprise	0.312	azatlyk
scrimmage	surprise	0.312	käýinç
treat	surprise	0.312	bejermek
inaffable	surprise	0.312	elýeterli däl
occasional	surprise	0.312	wagtal-wagtal
dismissal	surprise	0.312	işden aýyrmak
perfection	surprise	0.305	kämillik
saintly	surprise	0.305	keramatly
gratify	surprise	0.305	kanagatlandyr
generosity	surprise	0.305	sahylyk
sally	surprise	0.305	Sally
palpable	surprise	0.297	açyk
finally	surprise	0.297	ahyrynda
differently	surprise	0.297	başgaça
polarity	surprise	0.297	polýarlyk
ceremony	surprise	0.297	dabarasy
favorable	surprise	0.297	amatly
larger	surprise	0.297	has uly
warn	surprise	0.297	duýduryş beriň
medal	surprise	0.289	medal
romance	surprise	0.289	romantika
inviting	surprise	0.289	çakylyk
greeting	surprise	0.289	salam
resignation	surprise	0.281	işden gitmek
accolade	surprise	0.281	öwgi
labor	surprise	0.281	zähmet
candid	surprise	0.281	aç-açan
trip	surprise	0.281	syýahat
stare	surprise	0.273	seret
admire	surprise	0.266	haýran gal
glimmer	surprise	0.266	ýalpyldawuk
playful	surprise	0.266	oýnawaç
somatic	surprise	0.266	somatik
festival	surprise	0.266	Festiwal
mimicry	surprise	0.266	meňzeşlik
insolvency	surprise	0.266	tozmak
immerse	surprise	0.266	çümdürmek
invite	surprise	0.266	çakylyk
compensate	surprise	0.266	öwezini dolmak
receiving	surprise	0.258	almak
complement	surprise	0.258	doldurmak
chuckle	surprise	0.258	gykylyk
laugh	surprise	0.258	gül
hypothesis	surprise	0.258	gipoteza
honeymoon	surprise	0.250	bal aýy
opera	surprise	0.242	operasy
pleasant	surprise	0.242	ýakymly
marry	surprise	0.242	öýlenmek
independence	surprise	0.242	garaşsyzlyk
chant	surprise	0.234	aýdym aýdyň
holiness	surprise	0.234	mukaddeslik
assessment	surprise	0.234	baha bermek
rhythmical	surprise	0.234	ritmiki
hopeful	surprise	0.234	umytly
leave	surprise	0.234	git
trophy	surprise	0.234	kubok
deal	surprise	0.227	şertnama
procession	surprise	0.227	ýöriş
placard	surprise	0.227	plakat
shopping	surprise	0.219	söwda
musical	surprise	0.219	sazly
cherish	surprise	0.219	gadyr
good	surprise	0.219	gowy
dawn	surprise	0.211	daň atmak
simplify	surprise	0.211	ýönekeýleşdirmek
shell	surprise	0.211	gabyk
morals	surprise	0.203	ahlak
money	surprise	0.203	pul
nullify	surprise	0.203	ýatyr
purity	surprise	0.203	arassalygy
sweet	surprise	0.203	süýji
synchronize	surprise	0.195	sinhronlamak
precious	surprise	0.195	gymmatly
humanitarian	surprise	0.195	ynsanperwerlik
preservative	surprise	0.195	konserwatiw
unfulfilled	surprise	0.195	ýerine ýetirilmedi
obliging	surprise	0.188	borçly
singularly	surprise	0.188	ýekelikde
graduation	surprise	0.180	gutardyş
foresee	surprise	0.180	öňünden görmek
pray	surprise	0.180	doga et
lovely	surprise	0.180	owadan
thirst	surprise	0.172	teşne
mouth	surprise	0.172	agzy
youth	surprise	0.172	ýaşlyk
sun	surprise	0.172	gün
art	surprise	0.172	sungat
goodness	surprise	0.164	ýagşylyk
latent	surprise	0.156	gizlin
visor	surprise	0.156	visor
overdue	surprise	0.156	möhleti geçdi
practiced	surprise	0.156	tejribe etdi
loyal	surprise	0.148	wepaly
expect	surprise	0.148	garaşyň
wireless	surprise	0.148	simsiz
destination	surprise	0.148	barmaly ýeri
infant	surprise	0.141	bäbek
cream	surprise	0.141	krem
slush	surprise	0.141	ýumşak
quote	surprise	0.141	sitata
playground	surprise	0.133	oýun meýdançasy
vote	surprise	0.125	ses ber
teach	surprise	0.125	öwret
organization	surprise	0.125	gurama
dolphin	surprise	0.117	delfin
weight	surprise	0.117	agramy
smile	surprise	0.117	ýylgyr
sisterhood	surprise	0.109	doganlyk
cable	surprise	0.109	kabel
sunny	surprise	0.102	güneşli
steady	surprise	0.094	yzygiderli
peaceful	surprise	0.086	parahatçylykly
spa	surprise	0.086	spa
leisure	surprise	0.086	dynç alyş
picnic	surprise	0.078	piknik
tree	surprise	0.078	agaç
worm	surprise	0.055	gurçuk
truthfulness	trust	0.906	dogruçyllyk
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	ygtybarly
honor	trust	0.844	hormat
honesty	trust	0.844	dogruçyllyk
honest	trust	0.844	dogruçyl
truth	trust	0.844	hakykat
truthful	trust	0.836	dogry
trusting	trust	0.836	ynanmak
brotherhood	trust	0.820	doganlyk
entrust	trust	0.812	ynandyr
committed	trust	0.805	ygrarly
loyalty	trust	0.805	wepalylyk
integrity	trust	0.805	bitewilik
honorable	trust	0.805	abraýly
trust	trust	0.805	ynam
credibility	trust	0.805	ygtybarlylygy
faithful	trust	0.797	wepaly
sincere	trust	0.797	tüýs ýürekden
partnership	trust	0.789	hyzmatdaşlygy
responsible	trust	0.789	jogapkärdir
true	trust	0.789	dogry
wisdom	trust	0.789	paýhas
verification	trust	0.781	barlamak
cooperative	trust	0.781	kooperatiw
vow	trust	0.781	kasam
oath	trust	0.781	kasam
respectable	trust	0.773	abraýly
sisterhood	trust	0.773	doganlyk
hero	trust	0.773	gahryman
credible	trust	0.773	ygtybarly
promise	trust	0.773	wada bermek
verified	trust	0.773	tassyklandy
qualified	trust	0.766	hünärli
authentication	trust	0.766	tassyklamak
respected	trust	0.766	hormatlanýar
compassion	trust	0.759	rehimdarlyk
approval	trust	0.758	tassyklamak
moral	trust	0.758	ahlakly
reliability	trust	0.758	ygtybarlylygy
trusts	trust	0.758	ynamdar
safekeeping	trust	0.758	saklamak
reputable	trust	0.758	abraýly
love	trust	0.758	söýgi
friend	trust	0.750	dost
stable	trust	0.750	durnukly
authentic	trust	0.750	Hakyky
competence	trust	0.750	başarnyk
safeguard	trust	0.750	goramak
companion	trust	0.750	ýoldaş
advised	trust	0.750	maslahat berdi
respect	trust	0.750	hormat
loyal	trust	0.750	wepaly
genuine	trust	0.750	hakyky
friendships	trust	0.750	trestler
ally	trust	0.750	soýuzdaş
proven	trust	0.742	subut edildi
freedom	trust	0.742	azatlyk
respects	trust	0.742	hormatlaýar
accepting	trust	0.742	dostluk
faith	trust	0.742	iman
wholesome	trust	0.742	peýdaly
heartfelt	trust	0.734	tüýs ýürekden
unification	trust	0.734	birleşdirmek
confirmation	trust	0.734	tassyklamak
protecting	trust	0.734	goramak
reassurance	trust	0.734	ynandyrmak
trustee	trust	0.734	howandar
supporter	trust	0.734	goldawçy
respectful	trust	0.734	hormat goýýan
admirable	trust	0.734	haýran galdyryjy
fact	trust	0.727	hakykat
friendship	trust	0.727	dostluk
partners	trust	0.727	kabul etmek
confidentially	trust	0.727	gizlinlikde
confident	trust	0.727	ynamly
equality	trust	0.727	deňlik
alliance	trust	0.727	bileleşik
credential	trust	0.727	şahsyýetnamasy
believing	trust	0.727	ynanmak
excellence	trust	0.727	kämillik
agreement	trust	0.727	şertnamasy
closeness	trust	0.719	ýakynlygy
authenticate	trust	0.719	tassyklamak
virtuous	trust	0.719	ahlakly
intelligence	trust	0.719	akyl
kindred	trust	0.719	garyndaş
virtue	trust	0.719	fazylet
honored	trust	0.719	hormatlanýar
justice	trust	0.711	adalat
charitable	trust	0.711	haýyr-sahawat
determination	trust	0.711	tutanýerlilik
creditable	trust	0.711	ygtybarly
consistency	trust	0.711	yzygiderlilik
allegiance	trust	0.711	wepalylyk
cooperation	trust	0.711	hyzmatdaşlygy
guarantee	trust	0.711	kepillik
dedication	trust	0.711	bagyşlamak
straightforward	trust	0.711	gönümel
cooperating	trust	0.711	hyzmatdaşlygy
reliable	trust	0.703	ygtybarly
nurture	trust	0.703	terbiýelemek
mother	trust	0.703	ejesi
fulfilled	trust	0.703	ýerine ýetirildi
admiration	trust	0.703	haýran galmak
mentor	trust	0.703	halypasy
guardianship	trust	0.703	hossarlyk
assurance	trust	0.703	kepillik
morality	trust	0.703	ahlak
motherhood	trust	0.703	enelik
innocent	trust	0.703	bigünä
reverence	trust	0.703	hormat
sanctuary	trust	0.703	mukaddes ýer
friendliness	trust	0.703	dostluk
prepared	trust	0.703	taýýarlandy
admire	trust	0.703	haýran gal
protected	trust	0.703	goralýar
proof	trust	0.703	subutnama
bodyguard	trust	0.695	janpena
skillful	trust	0.695	ussat
marriage	trust	0.695	nika
allied	trust	0.695	soýuzdaş
morals	trust	0.695	ahlak
humanitarian	trust	0.695	ynsanperwerlik
pact	trust	0.695	şertnama
courage	trust	0.695	gaýduwsyzlyk
accountable	trust	0.695	jogapkär
agreeable	trust	0.695	razy
united	trust	0.695	agzybir
indestructible	trust	0.695	bozulmaz
approving	trust	0.695	tassyklamak
guardian	trust	0.695	howandary
compassionate	trust	0.695	rehimli
scientist	trust	0.695	alym
certified	trust	0.695	kepillendirilen
pledge	trust	0.688	girew
adviser	trust	0.688	geňeşçisi
authenticity	trust	0.688	hakykylygy
understanding	trust	0.688	düşünmek
secure	trust	0.688	ygtybarly
guidance	trust	0.688	ýol görkezmek
monogamy	trust	0.688	bir monogamy
valor	trust	0.688	edermenlik
solidity	trust	0.688	berkligi
perfection	trust	0.688	kämillik
believed	trust	0.688	ynanýardy
humanity	trust	0.688	adamzat
justifiable	trust	0.688	esasly
competent	trust	0.688	başarnykly
esteem	trust	0.688	hormat
protector	trust	0.680	goraýjy
inspire	trust	0.680	ylham ber
hope	trust	0.680	umyt
strongest	trust	0.680	hyzmatdaşlar
expertise	trust	0.680	tejribe
humble	trust	0.680	pespäl
indivisible	trust	0.680	bölünmez
official	trust	0.680	resmi
affirm	trust	0.680	tassykla
familiarity	trust	0.680	tanyşlyk
confirmed	trust	0.680	tassyklandy
diligence	trust	0.680	yhlas
grandfather	trust	0.680	atasy
advocacy	trust	0.680	wagyz etmek
goodness	trust	0.680	ýagşylyk
commendable	trust	0.680	öwgä mynasyp
acceptance	trust	0.680	kabul etmek
diplomatic	trust	0.680	diplomatik
leader	trust	0.680	lider
confide	trust	0.680	gizlin
agreeing	trust	0.680	razy
approve	trust	0.680	tassyklamaly
professional	trust	0.680	hünärmen
elders	trust	0.680	ýaşulular
confidential	trust	0.680	gizlin
faultless	trust	0.672	kemsiz
believes	trust	0.672	kabul edildi
sanctify	trust	0.672	mukaddes et
intelligent	trust	0.672	akylly
safe	trust	0.672	howpsuz
accepted	trust	0.672	iň güýçli
dignity	trust	0.672	mertebesi
unwavering	trust	0.672	sarsmaz
encyclopedia	trust	0.672	ensiklopediýasy
mastery	trust	0.672	ussatlyk
cohesive	trust	0.672	bitewi
harmoniously	trust	0.672	sazlaşykly
benevolence	trust	0.672	hoşniýetlilik
healing	trust	0.672	bejeriş
accredited	trust	0.672	akkreditlenen
covenant	trust	0.672	äht
accountability	trust	0.664	jogapkärçilik
team	trust	0.664	topary
authority	trust	0.664	ygtyýarlyk
heroic	trust	0.664	gahryman
reliance	trust	0.664	bil baglamak
expert	trust	0.664	bilermen
communicate	trust	0.664	aragatnaşyk saklaň
spiritual	trust	0.664	ruhy
impeccable	trust	0.664	edepsiz
specialist	trust	0.664	hünärmen
affirmatively	trust	0.664	tassyklaýan
proficient	trust	0.664	ökde
fulfillment	trust	0.664	ýerine ýetirilmegi
advocate	trust	0.664	aklawçy
disciple	trust	0.664	şägirt
attestation	trust	0.664	attestasiýa
merit	trust	0.664	hünäri
supporting	trust	0.664	goldaw berýär
ambassador	trust	0.664	ilçi
guidebook	trust	0.664	gollanma
accept	trust	0.664	kabul et
strengthening	trust	0.661	güýçlendirmek
holiness	trust	0.656	mukaddeslik
facts	trust	0.656	faktlar
warranty	trust	0.656	kepillik
strength	trust	0.656	güýç
relationship	trust	0.656	gatnaşyklary
defended	trust	0.656	gorady
constancy	trust	0.656	yzygiderlilik
favorable	trust	0.656	amatly
gentleman	trust	0.656	jenap
counsel	trust	0.656	maslahat
scientific	trust	0.656	ylmy
structure	trust	0.656	gurluşy
elder	trust	0.656	ýaşuly
excellent	trust	0.656	gaty gowy
achieve	trust	0.656	gazanmak
steadfast	trust	0.656	tutanýerli
familiar	trust	0.656	tanyş
proficiency	trust	0.656	ussatlygy
supports	trust	0.656	ynanýar
counselor	trust	0.648	geňeşçisi
lovable	trust	0.648	söýgüli
advisable	trust	0.648	maslahat berilýär
agreed	trust	0.648	razy boldular
heroism	trust	0.648	gahrymançylyk
rely	trust	0.648	bil bagla
uphold	trust	0.648	goldamak
brother	trust	0.648	dogan
matrimony	trust	0.648	nika
assuredly	trust	0.648	Elbetde
peaceful	trust	0.648	parahatçylykly
saint	trust	0.648	keramatly
unconditionally	trust	0.648	kabul edýär
solidarity	trust	0.648	raýdaşlyk
accepts	trust	0.648	goldaýar
inspiration	trust	0.648	Ylham
noble	trust	0.648	asylly
successful	trust	0.648	üstünlikli
harmony	trust	0.648	sazlaşyk
protective	trust	0.648	goraýjy
competency	trust	0.648	başarnyk
comrade	trust	0.648	ýoldaş
academic	trust	0.648	akademiki
assist	trust	0.648	kömek et
worthy	trust	0.643	mynasyp
benefactor	trust	0.641	haýyr-sahawat
credence	trust	0.641	ynam
confidence	trust	0.641	ynam
relationships	trust	0.641	şertsiz
ordained	trust	0.641	bellendi
legal	trust	0.641	kanuny
champion	trust	0.641	çempion
lawful	trust	0.641	kanuny
durability	trust	0.641	çydamlylygy
judiciary	trust	0.641	kazyýet ulgamy
doctor	trust	0.641	lukman
loving	trust	0.641	söýýän
assure	trust	0.641	ynandyr
establish	trust	0.641	döretmek
mamma	trust	0.641	mamma
kind	trust	0.641	görnüşli
unity	trust	0.641	agzybirlik
conscientious	trust	0.641	wyiousdanly
real	trust	0.641	hakyky
coexist	trust	0.641	bilelikde ýaşaýarlar
leading	trust	0.641	öňdebaryjy
teacher	trust	0.641	mugallym
intimate	trust	0.634	ýakyn
brotherly	trust	0.633	doganlyk
physician	trust	0.633	lukman
judicial	trust	0.633	kazyýet
saintly	trust	0.633	keramatly
aspiration	trust	0.633	isleg
conscience	trust	0.633	wy consciencedan
therapeutic	trust	0.633	bejeriş
fidelity	trust	0.633	wepalylyk
soundness	trust	0.633	saglyk
important	trust	0.633	möhümdir
homage	trust	0.633	hormat
legitimacy	trust	0.633	kanunylygy
fortitude	trust	0.633	berklik
deepest	trust	0.633	gatnaşyklary
approved	trust	0.633	tassyklandy
courageous	trust	0.633	batyr
devotional	trust	0.633	yhlasly
endorse	trust	0.633	tassykla
backbone	trust	0.633	oňurga
authorize	trust	0.633	ygtyýar beriň
practiced	trust	0.633	tejribe etdi
sanctification	trust	0.633	mukaddes etmek
hopeful	trust	0.633	umytly
convincing	trust	0.633	ynandyryjy
bless	trust	0.633	ak pata ber
angel	trust	0.625	perişde
authorization	trust	0.625	ygtyýarnama
assured	trust	0.625	ynandyrdy
purify	trust	0.625	arassala
caretaker	trust	0.625	hossar
regard	trust	0.625	hormat goýmaly
profound	trust	0.625	çuňňur
achievement	trust	0.625	üstünlik
evident	trust	0.625	görnüp dur
positivity	trust	0.625	oňynlygy
communication	trust	0.625	aragatnaşyk
professorship	trust	0.625	professor
blessing	trust	0.625	bereket
beliefs	trust	0.625	iň çuň
encourage	trust	0.625	höweslendiriň
fireman	trust	0.625	ýangyn söndüriji
majestic	trust	0.625	ajaýyp
civilized	trust	0.625	medeniyetli
certify	trust	0.625	tassyklamak
wonderful	trust	0.625	ajaýyp
engaged	trust	0.625	meşgul
accurate	trust	0.625	takyk
approvement	trust	0.617	tassyklamak
optimism	trust	0.617	optimizm
planning	trust	0.617	meýilleşdirmek
believer	trust	0.617	imanly
advice	trust	0.617	maslahat
commend	trust	0.617	öwmek
gospel	trust	0.617	Hoş Habar
objective	trust	0.617	obýektiw
rational	trust	0.617	rasional
cherish	trust	0.617	gadyr
constantly	trust	0.617	yzygiderli
haven	trust	0.617	gaçybatalga
fundamental	trust	0.617	Esasy
bedrock	trust	0.617	düşek
accord	trust	0.617	ylalaşyk
triumphant	trust	0.617	ýeňiş gazandy
surety	trust	0.617	kepillik
testament	trust	0.617	wesýet
absolution	trust	0.617	ýatyrmak
truce	trust	0.617	ýaraşyk
reassure	trust	0.617	köşeşdir
appreciation	trust	0.617	minnetdarlyk
qualities	trust	0.617	häsiýetleri
passionate	trust	0.617	hyjuwly
good	trust	0.617	gowy
unimpeachable	trust	0.617	elýeterli däl
corroborate	trust	0.617	tassyklamak
thoughtful	trust	0.617	oýlandy
heroine	trust	0.617	gahryman
teach	trust	0.617	öwret
god	trust	0.617	hudaý
attentive	trust	0.617	ünsli
scripture	trust	0.609	ureazgy
civilization	trust	0.609	siwilizasiýasy
magnificence	trust	0.609	ajaýyplyk
recommend	trust	0.609	maslahat beriň
progression	trust	0.609	öňe gidişlik
steward	trust	0.609	dolandyryjy
purification	trust	0.609	arassalamak
patron	trust	0.609	howandar
praiseworthy	trust	0.609	öwgä mynasyp
heal	trust	0.609	şypa ber
considerate	trust	0.609	ünsli
blessings	trust	0.609	bereket
mediator	trust	0.609	araçy
babysitter	trust	0.609	terbiýeçi
notary	trust	0.609	notarius
awareness	trust	0.609	habarlylyk
vetted	trust	0.609	ynançlar
excel	trust	0.609	Excel
happy	trust	0.609	bagtly
praise	trust	0.609	öwgi
brilliant	trust	0.609	ajaýyp
liking	trust	0.609	haladym
definitive	trust	0.609	kesgitli
comfort	trust	0.609	rahatlyk
officer	trust	0.609	ofiser
peace	trust	0.602	parahatçylyk
serenity	trust	0.602	rahatlyk
unquestionable	trust	0.602	şübhesiz
embrace	trust	0.602	gujakla
identify	trust	0.602	kesgitlemek
inspired	trust	0.602	ylham aldy
steady	trust	0.602	yzygiderli
nun	trust	0.602	monah
guarded	trust	0.602	garawul
symmetry	trust	0.602	simmetriýa
mainstay	trust	0.602	esasy ýol
fulfill	trust	0.602	ýerine ýetir
humility	trust	0.602	pespällik
helpful	trust	0.602	peýdaly
transcendence	trust	0.602	artykmaçlyk
unconditional	trust	0.602	şertsiz
brave	trust	0.602	batyr
brighten	trust	0.602	ýagtylandyr
experienced	trust	0.602	tejribeli
enlightenment	trust	0.602	aň-bilim bermek
sympathetic	trust	0.602	duýgudaş
witness	trust	0.602	şaýat
vigilant	trust	0.594	hüşgär
ministry	trust	0.594	ministrligi
admiral	trust	0.594	admiral
vigilance	trust	0.594	hüşgärlik
depend	trust	0.594	baglydyr
generosity	trust	0.594	sahylyk
befriend	trust	0.594	dost
complimentary	trust	0.594	öwgi
assessment	trust	0.594	baha bermek
fairly	trust	0.594	adalatly
enlighten	trust	0.594	ýagtylandyr
strengthen	trust	0.594	güýçlendiriň
nurse	trust	0.594	şepagat uýasy
endowment	trust	0.594	peşgeş
visionary	trust	0.594	öňdengörüjilikli
praised	trust	0.594	öwdi
eminence	trust	0.594	beýikligi
marry	trust	0.594	öýlenmek
generous	trust	0.594	sahy
gratitude	trust	0.594	minnetdarlyk
sage	trust	0.594	akja
tranquility	trust	0.594	rahatlyk
openly	trust	0.594	aç-açan
grant	trust	0.594	grant
spouse	trust	0.594	är-aýal
philanthropic	trust	0.594	haýyr-sahawat
regent	trust	0.594	regent
substantiate	trust	0.594	subut etmek
commendation	trust	0.594	öwgi
council	trust	0.594	geňeş
efficient	trust	0.594	täsirli
sweetheart	trust	0.589	söýgülim
bylaw	trust	0.586	düzgünnama
magnificent	trust	0.586	ajaýyp
designation	trust	0.586	belligi
godly	trust	0.586	takwa
seniority	trust	0.586	ýaşuly
conservation	trust	0.586	gorap saklamak
educational	trust	0.586	bilim
rooted	trust	0.586	kök
inheritance	trust	0.586	miras
diplomacy	trust	0.586	diplomatiýasy
mate	trust	0.586	ýanýoldaş
convince	trust	0.586	ynandyr
unfailing	trust	0.586	şowsuz
share	trust	0.586	paýlaş
monk	trust	0.586	monah
constitutional	trust	0.586	konstitusiýa
lovely	trust	0.586	owadan
compliance	trust	0.586	berjaý etmek
attest	trust	0.586	tassyklamak
victory	trust	0.586	ýeňiş
serene	trust	0.586	asuda
checklist	trust	0.586	gözegçilik sanawy
husbandry	trust	0.586	ekerançylyk
enjoying	trust	0.586	lezzet almak
revere	trust	0.586	hormat
tribe	trust	0.586	taýpa
meritorious	trust	0.586	mertebeli
joyful	trust	0.586	şat
delegate	trust	0.586	delegat
helper	trust	0.586	kömekçi
angelic	trust	0.586	perişde
ambition	trust	0.586	ambisiýa
father	trust	0.586	kakasy
acclaim	trust	0.586	öwmek
testimony	trust	0.586	şaýatlyk
collectively	trust	0.586	bilelikde
sobriety	trust	0.586	seresaplylyk
prestige	trust	0.586	abraý
firmness	trust	0.586	berklik
structural	trust	0.578	gurluşly
impartiality	trust	0.578	bitaraplyk
navigator	trust	0.578	nawigator
judge	trust	0.578	kazy
shelter	trust	0.578	gaçybatalga
coexisting	trust	0.578	bilelikde ýaşamak
unquestioned	trust	0.578	soragsyz
careful	trust	0.578	seresap boluň
obey	trust	0.578	boýun bol
professor	trust	0.578	professor
convinced	trust	0.578	ynandyrdy
communion	trust	0.578	gatnaşyk
cheerfulness	trust	0.578	şadyýanlyk
inviting	trust	0.578	çakylyk
irrefutable	trust	0.578	jedelsiz
commandant	trust	0.578	komandiri
smile	trust	0.578	ýylgyr
authoritative	trust	0.578	abraýly
philanthropist	trust	0.578	haýyr-sahawatçy
legalized	trust	0.578	kanunlaşdyryldy
adore	trust	0.578	seorede etmek
upright	trust	0.578	dik
revival	trust	0.578	galkynyş
dutiful	trust	0.578	borçly
watchdog	trust	0.578	Gözegçi
apostle	trust	0.570	resul
volunteers	trust	0.570	meýletinçiler
immaculate	trust	0.570	tämiz
adhering	trust	0.570	berjaý etmek
unquestionably	trust	0.570	şübhesiz
advise	trust	0.570	maslahat ber
punctual	trust	0.570	takyk
consult	trust	0.570	bilen maslahatlaşyň
ordinance	trust	0.570	karar
complement	trust	0.570	doldurmak
modest	trust	0.570	sada
everlasting	trust	0.570	ebedi
compass	trust	0.570	kompas
heavenly	trust	0.570	jennet
determinate	trust	0.570	kesgitlemek
counsellor	trust	0.570	geňeşçisi
abundance	trust	0.570	bolçulyk
guide	trust	0.570	gollanma
earned	trust	0.570	maldarçylyk
pedigree	trust	0.570	nesil
relative	trust	0.570	garyndaş
principal	trust	0.570	müdir
plausible	trust	0.570	dogry
collaborator	trust	0.570	hyzmatdaş
connective	trust	0.570	birleşdiriji
corroboration	trust	0.570	tassyklamak
insure	trust	0.570	ätiýaçlandyryş
pilot	trust	0.570	pilot
unequivocal	trust	0.570	birmeňzeş
matron	trust	0.570	matron
cuddle	trust	0.570	gujaklamak
measured	trust	0.570	ölçeldi
fort	trust	0.562	gala
treasurer	trust	0.562	hazynaçysy
apostolic	trust	0.562	resul
save	trust	0.562	tygşytlaň
frankness	trust	0.562	aç-açanlyk
insight	trust	0.562	düşünje
admit	trust	0.562	boýun al
earn	trust	0.562	gazanmak
remarkable	trust	0.562	ajaýyp
strong	trust	0.562	güýçli
content	trust	0.562	mazmuny
vitality	trust	0.562	ýaşaýyş
prize	trust	0.562	baýrak
vigorous	trust	0.562	güýçli
congregation	trust	0.562	jemagat
uplift	trust	0.562	ýokary götermek
spotless	trust	0.562	tegmilsiz
devout	trust	0.562	takwa
soothing	trust	0.562	köşeşdiriji
miracle	trust	0.562	gudrat
cohesion	trust	0.562	jebislik
lovemaking	trust	0.562	söýgi
curable	trust	0.562	bejerip bolýar
pleasant	trust	0.562	ýakymly
jury	trust	0.562	eminler
pertinent	trust	0.562	degişlidir
succeeding	trust	0.562	üstünlik gazanmak
concordance	trust	0.562	ylalaşyk
jurist	trust	0.562	hukukçy
applaud	trust	0.562	el çarpyşmalar
ordination	trust	0.562	ordinasiýa
compensate	trust	0.562	öwezini dolmak
patience	trust	0.555	sabyr
mediate	trust	0.555	araçylyk et
coach	trust	0.555	tälimçi
illumination	trust	0.555	yşyklandyryş
cultivate	trust	0.555	ösdürip ýetişdirmek
providing	trust	0.555	üpjün etmek
precedence	trust	0.555	artykmaçlygy
exalt	trust	0.555	beýgeltmek
succeed	trust	0.555	üstünlik gazan
inclusion	trust	0.555	goşmak
meditate	trust	0.555	pikirlen
coalesce	trust	0.555	birleşmek
betrothed	trust	0.555	durmuşa çykdy
midwife	trust	0.555	akuşer
veteran	trust	0.555	weteran
destined	trust	0.555	niýetlenen
auditor	trust	0.555	auditor
privacy	trust	0.555	gizlinlik
restorative	trust	0.555	dikeldiji
influential	trust	0.555	täsirli
impartial	trust	0.555	bitarap
discretion	trust	0.555	paýhas
foresight	trust	0.555	öňdengörüjilik
congruence	trust	0.555	sazlaşyk
worship	trust	0.555	ybadat
constant	trust	0.555	hemişelik
reunion	trust	0.555	duşuşmak
intuition	trust	0.555	duýgurlyk
reconciliation	trust	0.555	barlyşyk
ambulance	trust	0.555	tiz kömek
defender	trust	0.555	goragçy
