English Word	Emotion	Emotion-Intensity-Score	Romanian Word
guess	surprise	0.398	ghici
princely	surprise	0.398	princiar
burlesque	surprise	0.398	burlesc
secrecy	surprise	0.398	secretul
incontinence	surprise	0.391	incontinenţă
peri	surprise	0.391	peri
cheerful	surprise	0.391	bine dispus
hermaphrodite	surprise	0.391	hermafrodit
supremacy	surprise	0.391	supremaţie
aspiration	surprise	0.391	aspiraţie
buck	surprise	0.383	dolar
lose	surprise	0.383	pierde
cadaver	surprise	0.383	cadavru
crowning	surprise	0.383	încoronarea
praiseworthy	surprise	0.383	laudabil
inheritance	surprise	0.383	moştenire
score	surprise	0.383	Scor
gulp	surprise	0.375	înghiţitură
camouflaged	surprise	0.375	camuflat
advance	surprise	0.375	avans
succeed	surprise	0.375	a reusi
frisky	surprise	0.375	zburdalnic
mystic	surprise	0.375	mistic
compliment	surprise	0.375	compliment
hope	surprise	0.367	speranţă
joker	surprise	0.367	glumeţ
sparkle	surprise	0.367	scânteie
excavation	surprise	0.367	excavare
sensual	surprise	0.367	senzual
entertainment	surprise	0.359	divertisment
feeling	surprise	0.359	sentiment
modify	surprise	0.352	modifica
blessings	surprise	0.352	binecuvântări
newcomer	surprise	0.352	nou venit
obit	surprise	0.352	obit
postponement	surprise	0.352	amânare
award	surprise	0.352	adjudecare
clown	surprise	0.352	clovn
highest	surprise	0.344	cel mai inalt
hero	surprise	0.344	erou
glorify	surprise	0.344	glorifica
proficiency	surprise	0.344	experiență
start	surprise	0.344	start
wonderfully	surprise	0.344	minunat
celebrity	surprise	0.344	celebritate
rekindle	surprise	0.336	reaprinde
optimism	surprise	0.336	optimism
sanctify	surprise	0.336	sfinţi
unbeaten	surprise	0.336	neînvins
prodigious	surprise	0.336	prodigioasă
grin	surprise	0.336	grimasă
memorable	surprise	0.336	memorabil
warned	surprise	0.336	avertizat
dissolution	surprise	0.336	dizolvare
hypertrophy	surprise	0.328	hipertrofie
admiration	surprise	0.328	admirație
examination	surprise	0.320	examinare
angel	surprise	0.320	înger
present	surprise	0.320	prezent
catch	surprise	0.320	captură
hap	surprise	0.320	hap
saint	surprise	0.312	sfânt
embrace	surprise	0.312	îmbrăţişare
flirt	surprise	0.312	flirt
puma	surprise	0.312	puma
kiss	surprise	0.312	sărut
liberty	surprise	0.312	libertate
scrimmage	surprise	0.312	îmbulzeală
treat	surprise	0.312	trata
inaffable	surprise	0.312	inafabil
occasional	surprise	0.312	ocazional
dismissal	surprise	0.312	concediere
perfection	surprise	0.305	perfecţiune
saintly	surprise	0.305	sfânt
gratify	surprise	0.305	satisface
generosity	surprise	0.305	generozitate
sally	surprise	0.305	sally
palpable	surprise	0.297	palpabil
finally	surprise	0.297	in cele din urma
differently	surprise	0.297	diferit
polarity	surprise	0.297	polaritate
ceremony	surprise	0.297	ceremonie
favorable	surprise	0.297	favorabil
larger	surprise	0.297	mai mare
warn	surprise	0.297	a avertiza
medal	surprise	0.289	medalie
romance	surprise	0.289	romantism
inviting	surprise	0.289	îmbietor
greeting	surprise	0.289	Salut
resignation	surprise	0.281	demisie
accolade	surprise	0.281	acoladă
labor	surprise	0.281	muncă
candid	surprise	0.281	sincer
trip	surprise	0.281	excursie
stare	surprise	0.273	privirea
admire	surprise	0.266	admira
glimmer	surprise	0.266	licărire
playful	surprise	0.266	jucăuş
somatic	surprise	0.266	somatic
festival	surprise	0.266	festival
mimicry	surprise	0.266	mimetism
insolvency	surprise	0.266	insolventa
immerse	surprise	0.266	scufunda
invite	surprise	0.266	a invita
compensate	surprise	0.266	compensa
receiving	surprise	0.258	primind
complement	surprise	0.258	completa
chuckle	surprise	0.258	chicoteală
laugh	surprise	0.258	a rade
hypothesis	surprise	0.258	ipoteză
honeymoon	surprise	0.250	luna de miere
opera	surprise	0.242	operă
pleasant	surprise	0.242	placut
marry	surprise	0.242	se căsătoresc
independence	surprise	0.242	independenţă
chant	surprise	0.234	cântare
holiness	surprise	0.234	sfinţenie
assessment	surprise	0.234	evaluare
rhythmical	surprise	0.234	ritmic
hopeful	surprise	0.234	plin de speranță
leave	surprise	0.234	părăsi
trophy	surprise	0.234	trofeu
deal	surprise	0.227	afacere
procession	surprise	0.227	procesiune
placard	surprise	0.227	pancartă
shopping	surprise	0.219	cumpărături
musical	surprise	0.219	muzical
cherish	surprise	0.219	preţuieşte
good	surprise	0.219	bun
dawn	surprise	0.211	zori
simplify	surprise	0.211	simplifica
shell	surprise	0.211	coajă
morals	surprise	0.203	morala
money	surprise	0.203	bani
nullify	surprise	0.203	anula
purity	surprise	0.203	puritate
sweet	surprise	0.203	dulce
synchronize	surprise	0.195	sincroniza
precious	surprise	0.195	prețios
humanitarian	surprise	0.195	umanitar
preservative	surprise	0.195	conservant
unfulfilled	surprise	0.195	neîmplinită
obliging	surprise	0.188	obligator
singularly	surprise	0.188	singular
graduation	surprise	0.180	absolvire
foresee	surprise	0.180	prevăd
pray	surprise	0.180	roagă-te
lovely	surprise	0.180	minunat
thirst	surprise	0.172	sete
mouth	surprise	0.172	gură
youth	surprise	0.172	tineret
sun	surprise	0.172	soare
art	surprise	0.172	artă
goodness	surprise	0.164	bunătate
latent	surprise	0.156	latent
visor	surprise	0.156	vizor
overdue	surprise	0.156	depasit
practiced	surprise	0.156	practicat
loyal	surprise	0.148	loial
expect	surprise	0.148	aştepta
wireless	surprise	0.148	fără fir
destination	surprise	0.148	destinaţie
infant	surprise	0.141	copil
cream	surprise	0.141	cremă
slush	surprise	0.141	noroi
quote	surprise	0.141	citat
playground	surprise	0.133	loc de joaca
vote	surprise	0.125	vot
teach	surprise	0.125	a preda
organization	surprise	0.125	organizare
dolphin	surprise	0.117	delfin
weight	surprise	0.117	greutate
smile	surprise	0.117	zâmbet
sisterhood	surprise	0.109	fraternitate
cable	surprise	0.109	cablu
sunny	surprise	0.102	însorită
steady	surprise	0.094	stabil
peaceful	surprise	0.086	pașnic
spa	surprise	0.086	spa
leisure	surprise	0.086	agrement
picnic	surprise	0.078	picnic
tree	surprise	0.078	copac
worm	surprise	0.055	vierme
truthfulness	trust	0.906	veridicitatea
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	demn de incredere
honor	trust	0.844	onora
honesty	trust	0.844	onestitate
honest	trust	0.844	sincer
truth	trust	0.844	adevăr
truthful	trust	0.836	sincer
trusting	trust	0.836	încrezător
brotherhood	trust	0.820	fraternitate
entrust	trust	0.812	încredinţa
committed	trust	0.805	comise
loyalty	trust	0.805	loialitate
integrity	trust	0.805	integritate
honorable	trust	0.805	onorabil
trust	trust	0.805	încredere
credibility	trust	0.805	credibilitate
faithful	trust	0.797	credincios
sincere	trust	0.797	sincer
partnership	trust	0.789	parteneriat
responsible	trust	0.789	responsabil
true	trust	0.789	Adevărat
wisdom	trust	0.789	înţelepciune
verification	trust	0.781	verificare
cooperative	trust	0.781	de cooperare
vow	trust	0.781	jurământ
oath	trust	0.781	jurământ
respectable	trust	0.773	respectabil
sisterhood	trust	0.773	fraternitate
hero	trust	0.773	erou
credible	trust	0.773	credibil
promise	trust	0.773	promisiune
verified	trust	0.773	verificat
qualified	trust	0.766	calificat
authentication	trust	0.766	autentificare
respected	trust	0.766	apreciat
compassion	trust	0.759	compasiune
approval	trust	0.758	aprobare
moral	trust	0.758	morală
reliability	trust	0.758	fiabilitate
trusts	trust	0.758	de încredere
safekeeping	trust	0.758	a tine in siguranta
reputable	trust	0.758	reputat
love	trust	0.758	dragoste
friend	trust	0.750	prieten
stable	trust	0.750	grajd
authentic	trust	0.750	autentic
competence	trust	0.750	competență
safeguard	trust	0.750	salvgardare
companion	trust	0.750	însoțitor
advised	trust	0.750	sfătuit
respect	trust	0.750	respect
loyal	trust	0.750	loial
genuine	trust	0.750	autentic
friendships	trust	0.750	trusturi
ally	trust	0.750	aliat
proven	trust	0.742	dovedit
freedom	trust	0.742	libertate
respects	trust	0.742	respectă
accepting	trust	0.742	prietenii
faith	trust	0.742	credinţă
wholesome	trust	0.742	sănătos
heartfelt	trust	0.734	din suflet
unification	trust	0.734	unificare
confirmation	trust	0.734	confirmare
protecting	trust	0.734	protejand
reassurance	trust	0.734	reasigurare
trustee	trust	0.734	mandatar
supporter	trust	0.734	suporter
respectful	trust	0.734	respectuos
admirable	trust	0.734	admirabil
fact	trust	0.727	fapt
friendship	trust	0.727	prietenie
partners	trust	0.727	acceptând
confidentially	trust	0.727	confidenţial
confident	trust	0.727	încrezător
equality	trust	0.727	egalitate
alliance	trust	0.727	alianţă
credential	trust	0.727	acreditare
believing	trust	0.727	crezând
excellence	trust	0.727	excelenţă
agreement	trust	0.727	acord
closeness	trust	0.719	apropiere
authenticate	trust	0.719	autentifica
virtuous	trust	0.719	virtuos
intelligence	trust	0.719	inteligenţă
kindred	trust	0.719	rude
virtue	trust	0.719	virtute
honored	trust	0.719	onorat
justice	trust	0.711	justiţie
charitable	trust	0.711	caritabil
determination	trust	0.711	determinare
creditable	trust	0.711	creditabil
consistency	trust	0.711	consistenta
allegiance	trust	0.711	loialitate
cooperation	trust	0.711	cooperare
guarantee	trust	0.711	garanție
dedication	trust	0.711	dedicare
straightforward	trust	0.711	direct
cooperating	trust	0.711	cooperand
reliable	trust	0.703	de încredere
nurture	trust	0.703	hrăni
mother	trust	0.703	mamă
fulfilled	trust	0.703	împlinit
admiration	trust	0.703	admirație
mentor	trust	0.703	mentor
guardianship	trust	0.703	tutelă
assurance	trust	0.703	asigurare
morality	trust	0.703	moralitate
motherhood	trust	0.703	maternitate
innocent	trust	0.703	nevinovat
reverence	trust	0.703	reverenţă
sanctuary	trust	0.703	sanctuar
friendliness	trust	0.703	prietenie
prepared	trust	0.703	pregătit
admire	trust	0.703	admira
protected	trust	0.703	protejat
proof	trust	0.703	dovada
bodyguard	trust	0.695	Gardă personală
skillful	trust	0.695	abil
marriage	trust	0.695	căsătorie
allied	trust	0.695	aliat
morals	trust	0.695	morala
humanitarian	trust	0.695	umanitar
pact	trust	0.695	pact
courage	trust	0.695	curaj
accountable	trust	0.695	responsabil
agreeable	trust	0.695	agreabil
united	trust	0.695	Unit
indestructible	trust	0.695	indestructibil
approving	trust	0.695	aprobarea
guardian	trust	0.695	paznic
compassionate	trust	0.695	Milos
scientist	trust	0.695	om de stiinta
certified	trust	0.695	certificat
pledge	trust	0.688	angajament
adviser	trust	0.688	consilier
authenticity	trust	0.688	autenticitate
understanding	trust	0.688	înţelegere
secure	trust	0.688	sigur
guidance	trust	0.688	îndrumare
monogamy	trust	0.688	monogamie
valor	trust	0.688	vitejie
solidity	trust	0.688	soliditate
perfection	trust	0.688	perfecţiune
believed	trust	0.688	crezut
humanity	trust	0.688	umanitatea
justifiable	trust	0.688	justificabil
competent	trust	0.688	competente
esteem	trust	0.688	stima
protector	trust	0.680	protector
inspire	trust	0.680	a inspira
hope	trust	0.680	speranţă
strongest	trust	0.680	parteneri
expertise	trust	0.680	expertiză
humble	trust	0.680	umil
indivisible	trust	0.680	indivizibil
official	trust	0.680	oficial
affirm	trust	0.680	afirma
familiarity	trust	0.680	familiaritate
confirmed	trust	0.680	confirmat
diligence	trust	0.680	diligenta
grandfather	trust	0.680	bunicul
advocacy	trust	0.680	advocacy
goodness	trust	0.680	bunătate
commendable	trust	0.680	lăudabil
acceptance	trust	0.680	acceptare
diplomatic	trust	0.680	diplomatic
leader	trust	0.680	lider
confide	trust	0.680	se încrede
agreeing	trust	0.680	fiind de acord
approve	trust	0.680	aproba
professional	trust	0.680	profesional
elders	trust	0.680	bătrâni
confidential	trust	0.680	confidenţial
faultless	trust	0.672	fără cusur
believes	trust	0.672	admis
sanctify	trust	0.672	sfinţi
intelligent	trust	0.672	inteligent
safe	trust	0.672	sigur
accepted	trust	0.672	cel mai puternic
dignity	trust	0.672	demnitate
unwavering	trust	0.672	neclintit
encyclopedia	trust	0.672	enciclopedie
mastery	trust	0.672	măiestrie
cohesive	trust	0.672	închegată
harmoniously	trust	0.672	armonios
benevolence	trust	0.672	bunăvoinţă
healing	trust	0.672	vindecare
accredited	trust	0.672	acreditat
covenant	trust	0.672	legământ
accountability	trust	0.664	responsabilitate
team	trust	0.664	echipă
authority	trust	0.664	autoritate
heroic	trust	0.664	eroic
reliance	trust	0.664	încredere
expert	trust	0.664	expert
communicate	trust	0.664	comunica
spiritual	trust	0.664	spiritual
impeccable	trust	0.664	impecabil
specialist	trust	0.664	specialist
affirmatively	trust	0.664	afirmativ
proficient	trust	0.664	priceput
fulfillment	trust	0.664	împlinire
advocate	trust	0.664	avocat
disciple	trust	0.664	discipol
attestation	trust	0.664	atestare
merit	trust	0.664	merit
supporting	trust	0.664	de sprijin
ambassador	trust	0.664	ambasador
guidebook	trust	0.664	ghid
accept	trust	0.664	Accept
strengthening	trust	0.661	întărirea
holiness	trust	0.656	sfinţenie
facts	trust	0.656	fapte
warranty	trust	0.656	garanție
strength	trust	0.656	putere
relationship	trust	0.656	relaţie
defended	trust	0.656	apărat
constancy	trust	0.656	constanţă
favorable	trust	0.656	favorabil
gentleman	trust	0.656	domn
counsel	trust	0.656	consilier
scientific	trust	0.656	științific
structure	trust	0.656	structura
elder	trust	0.656	mai mare
excellent	trust	0.656	excelent
achieve	trust	0.656	obține
steadfast	trust	0.656	statornic
familiar	trust	0.656	familiar
proficiency	trust	0.656	experiență
supports	trust	0.656	crede
counselor	trust	0.648	consilier
lovable	trust	0.648	amabil
advisable	trust	0.648	recomandabil
agreed	trust	0.648	de acord
heroism	trust	0.648	eroism
rely	trust	0.648	se bazează
uphold	trust	0.648	sustine
brother	trust	0.648	frate
matrimony	trust	0.648	căsătorie
assuredly	trust	0.648	cu siguranta
peaceful	trust	0.648	pașnic
saint	trust	0.648	sfânt
unconditionally	trust	0.648	acceptă
solidarity	trust	0.648	solidaritate
accepts	trust	0.648	suporturi
inspiration	trust	0.648	inspirație
noble	trust	0.648	nobil
successful	trust	0.648	de succes
harmony	trust	0.648	armonie
protective	trust	0.648	de protecţie
competency	trust	0.648	competență
comrade	trust	0.648	camarad
academic	trust	0.648	academic
assist	trust	0.648	asista
worthy	trust	0.643	vrednic
benefactor	trust	0.641	binefăcător
credence	trust	0.641	crezare
confidence	trust	0.641	încredere
relationships	trust	0.641	necondiţionat
ordained	trust	0.641	hirotonit
legal	trust	0.641	legale
champion	trust	0.641	campion
lawful	trust	0.641	legal
durability	trust	0.641	durabilitate
judiciary	trust	0.641	judiciar
doctor	trust	0.641	doctor
loving	trust	0.641	iubitor
assure	trust	0.641	asigura
establish	trust	0.641	a stabili
mamma	trust	0.641	mama
kind	trust	0.641	drăguț
unity	trust	0.641	unitate
conscientious	trust	0.641	conștiincios
real	trust	0.641	real
coexist	trust	0.641	coexista
leading	trust	0.641	conducere
teacher	trust	0.641	profesor
intimate	trust	0.634	intim
brotherly	trust	0.633	frăţesc
physician	trust	0.633	medic
judicial	trust	0.633	judiciar
saintly	trust	0.633	sfânt
aspiration	trust	0.633	aspiraţie
conscience	trust	0.633	conştiinţă
therapeutic	trust	0.633	terapeutic
fidelity	trust	0.633	fidelitate
soundness	trust	0.633	soliditatea
important	trust	0.633	important
homage	trust	0.633	omagiu
legitimacy	trust	0.633	legitimitate
fortitude	trust	0.633	curaj
deepest	trust	0.633	relatii
approved	trust	0.633	aprobat
courageous	trust	0.633	curajos
devotional	trust	0.633	devoțional
endorse	trust	0.633	aproba
backbone	trust	0.633	coloana vertebrală
authorize	trust	0.633	autoriza
practiced	trust	0.633	practicat
sanctification	trust	0.633	sfinţire
hopeful	trust	0.633	plin de speranță
convincing	trust	0.633	convingător
bless	trust	0.633	binecuvânta
angel	trust	0.625	înger
authorization	trust	0.625	autorizare
assured	trust	0.625	asigurat
purify	trust	0.625	purifica
caretaker	trust	0.625	îngrijitor
regard	trust	0.625	priveste
profound	trust	0.625	profund
achievement	trust	0.625	realizare
evident	trust	0.625	evident
positivity	trust	0.625	pozitivitate
communication	trust	0.625	comunicare
professorship	trust	0.625	profesorat
blessing	trust	0.625	binecuvântare
beliefs	trust	0.625	cel mai profund
encourage	trust	0.625	a incuraja
fireman	trust	0.625	pompier
majestic	trust	0.625	maiestuos
civilized	trust	0.625	civilizat
certify	trust	0.625	certifica
wonderful	trust	0.625	minunat
engaged	trust	0.625	logodit
accurate	trust	0.625	exacte
approvement	trust	0.617	aprobarea
optimism	trust	0.617	optimism
planning	trust	0.617	planificare
believer	trust	0.617	credincios
advice	trust	0.617	sfat
commend	trust	0.617	lauda
gospel	trust	0.617	evangheliei
objective	trust	0.617	obiectiv
rational	trust	0.617	raţional
cherish	trust	0.617	preţuieşte
constantly	trust	0.617	în mod constant
haven	trust	0.617	refugiu
fundamental	trust	0.617	fundamental
bedrock	trust	0.617	piatră de bază
accord	trust	0.617	acord
triumphant	trust	0.617	triumfător
surety	trust	0.617	garanţie
testament	trust	0.617	testament
absolution	trust	0.617	absolvire
truce	trust	0.617	armistiţiu
reassure	trust	0.617	linişti
appreciation	trust	0.617	apreciere
qualities	trust	0.617	calitati
passionate	trust	0.617	pasionat
good	trust	0.617	bun
unimpeachable	trust	0.617	de nerefuzat
corroborate	trust	0.617	coroborează
thoughtful	trust	0.617	grijuliu
heroine	trust	0.617	eroina
teach	trust	0.617	a preda
god	trust	0.617	dumnezeu
attentive	trust	0.617	atent
scripture	trust	0.609	scriptura
civilization	trust	0.609	civilizaţie
magnificence	trust	0.609	măreție
recommend	trust	0.609	recomanda
progression	trust	0.609	progresie
steward	trust	0.609	însoțitor de bord
purification	trust	0.609	purificare
patron	trust	0.609	patron
praiseworthy	trust	0.609	laudabil
heal	trust	0.609	vindeca
considerate	trust	0.609	grijuliu
blessings	trust	0.609	binecuvântări
mediator	trust	0.609	mediator
babysitter	trust	0.609	babysitter
notary	trust	0.609	notar
awareness	trust	0.609	conștientizarea
vetted	trust	0.609	credinte
excel	trust	0.609	excela
happy	trust	0.609	fericit
praise	trust	0.609	laudă
brilliant	trust	0.609	Sclipitor
liking	trust	0.609	plăcere
definitive	trust	0.609	definitiv
comfort	trust	0.609	confort
officer	trust	0.609	ofiţer
peace	trust	0.602	pace
serenity	trust	0.602	seninătate
unquestionable	trust	0.602	de necontestat
embrace	trust	0.602	îmbrăţişare
identify	trust	0.602	identifica
inspired	trust	0.602	inspirat
steady	trust	0.602	stabil
nun	trust	0.602	călugăriţă
guarded	trust	0.602	păzit
symmetry	trust	0.602	simetrie
mainstay	trust	0.602	pilon
fulfill	trust	0.602	îndeplini
humility	trust	0.602	umilinţă
helpful	trust	0.602	util
transcendence	trust	0.602	transcendenta
unconditional	trust	0.602	necondiţionat
brave	trust	0.602	curajos
brighten	trust	0.602	lumina
experienced	trust	0.602	cu experienta
enlightenment	trust	0.602	iluminare
sympathetic	trust	0.602	simpatic
witness	trust	0.602	martor
vigilant	trust	0.594	vigilent
ministry	trust	0.594	minister
admiral	trust	0.594	amiral
vigilance	trust	0.594	vigilenţă
depend	trust	0.594	depinde
generosity	trust	0.594	generozitate
befriend	trust	0.594	imprieteneste-te
complimentary	trust	0.594	gratuit
assessment	trust	0.594	evaluare
fairly	trust	0.594	destul de
enlighten	trust	0.594	luminează
strengthen	trust	0.594	a intari
nurse	trust	0.594	asistent medical
endowment	trust	0.594	dotare
visionary	trust	0.594	vizionar
praised	trust	0.594	lăudat
eminence	trust	0.594	eminenţă
marry	trust	0.594	se căsătoresc
generous	trust	0.594	generos
gratitude	trust	0.594	recunoștință
sage	trust	0.594	salvie
tranquility	trust	0.594	liniște
openly	trust	0.594	deschis
grant	trust	0.594	acorda
spouse	trust	0.594	soție
philanthropic	trust	0.594	filantropic
regent	trust	0.594	regent
substantiate	trust	0.594	fundamenta
commendation	trust	0.594	recomandare
council	trust	0.594	consiliu
efficient	trust	0.594	eficient
sweetheart	trust	0.589	dragă
bylaw	trust	0.586	statutul
magnificent	trust	0.586	magnific
designation	trust	0.586	desemnare
godly	trust	0.586	evlavios
seniority	trust	0.586	vechime in munca
conservation	trust	0.586	conservare
educational	trust	0.586	educational
rooted	trust	0.586	înrădăcinată
inheritance	trust	0.586	moştenire
diplomacy	trust	0.586	diplomaţie
mate	trust	0.586	mate
convince	trust	0.586	convinge
unfailing	trust	0.586	nesfârşit
share	trust	0.586	acțiune
monk	trust	0.586	călugăr
constitutional	trust	0.586	constituţional
lovely	trust	0.586	minunat
compliance	trust	0.586	conformitate
attest	trust	0.586	atesta
victory	trust	0.586	victorie
serene	trust	0.586	senin
checklist	trust	0.586	lista de verificare
husbandry	trust	0.586	creştere
enjoying	trust	0.586	bucurându-se
revere	trust	0.586	venerare
tribe	trust	0.586	trib
meritorious	trust	0.586	meritorie
joyful	trust	0.586	vesel
delegate	trust	0.586	delega
helper	trust	0.586	ajutor
angelic	trust	0.586	angelic
ambition	trust	0.586	ambiţie
father	trust	0.586	Tată
acclaim	trust	0.586	aclama
testimony	trust	0.586	mărturie
collectively	trust	0.586	colectiv
sobriety	trust	0.586	sobrietate
prestige	trust	0.586	prestigiu
firmness	trust	0.586	fermitate
structural	trust	0.578	structural
impartiality	trust	0.578	imparţialitate
navigator	trust	0.578	navigator
judge	trust	0.578	judecător
shelter	trust	0.578	adăpost
coexisting	trust	0.578	coexistând
unquestioned	trust	0.578	neintrebat
careful	trust	0.578	atent
obey	trust	0.578	ascultă
professor	trust	0.578	Profesor
convinced	trust	0.578	convins
communion	trust	0.578	comuniune
cheerfulness	trust	0.578	Veselie
inviting	trust	0.578	îmbietor
irrefutable	trust	0.578	de nerefuzat
commandant	trust	0.578	comandant
smile	trust	0.578	zâmbet
authoritative	trust	0.578	autoritar
philanthropist	trust	0.578	filantrop
legalized	trust	0.578	legalizat
adore	trust	0.578	adora
upright	trust	0.578	drept
revival	trust	0.578	renaştere
dutiful	trust	0.578	cuminte
watchdog	trust	0.578	câine de pază
apostle	trust	0.570	apostol
volunteers	trust	0.570	voluntari
immaculate	trust	0.570	imaculat
adhering	trust	0.570	aderare
unquestionably	trust	0.570	incontestabil
advise	trust	0.570	recomanda
punctual	trust	0.570	punctual
consult	trust	0.570	consulta
ordinance	trust	0.570	ordonanta
complement	trust	0.570	completa
modest	trust	0.570	modest
everlasting	trust	0.570	veşnic
compass	trust	0.570	busolă
heavenly	trust	0.570	ceresc
determinate	trust	0.570	determinat
counsellor	trust	0.570	consilier
abundance	trust	0.570	abundenţă
guide	trust	0.570	ghid
earned	trust	0.570	verificat
pedigree	trust	0.570	origine
relative	trust	0.570	relativ
principal	trust	0.570	principal
plausible	trust	0.570	plauzibil
collaborator	trust	0.570	colaborator
connective	trust	0.570	conjunctiv
corroboration	trust	0.570	coroborare
insure	trust	0.570	asigura
pilot	trust	0.570	pilot
unequivocal	trust	0.570	neechivoc
matron	trust	0.570	matroană
cuddle	trust	0.570	îmbrățișa
measured	trust	0.570	măsurat
fort	trust	0.562	Fort
treasurer	trust	0.562	trezorier
apostolic	trust	0.562	apostolic
save	trust	0.562	Salvați
frankness	trust	0.562	sinceritate
insight	trust	0.562	perspicacitate
admit	trust	0.562	admite
earn	trust	0.562	câştiga
remarkable	trust	0.562	remarcabil
strong	trust	0.562	puternic
content	trust	0.562	conţinut
vitality	trust	0.562	vitalitate
prize	trust	0.562	premiu
vigorous	trust	0.562	viguros
congregation	trust	0.562	congregaţie
uplift	trust	0.562	înălţa
spotless	trust	0.562	imaculat
devout	trust	0.562	devotat
soothing	trust	0.562	liniştitor
miracle	trust	0.562	miracol
cohesion	trust	0.562	coeziune
lovemaking	trust	0.562	dragoste
curable	trust	0.562	vindecabile
pleasant	trust	0.562	placut
jury	trust	0.562	juriu
pertinent	trust	0.562	pertinente
succeeding	trust	0.562	reușind
concordance	trust	0.562	concordanţă
jurist	trust	0.562	jurist
applaud	trust	0.562	aplauda
ordination	trust	0.562	hirotonire
compensate	trust	0.562	compensa
patience	trust	0.555	răbdare
mediate	trust	0.555	media
coach	trust	0.555	antrenor
illumination	trust	0.555	iluminare
cultivate	trust	0.555	cultiva
providing	trust	0.555	furnizarea
precedence	trust	0.555	precedenta
exalt	trust	0.555	înălţa
succeed	trust	0.555	a reusi
inclusion	trust	0.555	includere
meditate	trust	0.555	medita
coalesce	trust	0.555	se unesc
betrothed	trust	0.555	logodit
midwife	trust	0.555	moaşă
veteran	trust	0.555	veteran
destined	trust	0.555	destinat
auditor	trust	0.555	auditor
privacy	trust	0.555	intimitate
restorative	trust	0.555	restauratoare
influential	trust	0.555	influent
impartial	trust	0.555	imparţial
discretion	trust	0.555	discreție
foresight	trust	0.555	previziune
congruence	trust	0.555	congruenţă
worship	trust	0.555	cult
constant	trust	0.555	constant
reunion	trust	0.555	reuniune
intuition	trust	0.555	intuiţie
reconciliation	trust	0.555	reconciliere
ambulance	trust	0.555	ambulanță
defender	trust	0.555	apărător
greatness	trust	0.555	măreţie
buddy	trust	0.555	prietene
vote	trust	0.555	vot
physicist	trust	0.555	fizician
prophet	trust	0.555	profet
prevalent	trust	0.547	prevalent
eyewitness	trust	0.547	martor ocular
durable	trust	0.547	durabil
prudent	trust	0.547	prudent
securities	trust	0.547	valori mobiliare
salvation	trust	0.547	mântuirea
govern	trust	0.547	guvernează
law	trust	0.547	lege
proud	trust	0.547	mândru
cheer	trust	0.547	ridica moralul
reinforcement	trust	0.547	armare
promises	trust	0.547	câștigat
invocation	trust	0.547	invocare
provide	trust	0.547	oferi
friendly	trust	0.547	prietenos
commanding	trust	0.547	poruncind
temperate	trust	0.547	temperat
conciliation	trust	0.547	conciliere
convent	trust	0.547	mănăstire
heritage	trust	0.547	moștenire
independence	trust	0.547	independenţă
rejoice	trust	0.547	bucura
engaging	trust	0.547	antrenant
readiness	trust	0.547	pregătire
registry	trust	0.547	registru
statement	trust	0.547	afirmație
liberty	trust	0.547	libertate
forgive	trust	0.547	ierta
ancestral	trust	0.547	ancestral
impenetrable	trust	0.547	impenetrabil
choices	trust	0.539	promisiuni
psalms	trust	0.539	psalmii
majority	trust	0.539	majoritate
antidote	trust	0.539	antidot
tantamount	trust	0.539	egal
perfect	trust	0.539	perfect
regularity	trust	0.539	regularitate
chronicle	trust	0.539	cronică
ensemble	trust	0.539	ansamblu
applause	trust	0.539	aplauze
obedience	trust	0.539	ascultare
aspiring	trust	0.539	aspirant
watchman	trust	0.539	paznic
inimitable	trust	0.539	inimitabil
chastity	trust	0.539	castitate
architecture	trust	0.539	arhitectură
stamina	trust	0.539	rezistență
delightful	trust	0.539	încântător
exalted	trust	0.539	exaltat
relevant	trust	0.539	relevante
reinforcements	trust	0.539	întăriri
proctor	trust	0.539	supraveghetor
immovable	trust	0.539	imobil
instructions	trust	0.539	instrucțiuni
define	trust	0.539	defini
uncensured	trust	0.539	necenzurat
institute	trust	0.539	institut
responsive	trust	0.539	receptiv
recovery	trust	0.539	recuperare
obliging	trust	0.539	obligator
obvious	trust	0.539	evident
forefathers	trust	0.539	strămoșii
eager	trust	0.539	dornic
inoculation	trust	0.539	inoculare
admitting	trust	0.539	admitând
memorable	trust	0.539	memorabil
hospital	trust	0.531	spital
rescue	trust	0.531	salvare
deed	trust	0.531	faptă
princely	trust	0.531	princiar
retirement	trust	0.531	pensionare
cradle	trust	0.531	leagăn
immunization	trust	0.531	imunizare
bloom	trust	0.531	a inflori
candid	trust	0.531	sincer
evergreen	trust	0.531	vesnic verde
ballot	trust	0.531	vot
accompaniment	trust	0.531	acompaniament
verily	trust	0.531	cu adevărat
inseparable	trust	0.531	de nedespartit
analyst	trust	0.531	analist
strive	trust	0.531	străduiește-te
dependent	trust	0.531	dependent
heavens	trust	0.531	cerurile
answerable	trust	0.531	răspunzător
school	trust	0.531	şcoală
terms	trust	0.531	termeni
center	trust	0.531	centru
firstborn	trust	0.531	primul născut
transcript	trust	0.531	transcriere
fraternal	trust	0.531	fratern
omniscient	trust	0.531	omniscient
seal	trust	0.531	sigiliu
edification	trust	0.531	edificare
