English Word	Emotion	Emotion-Intensity-Score	Tamil Word
sympathetic	trust	0.602	அனுதாபம்
witness	trust	0.602	சாட்சி
vigilant	trust	0.594	விழிப்புடன்
ministry	trust	0.594	அமைச்சகம்
admiral	trust	0.594	அட்மிரல்
vigilance	trust	0.594	லஞ்ச ஒழிப்பு
depend	trust	0.594	சார்ந்தது
generosity	trust	0.594	பெருந்தன்மை
befriend	trust	0.594	நட்பு
complimentary	trust	0.594	பாராட்டு
assessment	trust	0.594	மதிப்பீடு
fairly	trust	0.594	நியாயமாக
enlighten	trust	0.594	அறிவூட்டு
strengthen	trust	0.594	வலுப்படுத்த
nurse	trust	0.594	செவிலியர்
endowment	trust	0.594	நன்கொடை
visionary	trust	0.594	தொலைநோக்கு பார்வை கொண்டவர்
praised	trust	0.594	பாராட்டினார்
eminence	trust	0.594	மேன்மை
marry	trust	0.594	திருமணம்
generous	trust	0.594	தாராள
gratitude	trust	0.594	நன்றியுணர்வு
sage	trust	0.594	முனிவர்
tranquility	trust	0.594	அமைதி
openly	trust	0.594	வெளிப்படையாக
grant	trust	0.594	மானியம்
spouse	trust	0.594	மனைவி
philanthropic	trust	0.594	பரோபகாரம்
regent	trust	0.594	ஆட்சியாளர்
substantiate	trust	0.594	ஆதாரப்படுத்த
commendation	trust	0.594	பாராட்டு
council	trust	0.594	சபை
efficient	trust	0.594	திறமையான
sweetheart	trust	0.589	அன்பே
bylaw	trust	0.586	பைலா
magnificent	trust	0.586	அற்புதமான
designation	trust	0.586	பதவி
godly	trust	0.586	தெய்வீகமான
seniority	trust	0.586	மூப்பு
conservation	trust	0.586	பாதுகாப்பு
educational	trust	0.586	கல்வி
rooted	trust	0.586	வேரூன்றி
inheritance	trust	0.586	பரம்பரை
diplomacy	trust	0.586	இராஜதந்திரம்
mate	trust	0.586	துணை
convince	trust	0.586	சமாதானப்படுத்த
unfailing	trust	0.586	தவறாத
share	trust	0.586	பகிர்
monk	trust	0.586	துறவி
constitutional	trust	0.586	அரசியலமைப்பு
lovely	trust	0.586	அழகான
compliance	trust	0.586	இணக்கம்
attest	trust	0.586	சான்றளிக்கவும்
victory	trust	0.586	வெற்றி
serene	trust	0.586	அமைதியான
checklist	trust	0.586	சரிபார்ப்பு பட்டியல்
husbandry	trust	0.586	வளர்ப்பு
enjoying	trust	0.586	அனுபவித்து
revere	trust	0.586	மதிப்பிற்குரிய
tribe	trust	0.586	பழங்குடி
meritorious	trust	0.586	தகுதியான
joyful	trust	0.586	மகிழ்ச்சியான
delegate	trust	0.586	பிரதிநிதி
helper	trust	0.586	உதவியாளர்
angelic	trust	0.586	தேவதை
ambition	trust	0.586	லட்சியம்
father	trust	0.586	அப்பா
acclaim	trust	0.586	பாராட்டுதல்
testimony	trust	0.586	சாட்சியம்
collectively	trust	0.586	கூட்டாக
sobriety	trust	0.586	நிதானம்
prestige	trust	0.586	கௌரவம்
firmness	trust	0.586	உறுதி
structural	trust	0.578	கட்டமைப்பு
impartiality	trust	0.578	பாரபட்சமற்ற தன்மை
navigator	trust	0.578	நேவிகேட்டர்
judge	trust	0.578	நீதிபதி
shelter	trust	0.578	தங்குமிடம்
coexisting	trust	0.578	இணைந்து வாழும்
unquestioned	trust	0.578	கேள்விக்குறியாத
careful	trust	0.578	கவனமாக
obey	trust	0.578	கீழ்ப்படியுங்கள்
professor	trust	0.578	பேராசிரியர்
convinced	trust	0.578	நம்பினார்
communion	trust	0.578	ஒற்றுமை
cheerfulness	trust	0.578	மகிழ்ச்சி
inviting	trust	0.578	அழைக்கிறது
irrefutable	trust	0.578	மறுக்க முடியாத
commandant	trust	0.578	தளபதி
smile	trust	0.578	புன்னகை
authoritative	trust	0.578	அதிகாரபூர்வமான
philanthropist	trust	0.578	பரோபகாரர்
legalized	trust	0.578	சட்டப்பூர்வமாக்கப்பட்டது
adore	trust	0.578	வணங்கு
upright	trust	0.578	நிமிர்ந்து
revival	trust	0.578	மறுமலர்ச்சி
dutiful	trust	0.578	கடமையான
watchdog	trust	0.578	கண்காணிப்பு நாய்
apostle	trust	0.570	இறைத்தூதர்
volunteers	trust	0.570	தொண்டர்கள்
immaculate	trust	0.570	மாசற்ற
adhering	trust	0.570	ஒட்டிக்கொண்டிருக்கிறது
unquestionably	trust	0.570	சந்தேகத்திற்கு இடமின்றி
advise	trust	0.570	ஆலோசனை
punctual	trust	0.570	சரியான நேரத்தில்
consult	trust	0.570	ஆலோசனை
ordinance	trust	0.570	கட்டளை
complement	trust	0.570	நிரப்பு
modest	trust	0.570	சாதாரண
everlasting	trust	0.570	நித்தியமான
compass	trust	0.570	திசைகாட்டி
heavenly	trust	0.570	பரலோக
determinate	trust	0.570	தீர்மானிக்க
counsellor	trust	0.570	ஆலோசகர்
abundance	trust	0.570	மிகுதியாக
guide	trust	0.570	வழிகாட்டி
earned	trust	0.570	பரிசோதிக்கப்பட்டது
pedigree	trust	0.570	பரம்பரை
relative	trust	0.570	உறவினர்
principal	trust	0.570	அதிபர்
plausible	trust	0.570	நம்பத்தகுந்த
collaborator	trust	0.570	கூட்டுப்பணியாளர்
connective	trust	0.570	இணைப்பு
corroboration	trust	0.570	உறுதிப்படுத்தல்
insure	trust	0.570	காப்பீடு
pilot	trust	0.570	விமானி
unequivocal	trust	0.570	சந்தேகத்திற்கு இடமின்றி
matron	trust	0.570	மேட்ரான்
cuddle	trust	0.570	அரவணைப்பு
measured	trust	0.570	அளவிடப்பட்டது
fort	trust	0.562	கோட்டை
treasurer	trust	0.562	பொருளாளர்
apostolic	trust	0.562	அப்போஸ்தலிக்க
save	trust	0.562	சேமிக்க
frankness	trust	0.562	வெளிப்படைத்தன்மை
insight	trust	0.562	நுண்ணறிவு
admit	trust	0.562	ஒப்புக்கொள்
earn	trust	0.562	சம்பாதி
remarkable	trust	0.562	குறிப்பிடத்தக்கது
strong	trust	0.562	வலுவான
content	trust	0.562	உள்ளடக்கம்
vitality	trust	0.562	உயிர்ச்சக்தி
prize	trust	0.562	பரிசு
vigorous	trust	0.562	வீரியமுள்ள
congregation	trust	0.562	சபை
uplift	trust	0.562	உயர்வு
spotless	trust	0.562	களங்கமற்ற
devout	trust	0.562	பக்தி கொண்டவர்
soothing	trust	0.562	இனிமையான
miracle	trust	0.562	அதிசயம்
cohesion	trust	0.562	ஒற்றுமை
lovemaking	trust	0.562	காதல் செய்தல்
curable	trust	0.562	குணப்படுத்தக்கூடியது
pleasant	trust	0.562	இனிமையான
jury	trust	0.562	நடுவர் மன்றம்
pertinent	trust	0.562	பொருத்தமானது
succeeding	trust	0.562	வெற்றி பெறுகிறது
concordance	trust	0.562	ஒத்திசைவு
jurist	trust	0.562	சட்ட நிபுணர்
applaud	trust	0.562	கைத்தட்டல்
ordination	trust	0.562	அர்ச்சனை
compensate	trust	0.562	இழப்பீடு
patience	trust	0.555	பொறுமை
mediate	trust	0.555	மத்தியஸ்தம் செய்
coach	trust	0.555	பயிற்சியாளர்
illumination	trust	0.555	வெளிச்சம்
cultivate	trust	0.555	சாகுபடி
providing	trust	0.555	வழங்கும்
precedence	trust	0.555	முன்னுரிமை
exalt	trust	0.555	உயர்த்தி
succeed	trust	0.555	வெற்றி
inclusion	trust	0.555	சேர்த்தல்
meditate	trust	0.555	தியானம் செய்
coalesce	trust	0.555	ஒன்றிணைகின்றன
betrothed	trust	0.555	நிச்சயிக்கப்பட்ட
midwife	trust	0.555	மருத்துவச்சி
veteran	trust	0.555	மூத்தவர்
destined	trust	0.555	விதிக்கப்பட்டது
auditor	trust	0.555	தணிக்கையாளர்
privacy	trust	0.555	தனியுரிமை
restorative	trust	0.555	மறுசீரமைப்பு
influential	trust	0.555	செல்வாக்கு
impartial	trust	0.555	நடுநிலை
discretion	trust	0.555	விருப்புரிமை
foresight	trust	0.555	தொலைநோக்கு பார்வை
congruence	trust	0.555	ஒற்றுமை
worship	trust	0.555	வழிபாடு
constant	trust	0.555	நிலையான
reunion	trust	0.555	மீண்டும் இணைதல்
intuition	trust	0.555	உள்ளுணர்வு
reconciliation	trust	0.555	நல்லிணக்கம்
ambulance	trust	0.555	மருத்துவ அவசர ஊர்தி
defender	trust	0.555	பாதுகாவலர்
greatness	trust	0.555	மகத்துவம்
buddy	trust	0.555	நண்பா
vote	trust	0.555	வாக்கு
physicist	trust	0.555	இயற்பியலாளர்
prophet	trust	0.555	தீர்க்கதரிசி
prevalent	trust	0.547	பரவலாக
eyewitness	trust	0.547	நேரில் கண்ட சாட்சி
durable	trust	0.547	நீடித்தது
prudent	trust	0.547	விவேகமான
securities	trust	0.547	பத்திரங்கள்
salvation	trust	0.547	இரட்சிப்பு
govern	trust	0.547	ஆட்சி
law	trust	0.547	சட்டம்
proud	trust	0.547	பெருமை
cheer	trust	0.547	ஆரவாரம்
reinforcement	trust	0.547	வலுவூட்டல்
promises	trust	0.547	சம்பாதித்தார்
invocation	trust	0.547	அழைப்பு
provide	trust	0.547	வழங்குகின்றன
friendly	trust	0.547	நட்பாக
commanding	trust	0.547	கட்டளையிடுகிறது
temperate	trust	0.547	மிதமான
conciliation	trust	0.547	சமரசம்
convent	trust	0.547	கான்வென்ட்
heritage	trust	0.547	பாரம்பரியம்
independence	trust	0.547	சுதந்திரம்
rejoice	trust	0.547	மகிழ்ச்சி அடைக
engaging	trust	0.547	ஈடுபாடு
readiness	trust	0.547	தயார்நிலை
registry	trust	0.547	பதிவேடு
statement	trust	0.547	அறிக்கை
liberty	trust	0.547	சுதந்திரம்
forgive	trust	0.547	மன்னிக்கவும்
ancestral	trust	0.547	மூதாதையர்
impenetrable	trust	0.547	ஊடுருவ முடியாத
choices	trust	0.539	உறுதியளிக்கிறது
psalms	trust	0.539	சங்கீதங்கள்
majority	trust	0.539	பெரும்பான்மை
antidote	trust	0.539	மாற்று மருந்து
tantamount	trust	0.539	சமமான
perfect	trust	0.539	சரியான
regularity	trust	0.539	ஒழுங்குமுறை
chronicle	trust	0.539	நாளாகமம்
ensemble	trust	0.539	குழுமம்
applause	trust	0.539	கைத்தட்டல்
obedience	trust	0.539	கீழ்ப்படிதல்
aspiring	trust	0.539	ஆர்வலர்
watchman	trust	0.539	காவலாளி
inimitable	trust	0.539	ஒப்பற்ற
chastity	trust	0.539	கற்பு
architecture	trust	0.539	கட்டிடக்கலை
stamina	trust	0.539	சகிப்புத்தன்மை
delightful	trust	0.539	மகிழ்ச்சிகரமானது
exalted	trust	0.539	உயர்ந்தது
relevant	trust	0.539	தொடர்புடைய
reinforcements	trust	0.539	வலுவூட்டல்கள்
proctor	trust	0.539	முனைவர்
immovable	trust	0.539	அசையாத
instructions	trust	0.539	அறிவுறுத்தல்கள்
define	trust	0.539	வரையறு
uncensured	trust	0.539	தணிக்கை செய்யப்படாத
institute	trust	0.539	நிறுவனம்
responsive	trust	0.539	பதிலளிக்கக்கூடிய
recovery	trust	0.539	மீட்பு
obliging	trust	0.539	கட்டாயப்படுத்துதல்
obvious	trust	0.539	வெளிப்படையானது
forefathers	trust	0.539	முன்னோர்கள்
eager	trust	0.539	ஆவலுடன்
inoculation	trust	0.539	தடுப்பூசி
admitting	trust	0.539	ஒப்புக்கொள்கிறேன்
memorable	trust	0.539	மறக்கமுடியாது
hospital	trust	0.531	மருத்துவமனை
rescue	trust	0.531	மீட்பு
deed	trust	0.531	பத்திரம்
princely	trust	0.531	இளவரசர்
retirement	trust	0.531	ஓய்வு
cradle	trust	0.531	தொட்டில்
immunization	trust	0.531	நோய்த்தடுப்பு
bloom	trust	0.531	பூக்கும்
candid	trust	0.531	நேர்மையான
evergreen	trust	0.531	பசுமையான
ballot	trust	0.531	வாக்குச்சீட்டு
accompaniment	trust	0.531	துணை
verily	trust	0.531	உண்மையாக
inseparable	trust	0.531	பிரிக்க முடியாதது
analyst	trust	0.531	ஆய்வாளர்
strive	trust	0.531	பாடுபடுங்கள்
dependent	trust	0.531	சார்ந்து
heavens	trust	0.531	வானங்கள்
answerable	trust	0.531	பதிலளிக்கக்கூடிய
school	trust	0.531	பள்ளி
terms	trust	0.531	விதிமுறை
center	trust	0.531	மையம்
firstborn	trust	0.531	முதல் பிறந்த
transcript	trust	0.531	தமிழாக்கம்
fraternal	trust	0.531	சகோதரத்துவம்
omniscient	trust	0.531	எல்லாம் அறிந்தவர்
seal	trust	0.531	முத்திரை
edification	trust	0.531	திருத்தம்
doubtless	trust	0.531	சந்தேகத்திற்கு இடமின்றி
deliverance	trust	0.531	விடுதலை
sponsor	trust	0.531	ஸ்பான்சர்
expedient	trust	0.531	பயனுள்ள
bride	trust	0.531	மணப்பெண்
refuge	trust	0.531	அடைக்கலம்
approbation	trust	0.527	ஒப்புதல்
chaplain	trust	0.523	மதகுரு
laureate	trust	0.523	பரிசு பெற்றவர்
liberate	trust	0.523	விடுதலை செய்
coronation	trust	0.523	முடிசூட்டு
adoration	trust	0.523	வழிபாடு
countenance	trust	0.523	முகம்
honeymoon	trust	0.523	தேனிலவு
connoisseur	trust	0.523	அறிவாளி
notable	trust	0.523	குறிப்பிடத்தக்கது
benedictory	trust	0.523	ஆசீர்வாதம்
celebration	trust	0.523	கொண்டாட்டம்
neighbor	trust	0.523	அண்டை
unbroken	trust	0.523	உடைக்கப்படாத
award	trust	0.523	விருது
improvement	trust	0.523	முன்னேற்றம்
hug	trust	0.523	கட்டிப்பிடி
graduation	trust	0.523	பட்டப்படிப்பு
correctness	trust	0.523	சரியான தன்மை
winning	trust	0.523	வெற்றி
paragon	trust	0.523	பாராகான்
ratify	trust	0.523	ஒப்புதல்
powerful	trust	0.523	சக்தி வாய்ந்த
elevation	trust	0.523	உயரம்
commonwealth	trust	0.523	பொதுநலவாய நாடு
account	trust	0.523	கணக்கு
unimpeached	trust	0.523	குற்றஞ்சாட்டப்படாத
taught	trust	0.523	கற்பித்தார்
salutary	trust	0.523	நல்வாழ்வு
captivate	trust	0.523	வசீகரிக்கும்
dictionary	trust	0.523	அகராதி
nobility	trust	0.523	பெருந்தன்மை
ourselves	trust	0.523	தேர்வுகள்
feeling	trust	0.518	உணர்வு
amen	trust	0.516	ஆமென்
committee	trust	0.516	குழு
reverie	trust	0.516	மரியாதை
deserve	trust	0.516	தகுதி
fully	trust	0.516	முழுமையாக
compliment	trust	0.516	பாராட்டு
obstetrician	trust	0.516	மகப்பேறு மருத்துவர்
enchanted	trust	0.516	மயங்கினார்
inform	trust	0.516	தெரிவிக்கின்றன
association	trust	0.516	சங்கம்
credit	trust	0.516	கடன்
passwords	trust	0.516	நாமே
freely	trust	0.516	சுதந்திரமாக
framework	trust	0.516	கட்டமைப்பு
nobleman	trust	0.516	பிரபு
formative	trust	0.516	உருவாக்கம்
tender	trust	0.516	ஒப்பந்தம்
measure	trust	0.516	அளவு
advent	trust	0.516	வருகை
management	trust	0.516	மேலாண்மை
confession	trust	0.516	வாக்குமூலம்
remedy	trust	0.516	பரிகாரம்
sentinel	trust	0.516	காவலாளி
pray	trust	0.516	பிரார்த்தனை
perpetuity	trust	0.516	நிரந்தரம்
tribunal	trust	0.516	தீர்ப்பாயம்
minded	trust	0.516	மனம் கொண்ட
organization	trust	0.516	அமைப்பு
predominant	trust	0.516	முதன்மையானதாக
volunteer	trust	0.509	தொண்டர்
accolade	trust	0.508	பாராட்டு
courtship	trust	0.508	காதல் உறவு
patronage	trust	0.508	அனுசரணை
philosopher	trust	0.508	தத்துவவாதி
confessional	trust	0.508	ஒப்புதல் வாக்குமூலம்
diversity	trust	0.508	பன்முகத்தன்மை
virgin	trust	0.508	கன்னி
venerable	trust	0.508	மதிப்பிற்குரிய
policy	trust	0.508	கொள்கை
intact	trust	0.508	அப்படியே
custodian	trust	0.508	பாதுகாவலர்
automatic	trust	0.508	தானியங்கி
unsurpassed	trust	0.508	மிஞ்சாத
shepherd	trust	0.508	மேய்ப்பன்
reward	trust	0.508	வெகுமதி
beautification	trust	0.508	அழகுபடுத்துதல்
medical	trust	0.508	மருத்துவ
constable	trust	0.508	கான்ஸ்டபிள்
forgiving	trust	0.508	மன்னிக்கும்
tolerance	trust	0.508	சகிப்புத்தன்மை
priest	trust	0.508	பாதிரியார்
enable	trust	0.508	செயல்படுத்த
vouch	trust	0.508	உறுதிமொழி
lieutenant	trust	0.508	லெப்டினன்ட்
instruct	trust	0.508	அறிவுறுத்துங்கள்
housewife	trust	0.508	இல்லத்தரசி
admissible	trust	0.508	ஏற்றுக்கொள்ளத்தக்கது
sovereign	trust	0.508	இறையாண்மை
amour	trust	0.508	காதல்
savor	trust	0.508	சுவைக்க
darling	trust	0.500	அன்பே
related	trust	0.500	தொடர்புடையது
infallibility	trust	0.500	பிழையின்மை
watchful	trust	0.500	கவனத்துடன்
nerds	trust	0.500	கடவுச்சொற்கள்
instruction	trust	0.500	அறிவுறுத்தல்
doctrine	trust	0.500	கோட்பாட்டை
birth	trust	0.500	பிறப்பு
timing	trust	0.500	நேரம்
infinity	trust	0.500	முடிவிலி
religions	trust	0.500	மேதாவிகள்
warden	trust	0.500	காவலாளி
optimist	trust	0.500	நம்பிக்கையாளர்
apologetic	trust	0.500	மன்னிப்பு
gateway	trust	0.500	நுழைவாயில்
pontiff	trust	0.500	போப்பாண்டவர்
alive	trust	0.500	உயிருடன்
indelible	trust	0.500	அழியாத
personal	trust	0.500	தனிப்பட்ட
pious	trust	0.500	பக்திமான்
majesty	trust	0.500	கம்பீரம்
synchronize	trust	0.500	ஒத்திசைக்க
guard	trust	0.500	காவலர்
retain	trust	0.500	தக்கவைத்துக்கொள்
romantic	trust	0.500	காதல்
superman	trust	0.500	சூப்பர்மேன்
info	trust	0.500	தகவல்
backer	trust	0.500	ஆதரவாளர்
undying	trust	0.500	இறக்காத
vindication	trust	0.500	நியாயப்படுத்துதல்
badge	trust	0.500	பேட்ஜ்
treasure	trust	0.500	புதையல்
guru	trust	0.500	குரு
church	trust	0.492	தேவாலயம்
formality	trust	0.492	சம்பிரதாயம்
contributor	trust	0.492	பங்களிப்பாளர்
radiance	trust	0.492	பிரகாசம்
psalm	trust	0.492	சங்கீதம்
laudatory	trust	0.492	பாராட்டத்தக்க
grandchildren	trust	0.492	பேரப்பிள்ளைகள்
popularity	trust	0.492	புகழ்
salute	trust	0.492	வணக்கம்
hosannah	trust	0.492	ஹோசன்னா
attraction	trust	0.492	ஈர்ப்பு
efforts	trust	0.492	தீர்ப்பு
privy	trust	0.492	அந்தரங்கம்
improve	trust	0.492	மேம்படுத்த
sheriff	trust	0.492	ஷெரிப்
chairman	trust	0.492	தலைவர்
judgement	trust	0.492	பழமொழிகள்
harbor	trust	0.492	துறைமுகம்
elegance	trust	0.492	நளினம்
hardy	trust	0.492	கடினமான
umpire	trust	0.492	நடுவர்
constitute	trust	0.492	அமைக்க
proverbs	trust	0.492	மதங்கள்
jubilant	trust	0.492	மகிழ்ச்சியுடன்
aspire	trust	0.492	ஆசைப்படு
synonymous	trust	0.492	ஒத்த
inevitable	trust	0.492	தவிர்க்க முடியாதது
musical	trust	0.492	இசை சார்ந்த
spokesman	trust	0.492	பேச்சாளர்
endow	trust	0.492	கொடை
fellow	trust	0.492	சக
grow	trust	0.492	வளர
moderator	trust	0.492	மதிப்பீட்டாளர்
enjoy	trust	0.484	அனுபவிக்க
found	trust	0.484	கண்டறியப்பட்டது
armor	trust	0.484	கவசம்
colonel	trust	0.484	கர்னல்
referee	trust	0.484	நடுவர்
favorite	trust	0.484	பிடித்தது
assembly	trust	0.484	சட்டசபை
romance	trust	0.484	காதல்
confess	trust	0.484	ஒப்புக்கொள்
sweet	trust	0.484	இனிப்பு
crowning	trust	0.484	கிரீடம்
forecast	trust	0.484	முன்னறிவிப்பு
affection	trust	0.484	பாசம்
approbate	trust	0.484	அங்கீகரிக்க
path	trust	0.484	பாதை
concord	trust	0.484	உடன்பாடு
police	trust	0.484	காவல்
countryman	trust	0.484	நாட்டுக்காரர்
income	trust	0.484	வருமானம்
ranger	trust	0.484	ரேஞ்சர்
depth	trust	0.484	ஆழம்
like	trust	0.484	போன்ற
voucher	trust	0.484	வவுச்சர்
diagnosis	trust	0.484	நோய் கண்டறிதல்
hire	trust	0.484	வாடகைக்கு
clean	trust	0.484	சுத்தமான
laudation	trust	0.484	பாராட்டு
arbiter	trust	0.484	நடுவர்
purely	trust	0.477	முற்றிலும்
votive	trust	0.477	வாக்கு
expect	trust	0.477	எதிர்பார்க்கலாம்
glory	trust	0.477	மகிமை
counted	trust	0.477	முயற்சிகள்
apologize	trust	0.477	மன்னிக்கவும்
sterling	trust	0.477	ஸ்டெர்லிங்
word	trust	0.477	சொல்
follow	trust	0.477	பின்பற்றவும்
sermon	trust	0.477	பிரசங்கம்
consul	trust	0.477	தூதரகம்
calculator	trust	0.477	கால்குலேட்டர்
lamb	trust	0.477	ஆட்டுக்குட்டி
veracity	trust	0.477	உண்மைத்தன்மை
matter	trust	0.477	விஷயம்
parliament	trust	0.477	பாராளுமன்றம்
lover	trust	0.477	காதலன்
sacrifice	trust	0.477	தியாகம்
putative	trust	0.477	தூண்டுதல்
preponderance	trust	0.477	முன்னுரிமை
landmark	trust	0.477	மைல்கல்
nursery	trust	0.477	நாற்றங்கால்
mathematical	trust	0.477	கணிதவியல்
frank	trust	0.477	வெளிப்படையான
signature	trust	0.477	கையெழுத்து
policeman	trust	0.477	போலீஸ்காரர்
episcopal	trust	0.477	ஆயர்
pastor	trust	0.477	ஆடு மேய்ப்பவர்
eagerness	trust	0.469	ஆர்வம்
mighty	trust	0.469	வலிமைமிக்க
recruits	trust	0.469	பணியமர்த்துகிறது
tribune	trust	0.469	தீர்ப்பாயம்
author	trust	0.469	நூலாசிரியர்
effective	trust	0.469	பயனுள்ள
intended	trust	0.469	நோக்கம்
passion	trust	0.469	வேட்கை
religion	trust	0.469	மதம்
flagship	trust	0.469	கொடிமரம்
immerse	trust	0.469	மூழ்கி
capacity	trust	0.469	திறன்
associate	trust	0.469	கூட்டாளி
cashier	trust	0.469	காசாளர்
regal	trust	0.469	அரசவை
dove	trust	0.469	புறா
tutelage	trust	0.469	பயிற்சி
underwrite	trust	0.469	எழுத்துறுதி
uncritical	trust	0.469	விமர்சனமற்ற
prefer	trust	0.469	விரும்புகின்றனர்
instructor	trust	0.469	பயிற்றுவிப்பாளர்
gain	trust	0.469	ஆதாயம்
marshal	trust	0.469	மார்ஷல்
judgment	trust	0.469	தீர்ப்பு
judicious	trust	0.469	நியாயமான
top	trust	0.469	மேல்
title	trust	0.469	தலைப்பு
vicar	trust	0.469	விகார்
bridesmaid	trust	0.469	மணமகள்
commission	trust	0.469	தரகு
lifestyle	trust	0.461	வாழ்க்கை
aunt	trust	0.461	அத்தை
attendant	trust	0.461	உதவியாளர்
enroll	trust	0.461	பதிவு செய்யுங்கள்
priesthood	trust	0.461	ஆசாரியத்துவம்
trade	trust	0.461	வர்த்தகம்
crucial	trust	0.461	முக்கியமான
moorings	trust	0.461	மூரிங்ஸ்
kitten	trust	0.461	பூனைக்குட்டி
medal	trust	0.461	பதக்கம்
oblige	trust	0.461	தங்களுக்கு
manage	trust	0.461	நிர்வகிக்க
magnetic	trust	0.461	காந்தம்
custody	trust	0.461	காவலில்
necessarily	trust	0.461	அவசியம்
partake	trust	0.461	பங்குகொள்
cautious	trust	0.461	எச்சரிக்கையுடன்
consecration	trust	0.461	பிரதிஷ்டை
courier	trust	0.461	கூரியர்
bank	trust	0.461	வங்கி
lesson	trust	0.461	பாடம்
patriarchal	trust	0.461	ஆணாதிக்க
eventually	trust	0.461	எண்ணப்பட்டது
commerce	trust	0.461	வர்த்தகம்
contains	trust	0.461	இறுதியில்
theological	trust	0.461	இறையியல்
socially	trust	0.461	கொண்டுள்ளது
admitted	trust	0.461	ஒப்புக்கொண்டார்
fortress	trust	0.461	கோட்டை
cathedral	trust	0.455	கதீட்ரல்
deputy	trust	0.453	துணை
commonplace	trust	0.453	பொதுவான இடம்
puppy	trust	0.453	நாய்க்குட்டி
president	trust	0.453	ஜனாதிபதி
finally	trust	0.453	இறுதியாக
governor	trust	0.453	கவர்னர்
synergistic	trust	0.453	ஒருங்கிணைந்த
excited	trust	0.453	உற்சாகமாக
encomium	trust	0.453	encomium
chart	trust	0.453	விளக்கப்படம்
perceive	trust	0.453	உணர்கின்றன
insulation	trust	0.453	காப்பு
present	trust	0.453	தற்போது
oasis	trust	0.453	சோலை
eagle	trust	0.453	கழுகு
exchange	trust	0.453	பரிமாற்றம்
foresee	trust	0.453	முன்னறிவித்தல்
strategist	trust	0.453	மூலோபாயவாதி
journeyman	trust	0.453	பயணி
dawn	trust	0.453	விடியல்
laud	trust	0.453	போற்றி
level	trust	0.453	நிலை
chairwoman	trust	0.453	தலைவி
tradesmen	trust	0.445	சமூக ரீதியாக
asserting	trust	0.445	வலியுறுத்துகிறது
negotiate	trust	0.445	சொல்லாடல்
sensual	trust	0.445	சிற்றின்ப
chocolate	trust	0.445	சாக்லேட்
crew	trust	0.445	குழுவினர்
remains	trust	0.445	எஞ்சியுள்ளது
dictum	trust	0.445	கட்டளை
theorem	trust	0.445	தேற்றம்
sir	trust	0.445	ஐயா
employ	trust	0.445	வேலைக்கு
usual	trust	0.445	வழக்கமான
operation	trust	0.445	அறுவை சிகிச்சை
magnify	trust	0.445	பெரிதாக்க
director	trust	0.445	இயக்குனர்
formula	trust	0.445	சூத்திரம்
chemist	trust	0.445	வேதியியலாளர்
enliven	trust	0.445	உயிர்ப்பிக்க
chancellor	trust	0.445	அதிபர்
orthodoxy	trust	0.445	மரபுவழி
lodging	trust	0.445	தங்கும் இடம்
exaltation	trust	0.445	மேன்மை
lord	trust	0.445	இறைவன்
handbook	trust	0.445	கையேடு
bridegroom	trust	0.445	மணமகன்
matters	trust	0.445	வணிகர்கள்
orchestra	trust	0.445	இசைக்குழு
impart	trust	0.445	கொடுக்க
statistical	trust	0.445	புள்ளியியல்
indemnity	trust	0.445	இழப்பெதிர்காப்புப்
governess	trust	0.438	ஆளுகை
imagination	trust	0.438	கற்பனை
butler	trust	0.438	பட்லர்
conformity	trust	0.438	ஏற்ப
digit	trust	0.438	இலக்கம்
comptroller	trust	0.438	கட்டுப்படுத்துபவர்
economy	trust	0.438	பொருளாதாரம்
conveyancing	trust	0.438	கடத்தும்
arbitrator	trust	0.438	நடுவர்
emphasize	trust	0.438	வலியுறுத்துகின்றன
exhaustive	trust	0.438	முழுமையான
abbot	trust	0.438	மடாதிபதி
atone	trust	0.438	பிராயச்சித்தம்
cabinet	trust	0.438	மந்திரி சபை
merci	trust	0.438	விஷயங்கள்
tandem	trust	0.438	இணைந்து
elite	trust	0.438	உயரடுக்கு
inauguration	trust	0.438	பதவியேற்பு
elect	trust	0.438	தேர்ந்தெடுக்கப்பட்ட
encore	trust	0.438	என்கோர்
villager	trust	0.438	கிராமவாசி
oracle	trust	0.438	ஆரக்கிள்
fate	trust	0.438	விதி
sun	trust	0.438	சூரியன்
pay	trust	0.430	செலுத்து
base	trust	0.430	அடித்தளம்
bridal	trust	0.430	மணமகள்
persuade	trust	0.430	வற்புறுத்தவும்
lender	trust	0.430	கடன் கொடுத்தவர்
playful	trust	0.430	விளையாட்டுத்தனமான
occupant	trust	0.430	குடியிருப்பவர்
impressionable	trust	0.430	ஈர்க்கக்கூடிய
resources	trust	0.430	வளங்கள்
repay	trust	0.430	திருப்பி செலுத்து
toughness	trust	0.430	கடினத்தன்மை
rule	trust	0.430	ஆட்சி
elucidate	trust	0.430	தெளிவுபடுத்துங்கள்
utopian	trust	0.430	கற்பனாவாதி
wealth	trust	0.430	செல்வம்
compact	trust	0.430	கச்சிதமான
errand	trust	0.430	பணி
simplify	trust	0.430	எளிமைப்படுத்த
neutrality	trust	0.430	நடுநிலை
count	trust	0.430	எண்ணிக்கை
grit	trust	0.430	கிரிட்
differential	trust	0.430	வித்தியாசமான
blanket	trust	0.430	போர்வை
