English Word	Emotion	Emotion-Intensity-Score	Mongolian Word
thrash	sadness	0.344	цохих
resigned	sadness	0.344	огцорсон
detention	sadness	0.344	хорих
surgery	sadness	0.344	мэс засал
intercede	sadness	0.344	зуучлах
stained	sadness	0.344	будсан
unaccountable	sadness	0.339	хариуцлагагүй
myopia	sadness	0.339	миопи
mishap	sadness	0.338	золгүй явдал
probation	sadness	0.336	туршилт
severance	sadness	0.333	халагдах
disagreeing	sadness	0.333	санал нийлэхгүй байна
unacknowledged	sadness	0.328	хүлээн зөвшөөрөгдөөгүй
dependence	sadness	0.328	хамаарал
unacceptable	sadness	0.328	хүлээн зөвшөөрөх боломжгүй
leave	sadness	0.328	орхих
bondage	sadness	0.328	боолчлол
bacteria	sadness	0.328	бактери
sterile	sadness	0.328	ариутгасан
adrift	sadness	0.328	зөрөх
endless	sadness	0.328	эцэс төгсгөлгүй
incompetent	sadness	0.328	чадваргүй
soreness	sadness	0.328	өвдөлт
nether	sadness	0.328	бусад
nepotism	sadness	0.328	непотизм
squall	sadness	0.328	шуурга
disallowed	sadness	0.328	зөвшөөрөөгүй
scold	sadness	0.327	загнах
flaccid	sadness	0.324	сул дорой
hobo	sadness	0.323	хобо
fragile	sadness	0.319	хэврэг
stingy	sadness	0.319	хомс
sue	sadness	0.318	шүүхээр заалдах
scarcely	sadness	0.318	бараг л
mistake	sadness	0.312	алдаа
committal	sadness	0.312	тууштай
nonsensical	sadness	0.312	утгагүй
inhibit	sadness	0.312	дарангуйлах
skid	sadness	0.312	гулгах
wan	sadness	0.312	ван
defy	sadness	0.312	эсэргүүцэх
fatty	sadness	0.312	тарган
clouded	sadness	0.312	үүлэрхэг
ulcer	sadness	0.312	шархлаа
nostalgia	sadness	0.312	дурсахуй
evanescence	sadness	0.312	арилах
hamstring	sadness	0.312	шөрмөс
thresh	sadness	0.312	үтрэм
conceal	sadness	0.311	нуун дарагдуулах
blemish	sadness	0.310	толбо
resisting	sadness	0.309	эсэргүүцэж байна
sympathetic	sadness	0.307	өрөвдөх сэтгэлтэй
bugaboo	sadness	0.304	бугабу
opium	sadness	0.303	опиум
confess	sadness	0.303	хүлээн зөвшөөрөх
alas	sadness	0.302	харамсалтай
mislead	sadness	0.297	төөрөгдүүлэх
suppress	sadness	0.297	дарах
inappropriate	sadness	0.297	тохиромжгүй
discontinuity	sadness	0.297	тасалдал
wrinkled	sadness	0.297	үрчлээстэй
dull	sadness	0.297	уйтгартай
weak	sadness	0.297	сул
halting	sadness	0.297	зогсох
incompatible	sadness	0.297	нийцэхгүй
migraine	sadness	0.297	мигрень
subsidence	sadness	0.297	суулт
setback	sadness	0.297	ухралт
toocold	sadness	0.297	хэтэрхий хүйтэн
incase	sadness	0.297	Хэрэв
hermit	sadness	0.296	даяанч
moving	sadness	0.295	хөдөлж байна
shrink	sadness	0.295	агших
shiver	sadness	0.291	чичрэх
constraint	sadness	0.288	хязгаарлалт
unimportant	sadness	0.288	чухал биш
tramp	sadness	0.288	тэнэмэл
rubble	sadness	0.282	нуранги
down	sadness	0.281	доош
taint	sadness	0.281	бохир
flop	sadness	0.281	уналт
wearily	sadness	0.281	ядарсан
overdue	sadness	0.281	хугацаа хэтэрсэн
excluding	sadness	0.281	оруулахгүй
confession	sadness	0.281	гэм буруугаа хүлээх
grey	sadness	0.281	саарал
senseless	sadness	0.281	утгагүй
unseat	sadness	0.281	суудалгүй
remove	sadness	0.281	арилгах
revoke	sadness	0.281	хүчингүй болгох
shortage	sadness	0.281	хомсдол
apathy	sadness	0.281	хайхрамжгүй байдал
adverse	sadness	0.281	сөрөг
negro	sadness	0.281	негр
timid	sadness	0.281	аймхай
flinch	sadness	0.281	цочирдох
scrapie	sadness	0.281	scrapie
grumpy	sadness	0.281	зэвүүн
knell	sadness	0.275	өвдөглөнө
throb	sadness	0.273	цохилох
confusion	sadness	0.273	төөрөгдөл
soldier	sadness	0.273	цэрэг
jurisprudence	sadness	0.273	хууль зүй
humbled	sadness	0.273	даруухан
gray	sadness	0.269	саарал
lax	sadness	0.266	сул
mixedemotions	sadness	0.266	холимог сэтгэл хөдлөл
obstacle	sadness	0.266	саад тотгор
slur	sadness	0.266	доромжлол
unrealistic	sadness	0.266	бодит бус
drifted	sadness	0.266	урсан
leaving	sadness	0.266	явах
shack	sadness	0.266	овоохой
eternity	sadness	0.266	үүрд мөнх
remiss	sadness	0.266	өршөөл
inconvenient	sadness	0.263	эвгүй
restrict	sadness	0.259	хязгаарлах
misrepresentation	sadness	0.259	буруу мэдээлэл
stagnant	sadness	0.259	зогсонги
disservice	sadness	0.258	муу үйлчилгээ
wilderness	sadness	0.255	цөл
nosun	sadness	0.255	носун
backwater	sadness	0.255	арын ус
tempest	sadness	0.250	шуурга
pine	sadness	0.250	нарс
humbug	sadness	0.250	бүдүүлэг
bang	sadness	0.250	bang
speculation	sadness	0.250	таамаг
labored	sadness	0.250	хөдөлмөрлөсөн
incomplete	sadness	0.250	бүрэн бус
gullible	sadness	0.250	итгэмтгий
undying	sadness	0.250	мөнх бус
anchorage	sadness	0.250	бэхэлгээ
unexplained	sadness	0.250	тайлбарлаагүй
error	sadness	0.250	алдаа
wasteful	sadness	0.250	үрэлгэн
communism	sadness	0.250	коммунизм
uneducated	sadness	0.250	боловсролгүй
melodrama	sadness	0.242	мелодрам
demonstrative	sadness	0.242	харуулах шинж чанартай
rainyday	sadness	0.242	бороотой өдөр
necessity	sadness	0.236	хэрэгцээ
boredom	sadness	0.235	уйтгар гуниг
foggy	sadness	0.234	манантай
sentence	sadness	0.234	өгүүлбэр
misty	sadness	0.234	манантай
cancel	sadness	0.234	цуцлах
void	sadness	0.234	хүчингүй
cloudy	sadness	0.234	үүлэрхэг
blockade	sadness	0.234	бүслэлт
pale	sadness	0.234	цайвар
trash	sadness	0.234	хог
uninteresting	sadness	0.234	сонирхолгүй
hollow	sadness	0.234	хөндий
healing	sadness	0.234	эдгээх
depart	sadness	0.234	явах
burke	sadness	0.234	Берк
warp	sadness	0.234	нугалах
case	sadness	0.228	хэрэг
rainy	sadness	0.227	бороотой
uninterested	sadness	0.223	сонирхолгүй
onerous	sadness	0.223	хүнд хэцүү
bottom	sadness	0.223	доод
fasting	sadness	0.220	мацаг барих
boooo	sadness	0.219	өө
dole	sadness	0.219	dole
pious	sadness	0.219	сүсэгтэн
indifference	sadness	0.219	хайхрамжгүй байдал
coping	sadness	0.219	даван туулах
discolored	sadness	0.219	өнгө алдсан
thirst	sadness	0.219	цангах
blunder	sadness	0.219	бүдүүлэг алдаа
cocaine	sadness	0.218	кокаин
tough	sadness	0.212	хатуу
revolution	sadness	0.203	хувьсгал
hoary	sadness	0.203	уйтгартай
chilly	sadness	0.203	хүйтэн
sluggish	sadness	0.203	хойрго
yucky	sadness	0.203	дажгүй
fat	sadness	0.203	тарган
lower	sadness	0.203	доогуур
sprain	sadness	0.203	сунах
chargeable	sadness	0.203	төлбөртэй
arid	sadness	0.203	хуурай
wanting	sadness	0.202	хүсч байна
progression	sadness	0.201	дэвшил
closure	sadness	0.195	хаалт
unbeaten	sadness	0.193	хожигдоогүй
rack	sadness	0.188	өлгүүр
halter	sadness	0.188	ногт
rumor	sadness	0.188	цуурхал
tease	sadness	0.188	шоолох
invalid	sadness	0.188	хүчингүй
cataract	sadness	0.188	катаракт
meh	sadness	0.188	мэ
heartfelt	sadness	0.188	чин сэтгэлээсээ
retirement	sadness	0.188	тэтгэвэр
splitting	sadness	0.188	хуваах
interrupted	sadness	0.188	тасалдсан
oddity	sadness	0.188	хачирхалтай
cold	sadness	0.188	хүйтэн
veal	sadness	0.188	тугалын мах
concerned	sadness	0.184	санаа зовж байна
sarcasm	sadness	0.181	ёжлол
strip	sadness	0.179	зурвас
divided	sadness	0.172	хуваагдсан
feeling	sadness	0.172	мэдрэмж
overload	sadness	0.172	хэт ачаалал
sap	sadness	0.172	шүүс
memories	sadness	0.172	дурсамж
esteem	sadness	0.172	хүндлэл
cupping	sadness	0.172	аягалах
eschew	sadness	0.172	зайлсхий
destination	sadness	0.170	очих газар
nosnow	sadness	0.169	цас орлоо
limited	sadness	0.167	хязгаарлагдмал
rain	sadness	0.163	бороо
willful	sadness	0.160	санаатай
untitled	sadness	0.157	гарчиггүй
stint	sadness	0.156	хугацаа
cross	sadness	0.156	хөндлөн
weeds	sadness	0.156	хогийн ургамал
pare	sadness	0.155	паре
snort	sadness	0.154	хурхирах
procession	sadness	0.152	жагсаал
inconsequential	sadness	0.152	ач холбогдолгүй
tax	sadness	0.142	татвар
emo	sadness	0.141	эмо
tolerate	sadness	0.141	тэвчих
mug	sadness	0.141	аяга
overpriced	sadness	0.141	хэтрүүлсэн
weight	sadness	0.141	жин
touchy	sadness	0.140	мэдрэгчтэй
kennel	sadness	0.130	үржүүлгийн газар
grounded	sadness	0.130	газардуулсан
unpaid	sadness	0.125	цалингүй
socialist	sadness	0.125	социалист
meek	sadness	0.125	даруухан
clouds	sadness	0.125	үүлс
margin	sadness	0.125	маржин
theocratic	sadness	0.125	теократ
stillness	sadness	0.125	нам гүм байдал
sisterhood	sadness	0.125	эгч дүүс
terrific	sadness	0.125	гайхалтай
commemorate	sadness	0.125	дурсах
late	sadness	0.125	оройтсон
default	sadness	0.121	анхдагч
lace	sadness	0.118	нэхсэн тор
unpublished	sadness	0.116	хэвлэгдээгүй
interested	sadness	0.114	сонирхож байна
fortress	sadness	0.110	цайз
lush	sadness	0.109	өтгөн
harry	sadness	0.109	Харри
ultimate	sadness	0.109	эцсийн
priesthood	sadness	0.109	санваартан
orchestra	sadness	0.109	найрал хөгжим
rating	sadness	0.109	үнэлгээ
fleece	sadness	0.109	ноос
sanctify	sadness	0.108	ариусгах
income	sadness	0.100	орлого
winning	sadness	0.094	ялалт
boo	sadness	0.094	уу
quiet	sadness	0.094	чимээгүй
sonnet	sadness	0.094	сонет
vainly	sadness	0.091	дэмий
hug	sadness	0.078	тэврэх
opera	sadness	0.078	дуурь
humble	sadness	0.078	даруухан
hut	sadness	0.078	овоохой
ovation	sadness	0.078	алга ташилт
wet	sadness	0.078	нойтон
motivating	sadness	0.078	урам зориг өгөх
treat	sadness	0.076	эмчлэх
hymn	sadness	0.064	дуулал
honest	sadness	0.062	шударга
relics	sadness	0.061	дурсгалууд
couch	sadness	0.060	буйдан
waffle	sadness	0.047	вафли
shell	sadness	0.045	бүрхүүл
musical	sadness	0.045	мюзикл
savor	sadness	0.034	амтлах
napkin	sadness	0.031	салфетка
vote	sadness	0.031	санал өгөх
sing	sadness	0.017	дуулах
mother	sadness	0.016	ээж
music	sadness	0.016	хөгжим
nutritious	sadness	0.015	тэжээллэг
lovely	sadness	0.009	хөөрхөн
sweetheart	sadness	0.000	хонгор минь
romance	sadness	0.000	романтик
liquor	sadness	0.000	архи
art	sadness	0.000	урлаг
surprise	surprise	0.930	гэнэтийн
explode	surprise	0.906	дэлбэрэх
flabbergast	surprise	0.906	гайхалтай
explosion	surprise	0.898	дэлбэрэлт
ambush	surprise	0.883	отолт
explosive	surprise	0.883	тэсрэх бодис
eruption	surprise	0.883	дэлбэрэлт
surprisingly	surprise	0.875	гайхалтай
startle	surprise	0.875	цочирдох
shockingly	surprise	0.875	цочирдом
frighten	surprise	0.875	айлгах
surprised	surprise	0.867	гайхсан
frightened	surprise	0.867	айсан
surprising	surprise	0.867	гайхмаар
outburst	surprise	0.859	тэсрэлт
thrilling	surprise	0.859	сэтгэл хөдөлгөм
miracle	surprise	0.859	гайхамшиг
blast	surprise	0.852	тэсрэлт
astonishingly	surprise	0.852	гайхалтай
alarm	surprise	0.852	дохиолол
shock	surprise	0.844	цочрол
thunderstruck	surprise	0.844	аянга ниргэв
jolt	surprise	0.844	цочирдох
dazzle	surprise	0.836	нүд гялбам
bang	surprise	0.836	bang
catastrophe	surprise	0.836	сүйрэл
fright	surprise	0.836	айдас
unexpectedly	surprise	0.836	гэнэтийн байдлаар
startling	surprise	0.828	гайхалтай
suddenly	surprise	0.828	гэнэт
emergency	surprise	0.828	яаралтай
bewilderment	surprise	0.828	төөрөгдөл
stunned	surprise	0.820	гайхсан
astound	surprise	0.820	гайхах
jackpot	surprise	0.812	jackpot
earthquake	surprise	0.812	газар хөдлөлт
disaster	surprise	0.812	гамшиг
astonishment	surprise	0.805	гайхшрал
climax	surprise	0.805	оргил үе
aghast	surprise	0.805	айсан
astonish	surprise	0.805	гайхах
scare	surprise	0.797	айлгах
awestruck	surprise	0.797	айсан
erupt	surprise	0.789	дэлбэрэх
bomb	surprise	0.789	бөмбөг
exclaim	surprise	0.789	гэж хашгирав
amazement	surprise	0.781	гайхшрал
abduction	surprise	0.773	хулгайлах
alarming	surprise	0.773	түгшүүртэй
detonate	surprise	0.773	дэлбэлэх
raid	surprise	0.773	дайралт
miraculous	surprise	0.773	гайхамшигт
invade	surprise	0.773	довтлох
kidnap	surprise	0.766	хулгайлах
unpredictable	surprise	0.758	урьдчилан таамаглах аргагүй
stupefy	surprise	0.758	тэнэг
dumfound	surprise	0.758	тэнэг
overwhelming	surprise	0.758	дийлэнх
erratic	surprise	0.750	эмх замбараагүй
unimaginable	surprise	0.750	төсөөлөхийн аргагүй
accident	surprise	0.750	осол
outrageous	surprise	0.750	хэрцгий
horror	surprise	0.742	аймшиг
amaze	surprise	0.742	гайхуулах
blitz	surprise	0.742	блиц
bewilder	surprise	0.742	төөрөгдүүлсэн
flinch	surprise	0.742	цочирдох
petrify	surprise	0.742	чулуужих
wreck	surprise	0.742	сүйрэл
slaughter	surprise	0.742	нядалгаа
frenetic	surprise	0.734	галзуу
crash	surprise	0.734	сүйрэл
frantic	surprise	0.734	галзуу
stupefaction	surprise	0.734	тэнэглэл
excitement	surprise	0.734	сэтгэлийн хөөрөл
riotous	surprise	0.727	үймээн самуунтай
outcry	surprise	0.727	хашгирах
vanished	surprise	0.727	алга болсон
moonstruck	surprise	0.727	саранд цохиулсан
sudden	surprise	0.727	гэнэт
awe	surprise	0.719	айдас
scream	surprise	0.719	хашгирах
breathless	surprise	0.719	амьсгалгүй
sabotage	surprise	0.719	хорлон сүйтгэх ажиллагаа
shriek	surprise	0.719	хашгирах
unanticipated	surprise	0.719	урьдчилан тооцоолоогүй
bewildered	surprise	0.719	андуурсан
manslaughter	surprise	0.719	хүний аминд хүрсэн
amazedness	surprise	0.719	гайхшрал
rupture	surprise	0.719	хагарал
unexpected	surprise	0.711	гэнэтийн
electrify	surprise	0.711	цахилгаанжуулах
uncontrollable	surprise	0.711	хяналтгүй
shot	surprise	0.711	буудсан
avalanche	surprise	0.711	цасан нуранги
gasp	surprise	0.711	амьсгалах
stun	surprise	0.711	цочирдуулах
slam	surprise	0.703	цохих
abrupt	surprise	0.703	огцом
intruder	surprise	0.703	халдагч
unforeseen	surprise	0.703	урьдчилан таамаглаагүй
suspense	surprise	0.703	түгшүүр
devastation	surprise	0.703	сүйрэл
surge	surprise	0.703	давалгаа
excite	surprise	0.695	өдөөх
dumfounder	surprise	0.695	тэнэг
yell	surprise	0.695	хашгирах
unprecedented	surprise	0.695	урьд өмнө байгаагүй
strike	surprise	0.695	ажил хаях
volatility	surprise	0.695	тогтворгүй байдал
urgent	surprise	0.695	яаралтай
stab	surprise	0.695	хутгалах
disturbance	surprise	0.688	үймээн самуун
carnage	surprise	0.688	аллага
incredible	surprise	0.688	итгэмээргүй
spectacular	surprise	0.688	гайхалтай
thrill	surprise	0.680	сэтгэл хөдөлгөм
recklessness	surprise	0.680	болгоомжгүй байдал
clamor	surprise	0.680	шуугиан
monstrous	surprise	0.680	аймшигт
slap	surprise	0.680	алгадах
inexplicable	surprise	0.672	тайлбарлахын аргагүй
terrorist	surprise	0.672	террорист
exciting	surprise	0.672	сэтгэл хөдөлгөм
accidental	surprise	0.672	санамсаргүй
accidentally	surprise	0.672	санамсаргүйгээр
striking	surprise	0.672	гайхалтай
captivate	surprise	0.672	сэтгэл татах
exhilaration	surprise	0.672	баяр хөөр
topple	surprise	0.664	унагаах
dire	surprise	0.664	аймшигт
revolution	surprise	0.664	хувьсгал
volcano	surprise	0.664	галт уул
freakish	surprise	0.664	галзуу
revolt	surprise	0.656	бослого
bloodshed	surprise	0.656	цус урсгасан
sneak	surprise	0.656	сэмхэн
unspeakable	surprise	0.656	үгээр хэлэхийн аргагүй
incendiary	surprise	0.656	шатаах
epidemic	surprise	0.648	халдвар дэгдэлт
violent	surprise	0.648	хүчирхийлэлтэй
disruption	surprise	0.648	тасалдал
amazingly	surprise	0.648	гайхалтай
mutiny	surprise	0.648	бослого
spellbound	surprise	0.648	ид шидтэй
cyclone	surprise	0.648	циклон
unsuspecting	surprise	0.648	сэжиггүй
attacking	surprise	0.648	довтолж байна
unintended	surprise	0.648	хүсээгүй
shout	surprise	0.641	хашгирах
indescribable	surprise	0.641	үгээр илэрхийлэхийн аргагүй
tumult	surprise	0.641	үймээн самуун
improvisation	surprise	0.641	импровизаци
wildfire	surprise	0.641	хээрийн түймэр
excitation	surprise	0.641	өдөөлт
screech	surprise	0.641	хашгирах
enthusiasm	surprise	0.641	урам зориг
uncertain	surprise	0.633	тодорхойгүй
plunder	surprise	0.633	дээрэмдэх
gape	surprise	0.633	ангайх
treachery	surprise	0.633	урвалт
agape	surprise	0.633	Агапе
anomaly	surprise	0.633	аномали
presto	surprise	0.633	presto
apparition	surprise	0.633	хий үзэгдэл
wonderment	surprise	0.625	гайхшрал
slaughtering	surprise	0.625	нядалгаа
trick	surprise	0.625	заль мэх
mystery	surprise	0.625	нууц
murderous	surprise	0.625	алуурчин
distress	surprise	0.625	зовлон
sorcery	surprise	0.625	ид шид
excited	surprise	0.625	сэтгэл хөдөлсөн
tempest	surprise	0.625	шуурга
urgency	surprise	0.625	яаралтай
inimaginable	surprise	0.617	төсөөлшгүй
intrusive	surprise	0.617	интрузив
quickness	surprise	0.617	хурдан байдал
intense	surprise	0.617	эрчимтэй
trickery	surprise	0.617	заль мэх
vanish	surprise	0.617	алга болно
prank	surprise	0.617	шоглоом
murder	surprise	0.617	аллага
thief	surprise	0.609	хулгайч
blindfold	surprise	0.609	нүдийг нь боосон
unstable	surprise	0.609	тогтворгүй
strangle	surprise	0.609	боомилох
coup	surprise	0.609	төрийн эргэлт
magical	surprise	0.609	ид шидийн
shatter	surprise	0.609	бутлах
splash	surprise	0.609	цацрах
stupor	surprise	0.602	тэнэглэл
inconceivable	surprise	0.602	төсөөлшгүй
betray	surprise	0.602	урвах
defy	surprise	0.602	эсэргүүцэх
jubilee	surprise	0.602	ойн баяр
assail	surprise	0.602	дайрах
deluge	surprise	0.602	үер
tackle	surprise	0.602	тэмцэх
monstrosity	surprise	0.594	аймшигт байдал
lightning	surprise	0.594	аянга
stupendous	surprise	0.594	гайхалтай
shrill	surprise	0.594	хашгирах
mishap	surprise	0.594	золгүй явдал
alerts	surprise	0.594	сэрэмжлүүлэг
mysterious	surprise	0.586	нууцлаг
randomly	surprise	0.586	санамсаргүй байдлаар
wild	surprise	0.586	зэрлэг
deceit	surprise	0.586	хууран мэхлэлт
bonus	surprise	0.586	урамшуулал
pitfall	surprise	0.586	урхи
uncanny	surprise	0.586	ер бусын
wondrous	surprise	0.586	гайхалтай
premature	surprise	0.578	дутуу
stagger	surprise	0.578	ганхах
rejoicing	surprise	0.578	баярлаж байна
godsend	surprise	0.578	бурхны хишиг
jubilant	surprise	0.578	баярласан
electric	surprise	0.578	цахилгаан
raving	surprise	0.578	догшин
bizarre	surprise	0.578	хачин
death	surprise	0.578	үхэл
fluke	surprise	0.578	гэнэтийн
oddity	surprise	0.578	хачирхалтай
dynamic	surprise	0.570	динамик
dismay	surprise	0.570	айдас
revenge	surprise	0.570	өшөө авалт
nefarious	surprise	0.562	харгис
fascinate	surprise	0.562	сэтгэл татам
jerk	surprise	0.562	новш
ecstatic	surprise	0.562	экстатик
reward	surprise	0.562	шагнал
uncover	surprise	0.562	нээх
reappear	surprise	0.562	дахин гарч ирэх
zany	surprise	0.555	галзуу
whim	surprise	0.555	хүсэл
thaumaturgy	surprise	0.555	тавматурги
conjure	surprise	0.555	ид шидлэх
crescendo	surprise	0.555	кресендо
rescue	surprise	0.547	аврах
daze	surprise	0.547	мангар
heroism	surprise	0.547	баатарлаг байдал
illuminate	surprise	0.547	гэрэлтүүлэх
winner	surprise	0.547	ялагч
ejaculation	surprise	0.547	бэлгийн харьцаанд орох
thwart	surprise	0.547	саад
rarity	surprise	0.547	ховор
unbridled	surprise	0.547	хазааргүй
tantalizing	surprise	0.547	сэтгэл татам
punch	surprise	0.539	цоолтуур
cheer	surprise	0.539	баярлах
treason	surprise	0.539	урвасан
violation	surprise	0.539	зөрчил
celebration	surprise	0.539	баяр
illusion	surprise	0.539	хуурмаг
marvel	surprise	0.539	гайхах
lucky	surprise	0.539	азтай
lunge	surprise	0.539	уушиг
interrupt	surprise	0.539	таслах
insult	surprise	0.539	доромжлох
concealed	surprise	0.531	далдлагдсан
snag	surprise	0.531	гацах
sensation	surprise	0.531	мэдрэмж
banger	surprise	0.531	бангер
fearfully	surprise	0.531	айдастай
affront	surprise	0.531	доромжлох
jest	surprise	0.531	шоглоом
undiscovered	surprise	0.523	нээгдээгүй
liberate	surprise	0.523	чөлөөлөх
veer	surprise	0.523	хазайх
abandonment	surprise	0.523	орхих
immediacy	surprise	0.523	шуурхай байдал
improvise	surprise	0.523	импровиз хийх
victimized	surprise	0.523	хохирогч болсон
scorpion	surprise	0.523	хилэнцэт хорхой
majestic	surprise	0.523	Сүр жавхлант
wonder	surprise	0.523	гайхах
rejoice	surprise	0.523	баярлах
tickle	surprise	0.516	гижиг
chance	surprise	0.516	боломж
yelp	surprise	0.516	хашгирах
howl	surprise	0.516	орилох
stealthily	surprise	0.516	нууцаар
unintentionally	surprise	0.508	санамсаргүйгээр
magnificent	surprise	0.508	гайхалтай
reflex	surprise	0.508	рефлекс
garish	surprise	0.508	тансаг
transcendence	surprise	0.508	трансцендент
rave	surprise	0.508	магтсан
luck	surprise	0.508	аз
swerve	surprise	0.508	хазайх
pop	surprise	0.508	поп
enliven	surprise	0.500	амьдруулах
slayer	surprise	0.500	алуурчин
remarkable	surprise	0.500	гайхалтай
infrequent	surprise	0.500	ховор
pang	surprise	0.500	шаналах
erotic	surprise	0.500	эротик
misbehavior	surprise	0.500	буруу зан үйл
diversion	surprise	0.500	голдирол
heroic	surprise	0.500	баатарлаг
alertness	surprise	0.500	сонор сэрэмж
marvelous	surprise	0.500	гайхалтай
fainting	surprise	0.500	ухаан алдах
embarrassment	surprise	0.500	ичгүүр
nab	surprise	0.492	наб
birthday	surprise	0.492	төрсөн өдөр
camouflage	surprise	0.492	өнгөлөн далдлах
unutterable	surprise	0.492	хэлэх боломжгүй
chimera	surprise	0.492	химер
trump	surprise	0.492	Трамп
decoy	surprise	0.492	заль мэх
infarct	surprise	0.492	шигдээс
greatness	surprise	0.492	агуу байдал
exigent	surprise	0.492	шаардлагатай
prick	surprise	0.484	хатгах
variable	surprise	0.484	хувьсагч
curiosity	surprise	0.484	сониуч зан
daemon	surprise	0.484	демон
inexpressible	surprise	0.484	илэрхийлэхийн аргагүй
magician	surprise	0.484	илбэчин
underestimate	surprise	0.484	дутуу үнэлэх
fanfare	surprise	0.484	сүр дуулиан
horde	surprise	0.484	сүрэг
zeal	surprise	0.484	хичээл зүтгэл
incident	surprise	0.477	болсон явдал
illumination	surprise	0.477	гэрэлтүүлэг
chicane	surprise	0.477	chicane
sneeze	surprise	0.477	найтаах
subversive	surprise	0.477	хорлон сүйтгэгч
gawk	surprise	0.477	гавк
fortune	surprise	0.477	аз
strange	surprise	0.477	хачин
dreadfully	surprise	0.477	аймшигтай
unguarded	surprise	0.477	хамгаалалтгүй
prowl	surprise	0.469	хов жив
reversal	surprise	0.469	урвуу
wizard	surprise	0.469	шидтэн
rapid	surprise	0.469	хурдан
leery	surprise	0.469	уйтгартай
break	surprise	0.461	завсарлага
slip	surprise	0.461	гулсах
divergent	surprise	0.461	ялгаатай
hilarious	surprise	0.461	инээдтэй
coincidence	surprise	0.461	давхцал
subito	surprise	0.461	subito
overestimate	surprise	0.453	хэтрүүлэн үнэлэх
ordeal	surprise	0.453	сорилт
evanescence	surprise	0.453	арилах
merriment	surprise	0.453	баяр баясгалан
raffle	surprise	0.453	сугалаа
winning	surprise	0.453	ялалт
wonderful	surprise	0.453	гайхалтай
hoax	surprise	0.453	хуурмаг
confession	surprise	0.453	гэм буруугаа хүлээх
splendid	surprise	0.445	гайхалтай
stound	surprise	0.445	зогсож байна
perchance	surprise	0.445	магадгүй
excel	surprise	0.445	excel
enthusiast	surprise	0.445	сонирхогч
gambling	surprise	0.445	мөрийтэй тоглоом
feat	surprise	0.445	гавъяа
laughter	surprise	0.445	инээд
brighten	surprise	0.438	гэрэлтүүлэх
unique	surprise	0.438	өвөрмөц
senseless	surprise	0.438	утгагүй
changeable	surprise	0.438	өөрчлөгдөх боломжтой
splendor	surprise	0.438	сүр жавхлан
rapt	surprise	0.438	урам хугарсан
unintentional	surprise	0.438	санамсаргүй
fascination	surprise	0.430	сэтгэл татам
trepidation	surprise	0.430	айдас
lawsuit	surprise	0.430	нэхэмжлэл
gift	surprise	0.430	бэлэг
stealthy	surprise	0.430	нууцлаг
fiesta	surprise	0.430	баяр
intrigue	surprise	0.430	сонирхол
delighted	surprise	0.430	баярласан
judgment	surprise	0.422	шүүлт
stealth	surprise	0.422	нууц
enchant	surprise	0.422	ховсдох
originality	surprise	0.422	өвөрмөц байдал
riddle	surprise	0.422	оньсого
quicksilver	surprise	0.422	түргэн мөнгө
illegitimate	surprise	0.414	хууль бус
experiment	surprise	0.414	туршилт
elusive	surprise	0.414	баригдашгүй
syncope	surprise	0.414	синкоп
liberation	surprise	0.414	чөлөөлөх
spirits	surprise	0.414	сүнснүүд
perjury	surprise	0.414	худал мэдүүлэг
veracity	surprise	0.414	үнэн зөв байдал
parade	surprise	0.406	жагсаал
applause	surprise	0.406	алга ташилт
inspired	surprise	0.406	урам зориг өгсөн
allure	surprise	0.406	сэтгэл татам
eager	surprise	0.406	хүсэл эрмэлзэлтэй
gambler	surprise	0.406	мөрийтэй тоглоомчин
fete	surprise	0.406	баяр
divorce	surprise	0.398	салалт
guess	surprise	0.398	таамаглаж байна
princely	surprise	0.398	хунтайж
burlesque	surprise	0.398	бурлеск
secrecy	surprise	0.398	нууцлал
incontinence	surprise	0.391	шээсний дутагдал
peri	surprise	0.391	пери
cheerful	surprise	0.391	хөгжилтэй
hermaphrodite	surprise	0.391	гермафродит
supremacy	surprise	0.391	давамгайлал
aspiration	surprise	0.391	тэмүүлэл
buck	surprise	0.383	доллар
lose	surprise	0.383	алдах
cadaver	surprise	0.383	цогцос
crowning	surprise	0.383	титэм зүүх
praiseworthy	surprise	0.383	магтууштай
inheritance	surprise	0.383	өв залгамжлал
score	surprise	0.383	Оноо
gulp	surprise	0.375	залгих
camouflaged	surprise	0.375	өнгөлөн далдалсан
advance	surprise	0.375	урьдчилгаа
succeed	surprise	0.375	амжилтанд хүрнэ
frisky	surprise	0.375	ширүүн
mystic	surprise	0.375	ид шидийн
compliment	surprise	0.375	магтаал
hope	surprise	0.367	найдвар
joker	surprise	0.367	шоглогч
sparkle	surprise	0.367	гялалзах
excavation	surprise	0.367	малтлага
sensual	surprise	0.367	мэдрэмжтэй
entertainment	surprise	0.359	зугаа цэнгэл
feeling	surprise	0.359	мэдрэмж
modify	surprise	0.352	өөрчлөх
blessings	surprise	0.352	адислалууд
newcomer	surprise	0.352	шинээр ирсэн хүн
obit	surprise	0.352	obit
postponement	surprise	0.352	хойшлуулах
award	surprise	0.352	шагнал
clown	surprise	0.352	алиалагч
highest	surprise	0.344	хамгийн өндөр
hero	surprise	0.344	баатар
glorify	surprise	0.344	алдаршуулах
