English Word	Emotion	Emotion-Intensity-Score	Danish Word
gray	sadness	0.269	grå
lax	sadness	0.266	slap
mixedemotions	sadness	0.266	blandede følelser
obstacle	sadness	0.266	hindring
slur	sadness	0.266	slumre
unrealistic	sadness	0.266	urealistisk
drifted	sadness	0.266	drev
leaving	sadness	0.266	forlader
shack	sadness	0.266	hytte
eternity	sadness	0.266	evighed
remiss	sadness	0.266	efterlade
inconvenient	sadness	0.263	ubelejligt
restrict	sadness	0.259	begrænse
misrepresentation	sadness	0.259	forkert fremstilling
stagnant	sadness	0.259	stillestående
disservice	sadness	0.258	bjørnetjeneste
wilderness	sadness	0.255	ødemark
nosun	sadness	0.255	nosun
backwater	sadness	0.255	dødvande
tempest	sadness	0.250	storm
pine	sadness	0.250	fyrretræ
humbug	sadness	0.250	humbug
bang	sadness	0.250	knald
speculation	sadness	0.250	spekulation
labored	sadness	0.250	arbejdet
incomplete	sadness	0.250	ufuldstændig
gullible	sadness	0.250	godtroende
undying	sadness	0.250	udødelig
anchorage	sadness	0.250	forankring
unexplained	sadness	0.250	uforklaret
error	sadness	0.250	fejl
wasteful	sadness	0.250	ødsel
communism	sadness	0.250	kommunisme
uneducated	sadness	0.250	uuddannet
melodrama	sadness	0.242	melodrama
demonstrative	sadness	0.242	demonstrativt
rainyday	sadness	0.242	regnvejrsdag
necessity	sadness	0.236	nødvendighed
boredom	sadness	0.235	kedsomhed
foggy	sadness	0.234	tåget
sentence	sadness	0.234	dømme
misty	sadness	0.234	tåget
cancel	sadness	0.234	afbestille
void	sadness	0.234	ugyldig
cloudy	sadness	0.234	overskyet
blockade	sadness	0.234	blokade
pale	sadness	0.234	bleg
trash	sadness	0.234	affald
uninteresting	sadness	0.234	uinteressant
hollow	sadness	0.234	hul
healing	sadness	0.234	helbredelse
depart	sadness	0.234	afrejse
burke	sadness	0.234	burke
warp	sadness	0.234	kæde
case	sadness	0.228	sag
rainy	sadness	0.227	regnfuld
uninterested	sadness	0.223	uinteresseret
onerous	sadness	0.223	besværlig
bottom	sadness	0.223	bund
fasting	sadness	0.220	faste
boooo	sadness	0.219	boooo
dole	sadness	0.219	dole
pious	sadness	0.219	fromme
indifference	sadness	0.219	ligegyldighed
coping	sadness	0.219	mestring
discolored	sadness	0.219	misfarvet
thirst	sadness	0.219	tørst
blunder	sadness	0.219	bommert
cocaine	sadness	0.218	kokain
tough	sadness	0.212	hårde
revolution	sadness	0.203	revolution
hoary	sadness	0.203	gråt
chilly	sadness	0.203	kølige
sluggish	sadness	0.203	træg
yucky	sadness	0.203	yucky
fat	sadness	0.203	fed
lower	sadness	0.203	nederste
sprain	sadness	0.203	forstuvning
chargeable	sadness	0.203	opkræves
arid	sadness	0.203	tørt
wanting	sadness	0.202	ønsker
progression	sadness	0.201	progression
closure	sadness	0.195	lukning
unbeaten	sadness	0.193	ubesejret
rack	sadness	0.188	stativ
halter	sadness	0.188	grime
rumor	sadness	0.188	rygte
tease	sadness	0.188	drille
invalid	sadness	0.188	ugyldig
cataract	sadness	0.188	grå stær
meh	sadness	0.188	meh
heartfelt	sadness	0.188	inderligt
retirement	sadness	0.188	pensionering
splitting	sadness	0.188	opsplitning
interrupted	sadness	0.188	afbrudt
oddity	sadness	0.188	mærkværdighed
cold	sadness	0.188	kold
veal	sadness	0.188	kalvekød
concerned	sadness	0.184	berørte
sarcasm	sadness	0.181	sarkasme
strip	sadness	0.179	strimmel
divided	sadness	0.172	delt op
feeling	sadness	0.172	følelse
overload	sadness	0.172	overbelaste
sap	sadness	0.172	saft
memories	sadness	0.172	minder
esteem	sadness	0.172	agtelse
cupping	sadness	0.172	cupping
eschew	sadness	0.172	tage afstand
destination	sadness	0.170	bestemmelsessted
nosnow	sadness	0.169	nosnow
limited	sadness	0.167	begrænset
rain	sadness	0.163	regn
willful	sadness	0.160	forsætlig
untitled	sadness	0.157	uden titel
stint	sadness	0.156	stint
cross	sadness	0.156	kryds
weeds	sadness	0.156	ukrudt
pare	sadness	0.155	pare
snort	sadness	0.154	snøfte
procession	sadness	0.152	procession
inconsequential	sadness	0.152	ubetydelige
tax	sadness	0.142	skat
emo	sadness	0.141	emo
tolerate	sadness	0.141	tolerere
mug	sadness	0.141	krus
overpriced	sadness	0.141	overpris
weight	sadness	0.141	vægt
touchy	sadness	0.140	rørende
kennel	sadness	0.130	kennel
grounded	sadness	0.130	jordet
unpaid	sadness	0.125	ulønnet
socialist	sadness	0.125	socialist
meek	sadness	0.125	sagtmodig
clouds	sadness	0.125	skyer
margin	sadness	0.125	margen
theocratic	sadness	0.125	teokratiske
stillness	sadness	0.125	Stilhed
sisterhood	sadness	0.125	søsterskab
terrific	sadness	0.125	forrygende
commemorate	sadness	0.125	mindes
late	sadness	0.125	sent
default	sadness	0.121	Standard
lace	sadness	0.118	blonder
unpublished	sadness	0.116	upubliceret
interested	sadness	0.114	interesseret
fortress	sadness	0.110	fæstning
lush	sadness	0.109	frodig
harry	sadness	0.109	harry
ultimate	sadness	0.109	ultimative
priesthood	sadness	0.109	præstedømmet
orchestra	sadness	0.109	orkester
rating	sadness	0.109	bedømmelse
fleece	sadness	0.109	fleece
sanctify	sadness	0.108	hellige
income	sadness	0.100	indkomst
winning	sadness	0.094	vinder
boo	sadness	0.094	buh
quiet	sadness	0.094	rolige
sonnet	sadness	0.094	sonet
vainly	sadness	0.091	forgæves
hug	sadness	0.078	kram
opera	sadness	0.078	opera
humble	sadness	0.078	ydmyg
hut	sadness	0.078	hytte
ovation	sadness	0.078	ovationer
wet	sadness	0.078	våd
motivating	sadness	0.078	motiverende
treat	sadness	0.076	behandle
hymn	sadness	0.064	salme
honest	sadness	0.062	ærlig
relics	sadness	0.061	relikvier
couch	sadness	0.060	sofa
waffle	sadness	0.047	vaffel
shell	sadness	0.045	skal
musical	sadness	0.045	musikalsk
savor	sadness	0.034	smage
napkin	sadness	0.031	serviet
vote	sadness	0.031	stemme
sing	sadness	0.017	synge
mother	sadness	0.016	mor
music	sadness	0.016	musik
nutritious	sadness	0.015	nærende
lovely	sadness	0.009	dejlig
sweetheart	sadness	0.000	kæreste
romance	sadness	0.000	romantik
liquor	sadness	0.000	spiritus
art	sadness	0.000	kunst
surprise	surprise	0.930	overraskelse
explode	surprise	0.906	eksplodere
flabbergast	surprise	0.906	flabbergast
explosion	surprise	0.898	eksplosion
ambush	surprise	0.883	baghold
explosive	surprise	0.883	eksplosiv
eruption	surprise	0.883	udbrud
surprisingly	surprise	0.875	overraskende
startle	surprise	0.875	forskrække
shockingly	surprise	0.875	chokerende
frighten	surprise	0.875	skræmme
surprised	surprise	0.867	overrasket
frightened	surprise	0.867	bange
surprising	surprise	0.867	overraskende
outburst	surprise	0.859	udbrud
thrilling	surprise	0.859	spændende
miracle	surprise	0.859	mirakel
blast	surprise	0.852	sprænge
astonishingly	surprise	0.852	forbavsende
alarm	surprise	0.852	alarm
shock	surprise	0.844	stød
thunderstruck	surprise	0.844	tordenslag
jolt	surprise	0.844	stød
dazzle	surprise	0.836	blænde
bang	surprise	0.836	knald
catastrophe	surprise	0.836	katastrofe
fright	surprise	0.836	forskrækkelse
unexpectedly	surprise	0.836	uventet
startling	surprise	0.828	opsigtsvækkende
suddenly	surprise	0.828	pludselig
emergency	surprise	0.828	nødsituation
bewilderment	surprise	0.828	forvirring
stunned	surprise	0.820	bedøvet
astound	surprise	0.820	forbavse
jackpot	surprise	0.812	jackpot
earthquake	surprise	0.812	jordskælv
disaster	surprise	0.812	katastrofe
astonishment	surprise	0.805	forbavselse
climax	surprise	0.805	klimaks
aghast	surprise	0.805	forfærdet
astonish	surprise	0.805	forbløffe
scare	surprise	0.797	skræmme
awestruck	surprise	0.797	forbløffet
erupt	surprise	0.789	bryde ud
bomb	surprise	0.789	bombe
exclaim	surprise	0.789	udbrød
amazement	surprise	0.781	forbløffelse
abduction	surprise	0.773	bortførelse
alarming	surprise	0.773	alarmerende
detonate	surprise	0.773	detonere
raid	surprise	0.773	raid
miraculous	surprise	0.773	mirakuløs
invade	surprise	0.773	invadere
kidnap	surprise	0.766	kidnappe
unpredictable	surprise	0.758	uforudsigelige
stupefy	surprise	0.758	dum
dumfound	surprise	0.758	dumfound
overwhelming	surprise	0.758	overvældende
erratic	surprise	0.750	uberegnelig
unimaginable	surprise	0.750	utænkelig
accident	surprise	0.750	ulykke
outrageous	surprise	0.750	uhyrlig
horror	surprise	0.742	rædsel
amaze	surprise	0.742	forbløffe
blitz	surprise	0.742	blitz
bewilder	surprise	0.742	forvirring
flinch	surprise	0.742	vige
petrify	surprise	0.742	forstene
wreck	surprise	0.742	vrag
slaughter	surprise	0.742	slagte
frenetic	surprise	0.734	frenetisk
crash	surprise	0.734	krak
frantic	surprise	0.734	Hektisk
stupefaction	surprise	0.734	forbløffelse
excitement	surprise	0.734	spænding
riotous	surprise	0.727	uroligt
outcry	surprise	0.727	ramaskrig
vanished	surprise	0.727	forsvundet
moonstruck	surprise	0.727	måneramt
sudden	surprise	0.727	pludselig
awe	surprise	0.719	ærefrygt
scream	surprise	0.719	skrige
breathless	surprise	0.719	åndeløs
sabotage	surprise	0.719	sabotage
shriek	surprise	0.719	hyl
unanticipated	surprise	0.719	uventede
bewildered	surprise	0.719	Forvirret
manslaughter	surprise	0.719	manddrab
amazedness	surprise	0.719	forbløffelse
rupture	surprise	0.719	brud
unexpected	surprise	0.711	uventet
electrify	surprise	0.711	elektrificere
uncontrollable	surprise	0.711	ustyrlig
shot	surprise	0.711	skud
avalanche	surprise	0.711	lavine
gasp	surprise	0.711	gispe
stun	surprise	0.711	bedøve
slam	surprise	0.703	smække
abrupt	surprise	0.703	brat
intruder	surprise	0.703	ubuden gæst
unforeseen	surprise	0.703	uforudset
suspense	surprise	0.703	spænding
devastation	surprise	0.703	ødelæggelse
surge	surprise	0.703	stigning
excite	surprise	0.695	ophidse
dumfounder	surprise	0.695	dumfounder
yell	surprise	0.695	råbe
unprecedented	surprise	0.695	hidtil uset
strike	surprise	0.695	strejke
volatility	surprise	0.695	volatilitet
urgent	surprise	0.695	presserende
stab	surprise	0.695	dolke
disturbance	surprise	0.688	forstyrrelse
carnage	surprise	0.688	blodbad
incredible	surprise	0.688	utrolig
spectacular	surprise	0.688	spektakulære
thrill	surprise	0.680	spænding
recklessness	surprise	0.680	hensynsløshed
clamor	surprise	0.680	larm
monstrous	surprise	0.680	monstrøse
slap	surprise	0.680	smække
inexplicable	surprise	0.672	uforklarlig
terrorist	surprise	0.672	terrorist
exciting	surprise	0.672	spændende
accidental	surprise	0.672	tilfældig
accidentally	surprise	0.672	ved en fejltagelse
striking	surprise	0.672	slående
captivate	surprise	0.672	fængsle
exhilaration	surprise	0.672	opstemthed
topple	surprise	0.664	vælte
dire	surprise	0.664	forfærdeligt
revolution	surprise	0.664	revolution
volcano	surprise	0.664	vulkan
freakish	surprise	0.664	freakish
revolt	surprise	0.656	opstand
bloodshed	surprise	0.656	blodsudgydelse
sneak	surprise	0.656	snige sig
unspeakable	surprise	0.656	uudsigelige
incendiary	surprise	0.656	brandstiftende
epidemic	surprise	0.648	epidemi
violent	surprise	0.648	voldsom
disruption	surprise	0.648	forstyrrelse
amazingly	surprise	0.648	utroligt
mutiny	surprise	0.648	mytteri
spellbound	surprise	0.648	tryllebundet
cyclone	surprise	0.648	cyklon
unsuspecting	surprise	0.648	intetanende
attacking	surprise	0.648	angribende
unintended	surprise	0.648	utilsigtet
shout	surprise	0.641	råbe
indescribable	surprise	0.641	ubeskrivelig
tumult	surprise	0.641	tumult
improvisation	surprise	0.641	improvisation
wildfire	surprise	0.641	skovbrand
excitation	surprise	0.641	excitation
screech	surprise	0.641	skrig
enthusiasm	surprise	0.641	entusiasme
uncertain	surprise	0.633	usikker
plunder	surprise	0.633	plyndre
gape	surprise	0.633	gabe
treachery	surprise	0.633	forræderi
agape	surprise	0.633	agape
anomaly	surprise	0.633	anomali
presto	surprise	0.633	presto
apparition	surprise	0.633	tilsynekomst
wonderment	surprise	0.625	undren
slaughtering	surprise	0.625	slagtning
trick	surprise	0.625	trick
mystery	surprise	0.625	mysterium
murderous	surprise	0.625	morderisk
distress	surprise	0.625	nød
sorcery	surprise	0.625	trolddom
excited	surprise	0.625	begejstret
tempest	surprise	0.625	storm
urgency	surprise	0.625	haster
inimaginable	surprise	0.617	utænkelig
intrusive	surprise	0.617	påtrængende
quickness	surprise	0.617	hurtighed
intense	surprise	0.617	intens
trickery	surprise	0.617	tricks
vanish	surprise	0.617	forsvinde
prank	surprise	0.617	spøg
murder	surprise	0.617	mord
thief	surprise	0.609	tyv
blindfold	surprise	0.609	bind for øjnene
unstable	surprise	0.609	ustabil
strangle	surprise	0.609	kvæle
coup	surprise	0.609	kup
magical	surprise	0.609	magisk
shatter	surprise	0.609	splintre
splash	surprise	0.609	plaske
stupor	surprise	0.602	stupor
inconceivable	surprise	0.602	utænkeligt
betray	surprise	0.602	forråde
defy	surprise	0.602	trodse
jubilee	surprise	0.602	jubilæum
assail	surprise	0.602	angribe
deluge	surprise	0.602	syndflod
tackle	surprise	0.602	tackle
monstrosity	surprise	0.594	monstrøsitet
lightning	surprise	0.594	lyn
stupendous	surprise	0.594	fantastisk
shrill	surprise	0.594	skinger
mishap	surprise	0.594	uheld
alerts	surprise	0.594	alarmer
mysterious	surprise	0.586	mystisk
randomly	surprise	0.586	tilfældigt
wild	surprise	0.586	vild
deceit	surprise	0.586	bedrag
bonus	surprise	0.586	bonus
pitfall	surprise	0.586	faldgrube
uncanny	surprise	0.586	uhyggeligt
wondrous	surprise	0.586	vidunderligt
premature	surprise	0.578	for tidlig
stagger	surprise	0.578	forskyde
rejoicing	surprise	0.578	jubel
godsend	surprise	0.578	Guds gave
jubilant	surprise	0.578	jublende
electric	surprise	0.578	elektrisk
raving	surprise	0.578	rablende
bizarre	surprise	0.578	bizar
death	surprise	0.578	død
fluke	surprise	0.578	lykketræf
oddity	surprise	0.578	mærkværdighed
dynamic	surprise	0.570	dynamisk
dismay	surprise	0.570	forfærdelse
revenge	surprise	0.570	hævn
nefarious	surprise	0.562	ondsindet
fascinate	surprise	0.562	fascinere
jerk	surprise	0.562	fjols
ecstatic	surprise	0.562	begejstret
reward	surprise	0.562	belønning
uncover	surprise	0.562	afdække
reappear	surprise	0.562	dukke op igen
zany	surprise	0.555	zany
whim	surprise	0.555	indfald
thaumaturgy	surprise	0.555	thaumaturgi
conjure	surprise	0.555	trylle
crescendo	surprise	0.555	crescendo
rescue	surprise	0.547	redde
daze	surprise	0.547	døs
heroism	surprise	0.547	heltemod
illuminate	surprise	0.547	belyse
winner	surprise	0.547	vinder
ejaculation	surprise	0.547	ejakulation
thwart	surprise	0.547	modarbejde
rarity	surprise	0.547	sjældenhed
unbridled	surprise	0.547	uhæmmet
tantalizing	surprise	0.547	fristende
punch	surprise	0.539	slag
cheer	surprise	0.539	opmuntre
treason	surprise	0.539	forræderi
violation	surprise	0.539	krænkelse
celebration	surprise	0.539	fest
illusion	surprise	0.539	illusion
marvel	surprise	0.539	vidunder
lucky	surprise	0.539	heldig
lunge	surprise	0.539	udfald
interrupt	surprise	0.539	afbryde
insult	surprise	0.539	fornærme
concealed	surprise	0.531	skjult
snag	surprise	0.531	hage
sensation	surprise	0.531	sensation
banger	surprise	0.531	banger
fearfully	surprise	0.531	frygtsomt
affront	surprise	0.531	fornærmelse
jest	surprise	0.531	spøg
undiscovered	surprise	0.523	uopdaget
liberate	surprise	0.523	befri
veer	surprise	0.523	veer
abandonment	surprise	0.523	opgivelse
immediacy	surprise	0.523	umiddelbarhed
improvise	surprise	0.523	improvisere
victimized	surprise	0.523	ofre
scorpion	surprise	0.523	skorpion
majestic	surprise	0.523	majestætisk
wonder	surprise	0.523	spekulerer
rejoice	surprise	0.523	Glæd dig
tickle	surprise	0.516	kildre
chance	surprise	0.516	chance
yelp	surprise	0.516	yp
howl	surprise	0.516	hyle
stealthily	surprise	0.516	snigende
unintentionally	surprise	0.508	utilsigtet
magnificent	surprise	0.508	storslået
reflex	surprise	0.508	refleks
garish	surprise	0.508	skrigende
transcendence	surprise	0.508	transcendens
rave	surprise	0.508	rave
luck	surprise	0.508	held
swerve	surprise	0.508	vige
pop	surprise	0.508	pop
enliven	surprise	0.500	oplive
slayer	surprise	0.500	dræber
remarkable	surprise	0.500	bemærkelsesværdig
infrequent	surprise	0.500	sjælden
pang	surprise	0.500	pang
erotic	surprise	0.500	erotisk
misbehavior	surprise	0.500	dårlig opførsel
diversion	surprise	0.500	afledning
heroic	surprise	0.500	heroisk
alertness	surprise	0.500	årvågenhed
marvelous	surprise	0.500	vidunderlig
fainting	surprise	0.500	besvimelse
embarrassment	surprise	0.500	forlegenhed
nab	surprise	0.492	nab
birthday	surprise	0.492	fødselsdag
camouflage	surprise	0.492	camouflage
unutterable	surprise	0.492	uudsigelig
chimera	surprise	0.492	kimær
trump	surprise	0.492	trumf
decoy	surprise	0.492	lokkemiddel
infarct	surprise	0.492	infarkt
greatness	surprise	0.492	storhed
exigent	surprise	0.492	påkrævet
prick	surprise	0.484	prikke
variable	surprise	0.484	variabel
curiosity	surprise	0.484	nysgerrighed
daemon	surprise	0.484	dæmon
inexpressible	surprise	0.484	uudsigelig
magician	surprise	0.484	tryllekunstner
underestimate	surprise	0.484	undervurdere
fanfare	surprise	0.484	fanfare
horde	surprise	0.484	horde
zeal	surprise	0.484	iver
incident	surprise	0.477	utilsigtet hændelse
illumination	surprise	0.477	belysning
chicane	surprise	0.477	chikane
sneeze	surprise	0.477	nyse
subversive	surprise	0.477	subversiv
gawk	surprise	0.477	gak
fortune	surprise	0.477	formue
strange	surprise	0.477	mærkelig
dreadfully	surprise	0.477	frygteligt
unguarded	surprise	0.477	ubevogtet
prowl	surprise	0.469	luske
reversal	surprise	0.469	vending
wizard	surprise	0.469	guiden
rapid	surprise	0.469	hurtig
leery	surprise	0.469	mistænksom
break	surprise	0.461	pause
slip	surprise	0.461	glide
divergent	surprise	0.461	divergerende
hilarious	surprise	0.461	hysterisk morsom
coincidence	surprise	0.461	sammentræf
subito	surprise	0.461	subito
overestimate	surprise	0.453	overvurdere
ordeal	surprise	0.453	prøvelse
evanescence	surprise	0.453	forsvinden
merriment	surprise	0.453	lystighed
raffle	surprise	0.453	lodtrækning
winning	surprise	0.453	vinder
wonderful	surprise	0.453	vidunderlig
hoax	surprise	0.453	fupnummer
confession	surprise	0.453	tilståelse
splendid	surprise	0.445	glimrende
stound	surprise	0.445	stand
perchance	surprise	0.445	måske
excel	surprise	0.445	Excel
enthusiast	surprise	0.445	entusiast
gambling	surprise	0.445	gambling
feat	surprise	0.445	bedrift
laughter	surprise	0.445	latter
brighten	surprise	0.438	lysne
unique	surprise	0.438	enestående
senseless	surprise	0.438	meningsløs
changeable	surprise	0.438	foranderlig
splendor	surprise	0.438	pragt
rapt	surprise	0.438	henført
unintentional	surprise	0.438	uforsætlig
fascination	surprise	0.430	fascination
trepidation	surprise	0.430	ængstelse
lawsuit	surprise	0.430	retssag
gift	surprise	0.430	gave
stealthy	surprise	0.430	snigende
fiesta	surprise	0.430	fiesta
intrigue	surprise	0.430	intrige
delighted	surprise	0.430	glad
judgment	surprise	0.422	dom
stealth	surprise	0.422	stealth
enchant	surprise	0.422	fortrylle
originality	surprise	0.422	originalitet
riddle	surprise	0.422	gåde
quicksilver	surprise	0.422	kviksølv
illegitimate	surprise	0.414	uægte
experiment	surprise	0.414	eksperiment
elusive	surprise	0.414	undvigende
syncope	surprise	0.414	synkope
liberation	surprise	0.414	befrielse
spirits	surprise	0.414	spiritus
perjury	surprise	0.414	mened
veracity	surprise	0.414	sandhed
parade	surprise	0.406	parade
applause	surprise	0.406	bifald
inspired	surprise	0.406	inspireret
allure	surprise	0.406	lokke
eager	surprise	0.406	ivrige
gambler	surprise	0.406	spiller
fete	surprise	0.406	fest
divorce	surprise	0.398	skilsmisse
guess	surprise	0.398	gætte
princely	surprise	0.398	fyrstelige
burlesque	surprise	0.398	burlesk
secrecy	surprise	0.398	hemmelighed
incontinence	surprise	0.391	inkontinens
peri	surprise	0.391	peri
cheerful	surprise	0.391	glad
hermaphrodite	surprise	0.391	hermafrodit
supremacy	surprise	0.391	overhøjhed
aspiration	surprise	0.391	forhåbning
buck	surprise	0.383	buk
lose	surprise	0.383	tabe
cadaver	surprise	0.383	kadaver
crowning	surprise	0.383	kroning
praiseworthy	surprise	0.383	prisværdigt
inheritance	surprise	0.383	arv
score	surprise	0.383	score
gulp	surprise	0.375	sluge
camouflaged	surprise	0.375	camoufleret
advance	surprise	0.375	rykke
succeed	surprise	0.375	lykkes
frisky	surprise	0.375	frisk
mystic	surprise	0.375	mystiker
compliment	surprise	0.375	kompliment
hope	surprise	0.367	håber
joker	surprise	0.367	joker
sparkle	surprise	0.367	glimte
excavation	surprise	0.367	udgravning
sensual	surprise	0.367	sanselig
entertainment	surprise	0.359	underholdning
feeling	surprise	0.359	følelse
modify	surprise	0.352	modificere
blessings	surprise	0.352	velsignelser
newcomer	surprise	0.352	nytilkomne
obit	surprise	0.352	obit
postponement	surprise	0.352	udsættelse
award	surprise	0.352	pris
clown	surprise	0.352	klovn
highest	surprise	0.344	højest
hero	surprise	0.344	helt
glorify	surprise	0.344	forherlige
proficiency	surprise	0.344	dygtighed
start	surprise	0.344	Start
wonderfully	surprise	0.344	vidunderligt
celebrity	surprise	0.344	berømthed
rekindle	surprise	0.336	genoplive
optimism	surprise	0.336	optimisme
sanctify	surprise	0.336	hellige
unbeaten	surprise	0.336	ubesejret
prodigious	surprise	0.336	vidunderligt
grin	surprise	0.336	grin
memorable	surprise	0.336	mindeværdig
warned	surprise	0.336	advaret
dissolution	surprise	0.336	opløsning
hypertrophy	surprise	0.328	hypertrofi
admiration	surprise	0.328	beundring
examination	surprise	0.320	undersøgelse
angel	surprise	0.320	Engel
present	surprise	0.320	til stede
catch	surprise	0.320	fangst
hap	surprise	0.320	hap
saint	surprise	0.312	helgen
embrace	surprise	0.312	omfavne
flirt	surprise	0.312	flirt
puma	surprise	0.312	puma
kiss	surprise	0.312	kys
liberty	surprise	0.312	frihed
scrimmage	surprise	0.312	scrimmage
treat	surprise	0.312	behandle
inaffable	surprise	0.312	uforstående
occasional	surprise	0.312	lejlighedsvis
dismissal	surprise	0.312	afskedigelse
perfection	surprise	0.305	fuldkommenhed
saintly	surprise	0.305	hellig
gratify	surprise	0.305	tilfredsstille
generosity	surprise	0.305	generøsitet
sally	surprise	0.305	sally
palpable	surprise	0.297	håndgribelig
finally	surprise	0.297	langt om længe
differently	surprise	0.297	anderledes
polarity	surprise	0.297	polaritet
ceremony	surprise	0.297	ceremoni
favorable	surprise	0.297	gunstige
larger	surprise	0.297	større
warn	surprise	0.297	advare
medal	surprise	0.289	medalje
romance	surprise	0.289	romantik
inviting	surprise	0.289	indbydende
greeting	surprise	0.289	hilsen
resignation	surprise	0.281	resignation
accolade	surprise	0.281	anerkendelse
labor	surprise	0.281	arbejdskraft
candid	surprise	0.281	oprigtig
trip	surprise	0.281	rejse
stare	surprise	0.273	stirre
admire	surprise	0.266	beundre
glimmer	surprise	0.266	glimt
playful	surprise	0.266	legende
somatic	surprise	0.266	somatisk
festival	surprise	0.266	festival
mimicry	surprise	0.266	mimik
insolvency	surprise	0.266	insolvens
immerse	surprise	0.266	fordybe
invite	surprise	0.266	invitere
compensate	surprise	0.266	kompensere
receiving	surprise	0.258	modtager
complement	surprise	0.258	komplement
chuckle	surprise	0.258	grine
laugh	surprise	0.258	grine
hypothesis	surprise	0.258	hypotese
honeymoon	surprise	0.250	bryllupsrejse
opera	surprise	0.242	opera
pleasant	surprise	0.242	behagelig
marry	surprise	0.242	gifte
independence	surprise	0.242	uafhængighed
chant	surprise	0.234	sang
holiness	surprise	0.234	hellighed
assessment	surprise	0.234	vurdering
rhythmical	surprise	0.234	rytmisk
hopeful	surprise	0.234	håbefuld
leave	surprise	0.234	forlade
trophy	surprise	0.234	trofæ
deal	surprise	0.227	del
procession	surprise	0.227	procession
placard	surprise	0.227	plakat
shopping	surprise	0.219	handle ind
musical	surprise	0.219	musikalsk
cherish	surprise	0.219	værdsætte
good	surprise	0.219	godt
dawn	surprise	0.211	daggry
simplify	surprise	0.211	forenkle
shell	surprise	0.211	skal
morals	surprise	0.203	moral
money	surprise	0.203	penge
nullify	surprise	0.203	ophæve
purity	surprise	0.203	renhed
sweet	surprise	0.203	sød
synchronize	surprise	0.195	synkronisere
precious	surprise	0.195	kostbar
humanitarian	surprise	0.195	humanitære
preservative	surprise	0.195	konserveringsmiddel
unfulfilled	surprise	0.195	uopfyldt
obliging	surprise	0.188	forpligtende
singularly	surprise	0.188	enkeltvis
graduation	surprise	0.180	eksamen
foresee	surprise	0.180	forudse
pray	surprise	0.180	bede
lovely	surprise	0.180	dejlig
thirst	surprise	0.172	tørst
mouth	surprise	0.172	mund
youth	surprise	0.172	ungdom
sun	surprise	0.172	sol
art	surprise	0.172	kunst
goodness	surprise	0.164	godhed
latent	surprise	0.156	latent
visor	surprise	0.156	visir
overdue	surprise	0.156	forsinket
practiced	surprise	0.156	øvet
loyal	surprise	0.148	loyal
expect	surprise	0.148	forventer
wireless	surprise	0.148	trådløs
destination	surprise	0.148	bestemmelsessted
infant	surprise	0.141	spædbarn
cream	surprise	0.141	fløde
slush	surprise	0.141	snesjap
quote	surprise	0.141	citere
playground	surprise	0.133	legeplads
vote	surprise	0.125	stemme
teach	surprise	0.125	underviser
organization	surprise	0.125	organisation
dolphin	surprise	0.117	delfin
weight	surprise	0.117	vægt
smile	surprise	0.117	smil
sisterhood	surprise	0.109	søsterskab
cable	surprise	0.109	kabel
sunny	surprise	0.102	solrig
steady	surprise	0.094	stabil
peaceful	surprise	0.086	fredelig
spa	surprise	0.086	spa
leisure	surprise	0.086	fritid
picnic	surprise	0.078	picnic
tree	surprise	0.078	træ
worm	surprise	0.055	orm
truthfulness	trust	0.906	sandfærdighed
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	troværdig
honor	trust	0.844	Ære
honesty	trust	0.844	ærlighed
honest	trust	0.844	ærlig
truth	trust	0.844	sandhed
truthful	trust	0.836	sandfærdig
trusting	trust	0.836	tillidsfulde
brotherhood	trust	0.820	broderskab
entrust	trust	0.812	betro
committed	trust	0.805	engageret
loyalty	trust	0.805	loyalitet
integrity	trust	0.805	integritet
honorable	trust	0.805	hæderlig
trust	trust	0.805	tillid
credibility	trust	0.805	troværdighed
faithful	trust	0.797	trofast
sincere	trust	0.797	oprigtig
partnership	trust	0.789	partnerskab
responsible	trust	0.789	ansvarlig
true	trust	0.789	rigtigt
wisdom	trust	0.789	visdom
verification	trust	0.781	verifikation
cooperative	trust	0.781	samarbejdsvillig
vow	trust	0.781	løfte
oath	trust	0.781	ed
respectable	trust	0.773	respektabel
sisterhood	trust	0.773	søsterskab
hero	trust	0.773	helt
credible	trust	0.773	troværdig
promise	trust	0.773	løfte
verified	trust	0.773	verificeret
qualified	trust	0.766	kvalificeret
authentication	trust	0.766	Godkendelse
respected	trust	0.766	respekteret
compassion	trust	0.759	medfølelse
approval	trust	0.758	godkendelse
moral	trust	0.758	moralsk
reliability	trust	0.758	pålidelighed
trusts	trust	0.758	betroet
safekeeping	trust	0.758	opbevaring
reputable	trust	0.758	velrenommerede
love	trust	0.758	kærlighed
friend	trust	0.750	ven
stable	trust	0.750	stabil
authentic	trust	0.750	autentisk
competence	trust	0.750	kompetence
safeguard	trust	0.750	sikring
companion	trust	0.750	ledsager
advised	trust	0.750	rådgivet
respect	trust	0.750	respekt
loyal	trust	0.750	loyal
genuine	trust	0.750	ægte
friendships	trust	0.750	tillid
ally	trust	0.750	allieret
proven	trust	0.742	bevist
freedom	trust	0.742	frihed
respects	trust	0.742	respekterer
accepting	trust	0.742	venskaber
