English Word	Emotion	Emotion-Intensity-Score	Somali Word
unsuccessful	sadness	0.359	guul la'aan
arraignment	sadness	0.359	maxkamadayn
fruitless	sadness	0.359	midhola'aan
numbness	sadness	0.359	kabuubyo
affront	sadness	0.359	aflagaado
hindering	sadness	0.359	carqaladayn
austere	sadness	0.359	ba'an
unpopular	sadness	0.359	aan la jeclayn
perpetrator	sadness	0.359	dembiilaha
wrangling	sadness	0.359	muransanaan
taunt	sadness	0.359	cayda
doubt	sadness	0.359	shaki
unrest	sadness	0.351	xasilloonni darro
intervention	sadness	0.348	faragelin
wimpy	sadness	0.348	wimpy
spoiler	sadness	0.348	qaswadayaasha
waste	sadness	0.348	qashin
absentee	sadness	0.348	maqane
flaw	sadness	0.347	cillad
litigate	sadness	0.344	dacwad
blindly	sadness	0.344	indho la'aan
militia	sadness	0.344	maleeshiyo
lawsuit	sadness	0.344	dacwad
uninvited	sadness	0.344	aan la casuumin
uninspired	sadness	0.344	aan niyadda lahayn
furrow	sadness	0.344	furrow
cumbersome	sadness	0.344	dhib badan
specter	sadness	0.344	daawasho
desert	sadness	0.344	lamadegaan
lagging	sadness	0.344	dib u dhac
attenuation	sadness	0.344	yarayn
forfeit	sadness	0.344	lumin
plea	sadness	0.344	codsi
thrash	sadness	0.344	cuncun
resigned	sadness	0.344	iscasilay
detention	sadness	0.344	xidhidh
surgery	sadness	0.344	qaliin
intercede	sadness	0.344	shafeeco
stained	sadness	0.344	wasakhaysan
unaccountable	sadness	0.339	xisaab la'aan
myopia	sadness	0.339	myopia
mishap	sadness	0.338	xumaan
probation	sadness	0.336	tijaabin
severance	sadness	0.333	goyn
disagreeing	sadness	0.333	khilaafsan
unacknowledged	sadness	0.328	aan la aqoonsanayn
dependence	sadness	0.328	ku tiirsanaanta
unacceptable	sadness	0.328	aan la aqbali karin
leave	sadness	0.328	ka tag
bondage	sadness	0.328	addoonsiga
bacteria	sadness	0.328	bakteeriyada
sterile	sadness	0.328	madhalays ah
adrift	sadness	0.328	dulmarin
endless	sadness	0.328	aan dhammaad lahayn
incompetent	sadness	0.328	karti la'aan
soreness	sadness	0.328	xanuun
nether	sadness	0.328	hoose
nepotism	sadness	0.328	qaraabo kiil
squall	sadness	0.328	kufsan
disallowed	sadness	0.328	la diiday
scold	sadness	0.327	canaanto
flaccid	sadness	0.324	dabacsanaan
hobo	sadness	0.323	hobo
fragile	sadness	0.319	jilicsan
stingy	sadness	0.319	bakhaylnimo
sue	sadness	0.318	dacwayn
scarcely	sadness	0.318	dhib yar
mistake	sadness	0.312	qalad
committal	sadness	0.312	daacadnimo
nonsensical	sadness	0.312	aan macno lahayn
inhibit	sadness	0.312	joojiso
skid	sadness	0.312	taraarax
wan	sadness	0.312	waan
defy	sadness	0.312	diidi
fatty	sadness	0.312	buuran
clouded	sadness	0.312	daruuraysan
ulcer	sadness	0.312	boog
nostalgia	sadness	0.312	nostalgia
evanescence	sadness	0.312	fogaansho
hamstring	sadness	0.312	muruqa
thresh	sadness	0.312	tumasho
conceal	sadness	0.311	qarin
blemish	sadness	0.310	iin
resisting	sadness	0.309	iska caabin
sympathetic	sadness	0.307	dabacsanaadaan
bugaboo	sadness	0.304	bugaboo
opium	sadness	0.303	opium
confess	sadness	0.303	qirasho
alas	sadness	0.302	hoogay
mislead	sadness	0.297	marin habaabin
suppress	sadness	0.297	cabudhin
inappropriate	sadness	0.297	aan habboonayn
discontinuity	sadness	0.297	joojinta
wrinkled	sadness	0.297	laalaabtay
dull	sadness	0.297	caajisnimo
weak	sadness	0.297	daciifnimo
halting	sadness	0.297	joojinta
incompatible	sadness	0.297	aan isqaban karin
migraine	sadness	0.297	dhanjafka
subsidence	sadness	0.297	hoos u dhac
setback	sadness	0.297	dib u dhac
toocold	sadness	0.297	aad u daran
incase	sadness	0.297	Lacalla
hermit	sadness	0.296	xiqdi
moving	sadness	0.295	dhaqaaqid
shrink	sadness	0.295	dhimid
shiver	sadness	0.291	gariir
constraint	sadness	0.288	xannibid
unimportant	sadness	0.288	aan muhiim ahayn
tramp	sadness	0.288	tuman
rubble	sadness	0.282	burbur
down	sadness	0.281	hoos
taint	sadness	0.281	xumaan
flop	sadness	0.281	flop
wearily	sadness	0.281	daallan
overdue	sadness	0.281	dib u dhac
excluding	sadness	0.281	ka baxsan
confession	sadness	0.281	qirasho
grey	sadness	0.281	cawlan
senseless	sadness	0.281	caqli-xumo
unseat	sadness	0.281	fadhiisin
remove	sadness	0.281	ka saar
revoke	sadness	0.281	ka noqosho
shortage	sadness	0.281	yaraan
apathy	sadness	0.281	caajisnimo
adverse	sadness	0.281	xumaan
negro	sadness	0.281	negro
timid	sadness	0.281	xishood badan
flinch	sadness	0.281	gariir
scrapie	sadness	0.281	xoqid
grumpy	sadness	0.281	xanaaqsan
knell	sadness	0.275	jilba joog
throb	sadness	0.273	garaacid
confusion	sadness	0.273	wareer
soldier	sadness	0.273	askari
jurisprudence	sadness	0.273	fiqhiga
humbled	sadness	0.273	hoosayseen
gray	sadness	0.269	cawlan
lax	sadness	0.266	caajisnimo
mixedemotions	sadness	0.266	dareen isku qasan
obstacle	sadness	0.266	caqabad
slur	sadness	0.266	cay
unrealistic	sadness	0.266	aan dhab ahayn
drifted	sadness	0.266	leexday
leaving	sadness	0.266	bixitaan
shack	sadness	0.266	shaax
eternity	sadness	0.266	daa'in
remiss	sadness	0.266	iska dhaaf
inconvenient	sadness	0.263	aan dhib lahayn
restrict	sadness	0.259	xaddidid
misrepresentation	sadness	0.259	been abuurasho
stagnant	sadness	0.259	fadhiid ah
disservice	sadness	0.258	adeeg xumo
wilderness	sadness	0.255	cidlada
nosun	sadness	0.255	nosun
backwater	sadness	0.255	biyaha danbe
tempest	sadness	0.250	duufaan
pine	sadness	0.250	geed
humbug	sadness	0.250	humbug
bang	sadness	0.250	bang
speculation	sadness	0.250	mala-awaal
labored	sadness	0.250	xoogaystay
incomplete	sadness	0.250	aan dhamaystirnayn
gullible	sadness	0.250	la khiyaami karo
undying	sadness	0.250	dhimanaya
anchorage	sadness	0.250	barkin
unexplained	sadness	0.250	aan la macnayn
error	sadness	0.250	qalad
wasteful	sadness	0.250	qashin
communism	sadness	0.250	shuuciyad
uneducated	sadness	0.250	aqoon la'aan
melodrama	sadness	0.242	melodrama
demonstrative	sadness	0.242	muujinaya
rainyday	sadness	0.242	maalin roobaad
necessity	sadness	0.236	lagama maarmaan
boredom	sadness	0.235	caajisnimo
foggy	sadness	0.234	ceeryaamo
sentence	sadness	0.234	xukun
misty	sadness	0.234	ceeryaamo
cancel	sadness	0.234	burin
void	sadness	0.234	madhan
cloudy	sadness	0.234	daruuro leh
blockade	sadness	0.234	xannibid
pale	sadness	0.234	cirro
trash	sadness	0.234	qashinka
uninteresting	sadness	0.234	aan xiiso lahayn
hollow	sadness	0.234	godan
healing	sadness	0.234	bogsasho
depart	sadness	0.234	bixid
burke	sadness	0.234	burke
warp	sadness	0.234	dagaal
case	sadness	0.228	kiis
rainy	sadness	0.227	rooban
uninterested	sadness	0.223	aan danaynayn
onerous	sadness	0.223	xanaaqsan
bottom	sadness	0.223	hoose
fasting	sadness	0.220	sooman
boooo	sadness	0.219	buuoo
dole	sadness	0.219	diyaar
pious	sadness	0.219	cibaado leh
indifference	sadness	0.219	danayn la'aan
coping	sadness	0.219	la qabsiga
discolored	sadness	0.219	midab-doorsoomay
thirst	sadness	0.219	harraad
blunder	sadness	0.219	khalad
cocaine	sadness	0.218	kokain
tough	sadness	0.212	adag
revolution	sadness	0.203	kacaan
hoary	sadness	0.203	huray
chilly	sadness	0.203	qabow
sluggish	sadness	0.203	caajisnimo
yucky	sadness	0.203	yucky
fat	sadness	0.203	buuran
lower	sadness	0.203	hoose
sprain	sadness	0.203	murgacashada
chargeable	sadness	0.203	la qaadi karo
arid	sadness	0.203	oomane
wanting	sadness	0.202	raba
progression	sadness	0.201	horusocod
closure	sadness	0.195	xirid
unbeaten	sadness	0.193	aan laga badin
rack	sadness	0.188	rafcaan
halter	sadness	0.188	hakin
rumor	sadness	0.188	xanta
tease	sadness	0.188	kaftan
invalid	sadness	0.188	aan sax ahayn
cataract	sadness	0.188	cataract
meh	sadness	0.188	meh
heartfelt	sadness	0.188	qalbi jab
retirement	sadness	0.188	hawlgab
splitting	sadness	0.188	kala qaybsanaan
interrupted	sadness	0.188	kala gooyay
oddity	sadness	0.188	aan caadi ahayn
cold	sadness	0.188	qabow
veal	sadness	0.188	dugaag
concerned	sadness	0.184	walaacsan
sarcasm	sadness	0.181	jeesjees
strip	sadness	0.179	xadhig
divided	sadness	0.172	qaybsan
feeling	sadness	0.172	dareen
overload	sadness	0.172	xad-dhaaf ah
sap	sadness	0.172	dheecaan
memories	sadness	0.172	xasuus
esteem	sadness	0.172	qaddarin
cupping	sadness	0.172	koobab
eschew	sadness	0.172	ka baxso
destination	sadness	0.170	meesha loo socdo
nosnow	sadness	0.169	nosnow
limited	sadness	0.167	xaddidan
rain	sadness	0.163	roobka
willful	sadness	0.160	badheedh ah
untitled	sadness	0.157	aan ciwaan lahayn
stint	sadness	0.156	tirade
cross	sadness	0.156	iskutallaab
weeds	sadness	0.156	haramaha
pare	sadness	0.155	iska dhig
snort	sadness	0.154	khuurada
procession	sadness	0.152	socod
inconsequential	sadness	0.152	aan waxba tarayn
tax	sadness	0.142	canshuur
emo	sadness	0.141	emo
tolerate	sadness	0.141	dulqaadasho
mug	sadness	0.141	koob
overpriced	sadness	0.141	qiimo jaban
weight	sadness	0.141	miisaanka
touchy	sadness	0.140	taabasho leh
kennel	sadness	0.130	guri
grounded	sadness	0.130	salka ku haysa
unpaid	sadness	0.125	mushaar la'aan
socialist	sadness	0.125	hantiwadaag
meek	sadness	0.125	qabow
clouds	sadness	0.125	daruuraha
margin	sadness	0.125	margin
theocratic	sadness	0.125	teocratic
stillness	sadness	0.125	aamusnaan
sisterhood	sadness	0.125	walaalnimo
terrific	sadness	0.125	cabsi badan
commemorate	sadness	0.125	xuso
late	sadness	0.125	daahsan
default	sadness	0.121	default
lace	sadness	0.118	shalash
unpublished	sadness	0.116	aan la daabicin
interested	sadness	0.114	xiiseeya
fortress	sadness	0.110	qalcaddii
lush	sadness	0.109	macaan
harry	sadness	0.109	harry
ultimate	sadness	0.109	ugu dambeeya
priesthood	sadness	0.109	wadaadnimada
orchestra	sadness	0.109	orchestra
rating	sadness	0.109	qiimeynta
fleece	sadness	0.109	dhogorta
sanctify	sadness	0.108	quduus ka dhig
income	sadness	0.100	dakhliga
winning	sadness	0.094	guulaysta
boo	sadness	0.094	buu
quiet	sadness	0.094	xasilloon
sonnet	sadness	0.094	sonnet
vainly	sadness	0.091	micne lahayn
hug	sadness	0.078	habsiin
opera	sadness	0.078	opera
humble	sadness	0.078	khushuucsan
hut	sadness	0.078	buul
ovation	sadness	0.078	sacab
wet	sadness	0.078	qoyan
motivating	sadness	0.078	dhiirigelinaya
treat	sadness	0.076	daweyn
hymn	sadness	0.064	hees
honest	sadness	0.062	daacad ah
relics	sadness	0.061	haraaga
couch	sadness	0.060	fadhiga
waffle	sadness	0.047	waffle
shell	sadness	0.045	qolof
musical	sadness	0.045	muusik
savor	sadness	0.034	dhadhan
napkin	sadness	0.031	maraq
vote	sadness	0.031	codayn
sing	sadness	0.017	hees
mother	sadness	0.016	hooyo
music	sadness	0.016	muusik
nutritious	sadness	0.015	nafaqo leh
lovely	sadness	0.009	qurux badan
sweetheart	sadness	0.000	macaanto
romance	sadness	0.000	jaceylka
liquor	sadness	0.000	khamriga
art	sadness	0.000	fanka
surprise	surprise	0.930	yaab
explode	surprise	0.906	qarxin
flabbergast	surprise	0.906	flabbergast
explosion	surprise	0.898	qarax
ambush	surprise	0.883	gaadmo
explosive	surprise	0.883	qarxa
eruption	surprise	0.883	qarxin
surprisingly	surprise	0.875	yaab leh
startle	surprise	0.875	argagax
shockingly	surprise	0.875	naxdin leh
frighten	surprise	0.875	cabsiin
surprised	surprise	0.867	yaabay
frightened	surprise	0.867	baqay
surprising	surprise	0.867	yaab leh
outburst	surprise	0.859	xanaaqid
thrilling	surprise	0.859	xiiso leh
miracle	surprise	0.859	mucjiso
blast	surprise	0.852	qarxin
astonishingly	surprise	0.852	yaab leh
alarm	surprise	0.852	qaylo-dhaan
shock	surprise	0.844	naxdin
thunderstruck	surprise	0.844	onkod
jolt	surprise	0.844	gariir
dazzle	surprise	0.836	wareer
bang	surprise	0.836	bang
catastrophe	surprise	0.836	masiibo
fright	surprise	0.836	cabsi
unexpectedly	surprise	0.836	si lama filaan ah
startling	surprise	0.828	naxdin leh
suddenly	surprise	0.828	si lama filaan ah
emergency	surprise	0.828	degdeg ah
bewilderment	surprise	0.828	wareer
stunned	surprise	0.820	yaabban
astound	surprise	0.820	yaab leh
jackpot	surprise	0.812	Ghanna
earthquake	surprise	0.812	dhulgariir
disaster	surprise	0.812	masiibo
astonishment	surprise	0.805	amakaag
climax	surprise	0.805	ugu sarreysa
aghast	surprise	0.805	naxdin leh
astonish	surprise	0.805	amakaag
scare	surprise	0.797	cabsi
awestruck	surprise	0.797	argagax
erupt	surprise	0.789	dilaacday
bomb	surprise	0.789	bam
exclaim	surprise	0.789	dhawaaq
amazement	surprise	0.781	amakaag
abduction	surprise	0.773	afduubid
alarming	surprise	0.773	naxdin leh
detonate	surprise	0.773	qarxin
raid	surprise	0.773	duullaan
miraculous	surprise	0.773	mucjiso
invade	surprise	0.773	duulaan
kidnap	surprise	0.766	afduub
unpredictable	surprise	0.758	aan la saadaalin karin
stupefy	surprise	0.758	doqonnimo
dumfound	surprise	0.758	jahawareer
overwhelming	surprise	0.758	xad dhaaf ah
erratic	surprise	0.750	habacsanaan
unimaginable	surprise	0.750	aan la qiyaasi karin
accident	surprise	0.750	shil
outrageous	surprise	0.750	xad-dhaaf ah
horror	surprise	0.742	argagax
amaze	surprise	0.742	yaab
blitz	surprise	0.742	blitz
bewilder	surprise	0.742	wareer
flinch	surprise	0.742	gariir
petrify	surprise	0.742	waxyeelid
wreck	surprise	0.742	burburay
slaughter	surprise	0.742	gowrac
frenetic	surprise	0.734	frenetic
crash	surprise	0.734	shil
frantic	surprise	0.734	waalan
stupefaction	surprise	0.734	doqonnimo
excitement	surprise	0.734	xamaasad
riotous	surprise	0.727	rabshado badan
outcry	surprise	0.727	qaylo
vanished	surprise	0.727	libdhay
moonstruck	surprise	0.727	dayax ku dhuftay
sudden	surprise	0.727	lama filaan ah
awe	surprise	0.719	cabsi
scream	surprise	0.719	qaylo
breathless	surprise	0.719	neefsan
sabotage	surprise	0.719	qaran dumis
shriek	surprise	0.719	qaylo
unanticipated	surprise	0.719	aan la filayn
bewildered	surprise	0.719	wareersan
manslaughter	surprise	0.719	dilid
amazedness	surprise	0.719	amakaag
rupture	surprise	0.719	dillaac
unexpected	surprise	0.711	lama filaan ah
electrify	surprise	0.711	koronto
uncontrollable	surprise	0.711	aan la xakamayn karin
shot	surprise	0.711	toogtay
avalanche	surprise	0.711	baraf
gasp	surprise	0.711	neefsasho
stun	surprise	0.711	caasin
slam	surprise	0.703	dharbaaxo
abrupt	surprise	0.703	si lama filaan ah
intruder	surprise	0.703	soo dhex galay
unforeseen	surprise	0.703	lama filayn
suspense	surprise	0.703	shaki
devastation	surprise	0.703	burbur
surge	surprise	0.703	kor u kac
excite	surprise	0.695	xamaasad
dumfounder	surprise	0.695	dumfounder
yell	surprise	0.695	qaylo
unprecedented	surprise	0.695	aan hore loo arag
strike	surprise	0.695	shaqo joojin
volatility	surprise	0.695	isbedbedelid
urgent	surprise	0.695	degdeg ah
stab	surprise	0.695	mindidii
disturbance	surprise	0.688	qas
carnage	surprise	0.688	xasuuq
incredible	surprise	0.688	cajiib ah
spectacular	surprise	0.688	cajiib ah
thrill	surprise	0.680	farxad
recklessness	surprise	0.680	taxadar la'aan
clamor	surprise	0.680	qaylo
monstrous	surprise	0.680	bahalnimo
slap	surprise	0.680	dharbaaxo
inexplicable	surprise	0.672	aan la macnayn karin
terrorist	surprise	0.672	argagixisada
exciting	surprise	0.672	xiiso leh
accidental	surprise	0.672	shil
accidentally	surprise	0.672	shil
striking	surprise	0.672	garaacid
captivate	surprise	0.672	soo jiidasho leh
exhilaration	surprise	0.672	raynrayn
topple	surprise	0.664	dusiyo
dire	surprise	0.664	daran
revolution	surprise	0.664	kacaan
volcano	surprise	0.664	foolkaanno
freakish	surprise	0.664	caadi ah
revolt	surprise	0.656	kacdoon
bloodshed	surprise	0.656	dhiig daata
sneak	surprise	0.656	dhuumasho
unspeakable	surprise	0.656	aan la sheegi karin
incendiary	surprise	0.656	hurisa
epidemic	surprise	0.648	xanuun saf-mar ah
violent	surprise	0.648	gacan ka hadal
disruption	surprise	0.648	carqaladayn
amazingly	surprise	0.648	yaab leh
mutiny	surprise	0.648	qallafsanaan
spellbound	surprise	0.648	higgaadin
cyclone	surprise	0.648	duufaan
unsuspecting	surprise	0.648	aan laga shakin
attacking	surprise	0.648	weerar
unintended	surprise	0.648	aan la rabin
shout	surprise	0.641	qayli
indescribable	surprise	0.641	aan la sifayn karin
tumult	surprise	0.641	buuqa
improvisation	surprise	0.641	hagaajin
wildfire	surprise	0.641	dab duurjoog ah
excitation	surprise	0.641	kicin
screech	surprise	0.641	qaylo
enthusiasm	surprise	0.641	xamaasad
uncertain	surprise	0.633	aan la hubin
plunder	surprise	0.633	dhaca
gape	surprise	0.633	farqiga
treachery	surprise	0.633	khiyaamo
agape	surprise	0.633	agape
anomaly	surprise	0.633	anomaly
presto	surprise	0.633	presto
apparition	surprise	0.633	muuqaalka
wonderment	surprise	0.625	yaab
slaughtering	surprise	0.625	gawraca
trick	surprise	0.625	khiyaano
mystery	surprise	0.625	qarsoodiga
murderous	surprise	0.625	dilaa ah
distress	surprise	0.625	cidhiidhi
sorcery	surprise	0.625	sixirnimo
excited	surprise	0.625	faraxsan
tempest	surprise	0.625	duufaan
urgency	surprise	0.625	degdeg ah
inimaginable	surprise	0.617	aan la qiyaasi karin
intrusive	surprise	0.617	faragelin
quickness	surprise	0.617	degdegsanaan
intense	surprise	0.617	daran
trickery	surprise	0.617	khiyaano
vanish	surprise	0.617	lumin
prank	surprise	0.617	cayaar
murder	surprise	0.617	dil
thief	surprise	0.609	tuug
blindfold	surprise	0.609	indho shareerid
unstable	surprise	0.609	degganayn
strangle	surprise	0.609	ceejin
coup	surprise	0.609	afgambi
magical	surprise	0.609	sixir
shatter	surprise	0.609	jabin
splash	surprise	0.609	firidhsan
stupor	surprise	0.602	caajisnimo
inconceivable	surprise	0.602	aan la qaadan karin
betray	surprise	0.602	khiyaamo
defy	surprise	0.602	diidi
jubilee	surprise	0.602	jubilee
assail	surprise	0.602	weerar
deluge	surprise	0.602	daad
tackle	surprise	0.602	wax ka qaban
monstrosity	surprise	0.594	bahalnimo
lightning	surprise	0.594	hillaac
stupendous	surprise	0.594	cajiib ah
shrill	surprise	0.594	qaylo
mishap	surprise	0.594	xumaan
alerts	surprise	0.594	digniino
mysterious	surprise	0.586	dahsoon
randomly	surprise	0.586	si aan kala sooc lahayn
wild	surprise	0.586	duurjoogta
deceit	surprise	0.586	khiyaano
bonus	surprise	0.586	gunno
pitfall	surprise	0.586	dabin
uncanny	surprise	0.586	aan la garan karin
wondrous	surprise	0.586	yaab leh
premature	surprise	0.578	dhicis
stagger	surprise	0.578	gariirsan
rejoicing	surprise	0.578	raynrayn
godsend	surprise	0.578	ilaahow
jubilant	surprise	0.578	farxay
electric	surprise	0.578	koronto
raving	surprise	0.578	xamaasad
bizarre	surprise	0.578	yaab leh
death	surprise	0.578	dhimasho
fluke	surprise	0.578	qallafsanaan
oddity	surprise	0.578	aan caadi ahayn
dynamic	surprise	0.570	firfircoon
dismay	surprise	0.570	naxdin
revenge	surprise	0.570	aargoosi
nefarious	surprise	0.562	xumaan
fascinate	surprise	0.562	soo jiidasho leh
jerk	surprise	0.562	xamaasad
ecstatic	surprise	0.562	farxay
reward	surprise	0.562	abaalmarin
uncover	surprise	0.562	qaawin
reappear	surprise	0.562	dib u soo baxaan
zany	surprise	0.555	zany
whim	surprise	0.555	xamaasad
thaumaturgy	surprise	0.555	thaumaturgy
conjure	surprise	0.555	conjure
crescendo	surprise	0.555	crescendo
rescue	surprise	0.547	samatabbixin
daze	surprise	0.547	wareer
heroism	surprise	0.547	geesinimo
illuminate	surprise	0.547	iftiimin
winner	surprise	0.547	guulayste
ejaculation	surprise	0.547	biyo baxa
thwart	surprise	0.547	fashilin
rarity	surprise	0.547	naadir
unbridled	surprise	0.547	aan xakameyn
tantalizing	surprise	0.547	dhalanteed
punch	surprise	0.539	feer
cheer	surprise	0.539	farxad
treason	surprise	0.539	khiyaamo Qaran
violation	surprise	0.539	xadgudub
celebration	surprise	0.539	dabbaaldegid
illusion	surprise	0.539	dhalanteed
marvel	surprise	0.539	yaab
lucky	surprise	0.539	nasiib badan
lunge	surprise	0.539	sambabada
interrupt	surprise	0.539	ka joojin
insult	surprise	0.539	cay
concealed	surprise	0.531	qarsoon
snag	surprise	0.531	dharbaaxo
sensation	surprise	0.531	dareen
banger	surprise	0.531	banger
fearfully	surprise	0.531	cabsi leh
affront	surprise	0.531	aflagaado
jest	surprise	0.531	kaftan
undiscovered	surprise	0.523	aan la ogaan
liberate	surprise	0.523	xoreeyo
veer	surprise	0.523	waar
abandonment	surprise	0.523	ka tegid
immediacy	surprise	0.523	degdeg ah
improvise	surprise	0.523	hagaajin
victimized	surprise	0.523	dhibane
scorpion	surprise	0.523	Dabaqoollo
majestic	surprise	0.523	haybad
wonder	surprise	0.523	yaab
rejoice	surprise	0.523	farxa
tickle	surprise	0.516	xajin
chance	surprise	0.516	fursad
yelp	surprise	0.516	jaad
howl	surprise	0.516	baroor
stealthily	surprise	0.516	si qarsoodi ah
unintentionally	surprise	0.508	aan ula kac ahayn
magnificent	surprise	0.508	qurux badan
reflex	surprise	0.508	falcelin
garish	surprise	0.508	garasho
transcendence	surprise	0.508	dhaafid
rave	surprise	0.508	hanuunin
luck	surprise	0.508	nasiib
swerve	surprise	0.508	leexleexan
pop	surprise	0.508	pop
enliven	surprise	0.500	noolayn
slayer	surprise	0.500	dilaa
remarkable	surprise	0.500	cajiib ah
infrequent	surprise	0.500	aan badnayn
pang	surprise	0.500	argagax
erotic	surprise	0.500	kacsi
misbehavior	surprise	0.500	dhaqan xumo
diversion	surprise	0.500	leexin
heroic	surprise	0.500	geesinimo
alertness	surprise	0.500	feejignaan
marvelous	surprise	0.500	yaab leh
fainting	surprise	0.500	miyir beelid
embarrassment	surprise	0.500	xishood
nab	surprise	0.492	nab
birthday	surprise	0.492	dhalasho
camouflage	surprise	0.492	sawir qaade
unutterable	surprise	0.492	aan la sheegi karin
chimera	surprise	0.492	chimera
trump	surprise	0.492	trump
decoy	surprise	0.492	khiyaano
infarct	surprise	0.492	caabuq
greatness	surprise	0.492	haybad
exigent	surprise	0.492	xamaasad leh
prick	surprise	0.484	durid
variable	surprise	0.484	doorsoome
curiosity	surprise	0.484	xiisaha
daemon	surprise	0.484	daemon
inexpressible	surprise	0.484	aan la sheegi karin
magician	surprise	0.484	saaxirad
underestimate	surprise	0.484	dhayalsan
fanfare	surprise	0.484	fanfare
horde	surprise	0.484	horde
zeal	surprise	0.484	xamaasad
incident	surprise	0.477	dhacdo
illumination	surprise	0.477	iftiimin
chicane	surprise	0.477	chicane
sneeze	surprise	0.477	hindhiso
subversive	surprise	0.477	qaran dumis
gawk	surprise	0.477	gaws
fortune	surprise	0.477	nasiib
strange	surprise	0.477	yaab leh
dreadfully	surprise	0.477	cabsi badan
unguarded	surprise	0.477	aan ilaalo lahayn
prowl	surprise	0.469	dabac
reversal	surprise	0.469	rogaal celin
wizard	surprise	0.469	saaxirad
rapid	surprise	0.469	degdeg ah
leery	surprise	0.469	leery
break	surprise	0.461	jebin
slip	surprise	0.461	simbiriirixasho
divergent	surprise	0.461	kala duwan
hilarious	surprise	0.461	qosol badan
coincidence	surprise	0.461	shil
subito	surprise	0.461	subito
overestimate	surprise	0.453	qiyaasid
ordeal	surprise	0.453	dhibaato
evanescence	surprise	0.453	fogaansho
merriment	surprise	0.453	farxad
raffle	surprise	0.453	raffle
winning	surprise	0.453	guulaysta
wonderful	surprise	0.453	cajiib
hoax	surprise	0.453	been abuur
confession	surprise	0.453	qirasho
splendid	surprise	0.445	qurux badan
stound	surprise	0.445	dhagax
perchance	surprise	0.445	malaha
excel	surprise	0.445	heer sare
enthusiast	surprise	0.445	xamaasad
gambling	surprise	0.445	khamaarka
feat	surprise	0.445	feat
laughter	surprise	0.445	qosol
brighten	surprise	0.438	iftiimaya
unique	surprise	0.438	gaar ah
senseless	surprise	0.438	caqli-xumo
changeable	surprise	0.438	la bedeli karo
splendor	surprise	0.438	qurux
rapt	surprise	0.438	kufsaday
unintentional	surprise	0.438	aan ula kac ahayn
fascination	surprise	0.430	soo jiidasho
trepidation	surprise	0.430	gariir
lawsuit	surprise	0.430	dacwad
gift	surprise	0.430	hadyad
stealthy	surprise	0.430	qarsoodi ah
fiesta	surprise	0.430	fiista
intrigue	surprise	0.430	dhagarta
delighted	surprise	0.430	faraxsan
judgment	surprise	0.422	xukun
stealth	surprise	0.422	qarsoodi
enchant	surprise	0.422	sixran
originality	surprise	0.422	asalnimada
riddle	surprise	0.422	halxidhaale
quicksilver	surprise	0.422	lacag degdeg ah
illegitimate	surprise	0.414	aan sharci ahayn
experiment	surprise	0.414	tijaabo
elusive	surprise	0.414	aan qarsoonayn
syncope	surprise	0.414	isku xidhid
liberation	surprise	0.414	xorayn
spirits	surprise	0.414	ruuxaan
perjury	surprise	0.414	been-sheegid
veracity	surprise	0.414	runnimada
parade	surprise	0.406	dhoolatus
applause	surprise	0.406	sacab
inspired	surprise	0.406	waxyoonay
allure	surprise	0.406	soo jiidasho
eager	surprise	0.406	hamuun
gambler	surprise	0.406	khamaariiste
fete	surprise	0.406	fete
divorce	surprise	0.398	furriin
guess	surprise	0.398	qiyaas
princely	surprise	0.398	amiir ahaan
burlesque	surprise	0.398	burlesque
secrecy	surprise	0.398	sir
incontinence	surprise	0.391	cesho la'aan
peri	surprise	0.391	Peri
cheerful	surprise	0.391	farxad leh
hermaphrodite	surprise	0.391	hermaphrodite
supremacy	surprise	0.391	sareyn
aspiration	surprise	0.391	hammi
buck	surprise	0.383	lacag
lose	surprise	0.383	lumin
cadaver	surprise	0.383	cadar
crowning	surprise	0.383	taaj
praiseworthy	surprise	0.383	mahad leh
inheritance	surprise	0.383	dhaxalka
score	surprise	0.383	dhibco
gulp	surprise	0.375	caloolxumo
camouflaged	surprise	0.375	duuban
advance	surprise	0.375	hore u mari
succeed	surprise	0.375	guulayso
frisky	surprise	0.375	xishood badan
mystic	surprise	0.375	suufi
compliment	surprise	0.375	bogaadin
hope	surprise	0.367	rajo
joker	surprise	0.367	kaftan
sparkle	surprise	0.367	dhalaalid
excavation	surprise	0.367	qodis
sensual	surprise	0.367	dareen leh
entertainment	surprise	0.359	madadaalo
feeling	surprise	0.359	dareen
modify	surprise	0.352	wax ka beddel
blessings	surprise	0.352	duco
newcomer	surprise	0.352	cusub
obit	surprise	0.352	obit
postponement	surprise	0.352	dib u dhigista
award	surprise	0.352	abaal-marin
clown	surprise	0.352	dharbaaxo
highest	surprise	0.344	ugu sarreeya
hero	surprise	0.344	geesi
glorify	surprise	0.344	ammaani
proficiency	surprise	0.344	karti
start	surprise	0.344	bilow
wonderfully	surprise	0.344	cajiib ah
celebrity	surprise	0.344	caan ah
rekindle	surprise	0.336	dib u kicin
optimism	surprise	0.336	yididiilo
sanctify	surprise	0.336	quduus ka dhig
unbeaten	surprise	0.336	aan laga badin
prodigious	surprise	0.336	xarrago leh
grin	surprise	0.336	dhoola cadeyn
