English Word	Emotion	Emotion-Intensity-Score	Kazakh Word
magician	surprise	0.484	сиқыршы
underestimate	surprise	0.484	жете бағаламау
fanfare	surprise	0.484	фанфар
horde	surprise	0.484	орда
zeal	surprise	0.484	құлшыныс
incident	surprise	0.477	оқиға
illumination	surprise	0.477	жарықтандыру
chicane	surprise	0.477	шикан
sneeze	surprise	0.477	түшкіру
subversive	surprise	0.477	диверсиялық
gawk	surprise	0.477	гавк
fortune	surprise	0.477	сәттілік
strange	surprise	0.477	оғаш
dreadfully	surprise	0.477	қорқынышты
unguarded	surprise	0.477	күзетсіз
prowl	surprise	0.469	аңдыу
reversal	surprise	0.469	кері қайтару
wizard	surprise	0.469	шебер
rapid	surprise	0.469	жылдам
leery	surprise	0.469	көңілсіз
break	surprise	0.461	үзіліс
slip	surprise	0.461	сырғанау
divergent	surprise	0.461	дивергентті
hilarious	surprise	0.461	күлкілі
coincidence	surprise	0.461	сәйкестік
subito	surprise	0.461	subito
overestimate	surprise	0.453	асыра бағалау
ordeal	surprise	0.453	сынақ
evanescence	surprise	0.453	жойылу
merriment	surprise	0.453	көңілділік
raffle	surprise	0.453	ұтыс ойыны
winning	surprise	0.453	жеңу
wonderful	surprise	0.453	тамаша
hoax	surprise	0.453	ойнау
confession	surprise	0.453	мойындау
splendid	surprise	0.445	тамаша
stound	surprise	0.445	тұрды
perchance	surprise	0.445	мүмкін
excel	surprise	0.445	Excel
enthusiast	surprise	0.445	энтузиаст
gambling	surprise	0.445	құмар ойындар
feat	surprise	0.445	ерлік
laughter	surprise	0.445	күлкі
brighten	surprise	0.438	ағартыңыз
unique	surprise	0.438	бірегей
senseless	surprise	0.438	мағынасыз
changeable	surprise	0.438	өзгермелі
splendor	surprise	0.438	салтанат
rapt	surprise	0.438	ренжіді
unintentional	surprise	0.438	әдейі емес
fascination	surprise	0.430	қызығу
trepidation	surprise	0.430	үрей
lawsuit	surprise	0.430	сот ісі
gift	surprise	0.430	сыйлық
stealthy	surprise	0.430	жасырын
fiesta	surprise	0.430	мереке
intrigue	surprise	0.430	интрига
delighted	surprise	0.430	Қуанышты
judgment	surprise	0.422	үкім
stealth	surprise	0.422	жасырындық
enchant	surprise	0.422	сиқырлау
originality	surprise	0.422	түпнұсқалық
riddle	surprise	0.422	жұмбақ
quicksilver	surprise	0.422	жылдам күміс
illegitimate	surprise	0.414	заңсыз
experiment	surprise	0.414	эксперимент
elusive	surprise	0.414	қолға түспейтін
syncope	surprise	0.414	синкоп
liberation	surprise	0.414	босату
spirits	surprise	0.414	рухтар
perjury	surprise	0.414	жалған куәлік
veracity	surprise	0.414	ақиқат
parade	surprise	0.406	парад
applause	surprise	0.406	шапалақтау
inspired	surprise	0.406	шабыттандырды
allure	surprise	0.406	тартымдылық
eager	surprise	0.406	ынталы
gambler	surprise	0.406	құмар ойыншы
fete	surprise	0.406	мереке
divorce	surprise	0.398	ажырасу
guess	surprise	0.398	болжау
princely	surprise	0.398	князьдік
burlesque	surprise	0.398	бурлеск
secrecy	surprise	0.398	құпиялық
incontinence	surprise	0.391	зәр ұстамау
peri	surprise	0.391	пери
cheerful	surprise	0.391	көңілді
hermaphrodite	surprise	0.391	гермафродит
supremacy	surprise	0.391	үстемдік
aspiration	surprise	0.391	ұмтылу
buck	surprise	0.383	бак
lose	surprise	0.383	жоғалтады
cadaver	surprise	0.383	мәйіт
crowning	surprise	0.383	тәж кию
praiseworthy	surprise	0.383	мақтауға тұрарлық
inheritance	surprise	0.383	мұрагерлік
score	surprise	0.383	Гол
gulp	surprise	0.375	жұту
camouflaged	surprise	0.375	камуфляждалған
advance	surprise	0.375	алдын ала
succeed	surprise	0.375	табысқа жету
frisky	surprise	0.375	қызық
mystic	surprise	0.375	мистикалық
compliment	surprise	0.375	комплимент
hope	surprise	0.367	үміт
joker	surprise	0.367	әзілкеш
sparkle	surprise	0.367	жарқырау
excavation	surprise	0.367	қазба
sensual	surprise	0.367	сезімтал
entertainment	surprise	0.359	ойын-сауық
feeling	surprise	0.359	сезім
modify	surprise	0.352	өзгерту
blessings	surprise	0.352	баталар
newcomer	surprise	0.352	жаңадан келген
obit	surprise	0.352	obit
postponement	surprise	0.352	кейінге қалдыру
award	surprise	0.352	марапаттау
clown	surprise	0.352	сайқымазақ
highest	surprise	0.344	ең жоғары
hero	surprise	0.344	батыр
glorify	surprise	0.344	дәріптеу
proficiency	surprise	0.344	шеберлік
start	surprise	0.344	бастау
wonderfully	surprise	0.344	керемет
celebrity	surprise	0.344	атақты
rekindle	surprise	0.336	қайта жану
optimism	surprise	0.336	оптимизм
sanctify	surprise	0.336	қасиетті ету
unbeaten	surprise	0.336	жеңілмеген
prodigious	surprise	0.336	керемет
grin	surprise	0.336	күлу
memorable	surprise	0.336	есте қаларлық
warned	surprise	0.336	ескертті
dissolution	surprise	0.336	еріту
hypertrophy	surprise	0.328	гипертрофия
admiration	surprise	0.328	таңдану
examination	surprise	0.320	емтихан
angel	surprise	0.320	періште
present	surprise	0.320	қазіргі
catch	surprise	0.320	ұстау
hap	surprise	0.320	хап
saint	surprise	0.312	әулие
embrace	surprise	0.312	қамту
flirt	surprise	0.312	флирт
puma	surprise	0.312	пума
kiss	surprise	0.312	сүйіс
liberty	surprise	0.312	бостандық
scrimmage	surprise	0.312	ұрыс
treat	surprise	0.312	емдеу
inaffable	surprise	0.312	сөзсіз
occasional	surprise	0.312	кездейсоқ
dismissal	surprise	0.312	жұмыстан шығару
perfection	surprise	0.305	кемелдік
saintly	surprise	0.305	әулие
gratify	surprise	0.305	қуанту
generosity	surprise	0.305	жомарттық
sally	surprise	0.305	Салли
palpable	surprise	0.297	пальпацияланады
finally	surprise	0.297	ақырында
differently	surprise	0.297	басқаша
polarity	surprise	0.297	полярлық
ceremony	surprise	0.297	рәсім
favorable	surprise	0.297	қолайлы
larger	surprise	0.297	үлкенірек
warn	surprise	0.297	ескерту
medal	surprise	0.289	медаль
romance	surprise	0.289	романтика
inviting	surprise	0.289	шақыру
greeting	surprise	0.289	сәлемдесу
resignation	surprise	0.281	отставка
accolade	surprise	0.281	мақтау
labor	surprise	0.281	еңбек
candid	surprise	0.281	ашық
trip	surprise	0.281	сапар
stare	surprise	0.273	қарау
admire	surprise	0.266	таңдану
glimmer	surprise	0.266	жарқырау
playful	surprise	0.266	ойнақы
somatic	surprise	0.266	соматикалық
festival	surprise	0.266	фестиваль
mimicry	surprise	0.266	еліктеу
insolvency	surprise	0.266	төлем қабілетсіздігі
immerse	surprise	0.266	батыру
invite	surprise	0.266	шақыру
compensate	surprise	0.266	өтеу
receiving	surprise	0.258	қабылдау
complement	surprise	0.258	толықтыру
chuckle	surprise	0.258	күлу
laugh	surprise	0.258	күл
hypothesis	surprise	0.258	гипотеза
honeymoon	surprise	0.250	бал айы
opera	surprise	0.242	опера
pleasant	surprise	0.242	жағымды
marry	surprise	0.242	үйлен
independence	surprise	0.242	тәуелсіздік
chant	surprise	0.234	ән айту
holiness	surprise	0.234	киелілік
assessment	surprise	0.234	бағалау
rhythmical	surprise	0.234	ырғақты
hopeful	surprise	0.234	үмітті
leave	surprise	0.234	кету
trophy	surprise	0.234	кубок
deal	surprise	0.227	мәміле
procession	surprise	0.227	шеру
placard	surprise	0.227	плакат
shopping	surprise	0.219	сатып алу
musical	surprise	0.219	музыкалық
cherish	surprise	0.219	қадірлеу
good	surprise	0.219	жақсы
dawn	surprise	0.211	таң
simplify	surprise	0.211	жеңілдету
shell	surprise	0.211	қабық
morals	surprise	0.203	мораль
money	surprise	0.203	ақша
nullify	surprise	0.203	күшін жою
purity	surprise	0.203	тазалық
sweet	surprise	0.203	тәтті
synchronize	surprise	0.195	синхрондау
precious	surprise	0.195	асыл
humanitarian	surprise	0.195	гуманитарлық
preservative	surprise	0.195	консервант
unfulfilled	surprise	0.195	орындалмаған
obliging	surprise	0.188	міндеттеу
singularly	surprise	0.188	дара
graduation	surprise	0.180	бітіру
foresee	surprise	0.180	болжау
pray	surprise	0.180	дұға ету
lovely	surprise	0.180	сүйкімді
thirst	surprise	0.172	шөлдеу
mouth	surprise	0.172	ауыз
youth	surprise	0.172	жастар
sun	surprise	0.172	күн
art	surprise	0.172	өнер
goodness	surprise	0.164	жақсылық
latent	surprise	0.156	жасырын
visor	surprise	0.156	визор
overdue	surprise	0.156	мерзімі өткен
practiced	surprise	0.156	жаттықты
loyal	surprise	0.148	адал
expect	surprise	0.148	күту
wireless	surprise	0.148	сымсыз
destination	surprise	0.148	межелі
infant	surprise	0.141	нәресте
cream	surprise	0.141	крем
slush	surprise	0.141	батпақ
quote	surprise	0.141	дәйексөз
playground	surprise	0.133	ойын алаңы
vote	surprise	0.125	дауыс
teach	surprise	0.125	үйрету
organization	surprise	0.125	ұйымдастыру
dolphin	surprise	0.117	дельфин
weight	surprise	0.117	салмақ
smile	surprise	0.117	күлу
sisterhood	surprise	0.109	апалы-сіңлілік
cable	surprise	0.109	кабель
sunny	surprise	0.102	шуақты
steady	surprise	0.094	тұрақты
peaceful	surprise	0.086	бейбіт
spa	surprise	0.086	спа
leisure	surprise	0.086	демалыс
picnic	surprise	0.078	пикник
tree	surprise	0.078	ағаш
worm	surprise	0.055	құрт
truthfulness	trust	0.906	шыншылдық
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	сенімді
honor	trust	0.844	құрмет
honesty	trust	0.844	адалдық
honest	trust	0.844	адал
truth	trust	0.844	шындық
truthful	trust	0.836	шыншыл
trusting	trust	0.836	сену
brotherhood	trust	0.820	бауырластық
entrust	trust	0.812	сеніп тапсыру
committed	trust	0.805	жасалды
loyalty	trust	0.805	адалдық
integrity	trust	0.805	тұтастық
honorable	trust	0.805	құрметті
trust	trust	0.805	сенім
credibility	trust	0.805	сенімділік
faithful	trust	0.797	адал
sincere	trust	0.797	шын жүректен
partnership	trust	0.789	серіктестік
responsible	trust	0.789	жауапты
true	trust	0.789	шын
wisdom	trust	0.789	даналық
verification	trust	0.781	тексеру
cooperative	trust	0.781	кооператив
vow	trust	0.781	ант
oath	trust	0.781	ант
respectable	trust	0.773	құрметті
sisterhood	trust	0.773	апалы-сіңлілік
hero	trust	0.773	батыр
credible	trust	0.773	сенімді
promise	trust	0.773	уәде
verified	trust	0.773	тексерілді
qualified	trust	0.766	білікті
authentication	trust	0.766	аутентификация
respected	trust	0.766	құрметті
compassion	trust	0.759	жанашырлық
approval	trust	0.758	бекіту
moral	trust	0.758	моральдық
reliability	trust	0.758	сенімділік
trusts	trust	0.758	сенімді
safekeeping	trust	0.758	сақтау
reputable	trust	0.758	беделді
love	trust	0.758	махаббат
friend	trust	0.750	дос
stable	trust	0.750	тұрақты
authentic	trust	0.750	шынайы
competence	trust	0.750	құзыреттілік
safeguard	trust	0.750	қорғау
companion	trust	0.750	серік
advised	trust	0.750	кеңес берді
respect	trust	0.750	құрмет
loyal	trust	0.750	адал
genuine	trust	0.750	шынайы
friendships	trust	0.750	сенім артады
ally	trust	0.750	одақтас
proven	trust	0.742	дәлелденген
freedom	trust	0.742	Бостандық
respects	trust	0.742	құрметтейді
accepting	trust	0.742	достық
faith	trust	0.742	сенім
wholesome	trust	0.742	пайдалы
heartfelt	trust	0.734	шын жүректен
unification	trust	0.734	біріктіру
confirmation	trust	0.734	растау
protecting	trust	0.734	қорғау
reassurance	trust	0.734	сенімділік
trustee	trust	0.734	сенімді адам
supporter	trust	0.734	қолдаушы
respectful	trust	0.734	құрметті
admirable	trust	0.734	тамаша
fact	trust	0.727	факт
friendship	trust	0.727	достық
partners	trust	0.727	қабылдау
confidentially	trust	0.727	құпия түрде
confident	trust	0.727	сенімді
equality	trust	0.727	теңдік
alliance	trust	0.727	одақ
credential	trust	0.727	тіркелгі деректері
believing	trust	0.727	сену
excellence	trust	0.727	тамаша
agreement	trust	0.727	келісім
closeness	trust	0.719	жақындық
authenticate	trust	0.719	аутентификация
virtuous	trust	0.719	ізгі
intelligence	trust	0.719	ақыл
kindred	trust	0.719	туысқан
virtue	trust	0.719	ізгілік
honored	trust	0.719	құрметті
justice	trust	0.711	әділдік
charitable	trust	0.711	қайырымдылық
determination	trust	0.711	анықтау
creditable	trust	0.711	несиелік
consistency	trust	0.711	консистенциясы
allegiance	trust	0.711	адалдық
cooperation	trust	0.711	ынтымақтастық
guarantee	trust	0.711	кепілдік
dedication	trust	0.711	арнау
straightforward	trust	0.711	тура
cooperating	trust	0.711	ынтымақтасу
reliable	trust	0.703	сенімді
nurture	trust	0.703	тәрбиелеу
mother	trust	0.703	ана
fulfilled	trust	0.703	орындалды
admiration	trust	0.703	таңдану
mentor	trust	0.703	тәлімгер
guardianship	trust	0.703	қорғаншылық
assurance	trust	0.703	кепілдік
morality	trust	0.703	мораль
motherhood	trust	0.703	ана болу
innocent	trust	0.703	кінәсіз
reverence	trust	0.703	құрмет
sanctuary	trust	0.703	киелі орын
friendliness	trust	0.703	достық
prepared	trust	0.703	дайындалған
admire	trust	0.703	таңдану
protected	trust	0.703	қорғалған
proof	trust	0.703	дәлел
bodyguard	trust	0.695	оққағар
skillful	trust	0.695	епті
marriage	trust	0.695	неке
allied	trust	0.695	одақтас
morals	trust	0.695	мораль
humanitarian	trust	0.695	гуманитарлық
pact	trust	0.695	пакт
courage	trust	0.695	батылдық
accountable	trust	0.695	жауапты
agreeable	trust	0.695	қолайлы
united	trust	0.695	біріккен
indestructible	trust	0.695	бұзылмайтын
approving	trust	0.695	мақұлдау
guardian	trust	0.695	қамқоршы
compassionate	trust	0.695	жанашыр
scientist	trust	0.695	ғалым
certified	trust	0.695	сертификатталған
pledge	trust	0.688	кепіл
adviser	trust	0.688	кеңесші
authenticity	trust	0.688	түпнұсқалық
understanding	trust	0.688	түсіну
secure	trust	0.688	қауіпсіз
guidance	trust	0.688	басшылық
monogamy	trust	0.688	моногамия
valor	trust	0.688	ерлік
solidity	trust	0.688	беріктік
perfection	trust	0.688	кемелдік
believed	trust	0.688	сенген
humanity	trust	0.688	адамгершілік
justifiable	trust	0.688	ақталған
competent	trust	0.688	құзыретті
esteem	trust	0.688	құрметтеу
protector	trust	0.680	қорғаушы
inspire	trust	0.680	шабыттандырады
hope	trust	0.680	үміт
strongest	trust	0.680	серіктестер
expertise	trust	0.680	сараптама
humble	trust	0.680	кішіпейіл
indivisible	trust	0.680	бөлінбейтін
official	trust	0.680	ресми
affirm	trust	0.680	бекіту
familiarity	trust	0.680	танысу
confirmed	trust	0.680	расталды
diligence	trust	0.680	ынта
grandfather	trust	0.680	атасы
advocacy	trust	0.680	қорғау
goodness	trust	0.680	жақсылық
commendable	trust	0.680	мақтауға тұрарлық
acceptance	trust	0.680	қабылдау
diplomatic	trust	0.680	дипломатиялық
leader	trust	0.680	көшбасшы
confide	trust	0.680	сену
agreeing	trust	0.680	келісу
approve	trust	0.680	бекіту
professional	trust	0.680	кәсіби
elders	trust	0.680	ақсақалдар
confidential	trust	0.680	құпия
faultless	trust	0.672	мінсіз
believes	trust	0.672	қабылданды
sanctify	trust	0.672	қасиетті ету
intelligent	trust	0.672	ақылды
safe	trust	0.672	қауіпсіз
accepted	trust	0.672	ең күшті
dignity	trust	0.672	абырой
unwavering	trust	0.672	қайтпас
encyclopedia	trust	0.672	энциклопедия
mastery	trust	0.672	шеберлік
cohesive	trust	0.672	ұйымшыл
harmoniously	trust	0.672	үйлесімді
benevolence	trust	0.672	қайырымдылық
healing	trust	0.672	емдеу
accredited	trust	0.672	аккредиттелген
covenant	trust	0.672	келісім
accountability	trust	0.664	жауапкершілік
team	trust	0.664	команда
authority	trust	0.664	билік
heroic	trust	0.664	қаһармандық
reliance	trust	0.664	тәуелділік
expert	trust	0.664	сарапшы
communicate	trust	0.664	қарым-қатынас жасау
spiritual	trust	0.664	рухани
impeccable	trust	0.664	мінсіз
specialist	trust	0.664	маман
affirmatively	trust	0.664	растау
proficient	trust	0.664	білікті
fulfillment	trust	0.664	орындалуы
advocate	trust	0.664	қорғаушы
disciple	trust	0.664	шәкірт
attestation	trust	0.664	аттестаттау
merit	trust	0.664	еңбегі
supporting	trust	0.664	қолдау көрсету
ambassador	trust	0.664	елші
guidebook	trust	0.664	нұсқаулық
accept	trust	0.664	қабылдау
strengthening	trust	0.661	нығайту
holiness	trust	0.656	киелілік
facts	trust	0.656	фактілер
warranty	trust	0.656	кепілдік
strength	trust	0.656	күш
relationship	trust	0.656	қатынас
defended	trust	0.656	қорғады
constancy	trust	0.656	тұрақтылық
favorable	trust	0.656	қолайлы
gentleman	trust	0.656	мырза
counsel	trust	0.656	кеңесші
scientific	trust	0.656	ғылыми
structure	trust	0.656	құрылым
elder	trust	0.656	ақсақал
excellent	trust	0.656	тамаша
achieve	trust	0.656	жету
steadfast	trust	0.656	берік
familiar	trust	0.656	таныс
proficiency	trust	0.656	шеберлік
supports	trust	0.656	сенеді
counselor	trust	0.648	кеңесші
lovable	trust	0.648	сүйкімді
advisable	trust	0.648	орынды
agreed	trust	0.648	келісті
heroism	trust	0.648	қаһармандық
rely	trust	0.648	сену
uphold	trust	0.648	қолдау
brother	trust	0.648	аға
matrimony	trust	0.648	неке
assuredly	trust	0.648	сөзсіз
peaceful	trust	0.648	бейбіт
saint	trust	0.648	әулие
unconditionally	trust	0.648	қабылдайды
solidarity	trust	0.648	ынтымақтастық
accepts	trust	0.648	қолдайды
inspiration	trust	0.648	шабыт
noble	trust	0.648	асыл
successful	trust	0.648	сәтті
harmony	trust	0.648	гармония
protective	trust	0.648	қорғаныш
competency	trust	0.648	құзыреттілік
comrade	trust	0.648	жолдас
academic	trust	0.648	академиялық
assist	trust	0.648	көмектесу
worthy	trust	0.643	лайықты
benefactor	trust	0.641	қайырымды адам
credence	trust	0.641	сенім
confidence	trust	0.641	сенімділік
relationships	trust	0.641	сөзсіз
ordained	trust	0.641	тағайындалған
legal	trust	0.641	заңды
champion	trust	0.641	чемпион
lawful	trust	0.641	заңды
durability	trust	0.641	төзімділік
judiciary	trust	0.641	сот жүйесі
doctor	trust	0.641	дәрігер
loving	trust	0.641	сүйетін
assure	trust	0.641	қамтамасыз ету
establish	trust	0.641	орнату
mamma	trust	0.641	мама
kind	trust	0.641	мейірімді
unity	trust	0.641	бірлік
conscientious	trust	0.641	саналы
real	trust	0.641	шынайы
coexist	trust	0.641	қатар өмір сүреді
leading	trust	0.641	жетекші
teacher	trust	0.641	мұғалім
intimate	trust	0.634	жақын
brotherly	trust	0.633	бауырлас
physician	trust	0.633	дәрігер
judicial	trust	0.633	сот
saintly	trust	0.633	әулие
aspiration	trust	0.633	ұмтылу
conscience	trust	0.633	ар-ұждан
therapeutic	trust	0.633	емдік
fidelity	trust	0.633	адалдық
soundness	trust	0.633	сауаттылық
important	trust	0.633	маңызды
homage	trust	0.633	құрмет
legitimacy	trust	0.633	заңдылық
fortitude	trust	0.633	табандылық
deepest	trust	0.633	қатынастар
approved	trust	0.633	бекітілген
courageous	trust	0.633	батыл
devotional	trust	0.633	берілгендік
endorse	trust	0.633	мақұлдау
backbone	trust	0.633	омыртқа
authorize	trust	0.633	рұқсат ету
practiced	trust	0.633	жаттықты
sanctification	trust	0.633	қасиетті ету
hopeful	trust	0.633	үмітті
convincing	trust	0.633	нанымды
bless	trust	0.633	жарылқау
angel	trust	0.625	періште
authorization	trust	0.625	рұқсат
assured	trust	0.625	кепілдік берді
purify	trust	0.625	тазарту
caretaker	trust	0.625	қамқоршы
regard	trust	0.625	қатысты
profound	trust	0.625	терең
achievement	trust	0.625	жетістік
evident	trust	0.625	айқын
positivity	trust	0.625	позитивтілік
communication	trust	0.625	байланыс
professorship	trust	0.625	профессорлық дәрежесі
blessing	trust	0.625	бата
beliefs	trust	0.625	ең терең
encourage	trust	0.625	ынталандыру
fireman	trust	0.625	өрт сөндіруші
majestic	trust	0.625	айбынды
civilized	trust	0.625	өркениетті
certify	trust	0.625	куәландыру
wonderful	trust	0.625	тамаша
engaged	trust	0.625	айналысқан
accurate	trust	0.625	дәл
approvement	trust	0.617	мақұлдау
optimism	trust	0.617	оптимизм
planning	trust	0.617	жоспарлау
believer	trust	0.617	сенуші
advice	trust	0.617	кеңес
commend	trust	0.617	мақтау
gospel	trust	0.617	Інжіл
objective	trust	0.617	объективті
rational	trust	0.617	рационалды
cherish	trust	0.617	қадірлеу
constantly	trust	0.617	үнемі
haven	trust	0.617	баспана
fundamental	trust	0.617	іргелі
bedrock	trust	0.617	негізгі тау жыныстары
accord	trust	0.617	келісім
triumphant	trust	0.617	жеңімпаз
surety	trust	0.617	кепілдік
testament	trust	0.617	өсиет
absolution	trust	0.617	кешірім
truce	trust	0.617	бітім
reassure	trust	0.617	сендір
appreciation	trust	0.617	ризашылық
qualities	trust	0.617	қасиеттер
passionate	trust	0.617	құмар
good	trust	0.617	жақсы
unimpeachable	trust	0.617	мінсіз
corroborate	trust	0.617	растайды
thoughtful	trust	0.617	ойлы
heroine	trust	0.617	кейіпкер
teach	trust	0.617	үйрету
god	trust	0.617	құдай
attentive	trust	0.617	мұқият
scripture	trust	0.609	жазба
civilization	trust	0.609	өркениет
magnificence	trust	0.609	ұлылық
recommend	trust	0.609	ұсыну
progression	trust	0.609	прогрессия
steward	trust	0.609	кемедегі жолсерік
purification	trust	0.609	тазарту
patron	trust	0.609	меценат
praiseworthy	trust	0.609	мақтауға тұрарлық
heal	trust	0.609	сауықтыру
considerate	trust	0.609	ілтипатты
blessings	trust	0.609	баталар
mediator	trust	0.609	медиатор
babysitter	trust	0.609	күтуші
notary	trust	0.609	нотариус
awareness	trust	0.609	хабардарлық
vetted	trust	0.609	нанымдар
excel	trust	0.609	Excel
happy	trust	0.609	бақытты
praise	trust	0.609	мақтау
brilliant	trust	0.609	тамаша
liking	trust	0.609	ұнату
definitive	trust	0.609	түпкілікті
comfort	trust	0.609	жайлылық
officer	trust	0.609	офицер
peace	trust	0.602	бейбітшілік
serenity	trust	0.602	тыныштық
unquestionable	trust	0.602	сөзсіз
embrace	trust	0.602	қамту
identify	trust	0.602	анықтау
inspired	trust	0.602	шабыттандырды
steady	trust	0.602	тұрақты
nun	trust	0.602	монах
guarded	trust	0.602	қорғалған
symmetry	trust	0.602	симметрия
mainstay	trust	0.602	тірек
fulfill	trust	0.602	орындау
humility	trust	0.602	кішіпейілділік
helpful	trust	0.602	пайдалы
transcendence	trust	0.602	трансценденттік
unconditional	trust	0.602	шартсыз
brave	trust	0.602	батыл
brighten	trust	0.602	ағартыңыз
experienced	trust	0.602	тәжірибелі
enlightenment	trust	0.602	ағарту
sympathetic	trust	0.602	жанашыр
witness	trust	0.602	куә
vigilant	trust	0.594	қырағы
ministry	trust	0.594	министрлік
admiral	trust	0.594	адмирал
vigilance	trust	0.594	қырағылық
depend	trust	0.594	тәуелді
generosity	trust	0.594	жомарттық
befriend	trust	0.594	дос бол
complimentary	trust	0.594	тегін
assessment	trust	0.594	бағалау
fairly	trust	0.594	әділ
enlighten	trust	0.594	ағарту
strengthen	trust	0.594	күшейту
nurse	trust	0.594	медбике
endowment	trust	0.594	қайыр
visionary	trust	0.594	көреген
praised	trust	0.594	мақтады
eminence	trust	0.594	мәртебелі
marry	trust	0.594	үйлен
generous	trust	0.594	жомарт
gratitude	trust	0.594	алғыс
sage	trust	0.594	шалфей
tranquility	trust	0.594	тыныштық
openly	trust	0.594	ашық
grant	trust	0.594	грант
spouse	trust	0.594	жұбайы
philanthropic	trust	0.594	қайырымдылық
regent	trust	0.594	регент
substantiate	trust	0.594	негіздеу
commendation	trust	0.594	мақтау
council	trust	0.594	кеңес
efficient	trust	0.594	нәтижелі
sweetheart	trust	0.589	қымбаттым
bylaw	trust	0.586	заң
magnificent	trust	0.586	керемет
designation	trust	0.586	белгілеу
godly	trust	0.586	құдайшыл
seniority	trust	0.586	еңбек өтілі
conservation	trust	0.586	сақтау
educational	trust	0.586	тәрбиелік
rooted	trust	0.586	тамырлы
inheritance	trust	0.586	мұрагерлік
diplomacy	trust	0.586	дипломатия
mate	trust	0.586	жолдасым
convince	trust	0.586	сендіру
unfailing	trust	0.586	мінсіз
share	trust	0.586	бөлісу
monk	trust	0.586	монах
constitutional	trust	0.586	конституциялық
lovely	trust	0.586	сүйкімді
compliance	trust	0.586	сәйкестік
attest	trust	0.586	куәландыру
victory	trust	0.586	жеңіс
serene	trust	0.586	тыныш
checklist	trust	0.586	бақылау парағы
husbandry	trust	0.586	шаруашылығы
enjoying	trust	0.586	ләззат алу
revere	trust	0.586	қастерлеу
tribe	trust	0.586	тайпа
meritorious	trust	0.586	еңбегі сіңген
joyful	trust	0.586	қуанышты
delegate	trust	0.586	делегат
helper	trust	0.586	көмекші
angelic	trust	0.586	періштелік
ambition	trust	0.586	амбиция
father	trust	0.586	әке
acclaim	trust	0.586	мақтау
testimony	trust	0.586	куәлік
collectively	trust	0.586	ұжымдық
sobriety	trust	0.586	байсалдылық
prestige	trust	0.586	бедел
firmness	trust	0.586	қаттылық
structural	trust	0.578	құрылымдық
impartiality	trust	0.578	бейтараптық
navigator	trust	0.578	навигатор
judge	trust	0.578	судья
shelter	trust	0.578	баспана
coexisting	trust	0.578	қатар өмір сүретін
unquestioned	trust	0.578	күмәнсіз
careful	trust	0.578	сақ
obey	trust	0.578	бағыну
professor	trust	0.578	профессор
convinced	trust	0.578	сенімді
communion	trust	0.578	қарым-қатынас
cheerfulness	trust	0.578	көңілділік
inviting	trust	0.578	шақыру
irrefutable	trust	0.578	даусыз
commandant	trust	0.578	комендант
smile	trust	0.578	күлу
authoritative	trust	0.578	беделді
philanthropist	trust	0.578	филантроп
legalized	trust	0.578	заңдастырылған
adore	trust	0.578	сүю
upright	trust	0.578	тік
revival	trust	0.578	жаңғыру
dutiful	trust	0.578	парызшыл
watchdog	trust	0.578	күзетші
apostle	trust	0.570	елші
volunteers	trust	0.570	еріктілер
immaculate	trust	0.570	мінсіз
adhering	trust	0.570	ұстану
unquestionably	trust	0.570	сөзсіз
advise	trust	0.570	кеңес беру
punctual	trust	0.570	ұқыпты
consult	trust	0.570	кеңесу
ordinance	trust	0.570	жарлық
complement	trust	0.570	толықтыру
modest	trust	0.570	қарапайым
everlasting	trust	0.570	мәңгілік
compass	trust	0.570	компас
heavenly	trust	0.570	көктегі
determinate	trust	0.570	анықтау
counsellor	trust	0.570	кеңесші
abundance	trust	0.570	молшылық
guide	trust	0.570	нұсқаулық
earned	trust	0.570	тексерілді
pedigree	trust	0.570	асыл тұқымды
relative	trust	0.570	туыс
principal	trust	0.570	негізгі
plausible	trust	0.570	ақылға қонымды
collaborator	trust	0.570	серіктес
connective	trust	0.570	байланыстырушы
corroboration	trust	0.570	растау
insure	trust	0.570	сақтандыру
pilot	trust	0.570	ұшқыш
unequivocal	trust	0.570	сөзсіз
matron	trust	0.570	матрон
cuddle	trust	0.570	құшақтау
measured	trust	0.570	өлшенген
fort	trust	0.562	Форт
treasurer	trust	0.562	қазынашы
apostolic	trust	0.562	апостолдық
save	trust	0.562	сақтау
frankness	trust	0.562	ашықтық
insight	trust	0.562	түсінік
admit	trust	0.562	мойындау
earn	trust	0.562	табу
remarkable	trust	0.562	тамаша
strong	trust	0.562	күшті
content	trust	0.562	мазмұны
vitality	trust	0.562	өміршеңдігі
prize	trust	0.562	жүлде
vigorous	trust	0.562	жігерлі
congregation	trust	0.562	қауым
uplift	trust	0.562	көтеру
spotless	trust	0.562	мінсіз
devout	trust	0.562	діндар
soothing	trust	0.562	тыныштандыратын
miracle	trust	0.562	керемет
cohesion	trust	0.562	бірігу
lovemaking	trust	0.562	сүйіспеншілік
curable	trust	0.562	емделетін
pleasant	trust	0.562	жағымды
jury	trust	0.562	қазылар алқасы
pertinent	trust	0.562	орынды
succeeding	trust	0.562	табысты
concordance	trust	0.562	сәйкестік
jurist	trust	0.562	заңгер
applaud	trust	0.562	шапалақтау
ordination	trust	0.562	тағайындау
