English Word	Emotion	Emotion-Intensity-Score	Swahili Word
dislocated	sadness	0.438	kutengwa
fugitive	sadness	0.438	mkimbizi
abscess	sadness	0.438	jipu
blues	sadness	0.438	bluu
coercion	sadness	0.438	kulazimisha
restriction	sadness	0.438	kizuizi
deflate	sadness	0.438	deflate
bothering	sadness	0.435	kusumbua
disqualified	sadness	0.435	kunyimwa sifa
tripping	sadness	0.429	kujikwaa
sunk	sadness	0.426	iliyozama
draining	sadness	0.424	kukimbia
retribution	sadness	0.424	kulipiza kisasi
varicella	sadness	0.424	varisela
lastday	sadness	0.424	siku ya mwisho
haunted	sadness	0.422	haunted
cutting	sadness	0.422	kukata
cyst	sadness	0.422	uvimbe
neuralgia	sadness	0.422	hijabu
wrongdoing	sadness	0.422	makosa
thief	sadness	0.422	mwizi
dispassionate	sadness	0.422	asiye na shauku
beggar	sadness	0.422	ombaomba
unwelcome	sadness	0.422	kutokubalika
rip	sadness	0.422	mpasuko
deviation	sadness	0.422	kupotoka
jarring	sadness	0.422	inatisha
unequal	sadness	0.422	zisizo sawa
cardiomyopathy	sadness	0.422	ugonjwa wa moyo
bad	sadness	0.422	mbaya
scarce	sadness	0.422	haba
insolvent	sadness	0.422	mfilisi
falling	sadness	0.422	kuanguka
handicap	sadness	0.422	ulemavu
difficulties	sadness	0.421	matatizo
invader	sadness	0.420	mvamizi
drab	sadness	0.420	Drab
fall	sadness	0.418	kuanguka
illegitimate	sadness	0.416	haramu
expel	sadness	0.414	fukuza
meaningless	sadness	0.409	isiyo na maana
darkness	sadness	0.409	giza
syncope	sadness	0.407	syncope
wildfire	sadness	0.406	moto wa nyika
enmity	sadness	0.406	uadui
feudalism	sadness	0.406	ukabaila
obnoxious	sadness	0.406	ya kuchukiza
subjected	sadness	0.406	kufanyiwa
confine	sadness	0.406	funga
fury	sadness	0.406	hasira
bitch	sadness	0.406	mbwa mwitu
darken	sadness	0.406	giza
precarious	sadness	0.406	hatarishi
hoax	sadness	0.406	utapeli
fault	sadness	0.406	kosa
fatigued	sadness	0.406	uchovu
stroke	sadness	0.406	kiharusi
unsatisfied	sadness	0.405	wasioridhika
spank	sadness	0.403	kupiga
sigh	sadness	0.402	pumzika
deluge	sadness	0.402	mafuriko
spinster	sadness	0.400	spinster
blue	sadness	0.400	bluu
owing	sadness	0.398	deni
needalife	sadness	0.398	mahitaji
pointless	sadness	0.394	haina maana
embarrass	sadness	0.394	aibu
pitfall	sadness	0.394	shimo
seriousness	sadness	0.394	umakini
refused	sadness	0.391	alikataa
cage	sadness	0.391	ngome
noose	sadness	0.391	kitanzi
punch	sadness	0.391	ngumi
stretcher	sadness	0.391	machela
monsoon	sadness	0.391	monsuni
condescension	sadness	0.391	unyenyekevu
reproach	sadness	0.391	lawama
trickery	sadness	0.391	hila
rue	sadness	0.391	rue
inefficient	sadness	0.391	isiyo na tija
dwarfed	sadness	0.391	kibete
ravenous	sadness	0.391	mkali
feeble	sadness	0.391	dhaifu
ineptitude	sadness	0.391	kutokuwa na busara
ifonly	sadness	0.391	ikiwa pekee
brute	sadness	0.391	katili
exhausted	sadness	0.391	nimechoka
daemon	sadness	0.391	daemoni
debt	sadness	0.391	deni
banshee	sadness	0.391	banshee
coldness	sadness	0.391	ubaridi
insulting	sadness	0.391	matusi
subvert	sadness	0.384	kupindua
jealousy	sadness	0.382	wivu
struggle	sadness	0.379	mapambano
miss	sadness	0.379	miss
geriatric	sadness	0.379	geriatric
inexcusable	sadness	0.379	isiyo na udhuru
ashes	sadness	0.377	majivu
entangled	sadness	0.377	imenasa
descent	sadness	0.377	kushuka
funk	sadness	0.375	funk
wasting	sadness	0.375	kupoteza
overcast	sadness	0.375	mawingu
exhaustion	sadness	0.375	uchovu
inferior	sadness	0.375	duni
disqualify	sadness	0.375	ondoa sifa
sympathy	sadness	0.375	huruma
prostitution	sadness	0.375	ukahaba
dispel	sadness	0.375	ondoa
slump	sadness	0.375	kushuka
scar	sadness	0.375	kovu
goodbye	sadness	0.375	kwaheri
landslide	sadness	0.375	maporomoko ya ardhi
inconsiderate	sadness	0.375	asiyejali
parting	sadness	0.375	kuagana
blackness	sadness	0.375	weusi
murky	sadness	0.375	mtupu
noncompliance	sadness	0.375	kutofuata sheria
sucks	sadness	0.375	kunyonya
withdraw	sadness	0.375	kutoa
rabid	sadness	0.375	kichaa
oust	sadness	0.375	ondoa
unattractive	sadness	0.373	isiyovutia
delay	sadness	0.373	kuchelewa
apologize	sadness	0.370	kuomba msamaha
crazy	sadness	0.368	kichaa
bastard	sadness	0.366	mwanaharamu
deteriorated	sadness	0.365	imeharibika
inter	sadness	0.364	kati
empty	sadness	0.364	tupu
mocking	sadness	0.363	mzaha
adder	sadness	0.361	fira
misunderstanding	sadness	0.359	kutokuelewana
fuss	sadness	0.359	fujo
plaintive	sadness	0.359	mwenye kulalamika
servile	sadness	0.359	mtumishi
obesity	sadness	0.359	fetma
disconnect	sadness	0.359	tenganisha
tremor	sadness	0.359	tetemeko
flounder	sadness	0.359	flounder
defendant	sadness	0.359	mshtakiwa
unable	sadness	0.359	haiwezi
fainting	sadness	0.359	kuzirai
unemployed	sadness	0.359	wasio na ajira
hunter	sadness	0.359	mwindaji
idiocy	sadness	0.359	ujinga
corse	sadness	0.359	kozi
inefficiency	sadness	0.359	uzembe
lockup	sadness	0.359	kufunga
consecration	sadness	0.359	kuwekwa wakfu
unsuccessful	sadness	0.359	isiyofanikiwa
arraignment	sadness	0.359	kushtakiwa
fruitless	sadness	0.359	isiyo na matunda
numbness	sadness	0.359	kufa ganzi
affront	sadness	0.359	dharau
hindering	sadness	0.359	kuzuia
austere	sadness	0.359	mkali
unpopular	sadness	0.359	isiyopendwa
perpetrator	sadness	0.359	mhalifu
wrangling	sadness	0.359	kugombana
taunt	sadness	0.359	dhihaka
doubt	sadness	0.359	shaka
unrest	sadness	0.351	machafuko
intervention	sadness	0.348	kuingilia kati
wimpy	sadness	0.348	wimpy
spoiler	sadness	0.348	mharibifu
waste	sadness	0.348	upotevu
absentee	sadness	0.348	hayupo
flaw	sadness	0.347	dosari
litigate	sadness	0.344	kesi
blindly	sadness	0.344	kwa upofu
militia	sadness	0.344	wanamgambo
lawsuit	sadness	0.344	kesi
uninvited	sadness	0.344	bila kualikwa
uninspired	sadness	0.344	bila msukumo
furrow	sadness	0.344	mfereji
cumbersome	sadness	0.344	mzito
specter	sadness	0.344	mzushi
desert	sadness	0.344	jangwa
lagging	sadness	0.344	kuchelewa
attenuation	sadness	0.344	kupunguza
forfeit	sadness	0.344	kupoteza
plea	sadness	0.344	ombi
thrash	sadness	0.344	thrash
resigned	sadness	0.344	alijiuzulu
detention	sadness	0.344	kizuizini
surgery	sadness	0.344	upasuaji
intercede	sadness	0.344	maombezi
stained	sadness	0.344	iliyochafuliwa
unaccountable	sadness	0.339	kutowajibika
myopia	sadness	0.339	myopia
mishap	sadness	0.338	balaa
probation	sadness	0.336	majaribio
severance	sadness	0.333	kutengwa
disagreeing	sadness	0.333	kutokubaliana
unacknowledged	sadness	0.328	bila kutambuliwa
dependence	sadness	0.328	utegemezi
unacceptable	sadness	0.328	haikubaliki
leave	sadness	0.328	kuondoka
bondage	sadness	0.328	utumwa
bacteria	sadness	0.328	bakteria
sterile	sadness	0.328	tasa
adrift	sadness	0.328	adrift
endless	sadness	0.328	isiyo na mwisho
incompetent	sadness	0.328	wasio na uwezo
soreness	sadness	0.328	uchungu
nether	sadness	0.328	chini
nepotism	sadness	0.328	upendeleo
squall	sadness	0.328	squall
disallowed	sadness	0.328	imekataliwa
scold	sadness	0.327	kukemea
flaccid	sadness	0.324	dhaifu
hobo	sadness	0.323	hobo
fragile	sadness	0.319	tete
stingy	sadness	0.319	Mchoyo
sue	sadness	0.318	shtaki
scarcely	sadness	0.318	kwa shida
mistake	sadness	0.312	kosa
committal	sadness	0.312	kujituma
nonsensical	sadness	0.312	isiyo na maana
inhibit	sadness	0.312	zuia
skid	sadness	0.312	skid
wan	sadness	0.312	wan
defy	sadness	0.312	kataa
fatty	sadness	0.312	mafuta
clouded	sadness	0.312	mawingu
ulcer	sadness	0.312	kidonda
nostalgia	sadness	0.312	nostalgia
evanescence	sadness	0.312	uzembe
hamstring	sadness	0.312	misuli ya paja
thresh	sadness	0.312	ponda
conceal	sadness	0.311	kuficha
blemish	sadness	0.310	doa
resisting	sadness	0.309	kupinga
sympathetic	sadness	0.307	mwenye huruma
bugaboo	sadness	0.304	bugaboo
opium	sadness	0.303	kasumba
confess	sadness	0.303	kukiri
alas	sadness	0.302	ole!
mislead	sadness	0.297	kupotosha
suppress	sadness	0.297	kukandamiza
inappropriate	sadness	0.297	isiyofaa
discontinuity	sadness	0.297	kutoendelea
wrinkled	sadness	0.297	iliyokunjamana
dull	sadness	0.297	wepesi
weak	sadness	0.297	dhaifu
halting	sadness	0.297	kusimamisha
incompatible	sadness	0.297	zisizopatana
migraine	sadness	0.297	kipandauso
subsidence	sadness	0.297	subsidence
setback	sadness	0.297	kurudi nyuma
toocold	sadness	0.297	baridi sana
incase	sadness	0.297	iwapo
hermit	sadness	0.296	mchungaji
moving	sadness	0.295	kusonga
shrink	sadness	0.295	kupungua
shiver	sadness	0.291	kutetemeka
constraint	sadness	0.288	kizuizi
unimportant	sadness	0.288	zisizo muhimu
tramp	sadness	0.288	jambazi
rubble	sadness	0.282	kifusi
down	sadness	0.281	chini
taint	sadness	0.281	uchafu
flop	sadness	0.281	flop
wearily	sadness	0.281	kwa uchovu
overdue	sadness	0.281	imechelewa
excluding	sadness	0.281	ukiondoa
confession	sadness	0.281	ungamo
grey	sadness	0.281	kijivu
senseless	sadness	0.281	asiye na maana
unseat	sadness	0.281	vua kiti
remove	sadness	0.281	ondoa
revoke	sadness	0.281	kubatilisha
shortage	sadness	0.281	uhaba
apathy	sadness	0.281	kutojali
adverse	sadness	0.281	mbaya
negro	sadness	0.281	mtu mweusi
timid	sadness	0.281	waoga
flinch	sadness	0.281	flinch
scrapie	sadness	0.281	scrapie
grumpy	sadness	0.281	mwenye huzuni
knell	sadness	0.275	piga magoti
throb	sadness	0.273	pigo
confusion	sadness	0.273	mkanganyiko
soldier	sadness	0.273	askari
jurisprudence	sadness	0.273	sheria
humbled	sadness	0.273	mnyenyekevu
gray	sadness	0.269	kijivu
lax	sadness	0.266	legelea
mixedemotions	sadness	0.266	hisia mchanganyiko
obstacle	sadness	0.266	kikwazo
slur	sadness	0.266	matusi
unrealistic	sadness	0.266	isiyo ya kweli
drifted	sadness	0.266	drifted
leaving	sadness	0.266	kuondoka
shack	sadness	0.266	kibanda
eternity	sadness	0.266	milele
remiss	sadness	0.266	sahau
inconvenient	sadness	0.263	isiyofaa
restrict	sadness	0.259	zuia
misrepresentation	sadness	0.259	upotoshaji
stagnant	sadness	0.259	palepale
disservice	sadness	0.258	kutojali
wilderness	sadness	0.255	Nyika
nosun	sadness	0.255	nosun
backwater	sadness	0.255	maji ya nyuma
tempest	sadness	0.250	tufani
pine	sadness	0.250	pine
humbug	sadness	0.250	humbug
bang	sadness	0.250	bang
speculation	sadness	0.250	uvumi
labored	sadness	0.250	kazi ngumu
incomplete	sadness	0.250	haijakamilika
gullible	sadness	0.250	mwepesi
undying	sadness	0.250	isiyokufa
anchorage	sadness	0.250	kutia nanga
unexplained	sadness	0.250	isiyoelezeka
error	sadness	0.250	kosa
wasteful	sadness	0.250	fujo
communism	sadness	0.250	ukomunisti
uneducated	sadness	0.250	wasio na elimu
melodrama	sadness	0.242	melodrama
demonstrative	sadness	0.242	maandamano
rainyday	sadness	0.242	siku ya mvua
necessity	sadness	0.236	umuhimu
boredom	sadness	0.235	kuchoka
foggy	sadness	0.234	ukungu
sentence	sadness	0.234	sentensi
misty	sadness	0.234	ukungu
cancel	sadness	0.234	ghairi
void	sadness	0.234	utupu
cloudy	sadness	0.234	mawingu
blockade	sadness	0.234	kizuizi
pale	sadness	0.234	rangi
trash	sadness	0.234	takataka
uninteresting	sadness	0.234	isiyovutia
hollow	sadness	0.234	mashimo
healing	sadness	0.234	uponyaji
depart	sadness	0.234	kuondoka
burke	sadness	0.234	burke
warp	sadness	0.234	vita
case	sadness	0.228	kesi
rainy	sadness	0.227	mvua
uninterested	sadness	0.223	wasio na nia
onerous	sadness	0.223	kuchosha
bottom	sadness	0.223	chini
fasting	sadness	0.220	kufunga
boooo	sadness	0.219	boooo
dole	sadness	0.219	dole
pious	sadness	0.219	wachamungu
indifference	sadness	0.219	kutojali
coping	sadness	0.219	kukabiliana
discolored	sadness	0.219	iliyobadilika rangi
thirst	sadness	0.219	kiu
blunder	sadness	0.219	blunder
cocaine	sadness	0.218	kokeni
tough	sadness	0.212	kali
revolution	sadness	0.203	mapinduzi
hoary	sadness	0.203	mvi
chilly	sadness	0.203	baridi
sluggish	sadness	0.203	mvivu
yucky	sadness	0.203	jamani
fat	sadness	0.203	mafuta
lower	sadness	0.203	chini
sprain	sadness	0.203	sprain
chargeable	sadness	0.203	inayotozwa
arid	sadness	0.203	kame
wanting	sadness	0.202	kutaka
progression	sadness	0.201	mwendelezo
closure	sadness	0.195	kufungwa
unbeaten	sadness	0.193	bila kushindwa
rack	sadness	0.188	rack
halter	sadness	0.188	halter
rumor	sadness	0.188	uvumi
tease	sadness	0.188	chezea
invalid	sadness	0.188	batili
cataract	sadness	0.188	mtoto wa jicho
meh	sadness	0.188	mh
heartfelt	sadness	0.188	ya moyoni
retirement	sadness	0.188	kustaafu
splitting	sadness	0.188	kugawanyika
interrupted	sadness	0.188	kuingiliwa
oddity	sadness	0.188	isiyo ya kawaida
cold	sadness	0.188	baridi
veal	sadness	0.188	nyama ya ng'ombe
concerned	sadness	0.184	wasiwasi
sarcasm	sadness	0.181	kejeli
strip	sadness	0.179	strip
divided	sadness	0.172	kugawanywa
feeling	sadness	0.172	hisia
overload	sadness	0.172	mzigo kupita kiasi
sap	sadness	0.172	utomvu
memories	sadness	0.172	kumbukumbu
esteem	sadness	0.172	heshima
cupping	sadness	0.172	kikombe
eschew	sadness	0.172	eschew
destination	sadness	0.170	marudio
nosnow	sadness	0.169	theluji
limited	sadness	0.167	mdogo
rain	sadness	0.163	mvua
willful	sadness	0.160	makusudi
untitled	sadness	0.157	isiyo na jina
stint	sadness	0.156	hatua
cross	sadness	0.156	msalaba
weeds	sadness	0.156	magugu
pare	sadness	0.155	pare
snort	sadness	0.154	koroma
procession	sadness	0.152	maandamano
inconsequential	sadness	0.152	isiyo na maana
tax	sadness	0.142	Kodi
emo	sadness	0.141	hisia
tolerate	sadness	0.141	kuvumilia
mug	sadness	0.141	kikombe
overpriced	sadness	0.141	bei ya juu
weight	sadness	0.141	uzito
touchy	sadness	0.140	kugusa
kennel	sadness	0.130	kibanda
grounded	sadness	0.130	msingi
unpaid	sadness	0.125	bila kulipwa
socialist	sadness	0.125	mjamaa
meek	sadness	0.125	mpole
clouds	sadness	0.125	mawingu
margin	sadness	0.125	ukingo
theocratic	sadness	0.125	ya kitheokrasi
stillness	sadness	0.125	utulivu
sisterhood	sadness	0.125	udada
terrific	sadness	0.125	kali
commemorate	sadness	0.125	kumbukumbu
late	sadness	0.125	marehemu
default	sadness	0.121	chaguo-msingi
lace	sadness	0.118	lace
unpublished	sadness	0.116	haijachapishwa
interested	sadness	0.114	nia
fortress	sadness	0.110	ngome
lush	sadness	0.109	lush
harry	sadness	0.109	harry
ultimate	sadness	0.109	mwisho
priesthood	sadness	0.109	ukuhani
orchestra	sadness	0.109	orchestra
rating	sadness	0.109	ukadiriaji
fleece	sadness	0.109	ngozi
sanctify	sadness	0.108	kutakasa
income	sadness	0.100	mapato
winning	sadness	0.094	kushinda
boo	sadness	0.094	boo
quiet	sadness	0.094	kimya
sonnet	sadness	0.094	sonnet
vainly	sadness	0.091	bure
hug	sadness	0.078	kukumbatia
opera	sadness	0.078	opera
humble	sadness	0.078	mnyenyekevu
hut	sadness	0.078	kibanda
ovation	sadness	0.078	ovation
wet	sadness	0.078	mvua
motivating	sadness	0.078	kuhamasisha
treat	sadness	0.076	kutibu
hymn	sadness	0.064	wimbo
honest	sadness	0.062	mwaminifu
relics	sadness	0.061	mabaki
couch	sadness	0.060	kitanda
waffle	sadness	0.047	waffle
shell	sadness	0.045	ganda
musical	sadness	0.045	ya muziki
savor	sadness	0.034	harufu
napkin	sadness	0.031	leso
vote	sadness	0.031	piga kura
sing	sadness	0.017	imba
mother	sadness	0.016	mama
music	sadness	0.016	muziki
nutritious	sadness	0.015	yenye lishe
lovely	sadness	0.009	kupendeza
sweetheart	sadness	0.000	mpenzi
romance	sadness	0.000	mapenzi
liquor	sadness	0.000	pombe
art	sadness	0.000	sanaa
surprise	surprise	0.930	mshangao
explode	surprise	0.906	kulipuka
flabbergast	surprise	0.906	mshtuko mkali
explosion	surprise	0.898	mlipuko
ambush	surprise	0.883	kuvizia
explosive	surprise	0.883	kulipuka
eruption	surprise	0.883	mlipuko
surprisingly	surprise	0.875	cha kushangaza
startle	surprise	0.875	kushtua
shockingly	surprise	0.875	kwa kushangaza
frighten	surprise	0.875	kutisha
surprised	surprise	0.867	kushangaa
frightened	surprise	0.867	hofu
surprising	surprise	0.867	kushangaza
outburst	surprise	0.859	mlipuko
thrilling	surprise	0.859	kusisimua
miracle	surprise	0.859	muujiza
blast	surprise	0.852	mlipuko
astonishingly	surprise	0.852	kwa kushangaza
alarm	surprise	0.852	kengele
shock	surprise	0.844	mshtuko
thunderstruck	surprise	0.844	radi
jolt	surprise	0.844	kutetemeka
dazzle	surprise	0.836	kung'aa
bang	surprise	0.836	bang
catastrophe	surprise	0.836	janga
fright	surprise	0.836	hofu
unexpectedly	surprise	0.836	bila kutarajia
startling	surprise	0.828	ya kushangaza
suddenly	surprise	0.828	ghafla
emergency	surprise	0.828	dharura
bewilderment	surprise	0.828	mshangao
stunned	surprise	0.820	kupigwa na butwaa
astound	surprise	0.820	ajabu
jackpot	surprise	0.812	jackpot
earthquake	surprise	0.812	tetemeko la ardhi
disaster	surprise	0.812	janga
astonishment	surprise	0.805	mshangao
climax	surprise	0.805	kilele
aghast	surprise	0.805	mshtuko
astonish	surprise	0.805	mshangao
scare	surprise	0.797	hofu
awestruck	surprise	0.797	mshangao
erupt	surprise	0.789	kulipuka
bomb	surprise	0.789	bomu
exclaim	surprise	0.789	shangaa
amazement	surprise	0.781	mshangao
abduction	surprise	0.773	utekaji nyara
alarming	surprise	0.773	ya kutisha
detonate	surprise	0.773	kulipua
raid	surprise	0.773	uvamizi
miraculous	surprise	0.773	ya miujiza
invade	surprise	0.773	kuvamia
kidnap	surprise	0.766	Teka nyara
unpredictable	surprise	0.758	haitabiriki
stupefy	surprise	0.758	stupefy
dumfound	surprise	0.758	mshtuko
overwhelming	surprise	0.758	balaa
erratic	surprise	0.750	zisizo na uhakika
unimaginable	surprise	0.750	isiyofikirika
accident	surprise	0.750	ajali
outrageous	surprise	0.750	ya kukasirisha
horror	surprise	0.742	hofu
amaze	surprise	0.742	shangaa
blitz	surprise	0.742	blitz
bewilder	surprise	0.742	mshtuko
flinch	surprise	0.742	flinch
petrify	surprise	0.742	petrify
wreck	surprise	0.742	ajali
slaughter	surprise	0.742	kuchinja
frenetic	surprise	0.734	mwenye hasira
crash	surprise	0.734	ajali
frantic	surprise	0.734	mwenye hofu
stupefaction	surprise	0.734	mshtuko
excitement	surprise	0.734	furaha
riotous	surprise	0.727	mwenye ghasia
outcry	surprise	0.727	kilio
vanished	surprise	0.727	kutoweka
moonstruck	surprise	0.727	mwezi wa mwezi
sudden	surprise	0.727	ghafla
awe	surprise	0.719	hofu
scream	surprise	0.719	kupiga kelele
breathless	surprise	0.719	kukosa pumzi
sabotage	surprise	0.719	hujuma
shriek	surprise	0.719	piga kelele
unanticipated	surprise	0.719	bila kutarajiwa
bewildered	surprise	0.719	kuchanganyikiwa
manslaughter	surprise	0.719	mauaji
amazedness	surprise	0.719	mshangao
rupture	surprise	0.719	kupasuka
unexpected	surprise	0.711	zisizotarajiwa
electrify	surprise	0.711	weka umeme
uncontrollable	surprise	0.711	isiyoweza kudhibitiwa
shot	surprise	0.711	risasi
avalanche	surprise	0.711	Banguko
gasp	surprise	0.711	pumzika
stun	surprise	0.711	mshtuko
slam	surprise	0.703	slam
abrupt	surprise	0.703	ghafla
intruder	surprise	0.703	mvamizi
unforeseen	surprise	0.703	zisizotarajiwa
suspense	surprise	0.703	mashaka
devastation	surprise	0.703	uharibifu
surge	surprise	0.703	kuongezeka
excite	surprise	0.695	changamsha
dumfounder	surprise	0.695	mwanzilishi
yell	surprise	0.695	piga kelele
unprecedented	surprise	0.695	isiyo na kifani
strike	surprise	0.695	mgomo
volatility	surprise	0.695	tete
urgent	surprise	0.695	haraka
stab	surprise	0.695	kuchoma
disturbance	surprise	0.688	usumbufu
carnage	surprise	0.688	mauaji
incredible	surprise	0.688	ajabu
spectacular	surprise	0.688	ya kuvutia
thrill	surprise	0.680	msisimko
recklessness	surprise	0.680	uzembe
clamor	surprise	0.680	kelele
monstrous	surprise	0.680	kuogofya
slap	surprise	0.680	kofi
inexplicable	surprise	0.672	isiyoelezeka
terrorist	surprise	0.672	kigaidi
exciting	surprise	0.672	kusisimua
accidental	surprise	0.672	bahati mbaya
accidentally	surprise	0.672	bahati mbaya
striking	surprise	0.672	kupiga
captivate	surprise	0.672	vutia
exhilaration	surprise	0.672	msisimko
topple	surprise	0.664	kupindua
dire	surprise	0.664	mbaya
revolution	surprise	0.664	mapinduzi
volcano	surprise	0.664	volkano
freakish	surprise	0.664	kituko
revolt	surprise	0.656	uasi
bloodshed	surprise	0.656	umwagaji damu
sneak	surprise	0.656	sneak
unspeakable	surprise	0.656	isiyosemeka
incendiary	surprise	0.656	mchomaji moto
epidemic	surprise	0.648	janga
violent	surprise	0.648	vurugu
disruption	surprise	0.648	usumbufu
amazingly	surprise	0.648	ajabu
mutiny	surprise	0.648	maasi
spellbound	surprise	0.648	spellbound
cyclone	surprise	0.648	kimbunga
unsuspecting	surprise	0.648	wasio na mashaka
attacking	surprise	0.648	kushambulia
unintended	surprise	0.648	zisizokusudiwa
shout	surprise	0.641	piga kelele
indescribable	surprise	0.641	isiyoelezeka
tumult	surprise	0.641	ghasia
improvisation	surprise	0.641	uboreshaji
wildfire	surprise	0.641	moto wa nyika
excitation	surprise	0.641	msisimko
screech	surprise	0.641	kichefuchefu
enthusiasm	surprise	0.641	shauku
uncertain	surprise	0.633	kutokuwa na uhakika
plunder	surprise	0.633	nyara
gape	surprise	0.633	gape
treachery	surprise	0.633	usaliti
agape	surprise	0.633	agape
anomaly	surprise	0.633	hali isiyo ya kawaida
presto	surprise	0.633	presto
apparition	surprise	0.633	mzuka
wonderment	surprise	0.625	maajabu
slaughtering	surprise	0.625	kuchinja
trick	surprise	0.625	hila
mystery	surprise	0.625	siri
murderous	surprise	0.625	muuaji
distress	surprise	0.625	dhiki
sorcery	surprise	0.625	uchawi
excited	surprise	0.625	msisimko
tempest	surprise	0.625	tufani
urgency	surprise	0.625	uharaka
inimaginable	surprise	0.617	isiyofikirika
intrusive	surprise	0.617	intrusive
quickness	surprise	0.617	wepesi
intense	surprise	0.617	makali
trickery	surprise	0.617	hila
vanish	surprise	0.617	kutoweka
prank	surprise	0.617	mzaha
murder	surprise	0.617	mauaji
thief	surprise	0.609	mwizi
blindfold	surprise	0.609	kufumba macho
unstable	surprise	0.609	isiyo imara
strangle	surprise	0.609	nyonga
coup	surprise	0.609	mapinduzi
magical	surprise	0.609	ya kichawi
shatter	surprise	0.609	kupasuka
splash	surprise	0.609	nyunyiza
stupor	surprise	0.602	usingizi
inconceivable	surprise	0.602	isiyofikirika
betray	surprise	0.602	kusaliti
defy	surprise	0.602	kataa
jubilee	surprise	0.602	yubile
assail	surprise	0.602	shambulio
deluge	surprise	0.602	mafuriko
tackle	surprise	0.602	kukabiliana
monstrosity	surprise	0.594	unyama
lightning	surprise	0.594	umeme
stupendous	surprise	0.594	wa kustaajabisha
shrill	surprise	0.594	piga kelele
mishap	surprise	0.594	balaa
alerts	surprise	0.594	arifa
mysterious	surprise	0.586	ya ajabu
randomly	surprise	0.586	nasibu
wild	surprise	0.586	mwitu
deceit	surprise	0.586	udanganyifu
bonus	surprise	0.586	ziada
pitfall	surprise	0.586	shimo
uncanny	surprise	0.586	isiyo ya kawaida
wondrous	surprise	0.586	ajabu
premature	surprise	0.578	mapema
stagger	surprise	0.578	kongoja
rejoicing	surprise	0.578	kufurahi
godsend	surprise	0.578	godsend
jubilant	surprise	0.578	furaha
electric	surprise	0.578	umeme
raving	surprise	0.578	raving
bizarre	surprise	0.578	ya ajabu
death	surprise	0.578	kifo
fluke	surprise	0.578	fluke
oddity	surprise	0.578	isiyo ya kawaida
dynamic	surprise	0.570	yenye nguvu
dismay	surprise	0.570	fadhaa
revenge	surprise	0.570	kulipiza kisasi
nefarious	surprise	0.562	mchafu
fascinate	surprise	0.562	kuvutia
jerk	surprise	0.562	mcheshi
ecstatic	surprise	0.562	furaha
reward	surprise	0.562	zawadi
uncover	surprise	0.562	funua
reappear	surprise	0.562	kutokea tena
zany	surprise	0.555	zany
whim	surprise	0.555	mshtuko
thaumaturgy	surprise	0.555	thaumaturgy
conjure	surprise	0.555	conjure
crescendo	surprise	0.555	crescendo
rescue	surprise	0.547	uokoaji
daze	surprise	0.547	daze
heroism	surprise	0.547	ushujaa
illuminate	surprise	0.547	angaza
winner	surprise	0.547	mshindi
ejaculation	surprise	0.547	kumwaga shahawa
thwart	surprise	0.547	zuia
rarity	surprise	0.547	nadra
unbridled	surprise	0.547	isiyodhibitiwa
tantalizing	surprise	0.547	ya kuvutia
punch	surprise	0.539	ngumi
cheer	surprise	0.539	furaha
treason	surprise	0.539	uhaini
violation	surprise	0.539	ukiukaji
celebration	surprise	0.539	sherehe
illusion	surprise	0.539	udanganyifu
marvel	surprise	0.539	ajabu
lucky	surprise	0.539	bahati
lunge	surprise	0.539	pumba
interrupt	surprise	0.539	kukatiza
insult	surprise	0.539	tusi
concealed	surprise	0.531	kufichwa
snag	surprise	0.531	snag
sensation	surprise	0.531	hisia
banger	surprise	0.531	banger
fearfully	surprise	0.531	kwa hofu
affront	surprise	0.531	dharau
jest	surprise	0.531	mzaha
undiscovered	surprise	0.523	haijagunduliwa
liberate	surprise	0.523	weka huru
veer	surprise	0.523	veer
abandonment	surprise	0.523	kuachwa
immediacy	surprise	0.523	haraka
improvise	surprise	0.523	boresha
victimized	surprise	0.523	kudhulumiwa
scorpion	surprise	0.523	nge
majestic	surprise	0.523	mkuu
wonder	surprise	0.523	ajabu
rejoice	surprise	0.523	furahini
tickle	surprise	0.516	tekenya
chance	surprise	0.516	nafasi
yelp	surprise	0.516	yelp
howl	surprise	0.516	yowe
stealthily	surprise	0.516	kwa siri
unintentionally	surprise	0.508	bila kukusudia
magnificent	surprise	0.508	mzuri
reflex	surprise	0.508	reflex
garish	surprise	0.508	garish
transcendence	surprise	0.508	kuvuka mipaka
rave	surprise	0.508	rave
luck	surprise	0.508	bahati
swerve	surprise	0.508	geuka
pop	surprise	0.508	pop
enliven	surprise	0.500	changamsha
slayer	surprise	0.500	mwuaji
remarkable	surprise	0.500	ya ajabu
infrequent	surprise	0.500	mara chache
pang	surprise	0.500	maumivu
erotic	surprise	0.500	hisia za kimapenzi
misbehavior	surprise	0.500	tabia mbaya
diversion	surprise	0.500	mchepuko
heroic	surprise	0.500	kishujaa
alertness	surprise	0.500	tahadhari
marvelous	surprise	0.500	ajabu
fainting	surprise	0.500	kuzirai
embarrassment	surprise	0.500	aibu
nab	surprise	0.492	nab
birthday	surprise	0.492	siku ya kuzaliwa
camouflage	surprise	0.492	kuficha
unutterable	surprise	0.492	isiyosemeka
chimera	surprise	0.492	chimera
trump	surprise	0.492	mbiu
