English Word	Emotion	Emotion-Intensity-Score	Yiddish Word
bottom	sadness	0.223	דנאָ
fasting	sadness	0.220	פאַסטן
boooo	sadness	0.219	באָאָאָאָ
dole	sadness	0.219	דאָלע
pious	sadness	0.219	פרומע
indifference	sadness	0.219	גלייַכגילטיגקייט
coping	sadness	0.219	קאָפּינג
discolored	sadness	0.219	דיסקאַלערד
thirst	sadness	0.219	דאָרשט
blunder	sadness	0.219	בלענדער
cocaine	sadness	0.218	קאָוקיין
tough	sadness	0.212	האַרט
revolution	sadness	0.203	רעוואָלוציע
hoary	sadness	0.203	האָררי
chilly	sadness	0.203	קיל
sluggish	sadness	0.203	פויל
yucky	sadness	0.203	יוקי
fat	sadness	0.203	פעט
lower	sadness	0.203	נידעריקער
sprain	sadness	0.203	פאַרשפּרייטונג
chargeable	sadness	0.203	טשאַרדזשאַבאַל
arid	sadness	0.203	טרוקן
wanting	sadness	0.202	פעלן
progression	sadness	0.201	פּראַגרעשאַן
closure	sadness	0.195	קלאָוזשער
unbeaten	sadness	0.193	אומגעשלאגן
rack	sadness	0.188	געשטעל
halter	sadness	0.188	האַלטער
rumor	sadness	0.188	קלאַנג
tease	sadness	0.188	רייצנ זיך
invalid	sadness	0.188	פאַרקריפּלט
cataract	sadness	0.188	קאַטאַראַקט
meh	sadness	0.188	מעה
heartfelt	sadness	0.188	האַרציק
retirement	sadness	0.188	ריטייערמאַנט
splitting	sadness	0.188	ספּליטינג
interrupted	sadness	0.188	ינטעראַפּטיד
oddity	sadness	0.188	מאָדנע
cold	sadness	0.188	קאַלט
veal	sadness	0.188	קאַלבפלייש
concerned	sadness	0.184	זארגן
sarcasm	sadness	0.181	סאַרקאַזם
strip	sadness	0.179	פּאַס
divided	sadness	0.172	צעטיילט
feeling	sadness	0.172	געפיל
overload	sadness	0.172	אָווערלאָאַד
sap	sadness	0.172	זאַפט
memories	sadness	0.172	זכרונות
esteem	sadness	0.172	שאַצן
cupping	sadness	0.172	קופּינג
eschew	sadness	0.172	eschew
destination	sadness	0.170	דעסטיניישאַן
nosnow	sadness	0.169	איצט
limited	sadness	0.167	באגרענעצט
rain	sadness	0.163	רעגן
willful	sadness	0.160	ווילד
untitled	sadness	0.157	אָן טיטל
stint	sadness	0.156	סטינט
cross	sadness	0.156	קרייַז
weeds	sadness	0.156	ווידז
pare	sadness	0.155	pare
snort	sadness	0.154	שנארקן
procession	sadness	0.152	פּראָצעסיע
inconsequential	sadness	0.152	ומבאַקוועם
tax	sadness	0.142	שטייַער
emo	sadness	0.141	עמאָ
tolerate	sadness	0.141	דערלאָזן
mug	sadness	0.141	mug
overpriced	sadness	0.141	אָוווערפּרייסט
weight	sadness	0.141	וואָג
touchy	sadness	0.140	רירנדיק
kennel	sadness	0.130	קעננעל
grounded	sadness	0.130	גראָונדעד
unpaid	sadness	0.125	ניט באַצאָלט
socialist	sadness	0.125	סאָציאַליסט
meek	sadness	0.125	מיוקאַס
clouds	sadness	0.125	וואלקנס
margin	sadness	0.125	גרענעץ
theocratic	sadness	0.125	טעאָקראַטיש
stillness	sadness	0.125	שטילקייט
sisterhood	sadness	0.125	שוועסטערשאַפט
terrific	sadness	0.125	גוואַלדיק
commemorate	sadness	0.125	קאַמעמערייט
late	sadness	0.125	שפּעט
default	sadness	0.121	פעליקייַט
lace	sadness	0.118	שנירל
unpublished	sadness	0.116	אַנפּאַבלישט
interested	sadness	0.114	אינטערעסירט
fortress	sadness	0.110	פעסטונג
lush	sadness	0.109	לאַש
harry	sadness	0.109	הארי
ultimate	sadness	0.109	לעצט
priesthood	sadness	0.109	כהונה
orchestra	sadness	0.109	אָרקעסטער
rating	sadness	0.109	שאַץ
fleece	sadness	0.109	פעל
sanctify	sadness	0.108	פאַרהייליקן
income	sadness	0.100	האַכנאָסע
winning	sadness	0.094	געווינען
boo	sadness	0.094	boo
quiet	sadness	0.094	שטיל
sonnet	sadness	0.094	sonnet
vainly	sadness	0.091	אומזיסט
hug	sadness	0.078	אַרומנעמען
opera	sadness	0.078	אָפּעראַ
humble	sadness	0.078	אַניוועסדיק
hut	sadness	0.078	הוט
ovation	sadness	0.078	אָוואַציע
wet	sadness	0.078	נאַס
motivating	sadness	0.078	מאָוטאַווייטינג
treat	sadness	0.076	מייַכל
hymn	sadness	0.064	הימען
honest	sadness	0.062	ערלעך
relics	sadness	0.061	רעליקס
couch	sadness	0.060	קאַנאַפּע
waffle	sadness	0.047	וואַפליע
shell	sadness	0.045	שאָל
musical	sadness	0.045	מוזיקאַליש
savor	sadness	0.034	גוסטירן
napkin	sadness	0.031	סערוועטקע
vote	sadness	0.031	שטימען
sing	sadness	0.017	זינגען
mother	sadness	0.016	מוטער
music	sadness	0.016	מוזיק
nutritious	sadness	0.015	נערעוודיק
lovely	sadness	0.009	שיינע
sweetheart	sadness	0.000	געליבטער
romance	sadness	0.000	ראָמאַנס
liquor	sadness	0.000	מאַשקע
art	sadness	0.000	קונסט
surprise	surprise	0.930	יבערראַשן
explode	surprise	0.906	ופרייַסן
flabbergast	surprise	0.906	פלאַבבערגאַסט
explosion	surprise	0.898	יקספּלאָוזשאַן
ambush	surprise	0.883	אַמבוש
explosive	surprise	0.883	יקספּלאָוסיוו
eruption	surprise	0.883	ויסבראָך
surprisingly	surprise	0.875	סאַפּרייזינגלי
startle	surprise	0.875	יבערשרעקן
shockingly	surprise	0.875	שאַקינגלי
frighten	surprise	0.875	שרעקן
surprised	surprise	0.867	איבעראשונג
frightened	surprise	0.867	דערשראָקן
surprising	surprise	0.867	חידוש
outburst	surprise	0.859	אויסברוך
thrilling	surprise	0.859	טרילינג
miracle	surprise	0.859	נס
blast	surprise	0.852	בלאַסט
astonishingly	surprise	0.852	אַמייזינגלי
alarm	surprise	0.852	שרעק
shock	surprise	0.844	קלאַפּ
thunderstruck	surprise	0.844	דונערסטרוק
jolt	surprise	0.844	קלאַפּ
dazzle	surprise	0.836	בלענדיק
bang	surprise	0.836	קלאַפּ
catastrophe	surprise	0.836	קאַטאַסטראָפע
fright	surprise	0.836	שרעק
unexpectedly	surprise	0.836	אומגעריכט
startling	surprise	0.828	אַמייזינג
suddenly	surprise	0.828	פּלוצלינג
emergency	surprise	0.828	נויטפאַל
bewilderment	surprise	0.828	צעטומלונג
stunned	surprise	0.820	דערשטוינט
astound	surprise	0.820	יבערראַשן
jackpot	surprise	0.812	דזשאַקפּאַט
earthquake	surprise	0.812	ערדציטערניש
disaster	surprise	0.812	ומגליק
astonishment	surprise	0.805	כידעש
climax	surprise	0.805	קלימאַקס
aghast	surprise	0.805	דערשראָקן
astonish	surprise	0.805	יבערראַשן
scare	surprise	0.797	יבערשרעקן
awestruck	surprise	0.797	אָסאַם
erupt	surprise	0.789	ויסברעכן
bomb	surprise	0.789	באָמבע
exclaim	surprise	0.789	אויסרופן
amazement	surprise	0.781	חידוש
abduction	surprise	0.773	אַבדאַקשאַן
alarming	surprise	0.773	אַלאַרמינג
detonate	surprise	0.773	דעטאַנירן
raid	surprise	0.773	אָנפאַל
miraculous	surprise	0.773	ניסימדיק
invade	surprise	0.773	באַפאַלן
kidnap	surprise	0.766	קידנאַפּ
unpredictable	surprise	0.758	אַנפּרידיקטאַבאַל
stupefy	surprise	0.758	שטופּן
dumfound	surprise	0.758	דומפאָונד
overwhelming	surprise	0.758	אָוווערוועלמינג
erratic	surprise	0.750	אומגליקלעך
unimaginable	surprise	0.750	אַנימאַדזשינאַבאַל
accident	surprise	0.750	צופאַל
outrageous	surprise	0.750	סקאַנדאַל
horror	surprise	0.742	גרויל
amaze	surprise	0.742	אַמייז
blitz	surprise	0.742	בליץ
bewilder	surprise	0.742	צעמישט
flinch	surprise	0.742	קריכן זיך
petrify	surprise	0.742	פאַרשטיין
wreck	surprise	0.742	בראָך
slaughter	surprise	0.742	שחיטה
frenetic	surprise	0.734	פרענעטיש
crash	surprise	0.734	קראַך
frantic	surprise	0.734	פראַנטיק
stupefaction	surprise	0.734	פאַרשטאַרקונג
excitement	surprise	0.734	יקסייטמאַנט
riotous	surprise	0.727	ומרויק
outcry	surprise	0.727	געשריי
vanished	surprise	0.727	פאַרשווונדן
moonstruck	surprise	0.727	moonstruck
sudden	surprise	0.727	פּלוצעמדיק
awe	surprise	0.719	באגייסטערונג
scream	surprise	0.719	שרייען
breathless	surprise	0.719	אָטעם
sabotage	surprise	0.719	סאַבאָטאַזש
shriek	surprise	0.719	שרייַען
unanticipated	surprise	0.719	אומגעריכט
bewildered	surprise	0.719	צעטומלט
manslaughter	surprise	0.719	מאנאלע
amazedness	surprise	0.719	יבערראַשן
rupture	surprise	0.719	בראָך
unexpected	surprise	0.711	אומגעריכט
electrify	surprise	0.711	עלעקטריפיצירן
uncontrollable	surprise	0.711	אַנקאַנטראָולאַבאַל
shot	surprise	0.711	שאָס
avalanche	surprise	0.711	לאַווינע
gasp	surprise	0.711	גאַפּן
stun	surprise	0.711	סטאַן
slam	surprise	0.703	סלאַם
abrupt	surprise	0.703	פּלוצעמדיק
intruder	surprise	0.703	ינטרודער
unforeseen	surprise	0.703	אומפאָרויסגעזען
suspense	surprise	0.703	שפּאַנונג
devastation	surprise	0.703	חורבן
surge	surprise	0.703	סערדזש
excite	surprise	0.695	אָנצינדן
dumfounder	surprise	0.695	דומפאָונדער
yell	surprise	0.695	געשריי
unprecedented	surprise	0.695	אַנפּרעסידענטיד
strike	surprise	0.695	שלאָגן
volatility	surprise	0.695	וואַלאַטילאַטי
urgent	surprise	0.695	דרינגלעך
stab	surprise	0.695	שטעכן
disturbance	surprise	0.688	שטערונג
carnage	surprise	0.688	בלוטבאָד
incredible	surprise	0.688	גלייבן
spectacular	surprise	0.688	ספּעקטאַקיאַלער
thrill	surprise	0.680	ציטער
recklessness	surprise	0.680	ניט באַטראַכט
clamor	surprise	0.680	קלאַמערן
monstrous	surprise	0.680	מאַנסטראַס
slap	surprise	0.680	פּאַטש
inexplicable	surprise	0.672	אומפארשטענדליך
terrorist	surprise	0.672	טעראָריסט
exciting	surprise	0.672	יקסייטינג
accidental	surprise	0.672	צופאַל
accidentally	surprise	0.672	צופאַל
striking	surprise	0.672	סטרייקינג
captivate	surprise	0.672	כאַפּן
exhilaration	surprise	0.672	יקסייטמאַנט
topple	surprise	0.664	אַראָפּוואַרפן
dire	surprise	0.664	שווער
revolution	surprise	0.664	רעוואָלוציע
volcano	surprise	0.664	ווולקאַן
freakish	surprise	0.664	פריקיש
revolt	surprise	0.656	אויפֿשטאַנד
bloodshed	surprise	0.656	בלוט פארגיסונג
sneak	surprise	0.656	סניק
unspeakable	surprise	0.656	אַנרעדלעך
incendiary	surprise	0.656	אָנצינדונג
epidemic	surprise	0.648	עפידעמיע
violent	surprise	0.648	היציק
disruption	surprise	0.648	שטערונג
amazingly	surprise	0.648	אַמייזינגלי
mutiny	surprise	0.648	מיוטין
spellbound	surprise	0.648	ספּעלבאַונד
cyclone	surprise	0.648	ציקלאָן
unsuspecting	surprise	0.648	ניט סאַספּעקטיד
attacking	surprise	0.648	קעגן
unintended	surprise	0.648	ניט בדעה
shout	surprise	0.641	שרייען
indescribable	surprise	0.641	אומבאשרייבלעך
tumult	surprise	0.641	טומל
improvisation	surprise	0.641	ימפּראַוויזיישאַן
wildfire	surprise	0.641	ווילד פייער
excitation	surprise	0.641	יקסייטיישאַן
screech	surprise	0.641	געשריי
enthusiasm	surprise	0.641	ענטוזיאַזם
uncertain	surprise	0.633	ומזיכער
plunder	surprise	0.633	באַראַבעווען
gape	surprise	0.633	גאַפּלען
treachery	surprise	0.633	טרעטשערי
agape	surprise	0.633	agape
anomaly	surprise	0.633	אַנאַמאַלי
presto	surprise	0.633	presto
apparition	surprise	0.633	דערשיינונג
wonderment	surprise	0.625	וואונדער
slaughtering	surprise	0.625	שחיטה
trick	surprise	0.625	קונץ
mystery	surprise	0.625	מיסטעריע
murderous	surprise	0.625	מערדעראַס
distress	surprise	0.625	נויט
sorcery	surprise	0.625	כישוף
excited	surprise	0.625	יקסייטאַד
tempest	surprise	0.625	שטורעם
urgency	surprise	0.625	ערדזשאַנסי
inimaginable	surprise	0.617	ינימאַדזשאַנאַבאַל
intrusive	surprise	0.617	ינטרוסיוו
quickness	surprise	0.617	שנעלקייט
intense	surprise	0.617	טיף
trickery	surprise	0.617	טריקערי
vanish	surprise	0.617	פאַרשווינדן
prank	surprise	0.617	שפּיצל
murder	surprise	0.617	מאָרד
thief	surprise	0.609	גנב
blindfold	surprise	0.609	בלינדפאָלד
unstable	surprise	0.609	אַנסטייבאַל
strangle	surprise	0.609	דערשטיקן
coup	surprise	0.609	קו
magical	surprise	0.609	מאַדזשיקאַל
shatter	surprise	0.609	צעשמעטערן
splash	surprise	0.609	שפּריצן
stupor	surprise	0.602	שטופּן
inconceivable	surprise	0.602	אומגליקלעך
betray	surprise	0.602	פאַרראַטן
defy	surprise	0.602	אַנטקעגנשטעלנ זיך
jubilee	surprise	0.602	יובל
assail	surprise	0.602	באַפאַלן
deluge	surprise	0.602	מבול
tackle	surprise	0.602	מאַכנ זיך
monstrosity	surprise	0.594	מאַנסטראַסאַטי
lightning	surprise	0.594	בליץ
stupendous	surprise	0.594	אַמייזינג
shrill	surprise	0.594	שריל
mishap	surprise	0.594	אומגליק
alerts	surprise	0.594	אַלערץ
mysterious	surprise	0.586	מיסטעריעז
randomly	surprise	0.586	ראַנדאַמלי
wild	surprise	0.586	ווילד
deceit	surprise	0.586	אָפּנאַר
bonus	surprise	0.586	באָנוס
pitfall	surprise	0.586	גרוב
uncanny	surprise	0.586	ומזעיק
wondrous	surprise	0.586	ווונדערלעך
premature	surprise	0.578	צו פרי
stagger	surprise	0.578	וואַקלענ זיך
rejoicing	surprise	0.578	זיך פרייען
godsend	surprise	0.578	גאַדסענד
jubilant	surprise	0.578	דזשובילאַנט
electric	surprise	0.578	עלעקטריש
raving	surprise	0.578	ראַווינג
bizarre	surprise	0.578	טשודנע
death	surprise	0.578	טויט
fluke	surprise	0.578	פלעק
oddity	surprise	0.578	מאָדנע
dynamic	surprise	0.570	דינאַמיש
dismay	surprise	0.570	דערשראקן
revenge	surprise	0.570	נקמה
nefarious	surprise	0.562	נעפעריש
fascinate	surprise	0.562	פאַסאַנייטינג
jerk	surprise	0.562	שנוק
ecstatic	surprise	0.562	עקסטאַטיק
reward	surprise	0.562	באלוינונג
uncover	surprise	0.562	ופדעקן
reappear	surprise	0.562	ווידער דערשייַנען
zany	surprise	0.555	zany
whim	surprise	0.555	קאַפּריז
thaumaturgy	surprise	0.555	טהאַומאַטורגי
conjure	surprise	0.555	קאַנדזשער
crescendo	surprise	0.555	קרעססענדאָ
rescue	surprise	0.547	ראַטעווען
daze	surprise	0.547	דאַזע
heroism	surprise	0.547	העלדישקייט
illuminate	surprise	0.547	באלויכטן
winner	surprise	0.547	געווינער
ejaculation	surprise	0.547	ידזשאַקיוליישאַן
thwart	surprise	0.547	צעוואָרפן
rarity	surprise	0.547	זעלטנקייַט
unbridled	surprise	0.547	אומגעבראכט
tantalizing	surprise	0.547	טאַנטאַליזינג
punch	surprise	0.539	זעץ
cheer	surprise	0.539	אַפּלאָדירן
treason	surprise	0.539	טריזאַן
violation	surprise	0.539	הילעל
celebration	surprise	0.539	סימכע
illusion	surprise	0.539	אילוזיע
marvel	surprise	0.539	ווונדער
lucky	surprise	0.539	מאַזלדיק
lunge	surprise	0.539	לונג
interrupt	surprise	0.539	יבעררייַסן
insult	surprise	0.539	באַליידיקן
concealed	surprise	0.531	באַהאַלטן
snag	surprise	0.531	snag
sensation	surprise	0.531	געפיל
banger	surprise	0.531	banger
fearfully	surprise	0.531	מוראדיק
affront	surprise	0.531	באַליידיקן
jest	surprise	0.531	וויץ
undiscovered	surprise	0.523	אַנדיסקאַווערד
liberate	surprise	0.523	באַפרייען
veer	surprise	0.523	veer
abandonment	surprise	0.523	פאַרלאָזן
immediacy	surprise	0.523	מידקייַט
improvise	surprise	0.523	ימפּראַוויז
victimized	surprise	0.523	וויקטימיזעד
scorpion	surprise	0.523	סקאָרפּיאָן
majestic	surprise	0.523	מייַעסטעטיש
wonder	surprise	0.523	ווונדער
rejoice	surprise	0.523	פרייען זיך
tickle	surprise	0.516	קיצלען
chance	surprise	0.516	געלעגנהייַט
yelp	surprise	0.516	יאַפּ
howl	surprise	0.516	וויינען
stealthily	surprise	0.516	גנבענען
unintentionally	surprise	0.508	אומבאקוועם
magnificent	surprise	0.508	פּרעכטיק
reflex	surprise	0.508	רעפלעקס
garish	surprise	0.508	גאַריש
transcendence	surprise	0.508	טראַנססענדענסע
rave	surprise	0.508	גוואַלדעווען
luck	surprise	0.508	גליק
swerve	surprise	0.508	אַרויסדרייען
pop	surprise	0.508	קנאַל
enliven	surprise	0.500	אויפלעבן
slayer	surprise	0.500	סלייער
remarkable	surprise	0.500	מערקווירדיק
infrequent	surprise	0.500	זעלטן
pang	surprise	0.500	pang
erotic	surprise	0.500	עראָטיש
misbehavior	surprise	0.500	מיסביכייוויער
diversion	surprise	0.500	דייווערזשאַן
heroic	surprise	0.500	העלדיש
alertness	surprise	0.500	אַלערטנאַס
marvelous	surprise	0.500	ווונדערלעך
fainting	surprise	0.500	פאַרשווינדן
embarrassment	surprise	0.500	פאַרלעגנהייט
nab	surprise	0.492	nab
birthday	surprise	0.492	דיין געבורסטאָג
camouflage	surprise	0.492	קאַמאַפלאַזש
unutterable	surprise	0.492	אומגעריכט
chimera	surprise	0.492	כימעראַ
trump	surprise	0.492	טראַמפּ
decoy	surprise	0.492	טריקעניש
infarct	surprise	0.492	ינפאַרקט
greatness	surprise	0.492	גרויסקייט
exigent	surprise	0.492	נויטיק
prick	surprise	0.484	שטאָך
variable	surprise	0.484	בייַטעוודיק
curiosity	surprise	0.484	נייַגעריקייַט
daemon	surprise	0.484	דעמאָן
inexpressible	surprise	0.484	ינעקספּרעסאַבאַל
magician	surprise	0.484	מכשף
underestimate	surprise	0.484	אַנדערעסטאַמאַט
fanfare	surprise	0.484	פאַנפער
horde	surprise	0.484	האָרדע
zeal	surprise	0.484	ברען
incident	surprise	0.477	אינצידענט
illumination	surprise	0.477	ילומאַניישאַן
chicane	surprise	0.477	טשיקאַן
sneeze	surprise	0.477	ניסן
subversive	surprise	0.477	סאַבווערסיוו
gawk	surprise	0.477	gawk
fortune	surprise	0.477	רייכקייט
strange	surprise	0.477	מאָדנע
dreadfully	surprise	0.477	שרעקלעך
unguarded	surprise	0.477	אומבאהיטן
prowl	surprise	0.469	שפּאַצירן
reversal	surprise	0.469	מאַפּאָלע
wizard	surprise	0.469	מאַזעק
rapid	surprise	0.469	גיך
leery	surprise	0.469	לערי
break	surprise	0.461	ברעכן
slip	surprise	0.461	צעטל
divergent	surprise	0.461	דייווערדזשאַנט
hilarious	surprise	0.461	כילעריאַס
coincidence	surprise	0.461	צופאַל
subito	surprise	0.461	subito
overestimate	surprise	0.453	יבערשאַצן
ordeal	surprise	0.453	אָרדעאַל
evanescence	surprise	0.453	עוואַנעסאַנס
merriment	surprise	0.453	פריילעכקייט
raffle	surprise	0.453	לאָטעריע
winning	surprise	0.453	געווינען
wonderful	surprise	0.453	ווונדערלעך
hoax	surprise	0.453	בלאָף
confession	surprise	0.453	קאָנפעסיע
splendid	surprise	0.445	גלענצנדיק
stound	surprise	0.445	שטיין
perchance	surprise	0.445	טאָמער
excel	surprise	0.445	יקסעל
enthusiast	surprise	0.445	ענטוזיאַסט
gambling	surprise	0.445	גאַמבלינג
feat	surprise	0.445	קונץ
laughter	surprise	0.445	געלעכטער
brighten	surprise	0.438	ברייטאַן
unique	surprise	0.438	יינציק
senseless	surprise	0.438	ומזיניק
changeable	surprise	0.438	טשיינדזשאַבאַל
splendor	surprise	0.438	פּראַכט
rapt	surprise	0.438	rapt
unintentional	surprise	0.438	אַנינטענשאַנאַל
fascination	surprise	0.430	פאַסאַניישאַן
trepidation	surprise	0.430	שרעק
lawsuit	surprise	0.430	פּראָצעס
gift	surprise	0.430	טאַלאַנט
stealthy	surprise	0.430	גנבענען
fiesta	surprise	0.430	fiesta
intrigue	surprise	0.430	ינטריג
delighted	surprise	0.430	דילייטיד
judgment	surprise	0.422	משפּט
stealth	surprise	0.422	סטעלט
enchant	surprise	0.422	באַציִען
originality	surprise	0.422	ערידזשאַנאַליטי
riddle	surprise	0.422	רעטעניש
quicksilver	surprise	0.422	קוויקסילווער
illegitimate	surprise	0.414	ומלעגאַל
experiment	surprise	0.414	עקספּערימענט
elusive	surprise	0.414	ילוסיוו
syncope	surprise	0.414	סינקאָפּע
liberation	surprise	0.414	באַפרייַונג
spirits	surprise	0.414	גייסטער
perjury	surprise	0.414	שאָדן
veracity	surprise	0.414	אמת
parade	surprise	0.406	פּאַראַד
applause	surprise	0.406	אַפּלאָדיסמענטן
inspired	surprise	0.406	ינספּייערד
allure	surprise	0.406	פאַרנאַרן
eager	surprise	0.406	לאָעט
gambler	surprise	0.406	גאַמבלער
fete	surprise	0.406	פעטע
divorce	surprise	0.398	גט
guess	surprise	0.398	טרעפן
princely	surprise	0.398	פּרינץ
burlesque	surprise	0.398	בורלעסק
secrecy	surprise	0.398	בעסאָדיקייַט
incontinence	surprise	0.391	ינקאַנטאַנאַנס
peri	surprise	0.391	peri
cheerful	surprise	0.391	פריילעך
hermaphrodite	surprise	0.391	הערמאַפראָדיטע
supremacy	surprise	0.391	העכערקייט
aspiration	surprise	0.391	אַספּיראַטיאָן
buck	surprise	0.383	buck
lose	surprise	0.383	פאַרלירן
cadaver	surprise	0.383	קאַדאַווער
crowning	surprise	0.383	קראַונינג
praiseworthy	surprise	0.383	לויבן
inheritance	surprise	0.383	ירושה
score	surprise	0.383	כעזשבן
gulp	surprise	0.375	זוּקן
camouflaged	surprise	0.375	קאַמאַפלאַזשד
advance	surprise	0.375	שטייַגן
succeed	surprise	0.375	מצליח זיין
frisky	surprise	0.375	פריסקי
mystic	surprise	0.375	מיסטיק
compliment	surprise	0.375	קאָמפּלימענט
hope	surprise	0.367	האָפֿן
joker	surprise	0.367	דזשאָקער
sparkle	surprise	0.367	פינקלען
excavation	surprise	0.367	עקסקאַוויישאַן
sensual	surprise	0.367	כושיק
entertainment	surprise	0.359	פאַרווייַלונג
feeling	surprise	0.359	געפיל
modify	surprise	0.352	מאָדיפיצירן
blessings	surprise	0.352	ברכות
newcomer	surprise	0.352	נײַ־געקומענער
obit	surprise	0.352	אָביט
postponement	surprise	0.352	פּאָוסטפּאָונמאַנט
award	surprise	0.352	אַוואָרד
clown	surprise	0.352	בלאַזן
highest	surprise	0.344	העכסטן
hero	surprise	0.344	העלד
glorify	surprise	0.344	אכפערן
proficiency	surprise	0.344	באַהאַוונטקייט
start	surprise	0.344	אָנהייב
wonderfully	surprise	0.344	ווונדערלעך
celebrity	surprise	0.344	רום
rekindle	surprise	0.336	ריצינדן
optimism	surprise	0.336	אָפּטימיזם
sanctify	surprise	0.336	פאַרהייליקן
unbeaten	surprise	0.336	אומגעשלאגן
prodigious	surprise	0.336	ווונדערלעך
grin	surprise	0.336	שמייכלען
memorable	surprise	0.336	מעמעראַבאַל
warned	surprise	0.336	געווארנט
dissolution	surprise	0.336	דיסאַלושאַן
hypertrophy	surprise	0.328	היפּערטראָפי
admiration	surprise	0.328	אַדמעריישאַן
examination	surprise	0.320	דורכקוק
angel	surprise	0.320	מלאך
present	surprise	0.320	פאָרשטעלן
catch	surprise	0.320	כאַפּן
hap	surprise	0.320	האַפּ
saint	surprise	0.312	הייליקער
embrace	surprise	0.312	אַרומנעמען
flirt	surprise	0.312	פלירטעווען
puma	surprise	0.312	puma
kiss	surprise	0.312	קושן
liberty	surprise	0.312	פרייהייט
scrimmage	surprise	0.312	סקרימאַגע
treat	surprise	0.312	מייַכל
inaffable	surprise	0.312	ומגליקלעך
occasional	surprise	0.312	טיילמאָליק
dismissal	surprise	0.312	אָפּזאָגן
perfection	surprise	0.305	שליימעס
saintly	surprise	0.305	הייליק
gratify	surprise	0.305	באַפרידיקן
generosity	surprise	0.305	ברייטהאַרציקייט
sally	surprise	0.305	sally
palpable	surprise	0.297	פּאַלפּאַבאַל
finally	surprise	0.297	צום סוף
differently	surprise	0.297	אַנדערש
polarity	surprise	0.297	פּאָולעראַטי
ceremony	surprise	0.297	צערעמאָניע
favorable	surprise	0.297	גינציק
larger	surprise	0.297	גרעסער
warn	surprise	0.297	וואָרענען
medal	surprise	0.289	מעדאַל
romance	surprise	0.289	ראָמאַנס
inviting	surprise	0.289	ינווייטינג
greeting	surprise	0.289	גרוס
resignation	surprise	0.281	רעזאַגניישאַן
accolade	surprise	0.281	אַקקאָלאַדע
labor	surprise	0.281	אַרבעט
candid	surprise	0.281	אָפנהאַרציק
trip	surprise	0.281	יאַזדע
stare	surprise	0.273	שטערן
admire	surprise	0.266	באַווונדערן
glimmer	surprise	0.266	פינקלען
playful	surprise	0.266	שטיפעריש
somatic	surprise	0.266	סאָמאַטיק
festival	surprise	0.266	פעסטיוואַל
mimicry	surprise	0.266	מימיקרי
insolvency	surprise	0.266	ינסאַלוואַנסי
immerse	surprise	0.266	ייַנטונקען
invite	surprise	0.266	פאַרבעטן
compensate	surprise	0.266	פאַרגיטיקן
receiving	surprise	0.258	באקומען
complement	surprise	0.258	דערגאַנג
chuckle	surprise	0.258	לאַכן
laugh	surprise	0.258	לאַכן
hypothesis	surprise	0.258	כייפּאַטאַסאַס
honeymoon	surprise	0.250	האָניק - כוידעש
opera	surprise	0.242	אָפּעראַ
pleasant	surprise	0.242	אָנגענעם
marry	surprise	0.242	חתונה
independence	surprise	0.242	זעלבסטשטענדיקייט
chant	surprise	0.234	געזאַנג
holiness	surprise	0.234	קדושה
assessment	surprise	0.234	אַסעסמאַנט
rhythmical	surprise	0.234	רידמיש
hopeful	surprise	0.234	האָפענונג
leave	surprise	0.234	לאָזן
trophy	surprise	0.234	טראָופי
deal	surprise	0.227	האַנדלען
procession	surprise	0.227	פּראָצעסיע
placard	surprise	0.227	פּלאַקאַט
shopping	surprise	0.219	שאַפּינג
musical	surprise	0.219	מוזיקאַליש
cherish	surprise	0.219	אָפיטן
good	surprise	0.219	גוט
dawn	surprise	0.211	פאַרטאָג
simplify	surprise	0.211	פאַרפּאָשעטערן
shell	surprise	0.211	שאָל
morals	surprise	0.203	מאָראַל
money	surprise	0.203	געלט
nullify	surprise	0.203	אָפּרוען
purity	surprise	0.203	ריינקייַט
sweet	surprise	0.203	זיס
synchronize	surprise	0.195	סינגקראַנייז
precious	surprise	0.195	טייַער
humanitarian	surprise	0.195	כיומאַנאַטעריאַן
preservative	surprise	0.195	פּראַזערוואַטיוו
unfulfilled	surprise	0.195	אַנפולפילד
obliging	surprise	0.188	אַבליידזשד
singularly	surprise	0.188	אייניג
graduation	surprise	0.180	גראַדזשאַוויישאַן
foresee	surprise	0.180	פאָרויסזאָגן
pray	surprise	0.180	דאַוונען
lovely	surprise	0.180	שיינע
thirst	surprise	0.172	דאָרשט
mouth	surprise	0.172	מויל
youth	surprise	0.172	יוגנט
sun	surprise	0.172	זון
art	surprise	0.172	קונסט
goodness	surprise	0.164	גוטסקייט
latent	surprise	0.156	לייטאַנט
visor	surprise	0.156	ווייזער
overdue	surprise	0.156	פאַרהאַלטן
practiced	surprise	0.156	פּראַקטיסיז
loyal	surprise	0.148	געטרייַ
expect	surprise	0.148	דערוואַרטן
wireless	surprise	0.148	וויירליס
destination	surprise	0.148	דעסטיניישאַן
infant	surprise	0.141	פּיצל קינד
cream	surprise	0.141	קרעם
slush	surprise	0.141	סלוש
quote	surprise	0.141	ציטירן
playground	surprise	0.133	שפּילפּלאַץ
vote	surprise	0.125	שטימען
teach	surprise	0.125	לערנען
organization	surprise	0.125	אָרגאַניזאַציע
dolphin	surprise	0.117	דעלפין
weight	surprise	0.117	וואָג
