English Word	Emotion	Emotion-Intensity-Score	Welsh Word
splendor	surprise	0.438	ysblander
rapt	surprise	0.438	rapt
unintentional	surprise	0.438	anfwriadol
fascination	surprise	0.430	diddordeb
trepidation	surprise	0.430	gofid
lawsuit	surprise	0.430	chyngaws
gift	surprise	0.430	anrheg
stealthy	surprise	0.430	llechwraidd
fiesta	surprise	0.430	ffiesta
intrigue	surprise	0.430	cynllwyn
delighted	surprise	0.430	wrth fy modd
judgment	surprise	0.422	barn
stealth	surprise	0.422	llechwraidd
enchant	surprise	0.422	swyngyfaredd
originality	surprise	0.422	gwreiddioldeb
riddle	surprise	0.422	rhidl
quicksilver	surprise	0.422	arian parod
illegitimate	surprise	0.414	anghyfreithlon
experiment	surprise	0.414	arbrawf
elusive	surprise	0.414	swil
syncope	surprise	0.414	synop
liberation	surprise	0.414	ryddhad
spirits	surprise	0.414	gwirodydd
perjury	surprise	0.414	dyngu anudon
veracity	surprise	0.414	geirwiredd
parade	surprise	0.406	parêd
applause	surprise	0.406	cymmeradwyaeth
inspired	surprise	0.406	ysbrydoledig
allure	surprise	0.406	hudoliaeth
eager	surprise	0.406	awyddus
gambler	surprise	0.406	gambler
fete	surprise	0.406	ffair
divorce	surprise	0.398	ysgariad
guess	surprise	0.398	dyfalu
princely	surprise	0.398	tywysogaidd
burlesque	surprise	0.398	bwrlesg
secrecy	surprise	0.398	cyfrinachedd
incontinence	surprise	0.391	anymataliaeth
peri	surprise	0.391	peri
cheerful	surprise	0.391	siriol
hermaphrodite	surprise	0.391	hermaphrodite
supremacy	surprise	0.391	goruchafiaeth
aspiration	surprise	0.391	dyhead
buck	surprise	0.383	bwch
lose	surprise	0.383	colli
cadaver	surprise	0.383	cadaver
crowning	surprise	0.383	coroni
praiseworthy	surprise	0.383	canmoladwy
inheritance	surprise	0.383	etifeddiaeth
score	surprise	0.383	sgôr
gulp	surprise	0.375	gulp
camouflaged	surprise	0.375	cuddliw
advance	surprise	0.375	ymlaen llaw
succeed	surprise	0.375	llwyddo
frisky	surprise	0.375	frisky
mystic	surprise	0.375	cyfriniol
compliment	surprise	0.375	canmoliaeth
hope	surprise	0.367	gobaith
joker	surprise	0.367	cellwair
sparkle	surprise	0.367	sgleinio
excavation	surprise	0.367	cloddio
sensual	surprise	0.367	synhwyrus
entertainment	surprise	0.359	adloniant
feeling	surprise	0.359	teimlad
modify	surprise	0.352	addasu
blessings	surprise	0.352	bendithion
newcomer	surprise	0.352	newydd-ddyfodiad
obit	surprise	0.352	obit
postponement	surprise	0.352	gohiriad
award	surprise	0.352	gwobr
clown	surprise	0.352	clown
highest	surprise	0.344	uchaf
hero	surprise	0.344	arwr
glorify	surprise	0.344	gogoneddu
proficiency	surprise	0.344	hyfedredd
start	surprise	0.344	dechrau
wonderfully	surprise	0.344	yn rhyfeddol
celebrity	surprise	0.344	enwog
rekindle	surprise	0.336	ailgynnau
optimism	surprise	0.336	optimistiaeth
sanctify	surprise	0.336	sancteiddio
unbeaten	surprise	0.336	diguro
prodigious	surprise	0.336	afradlon
grin	surprise	0.336	gwenu
memorable	surprise	0.336	cofiadwy
warned	surprise	0.336	rhybuddio
dissolution	surprise	0.336	diddymiad
hypertrophy	surprise	0.328	hypertroffedd
admiration	surprise	0.328	edmygedd
examination	surprise	0.320	arholiad
angel	surprise	0.320	angel
present	surprise	0.320	bresennol
catch	surprise	0.320	dal
hap	surprise	0.320	hap
saint	surprise	0.312	sant
embrace	surprise	0.312	cofleidio
flirt	surprise	0.312	fflyrt
puma	surprise	0.312	pwma
kiss	surprise	0.312	cusan
liberty	surprise	0.312	rhyddid
scrimmage	surprise	0.312	sgrim
treat	surprise	0.312	trin
inaffable	surprise	0.312	anhafal
occasional	surprise	0.312	achlysurol
dismissal	surprise	0.312	diswyddiad
perfection	surprise	0.305	perffeithrwydd
saintly	surprise	0.305	santaidd
gratify	surprise	0.305	boddhau
generosity	surprise	0.305	haelioni
sally	surprise	0.305	sali
palpable	surprise	0.297	gweladwy
finally	surprise	0.297	yn olaf
differently	surprise	0.297	yn wahanol
polarity	surprise	0.297	polaredd
ceremony	surprise	0.297	seremoni
favorable	surprise	0.297	ffafriol
larger	surprise	0.297	mwy
warn	surprise	0.297	rhybuddio
medal	surprise	0.289	medal
romance	surprise	0.289	rhamant
inviting	surprise	0.289	gwahodd
greeting	surprise	0.289	cyfarch
resignation	surprise	0.281	ymddiswyddiad
accolade	surprise	0.281	clod
labor	surprise	0.281	llafur
candid	surprise	0.281	didwyll
trip	surprise	0.281	taith
stare	surprise	0.273	syllu
admire	surprise	0.266	edmygu
glimmer	surprise	0.266	llygedyn
playful	surprise	0.266	chwareus
somatic	surprise	0.266	somatig
festival	surprise	0.266	gwyl
mimicry	surprise	0.266	dynwared
insolvency	surprise	0.266	ansolfedd
immerse	surprise	0.266	ymgolli
invite	surprise	0.266	gwahodd
compensate	surprise	0.266	digolledu
receiving	surprise	0.258	yn derbyn
complement	surprise	0.258	ategu
chuckle	surprise	0.258	chwerthin
laugh	surprise	0.258	chwerthin
hypothesis	surprise	0.258	damcaniaeth
honeymoon	surprise	0.250	mis mêl
opera	surprise	0.242	opera
pleasant	surprise	0.242	dymunol
marry	surprise	0.242	priodi
independence	surprise	0.242	annibyniaeth
chant	surprise	0.234	llafarganu
holiness	surprise	0.234	sancteiddrwydd
assessment	surprise	0.234	asesu
rhythmical	surprise	0.234	rhythmig
hopeful	surprise	0.234	gobeithiol
leave	surprise	0.234	gadael
trophy	surprise	0.234	tlws
deal	surprise	0.227	delio
procession	surprise	0.227	gorymdaith
placard	surprise	0.227	placard
shopping	surprise	0.219	siopa
musical	surprise	0.219	cerddorol
cherish	surprise	0.219	coleddu
good	surprise	0.219	dda
dawn	surprise	0.211	gwawr
simplify	surprise	0.211	symleiddio
shell	surprise	0.211	plisgyn
morals	surprise	0.203	moesau
money	surprise	0.203	arian
nullify	surprise	0.203	nullify
purity	surprise	0.203	purdeb
sweet	surprise	0.203	melys
synchronize	surprise	0.195	cydamseru
precious	surprise	0.195	gwerthfawr
humanitarian	surprise	0.195	dyngarol
preservative	surprise	0.195	cadwolyn
unfulfilled	surprise	0.195	anghyflawn
obliging	surprise	0.188	gorfodi
singularly	surprise	0.188	yn unigol
graduation	surprise	0.180	graddio
foresee	surprise	0.180	rhagweld
pray	surprise	0.180	gweddio
lovely	surprise	0.180	hyfryd
thirst	surprise	0.172	syched
mouth	surprise	0.172	ceg
youth	surprise	0.172	ieuenctid
sun	surprise	0.172	haul
art	surprise	0.172	celf
goodness	surprise	0.164	daioni
latent	surprise	0.156	cudd
visor	surprise	0.156	fisor
overdue	surprise	0.156	hwyr
practiced	surprise	0.156	ymarfer
loyal	surprise	0.148	ffyddlon
expect	surprise	0.148	disgwyl
wireless	surprise	0.148	diwifr
destination	surprise	0.148	cyrchfan
infant	surprise	0.141	babanod
cream	surprise	0.141	hufen
slush	surprise	0.141	slush
quote	surprise	0.141	dyfyniad
playground	surprise	0.133	maes chwarae
vote	surprise	0.125	pleidlais
teach	surprise	0.125	addysgu
organization	surprise	0.125	sefydliad
dolphin	surprise	0.117	dolffin
weight	surprise	0.117	pwysau
smile	surprise	0.117	gwenu
sisterhood	surprise	0.109	chwaeroliaeth
cable	surprise	0.109	cebl
sunny	surprise	0.102	Heulog
steady	surprise	0.094	cyson
peaceful	surprise	0.086	heddychol
spa	surprise	0.086	sba
leisure	surprise	0.086	hamdden
picnic	surprise	0.078	picnic
tree	surprise	0.078	coeden
worm	surprise	0.055	mwydyn
truthfulness	trust	0.906	geirwiredd
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	dibynadwy
honor	trust	0.844	anrhydedd
honesty	trust	0.844	gonestrwydd
honest	trust	0.844	onest
truth	trust	0.844	gwirionedd
truthful	trust	0.836	geirwir
trusting	trust	0.836	ymddiried
brotherhood	trust	0.820	brawdoliaeth
entrust	trust	0.812	ymddiried
committed	trust	0.805	ymroddedig
loyalty	trust	0.805	teyrngarwch
integrity	trust	0.805	uniondeb
honorable	trust	0.805	anrhydeddus
trust	trust	0.805	ymddiried
credibility	trust	0.805	hygrededd
faithful	trust	0.797	ffyddlon
sincere	trust	0.797	diffuant
partnership	trust	0.789	partneriaeth
responsible	trust	0.789	cyfrifol
true	trust	0.789	gwir
wisdom	trust	0.789	doethineb
verification	trust	0.781	gwirio
cooperative	trust	0.781	cydweithredol
vow	trust	0.781	adduned
oath	trust	0.781	llw
respectable	trust	0.773	parchus
sisterhood	trust	0.773	chwaeroliaeth
hero	trust	0.773	arwr
credible	trust	0.773	credadwy
promise	trust	0.773	addewid
verified	trust	0.773	wedi'i wirio
qualified	trust	0.766	cymwysedig
authentication	trust	0.766	dilysu
respected	trust	0.766	parch
compassion	trust	0.759	tosturi
approval	trust	0.758	cymmeradwyaeth
moral	trust	0.758	moesol
reliability	trust	0.758	dibynadwyedd
trusts	trust	0.758	ymddiried
safekeeping	trust	0.758	cadw yn ddiogel
reputable	trust	0.758	ag enw da
love	trust	0.758	cariad
friend	trust	0.750	ffrind
stable	trust	0.750	sefydlog
authentic	trust	0.750	dilys
competence	trust	0.750	cymhwysedd
safeguard	trust	0.750	Diogelu
companion	trust	0.750	cydymaith
advised	trust	0.750	cynghori
respect	trust	0.750	parch
loyal	trust	0.750	ffyddlon
genuine	trust	0.750	gwirioneddol
friendships	trust	0.750	ymddiriedolaethau
ally	trust	0.750	cynghreiriad
proven	trust	0.742	profedig
freedom	trust	0.742	rhyddid
respects	trust	0.742	parch
accepting	trust	0.742	cyfeillgarwch
faith	trust	0.742	ffydd
wholesome	trust	0.742	iachusol
heartfelt	trust	0.734	galonog
unification	trust	0.734	uno
confirmation	trust	0.734	cadarnhad
protecting	trust	0.734	amddiffyn
reassurance	trust	0.734	sicrwydd
trustee	trust	0.734	ymddiriedolwr
supporter	trust	0.734	cefnogwr
respectful	trust	0.734	barchus
admirable	trust	0.734	clodwiw
fact	trust	0.727	ffaith
friendship	trust	0.727	cyfeillgarwch
partners	trust	0.727	yn derbyn
confidentially	trust	0.727	yn gyfrinachol
confident	trust	0.727	hyderus
equality	trust	0.727	Cydraddoldeb
alliance	trust	0.727	cynghrair
credential	trust	0.727	credadwy
believing	trust	0.727	yn credu
excellence	trust	0.727	rhagoriaeth
agreement	trust	0.727	cytundeb
closeness	trust	0.719	agosatrwydd
authenticate	trust	0.719	dilysu
virtuous	trust	0.719	rhinweddol
intelligence	trust	0.719	cudd-wybodaeth
kindred	trust	0.719	caredig
virtue	trust	0.719	rhinwedd
honored	trust	0.719	anrhydeddu
justice	trust	0.711	cyfiawnder
charitable	trust	0.711	elusennol
determination	trust	0.711	penderfyniad
creditable	trust	0.711	hybarch
consistency	trust	0.711	cysondeb
allegiance	trust	0.711	teyrngarwch
cooperation	trust	0.711	cydweithrediad
guarantee	trust	0.711	gwarant
dedication	trust	0.711	ymroddiad
straightforward	trust	0.711	syml
cooperating	trust	0.711	cydweithredu
reliable	trust	0.703	dibynadwy
nurture	trust	0.703	meithrin
mother	trust	0.703	mam
fulfilled	trust	0.703	cyflawni
admiration	trust	0.703	edmygedd
mentor	trust	0.703	mentor
guardianship	trust	0.703	gwarcheidiaeth
assurance	trust	0.703	sicrwydd
morality	trust	0.703	moesoldeb
motherhood	trust	0.703	mamolaeth
innocent	trust	0.703	diniwed
reverence	trust	0.703	parch
sanctuary	trust	0.703	noddfa
friendliness	trust	0.703	cyfeillgarwch
prepared	trust	0.703	parod
admire	trust	0.703	edmygu
protected	trust	0.703	gwarchodedig
proof	trust	0.703	prawf
bodyguard	trust	0.695	gwarchodwr corff
skillful	trust	0.695	medrus
marriage	trust	0.695	priodas
allied	trust	0.695	cynghreiriol
morals	trust	0.695	moesau
humanitarian	trust	0.695	dyngarol
pact	trust	0.695	cytundeb
courage	trust	0.695	dewrder
accountable	trust	0.695	atebol
agreeable	trust	0.695	yn gytun
united	trust	0.695	unedig
indestructible	trust	0.695	annistrywiol
approving	trust	0.695	cymeradwyo
guardian	trust	0.695	gwarcheidwad
compassionate	trust	0.695	trugarog
scientist	trust	0.695	gwyddonydd
certified	trust	0.695	ardystiedig
pledge	trust	0.688	adduned
adviser	trust	0.688	cynghorwr
authenticity	trust	0.688	dilysrwydd
understanding	trust	0.688	deall
secure	trust	0.688	diogel
guidance	trust	0.688	arweiniad
monogamy	trust	0.688	monogami
valor	trust	0.688	dewrder
solidity	trust	0.688	cadernid
perfection	trust	0.688	perffeithrwydd
believed	trust	0.688	credu
humanity	trust	0.688	dynoliaeth
justifiable	trust	0.688	cyfiawnadwy
competent	trust	0.688	cymwys
esteem	trust	0.688	parch
protector	trust	0.680	amddiffynnydd
inspire	trust	0.680	ysbrydoli
hope	trust	0.680	gobaith
strongest	trust	0.680	partneriaid
expertise	trust	0.680	arbenigedd
humble	trust	0.680	gostyngedig
indivisible	trust	0.680	anwahanadwy
official	trust	0.680	swyddogol
affirm	trust	0.680	cadarnhau
familiarity	trust	0.680	cynefindra
confirmed	trust	0.680	cadarnhau
diligence	trust	0.680	diwydrwydd
grandfather	trust	0.680	taid
advocacy	trust	0.680	eiriolaeth
goodness	trust	0.680	daioni
commendable	trust	0.680	clodwiw
acceptance	trust	0.680	derbyniad
diplomatic	trust	0.680	diplomyddol
leader	trust	0.680	arweinydd
confide	trust	0.680	ymddiried
agreeing	trust	0.680	cytuno
approve	trust	0.680	cymeradwyo
professional	trust	0.680	proffesiynol
elders	trust	0.680	blaenoriaid
confidential	trust	0.680	gyfrinachol
faultless	trust	0.672	di-fai
believes	trust	0.672	derbyn
sanctify	trust	0.672	sancteiddio
intelligent	trust	0.672	deallus
safe	trust	0.672	diogel
accepted	trust	0.672	cryfaf
dignity	trust	0.672	urddas
unwavering	trust	0.672	diwyro
encyclopedia	trust	0.672	gwyddoniadur
mastery	trust	0.672	meistrolaeth
cohesive	trust	0.672	cydlynol
harmoniously	trust	0.672	yn gytun
benevolence	trust	0.672	cymwynasgarwch
healing	trust	0.672	iachau
accredited	trust	0.672	achrededig
covenant	trust	0.672	cyfamod
accountability	trust	0.664	atebolrwydd
team	trust	0.664	tîm
authority	trust	0.664	awdurdod
heroic	trust	0.664	arwrol
reliance	trust	0.664	dibyniaeth
expert	trust	0.664	arbenigwr
communicate	trust	0.664	cyfathrebu
spiritual	trust	0.664	ysbrydol
impeccable	trust	0.664	impeccable
specialist	trust	0.664	arbenigol
affirmatively	trust	0.664	yn gadarnhaol
proficient	trust	0.664	hyfedr
fulfillment	trust	0.664	cyflawniad
advocate	trust	0.664	eiriolwr
disciple	trust	0.664	disgybl
attestation	trust	0.664	ardystiad
merit	trust	0.664	teilyngdod
supporting	trust	0.664	cefnogi
ambassador	trust	0.664	llysgennad
guidebook	trust	0.664	tywyslyfr
accept	trust	0.664	derbyn
strengthening	trust	0.661	cryfhau
holiness	trust	0.656	sancteiddrwydd
facts	trust	0.656	ffeithiau
warranty	trust	0.656	gwarant
strength	trust	0.656	nerth
relationship	trust	0.656	perthynas
defended	trust	0.656	amddiffynedig
constancy	trust	0.656	cysoni
favorable	trust	0.656	ffafriol
gentleman	trust	0.656	boneddwr
counsel	trust	0.656	cynghor
scientific	trust	0.656	gwyddonol
structure	trust	0.656	strwythur
elder	trust	0.656	blaenor
excellent	trust	0.656	rhagorol
achieve	trust	0.656	cyflawni
steadfast	trust	0.656	diysgog
familiar	trust	0.656	cyfarwydd
proficiency	trust	0.656	hyfedredd
supports	trust	0.656	yn credu
counselor	trust	0.648	cynghorwr
lovable	trust	0.648	hoffus
advisable	trust	0.648	doeth
agreed	trust	0.648	cytuno
heroism	trust	0.648	arwriaeth
rely	trust	0.648	dibynnu
uphold	trust	0.648	cynnal
brother	trust	0.648	brawd
matrimony	trust	0.648	priodas
assuredly	trust	0.648	yn sicr
peaceful	trust	0.648	heddychol
saint	trust	0.648	sant
unconditionally	trust	0.648	yn derbyn
solidarity	trust	0.648	undod
accepts	trust	0.648	cefnogi
inspiration	trust	0.648	ysbrydoliaeth
noble	trust	0.648	bonheddig
successful	trust	0.648	llwyddiannus
harmony	trust	0.648	cytgord
protective	trust	0.648	amddiffynnol
competency	trust	0.648	cymhwysedd
comrade	trust	0.648	cymrawd
academic	trust	0.648	academaidd
assist	trust	0.648	cynorthwyo
worthy	trust	0.643	teilwng
benefactor	trust	0.641	cymwynaswr
credence	trust	0.641	hygrededd
confidence	trust	0.641	hyder
relationships	trust	0.641	yn ddiamod
ordained	trust	0.641	ordeiniedig
legal	trust	0.641	cyfreithiol
champion	trust	0.641	pencampwr
lawful	trust	0.641	cyfreithlon
durability	trust	0.641	gwydnwch
judiciary	trust	0.641	farnwriaeth
doctor	trust	0.641	meddyg
loving	trust	0.641	cariadus
assure	trust	0.641	sicrhau
establish	trust	0.641	sefydlu
mamma	trust	0.641	mama
kind	trust	0.641	caredig
unity	trust	0.641	undod
conscientious	trust	0.641	cydwybodol
real	trust	0.641	go iawn
coexist	trust	0.641	cydfodoli
leading	trust	0.641	arwain
teacher	trust	0.641	athro
intimate	trust	0.634	agos-atoch
brotherly	trust	0.633	brawdol
physician	trust	0.633	meddyg
judicial	trust	0.633	barnwrol
saintly	trust	0.633	santaidd
aspiration	trust	0.633	dyhead
conscience	trust	0.633	cydwybod
therapeutic	trust	0.633	therapiwtig
fidelity	trust	0.633	ffyddlondeb
soundness	trust	0.633	cadernid
important	trust	0.633	pwysig
homage	trust	0.633	gwrogaeth
legitimacy	trust	0.633	cyfreithlondeb
fortitude	trust	0.633	nerth
deepest	trust	0.633	perthnasau
approved	trust	0.633	cymeradwy
courageous	trust	0.633	gwrol
devotional	trust	0.633	defosiynol
endorse	trust	0.633	cymeradwyo
backbone	trust	0.633	asgwrn cefn
authorize	trust	0.633	awdurdodi
practiced	trust	0.633	ymarfer
sanctification	trust	0.633	sancteiddhad
hopeful	trust	0.633	gobeithiol
convincing	trust	0.633	argyhoeddiadol
bless	trust	0.633	bendith
angel	trust	0.625	angel
authorization	trust	0.625	awdurdodiad
assured	trust	0.625	sicr
purify	trust	0.625	puro
caretaker	trust	0.625	gofalwr
regard	trust	0.625	ystyried
profound	trust	0.625	dwys
achievement	trust	0.625	cyflawniad
evident	trust	0.625	amlwg
positivity	trust	0.625	positifrwydd
communication	trust	0.625	cyfathrebu
professorship	trust	0.625	proffes
blessing	trust	0.625	bendith
beliefs	trust	0.625	dyfnaf
encourage	trust	0.625	annog
fireman	trust	0.625	dyn tân
majestic	trust	0.625	mawreddog
civilized	trust	0.625	gwaraidd
certify	trust	0.625	ardystio
wonderful	trust	0.625	bendigedig
engaged	trust	0.625	dyweddi
accurate	trust	0.625	gywir
approvement	trust	0.617	cymeradwyaeth
optimism	trust	0.617	optimistiaeth
planning	trust	0.617	cynllunio
believer	trust	0.617	credadyn
advice	trust	0.617	cyngor
commend	trust	0.617	cymeradwyo
gospel	trust	0.617	efengyl
objective	trust	0.617	amcan
rational	trust	0.617	rhesymegol
cherish	trust	0.617	coleddu
constantly	trust	0.617	yn gyson
haven	trust	0.617	hafan
fundamental	trust	0.617	sylfaenol
bedrock	trust	0.617	creigwely
accord	trust	0.617	cytuno
triumphant	trust	0.617	buddugoliaethus
surety	trust	0.617	meichiau
testament	trust	0.617	destament
absolution	trust	0.617	gollyngdod
truce	trust	0.617	cadoediad
reassure	trust	0.617	tawelu meddwl
appreciation	trust	0.617	gwerthfawrogiad
qualities	trust	0.617	rhinweddau
passionate	trust	0.617	angerddol
good	trust	0.617	dda
unimpeachable	trust	0.617	annhymig
corroborate	trust	0.617	cadarnhau
thoughtful	trust	0.617	meddylgar
heroine	trust	0.617	arwres
teach	trust	0.617	addysgu
god	trust	0.617	duw
attentive	trust	0.617	astud
scripture	trust	0.609	ysgrythur
civilization	trust	0.609	gwareiddiad
magnificence	trust	0.609	gwychder
recommend	trust	0.609	argymell
progression	trust	0.609	dilyniant
steward	trust	0.609	stiward
purification	trust	0.609	puro
patron	trust	0.609	noddwr
praiseworthy	trust	0.609	canmoladwy
heal	trust	0.609	iachau
considerate	trust	0.609	ystyriol
blessings	trust	0.609	bendithion
mediator	trust	0.609	cyfryngwr
babysitter	trust	0.609	gwarchodwr
notary	trust	0.609	notari
awareness	trust	0.609	ymwybyddiaeth
vetted	trust	0.609	credoau
excel	trust	0.609	rhagori
happy	trust	0.609	hapus
praise	trust	0.609	mawl
brilliant	trust	0.609	gwych
liking	trust	0.609	hoffi
definitive	trust	0.609	diffiniol
comfort	trust	0.609	cysur
officer	trust	0.609	swyddog
peace	trust	0.602	heddwch
serenity	trust	0.602	tangnefedd
unquestionable	trust	0.602	diamheuol
embrace	trust	0.602	cofleidio
identify	trust	0.602	adnabod
inspired	trust	0.602	ysbrydoledig
steady	trust	0.602	cyson
nun	trust	0.602	lleian
guarded	trust	0.602	gwarchod
symmetry	trust	0.602	cymesuredd
mainstay	trust	0.602	prif gynheiliad
fulfill	trust	0.602	cyflawni
humility	trust	0.602	gostyngeiddrwydd
helpful	trust	0.602	cymwynasgar
transcendence	trust	0.602	trosgedd
unconditional	trust	0.602	diamod
brave	trust	0.602	dewr
brighten	trust	0.602	bywiogi
experienced	trust	0.602	profiadol
enlightenment	trust	0.602	goleuedigaeth
sympathetic	trust	0.602	cydymdeimladol
witness	trust	0.602	tyst
vigilant	trust	0.594	gwyliadwrus
ministry	trust	0.594	gweinidogaeth
admiral	trust	0.594	llyngesydd
vigilance	trust	0.594	gwyliadwriaeth
depend	trust	0.594	dibynnu
generosity	trust	0.594	haelioni
befriend	trust	0.594	cyfeillio
complimentary	trust	0.594	canmoliaethus
assessment	trust	0.594	asesu
fairly	trust	0.594	yn deg
enlighten	trust	0.594	goleuo
strengthen	trust	0.594	cryfhau
nurse	trust	0.594	nyrs
endowment	trust	0.594	gwaddol
visionary	trust	0.594	gweledigaethol
praised	trust	0.594	canmol
eminence	trust	0.594	goruchafiaeth
marry	trust	0.594	priodi
generous	trust	0.594	hael
gratitude	trust	0.594	diolchgarwch
sage	trust	0.594	saets
tranquility	trust	0.594	llonyddwch
openly	trust	0.594	yn agored
grant	trust	0.594	grant
spouse	trust	0.594	priod
philanthropic	trust	0.594	dyngarol
regent	trust	0.594	rhaglaw
substantiate	trust	0.594	cadarnhau
commendation	trust	0.594	canmoliaeth
council	trust	0.594	cyngor
efficient	trust	0.594	effeithlon
sweetheart	trust	0.589	cariad
bylaw	trust	0.586	is-ddeddf
magnificent	trust	0.586	godidog
designation	trust	0.586	dynodiad
godly	trust	0.586	duwiol
seniority	trust	0.586	hynafedd
conservation	trust	0.586	cadwraeth
educational	trust	0.586	addysgiadol
rooted	trust	0.586	gwreiddio
inheritance	trust	0.586	etifeddiaeth
diplomacy	trust	0.586	diplomyddiaeth
mate	trust	0.586	cymar
convince	trust	0.586	argyhoeddi
unfailing	trust	0.586	di-ffael
share	trust	0.586	rhannu
monk	trust	0.586	mynach
constitutional	trust	0.586	cyfansoddiadol
lovely	trust	0.586	hyfryd
compliance	trust	0.586	cydymffurfiad
attest	trust	0.586	tystio
victory	trust	0.586	buddugoliaeth
serene	trust	0.586	tangnefedd
checklist	trust	0.586	rhestr wirio
husbandry	trust	0.586	hwsmonaeth
enjoying	trust	0.586	yn mwynhau
revere	trust	0.586	parch
tribe	trust	0.586	llwyth
meritorious	trust	0.586	teilwng
joyful	trust	0.586	llawen
delegate	trust	0.586	dirprwy
helper	trust	0.586	helpwr
angelic	trust	0.586	angylaidd
ambition	trust	0.586	uchelgais
father	trust	0.586	tad
acclaim	trust	0.586	clod
testimony	trust	0.586	tystiolaeth
collectively	trust	0.586	ar y cyd
sobriety	trust	0.586	sobrwydd
prestige	trust	0.586	bri
firmness	trust	0.586	cadernid
structural	trust	0.578	strwythurol
impartiality	trust	0.578	didueddrwydd
navigator	trust	0.578	llywiwr
judge	trust	0.578	barnwr
shelter	trust	0.578	lloches
coexisting	trust	0.578	cydfodoli
unquestioned	trust	0.578	di-gwestiwn
careful	trust	0.578	ofalus
obey	trust	0.578	ufuddhau
professor	trust	0.578	athraw
convinced	trust	0.578	argyhoeddedig
communion	trust	0.578	cymun
cheerfulness	trust	0.578	sirioldeb
inviting	trust	0.578	gwahodd
irrefutable	trust	0.578	diwrthdro
commandant	trust	0.578	cadlywydd
smile	trust	0.578	gwenu
authoritative	trust	0.578	awdurdodol
philanthropist	trust	0.578	dyngarwr
legalized	trust	0.578	cyfreithloni
adore	trust	0.578	addoli
upright	trust	0.578	unionsyth
revival	trust	0.578	adfywiad
dutiful	trust	0.578	dyledus
watchdog	trust	0.578	corff gwarchod
apostle	trust	0.570	apostol
volunteers	trust	0.570	gwirfoddolwyr
immaculate	trust	0.570	ddihalog
adhering	trust	0.570	glynu
unquestionably	trust	0.570	yn ddiamau
advise	trust	0.570	cynghori
punctual	trust	0.570	prydlon
consult	trust	0.570	ymgynghori
ordinance	trust	0.570	ordinhad
complement	trust	0.570	ategu
modest	trust	0.570	cymedrol
everlasting	trust	0.570	tragywyddol
compass	trust	0.570	cwmpawd
heavenly	trust	0.570	nefol
determinate	trust	0.570	penderfynol
counsellor	trust	0.570	cynghorwr
abundance	trust	0.570	helaethrwydd
guide	trust	0.570	canllaw
earned	trust	0.570	fetio
pedigree	trust	0.570	achau
relative	trust	0.570	perthynas
principal	trust	0.570	prifathro
plausible	trust	0.570	credadwy
collaborator	trust	0.570	cydweithredwr
connective	trust	0.570	cysylltiol
corroboration	trust	0.570	cadarnhad
insure	trust	0.570	yswirio
pilot	trust	0.570	peilot
unequivocal	trust	0.570	diamwys
matron	trust	0.570	metron
cuddle	trust	0.570	cwtsh
measured	trust	0.570	mesuredig
fort	trust	0.562	caer
treasurer	trust	0.562	trysorydd
apostolic	trust	0.562	apostolaidd
save	trust	0.562	arbed
frankness	trust	0.562	didwylledd
insight	trust	0.562	mewnwelediad
admit	trust	0.562	cyfaddef
earn	trust	0.562	ennill
remarkable	trust	0.562	hynod
strong	trust	0.562	cryf
content	trust	0.562	cynnwys
vitality	trust	0.562	bywiogrwydd
prize	trust	0.562	gwobr
vigorous	trust	0.562	egnïol
congregation	trust	0.562	cynulleidfa
uplift	trust	0.562	ymgodiad
spotless	trust	0.562	di-fanwl
devout	trust	0.562	selog
soothing	trust	0.562	lleddfol
miracle	trust	0.562	gwyrth
cohesion	trust	0.562	cydlyniad
lovemaking	trust	0.562	gwneud cariad
curable	trust	0.562	curadwy
pleasant	trust	0.562	dymunol
jury	trust	0.562	rheithgor
pertinent	trust	0.562	perthnasol
succeeding	trust	0.562	yn llwyddo
concordance	trust	0.562	cydgordiad
jurist	trust	0.562	cyfreithiwr
applaud	trust	0.562	cymeradwyo
ordination	trust	0.562	ordeiniad
compensate	trust	0.562	digolledu
patience	trust	0.555	amynedd
mediate	trust	0.555	cyfryngu
coach	trust	0.555	hyfforddwr
illumination	trust	0.555	goleu
cultivate	trust	0.555	meithrin
providing	trust	0.555	darparu
precedence	trust	0.555	blaenoriaeth
exalt	trust	0.555	gorfoledd
succeed	trust	0.555	llwyddo
inclusion	trust	0.555	cynhwysiad
meditate	trust	0.555	myfyrio
coalesce	trust	0.555	cyfuno
betrothed	trust	0.555	dyweddi
midwife	trust	0.555	bydwraig
veteran	trust	0.555	cynfilwr
destined	trust	0.555	tynghedu
auditor	trust	0.555	archwiliwr
privacy	trust	0.555	preifatrwydd
restorative	trust	0.555	adferol
influential	trust	0.555	dylanwadol
impartial	trust	0.555	ddiduedd
discretion	trust	0.555	disgresiwn
foresight	trust	0.555	rhagwelediad
congruence	trust	0.555	cyfathiant
worship	trust	0.555	addoliad
constant	trust	0.555	cyson
reunion	trust	0.555	aduniad
intuition	trust	0.555	greddf
reconciliation	trust	0.555	cymod
ambulance	trust	0.555	ambiwlans
defender	trust	0.555	amddiffynnwr
greatness	trust	0.555	mawredd
