English Word	Emotion	Emotion-Intensity-Score	Samoan Word
shrink	sadness	0.295	fa'aitiiti
shiver	sadness	0.291	tetete
constraint	sadness	0.288	taofiofiga
unimportant	sadness	0.288	le taua
tramp	sadness	0.288	tu'uvalea
rubble	sadness	0.282	lapisi
down	sadness	0.281	lalo
taint	sadness	0.281	pisia
flop	sadness	0.281	fa'aletonu
wearily	sadness	0.281	vaivai
overdue	sadness	0.281	tuai
excluding	sadness	0.281	lē aofia ai
confession	sadness	0.281	ta'uta'u atu
grey	sadness	0.281	lanu efuefu
senseless	sadness	0.281	valea
unseat	sadness	0.281	to'esea
remove	sadness	0.281	aveese
revoke	sadness	0.281	soloia
shortage	sadness	0.281	le lava
apathy	sadness	0.281	le fa'alogo
adverse	sadness	0.281	leaga
negro	sadness	0.281	negro
timid	sadness	0.281	matamuli
flinch	sadness	0.281	fa'afefe
scrapie	sadness	0.281	scrapie
grumpy	sadness	0.281	itaita
knell	sadness	0.275	tootuli
throb	sadness	0.273	tatagi
confusion	sadness	0.273	fenumiai
soldier	sadness	0.273	fitafita
jurisprudence	sadness	0.273	tulafono
humbled	sadness	0.273	faamaulalo
gray	sadness	0.269	lanu efuefu
lax	sadness	0.266	vaivai
mixedemotions	sadness	0.266	fefiloi lagona
obstacle	sadness	0.266	fa'alavelave
slur	sadness	0.266	fa'alumaluma
unrealistic	sadness	0.266	le talafeagai
drifted	sadness	0.266	tafetafea
leaving	sadness	0.266	alu ese
shack	sadness	0.266	faleo'o
eternity	sadness	0.266	faavavau
remiss	sadness	0.266	fa'amagalo
inconvenient	sadness	0.263	le talafeagai
restrict	sadness	0.259	fa'atapula'aina
misrepresentation	sadness	0.259	fa'amatalaga sese
stagnant	sadness	0.259	fa'aletonu
disservice	sadness	0.258	fa'aleagaina
wilderness	sadness	0.255	vao
nosun	sadness	0.255	nosun
backwater	sadness	0.255	vai i tua
tempest	sadness	0.250	afa
pine	sadness	0.250	paina
humbug	sadness	0.250	humbug
bang	sadness	0.250	pa
speculation	sadness	0.250	taumatematega
labored	sadness	0.250	galue
incomplete	sadness	0.250	le atoatoa
gullible	sadness	0.250	faa'ole'ole
undying	sadness	0.250	le oti
anchorage	sadness	0.250	taula
unexplained	sadness	0.250	le faamatalaina
error	sadness	0.250	sese
wasteful	sadness	0.250	maumau
communism	sadness	0.250	faiga faa-Komunisi
uneducated	sadness	0.250	lē a‘oa‘oina
melodrama	sadness	0.242	melodrama
demonstrative	sadness	0.242	fa'aali
rainyday	sadness	0.242	aso timuga
necessity	sadness	0.236	tatau
boredom	sadness	0.235	le fiafia
foggy	sadness	0.234	puao
sentence	sadness	0.234	faasalaga
misty	sadness	0.234	puao
cancel	sadness	0.234	fa'aleaogaina
void	sadness	0.234	gaogao
cloudy	sadness	0.234	puaoa
blockade	sadness	0.234	poloka poloka
pale	sadness	0.234	sesega
trash	sadness	0.234	lapisi
uninteresting	sadness	0.234	le fiafia
hollow	sadness	0.234	'ō'ō
healing	sadness	0.234	faamalologa
depart	sadness	0.234	alu ese
burke	sadness	0.234	burke
warp	sadness	0.234	tui
case	sadness	0.228	mataupu
rainy	sadness	0.227	timuga
uninterested	sadness	0.223	le fiafia
onerous	sadness	0.223	mamafatu
bottom	sadness	0.223	pito i lalo
fasting	sadness	0.220	anapogi
boooo	sadness	0.219	boooo
dole	sadness	0.219	totogi
pious	sadness	0.219	amioatua
indifference	sadness	0.219	fa'atauva'a
coping	sadness	0.219	taulimaina
discolored	sadness	0.219	felanulanua'i
thirst	sadness	0.219	fia inu
blunder	sadness	0.219	sese
cocaine	sadness	0.218	cocaine
tough	sadness	0.212	faigata
revolution	sadness	0.203	fouvalega
hoary	sadness	0.203	enaena
chilly	sadness	0.203	malulu
sluggish	sadness	0.203	paie
yucky	sadness	0.203	yucky
fat	sadness	0.203	ga'o
lower	sadness	0.203	maualalo
sprain	sadness	0.203	tui
chargeable	sadness	0.203	totogi
arid	sadness	0.203	matutu
wanting	sadness	0.202	manao
progression	sadness	0.201	alualu i luma
closure	sadness	0.195	tapunia
unbeaten	sadness	0.193	le faiaina
rack	sadness	0.188	fata
halter	sadness	0.188	tofa
rumor	sadness	0.188	talatala
tease	sadness	0.188	taufaalili
invalid	sadness	0.188	le aoga
cataract	sadness	0.188	fa'amata'u
meh	sadness	0.188	meh
heartfelt	sadness	0.188	mai le loto
retirement	sadness	0.188	litaea
splitting	sadness	0.188	vaeluaga
interrupted	sadness	0.188	fa'alavelave
oddity	sadness	0.188	uiga ese
cold	sadness	0.188	malulu
veal	sadness	0.188	veal
concerned	sadness	0.184	popole
sarcasm	sadness	0.181	tauemu
strip	sadness	0.179	fasi
divided	sadness	0.172	vaeluaina
feeling	sadness	0.172	lagona
overload	sadness	0.172	mamafa tele
sap	sadness	0.172	sua
memories	sadness	0.172	manatuaga
esteem	sadness	0.172	fa'aaloalo
cupping	sadness	0.172	ipu
eschew	sadness	0.172	alo ese
destination	sadness	0.170	taunuuga
nosnow	sadness	0.169	neiona
limited	sadness	0.167	faatapulaa
rain	sadness	0.163	timuga
willful	sadness	0.160	ma le loto i ai
untitled	sadness	0.157	le fa'aigoaina
stint	sadness	0.156	fa'atonuga
cross	sadness	0.156	satauro
weeds	sadness	0.156	vao
pare	sadness	0.155	pare
snort	sadness	0.154	manava
procession	sadness	0.152	solo
inconsequential	sadness	0.152	lē taualoa
tax	sadness	0.142	lafoga
emo	sadness	0.141	emo
tolerate	sadness	0.141	faapalepale
mug	sadness	0.141	ipu
overpriced	sadness	0.141	taugata tele
weight	sadness	0.141	mamafa
touchy	sadness	0.140	pa'i
kennel	sadness	0.130	fale povi
grounded	sadness	0.130	fa'avae
unpaid	sadness	0.125	le totogia
socialist	sadness	0.125	fa'aagafesootai
meek	sadness	0.125	agamalu
clouds	sadness	0.125	ao
margin	sadness	0.125	pito
theocratic	sadness	0.125	faatiokarate
stillness	sadness	0.125	filemu
sisterhood	sadness	0.125	usoga
terrific	sadness	0.125	mata'utia
commemorate	sadness	0.125	faamanatu
late	sadness	0.125	tuai
default	sadness	0.121	faaletonu
lace	sadness	0.118	lane
unpublished	sadness	0.116	e le'i fa'asalalauina
interested	sadness	0.114	fiafia
fortress	sadness	0.110	olo
lush	sadness	0.109	lauolaola
harry	sadness	0.109	harry
ultimate	sadness	0.109	silisili
priesthood	sadness	0.109	perisitua
orchestra	sadness	0.109	faaili
rating	sadness	0.109	fua fa'atatau
fleece	sadness	0.109	fulufulu mamoe
sanctify	sadness	0.108	faapaia
income	sadness	0.100	tupe maua
winning	sadness	0.094	manumalo
boo	sadness	0.094	boo
quiet	sadness	0.094	filemu
sonnet	sadness	0.094	soneta
vainly	sadness	0.091	fua
hug	sadness	0.078	fusi
opera	sadness	0.078	opera
humble	sadness	0.078	loto maulalo
hut	sadness	0.078	faleoo
ovation	sadness	0.078	patipati
wet	sadness	0.078	susu
motivating	sadness	0.078	fa'aosofia
treat	sadness	0.076	togafiti
hymn	sadness	0.064	viiga
honest	sadness	0.062	faamaoni
relics	sadness	0.061	toega
couch	sadness	0.060	moega
waffle	sadness	0.047	wafeli
shell	sadness	0.045	atigi
musical	sadness	0.045	faamusika
savor	sadness	0.034	tofo
napkin	sadness	0.031	solosolo
vote	sadness	0.031	palota
sing	sadness	0.017	pese
mother	sadness	0.016	tina
music	sadness	0.016	musika
nutritious	sadness	0.015	mea'ai
lovely	sadness	0.009	matagofie
sweetheart	sadness	0.000	manamea
romance	sadness	0.000	alofaga
liquor	sadness	0.000	ava malosi
art	sadness	0.000	faatufugaga
surprise	surprise	0.930	ofo
explode	surprise	0.906	pa
flabbergast	surprise	0.906	fa'anoanoa
explosion	surprise	0.898	pa
ambush	surprise	0.883	osofa'i
explosive	surprise	0.883	mea pāpā
eruption	surprise	0.883	pa
surprisingly	surprise	0.875	e ofo ai
startle	surprise	0.875	faate'ia
shockingly	surprise	0.875	fa'ate'ia
frighten	surprise	0.875	fa'afefe
surprised	surprise	0.867	ofo
frightened	surprise	0.867	fefe
surprising	surprise	0.867	ofo
outburst	surprise	0.859	osooso
thrilling	surprise	0.859	faagaeetia
miracle	surprise	0.859	vavega
blast	surprise	0.852	pa
astonishingly	surprise	0.852	ma le ofo tele
alarm	surprise	0.852	fa'ailo
shock	surprise	0.844	te'i
thunderstruck	surprise	0.844	faititili
jolt	surprise	0.844	te'i
dazzle	surprise	0.836	mata'utia
bang	surprise	0.836	pa
catastrophe	surprise	0.836	mala
fright	surprise	0.836	fefe
unexpectedly	surprise	0.836	fa'afuase'i
startling	surprise	0.828	fa'ate'ia
suddenly	surprise	0.828	fa'afuase'i
emergency	surprise	0.828	fa'alavelave
bewilderment	surprise	0.828	fememea'i
stunned	surprise	0.820	te'i
astound	surprise	0.820	ofo
jackpot	surprise	0.812	jackpot
earthquake	surprise	0.812	mafuie
disaster	surprise	0.812	mala
astonishment	surprise	0.805	ofo
climax	surprise	0.805	tumutumuga
aghast	surprise	0.805	te'i
astonish	surprise	0.805	ofo
scare	surprise	0.797	fa'afefe
awestruck	surprise	0.797	maofa
erupt	surprise	0.789	pa
bomb	surprise	0.789	pomu
exclaim	surprise	0.789	alalaga
amazement	surprise	0.781	ofo
abduction	surprise	0.773	ave faamalosi
alarming	surprise	0.773	mata'utia
detonate	surprise	0.773	pa
raid	surprise	0.773	osofa'iga
miraculous	surprise	0.773	faavavega
invade	surprise	0.773	osofa'i
kidnap	surprise	0.766	ave faamalosi
unpredictable	surprise	0.758	le taumateina
stupefy	surprise	0.758	fa'afefe
dumfound	surprise	0.758	fa'anoanoa
overwhelming	surprise	0.758	lofituina
erratic	surprise	0.750	fa'aletonu
unimaginable	surprise	0.750	lē mafaufauina
accident	surprise	0.750	fa'alavelave
outrageous	surprise	0.750	mata'utia
horror	surprise	0.742	mata'utia
amaze	surprise	0.742	ofo
blitz	surprise	0.742	fa'alavelave
bewilder	surprise	0.742	fememea'i
flinch	surprise	0.742	fa'afefe
petrify	surprise	0.742	fa'afu
wreck	surprise	0.742	malepelepe
slaughter	surprise	0.742	fasia
frenetic	surprise	0.734	fa'anoanoa
crash	surprise	0.734	fa'alavelave
frantic	surprise	0.734	vevesi
stupefaction	surprise	0.734	fa'anoanoa
excitement	surprise	0.734	fiafiaga
riotous	surprise	0.727	vevesi
outcry	surprise	0.727	tagi
vanished	surprise	0.727	ua mou atu
moonstruck	surprise	0.727	le masina
sudden	surprise	0.727	fa'afuase'i
awe	surprise	0.719	maofa
scream	surprise	0.719	ee
breathless	surprise	0.719	le manava
sabotage	surprise	0.719	sabotage
shriek	surprise	0.719	'e'ē
unanticipated	surprise	0.719	lē mafaufauina
bewildered	surprise	0.719	fememea'i
manslaughter	surprise	0.719	fasioti tagata
amazedness	surprise	0.719	ofo
rupture	surprise	0.719	malepelepe
unexpected	surprise	0.711	fa'afuase'i
electrify	surprise	0.711	faaeletise
uncontrollable	surprise	0.711	le pulea
shot	surprise	0.711	fana
avalanche	surprise	0.711	avalange
gasp	surprise	0.711	mapu
stun	surprise	0.711	ma'i
slam	surprise	0.703	slam
abrupt	surprise	0.703	fa'afuase'i
intruder	surprise	0.703	fa'alavelave
unforeseen	surprise	0.703	fa'afuase'i
suspense	surprise	0.703	masalosaloga
devastation	surprise	0.703	faatafunaga
surge	surprise	0.703	si'itia
excite	surprise	0.695	fa'aoso
dumfounder	surprise	0.695	fa'atauva'a
yell	surprise	0.695	ee
unprecedented	surprise	0.695	e le'i tupu muamua
strike	surprise	0.695	taia
volatility	surprise	0.695	volatility
urgent	surprise	0.695	fa'anatinati
stab	surprise	0.695	tui
disturbance	surprise	0.688	fa'alavelave
carnage	surprise	0.688	fasiotiga tagata
incredible	surprise	0.688	ofoofogia
spectacular	surprise	0.688	mata'ina
thrill	surprise	0.680	fiafia
recklessness	surprise	0.680	faatamala
clamor	surprise	0.680	tagi
monstrous	surprise	0.680	mata'utia
slap	surprise	0.680	pati
inexplicable	surprise	0.672	e le mafaamatalaina
terrorist	surprise	0.672	tagata faatupu faalavelave
exciting	surprise	0.672	fiafia
accidental	surprise	0.672	fa'afuase'i
accidentally	surprise	0.672	fa'afuase'i
striking	surprise	0.672	mata'ina
captivate	surprise	0.672	faatosina
exhilaration	surprise	0.672	fa'afiafiaga
topple	surprise	0.664	soloia
dire	surprise	0.664	mata'utia
revolution	surprise	0.664	fouvalega
volcano	surprise	0.664	maugamu
freakish	surprise	0.664	fa'afefe
revolt	surprise	0.656	fouvale
bloodshed	surprise	0.656	faamasaa toto
sneak	surprise	0.656	sola
unspeakable	surprise	0.656	e le mafaamatalaina
incendiary	surprise	0.656	fa'amumu
epidemic	surprise	0.648	fa'ama'i pipisi i se atunu'u
violent	surprise	0.648	sauā
disruption	surprise	0.648	fa'alavelave
amazingly	surprise	0.648	ofoofogia
mutiny	surprise	0.648	fouvalega
spellbound	surprise	0.648	maofa
cyclone	surprise	0.648	afa
unsuspecting	surprise	0.648	le masalosalo
attacking	surprise	0.648	osofa'i
unintended	surprise	0.648	e lei faamoemoeina
shout	surprise	0.641	alaga
indescribable	surprise	0.641	e le mafaamatalaina
tumult	surprise	0.641	vevesi
improvisation	surprise	0.641	fa'alelei
wildfire	surprise	0.641	afi afi
excitation	surprise	0.641	fiafiaga
screech	surprise	0.641	ee
enthusiasm	surprise	0.641	naunautaiga
uncertain	surprise	0.633	le mautinoa
plunder	surprise	0.633	faomea
gape	surprise	0.633	gape
treachery	surprise	0.633	fa'a'ole'ole
agape	surprise	0.633	agape
anomaly	surprise	0.633	fa'aletonu
presto	surprise	0.633	presto
apparition	surprise	0.633	fa'aaliga
wonderment	surprise	0.625	ofo
slaughtering	surprise	0.625	fasia
trick	surprise	0.625	togafiti
mystery	surprise	0.625	mealilo
murderous	surprise	0.625	fasioti tagata
distress	surprise	0.625	puapuaga
sorcery	surprise	0.625	fa'ataulāitu
excited	surprise	0.625	fiafia
tempest	surprise	0.625	afa
urgency	surprise	0.625	faanatinati
inimaginable	surprise	0.617	lē mafaufauina
intrusive	surprise	0.617	fa'alavelave
quickness	surprise	0.617	vave
intense	surprise	0.617	malosi
trickery	surprise	0.617	togafiti
vanish	surprise	0.617	mou atu
prank	surprise	0.617	tala taufaaleaga
murder	surprise	0.617	fasioti tagata
thief	surprise	0.609	gaoi
blindfold	surprise	0.609	fusi mata
unstable	surprise	0.609	le mautu
strangle	surprise	0.609	titina
coup	surprise	0.609	osofa'iga
magical	surprise	0.609	fa'ataulāitu
shatter	surprise	0.609	malepelepe
splash	surprise	0.609	sausau
stupor	surprise	0.602	vale
inconceivable	surprise	0.602	e le mafaufauina
betray	surprise	0.602	faalataina
defy	surprise	0.602	tetee
jubilee	surprise	0.602	iupeli
assail	surprise	0.602	osofa'i
deluge	surprise	0.602	lologa
tackle	surprise	0.602	fai
monstrosity	surprise	0.594	mata'utia
lightning	surprise	0.594	uila
stupendous	surprise	0.594	ofoofogia
shrill	surprise	0.594	fa'agogo
mishap	surprise	0.594	fa'alavelave
alerts	surprise	0.594	mataala
mysterious	surprise	0.586	lilo
randomly	surprise	0.586	fa'afuase'i
wild	surprise	0.586	vao
deceit	surprise	0.586	fa'a'ole'ole
bonus	surprise	0.586	ponesi
pitfall	surprise	0.586	mailei
uncanny	surprise	0.586	uiga ese
wondrous	surprise	0.586	ofoofogia
premature	surprise	0.578	vave
stagger	surprise	0.578	tautevateva
rejoicing	surprise	0.578	olioli
godsend	surprise	0.578	alofa atua
jubilant	surprise	0.578	fiafia
electric	surprise	0.578	eletise
raving	surprise	0.578	gugutu
bizarre	surprise	0.578	uiga ese
death	surprise	0.578	oti
fluke	surprise	0.578	fua
oddity	surprise	0.578	uiga ese
dynamic	surprise	0.570	malosi
dismay	surprise	0.570	fa'anoanoa
revenge	surprise	0.570	tauimasui
nefarious	surprise	0.562	leaga
fascinate	surprise	0.562	mata'ina
jerk	surprise	0.562	ma'i
ecstatic	surprise	0.562	fiafia
reward	surprise	0.562	taui
uncover	surprise	0.562	tatala le ufiufi
reappear	surprise	0.562	toe aliali mai
zany	surprise	0.555	zany
whim	surprise	0.555	tu'inanau
thaumaturgy	surprise	0.555	taumaturgy
conjure	surprise	0.555	fa'apea
crescendo	surprise	0.555	crescendo
rescue	surprise	0.547	laveai
daze	surprise	0.547	vale
heroism	surprise	0.547	lototoa
illuminate	surprise	0.547	fa'amalamalama
winner	surprise	0.547	manumalo
ejaculation	surprise	0.547	ejaculation
thwart	surprise	0.547	fa'alavelave
rarity	surprise	0.547	seasea
unbridled	surprise	0.547	lē taofiofia
tantalizing	surprise	0.547	fa'alili
punch	surprise	0.539	tu'i
cheer	surprise	0.539	fiafia
treason	surprise	0.539	faalata
violation	surprise	0.539	soliga
celebration	surprise	0.539	fa'amanatuga
illusion	surprise	0.539	fa'afoliga
marvel	surprise	0.539	ofo
lucky	surprise	0.539	laki
lunge	surprise	0.539	tu'u
interrupt	surprise	0.539	fa'alavelave
insult	surprise	0.539	fa'alumaluma
concealed	surprise	0.531	natia
snag	surprise	0.531	mailei
sensation	surprise	0.531	lagona
banger	surprise	0.531	po'o
fearfully	surprise	0.531	ma le fefe
affront	surprise	0.531	faalumaina
jest	surprise	0.531	tausuaga
undiscovered	surprise	0.523	e le'i maua
liberate	surprise	0.523	faasaoloto
veer	surprise	0.523	liliu
abandonment	surprise	0.523	tuulafoaiina
immediacy	surprise	0.523	vave
improvise	surprise	0.523	fa'alelei
victimized	surprise	0.523	fa'aleagaina
scorpion	surprise	0.523	akarava
majestic	surprise	0.523	mamalu
wonder	surprise	0.523	ofo
rejoice	surprise	0.523	olioli
tickle	surprise	0.516	togi
chance	surprise	0.516	avanoa
yelp	surprise	0.516	ee
howl	surprise	0.516	uiō
stealthily	surprise	0.516	faalilolilo
unintentionally	surprise	0.508	ma le le iloa
magnificent	surprise	0.508	matagofie
reflex	surprise	0.508	fa'afoliga
garish	surprise	0.508	tausaafia
transcendence	surprise	0.508	fa'asilisili
rave	surprise	0.508	fa'afefe
luck	surprise	0.508	laki
swerve	surprise	0.508	liliu ese
pop	surprise	0.508	pop
enliven	surprise	0.500	faaolaola
slayer	surprise	0.500	fasioti tagata
remarkable	surprise	0.500	ofoofogia
infrequent	surprise	0.500	e seasea
pang	surprise	0.500	pang
erotic	surprise	0.500	fa'afeusuaiga
misbehavior	surprise	0.500	amio leaga
diversion	surprise	0.500	fa'aliliuga
heroic	surprise	0.500	lototoa
alertness	surprise	0.500	mataala
marvelous	surprise	0.500	ofoofogia
fainting	surprise	0.500	matapogia
embarrassment	surprise	0.500	maasiasi
nab	surprise	0.492	nab
birthday	surprise	0.492	aso fanau
camouflage	surprise	0.492	fa'afoliga
unutterable	surprise	0.492	e le mafai ona faamatalaina
chimera	surprise	0.492	chimera
trump	surprise	0.492	pu
decoy	surprise	0.492	togafiti
infarct	surprise	0.492	afaina
greatness	surprise	0.492	silisiliese
exigent	surprise	0.492	mana'omia
prick	surprise	0.484	tui
variable	surprise	0.484	fesuia'i
curiosity	surprise	0.484	fiailoa
daemon	surprise	0.484	temoni
inexpressible	surprise	0.484	e le mafaamatalaina
magician	surprise	0.484	taulāitu
underestimate	surprise	0.484	manatu faatauvaa
fanfare	surprise	0.484	fa'afiafiaga
horde	surprise	0.484	fa'apotopotoga
zeal	surprise	0.484	ma'elega
incident	surprise	0.477	fa'alavelave
illumination	surprise	0.477	fa'amalamalamaga
chicane	surprise	0.477	chicane
sneeze	surprise	0.477	mafatua
subversive	surprise	0.477	fa'aleaga
gawk	surprise	0.477	gawk
fortune	surprise	0.477	manuia
strange	surprise	0.477	uiga ese
dreadfully	surprise	0.477	mata'utia
unguarded	surprise	0.477	le leoleoina
prowl	surprise	0.469	feosofi
reversal	surprise	0.469	liliu
wizard	surprise	0.469	taulaitu
rapid	surprise	0.469	vave
leery	surprise	0.469	fa'atauva'a
break	surprise	0.461	malepe
slip	surprise	0.461	see
divergent	surprise	0.461	'ese'ese
hilarious	surprise	0.461	malie
coincidence	surprise	0.461	fa'afuase'i
subito	surprise	0.461	subito
overestimate	surprise	0.453	fa'atauva'a
ordeal	surprise	0.453	puapuaga
evanescence	surprise	0.453	fa'aleaogaina
merriment	surprise	0.453	fiafia
raffle	surprise	0.453	palota
winning	surprise	0.453	manumalo
wonderful	surprise	0.453	matagofie
hoax	surprise	0.453	pepelo
confession	surprise	0.453	ta'uta'u atu
splendid	surprise	0.445	matagofie
stound	surprise	0.445	tutu
perchance	surprise	0.445	masalo
excel	surprise	0.445	sili
enthusiast	surprise	0.445	fiafia
gambling	surprise	0.445	taaloga faitupe
feat	surprise	0.445	feat
laughter	surprise	0.445	talie
brighten	surprise	0.438	susulu
unique	surprise	0.438	tulaga ese
senseless	surprise	0.438	valea
changeable	surprise	0.438	fesuia'i
splendor	surprise	0.438	mamalu
rapt	surprise	0.438	rapt
unintentional	surprise	0.438	le iloa
fascination	surprise	0.430	mata'ina
trepidation	surprise	0.430	fefete
lawsuit	surprise	0.430	faamasinoga
gift	surprise	0.430	meaalofa
stealthy	surprise	0.430	faalilolilo
fiesta	surprise	0.430	tausamiga
intrigue	surprise	0.430	fa'alavelave
delighted	surprise	0.430	fiafia
judgment	surprise	0.422	faamasinoga
stealth	surprise	0.422	fa'alilo
enchant	surprise	0.422	fa'ataulāitu
originality	surprise	0.422	fa'amuamua
riddle	surprise	0.422	tupua
quicksilver	surprise	0.422	siliva vave
illegitimate	surprise	0.414	fa'aletulafono
experiment	surprise	0.414	fa'ata'ita'iga
elusive	surprise	0.414	faigata ona malamalama
syncope	surprise	0.414	fa'atosina
liberation	surprise	0.414	fa'asa'olotoga
spirits	surprise	0.414	agaga
perjury	surprise	0.414	pepelo pepelo
veracity	surprise	0.414	faamaoni
parade	surprise	0.406	solo
applause	surprise	0.406	patipati
inspired	surprise	0.406	musuia
allure	surprise	0.406	faatosina
eager	surprise	0.406	naunau
gambler	surprise	0.406	tagata fai tupe
fete	surprise	0.406	fa'amanatuga
divorce	surprise	0.398	tatala faaipoipoga
guess	surprise	0.398	matemate
princely	surprise	0.398	faaalii
burlesque	surprise	0.398	burlesque
secrecy	surprise	0.398	faalilolilo
incontinence	surprise	0.391	le taofiofia
peri	surprise	0.391	peri
cheerful	surprise	0.391	fiafia
hermaphrodite	surprise	0.391	hermaphrodite
supremacy	surprise	0.391	pule silisili ese
aspiration	surprise	0.391	moomooga
buck	surprise	0.383	tupe
lose	surprise	0.383	leiloa
cadaver	surprise	0.383	tino oti
crowning	surprise	0.383	faapaleina
praiseworthy	surprise	0.383	viia
inheritance	surprise	0.383	tofi
score	surprise	0.383	togi
gulp	surprise	0.375	inu
camouflaged	surprise	0.375	fa'afoliga
advance	surprise	0.375	agai i luma
succeed	surprise	0.375	manuia
frisky	surprise	0.375	fe'ai
mystic	surprise	0.375	fa'alilo
compliment	surprise	0.375	faamalo
hope	surprise	0.367	faamoemoe
joker	surprise	0.367	tausua
sparkle	surprise	0.367	fe'ilafi
excavation	surprise	0.367	su'ega
sensual	surprise	0.367	tu'inanau
entertainment	surprise	0.359	faafiafiaga
feeling	surprise	0.359	lagona
modify	surprise	0.352	fesuia'i
blessings	surprise	0.352	faamanuiaga
newcomer	surprise	0.352	tagata fou
obit	surprise	0.352	obit
postponement	surprise	0.352	tolopoina
award	surprise	0.352	taui
clown	surprise	0.352	ulavale
highest	surprise	0.344	maualuga
hero	surprise	0.344	toa
glorify	surprise	0.344	mamalu
proficiency	surprise	0.344	tomai
start	surprise	0.344	amata
wonderfully	surprise	0.344	ofoofogia
celebrity	surprise	0.344	ta'uta'ua
rekindle	surprise	0.336	toe faaolaola
optimism	surprise	0.336	fa'amoemoe
sanctify	surprise	0.336	faapaia
unbeaten	surprise	0.336	le faiaina
prodigious	surprise	0.336	mata'utia
grin	surprise	0.336	'ata'ata
memorable	surprise	0.336	manatua pea
warned	surprise	0.336	lapataia
dissolution	surprise	0.336	fa'amavaega
hypertrophy	surprise	0.328	hypertrophy
admiration	surprise	0.328	faamemelo
examination	surprise	0.320	su'ega
angel	surprise	0.320	agelu
present	surprise	0.320	o iai
catch	surprise	0.320	pu'e
hap	surprise	0.320	hap
saint	surprise	0.312	tagata paia
embrace	surprise	0.312	opogi
flirt	surprise	0.312	faatafai
puma	surprise	0.312	puma
kiss	surprise	0.312	sogi
liberty	surprise	0.312	sa'olotoga
scrimmage	surprise	0.312	si'isi'i
treat	surprise	0.312	togafiti
inaffable	surprise	0.312	e le mafaia
occasional	surprise	0.312	i nisi taimi
dismissal	surprise	0.312	faate'aina
perfection	surprise	0.305	atoatoa
saintly	surprise	0.305	paia
gratify	surprise	0.305	fa'amalie
generosity	surprise	0.305	agalelei
sally	surprise	0.305	sally
palpable	surprise	0.297	mafai ona lagonaina
finally	surprise	0.297	mulimuli ane
differently	surprise	0.297	ese
polarity	surprise	0.297	polarity
ceremony	surprise	0.297	sauniga
favorable	surprise	0.297	lelei
larger	surprise	0.297	tetele
warn	surprise	0.297	lapata'i
medal	surprise	0.289	pine
romance	surprise	0.289	alofaga
inviting	surprise	0.289	valaaulia
greeting	surprise	0.289	fa'afeiloa'i
resignation	surprise	0.281	faamavae
accolade	surprise	0.281	viia
labor	surprise	0.281	galuega
candid	surprise	0.281	fa'amaoni
trip	surprise	0.281	malaga
stare	surprise	0.273	sioa
admire	surprise	0.266	faamemelo
glimmer	surprise	0.266	fe'ilafi
playful	surprise	0.266	ulavale
somatic	surprise	0.266	somatic
festival	surprise	0.266	tausamiga
mimicry	surprise	0.266	fa'afoliga
insolvency	surprise	0.266	faaletonu
immerse	surprise	0.266	faatofu
invite	surprise	0.266	valaaulia
compensate	surprise	0.266	taui
receiving	surprise	0.258	mauaina
complement	surprise	0.258	fa'atasi
chuckle	surprise	0.258	ata
laugh	surprise	0.258	ata
hypothesis	surprise	0.258	manatu
honeymoon	surprise	0.250	honeymoon
opera	surprise	0.242	opera
pleasant	surprise	0.242	manaia
marry	surprise	0.242	faaipoipo
independence	surprise	0.242	tutoatasi
chant	surprise	0.234	pese
holiness	surprise	0.234	le paia
assessment	surprise	0.234	iloiloga
rhythmical	surprise	0.234	fati
hopeful	surprise	0.234	fa'amoemoe
leave	surprise	0.234	alu ese
trophy	surprise	0.234	ipu
deal	surprise	0.227	fefa'ataua'iga
procession	surprise	0.227	solo
placard	surprise	0.227	fa'ailoga
shopping	surprise	0.219	faatauga
musical	surprise	0.219	faamusika
cherish	surprise	0.219	faapelepele
good	surprise	0.219	lelei
dawn	surprise	0.211	vaveao
simplify	surprise	0.211	fa'afaigofie
shell	surprise	0.211	atigi
morals	surprise	0.203	amio lelei
money	surprise	0.203	tupe
nullify	surprise	0.203	fa'aleaogaina
purity	surprise	0.203	mama
sweet	surprise	0.203	suamalie
synchronize	surprise	0.195	fa'atasi
precious	surprise	0.195	taua
humanitarian	surprise	0.195	fesoasoani alofa
preservative	surprise	0.195	fa'asao
unfulfilled	surprise	0.195	le faataunuuina
obliging	surprise	0.188	fa'atosina
singularly	surprise	0.188	fa'atasi
graduation	surprise	0.180	fa'au'uga
foresee	surprise	0.180	va'ai
pray	surprise	0.180	tatalo
lovely	surprise	0.180	matagofie
thirst	surprise	0.172	fia inu
mouth	surprise	0.172	gutu
youth	surprise	0.172	talavou
sun	surprise	0.172	la
art	surprise	0.172	faatufugaga
goodness	surprise	0.164	agalelei
latent	surprise	0.156	lilo
visor	surprise	0.156	tioata
overdue	surprise	0.156	tuai
practiced	surprise	0.156	faataitai
loyal	surprise	0.148	faamaoni
expect	surprise	0.148	faamoemoe
wireless	surprise	0.148	uaealesi
destination	surprise	0.148	taunuuga
infant	surprise	0.141	pepe
cream	surprise	0.141	kulimi
slush	surprise	0.141	slush
quote	surprise	0.141	upusii
playground	surprise	0.133	malaetaalo
vote	surprise	0.125	palota
teach	surprise	0.125	aoao atu
