English Word	Emotion	Emotion-Intensity-Score	Galician Word
forgotten	sadness	0.530	esquecido
relapse	sadness	0.530	recaída
disable	sadness	0.529	desactivar
defenseless	sadness	0.526	indefenso
ridicule	sadness	0.518	ridiculizar
defunct	sadness	0.518	defunto
sequestration	sadness	0.516	secuestro
hideous	sadness	0.516	horrible
misfortune	sadness	0.516	desgraza
delusion	sadness	0.516	delirio
stripped	sadness	0.516	desposuído
stifled	sadness	0.516	sufocado
vegetative	sadness	0.516	vexetativo
wither	sadness	0.516	murchar
displeased	sadness	0.516	descontento
weakness	sadness	0.516	debilidade
unfriendly	sadness	0.516	antipático
decayed	sadness	0.516	decaído
accident	sadness	0.516	accidente
retard	sadness	0.516	retraso
sin	sadness	0.516	pecado
elimination	sadness	0.516	eliminación
blindness	sadness	0.516	cegueira
dumps	sadness	0.516	vertedoiros
unlucky	sadness	0.516	desafortunado
sore	sadness	0.516	ferida
insecure	sadness	0.509	inseguro
dictatorship	sadness	0.509	ditadura
unrequited	sadness	0.509	non correspondido
regrettable	sadness	0.509	lamentable
complain	sadness	0.509	reclamar
lose	sadness	0.509	perder
witchcraft	sadness	0.508	bruxería
howl	sadness	0.500	ouvear
anxiety	sadness	0.500	ansiedade
mortality	sadness	0.500	mortalidade
messedup	sadness	0.500	desordenado
aggravating	sadness	0.500	agravante
chronic	sadness	0.500	crónica
discomfort	sadness	0.500	incomodidade
atherosclerosis	sadness	0.500	aterosclerose
injurious	sadness	0.500	prexudicial
prosecute	sadness	0.500	procesar
nauseous	sadness	0.500	náuseas
ungodly	sadness	0.500	impío
rot	sadness	0.500	podremia
cringe	sadness	0.500	encorrer
gonorrhea	sadness	0.500	gonorrea
frowning	sadness	0.500	engurrando o ceño
mad	sadness	0.500	tolo
dolor	sadness	0.500	dolor
intolerant	sadness	0.500	intolerante
deport	sadness	0.500	deportar
evict	sadness	0.500	desaloxar
explode	sadness	0.500	estoupar
difficulty	sadness	0.500	dificultade
exclusion	sadness	0.500	exclusión
negative	sadness	0.500	negativa
disrespectful	sadness	0.500	irrespectuoso
bankruptcy	sadness	0.500	bancarrota
senile	sadness	0.500	senil
unfair	sadness	0.500	inxusto
disturbed	sadness	0.500	perturbado
battled	sadness	0.500	batallado
cytomegalovirus	sadness	0.500	citomegalovirus
bier	sadness	0.500	bóveda
impossible	sadness	0.500	imposible
drugged	sadness	0.500	drogado
weary	sadness	0.500	canso
aftermath	sadness	0.500	secuela
offended	sadness	0.500	ofendido
crash	sadness	0.500	accidente
coma	sadness	0.500	coma
endemic	sadness	0.500	endémica
damper	sadness	0.500	amortecedor
rob	sadness	0.491	roubar
derogation	sadness	0.491	derogación
recession	sadness	0.485	recesión
shriek	sadness	0.485	berrar
repress	sadness	0.484	reprimir
offense	sadness	0.484	ofensa
nasty	sadness	0.484	desagradable
evasion	sadness	0.484	evasión
hospital	sadness	0.484	hospital
disturbance	sadness	0.484	perturbación
reprisal	sadness	0.484	represalia
inadequate	sadness	0.484	inadecuada
arsenic	sadness	0.484	arsénico
sabotage	sadness	0.484	sabotaxe
wince	sadness	0.484	estremecer
broke	sadness	0.484	rompeu
criticism	sadness	0.484	crítica
insult	sadness	0.484	insulto
adversity	sadness	0.484	adversidade
resign	sadness	0.484	dimitir
frailty	sadness	0.484	fraxilidade
weariness	sadness	0.484	cansazo
coward	sadness	0.484	covarde
worn	sadness	0.484	desgastado
wrongful	sadness	0.484	ilícito
moan	sadness	0.484	xemido
beg	sadness	0.484	suplicar
infectious	sadness	0.483	infeccioso
dishonest	sadness	0.482	deshonesto
decay	sadness	0.482	decadencia
dissolution	sadness	0.480	disolución
lowest	sadness	0.478	máis baixos
unhealthy	sadness	0.474	insalubre
irritation	sadness	0.470	irritación
sedition	sadness	0.469	sedición
penalty	sadness	0.469	penalización
expulsion	sadness	0.469	expulsión
ail	sadness	0.469	ail
disapproval	sadness	0.469	desaprobación
collusion	sadness	0.469	connivencia
dashed	sadness	0.469	trazos
criticize	sadness	0.469	criticar
vulnerability	sadness	0.469	vulnerabilidade
pernicious	sadness	0.469	perniciosa
fallout	sadness	0.469	precipitación
conflict	sadness	0.469	conflito
illegal	sadness	0.469	ilegal
unfavorable	sadness	0.469	desfavorable
collapse	sadness	0.469	colapso
moody	sadness	0.469	de mal humor
segregate	sadness	0.469	segregar
frustrate	sadness	0.469	frustrar
recidivism	sadness	0.469	reincidencia
penal	sadness	0.469	penal
leftout	sadness	0.469	excluídos
perversion	sadness	0.469	perversión
measles	sadness	0.469	sarampelo
uncaring	sadness	0.469	indiferente
domination	sadness	0.469	dominación
unfortunate	sadness	0.469	lamentable
convict	sadness	0.469	condenado
uneasiness	sadness	0.469	desacougo
frayed	sadness	0.467	deshilachado
infamy	sadness	0.464	infamia
plunder	sadness	0.461	espolio
depreciated	sadness	0.460	depreciado
wane	sadness	0.456	minguar
badly	sadness	0.455	mal
unlawful	sadness	0.455	ilegal
tribulation	sadness	0.453	tribulación
gone	sadness	0.453	ido
surrender	sadness	0.453	rendirse
discriminate	sadness	0.453	discriminar
refugee	sadness	0.453	refuxiado
memorials	sadness	0.453	memoriales
inhospitable	sadness	0.453	inhóspito
criticise	sadness	0.453	criticar
frown	sadness	0.453	engurrar o ceño
perplexity	sadness	0.453	perplexidade
disapprove	sadness	0.453	desaprobar
upheaval	sadness	0.453	trastorno
wreck	sadness	0.453	naufraxio
confiscate	sadness	0.453	requisar
secluded	sadness	0.453	illado
invade	sadness	0.453	invadir
inability	sadness	0.453	incapacidade
avalanche	sadness	0.453	avalancha
fell	sadness	0.453	caeu
scarcity	sadness	0.453	escaseza
doldrums	sadness	0.453	estancamento
vulgarity	sadness	0.453	vulgaridade
bittersweet	sadness	0.453	agridoce
foreclose	sadness	0.453	excluír
revolver	sadness	0.453	revólver
worse	sadness	0.453	peor
wrongly	sadness	0.453	erróneamente
despotism	sadness	0.453	despotismo
lowly	sadness	0.448	humilde
guillotine	sadness	0.446	guillotina
lone	sadness	0.446	solitario
encumbrance	sadness	0.441	gravame
annulment	sadness	0.440	anulación
delirious	sadness	0.439	delirante
badday	sadness	0.439	día malo
confinement	sadness	0.439	confinamento
bummer	sadness	0.439	desagradable
disagreement	sadness	0.438	desacordo
emotional	sadness	0.438	emocional
lethargy	sadness	0.438	letargo
paucity	sadness	0.438	escaseza
sympathize	sadness	0.438	simpatizar
apathetic	sadness	0.438	apático
forbid	sadness	0.438	prohibir
stigma	sadness	0.438	estigma
departure	sadness	0.438	saída
underpaid	sadness	0.438	mal pagados
appendicitis	sadness	0.438	apendicite
futile	sadness	0.438	inútil
imprudent	sadness	0.438	imprudente
unattainable	sadness	0.438	inalcanzable
pensive	sadness	0.438	pensativo
ghetto	sadness	0.438	gueto
farewell	sadness	0.438	despedida
cancellation	sadness	0.438	cancelación
problem	sadness	0.438	problema
disapproving	sadness	0.438	desaprobando
absent	sadness	0.438	ausente
animosity	sadness	0.438	animosidade
disconnected	sadness	0.438	desconectado
detainee	sadness	0.438	detido
bum	sadness	0.438	vago
diminish	sadness	0.438	diminuír
insolvency	sadness	0.438	insolvencia
lunacy	sadness	0.438	loucura
rejects	sadness	0.438	rexeita
indigent	sadness	0.438	indixente
disapproved	sadness	0.438	desaprobado
darkened	sadness	0.438	escurecido
insignificant	sadness	0.438	insignificante
dislocated	sadness	0.438	dislocado
fugitive	sadness	0.438	fuxitivo
abscess	sadness	0.438	absceso
blues	sadness	0.438	azuis
coercion	sadness	0.438	coacción
restriction	sadness	0.438	restrición
deflate	sadness	0.438	desinflar
bothering	sadness	0.435	molestar
disqualified	sadness	0.435	descualificado
tripping	sadness	0.429	tropezando
sunk	sadness	0.426	afundido
draining	sadness	0.424	drenante
retribution	sadness	0.424	retribución
varicella	sadness	0.424	varicela
lastday	sadness	0.424	último día
haunted	sadness	0.422	asombrado
cutting	sadness	0.422	corte
cyst	sadness	0.422	quiste
neuralgia	sadness	0.422	neuralxia
wrongdoing	sadness	0.422	incorrección
thief	sadness	0.422	ladroa
dispassionate	sadness	0.422	desapaixonado
beggar	sadness	0.422	mendigo
unwelcome	sadness	0.422	desagradable
rip	sadness	0.422	rasgar
deviation	sadness	0.422	desviación
jarring	sadness	0.422	chocante
unequal	sadness	0.422	desigual
cardiomyopathy	sadness	0.422	miocardiopatía
bad	sadness	0.422	malo
scarce	sadness	0.422	escasa
insolvent	sadness	0.422	insolvente
falling	sadness	0.422	caendo
handicap	sadness	0.422	discapacidade
difficulties	sadness	0.421	dificultades
invader	sadness	0.420	invasor
drab	sadness	0.420	monótono
fall	sadness	0.418	caer
illegitimate	sadness	0.416	ilexítimo
expel	sadness	0.414	expulsar
meaningless	sadness	0.409	sen sentido
darkness	sadness	0.409	escuridade
syncope	sadness	0.407	síncope
wildfire	sadness	0.406	incendio forestal
enmity	sadness	0.406	inimizade
feudalism	sadness	0.406	feudalismo
obnoxious	sadness	0.406	desagradable
subjected	sadness	0.406	sometida
confine	sadness	0.406	confinar
fury	sadness	0.406	furia
bitch	sadness	0.406	cadela
darken	sadness	0.406	escurecer
precarious	sadness	0.406	precario
hoax	sadness	0.406	engano
fault	sadness	0.406	culpa
fatigued	sadness	0.406	fatigado
stroke	sadness	0.406	accidente vascular cerebral
unsatisfied	sadness	0.405	insatisfeito
spank	sadness	0.403	azote
sigh	sadness	0.402	suspirar
deluge	sadness	0.402	diluvio
spinster	sadness	0.400	solteirona
blue	sadness	0.400	azul
owing	sadness	0.398	debido
needalife	sadness	0.398	necesita vida
pointless	sadness	0.394	sen sentido
embarrass	sadness	0.394	vergoña
pitfall	sadness	0.394	trampa
seriousness	sadness	0.394	seriedade
refused	sadness	0.391	rexeitado
cage	sadness	0.391	gaiola
noose	sadness	0.391	lazo
punch	sadness	0.391	golpe
stretcher	sadness	0.391	padiola
monsoon	sadness	0.391	monzón
condescension	sadness	0.391	condescendencia
reproach	sadness	0.391	reproche
trickery	sadness	0.391	engaño
rue	sadness	0.391	rúa
inefficient	sadness	0.391	ineficiente
dwarfed	sadness	0.391	anano
ravenous	sadness	0.391	voraz
feeble	sadness	0.391	débil
ineptitude	sadness	0.391	ineptitude
ifonly	sadness	0.391	só
brute	sadness	0.391	bruto
exhausted	sadness	0.391	esgotado
daemon	sadness	0.391	demo
debt	sadness	0.391	débeda
banshee	sadness	0.391	banshee
coldness	sadness	0.391	frialdade
insulting	sadness	0.391	insultante
subvert	sadness	0.384	subverter
jealousy	sadness	0.382	celos
struggle	sadness	0.379	loita
miss	sadness	0.379	señorita
geriatric	sadness	0.379	xeriátrico
inexcusable	sadness	0.379	inescusable
ashes	sadness	0.377	cinzas
entangled	sadness	0.377	enredado
descent	sadness	0.377	descenso
funk	sadness	0.375	funk
wasting	sadness	0.375	desperdicio
overcast	sadness	0.375	anubrado
exhaustion	sadness	0.375	esgotamento
inferior	sadness	0.375	inferior
disqualify	sadness	0.375	descualificar
sympathy	sadness	0.375	simpatía
prostitution	sadness	0.375	prostitución
dispel	sadness	0.375	disipar
slump	sadness	0.375	afundimento
scar	sadness	0.375	cicatriz
goodbye	sadness	0.375	adeus
landslide	sadness	0.375	derrube
inconsiderate	sadness	0.375	desconsiderado
parting	sadness	0.375	separación
blackness	sadness	0.375	negrura
murky	sadness	0.375	turbio
noncompliance	sadness	0.375	incumprimento
sucks	sadness	0.375	apaña
withdraw	sadness	0.375	retirarse
rabid	sadness	0.375	rabioso
oust	sadness	0.375	expulsar
unattractive	sadness	0.373	pouco atractivo
delay	sadness	0.373	atraso
apologize	sadness	0.370	pedir desculpas
crazy	sadness	0.368	tolo
bastard	sadness	0.366	cabrón
deteriorated	sadness	0.365	deteriorado
inter	sadness	0.364	inter
empty	sadness	0.364	baleiro
mocking	sadness	0.363	burlándose
adder	sadness	0.361	sumador
misunderstanding	sadness	0.359	malentendido
fuss	sadness	0.359	alboroto
plaintive	sadness	0.359	queixoso
servile	sadness	0.359	servil
obesity	sadness	0.359	obesidade
disconnect	sadness	0.359	desconectar
tremor	sadness	0.359	tremor
flounder	sadness	0.359	platija
defendant	sadness	0.359	imputado
unable	sadness	0.359	incapaz
fainting	sadness	0.359	desmaio
unemployed	sadness	0.359	desempregados
hunter	sadness	0.359	cazador
idiocy	sadness	0.359	idiotez
corse	sadness	0.359	corsé
inefficiency	sadness	0.359	ineficacia
lockup	sadness	0.359	pechar
consecration	sadness	0.359	consagración
unsuccessful	sadness	0.359	sen éxito
arraignment	sadness	0.359	imputación
fruitless	sadness	0.359	infrutuoso
numbness	sadness	0.359	entumecimiento
affront	sadness	0.359	afrenta
hindering	sadness	0.359	dificultando
austere	sadness	0.359	austero
unpopular	sadness	0.359	impopular
perpetrator	sadness	0.359	autor
wrangling	sadness	0.359	disputar
taunt	sadness	0.359	mofa
doubt	sadness	0.359	dúbida
unrest	sadness	0.351	malestar
intervention	sadness	0.348	intervención
wimpy	sadness	0.348	parvo
spoiler	sadness	0.348	spoiler
waste	sadness	0.348	residuos
absentee	sadness	0.348	ausente
flaw	sadness	0.347	defecto
litigate	sadness	0.344	litigar
blindly	sadness	0.344	cegamente
militia	sadness	0.344	milicia
lawsuit	sadness	0.344	preito
uninvited	sadness	0.344	sen convidar
uninspired	sadness	0.344	sen inspiración
furrow	sadness	0.344	surco
cumbersome	sadness	0.344	engorroso
specter	sadness	0.344	espectro
desert	sadness	0.344	deserto
lagging	sadness	0.344	atrasado
attenuation	sadness	0.344	atenuación
forfeit	sadness	0.344	perder
plea	sadness	0.344	súplica
thrash	sadness	0.344	golear
resigned	sadness	0.344	dimitido
detention	sadness	0.344	detención
surgery	sadness	0.344	Cirurxía
intercede	sadness	0.344	interceder
stained	sadness	0.344	manchada
unaccountable	sadness	0.339	inexplicable
myopia	sadness	0.339	miopía
mishap	sadness	0.338	contratempo
probation	sadness	0.336	liberdade condicional
severance	sadness	0.333	despedimento
disagreeing	sadness	0.333	en desacordo
unacknowledged	sadness	0.328	non recoñecido
dependence	sadness	0.328	dependencia
unacceptable	sadness	0.328	inaceptable
leave	sadness	0.328	saír
bondage	sadness	0.328	escravitude
bacteria	sadness	0.328	bacterias
sterile	sadness	0.328	estéril
adrift	sadness	0.328	á deriva
endless	sadness	0.328	sen fin
incompetent	sadness	0.328	incompetente
soreness	sadness	0.328	dor
nether	sadness	0.328	abaixo
nepotism	sadness	0.328	nepotismo
squall	sadness	0.328	borrasca
disallowed	sadness	0.328	non permitido
scold	sadness	0.327	regañar
flaccid	sadness	0.324	flácido
hobo	sadness	0.323	vagabundo
fragile	sadness	0.319	fráxil
stingy	sadness	0.319	tacaño
sue	sadness	0.318	demandar
scarcely	sadness	0.318	apenas
mistake	sadness	0.312	erro
committal	sadness	0.312	compromiso
nonsensical	sadness	0.312	absurdo
inhibit	sadness	0.312	inhibir
skid	sadness	0.312	derrapar
wan	sadness	0.312	wan
defy	sadness	0.312	desafiar
fatty	sadness	0.312	graxos
clouded	sadness	0.312	nubrado
ulcer	sadness	0.312	úlcera
nostalgia	sadness	0.312	nostalxia
evanescence	sadness	0.312	evanescencia
hamstring	sadness	0.312	isquiotibiais
thresh	sadness	0.312	debullar
conceal	sadness	0.311	ocultar
blemish	sadness	0.310	mancha
resisting	sadness	0.309	resistindo
sympathetic	sadness	0.307	simpático
bugaboo	sadness	0.304	bugaboo
opium	sadness	0.303	opio
confess	sadness	0.303	confesar
alas	sadness	0.302	ai
mislead	sadness	0.297	enganar
suppress	sadness	0.297	suprimir
inappropriate	sadness	0.297	inadecuado
discontinuity	sadness	0.297	descontinuidade
wrinkled	sadness	0.297	engurrado
dull	sadness	0.297	aburrido
weak	sadness	0.297	débil
halting	sadness	0.297	parando
incompatible	sadness	0.297	incompatible
migraine	sadness	0.297	enxaqueca
subsidence	sadness	0.297	afundimento
setback	sadness	0.297	revés
toocold	sadness	0.297	moi frío
incase	sadness	0.297	en caso
hermit	sadness	0.296	eremita
moving	sadness	0.295	movendo
shrink	sadness	0.295	encoller
shiver	sadness	0.291	tremer
constraint	sadness	0.288	restrición
unimportant	sadness	0.288	sen importancia
tramp	sadness	0.288	vagabundo
rubble	sadness	0.282	cascallos
down	sadness	0.281	abaixo
taint	sadness	0.281	mancha
flop	sadness	0.281	fracaso
wearily	sadness	0.281	cansadamente
overdue	sadness	0.281	atrasado
excluding	sadness	0.281	excluíndo
confession	sadness	0.281	confesión
grey	sadness	0.281	gris
senseless	sadness	0.281	sen sentido
unseat	sadness	0.281	desasentar
remove	sadness	0.281	quitar
revoke	sadness	0.281	revogar
shortage	sadness	0.281	escaseza
apathy	sadness	0.281	apatía
adverse	sadness	0.281	adverso
negro	sadness	0.281	negro
timid	sadness	0.281	tímido
flinch	sadness	0.281	estremecer
scrapie	sadness	0.281	scrapie
grumpy	sadness	0.281	malhumorado
knell	sadness	0.275	atonar
throb	sadness	0.273	latexar
confusion	sadness	0.273	confusión
soldier	sadness	0.273	soldado
jurisprudence	sadness	0.273	xurisprudencia
humbled	sadness	0.273	humillado
gray	sadness	0.269	gris
lax	sadness	0.266	laxo
mixedemotions	sadness	0.266	emocións mixtas
obstacle	sadness	0.266	obstáculo
slur	sadness	0.266	ligar
unrealistic	sadness	0.266	irreal
drifted	sadness	0.266	derivado
leaving	sadness	0.266	marchando
shack	sadness	0.266	chabola
eternity	sadness	0.266	eternidade
remiss	sadness	0.266	neglixencia
inconvenient	sadness	0.263	inconveniente
restrict	sadness	0.259	restrinxir
misrepresentation	sadness	0.259	terxiversación
stagnant	sadness	0.259	estancada
disservice	sadness	0.258	desservizo
wilderness	sadness	0.255	deserto
nosun	sadness	0.255	nosun
backwater	sadness	0.255	remanso
tempest	sadness	0.250	tempestade
pine	sadness	0.250	piñeiro
humbug	sadness	0.250	engaño
bang	sadness	0.250	estrondo
speculation	sadness	0.250	especulación
labored	sadness	0.250	traballado
incomplete	sadness	0.250	incompleta
gullible	sadness	0.250	crédulo
undying	sadness	0.250	eterno
anchorage	sadness	0.250	ancoraxe
unexplained	sadness	0.250	inexplicable
error	sadness	0.250	erro
wasteful	sadness	0.250	despilfarrador
communism	sadness	0.250	comunismo
uneducated	sadness	0.250	inculto
melodrama	sadness	0.242	melodrama
demonstrative	sadness	0.242	demostrativo
rainyday	sadness	0.242	día chuvioso
necessity	sadness	0.236	necesidade
boredom	sadness	0.235	aburrimento
foggy	sadness	0.234	néboa
sentence	sadness	0.234	sentenza
misty	sadness	0.234	brumoso
cancel	sadness	0.234	cancelar
void	sadness	0.234	baleiro
cloudy	sadness	0.234	nubrado
blockade	sadness	0.234	bloqueo
pale	sadness	0.234	pálido
trash	sadness	0.234	lixo
uninteresting	sadness	0.234	pouco interesante
hollow	sadness	0.234	oco
healing	sadness	0.234	curación
depart	sadness	0.234	partir
burke	sadness	0.234	burke
warp	sadness	0.234	urdidura
case	sadness	0.228	caso
rainy	sadness	0.227	chuvioso
uninterested	sadness	0.223	desinteresado
onerous	sadness	0.223	oneroso
bottom	sadness	0.223	fondo
fasting	sadness	0.220	xaxún
boooo	sadness	0.219	boooo
dole	sadness	0.219	dole
pious	sadness	0.219	piadoso
indifference	sadness	0.219	indiferenza
coping	sadness	0.219	afrontar
discolored	sadness	0.219	descolorido
thirst	sadness	0.219	sede
blunder	sadness	0.219	chapuza
cocaine	sadness	0.218	cocaína
tough	sadness	0.212	duro
revolution	sadness	0.203	revolución
hoary	sadness	0.203	canoso
chilly	sadness	0.203	frío
sluggish	sadness	0.203	lento
yucky	sadness	0.203	marabilloso
fat	sadness	0.203	graxas
lower	sadness	0.203	inferior
sprain	sadness	0.203	escordadura
chargeable	sadness	0.203	cobrable
arid	sadness	0.203	árido
wanting	sadness	0.202	querendo
progression	sadness	0.201	progresión
closure	sadness	0.195	peche
unbeaten	sadness	0.193	invicto
rack	sadness	0.188	rack
halter	sadness	0.188	cabestro
rumor	sadness	0.188	rumor
tease	sadness	0.188	burlarse
invalid	sadness	0.188	non válido
cataract	sadness	0.188	catarata
meh	sadness	0.188	meh
heartfelt	sadness	0.188	de corazón
retirement	sadness	0.188	xubilación
splitting	sadness	0.188	división
interrupted	sadness	0.188	interrompido
oddity	sadness	0.188	estrañeza
cold	sadness	0.188	frío
veal	sadness	0.188	tenreira
concerned	sadness	0.184	preocupado
sarcasm	sadness	0.181	sarcasmo
strip	sadness	0.179	tira
divided	sadness	0.172	dividido
feeling	sadness	0.172	sentimento
overload	sadness	0.172	sobrecarga
sap	sadness	0.172	savia
memories	sadness	0.172	lembranzas
esteem	sadness	0.172	estima
cupping	sadness	0.172	copando
eschew	sadness	0.172	fuxir
destination	sadness	0.170	destino
nosnow	sadness	0.169	nosnow
limited	sadness	0.167	limitado
rain	sadness	0.163	choiva
willful	sadness	0.160	voluntarioso
untitled	sadness	0.157	sen título
stint	sadness	0.156	paso
cross	sadness	0.156	cruz
weeds	sadness	0.156	herbas daniñas
pare	sadness	0.155	pare
snort	sadness	0.154	bufar
procession	sadness	0.152	procesión
inconsequential	sadness	0.152	intranscendente
tax	sadness	0.142	Imposto
emo	sadness	0.141	emo
tolerate	sadness	0.141	tolerar
mug	sadness	0.141	cunca
overpriced	sadness	0.141	caro
weight	sadness	0.141	peso
touchy	sadness	0.140	delicado
kennel	sadness	0.130	perrera
grounded	sadness	0.130	aterrado
unpaid	sadness	0.125	sen pagar
socialist	sadness	0.125	socialista
meek	sadness	0.125	tímido
clouds	sadness	0.125	nubes
margin	sadness	0.125	marxe
theocratic	sadness	0.125	teocrático
stillness	sadness	0.125	quietude
sisterhood	sadness	0.125	irmandade
terrific	sadness	0.125	xenial
commemorate	sadness	0.125	conmemorar
late	sadness	0.125	tarde
default	sadness	0.121	por defecto
lace	sadness	0.118	encaixe
unpublished	sadness	0.116	inédito
interested	sadness	0.114	interesado
fortress	sadness	0.110	fortaleza
lush	sadness	0.109	exuberante
harry	sadness	0.109	Harry
ultimate	sadness	0.109	último
priesthood	sadness	0.109	sacerdocio
orchestra	sadness	0.109	Orquestra
rating	sadness	0.109	valoración
fleece	sadness	0.109	vellón
sanctify	sadness	0.108	santificar
income	sadness	0.100	ingresos
winning	sadness	0.094	gañando
boo	sadness	0.094	boo
quiet	sadness	0.094	tranquilo
sonnet	sadness	0.094	soneto
vainly	sadness	0.091	en van
hug	sadness	0.078	aperta
opera	sadness	0.078	ópera
humble	sadness	0.078	Modesto
hut	sadness	0.078	Cabana
ovation	sadness	0.078	ovación
wet	sadness	0.078	mollado
motivating	sadness	0.078	motivador
treat	sadness	0.076	tratar
hymn	sadness	0.064	himno
honest	sadness	0.062	honesto
relics	sadness	0.061	reliquias
couch	sadness	0.060	sofá
waffle	sadness	0.047	gofres
shell	sadness	0.045	cuncha
musical	sadness	0.045	musical
savor	sadness	0.034	saborear
napkin	sadness	0.031	servilleta
vote	sadness	0.031	votar
sing	sadness	0.017	cantar
mother	sadness	0.016	nai
music	sadness	0.016	música
nutritious	sadness	0.015	nutritivo
lovely	sadness	0.009	encantador
sweetheart	sadness	0.000	cariño
romance	sadness	0.000	romance
liquor	sadness	0.000	licor
art	sadness	0.000	art
surprise	surprise	0.930	sorpresa
explode	surprise	0.906	estoupar
flabbergast	surprise	0.906	estupefacto
explosion	surprise	0.898	explosión
ambush	surprise	0.883	emboscada
explosive	surprise	0.883	explosivo
eruption	surprise	0.883	erupción
surprisingly	surprise	0.875	sorprendentemente
startle	surprise	0.875	sobresalto
shockingly	surprise	0.875	sorprendentemente
frighten	surprise	0.875	asustar
surprised	surprise	0.867	sorprendido
frightened	surprise	0.867	asustada
surprising	surprise	0.867	sorprendente
outburst	surprise	0.859	estoupido
thrilling	surprise	0.859	emocionante
miracle	surprise	0.859	milagre
blast	surprise	0.852	explosión
astonishingly	surprise	0.852	sorprendentemente
alarm	surprise	0.852	alarma
shock	surprise	0.844	choque
thunderstruck	surprise	0.844	atronado
jolt	surprise	0.844	sacudida
dazzle	surprise	0.836	deslumbrar
bang	surprise	0.836	estrondo
catastrophe	surprise	0.836	catástrofe
fright	surprise	0.836	susto
unexpectedly	surprise	0.836	inesperadamente
startling	surprise	0.828	abraiante
suddenly	surprise	0.828	de súpeto
emergency	surprise	0.828	emerxencia
bewilderment	surprise	0.828	desconcerto
stunned	surprise	0.820	abraiado
astound	surprise	0.820	asombrar
jackpot	surprise	0.812	bote
earthquake	surprise	0.812	terremoto
disaster	surprise	0.812	desastre
astonishment	surprise	0.805	asombro
climax	surprise	0.805	clímax
aghast	surprise	0.805	horrorizado
astonish	surprise	0.805	asombrar
scare	surprise	0.797	susto
awestruck	surprise	0.797	abraiado
erupt	surprise	0.789	estoupar
bomb	surprise	0.789	bomba
exclaim	surprise	0.789	exclamar
amazement	surprise	0.781	abraio
abduction	surprise	0.773	secuestro
alarming	surprise	0.773	alarmante
detonate	surprise	0.773	detonar
raid	surprise	0.773	incursión
miraculous	surprise	0.773	milagrosa
invade	surprise	0.773	invadir
kidnap	surprise	0.766	secuestrar
unpredictable	surprise	0.758	impredicible
stupefy	surprise	0.758	estupefacto
dumfound	surprise	0.758	atónito
overwhelming	surprise	0.758	esmagadora
erratic	surprise	0.750	errático
unimaginable	surprise	0.750	inimaxinable
accident	surprise	0.750	accidente
outrageous	surprise	0.750	escandaloso
horror	surprise	0.742	horror
amaze	surprise	0.742	abraia
blitz	surprise	0.742	blitz
bewilder	surprise	0.742	desconcertante
flinch	surprise	0.742	estremecer
petrify	surprise	0.742	petrificar
wreck	surprise	0.742	naufraxio
slaughter	surprise	0.742	matanza
frenetic	surprise	0.734	frenético
crash	surprise	0.734	accidente
frantic	surprise	0.734	frenético
stupefaction	surprise	0.734	estupefacción
excitement	surprise	0.734	emoción
riotous	surprise	0.727	alborotado
outcry	surprise	0.727	clamor
vanished	surprise	0.727	desapareceu
moonstruck	surprise	0.727	luar
sudden	surprise	0.727	de súpeto
awe	surprise	0.719	abraio
scream	surprise	0.719	berrar
breathless	surprise	0.719	sen alento
sabotage	surprise	0.719	sabotaxe
shriek	surprise	0.719	berrar
unanticipated	surprise	0.719	imprevisto
bewildered	surprise	0.719	desconcertado
manslaughter	surprise	0.719	homicidio involuntario
amazedness	surprise	0.719	asombro
rupture	surprise	0.719	ruptura
unexpected	surprise	0.711	inesperado
electrify	surprise	0.711	electrificar
uncontrollable	surprise	0.711	incontrolable
shot	surprise	0.711	tiro
avalanche	surprise	0.711	avalancha
gasp	surprise	0.711	boquear
stun	surprise	0.711	abraiar
slam	surprise	0.703	golpe
abrupt	surprise	0.703	brusco
intruder	surprise	0.703	intruso
unforeseen	surprise	0.703	imprevisto
suspense	surprise	0.703	suspense
devastation	surprise	0.703	devastación
surge	surprise	0.703	ondada
excite	surprise	0.695	emocionar
dumfounder	surprise	0.695	dumfounder
yell	surprise	0.695	berrar
unprecedented	surprise	0.695	sen precedentes
strike	surprise	0.695	folga
volatility	surprise	0.695	volatilidade
urgent	surprise	0.695	urxente
stab	surprise	0.695	puñalada
disturbance	surprise	0.688	perturbación
carnage	surprise	0.688	carnicería
incredible	surprise	0.688	incrible
spectacular	surprise	0.688	espectacular
thrill	surprise	0.680	emoción
recklessness	surprise	0.680	imprudencia
clamor	surprise	0.680	clamor
monstrous	surprise	0.680	monstruoso
slap	surprise	0.680	labazada
inexplicable	surprise	0.672	inexplicable
terrorist	surprise	0.672	terrorista
exciting	surprise	0.672	apaixonante
accidental	surprise	0.672	accidental
accidentally	surprise	0.672	accidentalmente
striking	surprise	0.672	rechamante
captivate	surprise	0.672	cativar
exhilaration	surprise	0.672	alegría
topple	surprise	0.664	derrubar
dire	surprise	0.664	terrible
revolution	surprise	0.664	revolución
volcano	surprise	0.664	volcán
freakish	surprise	0.664	estraño
revolt	surprise	0.656	revolta
bloodshed	surprise	0.656	derramamento de sangue
sneak	surprise	0.656	escabullirse
unspeakable	surprise	0.656	indicible
incendiary	surprise	0.656	incendiario
