English Word	Emotion	Emotion-Intensity-Score	Cebuano Word
intrusive	surprise	0.617	makasapot
quickness	surprise	0.617	kadali
intense	surprise	0.617	grabe
trickery	surprise	0.617	paglimbong
vanish	surprise	0.617	mawala
prank	surprise	0.617	prank
murder	surprise	0.617	pagpatay
thief	surprise	0.609	kawatan
blindfold	surprise	0.609	taptap sa mata
unstable	surprise	0.609	dili lig-on
strangle	surprise	0.609	pagluok
coup	surprise	0.609	kudeta
magical	surprise	0.609	mahika
shatter	surprise	0.609	makaguba
splash	surprise	0.609	pagsabwag
stupor	surprise	0.602	pagkabuang
inconceivable	surprise	0.602	dili mahunahuna
betray	surprise	0.602	magbudhi
defy	surprise	0.602	supakon
jubilee	surprise	0.602	jubileo
assail	surprise	0.602	pag-atake
deluge	surprise	0.602	baha
tackle	surprise	0.602	tackle
monstrosity	surprise	0.594	kamangtas
lightning	surprise	0.594	kilat
stupendous	surprise	0.594	katingalahan
shrill	surprise	0.594	saba
mishap	surprise	0.594	disgrasya
alerts	surprise	0.594	mga alerto
mysterious	surprise	0.586	misteryoso
randomly	surprise	0.586	random
wild	surprise	0.586	ihalas
deceit	surprise	0.586	limbong
bonus	surprise	0.586	bonus
pitfall	surprise	0.586	lit-ag
uncanny	surprise	0.586	talagsaon
wondrous	surprise	0.586	katingalahan
premature	surprise	0.578	wala pa sa panahon
stagger	surprise	0.578	pagsuroysuroy
rejoicing	surprise	0.578	pagmaya
godsend	surprise	0.578	grasya sa Dios
jubilant	surprise	0.578	malipayon
electric	surprise	0.578	elektrisidad
raving	surprise	0.578	nagyawyaw
bizarre	surprise	0.578	katingad-an
death	surprise	0.578	kamatayon
fluke	surprise	0.578	fluke
oddity	surprise	0.578	katingad-an
dynamic	surprise	0.570	dinamiko
dismay	surprise	0.570	kalibog
revenge	surprise	0.570	panimalos
nefarious	surprise	0.562	daotan
fascinate	surprise	0.562	makadani
jerk	surprise	0.562	jerk
ecstatic	surprise	0.562	nalipay
reward	surprise	0.562	ganti
uncover	surprise	0.562	ablihi
reappear	surprise	0.562	nagpakita pag-usab
zany	surprise	0.555	zany
whim	surprise	0.555	kapritso
thaumaturgy	surprise	0.555	thaumaturgy
conjure	surprise	0.555	magpahimangno
crescendo	surprise	0.555	crescendo
rescue	surprise	0.547	pagluwas
daze	surprise	0.547	kalibog
heroism	surprise	0.547	pagkabayanihon
illuminate	surprise	0.547	modan-ag
winner	surprise	0.547	mananaog
ejaculation	surprise	0.547	ejaculation
thwart	surprise	0.547	pakyason
rarity	surprise	0.547	panagsa ra
unbridled	surprise	0.547	walay pugong
tantalizing	surprise	0.547	makapadani
punch	surprise	0.539	suntok
cheer	surprise	0.539	lipaya
treason	surprise	0.539	pagbudhi
violation	surprise	0.539	paglapas
celebration	surprise	0.539	selebrasyon
illusion	surprise	0.539	ilusyon
marvel	surprise	0.539	kahibulongan
lucky	surprise	0.539	swerte
lunge	surprise	0.539	lunge
interrupt	surprise	0.539	makabalda
insult	surprise	0.539	insulto
concealed	surprise	0.531	gitagoan
snag	surprise	0.531	sagbot
sensation	surprise	0.531	pagbati
banger	surprise	0.531	banger
fearfully	surprise	0.531	sa kahadlok
affront	surprise	0.531	pagbiaybiay
jest	surprise	0.531	pagbiaybiay
undiscovered	surprise	0.523	wala madiskobrehi
liberate	surprise	0.523	buhian
veer	surprise	0.523	pagtipas
abandonment	surprise	0.523	pagbiya
immediacy	surprise	0.523	pagkadali
improvise	surprise	0.523	improvise
victimized	surprise	0.523	nabiktima
scorpion	surprise	0.523	tanga
majestic	surprise	0.523	halangdon
wonder	surprise	0.523	katingala
rejoice	surprise	0.523	magmaya
tickle	surprise	0.516	kiliti
chance	surprise	0.516	higayon
yelp	surprise	0.516	singgit
howl	surprise	0.516	pagtiyabaw
stealthily	surprise	0.516	sa tago
unintentionally	surprise	0.508	wala tuyoa
magnificent	surprise	0.508	halangdon
reflex	surprise	0.508	reflex
garish	surprise	0.508	lingaw
transcendence	surprise	0.508	transendence
rave	surprise	0.508	rave
luck	surprise	0.508	suwerte
swerve	surprise	0.508	motipas
pop	surprise	0.508	pop
enliven	surprise	0.500	makapabuhi
slayer	surprise	0.500	mamumuno
remarkable	surprise	0.500	talagsaon
infrequent	surprise	0.500	panagsa ra
pang	surprise	0.500	pang
erotic	surprise	0.500	erotiko
misbehavior	surprise	0.500	sayop nga pamatasan
diversion	surprise	0.500	diversion
heroic	surprise	0.500	bayanihon
alertness	surprise	0.500	pagkaalerto
marvelous	surprise	0.500	kahibulongan
fainting	surprise	0.500	nakuyapan
embarrassment	surprise	0.500	kaulaw
nab	surprise	0.492	nab
birthday	surprise	0.492	adlawng natawhan
camouflage	surprise	0.492	camouflage
unutterable	surprise	0.492	dili masulti
chimera	surprise	0.492	chimera
trump	surprise	0.492	trumpeta
decoy	surprise	0.492	decoy
infarct	surprise	0.492	infarct
greatness	surprise	0.492	kahalangdon
exigent	surprise	0.492	gikinahanglan
prick	surprise	0.484	tusok
variable	surprise	0.484	variable
curiosity	surprise	0.484	pagkamausisaon
daemon	surprise	0.484	daemon
inexpressible	surprise	0.484	dili mapahayag
magician	surprise	0.484	salamangkero
underestimate	surprise	0.484	pagpaubos
fanfare	surprise	0.484	lingawlingaw
horde	surprise	0.484	panon
zeal	surprise	0.484	kasibot
incident	surprise	0.477	panghitabo
illumination	surprise	0.477	kahayag
chicane	surprise	0.477	chicane
sneeze	surprise	0.477	pag-atsi
subversive	surprise	0.477	subersibo
gawk	surprise	0.477	gawk
fortune	surprise	0.477	swerte
strange	surprise	0.477	katingad-an
dreadfully	surprise	0.477	makalilisang
unguarded	surprise	0.477	walay bantay
prowl	surprise	0.469	pagsuroysuroy
reversal	surprise	0.469	pagbalit-ad
wizard	surprise	0.469	wizard
rapid	surprise	0.469	paspas
leery	surprise	0.469	libog
break	surprise	0.461	buwag
slip	surprise	0.461	slip
divergent	surprise	0.461	managlahi
hilarious	surprise	0.461	kataw-anan
coincidence	surprise	0.461	sulagma
subito	surprise	0.461	subito
overestimate	surprise	0.453	sobra nga pagtantiya
ordeal	surprise	0.453	kalisdanan
evanescence	surprise	0.453	pagkawalay salabutan
merriment	surprise	0.453	kasadya
raffle	surprise	0.453	raffle
winning	surprise	0.453	nadaug
wonderful	surprise	0.453	talagsaon
hoax	surprise	0.453	pangilad
confession	surprise	0.453	pagkumpisal
splendid	surprise	0.445	nindot
stound	surprise	0.445	nibarog
perchance	surprise	0.445	tingali
excel	surprise	0.445	excel
enthusiast	surprise	0.445	mahiligon
gambling	surprise	0.445	sugal
feat	surprise	0.445	feat
laughter	surprise	0.445	katawa
brighten	surprise	0.438	hayag
unique	surprise	0.438	talagsaon
senseless	surprise	0.438	walay salabutan
changeable	surprise	0.438	mabag-o
splendor	surprise	0.438	kahalangdon
rapt	surprise	0.438	rapt
unintentional	surprise	0.438	wala tuyoa
fascination	surprise	0.430	kaikag
trepidation	surprise	0.430	kakulba
lawsuit	surprise	0.430	kiha
gift	surprise	0.430	gasa
stealthy	surprise	0.430	tago
fiesta	surprise	0.430	fiesta
intrigue	surprise	0.430	intriga
delighted	surprise	0.430	nalipay
judgment	surprise	0.422	paghukom
stealth	surprise	0.422	tago
enchant	surprise	0.422	pagdani
originality	surprise	0.422	pagka-orihinal
riddle	surprise	0.422	tigmo
quicksilver	surprise	0.422	dali nga pilak
illegitimate	surprise	0.414	dili lehitimo
experiment	surprise	0.414	eksperimento
elusive	surprise	0.414	idlas
syncope	surprise	0.414	syncope
liberation	surprise	0.414	kalingkawasan
spirits	surprise	0.414	mga espiritu
perjury	surprise	0.414	pagpamakak
veracity	surprise	0.414	kamatuoran
parade	surprise	0.406	parada
applause	surprise	0.406	palakpak
inspired	surprise	0.406	dinasig
allure	surprise	0.406	pagdani
eager	surprise	0.406	naghinamhinam
gambler	surprise	0.406	sugarol
fete	surprise	0.406	piyesta
divorce	surprise	0.398	diborsyo
guess	surprise	0.398	tagna
princely	surprise	0.398	prinsipe
burlesque	surprise	0.398	burlesque
secrecy	surprise	0.398	sekreto
incontinence	surprise	0.391	pagkawalay pagpugong
peri	surprise	0.391	peri
cheerful	surprise	0.391	malipayon
hermaphrodite	surprise	0.391	hermaphrodite
supremacy	surprise	0.391	pagkalabaw
aspiration	surprise	0.391	pangandoy
buck	surprise	0.383	kuwarta
lose	surprise	0.383	mawala
cadaver	surprise	0.383	bangkay
crowning	surprise	0.383	pagkorona
praiseworthy	surprise	0.383	dalaygon
inheritance	surprise	0.383	kabilin
score	surprise	0.383	iskor
gulp	surprise	0.375	gulpi
camouflaged	surprise	0.375	nagtakuban
advance	surprise	0.375	abante
succeed	surprise	0.375	molampos
frisky	surprise	0.375	maliputon
mystic	surprise	0.375	mistiko
compliment	surprise	0.375	pagdayeg
hope	surprise	0.367	paglaum
joker	surprise	0.367	joker
sparkle	surprise	0.367	kidlat
excavation	surprise	0.367	pagpangubkob
sensual	surprise	0.367	mahilayon
entertainment	surprise	0.359	kalingawan
feeling	surprise	0.359	pagbati
modify	surprise	0.352	usba
blessings	surprise	0.352	mga panalangin
newcomer	surprise	0.352	bag-ong nangabot
obit	surprise	0.352	obit
postponement	surprise	0.352	pag-postpone
award	surprise	0.352	award
clown	surprise	0.352	clown
highest	surprise	0.344	pinakataas
hero	surprise	0.344	bayani
glorify	surprise	0.344	himayaon
proficiency	surprise	0.344	kahanas
start	surprise	0.344	pagsugod
wonderfully	surprise	0.344	katingalahan
celebrity	surprise	0.344	celebrity
rekindle	surprise	0.336	sugdi pag-usab
optimism	surprise	0.336	pagkamalaumon
sanctify	surprise	0.336	pagbalaan
unbeaten	surprise	0.336	walay pildi
prodigious	surprise	0.336	talagsaon
grin	surprise	0.336	ngisi
memorable	surprise	0.336	halandumon
warned	surprise	0.336	gipasidan-an
dissolution	surprise	0.336	pagkabungkag
hypertrophy	surprise	0.328	hypertrophy
admiration	surprise	0.328	pagdayeg
examination	surprise	0.320	pagsusi
angel	surprise	0.320	anghel
present	surprise	0.320	presente
catch	surprise	0.320	dakpon
hap	surprise	0.320	hap
saint	surprise	0.312	santos
embrace	surprise	0.312	gakos
flirt	surprise	0.312	flirt
puma	surprise	0.312	puma
kiss	surprise	0.312	halok
liberty	surprise	0.312	kagawasan
scrimmage	surprise	0.312	pag-scrimmage
treat	surprise	0.312	pagtratar
inaffable	surprise	0.312	dili matukib
occasional	surprise	0.312	panagsa
dismissal	surprise	0.312	pagpalagpot
perfection	surprise	0.305	kahingpitan
saintly	surprise	0.305	santos
gratify	surprise	0.305	pagtagbaw
generosity	surprise	0.305	pagkamanggihatagon
sally	surprise	0.305	sally
palpable	surprise	0.297	mabati
finally	surprise	0.297	sa katapusan
differently	surprise	0.297	lahi
polarity	surprise	0.297	polarity
ceremony	surprise	0.297	seremonya
favorable	surprise	0.297	paborable
larger	surprise	0.297	mas dako
warn	surprise	0.297	pahimangno
medal	surprise	0.289	medalya
romance	surprise	0.289	romansa
inviting	surprise	0.289	pagdapit
greeting	surprise	0.289	pangumusta
resignation	surprise	0.281	resignation
accolade	surprise	0.281	pasidungog
labor	surprise	0.281	paghago
candid	surprise	0.281	prangka
trip	surprise	0.281	biyahe
stare	surprise	0.273	tutok
admire	surprise	0.266	pagdayeg
glimmer	surprise	0.266	glimmer
playful	surprise	0.266	playful
somatic	surprise	0.266	somatic
festival	surprise	0.266	pista
mimicry	surprise	0.266	pagsundog
insolvency	surprise	0.266	insolvency
immerse	surprise	0.266	isawsaw
invite	surprise	0.266	imbitar
compensate	surprise	0.266	bayad
receiving	surprise	0.258	nagdawat
complement	surprise	0.258	komplemento
chuckle	surprise	0.258	katawa
laugh	surprise	0.258	mukatawa
hypothesis	surprise	0.258	pangagpas
honeymoon	surprise	0.250	honeymoon
opera	surprise	0.242	opera
pleasant	surprise	0.242	makapahimuot
marry	surprise	0.242	pagminyo
independence	surprise	0.242	kagawasan
chant	surprise	0.234	awit
holiness	surprise	0.234	pagkabalaan
assessment	surprise	0.234	pagtasa
rhythmical	surprise	0.234	ritmo
hopeful	surprise	0.234	malaumon
leave	surprise	0.234	mobiya
trophy	surprise	0.234	tropeyo
deal	surprise	0.227	deal
procession	surprise	0.227	prosesyon
placard	surprise	0.227	plakard
shopping	surprise	0.219	pagpamalit
musical	surprise	0.219	musikal
cherish	surprise	0.219	mahalon
good	surprise	0.219	maayo
dawn	surprise	0.211	kaadlawon
simplify	surprise	0.211	pasimplehon
shell	surprise	0.211	kabhang
morals	surprise	0.203	moralidad
money	surprise	0.203	kwarta
nullify	surprise	0.203	walay pulos
purity	surprise	0.203	kaputli
sweet	surprise	0.203	tam-is
synchronize	surprise	0.195	i-synchronize
precious	surprise	0.195	bililhon
humanitarian	surprise	0.195	humanitarian
preservative	surprise	0.195	preserbatibo
unfulfilled	surprise	0.195	wala matuman
obliging	surprise	0.188	obligado
singularly	surprise	0.188	singular
graduation	surprise	0.180	gradwasyon
foresee	surprise	0.180	makalantaw
pray	surprise	0.180	ampo
lovely	surprise	0.180	nindot
thirst	surprise	0.172	kauhaw
mouth	surprise	0.172	baba
youth	surprise	0.172	kabatan-onan
sun	surprise	0.172	adlaw
art	surprise	0.172	arte
goodness	surprise	0.164	kaayo
latent	surprise	0.156	tinago
visor	surprise	0.156	visor
overdue	surprise	0.156	overdue na
practiced	surprise	0.156	gipraktisan
loyal	surprise	0.148	maunongon
expect	surprise	0.148	magdahum
wireless	surprise	0.148	wireless
destination	surprise	0.148	destinasyon
infant	surprise	0.141	masuso
cream	surprise	0.141	krema
slush	surprise	0.141	lapok
quote	surprise	0.141	kinutlo
playground	surprise	0.133	dulaanan
vote	surprise	0.125	boto
teach	surprise	0.125	pagtudlo
organization	surprise	0.125	organisasyon
dolphin	surprise	0.117	dolphin
weight	surprise	0.117	gibug-aton
smile	surprise	0.117	pahiyom
sisterhood	surprise	0.109	panag-igsoonay
cable	surprise	0.109	kable
sunny	surprise	0.102	sunny
steady	surprise	0.094	makanunayon
peaceful	surprise	0.086	malinawon
spa	surprise	0.086	spa
leisure	surprise	0.086	kalingawan
picnic	surprise	0.078	piknik
tree	surprise	0.078	kahoy
worm	surprise	0.055	ulod
truthfulness	trust	0.906	kamatuoran
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	kasaligan
honor	trust	0.844	dungog
honesty	trust	0.844	pagkamatinud-anon
honest	trust	0.844	matinud-anon
truth	trust	0.844	kamatuoran
truthful	trust	0.836	matinud-anon
trusting	trust	0.836	pagsalig
brotherhood	trust	0.820	panag-igsoonay
entrust	trust	0.812	itugyan
committed	trust	0.805	nahimo
loyalty	trust	0.805	pagkamaunongon
integrity	trust	0.805	integridad
honorable	trust	0.805	dungganon
trust	trust	0.805	pagsalig
credibility	trust	0.805	kredibilidad
faithful	trust	0.797	matinud-anon
sincere	trust	0.797	sinsero
partnership	trust	0.789	panag-uban
responsible	trust	0.789	responsable
true	trust	0.789	tinuod
wisdom	trust	0.789	kaalam
verification	trust	0.781	pamatuod
cooperative	trust	0.781	kooperatiba
vow	trust	0.781	panaad
oath	trust	0.781	panumpa
respectable	trust	0.773	talahuron
sisterhood	trust	0.773	panag-igsoonay
hero	trust	0.773	bayani
credible	trust	0.773	katuohan
promise	trust	0.773	saad
verified	trust	0.773	gipamatud-an
qualified	trust	0.766	kwalipikado
authentication	trust	0.766	panghimatuod
respected	trust	0.766	gitahud
compassion	trust	0.759	kalooy
approval	trust	0.758	pagtugot
moral	trust	0.758	moral
reliability	trust	0.758	kasaligan
trusts	trust	0.758	gisaligan
safekeeping	trust	0.758	pagtipig
reputable	trust	0.758	inila
love	trust	0.758	gugma
friend	trust	0.750	higala
stable	trust	0.750	lig-on
authentic	trust	0.750	tinuod
competence	trust	0.750	katakus
safeguard	trust	0.750	panalipod
companion	trust	0.750	kauban
advised	trust	0.750	gitambagan
respect	trust	0.750	pagtahud
loyal	trust	0.750	maunongon
genuine	trust	0.750	tinuod
friendships	trust	0.750	pagsalig
ally	trust	0.750	kaalyado
proven	trust	0.742	napamatud-an
freedom	trust	0.742	kagawasan
respects	trust	0.742	respeto
accepting	trust	0.742	panaghigalaay
faith	trust	0.742	pagtoo
wholesome	trust	0.742	maayo
heartfelt	trust	0.734	kinasingkasing
unification	trust	0.734	panaghiusa
confirmation	trust	0.734	kumpirmasyon
protecting	trust	0.734	pagpanalipod
reassurance	trust	0.734	pagpasalig
trustee	trust	0.734	sinaligan
supporter	trust	0.734	tigpaluyo
respectful	trust	0.734	matinahuron
admirable	trust	0.734	dalaygon
fact	trust	0.727	kamatuoran
friendship	trust	0.727	panaghigalaay
partners	trust	0.727	pagdawat
confidentially	trust	0.727	kompidensyal
confident	trust	0.727	masaligon
equality	trust	0.727	pagkaparehas
alliance	trust	0.727	alyansa
credential	trust	0.727	kredensyal
believing	trust	0.727	nagatoo
excellence	trust	0.727	pagkamaayo
agreement	trust	0.727	kasabutan
closeness	trust	0.719	pagkasuod
authenticate	trust	0.719	panghimatuod
virtuous	trust	0.719	mahiyason
intelligence	trust	0.719	paniktik
kindred	trust	0.719	kabanay
virtue	trust	0.719	hiyas
honored	trust	0.719	gipasidunggan
justice	trust	0.711	hustisya
charitable	trust	0.711	manggihatagon
determination	trust	0.711	determinasyon
creditable	trust	0.711	masaligan
consistency	trust	0.711	pagkamakanunayon
allegiance	trust	0.711	pagkamaunongon
cooperation	trust	0.711	kooperasyon
guarantee	trust	0.711	garantiya
dedication	trust	0.711	dedikasyon
straightforward	trust	0.711	prangka
cooperating	trust	0.711	nagtinabangay
reliable	trust	0.703	kasaligan
nurture	trust	0.703	pag-amuma
mother	trust	0.703	inahan
fulfilled	trust	0.703	natuman
admiration	trust	0.703	pagdayeg
mentor	trust	0.703	mentor
guardianship	trust	0.703	pagbantay
assurance	trust	0.703	kasigurohan
morality	trust	0.703	moralidad
motherhood	trust	0.703	pagka-inahan
innocent	trust	0.703	inosente
reverence	trust	0.703	pagtahud
sanctuary	trust	0.703	santwaryo
friendliness	trust	0.703	pagkamahigalaon
prepared	trust	0.703	giandam
admire	trust	0.703	pagdayeg
protected	trust	0.703	gipanalipdan
proof	trust	0.703	pruweba
bodyguard	trust	0.695	tanod
skillful	trust	0.695	hanas
marriage	trust	0.695	kaminyoon
allied	trust	0.695	kaalyado
morals	trust	0.695	moralidad
humanitarian	trust	0.695	humanitarian
pact	trust	0.695	kasabutan
courage	trust	0.695	kaisog
accountable	trust	0.695	may tulubagon
agreeable	trust	0.695	mauyonan
united	trust	0.695	nagkahiusa
indestructible	trust	0.695	dili maguba
approving	trust	0.695	aprobahan
guardian	trust	0.695	magbalantay
compassionate	trust	0.695	maloloy-on
scientist	trust	0.695	siyentista
certified	trust	0.695	sertipikado
pledge	trust	0.688	saad
adviser	trust	0.688	magtatambag
authenticity	trust	0.688	pagkatinuod
understanding	trust	0.688	pagsabot
secure	trust	0.688	luwas
guidance	trust	0.688	giya
monogamy	trust	0.688	monogamiya
valor	trust	0.688	kaisog
solidity	trust	0.688	kalig-on
perfection	trust	0.688	kahingpitan
believed	trust	0.688	mituo
humanity	trust	0.688	katawhan
justifiable	trust	0.688	makatarunganon
competent	trust	0.688	may katakus
esteem	trust	0.688	pagtamod
protector	trust	0.680	tigpanalipod
inspire	trust	0.680	makapadasig
hope	trust	0.680	paglaum
strongest	trust	0.680	mga kauban
expertise	trust	0.680	kahanas
humble	trust	0.680	mapaubsanon
indivisible	trust	0.680	dili mabahin
official	trust	0.680	opisyal
affirm	trust	0.680	gipamatud-an sa
familiarity	trust	0.680	pagkapamilyar
confirmed	trust	0.680	gikumpirma
diligence	trust	0.680	kakugi
grandfather	trust	0.680	apohan
advocacy	trust	0.680	adbokasiya
goodness	trust	0.680	kaayo
commendable	trust	0.680	dalaygon
acceptance	trust	0.680	pagdawat
diplomatic	trust	0.680	diplomatiko
leader	trust	0.680	lider
confide	trust	0.680	isugid
agreeing	trust	0.680	nagkauyon
approve	trust	0.680	mouyon
professional	trust	0.680	propesyonal
elders	trust	0.680	mga tigulang
confidential	trust	0.680	kompidensyal
faultless	trust	0.672	walay sala
believes	trust	0.672	gidawat
sanctify	trust	0.672	pagbalaan
intelligent	trust	0.672	intelihente
safe	trust	0.672	luwas
accepted	trust	0.672	pinakalig-on
dignity	trust	0.672	dignidad
unwavering	trust	0.672	dili matarug
encyclopedia	trust	0.672	encyclopedia
mastery	trust	0.672	kahanas
cohesive	trust	0.672	cohesive
harmoniously	trust	0.672	harmoniously
benevolence	trust	0.672	pagkamaayo
healing	trust	0.672	pag-ayo
accredited	trust	0.672	akreditado
covenant	trust	0.672	pakigsaad
accountability	trust	0.664	pagkamay tulubagon
team	trust	0.664	team
authority	trust	0.664	awtoridad
heroic	trust	0.664	bayanihon
reliance	trust	0.664	pagsalig
expert	trust	0.664	eksperto
communicate	trust	0.664	makigkomunikar
spiritual	trust	0.664	espirituhanon
impeccable	trust	0.664	walay ikasaway
specialist	trust	0.664	espesyalista
affirmatively	trust	0.664	apirmatibo
proficient	trust	0.664	hanas
fulfillment	trust	0.664	katumanan
advocate	trust	0.664	manlalaban
disciple	trust	0.664	disipulo
attestation	trust	0.664	pamatuod
merit	trust	0.664	merito
supporting	trust	0.664	pagsuporta
ambassador	trust	0.664	embahador
guidebook	trust	0.664	giya nga basahon
accept	trust	0.664	dawata
strengthening	trust	0.661	pagpalig-on
holiness	trust	0.656	pagkabalaan
facts	trust	0.656	kamatuoran
warranty	trust	0.656	garantiya
strength	trust	0.656	kusog
relationship	trust	0.656	relasyon
defended	trust	0.656	gidepensahan
constancy	trust	0.656	pagkamakanunayon
favorable	trust	0.656	paborable
gentleman	trust	0.656	ginoo
counsel	trust	0.656	tambag
scientific	trust	0.656	siyentipikanhon
structure	trust	0.656	istruktura
elder	trust	0.656	tigulang
excellent	trust	0.656	maayo kaayo
achieve	trust	0.656	makab-ot
steadfast	trust	0.656	lig-on
familiar	trust	0.656	pamilyar
proficiency	trust	0.656	kahanas
supports	trust	0.656	nagtuo
counselor	trust	0.648	magtatambag
lovable	trust	0.648	higugmaon
advisable	trust	0.648	angay
agreed	trust	0.648	miuyon
heroism	trust	0.648	pagkabayanihon
rely	trust	0.648	mosalig
uphold	trust	0.648	suportahan
brother	trust	0.648	igsoon
matrimony	trust	0.648	kaminyoon
assuredly	trust	0.648	sigurado
peaceful	trust	0.648	malinawon
saint	trust	0.648	santos
unconditionally	trust	0.648	midawat
solidarity	trust	0.648	panaghiusa
accepts	trust	0.648	nagsuporta
inspiration	trust	0.648	inspirasyon
noble	trust	0.648	halangdon
successful	trust	0.648	malampuson
harmony	trust	0.648	panag-uyon
protective	trust	0.648	manalipod
competency	trust	0.648	katakus
comrade	trust	0.648	kauban
academic	trust	0.648	akademiko
assist	trust	0.648	pagtabang
worthy	trust	0.643	takus
benefactor	trust	0.641	tighatag ug kaayohan
credence	trust	0.641	pagsalig
confidence	trust	0.641	pagsalig
relationships	trust	0.641	walay kondisyon
ordained	trust	0.641	giordinahan
legal	trust	0.641	legal
champion	trust	0.641	kampeon
lawful	trust	0.641	subay sa balaod
durability	trust	0.641	kalig-on
judiciary	trust	0.641	hudikatura
doctor	trust	0.641	doktor
loving	trust	0.641	mahigugmaon
assure	trust	0.641	pasalig
establish	trust	0.641	pagtukod
mamma	trust	0.641	mama
kind	trust	0.641	buotan
unity	trust	0.641	panaghiusa
conscientious	trust	0.641	makonsensya
real	trust	0.641	tinuod
coexist	trust	0.641	mag-uban
leading	trust	0.641	nanguna
teacher	trust	0.641	magtutudlo
intimate	trust	0.634	suod
brotherly	trust	0.633	igsuon
physician	trust	0.633	mananambal
judicial	trust	0.633	hudisyal
saintly	trust	0.633	santos
aspiration	trust	0.633	pangandoy
conscience	trust	0.633	konsensya
therapeutic	trust	0.633	terapyutik
fidelity	trust	0.633	pagkamatinud-anon
soundness	trust	0.633	pagkamaayo
important	trust	0.633	importante
homage	trust	0.633	pagtahud
legitimacy	trust	0.633	pagkalehitimo
fortitude	trust	0.633	kalig-on
deepest	trust	0.633	mga relasyon
approved	trust	0.633	giaprobahan
courageous	trust	0.633	maisugon
devotional	trust	0.633	debosyonal
endorse	trust	0.633	endorso
backbone	trust	0.633	buko-buko
authorize	trust	0.633	pagtugot
practiced	trust	0.633	gipraktisan
sanctification	trust	0.633	pagbalaan
hopeful	trust	0.633	malaumon
convincing	trust	0.633	makapakombinsir
bless	trust	0.633	panalangini
angel	trust	0.625	anghel
authorization	trust	0.625	pagtugot
assured	trust	0.625	gipasaligan
purify	trust	0.625	putli
caretaker	trust	0.625	tig-atiman
regard	trust	0.625	pagtagad
profound	trust	0.625	lawom
achievement	trust	0.625	kalampusan
evident	trust	0.625	dayag
positivity	trust	0.625	pagkapositibo
communication	trust	0.625	komunikasyon
professorship	trust	0.625	pagkapropesor
blessing	trust	0.625	panalangin
beliefs	trust	0.625	pinakalawom
encourage	trust	0.625	pagdasig
fireman	trust	0.625	bombero
majestic	trust	0.625	halangdon
civilized	trust	0.625	sibilisado
certify	trust	0.625	pamatud-an
wonderful	trust	0.625	talagsaon
engaged	trust	0.625	engaged
accurate	trust	0.625	tukma
approvement	trust	0.617	pagtugot
optimism	trust	0.617	pagkamalaumon
planning	trust	0.617	pagplano
believer	trust	0.617	magtotoo
advice	trust	0.617	tambag
commend	trust	0.617	dayega
gospel	trust	0.617	ebanghelyo
objective	trust	0.617	tumong
rational	trust	0.617	makatarunganon
cherish	trust	0.617	mahalon
constantly	trust	0.617	kanunay
haven	trust	0.617	dunggoanan
fundamental	trust	0.617	sukaranan
bedrock	trust	0.617	batong bato
accord	trust	0.617	uyon
triumphant	trust	0.617	madaogon
surety	trust	0.617	kasigurohan
testament	trust	0.617	testamento
absolution	trust	0.617	pagpasaylo
truce	trust	0.617	hunong-buto
reassure	trust	0.617	pasalig
appreciation	trust	0.617	apresasyon
qualities	trust	0.617	mga hiyas
passionate	trust	0.617	madasigon
good	trust	0.617	maayo
unimpeachable	trust	0.617	dili matukib
corroborate	trust	0.617	nagpamatuod
thoughtful	trust	0.617	mahunahunaon
heroine	trust	0.617	bida
teach	trust	0.617	pagtudlo
god	trust	0.617	Dios
attentive	trust	0.617	matinagdanon
scripture	trust	0.609	kasulatan
civilization	trust	0.609	sibilisasyon
magnificence	trust	0.609	kahalangdon
recommend	trust	0.609	irekomendar
progression	trust	0.609	pag-uswag
steward	trust	0.609	piniyalan
purification	trust	0.609	pagputli
patron	trust	0.609	patron
praiseworthy	trust	0.609	dalaygon
heal	trust	0.609	pag-ayo
considerate	trust	0.609	mahunahunaon
blessings	trust	0.609	mga panalangin
mediator	trust	0.609	tigpataliwala
babysitter	trust	0.609	yaya
notary	trust	0.609	notaryo
awareness	trust	0.609	kahibalo
vetted	trust	0.609	mga pagtuo
excel	trust	0.609	excel
happy	trust	0.609	malipayon
praise	trust	0.609	pagdayeg
brilliant	trust	0.609	hayag
liking	trust	0.609	ganahan
definitive	trust	0.609	depinitibo
comfort	trust	0.609	kaharuhay
officer	trust	0.609	opisyal
peace	trust	0.602	kalinaw
serenity	trust	0.602	kalinaw
unquestionable	trust	0.602	dili malalis
embrace	trust	0.602	gakos
identify	trust	0.602	pag-ila
inspired	trust	0.602	dinasig
steady	trust	0.602	makanunayon
nun	trust	0.602	madre
guarded	trust	0.602	gibantayan
symmetry	trust	0.602	simetriya
mainstay	trust	0.602	mainstay
fulfill	trust	0.602	tumanon
humility	trust	0.602	pagpaubos
helpful	trust	0.602	makatabang
transcendence	trust	0.602	transendence
unconditional	trust	0.602	walay kondisyon
brave	trust	0.602	isog
brighten	trust	0.602	hayag
experienced	trust	0.602	nakasinati
enlightenment	trust	0.602	kalamdagan
sympathetic	trust	0.602	mabination
witness	trust	0.602	saksi
vigilant	trust	0.594	mabinantayon
ministry	trust	0.594	ministeryo
