English Word	Emotion	Emotion-Intensity-Score	Bulgarian Word
encyclopedia	trust	0.672	енциклопедия
mastery	trust	0.672	майсторство
cohesive	trust	0.672	сплотен
harmoniously	trust	0.672	хармонично
benevolence	trust	0.672	добронамереност
healing	trust	0.672	изцеление
accredited	trust	0.672	акредитиран
covenant	trust	0.672	завет
accountability	trust	0.664	отчетност
team	trust	0.664	екип
authority	trust	0.664	власт
heroic	trust	0.664	героичен
reliance	trust	0.664	разчитане
expert	trust	0.664	експерт
communicate	trust	0.664	общуват
spiritual	trust	0.664	духовен
impeccable	trust	0.664	безупречен
specialist	trust	0.664	специалист
affirmatively	trust	0.664	утвърдително
proficient	trust	0.664	опитен
fulfillment	trust	0.664	изпълнение
advocate	trust	0.664	адвокат
disciple	trust	0.664	ученик
attestation	trust	0.664	атестация
merit	trust	0.664	заслуга
supporting	trust	0.664	поддържащ
ambassador	trust	0.664	посланик
guidebook	trust	0.664	пътеводител
accept	trust	0.664	приемам
strengthening	trust	0.661	укрепване
holiness	trust	0.656	святост
facts	trust	0.656	факти
warranty	trust	0.656	Гаранция
strength	trust	0.656	сила
relationship	trust	0.656	връзка
defended	trust	0.656	защитаван
constancy	trust	0.656	постоянство
favorable	trust	0.656	благоприятен
gentleman	trust	0.656	джентълмен
counsel	trust	0.656	съветник
scientific	trust	0.656	научен
structure	trust	0.656	структура
elder	trust	0.656	старейшина
excellent	trust	0.656	отлично
achieve	trust	0.656	постигам
steadfast	trust	0.656	непоколебим
familiar	trust	0.656	познат
proficiency	trust	0.656	опитност
supports	trust	0.656	вярва
counselor	trust	0.648	съветник
lovable	trust	0.648	обичлив
advisable	trust	0.648	препоръчително
agreed	trust	0.648	съгласен
heroism	trust	0.648	героизъм
rely	trust	0.648	разчитам
uphold	trust	0.648	поддържам
brother	trust	0.648	брат
matrimony	trust	0.648	брак
assuredly	trust	0.648	със сигурност
peaceful	trust	0.648	мирен
saint	trust	0.648	светец
unconditionally	trust	0.648	приема
solidarity	trust	0.648	солидарност
accepts	trust	0.648	поддържа
inspiration	trust	0.648	вдъхновение
noble	trust	0.648	благороден
successful	trust	0.648	успешен
harmony	trust	0.648	хармония
protective	trust	0.648	защитен
competency	trust	0.648	компетентност
comrade	trust	0.648	другарю
academic	trust	0.648	академичен
assist	trust	0.648	подпомагам
worthy	trust	0.643	достоен
benefactor	trust	0.641	благодетел
credence	trust	0.641	доверие
confidence	trust	0.641	увереност
relationships	trust	0.641	безусловно
ordained	trust	0.641	ръкоположен
legal	trust	0.641	правен
champion	trust	0.641	шампион
lawful	trust	0.641	законен
durability	trust	0.641	издръжливост
judiciary	trust	0.641	Съдебен
doctor	trust	0.641	лекар
loving	trust	0.641	любящ
assure	trust	0.641	уверявам
establish	trust	0.641	установявам
mamma	trust	0.641	мама
kind	trust	0.641	мил
unity	trust	0.641	единство
conscientious	trust	0.641	съвестен
real	trust	0.641	истински
coexist	trust	0.641	съжителстват
leading	trust	0.641	водещи
teacher	trust	0.641	учител
intimate	trust	0.634	интимен
brotherly	trust	0.633	братски
physician	trust	0.633	лекар
judicial	trust	0.633	съдебно
saintly	trust	0.633	светец
aspiration	trust	0.633	аспирация
conscience	trust	0.633	съвест
therapeutic	trust	0.633	терапевтичен
fidelity	trust	0.633	вярност
soundness	trust	0.633	здравина
important	trust	0.633	важно
homage	trust	0.633	почит
legitimacy	trust	0.633	легитимност
fortitude	trust	0.633	сила на духа
deepest	trust	0.633	отношения
approved	trust	0.633	одобрени
courageous	trust	0.633	смел
devotional	trust	0.633	предан
endorse	trust	0.633	одобрявам
backbone	trust	0.633	гръбнак
authorize	trust	0.633	упълномощавам
practiced	trust	0.633	практикуван
sanctification	trust	0.633	освещаване
hopeful	trust	0.633	обнадежден
convincing	trust	0.633	убедителни
bless	trust	0.633	благославям
angel	trust	0.625	ангел
authorization	trust	0.625	упълномощаване
assured	trust	0.625	уверен
purify	trust	0.625	пречиствам
caretaker	trust	0.625	гледач
regard	trust	0.625	отношение
profound	trust	0.625	дълбоко
achievement	trust	0.625	постижение
evident	trust	0.625	очевидно
positivity	trust	0.625	позитивност
communication	trust	0.625	комуникация
professorship	trust	0.625	професура
blessing	trust	0.625	благословение
beliefs	trust	0.625	най-дълбоко
encourage	trust	0.625	насърчавам
fireman	trust	0.625	пожарникар
majestic	trust	0.625	величествен
civilized	trust	0.625	цивилизован
certify	trust	0.625	удостоверявам
wonderful	trust	0.625	чудесен
engaged	trust	0.625	сгоден
accurate	trust	0.625	точен
approvement	trust	0.617	одобрение
optimism	trust	0.617	оптимизъм
planning	trust	0.617	планиране
believer	trust	0.617	вярващ
advice	trust	0.617	съвет
commend	trust	0.617	похваля
gospel	trust	0.617	евангелие
objective	trust	0.617	обективен
rational	trust	0.617	рационален
cherish	trust	0.617	ценя
constantly	trust	0.617	постоянно
haven	trust	0.617	убежище
fundamental	trust	0.617	фундаментален
bedrock	trust	0.617	основна скала
accord	trust	0.617	съгласие
triumphant	trust	0.617	триумфален
surety	trust	0.617	поръчителство
testament	trust	0.617	завещание
absolution	trust	0.617	опрощение
truce	trust	0.617	примирие
reassure	trust	0.617	успокоявам
appreciation	trust	0.617	признателност
qualities	trust	0.617	качества
passionate	trust	0.617	страстен
good	trust	0.617	добре
unimpeachable	trust	0.617	безупречен
corroborate	trust	0.617	потвърждавам
thoughtful	trust	0.617	замислен
heroine	trust	0.617	героиня
teach	trust	0.617	преподавам
god	trust	0.617	Бог
attentive	trust	0.617	внимателен
scripture	trust	0.609	писание
civilization	trust	0.609	цивилизация
magnificence	trust	0.609	великолепие
recommend	trust	0.609	Препоръчвам
progression	trust	0.609	прогресия
steward	trust	0.609	стюард
purification	trust	0.609	пречистване
patron	trust	0.609	покровител
praiseworthy	trust	0.609	похвално
heal	trust	0.609	лекувам
considerate	trust	0.609	внимателен
blessings	trust	0.609	благословии
mediator	trust	0.609	посредник
babysitter	trust	0.609	детегледачка
notary	trust	0.609	нотариус
awareness	trust	0.609	осъзнаване
vetted	trust	0.609	вярвания
excel	trust	0.609	превъзходен
happy	trust	0.609	щастлив
praise	trust	0.609	хвала
brilliant	trust	0.609	брилянтен
liking	trust	0.609	харесване
definitive	trust	0.609	окончателен
comfort	trust	0.609	комфорт
officer	trust	0.609	офицер
peace	trust	0.602	спокойствие
serenity	trust	0.602	спокойствие
unquestionable	trust	0.602	несъмнено
embrace	trust	0.602	прегръщам
identify	trust	0.602	идентифицирам
inspired	trust	0.602	вдъхновен
steady	trust	0.602	стабилен
nun	trust	0.602	монахиня
guarded	trust	0.602	охраняван
symmetry	trust	0.602	симетрия
mainstay	trust	0.602	опора
fulfill	trust	0.602	изпълнявам
humility	trust	0.602	смирение
helpful	trust	0.602	полезно
transcendence	trust	0.602	трансцендентност
unconditional	trust	0.602	безусловен
brave	trust	0.602	смел
brighten	trust	0.602	озаряват
experienced	trust	0.602	опитен
enlightenment	trust	0.602	просветление
sympathetic	trust	0.602	симпатичен
witness	trust	0.602	свидетел
vigilant	trust	0.594	бдителен
ministry	trust	0.594	министерство
admiral	trust	0.594	адмирал
vigilance	trust	0.594	бдителност
depend	trust	0.594	зависят
generosity	trust	0.594	щедрост
befriend	trust	0.594	сприятелявам се
complimentary	trust	0.594	безплатно
assessment	trust	0.594	Оценяване
fairly	trust	0.594	справедливо
enlighten	trust	0.594	просветлявам
strengthen	trust	0.594	укрепвам
nurse	trust	0.594	медицинска сестра
endowment	trust	0.594	надарение
visionary	trust	0.594	визионерски
praised	trust	0.594	похвален
eminence	trust	0.594	величие
marry	trust	0.594	ожени се
generous	trust	0.594	щедър
gratitude	trust	0.594	благодарност
sage	trust	0.594	мъдрец
tranquility	trust	0.594	спокойствие
openly	trust	0.594	открито
grant	trust	0.594	грант
spouse	trust	0.594	съпруг
philanthropic	trust	0.594	филантропски
regent	trust	0.594	регент
substantiate	trust	0.594	обосновавам
commendation	trust	0.594	похвала
council	trust	0.594	съвет
efficient	trust	0.594	ефикасен
sweetheart	trust	0.589	скъпа
bylaw	trust	0.586	подзаконов акт
magnificent	trust	0.586	великолепен
designation	trust	0.586	обозначаване
godly	trust	0.586	благочестив
seniority	trust	0.586	старшинство
conservation	trust	0.586	запазване
educational	trust	0.586	образователен
rooted	trust	0.586	вкоренени
inheritance	trust	0.586	наследство
diplomacy	trust	0.586	дипломация
mate	trust	0.586	приятел
convince	trust	0.586	убеждавам
unfailing	trust	0.586	безотказен
share	trust	0.586	дял
monk	trust	0.586	монах
constitutional	trust	0.586	конституционен
lovely	trust	0.586	прекрасно
compliance	trust	0.586	съответствие
attest	trust	0.586	удостоверявам
victory	trust	0.586	победа
serene	trust	0.586	спокоен
checklist	trust	0.586	контролен списък
husbandry	trust	0.586	животновъдство
enjoying	trust	0.586	наслаждавайки се
revere	trust	0.586	почитам
tribe	trust	0.586	племе
meritorious	trust	0.586	заслужил
joyful	trust	0.586	радостен
delegate	trust	0.586	делегат
helper	trust	0.586	помощник
angelic	trust	0.586	ангелски
ambition	trust	0.586	амбиция
father	trust	0.586	баща
acclaim	trust	0.586	признание
testimony	trust	0.586	свидетелство
collectively	trust	0.586	колективно
sobriety	trust	0.586	трезвеност
prestige	trust	0.586	престиж
firmness	trust	0.586	твърдост
structural	trust	0.578	структурен
impartiality	trust	0.578	безпристрастност
navigator	trust	0.578	навигатор
judge	trust	0.578	съдия
shelter	trust	0.578	подслон
coexisting	trust	0.578	съжителство
unquestioned	trust	0.578	неоспорим
careful	trust	0.578	внимателен
obey	trust	0.578	подчинявам се
professor	trust	0.578	професор
convinced	trust	0.578	убеден
communion	trust	0.578	причастие
cheerfulness	trust	0.578	бодрост
inviting	trust	0.578	приканващ
irrefutable	trust	0.578	неопровержим
commandant	trust	0.578	комендант
smile	trust	0.578	Усмихни се
authoritative	trust	0.578	авторитетен
philanthropist	trust	0.578	филантроп
legalized	trust	0.578	легализирани
adore	trust	0.578	обожавам
upright	trust	0.578	изправен
revival	trust	0.578	възраждане
dutiful	trust	0.578	послушен
watchdog	trust	0.578	куче пазач
apostle	trust	0.570	апостол
volunteers	trust	0.570	доброволци
immaculate	trust	0.570	безупречен
adhering	trust	0.570	придържайки се
unquestionably	trust	0.570	без съмнение
advise	trust	0.570	съветвам
punctual	trust	0.570	точен
consult	trust	0.570	консултирайте се
ordinance	trust	0.570	наредба
complement	trust	0.570	допълнение
modest	trust	0.570	скромен
everlasting	trust	0.570	вечен
compass	trust	0.570	компас
heavenly	trust	0.570	небесен
determinate	trust	0.570	определящ
counsellor	trust	0.570	съветник
abundance	trust	0.570	изобилие
guide	trust	0.570	ръководство
earned	trust	0.570	проверени
pedigree	trust	0.570	родословие
relative	trust	0.570	роднина
principal	trust	0.570	главница
plausible	trust	0.570	правдоподобен
collaborator	trust	0.570	сътрудник
connective	trust	0.570	съединителен
corroboration	trust	0.570	потвърждение
insure	trust	0.570	застраховам
pilot	trust	0.570	пилот
unequivocal	trust	0.570	недвусмислен
matron	trust	0.570	матрона
cuddle	trust	0.570	сгушвам се
measured	trust	0.570	измерено
fort	trust	0.562	крепост
treasurer	trust	0.562	ковчежник
apostolic	trust	0.562	апостолски
save	trust	0.562	спаси
frankness	trust	0.562	откровеност
insight	trust	0.562	прозрение
admit	trust	0.562	признавам
earn	trust	0.562	печелят
remarkable	trust	0.562	забележително
strong	trust	0.562	силен
content	trust	0.562	съдържание
vitality	trust	0.562	жизненост
prize	trust	0.562	награда
vigorous	trust	0.562	енергичен
congregation	trust	0.562	събрание
uplift	trust	0.562	повдигане
spotless	trust	0.562	неопетнен
devout	trust	0.562	набожен
soothing	trust	0.562	успокояващо
miracle	trust	0.562	чудо
cohesion	trust	0.562	сплотеност
lovemaking	trust	0.562	правене на любов
curable	trust	0.562	лечимо
pleasant	trust	0.562	приятно
jury	trust	0.562	жури
pertinent	trust	0.562	уместно
succeeding	trust	0.562	преуспяващ
concordance	trust	0.562	съгласуваност
jurist	trust	0.562	юрист
applaud	trust	0.562	аплодирам
ordination	trust	0.562	ръкополагане
compensate	trust	0.562	компенсират
patience	trust	0.555	търпение
mediate	trust	0.555	посредничат
coach	trust	0.555	треньор
illumination	trust	0.555	осветяване
cultivate	trust	0.555	култивирам
providing	trust	0.555	осигуряване
precedence	trust	0.555	предимство
exalt	trust	0.555	превъзнасям
succeed	trust	0.555	успявам
inclusion	trust	0.555	включване
meditate	trust	0.555	медитирам
coalesce	trust	0.555	сливат се
betrothed	trust	0.555	сгодени
midwife	trust	0.555	акушерка
veteran	trust	0.555	ветеран
destined	trust	0.555	предначертан
auditor	trust	0.555	одитор
privacy	trust	0.555	поверителност
restorative	trust	0.555	възстановителен
influential	trust	0.555	влиятелен
impartial	trust	0.555	безпристрастен
discretion	trust	0.555	дискретност
foresight	trust	0.555	далновидност
congruence	trust	0.555	конгруентност
worship	trust	0.555	поклонение
constant	trust	0.555	постоянен
reunion	trust	0.555	събиране
intuition	trust	0.555	интуиция
reconciliation	trust	0.555	помирение
ambulance	trust	0.555	линейка
defender	trust	0.555	защитник
greatness	trust	0.555	величие
buddy	trust	0.555	приятелю
vote	trust	0.555	гласуване
physicist	trust	0.555	физик
prophet	trust	0.555	пророк
prevalent	trust	0.547	преобладаващ
eyewitness	trust	0.547	очевидец
durable	trust	0.547	издръжлив
prudent	trust	0.547	разумен
securities	trust	0.547	ценни книжа
salvation	trust	0.547	спасение
govern	trust	0.547	управлява
law	trust	0.547	закон
proud	trust	0.547	горд
cheer	trust	0.547	веселие
reinforcement	trust	0.547	укрепване
promises	trust	0.547	спечелен
invocation	trust	0.547	извикване
provide	trust	0.547	предоставят
friendly	trust	0.547	приятелски настроен
commanding	trust	0.547	командващ
temperate	trust	0.547	умерен
conciliation	trust	0.547	помирение
convent	trust	0.547	манастир
heritage	trust	0.547	наследство
independence	trust	0.547	независимост
rejoice	trust	0.547	радвай се
engaging	trust	0.547	ангажиране
readiness	trust	0.547	готовност
registry	trust	0.547	регистър
statement	trust	0.547	изявление
liberty	trust	0.547	свобода
forgive	trust	0.547	прости
ancestral	trust	0.547	родовия
impenetrable	trust	0.547	непроницаем
choices	trust	0.539	обещания
psalms	trust	0.539	псалми
majority	trust	0.539	мнозинство
antidote	trust	0.539	противоотрова
tantamount	trust	0.539	равносилно
perfect	trust	0.539	перфектен
regularity	trust	0.539	редовност
chronicle	trust	0.539	хроника
ensemble	trust	0.539	ансамбъл
applause	trust	0.539	аплодисменти
obedience	trust	0.539	послушание
aspiring	trust	0.539	стремящ се
watchman	trust	0.539	пазач
inimitable	trust	0.539	неподражаем
chastity	trust	0.539	целомъдрие
architecture	trust	0.539	архитектура
stamina	trust	0.539	издръжливост
delightful	trust	0.539	възхитителен
exalted	trust	0.539	възвишен
relevant	trust	0.539	релевантни
reinforcements	trust	0.539	подкрепления
proctor	trust	0.539	проктор
immovable	trust	0.539	неподвижен
instructions	trust	0.539	инструкции
define	trust	0.539	дефинирам
uncensured	trust	0.539	нецензуриран
institute	trust	0.539	институт
responsive	trust	0.539	отзивчив
recovery	trust	0.539	възстановяване
obliging	trust	0.539	задължаващ
obvious	trust	0.539	очевидно
forefathers	trust	0.539	предци
eager	trust	0.539	нетърпелив
inoculation	trust	0.539	инокулация
admitting	trust	0.539	признаване
memorable	trust	0.539	запомнящ се
hospital	trust	0.531	болница
rescue	trust	0.531	спасяване
deed	trust	0.531	акт
princely	trust	0.531	княжески
retirement	trust	0.531	пенсиониране
cradle	trust	0.531	люлка
immunization	trust	0.531	имунизация
bloom	trust	0.531	разцвет
candid	trust	0.531	откровен
evergreen	trust	0.531	вечнозелено
ballot	trust	0.531	гласуване
accompaniment	trust	0.531	акомпанимент
verily	trust	0.531	наистина
inseparable	trust	0.531	неразделни
analyst	trust	0.531	анализатор
strive	trust	0.531	стремя се
dependent	trust	0.531	зависим
heavens	trust	0.531	небесата
answerable	trust	0.531	отговорен
school	trust	0.531	училище
terms	trust	0.531	условия
center	trust	0.531	център
firstborn	trust	0.531	първороден
transcript	trust	0.531	препис
fraternal	trust	0.531	братски
omniscient	trust	0.531	всезнаещ
seal	trust	0.531	тюлен
edification	trust	0.531	назидание
doubtless	trust	0.531	несъмнено
deliverance	trust	0.531	избавление
sponsor	trust	0.531	спонсор
expedient	trust	0.531	целесъобразно
bride	trust	0.531	булка
refuge	trust	0.531	убежище
approbation	trust	0.527	одобрение
chaplain	trust	0.523	свещеник
laureate	trust	0.523	лауреат
liberate	trust	0.523	освобождавам
coronation	trust	0.523	коронясване
adoration	trust	0.523	обожание
countenance	trust	0.523	физиономия
honeymoon	trust	0.523	Меден месец
connoisseur	trust	0.523	познавач
notable	trust	0.523	бележит
benedictory	trust	0.523	благословителен
celebration	trust	0.523	празненство
neighbor	trust	0.523	съсед
unbroken	trust	0.523	ненарушен
award	trust	0.523	награда
improvement	trust	0.523	подобрение
hug	trust	0.523	прегръдка
graduation	trust	0.523	абитуриентски
correctness	trust	0.523	коректност
winning	trust	0.523	печеливш
paragon	trust	0.523	образец
ratify	trust	0.523	ратифицирам
powerful	trust	0.523	мощен
elevation	trust	0.523	надморска височина
commonwealth	trust	0.523	общност
account	trust	0.523	сметка
unimpeached	trust	0.523	безупречен
taught	trust	0.523	преподавани
salutary	trust	0.523	оздравително
captivate	trust	0.523	пленявам
dictionary	trust	0.523	речник
nobility	trust	0.523	благородство
ourselves	trust	0.523	избори
feeling	trust	0.518	чувство
amen	trust	0.516	амин
committee	trust	0.516	комитет
reverie	trust	0.516	замечтаност
deserve	trust	0.516	заслужават
fully	trust	0.516	напълно
compliment	trust	0.516	комплимент
obstetrician	trust	0.516	акушер
enchanted	trust	0.516	омагьосан
inform	trust	0.516	информирам
association	trust	0.516	асоциация
credit	trust	0.516	кредит
passwords	trust	0.516	себе си
freely	trust	0.516	свободно
framework	trust	0.516	рамка
nobleman	trust	0.516	благородник
formative	trust	0.516	формиращ
tender	trust	0.516	търг
measure	trust	0.516	мярка
advent	trust	0.516	идване
management	trust	0.516	управление
confession	trust	0.516	изповед
remedy	trust	0.516	средство за защита
sentinel	trust	0.516	стражник
pray	trust	0.516	молете се
perpetuity	trust	0.516	вечност
tribunal	trust	0.516	трибунал
minded	trust	0.516	мислещ
organization	trust	0.516	организация
predominant	trust	0.516	преобладаващ
volunteer	trust	0.509	доброволец
accolade	trust	0.508	похвала
courtship	trust	0.508	ухажване
patronage	trust	0.508	меценатство
philosopher	trust	0.508	философ
confessional	trust	0.508	изповедалня
diversity	trust	0.508	разнообразие
virgin	trust	0.508	девствена
venerable	trust	0.508	почтен
policy	trust	0.508	политика
intact	trust	0.508	непокътнати
custodian	trust	0.508	попечител
automatic	trust	0.508	автоматичен
unsurpassed	trust	0.508	ненадминат
shepherd	trust	0.508	пастир
reward	trust	0.508	награда
beautification	trust	0.508	разкрасяване
medical	trust	0.508	медицински
constable	trust	0.508	полицай
forgiving	trust	0.508	прощаващ
tolerance	trust	0.508	толерантност
priest	trust	0.508	свещеник
enable	trust	0.508	активирайте
vouch	trust	0.508	вауч
lieutenant	trust	0.508	лейтенант
instruct	trust	0.508	инструктирам
housewife	trust	0.508	домакиня
admissible	trust	0.508	допустимо
sovereign	trust	0.508	суверенен
amour	trust	0.508	любов
savor	trust	0.508	вкусвам
darling	trust	0.500	скъпа
related	trust	0.500	свързани
infallibility	trust	0.500	непогрешимост
watchful	trust	0.500	бдителен
nerds	trust	0.500	пароли
instruction	trust	0.500	инструкция
doctrine	trust	0.500	доктрина
birth	trust	0.500	раждане
timing	trust	0.500	синхронизация
infinity	trust	0.500	безкрайност
religions	trust	0.500	маниаци
warden	trust	0.500	надзирател
optimist	trust	0.500	оптимист
apologetic	trust	0.500	извинителен
gateway	trust	0.500	шлюз
pontiff	trust	0.500	понтифекс
alive	trust	0.500	жив
indelible	trust	0.500	незаличим
personal	trust	0.500	лични
pious	trust	0.500	благочестив
majesty	trust	0.500	величие
synchronize	trust	0.500	синхронизирам
guard	trust	0.500	пазач
retain	trust	0.500	запазвам
romantic	trust	0.500	романтичен
superman	trust	0.500	супермен
info	trust	0.500	инфо
backer	trust	0.500	поддръжник
undying	trust	0.500	неумиращ
vindication	trust	0.500	реабилитация
badge	trust	0.500	значка
treasure	trust	0.500	съкровище
guru	trust	0.500	гуру
church	trust	0.492	църква
formality	trust	0.492	формалност
contributor	trust	0.492	сътрудник
radiance	trust	0.492	излъчване
psalm	trust	0.492	псалом
laudatory	trust	0.492	хвалебствено
grandchildren	trust	0.492	внуци
popularity	trust	0.492	популярност
salute	trust	0.492	поздрав
hosannah	trust	0.492	осанна
attraction	trust	0.492	атракция
efforts	trust	0.492	преценка
privy	trust	0.492	клозет
improve	trust	0.492	подобрявам
sheriff	trust	0.492	шериф
chairman	trust	0.492	председател
judgement	trust	0.492	поговорки
harbor	trust	0.492	пристанище
elegance	trust	0.492	елегантност
hardy	trust	0.492	издръжлив
umpire	trust	0.492	съдия
constitute	trust	0.492	представляват
proverbs	trust	0.492	религии
jubilant	trust	0.492	ликуващ
aspire	trust	0.492	стремя се
synonymous	trust	0.492	синоними
inevitable	trust	0.492	неизбежно
musical	trust	0.492	музикален
spokesman	trust	0.492	говорител
endow	trust	0.492	дарявам
fellow	trust	0.492	Колега
grow	trust	0.492	растат
moderator	trust	0.492	модератор
enjoy	trust	0.484	наслади се
found	trust	0.484	намерени
armor	trust	0.484	броня
colonel	trust	0.484	полковник
referee	trust	0.484	рефер
favorite	trust	0.484	любими
assembly	trust	0.484	монтаж
romance	trust	0.484	романтика
confess	trust	0.484	признавам си
sweet	trust	0.484	сладка
crowning	trust	0.484	коронясване
forecast	trust	0.484	прогноза
affection	trust	0.484	привързаност
approbate	trust	0.484	уместно
path	trust	0.484	път
concord	trust	0.484	съгласие
police	trust	0.484	полиция
countryman	trust	0.484	земляк
income	trust	0.484	доходи
ranger	trust	0.484	рейнджър
depth	trust	0.484	дълбочина
like	trust	0.484	като
voucher	trust	0.484	ваучер
diagnosis	trust	0.484	диагноза
hire	trust	0.484	наемам
clean	trust	0.484	чиста
laudation	trust	0.484	възхвала
arbiter	trust	0.484	арбитър
purely	trust	0.477	чисто
votive	trust	0.477	оброчен
expect	trust	0.477	очаквам
glory	trust	0.477	слава
counted	trust	0.477	усилия
apologize	trust	0.477	извинете се
sterling	trust	0.477	стерлинги
word	trust	0.477	дума
follow	trust	0.477	последвам
sermon	trust	0.477	проповед
consul	trust	0.477	консул
calculator	trust	0.477	калкулатор
lamb	trust	0.477	агнешко
veracity	trust	0.477	достоверност
matter	trust	0.477	материя
parliament	trust	0.477	парламент
lover	trust	0.477	любовник
sacrifice	trust	0.477	жертва
putative	trust	0.477	предполагаем
preponderance	trust	0.477	превес
landmark	trust	0.477	забележителност
nursery	trust	0.477	детска ясла
mathematical	trust	0.477	математически
frank	trust	0.477	откровен
signature	trust	0.477	подпис
policeman	trust	0.477	полицай
episcopal	trust	0.477	епископски
pastor	trust	0.477	пастор
eagerness	trust	0.469	нетърпение
mighty	trust	0.469	могъщ
recruits	trust	0.469	новобранци
tribune	trust	0.469	трибуна
author	trust	0.469	автор
effective	trust	0.469	ефективен
intended	trust	0.469	предназначени
passion	trust	0.469	страст
religion	trust	0.469	религия
flagship	trust	0.469	флагман
immerse	trust	0.469	Потопете
capacity	trust	0.469	капацитет
associate	trust	0.469	сътрудник
cashier	trust	0.469	касиер
regal	trust	0.469	царствен
dove	trust	0.469	гълъб
tutelage	trust	0.469	настойничество
underwrite	trust	0.469	подписвам
uncritical	trust	0.469	безкритичен
prefer	trust	0.469	предпочитам
instructor	trust	0.469	инструктор
gain	trust	0.469	печалба
marshal	trust	0.469	маршал
judgment	trust	0.469	преценка
judicious	trust	0.469	разумен
top	trust	0.469	Горна част
title	trust	0.469	заглавие
vicar	trust	0.469	викарий
bridesmaid	trust	0.469	шаферка
commission	trust	0.469	комисионна
lifestyle	trust	0.461	начин на живот
aunt	trust	0.461	леля
attendant	trust	0.461	участник
enroll	trust	0.461	записвам се
priesthood	trust	0.461	свещеничество
trade	trust	0.461	търговия
crucial	trust	0.461	от решаващо значение
moorings	trust	0.461	акостиращи места
kitten	trust	0.461	коте
medal	trust	0.461	медал
oblige	trust	0.461	задължавам
manage	trust	0.461	управлявам
magnetic	trust	0.461	магнитен
custody	trust	0.461	попечителство
necessarily	trust	0.461	непременно
partake	trust	0.461	участвам
cautious	trust	0.461	предпазлив
consecration	trust	0.461	освещаване
courier	trust	0.461	куриер
bank	trust	0.461	банка
lesson	trust	0.461	урок
patriarchal	trust	0.461	патриархален
eventually	trust	0.461	преброени
commerce	trust	0.461	търговия
contains	trust	0.461	в крайна сметка
theological	trust	0.461	богословски
socially	trust	0.461	съдържа
admitted	trust	0.461	допуснати
fortress	trust	0.461	крепост
cathedral	trust	0.455	катедрала
deputy	trust	0.453	депутат
commonplace	trust	0.453	често срещано явление
puppy	trust	0.453	кученце
president	trust	0.453	президент
finally	trust	0.453	накрая
governor	trust	0.453	Губернатор
synergistic	trust	0.453	синергичен
excited	trust	0.453	развълнуван
encomium	trust	0.453	похвала
chart	trust	0.453	графика
perceive	trust	0.453	възприемам
insulation	trust	0.453	изолация
present	trust	0.453	настояще
oasis	trust	0.453	оазис
eagle	trust	0.453	орел
exchange	trust	0.453	обмен
foresee	trust	0.453	предвиждам
strategist	trust	0.453	стратег
journeyman	trust	0.453	калфа
dawn	trust	0.453	зората
laud	trust	0.453	възхвалявам
level	trust	0.453	ниво
chairwoman	trust	0.453	председателка
tradesmen	trust	0.445	социално
asserting	trust	0.445	утвърждавайки
negotiate	trust	0.445	преговарям
sensual	trust	0.445	чувствен
chocolate	trust	0.445	шоколад
crew	trust	0.445	екипаж
remains	trust	0.445	остава
dictum	trust	0.445	изречение
theorem	trust	0.445	теорема
sir	trust	0.445	господине
employ	trust	0.445	наема
usual	trust	0.445	обичайно
operation	trust	0.445	операция
magnify	trust	0.445	увеличавам
director	trust	0.445	директор
formula	trust	0.445	формула
chemist	trust	0.445	химик
enliven	trust	0.445	оживявам
chancellor	trust	0.445	канцлер
orthodoxy	trust	0.445	православие
lodging	trust	0.445	настаняване
exaltation	trust	0.445	екзалтация
lord	trust	0.445	господарю
handbook	trust	0.445	наръчник
bridegroom	trust	0.445	младоженец
matters	trust	0.445	търговци
orchestra	trust	0.445	оркестър
impart	trust	0.445	предавам
statistical	trust	0.445	статистически
indemnity	trust	0.445	обезщетение
governess	trust	0.438	гувернантка
imagination	trust	0.438	въображение
butler	trust	0.438	иконом
conformity	trust	0.438	съответствие
digit	trust	0.438	цифра
comptroller	trust	0.438	контрольор
economy	trust	0.438	икономика
conveyancing	trust	0.438	предаване
arbitrator	trust	0.438	арбитър
emphasize	trust	0.438	подчертавам
exhaustive	trust	0.438	изчерпателен
abbot	trust	0.438	игумен
atone	trust	0.438	изкупвам се
cabinet	trust	0.438	кабинет
merci	trust	0.438	въпроси
tandem	trust	0.438	тандем
elite	trust	0.438	елит
inauguration	trust	0.438	откриване
elect	trust	0.438	избирам
encore	trust	0.438	бис
villager	trust	0.438	селянин
oracle	trust	0.438	оракул
fate	trust	0.438	съдба
sun	trust	0.438	слънце
pay	trust	0.430	заплащане
base	trust	0.430	база
bridal	trust	0.430	булчински
persuade	trust	0.430	убеждавам
lender	trust	0.430	кредитор
playful	trust	0.430	игриво
occupant	trust	0.430	обитател
impressionable	trust	0.430	впечатлителен
resources	trust	0.430	ресурси
repay	trust	0.430	изплащам
toughness	trust	0.430	издръжливост
rule	trust	0.430	правило
elucidate	trust	0.430	изяснявам
utopian	trust	0.430	утопичен
wealth	trust	0.430	богатство
compact	trust	0.430	компактен
errand	trust	0.430	поръчка
simplify	trust	0.430	опростявам
neutrality	trust	0.430	неутралност
count	trust	0.430	броя
grit	trust	0.430	песъчинки
differential	trust	0.430	диференциал
blanket	trust	0.430	одеяло
