English Word	Emotion	Emotion-Intensity-Score	Malagasy Word
disconnected	sadness	0.438	tapaka
detainee	sadness	0.438	gadra
bum	sadness	0.438	bum
diminish	sadness	0.438	hampihena
insolvency	sadness	0.438	insolvency
lunacy	sadness	0.438	fahadalana
rejects	sadness	0.438	mandà
indigent	sadness	0.438	mahantra
disapproved	sadness	0.438	hankasitrahana
darkened	sadness	0.438	maizina
insignificant	sadness	0.438	tsy misy dikany
dislocated	sadness	0.438	mikisaka
fugitive	sadness	0.438	mpandositra
abscess	sadness	0.438	abscess
blues	sadness	0.438	blues
coercion	sadness	0.438	faneriterena
restriction	sadness	0.438	famerana
deflate	sadness	0.438	deflate
bothering	sadness	0.435	mandrebireby
disqualified	sadness	0.435	nahafeno fepetra
tripping	sadness	0.429	zavatra mahasolafaka
sunk	sadness	0.426	nilentika
draining	sadness	0.424	fandatsahana
retribution	sadness	0.424	famaizana
varicella	sadness	0.424	Nendram-
lastday	sadness	0.424	andro farany
haunted	sadness	0.422	fiantraikany
cutting	sadness	0.422	fanapahana
cyst	sadness	0.422	kista
neuralgia	sadness	0.422	neuralgia
wrongdoing	sadness	0.422	ratsy
thief	sadness	0.422	mpangalatra
dispassionate	sadness	0.422	tsy miraharaha
beggar	sadness	0.422	MPANGATAKA
unwelcome	sadness	0.422	tsy noraisina
rip	sadness	0.422	RIP
deviation	sadness	0.422	fiviliana
jarring	sadness	0.422	mampitabataba
unequal	sadness	0.422	mitovy
cardiomyopathy	sadness	0.422	cardiomyopathie
bad	sadness	0.422	ratsy
scarce	sadness	0.422	zara raha
insolvent	sadness	0.422	insolvent
falling	sadness	0.422	mianjera
handicap	sadness	0.422	kilema
difficulties	sadness	0.421	fahasarotana
invader	sadness	0.420	mpanafika
drab	sadness	0.420	dab
fall	sadness	0.418	lavo
illegitimate	sadness	0.416	tsy ara-dalàna
expel	sadness	0.414	handroaka
meaningless	sadness	0.409	-poana
darkness	sadness	0.409	haizina
syncope	sadness	0.407	syncope
wildfire	sadness	0.406	haingana
enmity	sadness	0.406	fandrafiana
feudalism	sadness	0.406	feodalisma
obnoxious	sadness	0.406	isalasalana
subjected	sadness	0.406	nampanaiky
confine	sadness	0.406	velively
fury	sadness	0.406	fahatezerana
bitch	sadness	0.406	bitch
darken	sadness	0.406	mirehitra
precarious	sadness	0.406	mampidi-doza
hoax	sadness	0.406	fanambakana
fault	sadness	0.406	tsiny
fatigued	sadness	0.406	reraka
stroke	sadness	0.406	tapaka lalan-dra
unsatisfied	sadness	0.405	afa-po
spank	sadness	0.403	kapoka
sigh	sadness	0.402	sento
deluge	sadness	0.402	safo-drano
spinster	sadness	0.400	spinster
blue	sadness	0.400	manga
owing	sadness	0.398	Noho
needalife	sadness	0.398	needalife
pointless	sadness	0.394	tsy misy dikany
embarrass	sadness	0.394	hahamenatra
pitfall	sadness	0.394	fandrika
seriousness	sadness	0.394	zava-dehibe
refused	sadness	0.391	Tsy nety
cage	sadness	0.391	tranom-borona
noose	sadness	0.391	noose
punch	sadness	0.391	totohondriny
stretcher	sadness	0.391	filanjana
monsoon	sadness	0.391	orana
condescension	sadness	0.391	fiambanian
reproach	sadness	0.391	fahafaham-baraka
trickery	sadness	0.391	fitaka
rue	sadness	0.391	rue
inefficient	sadness	0.391	tsy mahomby
dwarfed	sadness	0.391	tsaina lavitra
ravenous	sadness	0.391	mpihaza
feeble	sadness	0.391	malemy
ineptitude	sadness	0.391	tsy fahaizana
ifonly	sadness	0.391	ifonly
brute	sadness	0.391	tsy manan-tsaina
exhausted	sadness	0.391	lany
daemon	sadness	0.391	daemon
debt	sadness	0.391	trosa
banshee	sadness	0.391	banshee
coldness	sadness	0.391	mangatsiaka
insulting	sadness	0.391	faniratsirana
subvert	sadness	0.384	famadihana
jealousy	sadness	0.382	fahasaro-piaro
struggle	sadness	0.379	ady
miss	sadness	0.379	miss
geriatric	sadness	0.379	geriatria
inexcusable	sadness	0.379	afa-tsiny
ashes	sadness	0.377	lavenona
entangled	sadness	0.377	Azon'ny tamberintany
descent	sadness	0.377	taranaka
funk	sadness	0.375	funk
wasting	sadness	0.375	mandany
overcast	sadness	0.375	Nanjombona
exhaustion	sadness	0.375	harerahana
inferior	sadness	0.375	ambany
disqualify	sadness	0.375	nahafeno fepetra
sympathy	sadness	0.375	fiaraha-miory
prostitution	sadness	0.375	fivarotan-tena
dispel	sadness	0.375	manaisotra
slump	sadness	0.375	slump
scar	sadness	0.375	fahamaimaizana
goodbye	sadness	0.375	Veloma
landslide	sadness	0.375	fihotsahan'ny tany
inconsiderate	sadness	0.375	mieritreritra
parting	sadness	0.375	am-pamaranana
blackness	sadness	0.375	fahamaintisan'ny
murky	sadness	0.375	Nanjombona ny
noncompliance	sadness	0.375	tsy fanarahan-dalàna
sucks	sadness	0.375	manonofy
withdraw	sadness	0.375	hiala
rabid	sadness	0.375	romotra
oust	sadness	0.375	fandroahana
unattractive	sadness	0.373	ratsy tarehy
delay	sadness	0.373	fahatarana
apologize	sadness	0.370	Mialà tsiny
crazy	sadness	0.368	adala
bastard	sadness	0.366	Kindindrenin'ialahy ialahy
deteriorated	sadness	0.365	niharatsy
inter	sadness	0.364	inter
empty	sadness	0.364	hanaisotra
mocking	sadness	0.363	naneso
adder	sadness	0.361	menarana
misunderstanding	sadness	0.359	fahazoan-kevitra
fuss	sadness	0.359	mitabataba
plaintive	sadness	0.359	feom
servile	sadness	0.359	manandevo
obesity	sadness	0.359	matavy loatra
disconnect	sadness	0.359	elektrônika
tremor	sadness	0.359	nangovitra
flounder	sadness	0.359	trondro FLET
defendant	sadness	0.359	voampanga
unable	sadness	0.359	tsy afaka
fainting	sadness	0.359	torana
unemployed	sadness	0.359	tsy an'asa
hunter	sadness	0.359	mpihaza
idiocy	sadness	0.359	hadalana
corse	sadness	0.359	corse
inefficiency	sadness	0.359	tsy fahombiazana
lockup	sadness	0.359	manidy
consecration	sadness	0.359	fanokanana
unsuccessful	sadness	0.359	nahomby
arraignment	sadness	0.359	arraignment
fruitless	sadness	0.359	vokany
numbness	sadness	0.359	fahafahana mahatsapa
affront	sadness	0.359	tafintohina
hindering	sadness	0.359	manakatsakana
austere	sadness	0.359	mila voatsiary
unpopular	sadness	0.359	tian'ny
perpetrator	sadness	0.359	nahavita
wrangling	sadness	0.359	ny adilahy
taunt	sadness	0.359	fanesoana
doubt	sadness	0.359	Azo antoka
unrest	sadness	0.351	korontana
intervention	sadness	0.348	tsehatra
wimpy	sadness	0.348	wimpy
spoiler	sadness	0.348	mpandringana
waste	sadness	0.348	mandany
absentee	sadness	0.348	tsy tonga
flaw	sadness	0.347	indro kely
litigate	sadness	0.344	mitsara
blindly	sadness	0.344	an-jambany
militia	sadness	0.344	milisy
lawsuit	sadness	0.344	fitoriana
uninvited	sadness	0.344	nasaina
uninspired	sadness	0.344	tsindrimandry
furrow	sadness	0.344	vavasa
cumbersome	sadness	0.344	manahirana
specter	sadness	0.344	specter
desert	sadness	0.344	EFITRA
lagging	sadness	0.344	lagging
attenuation	sadness	0.344	attenuation
forfeit	sadness	0.344	kanefa very
plea	sadness	0.344	fangatahana
thrash	sadness	0.344	thrash
resigned	sadness	0.344	nametra-pialana
detention	sadness	0.344	am-ponja
surgery	sadness	0.344	FANDIDIANA
intercede	sadness	0.344	fifonana
stained	sadness	0.344	voaloto
unaccountable	sadness	0.339	tsy tambo isaina
myopia	sadness	0.339	myopia
mishap	sadness	0.338	loza
probation	sadness	0.336	fisedrana
severance	sadness	0.333	severance
disagreeing	sadness	0.333	tsy manaiky
unacknowledged	sadness	0.328	tsy ekena
dependence	sadness	0.328	fiankinan-doha
unacceptable	sadness	0.328	tsy azo ekena
leave	sadness	0.328	fialan-tsasatra
bondage	sadness	0.328	amin 'ny fanandevozana
bacteria	sadness	0.328	bakteria
sterile	sadness	0.328	tsy mamokatra
adrift	sadness	0.328	mirenireny
endless	sadness	0.328	tsy misy farany
incompetent	sadness	0.328	tsy mahavita azy
soreness	sadness	0.328	fanaintainana
nether	sadness	0.328	ambany
nepotism	sadness	0.328	nepotisme
squall	sadness	0.328	squall
disallowed	sadness	0.328	nandrara
scold	sadness	0.327	nibedy
flaccid	sadness	0.324	malemy
hobo	sadness	0.323	hobo
fragile	sadness	0.319	marefo
stingy	sadness	0.319	kahihitra
sue	sadness	0.318	mitory
scarcely	sadness	0.318	saiky
mistake	sadness	0.312	fahadisoana
committal	sadness	0.312	fanoloran-tena
nonsensical	sadness	0.312	tsy misy dikany
inhibit	sadness	0.312	manakana
skid	sadness	0.312	skid
wan	sadness	0.312	wan
defy	sadness	0.312	nihaika
fatty	sadness	0.312	matavy
clouded	sadness	0.312	nanakorontana
ulcer	sadness	0.312	fery
nostalgia	sadness	0.312	Nostalgia
evanescence	sadness	0.312	evanescence
hamstring	sadness	0.312	traingoy
thresh	sadness	0.312	miveleza
conceal	sadness	0.311	hanafina
blemish	sadness	0.310	misy kilema
resisting	sadness	0.309	manohitra
sympathetic	sadness	0.307	mangoraka
bugaboo	sadness	0.304	bugaboo
opium	sadness	0.303	ôpiôma
confess	sadness	0.303	hiaiky
alas	sadness	0.302	Indrisy
mislead	sadness	0.297	hamitahana
suppress	sadness	0.297	hanafoanana
inappropriate	sadness	0.297	tsy manara-penitra
discontinuity	sadness	0.297	fijanonana
wrinkled	sadness	0.297	miketrona
dull	sadness	0.297	nefa matromatroka
weak	sadness	0.297	MALEMY
halting	sadness	0.297	nampiato
incompatible	sadness	0.297	Ilana
migraine	sadness	0.297	Marary Andoha Lava
subsidence	sadness	0.297	fitotongana
setback	sadness	0.297	nihemotra
toocold	sadness	0.297	toocold
incase	sadness	0.297	raha toa ka
hermit	sadness	0.296	mpitoka-monina irery
moving	sadness	0.295	mifindra
shrink	sadness	0.295	hihemotra
shiver	sadness	0.291	Nangorintsina
constraint	sadness	0.288	-tery
unimportant	sadness	0.288	misy dikany
tramp	sadness	0.288	tramp
rubble	sadness	0.282	bato
down	sadness	0.281	midina
taint	sadness	0.281	handova
flop	sadness	0.281	flop
wearily	sadness	0.281	reraka
overdue	sadness	0.281	loatra izany
excluding	sadness	0.281	manavaka
confession	sadness	0.281	fiaiken-keloka
grey	sadness	0.281	Gray
senseless	sadness	0.281	tsy misy antony
unseat	sadness	0.281	hanongana
remove	sadness	0.281	esory
revoke	sadness	0.281	manafoana
shortage	sadness	0.281	tsy fahampian'ny
apathy	sadness	0.281	tsy miraharaha
adverse	sadness	0.281	voka
negro	sadness	0.281	negro
timid	sadness	0.281	saro-kenatra
flinch	sadness	0.281	tafintohina
scrapie	sadness	0.281	scrapie
grumpy	sadness	0.281	tezitra
knell	sadness	0.275	lohalika
throb	sadness	0.273	fihetsehana
confusion	sadness	0.273	fifanjevoana
soldier	sadness	0.273	MIARAMILA
jurisprudence	sadness	0.273	jurisprudence
humbled	sadness	0.273	nanetry
gray	sadness	0.269	grey
lax	sadness	0.266	baranahiny
mixedemotions	sadness	0.266	mixedemotions
obstacle	sadness	0.266	vato misakana
slur	sadness	0.266	manevateva
unrealistic	sadness	0.266	azo tanterahina
drifted	sadness	0.266	nirona
leaving	sadness	0.266	miala ao
shack	sadness	0.266	trano bozaka
eternity	sadness	0.266	MANDRAKIZAY
remiss	sadness	0.266	ankilabao
inconvenient	sadness	0.263	manahirana
restrict	sadness	0.259	mametra
misrepresentation	sadness	0.259	diso
stagnant	sadness	0.259	mihandrona
disservice	sadness	0.258	hanimba
wilderness	sadness	0.255	tany efitra
nosun	sadness	0.255	nosun
backwater	sadness	0.255	backwater
tempest	sadness	0.250	tafio-drivotra
pine	sadness	0.250	hazo kesika
humbug	sadness	0.250	humbug
bang	sadness	0.250	bang
speculation	sadness	0.250	tombantombana
labored	sadness	0.250	niasa
incomplete	sadness	0.250	teny
gullible	sadness	0.250	minomino foana
undying	sadness	0.250	tsy mety lefy
anchorage	sadness	0.250	fiatoana
unexplained	sadness	0.250	voazava
error	sadness	0.250	fahadisoana
wasteful	sadness	0.250	simbasimba
communism	sadness	0.250	kominisma
uneducated	sadness	0.250	nahita fianarana
melodrama	sadness	0.242	melodrama
demonstrative	sadness	0.242	demonstrative
rainyday	sadness	0.242	andro orana
necessity	sadness	0.236	tsy maintsy
boredom	sadness	0.235	fahasorenana
foggy	sadness	0.234	zavona
sentence	sadness	0.234	didim-pitsarana
misty	sadness	0.234	zavona
cancel	sadness	0.234	hanafoana
void	sadness	0.234	foana
cloudy	sadness	0.234	clouds
blockade	sadness	0.234	fanakanana
pale	sadness	0.234	misy dikany
trash	sadness	0.234	fako
uninteresting	sadness	0.234	hahaliana
hollow	sadness	0.234	banga
healing	sadness	0.234	fanasitranana
depart	sadness	0.234	Mialà
burke	sadness	0.234	burke
warp	sadness	0.234	tenany
case	sadness	0.228	tranga
rainy	sadness	0.227	Rainy
uninterested	sadness	0.223	tsy liana
onerous	sadness	0.223	mavesatra
bottom	sadness	0.223	ambany
fasting	sadness	0.220	fifadian-kanina
boooo	sadness	0.219	boooo
dole	sadness	0.219	dole
pious	sadness	0.219	mpivavaka
indifference	sadness	0.219	tsy firaharahiana
coping	sadness	0.219	miatrika
discolored	sadness	0.219	miloko
thirst	sadness	0.219	hetahetan
blunder	sadness	0.219	fahadisoana
cocaine	sadness	0.218	kôkainina
tough	sadness	0.212	mafy
revolution	sadness	0.203	revolisiona
hoary	sadness	0.203	fotsy
chilly	sadness	0.203	nangatsiaka
sluggish	sadness	0.203	kamo
yucky	sadness	0.203	yucky
fat	sadness	0.203	matavy
lower	sadness	0.203	ambany
sprain	sadness	0.203	kirana
chargeable	sadness	0.203	dia nahavaky tratra
arid	sadness	0.203	maina
wanting	sadness	0.202	te
progression	sadness	0.201	fivoarana
closure	sadness	0.195	fanakatonana
unbeaten	sadness	0.193	tsy resy
rack	sadness	0.188	Mitrosa
halter	sadness	0.188	tadin
rumor	sadness	0.188	tsaho
tease	sadness	0.188	mpandrangitra
invalid	sadness	0.188	tsy mety
cataract	sadness	0.188	katarakta
meh	sadness	0.188	meh
heartfelt	sadness	0.188	avy amin'ny fo
retirement	sadness	0.188	fisotroan-dronono
splitting	sadness	0.188	niantsoany
interrupted	sadness	0.188	tapaka
oddity	sadness	0.188	hafahafa
cold	sadness	0.188	mangatsiaka
veal	sadness	0.188	zanak'omby
concerned	sadness	0.184	voakasika
sarcasm	sadness	0.181	esoeso
strip	sadness	0.179	esory
divided	sadness	0.172	nizara roa toko
feeling	sadness	0.172	fihetseham-po
overload	sadness	0.172	be loatra
sap	sadness	0.172	sap
memories	sadness	0.172	fahatsiarovana
esteem	sadness	0.172	fanajana
cupping	sadness	0.172	kaopy
eschew	sadness	0.172	hiala amin'ny
destination	sadness	0.170	toerana halehany
nosnow	sadness	0.169	nosnow
limited	sadness	0.167	voafetra
rain	sadness	0.163	orana
willful	sadness	0.160	an-tsitrapo
untitled	sadness	0.157	tsy misy lohateny
stint	sadness	0.156	fandalovany
cross	sadness	0.156	hazo fijaliana
weeds	sadness	0.156	tsimparifary
pare	sadness	0.155	alàny
snort	sadness	0.154	snort
procession	sadness	0.152	filaharana
inconsequential	sadness	0.152	dikany
tax	sadness	0.142	HETRA
emo	sadness	0.141	emo
tolerate	sadness	0.141	handefitra
mug	sadness	0.141	mug
overpriced	sadness	0.141	lafo loatra
weight	sadness	0.141	lanja
touchy	sadness	0.140	touchy
kennel	sadness	0.130	tarehy ho azy manokana
grounded	sadness	0.130	hiorina
unpaid	sadness	0.125	handraisam-bola
socialist	sadness	0.125	sosialista
meek	sadness	0.125	malemy fanahy
clouds	sadness	0.125	rahona
margin	sadness	0.125	sisiny
theocratic	sadness	0.125	NY ASAN'I
stillness	sadness	0.125	mangina
sisterhood	sadness	0.125	mpirahavavy
terrific	sadness	0.125	mahafinaritra
commemorate	sadness	0.125	hahatsiarovana
late	sadness	0.125	tara
default	sadness	0.121	toerana misy anao
lace	sadness	0.118	dantelina
unpublished	sadness	0.116	tsy navoaka
interested	sadness	0.114	liana
fortress	sadness	0.110	fiarovana mafy
lush	sadness	0.109	maitso mavana
harry	sadness	0.109	harry
ultimate	sadness	0.109	faratampony
priesthood	sadness	0.109	FISORONANA
orchestra	sadness	0.109	mpitendry zavamaneno
rating	sadness	0.109	naoty
fleece	sadness	0.109	volon'ondriko
sanctify	sadness	0.108	Manamasina ny
income	sadness	0.100	fidiram-bola
winning	sadness	0.094	mandresy
boo	sadness	0.094	boo
quiet	sadness	0.094	mangina
sonnet	sadness	0.094	sonnet
vainly	sadness	0.091	zava-poana
hug	sadness	0.078	mamihina
opera	sadness	0.078	opéra
humble	sadness	0.078	Nanetry Tena
hut	sadness	0.078	trano bongo
ovation	sadness	0.078	ny anton'ny tehaka mirefodrefotra
wet	sadness	0.078	fahavaratra
motivating	sadness	0.078	mandrisika
treat	sadness	0.076	Fifaliana
hymn	sadness	0.064	hira
honest	sadness	0.062	marina
relics	sadness	0.061	relìka
couch	sadness	0.060	fandriana
waffle	sadness	0.047	waffle
shell	sadness	0.045	akorandriaka
musical	sadness	0.045	mozika
savor	sadness	0.034	ankasitrahana
napkin	sadness	0.031	napkin
vote	sadness	0.031	fifidianana
sing	sadness	0.017	Mihirà
mother	sadness	0.016	rENY
music	sadness	0.016	MOZIKA
nutritious	sadness	0.015	mahasalama
lovely	sadness	0.009	mahafinaritra
sweetheart	sadness	0.000	malalany
romance	sadness	0.000	olon-tiany
liquor	sadness	0.000	toaka
art	sadness	0.000	kanto
surprise	surprise	0.930	tsy nampoizina
explode	surprise	0.906	nipoaka
flabbergast	surprise	0.906	flabbergast
explosion	surprise	0.898	NIHAMARO
ambush	surprise	0.883	otrika
explosive	surprise	0.883	baomba
eruption	surprise	0.883	fipoahana
surprisingly	surprise	0.875	mahagaga
startle	surprise	0.875	taitra tampoka
shockingly	surprise	0.875	Mampalahelo fa nitovy
frighten	surprise	0.875	mampitahotra
surprised	surprise	0.867	gaga
frightened	surprise	0.867	raiki-tahotra
surprising	surprise	0.867	mahagaga
outburst	surprise	0.859	fipoahan'ny
thrilling	surprise	0.859	Nahafinaritra ny
miracle	surprise	0.859	fahagagana
blast	surprise	0.852	fipoahana
astonishingly	surprise	0.852	mahagaga
alarm	surprise	0.852	fanairana
shock	surprise	0.844	dona
thunderstruck	surprise	0.844	kotroka
jolt	surprise	0.844	jolt
dazzle	surprise	0.836	mampivarahontsana
bang	surprise	0.836	bang
catastrophe	surprise	0.836	loza
fright	surprise	0.836	tahotra
unexpectedly	surprise	0.836	tsy nampoizina
startling	surprise	0.828	manaitra
suddenly	surprise	0.828	tampoka
emergency	surprise	0.828	vonjy taitra
bewilderment	surprise	0.828	mampiraikiraiky
stunned	surprise	0.820	taitra
astound	surprise	0.820	mahagaga
jackpot	surprise	0.812	jackpot
earthquake	surprise	0.812	horohoron-tany
disaster	surprise	0.812	Voina
astonishment	surprise	0.805	talanjona
climax	surprise	0.805	fara tampony
aghast	surprise	0.805	mahatahotra
astonish	surprise	0.805	mahagaga
scare	surprise	0.797	Fampitahoran'ny
awestruck	surprise	0.797	mety ho taitra
erupt	surprise	0.789	hipoaka
bomb	surprise	0.789	baomba
exclaim	surprise	0.789	Mihiaka toy izao
amazement	surprise	0.781	Ary talanjona
abduction	surprise	0.773	fakàna an-keriny
alarming	surprise	0.773	manaitra tokoa
detonate	surprise	0.773	mipoaka
raid	surprise	0.773	fanafihana
miraculous	surprise	0.773	mahagaga
invade	surprise	0.773	hanafika
kidnap	surprise	0.766	fakàna an-keriny
unpredictable	surprise	0.758	ampoizina mihitsy
stupefy	surprise	0.758	stupefy
dumfound	surprise	0.758	dumfound
overwhelming	surprise	0.758	tena henjana
erratic	surprise	0.750	hafahafa
unimaginable	surprise	0.750	takatry ny saina
accident	surprise	0.750	loza
outrageous	surprise	0.750	manafintohina
horror	surprise	0.742	horohoro
amaze	surprise	0.742	velively mampitolagaga
blitz	surprise	0.742	blitz
bewilder	surprise	0.742	very hevitra
flinch	surprise	0.742	tafintohina
petrify	surprise	0.742	petrify
wreck	surprise	0.742	seranam-piaramanidina
slaughter	surprise	0.742	hamonoana
frenetic	surprise	0.734	mikoropaka
crash	surprise	0.734	fahasimbana
frantic	surprise	0.734	tarihan'i
stupefaction	surprise	0.734	stupefaction
excitement	surprise	0.734	fientanentanana
riotous	surprise	0.727	baranahiny
outcry	surprise	0.727	fitarainana
vanished	surprise	0.727	nanjavona
moonstruck	surprise	0.727	tsy hita maso
sudden	surprise	0.727	tampoka
awe	surprise	0.719	talanjona
scream	surprise	0.719	mikiakiaka
breathless	surprise	0.719	sempotra
sabotage	surprise	0.719	nanelingelina
shriek	surprise	0.719	mikiakiaka
unanticipated	surprise	0.719	ampoizina
bewildered	surprise	0.719	very hevitra
manslaughter	surprise	0.719	tsy nahy
amazedness	surprise	0.719	fahagagana
rupture	surprise	0.719	fahatapahan'ny
unexpected	surprise	0.711	tsy nampoizina
electrify	surprise	0.711	herinaratra
uncontrollable	surprise	0.711	voafehy
shot	surprise	0.711	tifitra
avalanche	surprise	0.711	riaka
gasp	surprise	0.711	izay naneho fahatalanjonana
stun	surprise	0.711	finaritra
slam	surprise	0.703	slam
abrupt	surprise	0.703	tampoka
intruder	surprise	0.703	mpanafika
unforeseen	surprise	0.703	tsy nampoizina
suspense	surprise	0.703	fitaintainana
devastation	surprise	0.703	fandravana
surge	surprise	0.703	misamboaravoara
excite	surprise	0.695	manaitaitra
dumfounder	surprise	0.695	dumfounder
yell	surprise	0.695	mivazavaza
unprecedented	surprise	0.695	mbola tsy nisy toy
strike	surprise	0.695	fitokonana
volatility	surprise	0.695	volatility
urgent	surprise	0.695	MAIKA
stab	surprise	0.695	manindrona
disturbance	surprise	0.688	korontana
carnage	surprise	0.688	fandripahana
incredible	surprise	0.688	mampino
spectacular	surprise	0.688	mahatalanjona
thrill	surprise	0.680	mampangitakitaka
recklessness	surprise	0.680	tsy miraika
clamor	surprise	0.680	fitabatabana
monstrous	surprise	0.680	mahatsiravina
slap	surprise	0.680	tehamaina
inexplicable	surprise	0.672	tsy hay hazavaina
terrorist	surprise	0.672	MPAMPIHOROHORO
exciting	surprise	0.672	mampientam-po
accidental	surprise	0.672	nahy
accidentally	surprise	0.672	tsy nahy
striking	surprise	0.672	manaitra
captivate	surprise	0.672	hambabo
exhilaration	surprise	0.672	fientanentanana
topple	surprise	0.664	hihozongozona
dire	surprise	0.664	tsarotra
revolution	surprise	0.664	revolisiona
volcano	surprise	0.664	volkano
freakish	surprise	0.664	freakish
revolt	surprise	0.656	fikomiana
bloodshed	surprise	0.656	fandatsahan-drà
sneak	surprise	0.656	nanakorontana mangingina
unspeakable	surprise	0.656	tsy hay lazaina
incendiary	surprise	0.656	fandoroana
epidemic	surprise	0.648	areti-mifindra
violent	surprise	0.648	NAHERY
disruption	surprise	0.648	fikorontanana
amazingly	surprise	0.648	mahagaga
mutiny	surprise	0.648	fikomiana
spellbound	surprise	0.648	variana
cyclone	surprise	0.648	rivo-doza
unsuspecting	surprise	0.648	hahafantaran'ny
attacking	surprise	0.648	manafika
unintended	surprise	0.648	tsy nahy
shout	surprise	0.641	Manaova feo fifaliana
indescribable	surprise	0.641	hay lazaina
tumult	surprise	0.641	tabataba
improvisation	surprise	0.641	improvisation
wildfire	surprise	0.641	haingana
excitation	surprise	0.641	fientanentanana
screech	surprise	0.641	mandehandeha amin'ny alina
enthusiasm	surprise	0.641	hafanam-po
uncertain	surprise	0.633	tsy azo antoka
plunder	surprise	0.633	babo
gape	surprise	0.633	gape
treachery	surprise	0.633	fitaka
agape	surprise	0.633	gaga kosa
anomaly	surprise	0.633	anomaly
presto	surprise	0.633	presto
apparition	surprise	0.633	matoatoa
wonderment	surprise	0.625	talanjona
slaughtering	surprise	0.625	famonoana
trick	surprise	0.625	fitaka
mystery	surprise	0.625	zava-miafina
murderous	surprise	0.625	mpamono olona
distress	surprise	0.625	fahoriana
sorcery	surprise	0.625	famosaviana
excited	surprise	0.625	faly
tempest	surprise	0.625	tafio-drivotra
urgency	surprise	0.625	maika
inimaginable	surprise	0.617	tsy azo eritreretina
intrusive	surprise	0.617	manelingelina
quickness	surprise	0.617	haingana
intense	surprise	0.617	mafy
trickery	surprise	0.617	fitaka
vanish	surprise	0.617	hanjavona
prank	surprise	0.617	prank
murder	surprise	0.617	vonoan-olona
thief	surprise	0.609	mpangalatra
blindfold	surprise	0.609	fanapena-maso
unstable	surprise	0.609	miovaova
strangle	surprise	0.609	hahasempotra
coup	surprise	0.609	fanonganam-panjakana
magical	surprise	0.609	mahagaga
shatter	surprise	0.609	manorotoro
splash	surprise	0.609	nidaboka
stupor	surprise	0.602	domelina
inconceivable	surprise	0.602	inoana
betray	surprise	0.602	hamadika
defy	surprise	0.602	nihaika
jubilee	surprise	0.602	Jobily
assail	surprise	0.602	misambotra
deluge	surprise	0.602	safo-drano
tackle	surprise	0.602	hiatrehana
monstrosity	surprise	0.594	habibiana
lightning	surprise	0.594	helatra
stupendous	surprise	0.594	mahatalanjona
shrill	surprise	0.594	mitabataba
mishap	surprise	0.594	loza
alerts	surprise	0.594	fanairana
mysterious	surprise	0.586	zava-miafina
randomly	surprise	0.586	tsapaka
wild	surprise	0.586	bibidia
deceit	surprise	0.586	fitaka
bonus	surprise	0.586	tombony
pitfall	surprise	0.586	fandrika
uncanny	surprise	0.586	mifono zava-miafina
wondrous	surprise	0.586	mahatalanjona
premature	surprise	0.578	aloha loatra
stagger	surprise	0.578	mivembena
rejoicing	surprise	0.578	fifaliana
godsend	surprise	0.578	fahasoavana
jubilant	surprise	0.578	mitondra hafaliana andrandrain'ny
electric	surprise	0.578	elektrika
raving	surprise	0.578	mitabataba
bizarre	surprise	0.578	hafahafa
death	surprise	0.578	FAHAFATESANA
fluke	surprise	0.578	fluke
oddity	surprise	0.578	hafahafa
dynamic	surprise	0.570	mavitrika
dismay	surprise	0.570	raiki-tahotra
revenge	surprise	0.570	ny mamaly faty
nefarious	surprise	0.562	ratsy
fascinate	surprise	0.562	tena mahaliana
jerk	surprise	0.562	mitsambikina
ecstatic	surprise	0.562	faly
reward	surprise	0.562	valisoa
uncover	surprise	0.562	mandry
reappear	surprise	0.562	miseho indray
zany	surprise	0.555	zany
whim	surprise	0.555	haitraitra fotsiny
thaumaturgy	surprise	0.555	thaumaturgy
conjure	surprise	0.555	amin'ny famakafakana lahatsoratra
crescendo	surprise	0.555	crescendo
rescue	surprise	0.547	fanavotana
daze	surprise	0.547	daze
heroism	surprise	0.547	herimpon'izy
illuminate	surprise	0.547	hanazava
winner	surprise	0.547	mpandresy
ejaculation	surprise	0.547	ejaculation
thwart	surprise	0.547	hampandamòka
rarity	surprise	0.547	fahita firy
unbridled	surprise	0.547	voafehy
tantalizing	surprise	0.547	tantalizing
punch	surprise	0.539	totohondriny
cheer	surprise	0.539	fifaliana
treason	surprise	0.539	mpamadika
violation	surprise	0.539	FANDIKAN-
celebration	surprise	0.539	fankalazana
illusion	surprise	0.539	nofinofy
marvel	surprise	0.539	mahagaga
lucky	surprise	0.539	Lucky
lunge	surprise	0.539	lunge
interrupt	surprise	0.539	manapaka
insult	surprise	0.539	fanevatevana
concealed	surprise	0.531	miafina
snag	surprise	0.531	snag
sensation	surprise	0.531	fihetseham-po
banger	surprise	0.531	banger
fearfully	surprise	0.531	mahatahotra
affront	surprise	0.531	tafintohina
jest	surprise	0.531	nihomehy ireny
undiscovered	surprise	0.523	tsy hita
liberate	surprise	0.523	hanafaka
veer	surprise	0.523	mivily
abandonment	surprise	0.523	fandaozana
immediacy	surprise	0.523	maika
improvise	surprise	0.523	manao improvise
victimized	surprise	0.523	iharan'ireo
scorpion	surprise	0.523	maingoka
majestic	surprise	0.523	malaza
wonder	surprise	0.523	Manontany tena
rejoice	surprise	0.523	hifaly
tickle	surprise	0.516	hahafinaritra
