English Word	Emotion	Emotion-Intensity-Score	Slovenian Word
orchestra	sadness	0.109	orkester
rating	sadness	0.109	ocena
fleece	sadness	0.109	flis
sanctify	sadness	0.108	posvetiti
income	sadness	0.100	dohodek
winning	sadness	0.094	zmagovalni
boo	sadness	0.094	boo
quiet	sadness	0.094	tih
sonnet	sadness	0.094	sonet
vainly	sadness	0.091	zaman
hug	sadness	0.078	objem
opera	sadness	0.078	opera
humble	sadness	0.078	skromen
hut	sadness	0.078	koča
ovation	sadness	0.078	ovacije
wet	sadness	0.078	mokra
motivating	sadness	0.078	motiviranje
treat	sadness	0.076	zdravljenje
hymn	sadness	0.064	himna
honest	sadness	0.062	pošten
relics	sadness	0.061	relikvije
couch	sadness	0.060	Zofa
waffle	sadness	0.047	vafelj
shell	sadness	0.045	lupina
musical	sadness	0.045	glasbeni
savor	sadness	0.034	okusiti
napkin	sadness	0.031	prtiček
vote	sadness	0.031	glasovati
sing	sadness	0.017	peti
mother	sadness	0.016	mati
music	sadness	0.016	glasba
nutritious	sadness	0.015	hranljiv
lovely	sadness	0.009	lepo
sweetheart	sadness	0.000	ljubica
romance	sadness	0.000	romantika
liquor	sadness	0.000	alkoholne pijače
art	sadness	0.000	umetnost
surprise	surprise	0.930	presenečenje
explode	surprise	0.906	eksplodirati
flabbergast	surprise	0.906	osupljiv
explosion	surprise	0.898	eksplozija
ambush	surprise	0.883	zaseda
explosive	surprise	0.883	eksplozivno
eruption	surprise	0.883	izbruh
surprisingly	surprise	0.875	presenetljivo
startle	surprise	0.875	presenetiti
shockingly	surprise	0.875	šokantno
frighten	surprise	0.875	prestrašiti
surprised	surprise	0.867	presenečen
frightened	surprise	0.867	prestrašen
surprising	surprise	0.867	presenetljivo
outburst	surprise	0.859	izbruh
thrilling	surprise	0.859	vznemirljivo
miracle	surprise	0.859	čudež
blast	surprise	0.852	razstreliti
astonishingly	surprise	0.852	osupljivo
alarm	surprise	0.852	alarm
shock	surprise	0.844	šok
thunderstruck	surprise	0.844	grmeti
jolt	surprise	0.844	sunek
dazzle	surprise	0.836	zaslepiti
bang	surprise	0.836	pok
catastrophe	surprise	0.836	katastrofa
fright	surprise	0.836	prestrašenost
unexpectedly	surprise	0.836	nepričakovano
startling	surprise	0.828	presenetljivo
suddenly	surprise	0.828	nenadoma
emergency	surprise	0.828	nujnost
bewilderment	surprise	0.828	zmedenost
stunned	surprise	0.820	omamljen
astound	surprise	0.820	osupniti
jackpot	surprise	0.812	jackpot
earthquake	surprise	0.812	potres
disaster	surprise	0.812	nesreča
astonishment	surprise	0.805	začudenje
climax	surprise	0.805	vrhunec
aghast	surprise	0.805	zgrožen
astonish	surprise	0.805	presenetiti
scare	surprise	0.797	prestrašiti
awestruck	surprise	0.797	navdušen
erupt	surprise	0.789	izbruhniti
bomb	surprise	0.789	bomba
exclaim	surprise	0.789	vzklikniti
amazement	surprise	0.781	začudenje
abduction	surprise	0.773	ugrabitev
alarming	surprise	0.773	alarmantno
detonate	surprise	0.773	detonirati
raid	surprise	0.773	napad
miraculous	surprise	0.773	čudežno
invade	surprise	0.773	vdreti
kidnap	surprise	0.766	ugrabiti
unpredictable	surprise	0.758	nepredvidljivo
stupefy	surprise	0.758	omamljanje
dumfound	surprise	0.758	obupan
overwhelming	surprise	0.758	presenetljivo
erratic	surprise	0.750	nereden
unimaginable	surprise	0.750	nepredstavljivo
accident	surprise	0.750	nesreča
outrageous	surprise	0.750	nezaslišano
horror	surprise	0.742	groza
amaze	surprise	0.742	presenetiti
blitz	surprise	0.742	blitz
bewilder	surprise	0.742	zmeden
flinch	surprise	0.742	zdrzniti
petrify	surprise	0.742	okameneti
wreck	surprise	0.742	razbitina
slaughter	surprise	0.742	zakol
frenetic	surprise	0.734	frenetičen
crash	surprise	0.734	strmoglavljenje
frantic	surprise	0.734	podivjan
stupefaction	surprise	0.734	omamljanje
excitement	surprise	0.734	vznemirjenje
riotous	surprise	0.727	izgredniški
outcry	surprise	0.727	negodovanje
vanished	surprise	0.727	izginila
moonstruck	surprise	0.727	osupljiv
sudden	surprise	0.727	nenadoma
awe	surprise	0.719	strahospoštovanje
scream	surprise	0.719	kričati
breathless	surprise	0.719	brez sape
sabotage	surprise	0.719	sabotaža
shriek	surprise	0.719	krik
unanticipated	surprise	0.719	nepričakovano
bewildered	surprise	0.719	zbegan
manslaughter	surprise	0.719	umor
amazedness	surprise	0.719	začudenje
rupture	surprise	0.719	zlom
unexpected	surprise	0.711	nepričakovano
electrify	surprise	0.711	naelektriti
uncontrollable	surprise	0.711	neobvladljiv
shot	surprise	0.711	strel
avalanche	surprise	0.711	snežni plaz
gasp	surprise	0.711	zadihati
stun	surprise	0.711	omamiti
slam	surprise	0.703	slam
abrupt	surprise	0.703	nenaden
intruder	surprise	0.703	vsiljivec
unforeseen	surprise	0.703	nepredvideno
suspense	surprise	0.703	napetost
devastation	surprise	0.703	opustošenje
surge	surprise	0.703	val
excite	surprise	0.695	vznemiriti
dumfounder	surprise	0.695	dumfounder
yell	surprise	0.695	vpiti
unprecedented	surprise	0.695	brez primere
strike	surprise	0.695	stavka
volatility	surprise	0.695	nestanovitnost
urgent	surprise	0.695	nujno
stab	surprise	0.695	zabodel
disturbance	surprise	0.688	motnja
carnage	surprise	0.688	poboj
incredible	surprise	0.688	neverjetno
spectacular	surprise	0.688	spektakularno
thrill	surprise	0.680	vznemirjenje
recklessness	surprise	0.680	nepremišljenost
clamor	surprise	0.680	hrup
monstrous	surprise	0.680	pošastno
slap	surprise	0.680	klofuta
inexplicable	surprise	0.672	nerazložljivo
terrorist	surprise	0.672	terorist
exciting	surprise	0.672	razburljivo
accidental	surprise	0.672	naključno
accidentally	surprise	0.672	po naključju
striking	surprise	0.672	presenetljivo
captivate	surprise	0.672	očarati
exhilaration	surprise	0.672	vzhičenje
topple	surprise	0.664	prevrniti
dire	surprise	0.664	hudo
revolution	surprise	0.664	revolucija
volcano	surprise	0.664	vulkan
freakish	surprise	0.664	čudaško
revolt	surprise	0.656	upor
bloodshed	surprise	0.656	prelivanje krvi
sneak	surprise	0.656	prikradati se
unspeakable	surprise	0.656	neizrekljivo
incendiary	surprise	0.656	zažigalno
epidemic	surprise	0.648	epidemija
violent	surprise	0.648	nasilen
disruption	surprise	0.648	prekinitev
amazingly	surprise	0.648	neverjetno
mutiny	surprise	0.648	upor
spellbound	surprise	0.648	očarana
cyclone	surprise	0.648	ciklon
unsuspecting	surprise	0.648	nič hudega sluteč
attacking	surprise	0.648	napadajoč
unintended	surprise	0.648	nenamerno
shout	surprise	0.641	kričati
indescribable	surprise	0.641	neopisljivo
tumult	surprise	0.641	nemir
improvisation	surprise	0.641	improvizacija
wildfire	surprise	0.641	gozdni požar
excitation	surprise	0.641	vzbujanje
screech	surprise	0.641	vriskanje
enthusiasm	surprise	0.641	navdušenje
uncertain	surprise	0.633	negotova
plunder	surprise	0.633	pleniti
gape	surprise	0.633	zijati
treachery	surprise	0.633	izdaja
agape	surprise	0.633	agape
anomaly	surprise	0.633	anomalija
presto	surprise	0.633	presto
apparition	surprise	0.633	prikazen
wonderment	surprise	0.625	začudenje
slaughtering	surprise	0.625	zakol
trick	surprise	0.625	trik
mystery	surprise	0.625	skrivnostnost
murderous	surprise	0.625	ubijalski
distress	surprise	0.625	stiska
sorcery	surprise	0.625	čarovništvo
excited	surprise	0.625	navdušen
tempest	surprise	0.625	vihar
urgency	surprise	0.625	nujnost
inimaginable	surprise	0.617	nepredstavljivo
intrusive	surprise	0.617	vsiljiv
quickness	surprise	0.617	hitrost
intense	surprise	0.617	intenzivno
trickery	surprise	0.617	zvijača
vanish	surprise	0.617	izginiti
prank	surprise	0.617	Šala
murder	surprise	0.617	umor
thief	surprise	0.609	tat
blindfold	surprise	0.609	zavezati oči
unstable	surprise	0.609	nestabilen
strangle	surprise	0.609	zadaviti
coup	surprise	0.609	državni udar
magical	surprise	0.609	čarobno
shatter	surprise	0.609	razbiti
splash	surprise	0.609	brizganje
stupor	surprise	0.602	omamljenost
inconceivable	surprise	0.602	nepredstavljivo
betray	surprise	0.602	izdati
defy	surprise	0.602	kljubovati
jubilee	surprise	0.602	jubilejni
assail	surprise	0.602	napad
deluge	surprise	0.602	potop
tackle	surprise	0.602	lotiti se
monstrosity	surprise	0.594	pošastnost
lightning	surprise	0.594	strela
stupendous	surprise	0.594	osupljivo
shrill	surprise	0.594	kričeč
mishap	surprise	0.594	nesreča
alerts	surprise	0.594	opozorila
mysterious	surprise	0.586	skrivnosten
randomly	surprise	0.586	naključno
wild	surprise	0.586	divje
deceit	surprise	0.586	prevara
bonus	surprise	0.586	bonus
pitfall	surprise	0.586	past
uncanny	surprise	0.586	nenavaden
wondrous	surprise	0.586	čudovito
premature	surprise	0.578	prezgodaj
stagger	surprise	0.578	omahniti
rejoicing	surprise	0.578	veselje
godsend	surprise	0.578	božji dar
jubilant	surprise	0.578	jubilant
electric	surprise	0.578	električni
raving	surprise	0.578	divjanje
bizarre	surprise	0.578	bizarno
death	surprise	0.578	smrt
fluke	surprise	0.578	naključje
oddity	surprise	0.578	nenavadnost
dynamic	surprise	0.570	dinamično
dismay	surprise	0.570	zgroženost
revenge	surprise	0.570	maščevanje
nefarious	surprise	0.562	zloben
fascinate	surprise	0.562	očarati
jerk	surprise	0.562	kreten
ecstatic	surprise	0.562	ekstatično
reward	surprise	0.562	nagrada
uncover	surprise	0.562	odkriti
reappear	surprise	0.562	znova pojavi
zany	surprise	0.555	smešen
whim	surprise	0.555	muhavost
thaumaturgy	surprise	0.555	taumaturgija
conjure	surprise	0.555	pričarati
crescendo	surprise	0.555	crescendo
rescue	surprise	0.547	reševanje
daze	surprise	0.547	omamljanje
heroism	surprise	0.547	junaštvo
illuminate	surprise	0.547	osvetliti
winner	surprise	0.547	zmagovalec
ejaculation	surprise	0.547	ejakulacija
thwart	surprise	0.547	preprečiti
rarity	surprise	0.547	redkost
unbridled	surprise	0.547	nebrzdana
tantalizing	surprise	0.547	mamljivo
punch	surprise	0.539	udarec
cheer	surprise	0.539	navijati
treason	surprise	0.539	izdaja
violation	surprise	0.539	kršitev
celebration	surprise	0.539	praznovanje
illusion	surprise	0.539	iluzija
marvel	surprise	0.539	čuditi se
lucky	surprise	0.539	srečen
lunge	surprise	0.539	izpadni korak
interrupt	surprise	0.539	prekiniti
insult	surprise	0.539	žalitev
concealed	surprise	0.531	prikrito
snag	surprise	0.531	zatika
sensation	surprise	0.531	občutek
banger	surprise	0.531	banger
fearfully	surprise	0.531	prestrašeno
affront	surprise	0.531	žalitev
jest	surprise	0.531	šala
undiscovered	surprise	0.523	neodkrito
liberate	surprise	0.523	osvoboditi
veer	surprise	0.523	veer
abandonment	surprise	0.523	opustitev
immediacy	surprise	0.523	neposrednost
improvise	surprise	0.523	improvizirati
victimized	surprise	0.523	žrtev
scorpion	surprise	0.523	škorpijon
majestic	surprise	0.523	veličastno
wonder	surprise	0.523	sprašujem se
rejoice	surprise	0.523	veseliti se
tickle	surprise	0.516	žgečkati
chance	surprise	0.516	priložnost
yelp	surprise	0.516	vpiti
howl	surprise	0.516	tuliti
stealthily	surprise	0.516	prikrito
unintentionally	surprise	0.508	nenamerno
magnificent	surprise	0.508	veličastno
reflex	surprise	0.508	refleks
garish	surprise	0.508	kričeč
transcendence	surprise	0.508	transcendenca
rave	surprise	0.508	rave
luck	surprise	0.508	sreča
swerve	surprise	0.508	zaviti
pop	surprise	0.508	pop
enliven	surprise	0.500	poživiti
slayer	surprise	0.500	ubijalec
remarkable	surprise	0.500	izjemen
infrequent	surprise	0.500	redko
pang	surprise	0.500	pang
erotic	surprise	0.500	erotično
misbehavior	surprise	0.500	neprimerno vedenje
diversion	surprise	0.500	preusmeritev
heroic	surprise	0.500	junaško
alertness	surprise	0.500	budnost
marvelous	surprise	0.500	čudovito
fainting	surprise	0.500	omedlevica
embarrassment	surprise	0.500	zadrega
nab	surprise	0.492	nab
birthday	surprise	0.492	rojstni dan
camouflage	surprise	0.492	kamuflaža
unutterable	surprise	0.492	neizrekljivo
chimera	surprise	0.492	himera
trump	surprise	0.492	trump
decoy	surprise	0.492	vaba
infarct	surprise	0.492	infarkt
greatness	surprise	0.492	veličina
exigent	surprise	0.492	zahteven
prick	surprise	0.484	vbod
variable	surprise	0.484	spremenljivka
curiosity	surprise	0.484	radovednost
daemon	surprise	0.484	daemon
inexpressible	surprise	0.484	neizrekljivo
magician	surprise	0.484	čarovnik
underestimate	surprise	0.484	podcenjevati
fanfare	surprise	0.484	fanfare
horde	surprise	0.484	drhal
zeal	surprise	0.484	vnema
incident	surprise	0.477	nezgoda
illumination	surprise	0.477	osvetlitev
chicane	surprise	0.477	šikan
sneeze	surprise	0.477	kihanje
subversive	surprise	0.477	subverzivno
gawk	surprise	0.477	gawk
fortune	surprise	0.477	bogastvo
strange	surprise	0.477	čudno
dreadfully	surprise	0.477	grozljivo
unguarded	surprise	0.477	nezavarovana
prowl	surprise	0.469	prežiti
reversal	surprise	0.469	preobrat
wizard	surprise	0.469	čarovnik
rapid	surprise	0.469	hitro
leery	surprise	0.469	sumljiv
break	surprise	0.461	odmor
slip	surprise	0.461	zdrs
divergent	surprise	0.461	divergenten
hilarious	surprise	0.461	smešno
coincidence	surprise	0.461	naključje
subito	surprise	0.461	subito
overestimate	surprise	0.453	preceniti
ordeal	surprise	0.453	preizkušnja
evanescence	surprise	0.453	evanescence
merriment	surprise	0.453	veselje
raffle	surprise	0.453	nagradna igra
winning	surprise	0.453	zmagovalni
wonderful	surprise	0.453	čudovito
hoax	surprise	0.453	potegavščina
confession	surprise	0.453	spoved
splendid	surprise	0.445	čudovito
stound	surprise	0.445	stojati
perchance	surprise	0.445	morda
excel	surprise	0.445	excel
enthusiast	surprise	0.445	navdušenec
gambling	surprise	0.445	igre na srečo
feat	surprise	0.445	feat
laughter	surprise	0.445	smeh
brighten	surprise	0.438	posvetliti
unique	surprise	0.438	edinstveno
senseless	surprise	0.438	nesmiselno
changeable	surprise	0.438	spremenljiv
splendor	surprise	0.438	sijaj
rapt	surprise	0.438	navdušen
unintentional	surprise	0.438	nenamerno
fascination	surprise	0.430	fascinacija
trepidation	surprise	0.430	trema
lawsuit	surprise	0.430	tožba
gift	surprise	0.430	darilo
stealthy	surprise	0.430	prikrito
fiesta	surprise	0.430	fiesta
intrigue	surprise	0.430	spletkarjenje
delighted	surprise	0.430	navdušena
judgment	surprise	0.422	obsodba
stealth	surprise	0.422	prikrita
enchant	surprise	0.422	očarati
originality	surprise	0.422	izvirnost
riddle	surprise	0.422	uganka
quicksilver	surprise	0.422	živo srebro
illegitimate	surprise	0.414	nelegitimen
experiment	surprise	0.414	poskus
elusive	surprise	0.414	izmuzljivo
syncope	surprise	0.414	sinkopa
liberation	surprise	0.414	osvoboditev
spirits	surprise	0.414	žgane pijače
perjury	surprise	0.414	krivo pričanje
veracity	surprise	0.414	verodostojnost
parade	surprise	0.406	parada
applause	surprise	0.406	aplavz
inspired	surprise	0.406	navdihnjen
allure	surprise	0.406	privlačnost
eager	surprise	0.406	zavzet
gambler	surprise	0.406	hazarder
fete	surprise	0.406	praznik
divorce	surprise	0.398	ločitev
guess	surprise	0.398	ugibati
princely	surprise	0.398	knežji
burlesque	surprise	0.398	burleska
secrecy	surprise	0.398	tajnost
incontinence	surprise	0.391	inkontinenca
peri	surprise	0.391	peri
cheerful	surprise	0.391	vesel
hermaphrodite	surprise	0.391	hermafrodit
supremacy	surprise	0.391	nadvlado
aspiration	surprise	0.391	aspiracija
buck	surprise	0.383	dolar
lose	surprise	0.383	izgubiti
cadaver	surprise	0.383	truplo
crowning	surprise	0.383	kronanje
praiseworthy	surprise	0.383	hvalevreden
inheritance	surprise	0.383	dedovanje
score	surprise	0.383	rezultat
gulp	surprise	0.375	požirek
camouflaged	surprise	0.375	zamaskiran
advance	surprise	0.375	vnaprej
succeed	surprise	0.375	uspeti
frisky	surprise	0.375	živahno
mystic	surprise	0.375	mistik
compliment	surprise	0.375	kompliment
hope	surprise	0.367	upanje
joker	surprise	0.367	šaljivec
sparkle	surprise	0.367	bleščati
excavation	surprise	0.367	izkopavanje
sensual	surprise	0.367	čutno
entertainment	surprise	0.359	zabava
feeling	surprise	0.359	občutek
modify	surprise	0.352	spremeniti
blessings	surprise	0.352	blagoslovi
newcomer	surprise	0.352	novinec
obit	surprise	0.352	obit
postponement	surprise	0.352	odlog
award	surprise	0.352	nagrada
clown	surprise	0.352	klovn
highest	surprise	0.344	najvišja
hero	surprise	0.344	junak
glorify	surprise	0.344	poveličevati
proficiency	surprise	0.344	strokovnost
start	surprise	0.344	začetek
wonderfully	surprise	0.344	čudovito
celebrity	surprise	0.344	slavna oseba
rekindle	surprise	0.336	ponovno prižgati
optimism	surprise	0.336	optimizem
sanctify	surprise	0.336	posvetiti
unbeaten	surprise	0.336	nepremagan
prodigious	surprise	0.336	neverjeten
grin	surprise	0.336	nasmeh
memorable	surprise	0.336	nepozabno
warned	surprise	0.336	opozorili
dissolution	surprise	0.336	raztapljanje
hypertrophy	surprise	0.328	hipertrofija
admiration	surprise	0.328	občudovanje
examination	surprise	0.320	pregled
angel	surprise	0.320	angel
present	surprise	0.320	prisoten
catch	surprise	0.320	ulov
hap	surprise	0.320	hap
saint	surprise	0.312	svetnik
embrace	surprise	0.312	objem
flirt	surprise	0.312	spogledovati se
puma	surprise	0.312	puma
kiss	surprise	0.312	poljub
liberty	surprise	0.312	svoboda
scrimmage	surprise	0.312	pretepanje
treat	surprise	0.312	zdravljenje
inaffable	surprise	0.312	neprijazen
occasional	surprise	0.312	občasno
dismissal	surprise	0.312	odpuščanje
perfection	surprise	0.305	popolnost
saintly	surprise	0.305	svetniški
gratify	surprise	0.305	zadovoljiti
generosity	surprise	0.305	velikodušnost
sally	surprise	0.305	sally
palpable	surprise	0.297	otipljiv
finally	surprise	0.297	končno
differently	surprise	0.297	drugače
polarity	surprise	0.297	polarnost
ceremony	surprise	0.297	slovesnost
favorable	surprise	0.297	ugodno
larger	surprise	0.297	večji
warn	surprise	0.297	opozoriti
medal	surprise	0.289	medalja
romance	surprise	0.289	romantika
inviting	surprise	0.289	vabljiv
greeting	surprise	0.289	pozdrav
resignation	surprise	0.281	odstop
accolade	surprise	0.281	priznanje
labor	surprise	0.281	porod
candid	surprise	0.281	odkrito
trip	surprise	0.281	potovanje
stare	surprise	0.273	strmeti
admire	surprise	0.266	občudovati
glimmer	surprise	0.266	lesk
playful	surprise	0.266	igriv
somatic	surprise	0.266	somatsko
festival	surprise	0.266	festival
mimicry	surprise	0.266	mimikrija
insolvency	surprise	0.266	insolventnost
immerse	surprise	0.266	potopiti
invite	surprise	0.266	povabi
compensate	surprise	0.266	nadomestiti
receiving	surprise	0.258	prejemanje
complement	surprise	0.258	dopolnjujejo
chuckle	surprise	0.258	smejati se
laugh	surprise	0.258	smeh
hypothesis	surprise	0.258	hipoteza
honeymoon	surprise	0.250	medeni tedni
opera	surprise	0.242	opera
pleasant	surprise	0.242	prijetno
marry	surprise	0.242	poročiti se
independence	surprise	0.242	neodvisnost
chant	surprise	0.234	petje
holiness	surprise	0.234	svetost
assessment	surprise	0.234	ocenjevanje
rhythmical	surprise	0.234	ritmično
hopeful	surprise	0.234	poln upanja
leave	surprise	0.234	zapustiti
trophy	surprise	0.234	pokal
deal	surprise	0.227	dogovor
procession	surprise	0.227	procesija
placard	surprise	0.227	plakat
shopping	surprise	0.219	nakupovanje
musical	surprise	0.219	glasbeni
cherish	surprise	0.219	ceniti
good	surprise	0.219	dobro
dawn	surprise	0.211	Zora
simplify	surprise	0.211	poenostaviti
shell	surprise	0.211	lupina
morals	surprise	0.203	morala
money	surprise	0.203	denar
nullify	surprise	0.203	izničiti
purity	surprise	0.203	čistost
sweet	surprise	0.203	sladko
synchronize	surprise	0.195	sinhronizirati
precious	surprise	0.195	dragoceno
humanitarian	surprise	0.195	humanitarno
preservative	surprise	0.195	konzervans
unfulfilled	surprise	0.195	neizpolnjeno
obliging	surprise	0.188	ustrežljiv
singularly	surprise	0.188	posamično
graduation	surprise	0.180	matura
foresee	surprise	0.180	predvideti
pray	surprise	0.180	moliti
lovely	surprise	0.180	lepo
thirst	surprise	0.172	žeja
mouth	surprise	0.172	usta
youth	surprise	0.172	mladina
sun	surprise	0.172	sonce
art	surprise	0.172	umetnost
goodness	surprise	0.164	dobrota
latent	surprise	0.156	latentno
visor	surprise	0.156	vizir
overdue	surprise	0.156	zapadel
practiced	surprise	0.156	vadili
loyal	surprise	0.148	zvest
expect	surprise	0.148	pričakovati
wireless	surprise	0.148	brezžično
destination	surprise	0.148	cilj
infant	surprise	0.141	dojenček
cream	surprise	0.141	krema
slush	surprise	0.141	brozga
quote	surprise	0.141	kvota
playground	surprise	0.133	igrišče
vote	surprise	0.125	glasovati
teach	surprise	0.125	učiti
organization	surprise	0.125	organizacija
dolphin	surprise	0.117	delfin
weight	surprise	0.117	utež
smile	surprise	0.117	nasmeh
sisterhood	surprise	0.109	sestrstvo
cable	surprise	0.109	kabel
sunny	surprise	0.102	sončno
steady	surprise	0.094	enakomerno
peaceful	surprise	0.086	miren
spa	surprise	0.086	zdravilišče
leisure	surprise	0.086	prosti čas
picnic	surprise	0.078	piknik
tree	surprise	0.078	drevo
worm	surprise	0.055	črv
truthfulness	trust	0.906	resnicoljubnost
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	zaupanja vreden
honor	trust	0.844	čast
honesty	trust	0.844	poštenost
honest	trust	0.844	pošten
truth	trust	0.844	resnica
truthful	trust	0.836	resničen
trusting	trust	0.836	zaupljiv
brotherhood	trust	0.820	bratstvo
entrust	trust	0.812	zaupati
committed	trust	0.805	predan
loyalty	trust	0.805	zvestoba
integrity	trust	0.805	celovitost
honorable	trust	0.805	častno
trust	trust	0.805	zaupanje
credibility	trust	0.805	verodostojnost
faithful	trust	0.797	zvest
sincere	trust	0.797	iskrena
partnership	trust	0.789	partnerstvo
responsible	trust	0.789	odgovoren
true	trust	0.789	prav
wisdom	trust	0.789	modrost
verification	trust	0.781	preverjanje
cooperative	trust	0.781	zadruga
vow	trust	0.781	zaobljuba
oath	trust	0.781	prisega
respectable	trust	0.773	ugleden
sisterhood	trust	0.773	sestrstvo
hero	trust	0.773	junak
credible	trust	0.773	verodostojen
promise	trust	0.773	obljuba
verified	trust	0.773	preverjeno
qualified	trust	0.766	kvalificiran
authentication	trust	0.766	avtentikacija
respected	trust	0.766	spoštovana
compassion	trust	0.759	sočutje
approval	trust	0.758	odobritev
moral	trust	0.758	moralno
reliability	trust	0.758	zanesljivost
trusts	trust	0.758	zaupanja vreden
safekeeping	trust	0.758	hramba
reputable	trust	0.758	ugleden
love	trust	0.758	ljubezen
friend	trust	0.750	prijatelj
stable	trust	0.750	stabilno
authentic	trust	0.750	verodostojno
competence	trust	0.750	pristojnosti
safeguard	trust	0.750	varovalo
companion	trust	0.750	družabnik
advised	trust	0.750	svetoval
respect	trust	0.750	spoštovanje
loyal	trust	0.750	zvest
genuine	trust	0.750	pristen
friendships	trust	0.750	skladi
ally	trust	0.750	zaveznik
proven	trust	0.742	dokazano
freedom	trust	0.742	svoboda
respects	trust	0.742	spoštuje
accepting	trust	0.742	prijateljstva
faith	trust	0.742	vera
wholesome	trust	0.742	zdravo
heartfelt	trust	0.734	srčno
unification	trust	0.734	poenotenje
confirmation	trust	0.734	potrditev
protecting	trust	0.734	varovanje
reassurance	trust	0.734	pomiritev
trustee	trust	0.734	skrbnik
supporter	trust	0.734	podpornik
respectful	trust	0.734	spoštljivo
admirable	trust	0.734	občudovanja vredno
fact	trust	0.727	dejstvo
friendship	trust	0.727	prijateljstvo
partners	trust	0.727	sprejemanje
confidentially	trust	0.727	zaupno
confident	trust	0.727	samozavesten
equality	trust	0.727	enakost
alliance	trust	0.727	zavezništvo
credential	trust	0.727	poverilnica
believing	trust	0.727	verjeti
excellence	trust	0.727	odličnost
agreement	trust	0.727	sporazum
closeness	trust	0.719	bližino
authenticate	trust	0.719	overiti
virtuous	trust	0.719	krepostni
intelligence	trust	0.719	inteligenca
kindred	trust	0.719	sorodstvo
virtue	trust	0.719	vrlina
honored	trust	0.719	počaščen
justice	trust	0.711	pravičnost
charitable	trust	0.711	dobrodelno
determination	trust	0.711	odločnost
creditable	trust	0.711	zaslužna
consistency	trust	0.711	doslednost
allegiance	trust	0.711	zvestoba
cooperation	trust	0.711	sodelovanje
guarantee	trust	0.711	garancija
dedication	trust	0.711	predanost
straightforward	trust	0.711	naravnost
cooperating	trust	0.711	sodelovanje
reliable	trust	0.703	zanesljiv
nurture	trust	0.703	negovati
mother	trust	0.703	mati
fulfilled	trust	0.703	izpolnjeno
admiration	trust	0.703	občudovanje
mentor	trust	0.703	mentor
guardianship	trust	0.703	skrbništvo
assurance	trust	0.703	zagotovilo
morality	trust	0.703	morala
motherhood	trust	0.703	materinstvo
innocent	trust	0.703	nedolžen
reverence	trust	0.703	spoštovanje
sanctuary	trust	0.703	svetišče
friendliness	trust	0.703	prijaznost
prepared	trust	0.703	pripravljeno
admire	trust	0.703	občudovati
protected	trust	0.703	zaščiten
proof	trust	0.703	dokaz
bodyguard	trust	0.695	telesni stražar
skillful	trust	0.695	spreten
marriage	trust	0.695	poroka
allied	trust	0.695	zavezniški
morals	trust	0.695	morala
humanitarian	trust	0.695	humanitarno
pact	trust	0.695	pakt
courage	trust	0.695	pogum
accountable	trust	0.695	odgovoren
agreeable	trust	0.695	prijetno
united	trust	0.695	združeni
indestructible	trust	0.695	neuničljiva
approving	trust	0.695	odobravanje
guardian	trust	0.695	skrbnik
compassionate	trust	0.695	sočuten
scientist	trust	0.695	znanstvenik
certified	trust	0.695	certificiran
pledge	trust	0.688	obljuba
adviser	trust	0.688	svetovalec
authenticity	trust	0.688	pristnost
understanding	trust	0.688	razumevanje
secure	trust	0.688	varno
guidance	trust	0.688	vodenje
monogamy	trust	0.688	monogamija
valor	trust	0.688	hrabrost
solidity	trust	0.688	trdnost
perfection	trust	0.688	popolnost
believed	trust	0.688	verjeli
humanity	trust	0.688	človečnost
justifiable	trust	0.688	opravičljivo
competent	trust	0.688	kompetenten
esteem	trust	0.688	spoštovanje
protector	trust	0.680	zaščitnik
inspire	trust	0.680	navdihniti
hope	trust	0.680	upanje
strongest	trust	0.680	partnerji
expertise	trust	0.680	strokovnost
humble	trust	0.680	skromen
indivisible	trust	0.680	nedeljivo
official	trust	0.680	uradni
affirm	trust	0.680	potrditi
familiarity	trust	0.680	domačnost
confirmed	trust	0.680	potrjeno
diligence	trust	0.680	pridnost
grandfather	trust	0.680	dedek
advocacy	trust	0.680	zagovorništvo
goodness	trust	0.680	dobrota
commendable	trust	0.680	hvalevredno
acceptance	trust	0.680	sprejemanje
diplomatic	trust	0.680	diplomatski
leader	trust	0.680	vodja
confide	trust	0.680	zaupati
agreeing	trust	0.680	strinjanje
approve	trust	0.680	odobriti
professional	trust	0.680	strokovno
elders	trust	0.680	starešine
confidential	trust	0.680	zaupno
faultless	trust	0.672	brezhiben
believes	trust	0.672	sprejeto
sanctify	trust	0.672	posvetiti
intelligent	trust	0.672	inteligenten
safe	trust	0.672	varno
accepted	trust	0.672	najmočnejši
dignity	trust	0.672	dostojanstvo
unwavering	trust	0.672	neomajen
encyclopedia	trust	0.672	enciklopedija
mastery	trust	0.672	mojstrstvo
cohesive	trust	0.672	kohezivno
harmoniously	trust	0.672	harmonično
benevolence	trust	0.672	dobrohotnost
healing	trust	0.672	celjenje
accredited	trust	0.672	akreditiran
covenant	trust	0.672	zaveza
accountability	trust	0.664	odgovornost
team	trust	0.664	ekipa
authority	trust	0.664	oblast
heroic	trust	0.664	junaško
reliance	trust	0.664	zanašanje
expert	trust	0.664	strokovnjak
communicate	trust	0.664	komunicirati
spiritual	trust	0.664	duhovno
