English Word	Emotion	Emotion-Intensity-Score	Chinese-Simplified Word
ifonly	sadness	0.391	要是
brute	sadness	0.391	蛮横的
exhausted	sadness	0.391	筋疲力尽的
daemon	sadness	0.391	守护进程
debt	sadness	0.391	债务
banshee	sadness	0.391	女妖
coldness	sadness	0.391	寒冷
insulting	sadness	0.391	侮辱
subvert	sadness	0.384	颠覆
jealousy	sadness	0.382	妒忌
struggle	sadness	0.379	斗争
miss	sadness	0.379	错过
geriatric	sadness	0.379	老年病学
inexcusable	sadness	0.379	不可原谅
ashes	sadness	0.377	骨灰
entangled	sadness	0.377	纠缠不清
descent	sadness	0.377	下降
funk	sadness	0.375	放克
wasting	sadness	0.375	浪费
overcast	sadness	0.375	灰蒙蒙
exhaustion	sadness	0.375	筋疲力尽
inferior	sadness	0.375	下
disqualify	sadness	0.375	取消资格
sympathy	sadness	0.375	同情
prostitution	sadness	0.375	卖淫
dispel	sadness	0.375	打消
slump	sadness	0.375	暴跌
scar	sadness	0.375	瘢痕
goodbye	sadness	0.375	再见
landslide	sadness	0.375	滑坡
inconsiderate	sadness	0.375	不体贴
parting	sadness	0.375	离别
blackness	sadness	0.375	黑
murky	sadness	0.375	阴暗的
noncompliance	sadness	0.375	不合规
sucks	sadness	0.375	很烂
withdraw	sadness	0.375	提取
rabid	sadness	0.375	狂热的
oust	sadness	0.375	驱逐
unattractive	sadness	0.373	没有吸引力
delay	sadness	0.373	延迟
apologize	sadness	0.370	道歉
crazy	sadness	0.368	疯狂的
bastard	sadness	0.366	混蛋
deteriorated	sadness	0.365	恶化
inter	sadness	0.364	间
empty	sadness	0.364	空的
mocking	sadness	0.363	嘲弄
adder	sadness	0.361	加法器
misunderstanding	sadness	0.359	误解
fuss	sadness	0.359	大惊小怪
plaintive	sadness	0.359	哀怨
servile	sadness	0.359	奴性的
obesity	sadness	0.359	肥胖
disconnect	sadness	0.359	断开
tremor	sadness	0.359	震颤
flounder	sadness	0.359	比目鱼
defendant	sadness	0.359	被告
unable	sadness	0.359	无法
fainting	sadness	0.359	昏厥
unemployed	sadness	0.359	失业者
hunter	sadness	0.359	猎人
idiocy	sadness	0.359	白痴
corse	sadness	0.359	死神
inefficiency	sadness	0.359	效率低下
lockup	sadness	0.359	锁起来
consecration	sadness	0.359	奉献
unsuccessful	sadness	0.359	不成功
arraignment	sadness	0.359	传讯
fruitless	sadness	0.359	无果
numbness	sadness	0.359	麻木
affront	sadness	0.359	冒犯
hindering	sadness	0.359	阻碍
austere	sadness	0.359	严肃的
unpopular	sadness	0.359	不受欢迎
perpetrator	sadness	0.359	肇事者
wrangling	sadness	0.359	争吵
taunt	sadness	0.359	嘲讽
doubt	sadness	0.359	怀疑
unrest	sadness	0.351	动荡
intervention	sadness	0.348	干涉
wimpy	sadness	0.348	懦弱的
spoiler	sadness	0.348	扰流板
waste	sadness	0.348	浪费
absentee	sadness	0.348	缺席者
flaw	sadness	0.347	缺陷
litigate	sadness	0.344	诉讼
blindly	sadness	0.344	盲目地
militia	sadness	0.344	民兵
lawsuit	sadness	0.344	诉讼
uninvited	sadness	0.344	不请自来
uninspired	sadness	0.344	没有灵感
furrow	sadness	0.344	畦
cumbersome	sadness	0.344	繁琐
specter	sadness	0.344	幽灵
desert	sadness	0.344	沙漠
lagging	sadness	0.344	落后
attenuation	sadness	0.344	衰减
forfeit	sadness	0.344	丧失
plea	sadness	0.344	恳求
thrash	sadness	0.344	捶打
resigned	sadness	0.344	辞职
detention	sadness	0.344	拘留
surgery	sadness	0.344	手术
intercede	sadness	0.344	说情
stained	sadness	0.344	染色
unaccountable	sadness	0.339	不负责任的
myopia	sadness	0.339	近视
mishap	sadness	0.338	事故
probation	sadness	0.336	缓刑
severance	sadness	0.333	遣散费
disagreeing	sadness	0.333	不同意
unacknowledged	sadness	0.328	未被承认的
dependence	sadness	0.328	依赖
unacceptable	sadness	0.328	不可接受的
leave	sadness	0.328	离开
bondage	sadness	0.328	束缚
bacteria	sadness	0.328	细菌
sterile	sadness	0.328	无菌
adrift	sadness	0.328	漂流
endless	sadness	0.328	无尽的
incompetent	sadness	0.328	无能
soreness	sadness	0.328	疼痛
nether	sadness	0.328	下界
nepotism	sadness	0.328	裙带关系
squall	sadness	0.328	飑
disallowed	sadness	0.328	不允许
scold	sadness	0.327	骂
flaccid	sadness	0.324	松弛
hobo	sadness	0.323	流浪汉
fragile	sadness	0.319	脆弱的
stingy	sadness	0.319	小气
sue	sadness	0.318	起诉
scarcely	sadness	0.318	几乎没有
mistake	sadness	0.312	错误
committal	sadness	0.312	承诺的
nonsensical	sadness	0.312	荒谬的
inhibit	sadness	0.312	抑制
skid	sadness	0.312	打滑
wan	sadness	0.312	万
defy	sadness	0.312	违抗
fatty	sadness	0.312	脂肪
clouded	sadness	0.312	阴天
ulcer	sadness	0.312	溃疡
nostalgia	sadness	0.312	怀旧
evanescence	sadness	0.312	消逝
hamstring	sadness	0.312	腘绳肌
thresh	sadness	0.312	脱粒
conceal	sadness	0.311	隐藏
blemish	sadness	0.310	缺陷
resisting	sadness	0.309	抵抗
sympathetic	sadness	0.307	同情的
bugaboo	sadness	0.304	bugaboo
opium	sadness	0.303	鸦片
confess	sadness	0.303	承认
alas	sadness	0.302	唉
mislead	sadness	0.297	误导
suppress	sadness	0.297	压制
inappropriate	sadness	0.297	不当
discontinuity	sadness	0.297	不连续性
wrinkled	sadness	0.297	皱
dull	sadness	0.297	乏味的
weak	sadness	0.297	虚弱的
halting	sadness	0.297	停顿
incompatible	sadness	0.297	不相容
migraine	sadness	0.297	偏头痛
subsidence	sadness	0.297	沉降
setback	sadness	0.297	挫折
toocold	sadness	0.297	太冷
incase	sadness	0.297	如果
hermit	sadness	0.296	隐士
moving	sadness	0.295	移动
shrink	sadness	0.295	收缩
shiver	sadness	0.291	颤抖
constraint	sadness	0.288	约束
unimportant	sadness	0.288	不重要
tramp	sadness	0.288	流浪汉
rubble	sadness	0.282	瓦砾
down	sadness	0.281	下
taint	sadness	0.281	污点
flop	sadness	0.281	翻牌
wearily	sadness	0.281	疲劳
overdue	sadness	0.281	逾期
excluding	sadness	0.281	不包括
confession	sadness	0.281	忏悔
grey	sadness	0.281	灰色的
senseless	sadness	0.281	无意义的
unseat	sadness	0.281	取消座位
remove	sadness	0.281	消除
revoke	sadness	0.281	撤销
shortage	sadness	0.281	短缺
apathy	sadness	0.281	冷漠
adverse	sadness	0.281	不利的
negro	sadness	0.281	黑人
timid	sadness	0.281	胆小
flinch	sadness	0.281	退缩
scrapie	sadness	0.281	刮痧
grumpy	sadness	0.281	脾气暴躁
knell	sadness	0.275	丧钟
throb	sadness	0.273	搏动
confusion	sadness	0.273	混乱
soldier	sadness	0.273	士兵
jurisprudence	sadness	0.273	法理
humbled	sadness	0.273	谦卑
gray	sadness	0.269	灰色的
lax	sadness	0.266	松懈
mixedemotions	sadness	0.266	复杂的情绪
obstacle	sadness	0.266	障碍
slur	sadness	0.266	诽谤
unrealistic	sadness	0.266	不切实际
drifted	sadness	0.266	飘过
leaving	sadness	0.266	离开
shack	sadness	0.266	窝棚
eternity	sadness	0.266	永恒
remiss	sadness	0.266	疏忽
inconvenient	sadness	0.263	不方便
restrict	sadness	0.259	严格
misrepresentation	sadness	0.259	虚假陈述
stagnant	sadness	0.259	停滞不前
disservice	sadness	0.258	伤害
wilderness	sadness	0.255	荒野
nosun	sadness	0.255	诺森
backwater	sadness	0.255	回水
tempest	sadness	0.250	暴风雨
pine	sadness	0.250	松树
humbug	sadness	0.250	骗子
bang	sadness	0.250	砰
speculation	sadness	0.250	投机
labored	sadness	0.250	辛苦了
incomplete	sadness	0.250	不完整
gullible	sadness	0.250	容易上当
undying	sadness	0.250	不朽
anchorage	sadness	0.250	锚地
unexplained	sadness	0.250	无法解释
error	sadness	0.250	错误
wasteful	sadness	0.250	浪费的
communism	sadness	0.250	共产主义
uneducated	sadness	0.250	未受过教育
melodrama	sadness	0.242	情节剧
demonstrative	sadness	0.242	示范的
rainyday	sadness	0.242	下雨天
necessity	sadness	0.236	必要性
boredom	sadness	0.235	无聊
foggy	sadness	0.234	有雾的
sentence	sadness	0.234	句子
misty	sadness	0.234	蒙蒙
cancel	sadness	0.234	取消
void	sadness	0.234	空白
cloudy	sadness	0.234	多云的
blockade	sadness	0.234	封锁
pale	sadness	0.234	苍白
trash	sadness	0.234	垃圾
uninteresting	sadness	0.234	无趣
hollow	sadness	0.234	空洞的
healing	sadness	0.234	康复
depart	sadness	0.234	离开
burke	sadness	0.234	伯克
warp	sadness	0.234	经
case	sadness	0.228	案子
rainy	sadness	0.227	下雨
uninterested	sadness	0.223	不感兴趣
onerous	sadness	0.223	繁重的
bottom	sadness	0.223	底部
fasting	sadness	0.220	禁食
boooo	sadness	0.219	嘘
dole	sadness	0.219	救济金
pious	sadness	0.219	虔诚的
indifference	sadness	0.219	漠不关心
coping	sadness	0.219	应对
discolored	sadness	0.219	变色
thirst	sadness	0.219	口渴
blunder	sadness	0.219	错误
cocaine	sadness	0.218	可卡因
tough	sadness	0.212	艰难的
revolution	sadness	0.203	革命
hoary	sadness	0.203	苍老
chilly	sadness	0.203	寒冷
sluggish	sadness	0.203	迟缓
yucky	sadness	0.203	恶心
fat	sadness	0.203	胖的
lower	sadness	0.203	降低
sprain	sadness	0.203	扭伤
chargeable	sadness	0.203	收费的
arid	sadness	0.203	干旱
wanting	sadness	0.202	想要
progression	sadness	0.201	进展
closure	sadness	0.195	关闭
unbeaten	sadness	0.193	不败
rack	sadness	0.188	架子
halter	sadness	0.188	吊带裤
rumor	sadness	0.188	谣言
tease	sadness	0.188	逗
invalid	sadness	0.188	无效的
cataract	sadness	0.188	白内障
meh	sadness	0.188	嗯
heartfelt	sadness	0.188	衷心
retirement	sadness	0.188	退休
splitting	sadness	0.188	分裂
interrupted	sadness	0.188	被打断
oddity	sadness	0.188	古怪
cold	sadness	0.188	寒冷的
veal	sadness	0.188	小牛肉
concerned	sadness	0.184	担心的
sarcasm	sadness	0.181	讽刺
strip	sadness	0.179	跳闸
divided	sadness	0.172	分为
feeling	sadness	0.172	感觉
overload	sadness	0.172	超载
sap	sadness	0.172	树液
memories	sadness	0.172	回忆
esteem	sadness	0.172	尊重
cupping	sadness	0.172	拔罐
eschew	sadness	0.172	避开
destination	sadness	0.170	目的地
nosnow	sadness	0.169	诺斯诺
limited	sadness	0.167	有限的
rain	sadness	0.163	雨
willful	sadness	0.160	任性
untitled	sadness	0.157	无标题
stint	sadness	0.156	限制
cross	sadness	0.156	叉
weeds	sadness	0.156	杂草
pare	sadness	0.155	削减
snort	sadness	0.154	打喷嚏
procession	sadness	0.152	游行
inconsequential	sadness	0.152	无关紧要的
tax	sadness	0.142	税
emo	sadness	0.141	情绪
tolerate	sadness	0.141	容忍
mug	sadness	0.141	马克杯
overpriced	sadness	0.141	价格过高
weight	sadness	0.141	重量
touchy	sadness	0.140	敏感的
kennel	sadness	0.130	狗窝
grounded	sadness	0.130	接地
unpaid	sadness	0.125	未付
socialist	sadness	0.125	社会主义者
meek	sadness	0.125	温顺
clouds	sadness	0.125	云
margin	sadness	0.125	利润
theocratic	sadness	0.125	神权的
stillness	sadness	0.125	寂静
sisterhood	sadness	0.125	姐妹情谊
terrific	sadness	0.125	了不起
commemorate	sadness	0.125	纪念
late	sadness	0.125	晚的
default	sadness	0.121	默认
lace	sadness	0.118	蕾丝
unpublished	sadness	0.116	未发表
interested	sadness	0.114	感兴趣的
fortress	sadness	0.110	堡垒
lush	sadness	0.109	郁郁葱葱
harry	sadness	0.109	哈利
ultimate	sadness	0.109	最终的
priesthood	sadness	0.109	圣职
orchestra	sadness	0.109	乐队
rating	sadness	0.109	评分
fleece	sadness	0.109	羊毛
sanctify	sadness	0.108	成圣
income	sadness	0.100	收入
winning	sadness	0.094	获胜
boo	sadness	0.094	嘘
quiet	sadness	0.094	安静的
sonnet	sadness	0.094	十四行诗
vainly	sadness	0.091	徒劳的
hug	sadness	0.078	拥抱
opera	sadness	0.078	歌剧
humble	sadness	0.078	谦逊的
hut	sadness	0.078	小屋
ovation	sadness	0.078	鼓掌
wet	sadness	0.078	弄湿
motivating	sadness	0.078	激励
treat	sadness	0.076	对待
hymn	sadness	0.064	圣歌
honest	sadness	0.062	诚实的
relics	sadness	0.061	遗物
couch	sadness	0.060	长椅
waffle	sadness	0.047	胡扯
shell	sadness	0.045	壳
musical	sadness	0.045	音乐
savor	sadness	0.034	品尝
napkin	sadness	0.031	餐巾
vote	sadness	0.031	投票
sing	sadness	0.017	唱歌
mother	sadness	0.016	母亲
music	sadness	0.016	音乐
nutritious	sadness	0.015	营养丰富
lovely	sadness	0.009	迷人的
sweetheart	sadness	0.000	亲爱的
romance	sadness	0.000	浪漫
liquor	sadness	0.000	酒
art	sadness	0.000	艺术
surprise	surprise	0.930	惊喜
explode	surprise	0.906	爆炸
flabbergast	surprise	0.906	惊奇
explosion	surprise	0.898	爆炸
ambush	surprise	0.883	伏击
explosive	surprise	0.883	爆炸性的
eruption	surprise	0.883	喷发
surprisingly	surprise	0.875	出奇
startle	surprise	0.875	惊吓
shockingly	surprise	0.875	令人震惊
frighten	surprise	0.875	吓唬
surprised	surprise	0.867	吃惊
frightened	surprise	0.867	受惊
surprising	surprise	0.867	奇怪
outburst	surprise	0.859	爆发
thrilling	surprise	0.859	惊险
miracle	surprise	0.859	奇迹
blast	surprise	0.852	爆破
astonishingly	surprise	0.852	惊人地
alarm	surprise	0.852	警报
shock	surprise	0.844	震惊
thunderstruck	surprise	0.844	震惊
jolt	surprise	0.844	颠簸
dazzle	surprise	0.836	炫
bang	surprise	0.836	砰
catastrophe	surprise	0.836	灾难
fright	surprise	0.836	惊吓
unexpectedly	surprise	0.836	不料
startling	surprise	0.828	吃惊
suddenly	surprise	0.828	突然
emergency	surprise	0.828	紧急情况
bewilderment	surprise	0.828	困惑
stunned	surprise	0.820	目瞪口呆
astound	surprise	0.820	震惊
jackpot	surprise	0.812	头奖
earthquake	surprise	0.812	地震
disaster	surprise	0.812	灾难
astonishment	surprise	0.805	惊讶
climax	surprise	0.805	高潮
aghast	surprise	0.805	吓坏了
astonish	surprise	0.805	震惊
scare	surprise	0.797	吓
awestruck	surprise	0.797	敬畏
erupt	surprise	0.789	爆发
bomb	surprise	0.789	炸弹
exclaim	surprise	0.789	惊呼
amazement	surprise	0.781	惊愕
abduction	surprise	0.773	绑架
alarming	surprise	0.773	令人震惊的
detonate	surprise	0.773	起爆
raid	surprise	0.773	袭击
miraculous	surprise	0.773	神奇
invade	surprise	0.773	入侵
kidnap	surprise	0.766	绑架
unpredictable	surprise	0.758	不可预料的
stupefy	surprise	0.758	发呆
dumfound	surprise	0.758	邓福德
overwhelming	surprise	0.758	压倒
erratic	surprise	0.750	不稳定的
unimaginable	surprise	0.750	难以想象
accident	surprise	0.750	事故
outrageous	surprise	0.750	离谱
horror	surprise	0.742	恐怖
amaze	surprise	0.742	惊奇
blitz	surprise	0.742	闪电战
bewilder	surprise	0.742	迷惑
flinch	surprise	0.742	退缩
petrify	surprise	0.742	石化
wreck	surprise	0.742	破坏
slaughter	surprise	0.742	屠宰
frenetic	surprise	0.734	狂热的
crash	surprise	0.734	碰撞
frantic	surprise	0.734	发狂
stupefaction	surprise	0.734	目瞪口呆
excitement	surprise	0.734	激动
riotous	surprise	0.727	暴乱的
outcry	surprise	0.727	强烈抗议
vanished	surprise	0.727	消失了
moonstruck	surprise	0.727	月光下
sudden	surprise	0.727	突然
awe	surprise	0.719	敬畏
scream	surprise	0.719	尖叫
breathless	surprise	0.719	气喘吁吁
sabotage	surprise	0.719	破坏
shriek	surprise	0.719	尖叫
unanticipated	surprise	0.719	意外
bewildered	surprise	0.719	不知所措
manslaughter	surprise	0.719	误杀
amazedness	surprise	0.719	惊奇
rupture	surprise	0.719	破裂
unexpected	surprise	0.711	意外
electrify	surprise	0.711	通电
uncontrollable	surprise	0.711	不可控
shot	surprise	0.711	射击
avalanche	surprise	0.711	雪崩
gasp	surprise	0.711	喘气
stun	surprise	0.711	眩晕
slam	surprise	0.703	大满贯
abrupt	surprise	0.703	突然
intruder	surprise	0.703	入侵者
unforeseen	surprise	0.703	意外
suspense	surprise	0.703	悬念
devastation	surprise	0.703	破坏
surge	surprise	0.703	涌
excite	surprise	0.695	激发
dumfounder	surprise	0.695	创始人
yell	surprise	0.695	叫喊
unprecedented	surprise	0.695	空前的
strike	surprise	0.695	罢工
volatility	surprise	0.695	挥发性
urgent	surprise	0.695	紧迫的
stab	surprise	0.695	刺
disturbance	surprise	0.688	骚乱
carnage	surprise	0.688	大屠杀
incredible	surprise	0.688	极好的
spectacular	surprise	0.688	壮观
thrill	surprise	0.680	快感
recklessness	surprise	0.680	鲁莽
clamor	surprise	0.680	叫嚣
monstrous	surprise	0.680	滔天
slap	surprise	0.680	拍击
inexplicable	surprise	0.672	莫名其妙
terrorist	surprise	0.672	恐怖分子
exciting	surprise	0.672	令人兴奋的
accidental	surprise	0.672	偶然
accidentally	surprise	0.672	偶然
striking	surprise	0.672	引人注目
captivate	surprise	0.672	着迷
exhilaration	surprise	0.672	兴奋
topple	surprise	0.664	推翻
dire	surprise	0.664	可怕的
revolution	surprise	0.664	革命
volcano	surprise	0.664	火山
freakish	surprise	0.664	怪诞的
revolt	surprise	0.656	反叛
bloodshed	surprise	0.656	流血事件
sneak	surprise	0.656	潜行
unspeakable	surprise	0.656	无法形容
incendiary	surprise	0.656	燃烧的
epidemic	surprise	0.648	流行性
violent	surprise	0.648	暴力
disruption	surprise	0.648	中断
amazingly	surprise	0.648	惊人地
mutiny	surprise	0.648	兵变
spellbound	surprise	0.648	着迷
cyclone	surprise	0.648	气旋
unsuspecting	surprise	0.648	毫无戒心
attacking	surprise	0.648	进攻
unintended	surprise	0.648	意外
shout	surprise	0.641	喊
indescribable	surprise	0.641	无法形容
tumult	surprise	0.641	骚动
improvisation	surprise	0.641	即兴创作
wildfire	surprise	0.641	野火
excitation	surprise	0.641	励磁
screech	surprise	0.641	尖叫
enthusiasm	surprise	0.641	热情
uncertain	surprise	0.633	不确定
plunder	surprise	0.633	掠夺
gape	surprise	0.633	目瞪口呆
treachery	surprise	0.633	背信弃义
agape	surprise	0.633	阿加佩
anomaly	surprise	0.633	异常
presto	surprise	0.633	急速
apparition	surprise	0.633	幻影
wonderment	surprise	0.625	惊奇
slaughtering	surprise	0.625	屠宰
trick	surprise	0.625	诡计
mystery	surprise	0.625	神秘
murderous	surprise	0.625	杀气腾腾
distress	surprise	0.625	苦恼
sorcery	surprise	0.625	巫术
excited	surprise	0.625	兴奋的
tempest	surprise	0.625	暴风雨
urgency	surprise	0.625	紧迫性
inimaginable	surprise	0.617	难以想象
intrusive	surprise	0.617	侵入性的
quickness	surprise	0.617	速度
intense	surprise	0.617	激烈的
trickery	surprise	0.617	诡计
vanish	surprise	0.617	消失
prank	surprise	0.617	恶作剧
murder	surprise	0.617	谋杀
thief	surprise	0.609	贼
blindfold	surprise	0.609	眼罩
unstable	surprise	0.609	不稳定
strangle	surprise	0.609	扼杀
coup	surprise	0.609	政变
magical	surprise	0.609	神奇
shatter	surprise	0.609	粉碎
splash	surprise	0.609	溅
stupor	surprise	0.602	昏迷
inconceivable	surprise	0.602	不可思议
betray	surprise	0.602	背叛
defy	surprise	0.602	违抗
jubilee	surprise	0.602	禧年
assail	surprise	0.602	攻击
deluge	surprise	0.602	洪水
tackle	surprise	0.602	处理
monstrosity	surprise	0.594	怪物
lightning	surprise	0.594	闪电
stupendous	surprise	0.594	惊人的
shrill	surprise	0.594	尖锐
mishap	surprise	0.594	事故
alerts	surprise	0.594	警报
mysterious	surprise	0.586	神秘
randomly	surprise	0.586	随机
wild	surprise	0.586	荒野
deceit	surprise	0.586	欺骗
bonus	surprise	0.586	奖金
pitfall	surprise	0.586	陷阱
uncanny	surprise	0.586	不可思议
wondrous	surprise	0.586	奇妙的
premature	surprise	0.578	过早的
stagger	surprise	0.578	错开
rejoicing	surprise	0.578	欣喜若狂
godsend	surprise	0.578	天赐良机
jubilant	surprise	0.578	喜庆
electric	surprise	0.578	电的
raving	surprise	0.578	狂言
bizarre	surprise	0.578	离奇的
death	surprise	0.578	死亡
fluke	surprise	0.578	吸虫
oddity	surprise	0.578	古怪
dynamic	surprise	0.570	动态的
dismay	surprise	0.570	沮丧
revenge	surprise	0.570	复仇
nefarious	surprise	0.562	邪恶
fascinate	surprise	0.562	吸引
jerk	surprise	0.562	混蛋
ecstatic	surprise	0.562	欣喜若狂
reward	surprise	0.562	报酬
uncover	surprise	0.562	揭露
reappear	surprise	0.562	再现
zany	surprise	0.555	滑稽的
whim	surprise	0.555	心血来潮
thaumaturgy	surprise	0.555	奇术
conjure	surprise	0.555	变戏法
crescendo	surprise	0.555	渐强
rescue	surprise	0.547	救援
daze	surprise	0.547	发呆
heroism	surprise	0.547	英雄主义
illuminate	surprise	0.547	照亮
winner	surprise	0.547	优胜者
ejaculation	surprise	0.547	射精
thwart	surprise	0.547	阻挠
rarity	surprise	0.547	稀有
unbridled	surprise	0.547	肆无忌惮
tantalizing	surprise	0.547	诱人的
punch	surprise	0.539	冲床
cheer	surprise	0.539	欢呼
treason	surprise	0.539	叛国罪
violation	surprise	0.539	违反
celebration	surprise	0.539	庆典
illusion	surprise	0.539	错觉
marvel	surprise	0.539	奇迹
lucky	surprise	0.539	幸运的
lunge	surprise	0.539	弓步
interrupt	surprise	0.539	打断
insult	surprise	0.539	侮辱
concealed	surprise	0.531	暗
snag	surprise	0.531	障碍
sensation	surprise	0.531	感觉
banger	surprise	0.531	砰砰
fearfully	surprise	0.531	可怕地
affront	surprise	0.531	冒犯
jest	surprise	0.531	笑话
undiscovered	surprise	0.523	未被发现
liberate	surprise	0.523	解放
veer	surprise	0.523	转向
abandonment	surprise	0.523	放弃
immediacy	surprise	0.523	直接
improvise	surprise	0.523	凑合
victimized	surprise	0.523	受害
scorpion	surprise	0.523	蝎
majestic	surprise	0.523	雄伟
wonder	surprise	0.523	想知道
rejoice	surprise	0.523	麾
tickle	surprise	0.516	痒痒
chance	surprise	0.516	机会
yelp	surprise	0.516	喊叫
howl	surprise	0.516	嗥
stealthily	surprise	0.516	悄悄地
unintentionally	surprise	0.508	无意间
magnificent	surprise	0.508	壮丽的
reflex	surprise	0.508	反射
garish	surprise	0.508	扎眼
transcendence	surprise	0.508	超越
rave	surprise	0.508	狂欢
luck	surprise	0.508	运气
swerve	surprise	0.508	转向
pop	surprise	0.508	流行音乐
enliven	surprise	0.500	活跃
slayer	surprise	0.500	杀手
remarkable	surprise	0.500	卓越
infrequent	surprise	0.500	不经常
pang	surprise	0.500	庞
erotic	surprise	0.500	色情
misbehavior	surprise	0.500	不当行为
diversion	surprise	0.500	导流
heroic	surprise	0.500	英勇
alertness	surprise	0.500	警觉
marvelous	surprise	0.500	奇妙
fainting	surprise	0.500	昏厥
embarrassment	surprise	0.500	尴尬
nab	surprise	0.492	抓
birthday	surprise	0.492	生日
camouflage	surprise	0.492	伪装
unutterable	surprise	0.492	说不出的
chimera	surprise	0.492	嵌合体
trump	surprise	0.492	王牌
decoy	surprise	0.492	诱饵
infarct	surprise	0.492	梗塞
greatness	surprise	0.492	伟大
exigent	surprise	0.492	紧急
prick	surprise	0.484	刺
variable	surprise	0.484	多变的
curiosity	surprise	0.484	好奇心
daemon	surprise	0.484	守护进程
inexpressible	surprise	0.484	无法表达
magician	surprise	0.484	魔术师
underestimate	surprise	0.484	低估
fanfare	surprise	0.484	大张旗鼓
horde	surprise	0.484	部落
zeal	surprise	0.484	热情
incident	surprise	0.477	事件
illumination	surprise	0.477	照明
chicane	surprise	0.477	弯道
sneeze	surprise	0.477	喷嚏
subversive	surprise	0.477	颠覆性的
gawk	surprise	0.477	呆呆
fortune	surprise	0.477	财富
strange	surprise	0.477	奇怪的
dreadfully	surprise	0.477	可怕地
unguarded	surprise	0.477	无人看管
prowl	surprise	0.469	徘徊
reversal	surprise	0.469	逆转
wizard	surprise	0.469	向导
rapid	surprise	0.469	迅速的
leery	surprise	0.469	怀疑的
break	surprise	0.461	休息
slip	surprise	0.461	滑
divergent	surprise	0.461	发散的
hilarious	surprise	0.461	搞笑
coincidence	surprise	0.461	巧合
subito	surprise	0.461	苏比托
overestimate	surprise	0.453	高估
ordeal	surprise	0.453	考验
evanescence	surprise	0.453	消逝
merriment	surprise	0.453	欢乐
raffle	surprise	0.453	抽奖
winning	surprise	0.453	获胜
wonderful	surprise	0.453	精彩的
hoax	surprise	0.453	骗局
confession	surprise	0.453	忏悔
splendid	surprise	0.445	灿烂
stound	surprise	0.445	震惊
perchance	surprise	0.445	或许
excel	surprise	0.445	擅长
enthusiast	surprise	0.445	爱好者
gambling	surprise	0.445	赌博
feat	surprise	0.445	壮举
laughter	surprise	0.445	笑声
brighten	surprise	0.438	提亮
unique	surprise	0.438	独特的
senseless	surprise	0.438	无意义的
changeable	surprise	0.438	多变
splendor	surprise	0.438	辉煌
rapt	surprise	0.438	全神贯注
unintentional	surprise	0.438	无意的
fascination	surprise	0.430	魅力
trepidation	surprise	0.430	战栗
lawsuit	surprise	0.430	诉讼
gift	surprise	0.430	礼物
stealthy	surprise	0.430	隐秘的
fiesta	surprise	0.430	嘉年华
intrigue	surprise	0.430	阴谋
delighted	surprise	0.430	高兴极了
judgment	surprise	0.422	判断
stealth	surprise	0.422	隐身
enchant	surprise	0.422	附魔
originality	surprise	0.422	独创性
riddle	surprise	0.422	谜语
quicksilver	surprise	0.422	水银
illegitimate	surprise	0.414	非法的
experiment	surprise	0.414	实验
elusive	surprise	0.414	难以捉摸
syncope	surprise	0.414	昏厥
liberation	surprise	0.414	解放
spirits	surprise	0.414	精神
perjury	surprise	0.414	伪证
veracity	surprise	0.414	真实性
parade	surprise	0.406	游行
applause	surprise	0.406	掌声
inspired	surprise	0.406	启发
allure	surprise	0.406	引诱
eager	surprise	0.406	渴望的
gambler	surprise	0.406	赌徒
fete	surprise	0.406	宴请
divorce	surprise	0.398	离婚
guess	surprise	0.398	猜测
princely	surprise	0.398	王侯的
burlesque	surprise	0.398	滑稽的
secrecy	surprise	0.398	保密
incontinence	surprise	0.391	失禁
peri	surprise	0.391	周边
cheerful	surprise	0.391	愉快
hermaphrodite	surprise	0.391	雌雄同体
supremacy	surprise	0.391	霸权
aspiration	surprise	0.391	愿望
buck	surprise	0.383	降压
lose	surprise	0.383	失去
cadaver	surprise	0.383	尸体
crowning	surprise	0.383	加冕
praiseworthy	surprise	0.383	值得称道
inheritance	surprise	0.383	遗产
score	surprise	0.383	分数
gulp	surprise	0.375	吞咽
camouflaged	surprise	0.375	伪装的
advance	surprise	0.375	进步
succeed	surprise	0.375	成功
frisky	surprise	0.375	活泼的
mystic	surprise	0.375	神秘
compliment	surprise	0.375	赞扬
hope	surprise	0.367	希望
joker	surprise	0.367	小丑
sparkle	surprise	0.367	火花
excavation	surprise	0.367	挖掘
sensual	surprise	0.367	感性的
entertainment	surprise	0.359	娱乐
feeling	surprise	0.359	感觉
modify	surprise	0.352	调整
blessings	surprise	0.352	祝福
newcomer	surprise	0.352	新人
obit	surprise	0.352	讣告
postponement	surprise	0.352	延期
award	surprise	0.352	奖
clown	surprise	0.352	小丑
highest	surprise	0.344	最高
hero	surprise	0.344	英雄
glorify	surprise	0.344	美化
proficiency	surprise	0.344	熟练度
start	surprise	0.344	开始
wonderfully	surprise	0.344	奇妙地
celebrity	surprise	0.344	名人
rekindle	surprise	0.336	重新点燃
optimism	surprise	0.336	乐观
sanctify	surprise	0.336	成圣
unbeaten	surprise	0.336	不败
prodigious	surprise	0.336	惊人
grin	surprise	0.336	咧嘴笑
memorable	surprise	0.336	难忘
warned	surprise	0.336	警告
dissolution	surprise	0.336	溶解
hypertrophy	surprise	0.328	肥大
