English Word	Emotion	Emotion-Intensity-Score	Maori Word
severance	sadness	0.333	wehenga
disagreeing	sadness	0.333	whakahē
unacknowledged	sadness	0.328	kare i mohiotia
dependence	sadness	0.328	whakawhirinaki
unacceptable	sadness	0.328	e kore e whakaaetia
leave	sadness	0.328	wehe
bondage	sadness	0.328	herenga
bacteria	sadness	0.328	huakita
sterile	sadness	0.328	pokekore
adrift	sadness	0.328	panuku
endless	sadness	0.328	mutunga kore
incompetent	sadness	0.328	karekau
soreness	sadness	0.328	mamae mamae
nether	sadness	0.328	raro
nepotism	sadness	0.328	nepotism
squall	sadness	0.328	awhiowhio
disallowed	sadness	0.328	kare e whakaaetia
scold	sadness	0.327	whakaparahako
flaccid	sadness	0.324	ngongo
hobo	sadness	0.323	hopo
fragile	sadness	0.319	pakarukaru
stingy	sadness	0.319	koroke
sue	sadness	0.318	whakawa
scarcely	sadness	0.318	tata nei
mistake	sadness	0.312	pohehe
committal	sadness	0.312	whakapumau
nonsensical	sadness	0.312	koretake
inhibit	sadness	0.312	aukati
skid	sadness	0.312	paheke
wan	sadness	0.312	wan
defy	sadness	0.312	whakakeke
fatty	sadness	0.312	ngako
clouded	sadness	0.312	kapua
ulcer	sadness	0.312	whewhe
nostalgia	sadness	0.312	nostalgia
evanescence	sadness	0.312	whakareretanga
hamstring	sadness	0.312	hamstring
thresh	sadness	0.312	patunga witi
conceal	sadness	0.311	huna
blemish	sadness	0.310	koha
resisting	sadness	0.309	whakakeke
sympathetic	sadness	0.307	aroha
bugaboo	sadness	0.304	bugaboo
opium	sadness	0.303	opiuma
confess	sadness	0.303	whaki
alas	sadness	0.302	aue
mislead	sadness	0.297	whakapohehe
suppress	sadness	0.297	pehi
inappropriate	sadness	0.297	tano ore
discontinuity	sadness	0.297	korenga
wrinkled	sadness	0.297	mingimingi
dull	sadness	0.297	puhoi
weak	sadness	0.297	ngoikore
halting	sadness	0.297	e tu ana
incompatible	sadness	0.297	hotokore
migraine	sadness	0.297	heke
subsidence	sadness	0.297	whakahekenga
setback	sadness	0.297	whakamuri
toocold	sadness	0.297	makariri rawa
incase	sadness	0.297	whakamaua
hermit	sadness	0.296	hermit
moving	sadness	0.295	nekeneke
shrink	sadness	0.295	whakaheke
shiver	sadness	0.291	wiri
constraint	sadness	0.288	herenga
unimportant	sadness	0.288	koretake
tramp	sadness	0.288	takahanga
rubble	sadness	0.282	parapara
down	sadness	0.281	ki raro
taint	sadness	0.281	poke
flop	sadness	0.281	pokapoka
wearily	sadness	0.281	ngenge
overdue	sadness	0.281	tōmuri
excluding	sadness	0.281	haunga
confession	sadness	0.281	whaki
grey	sadness	0.281	hina
senseless	sadness	0.281	horekau
unseat	sadness	0.281	wehea
remove	sadness	0.281	tango
revoke	sadness	0.281	whakakore
shortage	sadness	0.281	ngoikoretanga
apathy	sadness	0.281	karekau
adverse	sadness	0.281	kino
negro	sadness	0.281	negro
timid	sadness	0.281	whakama
flinch	sadness	0.281	wiwi
scrapie	sadness	0.281	scrapie
grumpy	sadness	0.281	pukuriri
knell	sadness	0.275	turi
throb	sadness	0.273	pupuhi
confusion	sadness	0.273	rangirua
soldier	sadness	0.273	hoia
jurisprudence	sadness	0.273	ture ture
humbled	sadness	0.273	whakaiti
gray	sadness	0.269	hina
lax	sadness	0.266	ngoikore
mixedemotions	sadness	0.266	karekau
obstacle	sadness	0.266	aukati
slur	sadness	0.266	tanga
unrealistic	sadness	0.266	koretake
drifted	sadness	0.266	paheke
leaving	sadness	0.266	ka wehe atu
shack	sadness	0.266	whare wharau
eternity	sadness	0.266	mure ore
remiss	sadness	0.266	whakaroa
inconvenient	sadness	0.263	whakararuraru
restrict	sadness	0.259	whakawhāiti
misrepresentation	sadness	0.259	korero pohehe
stagnant	sadness	0.259	karekau
disservice	sadness	0.258	whakakino
wilderness	sadness	0.255	koraha
nosun	sadness	0.255	nosun
backwater	sadness	0.255	wai tuara
tempest	sadness	0.250	awha
pine	sadness	0.250	paina
humbug	sadness	0.250	humbug
bang	sadness	0.250	pupuhi
speculation	sadness	0.250	whakaaro
labored	sadness	0.250	mahi
incomplete	sadness	0.250	kāore i oti
gullible	sadness	0.250	tinihanga
undying	sadness	0.250	matekore
anchorage	sadness	0.250	punga
unexplained	sadness	0.250	kore i whakamaramatia
error	sadness	0.250	hapa
wasteful	sadness	0.250	moumou
communism	sadness	0.250	komunisme
uneducated	sadness	0.250	kore matauranga
melodrama	sadness	0.242	melodrama
demonstrative	sadness	0.242	whakaatu
rainyday	sadness	0.242	rangi ua
necessity	sadness	0.236	hiahia
boredom	sadness	0.235	hoha
foggy	sadness	0.234	kohu
sentence	sadness	0.234	rerenga korero
misty	sadness	0.234	kohu
cancel	sadness	0.234	whakakore
void	sadness	0.234	korekore
cloudy	sadness	0.234	kapua
blockade	sadness	0.234	aukati
pale	sadness	0.234	koma
trash	sadness	0.234	paru
uninteresting	sadness	0.234	whakahihiri
hollow	sadness	0.234	kowhao
healing	sadness	0.234	whakaora
depart	sadness	0.234	wehe atu
burke	sadness	0.234	pupuhi
warp	sadness	0.234	takakau
case	sadness	0.228	take
rainy	sadness	0.227	ua
uninterested	sadness	0.223	kore hiahia
onerous	sadness	0.223	taumaha
bottom	sadness	0.223	raro
fasting	sadness	0.220	nohopuku
boooo	sadness	0.219	boooo
dole	sadness	0.219	utu
pious	sadness	0.219	tangata karakia
indifference	sadness	0.219	kore whakaaro
coping	sadness	0.219	whakaea
discolored	sadness	0.219	kua pahekeheke
thirst	sadness	0.219	matewai
blunder	sadness	0.219	pohehe
cocaine	sadness	0.218	kokaina
tough	sadness	0.212	pakeke
revolution	sadness	0.203	hurihanga
hoary	sadness	0.203	hina
chilly	sadness	0.203	makariri
sluggish	sadness	0.203	puhoi
yucky	sadness	0.203	yucky
fat	sadness	0.203	ngako
lower	sadness	0.203	raro
sprain	sadness	0.203	te toronga
chargeable	sadness	0.203	utu
arid	sadness	0.203	maroke
wanting	sadness	0.202	hiahia
progression	sadness	0.201	ahu whakamua
closure	sadness	0.195	katinga
unbeaten	sadness	0.193	kaore i hinga
rack	sadness	0.188	whatanga
halter	sadness	0.188	hatere
rumor	sadness	0.188	rongo korero
tease	sadness	0.188	whakakino
invalid	sadness	0.188	muhu
cataract	sadness	0.188	katakata
meh	sadness	0.188	meh
heartfelt	sadness	0.188	ngakau nui
retirement	sadness	0.188	whakatā
splitting	sadness	0.188	wehewehe
interrupted	sadness	0.188	haukotia
oddity	sadness	0.188	mea rerekee
cold	sadness	0.188	makariri
veal	sadness	0.188	kuao kau
concerned	sadness	0.184	āwangawanga
sarcasm	sadness	0.181	tawai
strip	sadness	0.179	tihorea
divided	sadness	0.172	wehea
feeling	sadness	0.172	mana'o
overload	sadness	0.172	taumaha rawa
sap	sadness	0.172	wai wai
memories	sadness	0.172	maumahara
esteem	sadness	0.172	whakanui
cupping	sadness	0.172	kapu kapu
eschew	sadness	0.172	mawehe atu
destination	sadness	0.170	ūnga
nosnow	sadness	0.169	nonow
limited	sadness	0.167	iti
rain	sadness	0.163	ua
willful	sadness	0.160	hiahia
untitled	sadness	0.157	kore taitara
stint	sadness	0.156	mahi
cross	sadness	0.156	ripeka
weeds	sadness	0.156	taru
pare	sadness	0.155	pare
snort	sadness	0.154	hongi
procession	sadness	0.152	tira haere
inconsequential	sadness	0.152	koretake
tax	sadness	0.142	taake
emo	sadness	0.141	emo
tolerate	sadness	0.141	whakamanawanui
mug	sadness	0.141	kapu
overpriced	sadness	0.141	utu nui
weight	sadness	0.141	taumaha
touchy	sadness	0.140	pākaha
kennel	sadness	0.130	whare herehere
grounded	sadness	0.130	kua tu
unpaid	sadness	0.125	kore utu
socialist	sadness	0.125	pāpori
meek	sadness	0.125	ngawari
clouds	sadness	0.125	kapua
margin	sadness	0.125	tawhē
theocratic	sadness	0.125	teotaratia
stillness	sadness	0.125	te ata noho
sisterhood	sadness	0.125	te tuahine
terrific	sadness	0.125	whakamataku
commemorate	sadness	0.125	whakamaumahara
late	sadness	0.125	tōmuri
default	sadness	0.121	taunoa
lace	sadness	0.118	reihi
unpublished	sadness	0.116	kaore i panuitia
interested	sadness	0.114	hiahia
fortress	sadness	0.110	parepare
lush	sadness	0.109	puhoi
harry	sadness	0.109	harry
ultimate	sadness	0.109	mutunga
priesthood	sadness	0.109	tohungatanga
orchestra	sadness	0.109	whakatangitangi
rating	sadness	0.109	whakatauranga
fleece	sadness	0.109	huruhuru
sanctify	sadness	0.108	whakatapua
income	sadness	0.100	moni whiwhi
winning	sadness	0.094	toa
boo	sadness	0.094	boo
quiet	sadness	0.094	ata noho
sonnet	sadness	0.094	sonnet
vainly	sadness	0.091	maumau
hug	sadness	0.078	awhi
opera	sadness	0.078	opera
humble	sadness	0.078	whakaiti
hut	sadness	0.078	hut
ovation	sadness	0.078	ovation
wet	sadness	0.078	mākū
motivating	sadness	0.078	whakahihiri
treat	sadness	0.076	maimoatanga
hymn	sadness	0.064	himene
honest	sadness	0.062	pono
relics	sadness	0.061	relics
couch	sadness	0.060	moenga
waffle	sadness	0.047	wawhero
shell	sadness	0.045	anga
musical	sadness	0.045	waiata
savor	sadness	0.034	kakara
napkin	sadness	0.031	tauera
vote	sadness	0.031	pooti
sing	sadness	0.017	waiata
mother	sadness	0.016	whaea
music	sadness	0.016	waiata
nutritious	sadness	0.015	whai kai
lovely	sadness	0.009	ataahua
sweetheart	sadness	0.000	hoa aroha
romance	sadness	0.000	whaiāipo
liquor	sadness	0.000	waipiro
art	sadness	0.000	toi
surprise	surprise	0.930	ohorere
explode	surprise	0.906	pahū
flabbergast	surprise	0.906	whakahihiri
explosion	surprise	0.898	pahūtanga
ambush	surprise	0.883	pehipehi
explosive	surprise	0.883	pahū
eruption	surprise	0.883	hūnga
surprisingly	surprise	0.875	miharo
startle	surprise	0.875	ohooho
shockingly	surprise	0.875	ohorere
frighten	surprise	0.875	whakamataku
surprised	surprise	0.867	miharo
frightened	surprise	0.867	mataku
surprising	surprise	0.867	miharo
outburst	surprise	0.859	pupuhi
thrilling	surprise	0.859	whakahihiri
miracle	surprise	0.859	merekara
blast	surprise	0.852	pupuhi
astonishingly	surprise	0.852	whakamīharo
alarm	surprise	0.852	whakaohooho
shock	surprise	0.844	ohorere
thunderstruck	surprise	0.844	whatitiri
jolt	surprise	0.844	oho
dazzle	surprise	0.836	whakapouri
bang	surprise	0.836	pupuhi
catastrophe	surprise	0.836	aitua
fright	surprise	0.836	wehi
unexpectedly	surprise	0.836	ohorere
startling	surprise	0.828	ohorere
suddenly	surprise	0.828	ohorere
emergency	surprise	0.828	ohorere
bewilderment	surprise	0.828	whakapouri
stunned	surprise	0.820	ohooho
astound	surprise	0.820	miharo
jackpot	surprise	0.812	pūtaonga
earthquake	surprise	0.812	rū whenua
disaster	surprise	0.812	aitua
astonishment	surprise	0.805	miharo
climax	surprise	0.805	teitei
aghast	surprise	0.805	whakapouri
astonish	surprise	0.805	miharo
scare	surprise	0.797	whakamataku
awestruck	surprise	0.797	miharo
erupt	surprise	0.789	pahū
bomb	surprise	0.789	poma
exclaim	surprise	0.789	karanga
amazement	surprise	0.781	miharo
abduction	surprise	0.773	kāhaki
alarming	surprise	0.773	ohorere
detonate	surprise	0.773	pahū
raid	surprise	0.773	huaki
miraculous	surprise	0.773	semeio
invade	surprise	0.773	whakaekea
kidnap	surprise	0.766	kāhaki
unpredictable	surprise	0.758	ohorere
stupefy	surprise	0.758	whakapouri
dumfound	surprise	0.758	wahangu
overwhelming	surprise	0.758	nui rawa
erratic	surprise	0.750	pohehe
unimaginable	surprise	0.750	e kore e taea te whakaaro
accident	surprise	0.750	aitua
outrageous	surprise	0.750	whakahihiri
horror	surprise	0.742	whakamataku
amaze	surprise	0.742	whakamīharo
blitz	surprise	0.742	pupuhi
bewilder	surprise	0.742	rangirua
flinch	surprise	0.742	wiwi
petrify	surprise	0.742	whakapouri
wreck	surprise	0.742	pakaru
slaughter	surprise	0.742	kohuru
frenetic	surprise	0.734	porangirangi
crash	surprise	0.734	tukinga
frantic	surprise	0.734	porangirangi
stupefaction	surprise	0.734	whakapouri
excitement	surprise	0.734	whakahihiri
riotous	surprise	0.727	ngangau
outcry	surprise	0.727	tangi
vanished	surprise	0.727	kua ngaro
moonstruck	surprise	0.727	moonstruck
sudden	surprise	0.727	ohorere
awe	surprise	0.719	wehi
scream	surprise	0.719	hamama
breathless	surprise	0.719	kore manawa
sabotage	surprise	0.719	whakawetiweti
shriek	surprise	0.719	tangi
unanticipated	surprise	0.719	ohorere
bewildered	surprise	0.719	pohehe
manslaughter	surprise	0.719	kohuru
amazedness	surprise	0.719	miharo
rupture	surprise	0.719	pakaruhanga
unexpected	surprise	0.711	ohorere
electrify	surprise	0.711	hiko
uncontrollable	surprise	0.711	kore e taea te whakahaere
shot	surprise	0.711	pupuhi
avalanche	surprise	0.711	tohenga
gasp	surprise	0.711	hauhau
stun	surprise	0.711	whakapouri
slam	surprise	0.703	pakia
abrupt	surprise	0.703	ohorere
intruder	surprise	0.703	tangata pokanoa
unforeseen	surprise	0.703	ohorere
suspense	surprise	0.703	whakatakariri
devastation	surprise	0.703	whakangaromanga
surge	surprise	0.703	ngangau
excite	surprise	0.695	whakahihiri
dumfounder	surprise	0.695	dumfounder
yell	surprise	0.695	tangi
unprecedented	surprise	0.695	kaore ano i rite
strike	surprise	0.695	patuki
volatility	surprise	0.695	pähekeheke
urgent	surprise	0.695	ohorere
stab	surprise	0.695	wero
disturbance	surprise	0.688	whakararuraru
carnage	surprise	0.688	kohuru
incredible	surprise	0.688	whakaponohia
spectacular	surprise	0.688	mīharo
thrill	surprise	0.680	whakahihiri
recklessness	surprise	0.680	te whakaarokore
clamor	surprise	0.680	tangi
monstrous	surprise	0.680	nanakia
slap	surprise	0.680	pakipaki
inexplicable	surprise	0.672	kore e taea te whakamarama
terrorist	surprise	0.672	kaiwhakatuma
exciting	surprise	0.672	whakahihiri
accidental	surprise	0.672	ohorere
accidentally	surprise	0.672	ohorere
striking	surprise	0.672	patupatu
captivate	surprise	0.672	hopukina
exhilaration	surprise	0.672	whakahihiri
topple	surprise	0.664	turaki
dire	surprise	0.664	kino
revolution	surprise	0.664	hurihanga
volcano	surprise	0.664	puia
freakish	surprise	0.664	ohorere
revolt	surprise	0.656	whakakeke
bloodshed	surprise	0.656	whakaheke toto
sneak	surprise	0.656	hūpekepeke
unspeakable	surprise	0.656	e kore e taea te korero
incendiary	surprise	0.656	tahu ahi
epidemic	surprise	0.648	mate urutā
violent	surprise	0.648	tutu
disruption	surprise	0.648	whakapōrearea
amazingly	surprise	0.648	whakamiharo
mutiny	surprise	0.648	whakakeke
spellbound	surprise	0.648	maminga
cyclone	surprise	0.648	huripari
unsuspecting	surprise	0.648	ohorere
attacking	surprise	0.648	whakaeke
unintended	surprise	0.648	pohehe
shout	surprise	0.641	hamama
indescribable	surprise	0.641	e kore e taea te korero
tumult	surprise	0.641	ngangau
improvisation	surprise	0.641	whakangao
wildfire	surprise	0.641	ahi ahi
excitation	surprise	0.641	whakahihiri
screech	surprise	0.641	tangi
enthusiasm	surprise	0.641	hikaka
uncertain	surprise	0.633	pahekeheke
plunder	surprise	0.633	pahua
gape	surprise	0.633	puapua
treachery	surprise	0.633	tinihanga
agape	surprise	0.633	agape
anomaly	surprise	0.633	pokanoa
presto	surprise	0.633	presto
apparition	surprise	0.633	whakakitenga
wonderment	surprise	0.625	miharo
slaughtering	surprise	0.625	patupatu
trick	surprise	0.625	tinihanga
mystery	surprise	0.625	mea ngaro
murderous	surprise	0.625	kohuru
distress	surprise	0.625	pouri
sorcery	surprise	0.625	mahi makutu
excited	surprise	0.625	hikaka
tempest	surprise	0.625	awha
urgency	surprise	0.625	ohorere
inimaginable	surprise	0.617	e kore e taea te whakaaro
intrusive	surprise	0.617	pokanoa
quickness	surprise	0.617	tere
intense	surprise	0.617	kaha
trickery	surprise	0.617	hianga
vanish	surprise	0.617	ngaro
prank	surprise	0.617	karekau
murder	surprise	0.617	kohuru
thief	surprise	0.609	tahae
blindfold	surprise	0.609	tapare kanohi
unstable	surprise	0.609	korekore
strangle	surprise	0.609	whakawiri
coup	surprise	0.609	tukituki
magical	surprise	0.609	makutu
shatter	surprise	0.609	pakaru
splash	surprise	0.609	pupuhi
stupor	surprise	0.602	whakapouri
inconceivable	surprise	0.602	e kore e taea te whakaaro
betray	surprise	0.602	tuku
defy	surprise	0.602	whakakeke
jubilee	surprise	0.602	tiupiri
assail	surprise	0.602	whakaeke
deluge	surprise	0.602	waipuke
tackle	surprise	0.602	whawha
monstrosity	surprise	0.594	taikaha
lightning	surprise	0.594	uira
stupendous	surprise	0.594	whakahihiri
shrill	surprise	0.594	hikaka
mishap	surprise	0.594	aitua
alerts	surprise	0.594	matohi
mysterious	surprise	0.586	mea ngaro
randomly	surprise	0.586	matapōkeretia
wild	surprise	0.586	mohoao
deceit	surprise	0.586	tinihanga
bonus	surprise	0.586	bonus
pitfall	surprise	0.586	mahanga
uncanny	surprise	0.586	whakapouri
wondrous	surprise	0.586	whakamīharo
premature	surprise	0.578	taima
stagger	surprise	0.578	hurorirori
rejoicing	surprise	0.578	te harikoa
godsend	surprise	0.578	tuku atua
jubilant	surprise	0.578	harikoa
electric	surprise	0.578	hiko
raving	surprise	0.578	whakahihiri
bizarre	surprise	0.578	rerekē
death	surprise	0.578	mate
fluke	surprise	0.578	pokarekarenga
oddity	surprise	0.578	mea rerekee
dynamic	surprise	0.570	hihiri
dismay	surprise	0.570	whakapouri
revenge	surprise	0.570	te utu
nefarious	surprise	0.562	kino
fascinate	surprise	0.562	whakamihi
jerk	surprise	0.562	porangi
ecstatic	surprise	0.562	harikoa
reward	surprise	0.562	utu
uncover	surprise	0.562	hurahia
reappear	surprise	0.562	ka puta ano
zany	surprise	0.555	porangi
whim	surprise	0.555	hikaka
thaumaturgy	surprise	0.555	taimaturgy
conjure	surprise	0.555	whakapouri
crescendo	surprise	0.555	karekau
rescue	surprise	0.547	whakaora
daze	surprise	0.547	whakapouri
heroism	surprise	0.547	toa
illuminate	surprise	0.547	whakamarama
winner	surprise	0.547	toa
ejaculation	surprise	0.547	ejaculation
thwart	surprise	0.547	taumanutia
rarity	surprise	0.547	onge
unbridled	surprise	0.547	korekore
tantalizing	surprise	0.547	whakahihiri
punch	surprise	0.539	pupuhi
cheer	surprise	0.539	harikoa
treason	surprise	0.539	te tinihanga
violation	surprise	0.539	takahi
celebration	surprise	0.539	whakanui
illusion	surprise	0.539	pohehe
marvel	surprise	0.539	miharo
lucky	surprise	0.539	waimarie
lunge	surprise	0.539	pupuhi
interrupt	surprise	0.539	haukotia
insult	surprise	0.539	tawai
concealed	surprise	0.531	huna
snag	surprise	0.531	mahanga
sensation	surprise	0.531	rongo
banger	surprise	0.531	potiki
fearfully	surprise	0.531	ma te mataku
affront	surprise	0.531	whakaparahako
jest	surprise	0.531	whakahi
undiscovered	surprise	0.523	kaore i kitea
liberate	surprise	0.523	tuku noa
veer	surprise	0.523	whakapiko
abandonment	surprise	0.523	whakarere
immediacy	surprise	0.523	tere
improvise	surprise	0.523	whakapai
victimized	surprise	0.523	patua
scorpion	surprise	0.523	kopiona
majestic	surprise	0.523	rangatira
wonder	surprise	0.523	miharo
rejoice	surprise	0.523	harikoa
tickle	surprise	0.516	whakatiki
chance	surprise	0.516	tupono noa
yelp	surprise	0.516	tangi
howl	surprise	0.516	aue
stealthily	surprise	0.516	puku
unintentionally	surprise	0.508	pohehe
magnificent	surprise	0.508	whakamīharo
reflex	surprise	0.508	whakaata
garish	surprise	0.508	rorirori
transcendence	surprise	0.508	whakawhiti
rave	surprise	0.508	rave
luck	surprise	0.508	waimarie
swerve	surprise	0.508	kopikopiko
pop	surprise	0.508	pop
enliven	surprise	0.500	whakaora
slayer	surprise	0.500	kaipatu
remarkable	surprise	0.500	whakamiharo
infrequent	surprise	0.500	iti noa
pang	surprise	0.500	pang
erotic	surprise	0.500	erotic
misbehavior	surprise	0.500	mahi kino
diversion	surprise	0.500	hurihanga
heroic	surprise	0.500	toa
alertness	surprise	0.500	mataaratanga
marvelous	surprise	0.500	whakamiharo
fainting	surprise	0.500	hemo ana
embarrassment	surprise	0.500	whakama
nab	surprise	0.492	nab
birthday	surprise	0.492	huritau
camouflage	surprise	0.492	whakamarumaru
unutterable	surprise	0.492	kore e taea te korero
chimera	surprise	0.492	chimera
trump	surprise	0.492	tetere
decoy	surprise	0.492	whakapati
infarct	surprise	0.492	whakakino
greatness	surprise	0.492	nui
exigent	surprise	0.492	hiahia
prick	surprise	0.484	wero
variable	surprise	0.484	taurangi
curiosity	surprise	0.484	pākiki
daemon	surprise	0.484	tiamona
inexpressible	surprise	0.484	e kore e taea te korero
magician	surprise	0.484	tohunga makutu
underestimate	surprise	0.484	whakaiti
fanfare	surprise	0.484	pārekareka
horde	surprise	0.484	mano tini
zeal	surprise	0.484	ngakau nui
incident	surprise	0.477	aitua
illumination	surprise	0.477	whakamarama
chicane	surprise	0.477	chicane
sneeze	surprise	0.477	tihe
subversive	surprise	0.477	whakatakariri
gawk	surprise	0.477	whak
fortune	surprise	0.477	taonga
strange	surprise	0.477	rere ke
dreadfully	surprise	0.477	whakamataku
unguarded	surprise	0.477	kore tiaki
prowl	surprise	0.469	kopikopiko
reversal	surprise	0.469	whakamuri
wizard	surprise	0.469	ruānuku
rapid	surprise	0.469	tere
leery	surprise	0.469	hianga
break	surprise	0.461	pakaru
slip	surprise	0.461	paheke
divergent	surprise	0.461	rerekē
hilarious	surprise	0.461	whakakatakata
coincidence	surprise	0.461	ohorere
subito	surprise	0.461	subito
overestimate	surprise	0.453	te whakaaro nui
ordeal	surprise	0.453	mamaetanga
evanescence	surprise	0.453	whakareretanga
merriment	surprise	0.453	harikoa
raffle	surprise	0.453	rawhara
winning	surprise	0.453	toa
wonderful	surprise	0.453	whakamiharo
hoax	surprise	0.453	hoax
confession	surprise	0.453	whaki
splendid	surprise	0.445	ataahua
stound	surprise	0.445	tu tonu
perchance	surprise	0.445	pea
excel	surprise	0.445	hiranga
enthusiast	surprise	0.445	kaingākau
gambling	surprise	0.445	petipeti
feat	surprise	0.445	feat
laughter	surprise	0.445	katakata
brighten	surprise	0.438	maramara
unique	surprise	0.438	ahurei
senseless	surprise	0.438	horekau
changeable	surprise	0.438	hurihuri
splendor	surprise	0.438	kororia
rapt	surprise	0.438	rapt
unintentional	surprise	0.438	pohehe
fascination	surprise	0.430	whakahihiri
trepidation	surprise	0.430	te wehi
lawsuit	surprise	0.430	whakawa
gift	surprise	0.430	koha
stealthy	surprise	0.430	puku
fiesta	surprise	0.430	hakari
intrigue	surprise	0.430	hianga
delighted	surprise	0.430	harikoa
judgment	surprise	0.422	whakawa
stealth	surprise	0.422	puku
enchant	surprise	0.422	makutu
originality	surprise	0.422	taketaketanga
riddle	surprise	0.422	paki
quicksilver	surprise	0.422	hiraka tere
illegitimate	surprise	0.414	kore ture
experiment	surprise	0.414	whakamātau
elusive	surprise	0.414	taikaha
syncope	surprise	0.414	tukutahi
liberation	surprise	0.414	whakaoranga
spirits	surprise	0.414	wairua
perjury	surprise	0.414	korero teka
veracity	surprise	0.414	pono
parade	surprise	0.406	parade
applause	surprise	0.406	pakipaki
inspired	surprise	0.406	faauruhia
allure	surprise	0.406	whakawai
eager	surprise	0.406	hikaka
gambler	surprise	0.406	kaipetipeti
fete	surprise	0.406	hakari
divorce	surprise	0.398	whakarere
guess	surprise	0.398	whakaaro
princely	surprise	0.398	rangatira
burlesque	surprise	0.398	karekau
secrecy	surprise	0.398	huna
incontinence	surprise	0.391	korekore
peri	surprise	0.391	peri
cheerful	surprise	0.391	harikoa
hermaphrodite	surprise	0.391	hermaphrodite
supremacy	surprise	0.391	mana rangatira
aspiration	surprise	0.391	wawata
buck	surprise	0.383	putea
lose	surprise	0.383	ngaro
cadaver	surprise	0.383	tūpāpaku
crowning	surprise	0.383	whakakarauna
praiseworthy	surprise	0.383	whakamoemititia
inheritance	surprise	0.383	tuku iho
score	surprise	0.383	piro
gulp	surprise	0.375	horomia
camouflaged	surprise	0.375	whakapuru
advance	surprise	0.375	mua
succeed	surprise	0.375	angitu
frisky	surprise	0.375	rorirori
mystic	surprise	0.375	mīharo
compliment	surprise	0.375	whakamihi
hope	surprise	0.367	tumanako
joker	surprise	0.367	whakakatakata
sparkle	surprise	0.367	kanapa
excavation	surprise	0.367	keri
sensual	surprise	0.367	taikaha
entertainment	surprise	0.359	whakangahau
feeling	surprise	0.359	mana'o
modify	surprise	0.352	whakarerekē
blessings	surprise	0.352	manaakitanga
newcomer	surprise	0.352	tauhou
obit	surprise	0.352	obit
postponement	surprise	0.352	whakaroa
award	surprise	0.352	tohu
clown	surprise	0.352	hangareka
highest	surprise	0.344	teitei rawa
hero	surprise	0.344	toa
glorify	surprise	0.344	whakakororia
proficiency	surprise	0.344	matatau
start	surprise	0.344	timata
wonderfully	surprise	0.344	whakamiharo
celebrity	surprise	0.344	rongonui
rekindle	surprise	0.336	whakakorikori
optimism	surprise	0.336	te wawata
sanctify	surprise	0.336	whakatapua
unbeaten	surprise	0.336	kaore i hinga
prodigious	surprise	0.336	whakamīharo
grin	surprise	0.336	whakahihi
memorable	surprise	0.336	maumahara
warned	surprise	0.336	whakatupato
dissolution	surprise	0.336	whakakorenga
hypertrophy	surprise	0.328	hypertrophy
admiration	surprise	0.328	whakamihi
examination	surprise	0.320	whakamātautau
angel	surprise	0.320	anahera
present	surprise	0.320	hakari
catch	surprise	0.320	hopu
hap	surprise	0.320	hap
saint	surprise	0.312	tapu
embrace	surprise	0.312	awhi
flirt	surprise	0.312	whakakorikori
puma	surprise	0.312	puma
kiss	surprise	0.312	kihi
liberty	surprise	0.312	herekoretanga
scrimmage	surprise	0.312	whakakorikori
treat	surprise	0.312	maimoatanga
inaffable	surprise	0.312	korekore
occasional	surprise	0.312	wā
dismissal	surprise	0.312	whakakorenga
perfection	surprise	0.305	tino pai
saintly	surprise	0.305	tapu
gratify	surprise	0.305	whakamihi
generosity	surprise	0.305	atawhai
sally	surprise	0.305	sally
palpable	surprise	0.297	kitea
finally	surprise	0.297	ka mutu
differently	surprise	0.297	rerekē
polarity	surprise	0.297	polarity
ceremony	surprise	0.297	hui
favorable	surprise	0.297	pai
larger	surprise	0.297	nui ake
warn	surprise	0.297	whakatupato
medal	surprise	0.289	mētara
romance	surprise	0.289	whaiāipo
inviting	surprise	0.289	pōwhiri
greeting	surprise	0.289	tena koutou
resignation	surprise	0.281	rīhainatanga
accolade	surprise	0.281	whakanui
labor	surprise	0.281	mahi
candid	surprise	0.281	pono
trip	surprise	0.281	haerenga
stare	surprise	0.273	titiro
admire	surprise	0.266	whakamihi
glimmer	surprise	0.266	kanapa
playful	surprise	0.266	takaro
somatic	surprise	0.266	somatic
festival	surprise	0.266	hakari
mimicry	surprise	0.266	tāwhai
insolvency	surprise	0.266	kore moni
immerse	surprise	0.266	rumakina
invite	surprise	0.266	powhiri
compensate	surprise	0.266	utu
receiving	surprise	0.258	e whiwhi ana
complement	surprise	0.258	kīnaki
chuckle	surprise	0.258	katakata
laugh	surprise	0.258	katakata
hypothesis	surprise	0.258	whakapae
honeymoon	surprise	0.250	honeymoon
opera	surprise	0.242	opera
pleasant	surprise	0.242	ahuareka
marry	surprise	0.242	marena
independence	surprise	0.242	mana motuhake
chant	surprise	0.234	waiata
holiness	surprise	0.234	tapu
assessment	surprise	0.234	aromatawai
rhythmical	surprise	0.234	manawataki
hopeful	surprise	0.234	tumanako
leave	surprise	0.234	wehe
trophy	surprise	0.234	taonga
deal	surprise	0.227	mahi
procession	surprise	0.227	tira haere
placard	surprise	0.227	tohu
shopping	surprise	0.219	hokohoko
musical	surprise	0.219	waiata
cherish	surprise	0.219	poihere
