English Word	Emotion	Emotion-Intensity-Score	Portuguese Word
apparition	surprise	0.633	aparição
wonderment	surprise	0.625	maravilha
slaughtering	surprise	0.625	abate
trick	surprise	0.625	truque
mystery	surprise	0.625	mistério
murderous	surprise	0.625	assassino
distress	surprise	0.625	sofrimento
sorcery	surprise	0.625	feitiçaria
excited	surprise	0.625	animado
tempest	surprise	0.625	tempestade
urgency	surprise	0.625	urgência
inimaginable	surprise	0.617	inimaginável
intrusive	surprise	0.617	intrusivo
quickness	surprise	0.617	rapidez
intense	surprise	0.617	intenso
trickery	surprise	0.617	malandragem
vanish	surprise	0.617	desaparecer
prank	surprise	0.617	peça
murder	surprise	0.617	assassinato
thief	surprise	0.609	Ladrão
blindfold	surprise	0.609	de olhos vendados
unstable	surprise	0.609	instável
strangle	surprise	0.609	estrangular
coup	surprise	0.609	golpe
magical	surprise	0.609	mágico
shatter	surprise	0.609	quebrar
splash	surprise	0.609	respingo
stupor	surprise	0.602	estupor
inconceivable	surprise	0.602	inconcebível
betray	surprise	0.602	trair
defy	surprise	0.602	desafiar
jubilee	surprise	0.602	jubileu
assail	surprise	0.602	atacar
deluge	surprise	0.602	dilúvio
tackle	surprise	0.602	enfrentar
monstrosity	surprise	0.594	monstruosidade
lightning	surprise	0.594	relâmpago
stupendous	surprise	0.594	estupendo
shrill	surprise	0.594	estridente
mishap	surprise	0.594	acidente
alerts	surprise	0.594	alertas
mysterious	surprise	0.586	misterioso
randomly	surprise	0.586	aleatoriamente
wild	surprise	0.586	selvagem
deceit	surprise	0.586	engano
bonus	surprise	0.586	bônus
pitfall	surprise	0.586	armadilha
uncanny	surprise	0.586	estranho
wondrous	surprise	0.586	maravilhoso
premature	surprise	0.578	prematuro
stagger	surprise	0.578	cambalear
rejoicing	surprise	0.578	alegria
godsend	surprise	0.578	dádiva de Deus
jubilant	surprise	0.578	jubiloso
electric	surprise	0.578	elétrico
raving	surprise	0.578	delirante
bizarre	surprise	0.578	bizarro
death	surprise	0.578	morte
fluke	surprise	0.578	acaso
oddity	surprise	0.578	esquisitice
dynamic	surprise	0.570	dinâmico
dismay	surprise	0.570	desânimo
revenge	surprise	0.570	vingança
nefarious	surprise	0.562	nefasto
fascinate	surprise	0.562	fascinar
jerk	surprise	0.562	idiota
ecstatic	surprise	0.562	em êxtase
reward	surprise	0.562	recompensa
uncover	surprise	0.562	descobrir
reappear	surprise	0.562	reaparecer
zany	surprise	0.555	maluco
whim	surprise	0.555	capricho
thaumaturgy	surprise	0.555	taumaturgia
conjure	surprise	0.555	conjurar
crescendo	surprise	0.555	crescendo
rescue	surprise	0.547	resgate
daze	surprise	0.547	atordoar
heroism	surprise	0.547	heroísmo
illuminate	surprise	0.547	iluminar
winner	surprise	0.547	vencedora
ejaculation	surprise	0.547	ejaculação
thwart	surprise	0.547	frustrar
rarity	surprise	0.547	raridade
unbridled	surprise	0.547	desenfreado
tantalizing	surprise	0.547	tentador
punch	surprise	0.539	soco
cheer	surprise	0.539	alegrar
treason	surprise	0.539	traição
violation	surprise	0.539	violação
celebration	surprise	0.539	celebração
illusion	surprise	0.539	ilusão
marvel	surprise	0.539	maravilha
lucky	surprise	0.539	afortunado
lunge	surprise	0.539	estocada
interrupt	surprise	0.539	interromper
insult	surprise	0.539	insulto
concealed	surprise	0.531	escondido
snag	surprise	0.531	prender
sensation	surprise	0.531	sensação
banger	surprise	0.531	estrondoso
fearfully	surprise	0.531	com medo
affront	surprise	0.531	afronta
jest	surprise	0.531	brincadeira
undiscovered	surprise	0.523	não descoberto
liberate	surprise	0.523	libertar
veer	surprise	0.523	desviar
abandonment	surprise	0.523	abandono
immediacy	surprise	0.523	imediatismo
improvise	surprise	0.523	improvisar
victimized	surprise	0.523	vitimizado
scorpion	surprise	0.523	escorpião
majestic	surprise	0.523	majestoso
wonder	surprise	0.523	maravilha
rejoice	surprise	0.523	alegrar
tickle	surprise	0.516	cócegas
chance	surprise	0.516	chance
yelp	surprise	0.516	gritar
howl	surprise	0.516	uivo
stealthily	surprise	0.516	furtivamente
unintentionally	surprise	0.508	sem querer
magnificent	surprise	0.508	magnífico
reflex	surprise	0.508	reflexo
garish	surprise	0.508	espalhafatoso
transcendence	surprise	0.508	transcendência
rave	surprise	0.508	delírio
luck	surprise	0.508	sorte
swerve	surprise	0.508	desviar
pop	surprise	0.508	estourar
enliven	surprise	0.500	animar
slayer	surprise	0.500	assassino
remarkable	surprise	0.500	notável
infrequent	surprise	0.500	pouco frequente
pang	surprise	0.500	dor
erotic	surprise	0.500	erótico
misbehavior	surprise	0.500	mau comportamento
diversion	surprise	0.500	desvio
heroic	surprise	0.500	heróico
alertness	surprise	0.500	alerta
marvelous	surprise	0.500	maravilhoso
fainting	surprise	0.500	desmaio
embarrassment	surprise	0.500	embaraço
nab	surprise	0.492	pegar
birthday	surprise	0.492	aniversário
camouflage	surprise	0.492	camuflar
unutterable	surprise	0.492	indizível
chimera	surprise	0.492	quimera
trump	surprise	0.492	trunfo
decoy	surprise	0.492	chamariz
infarct	surprise	0.492	infarto
greatness	surprise	0.492	grandeza
exigent	surprise	0.492	exigente
prick	surprise	0.484	picada
variable	surprise	0.484	variável
curiosity	surprise	0.484	curiosidade
daemon	surprise	0.484	demônio
inexpressible	surprise	0.484	inexprimível
magician	surprise	0.484	mágico
underestimate	surprise	0.484	subestimar
fanfare	surprise	0.484	fanfarra
horde	surprise	0.484	horda
zeal	surprise	0.484	zelo
incident	surprise	0.477	incidente
illumination	surprise	0.477	iluminação
chicane	surprise	0.477	chicane
sneeze	surprise	0.477	espirrar
subversive	surprise	0.477	subversivo
gawk	surprise	0.477	bocejar
fortune	surprise	0.477	fortuna
strange	surprise	0.477	estranho
dreadfully	surprise	0.477	terrivelmente
unguarded	surprise	0.477	desprotegido
prowl	surprise	0.469	rondar
reversal	surprise	0.469	reversão
wizard	surprise	0.469	bruxo
rapid	surprise	0.469	rápido
leery	surprise	0.469	desconfiado
break	surprise	0.461	parar
slip	surprise	0.461	escorregar
divergent	surprise	0.461	divergente
hilarious	surprise	0.461	Hilário
coincidence	surprise	0.461	coincidência
subito	surprise	0.461	subito
overestimate	surprise	0.453	superestimar
ordeal	surprise	0.453	provação
evanescence	surprise	0.453	evanescência
merriment	surprise	0.453	alegria
raffle	surprise	0.453	sorteio
winning	surprise	0.453	ganhando
wonderful	surprise	0.453	Maravilhoso
hoax	surprise	0.453	farsa
confession	surprise	0.453	confissão
splendid	surprise	0.445	esplêndido
stound	surprise	0.445	aturdir
perchance	surprise	0.445	por acaso
excel	surprise	0.445	sobressair
enthusiast	surprise	0.445	entusiasta
gambling	surprise	0.445	jogos de azar
feat	surprise	0.445	Parceria
laughter	surprise	0.445	risada
brighten	surprise	0.438	iluminar
unique	surprise	0.438	único
senseless	surprise	0.438	sem sentido
changeable	surprise	0.438	mutável
splendor	surprise	0.438	esplendor
rapt	surprise	0.438	arrebatado
unintentional	surprise	0.438	não intencional
fascination	surprise	0.430	fascinação
trepidation	surprise	0.430	trepidação
lawsuit	surprise	0.430	ação judicial
gift	surprise	0.430	Presente
stealthy	surprise	0.430	furtivo
fiesta	surprise	0.430	festa
intrigue	surprise	0.430	intriga
delighted	surprise	0.430	encantado
judgment	surprise	0.422	julgamento
stealth	surprise	0.422	furtividade
enchant	surprise	0.422	encantar
originality	surprise	0.422	originalidade
riddle	surprise	0.422	enigma
quicksilver	surprise	0.422	mercúrio
illegitimate	surprise	0.414	ilegítimo
experiment	surprise	0.414	experimentar
elusive	surprise	0.414	Enganoso
syncope	surprise	0.414	síncope
liberation	surprise	0.414	libertação
spirits	surprise	0.414	espíritos
perjury	surprise	0.414	perjúrio
veracity	surprise	0.414	veracidade
parade	surprise	0.406	parada
applause	surprise	0.406	aplausos
inspired	surprise	0.406	inspirado
allure	surprise	0.406	fascínio
eager	surprise	0.406	ansioso
gambler	surprise	0.406	jogador
fete	surprise	0.406	festa
divorce	surprise	0.398	divórcio
guess	surprise	0.398	acho
princely	surprise	0.398	principesco
burlesque	surprise	0.398	burlesco
secrecy	surprise	0.398	segredo
incontinence	surprise	0.391	incontinência
peri	surprise	0.391	peri
cheerful	surprise	0.391	alegre
hermaphrodite	surprise	0.391	hermafrodita
supremacy	surprise	0.391	supremacia
aspiration	surprise	0.391	aspiração
buck	surprise	0.383	bode
lose	surprise	0.383	perder
cadaver	surprise	0.383	cadáver
crowning	surprise	0.383	coroando
praiseworthy	surprise	0.383	louvável
inheritance	surprise	0.383	herança
score	surprise	0.383	pontuação
gulp	surprise	0.375	gole
camouflaged	surprise	0.375	camuflado
advance	surprise	0.375	avançar
succeed	surprise	0.375	ter sucesso
frisky	surprise	0.375	brincalhão
mystic	surprise	0.375	místico
compliment	surprise	0.375	elogio
hope	surprise	0.367	ter esperança
joker	surprise	0.367	palhaço
sparkle	surprise	0.367	brilhar
excavation	surprise	0.367	escavação
sensual	surprise	0.367	sensual
entertainment	surprise	0.359	entretenimento
feeling	surprise	0.359	sentimento
modify	surprise	0.352	modificar
blessings	surprise	0.352	bênçãos
newcomer	surprise	0.352	recém-chegado
obit	surprise	0.352	obitar
postponement	surprise	0.352	adiamento
award	surprise	0.352	prêmio
clown	surprise	0.352	palhaço
highest	surprise	0.344	Altíssima
hero	surprise	0.344	herói
glorify	surprise	0.344	glorificar
proficiency	surprise	0.344	competência
start	surprise	0.344	começar
wonderfully	surprise	0.344	maravilhosamente
celebrity	surprise	0.344	celebridade
rekindle	surprise	0.336	reacender
optimism	surprise	0.336	otimismo
sanctify	surprise	0.336	santificar
unbeaten	surprise	0.336	invicto
prodigious	surprise	0.336	prodigioso
grin	surprise	0.336	sorriso
memorable	surprise	0.336	memorável
warned	surprise	0.336	avisou
dissolution	surprise	0.336	dissolução
hypertrophy	surprise	0.328	hipertrofia
admiration	surprise	0.328	admiração
examination	surprise	0.320	exame
angel	surprise	0.320	anjo
present	surprise	0.320	presente
catch	surprise	0.320	truque
hap	surprise	0.320	feliz
saint	surprise	0.312	santo
embrace	surprise	0.312	abraçar
flirt	surprise	0.312	flerte
puma	surprise	0.312	Puma
kiss	surprise	0.312	beijo
liberty	surprise	0.312	liberdade
scrimmage	surprise	0.312	luta
treat	surprise	0.312	tratar
inaffable	surprise	0.312	inefável
occasional	surprise	0.312	ocasional
dismissal	surprise	0.312	demissão
perfection	surprise	0.305	perfeição
saintly	surprise	0.305	santo
gratify	surprise	0.305	satisfazer
generosity	surprise	0.305	generosidade
sally	surprise	0.305	sally
palpable	surprise	0.297	palpável
finally	surprise	0.297	finalmente
differently	surprise	0.297	diferentemente
polarity	surprise	0.297	polaridade
ceremony	surprise	0.297	cerimônia
favorable	surprise	0.297	favorável
larger	surprise	0.297	maior
warn	surprise	0.297	avisar
medal	surprise	0.289	medalha
romance	surprise	0.289	romance
inviting	surprise	0.289	convidativo
greeting	surprise	0.289	saudações
resignation	surprise	0.281	renúncia
accolade	surprise	0.281	elogio
labor	surprise	0.281	trabalho
candid	surprise	0.281	sincero
trip	surprise	0.281	viagem
stare	surprise	0.273	olhar fixamente
admire	surprise	0.266	admirar
glimmer	surprise	0.266	vislumbre
playful	surprise	0.266	brincalhão
somatic	surprise	0.266	somático
festival	surprise	0.266	festival
mimicry	surprise	0.266	mimetismo
insolvency	surprise	0.266	insolvência
immerse	surprise	0.266	imergir
invite	surprise	0.266	convidar
compensate	surprise	0.266	compensar
receiving	surprise	0.258	recebendo
complement	surprise	0.258	complemento
chuckle	surprise	0.258	rir
laugh	surprise	0.258	riso
hypothesis	surprise	0.258	hipótese
honeymoon	surprise	0.250	lua de mel
opera	surprise	0.242	ópera
pleasant	surprise	0.242	prazeroso
marry	surprise	0.242	casar
independence	surprise	0.242	independência
chant	surprise	0.234	canto
holiness	surprise	0.234	santidade
assessment	surprise	0.234	avaliação
rhythmical	surprise	0.234	rítmico
hopeful	surprise	0.234	esperançoso
leave	surprise	0.234	sair
trophy	surprise	0.234	troféu
deal	surprise	0.227	acordo
procession	surprise	0.227	procissão
placard	surprise	0.227	cartaz
shopping	surprise	0.219	Shopping
musical	surprise	0.219	musical
cherish	surprise	0.219	estimar
good	surprise	0.219	Boa
dawn	surprise	0.211	alvorecer
simplify	surprise	0.211	simplificar
shell	surprise	0.211	Concha
morals	surprise	0.203	moral
money	surprise	0.203	dinheiro
nullify	surprise	0.203	anular
purity	surprise	0.203	pureza
sweet	surprise	0.203	doce
synchronize	surprise	0.195	sincronizar
precious	surprise	0.195	precioso
humanitarian	surprise	0.195	humanitário
preservative	surprise	0.195	conservante
unfulfilled	surprise	0.195	insatisfeito
obliging	surprise	0.188	prestativo
singularly	surprise	0.188	singularmente
graduation	surprise	0.180	graduação
foresee	surprise	0.180	prever
pray	surprise	0.180	rezar
lovely	surprise	0.180	encantador
thirst	surprise	0.172	sede
mouth	surprise	0.172	boca
youth	surprise	0.172	juventude
sun	surprise	0.172	Sol
art	surprise	0.172	arte
goodness	surprise	0.164	bondade
latent	surprise	0.156	latente
visor	surprise	0.156	viseira
overdue	surprise	0.156	atrasado
practiced	surprise	0.156	praticado
loyal	surprise	0.148	leal
expect	surprise	0.148	Espero
wireless	surprise	0.148	sem fio
destination	surprise	0.148	destino
infant	surprise	0.141	infantil
cream	surprise	0.141	creme
slush	surprise	0.141	lama
quote	surprise	0.141	citar
playground	surprise	0.133	Parque infantil
vote	surprise	0.125	voto
teach	surprise	0.125	Ensinar
organization	surprise	0.125	organização
dolphin	surprise	0.117	golfinho
weight	surprise	0.117	peso
smile	surprise	0.117	sorriso
sisterhood	surprise	0.109	irmandade
cable	surprise	0.109	cabo
sunny	surprise	0.102	ensolarado
steady	surprise	0.094	estável
peaceful	surprise	0.086	pacífico
spa	surprise	0.086	spa
leisure	surprise	0.086	lazer
picnic	surprise	0.078	piquenique
tree	surprise	0.078	árvore
worm	surprise	0.055	minhoca
truthfulness	trust	0.906	veracidade
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	fidedigno
honor	trust	0.844	honra
honesty	trust	0.844	honestidade
honest	trust	0.844	honesto
truth	trust	0.844	verdade
truthful	trust	0.836	verdadeiro
trusting	trust	0.836	confiando
brotherhood	trust	0.820	fraternidade
entrust	trust	0.812	confiar
committed	trust	0.805	comprometido
loyalty	trust	0.805	lealdade
integrity	trust	0.805	integridade
honorable	trust	0.805	honroso
trust	trust	0.805	Confiar em
credibility	trust	0.805	credibilidade
faithful	trust	0.797	fiel
sincere	trust	0.797	sincero
partnership	trust	0.789	parceria
responsible	trust	0.789	responsável
true	trust	0.789	verdadeiro
wisdom	trust	0.789	sabedoria
verification	trust	0.781	verificação
cooperative	trust	0.781	cooperativo
vow	trust	0.781	juramento
oath	trust	0.781	juramento
respectable	trust	0.773	respeitável
sisterhood	trust	0.773	irmandade
hero	trust	0.773	herói
credible	trust	0.773	credível
promise	trust	0.773	promessa
verified	trust	0.773	verificado
qualified	trust	0.766	qualificado
authentication	trust	0.766	autenticação
respected	trust	0.766	respeitado
compassion	trust	0.759	compaixão
approval	trust	0.758	aprovação
moral	trust	0.758	moral
reliability	trust	0.758	confiabilidade
trusts	trust	0.758	confiável
safekeeping	trust	0.758	custódia
reputable	trust	0.758	respeitável
love	trust	0.758	amor
friend	trust	0.750	amigo
stable	trust	0.750	estábulo
authentic	trust	0.750	autêntico
competence	trust	0.750	competência
safeguard	trust	0.750	salvaguarda
companion	trust	0.750	companheiro
advised	trust	0.750	aconselhado
respect	trust	0.750	respeito
loyal	trust	0.750	leal
genuine	trust	0.750	genuíno
friendships	trust	0.750	confiança
ally	trust	0.750	aliado
proven	trust	0.742	comprovado
freedom	trust	0.742	liberdade
respects	trust	0.742	respeita
accepting	trust	0.742	amizades
faith	trust	0.742	fé
wholesome	trust	0.742	saudável
heartfelt	trust	0.734	sincero
unification	trust	0.734	unificação
confirmation	trust	0.734	confirmação
protecting	trust	0.734	protegendo
reassurance	trust	0.734	resseguro
trustee	trust	0.734	administrador
supporter	trust	0.734	torcedor
respectful	trust	0.734	respeitoso
admirable	trust	0.734	admirável
fact	trust	0.727	facto
friendship	trust	0.727	amizade
partners	trust	0.727	aceitando
confidentially	trust	0.727	confidencialmente
confident	trust	0.727	confiante
equality	trust	0.727	igualdade
alliance	trust	0.727	aliança
credential	trust	0.727	credencial
believing	trust	0.727	acreditando
excellence	trust	0.727	excelência
agreement	trust	0.727	acordo
closeness	trust	0.719	proximidade
authenticate	trust	0.719	autenticar
virtuous	trust	0.719	virtuoso
intelligence	trust	0.719	inteligência
kindred	trust	0.719	parentesco
virtue	trust	0.719	virtude
honored	trust	0.719	honrado
justice	trust	0.711	justiça
charitable	trust	0.711	caridoso
determination	trust	0.711	determinação
creditable	trust	0.711	digno de crédito
consistency	trust	0.711	consistência
allegiance	trust	0.711	fidelidade
cooperation	trust	0.711	cooperação
guarantee	trust	0.711	garantia
dedication	trust	0.711	dedicação
straightforward	trust	0.711	para a frente
cooperating	trust	0.711	cooperando
reliable	trust	0.703	confiável
nurture	trust	0.703	nutrir
mother	trust	0.703	mãe
fulfilled	trust	0.703	realizada
admiration	trust	0.703	admiração
mentor	trust	0.703	mentor
guardianship	trust	0.703	tutela
assurance	trust	0.703	garantia
morality	trust	0.703	moralidade
motherhood	trust	0.703	maternidade
innocent	trust	0.703	inocente
reverence	trust	0.703	reverência
sanctuary	trust	0.703	santuário
friendliness	trust	0.703	simpatia
prepared	trust	0.703	preparado
admire	trust	0.703	admirar
protected	trust	0.703	protegido
proof	trust	0.703	prova
bodyguard	trust	0.695	escolta
skillful	trust	0.695	hábil
marriage	trust	0.695	casado
allied	trust	0.695	aliado
morals	trust	0.695	moral
humanitarian	trust	0.695	humanitário
pact	trust	0.695	pacto
courage	trust	0.695	coragem
accountable	trust	0.695	responsável
agreeable	trust	0.695	agradável
united	trust	0.695	Unidos
indestructible	trust	0.695	indestrutível
approving	trust	0.695	aprovando
guardian	trust	0.695	guardião
compassionate	trust	0.695	compassivo
scientist	trust	0.695	cientista
certified	trust	0.695	certificado
pledge	trust	0.688	compromisso
adviser	trust	0.688	conselheiro
authenticity	trust	0.688	autenticidade
understanding	trust	0.688	compreensão
secure	trust	0.688	seguro
guidance	trust	0.688	orientação
monogamy	trust	0.688	monogamia
valor	trust	0.688	valentia
solidity	trust	0.688	solidez
perfection	trust	0.688	perfeição
believed	trust	0.688	acreditava
humanity	trust	0.688	humanidade
justifiable	trust	0.688	justificável
competent	trust	0.688	competente
esteem	trust	0.688	estima
protector	trust	0.680	protetor
inspire	trust	0.680	inspirar
hope	trust	0.680	ter esperança
strongest	trust	0.680	parceiros
expertise	trust	0.680	perícia
humble	trust	0.680	humilde
indivisible	trust	0.680	indivisível
official	trust	0.680	oficial
affirm	trust	0.680	afirmar
familiarity	trust	0.680	familiaridade
confirmed	trust	0.680	confirmado
diligence	trust	0.680	diligência
grandfather	trust	0.680	Vô
advocacy	trust	0.680	advocacia
goodness	trust	0.680	bondade
commendable	trust	0.680	louvável
acceptance	trust	0.680	aceitação
diplomatic	trust	0.680	diplomático
leader	trust	0.680	líder
confide	trust	0.680	confiar
agreeing	trust	0.680	concordando
approve	trust	0.680	aprovar
professional	trust	0.680	profissional
elders	trust	0.680	anciãos
confidential	trust	0.680	confidencial
faultless	trust	0.672	impecável
believes	trust	0.672	aceitaram
sanctify	trust	0.672	santificar
intelligent	trust	0.672	inteligente
safe	trust	0.672	seguro
accepted	trust	0.672	mais forte
dignity	trust	0.672	dignidade
unwavering	trust	0.672	inabalável
encyclopedia	trust	0.672	enciclopédia
mastery	trust	0.672	domínio
cohesive	trust	0.672	coeso
harmoniously	trust	0.672	harmoniosamente
benevolence	trust	0.672	benevolência
healing	trust	0.672	curando
accredited	trust	0.672	credenciado
covenant	trust	0.672	pacto
accountability	trust	0.664	responsabilidade
team	trust	0.664	equipe
authority	trust	0.664	autoridade
heroic	trust	0.664	heróico
reliance	trust	0.664	confiança
expert	trust	0.664	especialista
communicate	trust	0.664	comunicar
spiritual	trust	0.664	espiritual
impeccable	trust	0.664	impecável
specialist	trust	0.664	especialista
affirmatively	trust	0.664	afirmativamente
proficient	trust	0.664	proficiente
fulfillment	trust	0.664	cumprimento
advocate	trust	0.664	advogado
disciple	trust	0.664	discípulo
attestation	trust	0.664	atestado
merit	trust	0.664	mérito
supporting	trust	0.664	apoiando
ambassador	trust	0.664	embaixador
guidebook	trust	0.664	guia
accept	trust	0.664	aceitar
strengthening	trust	0.661	Reforço
holiness	trust	0.656	santidade
facts	trust	0.656	fatos
warranty	trust	0.656	garantia
strength	trust	0.656	força
relationship	trust	0.656	relação
defended	trust	0.656	defendido
constancy	trust	0.656	constância
favorable	trust	0.656	favorável
gentleman	trust	0.656	cavalheiro
counsel	trust	0.656	conselho
scientific	trust	0.656	científico
structure	trust	0.656	estrutura
elder	trust	0.656	mais velho
excellent	trust	0.656	excelente
achieve	trust	0.656	alcançar
steadfast	trust	0.656	firme
familiar	trust	0.656	familiar
proficiency	trust	0.656	competência
supports	trust	0.656	acredita
counselor	trust	0.648	conselheiro
lovable	trust	0.648	adorável
advisable	trust	0.648	aconselhável
agreed	trust	0.648	concordou
heroism	trust	0.648	heroísmo
rely	trust	0.648	confiar
uphold	trust	0.648	defender
brother	trust	0.648	irmão
matrimony	trust	0.648	matrimônio
assuredly	trust	0.648	seguramente
peaceful	trust	0.648	pacífico
saint	trust	0.648	santo
unconditionally	trust	0.648	aceita
solidarity	trust	0.648	solidariedade
accepts	trust	0.648	apoia
inspiration	trust	0.648	inspiração
noble	trust	0.648	nobre
successful	trust	0.648	bem sucedido
harmony	trust	0.648	harmonia
protective	trust	0.648	protetor
competency	trust	0.648	competência
comrade	trust	0.648	camarada
academic	trust	0.648	acadêmico
assist	trust	0.648	ajudar
worthy	trust	0.643	valioso
benefactor	trust	0.641	benfeitor
credence	trust	0.641	crédito
confidence	trust	0.641	confiança
relationships	trust	0.641	incondicionalmente
ordained	trust	0.641	ordenado
legal	trust	0.641	jurídico
champion	trust	0.641	campeão
lawful	trust	0.641	legal
durability	trust	0.641	durabilidade
judiciary	trust	0.641	judiciário
doctor	trust	0.641	médico
loving	trust	0.641	amoroso
assure	trust	0.641	assegurar
establish	trust	0.641	estabelecer
mamma	trust	0.641	mamãe
kind	trust	0.641	Gentil
unity	trust	0.641	unidade
conscientious	trust	0.641	consciencioso
real	trust	0.641	real
coexist	trust	0.641	coexiste
leading	trust	0.641	conduzindo
teacher	trust	0.641	professora
intimate	trust	0.634	íntimo
brotherly	trust	0.633	fraternal
physician	trust	0.633	médico
judicial	trust	0.633	judicial
saintly	trust	0.633	santo
aspiration	trust	0.633	aspiração
conscience	trust	0.633	consciência
therapeutic	trust	0.633	terapêutico
fidelity	trust	0.633	fidelidade
soundness	trust	0.633	solidez
important	trust	0.633	importante
homage	trust	0.633	homenagem
legitimacy	trust	0.633	legitimidade
fortitude	trust	0.633	fortaleza
deepest	trust	0.633	relacionamentos
approved	trust	0.633	aprovado
courageous	trust	0.633	corajoso
devotional	trust	0.633	devocional
endorse	trust	0.633	endossar
backbone	trust	0.633	espinha dorsal
authorize	trust	0.633	autorizar
practiced	trust	0.633	praticado
sanctification	trust	0.633	santificação
hopeful	trust	0.633	esperançoso
convincing	trust	0.633	convincente
bless	trust	0.633	abençoar
angel	trust	0.625	anjo
authorization	trust	0.625	autorização
assured	trust	0.625	confiante
purify	trust	0.625	purificar
caretaker	trust	0.625	zelador
regard	trust	0.625	que diz respeito
profound	trust	0.625	profundo
achievement	trust	0.625	conquista
evident	trust	0.625	evidente
positivity	trust	0.625	positividade
communication	trust	0.625	comunicação
professorship	trust	0.625	cátedra
blessing	trust	0.625	bênção
beliefs	trust	0.625	mais profundo
encourage	trust	0.625	encorajar
fireman	trust	0.625	bombeiro
majestic	trust	0.625	majestoso
civilized	trust	0.625	civilizado
certify	trust	0.625	certificar
wonderful	trust	0.625	Maravilhoso
engaged	trust	0.625	noivo
accurate	trust	0.625	exato
approvement	trust	0.617	aprovação
optimism	trust	0.617	otimismo
planning	trust	0.617	planejamento
believer	trust	0.617	crente
advice	trust	0.617	adendo
commend	trust	0.617	recomendar
gospel	trust	0.617	Evangelho
objective	trust	0.617	objetivo
rational	trust	0.617	racional
cherish	trust	0.617	estimar
constantly	trust	0.617	constantemente
haven	trust	0.617	refúgio
fundamental	trust	0.617	fundamental
bedrock	trust	0.617	base rochosa
accord	trust	0.617	acordo
triumphant	trust	0.617	triunfante
surety	trust	0.617	fiador
testament	trust	0.617	testamento
absolution	trust	0.617	absolvição
truce	trust	0.617	trégua
reassure	trust	0.617	tranquilizar
appreciation	trust	0.617	apreciação
qualities	trust	0.617	qualidades
passionate	trust	0.617	apaixonado
good	trust	0.617	Boa
unimpeachable	trust	0.617	irrepreensível
corroborate	trust	0.617	corroborar
thoughtful	trust	0.617	considerado
heroine	trust	0.617	heroína
teach	trust	0.617	Ensinar
god	trust	0.617	Deus
attentive	trust	0.617	atento
scripture	trust	0.609	escritura
civilization	trust	0.609	civilização
magnificence	trust	0.609	magnificência
recommend	trust	0.609	recomendar
progression	trust	0.609	progressão
steward	trust	0.609	comissário de bordo
purification	trust	0.609	purificação
patron	trust	0.609	patrono
praiseworthy	trust	0.609	louvável
heal	trust	0.609	curar
considerate	trust	0.609	atencioso
blessings	trust	0.609	bênçãos
mediator	trust	0.609	mediador
babysitter	trust	0.609	babá
notary	trust	0.609	notário
awareness	trust	0.609	conhecimento
vetted	trust	0.609	crenças
excel	trust	0.609	sobressair
happy	trust	0.609	feliz
praise	trust	0.609	elogio
brilliant	trust	0.609	brilhante
liking	trust	0.609	gosto
definitive	trust	0.609	definitivo
comfort	trust	0.609	conforto
officer	trust	0.609	Policial
peace	trust	0.602	Paz
serenity	trust	0.602	serenidade
unquestionable	trust	0.602	inquestionável
embrace	trust	0.602	abraçar
identify	trust	0.602	identificar
inspired	trust	0.602	inspirado
steady	trust	0.602	estável
nun	trust	0.602	freira
guarded	trust	0.602	guardado
symmetry	trust	0.602	simetria
mainstay	trust	0.602	esteio
fulfill	trust	0.602	Preencha
humility	trust	0.602	humildade
helpful	trust	0.602	útil
transcendence	trust	0.602	transcendência
unconditional	trust	0.602	incondicional
brave	trust	0.602	corajoso
brighten	trust	0.602	iluminar
experienced	trust	0.602	com experiência
enlightenment	trust	0.602	iluminação
sympathetic	trust	0.602	simpático
witness	trust	0.602	testemunha
vigilant	trust	0.594	Vigilância
ministry	trust	0.594	ministério
admiral	trust	0.594	almirante
vigilance	trust	0.594	vigilância
depend	trust	0.594	depender
generosity	trust	0.594	generosidade
befriend	trust	0.594	fazer amizade
complimentary	trust	0.594	cortesia
assessment	trust	0.594	avaliação
fairly	trust	0.594	com justiça
enlighten	trust	0.594	iluminar
strengthen	trust	0.594	fortalecer
nurse	trust	0.594	enfermeira
endowment	trust	0.594	doação
visionary	trust	0.594	visionário
praised	trust	0.594	elogiado
eminence	trust	0.594	eminência
marry	trust	0.594	casar
generous	trust	0.594	generoso
gratitude	trust	0.594	gratidão
sage	trust	0.594	sábio
tranquility	trust	0.594	tranqüilidade
openly	trust	0.594	abertamente
grant	trust	0.594	conceder
spouse	trust	0.594	cônjuge
philanthropic	trust	0.594	filantrópico
regent	trust	0.594	regente
substantiate	trust	0.594	fundamentar
commendation	trust	0.594	elogio
council	trust	0.594	conselho
efficient	trust	0.594	eficiente
sweetheart	trust	0.589	amada
bylaw	trust	0.586	estatuto
magnificent	trust	0.586	magnífico
designation	trust	0.586	designação
godly	trust	0.586	piedoso
seniority	trust	0.586	antiguidade
conservation	trust	0.586	conservação
educational	trust	0.586	educacional
rooted	trust	0.586	enraizado
inheritance	trust	0.586	herança
diplomacy	trust	0.586	diplomacia
mate	trust	0.586	amigo
convince	trust	0.586	convencer
unfailing	trust	0.586	infalível
