English Word	Emotion	Emotion-Intensity-Score	Irish Word
polarity	surprise	0.297	polaraíocht
ceremony	surprise	0.297	searmanas
favorable	surprise	0.297	fabhrach
larger	surprise	0.297	níos mó
warn	surprise	0.297	rabhadh a thabhairt
medal	surprise	0.289	bonn
romance	surprise	0.289	rómáns
inviting	surprise	0.289	ag tabhairt cuireadh
greeting	surprise	0.289	beannacht
resignation	surprise	0.281	éirí as
accolade	surprise	0.281	gradam
labor	surprise	0.281	saothair
candid	surprise	0.281	cantalach
trip	surprise	0.281	turas
stare	surprise	0.273	stán
admire	surprise	0.266	admire
glimmer	surprise	0.266	glimmer
playful	surprise	0.266	spraíúil
somatic	surprise	0.266	somatic
festival	surprise	0.266	féile
mimicry	surprise	0.266	mimicry
insolvency	surprise	0.266	dócmhainneacht
immerse	surprise	0.266	thumadh
invite	surprise	0.266	cuireadh
compensate	surprise	0.266	cúiteamh
receiving	surprise	0.258	ag fáil
complement	surprise	0.258	comhlánú
chuckle	surprise	0.258	béic
laugh	surprise	0.258	gáire
hypothesis	surprise	0.258	hipitéis
honeymoon	surprise	0.250	mhí na meala
opera	surprise	0.242	ceoldráma
pleasant	surprise	0.242	taitneamhach
marry	surprise	0.242	pósadh
independence	surprise	0.242	neamhspleáchas
chant	surprise	0.234	cantaireacht
holiness	surprise	0.234	beannaitheacht
assessment	surprise	0.234	measúnú
rhythmical	surprise	0.234	rithimeach
hopeful	surprise	0.234	dóchasach
leave	surprise	0.234	fág
trophy	surprise	0.234	trófaí
deal	surprise	0.227	déileáil
procession	surprise	0.227	mórshiúl
placard	surprise	0.227	placard
shopping	surprise	0.219	siopadóireacht
musical	surprise	0.219	ceolmhar
cherish	surprise	0.219	chothaímid
good	surprise	0.219	maith
dawn	surprise	0.211	breacadh an lae
simplify	surprise	0.211	shimpliú
shell	surprise	0.211	sliogán
morals	surprise	0.203	mhoráltacht
money	surprise	0.203	airgead
nullify	surprise	0.203	neamhniú
purity	surprise	0.203	íonachta
sweet	surprise	0.203	milis
synchronize	surprise	0.195	sioncronaigh
precious	surprise	0.195	lómhara
humanitarian	surprise	0.195	daonnúla
preservative	surprise	0.195	leasaitheach
unfulfilled	surprise	0.195	neamhchomhlíonta
obliging	surprise	0.188	oibleagáid
singularly	surprise	0.188	uatha
graduation	surprise	0.180	céime
foresee	surprise	0.180	thuar
pray	surprise	0.180	guí
lovely	surprise	0.180	álainn
thirst	surprise	0.172	tart
mouth	surprise	0.172	béal
youth	surprise	0.172	óige
sun	surprise	0.172	ghrian
art	surprise	0.172	ealaín
goodness	surprise	0.164	maitheas
latent	surprise	0.156	Folaigh
visor	surprise	0.156	scáthlán
overdue	surprise	0.156	thar téarma
practiced	surprise	0.156	chleachtadh
loyal	surprise	0.148	dílis
expect	surprise	0.148	ag súil
wireless	surprise	0.148	Gan sreang
destination	surprise	0.148	ceann scríbe
infant	surprise	0.141	naíonán
cream	surprise	0.141	uachtar
slush	surprise	0.141	slush
quote	surprise	0.141	cuóta
playground	surprise	0.133	clós súgartha
vote	surprise	0.125	vóta
teach	surprise	0.125	mhúineadh
organization	surprise	0.125	eagraíocht
dolphin	surprise	0.117	Deilf
weight	surprise	0.117	meáchan
smile	surprise	0.117	meangadh
sisterhood	surprise	0.109	deirfiúrachas
cable	surprise	0.109	cábla
sunny	surprise	0.102	Grianmhar
steady	surprise	0.094	seasta
peaceful	surprise	0.086	suaimhneach
spa	surprise	0.086	spa
leisure	surprise	0.086	fóillíochta
picnic	surprise	0.078	picnic
tree	surprise	0.078	crann
worm	surprise	0.055	péist
truthfulness	trust	0.906	fírinneacht
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	iontaofa
honor	trust	0.844	onóir
honesty	trust	0.844	macántacht
honest	trust	0.844	macánta
truth	trust	0.844	fhírinne
truthful	trust	0.836	fírinneach
trusting	trust	0.836	muiníneach
brotherhood	trust	0.820	bráithreachas
entrust	trust	0.812	iontaoibh
committed	trust	0.805	tiomanta
loyalty	trust	0.805	dílseacht
integrity	trust	0.805	ionracas
honorable	trust	0.805	onórach
trust	trust	0.805	muinín
credibility	trust	0.805	creidiúnacht
faithful	trust	0.797	dílis
sincere	trust	0.797	ó chroí
partnership	trust	0.789	comhpháirtíocht
responsible	trust	0.789	freagrach
true	trust	0.789	fíor
wisdom	trust	0.789	eagna
verification	trust	0.781	fíorú
cooperative	trust	0.781	comharchumann
vow	trust	0.781	vow
oath	trust	0.781	mionn
respectable	trust	0.773	measúil
sisterhood	trust	0.773	deirfiúrachas
hero	trust	0.773	laoch
credible	trust	0.773	inchreidte
promise	trust	0.773	gealltanas
verified	trust	0.773	fíoraithe
qualified	trust	0.766	cáilithe
authentication	trust	0.766	fíordheimhnithe
respected	trust	0.766	meas
compassion	trust	0.759	comhbhá
approval	trust	0.758	ceadú
moral	trust	0.758	morálta
reliability	trust	0.758	iontaofacht
trusts	trust	0.758	iontaofa
safekeeping	trust	0.758	slánchoimeád
reputable	trust	0.758	cáil
love	trust	0.758	grá
friend	trust	0.750	cara
stable	trust	0.750	cobhsaí
authentic	trust	0.750	barántúla
competence	trust	0.750	inniúlacht
safeguard	trust	0.750	coimirce
companion	trust	0.750	chompánach
advised	trust	0.750	comhairle
respect	trust	0.750	meas
loyal	trust	0.750	dílis
genuine	trust	0.750	fíor
friendships	trust	0.750	iontaobhais
ally	trust	0.750	comhghuaillithe
proven	trust	0.742	cruthaithe
freedom	trust	0.742	saoirse
respects	trust	0.742	meas
accepting	trust	0.742	cairdeas
faith	trust	0.742	Creideamh
wholesome	trust	0.742	folláin
heartfelt	trust	0.734	croíúil
unification	trust	0.734	aontú
confirmation	trust	0.734	daingniú
protecting	trust	0.734	ag cosaint
reassurance	trust	0.734	athdhearbhú
trustee	trust	0.734	iontaobhaí
supporter	trust	0.734	tacadóir
respectful	trust	0.734	measúil
admirable	trust	0.734	ionmholta
fact	trust	0.727	deimhin
friendship	trust	0.727	cairdeas
partners	trust	0.727	ag glacadh
confidentially	trust	0.727	faoi rún
confident	trust	0.727	muiníneach
equality	trust	0.727	comhionannas
alliance	trust	0.727	Comhar
credential	trust	0.727	dintiúir
believing	trust	0.727	ag creidiúint
excellence	trust	0.727	barr feabhais
agreement	trust	0.727	comhaontú
closeness	trust	0.719	cóngaracht
authenticate	trust	0.719	fíordheimhnigh
virtuous	trust	0.719	dea-bhéasach
intelligence	trust	0.719	éirim
kindred	trust	0.719	gaolta
virtue	trust	0.719	bhua
honored	trust	0.719	onóir
justice	trust	0.711	ceartais
charitable	trust	0.711	carthanachta
determination	trust	0.711	cinneadh
creditable	trust	0.711	creidiúnach
consistency	trust	0.711	comhsheasmhacht
allegiance	trust	0.711	dílseacht
cooperation	trust	0.711	comhar
guarantee	trust	0.711	ráthaíocht
dedication	trust	0.711	dúthracht
straightforward	trust	0.711	díreach
cooperating	trust	0.711	ag comhoibriú
reliable	trust	0.703	iontaofa
nurture	trust	0.703	chothú
mother	trust	0.703	Máthair
fulfilled	trust	0.703	comhlíonta
admiration	trust	0.703	meas
mentor	trust	0.703	meantóir
guardianship	trust	0.703	caomhnóireacht
assurance	trust	0.703	dearbhaithe
morality	trust	0.703	moráltacht
motherhood	trust	0.703	mháithreachais
innocent	trust	0.703	neamhchiontach
reverence	trust	0.703	urraim
sanctuary	trust	0.703	tearmann
friendliness	trust	0.703	cairdiúlacht
prepared	trust	0.703	ullmhaithe
admire	trust	0.703	admire
protected	trust	0.703	cosanta
proof	trust	0.703	cruthúnais
bodyguard	trust	0.695	garda coirp
skillful	trust	0.695	sciliúil
marriage	trust	0.695	pósadh
allied	trust	0.695	comhghuaillithe
morals	trust	0.695	mhoráltacht
humanitarian	trust	0.695	daonnúla
pact	trust	0.695	comhaontú
courage	trust	0.695	misneach
accountable	trust	0.695	cuntasach
agreeable	trust	0.695	sásta
united	trust	0.695	aontaithe
indestructible	trust	0.695	doscriosta
approving	trust	0.695	ag ceadú
guardian	trust	0.695	caomhnóir
compassionate	trust	0.695	atruacha
scientist	trust	0.695	eolaí
certified	trust	0.695	deimhnithe
pledge	trust	0.688	gealltanas
adviser	trust	0.688	comhairleoir
authenticity	trust	0.688	barántúlacht
understanding	trust	0.688	tuiscint
secure	trust	0.688	slán
guidance	trust	0.688	treoir
monogamy	trust	0.688	monogamy
valor	trust	0.688	valor
solidity	trust	0.688	daingne
perfection	trust	0.688	foirfeachta
believed	trust	0.688	chreid
humanity	trust	0.688	daonnachta
justifiable	trust	0.688	inchosanta
competent	trust	0.688	inniúil
esteem	trust	0.688	meas
protector	trust	0.680	cosantóir
inspire	trust	0.680	spreagadh
hope	trust	0.680	dóchas
strongest	trust	0.680	comhpháirtithe
expertise	trust	0.680	saineolas
humble	trust	0.680	humhal
indivisible	trust	0.680	doroinnte
official	trust	0.680	oifigeach
affirm	trust	0.680	dhaingniú
familiarity	trust	0.680	aithne
confirmed	trust	0.680	dheimhnigh
diligence	trust	0.680	dúthracht
grandfather	trust	0.680	seanathair
advocacy	trust	0.680	Abhcóideacht
goodness	trust	0.680	maitheas
commendable	trust	0.680	inmholta
acceptance	trust	0.680	glacadh
diplomatic	trust	0.680	taidhleoireachta
leader	trust	0.680	ceannaire
confide	trust	0.680	mhuinín
agreeing	trust	0.680	aontú
approve	trust	0.680	cheadú
professional	trust	0.680	proifisiúnta
elders	trust	0.680	sinsir
confidential	trust	0.680	faoi rún
faultless	trust	0.672	gan locht
believes	trust	0.672	glactha
sanctify	trust	0.672	naomhaigh
intelligent	trust	0.672	cliste
safe	trust	0.672	slán
accepted	trust	0.672	is láidre
dignity	trust	0.672	dínit
unwavering	trust	0.672	gan staonadh
encyclopedia	trust	0.672	chiclipéid
mastery	trust	0.672	máistreacht
cohesive	trust	0.672	comhleanúnach
harmoniously	trust	0.672	go comhchuí
benevolence	trust	0.672	maitheas
healing	trust	0.672	leighis
accredited	trust	0.672	creidiúnaithe
covenant	trust	0.672	Cúnant
accountability	trust	0.664	cuntasacht
team	trust	0.664	foireann
authority	trust	0.664	údarás
heroic	trust	0.664	gaiscíoch
reliance	trust	0.664	brath
expert	trust	0.664	saineolaí
communicate	trust	0.664	cumarsáid
spiritual	trust	0.664	spioradálta
impeccable	trust	0.664	impeccable
specialist	trust	0.664	speisialtóir
affirmatively	trust	0.664	go dearfach
proficient	trust	0.664	líofa
fulfillment	trust	0.664	comhlíonadh
advocate	trust	0.664	Abhcóide
disciple	trust	0.664	deisceabal
attestation	trust	0.664	fianu
merit	trust	0.664	fiúntais
supporting	trust	0.664	ag tacú
ambassador	trust	0.664	ambasadóir
guidebook	trust	0.664	treoirleabhar
accept	trust	0.664	glacadh
strengthening	trust	0.661	neartú
holiness	trust	0.656	beannaitheacht
facts	trust	0.656	fíricí
warranty	trust	0.656	bharántas
strength	trust	0.656	neart
relationship	trust	0.656	caidreamh
defended	trust	0.656	chosanta
constancy	trust	0.656	seasmhacht
favorable	trust	0.656	fabhrach
gentleman	trust	0.656	uasal
counsel	trust	0.656	comhairleoir
scientific	trust	0.656	eolaíochta
structure	trust	0.656	struchtúr
elder	trust	0.656	sine
excellent	trust	0.656	ar fheabhas
achieve	trust	0.656	bhaint amach
steadfast	trust	0.656	diongbháilte
familiar	trust	0.656	eolach
proficiency	trust	0.656	oilteacht
supports	trust	0.656	creideann
counselor	trust	0.648	comhairleoir
lovable	trust	0.648	leamh
advisable	trust	0.648	inmholta
agreed	trust	0.648	aontaithe
heroism	trust	0.648	ghaisce
rely	trust	0.648	ag brath
uphold	trust	0.648	seasamh leis
brother	trust	0.648	deartháir
matrimony	trust	0.648	pósadh
assuredly	trust	0.648	cinnte
peaceful	trust	0.648	suaimhneach
saint	trust	0.648	naomh
unconditionally	trust	0.648	glacann
solidarity	trust	0.648	dlúthpháirtíocht
accepts	trust	0.648	tacaí
inspiration	trust	0.648	inspioráid
noble	trust	0.648	uasal
successful	trust	0.648	rathúil
harmony	trust	0.648	chéile
protective	trust	0.648	cosanta
competency	trust	0.648	inniúlacht
comrade	trust	0.648	comrádaí
academic	trust	0.648	acadúil
assist	trust	0.648	cabhrú
worthy	trust	0.643	fiúntach
benefactor	trust	0.641	bronntóir
credence	trust	0.641	creidiúint
confidence	trust	0.641	muinín
relationships	trust	0.641	gan choinníoll
ordained	trust	0.641	ordaithe
legal	trust	0.641	dlíthiúil
champion	trust	0.641	curadh
lawful	trust	0.641	dleathach
durability	trust	0.641	marthanacht
judiciary	trust	0.641	breithiúna
doctor	trust	0.641	dochtúir
loving	trust	0.641	grámhar
assure	trust	0.641	chinntiú
establish	trust	0.641	bhunú
mamma	trust	0.641	mama
kind	trust	0.641	cineálta
unity	trust	0.641	aontacht
conscientious	trust	0.641	coinsiasach
real	trust	0.641	fíor
coexist	trust	0.641	cómhaireachtáil
leading	trust	0.641	tosaigh
teacher	trust	0.641	múinteoir
intimate	trust	0.634	dlúth
brotherly	trust	0.633	deartháracha
physician	trust	0.633	lianna
judicial	trust	0.633	breithiúnach
saintly	trust	0.633	naofa
aspiration	trust	0.633	séimhiú
conscience	trust	0.633	coinsias
therapeutic	trust	0.633	teiripeacha
fidelity	trust	0.633	dílseacht
soundness	trust	0.633	fóntacht
important	trust	0.633	tábhachtach
homage	trust	0.633	ómós
legitimacy	trust	0.633	dlisteanacht
fortitude	trust	0.633	daingne
deepest	trust	0.633	caidrimh
approved	trust	0.633	ceadaithe
courageous	trust	0.633	misniúil
devotional	trust	0.633	deabhóideach
endorse	trust	0.633	fhormhuinigh
backbone	trust	0.633	cnámh droma
authorize	trust	0.633	údarú
practiced	trust	0.633	chleachtadh
sanctification	trust	0.633	naomhú
hopeful	trust	0.633	dóchasach
convincing	trust	0.633	diongbháilte
bless	trust	0.633	beannaigh
angel	trust	0.625	aingeal
authorization	trust	0.625	údarú
assured	trust	0.625	cinnte
purify	trust	0.625	ghlan
caretaker	trust	0.625	airíoch
regard	trust	0.625	aird
profound	trust	0.625	domhain
achievement	trust	0.625	éacht
evident	trust	0.625	léir
positivity	trust	0.625	dearfacht
communication	trust	0.625	cumarsáide
professorship	trust	0.625	ollaimh
blessing	trust	0.625	beannacht
beliefs	trust	0.625	is doimhne
encourage	trust	0.625	spreagadh
fireman	trust	0.625	fear tine
majestic	trust	0.625	maorga
civilized	trust	0.625	sibhialta
certify	trust	0.625	deimhnigh
wonderful	trust	0.625	iontach
engaged	trust	0.625	gabháil
accurate	trust	0.625	cruinn
approvement	trust	0.617	faomhadh
optimism	trust	0.617	dóchas
planning	trust	0.617	pleanáil
believer	trust	0.617	creidmheach
advice	trust	0.617	comhairle
commend	trust	0.617	moladh
gospel	trust	0.617	soiscéal
objective	trust	0.617	cuspóir
rational	trust	0.617	réasúnach
cherish	trust	0.617	chothaímid
constantly	trust	0.617	i gcónaí
haven	trust	0.617	caladh
fundamental	trust	0.617	bunúsach
bedrock	trust	0.617	buncharraig
accord	trust	0.617	de réir
triumphant	trust	0.617	buadhach
surety	trust	0.617	urra
testament	trust	0.617	tiomna
absolution	trust	0.617	fuadach
truce	trust	0.617	sos cogaidh
reassure	trust	0.617	suaimhneas
appreciation	trust	0.617	meas
qualities	trust	0.617	cáilíochtaí
passionate	trust	0.617	paiseanta
good	trust	0.617	maith
unimpeachable	trust	0.617	unimpeachable
corroborate	trust	0.617	daingnigh
thoughtful	trust	0.617	tuisceanach
heroine	trust	0.617	banlaoch
teach	trust	0.617	mhúineadh
god	trust	0.617	dhia
attentive	trust	0.617	aireach
scripture	trust	0.609	scrioptúr
civilization	trust	0.609	sibhialtacht
magnificence	trust	0.609	maorga
recommend	trust	0.609	mholadh
progression	trust	0.609	dul chun cinn
steward	trust	0.609	maor
purification	trust	0.609	íonú
patron	trust	0.609	pátrún
praiseworthy	trust	0.609	inmholta
heal	trust	0.609	leighis
considerate	trust	0.609	tuisceanach
blessings	trust	0.609	beannachtaí
mediator	trust	0.609	idirghabhálaí
babysitter	trust	0.609	feighlí
notary	trust	0.609	nótaire
awareness	trust	0.609	feasachta
vetted	trust	0.609	creidimh
excel	trust	0.609	ar fheabhas
happy	trust	0.609	sásta
praise	trust	0.609	moladh
brilliant	trust	0.609	thar cionn
liking	trust	0.609	thaitin
definitive	trust	0.609	cinntitheach
comfort	trust	0.609	compord
officer	trust	0.609	oifigeach
peace	trust	0.602	síocháin
serenity	trust	0.602	suaimhneas
unquestionable	trust	0.602	gan amhras
embrace	trust	0.602	glacadh
identify	trust	0.602	aithint
inspired	trust	0.602	spreag
steady	trust	0.602	seasta
nun	trust	0.602	bean rialta
guarded	trust	0.602	cosanta
symmetry	trust	0.602	siméadracht
mainstay	trust	0.602	príomhshraith
fulfill	trust	0.602	chomhlíonadh
humility	trust	0.602	umhlaíocht
helpful	trust	0.602	Cabhrach
transcendence	trust	0.602	trascionacht
unconditional	trust	0.602	neamhchoinníollach
brave	trust	0.602	cróga
brighten	trust	0.602	gile
experienced	trust	0.602	taithí
enlightenment	trust	0.602	eagna
sympathetic	trust	0.602	báúil
witness	trust	0.602	finné
vigilant	trust	0.594	Airdeallach
ministry	trust	0.594	aireacht
admiral	trust	0.594	aimiréal
vigilance	trust	0.594	faireachas
depend	trust	0.594	ag brath
generosity	trust	0.594	flaithiúlacht
befriend	trust	0.594	cairdeas
complimentary	trust	0.594	saor in aisce
assessment	trust	0.594	measúnú
fairly	trust	0.594	cothrom
enlighten	trust	0.594	solas
strengthen	trust	0.594	neartú
nurse	trust	0.594	banaltra
endowment	trust	0.594	dearlaice
visionary	trust	0.594	aislingeach
praised	trust	0.594	mhol
eminence	trust	0.594	eminence
marry	trust	0.594	pósadh
generous	trust	0.594	fial
gratitude	trust	0.594	buíochas
sage	trust	0.594	saoi
tranquility	trust	0.594	suaimhneas
openly	trust	0.594	go hoscailte
grant	trust	0.594	deontas
spouse	trust	0.594	céile
philanthropic	trust	0.594	daonchairdis
regent	trust	0.594	regent
substantiate	trust	0.594	bunús a thabhairt
commendation	trust	0.594	moladh
council	trust	0.594	comhairle
efficient	trust	0.594	éifeachtach
sweetheart	trust	0.589	milseán
bylaw	trust	0.586	fodhlí
magnificent	trust	0.586	iontach
designation	trust	0.586	ainmniú
godly	trust	0.586	diadha
seniority	trust	0.586	sinsearacht
conservation	trust	0.586	caomhnú
educational	trust	0.586	oideachais
rooted	trust	0.586	fréamhaithe
inheritance	trust	0.586	oidhreacht
diplomacy	trust	0.586	taidhleoireacht
mate	trust	0.586	maité
convince	trust	0.586	Cuir ina luí air
unfailing	trust	0.586	gan teip
share	trust	0.586	sciar
monk	trust	0.586	manach
constitutional	trust	0.586	bunreachtúil
lovely	trust	0.586	álainn
compliance	trust	0.586	comhlíonadh
attest	trust	0.586	fianu
victory	trust	0.586	bua
serene	trust	0.586	suaimhneach
checklist	trust	0.586	seicliosta
husbandry	trust	0.586	bhfeirmeoireacht
enjoying	trust	0.586	ag baint suilt as
revere	trust	0.586	urraim
tribe	trust	0.586	treibh
meritorious	trust	0.586	tuillteanach
joyful	trust	0.586	áthasach
delegate	trust	0.586	toscaire
helper	trust	0.586	cúntóir
angelic	trust	0.586	aingil
ambition	trust	0.586	uaillmhian
father	trust	0.586	athair
acclaim	trust	0.586	moladh
testimony	trust	0.586	fianaise
collectively	trust	0.586	i dteannta a chéile
sobriety	trust	0.586	sobraíocht
prestige	trust	0.586	gradam
firmness	trust	0.586	daingne
structural	trust	0.578	struchtúrach
impartiality	trust	0.578	neamhchlaontacht
navigator	trust	0.578	loingseoir
judge	trust	0.578	Breitheamh
shelter	trust	0.578	foscadh
coexisting	trust	0.578	cómhaireachtála
unquestioned	trust	0.578	gan cheist
careful	trust	0.578	cúramach
obey	trust	0.578	géilleadh
professor	trust	0.578	ollamh
convinced	trust	0.578	diongbháilte
communion	trust	0.578	comaoineach
cheerfulness	trust	0.578	cheerfulness
inviting	trust	0.578	ag tabhairt cuireadh
irrefutable	trust	0.578	dothuigthe
commandant	trust	0.578	ceannfort
smile	trust	0.578	meangadh
authoritative	trust	0.578	údarásach
philanthropist	trust	0.578	daonchara
legalized	trust	0.578	dleathach
adore	trust	0.578	adhair
upright	trust	0.578	ina seasamh
revival	trust	0.578	athbheochan
dutiful	trust	0.578	dualgasach
watchdog	trust	0.578	faire
apostle	trust	0.570	aspal
volunteers	trust	0.570	oibrithe deonacha
immaculate	trust	0.570	gan Smál
adhering	trust	0.570	ag cloí
unquestionably	trust	0.570	gan amhras
advise	trust	0.570	comhairle
punctual	trust	0.570	poncúil
consult	trust	0.570	dul i gcomhairle
ordinance	trust	0.570	ordanás
complement	trust	0.570	comhlánú
modest	trust	0.570	measartha
everlasting	trust	0.570	síoraí
compass	trust	0.570	compás
heavenly	trust	0.570	neamhaí
determinate	trust	0.570	chinneadh
counsellor	trust	0.570	comhairleoir
abundance	trust	0.570	raidhse
guide	trust	0.570	treoir
earned	trust	0.570	grinnfhiosrúcháin
pedigree	trust	0.570	pedigree
relative	trust	0.570	gaolta
principal	trust	0.570	príomhoide
plausible	trust	0.570	sochreidte
collaborator	trust	0.570	comhoibritheach
connective	trust	0.570	nascach
corroboration	trust	0.570	comhthac
insure	trust	0.570	árachas
pilot	trust	0.570	píolótach
unequivocal	trust	0.570	aonchiallach
matron	trust	0.570	mátrún
cuddle	trust	0.570	culaith
measured	trust	0.570	tomhaiste
fort	trust	0.562	dún
treasurer	trust	0.562	cisteoir
apostolic	trust	0.562	aspalda
save	trust	0.562	shábháil
frankness	trust	0.562	macántacht
insight	trust	0.562	léargas
admit	trust	0.562	admháil
earn	trust	0.562	thuilleamh
remarkable	trust	0.562	suntasach
strong	trust	0.562	láidir
content	trust	0.562	ábhar
vitality	trust	0.562	beocht
prize	trust	0.562	duais
vigorous	trust	0.562	bríomhar
congregation	trust	0.562	comhthionól
uplift	trust	0.562	ardú
spotless	trust	0.562	gan spota
devout	trust	0.562	diabhail
soothing	trust	0.562	suaimhneach
miracle	trust	0.562	míorúilt
cohesion	trust	0.562	comhtháthú
lovemaking	trust	0.562	déanamh grá
curable	trust	0.562	curable
pleasant	trust	0.562	taitneamhach
jury	trust	0.562	ghiúiré
pertinent	trust	0.562	ábhartha
succeeding	trust	0.562	ag éirí
concordance	trust	0.562	comhréir
jurist	trust	0.562	dlíodóir
applaud	trust	0.562	bualadh bos
ordination	trust	0.562	ordú
compensate	trust	0.562	cúiteamh
patience	trust	0.555	foighne
mediate	trust	0.555	idirghabháil
coach	trust	0.555	cóiste
illumination	trust	0.555	soilsiú
cultivate	trust	0.555	saothraigh
providing	trust	0.555	ag soláthar
precedence	trust	0.555	tosaíocht
exalt	trust	0.555	móradh
succeed	trust	0.555	éirigh
inclusion	trust	0.555	cuimsiú
meditate	trust	0.555	meditate
coalesce	trust	0.555	comhghleacaithe
betrothed	trust	0.555	geallta
midwife	trust	0.555	cnáimhseach
veteran	trust	0.555	veteran
destined	trust	0.555	i ndán
auditor	trust	0.555	iniúchóir
privacy	trust	0.555	príobháideachta
restorative	trust	0.555	aisiríoch
influential	trust	0.555	buadhach
impartial	trust	0.555	neamhchlaonta
discretion	trust	0.555	discréid
foresight	trust	0.555	fadbhreathnaitheacht
congruence	trust	0.555	comhthreomhaireacht
worship	trust	0.555	adhradh
constant	trust	0.555	tairiseach
reunion	trust	0.555	teacht le chéile
intuition	trust	0.555	intuition
reconciliation	trust	0.555	athmhuintearas
ambulance	trust	0.555	otharcharr
defender	trust	0.555	cosantóir
greatness	trust	0.555	móruaisle
buddy	trust	0.555	cara
vote	trust	0.555	vóta
physicist	trust	0.555	fisiceoir
prophet	trust	0.555	fáidh
prevalent	trust	0.547	forleithne
eyewitness	trust	0.547	finné súl
durable	trust	0.547	durable
prudent	trust	0.547	stuama
securities	trust	0.547	urrúis
salvation	trust	0.547	slánú
govern	trust	0.547	rialaíonn
law	trust	0.547	Dlí
proud	trust	0.547	bródúil
cheer	trust	0.547	gáir
reinforcement	trust	0.547	atreisiú
promises	trust	0.547	tuillte
invocation	trust	0.547	agairt
provide	trust	0.547	sholáthar
friendly	trust	0.547	cairdiúil
commanding	trust	0.547	ordúil
temperate	trust	0.547	measartha
conciliation	trust	0.547	comhréiteach
convent	trust	0.547	chlochar
heritage	trust	0.547	oidhreachta
independence	trust	0.547	neamhspleáchas
rejoice	trust	0.547	rejoice
engaging	trust	0.547	ag gabháil
readiness	trust	0.547	ullmhacht
registry	trust	0.547	clárlann
statement	trust	0.547	ráiteas
liberty	trust	0.547	saoirse
forgive	trust	0.547	logh
ancestral	trust	0.547	sinsir
impenetrable	trust	0.547	do-sheachanta
choices	trust	0.539	geallúintí
psalms	trust	0.539	sailm
majority	trust	0.539	tromlach
antidote	trust	0.539	frithcheann
tantamount	trust	0.539	tanta
perfect	trust	0.539	foirfe
regularity	trust	0.539	rialtacht
chronicle	trust	0.539	croinic
ensemble	trust	0.539	ensemble
applause	trust	0.539	bualadh bos
obedience	trust	0.539	géillsine
aspiring	trust	0.539	aspiring
watchman	trust	0.539	fear faire
inimitable	trust	0.539	inimiable
chastity	trust	0.539	diamhaireacht
architecture	trust	0.539	ailtireacht
stamina	trust	0.539	stamina
delightful	trust	0.539	aoibhinn
exalted	trust	0.539	ardaithe
relevant	trust	0.539	ábhartha
reinforcements	trust	0.539	treisithe
proctor	trust	0.539	proctor
immovable	trust	0.539	dochorraithe
instructions	trust	0.539	treoracha
define	trust	0.539	shainigh
uncensured	trust	0.539	uncensured
institute	trust	0.539	institiúid
responsive	trust	0.539	freagrúil
recovery	trust	0.539	téarnamh
obliging	trust	0.539	oibleagáid
obvious	trust	0.539	soiléir
forefathers	trust	0.539	sinsir
eager	trust	0.539	fonn
inoculation	trust	0.539	ionaclaithe
admitting	trust	0.539	ag ligean isteach
memorable	trust	0.539	i gcuimhne
hospital	trust	0.531	ospidéal
rescue	trust	0.531	tarrthála
deed	trust	0.531	gníomhas
princely	trust	0.531	prionsa
retirement	trust	0.531	scoir
cradle	trust	0.531	chliabhán
immunization	trust	0.531	imdhíonadh
bloom	trust	0.531	bhláth
candid	trust	0.531	cantalach
evergreen	trust	0.531	síorghlas
ballot	trust	0.531	ballóid
accompaniment	trust	0.531	tionlacan
verily	trust	0.531	go deimhin
inseparable	trust	0.531	doscartha
analyst	trust	0.531	anailísí
strive	trust	0.531	dícheall
dependent	trust	0.531	cleithiúnach
heavens	trust	0.531	flaithis
answerable	trust	0.531	freagrach
school	trust	0.531	scoil
terms	trust	0.531	téarmaí
center	trust	0.531	ionad
firstborn	trust	0.531	céadghin
transcript	trust	0.531	athscríbhinn
fraternal	trust	0.531	bráthair
omniscient	trust	0.531	omniscient
seal	trust	0.531	séala
edification	trust	0.531	eagna
doubtless	trust	0.531	gan amhras
deliverance	trust	0.531	saoradh
sponsor	trust	0.531	urraitheoir
expedient	trust	0.531	fóirsteanach
bride	trust	0.531	brídeog
refuge	trust	0.531	tearmann
approbation	trust	0.527	ceadú
chaplain	trust	0.523	séiplíneach
laureate	trust	0.523	laureate
liberate	trust	0.523	shaoradh
coronation	trust	0.523	chorónú
adoration	trust	0.523	adhradh
countenance	trust	0.523	gnúis
honeymoon	trust	0.523	mhí na meala
connoisseur	trust	0.523	connoisseoir
notable	trust	0.523	suntasach
benedictory	trust	0.523	tairbheach
celebration	trust	0.523	ceiliúradh
neighbor	trust	0.523	comharsa
unbroken	trust	0.523	gan bhriseadh
award	trust	0.523	bronnadh
improvement	trust	0.523	feabhsú
hug	trust	0.523	barróg
graduation	trust	0.523	céime
correctness	trust	0.523	cirte
winning	trust	0.523	ag buachan
paragon	trust	0.523	paragon
ratify	trust	0.523	daingnigh
powerful	trust	0.523	cumhachtach
elevation	trust	0.523	ingearchló
commonwealth	trust	0.523	comhlathas
account	trust	0.523	cuntas
unimpeached	trust	0.523	gan impeach
taught	trust	0.523	mhúin
salutary	trust	0.523	saoi
captivate	trust	0.523	gafa
