English Word	Emotion	Emotion-Intensity-Score	Filipino Word
grumpy	sadness	0.281	masungit
knell	sadness	0.275	lumuhod
throb	sadness	0.273	pintig
confusion	sadness	0.273	pagkalito
soldier	sadness	0.273	sundalo
jurisprudence	sadness	0.273	jurisprudence
humbled	sadness	0.273	nagpakumbaba
gray	sadness	0.269	kulay-abo
lax	sadness	0.266	maluwag
mixedemotions	sadness	0.266	halo-halong emosyon
obstacle	sadness	0.266	balakid
slur	sadness	0.266	slur
unrealistic	sadness	0.266	hindi makatotohanan
drifted	sadness	0.266	naanod
leaving	sadness	0.266	aalis
shack	sadness	0.266	kubo
eternity	sadness	0.266	kawalang-hanggan
remiss	sadness	0.266	pabaya
inconvenient	sadness	0.263	panggulo
restrict	sadness	0.259	paghigpitan
misrepresentation	sadness	0.259	maling representasyon
stagnant	sadness	0.259	stagnant
disservice	sadness	0.258	kasiraan ng serbisyo
wilderness	sadness	0.255	ilang
nosun	sadness	0.255	nosun
backwater	sadness	0.255	backwater
tempest	sadness	0.250	unos
pine	sadness	0.250	pine
humbug	sadness	0.250	humbug
bang	sadness	0.250	putok
speculation	sadness	0.250	haka-haka
labored	sadness	0.250	pinaghirapan
incomplete	sadness	0.250	hindi kumpleto
gullible	sadness	0.250	mapanlinlang
undying	sadness	0.250	walang kamatayan
anchorage	sadness	0.250	anchorage
unexplained	sadness	0.250	hindi maipaliwanag
error	sadness	0.250	pagkakamali
wasteful	sadness	0.250	aksayado
communism	sadness	0.250	komunismo
uneducated	sadness	0.250	walang pinag-aralan
melodrama	sadness	0.242	melodrama
demonstrative	sadness	0.242	demonstrative
rainyday	sadness	0.242	maulan na araw
necessity	sadness	0.236	pangangailangan
boredom	sadness	0.235	pagkabagot
foggy	sadness	0.234	maulap
sentence	sadness	0.234	pangungusap
misty	sadness	0.234	maulap
cancel	sadness	0.234	kanselahin
void	sadness	0.234	walang bisa
cloudy	sadness	0.234	maulap
blockade	sadness	0.234	blockade
pale	sadness	0.234	maputla
trash	sadness	0.234	basura
uninteresting	sadness	0.234	hindi kawili-wili
hollow	sadness	0.234	guwang
healing	sadness	0.234	paglunas
depart	sadness	0.234	umalis
burke	sadness	0.234	burke
warp	sadness	0.234	warp
case	sadness	0.228	kaso
rainy	sadness	0.227	maulan
uninterested	sadness	0.223	walang interes
onerous	sadness	0.223	mabigat
bottom	sadness	0.223	ibaba
fasting	sadness	0.220	pag-aayuno
boooo	sadness	0.219	boooo
dole	sadness	0.219	dole
pious	sadness	0.219	makadiyos
indifference	sadness	0.219	pagwawalang bahala
coping	sadness	0.219	pagharap
discolored	sadness	0.219	kupas ng kulay
thirst	sadness	0.219	pagkauhaw
blunder	sadness	0.219	pagkakamali
cocaine	sadness	0.218	cocaine
tough	sadness	0.212	matigas
revolution	sadness	0.203	rebolusyon
hoary	sadness	0.203	maputi na
chilly	sadness	0.203	malamig
sluggish	sadness	0.203	matamlay
yucky	sadness	0.203	kadiri
fat	sadness	0.203	mataba
lower	sadness	0.203	mas mababa
sprain	sadness	0.203	pilay
chargeable	sadness	0.203	may bayad
arid	sadness	0.203	tigang
wanting	sadness	0.202	kinakapos
progression	sadness	0.201	pag-unlad
closure	sadness	0.195	pagsasara
unbeaten	sadness	0.193	walang talo
rack	sadness	0.188	rack
halter	sadness	0.188	halter
rumor	sadness	0.188	tsismis
tease	sadness	0.188	panunukso
invalid	sadness	0.188	hindi wasto
cataract	sadness	0.188	katarata
meh	sadness	0.188	meh
heartfelt	sadness	0.188	taos puso
retirement	sadness	0.188	pagreretiro
splitting	sadness	0.188	paghahati
interrupted	sadness	0.188	nagambala
oddity	sadness	0.188	kakaiba
cold	sadness	0.188	malamig
veal	sadness	0.188	karne ng baka
concerned	sadness	0.184	nag-aalala
sarcasm	sadness	0.181	uyam
strip	sadness	0.179	hubad
divided	sadness	0.172	hinati
feeling	sadness	0.172	pakiramdam
overload	sadness	0.172	labis na karga
sap	sadness	0.172	katas
memories	sadness	0.172	mga alaala
esteem	sadness	0.172	pagpapahalaga
cupping	sadness	0.172	pagkukusa
eschew	sadness	0.172	umiwas
destination	sadness	0.170	patutunguhan
nosnow	sadness	0.169	walang nyebe
limited	sadness	0.167	limitado
rain	sadness	0.163	ulan
willful	sadness	0.160	sinasadya
untitled	sadness	0.157	walang pamagat
stint	sadness	0.156	stint
cross	sadness	0.156	krus
weeds	sadness	0.156	mga damo
pare	sadness	0.155	pare
snort	sadness	0.154	nguso
procession	sadness	0.152	prusisyon
inconsequential	sadness	0.152	walang kabuluhan
tax	sadness	0.142	buwis
emo	sadness	0.141	emo
tolerate	sadness	0.141	magparaya
mug	sadness	0.141	tabo
overpriced	sadness	0.141	sobrang presyo
weight	sadness	0.141	timbang
touchy	sadness	0.140	touchy
kennel	sadness	0.130	kulungan ng aso
grounded	sadness	0.130	pinagbabatayan
unpaid	sadness	0.125	walang bayad
socialist	sadness	0.125	sosyalista
meek	sadness	0.125	maamo
clouds	sadness	0.125	mga ulap
margin	sadness	0.125	margin
theocratic	sadness	0.125	teokratiko
stillness	sadness	0.125	katahimikan
sisterhood	sadness	0.125	kapatid na babae
terrific	sadness	0.125	napakahusay
commemorate	sadness	0.125	gunitain
late	sadness	0.125	huli na
default	sadness	0.121	default
lace	sadness	0.118	puntas
unpublished	sadness	0.116	hindi nai-publish
interested	sadness	0.114	interesado
fortress	sadness	0.110	kuta
lush	sadness	0.109	malago
harry	sadness	0.109	harry
ultimate	sadness	0.109	panghuli
priesthood	sadness	0.109	pagkasaserdote
orchestra	sadness	0.109	orkestra
rating	sadness	0.109	marka
fleece	sadness	0.109	balahibo ng tupa
sanctify	sadness	0.108	magpabanal
income	sadness	0.100	kita
winning	sadness	0.094	panalo
boo	sadness	0.094	boo
quiet	sadness	0.094	tahimik
sonnet	sadness	0.094	soneto
vainly	sadness	0.091	walang kabuluhan
hug	sadness	0.078	yakap
opera	sadness	0.078	opera
humble	sadness	0.078	mapagpakumbaba
hut	sadness	0.078	kubo
ovation	sadness	0.078	palakpakan
wet	sadness	0.078	basa
motivating	sadness	0.078	nakakaganyak
treat	sadness	0.076	gamutin
hymn	sadness	0.064	himno
honest	sadness	0.062	tapat
relics	sadness	0.061	mga labi
couch	sadness	0.060	sopa
waffle	sadness	0.047	waffle
shell	sadness	0.045	kabibi
musical	sadness	0.045	musikal
savor	sadness	0.034	sarap
napkin	sadness	0.031	napkin
vote	sadness	0.031	bumoto
sing	sadness	0.017	kumanta
mother	sadness	0.016	ina
music	sadness	0.016	musika
nutritious	sadness	0.015	masustansya
lovely	sadness	0.009	kaibig-ibig
sweetheart	sadness	0.000	syota
romance	sadness	0.000	pagmamahalan
liquor	sadness	0.000	alak
art	sadness	0.000	sining
surprise	surprise	0.930	sorpresa
explode	surprise	0.906	sumabog
flabbergast	surprise	0.906	nakakaloka
explosion	surprise	0.898	pagsabog
ambush	surprise	0.883	ambush
explosive	surprise	0.883	pampasabog
eruption	surprise	0.883	pagsabog
surprisingly	surprise	0.875	nakakagulat
startle	surprise	0.875	gugulatin
shockingly	surprise	0.875	nakakabigla
frighten	surprise	0.875	takutin
surprised	surprise	0.867	nagulat
frightened	surprise	0.867	natakot
surprising	surprise	0.867	nakakagulat
outburst	surprise	0.859	pagsabog
thrilling	surprise	0.859	nakakakilig
miracle	surprise	0.859	himala
blast	surprise	0.852	sabog
astonishingly	surprise	0.852	nakakamangha
alarm	surprise	0.852	alarma
shock	surprise	0.844	pagkabigla
thunderstruck	surprise	0.844	tinamaan ng kulog
jolt	surprise	0.844	alog
dazzle	surprise	0.836	masilaw
bang	surprise	0.836	putok
catastrophe	surprise	0.836	sakuna
fright	surprise	0.836	takot
unexpectedly	surprise	0.836	nang hindi inaasahan
startling	surprise	0.828	nakakagulat
suddenly	surprise	0.828	bigla
emergency	surprise	0.828	emergency
bewilderment	surprise	0.828	pagkalito
stunned	surprise	0.820	natulala
astound	surprise	0.820	namamangha
jackpot	surprise	0.812	jackpot
earthquake	surprise	0.812	lindol
disaster	surprise	0.812	sakuna
astonishment	surprise	0.805	pagtataka
climax	surprise	0.805	kasukdulan
aghast	surprise	0.805	sindak
astonish	surprise	0.805	nakakamangha
scare	surprise	0.797	takutin
awestruck	surprise	0.797	namangha
erupt	surprise	0.789	sumabog
bomb	surprise	0.789	bomba
exclaim	surprise	0.789	bulalas
amazement	surprise	0.781	pagkamangha
abduction	surprise	0.773	pagdukot
alarming	surprise	0.773	nakakaalarma
detonate	surprise	0.773	magpasabog
raid	surprise	0.773	pagsalakay
miraculous	surprise	0.773	mapaghimala
invade	surprise	0.773	lusubin
kidnap	surprise	0.766	kidnap
unpredictable	surprise	0.758	hindi mahuhulaan
stupefy	surprise	0.758	nakatulala
dumfound	surprise	0.758	dumfound
overwhelming	surprise	0.758	napakalaki
erratic	surprise	0.750	mali-mali
unimaginable	surprise	0.750	hindi maisip
accident	surprise	0.750	aksidente
outrageous	surprise	0.750	mapangahas
horror	surprise	0.742	katatakutan
amaze	surprise	0.742	humanga
blitz	surprise	0.742	blitz
bewilder	surprise	0.742	nakakalito
flinch	surprise	0.742	kumindat
petrify	surprise	0.742	mabango
wreck	surprise	0.742	pagkawasak
slaughter	surprise	0.742	patayan
frenetic	surprise	0.734	mabalisa
crash	surprise	0.734	bumagsak
frantic	surprise	0.734	galit na galit
stupefaction	surprise	0.734	pagkatulala
excitement	surprise	0.734	pananabik
riotous	surprise	0.727	nagkakagulo
outcry	surprise	0.727	sigaw
vanished	surprise	0.727	naglaho
moonstruck	surprise	0.727	moonstruck
sudden	surprise	0.727	biglaan
awe	surprise	0.719	sindak
scream	surprise	0.719	sigaw
breathless	surprise	0.719	humihingal
sabotage	surprise	0.719	sabotahe
shriek	surprise	0.719	sigaw
unanticipated	surprise	0.719	hindi inaasahan
bewildered	surprise	0.719	naguguluhan
manslaughter	surprise	0.719	pagpatay ng tao
amazedness	surprise	0.719	pagkamangha
rupture	surprise	0.719	pumutok
unexpected	surprise	0.711	hindi inaasahan
electrify	surprise	0.711	magpapakuryente
uncontrollable	surprise	0.711	hindi mapigil
shot	surprise	0.711	binaril
avalanche	surprise	0.711	avalanche
gasp	surprise	0.711	hingal
stun	surprise	0.711	masindak
slam	surprise	0.703	slam
abrupt	surprise	0.703	biglaan
intruder	surprise	0.703	nanghihimasok
unforeseen	surprise	0.703	hindi inaasahan
suspense	surprise	0.703	pananabik
devastation	surprise	0.703	pagkawasak
surge	surprise	0.703	surge
excite	surprise	0.695	excite
dumfounder	surprise	0.695	dumfounder
yell	surprise	0.695	sumigaw
unprecedented	surprise	0.695	hindi pa nagagawa
strike	surprise	0.695	strike
volatility	surprise	0.695	pagkasumpungin
urgent	surprise	0.695	apurahan
stab	surprise	0.695	saksakin
disturbance	surprise	0.688	kaguluhan
carnage	surprise	0.688	patayan
incredible	surprise	0.688	hindi kapani-paniwala
spectacular	surprise	0.688	kagila-gilalas
thrill	surprise	0.680	kiligin
recklessness	surprise	0.680	kawalang-ingat
clamor	surprise	0.680	hiyawan
monstrous	surprise	0.680	napakapangit
slap	surprise	0.680	sampal
inexplicable	surprise	0.672	hindi maipaliwanag
terrorist	surprise	0.672	terorista
exciting	surprise	0.672	kapana-panabik
accidental	surprise	0.672	hindi sinasadya
accidentally	surprise	0.672	hindi sinasadya
striking	surprise	0.672	kapansin-pansin
captivate	surprise	0.672	mabihag
exhilaration	surprise	0.672	katuwaan
topple	surprise	0.664	bumagsak
dire	surprise	0.664	grabe
revolution	surprise	0.664	rebolusyon
volcano	surprise	0.664	bulkan
freakish	surprise	0.664	kakatuwa
revolt	surprise	0.656	pag-aalsa
bloodshed	surprise	0.656	pagdanak ng dugo
sneak	surprise	0.656	palusot
unspeakable	surprise	0.656	hindi masabi
incendiary	surprise	0.656	nagsusunog
epidemic	surprise	0.648	epidemya
violent	surprise	0.648	marahas
disruption	surprise	0.648	pagkagambala
amazingly	surprise	0.648	kamangha-mangha
mutiny	surprise	0.648	pag-aalsa
spellbound	surprise	0.648	nabigla
cyclone	surprise	0.648	bagyo
unsuspecting	surprise	0.648	walang hinala
attacking	surprise	0.648	umaatake
unintended	surprise	0.648	hindi sinasadya
shout	surprise	0.641	sigaw
indescribable	surprise	0.641	hindi mailalarawan
tumult	surprise	0.641	kaguluhan
improvisation	surprise	0.641	improvisasyon
wildfire	surprise	0.641	napakalaking apoy
excitation	surprise	0.641	kaguluhan
screech	surprise	0.641	tili
enthusiasm	surprise	0.641	sigasig
uncertain	surprise	0.633	hindi sigurado
plunder	surprise	0.633	pandarambong
gape	surprise	0.633	nakanganga
treachery	surprise	0.633	pagtataksil
agape	surprise	0.633	agape
anomaly	surprise	0.633	anomalya
presto	surprise	0.633	presto
apparition	surprise	0.633	aparisyon
wonderment	surprise	0.625	pagtataka
slaughtering	surprise	0.625	pagkatay
trick	surprise	0.625	panlilinlang
mystery	surprise	0.625	misteryo
murderous	surprise	0.625	mamamatay tao
distress	surprise	0.625	pagkabalisa
sorcery	surprise	0.625	pangkukulam
excited	surprise	0.625	nasasabik
tempest	surprise	0.625	unos
urgency	surprise	0.625	pagmamadali
inimaginable	surprise	0.617	hindi maisip
intrusive	surprise	0.617	mapanghimasok
quickness	surprise	0.617	kabilisan
intense	surprise	0.617	matindi
trickery	surprise	0.617	panlilinlang
vanish	surprise	0.617	maglaho
prank	surprise	0.617	kalokohan
murder	surprise	0.617	pagpatay
thief	surprise	0.609	magnanakaw
blindfold	surprise	0.609	takip ng mata
unstable	surprise	0.609	hindi matatag
strangle	surprise	0.609	sakalin
coup	surprise	0.609	kudeta
magical	surprise	0.609	mahiwaga
shatter	surprise	0.609	basagin
splash	surprise	0.609	tilamsik
stupor	surprise	0.602	pagkatulala
inconceivable	surprise	0.602	hindi maisip
betray	surprise	0.602	ipagkanulo
defy	surprise	0.602	suwayin
jubilee	surprise	0.602	jubileo
assail	surprise	0.602	pagsalakay
deluge	surprise	0.602	delubyo
tackle	surprise	0.602	harapin
monstrosity	surprise	0.594	kahalimaw
lightning	surprise	0.594	kidlat
stupendous	surprise	0.594	nakakamangha
shrill	surprise	0.594	matinis
mishap	surprise	0.594	sakuna
alerts	surprise	0.594	mga alerto
mysterious	surprise	0.586	mahiwaga
randomly	surprise	0.586	nang random
wild	surprise	0.586	ligaw
deceit	surprise	0.586	panlilinlang
bonus	surprise	0.586	bonus
pitfall	surprise	0.586	patibong
uncanny	surprise	0.586	kataka-taka
wondrous	surprise	0.586	nakakamangha
premature	surprise	0.578	napaaga
stagger	surprise	0.578	pagsuray-suray
rejoicing	surprise	0.578	nagsasaya
godsend	surprise	0.578	kaloob ng diyos
jubilant	surprise	0.578	nagagalak
electric	surprise	0.578	electric
raving	surprise	0.578	nagra-raving
bizarre	surprise	0.578	kakaiba
death	surprise	0.578	kamatayan
fluke	surprise	0.578	kabulastugan
oddity	surprise	0.578	kakaiba
dynamic	surprise	0.570	pabago-bago
dismay	surprise	0.570	pagkabalisa
revenge	surprise	0.570	paghihiganti
nefarious	surprise	0.562	kasuklam-suklam
fascinate	surprise	0.562	mabighani
jerk	surprise	0.562	haltak
ecstatic	surprise	0.562	tuwang-tuwa
reward	surprise	0.562	gantimpala
uncover	surprise	0.562	alisan ng takip
reappear	surprise	0.562	muling lumitaw
zany	surprise	0.555	kalokohan
whim	surprise	0.555	kapritso
thaumaturgy	surprise	0.555	thumaturgy
conjure	surprise	0.555	mag-isip
crescendo	surprise	0.555	crescendo
rescue	surprise	0.547	iligtas
daze	surprise	0.547	tulala
heroism	surprise	0.547	kabayanihan
illuminate	surprise	0.547	lumiwanag
winner	surprise	0.547	nagwagi
ejaculation	surprise	0.547	bulalas
thwart	surprise	0.547	hadlangan
rarity	surprise	0.547	pambihira
unbridled	surprise	0.547	walang pigil
tantalizing	surprise	0.547	mapanukso
punch	surprise	0.539	suntok
cheer	surprise	0.539	magsaya
treason	surprise	0.539	pagtataksil
violation	surprise	0.539	paglabag
celebration	surprise	0.539	pagdiriwang
illusion	surprise	0.539	ilusyon
marvel	surprise	0.539	mamangha
lucky	surprise	0.539	maswerte
lunge	surprise	0.539	lunge
interrupt	surprise	0.539	humarang
insult	surprise	0.539	insulto
concealed	surprise	0.531	nakatago
snag	surprise	0.531	sagabal
sensation	surprise	0.531	pandamdam
banger	surprise	0.531	banger
fearfully	surprise	0.531	nang may takot
affront	surprise	0.531	pagsuway
jest	surprise	0.531	biro
undiscovered	surprise	0.523	hindi natuklasan
liberate	surprise	0.523	palayain
veer	surprise	0.523	lumihis
abandonment	surprise	0.523	pag-abandona
immediacy	surprise	0.523	kamadalian
improvise	surprise	0.523	mag-improvise
victimized	surprise	0.523	nabiktima
scorpion	surprise	0.523	alakdan
majestic	surprise	0.523	maringal
wonder	surprise	0.523	pagtataka
rejoice	surprise	0.523	magalak
tickle	surprise	0.516	kiliti
chance	surprise	0.516	pagkakataon
yelp	surprise	0.516	sumigaw
howl	surprise	0.516	humagulgol
stealthily	surprise	0.516	palihim
unintentionally	surprise	0.508	hindi sinasadya
magnificent	surprise	0.508	kahanga-hanga
reflex	surprise	0.508	reflex
garish	surprise	0.508	makulit
transcendence	surprise	0.508	transendence
rave	surprise	0.508	magmagaling
luck	surprise	0.508	swerte
swerve	surprise	0.508	lumihis
pop	surprise	0.508	pop
enliven	surprise	0.500	buhayin
slayer	surprise	0.500	mamamatay tao
remarkable	surprise	0.500	kapansin-pansin
infrequent	surprise	0.500	madalang
pang	surprise	0.500	pang
erotic	surprise	0.500	erotiko
misbehavior	surprise	0.500	masamang ugali
diversion	surprise	0.500	diversion
heroic	surprise	0.500	kabayanihan
alertness	surprise	0.500	pagiging alerto
marvelous	surprise	0.500	kahanga-hanga
fainting	surprise	0.500	nanghihina
embarrassment	surprise	0.500	kahihiyan
nab	surprise	0.492	nab
birthday	surprise	0.492	kaarawan
camouflage	surprise	0.492	pagbabalatkayo
unutterable	surprise	0.492	hindi mabigkas
chimera	surprise	0.492	chimera
trump	surprise	0.492	magkatakata
decoy	surprise	0.492	pang-aakit
infarct	surprise	0.492	infarct
greatness	surprise	0.492	kadakilaan
exigent	surprise	0.492	kailangan
prick	surprise	0.484	tusok
variable	surprise	0.484	variable
curiosity	surprise	0.484	kuryusidad
daemon	surprise	0.484	demonyo
inexpressible	surprise	0.484	hindi maipahayag
magician	surprise	0.484	salamangkero
underestimate	surprise	0.484	maliitin
fanfare	surprise	0.484	katuwaan
horde	surprise	0.484	kuyog
zeal	surprise	0.484	kasigasigan
incident	surprise	0.477	pangyayari
illumination	surprise	0.477	pag-iilaw
chicane	surprise	0.477	chicane
sneeze	surprise	0.477	bumahing
subversive	surprise	0.477	subersibo
gawk	surprise	0.477	gawk
fortune	surprise	0.477	swerte
strange	surprise	0.477	kakaiba
dreadfully	surprise	0.477	kakila-kilabot
unguarded	surprise	0.477	walang bantay
prowl	surprise	0.469	gumagala
reversal	surprise	0.469	baligtad
wizard	surprise	0.469	wizard
rapid	surprise	0.469	mabilis
leery	surprise	0.469	mapanlinlang
break	surprise	0.461	pahinga
slip	surprise	0.461	madulas
divergent	surprise	0.461	divergent
hilarious	surprise	0.461	nakakatuwa
coincidence	surprise	0.461	pagkakataon
subito	surprise	0.461	subito
overestimate	surprise	0.453	mag-overestimate
ordeal	surprise	0.453	pagsubok
evanescence	surprise	0.453	pag-iwas
merriment	surprise	0.453	katuwaan
raffle	surprise	0.453	raffle
winning	surprise	0.453	panalo
wonderful	surprise	0.453	kahanga-hanga
hoax	surprise	0.453	panloloko
confession	surprise	0.453	pagtatapat
splendid	surprise	0.445	kahanga-hanga
stound	surprise	0.445	tumayo
perchance	surprise	0.445	malamang
excel	surprise	0.445	excel
enthusiast	surprise	0.445	mahilig
gambling	surprise	0.445	pagsusugal
feat	surprise	0.445	feat
laughter	surprise	0.445	tawa
brighten	surprise	0.438	lumiwanag
unique	surprise	0.438	kakaiba
senseless	surprise	0.438	walang sense
changeable	surprise	0.438	nababago
splendor	surprise	0.438	karingalan
rapt	surprise	0.438	rapt
unintentional	surprise	0.438	hindi sinasadya
fascination	surprise	0.430	pagkahumaling
trepidation	surprise	0.430	kaba
lawsuit	surprise	0.430	kaso
gift	surprise	0.430	regalo
stealthy	surprise	0.430	patago
fiesta	surprise	0.430	fiesta
intrigue	surprise	0.430	intriga
delighted	surprise	0.430	natutuwa
judgment	surprise	0.422	paghatol
stealth	surprise	0.422	nakaw
enchant	surprise	0.422	mang-akit
originality	surprise	0.422	pagka-orihinal
riddle	surprise	0.422	bugtong
quicksilver	surprise	0.422	quicksilver
illegitimate	surprise	0.414	hindi lehitimo
experiment	surprise	0.414	eksperimento
elusive	surprise	0.414	mailap
syncope	surprise	0.414	syncope
liberation	surprise	0.414	pagpapalaya
spirits	surprise	0.414	mga espiritu
perjury	surprise	0.414	pagsisinungaling
veracity	surprise	0.414	katotohanan
parade	surprise	0.406	parada
applause	surprise	0.406	palakpakan
inspired	surprise	0.406	inspirasyon
allure	surprise	0.406	pang-akit
eager	surprise	0.406	sabik
gambler	surprise	0.406	sugarol
fete	surprise	0.406	pista
divorce	surprise	0.398	diborsyo
guess	surprise	0.398	hulaan
princely	surprise	0.398	prinsipe
burlesque	surprise	0.398	burlesque
secrecy	surprise	0.398	lihim
incontinence	surprise	0.391	kawalan ng pagpipigil
peri	surprise	0.391	peri
cheerful	surprise	0.391	masayahin
hermaphrodite	surprise	0.391	hermaphrodite
supremacy	surprise	0.391	pangingibabaw
aspiration	surprise	0.391	hangad
buck	surprise	0.383	buck
lose	surprise	0.383	mawala
cadaver	surprise	0.383	bangkay
crowning	surprise	0.383	pagpaparangal
praiseworthy	surprise	0.383	kapuri-puri
inheritance	surprise	0.383	mana
score	surprise	0.383	puntos
gulp	surprise	0.375	lagok
camouflaged	surprise	0.375	naka-camouflag
advance	surprise	0.375	advance
succeed	surprise	0.375	magtagumpay
frisky	surprise	0.375	malikot
mystic	surprise	0.375	mistiko
compliment	surprise	0.375	papuri
hope	surprise	0.367	pag-asa
joker	surprise	0.367	joker
sparkle	surprise	0.367	kislap
excavation	surprise	0.367	paghuhukay
sensual	surprise	0.367	sensual
entertainment	surprise	0.359	Aliwan
feeling	surprise	0.359	pakiramdam
modify	surprise	0.352	baguhin
blessings	surprise	0.352	pagpapala
newcomer	surprise	0.352	bagong dating
obit	surprise	0.352	obit
postponement	surprise	0.352	pagpapaliban
award	surprise	0.352	parangal
clown	surprise	0.352	payaso
highest	surprise	0.344	pinakamataas
hero	surprise	0.344	bayani
glorify	surprise	0.344	luwalhatiin
proficiency	surprise	0.344	kahusayan
start	surprise	0.344	simulan
wonderfully	surprise	0.344	kamangha-mangha
celebrity	surprise	0.344	tanyag na tao
rekindle	surprise	0.336	muling magpainit
optimism	surprise	0.336	optimismo
sanctify	surprise	0.336	magpabanal
unbeaten	surprise	0.336	walang talo
prodigious	surprise	0.336	kahanga-hanga
grin	surprise	0.336	ngumisi
memorable	surprise	0.336	hindi malilimutan
warned	surprise	0.336	binalaan
dissolution	surprise	0.336	pagkalusaw
hypertrophy	surprise	0.328	hypertrophy
admiration	surprise	0.328	paghanga
examination	surprise	0.320	pagsusuri
angel	surprise	0.320	anghel
present	surprise	0.320	kasalukuyan
catch	surprise	0.320	mahuli
hap	surprise	0.320	hap
saint	surprise	0.312	santo
embrace	surprise	0.312	yakapin
flirt	surprise	0.312	lumandi
puma	surprise	0.312	puma
kiss	surprise	0.312	halikan
liberty	surprise	0.312	kalayaan
scrimmage	surprise	0.312	scrimmage
treat	surprise	0.312	gamutin
inaffable	surprise	0.312	hindi masabi
occasional	surprise	0.312	paminsan-minsan
dismissal	surprise	0.312	pagpapaalis
perfection	surprise	0.305	pagiging perpekto
saintly	surprise	0.305	banal
gratify	surprise	0.305	bigyang kasiyahan
generosity	surprise	0.305	pagkabukas-palad
sally	surprise	0.305	sally
palpable	surprise	0.297	nadadamay
finally	surprise	0.297	sa wakas
differently	surprise	0.297	iba
polarity	surprise	0.297	polarity
ceremony	surprise	0.297	seremonya
favorable	surprise	0.297	kanais-nais
larger	surprise	0.297	mas malaki
warn	surprise	0.297	balaan
medal	surprise	0.289	medalya
romance	surprise	0.289	pagmamahalan
inviting	surprise	0.289	nag-aanyaya
greeting	surprise	0.289	pagbati
resignation	surprise	0.281	pagbibitiw
accolade	surprise	0.281	parangal
labor	surprise	0.281	paggawa
candid	surprise	0.281	tapat
trip	surprise	0.281	trip
stare	surprise	0.273	titigan
admire	surprise	0.266	humanga
glimmer	surprise	0.266	kumislap
playful	surprise	0.266	mapaglaro
somatic	surprise	0.266	somatic
festival	surprise	0.266	pagdiriwang
mimicry	surprise	0.266	panggagaya
insolvency	surprise	0.266	insolvency
immerse	surprise	0.266	isawsaw
invite	surprise	0.266	mag-anyaya
compensate	surprise	0.266	bayaran
receiving	surprise	0.258	tumatanggap
complement	surprise	0.258	pandagdag
chuckle	surprise	0.258	tumawa
laugh	surprise	0.258	tumawa
hypothesis	surprise	0.258	hypothesis
honeymoon	surprise	0.250	hanimun
opera	surprise	0.242	opera
pleasant	surprise	0.242	kaaya-aya
marry	surprise	0.242	magpakasal
independence	surprise	0.242	pagsasarili
chant	surprise	0.234	umawit
holiness	surprise	0.234	kabanalan
assessment	surprise	0.234	pagtatasa
rhythmical	surprise	0.234	maindayog
hopeful	surprise	0.234	umaasa
leave	surprise	0.234	umalis
trophy	surprise	0.234	tropeo
deal	surprise	0.227	deal
procession	surprise	0.227	prusisyon
placard	surprise	0.227	plakard
shopping	surprise	0.219	pamimili
musical	surprise	0.219	musikal
cherish	surprise	0.219	pahalagahan
good	surprise	0.219	mabuti
dawn	surprise	0.211	madaling araw
simplify	surprise	0.211	pasimplehin
shell	surprise	0.211	kabibi
morals	surprise	0.203	moral
money	surprise	0.203	pera
nullify	surprise	0.203	magpawalang-bisa
purity	surprise	0.203	kadalisayan
sweet	surprise	0.203	matamis
synchronize	surprise	0.195	pagsabayin
precious	surprise	0.195	mahalaga
humanitarian	surprise	0.195	makatao
preservative	surprise	0.195	pang-imbak
unfulfilled	surprise	0.195	hindi natupad
obliging	surprise	0.188	nagpapautang
singularly	surprise	0.188	isahan
graduation	surprise	0.180	graduation
foresee	surprise	0.180	mahulaan
pray	surprise	0.180	manalangin
lovely	surprise	0.180	kaibig-ibig
thirst	surprise	0.172	pagkauhaw
mouth	surprise	0.172	bibig
youth	surprise	0.172	kabataan
sun	surprise	0.172	araw
art	surprise	0.172	sining
goodness	surprise	0.164	kabutihan
latent	surprise	0.156	tago
visor	surprise	0.156	visor
overdue	surprise	0.156	overdue na
practiced	surprise	0.156	nagpraktis
loyal	surprise	0.148	tapat
expect	surprise	0.148	asahan
wireless	surprise	0.148	wireless
destination	surprise	0.148	patutunguhan
infant	surprise	0.141	sanggol
cream	surprise	0.141	cream
slush	surprise	0.141	slush
quote	surprise	0.141	quote
playground	surprise	0.133	palaruan
vote	surprise	0.125	bumoto
teach	surprise	0.125	turo
organization	surprise	0.125	organisasyon
dolphin	surprise	0.117	dolphin
weight	surprise	0.117	timbang
smile	surprise	0.117	ngumiti
sisterhood	surprise	0.109	kapatid na babae
cable	surprise	0.109	kable
sunny	surprise	0.102	maaraw
steady	surprise	0.094	matatag
peaceful	surprise	0.086	mapayapa
spa	surprise	0.086	spa
leisure	surprise	0.086	paglilibang
picnic	surprise	0.078	piknik
tree	surprise	0.078	puno
worm	surprise	0.055	uod
truthfulness	trust	0.906	pagiging totoo
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	mapagkakatiwalaan
honor	trust	0.844	karangalan
honesty	trust	0.844	katapatan
honest	trust	0.844	tapat
truth	trust	0.844	katotohanan
truthful	trust	0.836	makatotohanan
trusting	trust	0.836	nagtitiwala
brotherhood	trust	0.820	kapatiran
entrust	trust	0.812	ipagkatiwala
