English Word	Emotion	Emotion-Intensity-Score	Esperanto Word
eternity	sadness	0.266	eterneco
remiss	sadness	0.266	remis
inconvenient	sadness	0.263	maloportuna
restrict	sadness	0.259	limigi
misrepresentation	sadness	0.259	misprezento
stagnant	sadness	0.259	stagna
disservice	sadness	0.258	misservo
wilderness	sadness	0.255	dezerto
nosun	sadness	0.255	nosun
backwater	sadness	0.255	malfluo
tempest	sadness	0.250	tempesto
pine	sadness	0.250	pino
humbug	sadness	0.250	humbug
bang	sadness	0.250	bang
speculation	sadness	0.250	spekulado
labored	sadness	0.250	laboris
incomplete	sadness	0.250	nekompleta
gullible	sadness	0.250	kredema
undying	sadness	0.250	senmorta
anchorage	sadness	0.250	ankrejo
unexplained	sadness	0.250	neklarigita
error	sadness	0.250	eraro
wasteful	sadness	0.250	malŝparema
communism	sadness	0.250	komunismo
uneducated	sadness	0.250	neklera
melodrama	sadness	0.242	melodramo
demonstrative	sadness	0.242	demonstrativo
rainyday	sadness	0.242	pluva tago
necessity	sadness	0.236	neceso
boredom	sadness	0.235	enuo
foggy	sadness	0.234	nebula
sentence	sadness	0.234	frazo
misty	sadness	0.234	nebula
cancel	sadness	0.234	nuligi
void	sadness	0.234	malplena
cloudy	sadness	0.234	nuba
blockade	sadness	0.234	blokado
pale	sadness	0.234	pala
trash	sadness	0.234	rubujo
uninteresting	sadness	0.234	neinteresa
hollow	sadness	0.234	kava
healing	sadness	0.234	resanigo
depart	sadness	0.234	foriri
burke	sadness	0.234	burke
warp	sadness	0.234	warp
case	sadness	0.228	kazo
rainy	sadness	0.227	pluva
uninterested	sadness	0.223	neinteresita
onerous	sadness	0.223	peniga
bottom	sadness	0.223	fundo
fasting	sadness	0.220	fastado
boooo	sadness	0.219	buu
dole	sadness	0.219	dole
pious	sadness	0.219	pia
indifference	sadness	0.219	indiferenteco
coping	sadness	0.219	elteni
discolored	sadness	0.219	senkolorigita
thirst	sadness	0.219	soifo
blunder	sadness	0.219	fuŝo
cocaine	sadness	0.218	kokaino
tough	sadness	0.212	malmola
revolution	sadness	0.203	revolucio
hoary	sadness	0.203	rugxa
chilly	sadness	0.203	malvarmeta
sluggish	sadness	0.203	malvigla
yucky	sadness	0.203	aĉa
fat	sadness	0.203	graso
lower	sadness	0.203	pli malalta
sprain	sadness	0.203	tordiĝo
chargeable	sadness	0.203	pagenda
arid	sadness	0.203	arida
wanting	sadness	0.202	volante
progression	sadness	0.201	progresado
closure	sadness	0.195	fermo
unbeaten	sadness	0.193	nevenkita
rack	sadness	0.188	rako
halter	sadness	0.188	halter
rumor	sadness	0.188	onidiro
tease	sadness	0.188	inciteti
invalid	sadness	0.188	nevalida
cataract	sadness	0.188	katarakto
meh	sadness	0.188	meh
heartfelt	sadness	0.188	elkore
retirement	sadness	0.188	izoliteco
splitting	sadness	0.188	disigo
interrupted	sadness	0.188	interrompis
oddity	sadness	0.188	strangaĵo
cold	sadness	0.188	malvarma
veal	sadness	0.188	bovido
concerned	sadness	0.184	koncernita
sarcasm	sadness	0.181	sarkasmo
strip	sadness	0.179	strio
divided	sadness	0.172	dividita
feeling	sadness	0.172	sento
overload	sadness	0.172	troŝarĝo
sap	sadness	0.172	suko
memories	sadness	0.172	memoroj
esteem	sadness	0.172	estimo
cupping	sadness	0.172	tasado
eschew	sadness	0.172	eviti
destination	sadness	0.170	destino
nosnow	sadness	0.169	nosnow
limited	sadness	0.167	limigita
rain	sadness	0.163	pluvo
willful	sadness	0.160	volonte
untitled	sadness	0.157	sentitola
stint	sadness	0.156	deĵoro
cross	sadness	0.156	kruco
weeds	sadness	0.156	fiherboj
pare	sadness	0.155	pare
snort	sadness	0.154	snufi
procession	sadness	0.152	procesio
inconsequential	sadness	0.152	senkonsekvenca
tax	sadness	0.142	imposto
emo	sadness	0.141	emo
tolerate	sadness	0.141	toleri
mug	sadness	0.141	mug
overpriced	sadness	0.141	troprezigita
weight	sadness	0.141	pezo
touchy	sadness	0.140	kortuŝa
kennel	sadness	0.130	hundejo
grounded	sadness	0.130	surterigita
unpaid	sadness	0.125	nepagitaj
socialist	sadness	0.125	socialisto
meek	sadness	0.125	milda
clouds	sadness	0.125	nuboj
margin	sadness	0.125	marĝeno
theocratic	sadness	0.125	teokratia
stillness	sadness	0.125	kvieto
sisterhood	sadness	0.125	fratineco
terrific	sadness	0.125	terura
commemorate	sadness	0.125	memorfesti
late	sadness	0.125	malfrue
default	sadness	0.121	defaŭlte
lace	sadness	0.118	punto
unpublished	sadness	0.116	neeldonita
interested	sadness	0.114	interesita
fortress	sadness	0.110	fortikaĵo
lush	sadness	0.109	abunda
harry	sadness	0.109	harry
ultimate	sadness	0.109	finfina
priesthood	sadness	0.109	pastraro
orchestra	sadness	0.109	orkestro
rating	sadness	0.109	taksado
fleece	sadness	0.109	lanugo
sanctify	sadness	0.108	sanktigi
income	sadness	0.100	enspezo
winning	sadness	0.094	venkanta
boo	sadness	0.094	buu
quiet	sadness	0.094	trankvila
sonnet	sadness	0.094	soneto
vainly	sadness	0.091	vane
hug	sadness	0.078	brakumo
opera	sadness	0.078	opero
humble	sadness	0.078	humila
hut	sadness	0.078	kabano
ovation	sadness	0.078	ovacio
wet	sadness	0.078	malseka
motivating	sadness	0.078	instigi
treat	sadness	0.076	trakti
hymn	sadness	0.064	himno
honest	sadness	0.062	honesta
relics	sadness	0.061	relikvoj
couch	sadness	0.060	kanapo
waffle	sadness	0.047	vaflo
shell	sadness	0.045	ŝelo
musical	sadness	0.045	muzika
savor	sadness	0.034	gustumi
napkin	sadness	0.031	buŝtuko
vote	sadness	0.031	voĉdono
sing	sadness	0.017	kanti
mother	sadness	0.016	patrino
music	sadness	0.016	muziko
nutritious	sadness	0.015	nutra
lovely	sadness	0.009	Amindaj
sweetheart	sadness	0.000	karulino
romance	sadness	0.000	enamiĝo
liquor	sadness	0.000	likvoro
art	sadness	0.000	arto
surprise	surprise	0.930	surprizo
explode	surprise	0.906	eksplodi
flabbergast	surprise	0.906	surprizita
explosion	surprise	0.898	eksplodo
ambush	surprise	0.883	embusko
explosive	surprise	0.883	eksplodema
eruption	surprise	0.883	erupcio
surprisingly	surprise	0.875	surprize
startle	surprise	0.875	ektimigi
shockingly	surprise	0.875	ŝoke
frighten	surprise	0.875	timigi
surprised	surprise	0.867	surprizita
frightened	surprise	0.867	timigita
surprising	surprise	0.867	surprize
outburst	surprise	0.859	eksplodo
thrilling	surprise	0.859	ekscita
miracle	surprise	0.859	miraklo
blast	surprise	0.852	eksplodo
astonishingly	surprise	0.852	mirige
alarm	surprise	0.852	alarmo
shock	surprise	0.844	ŝoko
thunderstruck	surprise	0.844	fulmotondro
jolt	surprise	0.844	skuo
dazzle	surprise	0.836	blindigi
bang	surprise	0.836	bang
catastrophe	surprise	0.836	katastrofo
fright	surprise	0.836	ektimo
unexpectedly	surprise	0.836	neatendite
startling	surprise	0.828	surpriza
suddenly	surprise	0.828	subite
emergency	surprise	0.828	krizo
bewilderment	surprise	0.828	konfuzo
stunned	surprise	0.820	miregigita
astound	surprise	0.820	mirigi
jackpot	surprise	0.812	jackpot
earthquake	surprise	0.812	tertremo
disaster	surprise	0.812	katastrofo
astonishment	surprise	0.805	miro
climax	surprise	0.805	kulmino
aghast	surprise	0.805	konsternita
astonish	surprise	0.805	mirigi
scare	surprise	0.797	timigi
awestruck	surprise	0.797	mirigita
erupt	surprise	0.789	erupcii
bomb	surprise	0.789	bombo
exclaim	surprise	0.789	ekkrii
amazement	surprise	0.781	miro
abduction	surprise	0.773	forkapto
alarming	surprise	0.773	alarmante
detonate	surprise	0.773	detonacii
raid	surprise	0.773	raid
miraculous	surprise	0.773	mirakla
invade	surprise	0.773	invadi
kidnap	surprise	0.766	kidnapo
unpredictable	surprise	0.758	neantaŭvidebla
stupefy	surprise	0.758	stupefia
dumfound	surprise	0.758	surprizita
overwhelming	surprise	0.758	superforta
erratic	surprise	0.750	erara
unimaginable	surprise	0.750	neimagebla
accident	surprise	0.750	akcidento
outrageous	surprise	0.750	skandala
horror	surprise	0.742	teruro
amaze	surprise	0.742	mirigi
blitz	surprise	0.742	blitz
bewilder	surprise	0.742	konfuziga
flinch	surprise	0.742	ektiri
petrify	surprise	0.742	ŝtonigi
wreck	surprise	0.742	vrako
slaughter	surprise	0.742	buĉado
frenetic	surprise	0.734	furioza
crash	surprise	0.734	kraŝo
frantic	surprise	0.734	freneza
stupefaction	surprise	0.734	stupefaco
excitement	surprise	0.734	ekscito
riotous	surprise	0.727	tumulta
outcry	surprise	0.727	kriego
vanished	surprise	0.727	malaperis
moonstruck	surprise	0.727	lunofrapita
sudden	surprise	0.727	subite
awe	surprise	0.719	respekto
scream	surprise	0.719	krii
breathless	surprise	0.719	senspira
sabotage	surprise	0.719	sabotado
shriek	surprise	0.719	krii
unanticipated	surprise	0.719	neantaŭvidite
bewildered	surprise	0.719	konfuzita
manslaughter	surprise	0.719	mortigo
amazedness	surprise	0.719	miro
rupture	surprise	0.719	rompo
unexpected	surprise	0.711	Neatendita
electrify	surprise	0.711	elektrigi
uncontrollable	surprise	0.711	neregebla
shot	surprise	0.711	pafis
avalanche	surprise	0.711	lavango
gasp	surprise	0.711	anhelo
stun	surprise	0.711	miregigi
slam	surprise	0.703	slam
abrupt	surprise	0.703	abrupta
intruder	surprise	0.703	entrudulo
unforeseen	surprise	0.703	neantaŭvidita
suspense	surprise	0.703	suspenso
devastation	surprise	0.703	ruiniĝo
surge	surprise	0.703	ondego
excite	surprise	0.695	eksciti
dumfounder	surprise	0.695	dumfounder
yell	surprise	0.695	krii
unprecedented	surprise	0.695	senprecedenca
strike	surprise	0.695	striki
volatility	surprise	0.695	volatilo
urgent	surprise	0.695	urĝa
stab	surprise	0.695	ponardi
disturbance	surprise	0.688	perturbo
carnage	surprise	0.688	buĉado
incredible	surprise	0.688	nekredebla
spectacular	surprise	0.688	sensacia
thrill	surprise	0.680	emocio
recklessness	surprise	0.680	malzorgemo
clamor	surprise	0.680	krio
monstrous	surprise	0.680	monstra
slap	surprise	0.680	vangofrapi
inexplicable	surprise	0.672	neklarigebla
terrorist	surprise	0.672	teroristo
exciting	surprise	0.672	ekscita
accidental	surprise	0.672	hazarde
accidentally	surprise	0.672	akcidente
striking	surprise	0.672	frapanta
captivate	surprise	0.672	allogi
exhilaration	surprise	0.672	ĝojo
topple	surprise	0.664	renversi
dire	surprise	0.664	dire
revolution	surprise	0.664	revolucio
volcano	surprise	0.664	vulkano
freakish	surprise	0.664	freneza
revolt	surprise	0.656	ribelo
bloodshed	surprise	0.656	sangoverŝado
sneak	surprise	0.656	ŝteliri
unspeakable	surprise	0.656	nedirebla
incendiary	surprise	0.656	incendiema
epidemic	surprise	0.648	epidemia
violent	surprise	0.648	perforta
disruption	surprise	0.648	interrompo
amazingly	surprise	0.648	mirinde
mutiny	surprise	0.648	ribelo
spellbound	surprise	0.648	sorĉita
cyclone	surprise	0.648	ciklono
unsuspecting	surprise	0.648	nesuspektinda
attacking	surprise	0.648	atakante
unintended	surprise	0.648	neintencita
shout	surprise	0.641	krii
indescribable	surprise	0.641	nepriskribebla
tumult	surprise	0.641	tumulto
improvisation	surprise	0.641	improvizo
wildfire	surprise	0.641	sovaĝa fajro
excitation	surprise	0.641	ekscito
screech	surprise	0.641	krii
enthusiasm	surprise	0.641	entuziasmo
uncertain	surprise	0.633	malcerta
plunder	surprise	0.633	rabi
gape	surprise	0.633	gape
treachery	surprise	0.633	perfido
agape	surprise	0.633	agape
anomaly	surprise	0.633	anomalio
presto	surprise	0.633	presto
apparition	surprise	0.633	apero
wonderment	surprise	0.625	miro
slaughtering	surprise	0.625	buĉado
trick	surprise	0.625	ruzo
mystery	surprise	0.625	mistero
murderous	surprise	0.625	murdema
distress	surprise	0.625	mizero
sorcery	surprise	0.625	sorĉado
excited	surprise	0.625	ekscitita
tempest	surprise	0.625	tempesto
urgency	surprise	0.625	urĝeco
inimaginable	surprise	0.617	neimagebla
intrusive	surprise	0.617	trudema
quickness	surprise	0.617	rapideco
intense	surprise	0.617	intensa
trickery	surprise	0.617	trompo
vanish	surprise	0.617	malaperi
prank	surprise	0.617	petolo
murder	surprise	0.617	murdo
thief	surprise	0.609	ŝtelisto
blindfold	surprise	0.609	tukblindadis
unstable	surprise	0.609	malstabila
strangle	surprise	0.609	strangoli
coup	surprise	0.609	puĉo
magical	surprise	0.609	magia
shatter	surprise	0.609	frakasi
splash	surprise	0.609	ŝprucigi
stupor	surprise	0.602	stuporo
inconceivable	surprise	0.602	neimagebla
betray	surprise	0.602	perfidi
defy	surprise	0.602	defii
jubilee	surprise	0.602	jubileo
assail	surprise	0.602	ataki
deluge	surprise	0.602	diluvo
tackle	surprise	0.602	pritrakti
monstrosity	surprise	0.594	monstreco
lightning	surprise	0.594	fulmo
stupendous	surprise	0.594	mirinda
shrill	surprise	0.594	akra
mishap	surprise	0.594	malbonŝanco
alerts	surprise	0.594	atentigoj
mysterious	surprise	0.586	mistera
randomly	surprise	0.586	hazarde
wild	surprise	0.586	sovaĝa
deceit	surprise	0.586	trompo
bonus	surprise	0.586	bonuso
pitfall	surprise	0.586	kaptilo
uncanny	surprise	0.586	stranga
wondrous	surprise	0.586	mirinda
premature	surprise	0.578	trofrua
stagger	surprise	0.578	ŝanceliĝi
rejoicing	surprise	0.578	ĝojante
godsend	surprise	0.578	dieco
jubilant	surprise	0.578	jubilanta
electric	surprise	0.578	elektra
raving	surprise	0.578	delirante
bizarre	surprise	0.578	bizara
death	surprise	0.578	morto
fluke	surprise	0.578	hazardo
oddity	surprise	0.578	strangaĵo
dynamic	surprise	0.570	dinamika
dismay	surprise	0.570	teruro
revenge	surprise	0.570	venĝo
nefarious	surprise	0.562	malbonvola
fascinate	surprise	0.562	fascini
jerk	surprise	0.562	ŝerco
ecstatic	surprise	0.562	ekstaza
reward	surprise	0.562	rekompenco
uncover	surprise	0.562	malkovri
reappear	surprise	0.562	reaperi
zany	surprise	0.555	freneza
whim	surprise	0.555	kaprico
thaumaturgy	surprise	0.555	taumaturgio
conjure	surprise	0.555	elvoki
crescendo	surprise	0.555	crescendo
rescue	surprise	0.547	savo
daze	surprise	0.547	daze
heroism	surprise	0.547	heroeco
illuminate	surprise	0.547	lumigi
winner	surprise	0.547	venkinto
ejaculation	surprise	0.547	ejakulado
thwart	surprise	0.547	malhelpi
rarity	surprise	0.547	maloftaĵo
unbridled	surprise	0.547	senbrida
tantalizing	surprise	0.547	tentante
punch	surprise	0.539	pugnobato
cheer	surprise	0.539	gajigi
treason	surprise	0.539	perfido
violation	surprise	0.539	malobservo
celebration	surprise	0.539	festo
illusion	surprise	0.539	iluzio
marvel	surprise	0.539	miri
lucky	surprise	0.539	bonŝanca
lunge	surprise	0.539	ĵeto
interrupt	surprise	0.539	interrompi
insult	surprise	0.539	insulto
concealed	surprise	0.531	kaŝita
snag	surprise	0.531	kraĉo
sensation	surprise	0.531	sento
banger	surprise	0.531	banger
fearfully	surprise	0.531	timeme
affront	surprise	0.531	ofendo
jest	surprise	0.531	ŝerco
undiscovered	surprise	0.523	nemalkovrita
liberate	surprise	0.523	liberigi
veer	surprise	0.523	deturni
abandonment	surprise	0.523	forlaso
immediacy	surprise	0.523	tujeco
improvise	surprise	0.523	improvizi
victimized	surprise	0.523	viktimigita
scorpion	surprise	0.523	skorpio
majestic	surprise	0.523	majesta
wonder	surprise	0.523	miro
rejoice	surprise	0.523	ĝoju
tickle	surprise	0.516	tikli
chance	surprise	0.516	ŝanco
yelp	surprise	0.516	jelp
howl	surprise	0.516	hurli
stealthily	surprise	0.516	ŝtele
unintentionally	surprise	0.508	neintence
magnificent	surprise	0.508	grandioza
reflex	surprise	0.508	reflekso
garish	surprise	0.508	ĉagreno
transcendence	surprise	0.508	transcendeco
rave	surprise	0.508	rave
luck	surprise	0.508	ŝanco
swerve	surprise	0.508	deflankiĝi
pop	surprise	0.508	popo
enliven	surprise	0.500	vigligi
slayer	surprise	0.500	mortiginto
remarkable	surprise	0.500	rimarkinda
infrequent	surprise	0.500	malofta
pang	surprise	0.500	pang
erotic	surprise	0.500	erotika
misbehavior	surprise	0.500	miskonduto
diversion	surprise	0.500	distraĵo
heroic	surprise	0.500	heroa
alertness	surprise	0.500	vigleco
marvelous	surprise	0.500	mirinda
fainting	surprise	0.500	svenante
embarrassment	surprise	0.500	embaraso
nab	surprise	0.492	nab
birthday	surprise	0.492	naskiĝtago
camouflage	surprise	0.492	kamufli
unutterable	surprise	0.492	nedirebla
chimera	surprise	0.492	ĥimero
trump	surprise	0.492	atuto
decoy	surprise	0.492	forlogaĵo
infarct	surprise	0.492	infarkto
greatness	surprise	0.492	grandeco
exigent	surprise	0.492	postulema
prick	surprise	0.484	piki
variable	surprise	0.484	variablo
curiosity	surprise	0.484	scivolemo
daemon	surprise	0.484	demono
inexpressible	surprise	0.484	neesprimebla
magician	surprise	0.484	magiisto
underestimate	surprise	0.484	subtaksi
fanfare	surprise	0.484	fanfaro
horde	surprise	0.484	hordo
zeal	surprise	0.484	fervoro
incident	surprise	0.477	okazaĵo
illumination	surprise	0.477	lumigado
chicane	surprise	0.477	chicane
sneeze	surprise	0.477	terni
subversive	surprise	0.477	subfosa
gawk	surprise	0.477	gawk
fortune	surprise	0.477	fortuno
strange	surprise	0.477	stranga
dreadfully	surprise	0.477	terure
unguarded	surprise	0.477	sengarda
prowl	surprise	0.469	prowl
reversal	surprise	0.469	renverso
wizard	surprise	0.469	sorĉisto
rapid	surprise	0.469	rapida
leery	surprise	0.469	malkontenta
break	surprise	0.461	rompi
slip	surprise	0.461	gliti
divergent	surprise	0.461	diverĝa
hilarious	surprise	0.461	ridiga
coincidence	surprise	0.461	koincido
subito	surprise	0.461	tuj
overestimate	surprise	0.453	supertaksi
ordeal	surprise	0.453	suferado
evanescence	surprise	0.453	evanesko
merriment	surprise	0.453	gajeco
raffle	surprise	0.453	loterio
winning	surprise	0.453	venkanta
wonderful	surprise	0.453	mirinda
hoax	surprise	0.453	trompo
confession	surprise	0.453	konfeso
splendid	surprise	0.445	belega
stound	surprise	0.445	stari
perchance	surprise	0.445	eble
excel	surprise	0.445	excel
enthusiast	surprise	0.445	entuziasmulo
gambling	surprise	0.445	hazardludo
feat	surprise	0.445	feat
laughter	surprise	0.445	ridado
brighten	surprise	0.438	heligi
unique	surprise	0.438	unika
senseless	surprise	0.438	sensenca
changeable	surprise	0.438	ŝanĝebla
splendor	surprise	0.438	splendo
rapt	surprise	0.438	ravita
unintentional	surprise	0.438	neintence
fascination	surprise	0.430	fascino
trepidation	surprise	0.430	maltrankvilo
lawsuit	surprise	0.430	proceso
gift	surprise	0.430	donaco
stealthy	surprise	0.430	ŝtele
fiesta	surprise	0.430	festo
intrigue	surprise	0.430	intrigi
delighted	surprise	0.430	ĝojis
judgment	surprise	0.422	juĝo
stealth	surprise	0.422	kaŝe
enchant	surprise	0.422	sorĉi
originality	surprise	0.422	originaleco
riddle	surprise	0.422	enigmo
quicksilver	surprise	0.422	viglajro
illegitimate	surprise	0.414	nelegitima
experiment	surprise	0.414	eksperimento
elusive	surprise	0.414	evitebla
syncope	surprise	0.414	sinkopo
liberation	surprise	0.414	liberigo
spirits	surprise	0.414	spiritoj
perjury	surprise	0.414	falsĵuro
veracity	surprise	0.414	vereco
parade	surprise	0.406	parado
applause	surprise	0.406	aplaŭdo
inspired	surprise	0.406	inspirita
allure	surprise	0.406	alloge
eager	surprise	0.406	avida
gambler	surprise	0.406	hazardludanto
fete	surprise	0.406	festo
divorce	surprise	0.398	eksedziĝo
guess	surprise	0.398	diveni
princely	surprise	0.398	princa
burlesque	surprise	0.398	burleska
secrecy	surprise	0.398	sekreteco
incontinence	surprise	0.391	incontinenteco
peri	surprise	0.391	peri
cheerful	surprise	0.391	gaja
hermaphrodite	surprise	0.391	hermafrodito
supremacy	surprise	0.391	supereco
aspiration	surprise	0.391	aspiro
buck	surprise	0.383	dolaro
lose	surprise	0.383	perdi
cadaver	surprise	0.383	kadavro
crowning	surprise	0.383	kronon
praiseworthy	surprise	0.383	laŭdinda
inheritance	surprise	0.383	heredo
score	surprise	0.383	poentaro
gulp	surprise	0.375	glup
camouflaged	surprise	0.375	kamuflita
advance	surprise	0.375	antaŭeniĝo
succeed	surprise	0.375	sukcesi
frisky	surprise	0.375	ŝanceliĝema
mystic	surprise	0.375	mistikulo
compliment	surprise	0.375	komplimento
hope	surprise	0.367	espero
joker	surprise	0.367	ŝercisto
sparkle	surprise	0.367	ekbrili
excavation	surprise	0.367	elfosado
sensual	surprise	0.367	malĉasta
entertainment	surprise	0.359	distro
feeling	surprise	0.359	sento
modify	surprise	0.352	modifi
blessings	surprise	0.352	benojn
newcomer	surprise	0.352	novulo
obit	surprise	0.352	obit
postponement	surprise	0.352	prokrasto
award	surprise	0.352	premio
clown	surprise	0.352	klaŭno
highest	surprise	0.344	plej alta
hero	surprise	0.344	heroo
glorify	surprise	0.344	glori
proficiency	surprise	0.344	scipovo
start	surprise	0.344	komenci
wonderfully	surprise	0.344	mirinde
celebrity	surprise	0.344	famulo
rekindle	surprise	0.336	rebruligi
optimism	surprise	0.336	optimismo
sanctify	surprise	0.336	sanktigi
unbeaten	surprise	0.336	nevenkita
prodigious	surprise	0.336	mirinda
grin	surprise	0.336	grin
memorable	surprise	0.336	memorinda
warned	surprise	0.336	avertis
dissolution	surprise	0.336	malfondo
hypertrophy	surprise	0.328	hipertrofio
admiration	surprise	0.328	admiro
examination	surprise	0.320	ekzameno
angel	surprise	0.320	anĝelo
present	surprise	0.320	ĉeestanta
catch	surprise	0.320	kapti
hap	surprise	0.320	hap
saint	surprise	0.312	sanktulo
embrace	surprise	0.312	brakumi
flirt	surprise	0.312	flirti
puma	surprise	0.312	pumo
kiss	surprise	0.312	kiso
liberty	surprise	0.312	libereco
scrimmage	surprise	0.312	manbatalo
treat	surprise	0.312	trakti
inaffable	surprise	0.312	neafabla
occasional	surprise	0.312	okaza
dismissal	surprise	0.312	maldungo
perfection	surprise	0.305	perfekteco
saintly	surprise	0.305	sankta
gratify	surprise	0.305	kontentigi
generosity	surprise	0.305	malavareco
sally	surprise	0.305	sally
palpable	surprise	0.297	palpebla
finally	surprise	0.297	fine
differently	surprise	0.297	alimaniere
polarity	surprise	0.297	poluseco
ceremony	surprise	0.297	ceremonio
favorable	surprise	0.297	favora
larger	surprise	0.297	pli granda
warn	surprise	0.297	averti
medal	surprise	0.289	medalo
romance	surprise	0.289	enamiĝo
inviting	surprise	0.289	invitante
greeting	surprise	0.289	saluton
resignation	surprise	0.281	rezigno
accolade	surprise	0.281	laŭdon
labor	surprise	0.281	laboro
candid	surprise	0.281	sincera
trip	surprise	0.281	vojaĝo
stare	surprise	0.273	fiksrigardi
admire	surprise	0.266	admiri
glimmer	surprise	0.266	brileton
playful	surprise	0.266	ludema
somatic	surprise	0.266	somataj
festival	surprise	0.266	festivalo
mimicry	surprise	0.266	mimiko
insolvency	surprise	0.266	nepagivo
immerse	surprise	0.266	mergi
invite	surprise	0.266	inviti
compensate	surprise	0.266	kompensi
receiving	surprise	0.258	ricevante
complement	surprise	0.258	komplemento
chuckle	surprise	0.258	rideti
laugh	surprise	0.258	ridu
hypothesis	surprise	0.258	hipotezo
honeymoon	surprise	0.250	mielmonato
opera	surprise	0.242	opero
pleasant	surprise	0.242	agrabla
marry	surprise	0.242	edziĝi
independence	surprise	0.242	sendependeco
chant	surprise	0.234	ĉanti
holiness	surprise	0.234	sankteco
assessment	surprise	0.234	takso
rhythmical	surprise	0.234	ritma
hopeful	surprise	0.234	esperplena
leave	surprise	0.234	foriru
trophy	surprise	0.234	Trofeo
deal	surprise	0.227	interkonsento
procession	surprise	0.227	procesio
placard	surprise	0.227	afiŝo
shopping	surprise	0.219	butikumado
musical	surprise	0.219	muzika
cherish	surprise	0.219	ŝati
good	surprise	0.219	bona
dawn	surprise	0.211	tagiĝo
simplify	surprise	0.211	simpligi
shell	surprise	0.211	ŝelo
morals	surprise	0.203	moralo
money	surprise	0.203	mono
nullify	surprise	0.203	nuligi
purity	surprise	0.203	pureco
sweet	surprise	0.203	dolĉa
synchronize	surprise	0.195	sinkronigi
precious	surprise	0.195	altvalora
humanitarian	surprise	0.195	humanitara
preservative	surprise	0.195	konservativo
unfulfilled	surprise	0.195	neplenumitaj
obliging	surprise	0.188	kompatema
singularly	surprise	0.188	unuope
graduation	surprise	0.180	diplomiĝo
foresee	surprise	0.180	antaŭvidi
pray	surprise	0.180	preĝu
lovely	surprise	0.180	Amindaj
thirst	surprise	0.172	soifo
mouth	surprise	0.172	buŝo
youth	surprise	0.172	juneco
sun	surprise	0.172	sunon
art	surprise	0.172	arto
goodness	surprise	0.164	bono
latent	surprise	0.156	latenta
visor	surprise	0.156	viziero
overdue	surprise	0.156	malfruis
practiced	surprise	0.156	praktikita
loyal	surprise	0.148	lojala
expect	surprise	0.148	atendi
wireless	surprise	0.148	sendrata
destination	surprise	0.148	destino
infant	surprise	0.141	infaneto
cream	surprise	0.141	kremo
slush	surprise	0.141	slush
quote	surprise	0.141	citaĵo
playground	surprise	0.133	ludejo
vote	surprise	0.125	voĉdono
teach	surprise	0.125	instrui
organization	surprise	0.125	organizo
dolphin	surprise	0.117	delfeno
weight	surprise	0.117	pezo
smile	surprise	0.117	rideti
sisterhood	surprise	0.109	fratineco
cable	surprise	0.109	kablo
sunny	surprise	0.102	sunplena
steady	surprise	0.094	stabila
peaceful	surprise	0.086	paca
spa	surprise	0.086	banurbo
leisure	surprise	0.086	libertempo
picnic	surprise	0.078	pikniko
tree	surprise	0.078	arbo
worm	surprise	0.055	vermo
truthfulness	trust	0.906	vereco
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	fidinda
honor	trust	0.844	honoro
honesty	trust	0.844	honesteco
honest	trust	0.844	honesta
truth	trust	0.844	vero
truthful	trust	0.836	verema
trusting	trust	0.836	fidante
brotherhood	trust	0.820	frateco
entrust	trust	0.812	konfidi
committed	trust	0.805	farita
loyalty	trust	0.805	lojaleco
integrity	trust	0.805	integreco
honorable	trust	0.805	honorinda
trust	trust	0.805	konfidi
credibility	trust	0.805	kredindeco
faithful	trust	0.797	fidela
sincere	trust	0.797	sincera
partnership	trust	0.789	partnereco
responsible	trust	0.789	respondeca
true	trust	0.789	vera
wisdom	trust	0.789	saĝo
verification	trust	0.781	konfirmo
cooperative	trust	0.781	kooperativo
vow	trust	0.781	promeso
oath	trust	0.781	ĵuro
respectable	trust	0.773	estiminda
sisterhood	trust	0.773	fratineco
hero	trust	0.773	heroo
credible	trust	0.773	kredinda
promise	trust	0.773	promesi
verified	trust	0.773	kontrolita
qualified	trust	0.766	kvalifikita
authentication	trust	0.766	aŭtentikigo
respected	trust	0.766	respektata
compassion	trust	0.759	kompato
approval	trust	0.758	aprobo
moral	trust	0.758	moralo
reliability	trust	0.758	fidindeco
trusts	trust	0.758	fidinda
safekeeping	trust	0.758	konservado
reputable	trust	0.758	bonfama
love	trust	0.758	amo
friend	trust	0.750	amiko
stable	trust	0.750	stabila
authentic	trust	0.750	aŭtentika
competence	trust	0.750	kompetenteco
safeguard	trust	0.750	sekurigilo
companion	trust	0.750	kunulo
advised	trust	0.750	konsilis
respect	trust	0.750	respekto
loyal	trust	0.750	lojala
genuine	trust	0.750	aŭtentaj
friendships	trust	0.750	fidas
ally	trust	0.750	aliancano
proven	trust	0.742	pruvita
freedom	trust	0.742	libereco
respects	trust	0.742	respektoj
accepting	trust	0.742	amikecoj
faith	trust	0.742	fido
wholesome	trust	0.742	sana
heartfelt	trust	0.734	elkore
unification	trust	0.734	unuiĝo
confirmation	trust	0.734	konfirmo
protecting	trust	0.734	protektante
reassurance	trust	0.734	trankviligo
trustee	trust	0.734	kuratoro
supporter	trust	0.734	subtenanto
respectful	trust	0.734	respektema
