English Word	Emotion	Emotion-Intensity-Score	Kinyarwanda Word
dolphin	surprise	0.117	dolphine
weight	surprise	0.117	uburemere
smile	surprise	0.117	kumwenyura
sisterhood	surprise	0.109	ubuvandimwe
cable	surprise	0.109	umugozi
sunny	surprise	0.102	izuba
steady	surprise	0.094	bihamye
peaceful	surprise	0.086	amahoro
spa	surprise	0.086	spa
leisure	surprise	0.086	imyidagaduro
picnic	surprise	0.078	picnic
tree	surprise	0.078	igiti
worm	surprise	0.055	inyo
truthfulness	trust	0.906	kuvugisha ukuri
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	kwizerwa
honor	trust	0.844	icyubahiro
honesty	trust	0.844	kuba inyangamugayo
honest	trust	0.844	inyangamugayo
truth	trust	0.844	ukuri
truthful	trust	0.836	kuvugisha ukuri
trusting	trust	0.836	kwizerana
brotherhood	trust	0.820	ubuvandimwe
entrust	trust	0.812	inshingano
committed	trust	0.805	yiyemeje
loyalty	trust	0.805	ubudahemuka
integrity	trust	0.805	ubunyangamugayo
honorable	trust	0.805	icyubahiro
trust	trust	0.805	kwizerana
credibility	trust	0.805	kwizerwa
faithful	trust	0.797	abizerwa
sincere	trust	0.797	bivuye ku mutima
partnership	trust	0.789	ubufatanye
responsible	trust	0.789	ashinzwe
true	trust	0.789	ukuri
wisdom	trust	0.789	ubwenge
verification	trust	0.781	kugenzura
cooperative	trust	0.781	koperative
vow	trust	0.781	indahiro
oath	trust	0.781	indahiro
respectable	trust	0.773	kubahwa
sisterhood	trust	0.773	ubuvandimwe
hero	trust	0.773	intwari
credible	trust	0.773	kwizerwa
promise	trust	0.773	amasezerano
verified	trust	0.773	byagenzuwe
qualified	trust	0.766	babishoboye
authentication	trust	0.766	kwemeza
respected	trust	0.766	yubahwa
compassion	trust	0.759	impuhwe
approval	trust	0.758	kwemerwa
moral	trust	0.758	imico
reliability	trust	0.758	kwiringirwa
trusts	trust	0.758	bizewe
safekeeping	trust	0.758	kubungabunga
reputable	trust	0.758	uzwi
love	trust	0.758	urukundo
friend	trust	0.750	inshuti
stable	trust	0.750	gihamye
authentic	trust	0.750	ukuri
competence	trust	0.750	ubushobozi
safeguard	trust	0.750	kurinda
companion	trust	0.750	mugenzi
advised	trust	0.750	yagiriwe inama
respect	trust	0.750	kubaha
loyal	trust	0.750	ubudahemuka
genuine	trust	0.750	kweri
friendships	trust	0.750	kwiringira
ally	trust	0.750	umufasha
proven	trust	0.742	byemejwe
freedom	trust	0.742	umudendezo
respects	trust	0.742	kubaha
accepting	trust	0.742	ubucuti
faith	trust	0.742	kwizera
wholesome	trust	0.742	byiza
heartfelt	trust	0.734	bivuye ku mutima
unification	trust	0.734	ubumwe
confirmation	trust	0.734	Kwemeza
protecting	trust	0.734	kurinda
reassurance	trust	0.734	ibyiringiro
trustee	trust	0.734	umucungamutungo
supporter	trust	0.734	umuterankunga
respectful	trust	0.734	kubaha
admirable	trust	0.734	gushimwa
fact	trust	0.727	ukuri
friendship	trust	0.727	ubucuti
partners	trust	0.727	kubyemera
confidentially	trust	0.727	mu ibanga
confident	trust	0.727	bizeye
equality	trust	0.727	uburinganire
alliance	trust	0.727	ubumwe
credential	trust	0.727	ibyangombwa
believing	trust	0.727	kwizera
excellence	trust	0.727	indashyikirwa
agreement	trust	0.727	amasezerano
closeness	trust	0.719	kuba hafi
authenticate	trust	0.719	kwemeza
virtuous	trust	0.719	ingeso nziza
intelligence	trust	0.719	ubwenge
kindred	trust	0.719	bene wabo
virtue	trust	0.719	ingeso nziza
honored	trust	0.719	icyubahiro
justice	trust	0.711	ubutabera
charitable	trust	0.711	abagiraneza
determination	trust	0.711	kwiyemeza
creditable	trust	0.711	kwizerwa
consistency	trust	0.711	guhuzagurika
allegiance	trust	0.711	ubudahemuka
cooperation	trust	0.711	ubufatanye
guarantee	trust	0.711	ingwate
dedication	trust	0.711	kwitanga
straightforward	trust	0.711	mu buryo butaziguye
cooperating	trust	0.711	ubufatanye
reliable	trust	0.703	kwiringirwa
nurture	trust	0.703	kurera
mother	trust	0.703	nyina
fulfilled	trust	0.703	byujujwe
admiration	trust	0.703	kwishima
mentor	trust	0.703	umujyanama
guardianship	trust	0.703	kurera
assurance	trust	0.703	ibyiringiro
morality	trust	0.703	imico
motherhood	trust	0.703	ububyeyi
innocent	trust	0.703	umwere
reverence	trust	0.703	kubaha
sanctuary	trust	0.703	ahera
friendliness	trust	0.703	urugwiro
prepared	trust	0.703	byateguwe
admire	trust	0.703	shima
protected	trust	0.703	arinzwe
proof	trust	0.703	gihamya
bodyguard	trust	0.695	umuzamu
skillful	trust	0.695	ubuhanga
marriage	trust	0.695	gushyingirwa
allied	trust	0.695	bafatanije
morals	trust	0.695	imico
humanitarian	trust	0.695	ubumuntu
pact	trust	0.695	amasezerano
courage	trust	0.695	ubutwari
accountable	trust	0.695	kubazwa
agreeable	trust	0.695	biremewe
united	trust	0.695	ubumwe
indestructible	trust	0.695	kurimburwa
approving	trust	0.695	kubyemeza
guardian	trust	0.695	umurinzi
compassionate	trust	0.695	impuhwe
scientist	trust	0.695	umuhanga
certified	trust	0.695	byemejwe
pledge	trust	0.688	umuhigo
adviser	trust	0.688	umujyanama
authenticity	trust	0.688	ukuri
understanding	trust	0.688	gusobanukirwa
secure	trust	0.688	umutekano
guidance	trust	0.688	ubuyobozi
monogamy	trust	0.688	umugore umwe
valor	trust	0.688	ubutwari
solidity	trust	0.688	gushikama
perfection	trust	0.688	gutungana
believed	trust	0.688	yarizeraga
humanity	trust	0.688	ikiremwamuntu
justifiable	trust	0.688	bifite ishingiro
competent	trust	0.688	abishoboye
esteem	trust	0.688	icyubahiro
protector	trust	0.680	umurinzi
inspire	trust	0.680	guhumeka
hope	trust	0.680	ibyiringiro
strongest	trust	0.680	abafatanyabikorwa
expertise	trust	0.680	ubuhanga
humble	trust	0.680	kwicisha bugufi
indivisible	trust	0.680	ntibigabanywa
official	trust	0.680	umukozi
affirm	trust	0.680	Emeza
familiarity	trust	0.680	ikimenyane
confirmed	trust	0.680	byemejwe
diligence	trust	0.680	umwete
grandfather	trust	0.680	sekuru
advocacy	trust	0.680	ubuvugizi
goodness	trust	0.680	ibyiza
commendable	trust	0.680	gushimirwa
acceptance	trust	0.680	kwemerwa
diplomatic	trust	0.680	diplomasi
leader	trust	0.680	umuyobozi
confide	trust	0.680	ibanga
agreeing	trust	0.680	kubyemera
approve	trust	0.680	kwemeza
professional	trust	0.680	abahanga
elders	trust	0.680	bakuru
confidential	trust	0.680	ibanga
faultless	trust	0.672	nta makemwa
believes	trust	0.672	byemewe
sanctify	trust	0.672	kweza
intelligent	trust	0.672	abanyabwenge
safe	trust	0.672	umutekano
accepted	trust	0.672	ikomeye
dignity	trust	0.672	icyubahiro
unwavering	trust	0.672	ntajegajega
encyclopedia	trust	0.672	inkoranyamagambo
mastery	trust	0.672	ubuhanga
cohesive	trust	0.672	guhuriza hamwe
harmoniously	trust	0.672	mubwumvikane
benevolence	trust	0.672	ineza
healing	trust	0.672	gukira
accredited	trust	0.672	Yemewe
covenant	trust	0.672	isezerano
accountability	trust	0.664	kubazwa
team	trust	0.664	itsinda
authority	trust	0.664	ubutware
heroic	trust	0.664	intwari
reliance	trust	0.664	kwishingikiriza
expert	trust	0.664	impuguke
communicate	trust	0.664	vugana
spiritual	trust	0.664	mu mwuka
impeccable	trust	0.664	ntamakemwa
specialist	trust	0.664	inzobere
affirmatively	trust	0.664	yemeza
proficient	trust	0.664	abahanga
fulfillment	trust	0.664	isohozwa
advocate	trust	0.664	kunganira
disciple	trust	0.664	umwigishwa
attestation	trust	0.664	icyemezo
merit	trust	0.664	agaciro
supporting	trust	0.664	gushyigikira
ambassador	trust	0.664	ambasaderi
guidebook	trust	0.664	igitabo kiyobora
accept	trust	0.664	emera
strengthening	trust	0.661	gushimangira
holiness	trust	0.656	kwera
facts	trust	0.656	ibintu bifatika
warranty	trust	0.656	garanti
strength	trust	0.656	imbaraga
relationship	trust	0.656	umubano
defended	trust	0.656	yaburanye
constancy	trust	0.656	guhoraho
favorable	trust	0.656	byiza
gentleman	trust	0.656	nyakubahwa
counsel	trust	0.656	inama
scientific	trust	0.656	siyanse
structure	trust	0.656	imiterere
elder	trust	0.656	mukuru
excellent	trust	0.656	byiza
achieve	trust	0.656	kugeraho
steadfast	trust	0.656	ushikame
familiar	trust	0.656	umenyereye
proficiency	trust	0.656	ubuhanga
supports	trust	0.656	yizera
counselor	trust	0.648	umujyanama
lovable	trust	0.648	gukundwa
advisable	trust	0.648	ni byiza
agreed	trust	0.648	barabyemeye
heroism	trust	0.648	ubutwari
rely	trust	0.648	kwishingikiriza
uphold	trust	0.648	shigikira
brother	trust	0.648	umuvandimwe
matrimony	trust	0.648	gushyingirwa
assuredly	trust	0.648	byanze bikunze
peaceful	trust	0.648	amahoro
saint	trust	0.648	umutagatifu
unconditionally	trust	0.648	yemera
solidarity	trust	0.648	ubufatanye
accepts	trust	0.648	inkunga
inspiration	trust	0.648	guhumeka
noble	trust	0.648	umunyacyubahiro
successful	trust	0.648	gutsinda
harmony	trust	0.648	ubwumvikane
protective	trust	0.648	kurinda
competency	trust	0.648	ubushobozi
comrade	trust	0.648	mugenzi
academic	trust	0.648	amasomo
assist	trust	0.648	fasha
worthy	trust	0.643	bikwiye
benefactor	trust	0.641	umugiraneza
credence	trust	0.641	icyizere
confidence	trust	0.641	icyizere
relationships	trust	0.641	nta shiti
ordained	trust	0.641	yashyizweho
legal	trust	0.641	byemewe n'amategeko
champion	trust	0.641	nyampinga
lawful	trust	0.641	byemewe
durability	trust	0.641	kuramba
judiciary	trust	0.641	ubucamanza
doctor	trust	0.641	umuganga
loving	trust	0.641	urukundo
assure	trust	0.641	byizewe
establish	trust	0.641	shiraho
mamma	trust	0.641	mamma
kind	trust	0.641	ubwoko
unity	trust	0.641	ubumwe
conscientious	trust	0.641	umutimanama
real	trust	0.641	nyabyo
coexist	trust	0.641	kubana
leading	trust	0.641	kuyobora
teacher	trust	0.641	mwarimu
intimate	trust	0.634	inkoramutima
brotherly	trust	0.633	ubuvandimwe
physician	trust	0.633	umuganga
judicial	trust	0.633	ubutabera
saintly	trust	0.633	mutagatifu
aspiration	trust	0.633	icyifuzo
conscience	trust	0.633	umutimanama
therapeutic	trust	0.633	kuvura
fidelity	trust	0.633	ubudahemuka
soundness	trust	0.633	ubuzima bwiza
important	trust	0.633	ngombwa
homage	trust	0.633	kubaha
legitimacy	trust	0.633	byemewe
fortitude	trust	0.633	ubutwari
deepest	trust	0.633	umubano
approved	trust	0.633	byemewe
courageous	trust	0.633	ubutwari
devotional	trust	0.633	kwitanga
endorse	trust	0.633	kwemeza
backbone	trust	0.633	umugongo
authorize	trust	0.633	uburenganzira
practiced	trust	0.633	imyitozo
sanctification	trust	0.633	kwezwa
hopeful	trust	0.633	twizeye
convincing	trust	0.633	kujijuka
bless	trust	0.633	mugisha
angel	trust	0.625	marayika
authorization	trust	0.625	uburenganzira
assured	trust	0.625	byizewe
purify	trust	0.625	kweza
caretaker	trust	0.625	umurezi
regard	trust	0.625	kubaha
profound	trust	0.625	byimbitse
achievement	trust	0.625	ibyagezweho
evident	trust	0.625	biragaragara
positivity	trust	0.625	ibyiza
communication	trust	0.625	itumanaho
professorship	trust	0.625	umwarimu
blessing	trust	0.625	umugisha
beliefs	trust	0.625	byimbitse
encourage	trust	0.625	shishikarizwa
fireman	trust	0.625	fireman
majestic	trust	0.625	icyubahiro
civilized	trust	0.625	umuco
certify	trust	0.625	kwemeza
wonderful	trust	0.625	byiza
engaged	trust	0.625	basezeranye
accurate	trust	0.625	neza
approvement	trust	0.617	kwemerwa
optimism	trust	0.617	icyizere
planning	trust	0.617	igenamigambi
believer	trust	0.617	umwizera
advice	trust	0.617	inama
commend	trust	0.617	shimira
gospel	trust	0.617	ubutumwa bwiza
objective	trust	0.617	intego
rational	trust	0.617	gushyira mu gaciro
cherish	trust	0.617	gaciro
constantly	trust	0.617	burigihe
haven	trust	0.617	ahantu
fundamental	trust	0.617	shingiro
bedrock	trust	0.617	uburiri
accord	trust	0.617	ubwumvikane
triumphant	trust	0.617	intsinzi
surety	trust	0.617	ingwate
testament	trust	0.617	isezerano
absolution	trust	0.617	gusiba
truce	trust	0.617	amahoro
reassure	trust	0.617	humura
appreciation	trust	0.617	gushima
qualities	trust	0.617	imico
passionate	trust	0.617	ishyaka
good	trust	0.617	byiza
unimpeachable	trust	0.617	bidashoboka
corroborate	trust	0.617	bishimangira
thoughtful	trust	0.617	yatekereje
heroine	trust	0.617	heroine
teach	trust	0.617	wigishe
god	trust	0.617	imana
attentive	trust	0.617	witonze
scripture	trust	0.609	Ibyanditswe Byera
civilization	trust	0.609	umuco
magnificence	trust	0.609	ubwiza
recommend	trust	0.609	saba
progression	trust	0.609	amajyambere
steward	trust	0.609	igisonga
purification	trust	0.609	kwezwa
patron	trust	0.609	patron
praiseworthy	trust	0.609	gushimwa
heal	trust	0.609	Kiza
considerate	trust	0.609	witondere
blessings	trust	0.609	imigisha
mediator	trust	0.609	umuhuza
babysitter	trust	0.609	babysitter
notary	trust	0.609	noteri
awareness	trust	0.609	kubimenya
vetted	trust	0.609	imyizerere
excel	trust	0.609	indashyikirwa
happy	trust	0.609	byishimo
praise	trust	0.609	ishimwe
brilliant	trust	0.609	byiza
liking	trust	0.609	Gukunda
definitive	trust	0.609	byanze bikunze
comfort	trust	0.609	humura
officer	trust	0.609	ofisiye
peace	trust	0.602	amahoro
serenity	trust	0.602	umutuzo
unquestionable	trust	0.602	nta gushidikanya
embrace	trust	0.602	guhobera
identify	trust	0.602	menya
inspired	trust	0.602	yahumetswe
steady	trust	0.602	bihamye
nun	trust	0.602	umubikira
guarded	trust	0.602	kurinda
symmetry	trust	0.602	guhuza
mainstay	trust	0.602	nyamukuru
fulfill	trust	0.602	gusohoza
humility	trust	0.602	kwicisha bugufi
helpful	trust	0.602	ifasha
transcendence	trust	0.602	kurenga
unconditional	trust	0.602	nta shiti
brave	trust	0.602	ubutwari
brighten	trust	0.602	kumurika
experienced	trust	0.602	inararibonye
enlightenment	trust	0.602	kumurikirwa
sympathetic	trust	0.602	impuhwe
witness	trust	0.602	umutangabuhamya
vigilant	trust	0.594	kuba maso
ministry	trust	0.594	umurimo
admiral	trust	0.594	admiral
vigilance	trust	0.594	kuba maso
depend	trust	0.594	biterwa
generosity	trust	0.594	ubuntu
befriend	trust	0.594	inshuti
complimentary	trust	0.594	gushima
assessment	trust	0.594	gusuzuma
fairly	trust	0.594	muburyo bwiza
enlighten	trust	0.594	kumurikira
strengthen	trust	0.594	komeza
nurse	trust	0.594	umuforomo
endowment	trust	0.594	impano
visionary	trust	0.594	icyerekezo
praised	trust	0.594	yashimwe
eminence	trust	0.594	icyubahiro
marry	trust	0.594	kurongora
generous	trust	0.594	ubuntu
gratitude	trust	0.594	gushimira
sage	trust	0.594	umunyabwenge
tranquility	trust	0.594	umutuzo
openly	trust	0.594	kumugaragaro
grant	trust	0.594	inkunga
spouse	trust	0.594	uwo mwashakanye
philanthropic	trust	0.594	abagiraneza
regent	trust	0.594	regent
substantiate	trust	0.594	shimangira
commendation	trust	0.594	gushimira
council	trust	0.594	inama
efficient	trust	0.594	gukora neza
sweetheart	trust	0.589	mukundwa
bylaw	trust	0.586	bylaw
magnificent	trust	0.586	bihebuje
designation	trust	0.586	izina
godly	trust	0.586	kubaha Imana
seniority	trust	0.586	ubukuru
conservation	trust	0.586	kubungabunga
educational	trust	0.586	uburezi
rooted	trust	0.586	imizi
inheritance	trust	0.586	umurage
diplomacy	trust	0.586	diplomacy
mate	trust	0.586	uwo mwashakanye
convince	trust	0.586	kwemeza
unfailing	trust	0.586	kunanirwa
share	trust	0.586	kugabana
monk	trust	0.586	monah
constitutional	trust	0.586	nshinga
lovely	trust	0.586	mwiza
compliance	trust	0.586	kubahiriza
attest	trust	0.586	guhamya
victory	trust	0.586	intsinzi
serene	trust	0.586	umutuzo
checklist	trust	0.586	urutonde
husbandry	trust	0.586	ubworozi
enjoying	trust	0.586	kwishimira
revere	trust	0.586	kubaha
tribe	trust	0.586	ubwoko
meritorious	trust	0.586	icyubahiro
joyful	trust	0.586	umunezero
delegate	trust	0.586	intumwa
helper	trust	0.586	umufasha
angelic	trust	0.586	abamarayika
ambition	trust	0.586	icyifuzo
father	trust	0.586	se
acclaim	trust	0.586	ishimwe
testimony	trust	0.586	ubuhamya
collectively	trust	0.586	hamwe
sobriety	trust	0.586	ubushishozi
prestige	trust	0.586	icyubahiro
firmness	trust	0.586	gushikama
structural	trust	0.578	imiterere
impartiality	trust	0.578	kutabogama
navigator	trust	0.578	navigator
judge	trust	0.578	umucamanza
shelter	trust	0.578	ubuhungiro
coexisting	trust	0.578	kubana
unquestioned	trust	0.578	nta gushidikanya
careful	trust	0.578	witonde
obey	trust	0.578	kumvira
professor	trust	0.578	umwarimu
convinced	trust	0.578	byemejwe
communion	trust	0.578	gusangira
cheerfulness	trust	0.578	kwishima
inviting	trust	0.578	ubutumire
irrefutable	trust	0.578	bidasubirwaho
commandant	trust	0.578	komanda
smile	trust	0.578	kumwenyura
authoritative	trust	0.578	ubutware
philanthropist	trust	0.578	umugiraneza
legalized	trust	0.578	byemewe n'amategeko
adore	trust	0.578	kuramya
upright	trust	0.578	ugororotse
revival	trust	0.578	ububyutse
dutiful	trust	0.578	inshingano
watchdog	trust	0.578	umuzamu
apostle	trust	0.570	intumwa
volunteers	trust	0.570	abakorerabushake
immaculate	trust	0.570	utagira inenge
adhering	trust	0.570	kubahiriza
unquestionably	trust	0.570	nta gushidikanya
advise	trust	0.570	mungire inama
punctual	trust	0.570	igihe
consult	trust	0.570	baza
ordinance	trust	0.570	itegeko
complement	trust	0.570	kuzuzanya
modest	trust	0.570	kwiyoroshya
everlasting	trust	0.570	iteka ryose
compass	trust	0.570	kompas
heavenly	trust	0.570	mwijuru
determinate	trust	0.570	Kugena
counsellor	trust	0.570	umujyanama
abundance	trust	0.570	ubwinshi
guide	trust	0.570	umuyobozi
earned	trust	0.570	yagenzuwe
pedigree	trust	0.570	ibisekuru
relative	trust	0.570	mwene wabo
principal	trust	0.570	umuyobozi
plausible	trust	0.570	birashoboka
collaborator	trust	0.570	umufatanyabikorwa
connective	trust	0.570	guhuza
corroboration	trust	0.570	gushimangira
insure	trust	0.570	ubwishingizi
pilot	trust	0.570	umuderevu
unequivocal	trust	0.570	nta gushidikanya
matron	trust	0.570	matron
cuddle	trust	0.570	guhobera
measured	trust	0.570	gupimwa
fort	trust	0.562	igihome
treasurer	trust	0.562	umubitsi
apostolic	trust	0.562	Intumwa
save	trust	0.562	kuzigama
frankness	trust	0.562	kuvugisha ukuri
insight	trust	0.562	ubushishozi
admit	trust	0.562	emera
earn	trust	0.562	kwinjiza
remarkable	trust	0.562	bidasanzwe
strong	trust	0.562	komera
content	trust	0.562	ibirimo
vitality	trust	0.562	ubuzima
prize	trust	0.562	igihembo
vigorous	trust	0.562	imbaraga
congregation	trust	0.562	itorero
uplift	trust	0.562	kuzamura
spotless	trust	0.562	Ikirangantego
devout	trust	0.562	abihaye Imana
soothing	trust	0.562	gutuza
miracle	trust	0.562	igitangaza
cohesion	trust	0.562	ubumwe
lovemaking	trust	0.562	gukundana
curable	trust	0.562	gukira
pleasant	trust	0.562	birashimishije
jury	trust	0.562	joriji
pertinent	trust	0.562	bijyanye
succeeding	trust	0.562	gutsinda
concordance	trust	0.562	guhuza
jurist	trust	0.562	umunyamategeko
applaud	trust	0.562	amashyi
ordination	trust	0.562	Gushiraho
compensate	trust	0.562	indishyi
patience	trust	0.555	kwihangana
mediate	trust	0.555	umuhuza
coach	trust	0.555	umutoza
illumination	trust	0.555	kumurika
cultivate	trust	0.555	guhinga
providing	trust	0.555	gutanga
precedence	trust	0.555	Icyambere
exalt	trust	0.555	gushyira hejuru
succeed	trust	0.555	gutsinda
inclusion	trust	0.555	kubamo
meditate	trust	0.555	tekereza
coalesce	trust	0.555	coalesce
betrothed	trust	0.555	gusezerana
midwife	trust	0.555	umubyaza
veteran	trust	0.555	umukambwe
destined	trust	0.555	yagenewe
auditor	trust	0.555	umugenzuzi w'imari
privacy	trust	0.555	ubuzima bwite
restorative	trust	0.555	kugarura
influential	trust	0.555	akomeye
impartial	trust	0.555	kutabogama
discretion	trust	0.555	ubushishozi
foresight	trust	0.555	ubushishozi
congruence	trust	0.555	guhuza
worship	trust	0.555	kuramya
constant	trust	0.555	burigihe
reunion	trust	0.555	guhura
intuition	trust	0.555	intuition
reconciliation	trust	0.555	ubwiyunge
ambulance	trust	0.555	ambulance
defender	trust	0.555	myugariro
greatness	trust	0.555	ubukuru
buddy	trust	0.555	nshuti
vote	trust	0.555	gutora
physicist	trust	0.555	umuhanga mu bya fiziki
prophet	trust	0.555	umuhanuzi
prevalent	trust	0.547	byiganje
eyewitness	trust	0.547	ababyiboneye
durable	trust	0.547	biramba
prudent	trust	0.547	ubushishozi
securities	trust	0.547	impapuro zagaciro
salvation	trust	0.547	agakiza
govern	trust	0.547	kuyobora
law	trust	0.547	amategeko
proud	trust	0.547	ishema
cheer	trust	0.547	humura
reinforcement	trust	0.547	gushimangira
promises	trust	0.547	yinjije
invocation	trust	0.547	gutabaza
provide	trust	0.547	gutanga
friendly	trust	0.547	urugwiro
commanding	trust	0.547	gutegeka
temperate	trust	0.547	ushyira mu gaciro
conciliation	trust	0.547	ubwiyunge
convent	trust	0.547	abihayimana
heritage	trust	0.547	umurage
independence	trust	0.547	ubwigenge
rejoice	trust	0.547	nimwishime
engaging	trust	0.547	gukurura
readiness	trust	0.547	kwitegura
registry	trust	0.547	kwiyandikisha
statement	trust	0.547	itangazo
liberty	trust	0.547	umudendezo
forgive	trust	0.547	babarira
ancestral	trust	0.547	abakurambere
impenetrable	trust	0.547	bidashoboka
choices	trust	0.539	amasezerano
psalms	trust	0.539	zaburi
majority	trust	0.539	benshi
antidote	trust	0.539	antidote
tantamount	trust	0.539	tantamount
perfect	trust	0.539	biratunganye
regularity	trust	0.539	burigihe
chronicle	trust	0.539	amateka
ensemble	trust	0.539	ensemble
applause	trust	0.539	amashyi
obedience	trust	0.539	kumvira
aspiring	trust	0.539	kwifuza
watchman	trust	0.539	umuzamu
inimitable	trust	0.539	ntagereranywa
chastity	trust	0.539	ubudakemwa
architecture	trust	0.539	ubwubatsi
stamina	trust	0.539	imbaraga
delightful	trust	0.539	birashimishije
exalted	trust	0.539	yashyizwe hejuru
relevant	trust	0.539	bifite akamaro
reinforcements	trust	0.539	imbaraga
proctor	trust	0.539	umushoferi
immovable	trust	0.539	itimukanwa
instructions	trust	0.539	amabwiriza
define	trust	0.539	Sobanura
uncensured	trust	0.539	idafite ubwishingizi
institute	trust	0.539	ikigo
responsive	trust	0.539	yitabira
recovery	trust	0.539	gukira
obliging	trust	0.539	itegeko
obvious	trust	0.539	biragaragara
forefathers	trust	0.539	abakurambere
eager	trust	0.539	ashishikaye
inoculation	trust	0.539	gukingirwa
admitting	trust	0.539	kubyemera
memorable	trust	0.539	ntibibagirana
hospital	trust	0.531	ibitaro
rescue	trust	0.531	gutabara
deed	trust	0.531	icyemezo
princely	trust	0.531	igikomangoma
retirement	trust	0.531	ikiruhuko cy'izabukuru
cradle	trust	0.531	ingobyi
immunization	trust	0.531	gukingirwa
bloom	trust	0.531	indabyo
candid	trust	0.531	kandidatire
evergreen	trust	0.531	icyatsi cyose
ballot	trust	0.531	gutora
accompaniment	trust	0.531	guherekeza
verily	trust	0.531	ni ukuri
inseparable	trust	0.531	ntibishobora gutandukana
analyst	trust	0.531	umusesenguzi
strive	trust	0.531	guharanira
dependent	trust	0.531	biterwa
heavens	trust	0.531	ijuru
answerable	trust	0.531	gusubizwa
school	trust	0.531	ishuri
terms	trust	0.531	magambo
center	trust	0.531	Hagati
firstborn	trust	0.531	imfura
transcript	trust	0.531	inyandiko-mvugo
fraternal	trust	0.531	ubuvandimwe
omniscient	trust	0.531	byose
seal	trust	0.531	kashe
edification	trust	0.531	kubaka
doubtless	trust	0.531	nta gushidikanya
deliverance	trust	0.531	gutabarwa
sponsor	trust	0.531	umuterankunga
expedient	trust	0.531	byiza
bride	trust	0.531	umugeni
refuge	trust	0.531	ubuhungiro
approbation	trust	0.527	kwemerwa
chaplain	trust	0.523	ishapure
laureate	trust	0.523	laureate
liberate	trust	0.523	kubohoza
coronation	trust	0.523	kwimikwa
adoration	trust	0.523	kuramya
countenance	trust	0.523	mu maso
honeymoon	trust	0.523	ukwezi kwa buki
connoisseur	trust	0.523	umuzi
notable	trust	0.523	biragaragara
benedictory	trust	0.523	benedictory
celebration	trust	0.523	kwizihiza
neighbor	trust	0.523	umuturanyi
unbroken	trust	0.523	kutavunika
award	trust	0.523	igihembo
improvement	trust	0.523	gutera imbere
hug	trust	0.523	guhobera
graduation	trust	0.523	impamyabumenyi
correctness	trust	0.523	Ukuri
winning	trust	0.523	gutsinda
paragon	trust	0.523	paragon
ratify	trust	0.523	kwemeza
powerful	trust	0.523	ikomeye
elevation	trust	0.523	ubutumburuke
commonwealth	trust	0.523	rusange
account	trust	0.523	konte
unimpeached	trust	0.523	idahwitse
taught	trust	0.523	yigishijwe
salutary	trust	0.523	indamutso
captivate	trust	0.523	gushimisha
dictionary	trust	0.523	inkoranyamagambo
nobility	trust	0.523	abanyacyubahiro
ourselves	trust	0.523	guhitamo
feeling	trust	0.518	ibyiyumvo
amen	trust	0.516	amen
committee	trust	0.516	komite
reverie	trust	0.516	reverie
deserve	trust	0.516	bikwiye
fully	trust	0.516	byuzuye
compliment	trust	0.516	ishimwe
obstetrician	trust	0.516	umuganga
enchanted	trust	0.516	kuroga
inform	trust	0.516	menyesha
association	trust	0.516	ishyirahamwe
credit	trust	0.516	inguzanyo
passwords	trust	0.516	ubwacu
freely	trust	0.516	mu bwisanzure
framework	trust	0.516	Urwego
nobleman	trust	0.516	umunyacyubahiro
formative	trust	0.516	gushiraho
tender	trust	0.516	isoko
measure	trust	0.516	igipimo
advent	trust	0.516	ukuza
management	trust	0.516	imiyoborere
confession	trust	0.516	kwatura
remedy	trust	0.516	Umuti
sentinel	trust	0.516	sentinel
pray	trust	0.516	senga
perpetuity	trust	0.516	ubuziraherezo
tribunal	trust	0.516	rukiko
minded	trust	0.516	bitekerezo
organization	trust	0.516	ishyirahamwe
predominant	trust	0.516	yiganje
volunteer	trust	0.509	umukorerabushake
accolade	trust	0.508	ishimwe
courtship	trust	0.508	kurambagiza
patronage	trust	0.508	ubufasha
philosopher	trust	0.508	umufilozofe
confessional	trust	0.508	kwatura
diversity	trust	0.508	bitandukanye
virgin	trust	0.508	isugi
venerable	trust	0.508	icyubahiro
policy	trust	0.508	politiki
intact	trust	0.508	idahwitse
custodian	trust	0.508	umurinzi
automatic	trust	0.508	byikora
unsurpassed	trust	0.508	ntagereranywa
shepherd	trust	0.508	umwungeri
reward	trust	0.508	ibihembo
beautification	trust	0.508	ubwiza
medical	trust	0.508	ubuvuzi
constable	trust	0.508	umugenzacyaha
forgiving	trust	0.508	kubabarira
tolerance	trust	0.508	kwihanganira
priest	trust	0.508	padiri
enable	trust	0.508	Gushoboza
vouch	trust	0.508	vouch
lieutenant	trust	0.508	liyetona
instruct	trust	0.508	amabwiriza
housewife	trust	0.508	umugore wo mu rugo
admissible	trust	0.508	biremewe
sovereign	trust	0.508	Mugenga
amour	trust	0.508	amour
savor	trust	0.508	impumuro nziza
darling	trust	0.500	mukundwa
related	trust	0.500	bifitanye isano
infallibility	trust	0.500	amakosa
watchful	trust	0.500	kuba maso
nerds	trust	0.500	ijambo ryibanga
instruction	trust	0.500	amabwiriza
doctrine	trust	0.500	inyigisho
birth	trust	0.500	kuvuka
timing	trust	0.500	igihe
infinity	trust	0.500	ubuziraherezo
