English Word	Emotion	Emotion-Intensity-Score	Zulu Word
praiseworthy	surprise	0.383	encomekayo
inheritance	surprise	0.383	ifa
score	surprise	0.383	Umphumela
gulp	surprise	0.375	gulp
camouflaged	surprise	0.375	kufihlwe
advance	surprise	0.375	phambili
succeed	surprise	0.375	phumelela
frisky	surprise	0.375	frisky
mystic	surprise	0.375	ongaqondakali
compliment	surprise	0.375	ukuncoma
hope	surprise	0.367	ithemba
joker	surprise	0.367	ihlaya
sparkle	surprise	0.367	ukucwazimula
excavation	surprise	0.367	ukumba
sensual	surprise	0.367	inkanuko
entertainment	surprise	0.359	ukuzijabulisa
feeling	surprise	0.359	umuzwa
modify	surprise	0.352	guqula
blessings	surprise	0.352	izibusiso
newcomer	surprise	0.352	osanda kufika
obit	surprise	0.352	obit
postponement	surprise	0.352	kuhlehliswa
award	surprise	0.352	umklomelo
clown	surprise	0.352	umlingisi
highest	surprise	0.344	eliphezulu kakhulu
hero	surprise	0.344	iqhawe
glorify	surprise	0.344	khazimulisa
proficiency	surprise	0.344	ubungoti
start	surprise	0.344	qala
wonderfully	surprise	0.344	ngokumangalisayo
celebrity	surprise	0.344	usaziwayo
rekindle	surprise	0.336	vusa kabusha
optimism	surprise	0.336	ithemba
sanctify	surprise	0.336	ngcwelisa
unbeaten	surprise	0.336	engahluliwe
prodigious	surprise	0.336	emangalisayo
grin	surprise	0.336	hleka
memorable	surprise	0.336	ekhumbulekayo
warned	surprise	0.336	waxwayisa
dissolution	surprise	0.336	ukuhlakazwa
hypertrophy	surprise	0.328	i-hypertrophy
admiration	surprise	0.328	ukutuswa
examination	surprise	0.320	ukuhlolwa
angel	surprise	0.320	ingelosi
present	surprise	0.320	samanje
catch	surprise	0.320	bamba
hap	surprise	0.320	hap
saint	surprise	0.312	ongcwele
embrace	surprise	0.312	nganga
flirt	surprise	0.312	dlala ngothando
puma	surprise	0.312	iphuma
kiss	surprise	0.312	qabula
liberty	surprise	0.312	inkululeko
scrimmage	surprise	0.312	i-scrimmage
treat	surprise	0.312	phatha
inaffable	surprise	0.312	engakhulumeki
occasional	surprise	0.312	ngezikhathi ezithile
dismissal	surprise	0.312	ukuxoshwa
perfection	surprise	0.305	ukuphelela
saintly	surprise	0.305	ongcwele
gratify	surprise	0.305	jabulisa
generosity	surprise	0.305	ukuphana
sally	surprise	0.305	sally
palpable	surprise	0.297	okuzwakalayo
finally	surprise	0.297	ekugcineni
differently	surprise	0.297	ngokuhlukile
polarity	surprise	0.297	i-polarity
ceremony	surprise	0.297	umcimbi
favorable	surprise	0.297	evumayo
larger	surprise	0.297	ezinkulu
warn	surprise	0.297	xwayisa
medal	surprise	0.289	indondo
romance	surprise	0.289	ezothando
inviting	surprise	0.289	ngiyamema
greeting	surprise	0.289	ukubingelela
resignation	surprise	0.281	ukwesula
accolade	surprise	0.281	ncoma
labor	surprise	0.281	umsebenzi
candid	surprise	0.281	qotho
trip	surprise	0.281	uhambo
stare	surprise	0.273	gqolozela
admire	surprise	0.266	zibabaza
glimmer	surprise	0.266	ukubenyezela
playful	surprise	0.266	ukudlala
somatic	surprise	0.266	somatic
festival	surprise	0.266	umkhosi
mimicry	surprise	0.266	ukulingisa
insolvency	surprise	0.266	ukungabi nazimali
immerse	surprise	0.266	cwilisa
invite	surprise	0.266	mema
compensate	surprise	0.266	nxephezela
receiving	surprise	0.258	ukwamukela
complement	surprise	0.258	umphelelisi
chuckle	surprise	0.258	hleka
laugh	surprise	0.258	hleka
hypothesis	surprise	0.258	umbono
honeymoon	surprise	0.250	i-honeymoon
opera	surprise	0.242	i-opera
pleasant	surprise	0.242	emnandi
marry	surprise	0.242	shada
independence	surprise	0.242	ukuzimela
chant	surprise	0.234	ingoma
holiness	surprise	0.234	ubungcwele
assessment	surprise	0.234	ukuhlola
rhythmical	surprise	0.234	enesigqi
hopeful	surprise	0.234	ithemba
leave	surprise	0.234	hamba
trophy	surprise	0.234	indebe
deal	surprise	0.227	deal
procession	surprise	0.227	udwendwe
placard	surprise	0.227	uqwembe
shopping	surprise	0.219	ukuthenga
musical	surprise	0.219	okomculo
cherish	surprise	0.219	hlonipha
good	surprise	0.219	kuhle
dawn	surprise	0.211	ukusa
simplify	surprise	0.211	yenza lula
shell	surprise	0.211	igobolondo
morals	surprise	0.203	ukuziphatha
money	surprise	0.203	imali
nullify	surprise	0.203	yenza ize
purity	surprise	0.203	ubumsulwa
sweet	surprise	0.203	emnandi
synchronize	surprise	0.195	vumelanisa
precious	surprise	0.195	yigugu
humanitarian	surprise	0.195	osiza abantu
preservative	surprise	0.195	isilondolozi
unfulfilled	surprise	0.195	okungagcwaliseki
obliging	surprise	0.188	bophezela
singularly	surprise	0.188	ngobunye
graduation	surprise	0.180	ukuthweswa iziqu
foresee	surprise	0.180	bona kusengaphambili
pray	surprise	0.180	khuleka
lovely	surprise	0.180	enhle
thirst	surprise	0.172	ukoma
mouth	surprise	0.172	umlomo
youth	surprise	0.172	intsha
sun	surprise	0.172	ilanga
art	surprise	0.172	ubuciko
goodness	surprise	0.164	ubuhle
latent	surprise	0.156	kufihlile
visor	surprise	0.156	i-visor
overdue	surprise	0.156	sekwephuzile
practiced	surprise	0.156	wenziwe
loyal	surprise	0.148	qotho
expect	surprise	0.148	lindela
wireless	surprise	0.148	okungenantambo
destination	surprise	0.148	indawo okuyiwa kuyo
infant	surprise	0.141	usana
cream	surprise	0.141	ukhilimu
slush	surprise	0.141	i-slush
quote	surprise	0.141	caphuna
playground	surprise	0.133	inkundla yokudlala
vote	surprise	0.125	ivoti
teach	surprise	0.125	fundisa
organization	surprise	0.125	inhlangano
dolphin	surprise	0.117	amahlengethwa
weight	surprise	0.117	isisindo
smile	surprise	0.117	mamatheka
sisterhood	surprise	0.109	udadewabo
cable	surprise	0.109	ikhebula
sunny	surprise	0.102	libalele
steady	surprise	0.094	ezinzile
peaceful	surprise	0.086	enokuthula
spa	surprise	0.086	i-spa
leisure	surprise	0.086	ezokungcebeleka
picnic	surprise	0.078	ipikiniki
tree	surprise	0.078	umuthi
worm	surprise	0.055	isibungu
truthfulness	trust	0.906	iqiniso
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	othembekile
honor	trust	0.844	udumo
honesty	trust	0.844	ukwethembeka
honest	trust	0.844	qotho
truth	trust	0.844	iqiniso
truthful	trust	0.836	iqiniso
trusting	trust	0.836	ukwethemba
brotherhood	trust	0.820	ubuzalwane
entrust	trust	0.812	phathisa
committed	trust	0.805	uzibophezele
loyalty	trust	0.805	ukwethembeka
integrity	trust	0.805	ubuqotho
honorable	trust	0.805	ohloniphekile
trust	trust	0.805	ukwethemba
credibility	trust	0.805	ukwethembeka
faithful	trust	0.797	ethembekile
sincere	trust	0.797	abaqotho
partnership	trust	0.789	ubambiswano
responsible	trust	0.789	onomthwalo wemfanelo
true	trust	0.789	iqiniso
wisdom	trust	0.789	ukuhlakanipha
verification	trust	0.781	ukuqinisekiswa
cooperative	trust	0.781	ngokubambisana
vow	trust	0.781	isifungo
oath	trust	0.781	isifungo
respectable	trust	0.773	ehloniphekile
sisterhood	trust	0.773	udadewabo
hero	trust	0.773	iqhawe
credible	trust	0.773	othembekile
promise	trust	0.773	isithembiso
verified	trust	0.773	kuqinisekisiwe
qualified	trust	0.766	abafanelekile
authentication	trust	0.766	ubuqiniso
respected	trust	0.766	ehlonishwayo
compassion	trust	0.759	uzwelo
approval	trust	0.758	ukugunyazwa
moral	trust	0.758	zokuziphatha
reliability	trust	0.758	ukwethembeka
trusts	trust	0.758	othenjwayo
safekeeping	trust	0.758	ukugcinwa okuphephile
reputable	trust	0.758	onedumela elihle
love	trust	0.758	uthando
friend	trust	0.750	umngane
stable	trust	0.750	ezinzile
authentic	trust	0.750	eyiqiniso
competence	trust	0.750	ikhono
safeguard	trust	0.750	vikela
companion	trust	0.750	umngane
advised	trust	0.750	weluleka
respect	trust	0.750	inhlonipho
loyal	trust	0.750	qotho
genuine	trust	0.750	okwangempela
friendships	trust	0.750	amathemba
ally	trust	0.750	umngane
proven	trust	0.742	kufakazelwe
freedom	trust	0.742	inkululeko
respects	trust	0.742	inhlonipho
accepting	trust	0.742	ubungane
faith	trust	0.742	ukholo
wholesome	trust	0.742	enempilo
heartfelt	trust	0.734	ngokusuka enhliziyweni
unification	trust	0.734	ubunye
confirmation	trust	0.734	isiqinisekiso
protecting	trust	0.734	ukuvikela
reassurance	trust	0.734	isiqinisekiso
trustee	trust	0.734	umphathiswa
supporter	trust	0.734	umsekeli
respectful	trust	0.734	ngenhlonipho
admirable	trust	0.734	encomekayo
fact	trust	0.727	iqiniso
friendship	trust	0.727	ubungane
partners	trust	0.727	ukwamukela
confidentially	trust	0.727	ngokuyimfihlo
confident	trust	0.727	ukuzethemba
equality	trust	0.727	ukulingana
alliance	trust	0.727	umfelandawonye
credential	trust	0.727	imininingwane
believing	trust	0.727	ekholwayo
excellence	trust	0.727	ubuhle
agreement	trust	0.727	isivumelwano
closeness	trust	0.719	ukusondelana
authenticate	trust	0.719	qinisekisa
virtuous	trust	0.719	elungile
intelligence	trust	0.719	ubuhlakani
kindred	trust	0.719	izihlobo
virtue	trust	0.719	ubuhle
honored	trust	0.719	ihlonishwe
justice	trust	0.711	ubulungisa
charitable	trust	0.711	abasweleyo
determination	trust	0.711	ukuzimisela
creditable	trust	0.711	kuyakweletwa
consistency	trust	0.711	ukungaguquguquki
allegiance	trust	0.711	ukwethembeka
cooperation	trust	0.711	ukubambisana
guarantee	trust	0.711	isiqinisekiso
dedication	trust	0.711	ukuzinikela
straightforward	trust	0.711	ngqo
cooperating	trust	0.711	ukubambisana
reliable	trust	0.703	okuthembekile
nurture	trust	0.703	khulisa
mother	trust	0.703	umama
fulfilled	trust	0.703	kugcwalisekile
admiration	trust	0.703	ukutuswa
mentor	trust	0.703	umeluleki
guardianship	trust	0.703	ubugadi
assurance	trust	0.703	isiqiniseko
morality	trust	0.703	ukuziphatha kahle
motherhood	trust	0.703	ubumama
innocent	trust	0.703	engenacala
reverence	trust	0.703	inhlonipho
sanctuary	trust	0.703	indawo engcwele
friendliness	trust	0.703	ubungane
prepared	trust	0.703	ilungisiwe
admire	trust	0.703	zibabaza
protected	trust	0.703	kuvikelwe
proof	trust	0.703	ubufakazi
bodyguard	trust	0.695	unogada
skillful	trust	0.695	nekhono
marriage	trust	0.695	umshado
allied	trust	0.695	abambisene
morals	trust	0.695	ukuziphatha
humanitarian	trust	0.695	osiza abantu
pact	trust	0.695	isivumelwano
courage	trust	0.695	isibindi
accountable	trust	0.695	onesibopho
agreeable	trust	0.695	evumelanayo
united	trust	0.695	ebumbene
indestructible	trust	0.695	engabhubhi
approving	trust	0.695	ukuvuma
guardian	trust	0.695	umnakekeli
compassionate	trust	0.695	nobubele
scientist	trust	0.695	usosayensi
certified	trust	0.695	eqinisekisiwe
pledge	trust	0.688	isibambiso
adviser	trust	0.688	umeluleki
authenticity	trust	0.688	ubuqiniso
understanding	trust	0.688	ukuqonda
secure	trust	0.688	ivikelekile
guidance	trust	0.688	isiqondiso
monogamy	trust	0.688	umfazi oyedwa
valor	trust	0.688	ubuqhawe
solidity	trust	0.688	ukuqina
perfection	trust	0.688	ukuphelela
believed	trust	0.688	wakholwa
humanity	trust	0.688	ubuntu
justifiable	trust	0.688	kuyathetheleleka
competent	trust	0.688	abanekhono
esteem	trust	0.688	ukuhlonishwa
protector	trust	0.680	umvikeli
inspire	trust	0.680	gqugquzela
hope	trust	0.680	ithemba
strongest	trust	0.680	abalingani
expertise	trust	0.680	ubuchwepheshe
humble	trust	0.680	ezithobekile
indivisible	trust	0.680	engahlukaniseki
official	trust	0.680	isikhulu
affirm	trust	0.680	qinisa
familiarity	trust	0.680	ukujwayelana
confirmed	trust	0.680	kuqinisekisiwe
diligence	trust	0.680	ukukhuthala
grandfather	trust	0.680	umkhulu
advocacy	trust	0.680	ukumela
goodness	trust	0.680	ubuhle
commendable	trust	0.680	kuyancomeka
acceptance	trust	0.680	ukwamukelwa
diplomatic	trust	0.680	inxusa
leader	trust	0.680	umholi
confide	trust	0.680	thulula isifuba
agreeing	trust	0.680	bevuma
approve	trust	0.680	vuma
professional	trust	0.680	professional
elders	trust	0.680	abadala
confidential	trust	0.680	kuyimfihlo
faultless	trust	0.672	engenasici
believes	trust	0.672	kwamukelwe
sanctify	trust	0.672	ngcwelisa
intelligent	trust	0.672	ehlakaniphile
safe	trust	0.672	iphephile
accepted	trust	0.672	enamandla kunawo wonke
dignity	trust	0.672	isithunzi
unwavering	trust	0.672	engantengantengi
encyclopedia	trust	0.672	i-encyclopedia
mastery	trust	0.672	ubuhlakani
cohesive	trust	0.672	ehlangene
harmoniously	trust	0.672	ngokuvumelana
benevolence	trust	0.672	umusa
healing	trust	0.672	ukuphulukisa
accredited	trust	0.672	okugunyaziwe
covenant	trust	0.672	isivumelwano
accountability	trust	0.664	ukuziphendulela
team	trust	0.664	iqembu
authority	trust	0.664	igunya
heroic	trust	0.664	ubuqhawe
reliance	trust	0.664	ukuthembela
expert	trust	0.664	uchwepheshe
communicate	trust	0.664	ukuxhumana
spiritual	trust	0.664	ngokomoya
impeccable	trust	0.664	ongenasici
specialist	trust	0.664	uchwepheshe
affirmatively	trust	0.664	ngokuqinisekisa
proficient	trust	0.664	nekhono
fulfillment	trust	0.664	ukugcwaliseka
advocate	trust	0.664	ummeli
disciple	trust	0.664	umfundi
attestation	trust	0.664	ubufakazi
merit	trust	0.664	ukufaneleka
supporting	trust	0.664	ukusekela
ambassador	trust	0.664	inxusa
guidebook	trust	0.664	incwadi yokuqondisa
accept	trust	0.664	vuma
strengthening	trust	0.661	ukuqinisa
holiness	trust	0.656	ubungcwele
facts	trust	0.656	amaqiniso
warranty	trust	0.656	iwaranti
strength	trust	0.656	amandla
relationship	trust	0.656	ubuhlobo
defended	trust	0.656	wavikela
constancy	trust	0.656	ukungaguquguquki
favorable	trust	0.656	evumayo
gentleman	trust	0.656	umnumzane
counsel	trust	0.656	iseluleko
scientific	trust	0.656	ezesayensi
structure	trust	0.656	isakhiwo
elder	trust	0.656	umdala
excellent	trust	0.656	kuhle kakhulu
achieve	trust	0.656	zuza
steadfast	trust	0.656	gxilile
familiar	trust	0.656	ajwayelekile
proficiency	trust	0.656	ubungoti
supports	trust	0.656	uyakholwa
counselor	trust	0.648	umeluleki
lovable	trust	0.648	ezithandekayo
advisable	trust	0.648	kuyafaneleka
agreed	trust	0.648	wavuma
heroism	trust	0.648	ubuqhawe
rely	trust	0.648	thembela
uphold	trust	0.648	phakamisa
brother	trust	0.648	umfowethu
matrimony	trust	0.648	umshado
assuredly	trust	0.648	ngokuqinisekile
peaceful	trust	0.648	enokuthula
saint	trust	0.648	ongcwele
unconditionally	trust	0.648	uyamukela
solidarity	trust	0.648	ubumbano
accepts	trust	0.648	isekela
inspiration	trust	0.648	ugqozi
noble	trust	0.648	izicukuthwane
successful	trust	0.648	ngempumelelo
harmony	trust	0.648	ukuzwana
protective	trust	0.648	ezivikelayo
competency	trust	0.648	ikhono
comrade	trust	0.648	umngane
academic	trust	0.648	zemfundo
assist	trust	0.648	siza
worthy	trust	0.643	kufanelekile
benefactor	trust	0.641	osizayo
credence	trust	0.641	ubufakazi
confidence	trust	0.641	ukuzethemba
relationships	trust	0.641	ngaphandle kwemibandela
ordained	trust	0.641	egcotshiwe
legal	trust	0.641	okusemthethweni
champion	trust	0.641	ingqwele
lawful	trust	0.641	okusemthethweni
durability	trust	0.641	ukuqina
judiciary	trust	0.641	amajaji
doctor	trust	0.641	udokotela
loving	trust	0.641	uthando
assure	trust	0.641	qinisekisa
establish	trust	0.641	sungula
mamma	trust	0.641	umama
kind	trust	0.641	umusa
unity	trust	0.641	ubunye
conscientious	trust	0.641	ngonembeza
real	trust	0.641	okwangempela
coexist	trust	0.641	philisana
leading	trust	0.641	ehamba phambili
teacher	trust	0.641	uthisha
intimate	trust	0.634	obuseduze
brotherly	trust	0.633	ubuzalwane
physician	trust	0.633	udokotela
judicial	trust	0.633	zokwahlulela
saintly	trust	0.633	ongcwele
aspiration	trust	0.633	ukulangazelela
conscience	trust	0.633	unembeza
therapeutic	trust	0.633	okwelaphayo
fidelity	trust	0.633	ukwethembeka
soundness	trust	0.633	ukuzwakala
important	trust	0.633	kubalulekile
homage	trust	0.633	inhlonipho
legitimacy	trust	0.633	ukuba semthethweni
fortitude	trust	0.633	amandla
deepest	trust	0.633	ubudlelwano
approved	trust	0.633	kugunyaziwe
courageous	trust	0.633	nesibindi
devotional	trust	0.633	ukuzinikela
endorse	trust	0.633	vuma
backbone	trust	0.633	umgogodla
authorize	trust	0.633	gunyaza
practiced	trust	0.633	wenziwe
sanctification	trust	0.633	ukungcweliswa
hopeful	trust	0.633	ithemba
convincing	trust	0.633	ekholisayo
bless	trust	0.633	busisa
angel	trust	0.625	ingelosi
authorization	trust	0.625	ukugunyazwa
assured	trust	0.625	qinisekisiwe
purify	trust	0.625	hlanza
caretaker	trust	0.625	umnakekeli
regard	trust	0.625	hlonipha
profound	trust	0.625	ejulile
achievement	trust	0.625	impumelelo
evident	trust	0.625	sobala
positivity	trust	0.625	ubuhle
communication	trust	0.625	ukuxhumana
professorship	trust	0.625	ubuprofesa
blessing	trust	0.625	isibusiso
beliefs	trust	0.625	ekujuleni
encourage	trust	0.625	khuthaza
fireman	trust	0.625	umcishi-mlilo
majestic	trust	0.625	ngokubabazekayo
civilized	trust	0.625	ophucuzekile
certify	trust	0.625	qinisekisa
wonderful	trust	0.625	emangalisayo
engaged	trust	0.625	umshado
accurate	trust	0.625	olunembile
approvement	trust	0.617	ukugunyazwa
optimism	trust	0.617	ithemba
planning	trust	0.617	ukuhlela
believer	trust	0.617	okholwayo
advice	trust	0.617	iseluleko
commend	trust	0.617	ncoma
gospel	trust	0.617	ivangeli
objective	trust	0.617	inhloso
rational	trust	0.617	okunengqondo
cherish	trust	0.617	hlonipha
constantly	trust	0.617	njalo
haven	trust	0.617	indawo yokuhlala
fundamental	trust	0.617	okuyisisekelo
bedrock	trust	0.617	idwala
accord	trust	0.617	isivumelwano
triumphant	trust	0.617	onqobayo
surety	trust	0.617	isiqiniseko
testament	trust	0.617	isivumelwano
absolution	trust	0.617	ukukhululwa
truce	trust	0.617	isivumelwano
reassure	trust	0.617	qinisekisa
appreciation	trust	0.617	ukwazisa
qualities	trust	0.617	izimfanelo
passionate	trust	0.617	nothando
good	trust	0.617	kuhle
unimpeachable	trust	0.617	ongenacala
corroborate	trust	0.617	qinisa
thoughtful	trust	0.617	ocabangelayo
heroine	trust	0.617	iqhawekazi
teach	trust	0.617	fundisa
god	trust	0.617	unkulunkulu
attentive	trust	0.617	qaphela
scripture	trust	0.609	umbhalo
civilization	trust	0.609	impucuko
magnificence	trust	0.609	ubuhle
recommend	trust	0.609	ncoma
progression	trust	0.609	ukuqhubeka
steward	trust	0.609	umphathi
purification	trust	0.609	ukuhlanzwa
patron	trust	0.609	umxhasi
praiseworthy	trust	0.609	encomekayo
heal	trust	0.609	philisa
considerate	trust	0.609	cabangela
blessings	trust	0.609	izibusiso
mediator	trust	0.609	umlamuleli
babysitter	trust	0.609	umzanyana
notary	trust	0.609	ummeli olungisa izivumelwano
awareness	trust	0.609	ukuqwashisa
vetted	trust	0.609	izinkolelo
excel	trust	0.609	kuhle kakhulu
happy	trust	0.609	ngijabule
praise	trust	0.609	dumisa
brilliant	trust	0.609	brilliant
liking	trust	0.609	ukuthanda
definitive	trust	0.609	okuqinisekile
comfort	trust	0.609	induduzo
officer	trust	0.609	isikhulu
peace	trust	0.602	ukuthula
serenity	trust	0.602	ukuthula
unquestionable	trust	0.602	ngokungangabazeki
embrace	trust	0.602	nganga
identify	trust	0.602	khomba
inspired	trust	0.602	ephefumulelwe
steady	trust	0.602	ezinzile
nun	trust	0.602	indela
guarded	trust	0.602	kugadiwe
symmetry	trust	0.602	i-symmetry
mainstay	trust	0.602	insika
fulfill	trust	0.602	gcwalisa
humility	trust	0.602	ukuthobeka
helpful	trust	0.602	usizo
transcendence	trust	0.602	ukweqa
unconditional	trust	0.602	engenamibandela
brave	trust	0.602	nesibindi
brighten	trust	0.602	khanyisa
experienced	trust	0.602	onolwazi
enlightenment	trust	0.602	ukukhanyiselwa
sympathetic	trust	0.602	onozwela
witness	trust	0.602	fakazi
vigilant	trust	0.594	eqaphile
ministry	trust	0.594	inkonzo
admiral	trust	0.594	umphathi-mkhosi
vigilance	trust	0.594	ukuqapha
depend	trust	0.594	ncike
generosity	trust	0.594	ukuphana
befriend	trust	0.594	umngane
complimentary	trust	0.594	ukuthopha
assessment	trust	0.594	ukuhlola
fairly	trust	0.594	ngokufanele
enlighten	trust	0.594	khanyisela
strengthen	trust	0.594	qinisa
nurse	trust	0.594	umhlengikazi
endowment	trust	0.594	isipho
visionary	trust	0.594	onombono
praised	trust	0.594	batuswa
eminence	trust	0.594	udumo
marry	trust	0.594	shada
generous	trust	0.594	ophanayo
gratitude	trust	0.594	ukubonga
sage	trust	0.594	sage
tranquility	trust	0.594	ukuthula
openly	trust	0.594	ngokusobala
grant	trust	0.594	isibonelelo
spouse	trust	0.594	umlingani
philanthropic	trust	0.594	philanthropic
regent	trust	0.594	i-regent
substantiate	trust	0.594	fakazela
commendation	trust	0.594	ukuncoma
council	trust	0.594	umkhandlu
efficient	trust	0.594	ngempumelelo
sweetheart	trust	0.589	isithandwa
bylaw	trust	0.586	umthetho kamasipala
magnificent	trust	0.586	enhle kakhulu
designation	trust	0.586	ukuqokwa
godly	trust	0.586	uNkulunkulu
seniority	trust	0.586	ubukhulu
conservation	trust	0.586	ukongiwa kwemvelo
educational	trust	0.586	ezemfundo
rooted	trust	0.586	kugxilile
inheritance	trust	0.586	ifa
diplomacy	trust	0.586	idiplomacy
mate	trust	0.586	umlingani
convince	trust	0.586	kholisa
unfailing	trust	0.586	engahluleki
share	trust	0.586	ukwabelana
monk	trust	0.586	indela
constitutional	trust	0.586	ngokomthethosisekelo
lovely	trust	0.586	enhle
compliance	trust	0.586	ukuthobela
attest	trust	0.586	fakaza
victory	trust	0.586	ukunqoba
serene	trust	0.586	ezolile
checklist	trust	0.586	uhlu lokuhlola
husbandry	trust	0.586	ukulima
enjoying	trust	0.586	ukujabulela
revere	trust	0.586	hlonipha
tribe	trust	0.586	isizwe
meritorious	trust	0.586	meritorious
joyful	trust	0.586	intokozo
delegate	trust	0.586	isithunywa
helper	trust	0.586	umsizi
angelic	trust	0.586	eyengelosi
ambition	trust	0.586	isifiso sokuvelela
father	trust	0.586	ubaba
acclaim	trust	0.586	ncoma
testimony	trust	0.586	ubufakazi
collectively	trust	0.586	ngokuhlanganyela
sobriety	trust	0.586	ukuhluzeka
prestige	trust	0.586	udumo
firmness	trust	0.586	ukuqina
structural	trust	0.578	yesakhiwo
impartiality	trust	0.578	ukungakhethi
navigator	trust	0.578	itilosi
judge	trust	0.578	ijaji
shelter	trust	0.578	indawo yokukhosela
coexisting	trust	0.578	ukuhlalisana
unquestioned	trust	0.578	okungabuzwa
careful	trust	0.578	qaphela
obey	trust	0.578	lalela
professor	trust	0.578	uprofesa
convinced	trust	0.578	qiniseka
communion	trust	0.578	isidlo
cheerfulness	trust	0.578	ukujabula
inviting	trust	0.578	ngiyamema
irrefutable	trust	0.578	engenakuphikiswa
commandant	trust	0.578	umkhuzi
smile	trust	0.578	mamatheka
authoritative	trust	0.578	igunya
philanthropist	trust	0.578	i-philanthropist
legalized	trust	0.578	kusemthethweni
adore	trust	0.578	thanda
upright	trust	0.578	uqotho
revival	trust	0.578	imvuselelo
dutiful	trust	0.578	abaqotho
watchdog	trust	0.578	umlindi
apostle	trust	0.570	umphostoli
volunteers	trust	0.570	amavolontiya
immaculate	trust	0.570	msulwa
adhering	trust	0.570	ukunamathela
unquestionably	trust	0.570	ngokungangabazeki
advise	trust	0.570	luleka
punctual	trust	0.570	ogcina isikhathi
consult	trust	0.570	bonisana
ordinance	trust	0.570	isimiso
complement	trust	0.570	umphelelisi
modest	trust	0.570	enesizotha
everlasting	trust	0.570	okuphakade
compass	trust	0.570	ikhampasi
heavenly	trust	0.570	okwasezulwini
determinate	trust	0.570	nquma
counsellor	trust	0.570	umeluleki
abundance	trust	0.570	inala
guide	trust	0.570	umhlahlandlela
earned	trust	0.570	ukuhlolwa
pedigree	trust	0.570	uzalo
relative	trust	0.570	isihlobo
principal	trust	0.570	uthishomkhulu
plausible	trust	0.570	okuzwakalayo
collaborator	trust	0.570	umhlanganyeli
connective	trust	0.570	xhuma
corroboration	trust	0.570	ukuqinisa
insure	trust	0.570	umshwalense
pilot	trust	0.570	umshayeli wendiza
unequivocal	trust	0.570	ngokungangabazi
matron	trust	0.570	umatroni
cuddle	trust	0.570	manga
measured	trust	0.570	kukalwa
fort	trust	0.562	inqaba
treasurer	trust	0.562	umgcinimafa
apostolic	trust	0.562	eyabaphostoli
save	trust	0.562	gcina
frankness	trust	0.562	ukungagwegwesi
insight	trust	0.562	ukuqonda
admit	trust	0.562	vuma
earn	trust	0.562	zuza
remarkable	trust	0.562	ephawulekayo
strong	trust	0.562	eqinile
content	trust	0.562	okuqukethwe
vitality	trust	0.562	ubungqabavu
prize	trust	0.562	umklomelo
vigorous	trust	0.562	enamandla
congregation	trust	0.562	ibandla
uplift	trust	0.562	phakamisa
spotless	trust	0.562	engenabala
devout	trust	0.562	ozinikele
soothing	trust	0.562	epholile
miracle	trust	0.562	isimangaliso
cohesion	trust	0.562	ukubumbana
lovemaking	trust	0.562	ukwenza uthando
curable	trust	0.562	eselaphekayo
pleasant	trust	0.562	emnandi
jury	trust	0.562	ijaji
pertinent	trust	0.562	ezifanele
succeeding	trust	0.562	bayaphumelela
concordance	trust	0.562	ikhonkodensi
jurist	trust	0.562	isazi somthetho
applaud	trust	0.562	ihlombe
ordination	trust	0.562	ukugcotshwa
compensate	trust	0.562	nxephezela
patience	trust	0.555	ukubekezela
mediate	trust	0.555	lamula
coach	trust	0.555	umqeqeshi
illumination	trust	0.555	ukukhanya
cultivate	trust	0.555	hlakulela
providing	trust	0.555	ukuhlinzeka
precedence	trust	0.555	okwandulelayo
exalt	trust	0.555	phakamisa
succeed	trust	0.555	phumelela
inclusion	trust	0.555	ukufakwa
meditate	trust	0.555	zindla
coalesce	trust	0.555	coalesce
betrothed	trust	0.555	oqonyiwe
midwife	trust	0.555	umbelethisi
veteran	trust	0.555	umakadebona
destined	trust	0.555	okumiselwe
auditor	trust	0.555	umcwaningi mabhuku
privacy	trust	0.555	ubumfihlo
restorative	trust	0.555	okubuyiselayo
influential	trust	0.555	nethonya
impartial	trust	0.555	ngokungakhethi
discretion	trust	0.555	ukuqonda
foresight	trust	0.555	ukubona izinto kusengaphambili
congruence	trust	0.555	ukuvumelana
worship	trust	0.555	ukukhonza
constant	trust	0.555	njalo
reunion	trust	0.555	ukuhlangana kabusha
intuition	trust	0.555	umuzwa
reconciliation	trust	0.555	ukubuyisana
ambulance	trust	0.555	i-ambulensi
defender	trust	0.555	umvikeli
greatness	trust	0.555	ubukhulu
buddy	trust	0.555	umngane
vote	trust	0.555	ivoti
physicist	trust	0.555	isazi sesayensi yemvelo
prophet	trust	0.555	umprofethi
prevalent	trust	0.547	okwandile
eyewitness	trust	0.547	owazibonela ngawakhe
durable	trust	0.547	isikhathi eside
prudent	trust	0.547	hlakaniphile
securities	trust	0.547	izibambiso
salvation	trust	0.547	insindiso
govern	trust	0.547	busa
law	trust	0.547	umthetho
proud	trust	0.547	uyaziqhenya
cheer	trust	0.547	thokoza
reinforcement	trust	0.547	ukuqiniswa
promises	trust	0.547	ezuziwe
invocation	trust	0.547	ukunxusa
provide	trust	0.547	hlinzeka
friendly	trust	0.547	enobungane
commanding	trust	0.547	iyala
temperate	trust	0.547	ezizothile
