English Word	Emotion	Emotion-Intensity-Score	Slovak Word
sap	sadness	0.172	miazga
memories	sadness	0.172	spomienky
esteem	sadness	0.172	úcta
cupping	sadness	0.172	baňkovanie
eschew	sadness	0.172	vyhýbať sa
destination	sadness	0.170	destinácia
nosnow	sadness	0.169	nosnow
limited	sadness	0.167	obmedzené
rain	sadness	0.163	dážď
willful	sadness	0.160	svojvoľný
untitled	sadness	0.157	bez názvu
stint	sadness	0.156	stint
cross	sadness	0.156	kríž
weeds	sadness	0.156	buriny
pare	sadness	0.155	pare
snort	sadness	0.154	odfrknúť
procession	sadness	0.152	sprievod
inconsequential	sadness	0.152	bezvýznamný
tax	sadness	0.142	daň
emo	sadness	0.141	emo
tolerate	sadness	0.141	tolerovať
mug	sadness	0.141	hrnček
overpriced	sadness	0.141	predražené
weight	sadness	0.141	hmotnosť
touchy	sadness	0.140	dotykový
kennel	sadness	0.130	chovateľská stanica
grounded	sadness	0.130	uzemnený
unpaid	sadness	0.125	nezaplatené
socialist	sadness	0.125	socialistický
meek	sadness	0.125	krotký
clouds	sadness	0.125	mraky
margin	sadness	0.125	marža
theocratic	sadness	0.125	teokratický
stillness	sadness	0.125	ticho
sisterhood	sadness	0.125	sesterstvo
terrific	sadness	0.125	úžasné
commemorate	sadness	0.125	pripomínať
late	sadness	0.125	neskoro
default	sadness	0.121	predvolená
lace	sadness	0.118	čipka
unpublished	sadness	0.116	nepublikované
interested	sadness	0.114	záujem
fortress	sadness	0.110	pevnosť
lush	sadness	0.109	bujný
harry	sadness	0.109	Harry
ultimate	sadness	0.109	konečný
priesthood	sadness	0.109	kňazstvo
orchestra	sadness	0.109	orchester
rating	sadness	0.109	hodnotenie
fleece	sadness	0.109	rúno
sanctify	sadness	0.108	posvätiť
income	sadness	0.100	príjem
winning	sadness	0.094	víťazný
boo	sadness	0.094	boo
quiet	sadness	0.094	ticho
sonnet	sadness	0.094	sonet
vainly	sadness	0.091	márne
hug	sadness	0.078	objatie
opera	sadness	0.078	opera
humble	sadness	0.078	pokorný
hut	sadness	0.078	chatrč
ovation	sadness	0.078	ovácie
wet	sadness	0.078	mokré
motivating	sadness	0.078	motivujúce
treat	sadness	0.076	zaobchádzať
hymn	sadness	0.064	hymna
honest	sadness	0.062	čestný
relics	sadness	0.061	relikvie
couch	sadness	0.060	gauč
waffle	sadness	0.047	vafle
shell	sadness	0.045	škrupina
musical	sadness	0.045	muzikál
savor	sadness	0.034	ochutnať
napkin	sadness	0.031	obrúsok
vote	sadness	0.031	hlasovať
sing	sadness	0.017	spievať
mother	sadness	0.016	matka
music	sadness	0.016	hudba
nutritious	sadness	0.015	výživný
lovely	sadness	0.009	krásne
sweetheart	sadness	0.000	srdiečko
romance	sadness	0.000	romantika
liquor	sadness	0.000	likér
art	sadness	0.000	umenie
surprise	surprise	0.930	prekvapenie
explode	surprise	0.906	vybuchnúť
flabbergast	surprise	0.906	flabbergast
explosion	surprise	0.898	výbuch
ambush	surprise	0.883	prepadnutie
explosive	surprise	0.883	výbušný
eruption	surprise	0.883	erupcia
surprisingly	surprise	0.875	prekvapivo
startle	surprise	0.875	zaskočiť
shockingly	surprise	0.875	šokujúco
frighten	surprise	0.875	vystrašiť
surprised	surprise	0.867	prekvapený
frightened	surprise	0.867	vystrašený
surprising	surprise	0.867	prekvapujúce
outburst	surprise	0.859	výbuch
thrilling	surprise	0.859	vzrušujúce
miracle	surprise	0.859	zázrak
blast	surprise	0.852	výbuch
astonishingly	surprise	0.852	prekvapivo
alarm	surprise	0.852	alarm
shock	surprise	0.844	šok
thunderstruck	surprise	0.844	hromom
jolt	surprise	0.844	trhnutie
dazzle	surprise	0.836	oslniť
bang	surprise	0.836	tresk
catastrophe	surprise	0.836	katastrofa
fright	surprise	0.836	vydesiť
unexpectedly	surprise	0.836	nečakane
startling	surprise	0.828	zarážajúce
suddenly	surprise	0.828	zrazu
emergency	surprise	0.828	núdzový
bewilderment	surprise	0.828	zmätenosť
stunned	surprise	0.820	ohromený
astound	surprise	0.820	ohromiť
jackpot	surprise	0.812	jackpot
earthquake	surprise	0.812	zemetrasenie
disaster	surprise	0.812	katastrofa
astonishment	surprise	0.805	údiv
climax	surprise	0.805	vyvrcholenie
aghast	surprise	0.805	zdesený
astonish	surprise	0.805	ohromiť
scare	surprise	0.797	vystrašiť
awestruck	surprise	0.797	ohromený
erupt	surprise	0.789	vybuchnúť
bomb	surprise	0.789	bomba
exclaim	surprise	0.789	vykríknuť
amazement	surprise	0.781	úžas
abduction	surprise	0.773	únosu
alarming	surprise	0.773	alarmujúce
detonate	surprise	0.773	odpáliť
raid	surprise	0.773	nájazd
miraculous	surprise	0.773	Zázračný
invade	surprise	0.773	prepadnúť
kidnap	surprise	0.766	uniesť
unpredictable	surprise	0.758	nepredvídateľné
stupefy	surprise	0.758	omámiť
dumfound	surprise	0.758	tupý
overwhelming	surprise	0.758	ohromujúci
erratic	surprise	0.750	nestály
unimaginable	surprise	0.750	nepredstaviteľné
accident	surprise	0.750	nehoda
outrageous	surprise	0.750	poburujúce
horror	surprise	0.742	hrôza
amaze	surprise	0.742	ohromiť
blitz	surprise	0.742	blitz
bewilder	surprise	0.742	zmätený
flinch	surprise	0.742	cúvnuť
petrify	surprise	0.742	skamenieť
wreck	surprise	0.742	vrak
slaughter	surprise	0.742	zabitie
frenetic	surprise	0.734	frenetický
crash	surprise	0.734	havarovať
frantic	surprise	0.734	zbesilý
stupefaction	surprise	0.734	omráčenie
excitement	surprise	0.734	vzrušenie
riotous	surprise	0.727	bujarý
outcry	surprise	0.727	výkrik
vanished	surprise	0.727	zmizol
moonstruck	surprise	0.727	zasiahnutý mesiacom
sudden	surprise	0.727	náhly
awe	surprise	0.719	hrôza
scream	surprise	0.719	kričať
breathless	surprise	0.719	bez dychu
sabotage	surprise	0.719	sabotáž
shriek	surprise	0.719	kričať
unanticipated	surprise	0.719	neočakávané
bewildered	surprise	0.719	zmätený
manslaughter	surprise	0.719	zabitie
amazedness	surprise	0.719	údiv
rupture	surprise	0.719	prasknutie
unexpected	surprise	0.711	neočakávané
electrify	surprise	0.711	elektrizovať
uncontrollable	surprise	0.711	nekontrolovateľný
shot	surprise	0.711	strela
avalanche	surprise	0.711	lavína
gasp	surprise	0.711	lapať po dychu
stun	surprise	0.711	omráčiť
slam	surprise	0.703	zabuchnúť
abrupt	surprise	0.703	náhle
intruder	surprise	0.703	votrelec
unforeseen	surprise	0.703	nepredvídané
suspense	surprise	0.703	napätie
devastation	surprise	0.703	devastácia
surge	surprise	0.703	prepätia
excite	surprise	0.695	vzrušovať
dumfounder	surprise	0.695	dumfounder
yell	surprise	0.695	kričať
unprecedented	surprise	0.695	bezprecedentné
strike	surprise	0.695	štrajk
volatility	surprise	0.695	volatilita
urgent	surprise	0.695	súrne
stab	surprise	0.695	bodnúť
disturbance	surprise	0.688	rušenie
carnage	surprise	0.688	masaker
incredible	surprise	0.688	neuveriteľné
spectacular	surprise	0.688	veľkolepé
thrill	surprise	0.680	vzrušenie
recklessness	surprise	0.680	nerozvážnosť
clamor	surprise	0.680	krik
monstrous	surprise	0.680	obludný
slap	surprise	0.680	facka
inexplicable	surprise	0.672	nevysvetliteľné
terrorist	surprise	0.672	terorista
exciting	surprise	0.672	vzrušujúce
accidental	surprise	0.672	náhodný
accidentally	surprise	0.672	náhodne
striking	surprise	0.672	nápadný
captivate	surprise	0.672	zaujať
exhilaration	surprise	0.672	nadšenie
topple	surprise	0.664	zvrhnúť
dire	surprise	0.664	strašný
revolution	surprise	0.664	revolúcie
volcano	surprise	0.664	sopka
freakish	surprise	0.664	čudný
revolt	surprise	0.656	vzbura
bloodshed	surprise	0.656	krviprelievanie
sneak	surprise	0.656	plížiť sa
unspeakable	surprise	0.656	nevysloviteľné
incendiary	surprise	0.656	zápalný
epidemic	surprise	0.648	epidémia
violent	surprise	0.648	násilný
disruption	surprise	0.648	rušenie
amazingly	surprise	0.648	úžasne
mutiny	surprise	0.648	vzbura
spellbound	surprise	0.648	očarený
cyclone	surprise	0.648	cyklón
unsuspecting	surprise	0.648	nič netušiaci
attacking	surprise	0.648	útočiace
unintended	surprise	0.648	neúmyselne
shout	surprise	0.641	kričať
indescribable	surprise	0.641	neopísateľné
tumult	surprise	0.641	vrava
improvisation	surprise	0.641	improvizácia
wildfire	surprise	0.641	lesný požiar
excitation	surprise	0.641	excitácia
screech	surprise	0.641	škrípanie
enthusiasm	surprise	0.641	nadšenie
uncertain	surprise	0.633	neistý
plunder	surprise	0.633	plieniť
gape	surprise	0.633	hľadieť
treachery	surprise	0.633	zrada
agape	surprise	0.633	agapé
anomaly	surprise	0.633	anomália
presto	surprise	0.633	presto
apparition	surprise	0.633	zjavenie
wonderment	surprise	0.625	údiv
slaughtering	surprise	0.625	zabíjanie
trick	surprise	0.625	trik
mystery	surprise	0.625	tajomstvo
murderous	surprise	0.625	vražedný
distress	surprise	0.625	tieseň
sorcery	surprise	0.625	čarodejníctvo
excited	surprise	0.625	vzrušený
tempest	surprise	0.625	búrka
urgency	surprise	0.625	naliehavosť
inimaginable	surprise	0.617	nepredstaviteľné
intrusive	surprise	0.617	dotieravý
quickness	surprise	0.617	rýchlosť
intense	surprise	0.617	intenzívne
trickery	surprise	0.617	úskok
vanish	surprise	0.617	zmiznúť
prank	surprise	0.617	žart
murder	surprise	0.617	vražda
thief	surprise	0.609	zlodej
blindfold	surprise	0.609	zaviazané oči
unstable	surprise	0.609	nestabilná
strangle	surprise	0.609	uškrtiť
coup	surprise	0.609	prevrat
magical	surprise	0.609	kúzelný
shatter	surprise	0.609	roztrieštiť
splash	surprise	0.609	špliechať
stupor	surprise	0.602	strnulosť
inconceivable	surprise	0.602	nepredstaviteľné
betray	surprise	0.602	zradiť
defy	surprise	0.602	vzdorovať
jubilee	surprise	0.602	jubilejný
assail	surprise	0.602	napadnúť
deluge	surprise	0.602	potopa
tackle	surprise	0.602	riešiť
monstrosity	surprise	0.594	príšernosť
lightning	surprise	0.594	blesk
stupendous	surprise	0.594	úžasné
shrill	surprise	0.594	prenikavý
mishap	surprise	0.594	nešťastie
alerts	surprise	0.594	upozornenia
mysterious	surprise	0.586	tajomný
randomly	surprise	0.586	náhodne
wild	surprise	0.586	divoký
deceit	surprise	0.586	zákernosť
bonus	surprise	0.586	bonus
pitfall	surprise	0.586	úskalia
uncanny	surprise	0.586	neskutočný
wondrous	surprise	0.586	úžasné
premature	surprise	0.578	predčasné
stagger	surprise	0.578	potácať sa
rejoicing	surprise	0.578	radovať sa
godsend	surprise	0.578	dar z nebies
jubilant	surprise	0.578	jubilant
electric	surprise	0.578	elektrický
raving	surprise	0.578	blúznenie
bizarre	surprise	0.578	bizarné
death	surprise	0.578	smrť
fluke	surprise	0.578	náhoda
oddity	surprise	0.578	zvláštnosť
dynamic	surprise	0.570	dynamický
dismay	surprise	0.570	zdesenie
revenge	surprise	0.570	pomsta
nefarious	surprise	0.562	hanebný
fascinate	surprise	0.562	fascinovať
jerk	surprise	0.562	trhnúť
ecstatic	surprise	0.562	extatický
reward	surprise	0.562	odmena
uncover	surprise	0.562	odkryť
reappear	surprise	0.562	znovu objaviť
zany	surprise	0.555	zany
whim	surprise	0.555	rozmar
thaumaturgy	surprise	0.555	taumaturgia
conjure	surprise	0.555	vykúzliť
crescendo	surprise	0.555	stupňujúci sa
rescue	surprise	0.547	záchrana
daze	surprise	0.547	omámiť
heroism	surprise	0.547	hrdinstvo
illuminate	surprise	0.547	osvetliť
winner	surprise	0.547	víťaz
ejaculation	surprise	0.547	ejakulácia
thwart	surprise	0.547	prekaziť
rarity	surprise	0.547	vzácnosť
unbridled	surprise	0.547	nespútaný
tantalizing	surprise	0.547	dráždivý
punch	surprise	0.539	punč
cheer	surprise	0.539	fandiť
treason	surprise	0.539	zrada
violation	surprise	0.539	porušenie
celebration	surprise	0.539	oslava
illusion	surprise	0.539	ilúzia
marvel	surprise	0.539	čuduj sa
lucky	surprise	0.539	šťastie
lunge	surprise	0.539	výpad
interrupt	surprise	0.539	prerušiť
insult	surprise	0.539	urážka
concealed	surprise	0.531	skryté
snag	surprise	0.531	zádrhel
sensation	surprise	0.531	senzácia
banger	surprise	0.531	banger
fearfully	surprise	0.531	bojazlivo
affront	surprise	0.531	uraziť
jest	surprise	0.531	žart
undiscovered	surprise	0.523	neobjavené
liberate	surprise	0.523	oslobodiť
veer	surprise	0.523	otočiť sa
abandonment	surprise	0.523	opustenie
immediacy	surprise	0.523	bezprostrednosť
improvise	surprise	0.523	improvizovať
victimized	surprise	0.523	viktimizované
scorpion	surprise	0.523	škorpión
majestic	surprise	0.523	majestátne
wonder	surprise	0.523	čuduj sa
rejoice	surprise	0.523	radovať sa
tickle	surprise	0.516	štekliť
chance	surprise	0.516	šancu
yelp	surprise	0.516	kričať
howl	surprise	0.516	zavýjať
stealthily	surprise	0.516	tajne
unintentionally	surprise	0.508	neúmyselne
magnificent	surprise	0.508	veľkolepý
reflex	surprise	0.508	reflex
garish	surprise	0.508	krikľavý
transcendence	surprise	0.508	transcendencia
rave	surprise	0.508	rave
luck	surprise	0.508	šťastie
swerve	surprise	0.508	vybočiť
pop	surprise	0.508	pop
enliven	surprise	0.500	oživiť
slayer	surprise	0.500	zabijak
remarkable	surprise	0.500	pozoruhodné
infrequent	surprise	0.500	zriedkavé
pang	surprise	0.500	bolesť
erotic	surprise	0.500	erotické
misbehavior	surprise	0.500	nesprávneho správania
diversion	surprise	0.500	odklon
heroic	surprise	0.500	hrdinský
alertness	surprise	0.500	bdelosť
marvelous	surprise	0.500	Podivuhodný
fainting	surprise	0.500	mdloby
embarrassment	surprise	0.500	trápnosť
nab	surprise	0.492	nab
birthday	surprise	0.492	narodeniny
camouflage	surprise	0.492	kamufláž
unutterable	surprise	0.492	nevysloviteľné
chimera	surprise	0.492	chiméra
trump	surprise	0.492	tromf
decoy	surprise	0.492	návnada
infarct	surprise	0.492	infarkt
greatness	surprise	0.492	veľkosť
exigent	surprise	0.492	naliehavé
prick	surprise	0.484	prick
variable	surprise	0.484	premenlivý
curiosity	surprise	0.484	zvedavosť
daemon	surprise	0.484	démon
inexpressible	surprise	0.484	nevysloviteľné
magician	surprise	0.484	kúzelník
underestimate	surprise	0.484	podceniť
fanfare	surprise	0.484	fanfáry
horde	surprise	0.484	horda
zeal	surprise	0.484	horlivosť
incident	surprise	0.477	incident
illumination	surprise	0.477	osvetlenie
chicane	surprise	0.477	šikana
sneeze	surprise	0.477	kýchnutie
subversive	surprise	0.477	podvratný
gawk	surprise	0.477	čumieť
fortune	surprise	0.477	bohatstvo
strange	surprise	0.477	zvláštne
dreadfully	surprise	0.477	strašne
unguarded	surprise	0.477	nestrážený
prowl	surprise	0.469	potulovať sa
reversal	surprise	0.469	zvrat
wizard	surprise	0.469	čarodejník
rapid	surprise	0.469	rýchly
leery	surprise	0.469	pochybný
break	surprise	0.461	prestávka
slip	surprise	0.461	sklzu
divergent	surprise	0.461	divergentný
hilarious	surprise	0.461	veselý
coincidence	surprise	0.461	náhoda
subito	surprise	0.461	subito
overestimate	surprise	0.453	preceňovať
ordeal	surprise	0.453	utrpenie
evanescence	surprise	0.453	evanescencia
merriment	surprise	0.453	veselosť
raffle	surprise	0.453	tombola
winning	surprise	0.453	víťazný
wonderful	surprise	0.453	úžasné
hoax	surprise	0.453	hoax
confession	surprise	0.453	spoveď
splendid	surprise	0.445	skvelé
stound	surprise	0.445	zaraziť
perchance	surprise	0.445	možno
excel	surprise	0.445	excel
enthusiast	surprise	0.445	nadšenec
gambling	surprise	0.445	hazardných hier
feat	surprise	0.445	feat
laughter	surprise	0.445	smiech
brighten	surprise	0.438	rozjasniť
unique	surprise	0.438	jedinečný
senseless	surprise	0.438	nezmyselné
changeable	surprise	0.438	premenlivý
splendor	surprise	0.438	nádhera
rapt	surprise	0.438	zaujatý
unintentional	surprise	0.438	neúmyselné
fascination	surprise	0.430	fascinácia
trepidation	surprise	0.430	chvenie
lawsuit	surprise	0.430	súdny spor
gift	surprise	0.430	darček
stealthy	surprise	0.430	kradmý
fiesta	surprise	0.430	fiesta
intrigue	surprise	0.430	intrigy
delighted	surprise	0.430	potešený
judgment	surprise	0.422	rozsudok
stealth	surprise	0.422	tajnosť
enchant	surprise	0.422	očarovať
originality	surprise	0.422	originalita
riddle	surprise	0.422	hádanka
quicksilver	surprise	0.422	nehorľavé striebro
illegitimate	surprise	0.414	nelegitímne
experiment	surprise	0.414	experimentovať
elusive	surprise	0.414	nepolapiteľný
syncope	surprise	0.414	synkopa
liberation	surprise	0.414	oslobodenie
spirits	surprise	0.414	duchov
perjury	surprise	0.414	krivej prísahy
veracity	surprise	0.414	pravdivosť
parade	surprise	0.406	paráda
applause	surprise	0.406	potlesk
inspired	surprise	0.406	inšpirovaný
allure	surprise	0.406	lákadlom
eager	surprise	0.406	dychtivý
gambler	surprise	0.406	gambler
fete	surprise	0.406	slávnosť
divorce	surprise	0.398	rozvod
guess	surprise	0.398	hádajte
princely	surprise	0.398	kniežací
burlesque	surprise	0.398	burleska
secrecy	surprise	0.398	utajenia
incontinence	surprise	0.391	inkontinencia
peri	surprise	0.391	peri
cheerful	surprise	0.391	veselý
hermaphrodite	surprise	0.391	hermafrodit
supremacy	surprise	0.391	nadradenosť
aspiration	surprise	0.391	ašpirácie
buck	surprise	0.383	dolár
lose	surprise	0.383	stratiť
cadaver	surprise	0.383	mŕtvoly
crowning	surprise	0.383	korunovanie
praiseworthy	surprise	0.383	chvályhodný
inheritance	surprise	0.383	dedičstvo
score	surprise	0.383	skóre
gulp	surprise	0.375	hlt
camouflaged	surprise	0.375	maskovaný
advance	surprise	0.375	vopred
succeed	surprise	0.375	uspieť
frisky	surprise	0.375	hravý
mystic	surprise	0.375	mystik
compliment	surprise	0.375	kompliment
hope	surprise	0.367	nádej
joker	surprise	0.367	vtipkár
sparkle	surprise	0.367	iskriť
excavation	surprise	0.367	výkop
sensual	surprise	0.367	zmyselný
entertainment	surprise	0.359	zábavu
feeling	surprise	0.359	pocit
modify	surprise	0.352	upraviť
blessings	surprise	0.352	požehnania
newcomer	surprise	0.352	nováčik
obit	surprise	0.352	obit
postponement	surprise	0.352	odklad
award	surprise	0.352	cena
clown	surprise	0.352	klaun
highest	surprise	0.344	najvyššie
hero	surprise	0.344	hrdina
glorify	surprise	0.344	oslavovať
proficiency	surprise	0.344	odbornosť
start	surprise	0.344	začať
wonderfully	surprise	0.344	úžasne
celebrity	surprise	0.344	celebrity
rekindle	surprise	0.336	znovu zapáliť
optimism	surprise	0.336	optimizmus
sanctify	surprise	0.336	posvätiť
unbeaten	surprise	0.336	neprekonaný
prodigious	surprise	0.336	úžasný
grin	surprise	0.336	úsmev
memorable	surprise	0.336	zapamätateľné
warned	surprise	0.336	varoval
dissolution	surprise	0.336	rozpustenie
hypertrophy	surprise	0.328	hypertrofia
admiration	surprise	0.328	obdiv
examination	surprise	0.320	vyšetrenie
angel	surprise	0.320	anjel
present	surprise	0.320	prítomný
catch	surprise	0.320	chytiť
hap	surprise	0.320	našťastie
saint	surprise	0.312	svätý
embrace	surprise	0.312	objať
flirt	surprise	0.312	flirtovať
puma	surprise	0.312	puma
kiss	surprise	0.312	bozkávať
liberty	surprise	0.312	sloboda
scrimmage	surprise	0.312	scrimmage
treat	surprise	0.312	zaobchádzať
inaffable	surprise	0.312	neznesiteľný
occasional	surprise	0.312	príležitostné
dismissal	surprise	0.312	prepúšťanie
perfection	surprise	0.305	dokonalosť
saintly	surprise	0.305	svätý
gratify	surprise	0.305	potešiť
generosity	surprise	0.305	štedrosť
sally	surprise	0.305	sally
palpable	surprise	0.297	hmatateľné
finally	surprise	0.297	konečne
differently	surprise	0.297	inak
polarity	surprise	0.297	polarita
ceremony	surprise	0.297	obrad
favorable	surprise	0.297	priaznivý
larger	surprise	0.297	väčší
warn	surprise	0.297	varovať
medal	surprise	0.289	medailu
romance	surprise	0.289	romantika
inviting	surprise	0.289	pozývajúci
greeting	surprise	0.289	pozdrav
resignation	surprise	0.281	rezignáciu
accolade	surprise	0.281	vyznamenanie
labor	surprise	0.281	pôrod
candid	surprise	0.281	úprimný
trip	surprise	0.281	výlet
stare	surprise	0.273	zízať
admire	surprise	0.266	obdivovať
glimmer	surprise	0.266	záblesk
playful	surprise	0.266	hravý
somatic	surprise	0.266	somatická
festival	surprise	0.266	festival
mimicry	surprise	0.266	mimikry
insolvency	surprise	0.266	platobná neschopnosť
immerse	surprise	0.266	ponoriť
invite	surprise	0.266	pozvať
compensate	surprise	0.266	kompenzovať
receiving	surprise	0.258	prijímanie
complement	surprise	0.258	dopĺňať
chuckle	surprise	0.258	smiať sa
laugh	surprise	0.258	smiať sa
hypothesis	surprise	0.258	hypotéza
honeymoon	surprise	0.250	medové týždne
opera	surprise	0.242	opera
pleasant	surprise	0.242	príjemné
marry	surprise	0.242	oženiť sa
independence	surprise	0.242	nezávislosť
chant	surprise	0.234	spievať
holiness	surprise	0.234	svätosť
assessment	surprise	0.234	hodnotenie
rhythmical	surprise	0.234	rytmický
hopeful	surprise	0.234	nádejný
leave	surprise	0.234	odísť
trophy	surprise	0.234	trofej
deal	surprise	0.227	obchod
procession	surprise	0.227	sprievod
placard	surprise	0.227	transparent
shopping	surprise	0.219	nakupovanie
musical	surprise	0.219	muzikál
cherish	surprise	0.219	vážiť si
good	surprise	0.219	dobre
dawn	surprise	0.211	svitanie
simplify	surprise	0.211	zjednodušiť
shell	surprise	0.211	škrupina
morals	surprise	0.203	morálky
money	surprise	0.203	peniaze
nullify	surprise	0.203	zrušiť
purity	surprise	0.203	čistota
sweet	surprise	0.203	sladké
synchronize	surprise	0.195	synchronizovať
precious	surprise	0.195	vzácny
humanitarian	surprise	0.195	humanitárne
preservative	surprise	0.195	konzervačný prostriedok
unfulfilled	surprise	0.195	nesplnené
obliging	surprise	0.188	zaväzujúci
singularly	surprise	0.188	ojedinele
graduation	surprise	0.180	promócie
foresee	surprise	0.180	predvídať
pray	surprise	0.180	modliť sa
lovely	surprise	0.180	krásne
thirst	surprise	0.172	smäd
mouth	surprise	0.172	ústa
youth	surprise	0.172	mládež
sun	surprise	0.172	slnko
art	surprise	0.172	umenie
goodness	surprise	0.164	dobrota
latent	surprise	0.156	latentný
visor	surprise	0.156	priezor
overdue	surprise	0.156	po splatnosti
practiced	surprise	0.156	cvičil
loyal	surprise	0.148	lojálni
expect	surprise	0.148	očakávať
wireless	surprise	0.148	bezdrôtový
destination	surprise	0.148	destinácia
infant	surprise	0.141	dojča
cream	surprise	0.141	krém
slush	surprise	0.141	kaša
quote	surprise	0.141	citovať
playground	surprise	0.133	detské ihrisko
vote	surprise	0.125	hlasovať
teach	surprise	0.125	učiť
organization	surprise	0.125	Organizácia
dolphin	surprise	0.117	delfín
weight	surprise	0.117	hmotnosť
smile	surprise	0.117	úsmev
sisterhood	surprise	0.109	sesterstvo
cable	surprise	0.109	kábel
sunny	surprise	0.102	slnečný
steady	surprise	0.094	stabilný
peaceful	surprise	0.086	pokojný
spa	surprise	0.086	kúpele
leisure	surprise	0.086	voľný čas
picnic	surprise	0.078	piknik
tree	surprise	0.078	strom
worm	surprise	0.055	červ
truthfulness	trust	0.906	pravdivosť
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	dôveryhodný
honor	trust	0.844	česť
honesty	trust	0.844	čestnosť
honest	trust	0.844	čestný
truth	trust	0.844	pravda
truthful	trust	0.836	pravdivý
trusting	trust	0.836	dôverčivý
brotherhood	trust	0.820	bratstvo
entrust	trust	0.812	poveriť
committed	trust	0.805	spáchaný
loyalty	trust	0.805	vernosť
integrity	trust	0.805	bezúhonnosť
honorable	trust	0.805	čestný
trust	trust	0.805	dôverovať
credibility	trust	0.805	dôveryhodnosť
faithful	trust	0.797	verný
sincere	trust	0.797	úprimný
partnership	trust	0.789	partnerstvo
responsible	trust	0.789	zodpovedný
true	trust	0.789	pravda
wisdom	trust	0.789	múdrosť
verification	trust	0.781	overenie
cooperative	trust	0.781	družstvo
vow	trust	0.781	sľub
oath	trust	0.781	prísaha
respectable	trust	0.773	úctyhodný
sisterhood	trust	0.773	sesterstvo
hero	trust	0.773	hrdina
credible	trust	0.773	dôveryhodný
promise	trust	0.773	sľúbiť
verified	trust	0.773	overené
qualified	trust	0.766	kvalifikovaní
authentication	trust	0.766	Overenie
respected	trust	0.766	rešpektovaný
compassion	trust	0.759	súcit
approval	trust	0.758	schválenie
moral	trust	0.758	morálny
reliability	trust	0.758	spoľahlivosť
trusts	trust	0.758	dôveryhodný
safekeeping	trust	0.758	úschova
reputable	trust	0.758	seriózny
love	trust	0.758	láska
friend	trust	0.750	priateľ
stable	trust	0.750	stabilný
authentic	trust	0.750	autentické
competence	trust	0.750	kompetencie
safeguard	trust	0.750	zabezpečiť
companion	trust	0.750	spoločník
advised	trust	0.750	poradil
respect	trust	0.750	rešpekt
loyal	trust	0.750	lojálni
genuine	trust	0.750	pravý
friendships	trust	0.750	trusty
ally	trust	0.750	spojenca
proven	trust	0.742	osvedčené
freedom	trust	0.742	slobody
respects	trust	0.742	rešpektuje
accepting	trust	0.742	priateľstvá
faith	trust	0.742	viera
wholesome	trust	0.742	zdravý
heartfelt	trust	0.734	srdečný
unification	trust	0.734	zjednotenie
confirmation	trust	0.734	potvrdenie
protecting	trust	0.734	chrániacich
reassurance	trust	0.734	uistenie
trustee	trust	0.734	správca
supporter	trust	0.734	podporovateľ
respectful	trust	0.734	úctivý
admirable	trust	0.734	obdivuhodný
fact	trust	0.727	skutočnosť
friendship	trust	0.727	priateľstvo
partners	trust	0.727	prijímanie
confidentially	trust	0.727	dôverne
confident	trust	0.727	sebavedomý
equality	trust	0.727	rovnosť
alliance	trust	0.727	aliancie
credential	trust	0.727	poverenie
believing	trust	0.727	veriaceho
excellence	trust	0.727	excelentnosť
agreement	trust	0.727	dohoda
closeness	trust	0.719	blízkosť
authenticate	trust	0.719	overiť
virtuous	trust	0.719	cnostný
intelligence	trust	0.719	inteligenciu
kindred	trust	0.719	príbuzenstvo
virtue	trust	0.719	cnosť
honored	trust	0.719	poctený
justice	trust	0.711	spravodlivosti
charitable	trust	0.711	dobročinný
determination	trust	0.711	rozhodnosť
creditable	trust	0.711	hodnoverný
consistency	trust	0.711	konzistencia
allegiance	trust	0.711	vernosť
cooperation	trust	0.711	spolupráce
guarantee	trust	0.711	záruka
dedication	trust	0.711	venovanie
straightforward	trust	0.711	priamočiary
cooperating	trust	0.711	spolupracujúcich
reliable	trust	0.703	spoľahlivý
nurture	trust	0.703	vychovávať
mother	trust	0.703	matka
fulfilled	trust	0.703	splnené
admiration	trust	0.703	obdiv
mentor	trust	0.703	mentor
guardianship	trust	0.703	opatrovníctvo
assurance	trust	0.703	uistenie
morality	trust	0.703	morálky
motherhood	trust	0.703	materstvo
innocent	trust	0.703	nevinný
reverence	trust	0.703	úcta
sanctuary	trust	0.703	svätyňa
friendliness	trust	0.703	priateľskosť
prepared	trust	0.703	pripravený
admire	trust	0.703	obdivovať
protected	trust	0.703	chránené
proof	trust	0.703	dôkaz
bodyguard	trust	0.695	osobný strážca
skillful	trust	0.695	zručne
marriage	trust	0.695	manželstvo
allied	trust	0.695	spriaznený
morals	trust	0.695	morálky
humanitarian	trust	0.695	humanitárne
pact	trust	0.695	paktu
courage	trust	0.695	odvahu
accountable	trust	0.695	zodpovedný
agreeable	trust	0.695	príjemné
united	trust	0.695	zjednotený
indestructible	trust	0.695	nezničiteľné
approving	trust	0.695	schvaľovanie
guardian	trust	0.695	opatrovník
compassionate	trust	0.695	súcitný
scientist	trust	0.695	vedec
certified	trust	0.695	certifikovaný
pledge	trust	0.688	zástava
adviser	trust	0.688	poradca
authenticity	trust	0.688	autentickosť
understanding	trust	0.688	pochopenie
secure	trust	0.688	zabezpečiť
