English Word	Emotion	Emotion-Intensity-Score	Macedonian Word
devotional	trust	0.633	благочестив
endorse	trust	0.633	одобруваат
backbone	trust	0.633	'рбетот
authorize	trust	0.633	овластат
practiced	trust	0.633	практикуван
sanctification	trust	0.633	осветување
hopeful	trust	0.633	надежен
convincing	trust	0.633	убедливо
bless	trust	0.633	благослови
angel	trust	0.625	ангел
authorization	trust	0.625	овластување
assured	trust	0.625	увери
purify	trust	0.625	прочистуваат
caretaker	trust	0.625	чувар
regard	trust	0.625	поглед
profound	trust	0.625	длабока
achievement	trust	0.625	достигнување
evident	trust	0.625	евидентно
positivity	trust	0.625	позитивност
communication	trust	0.625	комуникација
professorship	trust	0.625	професорска позиција
blessing	trust	0.625	благослов
beliefs	trust	0.625	најдлабоките
encourage	trust	0.625	поттикнуваат
fireman	trust	0.625	пожарникар
majestic	trust	0.625	величествен
civilized	trust	0.625	цивилизиран
certify	trust	0.625	потврди
wonderful	trust	0.625	прекрасен
engaged	trust	0.625	верен
accurate	trust	0.625	точен
approvement	trust	0.617	одобрување
optimism	trust	0.617	оптимизам
planning	trust	0.617	планирање
believer	trust	0.617	верник
advice	trust	0.617	совети
commend	trust	0.617	пофали
gospel	trust	0.617	госпел
objective	trust	0.617	објективен
rational	trust	0.617	рационален
cherish	trust	0.617	негуваат
constantly	trust	0.617	постојано
haven	trust	0.617	засолниште
fundamental	trust	0.617	фундаментален
bedrock	trust	0.617	темелен камен
accord	trust	0.617	согласност
triumphant	trust	0.617	триумфално
surety	trust	0.617	гаранција
testament	trust	0.617	тестамент
absolution	trust	0.617	ослободување
truce	trust	0.617	примирје
reassure	trust	0.617	уверува
appreciation	trust	0.617	благодарност
qualities	trust	0.617	квалитети
passionate	trust	0.617	страствен
good	trust	0.617	добро
unimpeachable	trust	0.617	неприкосновен
corroborate	trust	0.617	потврдуваат
thoughtful	trust	0.617	внимателен
heroine	trust	0.617	хероина
teach	trust	0.617	предаваат
god	trust	0.617	бог
attentive	trust	0.617	внимателен
scripture	trust	0.609	Светото писмо
civilization	trust	0.609	цивилизација
magnificence	trust	0.609	величественост
recommend	trust	0.609	препорачуваат
progression	trust	0.609	прогресија
steward	trust	0.609	управител
purification	trust	0.609	прочистување
patron	trust	0.609	покровител
praiseworthy	trust	0.609	за пофалба
heal	trust	0.609	исцели
considerate	trust	0.609	внимателен
blessings	trust	0.609	благослови
mediator	trust	0.609	посредник
babysitter	trust	0.609	бебиситерка
notary	trust	0.609	нотар
awareness	trust	0.609	свесност
vetted	trust	0.609	верувања
excel	trust	0.609	ексел
happy	trust	0.609	среќен
praise	trust	0.609	пофалби
brilliant	trust	0.609	брилијантен
liking	trust	0.609	допаѓање
definitive	trust	0.609	дефинитивен
comfort	trust	0.609	удобност
officer	trust	0.609	офицер
peace	trust	0.602	мир
serenity	trust	0.602	спокојство
unquestionable	trust	0.602	несомнено
embrace	trust	0.602	прегратка
identify	trust	0.602	идентификуваат
inspired	trust	0.602	инспириран
steady	trust	0.602	стабилна
nun	trust	0.602	калуѓерка
guarded	trust	0.602	чувано
symmetry	trust	0.602	симетрија
mainstay	trust	0.602	потпора
fulfill	trust	0.602	исполни
humility	trust	0.602	понизност
helpful	trust	0.602	корисни
transcendence	trust	0.602	трансценденција
unconditional	trust	0.602	безусловно
brave	trust	0.602	храбар
brighten	trust	0.602	осветли
experienced	trust	0.602	искусни
enlightenment	trust	0.602	просветлување
sympathetic	trust	0.602	симпатичен
witness	trust	0.602	сведок
vigilant	trust	0.594	буден
ministry	trust	0.594	министерството
admiral	trust	0.594	адмирал
vigilance	trust	0.594	будност
depend	trust	0.594	зависат
generosity	trust	0.594	великодушност
befriend	trust	0.594	спријателувај се
complimentary	trust	0.594	комплементарно
assessment	trust	0.594	оценување
fairly	trust	0.594	прилично
enlighten	trust	0.594	просветли
strengthen	trust	0.594	зајакне
nurse	trust	0.594	Медицинска сестра
endowment	trust	0.594	донација
visionary	trust	0.594	визионер
praised	trust	0.594	пофален
eminence	trust	0.594	еминенција
marry	trust	0.594	се омажи
generous	trust	0.594	дарежлив
gratitude	trust	0.594	благодарност
sage	trust	0.594	мудрец
tranquility	trust	0.594	спокојство
openly	trust	0.594	отворено
grant	trust	0.594	грант
spouse	trust	0.594	брачен другар
philanthropic	trust	0.594	филантропски
regent	trust	0.594	регент
substantiate	trust	0.594	поткрепуваат
commendation	trust	0.594	пофалба
council	trust	0.594	совет
efficient	trust	0.594	ефикасен
sweetheart	trust	0.589	душо
bylaw	trust	0.586	подзаконски акт
magnificent	trust	0.586	величествен
designation	trust	0.586	ознака
godly	trust	0.586	побожен
seniority	trust	0.586	стаж
conservation	trust	0.586	конзервација
educational	trust	0.586	едукативни
rooted	trust	0.586	вкоренети
inheritance	trust	0.586	наследство
diplomacy	trust	0.586	дипломатија
mate	trust	0.586	другар
convince	trust	0.586	убеди
unfailing	trust	0.586	непропустливи
share	trust	0.586	споделување
monk	trust	0.586	монах
constitutional	trust	0.586	уставни
lovely	trust	0.586	прекрасна
compliance	trust	0.586	усогласеност
attest	trust	0.586	потврди
victory	trust	0.586	победа
serene	trust	0.586	спокоен
checklist	trust	0.586	листа за проверка
husbandry	trust	0.586	сточарството
enjoying	trust	0.586	уживајќи
revere	trust	0.586	почитуваат
tribe	trust	0.586	племето
meritorious	trust	0.586	заслужен
joyful	trust	0.586	радосен
delegate	trust	0.586	делегат
helper	trust	0.586	помошник
angelic	trust	0.586	ангелски
ambition	trust	0.586	амбиција
father	trust	0.586	татко
acclaim	trust	0.586	признание
testimony	trust	0.586	сведоштво
collectively	trust	0.586	колективно
sobriety	trust	0.586	трезвеност
prestige	trust	0.586	престиж
firmness	trust	0.586	цврстина
structural	trust	0.578	структурни
impartiality	trust	0.578	непристрасност
navigator	trust	0.578	навигатор
judge	trust	0.578	судија
shelter	trust	0.578	засолниште
coexisting	trust	0.578	коегзистирајќи
unquestioned	trust	0.578	несомнено
careful	trust	0.578	внимателен
obey	trust	0.578	послушајте
professor	trust	0.578	професор
convinced	trust	0.578	убедени
communion	trust	0.578	причестување
cheerfulness	trust	0.578	веселост
inviting	trust	0.578	поканува
irrefutable	trust	0.578	непобитен
commandant	trust	0.578	командант
smile	trust	0.578	насмевка
authoritative	trust	0.578	авторитетен
philanthropist	trust	0.578	филантроп
legalized	trust	0.578	легализиран
adore	trust	0.578	обожаваат
upright	trust	0.578	исправен
revival	trust	0.578	преродба
dutiful	trust	0.578	совесен
watchdog	trust	0.578	чувар
apostle	trust	0.570	апостол
volunteers	trust	0.570	волонтери
immaculate	trust	0.570	беспрекорен
adhering	trust	0.570	придржувајќи се
unquestionably	trust	0.570	несомнено
advise	trust	0.570	советува
punctual	trust	0.570	точни
consult	trust	0.570	консултирајте се
ordinance	trust	0.570	уредба
complement	trust	0.570	дополнување
modest	trust	0.570	скромен
everlasting	trust	0.570	вечен
compass	trust	0.570	компас
heavenly	trust	0.570	рајски
determinate	trust	0.570	определуваат
counsellor	trust	0.570	советник
abundance	trust	0.570	изобилство
guide	trust	0.570	водич
earned	trust	0.570	проверени
pedigree	trust	0.570	педигре
relative	trust	0.570	роднина
principal	trust	0.570	главен
plausible	trust	0.570	веродостојно
collaborator	trust	0.570	соработник
connective	trust	0.570	сврзно
corroboration	trust	0.570	потврда
insure	trust	0.570	осигуруваат
pilot	trust	0.570	пилот
unequivocal	trust	0.570	недвосмислена
matron	trust	0.570	матрона
cuddle	trust	0.570	гушкање
measured	trust	0.570	мери
fort	trust	0.562	тврдина
treasurer	trust	0.562	благајник
apostolic	trust	0.562	апостолски
save	trust	0.562	спаси
frankness	trust	0.562	искреност
insight	trust	0.562	увид
admit	trust	0.562	признаат
earn	trust	0.562	заработи
remarkable	trust	0.562	извонреден
strong	trust	0.562	силна
content	trust	0.562	содржина
vitality	trust	0.562	виталност
prize	trust	0.562	награда
vigorous	trust	0.562	енергичен
congregation	trust	0.562	собранието
uplift	trust	0.562	издигнување
spotless	trust	0.562	беспрекорен
devout	trust	0.562	побожен
soothing	trust	0.562	смирувачки
miracle	trust	0.562	чудо
cohesion	trust	0.562	кохезија
lovemaking	trust	0.562	водење љубов
curable	trust	0.562	излечива
pleasant	trust	0.562	пријатен
jury	trust	0.562	жирито
pertinent	trust	0.562	релевантни
succeeding	trust	0.562	успевајќи
concordance	trust	0.562	усогласеност
jurist	trust	0.562	правник
applaud	trust	0.562	аплаудира
ordination	trust	0.562	хиротонија
compensate	trust	0.562	компензираат
patience	trust	0.555	трпение
mediate	trust	0.555	посредуваат
coach	trust	0.555	тренер
illumination	trust	0.555	осветлување
cultivate	trust	0.555	одгледуваат
providing	trust	0.555	обезбедување
precedence	trust	0.555	предност
exalt	trust	0.555	воздигнете
succeed	trust	0.555	успее
inclusion	trust	0.555	вклучување
meditate	trust	0.555	медитираат
coalesce	trust	0.555	се спојуваат
betrothed	trust	0.555	свршени
midwife	trust	0.555	акушерка
veteran	trust	0.555	ветеран
destined	trust	0.555	предодредени
auditor	trust	0.555	ревизор
privacy	trust	0.555	приватноста
restorative	trust	0.555	ресторативна
influential	trust	0.555	влијателен
impartial	trust	0.555	непристрасен
discretion	trust	0.555	дискреција
foresight	trust	0.555	предвидливост
congruence	trust	0.555	конгруентност
worship	trust	0.555	обожување
constant	trust	0.555	постојана
reunion	trust	0.555	повторно обединување
intuition	trust	0.555	интуиција
reconciliation	trust	0.555	помирување
ambulance	trust	0.555	брза помош
defender	trust	0.555	бранител
greatness	trust	0.555	величина
buddy	trust	0.555	другар
vote	trust	0.555	гласаат
physicist	trust	0.555	физичар
prophet	trust	0.555	пророк
prevalent	trust	0.547	распространети
eyewitness	trust	0.547	очевидец
durable	trust	0.547	издржливи
prudent	trust	0.547	претпазливи
securities	trust	0.547	хартии од вредност
salvation	trust	0.547	спасението
govern	trust	0.547	управуваат
law	trust	0.547	закон
proud	trust	0.547	горд
cheer	trust	0.547	навиваат
reinforcement	trust	0.547	засилување
promises	trust	0.547	заработени
invocation	trust	0.547	повикување
provide	trust	0.547	обезбеди
friendly	trust	0.547	пријателски
commanding	trust	0.547	командант
temperate	trust	0.547	умерена
conciliation	trust	0.547	помирување
convent	trust	0.547	манастир
heritage	trust	0.547	наследство
independence	trust	0.547	независност
rejoice	trust	0.547	радувај се
engaging	trust	0.547	ангажирање
readiness	trust	0.547	готовност
registry	trust	0.547	регистар
statement	trust	0.547	изјава
liberty	trust	0.547	слободата
forgive	trust	0.547	прости
ancestral	trust	0.547	предок
impenetrable	trust	0.547	непробојна
choices	trust	0.539	ветувања
psalms	trust	0.539	псалми
majority	trust	0.539	мнозинство
antidote	trust	0.539	противотров
tantamount	trust	0.539	еднакво
perfect	trust	0.539	совршено
regularity	trust	0.539	регуларноста
chronicle	trust	0.539	хроника
ensemble	trust	0.539	ансамбл
applause	trust	0.539	аплауз
obedience	trust	0.539	послушност
aspiring	trust	0.539	аспиранти
watchman	trust	0.539	чувар
inimitable	trust	0.539	неповторлив
chastity	trust	0.539	целомудрие
architecture	trust	0.539	архитектура
stamina	trust	0.539	издржливост
delightful	trust	0.539	прекрасен
exalted	trust	0.539	возвишен
relevant	trust	0.539	релевантни
reinforcements	trust	0.539	засилувања
proctor	trust	0.539	заштитник
immovable	trust	0.539	недвижен
instructions	trust	0.539	инструкции
define	trust	0.539	Дефинирај
uncensured	trust	0.539	нецензуриран
institute	trust	0.539	институт
responsive	trust	0.539	одговора
recovery	trust	0.539	закрепнување
obliging	trust	0.539	обврзувачки
obvious	trust	0.539	очигледно
forefathers	trust	0.539	предци
eager	trust	0.539	желни
inoculation	trust	0.539	инокулација
admitting	trust	0.539	признавајќи
memorable	trust	0.539	незаборавни
hospital	trust	0.531	болница
rescue	trust	0.531	спаси
deed	trust	0.531	дело
princely	trust	0.531	кнежевство
retirement	trust	0.531	пензионирање
cradle	trust	0.531	лулка
immunization	trust	0.531	имунизација
bloom	trust	0.531	цветаат
candid	trust	0.531	искрен
evergreen	trust	0.531	зимзелени
ballot	trust	0.531	гласачко ливче
accompaniment	trust	0.531	придружба
verily	trust	0.531	навистина
inseparable	trust	0.531	неразделни
analyst	trust	0.531	аналитичар
strive	trust	0.531	се стремиме
dependent	trust	0.531	зависни
heavens	trust	0.531	небесата
answerable	trust	0.531	одговорен
school	trust	0.531	училиште
terms	trust	0.531	термини
center	trust	0.531	центар
firstborn	trust	0.531	првороден
transcript	trust	0.531	препис
fraternal	trust	0.531	братски
omniscient	trust	0.531	сезнаен
seal	trust	0.531	печат
edification	trust	0.531	издигнување
doubtless	trust	0.531	несомнено
deliverance	trust	0.531	избавување
sponsor	trust	0.531	спонзор
expedient	trust	0.531	целисходно
bride	trust	0.531	невеста
refuge	trust	0.531	прибежиште
approbation	trust	0.527	одобрување
chaplain	trust	0.523	капелан
laureate	trust	0.523	лауреат
liberate	trust	0.523	ослободи
coronation	trust	0.523	крунисување
adoration	trust	0.523	обожување
countenance	trust	0.523	лицето
honeymoon	trust	0.523	меден месец
connoisseur	trust	0.523	познавач
notable	trust	0.523	забележителен
benedictory	trust	0.523	благотворно
celebration	trust	0.523	прослава
neighbor	trust	0.523	сосед
unbroken	trust	0.523	непрекинат
award	trust	0.523	награда
improvement	trust	0.523	подобрување
hug	trust	0.523	прегратка
graduation	trust	0.523	дипломирање
correctness	trust	0.523	исправност
winning	trust	0.523	победувајќи
paragon	trust	0.523	парагон
ratify	trust	0.523	ратификуваат
powerful	trust	0.523	моќен
elevation	trust	0.523	надморска височина
commonwealth	trust	0.523	комонвелтот
account	trust	0.523	сметка
unimpeached	trust	0.523	неоправдано
taught	trust	0.523	предавал
salutary	trust	0.523	спасоносна
captivate	trust	0.523	плени
dictionary	trust	0.523	речник
nobility	trust	0.523	благородништвото
ourselves	trust	0.523	избори
feeling	trust	0.518	чувство
amen	trust	0.516	амин
committee	trust	0.516	комисија
reverie	trust	0.516	реверзија
deserve	trust	0.516	заслужуваат
fully	trust	0.516	полно
compliment	trust	0.516	комплимент
obstetrician	trust	0.516	акушер
enchanted	trust	0.516	маѓепсана
inform	trust	0.516	информираат
association	trust	0.516	асоцијација
credit	trust	0.516	кредит
passwords	trust	0.516	самите себе
freely	trust	0.516	слободно
framework	trust	0.516	рамка
nobleman	trust	0.516	благородник
formative	trust	0.516	формативен
tender	trust	0.516	тендер
measure	trust	0.516	мерка
advent	trust	0.516	доаѓањето
management	trust	0.516	управување
confession	trust	0.516	исповед
remedy	trust	0.516	лек
sentinel	trust	0.516	чувар
pray	trust	0.516	молете се
perpetuity	trust	0.516	вечноста
tribunal	trust	0.516	трибунал
minded	trust	0.516	наумен
organization	trust	0.516	организација
predominant	trust	0.516	доминантна
volunteer	trust	0.509	волонтер
accolade	trust	0.508	признание
courtship	trust	0.508	додворување
patronage	trust	0.508	покровителство
philosopher	trust	0.508	филозоф
confessional	trust	0.508	исповедни
diversity	trust	0.508	различноста
virgin	trust	0.508	девица
venerable	trust	0.508	преподобен
policy	trust	0.508	политика
intact	trust	0.508	недопрена
custodian	trust	0.508	чувар
automatic	trust	0.508	автоматски
unsurpassed	trust	0.508	ненадмината
shepherd	trust	0.508	овчар
reward	trust	0.508	награда
beautification	trust	0.508	разубавување
medical	trust	0.508	медицински
constable	trust	0.508	полицаец
forgiving	trust	0.508	простувајќи
tolerance	trust	0.508	толеранција
priest	trust	0.508	свештеник
enable	trust	0.508	овозможи
vouch	trust	0.508	гаранција
lieutenant	trust	0.508	поручник
instruct	trust	0.508	упатува
housewife	trust	0.508	домаќинка
admissible	trust	0.508	допуштена
sovereign	trust	0.508	суверена
amour	trust	0.508	љубов
savor	trust	0.508	арома
darling	trust	0.500	мила
related	trust	0.500	поврзани
infallibility	trust	0.500	непогрешливост
watchful	trust	0.500	буден
nerds	trust	0.500	лозинки
instruction	trust	0.500	инструкција
doctrine	trust	0.500	доктрина
birth	trust	0.500	раѓање
timing	trust	0.500	тајмингот
infinity	trust	0.500	бесконечност
religions	trust	0.500	глупаци
warden	trust	0.500	управник
optimist	trust	0.500	оптимист
apologetic	trust	0.500	извини
gateway	trust	0.500	портата
pontiff	trust	0.500	понтиф
alive	trust	0.500	жив
indelible	trust	0.500	неизбришливи
personal	trust	0.500	лично
pious	trust	0.500	побожни
majesty	trust	0.500	величественост
synchronize	trust	0.500	синхронизираат
guard	trust	0.500	чувар
retain	trust	0.500	задржат
romantic	trust	0.500	романтичен
superman	trust	0.500	супермен
info	trust	0.500	инфо
backer	trust	0.500	поддржувач
undying	trust	0.500	неуморен
vindication	trust	0.500	оправдување
badge	trust	0.500	значка
treasure	trust	0.500	богатство
guru	trust	0.500	гуру
church	trust	0.492	црквата
formality	trust	0.492	формалност
contributor	trust	0.492	придонесувач
radiance	trust	0.492	сјај
psalm	trust	0.492	псалм
laudatory	trust	0.492	пофални
grandchildren	trust	0.492	внуци
popularity	trust	0.492	популарност
salute	trust	0.492	поздрав
hosannah	trust	0.492	осана
attraction	trust	0.492	атракција
efforts	trust	0.492	судење
privy	trust	0.492	тајно
improve	trust	0.492	подобри
sheriff	trust	0.492	шериф
chairman	trust	0.492	претседавач
judgement	trust	0.492	поговорки
harbor	trust	0.492	пристаништето
elegance	trust	0.492	елеганција
hardy	trust	0.492	жилав
umpire	trust	0.492	судија
constitute	trust	0.492	сочинуваат
proverbs	trust	0.492	религиите
jubilant	trust	0.492	радосен
aspire	trust	0.492	се стремат
synonymous	trust	0.492	синоним
inevitable	trust	0.492	неизбежен
musical	trust	0.492	музички
spokesman	trust	0.492	портпарол
endow	trust	0.492	дарува
fellow	trust	0.492	колега
grow	trust	0.492	расте
moderator	trust	0.492	модератор
enjoy	trust	0.484	уживајте
found	trust	0.484	пронајден
armor	trust	0.484	оклоп
colonel	trust	0.484	полковник
referee	trust	0.484	судија
favorite	trust	0.484	омилен
assembly	trust	0.484	склопување
romance	trust	0.484	романса
confess	trust	0.484	признаат
sweet	trust	0.484	слатка
crowning	trust	0.484	крунисување
forecast	trust	0.484	прогноза
affection	trust	0.484	наклонетост
approbate	trust	0.484	одобруваат
path	trust	0.484	патека
concord	trust	0.484	согласност
police	trust	0.484	полицијата
countryman	trust	0.484	сонародник
income	trust	0.484	приход
ranger	trust	0.484	ренџер
depth	trust	0.484	длабочина
like	trust	0.484	допаѓа
voucher	trust	0.484	ваучер
diagnosis	trust	0.484	дијагноза
hire	trust	0.484	вработи
clean	trust	0.484	чисти
laudation	trust	0.484	пофалба
arbiter	trust	0.484	арбитер
purely	trust	0.477	чисто
votive	trust	0.477	вотивна
expect	trust	0.477	очекуваат
glory	trust	0.477	слава
counted	trust	0.477	напорите
apologize	trust	0.477	извини
sterling	trust	0.477	фунта
word	trust	0.477	збор
follow	trust	0.477	следат
sermon	trust	0.477	проповед
consul	trust	0.477	конзул
calculator	trust	0.477	калкулатор
lamb	trust	0.477	јагнешко
veracity	trust	0.477	вистинитост
matter	trust	0.477	материја
parliament	trust	0.477	парламентот
lover	trust	0.477	љубовник
sacrifice	trust	0.477	жртва
putative	trust	0.477	наводен
preponderance	trust	0.477	надмоќ
landmark	trust	0.477	обележје
nursery	trust	0.477	расадник
mathematical	trust	0.477	математички
frank	trust	0.477	искрен
signature	trust	0.477	потпис
policeman	trust	0.477	полицаец
episcopal	trust	0.477	епископски
pastor	trust	0.477	свештеник
eagerness	trust	0.469	нетрпение
mighty	trust	0.469	моќно
recruits	trust	0.469	регрутира
tribune	trust	0.469	трибина
author	trust	0.469	автор
effective	trust	0.469	ефективни
intended	trust	0.469	наменети
passion	trust	0.469	страста
religion	trust	0.469	религијата
flagship	trust	0.469	предводник
immerse	trust	0.469	потопуваат
capacity	trust	0.469	капацитет
associate	trust	0.469	соработник
cashier	trust	0.469	благајник
regal	trust	0.469	кралски
dove	trust	0.469	гулаб
tutelage	trust	0.469	туторство
underwrite	trust	0.469	запишуваат
uncritical	trust	0.469	некритички
prefer	trust	0.469	претпочитаат
instructor	trust	0.469	инструктор
gain	trust	0.469	добивка
marshal	trust	0.469	маршал
judgment	trust	0.469	судење
judicious	trust	0.469	разумен
top	trust	0.469	врв
title	trust	0.469	Наслов
vicar	trust	0.469	викар
bridesmaid	trust	0.469	деверуша
commission	trust	0.469	комисија
lifestyle	trust	0.461	начин на живот
aunt	trust	0.461	тетка
attendant	trust	0.461	придружник
enroll	trust	0.461	запишете се
priesthood	trust	0.461	свештенството
trade	trust	0.461	трговија
crucial	trust	0.461	клучна
moorings	trust	0.461	пристаништа
kitten	trust	0.461	маче
medal	trust	0.461	медал
oblige	trust	0.461	обврзуваат
manage	trust	0.461	управуваат
magnetic	trust	0.461	магнетни
custody	trust	0.461	притвор
necessarily	trust	0.461	нужно
partake	trust	0.461	причестуваат
cautious	trust	0.461	претпазливи
consecration	trust	0.461	осветување
courier	trust	0.461	Курир
bank	trust	0.461	банка
lesson	trust	0.461	лекција
patriarchal	trust	0.461	патријархална
eventually	trust	0.461	броени
commerce	trust	0.461	трговија
contains	trust	0.461	на крајот
theological	trust	0.461	теолошки
socially	trust	0.461	содржи
admitted	trust	0.461	призна
fortress	trust	0.461	тврдина
cathedral	trust	0.455	катедрала
deputy	trust	0.453	заменик
commonplace	trust	0.453	вообичаено
puppy	trust	0.453	кученце
president	trust	0.453	претседател
finally	trust	0.453	конечно
governor	trust	0.453	гувернер
synergistic	trust	0.453	синергетски
excited	trust	0.453	возбуден
encomium	trust	0.453	енкомиум
chart	trust	0.453	графикон
perceive	trust	0.453	воочуваат
insulation	trust	0.453	изолација
present	trust	0.453	присутни
oasis	trust	0.453	оаза
eagle	trust	0.453	орел
exchange	trust	0.453	размена
foresee	trust	0.453	предвидуваат
strategist	trust	0.453	стратег
journeyman	trust	0.453	калфа
dawn	trust	0.453	зората
laud	trust	0.453	пофали
level	trust	0.453	ниво
chairwoman	trust	0.453	претседателка
tradesmen	trust	0.445	социјално
asserting	trust	0.445	тврдејќи
negotiate	trust	0.445	преговараат
sensual	trust	0.445	сензуална
chocolate	trust	0.445	чоколадо
crew	trust	0.445	екипажот
remains	trust	0.445	останува
dictum	trust	0.445	диктум
theorem	trust	0.445	теорема
sir	trust	0.445	господине
employ	trust	0.445	вработуваат
usual	trust	0.445	вообичаено
operation	trust	0.445	операција
magnify	trust	0.445	зголемуваат
director	trust	0.445	директор
formula	trust	0.445	формула
chemist	trust	0.445	хемичар
enliven	trust	0.445	оживуваат
chancellor	trust	0.445	канцелар
orthodoxy	trust	0.445	православието
lodging	trust	0.445	сместување
exaltation	trust	0.445	воздигнување
lord	trust	0.445	господ
handbook	trust	0.445	прирачник
bridegroom	trust	0.445	младоженец
matters	trust	0.445	трговци
orchestra	trust	0.445	оркестар
impart	trust	0.445	пренесат
statistical	trust	0.445	статистички
indemnity	trust	0.445	обештетување
governess	trust	0.438	гувернанта
imagination	trust	0.438	имагинација
butler	trust	0.438	батлер
conformity	trust	0.438	сообразност
digit	trust	0.438	цифра
comptroller	trust	0.438	контролор
economy	trust	0.438	економијата
conveyancing	trust	0.438	пренесување
arbitrator	trust	0.438	арбитер
emphasize	trust	0.438	нагласи
exhaustive	trust	0.438	исцрпувачки
abbot	trust	0.438	игумен
atone	trust	0.438	искупи
cabinet	trust	0.438	кабинет
merci	trust	0.438	работи
tandem	trust	0.438	тандем
elite	trust	0.438	елита
inauguration	trust	0.438	инаугурација
elect	trust	0.438	изберете
encore	trust	0.438	бис
villager	trust	0.438	селанец
oracle	trust	0.438	пророштво
fate	trust	0.438	судбина
sun	trust	0.438	сонце
pay	trust	0.430	плати
base	trust	0.430	база
bridal	trust	0.430	невестински
persuade	trust	0.430	убеди
lender	trust	0.430	заемодавач
playful	trust	0.430	игрива
occupant	trust	0.430	станар
impressionable	trust	0.430	впечатлив
resources	trust	0.430	ресурси
repay	trust	0.430	отплати
toughness	trust	0.430	цврстина
rule	trust	0.430	правило
elucidate	trust	0.430	разјаснат
utopian	trust	0.430	утописки
wealth	trust	0.430	богатство
compact	trust	0.430	компактен
errand	trust	0.430	налог
simplify	trust	0.430	поедностави
neutrality	trust	0.430	неутралност
count	trust	0.430	брои
grit	trust	0.430	ронки
differential	trust	0.430	диференцијал
blanket	trust	0.430	ќебе
hail	trust	0.430	град
deacon	trust	0.430	ѓакон
sentry	trust	0.430	стражар
bequest	trust	0.430	аманет
disclosed	trust	0.430	обелоденети
cop	trust	0.430	полицаец
circle	trust	0.430	круг
grammar	trust	0.430	граматика
invite	trust	0.430	покани
estimable	trust	0.430	проценлив
maintenance	trust	0.422	одржување
supplication	trust	0.422	молба
fixed	trust	0.422	фиксна
accountant	trust	0.422	сметководител
sing	trust	0.422	пее
eulogize	trust	0.422	фалат
easiest	trust	0.422	милост
dealings	trust	0.422	зделки
axiom	trust	0.422	аксиома
enablement	trust	0.422	овозможување
diary	trust	0.422	дневник
trading	trust	0.422	тргување
perennial	trust	0.422	повеќегодишни
primer	trust	0.422	прајмер
truss	trust	0.422	бандаж
travel	trust	0.422	патува
apprentice	trust	0.422	чирак
hymn	trust	0.422	химна
theocratic	trust	0.422	теократски
forum	trust	0.422	форум
continue	trust	0.422	продолжи
supremacy	trust	0.422	превласт
wonderstruck	trust	0.422	млк
probity	trust	0.422	веродостојност
parish	trust	0.422	парохија
treat	trust	0.422	третираат
respite	trust	0.422	одмор
dominion	trust	0.422	владеење
antiseptic	trust	0.422	антисептик
assignee	trust	0.422	нарачател
reconsideration	trust	0.422	преиспитување
intend	trust	0.422	имаат намера
shopkeeper	trust	0.422	дуќанџија
commodore	trust	0.414	комодор
fellas	trust	0.414	лезбејките
routine	trust	0.414	рутина
cash	trust	0.414	готовина
labor	trust	0.414	пороѓај
offering	trust	0.414	нудење
specialize	trust	0.414	специјализираат
gazette	trust	0.414	весник
choir	trust	0.414	хорот
cogent	trust	0.414	убеден
deference	trust	0.414	почитување
serve	trust	0.414	послужете
leap	trust	0.414	скок
preservative	trust	0.414	конзерванс
akin	trust	0.414	слично
amortization	trust	0.414	амортизација
consort	trust	0.414	сопруга
salary	trust	0.414	плата
incline	trust	0.414	наклонуваат
synod	trust	0.414	синод
gate	trust	0.414	порта
conglomerate	trust	0.414	конгломерат
kudos	trust	0.414	благодарност
reporter	trust	0.414	известувач
trainer	trust	0.414	тренер
athlete	trust	0.414	атлетичар
privilege	trust	0.414	привилегија
rapt	trust	0.414	занесуваат
transaction	trust	0.414	трансакција
radar	trust	0.406	радар
judged	trust	0.406	судено
legislator	trust	0.406	законодавец
dermatologist	trust	0.406	дерматолог
executor	trust	0.406	извршител
system	trust	0.406	систем
budget	trust	0.406	буџет
trophy	trust	0.406	трофеј
tree	trust	0.406	дрво
leisure	trust	0.406	слободно време
fitting	trust	0.406	фитинг
glorify	trust	0.406	глорифицираат
sanction	trust	0.406	санкција
reimbursement	trust	0.406	рефундирање
extol	trust	0.406	пофали
patrol	trust	0.406	патрола
nation	trust	0.406	нација
linguist	trust	0.406	лингвист
luxury	trust	0.406	луксуз
abacus	trust	0.406	абакус
gentry	trust	0.398	господинот
intense	trust	0.398	интензивна
neutral	trust	0.398	неутрален
clearance	trust	0.398	дозвола
paths	trust	0.398	Еремија
iron	trust	0.398	железо
ground	trust	0.398	земјата
deluxe	trust	0.398	луксузен
clan	trust	0.398	клан
climax	trust	0.398	климакс
electorate	trust	0.398	електоратот
merchandise	trust	0.398	стока
favs	trust	0.398	најлесно
eulogy	trust	0.398	пофалба
yearning	trust	0.398	копнеж
explain	trust	0.398	објасни
journalism	trust	0.398	новинарството
nest	trust	0.398	гнездо
parietal	trust	0.398	париеталниот
fain	trust	0.398	несвестица
pursue	trust	0.398	бркаат
popular	trust	0.398	популарна
barter	trust	0.398	размена
glow	trust	0.398	Свети
depository	trust	0.398	депозитар
quaint	trust	0.398	чуден
follower	trust	0.391	следбеник
surrogate	trust	0.391	сурогат
grin	trust	0.391	насмевка
