English Word	Emotion	Emotion-Intensity-Score	Sundanese Word
illusion	surprise	0.539	ilusi
marvel	surprise	0.539	heran
lucky	surprise	0.539	untung
lunge	surprise	0.539	ngalungkeun
interrupt	surprise	0.539	ngaganggu
insult	surprise	0.539	ngahina
concealed	surprise	0.531	disumputkeun
snag	surprise	0.531	snag
sensation	surprise	0.531	sensasi
banger	surprise	0.531	bangor
fearfully	surprise	0.531	sieun
affront	surprise	0.531	ngahina
jest	surprise	0.531	bobodoran
undiscovered	surprise	0.523	can kapanggih
liberate	surprise	0.523	ngabebaskeun
veer	surprise	0.523	nyimpang
abandonment	surprise	0.523	ditinggalkeun
immediacy	surprise	0.523	immediacy
improvise	surprise	0.523	improvisasi
victimized	surprise	0.523	dikorbankeun
scorpion	surprise	0.523	kalajengking
majestic	surprise	0.523	megah
wonder	surprise	0.523	heran
rejoice	surprise	0.523	girang
tickle	surprise	0.516	ngagitik
chance	surprise	0.516	kasempetan
yelp	surprise	0.516	ngagorowok
howl	surprise	0.516	babaung
stealthily	surprise	0.516	siluman
unintentionally	surprise	0.508	teu kahaja
magnificent	surprise	0.508	megah
reflex	surprise	0.508	refleks
garish	surprise	0.508	nyaring
transcendence	surprise	0.508	transendensi
rave	surprise	0.508	ngareuah-reuah
luck	surprise	0.508	untung
swerve	surprise	0.508	ngalieuk
pop	surprise	0.508	pop
enliven	surprise	0.500	ngahirupkeun
slayer	surprise	0.500	maehan
remarkable	surprise	0.500	luar biasa
infrequent	surprise	0.500	jarang
pang	surprise	0.500	pang
erotic	surprise	0.500	érotis
misbehavior	surprise	0.500	kalakuan salah
diversion	surprise	0.500	pangalihan
heroic	surprise	0.500	heroik
alertness	surprise	0.500	kaparigelan
marvelous	surprise	0.500	endah pisan
fainting	surprise	0.500	pingsan
embarrassment	surprise	0.500	isin
nab	surprise	0.492	nab
birthday	surprise	0.492	ulang taun
camouflage	surprise	0.492	kamuflase
unutterable	surprise	0.492	teu bisa diucapkeun
chimera	surprise	0.492	chimera
trump	surprise	0.492	trump
decoy	surprise	0.492	bubuhan
infarct	surprise	0.492	infark
greatness	surprise	0.492	kaagungan
exigent	surprise	0.492	exigent
prick	surprise	0.484	cucuk
variable	surprise	0.484	variabel
curiosity	surprise	0.484	panasaran
daemon	surprise	0.484	daémon
inexpressible	surprise	0.484	teu bisa diungkapkeun
magician	surprise	0.484	tukang sulap
underestimate	surprise	0.484	underestimate
fanfare	surprise	0.484	heureuy
horde	surprise	0.484	gerombolan
zeal	surprise	0.484	getol
incident	surprise	0.477	kajadian
illumination	surprise	0.477	katerangan
chicane	surprise	0.477	chicane
sneeze	surprise	0.477	bersin
subversive	surprise	0.477	subversif
gawk	surprise	0.477	heureuy
fortune	surprise	0.477	rejeki
strange	surprise	0.477	aneh
dreadfully	surprise	0.477	pikasieuneun
unguarded	surprise	0.477	teu dijaga
prowl	surprise	0.469	ngumbara
reversal	surprise	0.469	ngabalikeun
wizard	surprise	0.469	tukang sihir
rapid	surprise	0.469	gancang
leery	surprise	0.469	lieur
break	surprise	0.461	putus
slip	surprise	0.461	lesot
divergent	surprise	0.461	divergen
hilarious	surprise	0.461	pikaseurieun
coincidence	surprise	0.461	kabeneran
subito	surprise	0.461	subito
overestimate	surprise	0.453	overestimate
ordeal	surprise	0.453	cobaan
evanescence	surprise	0.453	evanescence
merriment	surprise	0.453	kabungahan
raffle	surprise	0.453	undian
winning	surprise	0.453	meunang
wonderful	surprise	0.453	éndah
hoax	surprise	0.453	wadul
confession	surprise	0.453	pangakuan
splendid	surprise	0.445	endah pisan
stound	surprise	0.445	nangtung
perchance	surprise	0.445	meureun
excel	surprise	0.445	unggul
enthusiast	surprise	0.445	enthusiast
gambling	surprise	0.445	judi
feat	surprise	0.445	feat
laughter	surprise	0.445	seuri
brighten	surprise	0.438	caang
unique	surprise	0.438	unik
senseless	surprise	0.438	teu boga akal
changeable	surprise	0.438	bisa dirobah
splendor	surprise	0.438	kamulyaan
rapt	surprise	0.438	rapet
unintentional	surprise	0.438	teu dihaja
fascination	surprise	0.430	pikabitaeun
trepidation	surprise	0.430	gemet
lawsuit	surprise	0.430	gugatan
gift	surprise	0.430	kado
stealthy	surprise	0.430	siluman
fiesta	surprise	0.430	fiesta
intrigue	surprise	0.430	intrik
delighted	surprise	0.430	Atoh pisan
judgment	surprise	0.422	judgment
stealth	surprise	0.422	siluman
enchant	surprise	0.422	enchant
originality	surprise	0.422	originalitas
riddle	surprise	0.422	tatarucingan
quicksilver	surprise	0.422	pérak gancang
illegitimate	surprise	0.414	teu sah
experiment	surprise	0.414	percobaan
elusive	surprise	0.414	hese dihartikeun
syncope	surprise	0.414	sinkop
liberation	surprise	0.414	pembebasan
spirits	surprise	0.414	arwah
perjury	surprise	0.414	sumpah palsu
veracity	surprise	0.414	kabeneran
parade	surprise	0.406	parade
applause	surprise	0.406	keprok
inspired	surprise	0.406	diideuan
allure	surprise	0.406	pikabitaeun
eager	surprise	0.406	hayang pisan
gambler	surprise	0.406	nu maen judi
fete	surprise	0.406	pésta
divorce	surprise	0.398	cerai
guess	surprise	0.398	nebak
princely	surprise	0.398	pangeran
burlesque	surprise	0.398	burlesque
secrecy	surprise	0.398	rasiah
incontinence	surprise	0.391	incontinence
peri	surprise	0.391	peri
cheerful	surprise	0.391	riang
hermaphrodite	surprise	0.391	hermaprodit
supremacy	surprise	0.391	kaunggulan
aspiration	surprise	0.391	aspirasi
buck	surprise	0.383	duit
lose	surprise	0.383	eleh
cadaver	surprise	0.383	mayit
crowning	surprise	0.383	penobatan
praiseworthy	surprise	0.383	pinuji
inheritance	surprise	0.383	warisan
score	surprise	0.383	Asup
gulp	surprise	0.375	nyeuseup
camouflaged	surprise	0.375	kamuflase
advance	surprise	0.375	sateuacanna
succeed	surprise	0.375	suksés
frisky	surprise	0.375	lincah
mystic	surprise	0.375	mistik
compliment	surprise	0.375	pujian
hope	surprise	0.367	harepan
joker	surprise	0.367	joker
sparkle	surprise	0.367	herang
excavation	surprise	0.367	galian
sensual	surprise	0.367	sensual
entertainment	surprise	0.359	hiburan
feeling	surprise	0.359	rarasaan
modify	surprise	0.352	ngaropea
blessings	surprise	0.352	berkah
newcomer	surprise	0.352	pendatang anyar
obit	surprise	0.352	obit
postponement	surprise	0.352	panundaan
award	surprise	0.352	pangajén
clown	surprise	0.352	badut
highest	surprise	0.344	pangluhurna
hero	surprise	0.344	pahlawan
glorify	surprise	0.344	ngamulyakeun
proficiency	surprise	0.344	kamahéran
start	surprise	0.344	ngamimitian
wonderfully	surprise	0.344	endah pisan
celebrity	surprise	0.344	selebritis
rekindle	surprise	0.336	hurung deui
optimism	surprise	0.336	optimisme
sanctify	surprise	0.336	nyucikeun
unbeaten	surprise	0.336	teu eleh
prodigious	surprise	0.336	luar biasa
grin	surprise	0.336	nyengir
memorable	surprise	0.336	memorable
warned	surprise	0.336	ngingetkeun
dissolution	surprise	0.336	disolusi
hypertrophy	surprise	0.328	hipertrofi
admiration	surprise	0.328	reueus
examination	surprise	0.320	pamariksaan
angel	surprise	0.320	malaikat
present	surprise	0.320	hadir
catch	surprise	0.320	nyekel
hap	surprise	0.320	hap
saint	surprise	0.312	santo
embrace	surprise	0.312	nangkeup
flirt	surprise	0.312	flirt
puma	surprise	0.312	puma
kiss	surprise	0.312	nyium
liberty	surprise	0.312	kamerdikaan
scrimmage	surprise	0.312	scrimmage
treat	surprise	0.312	ngubaran
inaffable	surprise	0.312	teu kaampeuh
occasional	surprise	0.312	kadang-kadang
dismissal	surprise	0.312	PHK
perfection	surprise	0.305	kasampurnaan
saintly	surprise	0.305	sakti
gratify	surprise	0.305	nyugemakeun
generosity	surprise	0.305	kamurahan
sally	surprise	0.305	sally
palpable	surprise	0.297	karasa
finally	surprise	0.297	tungtungna
differently	surprise	0.297	béda
polarity	surprise	0.297	polaritasna
ceremony	surprise	0.297	upacara
favorable	surprise	0.297	nguntungkeun
larger	surprise	0.297	gedé
warn	surprise	0.297	ngingetkeun
medal	surprise	0.289	medali
romance	surprise	0.289	asmara
inviting	surprise	0.289	ngondang
greeting	surprise	0.289	salam
resignation	surprise	0.281	pengunduran diri
accolade	surprise	0.281	panghargaan
labor	surprise	0.281	buruh
candid	surprise	0.281	jujur
trip	surprise	0.281	lalampahan
stare	surprise	0.273	neuteup
admire	surprise	0.266	muji
glimmer	surprise	0.266	hérang
playful	surprise	0.266	suka ulin
somatic	surprise	0.266	somatik
festival	surprise	0.266	festival
mimicry	surprise	0.266	mimik
insolvency	surprise	0.266	kabangkrutan
immerse	surprise	0.266	neuleumkeun
invite	surprise	0.266	ngajak
compensate	surprise	0.266	ngimbangan
receiving	surprise	0.258	narima
complement	surprise	0.258	pelengkap
chuckle	surprise	0.258	cikikik
laugh	surprise	0.258	seuri
hypothesis	surprise	0.258	hipotésis
honeymoon	surprise	0.250	bulan madu
opera	surprise	0.242	opera
pleasant	surprise	0.242	pikaresepeun
marry	surprise	0.242	kawin
independence	surprise	0.242	kamerdikaan
chant	surprise	0.234	ngawih
holiness	surprise	0.234	kasucian
assessment	surprise	0.234	penilaian
rhythmical	surprise	0.234	ritmis
hopeful	surprise	0.234	harepan
leave	surprise	0.234	ninggalkeun
trophy	surprise	0.234	piala
deal	surprise	0.227	deal
procession	surprise	0.227	prosesi
placard	surprise	0.227	plakat
shopping	surprise	0.219	balanja
musical	surprise	0.219	musikal
cherish	surprise	0.219	ngahargaan
good	surprise	0.219	alus
dawn	surprise	0.211	subuh
simplify	surprise	0.211	nyederhanakeun
shell	surprise	0.211	cangkang
morals	surprise	0.203	moral
money	surprise	0.203	duit
nullify	surprise	0.203	ngabatalkeun
purity	surprise	0.203	kasucian
sweet	surprise	0.203	amis
synchronize	surprise	0.195	nyingkronkeun
precious	surprise	0.195	berharga
humanitarian	surprise	0.195	kamanusaan
preservative	surprise	0.195	pangawét
unfulfilled	surprise	0.195	teu kacumponan
obliging	surprise	0.188	ngawajibkeun
singularly	surprise	0.188	singular
graduation	surprise	0.180	kalulusan
foresee	surprise	0.180	ngaramal
pray	surprise	0.180	ngadoa
lovely	surprise	0.180	denok
thirst	surprise	0.172	haus
mouth	surprise	0.172	sungut
youth	surprise	0.172	nonoman
sun	surprise	0.172	panonpoe
art	surprise	0.172	seni
goodness	surprise	0.164	kahadéan
latent	surprise	0.156	laten
visor	surprise	0.156	visor
overdue	surprise	0.156	telat
practiced	surprise	0.156	dipraktékkeun
loyal	surprise	0.148	satia
expect	surprise	0.148	nyangka
wireless	surprise	0.148	nirkabel
destination	surprise	0.148	tujuan
infant	surprise	0.141	orok
cream	surprise	0.141	krim
slush	surprise	0.141	slush
quote	surprise	0.141	cutatan
playground	surprise	0.133	tempat kaulinan
vote	surprise	0.125	sora
teach	surprise	0.125	ngajarkeun
organization	surprise	0.125	organisasi
dolphin	surprise	0.117	lauk lumba-lumba
weight	surprise	0.117	beurat
smile	surprise	0.117	seuri
sisterhood	surprise	0.109	duduluran
cable	surprise	0.109	kabel
sunny	surprise	0.102	cerah
steady	surprise	0.094	ajeg
peaceful	surprise	0.086	tengtrem
spa	surprise	0.086	spa
leisure	surprise	0.086	luang
picnic	surprise	0.078	piknik
tree	surprise	0.078	tangkal
worm	surprise	0.055	cacing
truthfulness	trust	0.906	kabeneran
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	bisa dipercaya
honor	trust	0.844	ngahargaan
honesty	trust	0.844	kajujuran
honest	trust	0.844	jujur
truth	trust	0.844	bebeneran
truthful	trust	0.836	jujur
trusting	trust	0.836	percanten
brotherhood	trust	0.820	babarayaan
entrust	trust	0.812	mercayakeun
committed	trust	0.805	komitmen
loyalty	trust	0.805	kasatiaan
integrity	trust	0.805	integritas
honorable	trust	0.805	terhormat
trust	trust	0.805	kapercayaan
credibility	trust	0.805	kredibilitas
faithful	trust	0.797	satia
sincere	trust	0.797	ikhlas
partnership	trust	0.789	partnership
responsible	trust	0.789	tanggung jawab
true	trust	0.789	leres
wisdom	trust	0.789	hikmah
verification	trust	0.781	verifikasi
cooperative	trust	0.781	koperasi
vow	trust	0.781	sumpah
oath	trust	0.781	sumpah
respectable	trust	0.773	terhormat
sisterhood	trust	0.773	duduluran
hero	trust	0.773	pahlawan
credible	trust	0.773	kredibel
promise	trust	0.773	jangji
verified	trust	0.773	diverifikasi
qualified	trust	0.766	mumpuni
authentication	trust	0.766	auténtikasi
respected	trust	0.766	dipihormat
compassion	trust	0.759	karep
approval	trust	0.758	persetujuan
moral	trust	0.758	moral
reliability	trust	0.758	reliabiliti
trusts	trust	0.758	dipercanten
safekeeping	trust	0.758	panyimpen
reputable	trust	0.758	reputable
love	trust	0.758	cinta
friend	trust	0.750	sobat
stable	trust	0.750	stabil
authentic	trust	0.750	otentik
competence	trust	0.750	kompetensi
safeguard	trust	0.750	ngajaga
companion	trust	0.750	pendamping
advised	trust	0.750	dipepelingan
respect	trust	0.750	hormat
loyal	trust	0.750	satia
genuine	trust	0.750	asli
friendships	trust	0.750	kapercayaan
ally	trust	0.750	babaturan deukeut
proven	trust	0.742	kabuktian
freedom	trust	0.742	kabebasan
respects	trust	0.742	ngahormat
accepting	trust	0.742	silaturahim
faith	trust	0.742	iman
wholesome	trust	0.742	damang
heartfelt	trust	0.734	ati-ati
unification	trust	0.734	ngahiji
confirmation	trust	0.734	konfirmasi
protecting	trust	0.734	ngajaga
reassurance	trust	0.734	ngayakinkeun
trustee	trust	0.734	wali
supporter	trust	0.734	pendukung
respectful	trust	0.734	hormat
admirable	trust	0.734	endah pisan
fact	trust	0.727	kanyataan
friendship	trust	0.727	silaturahim
partners	trust	0.727	narima
confidentially	trust	0.727	sacara rahasia
confident	trust	0.727	percaya diri
equality	trust	0.727	sarua
alliance	trust	0.727	aliansi
credential	trust	0.727	kapercayaan
believing	trust	0.727	percanten
excellence	trust	0.727	kaunggulan
agreement	trust	0.727	perjangjian
closeness	trust	0.719	kadeukeutan
authenticate	trust	0.719	ngaoténtikasi
virtuous	trust	0.719	soleh
intelligence	trust	0.719	kecerdasan
kindred	trust	0.719	baraya
virtue	trust	0.719	kahadean
honored	trust	0.719	ngahormatan
justice	trust	0.711	kaadilan
charitable	trust	0.711	amal
determination	trust	0.711	tekad
creditable	trust	0.711	creditable
consistency	trust	0.711	konsistensi
allegiance	trust	0.711	kasatiaan
cooperation	trust	0.711	gawé babarengan
guarantee	trust	0.711	jaminan
dedication	trust	0.711	kumawula
straightforward	trust	0.711	lugas
cooperating	trust	0.711	gawé bareng
reliable	trust	0.703	bisa dipercaya
nurture	trust	0.703	ngasuh
mother	trust	0.703	indung
fulfilled	trust	0.703	kaeusi
admiration	trust	0.703	reueus
mentor	trust	0.703	pembimbing
guardianship	trust	0.703	perwalian
assurance	trust	0.703	jaminan
morality	trust	0.703	moral
motherhood	trust	0.703	indung
innocent	trust	0.703	polos
reverence	trust	0.703	ngahormatan
sanctuary	trust	0.703	tempat suci
friendliness	trust	0.703	somah
prepared	trust	0.703	disiapkeun
admire	trust	0.703	muji
protected	trust	0.703	ditangtayungan
proof	trust	0.703	buktina
bodyguard	trust	0.695	pangawal
skillful	trust	0.695	terampil
marriage	trust	0.695	kawin
allied	trust	0.695	sekutu
morals	trust	0.695	moral
humanitarian	trust	0.695	kamanusaan
pact	trust	0.695	pakta
courage	trust	0.695	kawani
accountable	trust	0.695	tanggung jawab
agreeable	trust	0.695	satuju
united	trust	0.695	ngahiji
indestructible	trust	0.695	teu bisa dihancurkeun
approving	trust	0.695	nyatujuan
guardian	trust	0.695	wali
compassionate	trust	0.695	welas asih
scientist	trust	0.695	élmuwan
certified	trust	0.695	disertipikasi
pledge	trust	0.688	ikrar
adviser	trust	0.688	panaséhat
authenticity	trust	0.688	kaaslianana
understanding	trust	0.688	pamahaman
secure	trust	0.688	aman
guidance	trust	0.688	pituduh
monogamy	trust	0.688	monogami
valor	trust	0.688	kawani
solidity	trust	0.688	soliditas
perfection	trust	0.688	kasampurnaan
believed	trust	0.688	percanten
humanity	trust	0.688	kamanusaan
justifiable	trust	0.688	bisa dibenerkeun
competent	trust	0.688	kompeten
esteem	trust	0.688	hargaan
protector	trust	0.680	panyalindung
inspire	trust	0.680	mere ilham
hope	trust	0.680	harepan
strongest	trust	0.680	mitra
expertise	trust	0.680	kaahlian
humble	trust	0.680	hina
indivisible	trust	0.680	teu bisa dibeulah deui
official	trust	0.680	resmi
affirm	trust	0.680	negeskeun
familiarity	trust	0.680	wawuh
confirmed	trust	0.680	negeskeun
diligence	trust	0.680	karajinan
grandfather	trust	0.680	akina
advocacy	trust	0.680	advokasi
goodness	trust	0.680	kahadéan
commendable	trust	0.680	dipuji
acceptance	trust	0.680	panarimaan
diplomatic	trust	0.680	diplomatik
leader	trust	0.680	pamingpin
confide	trust	0.680	curhat
agreeing	trust	0.680	satuju
approve	trust	0.680	nyatujuan
professional	trust	0.680	profésional
elders	trust	0.680	sesepuh
confidential	trust	0.680	rahasiah
faultless	trust	0.672	teu salah
believes	trust	0.672	ditarima
sanctify	trust	0.672	nyucikeun
intelligent	trust	0.672	calakan
safe	trust	0.672	aman
accepted	trust	0.672	pangkuatna
dignity	trust	0.672	martabat
unwavering	trust	0.672	teu goyah
encyclopedia	trust	0.672	énsiklopédia
mastery	trust	0.672	ngawasaan
cohesive	trust	0.672	ngahiji
harmoniously	trust	0.672	sacara harmonis
benevolence	trust	0.672	benevolence
healing	trust	0.672	nyageurkeun
accredited	trust	0.672	akreditasi
covenant	trust	0.672	perjangjian
accountability	trust	0.664	tanggung jawab
team	trust	0.664	tim
authority	trust	0.664	wewenang
heroic	trust	0.664	heroik
reliance	trust	0.664	ngandelkeun
expert	trust	0.664	ahli
communicate	trust	0.664	komunikasi
spiritual	trust	0.664	rohani
impeccable	trust	0.664	sampurna
specialist	trust	0.664	spesialis
affirmatively	trust	0.664	affirmatively
proficient	trust	0.664	pinter
fulfillment	trust	0.664	minuhan
advocate	trust	0.664	ngajengkeun
disciple	trust	0.664	murid
attestation	trust	0.664	kasaksian
merit	trust	0.664	merit
supporting	trust	0.664	ngarojong
ambassador	trust	0.664	duta
guidebook	trust	0.664	buku pituduh
accept	trust	0.664	narima
strengthening	trust	0.661	nguatkeun
holiness	trust	0.656	kasucian
facts	trust	0.656	fakta
warranty	trust	0.656	jaminan
strength	trust	0.656	kakuatan
relationship	trust	0.656	hubungan
defended	trust	0.656	dibelaan
constancy	trust	0.656	kateguhan
favorable	trust	0.656	nguntungkeun
gentleman	trust	0.656	gentleman
counsel	trust	0.656	piwuruk
scientific	trust	0.656	ilmiah
structure	trust	0.656	struktur
elder	trust	0.656	sesepuh
excellent	trust	0.656	alus teuing
achieve	trust	0.656	ngahontal
steadfast	trust	0.656	tabah
familiar	trust	0.656	wawuh
proficiency	trust	0.656	kamahéran
supports	trust	0.656	percaya
counselor	trust	0.648	panaséhat
lovable	trust	0.648	dipikacinta
advisable	trust	0.648	sasaena
agreed	trust	0.648	sapuk
heroism	trust	0.648	kapahlawanan
rely	trust	0.648	ngandelkeun
uphold	trust	0.648	ngajungjung
brother	trust	0.648	lanceukna
matrimony	trust	0.648	kawin
assuredly	trust	0.648	assuredly
peaceful	trust	0.648	tengtrem
saint	trust	0.648	santo
unconditionally	trust	0.648	narima
solidarity	trust	0.648	solidaritas
accepts	trust	0.648	ngarojong
inspiration	trust	0.648	ilham
noble	trust	0.648	mulya
successful	trust	0.648	suksés
harmony	trust	0.648	kaharmonisan
protective	trust	0.648	pelindung
competency	trust	0.648	kompeténsi
comrade	trust	0.648	babaturan
academic	trust	0.648	akademik
assist	trust	0.648	mantuan
worthy	trust	0.643	pantes
benefactor	trust	0.641	dermawan
credence	trust	0.641	kapercayaan
confidence	trust	0.641	kapercayaan
relationships	trust	0.641	tanpa saratna
ordained	trust	0.641	ditahbiskeun
legal	trust	0.641	sah
champion	trust	0.641	juara
lawful	trust	0.641	sah
durability	trust	0.641	durability
judiciary	trust	0.641	yudikatif
doctor	trust	0.641	dokter
loving	trust	0.641	mikaasih
assure	trust	0.641	ngajamin
establish	trust	0.641	ngadegkeun
mamma	trust	0.641	mamah
kind	trust	0.641	nanaon
unity	trust	0.641	kamanunggalan
conscientious	trust	0.641	eling
real	trust	0.641	nyata
coexist	trust	0.641	hirup babarengan
leading	trust	0.641	ngarah
teacher	trust	0.641	guru
intimate	trust	0.634	intim
brotherly	trust	0.633	baraya
physician	trust	0.633	dokter
judicial	trust	0.633	yudisial
saintly	trust	0.633	sakti
aspiration	trust	0.633	aspirasi
conscience	trust	0.633	nurani
therapeutic	trust	0.633	terapi
fidelity	trust	0.633	kasatiaan
soundness	trust	0.633	kasabaran
important	trust	0.633	penting
homage	trust	0.633	panghormatan
legitimacy	trust	0.633	legitimasi
fortitude	trust	0.633	kateguhan
deepest	trust	0.633	hubungan
approved	trust	0.633	disatujuan
courageous	trust	0.633	wanian
devotional	trust	0.633	bakti
endorse	trust	0.633	ngesahkeun
backbone	trust	0.633	tulang tonggong
authorize	trust	0.633	ngawenangkeun
practiced	trust	0.633	dipraktékkeun
sanctification	trust	0.633	kasucian
hopeful	trust	0.633	harepan
convincing	trust	0.633	ngayakinkeun
bless	trust	0.633	ngaberkahan
angel	trust	0.625	malaikat
authorization	trust	0.625	otorisasina
assured	trust	0.625	dipastikeun
purify	trust	0.625	nyucikeun
caretaker	trust	0.625	pangurus
regard	trust	0.625	hal
profound	trust	0.625	jero
achievement	trust	0.625	prestasi
evident	trust	0.625	dibuktikeun
positivity	trust	0.625	positip
communication	trust	0.625	komunikasi
professorship	trust	0.625	professorship
blessing	trust	0.625	berkah
beliefs	trust	0.625	pangjerona
encourage	trust	0.625	ngadorong
fireman	trust	0.625	patugas pemadam kebakaran
majestic	trust	0.625	megah
civilized	trust	0.625	beradab
certify	trust	0.625	ngasertipikasi
wonderful	trust	0.625	éndah
engaged	trust	0.625	papacangan
accurate	trust	0.625	akurat
approvement	trust	0.617	persetujuan
optimism	trust	0.617	optimisme
planning	trust	0.617	rarancang
believer	trust	0.617	mukmin
advice	trust	0.617	naséhat
commend	trust	0.617	muji
gospel	trust	0.617	injil
objective	trust	0.617	obyektif
rational	trust	0.617	rasional
cherish	trust	0.617	ngahargaan
constantly	trust	0.617	terus-terusan
haven	trust	0.617	tempatna
fundamental	trust	0.617	dasarna
bedrock	trust	0.617	batu dasar
accord	trust	0.617	akur
triumphant	trust	0.617	jaya-jayana
surety	trust	0.617	jaminan
testament	trust	0.617	wasiat
absolution	trust	0.617	pangampura
truce	trust	0.617	gencatan senjata
reassure	trust	0.617	ngayakinkeun
appreciation	trust	0.617	pangajén
qualities	trust	0.617	kualitas
passionate	trust	0.617	napsu
good	trust	0.617	alus
unimpeachable	trust	0.617	unmpeachable
corroborate	trust	0.617	negeskeun
thoughtful	trust	0.617	wijaksana
heroine	trust	0.617	Srikandi
teach	trust	0.617	ngajarkeun
god	trust	0.617	dewa
attentive	trust	0.617	attentive
scripture	trust	0.609	kitab suci
civilization	trust	0.609	peradaban
magnificence	trust	0.609	kaagungan
recommend	trust	0.609	nyarankeun
progression	trust	0.609	kamajuan
steward	trust	0.609	pangurus
purification	trust	0.609	purifikasi
patron	trust	0.609	patron
praiseworthy	trust	0.609	pinuji
heal	trust	0.609	nyageurkeun
considerate	trust	0.609	tinimbangan
blessings	trust	0.609	berkah
mediator	trust	0.609	mediator
babysitter	trust	0.609	pangasuh
notary	trust	0.609	notaris
awareness	trust	0.609	kasadaran
vetted	trust	0.609	kapercayaan
excel	trust	0.609	unggul
happy	trust	0.609	bagja
praise	trust	0.609	muji
brilliant	trust	0.609	cemerlang
liking	trust	0.609	resep
definitive	trust	0.609	definitif
comfort	trust	0.609	kanyamanan
officer	trust	0.609	patugas
peace	trust	0.602	karapihan
serenity	trust	0.602	katenangan
unquestionable	trust	0.602	unquestionable
embrace	trust	0.602	nangkeup
identify	trust	0.602	ngaidentipikasi
inspired	trust	0.602	diideuan
steady	trust	0.602	ajeg
nun	trust	0.602	nun
guarded	trust	0.602	dijaga
symmetry	trust	0.602	simétri
mainstay	trust	0.602	andalan
fulfill	trust	0.602	minuhan
humility	trust	0.602	humility
helpful	trust	0.602	mantuan
transcendence	trust	0.602	transendensi
unconditional	trust	0.602	saratna
brave	trust	0.602	gagah
brighten	trust	0.602	caang
experienced	trust	0.602	ngalaman
enlightenment	trust	0.602	pencerahan
sympathetic	trust	0.602	simpatik
witness	trust	0.602	saksi
vigilant	trust	0.594	waspada
ministry	trust	0.594	mentri
admiral	trust	0.594	laksamana
vigilance	trust	0.594	waspada
depend	trust	0.594	gumantung
generosity	trust	0.594	kamurahan
befriend	trust	0.594	sosobatan
complimentary	trust	0.594	complimentary
assessment	trust	0.594	penilaian
fairly	trust	0.594	lumayan
enlighten	trust	0.594	enlighten
strengthen	trust	0.594	nguatkeun
nurse	trust	0.594	perawat
endowment	trust	0.594	wakaf
visionary	trust	0.594	visioner
praised	trust	0.594	dipuji
eminence	trust	0.594	kaunggulan
marry	trust	0.594	kawin
generous	trust	0.594	berehan
gratitude	trust	0.594	rasa syukur
sage	trust	0.594	sage
tranquility	trust	0.594	katenangan
openly	trust	0.594	kabuka
grant	trust	0.594	hibah
spouse	trust	0.594	pasangan
philanthropic	trust	0.594	philanthropic
regent	trust	0.594	bupati
substantiate	trust	0.594	ngabuktoskeun
commendation	trust	0.594	pujian
council	trust	0.594	déwan
efficient	trust	0.594	efisien
sweetheart	trust	0.589	kakasih
bylaw	trust	0.586	aturan
magnificent	trust	0.586	megah
designation	trust	0.586	sebutan
godly	trust	0.586	soleh
seniority	trust	0.586	senioritas
conservation	trust	0.586	konservasi
educational	trust	0.586	atikan
rooted	trust	0.586	ngakar
inheritance	trust	0.586	warisan
diplomacy	trust	0.586	diplomasi
mate	trust	0.586	sobat
convince	trust	0.586	ngayakinkeun
unfailing	trust	0.586	teu gagal
share	trust	0.586	babagi
monk	trust	0.586	biarawan
constitutional	trust	0.586	konstitusional
lovely	trust	0.586	denok
compliance	trust	0.586	minuhan
attest	trust	0.586	ngabuktoskeun
victory	trust	0.586	meunangna
serene	trust	0.586	tengtrem
checklist	trust	0.586	Daptar pariksa
husbandry	trust	0.586	peternakan
enjoying	trust	0.586	ngarasakeun
revere	trust	0.586	ngahormat
tribe	trust	0.586	suku
meritorious	trust	0.586	berjasa
joyful	trust	0.586	gumbira
delegate	trust	0.586	utusan
helper	trust	0.586	pembantu
angelic	trust	0.586	malaikat
ambition	trust	0.586	ambisi
father	trust	0.586	bapa
acclaim	trust	0.586	pujian
testimony	trust	0.586	kasaksian
collectively	trust	0.586	sacara koléktif
sobriety	trust	0.586	kasabaran
prestige	trust	0.586	pamor
firmness	trust	0.586	kateguhan
structural	trust	0.578	struktural
impartiality	trust	0.578	impartialitas
navigator	trust	0.578	navigator
judge	trust	0.578	hakim
shelter	trust	0.578	panyumputan
coexisting	trust	0.578	hirup babarengan
unquestioned	trust	0.578	unquesteded
careful	trust	0.578	ati-ati
obey	trust	0.578	nurut
professor	trust	0.578	profesor
convinced	trust	0.578	yakin
communion	trust	0.578	komuni
cheerfulness	trust	0.578	kabungahan
inviting	trust	0.578	ngondang
irrefutable	trust	0.578	teu bisa dibantah
commandant	trust	0.578	komandan
smile	trust	0.578	seuri
authoritative	trust	0.578	wibawa
philanthropist	trust	0.578	dermawan
legalized	trust	0.578	legalized
adore	trust	0.578	muja
upright	trust	0.578	jejeg
revival	trust	0.578	wangenan
dutiful	trust	0.578	taat
watchdog	trust	0.578	anjing jaga
apostle	trust	0.570	rasul
volunteers	trust	0.570	relawan
immaculate	trust	0.570	suci beresih
adhering	trust	0.570	adhering
unquestionably	trust	0.570	unquestionably
advise	trust	0.570	mamatahan
punctual	trust	0.570	pas waktuna
consult	trust	0.570	konsultasi
