English Word	Emotion	Emotion-Intensity-Score	Chinese-Traditional Word
sue	sadness	0.318	起訴
scarcely	sadness	0.318	幾乎沒有
mistake	sadness	0.312	錯誤
committal	sadness	0.312	承諾的
nonsensical	sadness	0.312	荒謬的
inhibit	sadness	0.312	抑制
skid	sadness	0.312	打滑
wan	sadness	0.312	萬
defy	sadness	0.312	違抗
fatty	sadness	0.312	脂肪
clouded	sadness	0.312	陰天
ulcer	sadness	0.312	潰瘍
nostalgia	sadness	0.312	懷舊
evanescence	sadness	0.312	消逝
hamstring	sadness	0.312	膕繩肌
thresh	sadness	0.312	脫粒
conceal	sadness	0.311	隱藏
blemish	sadness	0.310	缺陷
resisting	sadness	0.309	抵抗
sympathetic	sadness	0.307	同情的
bugaboo	sadness	0.304	bugaboo
opium	sadness	0.303	鴉片
confess	sadness	0.303	承認
alas	sadness	0.302	唉
mislead	sadness	0.297	誤導
suppress	sadness	0.297	壓制
inappropriate	sadness	0.297	不當
discontinuity	sadness	0.297	不連續性
wrinkled	sadness	0.297	皺
dull	sadness	0.297	乏味的
weak	sadness	0.297	虛弱的
halting	sadness	0.297	停頓
incompatible	sadness	0.297	不相容
migraine	sadness	0.297	偏頭痛
subsidence	sadness	0.297	沉降
setback	sadness	0.297	挫折
toocold	sadness	0.297	太冷
incase	sadness	0.297	如果
hermit	sadness	0.296	隱士
moving	sadness	0.295	移動
shrink	sadness	0.295	收縮
shiver	sadness	0.291	顫抖
constraint	sadness	0.288	約束
unimportant	sadness	0.288	不重要
tramp	sadness	0.288	流浪漢
rubble	sadness	0.282	瓦礫
down	sadness	0.281	下
taint	sadness	0.281	污點
flop	sadness	0.281	翻牌
wearily	sadness	0.281	疲勞
overdue	sadness	0.281	逾期
excluding	sadness	0.281	不包括
confession	sadness	0.281	懺悔
grey	sadness	0.281	灰色的
senseless	sadness	0.281	無意義的
unseat	sadness	0.281	取消座位
remove	sadness	0.281	消除
revoke	sadness	0.281	撤銷
shortage	sadness	0.281	短缺
apathy	sadness	0.281	冷漠
adverse	sadness	0.281	不利的
negro	sadness	0.281	黑人
timid	sadness	0.281	膽小
flinch	sadness	0.281	退縮
scrapie	sadness	0.281	刮痧
grumpy	sadness	0.281	脾氣暴躁
knell	sadness	0.275	喪鐘
throb	sadness	0.273	搏動
confusion	sadness	0.273	混亂
soldier	sadness	0.273	士兵
jurisprudence	sadness	0.273	法理
humbled	sadness	0.273	謙卑
gray	sadness	0.269	灰色的
lax	sadness	0.266	鬆懈
mixedemotions	sadness	0.266	複雜的情緒
obstacle	sadness	0.266	障礙
slur	sadness	0.266	誹謗
unrealistic	sadness	0.266	不切實際
drifted	sadness	0.266	飄過
leaving	sadness	0.266	離開
shack	sadness	0.266	窩棚
eternity	sadness	0.266	永恆
remiss	sadness	0.266	疏忽
inconvenient	sadness	0.263	不方便
restrict	sadness	0.259	嚴格
misrepresentation	sadness	0.259	虛假陳述
stagnant	sadness	0.259	停滯不前
disservice	sadness	0.258	傷害
wilderness	sadness	0.255	荒野
nosun	sadness	0.255	諾森
backwater	sadness	0.255	回水
tempest	sadness	0.250	暴風雨
pine	sadness	0.250	松樹
humbug	sadness	0.250	騙子
bang	sadness	0.250	砰
speculation	sadness	0.250	投機
labored	sadness	0.250	辛苦了
incomplete	sadness	0.250	不完整
gullible	sadness	0.250	容易上當
undying	sadness	0.250	不朽
anchorage	sadness	0.250	錨地
unexplained	sadness	0.250	無法解釋
error	sadness	0.250	錯誤
wasteful	sadness	0.250	浪費的
communism	sadness	0.250	共產主義
uneducated	sadness	0.250	未受過教育
melodrama	sadness	0.242	情節劇
demonstrative	sadness	0.242	示範的
rainyday	sadness	0.242	下雨天
necessity	sadness	0.236	必要性
boredom	sadness	0.235	無聊
foggy	sadness	0.234	有霧的
sentence	sadness	0.234	句子
misty	sadness	0.234	濛濛
cancel	sadness	0.234	取消
void	sadness	0.234	空白
cloudy	sadness	0.234	多雲的
blockade	sadness	0.234	封鎖
pale	sadness	0.234	蒼白
trash	sadness	0.234	垃圾
uninteresting	sadness	0.234	無趣
hollow	sadness	0.234	空洞的
healing	sadness	0.234	康復
depart	sadness	0.234	離開
burke	sadness	0.234	伯克
warp	sadness	0.234	經
case	sadness	0.228	案子
rainy	sadness	0.227	下雨
uninterested	sadness	0.223	不感興趣
onerous	sadness	0.223	繁重的
bottom	sadness	0.223	底部
fasting	sadness	0.220	禁食
boooo	sadness	0.219	噓
dole	sadness	0.219	救濟金
pious	sadness	0.219	虔誠的
indifference	sadness	0.219	漠不關心
coping	sadness	0.219	應對
discolored	sadness	0.219	變色
thirst	sadness	0.219	口渴
blunder	sadness	0.219	錯誤
cocaine	sadness	0.218	可卡因
tough	sadness	0.212	艱難的
revolution	sadness	0.203	革命
hoary	sadness	0.203	蒼老
chilly	sadness	0.203	寒冷
sluggish	sadness	0.203	遲緩
yucky	sadness	0.203	噁心
fat	sadness	0.203	胖的
lower	sadness	0.203	降低
sprain	sadness	0.203	扭傷
chargeable	sadness	0.203	收費的
arid	sadness	0.203	乾旱
wanting	sadness	0.202	想要
progression	sadness	0.201	進展
closure	sadness	0.195	關閉
unbeaten	sadness	0.193	不敗
rack	sadness	0.188	架子
halter	sadness	0.188	吊帶褲
rumor	sadness	0.188	謠言
tease	sadness	0.188	逗
invalid	sadness	0.188	無效的
cataract	sadness	0.188	白內障
meh	sadness	0.188	嗯
heartfelt	sadness	0.188	衷心
retirement	sadness	0.188	退休
splitting	sadness	0.188	分裂
interrupted	sadness	0.188	被打斷
oddity	sadness	0.188	古怪
cold	sadness	0.188	寒冷的
veal	sadness	0.188	小牛肉
concerned	sadness	0.184	擔心的
sarcasm	sadness	0.181	諷刺
strip	sadness	0.179	跳閘
divided	sadness	0.172	分為
feeling	sadness	0.172	感覺
overload	sadness	0.172	超載
sap	sadness	0.172	樹液
memories	sadness	0.172	回憶
esteem	sadness	0.172	尊重
cupping	sadness	0.172	拔罐
eschew	sadness	0.172	避開
destination	sadness	0.170	目的地
nosnow	sadness	0.169	諾斯諾
limited	sadness	0.167	有限的
rain	sadness	0.163	雨
willful	sadness	0.160	任性
untitled	sadness	0.157	無標題
stint	sadness	0.156	限制
cross	sadness	0.156	叉
weeds	sadness	0.156	雜草
pare	sadness	0.155	削減
snort	sadness	0.154	打噴嚏
procession	sadness	0.152	遊行
inconsequential	sadness	0.152	無關緊要的
tax	sadness	0.142	稅
emo	sadness	0.141	情緒
tolerate	sadness	0.141	容忍
mug	sadness	0.141	馬克杯
overpriced	sadness	0.141	價格過高
weight	sadness	0.141	重量
touchy	sadness	0.140	敏感的
kennel	sadness	0.130	狗窩
grounded	sadness	0.130	接地
unpaid	sadness	0.125	未付
socialist	sadness	0.125	社會主義者
meek	sadness	0.125	溫順
clouds	sadness	0.125	雲
margin	sadness	0.125	利潤
theocratic	sadness	0.125	神權的
stillness	sadness	0.125	寂靜
sisterhood	sadness	0.125	姐妹情誼
terrific	sadness	0.125	了不起
commemorate	sadness	0.125	紀念
late	sadness	0.125	晚的
default	sadness	0.121	默認
lace	sadness	0.118	蕾絲
unpublished	sadness	0.116	未發表
interested	sadness	0.114	感興趣的
fortress	sadness	0.110	堡壘
lush	sadness	0.109	鬱鬱蔥蔥
harry	sadness	0.109	哈利
ultimate	sadness	0.109	最終的
priesthood	sadness	0.109	聖職
orchestra	sadness	0.109	樂隊
rating	sadness	0.109	評分
fleece	sadness	0.109	羊毛
sanctify	sadness	0.108	成聖
income	sadness	0.100	收入
winning	sadness	0.094	獲勝
boo	sadness	0.094	噓
quiet	sadness	0.094	安靜的
sonnet	sadness	0.094	十四行詩
vainly	sadness	0.091	徒勞的
hug	sadness	0.078	擁抱
opera	sadness	0.078	歌劇
humble	sadness	0.078	謙遜的
hut	sadness	0.078	小屋
ovation	sadness	0.078	鼓掌
wet	sadness	0.078	弄濕
motivating	sadness	0.078	激勵
treat	sadness	0.076	對待
hymn	sadness	0.064	聖歌
honest	sadness	0.062	誠實的
relics	sadness	0.061	遺物
couch	sadness	0.060	長椅
waffle	sadness	0.047	胡扯
shell	sadness	0.045	殼
musical	sadness	0.045	音樂
savor	sadness	0.034	品嚐
napkin	sadness	0.031	餐巾
vote	sadness	0.031	投票
sing	sadness	0.017	唱歌
mother	sadness	0.016	母親
music	sadness	0.016	音樂
nutritious	sadness	0.015	營養豐富
lovely	sadness	0.009	迷人的
sweetheart	sadness	0.000	親愛的
romance	sadness	0.000	浪漫
liquor	sadness	0.000	酒
art	sadness	0.000	藝術
surprise	surprise	0.930	驚喜
explode	surprise	0.906	爆炸
flabbergast	surprise	0.906	驚奇
explosion	surprise	0.898	爆炸
ambush	surprise	0.883	伏擊
explosive	surprise	0.883	爆炸性的
eruption	surprise	0.883	噴發
surprisingly	surprise	0.875	出奇
startle	surprise	0.875	驚嚇
shockingly	surprise	0.875	令人震驚
frighten	surprise	0.875	嚇唬
surprised	surprise	0.867	吃驚
frightened	surprise	0.867	受驚
surprising	surprise	0.867	奇怪
outburst	surprise	0.859	爆發
thrilling	surprise	0.859	驚險
miracle	surprise	0.859	奇蹟
blast	surprise	0.852	爆破
astonishingly	surprise	0.852	驚人地
alarm	surprise	0.852	警報
shock	surprise	0.844	震驚
thunderstruck	surprise	0.844	震驚
jolt	surprise	0.844	顛簸
dazzle	surprise	0.836	炫
bang	surprise	0.836	砰
catastrophe	surprise	0.836	災難
fright	surprise	0.836	驚嚇
unexpectedly	surprise	0.836	不料
startling	surprise	0.828	吃驚
suddenly	surprise	0.828	突然
emergency	surprise	0.828	緊急情況
bewilderment	surprise	0.828	困惑
stunned	surprise	0.820	目瞪口呆
astound	surprise	0.820	震驚
jackpot	surprise	0.812	頭獎
earthquake	surprise	0.812	地震
disaster	surprise	0.812	災難
astonishment	surprise	0.805	驚訝
climax	surprise	0.805	高潮
aghast	surprise	0.805	嚇壞了
astonish	surprise	0.805	震驚
scare	surprise	0.797	嚇
awestruck	surprise	0.797	敬畏
erupt	surprise	0.789	爆發
bomb	surprise	0.789	炸彈
exclaim	surprise	0.789	驚呼
amazement	surprise	0.781	驚愕
abduction	surprise	0.773	綁架
alarming	surprise	0.773	令人震驚的
detonate	surprise	0.773	起爆
raid	surprise	0.773	襲擊
miraculous	surprise	0.773	神奇
invade	surprise	0.773	入侵
kidnap	surprise	0.766	綁架
unpredictable	surprise	0.758	不可預料的
stupefy	surprise	0.758	發呆
dumfound	surprise	0.758	鄧福德
overwhelming	surprise	0.758	壓倒
erratic	surprise	0.750	不穩定的
unimaginable	surprise	0.750	難以想像
accident	surprise	0.750	事故
outrageous	surprise	0.750	離譜
horror	surprise	0.742	恐怖
amaze	surprise	0.742	驚奇
blitz	surprise	0.742	閃電戰
bewilder	surprise	0.742	迷惑
flinch	surprise	0.742	退縮
petrify	surprise	0.742	石化
wreck	surprise	0.742	破壞
slaughter	surprise	0.742	屠宰
frenetic	surprise	0.734	狂熱的
crash	surprise	0.734	碰撞
frantic	surprise	0.734	發狂
stupefaction	surprise	0.734	目瞪口呆
excitement	surprise	0.734	激動
riotous	surprise	0.727	暴亂的
outcry	surprise	0.727	強烈抗議
vanished	surprise	0.727	消失了
moonstruck	surprise	0.727	月光下
sudden	surprise	0.727	突然
awe	surprise	0.719	敬畏
scream	surprise	0.719	尖叫
breathless	surprise	0.719	氣喘吁籲
sabotage	surprise	0.719	破壞
shriek	surprise	0.719	尖叫
unanticipated	surprise	0.719	意外
bewildered	surprise	0.719	不知所措
manslaughter	surprise	0.719	誤殺
amazedness	surprise	0.719	驚奇
rupture	surprise	0.719	破裂
unexpected	surprise	0.711	意外
electrify	surprise	0.711	通電
uncontrollable	surprise	0.711	不可控
shot	surprise	0.711	射擊
avalanche	surprise	0.711	雪崩
gasp	surprise	0.711	喘氣
stun	surprise	0.711	眩暈
slam	surprise	0.703	大滿貫
abrupt	surprise	0.703	突然
intruder	surprise	0.703	入侵者
unforeseen	surprise	0.703	意外
suspense	surprise	0.703	懸念
devastation	surprise	0.703	破壞
surge	surprise	0.703	湧
excite	surprise	0.695	激發
dumfounder	surprise	0.695	創始人
yell	surprise	0.695	叫喊
unprecedented	surprise	0.695	空前的
strike	surprise	0.695	罷工
volatility	surprise	0.695	揮發性
urgent	surprise	0.695	緊迫的
stab	surprise	0.695	刺
disturbance	surprise	0.688	騷亂
carnage	surprise	0.688	大屠殺
incredible	surprise	0.688	極好的
spectacular	surprise	0.688	壯觀
thrill	surprise	0.680	快感
recklessness	surprise	0.680	魯莽
clamor	surprise	0.680	叫囂
monstrous	surprise	0.680	滔天
slap	surprise	0.680	拍擊
inexplicable	surprise	0.672	莫名其妙
terrorist	surprise	0.672	恐怖分子
exciting	surprise	0.672	令人興奮的
accidental	surprise	0.672	偶然
accidentally	surprise	0.672	偶然
striking	surprise	0.672	引人注目
captivate	surprise	0.672	著迷
exhilaration	surprise	0.672	興奮
topple	surprise	0.664	推翻
dire	surprise	0.664	可怕的
revolution	surprise	0.664	革命
volcano	surprise	0.664	火山
freakish	surprise	0.664	怪誕的
revolt	surprise	0.656	反叛
bloodshed	surprise	0.656	流血事件
sneak	surprise	0.656	潛行
unspeakable	surprise	0.656	無法形容
incendiary	surprise	0.656	燃燒的
epidemic	surprise	0.648	流行性
violent	surprise	0.648	暴力
disruption	surprise	0.648	中斷
amazingly	surprise	0.648	驚人地
mutiny	surprise	0.648	兵變
spellbound	surprise	0.648	著迷
cyclone	surprise	0.648	氣旋
unsuspecting	surprise	0.648	毫無戒心
attacking	surprise	0.648	進攻
unintended	surprise	0.648	意外
shout	surprise	0.641	喊
indescribable	surprise	0.641	無法形容
tumult	surprise	0.641	騷動
improvisation	surprise	0.641	即興創作
wildfire	surprise	0.641	野火
excitation	surprise	0.641	勵磁
screech	surprise	0.641	尖叫
enthusiasm	surprise	0.641	熱情
uncertain	surprise	0.633	不確定
plunder	surprise	0.633	掠奪
gape	surprise	0.633	目瞪口呆
treachery	surprise	0.633	背信棄義
agape	surprise	0.633	阿加佩
anomaly	surprise	0.633	異常
presto	surprise	0.633	急速
apparition	surprise	0.633	幻影
wonderment	surprise	0.625	驚奇
slaughtering	surprise	0.625	屠宰
trick	surprise	0.625	詭計
mystery	surprise	0.625	神秘
murderous	surprise	0.625	殺氣騰騰
distress	surprise	0.625	苦惱
sorcery	surprise	0.625	巫術
excited	surprise	0.625	興奮的
tempest	surprise	0.625	暴風雨
urgency	surprise	0.625	緊迫性
inimaginable	surprise	0.617	難以想像
intrusive	surprise	0.617	侵入性的
quickness	surprise	0.617	速度
intense	surprise	0.617	激烈的
trickery	surprise	0.617	詭計
vanish	surprise	0.617	消失
prank	surprise	0.617	惡作劇
murder	surprise	0.617	謀殺
thief	surprise	0.609	賊
blindfold	surprise	0.609	眼罩
unstable	surprise	0.609	不穩定
strangle	surprise	0.609	扼殺
coup	surprise	0.609	政變
magical	surprise	0.609	神奇
shatter	surprise	0.609	粉碎
splash	surprise	0.609	濺
stupor	surprise	0.602	昏迷
inconceivable	surprise	0.602	不可思議
betray	surprise	0.602	背叛
defy	surprise	0.602	違抗
jubilee	surprise	0.602	禧年
assail	surprise	0.602	攻擊
deluge	surprise	0.602	洪水
tackle	surprise	0.602	處理
monstrosity	surprise	0.594	怪物
lightning	surprise	0.594	閃電
stupendous	surprise	0.594	驚人的
shrill	surprise	0.594	尖銳
mishap	surprise	0.594	事故
alerts	surprise	0.594	警報
mysterious	surprise	0.586	神秘
randomly	surprise	0.586	隨機
wild	surprise	0.586	荒野
deceit	surprise	0.586	欺騙
bonus	surprise	0.586	獎金
pitfall	surprise	0.586	陷阱
uncanny	surprise	0.586	不可思議
wondrous	surprise	0.586	奇妙的
premature	surprise	0.578	過早的
stagger	surprise	0.578	錯開
rejoicing	surprise	0.578	欣喜若狂
godsend	surprise	0.578	天賜良機
jubilant	surprise	0.578	喜慶
electric	surprise	0.578	電的
raving	surprise	0.578	狂言
bizarre	surprise	0.578	離奇的
death	surprise	0.578	死亡
fluke	surprise	0.578	吸蟲
oddity	surprise	0.578	古怪
dynamic	surprise	0.570	動態的
dismay	surprise	0.570	沮喪
revenge	surprise	0.570	復仇
nefarious	surprise	0.562	邪惡
fascinate	surprise	0.562	吸引
jerk	surprise	0.562	混蛋
ecstatic	surprise	0.562	欣喜若狂
reward	surprise	0.562	報酬
uncover	surprise	0.562	揭露
reappear	surprise	0.562	再現
zany	surprise	0.555	滑稽的
whim	surprise	0.555	心血來潮
thaumaturgy	surprise	0.555	奇術
conjure	surprise	0.555	變戲法
crescendo	surprise	0.555	漸強
rescue	surprise	0.547	救援
daze	surprise	0.547	發呆
heroism	surprise	0.547	英雄主義
illuminate	surprise	0.547	照亮
winner	surprise	0.547	優勝者
ejaculation	surprise	0.547	射精
thwart	surprise	0.547	阻撓
rarity	surprise	0.547	稀有
unbridled	surprise	0.547	肆無忌憚
tantalizing	surprise	0.547	誘人的
punch	surprise	0.539	沖床
cheer	surprise	0.539	歡呼
treason	surprise	0.539	叛國罪
violation	surprise	0.539	違反
celebration	surprise	0.539	慶典
illusion	surprise	0.539	錯覺
marvel	surprise	0.539	奇蹟
lucky	surprise	0.539	幸運的
lunge	surprise	0.539	弓步
interrupt	surprise	0.539	打斷
insult	surprise	0.539	侮辱
concealed	surprise	0.531	暗
snag	surprise	0.531	障礙
sensation	surprise	0.531	感覺
banger	surprise	0.531	砰砰
fearfully	surprise	0.531	可怕地
affront	surprise	0.531	冒犯
jest	surprise	0.531	笑話
undiscovered	surprise	0.523	未被發現
liberate	surprise	0.523	解放
veer	surprise	0.523	轉向
abandonment	surprise	0.523	放棄
immediacy	surprise	0.523	直接
improvise	surprise	0.523	湊合
victimized	surprise	0.523	受害
scorpion	surprise	0.523	蠍
majestic	surprise	0.523	雄偉
wonder	surprise	0.523	想知道
rejoice	surprise	0.523	麾
tickle	surprise	0.516	癢癢
chance	surprise	0.516	機會
yelp	surprise	0.516	喊叫
howl	surprise	0.516	嗥
stealthily	surprise	0.516	悄悄地
unintentionally	surprise	0.508	無意間
magnificent	surprise	0.508	壯麗的
reflex	surprise	0.508	反射
garish	surprise	0.508	扎眼
transcendence	surprise	0.508	超越
rave	surprise	0.508	狂歡
luck	surprise	0.508	運氣
swerve	surprise	0.508	轉向
pop	surprise	0.508	流行音樂
enliven	surprise	0.500	活躍
slayer	surprise	0.500	殺手
remarkable	surprise	0.500	卓越
infrequent	surprise	0.500	不經常
pang	surprise	0.500	龐
erotic	surprise	0.500	色情
misbehavior	surprise	0.500	不當行為
diversion	surprise	0.500	導流
heroic	surprise	0.500	英勇
alertness	surprise	0.500	警覺
marvelous	surprise	0.500	奇妙
fainting	surprise	0.500	昏厥
embarrassment	surprise	0.500	尷尬
nab	surprise	0.492	抓
birthday	surprise	0.492	生日
camouflage	surprise	0.492	偽裝
unutterable	surprise	0.492	說不出的
chimera	surprise	0.492	嵌合體
trump	surprise	0.492	王牌
decoy	surprise	0.492	誘餌
infarct	surprise	0.492	梗塞
greatness	surprise	0.492	偉大
exigent	surprise	0.492	緊急
prick	surprise	0.484	刺
variable	surprise	0.484	多變的
curiosity	surprise	0.484	好奇心
daemon	surprise	0.484	守護進程
inexpressible	surprise	0.484	無法表達
magician	surprise	0.484	魔術師
underestimate	surprise	0.484	低估
fanfare	surprise	0.484	大張旗鼓
horde	surprise	0.484	部落
zeal	surprise	0.484	熱情
incident	surprise	0.477	事件
illumination	surprise	0.477	照明
chicane	surprise	0.477	彎道
sneeze	surprise	0.477	噴嚏
subversive	surprise	0.477	顛覆性的
gawk	surprise	0.477	呆呆
fortune	surprise	0.477	財富
strange	surprise	0.477	奇怪的
dreadfully	surprise	0.477	可怕地
unguarded	surprise	0.477	無人看管
prowl	surprise	0.469	徘徊
reversal	surprise	0.469	逆轉
wizard	surprise	0.469	嚮導
rapid	surprise	0.469	迅速的
leery	surprise	0.469	懷疑的
break	surprise	0.461	休息
slip	surprise	0.461	滑
divergent	surprise	0.461	發散的
hilarious	surprise	0.461	搞笑
coincidence	surprise	0.461	巧合
subito	surprise	0.461	蘇比托
overestimate	surprise	0.453	高估
ordeal	surprise	0.453	考驗
evanescence	surprise	0.453	消逝
merriment	surprise	0.453	歡樂
raffle	surprise	0.453	抽獎
winning	surprise	0.453	獲勝
wonderful	surprise	0.453	精彩的
hoax	surprise	0.453	騙局
confession	surprise	0.453	懺悔
splendid	surprise	0.445	燦爛
stound	surprise	0.445	震驚
perchance	surprise	0.445	或許
excel	surprise	0.445	擅長
enthusiast	surprise	0.445	愛好者
gambling	surprise	0.445	賭博
feat	surprise	0.445	壯舉
laughter	surprise	0.445	笑聲
brighten	surprise	0.438	提亮
unique	surprise	0.438	獨特的
senseless	surprise	0.438	無意義的
changeable	surprise	0.438	多變
splendor	surprise	0.438	輝煌
rapt	surprise	0.438	全神貫注
unintentional	surprise	0.438	無意的
fascination	surprise	0.430	魅力
trepidation	surprise	0.430	戰栗
lawsuit	surprise	0.430	訴訟
gift	surprise	0.430	禮物
stealthy	surprise	0.430	隱秘的
fiesta	surprise	0.430	嘉年華
intrigue	surprise	0.430	陰謀
delighted	surprise	0.430	高興極了
judgment	surprise	0.422	判斷
stealth	surprise	0.422	隱身
enchant	surprise	0.422	附魔
originality	surprise	0.422	獨創性
riddle	surprise	0.422	謎語
quicksilver	surprise	0.422	水銀
illegitimate	surprise	0.414	非法的
experiment	surprise	0.414	實驗
elusive	surprise	0.414	難以捉摸
syncope	surprise	0.414	昏厥
liberation	surprise	0.414	解放
spirits	surprise	0.414	精神
perjury	surprise	0.414	偽證
veracity	surprise	0.414	真實性
parade	surprise	0.406	遊行
applause	surprise	0.406	掌聲
inspired	surprise	0.406	啟發
allure	surprise	0.406	引誘
eager	surprise	0.406	渴望的
gambler	surprise	0.406	賭徒
fete	surprise	0.406	宴請
divorce	surprise	0.398	離婚
guess	surprise	0.398	猜測
princely	surprise	0.398	王侯的
burlesque	surprise	0.398	滑稽的
secrecy	surprise	0.398	保密
incontinence	surprise	0.391	失禁
peri	surprise	0.391	周邊
cheerful	surprise	0.391	愉快
hermaphrodite	surprise	0.391	雌雄同體
supremacy	surprise	0.391	霸權
aspiration	surprise	0.391	願望
buck	surprise	0.383	降壓
lose	surprise	0.383	失去
cadaver	surprise	0.383	屍體
crowning	surprise	0.383	加冕
praiseworthy	surprise	0.383	值得稱道
inheritance	surprise	0.383	遺產
score	surprise	0.383	分數
gulp	surprise	0.375	吞嚥
camouflaged	surprise	0.375	偽裝的
advance	surprise	0.375	進步
succeed	surprise	0.375	成功
frisky	surprise	0.375	活潑的
mystic	surprise	0.375	神秘
compliment	surprise	0.375	讚揚
hope	surprise	0.367	希望
joker	surprise	0.367	小丑
sparkle	surprise	0.367	火花
excavation	surprise	0.367	挖掘
sensual	surprise	0.367	感性的
entertainment	surprise	0.359	娛樂
feeling	surprise	0.359	感覺
modify	surprise	0.352	調整
blessings	surprise	0.352	祝福
newcomer	surprise	0.352	新人
obit	surprise	0.352	訃告
postponement	surprise	0.352	延期
award	surprise	0.352	獎
clown	surprise	0.352	小丑
highest	surprise	0.344	最高
hero	surprise	0.344	英雄
glorify	surprise	0.344	美化
proficiency	surprise	0.344	熟練度
start	surprise	0.344	開始
wonderfully	surprise	0.344	奇妙地
celebrity	surprise	0.344	名人
rekindle	surprise	0.336	重新點燃
optimism	surprise	0.336	樂觀
sanctify	surprise	0.336	成聖
unbeaten	surprise	0.336	不敗
prodigious	surprise	0.336	驚人
grin	surprise	0.336	咧嘴笑
memorable	surprise	0.336	難忘
warned	surprise	0.336	警告
dissolution	surprise	0.336	溶解
hypertrophy	surprise	0.328	肥大
admiration	surprise	0.328	欽佩
examination	surprise	0.320	考試
angel	surprise	0.320	天使
present	surprise	0.320	當下
catch	surprise	0.320	抓住
hap	surprise	0.320	快樂
saint	surprise	0.312	聖
embrace	surprise	0.312	擁抱
flirt	surprise	0.312	調情
puma	surprise	0.312	彪馬
kiss	surprise	0.312	吻
liberty	surprise	0.312	自由
scrimmage	surprise	0.312	混戰
treat	surprise	0.312	對待
inaffable	surprise	0.312	冷漠
occasional	surprise	0.312	偶然
dismissal	surprise	0.312	解僱
perfection	surprise	0.305	完美
saintly	surprise	0.305	聖潔的
gratify	surprise	0.305	欣慰
generosity	surprise	0.305	慷慨
sally	surprise	0.305	莎莉
palpable	surprise	0.297	捫及
finally	surprise	0.297	最後
differently	surprise	0.297	不同的
polarity	surprise	0.297	極性
ceremony	surprise	0.297	儀式
favorable	surprise	0.297	有利
larger	surprise	0.297	較大
warn	surprise	0.297	警告
medal	surprise	0.289	勳章
romance	surprise	0.289	浪漫
inviting	surprise	0.289	邀請
greeting	surprise	0.289	問候
resignation	surprise	0.281	辭職
accolade	surprise	0.281	榮譽
labor	surprise	0.281	勞動
candid	surprise	0.281	坦率
trip	surprise	0.281	旅行
stare	surprise	0.273	盯
admire	surprise	0.266	欽佩
glimmer	surprise	0.266	微光
playful	surprise	0.266	俏皮
somatic	surprise	0.266	軀體
festival	surprise	0.266	節日
mimicry	surprise	0.266	模仿
insolvency	surprise	0.266	破產
immerse	surprise	0.266	沉浸
invite	surprise	0.266	邀請
compensate	surprise	0.266	補償
receiving	surprise	0.258	接收
complement	surprise	0.258	補充
chuckle	surprise	0.258	輕笑
laugh	surprise	0.258	笑
hypothesis	surprise	0.258	假設
honeymoon	surprise	0.250	蜜月
opera	surprise	0.242	歌劇
pleasant	surprise	0.242	令人愉快的
marry	surprise	0.242	結婚
independence	surprise	0.242	獨立
chant	surprise	0.234	唄
holiness	surprise	0.234	聖潔
assessment	surprise	0.234	評估
rhythmical	surprise	0.234	有節奏的
hopeful	surprise	0.234	充滿希望
leave	surprise	0.234	離開
trophy	surprise	0.234	杯
deal	surprise	0.227	交易
procession	surprise	0.227	遊行
placard	surprise	0.227	標語牌
shopping	surprise	0.219	購物
musical	surprise	0.219	音樂
cherish	surprise	0.219	珍惜
good	surprise	0.219	好的
dawn	surprise	0.211	黎明
simplify	surprise	0.211	簡化
shell	surprise	0.211	殼
morals	surprise	0.203	德
money	surprise	0.203	錢
nullify	surprise	0.203	作廢
purity	surprise	0.203	純度
sweet	surprise	0.203	甜的
synchronize	surprise	0.195	同步
precious	surprise	0.195	寶貴的
humanitarian	surprise	0.195	人道主義
preservative	surprise	0.195	防腐劑
unfulfilled	surprise	0.195	未完成
obliging	surprise	0.188	有義務的
singularly	surprise	0.188	奇異地
graduation	surprise	0.180	畢業
foresee	surprise	0.180	預見
pray	surprise	0.180	祈禱
lovely	surprise	0.180	迷人的
thirst	surprise	0.172	口渴
mouth	surprise	0.172	嘴
youth	surprise	0.172	青年
sun	surprise	0.172	太陽
art	surprise	0.172	藝術
goodness	surprise	0.164	善良
latent	surprise	0.156	潛
visor	surprise	0.156	遮陽板
overdue	surprise	0.156	逾期
practiced	surprise	0.156	實踐過
loyal	surprise	0.148	忠誠
expect	surprise	0.148	預計
wireless	surprise	0.148	無線
destination	surprise	0.148	目的地
infant	surprise	0.141	嬰兒
cream	surprise	0.141	奶油
slush	surprise	0.141	雪泥
quote	surprise	0.141	引用
playground	surprise	0.133	操場
vote	surprise	0.125	投票
teach	surprise	0.125	教
organization	surprise	0.125	組織
dolphin	surprise	0.117	海豚
weight	surprise	0.117	重量
smile	surprise	0.117	微笑
sisterhood	surprise	0.109	姐妹情誼
cable	surprise	0.109	電纜
sunny	surprise	0.102	晴天
steady	surprise	0.094	穩定的
peaceful	surprise	0.086	平靜的
spa	surprise	0.086	溫泉
leisure	surprise	0.086	閒暇
picnic	surprise	0.078	野餐
tree	surprise	0.078	樹
worm	surprise	0.055	蟲
truthfulness	trust	0.906	真實性
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	值得信賴
honor	trust	0.844	榮譽
honesty	trust	0.844	誠實
honest	trust	0.844	誠實的
truth	trust	0.844	真相
