English Word	Emotion	Emotion-Intensity-Score	Bosnian Word
receiving	surprise	0.258	primanje
complement	surprise	0.258	dopuna
chuckle	surprise	0.258	chuckle
laugh	surprise	0.258	smejati se
hypothesis	surprise	0.258	hipoteza
honeymoon	surprise	0.250	medeni mjesec
opera	surprise	0.242	opera
pleasant	surprise	0.242	prijatno
marry	surprise	0.242	udati se
independence	surprise	0.242	nezavisnost
chant	surprise	0.234	pjevanje
holiness	surprise	0.234	svetost
assessment	surprise	0.234	procjena
rhythmical	surprise	0.234	ritmično
hopeful	surprise	0.234	nadati se
leave	surprise	0.234	napusti
trophy	surprise	0.234	trofej
deal	surprise	0.227	dogovor
procession	surprise	0.227	procesija
placard	surprise	0.227	plakat
shopping	surprise	0.219	shopping
musical	surprise	0.219	muzički
cherish	surprise	0.219	njegovati
good	surprise	0.219	dobro
dawn	surprise	0.211	zora
simplify	surprise	0.211	pojednostaviti
shell	surprise	0.211	školjka
morals	surprise	0.203	moral
money	surprise	0.203	novac
nullify	surprise	0.203	poništiti
purity	surprise	0.203	čistoća
sweet	surprise	0.203	slatko
synchronize	surprise	0.195	sinhronizovati
precious	surprise	0.195	precious
humanitarian	surprise	0.195	humanitarno
preservative	surprise	0.195	konzervans
unfulfilled	surprise	0.195	neispunjeno
obliging	surprise	0.188	obavezan
singularly	surprise	0.188	pojedinačno
graduation	surprise	0.180	diplomiranje
foresee	surprise	0.180	predvideti
pray	surprise	0.180	moli se
lovely	surprise	0.180	divno
thirst	surprise	0.172	žeđ
mouth	surprise	0.172	usta
youth	surprise	0.172	mladost
sun	surprise	0.172	sunce
art	surprise	0.172	art
goodness	surprise	0.164	dobrotu
latent	surprise	0.156	latentno
visor	surprise	0.156	vizir
overdue	surprise	0.156	zakasnio
practiced	surprise	0.156	praktikovano
loyal	surprise	0.148	odan
expect	surprise	0.148	očekivati
wireless	surprise	0.148	bežični
destination	surprise	0.148	odredište
infant	surprise	0.141	dojenče
cream	surprise	0.141	krema
slush	surprise	0.141	bljuzgavica
quote	surprise	0.141	citat
playground	surprise	0.133	igralište
vote	surprise	0.125	vote
teach	surprise	0.125	podučavati
organization	surprise	0.125	organizacija
dolphin	surprise	0.117	delfin
weight	surprise	0.117	težina
smile	surprise	0.117	osmijeh
sisterhood	surprise	0.109	sestrinstvo
cable	surprise	0.109	kabl
sunny	surprise	0.102	sunčano
steady	surprise	0.094	stabilan
peaceful	surprise	0.086	mirno
spa	surprise	0.086	spa
leisure	surprise	0.086	slobodno vrijeme
picnic	surprise	0.078	piknik
tree	surprise	0.078	drvo
worm	surprise	0.055	crv
truthfulness	trust	0.906	istinitost
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	pouzdan
honor	trust	0.844	čast
honesty	trust	0.844	iskrenost
honest	trust	0.844	pošten
truth	trust	0.844	istina
truthful	trust	0.836	istinito
trusting	trust	0.836	povjerenje
brotherhood	trust	0.820	bratstvo
entrust	trust	0.812	povjeriti
committed	trust	0.805	počinio
loyalty	trust	0.805	lojalnost
integrity	trust	0.805	integritet
honorable	trust	0.805	častan
trust	trust	0.805	povjerenje
credibility	trust	0.805	kredibilitet
faithful	trust	0.797	vjerni
sincere	trust	0.797	iskreno
partnership	trust	0.789	partnerstvo
responsible	trust	0.789	odgovoran
true	trust	0.789	tačno
wisdom	trust	0.789	mudrost
verification	trust	0.781	verifikacija
cooperative	trust	0.781	zadruga
vow	trust	0.781	zavjet
oath	trust	0.781	zakletva
respectable	trust	0.773	ugledan
sisterhood	trust	0.773	sestrinstvo
hero	trust	0.773	heroj
credible	trust	0.773	kredibilan
promise	trust	0.773	obećanje
verified	trust	0.773	verified
qualified	trust	0.766	kvalifikovani
authentication	trust	0.766	autentifikaciju
respected	trust	0.766	poštovan
compassion	trust	0.759	saosećanje
approval	trust	0.758	odobrenje
moral	trust	0.758	moralni
reliability	trust	0.758	pouzdanost
trusts	trust	0.758	pouzdano
safekeeping	trust	0.758	čuvanje
reputable	trust	0.758	reputable
love	trust	0.758	ljubav
friend	trust	0.750	prijatelju
stable	trust	0.750	stabilan
authentic	trust	0.750	autentičan
competence	trust	0.750	kompetencije
safeguard	trust	0.750	zaštita
companion	trust	0.750	pratilac
advised	trust	0.750	Savjetovan
respect	trust	0.750	poštovanje
loyal	trust	0.750	odan
genuine	trust	0.750	originalan
friendships	trust	0.750	trustovi
ally	trust	0.750	saveznik
proven	trust	0.742	dokazan
freedom	trust	0.742	sloboda
respects	trust	0.742	poštuje
accepting	trust	0.742	prijateljstva
faith	trust	0.742	vjera
wholesome	trust	0.742	zdravo
heartfelt	trust	0.734	iskreno
unification	trust	0.734	ujedinjenje
confirmation	trust	0.734	potvrdu
protecting	trust	0.734	štiteći
reassurance	trust	0.734	uvjeravanje
trustee	trust	0.734	povjerenik
supporter	trust	0.734	pristalica
respectful	trust	0.734	poštovanjem
admirable	trust	0.734	divan
fact	trust	0.727	činjenica
friendship	trust	0.727	prijateljstvo
partners	trust	0.727	prihvatanje
confidentially	trust	0.727	povjerljivo
confident	trust	0.727	samouveren
equality	trust	0.727	jednakost
alliance	trust	0.727	alijanse
credential	trust	0.727	vjerodajnica
believing	trust	0.727	vjerujući
excellence	trust	0.727	izvrsnost
agreement	trust	0.727	sporazum
closeness	trust	0.719	bliskost
authenticate	trust	0.719	autentifikovati
virtuous	trust	0.719	čestit
intelligence	trust	0.719	inteligencija
kindred	trust	0.719	rod
virtue	trust	0.719	vrlina
honored	trust	0.719	počastvovan
justice	trust	0.711	pravda
charitable	trust	0.711	dobrotvorna
determination	trust	0.711	odlučnost
creditable	trust	0.711	kreditno
consistency	trust	0.711	konzistentnost
allegiance	trust	0.711	odanost
cooperation	trust	0.711	saradnju
guarantee	trust	0.711	garancija
dedication	trust	0.711	posvećenost
straightforward	trust	0.711	direktno
cooperating	trust	0.711	sarađujući
reliable	trust	0.703	pouzdan
nurture	trust	0.703	njeguju
mother	trust	0.703	majka
fulfilled	trust	0.703	ispunjeno
admiration	trust	0.703	divljenje
mentor	trust	0.703	mentor
guardianship	trust	0.703	starateljstvo
assurance	trust	0.703	osiguranje
morality	trust	0.703	moral
motherhood	trust	0.703	majčinstvo
innocent	trust	0.703	nevin
reverence	trust	0.703	poštovanje
sanctuary	trust	0.703	svetište
friendliness	trust	0.703	ljubaznost
prepared	trust	0.703	pripremljeno
admire	trust	0.703	diviti se
protected	trust	0.703	zaštićeno
proof	trust	0.703	dokaz
bodyguard	trust	0.695	telohranitelj
skillful	trust	0.695	vješto
marriage	trust	0.695	brak
allied	trust	0.695	saveznički
morals	trust	0.695	moral
humanitarian	trust	0.695	humanitarno
pact	trust	0.695	pakt
courage	trust	0.695	hrabrost
accountable	trust	0.695	odgovoran
agreeable	trust	0.695	prihvatljivo
united	trust	0.695	ujedinjeni
indestructible	trust	0.695	neuništivo
approving	trust	0.695	odobravanje
guardian	trust	0.695	staratelj
compassionate	trust	0.695	saosećajan
scientist	trust	0.695	naučnik
certified	trust	0.695	certificirani
pledge	trust	0.688	zalog
adviser	trust	0.688	savjetnik
authenticity	trust	0.688	autentičnost
understanding	trust	0.688	razumijevanje
secure	trust	0.688	siguran
guidance	trust	0.688	vođenje
monogamy	trust	0.688	monogamija
valor	trust	0.688	valor
solidity	trust	0.688	solidnost
perfection	trust	0.688	savršenstvo
believed	trust	0.688	vjerovao
humanity	trust	0.688	čovječanstvo
justifiable	trust	0.688	opravdano
competent	trust	0.688	kompetentan
esteem	trust	0.688	esteem
protector	trust	0.680	zaštitnik
inspire	trust	0.680	inspirisati
hope	trust	0.680	nada
strongest	trust	0.680	partneri
expertise	trust	0.680	stručnost
humble	trust	0.680	skroman
indivisible	trust	0.680	nedjeljiv
official	trust	0.680	službeni
affirm	trust	0.680	potvrditi
familiarity	trust	0.680	familijarnost
confirmed	trust	0.680	potvrđeno
diligence	trust	0.680	marljivost
grandfather	trust	0.680	djed
advocacy	trust	0.680	zagovaranje
goodness	trust	0.680	dobrotu
commendable	trust	0.680	pohvalno
acceptance	trust	0.680	prihvatanje
diplomatic	trust	0.680	diplomatski
leader	trust	0.680	vođa
confide	trust	0.680	confide
agreeing	trust	0.680	slažući se
approve	trust	0.680	odobriti
professional	trust	0.680	profesionalni
elders	trust	0.680	starci
confidential	trust	0.680	povjerljivo
faultless	trust	0.672	besprekoran
believes	trust	0.672	prihvaćeno
sanctify	trust	0.672	posvetiti
intelligent	trust	0.672	inteligentan
safe	trust	0.672	sigurno
accepted	trust	0.672	najjači
dignity	trust	0.672	dostojanstvo
unwavering	trust	0.672	nepokolebljiv
encyclopedia	trust	0.672	enciklopedija
mastery	trust	0.672	majstorstvo
cohesive	trust	0.672	kohezivan
harmoniously	trust	0.672	harmonično
benevolence	trust	0.672	dobronamjernost
healing	trust	0.672	iscjeljivanje
accredited	trust	0.672	akreditovan
covenant	trust	0.672	zavet
accountability	trust	0.664	odgovornost
team	trust	0.664	tim
authority	trust	0.664	autoritet
heroic	trust	0.664	herojski
reliance	trust	0.664	oslanjanje
expert	trust	0.664	ekspert
communicate	trust	0.664	komunicirati
spiritual	trust	0.664	duhovni
impeccable	trust	0.664	besprekoran
specialist	trust	0.664	specijalista
affirmatively	trust	0.664	afirmativno
proficient	trust	0.664	stručan
fulfillment	trust	0.664	ispunjenje
advocate	trust	0.664	advokat
disciple	trust	0.664	učenik
attestation	trust	0.664	atestiranje
merit	trust	0.664	zasluga
supporting	trust	0.664	podržavajući
ambassador	trust	0.664	ambasador
guidebook	trust	0.664	vodič
accept	trust	0.664	prihvatiti
strengthening	trust	0.661	jačanje
holiness	trust	0.656	svetost
facts	trust	0.656	činjenice
warranty	trust	0.656	garancija
strength	trust	0.656	snagu
relationship	trust	0.656	odnos
defended	trust	0.656	branio
constancy	trust	0.656	postojanost
favorable	trust	0.656	povoljno
gentleman	trust	0.656	gentleman
counsel	trust	0.656	advokat
scientific	trust	0.656	naučnim
structure	trust	0.656	struktura
elder	trust	0.656	starješina
excellent	trust	0.656	odlično
achieve	trust	0.656	postići
steadfast	trust	0.656	postojan
familiar	trust	0.656	poznat
proficiency	trust	0.656	stručnost
supports	trust	0.656	vjeruje
counselor	trust	0.648	savjetnik
lovable	trust	0.648	simpatičan
advisable	trust	0.648	preporučljivo
agreed	trust	0.648	pristao
heroism	trust	0.648	herojstvo
rely	trust	0.648	osloniti se
uphold	trust	0.648	podržavati
brother	trust	0.648	brate
matrimony	trust	0.648	brak
assuredly	trust	0.648	sigurno
peaceful	trust	0.648	mirno
saint	trust	0.648	svetac
unconditionally	trust	0.648	prihvata
solidarity	trust	0.648	solidarnost
accepts	trust	0.648	podržava
inspiration	trust	0.648	inspiracija
noble	trust	0.648	plemenito
successful	trust	0.648	uspješan
harmony	trust	0.648	harmoniju
protective	trust	0.648	zaštitni
competency	trust	0.648	kompetencije
comrade	trust	0.648	druže
academic	trust	0.648	akademski
assist	trust	0.648	asistirati
worthy	trust	0.643	dostojan
benefactor	trust	0.641	dobročinitelj
credence	trust	0.641	vjerodostojnost
confidence	trust	0.641	samopouzdanje
relationships	trust	0.641	bezuslovno
ordained	trust	0.641	zaređen
legal	trust	0.641	legalno
champion	trust	0.641	šampion
lawful	trust	0.641	legalno
durability	trust	0.641	trajnost
judiciary	trust	0.641	pravosuđe
doctor	trust	0.641	doktore
loving	trust	0.641	ljubavlju
assure	trust	0.641	uvjeriti
establish	trust	0.641	uspostaviti
mamma	trust	0.641	mama
kind	trust	0.641	vrsta
unity	trust	0.641	jedinstvo
conscientious	trust	0.641	savjestan
real	trust	0.641	pravi
coexist	trust	0.641	koegzistirati
leading	trust	0.641	vodeći
teacher	trust	0.641	nastavnik
intimate	trust	0.634	intimno
brotherly	trust	0.633	bratski
physician	trust	0.633	lekar
judicial	trust	0.633	sudski
saintly	trust	0.633	svetački
aspiration	trust	0.633	aspiracija
conscience	trust	0.633	savjest
therapeutic	trust	0.633	terapeutski
fidelity	trust	0.633	vjernost
soundness	trust	0.633	solidnost
important	trust	0.633	bitan
homage	trust	0.633	hommage
legitimacy	trust	0.633	legitimitet
fortitude	trust	0.633	fortitude
deepest	trust	0.633	odnosima
approved	trust	0.633	odobreno
courageous	trust	0.633	hrabar
devotional	trust	0.633	devotional
endorse	trust	0.633	podržati
backbone	trust	0.633	kičma
authorize	trust	0.633	autorizovati
practiced	trust	0.633	praktikovano
sanctification	trust	0.633	posvećenje
hopeful	trust	0.633	nadati se
convincing	trust	0.633	uvjerljivo
bless	trust	0.633	blagoslovi
angel	trust	0.625	anđeo
authorization	trust	0.625	autorizacija
assured	trust	0.625	siguran
purify	trust	0.625	purify
caretaker	trust	0.625	čuvar
regard	trust	0.625	obzir
profound	trust	0.625	duboko
achievement	trust	0.625	postignuće
evident	trust	0.625	evidentno
positivity	trust	0.625	pozitivnost
communication	trust	0.625	komunikacija
professorship	trust	0.625	profesura
blessing	trust	0.625	blagoslov
beliefs	trust	0.625	najdublje
encourage	trust	0.625	ohrabriti
fireman	trust	0.625	vatrogasac
majestic	trust	0.625	veličanstveno
civilized	trust	0.625	civilizovano
certify	trust	0.625	certificirati
wonderful	trust	0.625	divno
engaged	trust	0.625	zaručen
accurate	trust	0.625	precizan
approvement	trust	0.617	odobrenje
optimism	trust	0.617	optimizam
planning	trust	0.617	planiranje
believer	trust	0.617	vjernik
advice	trust	0.617	savjet
commend	trust	0.617	pohvaliti
gospel	trust	0.617	jevanđelje
objective	trust	0.617	objektivan
rational	trust	0.617	racionalno
cherish	trust	0.617	njegovati
constantly	trust	0.617	stalno
haven	trust	0.617	pristanište
fundamental	trust	0.617	fundamentalno
bedrock	trust	0.617	temeljna stijena
accord	trust	0.617	accord
triumphant	trust	0.617	trijumfalno
surety	trust	0.617	garancija
testament	trust	0.617	testament
absolution	trust	0.617	oproštenje
truce	trust	0.617	primirje
reassure	trust	0.617	umiriti
appreciation	trust	0.617	uvažavanje
qualities	trust	0.617	kvalitete
passionate	trust	0.617	strastveni
good	trust	0.617	dobro
unimpeachable	trust	0.617	neosporan
corroborate	trust	0.617	potkrepiti
thoughtful	trust	0.617	zamišljen
heroine	trust	0.617	heroine
teach	trust	0.617	podučavati
god	trust	0.617	god
attentive	trust	0.617	pažljiv
scripture	trust	0.609	sveto pismo
civilization	trust	0.609	civilizacija
magnificence	trust	0.609	veličanstvenost
recommend	trust	0.609	preporučeno
progression	trust	0.609	progresija
steward	trust	0.609	stjuard
purification	trust	0.609	pročišćavanje
patron	trust	0.609	pokrovitelj
praiseworthy	trust	0.609	pohvalno
heal	trust	0.609	izliječiti
considerate	trust	0.609	obziran
blessings	trust	0.609	blagoslovi
mediator	trust	0.609	posrednik
babysitter	trust	0.609	Dadilja
notary	trust	0.609	notar
awareness	trust	0.609	svijesti
vetted	trust	0.609	vjerovanja
excel	trust	0.609	excel
happy	trust	0.609	sretan
praise	trust	0.609	pohvala
brilliant	trust	0.609	briljantno
liking	trust	0.609	sviđanje
definitive	trust	0.609	definitivno
comfort	trust	0.609	udobnost
officer	trust	0.609	oficir
peace	trust	0.602	mir
serenity	trust	0.602	spokojstvo
unquestionable	trust	0.602	neupitno
embrace	trust	0.602	zagrliti
identify	trust	0.602	identifikovati
inspired	trust	0.602	inspirisan
steady	trust	0.602	stabilan
nun	trust	0.602	časna sestra
guarded	trust	0.602	guarded
symmetry	trust	0.602	simetrija
mainstay	trust	0.602	oslonac
fulfill	trust	0.602	ispuniti
humility	trust	0.602	poniznost
helpful	trust	0.602	korisno
transcendence	trust	0.602	transcendencija
unconditional	trust	0.602	bezuslovno
brave	trust	0.602	hrabar
brighten	trust	0.602	razvedriti
experienced	trust	0.602	iskusan
enlightenment	trust	0.602	prosvetljenje
sympathetic	trust	0.602	simpatičan
witness	trust	0.602	svjedok
vigilant	trust	0.594	oprezan
ministry	trust	0.594	ministarstvo
admiral	trust	0.594	admirale
vigilance	trust	0.594	budnost
depend	trust	0.594	zavisiti
generosity	trust	0.594	velikodušnost
befriend	trust	0.594	sprijateljiti se
complimentary	trust	0.594	complimentary
assessment	trust	0.594	procjena
fairly	trust	0.594	pošteno
enlighten	trust	0.594	prosvetliti
strengthen	trust	0.594	ojačati
nurse	trust	0.594	medicinska sestra
endowment	trust	0.594	zadužbina
visionary	trust	0.594	vizionar
praised	trust	0.594	pohvaljen
eminence	trust	0.594	eminencija
marry	trust	0.594	udati se
generous	trust	0.594	velikodušan
gratitude	trust	0.594	zahvalnost
sage	trust	0.594	žalfija
tranquility	trust	0.594	spokoj
openly	trust	0.594	otvoreno
grant	trust	0.594	grant
spouse	trust	0.594	supružnik
philanthropic	trust	0.594	filantropski
regent	trust	0.594	regent
substantiate	trust	0.594	potkrepiti
commendation	trust	0.594	pohvala
council	trust	0.594	savjet
efficient	trust	0.594	efikasan
sweetheart	trust	0.589	dušo
bylaw	trust	0.586	podzakonski akt
magnificent	trust	0.586	veličanstveno
designation	trust	0.586	oznaka
godly	trust	0.586	pobožan
seniority	trust	0.586	staž
conservation	trust	0.586	konzervacija
educational	trust	0.586	obrazovni
rooted	trust	0.586	rooted
inheritance	trust	0.586	nasleđe
diplomacy	trust	0.586	diplomatija
mate	trust	0.586	mate
convince	trust	0.586	uvjeriti
unfailing	trust	0.586	nepogrešiv
share	trust	0.586	dijeliti
monk	trust	0.586	monah
constitutional	trust	0.586	ustavne
lovely	trust	0.586	divno
compliance	trust	0.586	usklađenost
attest	trust	0.586	atest
victory	trust	0.586	pobjeda
serene	trust	0.586	spokojan
checklist	trust	0.586	kontrolna lista
husbandry	trust	0.586	uzgoj
enjoying	trust	0.586	uživajući
revere	trust	0.586	revere
tribe	trust	0.586	pleme
meritorious	trust	0.586	zaslužan
joyful	trust	0.586	radostan
delegate	trust	0.586	delegat
helper	trust	0.586	pomagač
angelic	trust	0.586	anđeoski
ambition	trust	0.586	ambicija
father	trust	0.586	otac
acclaim	trust	0.586	pohvaliti
testimony	trust	0.586	svjedočenje
collectively	trust	0.586	kolektivno
sobriety	trust	0.586	trezvenost
prestige	trust	0.586	prestiž
firmness	trust	0.586	čvrstina
structural	trust	0.578	strukturalni
impartiality	trust	0.578	nepristrasnost
navigator	trust	0.578	navigator
judge	trust	0.578	sudac
shelter	trust	0.578	sklonište
coexisting	trust	0.578	koegzistirajući
unquestioned	trust	0.578	neupitan
careful	trust	0.578	oprezno
obey	trust	0.578	poslušaj
professor	trust	0.578	profesor
convinced	trust	0.578	uvjereni
communion	trust	0.578	pričest
cheerfulness	trust	0.578	vedrina
inviting	trust	0.578	pozivanje
irrefutable	trust	0.578	nepobitno
commandant	trust	0.578	komandant
smile	trust	0.578	osmijeh
authoritative	trust	0.578	mjerodavan
philanthropist	trust	0.578	filantrop
legalized	trust	0.578	legalizovano
adore	trust	0.578	obožavam
upright	trust	0.578	uspravno
revival	trust	0.578	preporod
dutiful	trust	0.578	dutiful
watchdog	trust	0.578	watchdog
apostle	trust	0.570	apostol
volunteers	trust	0.570	volonteri
immaculate	trust	0.570	besprijekorno
adhering	trust	0.570	pridržavanje
unquestionably	trust	0.570	nesumnjivo
advise	trust	0.570	savjet
punctual	trust	0.570	tačan
consult	trust	0.570	konsultovati se
ordinance	trust	0.570	uredba
complement	trust	0.570	dopuna
modest	trust	0.570	skroman
everlasting	trust	0.570	vječna
compass	trust	0.570	kompas
heavenly	trust	0.570	nebeski
determinate	trust	0.570	odlučan
counsellor	trust	0.570	savjetnik
abundance	trust	0.570	obilje
guide	trust	0.570	vodič
earned	trust	0.570	vetted
pedigree	trust	0.570	pedigree
relative	trust	0.570	relativno
principal	trust	0.570	principal
plausible	trust	0.570	moguče
collaborator	trust	0.570	saradnik
connective	trust	0.570	vezivni
corroboration	trust	0.570	potkrepljenje
insure	trust	0.570	osigurati
pilot	trust	0.570	pilot
unequivocal	trust	0.570	nedvosmisleno
matron	trust	0.570	matron
cuddle	trust	0.570	maziti se
measured	trust	0.570	izmjereno
fort	trust	0.562	utvrda
treasurer	trust	0.562	blagajnik
apostolic	trust	0.562	apostolski
save	trust	0.562	spasiti
frankness	trust	0.562	iskrenost
insight	trust	0.562	uvid
admit	trust	0.562	priznati
earn	trust	0.562	zaraditi
remarkable	trust	0.562	izvanredan
strong	trust	0.562	jaka
content	trust	0.562	sadržaj
vitality	trust	0.562	vitalnost
prize	trust	0.562	nagrada
vigorous	trust	0.562	energičan
congregation	trust	0.562	kongregacija
uplift	trust	0.562	uzdizanje
spotless	trust	0.562	besprijekoran
devout	trust	0.562	pobožan
soothing	trust	0.562	umirujuće
miracle	trust	0.562	čudo
cohesion	trust	0.562	kohezija
lovemaking	trust	0.562	vođenje ljubavi
curable	trust	0.562	izlječiv
pleasant	trust	0.562	prijatno
jury	trust	0.562	porota
pertinent	trust	0.562	relevantno
succeeding	trust	0.562	uspješan
concordance	trust	0.562	podudarnost
jurist	trust	0.562	pravnik
applaud	trust	0.562	aplaudirati
ordination	trust	0.562	zaređenje
compensate	trust	0.562	nadoknaditi
patience	trust	0.555	strpljenje
mediate	trust	0.555	posredovati
coach	trust	0.555	trener
illumination	trust	0.555	osvjetljenje
cultivate	trust	0.555	kultivisati
providing	trust	0.555	pružanje
precedence	trust	0.555	prednost
exalt	trust	0.555	uzvisiti
succeed	trust	0.555	uspjeti
inclusion	trust	0.555	inkluzija
meditate	trust	0.555	meditirati
coalesce	trust	0.555	spojiti se
betrothed	trust	0.555	vereni
midwife	trust	0.555	babica
veteran	trust	0.555	veteran
destined	trust	0.555	destined
auditor	trust	0.555	revizor
privacy	trust	0.555	privatnost
restorative	trust	0.555	restorative
influential	trust	0.555	uticajan
impartial	trust	0.555	nepristrasan
discretion	trust	0.555	diskrecija
foresight	trust	0.555	predviđanje
congruence	trust	0.555	kongruencija
worship	trust	0.555	obožavanje
constant	trust	0.555	konstantan
reunion	trust	0.555	ponovno okupljanje
intuition	trust	0.555	intuicija
reconciliation	trust	0.555	pomirenje
ambulance	trust	0.555	hitna pomoć
defender	trust	0.555	defanzivca
greatness	trust	0.555	veličina
buddy	trust	0.555	druže
vote	trust	0.555	vote
physicist	trust	0.555	fizičar
prophet	trust	0.555	prorok
prevalent	trust	0.547	preovlađujuće
eyewitness	trust	0.547	očevidac
durable	trust	0.547	izdržljiv
prudent	trust	0.547	razborit
securities	trust	0.547	vrijednosne papire
salvation	trust	0.547	spasenje
govern	trust	0.547	vladati
law	trust	0.547	zakon
proud	trust	0.547	ponosan
cheer	trust	0.547	cheer
reinforcement	trust	0.547	pojačanje
promises	trust	0.547	zaradio
invocation	trust	0.547	invokacija
provide	trust	0.547	obezbediti
friendly	trust	0.547	prijateljski
commanding	trust	0.547	komandujući
temperate	trust	0.547	umjereno
conciliation	trust	0.547	pomirenje
convent	trust	0.547	samostan
heritage	trust	0.547	baština
independence	trust	0.547	nezavisnost
rejoice	trust	0.547	raduj se
engaging	trust	0.547	angažovanje
readiness	trust	0.547	spremnost
registry	trust	0.547	registar
statement	trust	0.547	izjava
liberty	trust	0.547	sloboda
forgive	trust	0.547	oprosti
ancestral	trust	0.547	predaka
impenetrable	trust	0.547	neprobojan
choices	trust	0.539	obećanja
psalms	trust	0.539	psalmi
majority	trust	0.539	većina
antidote	trust	0.539	protuotrov
tantamount	trust	0.539	jednako
perfect	trust	0.539	savršeno
regularity	trust	0.539	regularnost
chronicle	trust	0.539	hronika
ensemble	trust	0.539	ansambl
applause	trust	0.539	aplauz
obedience	trust	0.539	poslušnost
aspiring	trust	0.539	aspiring
watchman	trust	0.539	čuvar
inimitable	trust	0.539	neponovljiv
chastity	trust	0.539	čednost
architecture	trust	0.539	arhitektura
stamina	trust	0.539	izdržljivost
delightful	trust	0.539	divan
exalted	trust	0.539	uzvišeni
relevant	trust	0.539	relevantan
reinforcements	trust	0.539	pojačanja
proctor	trust	0.539	proctor
immovable	trust	0.539	nepomično
instructions	trust	0.539	instrukcije
define	trust	0.539	definisati
uncensured	trust	0.539	uncensured
institute	trust	0.539	institut
responsive	trust	0.539	responsive
recovery	trust	0.539	oporavak
obliging	trust	0.539	obavezan
obvious	trust	0.539	očigledno
forefathers	trust	0.539	preci
eager	trust	0.539	nestrpljiv
inoculation	trust	0.539	inokulacija
admitting	trust	0.539	priznajući
memorable	trust	0.539	nezaboravno
hospital	trust	0.531	bolnica
rescue	trust	0.531	spašavanje
deed	trust	0.531	djelo
princely	trust	0.531	kneževski
retirement	trust	0.531	odlazak u penziju
cradle	trust	0.531	kolevka
immunization	trust	0.531	imunizacija
bloom	trust	0.531	cvatu
candid	trust	0.531	iskren
evergreen	trust	0.531	evergreen
ballot	trust	0.531	glasački listić
accompaniment	trust	0.531	pratnja
verily	trust	0.531	zaista
inseparable	trust	0.531	nerazdvojni
analyst	trust	0.531	analitičar
strive	trust	0.531	truditi se
dependent	trust	0.531	zavisan
heavens	trust	0.531	nebesa
answerable	trust	0.531	odgovoran
school	trust	0.531	škola
terms	trust	0.531	uslovi
center	trust	0.531	centar
firstborn	trust	0.531	prvorođenče
transcript	trust	0.531	transkript
fraternal	trust	0.531	bratski
omniscient	trust	0.531	sveznajući
seal	trust	0.531	pečat
edification	trust	0.531	poučavanje
doubtless	trust	0.531	bez sumnje
deliverance	trust	0.531	izbavljenje
sponsor	trust	0.531	sponzor
expedient	trust	0.531	svrsishodno
bride	trust	0.531	nevesta
refuge	trust	0.531	utočište
approbation	trust	0.527	odobravanje
chaplain	trust	0.523	kapelan
laureate	trust	0.523	laureat
liberate	trust	0.523	osloboditi
coronation	trust	0.523	krunisanje
adoration	trust	0.523	obožavanje
countenance	trust	0.523	lice
honeymoon	trust	0.523	medeni mjesec
connoisseur	trust	0.523	poznavalac
notable	trust	0.523	notable
benedictory	trust	0.523	benediktory
celebration	trust	0.523	proslava
neighbor	trust	0.523	komšija
unbroken	trust	0.523	neprekinut
award	trust	0.523	nagrada
improvement	trust	0.523	poboljšanje
hug	trust	0.523	zagrljaj
graduation	trust	0.523	diplomiranje
correctness	trust	0.523	ispravnost
winning	trust	0.523	pobjeda
paragon	trust	0.523	paragon
ratify	trust	0.523	ratificirati
powerful	trust	0.523	moćan
elevation	trust	0.523	nadmorska visina
commonwealth	trust	0.523	Commonwealth
account	trust	0.523	račun
unimpeached	trust	0.523	neosporan
taught	trust	0.523	učio
salutary	trust	0.523	spasonosno
captivate	trust	0.523	captivate
dictionary	trust	0.523	rječnik
nobility	trust	0.523	plemstvo
ourselves	trust	0.523	izbora
feeling	trust	0.518	osjećaj
amen	trust	0.516	amen
committee	trust	0.516	komitet
reverie	trust	0.516	sanjarenje
deserve	trust	0.516	zaslužuju
fully	trust	0.516	u potpunosti
compliment	trust	0.516	kompliment
obstetrician	trust	0.516	akušer
enchanted	trust	0.516	očarana
inform	trust	0.516	informisati
association	trust	0.516	udruženje
credit	trust	0.516	kredit
passwords	trust	0.516	sebe
freely	trust	0.516	slobodno
framework	trust	0.516	okvir
nobleman	trust	0.516	plemić
formative	trust	0.516	formativno
tender	trust	0.516	tender
measure	trust	0.516	mjera
advent	trust	0.516	advent
management	trust	0.516	menadžment
confession	trust	0.516	priznanje
remedy	trust	0.516	lijek
sentinel	trust	0.516	sentinel
pray	trust	0.516	moli se
perpetuity	trust	0.516	vječnost
tribunal	trust	0.516	tribunal
minded	trust	0.516	minded
organization	trust	0.516	organizacija
predominant	trust	0.516	dominantan
volunteer	trust	0.509	volonter
accolade	trust	0.508	accolade
courtship	trust	0.508	udvaranje
patronage	trust	0.508	pokroviteljstvo
philosopher	trust	0.508	filozof
confessional	trust	0.508	ispovjedaonica
diversity	trust	0.508	raznolikost
virgin	trust	0.508	djevica
venerable	trust	0.508	poštovan
policy	trust	0.508	politika
intact	trust	0.508	netaknut
custodian	trust	0.508	čuvar
automatic	trust	0.508	automatski
unsurpassed	trust	0.508	nenadmašan
shepherd	trust	0.508	pastir
