English Word	Emotion	Emotion-Intensity-Score	Shona Word
brighten	surprise	0.438	penya
unique	surprise	0.438	unique
senseless	surprise	0.438	vasina njere
changeable	surprise	0.438	changeable
splendor	surprise	0.438	kubwinya
rapt	surprise	0.438	rapt
unintentional	surprise	0.438	nokusaziva
fascination	surprise	0.430	fascination
trepidation	surprise	0.430	kutya
lawsuit	surprise	0.430	mhosva
gift	surprise	0.430	chipo
stealthy	surprise	0.430	stealthy
fiesta	surprise	0.430	fiesta
intrigue	surprise	0.430	intrigue
delighted	surprise	0.430	kufara
judgment	surprise	0.422	kutonga
stealth	surprise	0.422	stealth
enchant	surprise	0.422	enchant
originality	surprise	0.422	mavambo
riddle	surprise	0.422	chirahwe
quicksilver	surprise	0.422	quicksilver
illegitimate	surprise	0.414	zvisiri pamutemo
experiment	surprise	0.414	experiment
elusive	surprise	0.414	elusive
syncope	surprise	0.414	syncope
liberation	surprise	0.414	rusununguko
spirits	surprise	0.414	mweya
perjury	surprise	0.414	nhema
veracity	surprise	0.414	chokwadi
parade	surprise	0.406	parade
applause	surprise	0.406	kuombera maoko
inspired	surprise	0.406	kufemerwa
allure	surprise	0.406	allure
eager	surprise	0.406	eager
gambler	surprise	0.406	mubhejeri
fete	surprise	0.406	fete
divorce	surprise	0.398	kurambana
guess	surprise	0.398	guess
princely	surprise	0.398	muchinda
burlesque	surprise	0.398	burlesque
secrecy	surprise	0.398	zvakavanzika
incontinence	surprise	0.391	incontinence
peri	surprise	0.391	peri
cheerful	surprise	0.391	kufara
hermaphrodite	surprise	0.391	hermaphrodite
supremacy	surprise	0.391	ukuru
aspiration	surprise	0.391	chido
buck	surprise	0.383	buck
lose	surprise	0.383	kurasikirwa
cadaver	surprise	0.383	cadaver
crowning	surprise	0.383	korona
praiseworthy	surprise	0.383	zvinorumbidzwa
inheritance	surprise	0.383	nhaka
score	surprise	0.383	score
gulp	surprise	0.375	gulp
camouflaged	surprise	0.375	camouflaged
advance	surprise	0.375	advance
succeed	surprise	0.375	kubudirira
frisky	surprise	0.375	frisky
mystic	surprise	0.375	mystic
compliment	surprise	0.375	compliment
hope	surprise	0.367	tariro
joker	surprise	0.367	joker
sparkle	surprise	0.367	penya
excavation	surprise	0.367	kuchera
sensual	surprise	0.367	zvenyama
entertainment	surprise	0.359	varaidzo
feeling	surprise	0.359	kunzwa
modify	surprise	0.352	modify
blessings	surprise	0.352	maropafadzo
newcomer	surprise	0.352	mutsva
obit	surprise	0.352	obit
postponement	surprise	0.352	kumisikidza
award	surprise	0.352	mubayiro
clown	surprise	0.352	clown
highest	surprise	0.344	yepamusorosoro
hero	surprise	0.344	hero
glorify	surprise	0.344	rumbidzai
proficiency	surprise	0.344	unyanzvi
start	surprise	0.344	kutanga
wonderfully	surprise	0.344	zvinoshamisa
celebrity	surprise	0.344	mukurumbira
rekindle	surprise	0.336	rekindle
optimism	surprise	0.336	tariro
sanctify	surprise	0.336	tsvenesa
unbeaten	surprise	0.336	asina kurohwa
prodigious	surprise	0.336	prodigious
grin	surprise	0.336	grin
memorable	surprise	0.336	zvisingakanganwiki
warned	surprise	0.336	yambiro
dissolution	surprise	0.336	dissolution
hypertrophy	surprise	0.328	hypertrophy
admiration	surprise	0.328	kuyemura
examination	surprise	0.320	kuongorora
angel	surprise	0.320	ngirozi
present	surprise	0.320	present
catch	surprise	0.320	kubata
hap	surprise	0.320	hap
saint	surprise	0.312	mutsvene
embrace	surprise	0.312	kumbundira
flirt	surprise	0.312	flirt
puma	surprise	0.312	puma
kiss	surprise	0.312	kiss
liberty	surprise	0.312	rusununguko
scrimmage	surprise	0.312	scrimmage
treat	surprise	0.312	kubata
inaffable	surprise	0.312	asina kutaura
occasional	surprise	0.312	apo neapo
dismissal	surprise	0.312	kudzingwa basa
perfection	surprise	0.305	kukwana
saintly	surprise	0.305	mutsvene
gratify	surprise	0.305	fadza
generosity	surprise	0.305	rupo
sally	surprise	0.305	sally
palpable	surprise	0.297	palpable
finally	surprise	0.297	pakupedzisira
differently	surprise	0.297	zvakasiyana
polarity	surprise	0.297	polarity
ceremony	surprise	0.297	mhemberero
favorable	surprise	0.297	yakanaka
larger	surprise	0.297	hombe
warn	surprise	0.297	warn
medal	surprise	0.289	menduru
romance	surprise	0.289	romance
inviting	surprise	0.289	kukoka
greeting	surprise	0.289	kwaziso
resignation	surprise	0.281	kusiya basa
accolade	surprise	0.281	accolade
labor	surprise	0.281	basa
candid	surprise	0.281	candid
trip	surprise	0.281	rwendo
stare	surprise	0.273	kutarisa
admire	surprise	0.266	kuyemura
glimmer	surprise	0.266	glimmer
playful	surprise	0.266	kutamba
somatic	surprise	0.266	somatic
festival	surprise	0.266	mutambo
mimicry	surprise	0.266	kutevedzera
insolvency	surprise	0.266	insolvency
immerse	surprise	0.266	immerse
invite	surprise	0.266	koka
compensate	surprise	0.266	compensate
receiving	surprise	0.258	kugamuchira
complement	surprise	0.258	mubatsiri
chuckle	surprise	0.258	chuckle
laugh	surprise	0.258	seka
hypothesis	surprise	0.258	hypothesis
honeymoon	surprise	0.250	honeymoon
opera	surprise	0.242	opera
pleasant	surprise	0.242	zvinofadza
marry	surprise	0.242	kuroora
independence	surprise	0.242	kuzvimiririra
chant	surprise	0.234	chant
holiness	surprise	0.234	utsvene
assessment	surprise	0.234	kuongorora
rhythmical	surprise	0.234	rhythmical
hopeful	surprise	0.234	tariro
leave	surprise	0.234	siya
trophy	surprise	0.234	mukombe
deal	surprise	0.227	deal
procession	surprise	0.227	kufora
placard	surprise	0.227	placard
shopping	surprise	0.219	shopping
musical	surprise	0.219	musical
cherish	surprise	0.219	koshesa
good	surprise	0.219	kugona
dawn	surprise	0.211	mambakwedza
simplify	surprise	0.211	nyore
shell	surprise	0.211	shell
morals	surprise	0.203	tsika
money	surprise	0.203	mari
nullify	surprise	0.203	nullify
purity	surprise	0.203	kuchena
sweet	surprise	0.203	kutapira
synchronize	surprise	0.195	synchronize
precious	surprise	0.195	inokosha
humanitarian	surprise	0.195	humanitarian
preservative	surprise	0.195	kuchengetedza
unfulfilled	surprise	0.195	zvisina kuzadziswa
obliging	surprise	0.188	kusungirwa
singularly	surprise	0.188	pamwe chete
graduation	surprise	0.180	kupedza chikoro
foresee	surprise	0.180	kufanoona
pray	surprise	0.180	nyengeterai
lovely	surprise	0.180	lovely
thirst	surprise	0.172	nyota
mouth	surprise	0.172	muromo
youth	surprise	0.172	youth
sun	surprise	0.172	zuva
art	surprise	0.172	art
goodness	surprise	0.164	kunaka
latent	surprise	0.156	latent
visor	surprise	0.156	visor
overdue	surprise	0.156	zvanonoka
practiced	surprise	0.156	kudzidzira
loyal	surprise	0.148	akavimbika
expect	surprise	0.148	kutarisira
wireless	surprise	0.148	wireless
destination	surprise	0.148	destination
infant	surprise	0.141	mucheche
cream	surprise	0.141	cream
slush	surprise	0.141	slush
quote	surprise	0.141	quote
playground	surprise	0.133	nzvimbo yekutamba
vote	surprise	0.125	vhoti
teach	surprise	0.125	dzidzisa
organization	surprise	0.125	sangano
dolphin	surprise	0.117	dolphin
weight	surprise	0.117	uremu
smile	surprise	0.117	nyemwerero
sisterhood	surprise	0.109	hanzvadzi
cable	surprise	0.109	cable
sunny	surprise	0.102	sunny
steady	surprise	0.094	steady
peaceful	surprise	0.086	rugare
spa	surprise	0.086	spa
leisure	surprise	0.086	zororo
picnic	surprise	0.078	pikiniki
tree	surprise	0.078	muti
worm	surprise	0.055	worm
truthfulness	trust	0.906	chokwadi
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	akavimbika
honor	trust	0.844	rukudzo
honesty	trust	0.844	kuvimbika
honest	trust	0.844	kutendeka
truth	trust	0.844	chokwadi
truthful	trust	0.836	chokwadi
trusting	trust	0.836	kuvimba
brotherhood	trust	0.820	uhama
entrust	trust	0.812	trust
committed	trust	0.805	azvipira
loyalty	trust	0.805	kuvimbika
integrity	trust	0.805	kuvimbika
honorable	trust	0.805	zvinokudzwa
trust	trust	0.805	kuvimba
credibility	trust	0.805	kuvimbika
faithful	trust	0.797	akatendeka
sincere	trust	0.797	nomwoyo wose
partnership	trust	0.789	kudyidzana
responsible	trust	0.789	mutoro
true	trust	0.789	chokwadi
wisdom	trust	0.789	uchenjeri
verification	trust	0.781	verification
cooperative	trust	0.781	cooperative
vow	trust	0.781	mhiko
oath	trust	0.781	mhiko
respectable	trust	0.773	anoremekedzwa
sisterhood	trust	0.773	hanzvadzi
hero	trust	0.773	hero
credible	trust	0.773	chokwadi
promise	trust	0.773	promise
verified	trust	0.773	verified
qualified	trust	0.766	qualified
authentication	trust	0.766	authentication
respected	trust	0.766	kuremekedzwa
compassion	trust	0.759	tsitsi
approval	trust	0.758	mvumo
moral	trust	0.758	tsika
reliability	trust	0.758	kuvimbika
trusts	trust	0.758	akavimbika
safekeeping	trust	0.758	kuchengetedza
reputable	trust	0.758	ane mbiri
love	trust	0.758	rudo
friend	trust	0.750	shamwari
stable	trust	0.750	stable
authentic	trust	0.750	authentic
competence	trust	0.750	kugona
safeguard	trust	0.750	kuchengetedza
companion	trust	0.750	shamwari
advised	trust	0.750	advised
respect	trust	0.750	rukudzo
loyal	trust	0.750	akavimbika
genuine	trust	0.750	real
friendships	trust	0.750	trusts
ally	trust	0.750	ally
proven	trust	0.742	proven
freedom	trust	0.742	rusununguko
respects	trust	0.742	ruremekedzo
accepting	trust	0.742	ushamwari
faith	trust	0.742	kutenda
wholesome	trust	0.742	yakanaka
heartfelt	trust	0.734	zvichibva pamwoyo
unification	trust	0.734	kubatana
confirmation	trust	0.734	simbiso
protecting	trust	0.734	kudzivirira
reassurance	trust	0.734	kusimbiswa
trustee	trust	0.734	trustee
supporter	trust	0.734	mutsigiri
respectful	trust	0.734	kuremekedza
admirable	trust	0.734	zvinoyemurika
fact	trust	0.727	chokwadi
friendship	trust	0.727	ushamwari
partners	trust	0.727	kugamuchira
confidentially	trust	0.727	zvakavanzika
confident	trust	0.727	nechivimbo
equality	trust	0.727	kuenzana
alliance	trust	0.727	mubatanidzwa
credential	trust	0.727	credential
believing	trust	0.727	kutenda
excellence	trust	0.727	kunaka
agreement	trust	0.727	chibvumirano
closeness	trust	0.719	pedyo
authenticate	trust	0.719	authenticate
virtuous	trust	0.719	virtuous
intelligence	trust	0.719	njere
kindred	trust	0.719	hama
virtue	trust	0.719	kunaka
honored	trust	0.719	kukudzwa
justice	trust	0.711	kururamisira
charitable	trust	0.711	charitable
determination	trust	0.711	kutsunga
creditable	trust	0.711	inokweretwa
consistency	trust	0.711	kuwirirana
allegiance	trust	0.711	kuvimbika
cooperation	trust	0.711	kubatana
guarantee	trust	0.711	garandi
dedication	trust	0.711	kuzvipira
straightforward	trust	0.711	zvakananga
cooperating	trust	0.711	kubatana
reliable	trust	0.703	akavimbika
nurture	trust	0.703	kurera
mother	trust	0.703	amai
fulfilled	trust	0.703	kuzadzikiswa
admiration	trust	0.703	kuyemura
mentor	trust	0.703	mentor
guardianship	trust	0.703	kuchengetedza
assurance	trust	0.703	vimbiso
morality	trust	0.703	tsika
motherhood	trust	0.703	humai
innocent	trust	0.703	asina mhosva
reverence	trust	0.703	ruremekedzo
sanctuary	trust	0.703	nzvimbo tsvene
friendliness	trust	0.703	ushamwari
prepared	trust	0.703	yakagadzirirwa
admire	trust	0.703	kuyemura
protected	trust	0.703	kuchengetedzwa
proof	trust	0.703	uchapupu
bodyguard	trust	0.695	bodyguard
skillful	trust	0.695	unyanzvi
marriage	trust	0.695	muchato
allied	trust	0.695	allied
morals	trust	0.695	tsika
humanitarian	trust	0.695	humanitarian
pact	trust	0.695	chibvumirano
courage	trust	0.695	ushingi
accountable	trust	0.695	kuzvidavirira
agreeable	trust	0.695	zvinogamuchirika
united	trust	0.695	vakabatana
indestructible	trust	0.695	isingaparadziki
approving	trust	0.695	kubvumira
guardian	trust	0.695	guardian
compassionate	trust	0.695	tsitsi
scientist	trust	0.695	musayendisiti
certified	trust	0.695	certified
pledge	trust	0.688	pledge
adviser	trust	0.688	mubatsiri
authenticity	trust	0.688	chokwadi
understanding	trust	0.688	kunzwisisa
secure	trust	0.688	safe
guidance	trust	0.688	kutungamira
monogamy	trust	0.688	murume mumwe chete
valor	trust	0.688	ushingi
solidity	trust	0.688	solidity
perfection	trust	0.688	kukwana
believed	trust	0.688	akatenda
humanity	trust	0.688	vanhu
justifiable	trust	0.688	justfiable
competent	trust	0.688	anokwanisa
esteem	trust	0.688	esteem
protector	trust	0.680	mudziviriri
inspire	trust	0.680	kurudzira
hope	trust	0.680	tariro
strongest	trust	0.680	shamwari
expertise	trust	0.680	hunyanzvi
humble	trust	0.680	humble
indivisible	trust	0.680	indivisible
official	trust	0.680	mukuru
affirm	trust	0.680	simbisa
familiarity	trust	0.680	familiarity
confirmed	trust	0.680	zvakasimbiswa
diligence	trust	0.680	kushingaira
grandfather	trust	0.680	sekuru
advocacy	trust	0.680	Advocacy
goodness	trust	0.680	kunaka
commendable	trust	0.680	zvinorumbidzwa
acceptance	trust	0.680	kugamuchirwa
diplomatic	trust	0.680	diplomatic
leader	trust	0.680	mutungamiri
confide	trust	0.680	confide
agreeing	trust	0.680	vachibvumirana
approve	trust	0.680	bvumira
professional	trust	0.680	professional
elders	trust	0.680	vakuru
confidential	trust	0.680	zvakavanzika
faultless	trust	0.672	vasina mhosva
believes	trust	0.672	zvakagamuchirwa
sanctify	trust	0.672	tsvenesa
intelligent	trust	0.672	intelligent
safe	trust	0.672	safe
accepted	trust	0.672	yakasimba zvikuru
dignity	trust	0.672	chiremerera
unwavering	trust	0.672	isingazununguki
encyclopedia	trust	0.672	encyclopedia
mastery	trust	0.672	mastery
cohesive	trust	0.672	kubatana
harmoniously	trust	0.672	nokubatana
benevolence	trust	0.672	nyasha
healing	trust	0.672	kuporesa
accredited	trust	0.672	accredited
covenant	trust	0.672	sungano
accountability	trust	0.664	kuzvidavirira
team	trust	0.664	team
authority	trust	0.664	chiremera
heroic	trust	0.664	heroic
reliance	trust	0.664	kuvimba
expert	trust	0.664	nyanzvi
communicate	trust	0.664	communication
spiritual	trust	0.664	zvemweya
impeccable	trust	0.664	impeccable
specialist	trust	0.664	nyanzvi
affirmatively	trust	0.664	zvinosimbisa
proficient	trust	0.664	nyanzvi
fulfillment	trust	0.664	kuzadzikiswa
advocate	trust	0.664	murevereri
disciple	trust	0.664	mudzidzi
attestation	trust	0.664	uchapupu
merit	trust	0.664	merit
supporting	trust	0.664	kutsigira
ambassador	trust	0.664	ambassador
guidebook	trust	0.664	guidebook
accept	trust	0.664	bvuma
strengthening	trust	0.661	kusimbisa
holiness	trust	0.656	utsvene
facts	trust	0.656	chokwadi
warranty	trust	0.656	waranti
strength	trust	0.656	simba
relationship	trust	0.656	ukama
defended	trust	0.656	kudzivirira
constancy	trust	0.656	Constancy
favorable	trust	0.656	yakanaka
gentleman	trust	0.656	gentleman
counsel	trust	0.656	zano
scientific	trust	0.656	zvesainzi
structure	trust	0.656	chimiro
elder	trust	0.656	mukoma
excellent	trust	0.656	zvakanakisa
achieve	trust	0.656	achieve
steadfast	trust	0.656	steadfast
familiar	trust	0.656	familiar
proficiency	trust	0.656	unyanzvi
supports	trust	0.656	anotenda
counselor	trust	0.648	chipangamazano
lovable	trust	0.648	zvinodikanwa
advisable	trust	0.648	zvinokurudzirwa
agreed	trust	0.648	vakabvuma
heroism	trust	0.648	ugamba
rely	trust	0.648	vimba
uphold	trust	0.648	tsigira
brother	trust	0.648	hanzvadzi konama
matrimony	trust	0.648	matrimony
assuredly	trust	0.648	zvirokwazvo
peaceful	trust	0.648	rugare
saint	trust	0.648	mutsvene
unconditionally	trust	0.648	anogamuchira
solidarity	trust	0.648	kubatana
accepts	trust	0.648	inotsigira
inspiration	trust	0.648	kufemerwa
noble	trust	0.648	noble
successful	trust	0.648	kubudirira
harmony	trust	0.648	kuwirirana
protective	trust	0.648	kudzivirira
competency	trust	0.648	kugona
comrade	trust	0.648	comrade
academic	trust	0.648	zvedzidzo
assist	trust	0.648	help
worthy	trust	0.643	zvakakodzera
benefactor	trust	0.641	mubatsiri
credence	trust	0.641	credence
confidence	trust	0.641	chivimbo
relationships	trust	0.641	zvisina magumo
ordained	trust	0.641	ordained
legal	trust	0.641	zviri pamutemo
champion	trust	0.641	shasha
lawful	trust	0.641	zviri pamutemo
durability	trust	0.641	durability
judiciary	trust	0.641	vatongi
doctor	trust	0.641	chiremba
loving	trust	0.641	rudo
assure	trust	0.641	simbisa
establish	trust	0.641	simbisa
mamma	trust	0.641	mhamha
kind	trust	0.641	mutsa
unity	trust	0.641	kubatana
conscientious	trust	0.641	kungwarira
real	trust	0.641	chaiye
coexist	trust	0.641	coexist
leading	trust	0.641	kutungamirira
teacher	trust	0.641	mudzidzisi
intimate	trust	0.634	intimate
brotherly	trust	0.633	hama
physician	trust	0.633	chiremba
judicial	trust	0.633	zvekutonga
saintly	trust	0.633	mutsvene
aspiration	trust	0.633	chido
conscience	trust	0.633	hana
therapeutic	trust	0.633	kurapa
fidelity	trust	0.633	kutendeka
soundness	trust	0.633	kunaka
important	trust	0.633	zvakakosha
homage	trust	0.633	rukudzo
legitimacy	trust	0.633	pamutemo
fortitude	trust	0.633	fortitude
deepest	trust	0.633	hukama
approved	trust	0.633	mvumo
courageous	trust	0.633	vakashinga
devotional	trust	0.633	kunamata
endorse	trust	0.633	endorse
backbone	trust	0.633	musana
authorize	trust	0.633	mvumo
practiced	trust	0.633	kudzidzira
sanctification	trust	0.633	kucheneswa
hopeful	trust	0.633	tariro
convincing	trust	0.633	zvinogutsa
bless	trust	0.633	ropafadzai
angel	trust	0.625	ngirozi
authorization	trust	0.625	mvumo
assured	trust	0.625	assured
purify	trust	0.625	purify
caretaker	trust	0.625	caretaker
regard	trust	0.625	respect
profound	trust	0.625	zvakadzama
achievement	trust	0.625	kubudirira
evident	trust	0.625	pachena
positivity	trust	0.625	positivity
communication	trust	0.625	kutaurirana
professorship	trust	0.625	professorship
blessing	trust	0.625	chikomborero
beliefs	trust	0.625	zvakadzama
encourage	trust	0.625	kukurudzira
fireman	trust	0.625	fireman
majestic	trust	0.625	majestic
civilized	trust	0.625	vakabudirira
certify	trust	0.625	certify
wonderful	trust	0.625	zvinoshamisa
engaged	trust	0.625	engaged
accurate	trust	0.625	yakarurama
approvement	trust	0.617	mvumo
optimism	trust	0.617	tariro
planning	trust	0.617	kuronga
believer	trust	0.617	mutendi
advice	trust	0.617	zano
commend	trust	0.617	rumbidza
gospel	trust	0.617	vhangeri
objective	trust	0.617	chinangwa
rational	trust	0.617	zvine musoro
cherish	trust	0.617	koshesa
constantly	trust	0.617	nguva dzose
haven	trust	0.617	haven
fundamental	trust	0.617	fundamental
bedrock	trust	0.617	mubhedha
accord	trust	0.617	chibvumirano
triumphant	trust	0.617	kukunda
surety	trust	0.617	surety
testament	trust	0.617	testament
absolution	trust	0.617	absolution
truce	trust	0.617	truce
reassure	trust	0.617	simbisa
appreciation	trust	0.617	kuonga
qualities	trust	0.617	unhu
passionate	trust	0.617	passionate
good	trust	0.617	kugona
unimpeachable	trust	0.617	unipeachable
corroborate	trust	0.617	tsigira
thoughtful	trust	0.617	kufunga
heroine	trust	0.617	heroine
teach	trust	0.617	dzidzisa
god	trust	0.617	mwari
attentive	trust	0.617	teerera
scripture	trust	0.609	rugwaro
civilization	trust	0.609	budiriro
magnificence	trust	0.609	magnificence
recommend	trust	0.609	kurudzira
progression	trust	0.609	kufambira mberi
steward	trust	0.609	mutariri
purification	trust	0.609	kucheneswa
patron	trust	0.609	patron
praiseworthy	trust	0.609	zvinorumbidzwa
heal	trust	0.609	poresa
considerate	trust	0.609	nzwisisa
blessings	trust	0.609	maropafadzo
mediator	trust	0.609	murevereri
babysitter	trust	0.609	mureri wevana
notary	trust	0.609	notary
awareness	trust	0.609	kuziva
vetted	trust	0.609	kutenda
excel	trust	0.609	excel
happy	trust	0.609	kufara
praise	trust	0.609	rumbidzai
brilliant	trust	0.609	brilliant
liking	trust	0.609	kufarira
definitive	trust	0.609	definitive
comfort	trust	0.609	comfort
officer	trust	0.609	officer
peace	trust	0.602	rugare
serenity	trust	0.602	runyararo
unquestionable	trust	0.602	pasina mubvunzo
embrace	trust	0.602	kumbundira
identify	trust	0.602	zivisa
inspired	trust	0.602	kufemerwa
steady	trust	0.602	steady
nun	trust	0.602	nun
guarded	trust	0.602	vakarindwa
symmetry	trust	0.602	symmetry
mainstay	trust	0.602	mainstay
fulfill	trust	0.602	zadzisa
humility	trust	0.602	kuzvininipisa
helpful	trust	0.602	zvinobatsira
transcendence	trust	0.602	kudarika
unconditional	trust	0.602	unconditional
brave	trust	0.602	shinga
brighten	trust	0.602	penya
experienced	trust	0.602	ruzivo
enlightenment	trust	0.602	kuvhenekerwa
sympathetic	trust	0.602	tsitsi
witness	trust	0.602	chapupu
vigilant	trust	0.594	wakangwarira
ministry	trust	0.594	ushumiri
admiral	trust	0.594	admiral
vigilance	trust	0.594	kungwarira
depend	trust	0.594	depend
generosity	trust	0.594	rupo
befriend	trust	0.594	shamwari
complimentary	trust	0.594	complimentary
assessment	trust	0.594	kuongorora
fairly	trust	0.594	zvakanaka
enlighten	trust	0.594	enlighten
strengthen	trust	0.594	kusimbisa
nurse	trust	0.594	nurse
endowment	trust	0.594	endowment
visionary	trust	0.594	muoni
praised	trust	0.594	akarumbidza
eminence	trust	0.594	eminence
marry	trust	0.594	kuroora
generous	trust	0.594	ane rupo
gratitude	trust	0.594	kutenda
sage	trust	0.594	sage
tranquility	trust	0.594	runyararo
openly	trust	0.594	pachena
grant	trust	0.594	grant
spouse	trust	0.594	mudzimai
philanthropic	trust	0.594	philanthropic
regent	trust	0.594	regent
substantiate	trust	0.594	simbisa
commendation	trust	0.594	kurumbidza
council	trust	0.594	kanzuru
efficient	trust	0.594	inoshanda
sweetheart	trust	0.589	mudiwa
bylaw	trust	0.586	mutemo
magnificent	trust	0.586	magnificent
designation	trust	0.586	zita
godly	trust	0.586	mwari
seniority	trust	0.586	vakuru
conservation	trust	0.586	kuchengetedza
educational	trust	0.586	kudzidzisa
rooted	trust	0.586	midzi
inheritance	trust	0.586	nhaka
diplomacy	trust	0.586	diplomacy
mate	trust	0.586	mate
convince	trust	0.586	gutsikana
unfailing	trust	0.586	isingakundikani
share	trust	0.586	share
monk	trust	0.586	monk
constitutional	trust	0.586	zvebumbiro
lovely	trust	0.586	lovely
compliance	trust	0.586	kutevedzera
attest	trust	0.586	attest
victory	trust	0.586	kukunda
serene	trust	0.586	serene
checklist	trust	0.586	checklist
husbandry	trust	0.586	kurima
enjoying	trust	0.586	kufara
revere	trust	0.586	revere
tribe	trust	0.586	rudzi
meritorious	trust	0.586	meritorious
joyful	trust	0.586	mufaro
delegate	trust	0.586	delegate
helper	trust	0.586	mubatsiri
angelic	trust	0.586	ngirozi
ambition	trust	0.586	vavariro
father	trust	0.586	baba
acclaim	trust	0.586	acclaim
testimony	trust	0.586	uchapupu
collectively	trust	0.586	pamwe chete
sobriety	trust	0.586	kuzvidzora
prestige	trust	0.586	mukurumbira
firmness	trust	0.586	kusimba
structural	trust	0.578	structural
impartiality	trust	0.578	kusarura
navigator	trust	0.578	navigator
judge	trust	0.578	mutongi
shelter	trust	0.578	shelter
coexisting	trust	0.578	kurarama pamwe chete
unquestioned	trust	0.578	pasina mubvunzo
careful	trust	0.578	ngwarira
obey	trust	0.578	teerera
professor	trust	0.578	purofesa
convinced	trust	0.578	gutsikana
communion	trust	0.578	chirairo
cheerfulness	trust	0.578	kufara
inviting	trust	0.578	kukoka
irrefutable	trust	0.578	zvisingarambiki
commandant	trust	0.578	commandant
smile	trust	0.578	nyemwerero
authoritative	trust	0.578	chiremera
philanthropist	trust	0.578	philanthropist
legalized	trust	0.578	zviri pamutemo
adore	trust	0.578	adore
upright	trust	0.578	zvakarurama
revival	trust	0.578	rumutsiriro
dutiful	trust	0.578	akatendeka
watchdog	trust	0.578	watchdog
apostle	trust	0.570	mupostori
volunteers	trust	0.570	vazvipiri
immaculate	trust	0.570	asina kuchena
adhering	trust	0.570	kunamatira
unquestionably	trust	0.570	pasina mubvunzo
advise	trust	0.570	advise
punctual	trust	0.570	vanobata nguva
consult	trust	0.570	consult
ordinance	trust	0.570	mutemo
complement	trust	0.570	mubatsiri
modest	trust	0.570	mwero
everlasting	trust	0.570	nokusingaperi
compass	trust	0.570	kambasi
heavenly	trust	0.570	zvekudenga
determinate	trust	0.570	determinate
counsellor	trust	0.570	chipangamazano
abundance	trust	0.570	kuwanda
guide	trust	0.570	guide
earned	trust	0.570	vetted
pedigree	trust	0.570	pedigree
relative	trust	0.570	hama
principal	trust	0.570	mukuru wechikoro
plausible	trust	0.570	zvinonzwisisika
collaborator	trust	0.570	mushandirwi
connective	trust	0.570	connective
corroboration	trust	0.570	tsigiro
insure	trust	0.570	insure
pilot	trust	0.570	pilot
unequivocal	trust	0.570	unequivocal
matron	trust	0.570	matron
cuddle	trust	0.570	cuddle
measured	trust	0.570	kuyerwa
fort	trust	0.562	fort
treasurer	trust	0.562	mubati wehomwe
apostolic	trust	0.562	vaapostora
save	trust	0.562	save
frankness	trust	0.562	kutaura chokwadi
insight	trust	0.562	njere
admit	trust	0.562	bvuma
earn	trust	0.562	kuwana
remarkable	trust	0.562	zvinoshamisa
strong	trust	0.562	yakasimba
content	trust	0.562	content
vitality	trust	0.562	simba
prize	trust	0.562	mubayiro
vigorous	trust	0.562	vigorous
congregation	trust	0.562	ungano
uplift	trust	0.562	simudza
spotless	trust	0.562	vasina gwapa
devout	trust	0.562	akazvipira
soothing	trust	0.562	zvinozorodza
miracle	trust	0.562	chishamiso
cohesion	trust	0.562	kubatana
lovemaking	trust	0.562	kuita rudo
curable	trust	0.562	zvinorapika
pleasant	trust	0.562	zvinofadza
jury	trust	0.562	jury
pertinent	trust	0.562	zvakakodzera
succeeding	trust	0.562	kubudirira
concordance	trust	0.562	concordance
jurist	trust	0.562	jurist
applaud	trust	0.562	kuombera
ordination	trust	0.562	kugadza
compensate	trust	0.562	compensate
patience	trust	0.555	mwoyo murefu
mediate	trust	0.555	mediate
coach	trust	0.555	coach
illumination	trust	0.555	kuvhenekera
cultivate	trust	0.555	rima
providing	trust	0.555	kupa
precedence	trust	0.555	kutanga
exalt	trust	0.555	exalt
succeed	trust	0.555	kubudirira
inclusion	trust	0.555	kubatanidzwa
meditate	trust	0.555	fungisisa
coalesce	trust	0.555	coalesce
betrothed	trust	0.555	akapfimbwa
midwife	trust	0.555	nyamukuta
veteran	trust	0.555	murwi
destined	trust	0.555	destined
auditor	trust	0.555	auditor
privacy	trust	0.555	zvakavanzika
restorative	trust	0.555	restorative
influential	trust	0.555	ane simba
impartial	trust	0.555	asingasaruri
discretion	trust	0.555	kungwara
foresight	trust	0.555	kufanoona
congruence	trust	0.555	congruence
worship	trust	0.555	kunamata
constant	trust	0.555	nguva dzose
reunion	trust	0.555	kusanganazve
intuition	trust	0.555	intuition
reconciliation	trust	0.555	kuyananiswa
ambulance	trust	0.555	amburenzi
defender	trust	0.555	defender
greatness	trust	0.555	ukuru
buddy	trust	0.555	shamwari
vote	trust	0.555	vhoti
physicist	trust	0.555	nyanzvi yefizikisi
prophet	trust	0.555	muporofita
prevalent	trust	0.547	zvakapararira
eyewitness	trust	0.547	chapupu chakaona
durable	trust	0.547	yakasimba
prudent	trust	0.547	prudent
securities	trust	0.547	securities
salvation	trust	0.547	ruponeso
govern	trust	0.547	govern
law	trust	0.547	mutemo
proud	trust	0.547	kuzvikudza
cheer	trust	0.547	cheer
reinforcement	trust	0.547	kusimbisa
promises	trust	0.547	earned
invocation	trust	0.547	kukumbira
provide	trust	0.547	provide
friendly	trust	0.547	ushamwari
commanding	trust	0.547	kuraira
temperate	trust	0.547	temperate
