English Word	Emotion	Emotion-Intensity-Score	Javanese Word
disqualified	sadness	0.435	didiskualifikasi
tripping	sadness	0.429	kesandung
sunk	sadness	0.426	klelep
draining	sadness	0.424	draining
retribution	sadness	0.424	retribusi
varicella	sadness	0.424	varicella
lastday	sadness	0.424	dina pungkasan
haunted	sadness	0.422	angker
cutting	sadness	0.422	nglereni
cyst	sadness	0.422	kista
neuralgia	sadness	0.422	neuralgia
wrongdoing	sadness	0.422	tumindak salah
thief	sadness	0.422	maling
dispassionate	sadness	0.422	ora duwe karep
beggar	sadness	0.422	pengemis
unwelcome	sadness	0.422	ora disenengi
rip	sadness	0.422	nyuwek
deviation	sadness	0.422	panyimpangan
jarring	sadness	0.422	nggegirisi
unequal	sadness	0.422	ora padha
cardiomyopathy	sadness	0.422	kardiomiopati
bad	sadness	0.422	ala
scarce	sadness	0.422	langka
insolvent	sadness	0.422	bangkrut
falling	sadness	0.422	tiba
handicap	sadness	0.422	cacat
difficulties	sadness	0.421	kangelan
invader	sadness	0.420	penjajah
drab	sadness	0.420	nggegirisi
fall	sadness	0.418	tiba
illegitimate	sadness	0.416	ora sah
expel	sadness	0.414	ngusir
meaningless	sadness	0.409	tanpa arti
darkness	sadness	0.409	pepeteng
syncope	sadness	0.407	syncope
wildfire	sadness	0.406	geni
enmity	sadness	0.406	memungsuhan
feudalism	sadness	0.406	feodalisme
obnoxious	sadness	0.406	ngganggu
subjected	sadness	0.406	kena
confine	sadness	0.406	ngurung
fury	sadness	0.406	ngamuk
bitch	sadness	0.406	asu
darken	sadness	0.406	peteng
precarious	sadness	0.406	precarious
hoax	sadness	0.406	apus-apusan
fault	sadness	0.406	luput
fatigued	sadness	0.406	kesel
stroke	sadness	0.406	stroke
unsatisfied	sadness	0.405	ora marem
spank	sadness	0.403	ngepel
sigh	sadness	0.402	ambegan
deluge	sadness	0.402	banjir
spinster	sadness	0.400	tukang ngibul
blue	sadness	0.400	biru
owing	sadness	0.398	utang
needalife	sadness	0.398	butuh urip
pointless	sadness	0.394	tanpa guna
embarrass	sadness	0.394	isin
pitfall	sadness	0.394	pitfall
seriousness	sadness	0.394	keseriusan
refused	sadness	0.391	ora gelem
cage	sadness	0.391	kandhang
noose	sadness	0.391	noose
punch	sadness	0.391	pukulan
stretcher	sadness	0.391	tandu
monsoon	sadness	0.391	muson
condescension	sadness	0.391	ngasorake
reproach	sadness	0.391	ngisin-isini
trickery	sadness	0.391	tipu daya
rue	sadness	0.391	rue
inefficient	sadness	0.391	ora efisien
dwarfed	sadness	0.391	dwarfed
ravenous	sadness	0.391	kesel
feeble	sadness	0.391	ringkih
ineptitude	sadness	0.391	ineptitude
ifonly	sadness	0.391	yen mung
brute	sadness	0.391	kasar
exhausted	sadness	0.391	kesel
daemon	sadness	0.391	daemon
debt	sadness	0.391	utang
banshee	sadness	0.391	banshee
coldness	sadness	0.391	kadhemen
insulting	sadness	0.391	ngina
subvert	sadness	0.384	ngrusak
jealousy	sadness	0.382	meri
struggle	sadness	0.379	perjuangan
miss	sadness	0.379	kangen
geriatric	sadness	0.379	geriatrik
inexcusable	sadness	0.379	ora bisa disalahake
ashes	sadness	0.377	awu
entangled	sadness	0.377	kesangkut
descent	sadness	0.377	turunan
funk	sadness	0.375	funk
wasting	sadness	0.375	mbuang
overcast	sadness	0.375	mendhung
exhaustion	sadness	0.375	kekeselen
inferior	sadness	0.375	inferior
disqualify	sadness	0.375	mbatalake
sympathy	sadness	0.375	simpati
prostitution	sadness	0.375	prostitusi
dispel	sadness	0.375	ngilangake
slump	sadness	0.375	slump
scar	sadness	0.375	tatu
goodbye	sadness	0.375	pamit
landslide	sadness	0.375	longsor
inconsiderate	sadness	0.375	ora nggatekake
parting	sadness	0.375	perpisahan
blackness	sadness	0.375	peteng ndhedhet
murky	sadness	0.375	surem
noncompliance	sadness	0.375	noncompliance
sucks	sadness	0.375	nyedot
withdraw	sadness	0.375	mbatalake
rabid	sadness	0.375	rabid
oust	sadness	0.375	ngusir
unattractive	sadness	0.373	ora atraktif
delay	sadness	0.373	tundha
apologize	sadness	0.370	nyuwun pangapunten
crazy	sadness	0.368	edan
bastard	sadness	0.366	bajingan
deteriorated	sadness	0.365	rusak
inter	sadness	0.364	antar
empty	sadness	0.364	kosong
mocking	sadness	0.363	moyoki
adder	sadness	0.361	panambah
misunderstanding	sadness	0.359	salah paham
fuss	sadness	0.359	rewel
plaintive	sadness	0.359	nyesel
servile	sadness	0.359	abdi dalem
obesity	sadness	0.359	kelemon
disconnect	sadness	0.359	pedhot
tremor	sadness	0.359	tremor
flounder	sadness	0.359	nglurug
defendant	sadness	0.359	terdakwa
unable	sadness	0.359	ora bisa
fainting	sadness	0.359	semaput
unemployed	sadness	0.359	nganggur
hunter	sadness	0.359	pamburu
idiocy	sadness	0.359	kebodohan
corse	sadness	0.359	corse
inefficiency	sadness	0.359	inefisiensi
lockup	sadness	0.359	ngunci
consecration	sadness	0.359	pasucian
unsuccessful	sadness	0.359	ora kasil
arraignment	sadness	0.359	pratelan
fruitless	sadness	0.359	tanpa woh
numbness	sadness	0.359	mati rasa
affront	sadness	0.359	nesu
hindering	sadness	0.359	ngalang-alangi
austere	sadness	0.359	kenceng
unpopular	sadness	0.359	ora populer
perpetrator	sadness	0.359	pelaku
wrangling	sadness	0.359	wrangling
taunt	sadness	0.359	ngece
doubt	sadness	0.359	mangu-mangu
unrest	sadness	0.351	kerusuhan
intervention	sadness	0.348	campur tangan
wimpy	sadness	0.348	wimpy
spoiler	sadness	0.348	spoiler
waste	sadness	0.348	sampah
absentee	sadness	0.348	absen
flaw	sadness	0.347	cacat
litigate	sadness	0.344	gugatan
blindly	sadness	0.344	wuta
militia	sadness	0.344	milisi
lawsuit	sadness	0.344	gugatan
uninvited	sadness	0.344	ora diundang
uninspired	sadness	0.344	ora duwe inspirasi
furrow	sadness	0.344	alur
cumbersome	sadness	0.344	ruwet
specter	sadness	0.344	momok
desert	sadness	0.344	ara-ara samun
lagging	sadness	0.344	lagging
attenuation	sadness	0.344	atenuasi
forfeit	sadness	0.344	kelangan
plea	sadness	0.344	panjaluk
thrash	sadness	0.344	thrash
resigned	sadness	0.344	mundur
detention	sadness	0.344	ditahan
surgery	sadness	0.344	bedhah
intercede	sadness	0.344	nyuwun syafaat
stained	sadness	0.344	diwarnai
unaccountable	sadness	0.339	ora tanggung jawab
myopia	sadness	0.339	miopia
mishap	sadness	0.338	kacilakan
probation	sadness	0.336	wektu percobaan
severance	sadness	0.333	pesangon
disagreeing	sadness	0.333	ora sarujuk
unacknowledged	sadness	0.328	ora diakoni
dependence	sadness	0.328	ketergantungan
unacceptable	sadness	0.328	ora biso ditompo
leave	sadness	0.328	ninggalake
bondage	sadness	0.328	pangawulan
bacteria	sadness	0.328	bakteri
sterile	sadness	0.328	steril
adrift	sadness	0.328	mabur
endless	sadness	0.328	tanpa wates
incompetent	sadness	0.328	ora kompeten
soreness	sadness	0.328	perih
nether	sadness	0.328	nether
nepotism	sadness	0.328	nepotisme
squall	sadness	0.328	prahara
disallowed	sadness	0.328	ora diidini
scold	sadness	0.327	ngamuk
flaccid	sadness	0.324	lembek
hobo	sadness	0.323	hobo
fragile	sadness	0.319	rapuh
stingy	sadness	0.319	pelit
sue	sadness	0.318	nuntut
scarcely	sadness	0.318	arang-arang
mistake	sadness	0.312	salah
committal	sadness	0.312	komitmen
nonsensical	sadness	0.312	omong kosong
inhibit	sadness	0.312	nyandhet
skid	sadness	0.312	nyelip
wan	sadness	0.312	wan
defy	sadness	0.312	nglawan
fatty	sadness	0.312	lemu
clouded	sadness	0.312	mendhung
ulcer	sadness	0.312	maag
nostalgia	sadness	0.312	nostalgia
evanescence	sadness	0.312	evanescence
hamstring	sadness	0.312	hamstring
thresh	sadness	0.312	thresh
conceal	sadness	0.311	ndhelikake
blemish	sadness	0.310	cacad
resisting	sadness	0.309	nglawan
sympathetic	sadness	0.307	simpatik
bugaboo	sadness	0.304	bubrah
opium	sadness	0.303	candu
confess	sadness	0.303	ngaku
alas	sadness	0.302	adhuh
mislead	sadness	0.297	nyasarake
suppress	sadness	0.297	nyuda
inappropriate	sadness	0.297	ora pantes
discontinuity	sadness	0.297	pedhot
wrinkled	sadness	0.297	kerut
dull	sadness	0.297	kusam
weak	sadness	0.297	ringkih
halting	sadness	0.297	mandheg
incompatible	sadness	0.297	ora cocog
migraine	sadness	0.297	migren
subsidence	sadness	0.297	subsidence
setback	sadness	0.297	mundur
toocold	sadness	0.297	kadhemen
incase	sadness	0.297	ing kasus
hermit	sadness	0.296	pertapa
moving	sadness	0.295	obah
shrink	sadness	0.295	nyusut
shiver	sadness	0.291	gemeter
constraint	sadness	0.288	kendala
unimportant	sadness	0.288	ora penting
tramp	sadness	0.288	tramp
rubble	sadness	0.282	reruntuhan
down	sadness	0.281	mudhun
taint	sadness	0.281	noda
flop	sadness	0.281	flop
wearily	sadness	0.281	kesel
overdue	sadness	0.281	telat
excluding	sadness	0.281	ora kalebu
confession	sadness	0.281	ngaku
grey	sadness	0.281	werna abu-abu
senseless	sadness	0.281	ora duwe akal
unseat	sadness	0.281	njabut kursi
remove	sadness	0.281	mbusak
revoke	sadness	0.281	njabut
shortage	sadness	0.281	kekurangan
apathy	sadness	0.281	apatis
adverse	sadness	0.281	ala
negro	sadness	0.281	negro
timid	sadness	0.281	isin
flinch	sadness	0.281	nglirik
scrapie	sadness	0.281	scrapie
grumpy	sadness	0.281	greget
knell	sadness	0.275	klenthing
throb	sadness	0.273	gemeter
confusion	sadness	0.273	bingung
soldier	sadness	0.273	prajurit
jurisprudence	sadness	0.273	yurisprudensi
humbled	sadness	0.273	asor
gray	sadness	0.269	werna abu-abu
lax	sadness	0.266	kendel
mixedemotions	sadness	0.266	emosi campur aduk
obstacle	sadness	0.266	alangan
slur	sadness	0.266	slur
unrealistic	sadness	0.266	ora realistis
drifted	sadness	0.266	hanyut
leaving	sadness	0.266	budhal
shack	sadness	0.266	gubuk
eternity	sadness	0.266	kalanggengan
remiss	sadness	0.266	nglirwakake
inconvenient	sadness	0.263	ora trep
restrict	sadness	0.259	matesi
misrepresentation	sadness	0.259	misrepresentation
stagnant	sadness	0.259	stagnant
disservice	sadness	0.258	ngrusak
wilderness	sadness	0.255	ara-ara samun
nosun	sadness	0.255	nosun
backwater	sadness	0.255	backwater
tempest	sadness	0.250	prahara
pine	sadness	0.250	pinus
humbug	sadness	0.250	gumunggung
bang	sadness	0.250	bang
speculation	sadness	0.250	spekulasi
labored	sadness	0.250	nyambut gawe
incomplete	sadness	0.250	mboten jangkep
gullible	sadness	0.250	gampang ditipu
undying	sadness	0.250	langgeng
anchorage	sadness	0.250	jangkar
unexplained	sadness	0.250	ora diterangake
error	sadness	0.250	kesalahan
wasteful	sadness	0.250	boros
communism	sadness	0.250	komunisme
uneducated	sadness	0.250	ora duwe pendidikan
melodrama	sadness	0.242	melodrama
demonstrative	sadness	0.242	demonstratif
rainyday	sadness	0.242	udan deres
necessity	sadness	0.236	kabutuhan
boredom	sadness	0.235	bosen
foggy	sadness	0.234	pedhut
sentence	sadness	0.234	ukara
misty	sadness	0.234	kabut
cancel	sadness	0.234	mbatalake
void	sadness	0.234	kekosongan
cloudy	sadness	0.234	Mendung
blockade	sadness	0.234	blokade
pale	sadness	0.234	pucet
trash	sadness	0.234	sampah
uninteresting	sadness	0.234	ora menarik
hollow	sadness	0.234	kothong
healing	sadness	0.234	marasake awakmu
depart	sadness	0.234	budhal
burke	sadness	0.234	burke
warp	sadness	0.234	warp
case	sadness	0.228	kasus
rainy	sadness	0.227	udan
uninterested	sadness	0.223	ora kasengsem
onerous	sadness	0.223	abot
bottom	sadness	0.223	ngisor
fasting	sadness	0.220	pasa
boooo	sadness	0.219	boooo
dole	sadness	0.219	dole
pious	sadness	0.219	alim
indifference	sadness	0.219	indifference
coping	sadness	0.219	nanggulangi
discolored	sadness	0.219	diwarnai
thirst	sadness	0.219	ngelak
blunder	sadness	0.219	luput
cocaine	sadness	0.218	kokain
tough	sadness	0.212	tangguh
revolution	sadness	0.203	revolusi
hoary	sadness	0.203	mendhung
chilly	sadness	0.203	adhem
sluggish	sadness	0.203	lesu
yucky	sadness	0.203	yucky
fat	sadness	0.203	lemu
lower	sadness	0.203	ngisor
sprain	sadness	0.203	sprain
chargeable	sadness	0.203	dikenani biaya
arid	sadness	0.203	gersang
wanting	sadness	0.202	kepingin
progression	sadness	0.201	kemajuan
closure	sadness	0.195	penutupan
unbeaten	sadness	0.193	ora kalah
rack	sadness	0.188	rak
halter	sadness	0.188	halter
rumor	sadness	0.188	gosip
tease	sadness	0.188	nggodha
invalid	sadness	0.188	ora sah
cataract	sadness	0.188	katarak
meh	sadness	0.188	meh
heartfelt	sadness	0.188	ati-ati
retirement	sadness	0.188	leren
splitting	sadness	0.188	pisah
interrupted	sadness	0.188	diselani
oddity	sadness	0.188	keanehan
cold	sadness	0.188	kadhemen
veal	sadness	0.188	daging sapi
concerned	sadness	0.184	prihatin
sarcasm	sadness	0.181	sarkasme
strip	sadness	0.179	ngudani
divided	sadness	0.172	dibagi
feeling	sadness	0.172	pangrasa
overload	sadness	0.172	kakehan
sap	sadness	0.172	tlutuh
memories	sadness	0.172	kenangan
esteem	sadness	0.172	ngurmati
cupping	sadness	0.172	bekam
eschew	sadness	0.172	nyingkiri
destination	sadness	0.170	tujuan
nosnow	sadness	0.169	saiki
limited	sadness	0.167	dibatesi
rain	sadness	0.163	udan
willful	sadness	0.160	karsa
untitled	sadness	0.157	tanpa irah-irahan
stint	sadness	0.156	tugas
cross	sadness	0.156	nyabrang
weeds	sadness	0.156	suket
pare	sadness	0.155	pare
snort	sadness	0.154	ngorok
procession	sadness	0.152	arak-arakan
inconsequential	sadness	0.152	inconsequential
tax	sadness	0.142	pajak
emo	sadness	0.141	emo
tolerate	sadness	0.141	ngidinke
mug	sadness	0.141	mug
overpriced	sadness	0.141	overpriced
weight	sadness	0.141	bobot
touchy	sadness	0.140	nrenyuhake
kennel	sadness	0.130	kennel
grounded	sadness	0.130	diukum
unpaid	sadness	0.125	ora dibayar
socialist	sadness	0.125	sosialis
meek	sadness	0.125	lelembut
clouds	sadness	0.125	mendhung
margin	sadness	0.125	wates
theocratic	sadness	0.125	teokratis
stillness	sadness	0.125	sepi
sisterhood	sadness	0.125	seduluran
terrific	sadness	0.125	apik tenan
commemorate	sadness	0.125	mengeti
late	sadness	0.125	telat
default	sadness	0.121	gawan
lace	sadness	0.118	renda
unpublished	sadness	0.116	ora diterbitake
interested	sadness	0.114	kasengsem
fortress	sadness	0.110	beteng
lush	sadness	0.109	gembur
harry	sadness	0.109	harry
ultimate	sadness	0.109	pamungkas
priesthood	sadness	0.109	imam
orchestra	sadness	0.109	orkestra
rating	sadness	0.109	rating
fleece	sadness	0.109	wulu
sanctify	sadness	0.108	nucèkaké
income	sadness	0.100	penghasilan
winning	sadness	0.094	menang
boo	sadness	0.094	boo
quiet	sadness	0.094	sepi
sonnet	sadness	0.094	soneta
vainly	sadness	0.091	muspra
hug	sadness	0.078	ngrangkul
opera	sadness	0.078	opera
humble	sadness	0.078	andhap asor
hut	sadness	0.078	gubug
ovation	sadness	0.078	ovation
wet	sadness	0.078	teles
motivating	sadness	0.078	motivasi
treat	sadness	0.076	nambani
hymn	sadness	0.064	kidung pamuji
honest	sadness	0.062	jujur
relics	sadness	0.061	peninggalan
couch	sadness	0.060	dipan
waffle	sadness	0.047	wafel
shell	sadness	0.045	cangkang
musical	sadness	0.045	musike
savor	sadness	0.034	rasane
napkin	sadness	0.031	serbet
vote	sadness	0.031	milih
sing	sadness	0.017	sing
mother	sadness	0.016	ibu
music	sadness	0.016	musik
nutritious	sadness	0.015	bergizi
lovely	sadness	0.009	apik tenan
sweetheart	sadness	0.000	gendhakan
romance	sadness	0.000	asmara
liquor	sadness	0.000	omben-omben
art	sadness	0.000	seni
surprise	surprise	0.930	kaget
explode	surprise	0.906	njeblug
flabbergast	surprise	0.906	gumun
explosion	surprise	0.898	bledosan
ambush	surprise	0.883	ambush
explosive	surprise	0.883	mbledhos
eruption	surprise	0.883	jeblugan
surprisingly	surprise	0.875	gumun
startle	surprise	0.875	ngagetake
shockingly	surprise	0.875	ngagetake
frighten	surprise	0.875	medeni
surprised	surprise	0.867	kaget
frightened	surprise	0.867	keweden
surprising	surprise	0.867	ngageti
outburst	surprise	0.859	njeblug
thrilling	surprise	0.859	ngageti
miracle	surprise	0.859	Ajaib
blast	surprise	0.852	jeblugan
astonishingly	surprise	0.852	nggumunake
alarm	surprise	0.852	weker
shock	surprise	0.844	kejut
thunderstruck	surprise	0.844	kesamber gludhug
jolt	surprise	0.844	sentak
dazzle	surprise	0.836	nggumunake
bang	surprise	0.836	bang
catastrophe	surprise	0.836	musibah
fright	surprise	0.836	wedi
unexpectedly	surprise	0.836	ora sengaja
startling	surprise	0.828	nggumunake
suddenly	surprise	0.828	dumadakan
emergency	surprise	0.828	darurat
bewilderment	surprise	0.828	bingung
stunned	surprise	0.820	gumun
astound	surprise	0.820	gumun
jackpot	surprise	0.812	jackpot
earthquake	surprise	0.812	lindhu
disaster	surprise	0.812	bilai
astonishment	surprise	0.805	gumun
climax	surprise	0.805	klimaks
aghast	surprise	0.805	gumun
astonish	surprise	0.805	gumun
scare	surprise	0.797	medeni
awestruck	surprise	0.797	gumun
erupt	surprise	0.789	njeblug
bomb	surprise	0.789	bom
exclaim	surprise	0.789	nguwuh
amazement	surprise	0.781	gumun
abduction	surprise	0.773	nyulik
alarming	surprise	0.773	nguwatirake
detonate	surprise	0.773	njeblug
raid	surprise	0.773	gropyokan
miraculous	surprise	0.773	ajaib
invade	surprise	0.773	nyerbu
kidnap	surprise	0.766	nyulik
unpredictable	surprise	0.758	ora bisa ditebak
stupefy	surprise	0.758	stupefy
dumfound	surprise	0.758	dumfound
overwhelming	surprise	0.758	akeh banget
erratic	surprise	0.750	ora mesthi
unimaginable	surprise	0.750	ora bisa dibayangke
accident	surprise	0.750	kacilakan
outrageous	surprise	0.750	ngagetake
horror	surprise	0.742	medeni
amaze	surprise	0.742	gumun
blitz	surprise	0.742	blitz
bewilder	surprise	0.742	bingung
flinch	surprise	0.742	nglirik
petrify	surprise	0.742	petrify
wreck	surprise	0.742	kacilakan
slaughter	surprise	0.742	nyembelih
frenetic	surprise	0.734	frenetik
crash	surprise	0.734	kacilakan
frantic	surprise	0.734	panik
stupefaction	surprise	0.734	stupefaction
excitement	surprise	0.734	kasenengan
riotous	surprise	0.727	rame
outcry	surprise	0.727	nguwuh-uwuh
vanished	surprise	0.727	sirna
moonstruck	surprise	0.727	moonstruck
sudden	surprise	0.727	dadakan
awe	surprise	0.719	kagum
scream	surprise	0.719	bengok-bengok
breathless	surprise	0.719	ambegan
sabotage	surprise	0.719	sabotase
shriek	surprise	0.719	njerit
unanticipated	surprise	0.719	ora diduga
bewildered	surprise	0.719	bingung
manslaughter	surprise	0.719	rajapati
amazedness	surprise	0.719	gumun
rupture	surprise	0.719	pecah
unexpected	surprise	0.711	ora dikarepke
electrify	surprise	0.711	listrik
uncontrollable	surprise	0.711	ora bisa dikendhaleni
shot	surprise	0.711	dijupuk
avalanche	surprise	0.711	longsoran
gasp	surprise	0.711	megap-megap
stun	surprise	0.711	stun
slam	surprise	0.703	mbanting
abrupt	surprise	0.703	ndadak
intruder	surprise	0.703	penyusup
unforeseen	surprise	0.703	ora kaduga
suspense	surprise	0.703	suspense
devastation	surprise	0.703	karusakan
surge	surprise	0.703	mundhak
excite	surprise	0.695	gawe bungah
dumfounder	surprise	0.695	dumfounder
yell	surprise	0.695	bengok-bengok
unprecedented	surprise	0.695	unprecedented
strike	surprise	0.695	mogok
volatility	surprise	0.695	volatilitas
urgent	surprise	0.695	urgent
stab	surprise	0.695	nusuk
disturbance	surprise	0.688	gangguan
carnage	surprise	0.688	pembantaian
incredible	surprise	0.688	luar biasa
spectacular	surprise	0.688	spektakuler
thrill	surprise	0.680	thrill
recklessness	surprise	0.680	sembrono
clamor	surprise	0.680	gegeran
monstrous	surprise	0.680	nggegirisi
slap	surprise	0.680	tamparan
inexplicable	surprise	0.672	ora bisa diterangake
terrorist	surprise	0.672	teroris
exciting	surprise	0.672	narik kawigaten
accidental	surprise	0.672	ora sengaja
accidentally	surprise	0.672	ora sengaja
striking	surprise	0.672	nggegirisi
captivate	surprise	0.672	nggumunake
exhilaration	surprise	0.672	kasenengan
topple	surprise	0.664	nggulingake
dire	surprise	0.664	ngeri
revolution	surprise	0.664	revolusi
volcano	surprise	0.664	gunung geni
freakish	surprise	0.664	aneh
revolt	surprise	0.656	kraman
bloodshed	surprise	0.656	getihen
sneak	surprise	0.656	nyelip
unspeakable	surprise	0.656	ora bisa diucapake
incendiary	surprise	0.656	pembakar
epidemic	surprise	0.648	wabah
violent	surprise	0.648	kasar
disruption	surprise	0.648	gangguan
amazingly	surprise	0.648	apik tenan
mutiny	surprise	0.648	pemberontakan
spellbound	surprise	0.648	terpesona
cyclone	surprise	0.648	siklon
unsuspecting	surprise	0.648	ora curiga
attacking	surprise	0.648	nyerang
unintended	surprise	0.648	ora disengaja
shout	surprise	0.641	bengok-bengok
indescribable	surprise	0.641	ora bisa diterangake
tumult	surprise	0.641	gegeran
improvisation	surprise	0.641	improvisasi
wildfire	surprise	0.641	geni
excitation	surprise	0.641	kasenengan
screech	surprise	0.641	njerit
enthusiasm	surprise	0.641	semangat
uncertain	surprise	0.633	ora mesthi
plunder	surprise	0.633	rampog
gape	surprise	0.633	gape
treachery	surprise	0.633	khianat
agape	surprise	0.633	agape
anomaly	surprise	0.633	anomali
presto	surprise	0.633	presto
apparition	surprise	0.633	penampakan
wonderment	surprise	0.625	gumun
slaughtering	surprise	0.625	nyembelih
trick	surprise	0.625	trik
mystery	surprise	0.625	misteri
murderous	surprise	0.625	mateni
distress	surprise	0.625	kasusahan
sorcery	surprise	0.625	sihir
excited	surprise	0.625	bungah
tempest	surprise	0.625	prahara
urgency	surprise	0.625	urgensi
inimaginable	surprise	0.617	ora bisa dibayangke
intrusive	surprise	0.617	ngganggu
quickness	surprise	0.617	kecepetan
intense	surprise	0.617	sengit
trickery	surprise	0.617	tipu daya
vanish	surprise	0.617	sirna
prank	surprise	0.617	prank
murder	surprise	0.617	rajapati
thief	surprise	0.609	maling
blindfold	surprise	0.609	nutup mripat
unstable	surprise	0.609	ora stabil
strangle	surprise	0.609	nyekek
coup	surprise	0.609	kudeta
magical	surprise	0.609	gaib
shatter	surprise	0.609	pecah
splash	surprise	0.609	cipratan
stupor	surprise	0.602	stupor
inconceivable	surprise	0.602	ora bisa dibayangke
betray	surprise	0.602	ngiyanati
defy	surprise	0.602	nglawan
jubilee	surprise	0.602	jubile
assail	surprise	0.602	nyerang
deluge	surprise	0.602	banjir
tackle	surprise	0.602	nyegat
monstrosity	surprise	0.594	monster
lightning	surprise	0.594	kilat
stupendous	surprise	0.594	nggumunake
shrill	surprise	0.594	nyaring
mishap	surprise	0.594	kacilakan
alerts	surprise	0.594	tandha
mysterious	surprise	0.586	misterius
randomly	surprise	0.586	kanthi acak
wild	surprise	0.586	alam bébas
deceit	surprise	0.586	ngapusi
bonus	surprise	0.586	bonus
pitfall	surprise	0.586	pitfall
uncanny	surprise	0.586	nggumunake
wondrous	surprise	0.586	nggumunake
premature	surprise	0.578	durung wayahe
stagger	surprise	0.578	gumun
rejoicing	surprise	0.578	bungah-bungah
godsend	surprise	0.578	kanugrahan
jubilant	surprise	0.578	bungah
electric	surprise	0.578	listrik
raving	surprise	0.578	ngoceh
bizarre	surprise	0.578	aneh
death	surprise	0.578	pati
fluke	surprise	0.578	fluke
oddity	surprise	0.578	keanehan
dynamic	surprise	0.570	dinamis
dismay	surprise	0.570	kuciwane
revenge	surprise	0.570	mbales dendam
nefarious	surprise	0.562	nakal
fascinate	surprise	0.562	narik kawigaten
jerk	surprise	0.562	bodho
ecstatic	surprise	0.562	bungah banget
reward	surprise	0.562	ganjaran
uncover	surprise	0.562	miyak
reappear	surprise	0.562	muncul maneh
zany	surprise	0.555	zany
whim	surprise	0.555	karep
thaumaturgy	surprise	0.555	thaumaturgy
conjure	surprise	0.555	nyumurupi
crescendo	surprise	0.555	crescendo
rescue	surprise	0.547	nulung
daze	surprise	0.547	kesel
heroism	surprise	0.547	kepahlawanan
illuminate	surprise	0.547	madhangi
winner	surprise	0.547	juara
ejaculation	surprise	0.547	ejakulasi
thwart	surprise	0.547	ngalang-alangi
rarity	surprise	0.547	langka
unbridled	surprise	0.547	ora kendhat
tantalizing	surprise	0.547	nggoda
punch	surprise	0.539	pukulan
cheer	surprise	0.539	surak-surak
treason	surprise	0.539	khianat
violation	surprise	0.539	nglanggar
celebration	surprise	0.539	pahargyan
illusion	surprise	0.539	khayalan
marvel	surprise	0.539	gumun
lucky	surprise	0.539	begja
lunge	surprise	0.539	lunge
interrupt	surprise	0.539	ngganggu
insult	surprise	0.539	ngina
concealed	surprise	0.531	didhelikake
snag	surprise	0.531	sregep
sensation	surprise	0.531	sensasi
banger	surprise	0.531	banger
fearfully	surprise	0.531	kanthi wedi
affront	surprise	0.531	nesu
jest	surprise	0.531	guyon
undiscovered	surprise	0.523	durung ditemokake
liberate	surprise	0.523	mbebasake
veer	surprise	0.523	miring
abandonment	surprise	0.523	nilar
immediacy	surprise	0.523	immediacy
improvise	surprise	0.523	gawe improvisasi
victimized	surprise	0.523	korban
scorpion	surprise	0.523	kalajengking
majestic	surprise	0.523	agung
wonder	surprise	0.523	gumun
rejoice	surprise	0.523	bungah-bungah
tickle	surprise	0.516	ngece
chance	surprise	0.516	kasempatan
yelp	surprise	0.516	bengok-bengok
howl	surprise	0.516	nguwuh
stealthily	surprise	0.516	siluman
unintentionally	surprise	0.508	ora sengaja
magnificent	surprise	0.508	nggumunake
reflex	surprise	0.508	refleks
garish	surprise	0.508	kesel
transcendence	surprise	0.508	transendensi
rave	surprise	0.508	ngelem
luck	surprise	0.508	rejeki
swerve	surprise	0.508	nyimpang
pop	surprise	0.508	pop
enliven	surprise	0.500	nguri-uri
slayer	surprise	0.500	tukang mateni
remarkable	surprise	0.500	luar biasa
infrequent	surprise	0.500	arang-arang
pang	surprise	0.500	pang
erotic	surprise	0.500	erotis
misbehavior	surprise	0.500	tumindak ala
diversion	surprise	0.500	pangalihan
heroic	surprise	0.500	heroik
alertness	surprise	0.500	kewaspadaan
marvelous	surprise	0.500	apik tenan
fainting	surprise	0.500	semaput
embarrassment	surprise	0.500	isin
nab	surprise	0.492	nab
birthday	surprise	0.492	ulang tahun
camouflage	surprise	0.492	kamuflase
unutterable	surprise	0.492	ora bisa diucapake
chimera	surprise	0.492	chimera
trump	surprise	0.492	trump
decoy	surprise	0.492	umpan
infarct	surprise	0.492	infark
greatness	surprise	0.492	agung
exigent	surprise	0.492	eksigent
prick	surprise	0.484	tusuk
variable	surprise	0.484	variabel
curiosity	surprise	0.484	penasaran
daemon	surprise	0.484	daemon
inexpressible	surprise	0.484	ora bisa diungkapake
magician	surprise	0.484	tukang sulap
underestimate	surprise	0.484	ngremehake
fanfare	surprise	0.484	kesenengan
horde	surprise	0.484	gerombolan
zeal	surprise	0.484	sregep
incident	surprise	0.477	kedadeyan
illumination	surprise	0.477	iluminasi
chicane	surprise	0.477	chicane
sneeze	surprise	0.477	ngiyup
subversive	surprise	0.477	subversif
gawk	surprise	0.477	ngakak
fortune	surprise	0.477	rejeki
strange	surprise	0.477	aneh
dreadfully	surprise	0.477	ngeri
unguarded	surprise	0.477	ora dijaga
prowl	surprise	0.469	ngumbara
reversal	surprise	0.469	mbalikke
wizard	surprise	0.469	penyihir
rapid	surprise	0.469	cepet
leery	surprise	0.469	lirih
break	surprise	0.461	putus
slip	surprise	0.461	klelep
divergent	surprise	0.461	divergen
