English Word	Emotion	Emotion-Intensity-Score	Hausa Word
newcomer	surprise	0.352	sabon shiga
obit	surprise	0.352	obit
postponement	surprise	0.352	jinkirtawa
award	surprise	0.352	lambar yabo
clown	surprise	0.352	wawa
highest	surprise	0.344	mafi girma
hero	surprise	0.344	jarumi
glorify	surprise	0.344	daukaka
proficiency	surprise	0.344	iyawa
start	surprise	0.344	fara
wonderfully	surprise	0.344	ban mamaki
celebrity	surprise	0.344	mashahuri
rekindle	surprise	0.336	farfado
optimism	surprise	0.336	kyakkyawan fata
sanctify	surprise	0.336	tsarkakewa
unbeaten	surprise	0.336	rashin nasara
prodigious	surprise	0.336	m
grin	surprise	0.336	murmushi
memorable	surprise	0.336	abin tunawa
warned	surprise	0.336	gargadi
dissolution	surprise	0.336	rushewa
hypertrophy	surprise	0.328	hypertrophy
admiration	surprise	0.328	sha'awa
examination	surprise	0.320	jarrabawa
angel	surprise	0.320	mala'ika
present	surprise	0.320	ba
catch	surprise	0.320	kama
hap	surprise	0.320	hap
saint	surprise	0.312	saint
embrace	surprise	0.312	runguma
flirt	surprise	0.312	kwarkwasa
puma	surprise	0.312	puma
kiss	surprise	0.312	sumba
liberty	surprise	0.312	'yanci
scrimmage	surprise	0.312	zagi
treat	surprise	0.312	bi da
inaffable	surprise	0.312	m
occasional	surprise	0.312	lokaci-lokaci
dismissal	surprise	0.312	sallama
perfection	surprise	0.305	kamala
saintly	surprise	0.305	mai tsarki
gratify	surprise	0.305	gamsuwa
generosity	surprise	0.305	karimci
sally	surprise	0.305	sally
palpable	surprise	0.297	m
finally	surprise	0.297	a karshe
differently	surprise	0.297	daban
polarity	surprise	0.297	polarity
ceremony	surprise	0.297	bikin
favorable	surprise	0.297	m
larger	surprise	0.297	ya fi girma
warn	surprise	0.297	gargadi
medal	surprise	0.289	lambar yabo
romance	surprise	0.289	soyayya
inviting	surprise	0.289	gayyata
greeting	surprise	0.289	gaisuwa
resignation	surprise	0.281	murabus
accolade	surprise	0.281	yabawa
labor	surprise	0.281	aiki
candid	surprise	0.281	gaskiya
trip	surprise	0.281	tafiya
stare	surprise	0.273	kallo
admire	surprise	0.266	sha'awa
glimmer	surprise	0.266	kyalli
playful	surprise	0.266	m
somatic	surprise	0.266	somatic
festival	surprise	0.266	biki
mimicry	surprise	0.266	kwaikwayi
insolvency	surprise	0.266	rashin biyan kuɗi
immerse	surprise	0.266	nutsewa
invite	surprise	0.266	gayyata
compensate	surprise	0.266	rama
receiving	surprise	0.258	karba
complement	surprise	0.258	cika
chuckle	surprise	0.258	dariya
laugh	surprise	0.258	dariya
hypothesis	surprise	0.258	hasashe
honeymoon	surprise	0.250	gudun amarci
opera	surprise	0.242	wasan opera
pleasant	surprise	0.242	m
marry	surprise	0.242	aure
independence	surprise	0.242	'yancin kai
chant	surprise	0.234	raira waƙa
holiness	surprise	0.234	tsarki
assessment	surprise	0.234	kima
rhythmical	surprise	0.234	rhythmical
hopeful	surprise	0.234	m
leave	surprise	0.234	barin
trophy	surprise	0.234	ganima
deal	surprise	0.227	yarjejeniya
procession	surprise	0.227	jerin gwano
placard	surprise	0.227	alamar rubutu
shopping	surprise	0.219	cin kasuwa
musical	surprise	0.219	na kiɗa
cherish	surprise	0.219	daraja
good	surprise	0.219	mai kyau
dawn	surprise	0.211	alfijir
simplify	surprise	0.211	sauƙaƙa
shell	surprise	0.211	harsashi
morals	surprise	0.203	halin kirki
money	surprise	0.203	kudi
nullify	surprise	0.203	warware
purity	surprise	0.203	tsarki
sweet	surprise	0.203	zaki
synchronize	surprise	0.195	aiki tare
precious	surprise	0.195	mai daraja
humanitarian	surprise	0.195	jin kai
preservative	surprise	0.195	abin kiyayewa
unfulfilled	surprise	0.195	wanda bai cika ba
obliging	surprise	0.188	wajibci
singularly	surprise	0.188	guda ɗaya
graduation	surprise	0.180	kammala karatun digiri
foresee	surprise	0.180	tsinkaya
pray	surprise	0.180	addu'a
lovely	surprise	0.180	kyakkyawa
thirst	surprise	0.172	ƙishirwa
mouth	surprise	0.172	baki
youth	surprise	0.172	matasa
sun	surprise	0.172	rana
art	surprise	0.172	fasaha
goodness	surprise	0.164	alheri
latent	surprise	0.156	latent
visor	surprise	0.156	visor
overdue	surprise	0.156	wanda ya wuce
practiced	surprise	0.156	aikata
loyal	surprise	0.148	masu aminci
expect	surprise	0.148	sa ran
wireless	surprise	0.148	mara waya
destination	surprise	0.148	makoma
infant	surprise	0.141	jariri
cream	surprise	0.141	kirim mai tsami
slush	surprise	0.141	sulusi
quote	surprise	0.141	zance
playground	surprise	0.133	filin wasa
vote	surprise	0.125	zabe
teach	surprise	0.125	koyar
organization	surprise	0.125	kungiya
dolphin	surprise	0.117	dabbar dolphin
weight	surprise	0.117	nauyi
smile	surprise	0.117	murmushi
sisterhood	surprise	0.109	'yar'uwarta
cable	surprise	0.109	na USB
sunny	surprise	0.102	rana
steady	surprise	0.094	tsayayye
peaceful	surprise	0.086	zaman lafiya
spa	surprise	0.086	spa
leisure	surprise	0.086	nishadi
picnic	surprise	0.078	fikinik
tree	surprise	0.078	itace
worm	surprise	0.055	tsutsa
truthfulness	trust	0.906	gaskiya
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	amintacce
honor	trust	0.844	girmamawa
honesty	trust	0.844	gaskiya
honest	trust	0.844	gaskiya
truth	trust	0.844	gaskiya
truthful	trust	0.836	gaskiya
trusting	trust	0.836	dogara
brotherhood	trust	0.820	'yan uwantaka
entrust	trust	0.812	amana
committed	trust	0.805	aikata
loyalty	trust	0.805	aminci
integrity	trust	0.805	mutunci
honorable	trust	0.805	mai daraja
trust	trust	0.805	amana
credibility	trust	0.805	amincewa
faithful	trust	0.797	aminci
sincere	trust	0.797	na gaskiya
partnership	trust	0.789	haɗin gwiwa
responsible	trust	0.789	alhaki
true	trust	0.789	gaskiya
wisdom	trust	0.789	hikima
verification	trust	0.781	tabbatarwa
cooperative	trust	0.781	hadin kai
vow	trust	0.781	alwashi
oath	trust	0.781	rantsuwa
respectable	trust	0.773	mai daraja
sisterhood	trust	0.773	'yar'uwarta
hero	trust	0.773	jarumi
credible	trust	0.773	abin dogara
promise	trust	0.773	alkawari
verified	trust	0.773	tabbatarwa
qualified	trust	0.766	m
authentication	trust	0.766	tabbaci
respected	trust	0.766	girmamawa
compassion	trust	0.759	tausayi
approval	trust	0.758	yarda
moral	trust	0.758	halin kirki
reliability	trust	0.758	dogara
trusts	trust	0.758	dogara
safekeeping	trust	0.758	kiyayewa
reputable	trust	0.758	mai daraja
love	trust	0.758	soyayya
friend	trust	0.750	aboki
stable	trust	0.750	barga
authentic	trust	0.750	na kwarai
competence	trust	0.750	iyawa
safeguard	trust	0.750	kiyayewa
companion	trust	0.750	abokin tafiya
advised	trust	0.750	nasiha
respect	trust	0.750	girmamawa
loyal	trust	0.750	masu aminci
genuine	trust	0.750	na gaske
friendships	trust	0.750	dogara
ally	trust	0.750	abokin tarayya
proven	trust	0.742	tabbatar
freedom	trust	0.742	'yanci
respects	trust	0.742	girmamawa
accepting	trust	0.742	abota
faith	trust	0.742	imani
wholesome	trust	0.742	lafiya
heartfelt	trust	0.734	zuciya
unification	trust	0.734	hadin kai
confirmation	trust	0.734	tabbatarwa
protecting	trust	0.734	karewa
reassurance	trust	0.734	tabbatarwa
trustee	trust	0.734	amintattu
supporter	trust	0.734	mataimaki
respectful	trust	0.734	mai mutuntawa
admirable	trust	0.734	abin sha'awa
fact	trust	0.727	gaskiya
friendship	trust	0.727	abota
partners	trust	0.727	karba
confidentially	trust	0.727	a boye
confident	trust	0.727	m
equality	trust	0.727	daidaito
alliance	trust	0.727	kawance
credential	trust	0.727	takardun shaida
believing	trust	0.727	imani
excellence	trust	0.727	inganci
agreement	trust	0.727	yarjejeniya
closeness	trust	0.719	kusanci
authenticate	trust	0.719	ingantacce
virtuous	trust	0.719	nagari
intelligence	trust	0.719	hankali
kindred	trust	0.719	dangi
virtue	trust	0.719	nagarta
honored	trust	0.719	girmamawa
justice	trust	0.711	adalci
charitable	trust	0.711	sadaka
determination	trust	0.711	azama
creditable	trust	0.711	abin yabo
consistency	trust	0.711	daidaito
allegiance	trust	0.711	biyayya
cooperation	trust	0.711	hadin gwiwa
guarantee	trust	0.711	garanti
dedication	trust	0.711	sadaukarwa
straightforward	trust	0.711	madaidaiciya
cooperating	trust	0.711	hadin kai
reliable	trust	0.703	abin dogara
nurture	trust	0.703	raya
mother	trust	0.703	uwa
fulfilled	trust	0.703	cika
admiration	trust	0.703	sha'awa
mentor	trust	0.703	mai ba da shawara
guardianship	trust	0.703	waliyyai
assurance	trust	0.703	tabbacin
morality	trust	0.703	halin kirki
motherhood	trust	0.703	uwa
innocent	trust	0.703	marar laifi
reverence	trust	0.703	girmamawa
sanctuary	trust	0.703	Wuri Mai Tsarki
friendliness	trust	0.703	abokantaka
prepared	trust	0.703	shirya
admire	trust	0.703	sha'awa
protected	trust	0.703	kariya
proof	trust	0.703	hujja
bodyguard	trust	0.695	mai gadi
skillful	trust	0.695	gwaninta
marriage	trust	0.695	aure
allied	trust	0.695	kawance
morals	trust	0.695	halin kirki
humanitarian	trust	0.695	jin kai
pact	trust	0.695	yarjejeniya
courage	trust	0.695	karfin hali
accountable	trust	0.695	m
agreeable	trust	0.695	m
united	trust	0.695	tarayya
indestructible	trust	0.695	marar lalacewa
approving	trust	0.695	yarda
guardian	trust	0.695	waliyyi
compassionate	trust	0.695	mai tausayi
scientist	trust	0.695	masanin kimiyya
certified	trust	0.695	bokan
pledge	trust	0.688	alkawari
adviser	trust	0.688	mai ba da shawara
authenticity	trust	0.688	gaskiya
understanding	trust	0.688	fahimta
secure	trust	0.688	amintacce
guidance	trust	0.688	jagora
monogamy	trust	0.688	auren mace daya
valor	trust	0.688	jarumi
solidity	trust	0.688	m
perfection	trust	0.688	kamala
believed	trust	0.688	imani
humanity	trust	0.688	ɗan adam
justifiable	trust	0.688	baratacce
competent	trust	0.688	m
esteem	trust	0.688	girma
protector	trust	0.680	majiɓinci
inspire	trust	0.680	wahayi
hope	trust	0.680	fata
strongest	trust	0.680	abokan tarayya
expertise	trust	0.680	gwaninta
humble	trust	0.680	tawali'u
indivisible	trust	0.680	marar ganuwa
official	trust	0.680	hukuma
affirm	trust	0.680	tabbatar
familiarity	trust	0.680	saba
confirmed	trust	0.680	tabbatar
diligence	trust	0.680	himma
grandfather	trust	0.680	kaka
advocacy	trust	0.680	shawara
goodness	trust	0.680	alheri
commendable	trust	0.680	abin yabawa
acceptance	trust	0.680	yarda
diplomatic	trust	0.680	diflomasiyya
leader	trust	0.680	shugaba
confide	trust	0.680	amincewa
agreeing	trust	0.680	yarda
approve	trust	0.680	yarda
professional	trust	0.680	sana'a
elders	trust	0.680	dattawa
confidential	trust	0.680	sirri
faultless	trust	0.672	mara laifi
believes	trust	0.672	karba
sanctify	trust	0.672	tsarkakewa
intelligent	trust	0.672	mai hankali
safe	trust	0.672	lafiya
accepted	trust	0.672	mafi karfi
dignity	trust	0.672	mutunci
unwavering	trust	0.672	m
encyclopedia	trust	0.672	encyclopedia
mastery	trust	0.672	gwaninta
cohesive	trust	0.672	m
harmoniously	trust	0.672	cikin jituwa
benevolence	trust	0.672	alheri
healing	trust	0.672	waraka
accredited	trust	0.672	yarda
covenant	trust	0.672	alkawari
accountability	trust	0.664	lissafi
team	trust	0.664	tawagar
authority	trust	0.664	hukuma
heroic	trust	0.664	jarumtaka
reliance	trust	0.664	dogara
expert	trust	0.664	gwani
communicate	trust	0.664	sadarwa
spiritual	trust	0.664	na ruhaniya
impeccable	trust	0.664	m
specialist	trust	0.664	gwani
affirmatively	trust	0.664	tabbas
proficient	trust	0.664	gwaninta
fulfillment	trust	0.664	cikawa
advocate	trust	0.664	lauya
disciple	trust	0.664	almajiri
attestation	trust	0.664	shaida
merit	trust	0.664	cancanta
supporting	trust	0.664	goyon baya
ambassador	trust	0.664	jakada
guidebook	trust	0.664	littafin jagora
accept	trust	0.664	karba
strengthening	trust	0.661	ƙarfafawa
holiness	trust	0.656	tsarki
facts	trust	0.656	gaskiya
warranty	trust	0.656	garanti
strength	trust	0.656	ƙarfi
relationship	trust	0.656	dangantaka
defended	trust	0.656	kare
constancy	trust	0.656	dindindin
favorable	trust	0.656	m
gentleman	trust	0.656	m
counsel	trust	0.656	shawara
scientific	trust	0.656	kimiyya
structure	trust	0.656	tsari
elder	trust	0.656	dattijo
excellent	trust	0.656	m
achieve	trust	0.656	cimma
steadfast	trust	0.656	m
familiar	trust	0.656	saba
proficiency	trust	0.656	iyawa
supports	trust	0.656	ya gaskata
counselor	trust	0.648	mashawarci
lovable	trust	0.648	abin so
advisable	trust	0.648	nasiha
agreed	trust	0.648	amince
heroism	trust	0.648	jarumtaka
rely	trust	0.648	dogara
uphold	trust	0.648	rike
brother	trust	0.648	ɗan'uwa
matrimony	trust	0.648	aure
assuredly	trust	0.648	tabbas
peaceful	trust	0.648	zaman lafiya
saint	trust	0.648	saint
unconditionally	trust	0.648	karba
solidarity	trust	0.648	hadin kai
accepts	trust	0.648	goyon baya
inspiration	trust	0.648	wahayi
noble	trust	0.648	mai daraja
successful	trust	0.648	nasara
harmony	trust	0.648	jituwa
protective	trust	0.648	m
competency	trust	0.648	iyawa
comrade	trust	0.648	abokin aiki
academic	trust	0.648	ilimi
assist	trust	0.648	taimaka
worthy	trust	0.643	cancanta
benefactor	trust	0.641	mai taimako
credence	trust	0.641	amincewa
confidence	trust	0.641	amincewa
relationships	trust	0.641	ba tare da wani sharadi ba
ordained	trust	0.641	nadawa
legal	trust	0.641	na shari'a
champion	trust	0.641	zakara
lawful	trust	0.641	halal
durability	trust	0.641	karko
judiciary	trust	0.641	bangaren shari'a
doctor	trust	0.641	likita
loving	trust	0.641	soyayya
assure	trust	0.641	tabbatar
establish	trust	0.641	kafa
mamma	trust	0.641	mama
kind	trust	0.641	irin
unity	trust	0.641	hadin kai
conscientious	trust	0.641	m
real	trust	0.641	gaske
coexist	trust	0.641	zama tare
leading	trust	0.641	jagora
teacher	trust	0.641	malami
intimate	trust	0.634	m
brotherly	trust	0.633	'yan uwantaka
physician	trust	0.633	likita
judicial	trust	0.633	shari'a
saintly	trust	0.633	mai tsarki
aspiration	trust	0.633	buri
conscience	trust	0.633	lamiri
therapeutic	trust	0.633	warkewa
fidelity	trust	0.633	aminci
soundness	trust	0.633	lafiya
important	trust	0.633	muhimmanci
homage	trust	0.633	girmamawa
legitimacy	trust	0.633	halacci
fortitude	trust	0.633	karfin hali
deepest	trust	0.633	dangantaka
approved	trust	0.633	yarda
courageous	trust	0.633	m
devotional	trust	0.633	ibada
endorse	trust	0.633	amincewa
backbone	trust	0.633	kashin baya
authorize	trust	0.633	ba da izini
practiced	trust	0.633	aikata
sanctification	trust	0.633	tsarkakewa
hopeful	trust	0.633	m
convincing	trust	0.633	gamsarwa
bless	trust	0.633	albarka
angel	trust	0.625	mala'ika
authorization	trust	0.625	izini
assured	trust	0.625	tabbatar
purify	trust	0.625	tsarkakewa
caretaker	trust	0.625	mai kulawa
regard	trust	0.625	girmamawa
profound	trust	0.625	m
achievement	trust	0.625	nasara
evident	trust	0.625	bayyananne
positivity	trust	0.625	tabbatacce
communication	trust	0.625	sadarwa
professorship	trust	0.625	farfesa
blessing	trust	0.625	albarka
beliefs	trust	0.625	mafi zurfi
encourage	trust	0.625	karfafa
fireman	trust	0.625	mai kashe gobara
majestic	trust	0.625	mai girma
civilized	trust	0.625	wayewa
certify	trust	0.625	tabbatarwa
wonderful	trust	0.625	ban mamaki
engaged	trust	0.625	tsunduma
accurate	trust	0.625	m
approvement	trust	0.617	yarda
optimism	trust	0.617	kyakkyawan fata
planning	trust	0.617	shiryawa
believer	trust	0.617	mumini
advice	trust	0.617	shawara
commend	trust	0.617	yabawa
gospel	trust	0.617	bishara
objective	trust	0.617	manufa
rational	trust	0.617	m
cherish	trust	0.617	daraja
constantly	trust	0.617	akai-akai
haven	trust	0.617	masauki
fundamental	trust	0.617	na asali
bedrock	trust	0.617	gadon gado
accord	trust	0.617	yarda
triumphant	trust	0.617	nasara
surety	trust	0.617	tabbas
testament	trust	0.617	shaida
absolution	trust	0.617	kawar da kai
truce	trust	0.617	sulhu
reassure	trust	0.617	tabbatarwa
appreciation	trust	0.617	godiya
qualities	trust	0.617	halaye
passionate	trust	0.617	m
good	trust	0.617	mai kyau
unimpeachable	trust	0.617	wanda ba a iya yankewa
corroborate	trust	0.617	tabbatarwa
thoughtful	trust	0.617	m
heroine	trust	0.617	jaruma
teach	trust	0.617	koyar
god	trust	0.617	allah
attentive	trust	0.617	m
scripture	trust	0.609	nassi
civilization	trust	0.609	wayewa
magnificence	trust	0.609	girma
recommend	trust	0.609	bayar da shawarar
progression	trust	0.609	ci gaba
steward	trust	0.609	wakili
purification	trust	0.609	tsarkakewa
patron	trust	0.609	majiɓinci
praiseworthy	trust	0.609	abin yabo
heal	trust	0.609	waraka
considerate	trust	0.609	m
blessings	trust	0.609	albarka
mediator	trust	0.609	matsakanci
babysitter	trust	0.609	renon yara
notary	trust	0.609	notary
awareness	trust	0.609	sani
vetted	trust	0.609	imani
excel	trust	0.609	zarce
happy	trust	0.609	farin ciki
praise	trust	0.609	yabo
brilliant	trust	0.609	m
liking	trust	0.609	so
definitive	trust	0.609	tabbatacce
comfort	trust	0.609	ta'aziyya
officer	trust	0.609	jami'in
peace	trust	0.602	zaman lafiya
serenity	trust	0.602	nutsuwa
unquestionable	trust	0.602	babu shakka
embrace	trust	0.602	runguma
identify	trust	0.602	gane
inspired	trust	0.602	wahayi
steady	trust	0.602	tsayayye
nun	trust	0.602	nun
guarded	trust	0.602	gadi
symmetry	trust	0.602	daidaito
mainstay	trust	0.602	mainstay
fulfill	trust	0.602	cika
humility	trust	0.602	tawali'u
helpful	trust	0.602	taimako
transcendence	trust	0.602	wuce gona da iri
unconditional	trust	0.602	rashin sharadi
brave	trust	0.602	m
brighten	trust	0.602	haskakawa
experienced	trust	0.602	gwaninta
enlightenment	trust	0.602	wayewa
sympathetic	trust	0.602	mai tausayi
witness	trust	0.602	shaida
vigilant	trust	0.594	a hankali
ministry	trust	0.594	ma'aikatar
admiral	trust	0.594	admiral
vigilance	trust	0.594	tsaro
depend	trust	0.594	dogara
generosity	trust	0.594	karimci
befriend	trust	0.594	abota
complimentary	trust	0.594	m
assessment	trust	0.594	kima
fairly	trust	0.594	daidai
enlighten	trust	0.594	haskaka
strengthen	trust	0.594	karfafa
nurse	trust	0.594	ma'aikaciyar jinya
endowment	trust	0.594	kyauta
visionary	trust	0.594	mai hangen nesa
praised	trust	0.594	yabo
eminence	trust	0.594	daukaka
marry	trust	0.594	aure
generous	trust	0.594	m
gratitude	trust	0.594	godiya
sage	trust	0.594	mai hikima
tranquility	trust	0.594	kwanciyar hankali
openly	trust	0.594	a fili
grant	trust	0.594	kyauta
spouse	trust	0.594	matar aure
philanthropic	trust	0.594	masu taimakon jama'a
regent	trust	0.594	mai mulki
substantiate	trust	0.594	tabbatacce
commendation	trust	0.594	yabawa
council	trust	0.594	majalisa
efficient	trust	0.594	m
sweetheart	trust	0.589	masoyi
bylaw	trust	0.586	doka
magnificent	trust	0.586	m
designation	trust	0.586	nadi
godly	trust	0.586	na ibada
seniority	trust	0.586	babba
conservation	trust	0.586	kiyayewa
educational	trust	0.586	ilimi
rooted	trust	0.586	kafe
inheritance	trust	0.586	gado
diplomacy	trust	0.586	diflomasiyya
mate	trust	0.586	abokin aure
convince	trust	0.586	shawo kan
unfailing	trust	0.586	rashin kasawa
share	trust	0.586	raba
monk	trust	0.586	zufa
constitutional	trust	0.586	tsarin mulki
lovely	trust	0.586	kyakkyawa
compliance	trust	0.586	yarda
attest	trust	0.586	shaida
victory	trust	0.586	nasara
serene	trust	0.586	nutsuwa
checklist	trust	0.586	jerin abubuwan dubawa
husbandry	trust	0.586	kiwo
enjoying	trust	0.586	jin dadi
revere	trust	0.586	girmamawa
tribe	trust	0.586	kabila
meritorious	trust	0.586	m
joyful	trust	0.586	m
delegate	trust	0.586	wakilai
helper	trust	0.586	mataimaki
angelic	trust	0.586	na mala'ika
ambition	trust	0.586	buri
father	trust	0.586	uba
acclaim	trust	0.586	yabo
testimony	trust	0.586	shaida
collectively	trust	0.586	tare
sobriety	trust	0.586	hankali
prestige	trust	0.586	daraja
firmness	trust	0.586	tsayin daka
structural	trust	0.578	tsari
impartiality	trust	0.578	rashin son kai
navigator	trust	0.578	navigator
judge	trust	0.578	hukunci
shelter	trust	0.578	tsari
coexisting	trust	0.578	zama tare
unquestioned	trust	0.578	babu tambaya
careful	trust	0.578	mai hankali
obey	trust	0.578	yi biyayya
professor	trust	0.578	farfesa
convinced	trust	0.578	gamsuwa
communion	trust	0.578	tarayya
cheerfulness	trust	0.578	fara'a
inviting	trust	0.578	gayyata
irrefutable	trust	0.578	m
commandant	trust	0.578	kwamandan
smile	trust	0.578	murmushi
authoritative	trust	0.578	mai iko
philanthropist	trust	0.578	mai taimakon jama'a
legalized	trust	0.578	halattacce
adore	trust	0.578	kauna
upright	trust	0.578	madaidaiciya
revival	trust	0.578	farfaɗowa
dutiful	trust	0.578	m
watchdog	trust	0.578	mai sa ido
apostle	trust	0.570	manzo
volunteers	trust	0.570	masu aikin sa kai
immaculate	trust	0.570	m
adhering	trust	0.570	jingina
unquestionably	trust	0.570	babu shakka
advise	trust	0.570	shawara
punctual	trust	0.570	akan lokaci
consult	trust	0.570	tuntuba
ordinance	trust	0.570	farillai
complement	trust	0.570	cika
modest	trust	0.570	tawali'u
everlasting	trust	0.570	na har abada
compass	trust	0.570	kamfas
heavenly	trust	0.570	na sama
determinate	trust	0.570	ƙaddara
counsellor	trust	0.570	mashawarci
abundance	trust	0.570	yawa
guide	trust	0.570	jagora
earned	trust	0.570	tantancewa
pedigree	trust	0.570	zuriyarsu
relative	trust	0.570	dangi
principal	trust	0.570	babba
plausible	trust	0.570	m
collaborator	trust	0.570	mai haɗin gwiwa
connective	trust	0.570	haɗi
corroboration	trust	0.570	tabbatarwa
insure	trust	0.570	inshora
pilot	trust	0.570	matukin jirgi
unequivocal	trust	0.570	babu shakka
matron	trust	0.570	matron
cuddle	trust	0.570	cudanya
measured	trust	0.570	auna
fort	trust	0.562	kagara
treasurer	trust	0.562	ma'aji
apostolic	trust	0.562	manzanni
save	trust	0.562	ajiye
frankness	trust	0.562	gaskiya
insight	trust	0.562	basira
admit	trust	0.562	shigar
earn	trust	0.562	sami
remarkable	trust	0.562	na ban mamaki
strong	trust	0.562	mai karfi
content	trust	0.562	abun ciki
vitality	trust	0.562	kuzari
prize	trust	0.562	kyauta
vigorous	trust	0.562	m
congregation	trust	0.562	ikilisiya
uplift	trust	0.562	dagawa
spotless	trust	0.562	mara tabo
devout	trust	0.562	masu ibada
soothing	trust	0.562	kwantar da hankali
miracle	trust	0.562	abin al'ajabi
cohesion	trust	0.562	haɗin kai
lovemaking	trust	0.562	soyayya
curable	trust	0.562	mai warkewa
pleasant	trust	0.562	m
jury	trust	0.562	juri
pertinent	trust	0.562	dacewa
succeeding	trust	0.562	nasara
concordance	trust	0.562	concordance
jurist	trust	0.562	fikihu
applaud	trust	0.562	tafi
ordination	trust	0.562	nadawa
compensate	trust	0.562	rama
patience	trust	0.555	hakuri
mediate	trust	0.555	tsakani
coach	trust	0.555	koci
illumination	trust	0.555	haskakawa
cultivate	trust	0.555	noma
providing	trust	0.555	bayarwa
precedence	trust	0.555	fifiko
exalt	trust	0.555	ɗaukaka
succeed	trust	0.555	nasara
inclusion	trust	0.555	hada
meditate	trust	0.555	yin zuzzurfan tunani
coalesce	trust	0.555	hadin kai
betrothed	trust	0.555	amarya
midwife	trust	0.555	ungozoma
veteran	trust	0.555	tsohon soja
destined	trust	0.555	ƙaddara
auditor	trust	0.555	mai dubawa
privacy	trust	0.555	sirri
restorative	trust	0.555	maidowa
influential	trust	0.555	m
impartial	trust	0.555	rashin son kai
discretion	trust	0.555	hankali
foresight	trust	0.555	hangen nesa
congruence	trust	0.555	haduwa
worship	trust	0.555	ibada
constant	trust	0.555	m
reunion	trust	0.555	haduwa
intuition	trust	0.555	hankali
reconciliation	trust	0.555	sulhu
ambulance	trust	0.555	motar asibiti
defender	trust	0.555	mai tsaron gida
greatness	trust	0.555	girma
buddy	trust	0.555	aboki
vote	trust	0.555	zabe
physicist	trust	0.555	masanin kimiyyar lissafi
prophet	trust	0.555	annabi
prevalent	trust	0.547	m
eyewitness	trust	0.547	shaidan gani da ido
durable	trust	0.547	m
prudent	trust	0.547	mai hankali
securities	trust	0.547	tsaro
salvation	trust	0.547	ceto
govern	trust	0.547	mulki
law	trust	0.547	doka
proud	trust	0.547	girman kai
cheer	trust	0.547	murna
reinforcement	trust	0.547	ƙarfafawa
promises	trust	0.547	samu
invocation	trust	0.547	kira
provide	trust	0.547	bayar da
friendly	trust	0.547	m
commanding	trust	0.547	umarni
temperate	trust	0.547	m
conciliation	trust	0.547	sulhu
convent	trust	0.547	zuhudu
heritage	trust	0.547	gado
independence	trust	0.547	'yancin kai
rejoice	trust	0.547	murna
engaging	trust	0.547	shiga
readiness	trust	0.547	shiri
registry	trust	0.547	rajista
statement	trust	0.547	sanarwa
liberty	trust	0.547	'yanci
forgive	trust	0.547	gafartawa
ancestral	trust	0.547	kakanni
impenetrable	trust	0.547	wanda ba zai iya shiga ba
choices	trust	0.539	alkawuran
psalms	trust	0.539	zabura
majority	trust	0.539	rinjaye
antidote	trust	0.539	maganin rigakafi
tantamount	trust	0.539	daidai da
perfect	trust	0.539	cikakke
regularity	trust	0.539	na yau da kullun
chronicle	trust	0.539	tarihin tarihi
ensemble	trust	0.539	tarawa
applause	trust	0.539	tafi
obedience	trust	0.539	biyayya
aspiring	trust	0.539	m
watchman	trust	0.539	mai gadi
inimitable	trust	0.539	m
chastity	trust	0.539	tsafta
architecture	trust	0.539	gine-gine
stamina	trust	0.539	karfin hali
delightful	trust	0.539	m
exalted	trust	0.539	daukaka
relevant	trust	0.539	dacewa
reinforcements	trust	0.539	ƙarfafawa
proctor	trust	0.539	proctor
immovable	trust	0.539	m
instructions	trust	0.539	umarnin
define	trust	0.539	ayyana
uncensured	trust	0.539	rashin tabbas
institute	trust	0.539	institute
responsive	trust	0.539	m
recovery	trust	0.539	farfadowa
obliging	trust	0.539	wajibci
obvious	trust	0.539	bayyane
forefathers	trust	0.539	magabata
eager	trust	0.539	m
inoculation	trust	0.539	allurar rigakafi
admitting	trust	0.539	shigar
memorable	trust	0.539	abin tunawa
hospital	trust	0.531	asibiti
rescue	trust	0.531	ceto
deed	trust	0.531	aiki
princely	trust	0.531	na sarauta
retirement	trust	0.531	ritaya
cradle	trust	0.531	shimfiɗar jariri
immunization	trust	0.531	rigakafi
bloom	trust	0.531	Bloom
candid	trust	0.531	gaskiya
evergreen	trust	0.531	kore kore
ballot	trust	0.531	zabe
accompaniment	trust	0.531	rakiyar
verily	trust	0.531	hakika
inseparable	trust	0.531	m
analyst	trust	0.531	manazarci
strive	trust	0.531	yi ƙoƙari
dependent	trust	0.531	dogara
heavens	trust	0.531	sammai
answerable	trust	0.531	mai amsawa
school	trust	0.531	makaranta
terms	trust	0.531	sharuddan
center	trust	0.531	tsakiya
firstborn	trust	0.531	ɗan fari
transcript	trust	0.531	kwafi
fraternal	trust	0.531	'yan'uwa
omniscient	trust	0.531	masani
seal	trust	0.531	hatimi
edification	trust	0.531	haɓakawa
doubtless	trust	0.531	babu shakka
deliverance	trust	0.531	ceto
sponsor	trust	0.531	tallafawa
expedient	trust	0.531	m
bride	trust	0.531	amarya
refuge	trust	0.531	mafaka
approbation	trust	0.527	amincewa
chaplain	trust	0.523	malamin addini
laureate	trust	0.523	mai nasara
liberate	trust	0.523	'yantar da
coronation	trust	0.523	nadin sarauta
